-0.0042364+0.0011756i,-0.0025543-1.9457e-05i,-0.0036656-0.00010769i,-0.003389+0.0013201i,-0.0024369+0.0026303i,-0.0016746+0.0023452i,-0.00074884+0.0023482i,-5.2234e-05+0.0020034i,0.00015817+0.0012595i,0.00081524+0.00048917i,0.0018686-0.0001597i,0.0013785-0.0003189i,3.1355e-05-0.00028955i,-0.00044856-0.0004907i,-0.00071767-0.0010705i,-0.00085294-0.00089653i,-0.00020845-0.00075572i,-6.3947e-05-0.00066596i,4.5344e-05-0.00021963i,0.00049167-4.6811e-06i,-0.00048683-0.00041686i,-0.00095303-0.00071242i,-0.00056861-0.00033077i
0.0010604-0.0015205i,0.00076744-0.0012525i,0.00032818-0.0015104i,-0.0002389-0.0013257i,-0.001081-0.00021142i,-0.00084671+0.00082694i,0.00032624+0.00058366i,7.3724e-05+0.00059513i,-0.00049665+0.0006664i,0.00032881+0.00083775i,0.0011535+0.0012684i,0.00096819+0.00089962i,0.00010659+0.00022253i,-0.00042312-1.4475e-05i,-0.00023493+2.9024e-05i,-0.00012185+6.9686e-05i,-1.1371e-05+0.00027309i,0.00031627-0.00016903i,3.0946e-05-0.0005074i,-0.00012583-0.0010911i,0.00037283-0.00098393i,0.00044505+0.00027836i,1.6065e-05+0.00027981i
-0.00069874+0.0022031i,-0.00072565+0.002059i,-9.1499e-05+0.0015718i,0.00063578+0.0010448i,0.0011518+0.0015411i,0.00061081+0.0014299i,-0.00031181+0.0010186i,-0.00022958+0.00046681i,0.0001371+0.00026206i,0.00061859+0.00054162i,0.0012462+8.0228e-05i,0.00056715-0.00061305i,0.00018342-0.00081863i,0.00017139-0.00064897i,-3.1008e-05-0.0012185i,0.00013101-0.0011065i,0.0005744+7.0398e-05i,0.00078303-3.7457e-05i,0.00055561-0.00016464i,0.00090196+8.6842e-05i,0.0010409-0.00049983i,0.00047348-0.00011528i,-0.00026031+0.00077166i
7.273e-06+0.00086131i,0.00016238+0.00071056i,0.00078915+0.00073723i,0.001965+0.00021935i,0.0024701+0.0010912i,0.0017472+0.0022219i,0.00083666+0.0017114i,0.00079747+5.983e-05i,0.0013896-8.8428e-05i,0.0018985+0.0004761i,0.0011183+0.00081827i,2.3805e-05+0.00066582i,-0.00054218-0.00035885i,0.00010773-0.00074619i,0.00071771-0.00054575i,0.00035153-0.00050082i,0.00010219-0.0011459i,0.00083843-0.001157i,0.00087179-0.0016868i,0.00084087-0.0012923i,0.0014956-0.00014036i,0.00084687+1.6235e-06i,0.0003571-0.00037456i
-0.00090757+0.002238i,-0.001163+0.0021871i,-0.00023464+0.0022352i,0.0005473+0.001915i,0.00066681+0.00092885i,0.00069302+0.00037246i,0.0010562+0.00026875i,0.00066548+0.00063236i,0.00088053+0.00075931i,0.0013891-0.00017517i,0.00029841-0.00071384i,-0.0011956-1.4341e-05i,-0.00081691-0.00035036i,-7.3649e-06-0.00081876i,-0.00024504-0.00034753i,-0.0010406-0.00017225i,-0.00060397-0.00054974i,0.00024458-0.00068136i,0.00021731-0.00044599i,0.00030439-0.00019433i,0.00041124+0.00031489i,9.357e-05+0.00080792i,-0.00023106+0.0012283i
0.00010601+0.0019226i,0.0005125+0.0025419i,0.0006347+0.0014852i,0.001218+0.00047208i,0.0012988+0.00064559i,0.00096974+0.00075463i,0.0010408+0.00065716i,0.00055952+0.00057943i,0.00054397+0.00026767i,0.00036789+0.00033058i,0.00037477+0.00037169i,0.00040516+0.00018998i,0.00037919+0.00037632i,0.00067626+0.00084106i,-0.00022843+0.00070861i,-0.00074335+0.00033471i,-0.00024428-2.7901e-05i,0.00041531+7.5281e-05i,0.00082551-0.00016539i,0.00065691-0.0011382i,0.0005221-0.00030866i,-0.0005358+0.00038979i,-0.00067454-4.6648e-05i
-0.00099068+0.002006i,-0.0021693+0.00030638i,-0.00087437+4.5506e-05i,0.00085564+0.00084459i,0.0014975+0.00098008i,0.001153+0.00062567i,-5.4363e-05+0.0004211i,-0.00048568+0.0012961i,5.0884e-05+0.0016499i,0.00090016+0.00024896i,0.00095792-0.00085449i,3.4724e-05-0.0010084i,-0.00068828-0.00046635i,-0.0010265+0.00010069i,-0.00041456+0.00012898i,-0.00030822-0.0005948i,-0.00027989-0.0015167i,4.1249e-05-0.0015607i,-0.00037061-0.0019868i,-0.00061022-0.0018213i,-0.00061571-0.00047912i,-0.00064245+0.00044283i,0.00030704+0.00077377i
0.0011633-6.7442e-05i,0.00065613+0.00032716i,0.00025483-0.00044144i,0.00056185-0.0012105i,0.00075887-0.00097837i,0.00040391-0.00037053i,-0.00056871-0.00015477i,-0.00043823+0.00052103i,0.00087658+0.00055849i,0.0011538+0.00019293i,0.0010809-0.00019368i,0.0011021-0.00065254i,0.00027682-0.00031581i,9.5049e-05+0.00011731i,0.00054596+0.00026593i,-5.2884e-05-0.00015399i,-0.00075685-0.00068254i,0.00015073-0.00052122i,0.00041479-0.00045061i,0.00011546-0.0010556i,-3.3813e-05-0.00088893i,-0.00046801-0.00032031i,-0.00029849+0.0004078i
-5.3682e-05+0.001189i,-0.00010603+0.00050487i,0.00044118-3.1523e-05i,0.00031873+0.00068349i,-0.00063826+0.00070622i,-0.00067626-7.0046e-05i,0.0004464-0.00036226i,0.0012571+0.00061868i,0.0011351+0.0014342i,0.00094813+0.00092729i,0.0011018+0.00050543i,0.00032544+0.00049082i,-0.00033275+0.00023896i,0.00015429-7.5378e-05i,0.0007729-0.00048899i,4.2151e-05-0.00093274i,-0.00036523-0.00072991i,0.0002522-0.00062018i,0.00063826-0.0014524i,0.00063166-0.0016678i,0.00054272-0.0011267i,0.00037456-0.00084446i,-8.7504e-05-0.00041117i
0.0010518-0.0019924i,0.00085006-0.0026374i,-0.00019204-0.0027956i,-0.0010362-0.0014573i,-0.0013122+0.00015942i,-0.00045035+0.00089814i,-0.00015757+0.00083018i,-0.0003845+0.00020552i,-0.00010096+0.00028711i,0.00070045+0.00093487i,0.00032985+0.00084608i,-0.00035204+0.00049273i,0.00023103+0.00049764i,0.00075618+1.0893e-05i,0.00053262-0.00096363i,0.000312-0.00068727i,-7.1463e-05-0.00075577i,0.00021466-0.0008974i,0.00011169-0.00027412i,-0.00072662-0.00059566i,-0.00072733-0.0008973i,-9.8592e-05-0.00056504i,-9.8266e-05+3.9276e-05i
-0.00066252-0.00084068i,-0.0013004-0.00041963i,-0.0012086-0.00072131i,-0.00062582-0.00021768i,-0.00028059+0.0008334i,-0.00013622+0.0011498i,0.00019123+0.00094554i,-0.0003501+0.00034492i,-0.00064288+0.00024718i,0.00059024+0.0012533i,0.00088193+0.0013956i,0.00066097+0.00052233i,0.00040393+0.00058004i,0.00011627+0.00079915i,9.1857e-05+0.00040266i,7.8429e-05+6.0997e-05i,3.2439e-05-0.00049267i,5.0571e-05-0.0011737i,0.00015883-0.0013141i,-0.00053185-0.0004547i,-0.00094273+0.00059674i,-0.00097903+0.00027402i,-0.0013119+7.1135e-06i
0.0017851+0.0012618i,0.00098899+0.0011017i,0.0013563+0.00028266i,0.00055807-0.00017i,-0.00079441-4.95e-05i,-0.00086744+0.0003522i,0.00016221-0.0005363i,0.00056794-0.00039176i,0.00028738+0.00048339i,0.00050349+0.00042303i,0.00074261-0.00023917i,-6.6535e-05-8.4263e-05i,-0.00040273+0.00060858i,5.8628e-05-0.00021395i,-0.0003239-0.00083626i,-0.00059342-0.00035511i,0.00018265-0.00018013i,0.00083129+3.3754e-05i,0.00091155+2.6432e-05i,0.00017328-0.00036638i,-0.00046962-0.00073383i,-0.00044107-0.00018089i,0.00024482+0.00018559i
0.00065689-0.00011028i,-0.00021431+0.00018048i,0.00014396-4.3085e-05i,0.001663-0.00032663i,0.0013804-0.00027564i,0.00042369-0.00038609i,0.00054451+0.00016404i,0.00083063+0.00011253i,0.00092991+0.00032545i,0.00058159+0.00091327i,0.00021579+0.0002565i,5.2629e-05-8.0592e-05i,-0.00015057+0.00032099i,-0.00037294-0.00019431i,-0.00057692-0.00057241i,-0.00045675-0.00030604i,-6.2348e-05-0.00062672i,-7.7074e-05-0.00081819i,0.00016291-0.00075446i,0.00067524-0.00030538i,0.00053687-0.00016837i,-0.0004941-0.00093465i,-0.00101-0.00085291i
-0.00064192+2.3401e-05i,-0.00055575+0.00027122i,-0.00063288+6.0934e-05i,-0.0011952-6.5184e-05i,-0.00091864+0.00085905i,0.00016451+0.001206i,0.00010709+0.00066532i,-0.00065664+0.00056763i,-0.00049868+0.00081388i,0.00012962+0.00075248i,0.00054694+0.00029152i,0.00058025+0.00018948i,8.6192e-05+0.00050522i,-0.00022213+0.00043823i,-0.0011779-0.00052218i,-0.0016346-0.00093518i,-0.00073958-0.00077225i,0.00031039-0.0010909i,0.00064511-0.00050412i,-8.2873e-05+3.1052e-05i,-0.0005888+0.00023154i,0.00014285+0.00063065i,0.00035824+0.00064597i
3.1405e-05+0.0010091i,0.00069236+0.00091263i,0.00017931+0.0006342i,8.7311e-05+0.00080309i,0.00051304+0.0012949i,0.00031563+0.00069011i,9.0462e-05+0.00050483i,0.00040674+0.00065152i,0.00077006+0.00079521i,0.0010887+0.0010136i,0.0010447+0.00053441i,0.00051489-6.0448e-05i,-0.0003574-3.4694e-05i,-3.0105e-05+0.00017996i,0.0012771-0.00044791i,0.0010552-0.00056405i,-8.1499e-05-0.00085343i,0.00048087-0.0010047i,0.00062032-0.0003166i,-0.00027067-0.00035047i,-0.00034127+8.3859e-05i,-0.0004623+0.00021733i,-0.00059763+5.9821e-05i
0.00043819+0.0022679i,2.91e-05+0.0018309i,0.00097716+0.0020368i,0.0014103+0.0010196i,0.0011879-0.00033841i,0.0010622-5.0916e-05i,0.0012642+0.00024423i,0.0019294+0.00024174i,0.0016646+0.00084957i,0.00031385+0.00065328i,-0.0009027-6.2139e-05i,-0.00068099-0.00079801i,0.00011195-0.00051107i,-4.8696e-05-0.00023074i,-1.9192e-05-0.00045484i,4.5698e-05-0.00017597i,-0.00014857+0.0002016i,-0.00039045+0.00053621i,1.5715e-05+0.00057313i,0.0010167+0.00037158i,0.0012557+0.00072685i,0.00020444+0.0005802i,-0.00023545-0.00016412i
0.00091664-0.0025614i,-0.00042029-0.0023263i,-0.0015263-0.0026116i,-0.0019661-0.0022167i,-0.0020904-2.7085e-07i,-0.0020682+0.0009068i,-0.0010079-0.00033583i,-0.00095062-0.00021438i,-0.0011735+0.0002036i,-0.00025816+0.00048298i,0.00070067+0.00074675i,0.000225+0.00061928i,-0.00021094+0.00029361i,0.00016489+7.4912e-05i,0.00048943-0.00060394i,0.00063064-0.00083835i,0.00055319-7.8008e-05i,0.00059714-0.00050214i,0.00069961-0.00099362i,0.00030726-0.0011294i,9.6227e-05-0.0014857i,0.00046793-0.00040712i,0.00048757-1.245e-05i
0.0001237+0.00048741i,0.00012033+0.0016171i,0.00077027+0.0014504i,0.0013914+0.0004819i,0.00094335+0.00076491i,-1.726e-05+0.00098417i,0.00012958+0.00073612i,7.4289e-05+0.00032673i,-0.00025357+0.00015329i,-0.00011799+5.0242e-05i,0.00034922+0.000946i,-5.1137e-05+0.0018053i,-0.00090467+0.0011333i,-0.0009979+0.00027409i,-0.00052792+5.7381e-05i,-9.9862e-06-0.00046236i,-1.7324e-05-0.00099905i,-0.00055962-0.00067209i,-0.00026837-0.00058535i,-0.00043941-0.00063646i,-0.00078473-0.00033964i,1.4775e-05-0.00015382i,0.00063009+0.00037523i
0.0010846+0.00064115i,0.0011757+0.00045362i,0.0014044+0.00029358i,0.00084426+0.00022317i,-0.00016403-8.389e-05i,-0.00054666+8.1335e-05i,-0.00026772+0.0012445i,0.00030432+0.0010519i,0.00038362-2.3901e-05i,0.00030788-0.00017349i,0.00083666-4.2557e-05i,0.00068191+8.2473e-05i,0.00072223-4.6215e-05i,0.0011992-0.00053051i,-0.0002871-0.0012361i,-0.0014999-0.0013314i,-0.00088435-0.00098992i,0.00026741-0.0005656i,0.00020697-0.00052363i,-0.00059997-0.00035521i,-0.001017-7.2136e-06i,-0.00054807-0.00037221i,0.00027796-0.00069961i
0.00022592+0.00068732i,0.00075878+0.00050607i,0.0012296+0.00047542i,0.0014824+0.00116i,0.0011379+0.0011184i,0.00059749+0.00063585i,0.00073124+0.00027123i,0.00059586+0.00023629i,0.00051725+0.00054255i,0.00053535+0.0012434i,0.00030003+0.0011637i,0.00019288+0.00080388i,-0.00014336+8.6149e-05i,-0.00031365-0.00023191i,-0.00025945+6.8971e-05i,9.1989e-05+0.00029719i,0.00042859+3.2187e-05i,3.1031e-05-0.00024833i,2.111e-05+0.00012632i,0.00072766-7.4404e-05i,0.00065729-0.00037659i,-7.821e-05+0.00015511i,-0.00073026+0.00086721i
0.00031574-0.00017209i,-0.00020457+0.00050921i,-0.00010569-0.00027038i,-0.00066576-0.00014913i,-0.00039197-0.00011868i,0.00011477+0.00027642i,1.5179e-05+0.00033479i,-1.0648e-05+0.0003063i,-2.6217e-05+0.00082257i,3.5553e-05+0.00092315i,0.00016413+0.0005838i,5.0102e-07-0.00010166i,-0.00015355-0.00030988i,0.00061132-0.00024202i,0.0014103-0.00055598i,0.0011018-0.00081032i,0.00030057-0.00082444i,-0.00027577-0.00055879i,-0.00049036-0.00014632i,0.00024816+0.00017696i,0.00074665+0.00027354i,0.00064032-0.00028278i,0.00048755-4.0954e-05i
-0.00066359+0.0008846i,-0.00039734+0.0015433i,0.00070587-0.00032745i,0.0018786-0.0007064i,0.0018527+0.0011796i,0.0015512+0.00051891i,0.0014937-0.00032981i,0.00075739+0.00041822i,0.00036986+0.0012676i,-0.00010815+0.0012047i,-0.00025115+0.00034233i,-5.9479e-05+0.00020841i,-0.00056171+6.6344e-05i,-0.0012326-0.00048746i,-0.00063816-0.00035263i,0.00021458-0.00020974i,0.00017651-0.00037747i,0.00053599-0.00041107i,0.00076596-0.00074264i,0.00026684-0.00051061i,0.00038812-9.7336e-05i,0.00055076+8.3977e-05i,0.0006941+0.00020168i
-5.0125e-06+0.0015209i,-0.00046712+0.0017464i,0.00010659-0.0016325i,0.00083402-0.0025824i,0.0007187-0.001801i,0.00018668-0.00099317i,0.00016385-0.00083837i,9.7839e-05-0.0002556i,0.00041134+0.0004421i,0.00012094+0.00020412i,-0.00096444-0.00065319i,-0.0012237-0.00026141i,-0.00072707+0.00020018i,-0.000183-0.00010819i,-0.00019866-0.0001374i,-0.00043145-0.00039463i,0.00013368-0.00056909i,0.00031606-0.00065724i,1.9077e-05-0.00045021i,0.00050259-0.00048971i,0.00083218-0.00096388i,0.00055441-0.00094189i,-0.00020552-0.00017585i
-0.00089887+0.0011146i,-0.00059642+0.00050946i,0.00067738+0.0020315i,0.0021289+0.0029414i,0.0022729+0.0030844i,0.0017686+0.0022069i,0.0015159+0.0011254i,0.00096715+0.00049906i,0.00068771+0.0006873i,0.00097583+0.00040496i,0.0010215-0.00044353i,0.00067247-0.00036032i,-0.00016618-0.00017367i,-0.0014666-0.00075372i,-0.0014765-0.0009079i,-0.00096851-0.00022339i,-0.0006013-0.00010162i,0.00040937-0.00079865i,0.00044774-0.0012608i,0.00024277-0.00012482i,2.8586e-05+0.0012512i,-0.00037819+0.00073674i,-0.00092418-7.3649e-06i
0.0016159+0.0009194i,0.0022785+0.0012776i,0.0024546+0.0015749i,0.001974+0.0011455i,0.00076927+0.00012129i,-0.00066886-0.00021773i,-0.00085183+0.00057356i,-0.00062229+0.00024628i,-0.00024099-2.2679e-05i,0.00029939+0.00010226i,0.00064915-0.00019136i,0.00053315+0.00036359i,-0.00018947+0.00081973i,-0.0001663+0.00045833i,-9.6156e-05+0.00022025i,-0.00078132+0.00025825i,-0.001341-0.00071269i,-0.00053335-0.0011321i,0.00047356-0.00020193i,0.00015777+0.00024332i,-0.00019824+0.00014682i,-0.00026-0.00045393i,8.9213e-05-0.00043159i
-0.0017985+0.0013302i,-0.0010225+0.0019584i,0.0011241+0.0021388i,0.0022166+0.0019337i,0.0019233+0.0012516i,0.0014198+0.00071768i,0.00032096+0.00060317i,0.00019284+0.0007265i,0.00066002+0.00099458i,0.00053037+0.0007968i,0.00089695+0.00022107i,0.0011096+0.00010222i,0.00075903-0.00085815i,0.00090919-0.0014479i,-0.00059531-0.00080796i,-0.0014923-0.00045754i,-0.0010644-0.0003419i,0.00010297-0.00064602i,0.0011542+8.4457e-05i,0.00056221+0.0012155i,-0.00024395+0.0010998i,5.0769e-05+0.00044257i,0.00014703+0.00015792i
-0.0009333-0.0014789i,-0.001315-0.00062469i,-0.0012159+0.00053447i,2.3553e-05+0.00092228i,0.00069809+0.00041354i,0.0011737+0.00062622i,0.0010751+0.001125i,0.00022855+0.00092003i,0.00027776+0.00061744i,0.0014655+0.000451i,0.0009764+0.00063811i,0.00017211+0.0011467i,0.00037214+0.00058182i,0.00063257-0.00079876i,0.00045803-0.00049962i,-0.00045393+0.00031141i,-0.0012795-7.0915e-05i,-0.00046309-0.00063301i,0.00068439-0.00027073i,0.00052249-0.00025634i,-7.4533e-05-0.00040587i,-0.00074064-0.00071175i,-0.00085707-0.00066382i
-0.00013746+0.00065095i,-0.00029354+7.3769e-05i,-0.00031852-0.0004761i,-0.00014375+0.0001912i,0.00027004+0.0012093i,0.0005763+0.001722i,0.00087157+0.001789i,0.0013251+0.0011153i,0.0010869+0.00099528i,0.00056145+0.00098279i,0.00078355+0.00075236i,0.00074485+0.0004355i,0.00024082+0.00026977i,0.00039246+0.00058972i,0.00023227+0.00060003i,-0.00015249-0.00072767i,0.00018398-0.0010624i,0.00051565-0.00057713i,0.00023519-0.00044736i,0.00028223-9.0297e-06i,0.00061044+0.00071921i,0.00036469+0.0013843i,-0.00042548+0.00091208i
-0.0018724-0.0018493i,-0.001644-0.001769i,-0.00087369-0.00038393i,-0.00036884+0.00029671i,9.5674e-05+0.00065214i,0.00055784+0.0012756i,0.00011124+0.001553i,-0.00039147+0.00095654i,0.00018326+0.0010052i,0.00042913+0.0015592i,0.00052977+0.0010428i,0.000978+0.00064784i,0.0010547+0.0010617i,9.9549e-05+0.00049078i,-0.00044717-0.00041404i,-0.00031984-0.00036576i,0.00018254+0.00011952i,0.00082114+0.00010786i,0.00074165-0.00028834i,0.00084307-0.0008584i,0.00077256-0.00069222i,-0.00039854-0.00026913i,-0.00087141-5.8819e-06i
-0.00012817+0.0020935i,-0.00054536+0.0020622i,-0.00030041+0.0024614i,0.00041146+0.0020235i,0.00038809+0.0011074i,0.00039186+0.00011025i,0.00056322-0.00027015i,0.00084003+0.00015351i,0.00067643+0.00095466i,0.00037644+0.001536i,-0.00012919+0.00072238i,-0.00019907+0.00047434i,-4.9035e-05+0.00079591i,-0.00082846+0.00045297i,-0.00070305+0.0001342i,-0.00021434+4.0243e-05i,-0.00024112-0.00043098i,-0.00043742-0.00086219i,-0.00035695-0.00036472i,-0.0001963+0.00036693i,-0.0003849+0.00085558i,-0.00034836+0.00064273i,-0.00012221+0.00011005i
0.0005325+0.00098506i,0.00016879+0.0015183i,-0.00010187+0.0012929i,0.00040524+0.00051436i,0.00079455+0.00069672i,0.00061299+0.0010594i,0.00051434+0.00026478i,0.00052005+3.1756e-06i,0.00067705-0.00018273i,0.00075734+8.1825e-05i,0.0010409+0.00024345i,0.00066374+2.5964e-05i,2.6344e-05-0.00039339i,-0.00019034-0.0015856i,-2.5504e-05-0.0012479i,0.00062089+0.00021334i,0.0005404+0.00021874i,0.00061567+0.00037837i,0.00064069+0.00016001i,0.00051469-0.0002422i,0.00081625+0.0002179i,0.00091404-0.0001164i,0.00051541-0.00058165i
-0.00050017-0.0012593i,-0.00035892-0.00098532i,-0.0011091-0.00090358i,-0.0015866+0.00044936i,-0.0011436+0.0015838i,-0.00057849+0.001484i,-0.00075812+0.00036747i,-0.00067516+0.00049808i,0.00041664+0.00057444i,0.00053098+0.00036448i,6.776e-05+0.00078229i,-0.00011724+0.00040513i,0.00013263-0.0002616i,0.00048359-2.8813e-05i,0.0004781-0.00012045i,-0.00017212-0.0005265i,-0.00036686-0.00042753i,0.00028406+1.6621e-05i,0.00044691-3.019e-06i,6.5239e-05+2.9682e-05i,-0.00028457-0.00027521i,-0.00077946-0.00034155i,-0.0014568+2.2095e-05i
0.00023178-0.0015222i,0.00013119-0.00045198i,-0.00011029-0.00060472i,-9.5833e-05-0.00064992i,-0.00021804+2.7784e-05i,-6.0391e-05+0.00056081i,0.00076429+0.00037671i,0.00082065+0.00022146i,-0.0002057+0.00032297i,-0.0011004+0.00035889i,-0.00073819-0.00020193i,-4.8222e-05+0.00025583i,0.00074473+0.00037895i,0.00018153-0.00016107i,-0.00049881-0.00076404i,-0.00016013-0.00074122i,-0.00075321+4.2668e-05i,-0.00049478-0.0003959i,0.00046955-0.0014364i,1.6757e-05-0.001941i,-0.00012142-0.0014435i,-0.00064557-0.00027298i,-0.0010968+0.00038547i
0.00042294-0.00075954i,-1.7263e-05-0.00061526i,0.00014246-0.0012137i,-0.00044897-0.0018586i,-0.0015614-0.0011798i,-0.0020302-0.00027553i,-0.0016883+0.00044933i,-0.00086304+0.00099981i,0.00041469+0.0010667i,0.0011184+0.00036008i,0.0011341+0.00021395i,0.00064336-1.2509e-05i,0.00051066-0.00051409i,0.00058397-0.00045134i,0.00052113-0.00070537i,0.00038399-0.00054943i,0.00021339-0.00044445i,0.00042498-0.00088071i,0.00034046-0.0013163i,-5.9042e-07-0.0009053i,0.00016201-8.3375e-05i,1.7131e-05-8.6299e-05i,-0.00014412-0.00064862i
0.0012456-0.00032209i,0.001153-0.00079836i,8.1954e-05-0.00078318i,-0.00082981-0.00069925i,-0.00020281-0.00014869i,8.0951e-05+0.00074784i,1.8167e-05+0.0007024i,0.00047753+0.0004051i,-0.0001058+0.00059592i,-0.00017269+0.00030936i,0.00101-8.3409e-05i,0.00087162+0.0004085i,-0.00061109+0.00046164i,-0.00086682+0.00015443i,0.00030376+0.00040911i,0.00057781+0.0007744i,0.00035003+0.0004642i,-0.00020758+0.00036722i,-7.4267e-05+8.7882e-06i,0.00039414-2.8024e-05i,0.000217+6.2471e-05i,-9.2975e-05-0.00032068i,-0.0001081+1.1456e-05i
-0.00082032+0.0005905i,-0.00097395+0.00050114i,8.7444e-06-0.00057265i,0.00016004-0.0010265i,0.00027071-1.3772e-05i,0.0008041+0.00039618i,0.00036079+0.00016535i,-0.00061724+9.5672e-05i,-0.00034549+0.00026091i,0.00056456+0.00048274i,7.4765e-05+0.00062099i,-0.0010425-0.00052932i,-0.00068937-0.00077616i,2.9126e-05-0.00050018i,4.2317e-06-0.00082901i,-0.0003001-0.0010845i,-0.00015196-0.0009837i,0.00054578-0.00071282i,0.0012173-0.00061673i,0.0010184-0.00046142i,-1.4742e-05-0.00013687i,-0.00048919-6.3303e-05i,-8.5005e-05+9.9792e-05i
0.00059314-0.0020334i,-1.4567e-05-0.001902i,-0.00064658-0.0014391i,-0.0013177-0.00080892i,-0.00094309-0.0003073i,-0.00036099+0.00038054i,-0.00060749+0.00054519i,-0.001209-2.6973e-05i,-0.00043077-0.00020769i,0.00037602-0.00044397i,0.00047155-0.00080931i,5.9201e-05-6.7063e-05i,-0.00028881+0.00011894i,-0.00023834-0.00038872i,0.00037489-0.00046611i,0.00068715-0.00026733i,-0.00010391-0.00019207i,1.3512e-05-0.00056262i,0.00017397-0.00094625i,0.00037585-0.0007019i,0.00023007-3.0287e-05i,-0.00041933+0.00043117i,-0.00011569+0.00038906i
0.00022904+0.00028476i,0.00070683-0.0011795i,0.0013099-0.00096008i,0.0011326-0.00026392i,0.00064443+0.00025907i,0.0011531+7.2682e-05i,0.002183+0.00016983i,0.0016021+0.00067069i,0.0004033+0.00082521i,-7.2486e-05+0.0010943i,0.00021511+0.0012696i,0.0010357+0.00092184i,0.00076002+0.00021052i,6.3975e-06-0.00060831i,-0.00082107-0.00067068i,-0.0012152-0.00065908i,0.00012321-0.0012236i,0.0012289-0.0012564i,0.0004497-0.0006708i,-0.00035953-0.00095831i,0.00015985-0.0012725i,0.00020992-7.9413e-05i,-0.0002577+0.00088715i
-0.0016599+0.0009768i,-0.001417+0.0017832i,-0.001225+0.0023407i,-0.00031101+0.0017732i,0.0005999+0.0010616i,0.0007159+0.00085252i,0.00054218+0.00044453i,0.00063285-0.00020063i,0.00069378+0.00035237i,0.0015733+0.0011571i,0.0014511+0.00090938i,0.00016991-1.0655e-05i,-0.00039409-0.00086316i,-0.00056828-0.00076247i,-0.00085745+6.9162e-06i,-0.00058585+0.00010961i,0.00053588-0.00021547i,0.001317-0.00042947i,0.0010985+9.9553e-05i,0.00068684-0.0001056i,0.00052606-0.00025708i,-0.00038953+0.00064635i,-0.0010543+0.00071924i
-0.0005969+0.0013i,9.5569e-05+0.00077638i,0.0010935+0.0010178i,0.0012597+0.00078142i,0.00074589+0.00086795i,-0.00011104+0.00078579i,-0.0006038+0.0006606i,-0.00074746+0.0011399i,-0.00044785+0.00089698i,0.0010561+0.00055841i,0.0016211+0.00073628i,0.00062895+0.00027963i,6.8305e-05+0.00010068i,0.00025271+0.00023269i,0.00029156-0.00022524i,-0.00070871+2.1733e-05i,-0.00064587+0.00010564i,0.00087528-0.00073884i,0.001259-0.0017729i,0.0005044-0.001813i,0.00048561-0.00093152i,0.00034227-0.00010557i,-0.00034797+0.00058539i
0.0013039-0.00047952i,0.0010303-0.0009258i,0.0011796-0.0017888i,0.00013508-0.0016954i,-0.00090201-0.00027195i,-0.00034162+0.00042324i,-1.0198e-05+0.00057119i,-3.4488e-05+0.00076125i,-0.00040331+0.00098768i,-0.00084939+0.00097431i,-0.00021862+0.00087602i,0.00045447+0.00090646i,0.00094535+0.00040551i,0.00080402-0.0002386i,0.00011315-0.00091874i,-0.00042804-0.001807i,-0.00029412-0.0014391i,0.00020855-0.00027697i,0.00013634-0.00036476i,0.00039802-0.00090408i,0.00087773-0.00065257i,0.00040106-0.00059853i,8.7247e-05-0.00057063i
0.0012278-0.0042424i,-3.4476e-05-0.0040009i,-0.0011367-0.0044189i,-0.0024917-0.0034033i,-0.0026797-0.00099979i,-0.00023683+0.00063625i,0.0018127+0.0011832i,0.0012501+0.00088066i,-5.0205e-05-0.00019912i,-0.00041845-0.00042038i,-0.00021732+2.9413e-05i,-0.00015753+0.0011014i,0.00044826+0.00095631i,0.00077224-0.00034701i,-0.00010583-0.0011672i,-7.0505e-05-0.0010059i,0.00044026-0.00062362i,-2.5813e-05-0.00077094i,-9.9164e-05-0.00064635i,0.00032818-0.00065445i,0.00032834-0.00013235i,0.00028603-5.7319e-06i,0.00025424-0.00017576i
0.00045424+0.00054691i,0.001015+0.0010177i,0.0014082+0.0018236i,0.00080745+0.0016319i,0.00016011+0.0010619i,-7.6687e-05+0.00079321i,0.00021253+0.00055566i,0.00042566-0.00028822i,7.5279e-05+3.7753e-05i,6.4627e-05+0.00089198i,-4.4855e-05+0.00087917i,-4.2464e-07+0.00046057i,0.00017009+0.0003792i,0.00018253+0.00022344i,0.00087149+0.00022767i,0.0012017+6.4967e-05i,0.00036673-0.00074829i,-6.6587e-05-0.0011282i,0.00042521-0.00066922i,0.00074199-0.00011547i,0.00062769-0.00063818i,-8.8778e-05-0.00044126i,-0.00051254+0.00040103i
-0.00046415-0.0020437i,0.0005506-0.0014255i,-0.00056706-0.00081998i,-0.00093817-0.0010821i,-0.00016642+1.6135e-05i,-0.00048945+0.001135i,-0.00033989+0.0015619i,0.00014742+0.00165i,0.00017928+0.0013314i,0.00046361+0.00095238i,0.00044413+0.00071307i,-1.5787e-05+0.00021079i,0.00039301+2.7272e-05i,0.0014923+9.724e-05i,0.0011068+0.000738i,5.9857e-05+0.00086995i,-0.00011467-0.00023469i,0.00046085-0.00037268i,0.00046223+0.00021551i,0.00073956+0.00051314i,0.00067155-5.7003e-05i,-0.0002188+0.00018057i,-0.00054807+0.00078756i
