-0.0022559+0.00010046i,-0.0014955-0.0013717i,-0.0017229-0.0027272i,-0.0016092-0.0017532i,-0.0015604+0.0011397i,-0.00086517+0.0027902i,0.00049218+0.0019903i,0.0012172+0.00075834i,0.00089304+0.00098086i,0.00057791+0.00076787i,0.00037303+0.00036229i,0.00031502+0.00011328i,3.9426e-05-0.00057541i,-0.00021197-3.3922e-05i,7.1435e-05+0.00076916i,0.00033992-5.057e-05i,0.001011-0.00074853i,0.00082542-0.00075408i,0.00050937-0.00022417i,0.00028677+0.0008586i,-0.00021743+0.0010313i,0.00017155+0.00052079i,0.00073129+0.00053583i
-0.00047538-0.00079634i,-0.00038415+6.0383e-05i,-0.0014743-0.00069341i,-0.0058344-0.0019394i,-0.011637-0.004326i,-0.011544-0.0083314i,-0.0041999-0.0096781i,0.0012197-0.0081947i,0.0016872-0.0049639i,0.0010845-0.0010695i,0.0015511+5.7051e-05i,0.0008827-0.00077553i,-0.0016923-0.00037384i,-0.0026437+0.0010825i,-0.0019851+0.0013489i,-0.0010989+0.0012605i,-0.00033652+0.0013495i,-0.00063499+0.0011748i,-0.00097902+0.0011712i,-0.00024006+0.0013682i,0.0010685+0.0012091i,0.00082245+0.00048092i,-0.00047671-0.00022171i
-0.0013923-0.000233i,-0.0018645+0.00091448i,-0.0035849+0.0031719i,-0.007073+0.0068737i,-0.012952+0.010142i,-0.016087+0.0089182i,-0.011666+0.0024596i,-0.0058157-0.0033826i,-0.0033318-0.0048883i,-0.0010644-0.0032622i,0.00027838-0.0026193i,0.00013742-0.0019545i,0.00027167+0.00041079i,0.00024378+0.0019935i,-0.00018111+0.0021436i,-0.00011637+0.001995i,0.00033917+0.0017728i,0.00053663+0.001996i,0.00034016+0.0025437i,0.00037309+0.0025484i,0.00057043+0.0016732i,0.00043848+0.0007367i,4.021e-05+0.00025154i
-0.0014517+0.00094587i,-0.00013324-9.0183e-06i,0.0014247+0.0016418i,0.0037534+0.0057971i,0.0059375+0.01356i,0.0030358+0.018161i,-0.0017578+0.012708i,-0.0039623+0.0040702i,-0.0044262-0.00085185i,-0.0036779-0.0024444i,-0.0015843-0.0028612i,0.00012915-0.0012911i,0.0017398+0.0012208i,0.0025072+0.0017231i,0.0018841+0.001183i,0.0018575+0.0012144i,0.0020615+0.00058725i,0.0020752-0.00024464i,0.0020562-3.2435e-05i,0.0012845+0.00014654i,-9.5427e-05+4.6458e-05i,-0.0010969-0.00016667i,-0.00058037-3.2316e-05i
0.001439+0.0021088i,0.0025314+0.00087095i,0.0046783-0.00062302i,0.010921-0.0021075i,0.01846-6.5362e-05i,0.020593+0.0057296i,0.014167+0.0076613i,0.0056374+0.0052117i,-6.8502e-05+0.0017643i,-0.0032396-0.0011066i,-0.0036447-0.00092485i,-0.0011135+0.00032419i,0.0018888-0.00074878i,0.002265-0.0018954i,0.0016484-0.0020739i,0.0015771-0.002085i,0.0014259-0.0010324i,0.00147-0.00063618i,0.001134-0.0014097i,0.0008172-0.0011738i,0.0006453-0.00043118i,2.8655e-05-0.00028926i,-0.00016928+0.00096938i
0.002144-0.0014914i,0.0014098-0.0022091i,0.0011768-0.0054124i,0.0023199-0.011449i,0.0072715-0.018321i,0.012733-0.018912i,0.012597-0.012095i,0.00814-0.0055576i,0.0025451-0.0022892i,-0.0017618-0.0011187i,-0.0022558+0.00037521i,-0.00068831+0.00076198i,-0.00011966-0.0010586i,-0.00081197-0.0025865i,-0.0007312-0.0020405i,-0.00069565-0.0014986i,-0.00055099-0.0016518i,-0.00099266-0.0018212i,-0.0022378-0.0022277i,-0.0020981-0.0015522i,-0.0010501-0.00051662i,-0.00053857+0.00020018i,-0.00014893-1.8754e-05i
0.00071882-0.0022184i,-0.00098467-0.00273i,-0.0050694-0.0050866i,-0.011002-0.008621i,-0.016952-0.015455i,-0.015512-0.019138i,-0.0075452-0.014894i,-0.002579-0.0092425i,-0.0020979-0.0055822i,-0.0018864-0.0014134i,-3.5549e-05+0.0016912i,0.001+0.0013972i,-0.0013999-0.00076873i,-0.0032396-0.0013371i,-0.0022704-0.0009957i,-0.00083789-0.00065647i,-0.001039-0.00011413i,-0.0017102+0.00033546i,-0.0016533+0.0013031i,-0.0011551+0.0022525i,-0.00028448+0.0019264i,0.00038196+0.0016175i,0.00053432+0.0012153i
-0.0004521+0.00054726i,-0.00092639+0.00082806i,-0.0028279+0.0021344i,-0.0089677+0.0039505i,-0.018319+0.0067495i,-0.023094+0.0052073i,-0.017667+0.00076905i,-0.0093842-0.0024685i,-0.005341-0.0035459i,-0.0021584-0.0017121i,0.0012795-0.0004824i,0.0018419-0.00079892i,-0.00021985+5.2564e-05i,-0.00057789+0.0010782i,-0.00025832+0.0016116i,-0.00080249+0.0014646i,-0.001064+0.00084042i,-0.00047198+0.00091882i,-0.0001346+0.0015885i,-0.00053172+0.0019774i,7.0679e-05+0.0013924i,0.0005046+0.00077678i,0.00014635-8.4846e-06i
-2.9343e-06-4.9735e-06i,0.00040068+0.0011497i,0.0012145+0.0042977i,0.0017224+0.011619i,0.00036103+0.022734i,-0.0023393+0.028032i,-0.0033277+0.020793i,-0.0024617+0.0089366i,-0.0022555+0.0018276i,-0.00040188-0.0010725i,0.0013435-0.0027016i,0.00089985-0.0021352i,0.0005247+0.00072666i,0.00057693+0.0023935i,0.00021702+0.0020611i,0.00032654+0.0017303i,0.00053834+0.0014097i,0.00063232+0.00079079i,0.0011488+0.00041578i,0.0007746-5.4259e-05i,0.00047739-0.00033987i,0.00069382+0.00029212i,0.00051843+0.001013i
-0.0018011-0.0019654i,-0.00048062-0.0018365i,0.0025175-0.0014272i,0.010873+0.0010078i,0.022113+0.0075204i,0.025839+0.014568i,0.018604+0.013052i,0.0088102+0.0062676i,0.0029651+0.0025665i,0.00034795-1.9117e-05i,-0.0014497-0.0015279i,-0.0017816-0.00051211i,-0.00019095+0.00051513i,0.00084512+0.00059738i,0.001116+0.0017032i,0.00071754+0.0017831i,0.00031817-0.00030671i,0.00032481-0.0013313i,-0.0001895-0.0018311i,-0.00085928-0.0011326i,-0.0014131+1.7295e-05i,-0.0010645-0.0001097i,-0.00014784-0.00030095i
-0.00023612+0.00040439i,0.00045847-0.0010829i,0.0017089-0.0043024i,0.0072116-0.010854i,0.016577-0.01703i,0.023851-0.018098i,0.021196-0.01383i,0.01228-0.0085767i,0.0052182-0.0052553i,0.00080135-0.0040065i,-0.0014429-0.0022122i,-0.0015654+0.00069326i,-0.00013239+0.00089657i,0.0013067-0.00098409i,0.0014778-0.0012817i,0.0017578-0.00085852i,0.0016217-0.0014282i,9.5165e-05-0.0010195i,-0.00072336-0.00058807i,-0.00018723-0.0013574i,-6.1834e-05-0.0018989i,1.8912e-05-0.0009961i,1.9257e-05+0.00056976i
-0.00014474-0.0014867i,-0.0010725-0.0015441i,-0.0024852-0.0042144i,-0.0060722-0.01272i,-0.0096598-0.024304i,-0.0096734-0.029909i,-0.006604-0.023349i,-0.0030415-0.013355i,-0.001137-0.0083797i,-0.002181-0.0047011i,-0.002915-0.00019828i,-0.001921+0.0010065i,-0.0011222-0.00058974i,-0.0012309-0.0015758i,-0.00059209-0.0018093i,0.00063429-0.0017415i,0.00052561-0.0010644i,-0.00025691-2.2468e-07i,-0.0010299+0.00099979i,-0.0013306+0.0014206i,-0.00069475+0.00085716i,-0.00030036+0.00085349i,-0.00032637+0.0011833i
0.00010149+0.00041068i,-0.00076389-0.00010231i,-0.0052552+0.00019329i,-0.015246+0.0010638i,-0.027369+0.00086946i,-0.031903-0.0011084i,-0.023997-0.0026747i,-0.013583-0.0035596i,-0.0085255-0.0041374i,-0.0055932-0.0025073i,-0.0016448-0.0002315i,0.00082894+0.00033568i,0.00029344-0.00019288i,-0.00048176-0.00046694i,-2.4499e-05-0.0013292i,0.00071376-0.001922i,0.00089542-0.00052789i,0.001262+0.00056799i,0.0017396+0.00054909i,0.0015787+0.0010035i,0.000545+0.001021i,5.5196e-05+0.0008252i,0.00088657+0.00034773i
-0.00068007+0.00057485i,-0.0019151+0.0008976i,-0.0012677+0.0041812i,-0.0032525+0.013206i,-0.010139+0.025409i,-0.016014+0.029902i,-0.013548+0.023137i,-0.0076612+0.01156i,-0.0059928+0.0041409i,-0.0048014+0.0020368i,-0.0013724+0.0010216i,0.00066997-6.2667e-05i,-0.00016516+0.00037491i,-0.0015016+0.0014778i,-0.0017598+0.00098354i,-0.0015547+0.0002241i,-0.00059191-0.00021138i,0.00018223-0.00096703i,0.00020954-0.00086744i,0.00032+0.00012586i,0.00023823+0.0009427i,3.5972e-05+0.00099685i,0.00038541+0.00068605i
7.3493e-05+0.0014251i,0.0014384+0.001515i,0.0051734+0.0026904i,0.012201+0.0079336i,0.020862+0.018012i,0.024872+0.025502i,0.02077+0.020747i,0.01146+0.010944i,0.0038937+0.0061197i,0.0013382+0.0045061i,0.00082606+0.0017212i,0.00034137-0.00030808i,0.00011878-0.00012001i,0.00066868+1.6088e-05i,0.00065077+0.00053086i,-0.00015751+0.00090331i,-0.00064008+0.00063171i,-0.00081656-0.00041699i,-0.00049494-0.0012414i,-0.00015324-0.0014526i,-5.2027e-05-0.0013565i,8.0951e-05-0.00036317i,-4.8103e-05+0.00081042i
-0.0028244-0.0013885i,-0.0023408-0.0023371i,0.0013264-0.004792i,0.011968-0.0077904i,0.026736-0.0095481i,0.034673-0.0098624i,0.02892-0.0091843i,0.017261-0.0065478i,0.0085794-0.0019269i,0.0044293+0.00048152i,0.0015437-0.00027933i,-0.0001779-0.00042117i,0.00020979+0.00016737i,0.00092857+6.3185e-05i,0.00069751+0.00033714i,0.00051791+0.0014582i,0.00096328+0.002167i,0.001143+0.0019271i,0.00053994+0.0013431i,9.3e-05+0.00092058i,0.00011905+0.00068308i,-2.1338e-05+0.00037147i,-0.00034131-0.00022738i
-0.00051744+0.00025933i,-0.00026103-8.2669e-05i,-0.0020446-0.0039276i,-0.0030463-0.014979i,-0.0010226-0.029412i,0.0019704-0.03701i,0.003113-0.031091i,0.0025113-0.019573i,0.0027803-0.011653i,0.0022936-0.0066049i,0.00098009-0.0020608i,0.00010607+0.00033886i,-0.00031607-0.00028885i,-4.2576e-05-0.0015653i,0.00077446-0.0012652i,0.001322+8.1677e-05i,0.00080195+0.00031677i,-5.1076e-06+0.00049848i,-0.00085413+0.00098287i,-0.0014576+0.00026866i,-0.0013309-0.00025362i,-0.00089289+6.5867e-05i,-0.00084155+0.0001596i
-0.0016103+0.0022253i,-0.0020079+0.0015496i,-0.005747-3.4134e-05i,-0.015426-0.0062437i,-0.028772-0.013593i,-0.035295-0.016821i,-0.029314-0.013422i,-0.017429-0.0099109i,-0.0091637-0.010319i,-0.0054871-0.0094487i,-0.0028659-0.0044404i,-0.00069548-0.00058912i,0.00054566-6.0423e-05i,0.00068114+9.9018e-05i,0.00081815+8.785e-05i,0.0010811-0.0011119i,0.0011906-0.0018257i,0.0011438-0.001112i,0.0012319-0.0008141i,0.00088145-0.00091377i,0.00029701-2.1807e-05i,0.00031081+0.00066917i,0.00095247+0.00064156i
0.0010022+0.00044386i,0.00081553+0.0017261i,-0.0024575+0.0049115i,-0.011331+0.011825i,-0.023507+0.021469i,-0.029286+0.027002i,-0.022419+0.02298i,-0.014425+0.012421i,-0.01225+0.0031558i,-0.010156-0.00075917i,-0.0050156-0.0015759i,-0.0013001-0.0012065i,-0.00032187-9.9199e-05i,-0.00032431+0.00035394i,-0.0010802-0.0005599i,-0.0010929-0.0011829i,-0.0010645-0.0011355i,-0.001354-0.0011403i,-0.0010657-0.00052049i,-0.0012399+0.00032035i,-0.0016653+0.00071558i,-0.00094392+0.00033723i,0.00052582+0.000353i
0.0025885+0.0015641i,0.0032671+0.0020007i,0.0050728+0.0063357i,0.007906+0.015794i,0.012827+0.028901i,0.01555+0.037908i,0.014186+0.0318i,0.0080352+0.017742i,-0.00076622+0.0095471i,-0.0039167+0.006455i,-0.0019746+0.0032583i,-0.00056381+0.00045537i,1.4717e-05-0.00074524i,0.00088668-0.00036149i,0.00058728+0.0013558i,-0.00034872+0.001144i,-0.00011992-8.8026e-05i,-6.9389e-05-0.00095316i,-0.00024037-0.0011478i,0.00068823-5.5085e-05i,0.00071471+0.00010745i,0.00022067-0.00055683i,-0.00016288-0.0009037i
0.0005958-0.0022388i,0.0012669-0.0032577i,0.006135-0.0047872i,0.018104-0.002593i,0.035359+0.0015852i,0.044224+0.0028258i,0.037014+0.00037942i,0.02142-0.00016686i,0.0091059+0.0023859i,0.0038823+0.00464i,0.0014095+0.0038343i,-0.0002748+0.0017432i,-0.0010072+0.00098126i,-0.00071307+0.00062192i,-5.554e-05+0.00074887i,0.00070703+0.0011631i,0.00015056+0.0010943i,-0.00065558+0.00082845i,-0.00052034+0.00053465i,-0.00082621+0.00054689i,-0.00088611+0.00088539i,-0.00054035+0.0015544i,-5.4751e-05+0.0012068i
-0.0028785+0.00041913i,-0.003122+0.00063443i,-0.0018727-0.0026792i,0.0039324-0.013712i,0.011959-0.029639i,0.01652-0.038644i,0.013064-0.033101i,0.008437-0.020499i,0.007082-0.010513i,0.0058555-0.0041503i,0.0041131-0.00060663i,0.0026983+0.00088743i,0.0011634+0.0011177i,0.00029537+0.0005049i,0.00066354-0.00018084i,0.0014805-0.00084716i,0.0016844-0.0014853i,0.00087706-0.00068985i,-0.00051607+0.0005812i,-0.0008163+0.00021439i,-0.00047572+5.7674e-05i,0.00013752+0.00013411i,0.00080005+0.00010826i
0.00030232-0.00058488i,-0.00053091-0.00071438i,-0.0038869-0.005102i,-0.012059-0.015087i,-0.022689-0.026151i,-0.028965-0.030444i,-0.025214-0.024492i,-0.014722-0.016589i,-0.0055437-0.013058i,-0.001159-0.010291i,0.00083469-0.0057797i,0.0014567-0.001145i,0.00072241+0.0011134i,0.00017282+0.00022744i,0.00024588-0.0011981i,0.00084142-0.0011101i,0.0016324-0.00030331i,0.0016416+0.00090686i,0.00040309+0.0014904i,-0.00060743+0.0015332i,-0.00061175+0.0011755i,-0.00018371+0.00023123i,0.00084007-0.000433i
0.0015908+0.00047152i,0.00057854+0.0010985i,-0.0038639+0.0018196i,-0.016025+0.0052543i,-0.032751+0.011738i,-0.040493+0.016025i,-0.031571+0.014506i,-0.018632+0.0068878i,-0.012451-0.0017473i,-0.0089741-0.0053213i,-0.004092-0.0043321i,-0.00096979-0.0025831i,-7.4092e-05-0.00097489i,-7.9101e-05-0.00022801i,-0.00016034-0.00085381i,1.3748e-06-0.0017905i,-6.9871e-06-0.0027058i,-0.00020512-0.002785i,-0.0010961-0.0021419i,-0.0019633-0.0013316i,-0.0010729-0.00042557i,-0.00030494+0.00019369i,-0.00061654+0.00062302i
0.00078729-0.00072778i,0.0021281+0.00050484i,0.002509+0.0038934i,0.0012659+0.014766i,-0.00050324+0.032406i,0.00080899+0.042999i,0.0029659+0.036421i,-0.0001677+0.020829i,-0.0062892+0.0097855i,-0.0080737+0.0046207i,-0.0054373+0.0010738i,-0.0022025-0.00066396i,0.00054639-0.00026163i,0.0017144+0.00065764i,0.0012452+0.0014459i,0.000121+0.0012764i,-0.00077044-0.00014963i,-0.00074836-0.0011221i,-0.00050426+0.00020164i,-0.00058657+0.0011416i,-0.00066759+0.00041094i,-0.00087732+0.00023674i,-0.00098234+0.00025176i
0.00021903+0.00090828i,0.0012197+0.0019538i,0.0047867+0.0033194i,0.015928+0.0086163i,0.032459+0.015466i,0.041519+0.016734i,0.035123+0.011186i,0.019997+0.0060792i,0.0079773+0.0045032i,0.0018597+0.0048349i,-0.00044142+0.0043792i,-0.00067649+0.001605i,-0.00048147-0.00128i,4.4643e-05-0.0016525i,0.00030448-0.00010524i,-0.00021639+0.0013395i,-0.00070842+0.0018166i,-0.00099697+0.0012408i,-0.00075551+0.0016704i,-0.00018015+0.0022047i,-0.00043885+0.0012119i,-0.00010031+0.00074422i,0.00023847+0.0011317i
0.0022694+0.0026014i,0.00215+0.0011184i,0.005638-0.0041138i,0.01467-0.014822i,0.026028-0.0272i,0.030662-0.032879i,0.023779-0.027203i,0.014563-0.015467i,0.010035-0.0068134i,0.0067251-0.0029127i,0.0035892-0.00087017i,0.0013026-0.00069816i,-6.0803e-05-0.0018591i,0.00021711-0.0015947i,0.00097963-0.00039344i,0.0020721+0.00017795i,0.0023544+0.00064843i,0.0015276+0.0019383i,0.0011843+0.0021585i,0.0018774+0.0010603i,0.0020988+0.00080287i,0.0014182+0.00081632i,0.00042364+0.0003804i
-0.0020912+0.0011941i,-0.0018418+0.00046289i,-0.0016705-0.003584i,-0.0039819-0.015324i,-0.011424-0.030777i,-0.018089-0.037287i,-0.016079-0.029643i,-0.0078366-0.018222i,-0.0023972-0.012402i,-0.00080143-0.0087394i,0.00078962-0.0048644i,0.00041974-0.0023078i,-0.00082303-0.00023927i,-0.00017835+0.00089951i,0.00034275+1.0546e-05i,0.00057207-0.00055427i,0.0016617-0.00020999i,0.0020824-0.0006435i,0.0011636-0.00078428i,0.00047393-0.0005578i,-6.2213e-06-0.00012144i,0.00021515+0.00025503i,0.00080507+3.4499e-05i
-0.0014259-0.0014918i,-0.00299-0.0002104i,-0.0081298-0.00088491i,-0.020379-0.0020355i,-0.035693-0.00042263i,-0.040477+0.0031895i,-0.030342+0.0035632i,-0.017206-0.00097918i,-0.010878-0.0049699i,-0.0074074-0.0046456i,-0.0030871-0.0027215i,-0.00090975-0.0014793i,-0.0013013-0.00036811i,-0.0022026-0.00011233i,-0.0020241-0.00090973i,-0.00049686-0.0016857i,0.00057138-0.0022116i,0.00092418-0.0028147i,0.0013995-0.002897i,0.0010702-0.0020794i,-0.00044524-0.0012411i,-0.0010214-0.0014453i,-0.00031422-0.0010927i
-0.00010761+0.0011531i,0.00022967+0.00094508i,-0.0010829+0.0037i,-0.0059475+0.013555i,-0.013488+0.030412i,-0.015321+0.040709i,-0.0094865+0.03258i,-0.0068328+0.015719i,-0.0082521+0.0061196i,-0.006789+0.0042906i,-0.0032571+0.0021388i,-0.00043685-0.00017448i,0.00070225-7.2293e-06i,0.00010422+0.00081613i,-0.00080959+0.00063883i,-0.0019671-0.00033697i,-0.0027853-0.0013024i,-0.0025181-0.0014521i,-0.0014915-0.00066244i,-0.00073759+0.00012332i,-0.00075717+0.00039556i,-0.0010999+0.00065524i,-0.0010553+0.00073631i
-0.0010002+0.0023431i,-0.001097+0.0040504i,0.00056892+0.0086641i,0.0073412+0.016729i,0.02204+0.025927i,0.03327+0.026847i,0.028732+0.017392i,0.013504+0.0093369i,0.0036706+0.0082616i,0.0030805+0.006854i,0.0034147+0.0042119i,0.0020795+0.0024407i,0.0011437+0.00084277i,0.0013242+0.00045936i,0.0013719+0.0014338i,0.0010736+0.0023486i,7.3713e-06+0.002914i,-0.0018758+0.0018677i,-0.0028245+0.0010013i,-0.002198+0.0010326i,-0.0020661+0.00076449i,-0.0014805+0.00038175i,-0.00082848+0.00096266i
0.0031695+0.0019228i,0.0037424+0.00051445i,0.010109-0.0019066i,0.023164-0.0075133i,0.037636-0.015872i,0.040868-0.022477i,0.027876-0.019701i,0.012842-0.010008i,0.0067784-0.0038149i,0.0042197-0.0030453i,0.0019628-0.0021865i,0.00089319-0.0013484i,0.00019539-0.0024107i,0.00033765-0.00136i,0.0015904+0.00075625i,0.002697+0.0027576i,0.0020551+0.0042397i,0.00086897+0.0041481i,0.00059876+0.0028047i,0.00023617+0.0019566i,0.00062776+0.0018235i,0.0013557+0.00125i,0.0012362+0.0014504i
-0.00091729+0.0017767i,-0.00054773+0.00087466i,0.00096705-0.001948i,0.00039742-0.013513i,-0.002211-0.031149i,-0.0049506-0.038909i,-0.0054418-0.028016i,-0.00076589-0.01379i,0.0026543-0.0094914i,0.00030699-0.0085278i,-0.0010715-0.0050767i,-6.065e-05-0.0017844i,0.00057522-0.0010199i,0.00019117-0.0016412i,-0.0003132-0.0023488i,0.00081377-0.0020516i,0.0023369-0.0019732i,0.0020416-0.0017479i,0.00069974-0.00035224i,-6.7968e-05+0.00093945i,0.00054389+0.0013818i,0.00091181+0.0011928i,-7.5975e-05+0.00080539i
0.0045408+0.0065425i,0.003691+0.0065645i,0.0023649+0.0017952i,-0.0086829-0.010497i,-0.026827-0.019471i,-0.03792-0.016535i,-0.029145-0.0071093i,-0.013505-0.0049089i,-0.0089875-0.007769i,-0.0089042-0.0059786i,-0.0053346-0.0018407i,-0.00090869-0.0010105i,0.0010127-0.0022735i,0.00124-0.0025153i,0.0013228-0.0022865i,0.001716-0.0021783i,0.0020616-0.0025503i,0.0017943-0.0022324i,0.0016442-0.00078466i,0.0016512+0.00016088i,0.0012239-0.00041101i,0.00069892-0.0017538i,0.00032874-0.001431i
-0.0074706-0.021463i,-0.0067557-0.026205i,-0.015667-0.025417i,-0.023193-0.0041822i,-0.032395+0.024355i,-0.029597+0.042268i,-0.012809+0.032885i,-0.005316+0.011478i,-0.0092579+0.0022778i,-0.010216+0.0047947i,-0.0055763+0.0053641i,-0.0025646+0.0026533i,-0.0034532+0.0011423i,-0.0047927+0.00083646i,-0.0052697+0.00038903i,-0.0042111+0.00012664i,-0.0026523-0.00094609i,-0.0020998-0.0031473i,-0.0020246-0.0033886i,-0.002533-0.0020829i,-0.0027882-0.0018444i,-0.002763-0.0014831i,-0.0022279-0.0012209i
-0.0015594-0.0023455i,-0.0020331-0.00066042i,-0.0050392+0.0022003i,-0.0036214+0.014045i,0.0072599+0.029346i,0.019972+0.033615i,0.019855+0.020798i,0.0084131+0.0081756i,0.0019643+0.006548i,0.0036238+0.0065909i,0.0040472+0.0038876i,0.0016391+0.0014077i,-0.00024453+0.00053507i,-0.0015941+0.00095306i,-0.0019155+0.001756i,-0.0015766+0.0019607i,-0.0018168+0.0011467i,-0.002165+0.00021481i,-0.0024681-0.00081703i,-0.002518-0.00073806i,-0.0023298-0.00023426i,-0.0018289+0.00032602i,-0.00038307+0.0010697i
-0.0017088-0.0024986i,-0.00040361-0.0026733i,0.0046123-0.0027758i,0.016916-0.0024275i,0.033032-0.0022423i,0.038542-0.0054838i,0.025044-0.0093625i,0.0098099-0.0055328i,0.0059188-0.00204i,0.005245-0.0037934i,0.0018148-0.0036814i,-0.00052406-0.0013886i,-0.0013821+0.00096004i,-0.00050612+0.0019388i,0.0016133+0.0029852i,0.0011054+0.0042167i,0.00019147+0.0042568i,-0.00055678+0.0038332i,-0.00090535+0.0032717i,-0.00093649+0.0024839i,-0.0014795+0.0014783i,-0.0016443+0.0011081i,-0.00065964+0.0016218i
-0.00072811-0.0015041i,-0.0002565-0.00048429i,0.0019847-0.0010802i,0.0055245-0.0096399i,0.0078432-0.027917i,0.004751-0.037329i,-0.0012831-0.02492i,-0.0002833-0.0096441i,0.00258-0.0071459i,-0.00039555-0.0085219i,-0.0030252-0.0048062i,-0.0013693-0.00060162i,0.0003869+0.00079254i,0.001415+0.0010102i,0.0021732+0.00078205i,0.0030947+0.00037528i,0.0039613+0.00092116i,0.0037351+0.0016392i,0.0020755+0.0014284i,0.000919-3.4923e-05i,0.0010913-0.0003835i,0.00067737-0.00010756i,0.00057785-0.00036773i
0.00017981+9.9781e-05i,-4.7748e-05-0.00081499i,-0.0020814-0.0062272i,-0.0075921-0.013868i,-0.020334-0.019983i,-0.029824-0.016154i,-0.022085-0.0052384i,-0.0073113-0.0028042i,-0.0033172-0.007266i,-0.0072048-0.0059326i,-0.0063498-0.0011361i,-0.00098586+0.00060424i,0.0027604-0.0001203i,0.0031267-0.00071123i,0.0025702-0.00061517i,0.0024752-0.0010392i,0.0018396-0.002287i,0.0016048-0.0021525i,0.00097439-0.00045624i,0.0013429+0.00094432i,0.0019045+0.0014938i,0.00062777+0.0011384i,-0.00033603-0.00011025i
-9.9613e-05-0.0019394i,-0.00043716-0.0026508i,-0.0044651-0.0028168i,-0.015699+0.00017014i,-0.030503+0.0094264i,-0.030809+0.019549i,-0.013965+0.016825i,-0.0023895+0.0038779i,-0.003948-0.0023203i,-0.0047132+0.001508i,-0.00096122+0.0021437i,0.00085355-0.00060981i,0.0012399-0.0016778i,0.00043936-0.0024203i,-0.00066699-0.0033589i,-0.0010511-0.0036594i,-0.0017517-0.0033753i,-0.0028505-0.0027709i,-0.0027996-0.0014966i,-0.0019363-0.00067832i,-0.0011259-0.00045315i,-0.0009452+0.00029199i,-0.00043407+0.00095598i
0.00051705+7.4729e-05i,-0.0010489+4.2397e-05i,-0.00030224+0.00043848i,0.0026997+0.0084213i,0.0084526+0.025568i,0.015383+0.034229i,0.016403+0.02087i,0.0069321+0.0031537i,-0.0013689-0.0010888i,0.00040366+0.0013699i,0.0029482+0.0012816i,0.0014475-0.00046801i,-0.0011255-0.0019386i,-0.0031457-0.0018072i,-0.0033829-0.0012123i,-0.0030147-0.00099064i,-0.0038887-0.00015651i,-0.0042113-9.885e-05i,-0.0029236-0.00084376i,-0.00159-0.00078328i,-0.00098706-0.00049363i,-0.00050234-0.00015393i,-4.8185e-05+0.00022302i
-0.0014412-0.00027472i,-0.001654-0.00061483i,0.00028799+0.003083i,0.0062342+0.010627i,0.018681+0.014459i,0.028804+0.0071956i,0.019853-0.0035716i,0.0039513-0.0046787i,-0.00013322-0.00082124i,0.0015582-0.00258i,0.00080798-0.0038937i,-0.0011693-0.0012987i,-0.0034187+0.0005357i,-0.004356+0.0015816i,-0.0037764+0.0026983i,-0.0027505+0.0027192i,-0.0019467+0.0023164i,-0.0014576+0.0027259i,-0.00069217+0.0024316i,-0.00010121+0.0013805i,-0.00023422+0.00078168i,-0.00063373+0.00026033i,-0.00093344+0.00015356i
0.0012424-0.0015158i,0.0013894-0.0012132i,0.0011847-0.0048425i,0.0051598-0.015351i,0.01449-0.031015i,0.015559-0.035234i,0.0056138-0.022702i,-0.00015121-0.0075561i,2.3249e-06-0.0031785i,-0.003203-0.0044574i,-0.0055039-0.0026318i,-0.0034831+0.00029358i,-0.001451+0.002349i,-0.00041363+0.0039i,0.00098034+0.0046407i,0.0022783+0.0043389i,0.0025952+0.0026073i,0.0027683+0.00082012i,0.0025003+0.00028258i,0.0019826+0.00031463i,0.0015178+0.0003983i,0.00097141+0.00022919i,0.00038987+0.00072333i
0.001974-0.00097917i,0.0040641-0.0021261i,0.010184-0.0049859i,0.010922-0.009364i,-0.0026224-0.016057i,-0.017639-0.016486i,-0.016319-0.0057425i,-0.0042809+0.0011775i,0.00017018-0.0011665i,-0.0041044-0.00040135i,-0.0045568+0.0033165i,-0.00041485+0.004296i,0.0030331+0.0033927i,0.0038869+0.0016377i,0.0033455+0.00020937i,0.0033594-0.00032097i,0.0032387-0.0006693i,0.0024581-0.00094426i,0.0011999-0.00035286i,0.00041532+0.00071878i,0.00088382+0.0013742i,0.00057377+0.0014903i,-0.00027742+0.00062743i
-0.0021213+0.00040392i,-0.0037951+0.0014407i,-0.01011+0.0022644i,-0.022988+0.0023772i,-0.036612+0.00269i,-0.035331+0.0062364i,-0.01677+0.0079893i,-0.0013278+0.00091103i,0.00044384-0.0039628i,0.00010663+0.0007127i,0.0037583+0.0048649i,0.005796+0.002685i,0.0054812-0.001263i,0.0045929-0.0036987i,0.0029139-0.0047127i,0.0017018-0.0047567i,2.6598e-05-0.0046305i,-0.0017333-0.0047418i,-0.0018468-0.0036084i,-0.001238-0.0018227i,-0.0015582-0.0010827i,-0.0019122-0.00066957i,-0.0015413-0.00036031i
