-0.0040018+0.0010774i,-0.0026404+0.001396i,-0.0019436+0.0025561i,-0.0002607+0.003264i,0.00082683+0.0037689i,0.001993+0.0038359i,0.0021208+0.002567i,0.0012783+0.0011315i,0.00060698+0.0011057i,0.00060898+0.0015381i,0.0012071+0.0011364i,0.0018845-4.5635e-05i,0.001454-0.0015048i,-0.00012501-0.0025954i,-0.0014264-0.0023397i,-0.0017104-0.0017147i,-0.00070696-0.00080405i,0.00057352+0.0003904i,0.00084211+0.00094917i,0.00054546+0.00049942i,-0.00020648-0.00024982i,-0.00065016+0.00014089i,-0.00093466+0.00073943i
-0.00051716+0.00054159i,-0.0011979+0.0012507i,-0.0012857+0.00052206i,-0.0013709+0.00013964i,-0.0012113+0.00033167i,-0.00071754+0.00043129i,0.00022647+0.00033431i,0.0011067-0.00048357i,0.001221-0.00029931i,0.0004278+0.00034764i,-0.00054876+0.00062422i,-0.00095321+0.00069578i,-0.0003286+0.00042582i,0.00024228+0.00014071i,0.00019376-0.00036443i,0.00023905-0.00031753i,-0.00037664-0.00016482i,-0.001195-0.00017337i,-0.00065069+0.00032298i,-3.4225e-05+0.00067326i,-0.00028325+0.00023015i,-0.00034355-0.0001453i,-0.00025406+0.00026619i
-0.00064769+0.00071077i,-0.00059578+0.0010538i,-0.0009168+0.00086679i,-0.00046174+3.7801e-06i,0.00070171-0.00021722i,0.0011186+0.00065828i,0.0011725+0.00092745i,0.00095228+0.00063037i,0.000346+0.00040788i,-4.8112e-05+0.0013051i,-0.00034527+0.0018591i,-0.00056395+0.00062228i,-0.00047206+0.00026226i,-0.00035832+0.00073476i,-0.00033518+0.00085954i,-0.00045555+0.0006422i,-0.00061524+2.4888e-05i,-0.00027786-0.001019i,-6.37e-06-0.00076428i,0.00059104-0.0005432i,0.00078228+0.00021403i,0.00052705+0.0014038i,-1.6815e-05+0.00092188i
-0.0010299+0.00091438i,0.00048945+0.0017001i,0.00062029+0.0025163i,0.00096243+0.0020648i,0.0020672+0.0021123i,0.0022995+0.00061067i,0.0019083-0.0013667i,0.0015856-0.0016407i,0.001473-0.00071525i,0.0012907+0.00068594i,0.0010782+0.0012315i,0.00093051+0.00066795i,0.00041279+0.00032391i,7.9311e-05+0.00052668i,0.00024567+0.00051046i,-0.0005092+0.00017063i,-0.00084378-0.00023142i,-6.5134e-05-0.00044095i,0.00045716-0.00017391i,0.00089562+0.00090975i,0.0011517+0.001171i,0.00073148+0.00027056i,0.00030302-0.00033091i
0.00048388+0.00011811i,-0.00016007+0.00049767i,-0.00015853-0.00029157i,0.0002493-0.00056149i,7.8778e-05-0.00043833i,0.00054513-0.00027821i,0.0011454-0.00072037i,0.00078962-0.00063879i,0.00051672+3.3222e-05i,-4.2727e-05+0.00062476i,-0.0005425+0.00096237i,-0.0004316+0.0013025i,-0.00040814+0.0010969i,-0.00065484+7.8304e-05i,-0.0002057-9.9203e-05i,-8.0227e-05+3.2432e-05i,-0.00058175+0.00025193i,-0.00065493+0.00028152i,-0.00042747-5.5132e-05i,7.6956e-05+0.0004434i,0.00048937+0.00085844i,0.00042012+0.00011814i,0.00014143+0.00031165i
-0.00021189-0.0026847i,-0.0010815-0.0014836i,-0.00090262-0.0015424i,-0.0013707-0.0022299i,-0.0024114-0.0013599i,-0.0017713+0.00073535i,-0.00051308+0.0013991i,0.00023863+0.00032583i,0.00024499-9.0561e-05i,-2.3248e-05+0.00039278i,0.00011387+0.00037255i,-0.00030922+0.00089891i,-0.00056085+0.0010264i,-3.0224e-05-9.0357e-05i,0.00029952-0.0013664i,-0.00048508-0.0013256i,-0.0008634-0.00056332i,-0.000396-0.00055225i,0.00023152-0.00044729i,0.00068157+0.0001404i,0.00043646+0.00049182i,0.00039149+0.00035124i,0.000158+0.00057195i
-0.00092724-0.00064653i,-0.0015921-7.321e-05i,-0.0015441+0.00034434i,-0.001701+0.00040612i,-0.0012467+0.00083316i,0.00017193+0.0010352i,0.00063967-0.00010786i,0.00068607-0.00069333i,0.00056016-7.6919e-05i,0.00044749+0.00018362i,0.00033867+0.00071904i,-0.00026541+0.0012821i,0.00012432+0.00087422i,0.0010888-0.00029777i,0.0014445-0.00027538i,0.00091398+0.00087368i,0.00084166+0.00041691i,0.0010927-0.00027716i,0.00089802+0.00013511i,-4.8502e-05+0.00073658i,-0.00033386+0.00078316i,-0.00048629+0.00043225i,-0.00022681+0.00013245i
-9.4742e-05+0.00085404i,0.001408+0.0012205i,0.0023421+0.0012526i,0.0023738-0.00066281i,0.0020159-0.0017919i,0.0016458-0.0007717i,0.0015237-0.00065536i,0.0010651-0.00073478i,0.00045359-0.00033343i,0.00061493-0.00062844i,0.0003987-0.00090106i,-0.00068483+0.0004276i,-0.00082734+0.001322i,-0.00018614+0.00058767i,0.00076993+0.00012144i,0.00075033-0.00063555i,-7.6791e-06-0.0012327i,-0.00024107-0.0013991i,-0.00014354-0.0014118i,0.00014739-0.00072632i,0.00019495+0.00011564i,0.0005572+0.00014211i,0.0011037+0.00020185i
-0.00087756+0.00023315i,-0.00082231+0.00048018i,-0.0015045+0.00062126i,-0.00087855+0.000662i,-0.00017021+0.00098127i,7.3099e-05+0.0010654i,-0.00037613+0.001921i,-0.0013597+0.0014565i,-0.0010329+0.00040891i,-0.00079084+0.00089035i,-0.00060746+0.0021261i,-0.00019485+0.0015705i,0.00015632-0.00011259i,0.00067882-0.0011311i,0.00078389-0.00052323i,0.00061977+0.00058996i,-0.00026372+2.4156e-05i,-0.0001056-0.00029254i,0.00040598-0.00022062i,0.00043613-0.00038037i,0.00062396+0.00016078i,0.00035368+0.00046829i,-0.00024725-8.3911e-05i
0.00015379+0.0010047i,0.00071276+0.0030422i,0.0016137+0.0039634i,0.0021518+0.0028758i,0.002145+0.0015596i,0.0017741+0.00055999i,0.0014598+0.00030999i,0.001057+0.00070983i,0.0009488+0.0010164i,0.00048524+0.000887i,0.00021904+0.00026102i,0.00078415-1.2092e-05i,0.00083352-0.00013759i,-0.00043162+0.00016448i,-0.0010316+0.0007001i,-0.00094022+0.00070704i,-0.00044101+1.4281e-05i,-0.00029037-0.00046428i,-8.9164e-05+0.00029962i,0.00058163+0.0016285i,0.00079954+0.001245i,0.00052523+0.00043385i,0.00044158+8.7588e-05i
-0.00086407-0.00050865i,-0.0014634-0.0010357i,-0.00079307-0.00080757i,0.00017491-6.542e-05i,0.0010166-0.00043316i,0.001663-0.00063392i,0.0012037-0.00022209i,0.00071145+0.00059404i,0.0003307+0.00080731i,0.00026661+0.00073559i,0.00039828+0.0010945i,-0.00035561+0.00096659i,-0.00051309+0.0005402i,7.7985e-05+9.636e-05i,0.00053007-0.00011475i,0.00028722+0.0004688i,0.00011276+0.00070236i,0.00026053+0.00023838i,-0.00017574+0.00010053i,-0.00028974-0.00026725i,-0.00035547-0.00027189i,0.00047685+0.00019496i,0.00051203-7.169e-05i
-0.001006+0.0023744i,-5.8343e-05+0.0041179i,0.001662+0.0045917i,0.0023986+0.0024004i,0.0026648+0.0012387i,0.0019551-0.00020351i,0.00035658-0.00075451i,-0.001047+0.00074645i,-0.0017871+0.0017268i,-0.00085623+0.0019732i,-0.00032907+0.0024524i,-0.00077958+0.0024319i,-0.00047102+0.0013039i,-0.00054777+8.7203e-05i,-1.7285e-05-0.00030168i,0.00068929-0.00013034i,5.0627e-05+0.00012538i,-0.00031303+0.00038037i,-0.00020568-0.00011347i,-0.00045051-0.00043201i,-0.00025032-0.00010675i,0.00039855+0.00091382i,0.00048612+0.0011259i
-0.00089308-0.00015469i,-0.0012485+0.0016005i,-0.0013226+0.0032656i,-0.00024546+0.002056i,0.00055628+0.00091257i,0.0014617+0.00063379i,-0.00012006+0.0001802i,-0.0026811+0.00057254i,-0.003409+0.0027728i,-0.0017476+0.0044053i,0.00024402+0.0038129i,0.0008562+0.0021867i,0.00038374+0.0012932i,0.00025715+0.00056384i,-1.4065e-05-0.00071498i,-0.0010444-0.00068579i,-0.00095137-0.00010451i,-0.00038055-1.0349e-05i,-0.00015591+3.5389e-07i,0.00048561+0.00057204i,0.0010626+0.00082693i,0.00078194+0.00044905i,7.929e-05-6.8437e-05i
-0.00058772+0.0020307i,0.0001889+0.0018835i,0.00061748+0.00095691i,0.0013521+0.0011616i,0.002362+0.0012205i,0.0026292+0.0014825i,0.0031655+0.0019865i,0.003923+0.0011591i,0.0038256-0.0011441i,0.0025266-0.0023506i,0.0011479-0.002103i,-0.0001416-0.00079844i,-0.0018485+0.00034086i,-0.0023418+0.0001697i,-0.0017832+0.0002298i,-0.00056388-3.8163e-05i,0.00031216-0.00055241i,0.00068767-0.00049195i,9.2845e-05-0.0005357i,-0.0005252-0.00054362i,0.00018397-0.00059378i,0.00035822-0.00071554i,0.00043163-0.00010279i
-0.0012001+6.163e-06i,-4.8496e-05+0.0014726i,0.00049154+0.0023404i,-0.00022138+0.001654i,-0.0003429+0.00069485i,0.00070622+0.00058789i,0.0019832+0.00060193i,0.0020329+7.3552e-05i,0.0017806-0.00048314i,0.0014902-0.00031537i,0.0002929-0.00056042i,-0.00040456-0.00044421i,-0.00066354+0.00030472i,-0.00076762+0.00080073i,-0.0005845+0.00076991i,-0.00071884+0.00082368i,-5.3153e-05+0.00060972i,0.00064043-0.00083601i,0.00063312-0.0012254i,0.0001106-0.0011852i,0.00015123-0.0011553i,-1.3079e-05-0.00030005i,-0.0002904+9.4462e-05i
-0.00010186+0.0010852i,0.0002652+0.0011001i,0.0017835-0.0011823i,0.0022322-0.0016591i,0.0014906-0.00050199i,0.0014645-0.00013679i,0.0022336+1.873e-05i,0.0028909+0.00036376i,0.0025155+0.00011994i,0.0018979-0.00041444i,0.0011168-0.00024884i,1.26e-05+0.00043396i,-0.00038136+0.00074675i,2.1745e-05-7.7517e-05i,-9.3537e-05-0.00033977i,-7.7541e-05+0.00037968i,0.00025631+0.00056644i,0.00014017+5.8847e-05i,3.5502e-05-0.00045885i,-0.000252-0.00039988i,0.00023907-0.00029759i,0.00092009-8.3872e-06i,0.00051767+0.00068043i
-0.00045368+0.00022317i,0.00018613+0.001579i,0.00083367+0.0026075i,0.0011455+0.0023138i,0.0011436+0.0022056i,0.0017174+0.0019206i,0.0019601+0.0013226i,0.00079812+0.0014933i,0.00065626+0.001267i,0.00092086+8.5807e-05i,0.00015894-0.00032798i,-0.00076919-0.00034655i,-0.00079073-0.00060061i,-8.2198e-05-0.00011965i,-0.00045391-0.00039051i,-0.00063057-0.0014088i,-0.00027188-0.0011993i,0.00050385-0.00025245i,0.00082102+0.00033234i,0.00094052+0.00097606i,0.00090846+0.0013012i,0.00076022+0.00118i,0.00083803+0.0010834i
0.00040131+0.00081567i,0.00030334+0.0012589i,0.00012921+0.00014861i,0.00070288-0.00091589i,0.002026-0.0002989i,0.0028188+0.0004334i,0.0029643-8.1474e-05i,0.0023544-0.00070001i,0.0011965-0.00076783i,0.00054818-0.00083463i,0.00029584-0.00075679i,0.00059119-0.0004044i,3.4908e-05+0.00032816i,-0.0004385+0.0011364i,-0.00020445+0.001044i,-0.00080802+0.00069997i,-0.0011582+0.00039377i,-0.00065169-0.00029955i,-0.00023359-0.00058806i,-0.00048209-0.00038908i,6.3139e-05+0.0004792i,0.0010386+0.00079425i,0.00083939+0.00028167i
0.0010443+0.00052162i,0.00037401+0.0010084i,-8.5004e-05+0.0012808i,-0.0001319+0.000727i,-0.00090037+0.00012217i,-0.00079159+0.00069309i,0.0011397+0.00094671i,0.001952+0.00053636i,0.0012824+0.00037337i,0.0005103+0.00024692i,-0.00043922+0.00026528i,-0.00012987+0.00056441i,0.00083324+0.00074726i,0.000349+0.00058266i,-0.00056298-0.00024702i,-0.000527-0.00034436i,-0.00056598+1.0444e-05i,2.0589e-05-0.00022812i,0.00057016-2.4028e-05i,0.00047897+0.00043677i,0.00054447+0.0002138i,0.00079074+0.0005102i,0.00027645+0.00022246i
0.0010855+0.0011201i,0.0002742+0.00055702i,0.00065226-0.00037405i,0.00098215-0.0012497i,0.00063089-0.00037572i,0.0012509+0.00025302i,0.0019726+0.00035139i,0.0013092+0.00050064i,0.0007542+0.00014903i,0.0005609-0.00015642i,-0.00016496-0.00012485i,-0.0003707-0.00027186i,-0.00030813+0.00071451i,-0.00013167+0.0011055i,0.00048248+2.4578e-05i,-0.00034483-0.0008998i,-0.0010606-0.00016215i,-0.00042996+0.0005091i,0.00011181+0.00079033i,-9.6169e-06+0.0013598i,0.00019313+0.00078386i,0.00024173+7.5547e-05i,2.6468e-05+0.00028164i
8.6393e-05+0.00092607i,0.00024035+0.0016131i,0.00041428+0.0019496i,0.00071926+0.0010776i,0.0012939+0.00025582i,0.0016796+0.000284i,0.0017762+0.00034163i,0.0011015+0.00041925i,0.0010509+0.00013516i,0.0015406-0.00019578i,0.00065882-0.00032819i,-0.00014069-0.00055462i,-0.00022853-0.00044391i,-0.001054-8.9722e-05i,-0.0015544-0.00065161i,-0.0010171-0.0011218i,-0.00011297-0.00024688i,-0.00019656+0.00024114i,-0.00055096+0.00015875i,-0.0012203-0.00022371i,-0.0020319+0.00014426i,-0.0012768+0.00057428i,-9.1365e-05+0.00024095i
0.001307-0.00050681i,0.0011128-0.0016959i,0.00078696-0.0023824i,-0.00024622-0.0020298i,-0.00092041-0.00068228i,-0.00020169+0.00022806i,0.0010997+0.00024707i,0.0012882+8.9951e-05i,0.00097156+0.00043984i,0.00043132+0.00046328i,-0.00074839+5.5873e-05i,-0.001323+0.00030487i,-0.00068703+0.00026259i,-0.00011642+0.00034205i,0.0006842+0.00063993i,0.0006155+0.00056394i,-0.00015194+0.00077644i,-8.0598e-07+0.00077961i,0.000299+0.00015314i,0.00060027+0.0004282i,0.00094856+0.0012193i,0.00051386+0.0010599i,9.9531e-05+0.0007133i
-0.00050634-0.00080021i,-0.0009422-0.00013333i,-0.00099521+0.0003171i,-0.00080192+0.0015325i,-0.00032443+0.0016761i,-7.9493e-05+0.0011953i,0.00046815+0.00064058i,0.00090102+0.00019199i,-6.5452e-05-0.00080498i,-0.00059593-0.0013327i,-0.00053683-0.00014334i,-0.00038164+0.0012964i,0.00033978+0.0017349i,0.00063892+0.0011645i,0.00012327+0.00083665i,-0.00020506+0.0011454i,-0.00013979+0.00076159i,-0.00046862-0.00011161i,-0.00072379-0.00034627i,-0.00020866-0.00031985i,-5.2751e-05-0.00010214i,-0.00016234-5.4939e-05i,-1.8435e-05+3.5127e-05i
-0.00039099+7.991e-05i,-0.00082975-0.00019343i,-0.00088453-0.00037146i,-0.00059319-0.00028036i,-9.4448e-05-0.00048849i,0.00070338-0.00051315i,0.001887-0.00066055i,0.0017916-0.0007858i,0.00084942-0.00050481i,0.00055843-0.00021137i,0.00095779-0.00014634i,0.0011149-0.00024431i,0.00076898+6.0582e-05i,2.4818e-05-0.00025317i,-0.00032125-0.0013622i,-0.00094131-0.00096121i,-0.001394+0.0005743i,-0.00067611-1.7889e-05i,-0.00022615-0.0005825i,-6.6571e-05-0.00039912i,0.00045436-0.00099227i,0.00019308-0.00046216i,-0.00015215+0.0003254i
0.0013305-1.9315e-05i,0.00079157+0.00082489i,0.001066+0.00078692i,0.00073654-0.00017179i,0.0012791-0.0003948i,0.00070412+0.00023807i,0.00055952+0.0013085i,0.0011722+0.0015312i,0.00093088+0.00068443i,0.00040144-0.00048021i,0.00024448-0.00050274i,0.00026428+0.00080675i,0.00017278+0.0011563i,0.00058229+0.00085017i,0.0002775+0.00037165i,-0.0003411-0.0001253i,-0.00030602-9.8132e-05i,-0.0004485-0.00024942i,-0.00034048-0.00086618i,0.00062982-0.00080142i,0.00058392+0.00018944i,0.00062843+0.00014373i,0.00036044+1.7101e-05i
-0.00019501+0.0017116i,0.00017572+0.0010896i,0.0004043+0.00071338i,0.00068868+0.00027862i,0.0015983-0.00094584i,0.00095894-0.0013586i,-2.1972e-05-0.0013085i,0.00040324-0.00029281i,0.00076477+0.00023483i,0.00025037-0.00037252i,-0.00027982+0.00016691i,-0.00037378+0.00084219i,-0.00062398+0.0013188i,-0.00093205+0.00089527i,-0.00046919+0.00041039i,0.00031377+0.00018549i,0.00047677-0.00050475i,0.00043414-0.00061362i,0.00052095+0.00020336i,0.00046924+0.00050705i,0.00023408+0.00049081i,2.9871e-05+0.00017776i,0.00020955+0.00011861i
-0.00086765-0.00039918i,-0.00065677-0.00025237i,-0.0013702-0.00015217i,-0.00068616+0.00023064i,9.2625e-05+0.0013506i,0.00025609+0.0019141i,0.0006487+0.0010449i,0.00077221-6.7863e-05i,0.00064619-0.00022833i,0.00043995+0.00037851i,9.8016e-05+0.00057064i,-4.3463e-05-0.00018048i,-7.7359e-05-0.00028628i,9.6183e-05-0.00041974i,0.0001285-0.00065629i,5.2884e-05-0.00062283i,0.00011485-0.0013554i,0.00046838-0.0011537i,0.00019983+0.00031411i,-0.00015993+0.00084283i,6.7351e-06+0.0005545i,-0.00059896+0.00032248i,-0.00012198+0.00033445i
0.00035288+0.00031874i,3.4772e-05+0.001079i,0.0009809+0.0014003i,0.0016061+0.00077843i,0.0017216-0.00028965i,0.0020628+0.00026038i,0.0021228+0.00019554i,0.0020731-0.00039691i,0.0011365-1.3543e-05i,0.00040636+0.00053589i,-0.00026995+0.00022374i,-1.5026e-05-3.2647e-05i,0.00030744+0.00021962i,-0.00016152+4.2316e-05i,-8.0186e-05-0.0005574i,-0.00013351-0.00033722i,0.00058407+0.00035653i,0.00092588+0.00021511i,0.00014534-0.00035794i,0.00027781+0.00018335i,0.00051765+0.00083649i,0.00042544+0.00048458i,0.0009689-0.0002244i
-0.0023718+3.2259e-05i,-0.0026069+0.0013693i,-0.0021952+0.0014429i,-0.001332+0.00073789i,-0.00039583+0.0014167i,0.0019399+0.0024649i,0.002775+0.00088371i,0.0014573-0.00060142i,0.00065353-0.00032638i,0.0007476-0.00027948i,0.00086267+2.5167e-05i,0.00048134+0.00043876i,6.4551e-05-0.00038741i,-6.6277e-05-0.0010623i,0.00021696-0.00073807i,0.00038837-0.00043623i,0.00050142-0.00041427i,0.0003302-0.00020092i,-0.00038591+0.00037423i,-0.0005515+0.00066897i,-4.7041e-05+0.00063146i,-0.00012703+0.0005068i,-5.0673e-05+7.6845e-05i
-0.00028969+0.00036585i,-0.0001134+0.00071319i,-0.00084163+0.0010285i,-0.00095+0.0013136i,-0.00086051+0.0021892i,-0.0004615+0.0028393i,0.00081943+0.0017302i,0.0015486+0.00094653i,0.001196+0.00072092i,0.00078271+0.00012984i,0.0004762+0.00041339i,-0.00024459+0.00099247i,-0.00054943+0.0009274i,8.9346e-05+0.00037884i,7.4167e-05+0.00021246i,-0.00029046+0.00016587i,3.352e-05-0.00031851i,-0.00035307-0.0007049i,-0.00037424-0.00087531i,-0.00019396-0.00068638i,0.00015586-0.00052374i,0.00049733-0.00020602i,-4.649e-06+0.00023669i
0.0014871+0.00084083i,0.0017751+0.0016809i,0.0013316+0.0015011i,0.00084589+0.000541i,0.0013985+0.00040141i,0.001813+0.00063447i,0.0015337+0.00043804i,0.00124+0.00051471i,-7.4942e-05+0.0012772i,-0.00016258+0.001437i,0.00018324+0.0010044i,-0.00025951+0.00082983i,-0.00020378+0.00075297i,-0.00011088+0.00025981i,5.0718e-05-0.00011279i,0.00025854-0.00019708i,0.00039495-0.00049183i,0.00058633-0.00069769i,0.00050935-0.00038484i,0.00017721-0.000142i,-0.00010839+1.996e-05i,0.00020006+0.00028854i,0.00061465+0.00020622i
-0.00054196-0.0010603i,-4.4319e-05-0.0010707i,0.00086861-0.00049275i,4.6441e-05+0.00015747i,-0.0014735-0.0001894i,-0.00077434+0.00023896i,0.00058258+0.00066799i,0.00067666+0.0001387i,0.0006103+0.0005002i,2.9227e-05+0.0010182i,-0.00047599+0.00034982i,-0.00032099-3.8177e-05i,0.00025853-0.00042223i,0.00047907-0.00034255i,-1.6297e-05+0.00056414i,-0.0001833+0.0007022i,8.873e-05+0.00029277i,0.00073568+0.00035936i,0.00041469+2.8893e-05i,-0.00060178-0.00025294i,-0.00085763-0.00027625i,-0.0007445-0.00018868i,-0.00053417+0.0001487i
-0.0006948+0.0012924i,7.6578e-05+0.0011629i,0.000654+0.00087678i,0.0010109+0.00042567i,0.0019449+0.00056921i,0.0028115+0.00042492i,0.0025041-0.0004313i,0.0015198-0.00050877i,0.0013812-1.5067e-05i,0.00096113+0.00011189i,0.00028161-2.2165e-05i,-9.0918e-05-0.00048007i,-0.00057649+0.00012151i,-0.00066303+0.00099375i,-0.00044968+0.00033689i,-0.0010294-0.00021549i,-0.0011558+0.00042652i,-4.0448e-05+0.0004014i,0.00027132+0.00014596i,6.4492e-05-0.00046931i,0.00067182-0.00054236i,0.0009459+0.00011167i,0.00053701+7.6008e-05i
-0.00035959+0.00042485i,-0.00063021+0.0016093i,-0.00022261+0.0020887i,0.00021119+0.0029884i,0.00042671+0.0028013i,0.00094692+0.0012829i,0.00065554+0.00082501i,0.00015072+0.0011078i,0.00039596+0.00079734i,-5.6985e-05+0.00048327i,-0.0010015+0.00028841i,-0.0011449-0.00011702i,-0.00083886-0.00042646i,-0.00066646+4.7078e-05i,-0.00049013+0.00081147i,1.9061e-05+0.001177i,2.3844e-05+0.00069171i,-0.00065634-0.00010666i,-0.0010444-0.00064307i,-0.00082815-0.00054753i,9.9334e-05+0.0001398i,0.00032798+0.00077917i,7.5852e-05+0.00060822i
-0.00061679-0.00056142i,0.00043914+0.00084288i,-2.8889e-05+0.00038785i,-0.00018519-0.00091862i,0.0004022+0.00013776i,0.00098356+0.0011353i,0.0011677-9.1964e-05i,0.0010539-0.00068731i,0.00042017-0.00032676i,-0.00045744+5.4833e-05i,-0.00066524+0.00086994i,-0.00043248+0.0011972i,-0.00040599+0.00038833i,-0.00034602+5.9403e-05i,0.00016982+0.00016276i,0.0001753+0.0001729i,-0.00032377+0.00029667i,2.3491e-05+0.000115i,0.00018474+0.00015941i,-0.00019556+0.00070868i,5.8058e-05+0.00079445i,3.3985e-05+0.0012164i,-2.5807e-05+0.0014155i
-0.0016825+0.00014339i,-0.0012803-8.9477e-05i,0.0004065+0.00048709i,0.0009948+0.00059191i,0.0012038+0.00031573i,0.0011657+0.00044188i,0.00045292-2.8459e-07i,-0.0001043-0.00024598i,-0.00024543-4.5637e-06i,0.00025449-0.00021837i,0.00062494-6.6567e-05i,-9.7118e-05+0.0012768i,-0.00054184+0.0023512i,-0.00085515+0.0014382i,-0.0015025-0.00022719i,-0.0018349-0.0009194i,-0.0014366-0.00032494i,-0.00033239+0.00020507i,0.00034997+0.00024138i,-0.00016117-0.00039171i,0.00024989-0.00020974i,0.00077214+0.00028102i,0.00018618+0.00048979i
0.00058478+0.0017106i,0.00046043+0.002114i,0.0020892+0.0034569i,0.0029878+0.002684i,0.0026317+0.00028333i,0.00163-0.00058086i,0.0016041-0.00075271i,0.0015799-0.00059525i,0.0011794+0.00012645i,0.0009474+0.00038785i,0.00016417+0.0001816i,-0.00074232+3.8565e-05i,-0.0013938+0.00028859i,-0.0013876+0.0010598i,-0.00047786+0.00075142i,0.00083765+0.00013489i,0.00084483+0.00044744i,4.8388e-05+0.00014428i,0.00016608-0.00028601i,0.0004317-5.0821e-05i,0.00028113+0.00071134i,0.00027771+0.0012264i,-0.00027025+0.0014303i
0.0011574-0.0021156i,0.00046888-0.0022895i,8.7409e-05-0.0033115i,-8.2855e-05-0.002558i,-1.2065e-05-0.00078893i,0.00049727+0.0012633i,0.0015086+0.0013233i,0.0017258-0.00034881i,0.00082301-0.00062059i,-0.00018667-0.00013593i,-0.00051615+0.0003391i,-6.3777e-05+0.00090507i,0.00036344+0.00090997i,0.00094644+7.7264e-05i,0.0015111-0.00045581i,0.0013085-0.00017603i,0.00011403-0.00020118i,-0.00026188-0.00052128i,-0.00041769-0.00045297i,-0.00067591-0.00018928i,-0.00054371-7.8884e-05i,-0.00034523-0.00057719i,-0.00048513-0.00072317i
-0.00055578+0.00028306i,-0.0011774+0.00019059i,-0.0019287-2.6233e-05i,-0.0014646-0.00023247i,-0.00081823+2.9847e-05i,-0.00059935+0.00045741i,0.00030957+0.00042313i,0.00073722-8.8761e-05i,0.00027609-0.00032465i,0.00032419+0.00015384i,0.00022791+0.00035594i,-0.00017111+0.00039473i,-0.00014336+0.00073048i,0.00031205+0.00030043i,0.00071971+0.00052882i,0.00014291+0.0004222i,6.055e-05-9.8543e-05i,-0.00031919+0.00016556i,-0.00060598+0.00015259i,-0.00033835+0.00054911i,0.00041458+0.00049146i,0.0010471+5.0479e-05i,0.0013453+0.00033083i
0.0013006+0.00071369i,0.00060651+0.00062465i,0.00020135-5.2253e-05i,-0.00016646-0.0018064i,-0.00012345-0.0017769i,1.3592e-05-0.00054519i,0.0013234-1.7512e-05i,0.0016573-0.00013295i,0.00077371+0.0001339i,0.000291-0.00010186i,-5.5006e-05-9.7521e-05i,-0.00075846+0.00064685i,-0.0011613+0.0008171i,-0.0004835+0.00084104i,-0.00023821+0.00063134i,0.00051015+0.00027965i,0.00065515+6.0321e-05i,0.00037046+0.00016952i,0.00040879+0.00085496i,0.00071407+0.0007795i,0.0013067+0.00020948i,0.0011758-2.3856e-05i,0.00046328+0.00030883i
-0.00032356-0.00056353i,-3.9022e-05+0.00060542i,0.00024085+0.00095586i,0.00038172+0.00065133i,0.00026661-0.00024123i,0.00037942-0.0007634i,0.00066751-0.00087083i,0.00084378-8.2714e-05i,0.00094887+0.00022285i,0.00076191+8.6437e-05i,-0.00015045+0.00043793i,-0.00028429+0.00085924i,-0.00017153+0.00026936i,-0.00036881-0.00025893i,-0.00041301+0.00049033i,-0.00016175+0.00078806i,-0.00049234+0.00034347i,-0.00035265+0.00035656i,0.00015395+0.00024128i,-0.00060336-0.00024818i,-0.00074365-0.00031857i,-0.00034944-0.00049334i,-0.0005352-0.00085297i
0.00079112+0.0016282i,0.0010601+0.0010026i,0.001441-0.00061028i,0.0016426-0.00045769i,0.0014804+0.00013493i,0.00043635+0.00021425i,0.00045107+2.884e-05i,0.0014185-0.00014552i,0.0010732+0.00018557i,0.00082115+0.00047569i,0.00052166+0.00066064i,-0.0004762+0.00054755i,-0.00066599+0.00072938i,3.1743e-05+0.0003068i,0.00024092-0.00044477i,-2.3207e-05-5.0849e-05i,-3.3027e-05+0.00055797i,0.00020792-0.00025712i,0.00047968-0.00065736i,0.00075168+0.00061098i,0.0013968+0.00089287i,0.0012373+3.951e-05i,0.00073225-0.00073445i
0.0011121-0.00023698i,0.00053742+0.0011615i,0.00047019+0.00082151i,-0.00022695+3.2872e-05i,-0.00053964-0.00012851i,0.00022645+0.00039318i,0.00091925+0.00086996i,0.0015664+0.00066054i,0.0013041+9.0625e-05i,0.00080326-0.00020553i,0.00068701-0.00016214i,9.4108e-05-5.5901e-05i,-0.00097243+0.00035784i,-0.00029678+0.00048298i,0.00063141+0.00037703i,0.00021017-9.3792e-06i,0.00068378-0.00048788i,0.0004456+1.9282e-05i,-0.00022766+0.00027352i,-0.00029375-0.00031729i,-0.00049522-0.00026334i,-0.00040418+0.0002794i,5.5572e-06+0.00023677i
-0.00018691-0.00036033i,1.6868e-05+0.00041985i,0.00083266+0.00016609i,0.0012097-0.0010864i,0.00057246-0.0012244i,-3.5685e-05-0.00086274i,0.00042587-0.0011119i,0.00075344-0.001271i,0.00093173-0.00096082i,0.00084835-0.00072749i,0.00018176+0.00015592i,-0.00023727+0.00088241i,-0.00053431+0.00096455i,-0.00066363+0.00080708i,-0.00067644-0.0002701i,-0.00020887-0.00079341i,9.6871e-05-0.00093804i,-0.0001994-0.0007796i,0.0002468+0.00021955i,0.00066434+0.00066052i,0.00014589+0.00013072i,-0.00016607-0.00023328i,0.00028654+0.00034528i
