0.00099098+0.00057809i,0.0021687+0.0009618i,0.0016114+0.0018085i,0.0011518+0.0012242i,0.0012063+0.00040035i,0.0013266+0.00064963i,0.0013751+0.00068646i,0.0014202+0.00064155i,0.0021025+0.00020798i,0.0023445-0.00034204i,0.0015311-7.8396e-07i,0.00089436+3.0583e-05i,0.00057676-0.00026592i,0.00023296-0.00029164i,-0.00020102+0.00026215i,-0.00064064+0.00031766i,-0.00023092+0.00011252i,0.00024446+0.00027846i,-0.00016706+0.00025871i,-0.00034632+0.00019949i,0.0002636+0.00045606i,0.00012662+0.00066647i,-0.00042965+0.00062259i
-0.00025891+0.00074914i,0.00062331+0.00078358i,0.0013116+0.0011667i,0.0020178+0.001316i,0.0021532+0.00073408i,0.0014959+3.7481e-05i,0.0010203+3.7246e-06i,0.0006259-6.8896e-05i,5.0593e-06-0.00072545i,-0.00079111-0.00083328i,-0.0011695-0.0002449i,-0.00046466-7.1266e-05i,-0.00042941-0.00015345i,-0.00079206-0.00051074i,-0.00063232-0.00063429i,-0.00043226-0.00087189i,-4.0234e-06-0.00069077i,0.00063824+0.00042189i,0.0004908+0.00076098i,0.00017253-0.0002856i,0.00027537-0.00074617i,0.00019251-0.00016674i,-9.2897e-05-0.000257i
0.0018253+0.0024579i,0.0035035+0.0034763i,0.0033948+0.0024196i,0.0024711+0.00039186i,0.0026968-0.00066346i,0.0021899-0.001303i,0.00033781-0.0012209i,-0.00092328+0.00038865i,-6.3703e-05+0.00025515i,0.001069-0.0015373i,0.00048931-0.0015269i,-0.00061221-0.00081271i,-0.0001789-0.00075436i,6.3103e-06-0.00023945i,-0.00045214+0.00018542i,1.8662e-05+0.0008911i,0.00054289+0.00075587i,0.00064327+0.0001645i,0.00020499-6.2546e-06i,-0.00025012-0.00072125i,0.00047359-0.0012416i,0.00039291-0.00017315i,-0.00032218+0.00079977i
0.00018569-0.00094881i,0.0018995+0.0011414i,0.0018663+0.00084769i,0.0010004-0.00055544i,0.00036563+8.6489e-05i,2.8435e-05+0.00015781i,-0.00080038-0.00037796i,-0.00086385-0.00038377i,0.00037078-0.00076809i,0.00019659-0.00075198i,0.00039926-0.00026766i,0.00059671-0.0001287i,0.00021673-0.00023757i,-3.8603e-06-0.00030287i,-0.00013265-0.00069211i,0.00061758-0.00049179i,0.0011354+2.0174e-05i,0.0004126+2.1022e-05i,-0.00086564+4.4882e-06i,-0.00053153-4.7407e-05i,0.00030253+0.00017534i,0.00069566-4.6454e-05i,6.3595e-05-0.00032124i
0.0014191+0.00077536i,0.0018836+0.0020879i,0.002378+0.0020757i,0.0025216+0.0014904i,0.0018998+0.00057012i,0.001857-0.00081262i,0.0012224-0.00078637i,0.00020775+0.00027365i,0.00035327+0.00047365i,0.0012586+1.5087e-05i,0.00078975-8.761e-05i,8.6771e-05+0.00033251i,-8.1973e-06+0.00045064i,4.7759e-05-0.00014122i,-0.00014082-0.00053533i,-9.7407e-05-0.00028205i,0.00032992-0.00019533i,0.00050382-0.00039459i,0.00013298-0.00036351i,9.9287e-05-0.00010796i,0.00058536-0.00040497i,0.00090685-0.00045662i,0.0014382-9.5283e-05i
0.0010354+0.0031216i,0.001549+0.0041504i,0.001888+0.0027538i,0.0015834+7.6283e-05i,0.0012946-0.0014022i,0.00071889-0.0016682i,0.00041009-0.0014932i,0.00075301-0.0012113i,0.0011366-0.00058237i,0.00094319-3.0891e-06i,0.0006092+0.00014446i,0.00016999+0.0001192i,0.00059751-0.00032609i,0.00059352-0.0010177i,-0.00044703-0.00092365i,-0.00073184+0.00020515i,-0.00010273+0.0006014i,0.00024101+0.00038865i,-0.00052491+0.00087294i,-0.00079354+0.0012565i,-4.8266e-06+0.00051836i,0.00056167-0.00041605i,0.00047358-0.00041856i
0.0010388+0.0019327i,0.0011395+0.0023525i,0.0017363+0.0020881i,0.0020233+0.0005867i,0.0019383+0.00010414i,0.0019211+0.00022597i,0.0012798-0.00037662i,0.00012205-7.409e-05i,-0.0005964+0.00015584i,4.1687e-05-0.00049008i,0.0003754-0.00035175i,-4.8928e-05+0.00032257i,-0.00023594+0.00025589i,-2.5755e-06-8.2897e-05i,0.00015877+0.00012055i,3.9745e-05+8.2308e-05i,0.00047983-0.00014551i,0.00092003+1.5773e-06i,0.00026214+0.00012564i,0.00016005+6.7337e-06i,0.00058109-0.00017149i,0.00078307-1.7329e-05i,0.00019011+3.9694e-05i
0.0013256+0.0018213i,0.0016493+0.0011905i,0.0018241+0.0011461i,0.001966+0.00098099i,0.0013562+0.00023763i,2.1458e-05-0.0014216i,-0.00062991-0.0015239i,-0.00025102-0.00025019i,0.00074893-5.2878e-05i,0.001295-0.00062601i,0.00090528-0.0010691i,-0.0002156-0.00031335i,-0.00054787-2.4481e-05i,-0.00068163-0.00045992i,-0.00010672-0.00048459i,0.00023906-0.0002495i,-0.00063877-0.00031421i,-0.0007985-2.4985e-05i,-1.6162e-05-0.00028303i,-0.00036729-0.00065794i,-0.0011712-0.00049871i,-0.00051384-0.00029337i,-0.00017934-0.00015955i
0.00020086-0.00049862i,0.001855+0.00079727i,0.0029154+0.0014689i,0.0024155+0.00052065i,0.0019131-0.00028638i,0.0018978-0.00036112i,0.0012715-0.00049648i,0.00069789-0.00045935i,0.00078389-0.00033971i,0.00069296-0.00072488i,0.00097005-0.0010675i,0.0014663-0.00095522i,0.0012818-0.00098955i,0.0010329-0.0003904i,0.00054714+0.00010952i,7.5792e-06-0.00014598i,-0.00020015+0.00020211i,-0.00019849+0.00028734i,5.2576e-05-0.00039417i,8.4879e-05-0.00026879i,-0.00016918+0.00013352i,-0.0005325-0.00013146i,-0.00078123-0.00057612i
0.0028512+0.00079376i,0.0036168+0.0021564i,0.0029047+0.0013053i,0.0016487+0.00048549i,0.0011448+0.00015005i,0.0010307-0.0010293i,0.0010049-0.0018527i,0.00026427-0.0013994i,-0.00045339-0.0011495i,-0.00037549-0.00027408i,-0.00039959+0.00058305i,-0.00027578+0.0005259i,0.00041743+0.00057149i,0.0010359+9.1384e-05i,0.00093356-0.00054048i,-3.0552e-05-3.6618e-05i,0.00013121+0.00024374i,0.00084316-2.8724e-05i,0.0010577-8.97e-05i,0.00056062-4.6323e-05i,0.00016797+0.00054427i,0.00011411+0.00052679i,-0.00021788-0.00027674i
0.00029525+0.0023423i,-0.00010538+0.0024793i,0.00077973+0.0014295i,0.0022684+0.00021718i,0.0023316-0.00088687i,0.0016369-0.0011326i,0.00030177-0.00047695i,-0.00096898+0.00018596i,-0.00070655-0.00013254i,0.00067741-0.00065327i,0.0013132-0.00016231i,0.00099343+0.00027009i,0.0009051+0.00039576i,0.00032087+0.00065892i,-0.00062209+0.00070763i,-0.00066231+0.00015195i,-0.00020214+0.00049046i,0.00025243+0.00066679i,0.00071268-0.00042177i,0.00035119-0.00067124i,-0.00053595-0.00023686i,-0.00095883-7.5236e-05i,-0.00037714-0.00058228i
0.0012399+0.00023871i,0.0020105+0.0003195i,0.0033248+0.00044496i,0.0032108+0.00028354i,0.0023653-0.00016511i,0.0015236-0.00080229i,0.00042071-0.0010442i,0.00071051-0.00091822i,0.0016904-0.00077653i,0.002029-0.00065289i,0.001496-0.000812i,0.0011998-0.00058249i,0.00082815+0.0002751i,-0.00018133+0.00052589i,6.2368e-05+0.0003382i,0.00053345+4.4821e-05i,0.0003849+0.00028973i,0.00039795+0.00060125i,0.00019208-0.00014605i,-0.00045899-0.00027914i,-0.00049988-3.4315e-05i,-0.00019093+1.5457e-05i,-0.00021701+1.3943e-05i
0.0016951+0.0011776i,0.0028293+0.00293i,0.0031318+0.002906i,0.0025986+0.00012944i,0.0018408-0.0014032i,0.0011024-0.001522i,0.00081532-0.0006864i,0.00073619-0.00046923i,0.00078549-9.384e-05i,0.00059636+0.00011768i,0.00035869-0.00020974i,-0.00023666-0.00047169i,-1.6816e-05-0.00036099i,0.00026482-0.00022364i,8.3362e-05-0.00023792i,0.00026402+0.00040173i,0.00044122+0.00092347i,-6.1956e-05+0.00033862i,0.00015265-0.00019273i,0.00025429-0.00016731i,-0.000218-7.0813e-05i,5.6749e-05-0.00023543i,0.00055405-0.00054142i
-0.0001179-0.00036048i,-0.00093732+7.0947e-05i,-0.0010491+9.2889e-05i,0.00056353-0.00031478i,0.0014813-0.00052222i,0.00077782-0.00056638i,-0.00040439-0.0013063i,-0.0010342-0.001138i,-0.00078456-0.00056592i,0.00021289-0.0008576i,0.001124-0.00068049i,0.0009637+0.0002784i,-0.0010395+0.00063707i,-0.0015161+6.5365e-05i,-0.00069732-6.5714e-06i,-0.00068307-6.1783e-05i,-0.00069428-0.00013517i,-0.00062217-0.00027632i,-0.00015386-0.00076341i,0.00058659-0.0009128i,0.00096152-0.00084402i,-0.00015521-0.0010174i,-0.00052969-0.00073731i
0.0017422+0.0012306i,0.0028933+0.0021131i,0.0042092+0.0025145i,0.0036348+0.00079315i,0.0020704-0.00084807i,0.0012174-0.00080759i,0.00087161-0.00053228i,7.8629e-05-0.0006176i,0.00025992-0.00067026i,0.00065947-3.3362e-05i,0.00039364+0.00023835i,0.00080408-6.3731e-05i,0.0012487-0.00028035i,0.0008328+8.4472e-05i,0.00029462+7.0827e-05i,-0.00014551-6.723e-05i,0.00010081+0.00035671i,0.00023242+0.00016224i,-0.00024938-0.00036569i,-0.00034144-0.00066612i,0.00011338-0.00013171i,0.00027096+0.00027987i,-3.9187e-05+0.00078183i
0.00011049+0.00076723i,0.00043244+0.0018858i,0.0012561+0.0018968i,0.0021389+0.00078083i,0.0021747-0.00085386i,0.0014021-0.0014887i,0.00034451-0.00090012i,0.00011746-0.00077648i,0.00038583-0.0011817i,0.00011072-0.00094528i,-0.00050771-0.00053609i,-0.00061768-0.00014176i,-0.00029902-0.0002581i,0.00068123-0.00054044i,0.0011419-0.0005125i,0.00050048+0.00012742i,-0.00034533+0.0010863i,-0.00045878+0.00017151i,-0.00040727-0.00031619i,-0.0006721-0.00044764i,-0.00057094-0.0012086i,-0.00017449-0.00030106i,0.00019492+0.00071075i
0.00065108+0.00034518i,0.0011968+0.00081005i,0.0021254+0.0019001i,0.0027664+0.002114i,0.002567+0.0011708i,0.0016991-0.00048867i,0.00050353-0.00079487i,-0.00042291-0.00027817i,-1.012e-05-0.00064706i,-0.000253-0.00088403i,-0.0011507-0.00062987i,-0.00073256-0.0001069i,0.00023614+0.00030024i,0.0002942+0.00047913i,-2.2625e-05-4.0397e-05i,-0.00016599+5.7363e-05i,-0.00010844+0.00019738i,0.00062105-0.0003925i,0.0011494-0.00083703i,0.00016416-0.00041444i,-0.00011617+2.3103e-05i,0.00046806-0.00031784i,0.00037815-0.00065215i
0.0010608+0.001124i,0.0014609+0.0012354i,0.0013213+0.00098241i,0.0010916+0.0012998i,0.0011063+0.00066847i,0.0012031-0.00044783i,0.0010106+2.2295e-05i,0.0011123+0.00034866i,0.00085123-0.00072947i,0.00057543-0.0019753i,0.00064993-0.0015723i,0.00053878-0.00072523i,0.00059519-0.001143i,0.00074147-0.00070633i,0.00011276+0.00037631i,-0.00050859+0.0009626i,-0.00016198+0.0013131i,0.00058169+0.00064755i,0.00030874-0.00034188i,-0.00054808+2.3028e-05i,0.00025445+0.00020035i,0.00035176+3.3236e-05i,-0.00046555-0.00035076i
0.0030602+0.0013413i,0.0035758+0.0020929i,0.0026686+0.0010409i,0.00061708-0.00045442i,0.00036269-0.0017391i,0.00079499-0.0013082i,-0.00020306-0.00087961i,-0.00017571-0.0010414i,0.0012427-0.00038341i,0.00046799-0.00054603i,-0.00048116-0.00080236i,3.6676e-05-0.00021829i,0.00024698-0.00023196i,6.0305e-05-0.00057185i,5.3412e-05+4.0538e-05i,7.4089e-05+0.00056914i,0.0002091+0.0010339i,-0.0001737+0.00032255i,6.8908e-06-0.0007066i,0.00057372-0.00066997i,0.0005084-0.00041958i,0.00069743+0.00018917i,0.0008328+0.00035375i
-0.001015+0.00060965i,-0.00043392+0.0017011i,0.00090891+0.0016354i,0.0013958+0.00054427i,0.0012008+0.00029959i,0.00067121+0.0001481i,0.00028612+0.00040229i,6.0873e-05+0.0002144i,0.00048124-0.00037174i,0.00076522-0.00040789i,0.00023785+0.00017465i,0.00061762+0.00045434i,0.0011158+0.0004431i,0.00096379+0.00022067i,0.00066332+0.00022879i,0.00029135+0.00038765i,-8.179e-05-7.9858e-05i,-2.9144e-05+0.00030977i,-0.00023318+0.00069893i,-6.78e-05+0.0002521i,0.00028641+0.00033844i,0.00036331+0.00062499i,0.0004136+0.00019573i
0.0010501-0.0004153i,0.0026363+0.00043627i,0.0015409+0.001803i,0.00087006+0.0016146i,0.0017635+0.00052387i,0.0018682-0.00010294i,0.00087832-0.00026342i,7.4921e-06-0.00047829i,0.00063004-0.00080256i,0.001762-0.00085389i,0.0015755+0.00011266i,0.00046346+0.00040624i,1.7553e-05-0.00083233i,-0.00017647-0.0011652i,-0.00055244-0.00013831i,-0.00010559+0.00030349i,0.0001038+0.00012892i,0.00029982+0.00013124i,0.0002411+0.00033177i,-0.00055887+0.0002932i,-0.00060514-0.00079595i,1.5042e-05-0.0012525i,-0.00016512-0.00037778i
-0.00037316+0.0023779i,0.00041528+0.0018287i,0.0019605+0.0018457i,0.0025956+0.00074053i,0.0024396-0.001057i,0.0018068-0.0016043i,0.00013779-0.001246i,-0.0004434-0.0002853i,0.00068533+0.00049261i,0.0011448-0.00027334i,0.00077125+8.3519e-05i,0.00071597+0.001041i,0.00074991+0.00040866i,0.00025324+0.00020941i,-4.7456e-05+0.00081695i,0.00011906+0.0013448i,0.00020819+0.00034159i,0.00030909-0.0001706i,0.00078769+0.00024132i,0.00040292+0.00029006i,-0.00013396-0.00018119i,0.0005625-0.0007707i,0.00099535-0.0009042i
0.00132+0.00078955i,0.0022753+0.0013466i,0.0030002+0.001015i,0.0030905-0.00040699i,0.0024797-0.001766i,0.0014995-0.0025607i,0.0012362-0.0011705i,0.00034599+0.00041447i,1.7857e-05+0.0004828i,0.00094972-0.00064375i,0.00055624-0.00074263i,-5.3856e-05-6.1348e-06i,0.00023169+0.00058416i,-0.0002772+0.00065657i,-0.00061248+0.00042301i,-0.0002244+0.00064259i,-9.3795e-05+0.00024699i,-3.6881e-05-0.00098039i,0.00084608-0.00098095i,0.0012139-0.0003321i,0.001052-0.0004727i,0.00051269-0.00065812i,-0.00047999-0.00034285i
0.00040061+0.0013309i,0.0012933+0.0014366i,0.0025457+0.0018838i,0.0031715+0.0013034i,0.0024836+2.036e-05i,0.00072833-0.00064083i,-9.4465e-05-0.00069919i,-7.0937e-06-9.2917e-05i,7.3014e-05-0.00028661i,-8.2485e-05-0.00050834i,-0.00024885-0.0001523i,0.00023265-0.00038922i,0.00096654-0.00079919i,0.00068833-0.00013929i,0.00017419+0.00026168i,-0.00023001-0.00024371i,-0.00027283-9.7803e-05i,-0.0002637+0.0011784i,7.7594e-05+0.0012256i,-0.00011706+1.4923e-05i,-0.00055869-0.0005012i,-0.00079223+0.00042044i,-0.00085917+0.00066172i
0.00083015+0.0019901i,0.0014856+0.0022319i,0.0029486+0.002i,0.0031132+0.00073458i,0.0022234+5.0131e-05i,0.00058424+0.00010712i,-0.0005649+0.00020644i,-0.00073189+0.00053951i,0.00013525+0.00010369i,0.0012474-0.00074032i,0.0010151-0.00077906i,0.00020161+0.00034659i,-0.00041459+0.00093415i,-0.00011821+0.0006775i,0.00026011+0.00036482i,0.00046218+3.7183e-05i,0.00057735-2.8291e-05i,0.0001214+0.00035322i,-0.0003397+0.00040437i,-0.00059307+0.00014033i,-0.00032982+0.00015826i,-4.5345e-05+0.00028666i,-8.004e-05-0.0006633i
0.0025948+0.0014239i,0.0033692+0.002624i,0.0027634+0.0025189i,0.0019578+0.0010042i,0.0016365-0.00072886i,0.0006107-0.0011497i,-0.00064406-0.00094283i,-0.0008428-0.00058707i,-0.00029104-0.00031402i,-0.00046735-5.6895e-05i,-0.00078693-1.8276e-05i,-0.00035244+0.00014356i,0.00034134-7.7503e-05i,0.00057005-0.0013567i,0.00074751-0.001093i,0.0010899+0.00019689i,0.00087117-7.604e-05i,6.5051e-05-2.7875e-05i,9.1127e-06-9.8473e-05i,0.00028674-0.00046968i,0.0004593-0.0002709i,0.00033111-0.00020487i,0.00030749+8.2102e-05i
0.00098058+0.00035881i,0.00067255+0.0011529i,0.00087848+0.00082847i,0.00059698+0.00011502i,4.0998e-05-0.00081614i,0.00031666-0.00085846i,0.00015277-0.0003405i,0.00010938+0.00029847i,0.00043958+0.0006069i,0.00021985+9.6101e-05i,0.0001199+8.0362e-05i,0.00082386+0.00091566i,0.0011013+0.00073019i,0.00068444-0.0006074i,0.00027738-0.0011114i,0.00023746-0.00068185i,0.00018424-0.00010977i,0.00010377-0.00031423i,0.00024772-8.9943e-05i,0.00042517+0.00045639i,0.00015367+7.5801e-05i,0.00057726-0.00050797i,0.0011545-0.00069538i
-0.0011973+0.001518i,0.00043384+0.0023767i,0.0018478+0.0026231i,0.0027758+0.0017387i,0.0026655+0.00095548i,0.0016962-0.00011293i,0.00055619-0.00090989i,0.00017897-0.00070924i,0.00095966-0.00060996i,0.0012899-0.00073659i,0.0005406+3.0428e-05i,0.00040492+0.00026742i,0.00075174+0.00026708i,-0.00012384-0.00018747i,-0.00073291+0.00041175i,-0.00094517+0.0013615i,-0.0007818+0.00098248i,0.00040055+0.00085439i,8.8528e-06+0.00078053i,-0.0012768+0.00039212i,-0.0011827+3.5614e-05i,-0.0006887-0.00035783i,-0.00012276-0.00093326i
0.0017332-0.000267i,0.0020771+0.0012847i,0.0019944+0.0012985i,0.0017665+0.00068234i,0.00076975+0.00028061i,0.0005334+1.0966e-05i,0.00091425+3.6967e-05i,0.00088259+4.9599e-05i,0.00066509-0.00038921i,0.0005014-0.00068661i,0.00026803-0.0011025i,0.00057-0.00021936i,0.00071285+9.2251e-05i,7.5386e-05+3.2021e-05i,-0.00011203+0.00076455i,-0.00024943+8.7741e-06i,-0.00049406-0.00084946i,-0.00033804-0.00047711i,0.00034701+0.00026681i,0.00082794-0.00012788i,0.00010962-5.8394e-05i,-0.00056473+0.00085984i,-0.00062652+0.00083719i
0.00012488+0.0023734i,0.0012693+0.0025878i,0.0020974+0.0017505i,0.0026753+0.00070212i,0.0028761+0.00021532i,0.002061-0.00092328i,0.00026702-0.001411i,-0.00055086-0.00051771i,6.7562e-05+0.0003398i,0.00083875-0.00016621i,0.00071627-0.00095088i,0.00014028-0.00018591i,0.00048147+0.00056302i,0.00079352+0.00043652i,-0.00031891+0.00066962i,-0.00050238+0.001029i,0.00027936+0.00055868i,-0.00013424+9.5866e-05i,-0.0010755-0.00050136i,-0.0010303+0.00011331i,-0.00036822+0.00083199i,-0.00052318+0.00017233i,-0.00086081-0.00057899i
-2.459e-05+0.0011221i,0.0010597+0.0012731i,0.00079824+0.0017905i,-0.00033342+0.0010326i,0.00040839-0.00015534i,0.0012858-0.00081227i,0.00065806-0.0010439i,0.00033257-0.0011583i,-7.5969e-05-0.0011764i,-0.00013917-0.0015146i,-7.1367e-06-0.0015932i,0.0001089-0.0013572i,0.00043276-0.00075739i,0.00011681-0.00011137i,-0.00070515+0.00035243i,-0.00090713+0.00038992i,-6.9497e-05+0.00025566i,-0.00021655+3.4274e-05i,-0.00048481-6.9478e-05i,-0.00064241+5.6939e-05i,-0.00056312+5.4508e-05i,-0.00028897-0.00021338i,-9.2174e-05-0.00026459i
0.0011733+0.0015314i,0.0024424+0.0026937i,0.0026245+0.0020506i,0.0028228+0.00018828i,0.0022001-0.00029141i,0.0017236-0.00013184i,0.00086542-0.00044385i,0.00073632-0.00081847i,0.00072908-0.0012066i,0.0006632-0.0008366i,0.00042208-0.00059961i,-0.0001803-0.00076543i,-0.00064724-0.00037215i,-0.00097131-2.499e-05i,-0.00047449+0.00033857i,-0.00016718+0.00069678i,-0.00020856+0.00049822i,0.00028299+0.0003158i,0.00032873-0.00012488i,-0.00030922-0.00051718i,-0.0010331-0.0003036i,-0.00095507+0.00039657i,-0.00018456+0.00045691i
0.00082541+0.0021303i,0.0020697+0.0016984i,0.0024003+0.00072353i,0.0023975-0.00020658i,0.0027579-0.0006412i,0.0018814-0.0013168i,0.00040674-0.0013511i,-0.00010153-0.00025985i,-6.9044e-05+0.00013055i,0.00062704-0.00038683i,0.00032069-0.00019056i,-0.00013227+0.00035725i,0.00027677-3.4462e-05i,0.00027003-0.00028539i,-9.8451e-05-7.5053e-05i,-0.00037381-6.4379e-05i,-0.00030072-9.1504e-05i,-0.00077116-0.00013559i,-0.0015972-6.6718e-05i,-0.001441-0.00014166i,-0.00039782-0.00024504i,0.00011281+0.00013383i,0.00062644+0.00069865i
-4.6243e-05-0.0001698i,0.0012809+0.00067871i,0.0022986+0.0015495i,0.0021699+0.00049339i,0.0023418-0.0012679i,0.0023896-0.0019021i,0.0016749-0.0015863i,0.0010038-0.00082962i,0.001078-0.00017499i,0.0013611-9.4915e-05i,0.0010957-0.00050276i,0.0010764-0.00077285i,0.00025663-0.00070181i,-0.00058909-0.00014425i,-0.00048781+2.4527e-05i,0.00044583-0.00037589i,0.0011893-0.00012128i,0.0007229+0.00066585i,2.7001e-05+0.00058057i,0.00031362-0.00025786i,0.00082344-0.00065276i,0.00077356-0.00047464i,0.00034151-0.00039032i
0.0021034+0.00039153i,0.0024832+0.00053133i,0.0031409-0.00039835i,0.0033463-0.00050456i,0.0020768-6.2885e-05i,0.0010866-0.00068291i,0.00054395-0.00098381i,0.0002207-0.00073038i,-0.00021157-0.00059275i,-9.5009e-05-0.00064138i,0.00042353-0.00011723i,0.00050312+0.00036786i,6.4354e-05+0.00036355i,-5.4944e-05+2.4075e-05i,0.0005172-0.00034852i,0.00055844-0.00050994i,8.3841e-05-0.00069689i,8.8549e-05-0.00044041i,0.00051367+0.00034356i,0.00074068+0.00076647i,0.00035709+0.00080292i,-0.00032471+0.00017509i,-0.00041382+3.5165e-05i
-0.00022198+0.0022557i,0.00085615+0.0025972i,0.0020145+0.0020417i,0.0021438+0.0014529i,0.0018479+0.0011622i,0.0012161+0.00034842i,3.4031e-07-0.00066128i,-0.00087263-0.00033738i,-0.0007808+0.00020594i,-0.00062859-5.6516e-06i,-0.00061185-0.00010551i,-4.7913e-05-0.00019825i,0.00024037+0.00012963i,7.2345e-05+4.9949e-05i,2.3926e-05-0.00018146i,-0.00017053-0.00025814i,0.00066216-0.00034248i,0.0011112+0.00025951i,3.5555e-05+0.00024972i,-0.00039546+0.00027485i,-0.00015975+0.00085741i,0.00018268+0.00052004i,0.00040802-0.00028681i
0.00025156-0.0022677i,0.0013544-0.0010483i,0.00139-0.00018476i,0.0010339+0.00042565i,0.0015506+0.0011297i,0.0023531+0.0013438i,0.00098656+0.00061721i,-0.00017928-0.00023283i,-0.0002029-0.0011263i,-0.00010354-0.0014229i,-9.4437e-05-0.00052568i,0.00010943+0.00055889i,0.00040365+0.00036955i,0.00056812-0.00063165i,0.00059406-0.00067504i,0.0004188-0.00047184i,0.00030816-0.00083472i,4.8901e-07-0.00044037i,-0.00045-0.00037614i,-0.00084395-0.00038138i,-0.0011326-0.00061306i,-0.00081855-0.0012187i,-0.00069516-0.00092032i
0.0012429+0.0037216i,0.0023084+0.0033587i,0.0032361+0.0019862i,0.0038745+9.5402e-05i,0.0030004-0.00061169i,0.0011751-0.00088933i,-8.3951e-06-0.00039235i,-0.00034621+4.8873e-05i,0.00061717-0.00022897i,0.0010176-1.8142e-05i,0.00038437+0.00039912i,-0.0001473+0.00030559i,-3.0292e-05-0.0001484i,-0.00031538-0.00070761i,-0.0016829-0.0011015i,-0.0015509-0.00091213i,-0.00022223+0.00018045i,0.00056395+0.00087423i,0.00044955+0.001053i,-0.00017761+0.000615i,-0.00039015-0.00054158i,-0.00014032-0.00056435i,0.00028648-0.00047336i
-0.00055615+0.0021137i,0.0007518+0.0018814i,0.001664+0.0014748i,0.0022987+0.0013135i,0.0018432+0.00087889i,0.0015224+0.00055662i,0.00061214+2.6155e-05i,-0.00044631-0.00049562i,-0.00014864-0.00051373i,-0.0003877-0.00078136i,-8.7827e-05-0.00084558i,0.00048082-9.3493e-05i,0.00010919+0.00043587i,-1.3259e-05-0.00022265i,-0.00011016-0.00060676i,6.4815e-05-0.00046366i,-9.1123e-06-0.00039869i,-0.00024274-7.1215e-05i,-7.9292e-05-1.6814e-05i,0.00031666+0.00026369i,-5.6533e-05+0.00053865i,-5.9314e-05+0.00032104i,0.0001881+0.00017759i
0.0022973+0.0010866i,0.0034711+0.0024621i,0.0032818+0.002738i,0.0022258+0.0018136i,0.0015422+0.00015031i,0.001022-0.00033942i,0.00019555-0.00016866i,-0.00052971-0.00044723i,-0.00047914-0.00054056i,-0.0002098-0.00068395i,0.0006233-0.00070728i,0.00072805+0.00030957i,0.00063965+0.00025942i,0.00096695-0.00047841i,0.0007553-0.00065293i,-0.00014687-3.6496e-05i,-0.00042405-0.00051957i,-0.00018201-0.00083769i,-0.00016865-0.00044953i,-2.6225e-05-8.0398e-05i,4.0774e-05-7.4728e-05i,-0.00039057-0.00032842i,-0.00053582+0.00011634i
-0.00094748+0.0024416i,1.4691e-05+0.0032312i,0.0010088+0.0029623i,0.0015092+0.0014169i,0.0010687-0.0002305i,0.0010653-0.00076785i,0.00049704-0.0010782i,0.00067124-0.0015715i,0.0017181-0.0015464i,0.0013821-0.0013161i,0.00039616-0.00065092i,1.4348e-05+0.00014411i,-0.00016391+0.00020466i,-0.00023334+0.00017392i,-0.0010797-0.0003499i,-0.0012532-0.0014788i,-0.00083032-0.0013942i,-0.0010038-0.00086669i,-0.00080643-0.00050663i,-0.00071873+0.00013601i,-0.00046663+0.00020283i,8.695e-05-0.00032954i,0.00038023-0.00040887i
0.00042008+0.00015316i,0.0015962+0.00030387i,0.0020531+0.00030134i,0.0024951+0.00074502i,0.0016144+0.00091011i,0.00048991-0.00056781i,0.00028243-0.00141i,8.2185e-05-0.00063729i,0.0011067-0.00020034i,0.0012024-0.00019987i,-1.0282e-05-0.00078799i,0.00075005-0.0009715i,0.0013759-0.00035237i,0.0008885-6.0922e-05i,0.00073295-0.00010805i,0.00023173-0.00090045i,-0.00056095-0.0011551i,-2.2189e-05+3.0438e-05i,0.00029432+0.0002179i,-5.0801e-05-8.2845e-05i,0.00019789+0.00043244i,0.00044998+0.00093953i,5.4946e-05+0.00060934i
0.00022387+0.00069906i,0.0027203+0.0017194i,0.0019931+0.0022818i,0.0014277+0.0015394i,0.0014597+0.00042976i,0.0012696-0.0011359i,0.00039743-0.0016276i,-0.00037014-1.4462e-05i,-0.00010509+0.00033832i,1.0086e-05-0.00020949i,0.00018356-0.00013972i,0.00023133-5.127e-05i,-0.00021605-0.00015956i,0.0003345-0.00052655i,0.00071478-0.0012459i,-5.2582e-05-0.001383i,-2.2755e-05-0.0011707i,0.00039206-0.00061778i,0.00035462+0.00026255i,-0.00016021+0.00072972i,0.00013011+0.0012704i,0.00052205+0.00092034i,5.5325e-05-0.0002669i
0.00084592+0.0011808i,0.00068356+0.0013325i,0.0014624+0.0020748i,0.0023832+0.0012325i,0.0018984+0.00043239i,0.00070919-0.00028202i,0.00036314-0.00060086i,0.0008445-0.00053693i,0.0010248-0.00057622i,0.001071-0.00054687i,0.00042564-0.00061593i,-0.00020319-0.00054366i,-6.0868e-05-0.00051464i,0.00011683-0.00031757i,0.00028179-0.00023566i,0.00024621-0.00081091i,0.00052992-0.00072078i,8.9909e-05+3.2829e-05i,-0.00049622+0.0001855i,-0.00042453-0.00025013i,-0.00031656-1.5357e-05i,-6.0558e-05+0.00034134i,0.00047449+0.00047035i
