-0.0018389-0.00039401i,-0.0028262-0.0014724i,-0.0049929-0.0010678i,-0.0033627-0.0011876i,-0.0016508+0.00055247i,-0.0016993+0.0019339i,-0.0007454+0.0011196i,0.00048759+0.00014208i,0.0011923-0.00051545i,0.00147-0.0011065i,0.00054227-0.0014422i,-0.00012095-0.0013838i,0.00028921-0.0013494i,8.5289e-05-0.0017292i,-6.1023e-05-0.0010596i,-8.9452e-05-0.0002064i,3.835e-05-9.8135e-05i,0.00080726-5.1847e-05i,0.00078255+0.00059377i,0.00033095+0.0013544i,8.0423e-05+0.00067798i,-6.7948e-06-0.00010445i,-0.00064265+0.000241i
0.016071+0.28358i,0.16776+0.38108i,0.33317+0.27853i,0.37801+0.11316i,0.34475+0.070373i,0.28347+0.059589i,0.1375-0.026465i,-0.016553-0.083747i,-0.062889-0.077782i,-0.055769-0.063836i,-0.04016-0.03571i,-0.004838-0.013816i,0.012398-0.01332i,-0.0033557-0.0024738i,-0.024821+0.010206i,-0.041972+0.0067992i,-0.049156+0.0016193i,-0.03935+0.00078339i,-0.019123-0.00012164i,-0.002804-0.0035188i,0.0054823-0.0085012i,0.0079217-0.013856i,0.0017859-0.018763i
-0.005117-0.033885i,-0.040135+0.032045i,0.0019571+0.11873i,0.0083139+0.11031i,-0.13259+0.028996i,-0.26651-0.001397i,-0.2227+0.01251i,-0.084152+0.00078252i,0.0026845-0.026343i,0.034272-0.025091i,0.055927+0.00073438i,0.064667+0.024065i,0.060008+0.03224i,0.061725-0.00634i,0.053822-0.077179i,0.026627-0.1042i,0.01388-0.071761i,0.01848-0.03356i,0.01647-0.023658i,0.0067694-0.024148i,0.0060831-0.011899i,0.020972+1.649e-05i,0.031337-0.0080193i
-0.29172+0.079672i,-0.49067+0.11975i,-0.527+0.25712i,-0.33217+0.40441i,-0.076873+0.4177i,0.052983+0.34838i,0.072927+0.23285i,0.047327+0.10603i,0.030135+0.058145i,0.047834+0.052882i,0.049465+0.028757i,0.01889+0.0061733i,-0.0080916-0.012506i,-0.031441-0.015148i,-0.052247+0.010681i,-0.047851+0.034434i,-0.021804+0.034757i,-0.0015272+0.0070683i,0.0022691-0.017088i,0.0023209-0.014329i,0.0034136-0.0048145i,0.0038676-0.0034931i,0.0054674-0.0048335i
0.21608-0.40209i,0.17161-0.55316i,-0.099851-0.3957i,-0.3741-0.1342i,-0.56576-0.05954i,-0.74665-0.072274i,-0.6861+0.0011189i,-0.37884+0.056687i,-0.15566+0.067607i,-0.055852+0.10816i,0.023727+0.11517i,0.046066+0.083914i,0.025523+0.082244i,0.033981+0.065272i,0.063567-0.015622i,0.056183-0.097421i,0.017234-0.1021i,0.0069864-0.058672i,0.017689-0.038945i,0.011314-0.038707i,0.0068574-0.03261i,0.015296-0.022006i,0.01691-0.010516i
0.57659+0.44264i,0.75455+0.20909i,0.48191-0.34507i,0.076447-0.62828i,0.027839-0.53632i,0.15858-0.44532i,0.13111-0.30367i,0.065015-0.080233i,0.021862-0.0028723i,-0.041507+0.015584i,-0.024065+0.061053i,0.031981+0.038231i,0.036723+0.0079829i,0.066247+0.0376i,0.13807+0.082301i,0.16582+0.091673i,0.12371+0.065455i,0.067043+0.05119i,0.049268+0.049321i,0.050382+0.042341i,0.043997+0.053617i,0.045517+0.083922i,0.059782+0.09594i
-1.8484+7.1494i,0.097232+7.1402i,3.2528+6.0523i,4.6159+2.3058i,3.623-1.2045i,1.1174-2.6824i,-1.0135-1.7511i,-1.4448-0.092833i,-0.4189+0.69909i,0.72626+0.19366i,0.88013-0.7117i,0.38787-1.2805i,-0.27106-1.8924i,-1.0554-2.6099i,-1.3707-2.6173i,-0.89182-1.5569i,-0.2789-0.45826i,-0.25826+0.019361i,-0.67178+0.26842i,-0.72524+0.56823i,-0.22489+0.70767i,0.32361+0.44468i,0.43527-0.038672i
-0.16095-0.4779i,-0.18052-0.45079i,0.085289-0.14991i,0.35603+0.085195i,0.34286+0.12992i,0.29195+0.15109i,0.35156+0.090409i,0.32963-0.03046i,0.23038-0.06345i,0.17328-0.068583i,0.12296-0.11222i,0.043151-0.11608i,-0.011374-0.057006i,-0.043564-0.044435i,-0.10505-0.088112i,-0.14432-0.075358i,-0.10231-0.01913i,-0.041074-0.00058298i,-0.017015-0.012828i,-0.011883-0.015575i,-0.0025279+0.0018362i,0.016501+0.014908i,0.031778+0.0060071i
0.10093-0.071859i,0.14263-0.081058i,0.10846+0.037003i,0.068706+0.12417i,0.084541+0.00064117i,0.16764-0.17346i,0.27118-0.28519i,0.23558-0.31593i,0.1029-0.17543i,0.072216-0.022642i,0.062162+0.0020275i,0.0071045+0.0048721i,-0.031805+0.0033325i,-0.074635-0.0044602i,-0.086632+0.026336i,-0.028537+0.05024i,0.02371+0.022882i,0.020497-0.016956i,-0.0007512-0.019078i,-0.0023227+0.00024797i,0.0048207-0.0060214i,0.0034889-0.030606i,-0.0030334-0.045013i
0.16433-3.5127e-05i,0.18252+0.16508i,0.028795+0.34436i,-0.081579+0.38639i,0.10436+0.27965i,0.34215+0.079859i,0.30647-0.037444i,0.11644+0.017967i,0.0055817+0.062945i,-0.076962+0.0051432i,-0.17826-0.038355i,-0.20541-0.019093i,-0.14761+0.0081252i,-0.092253+0.020321i,-0.081052+0.043066i,-0.075114+0.08023i,-0.041642+0.089285i,-0.0076236+0.056979i,0.0026582+0.017589i,-0.010125-0.0052534i,-0.036224-0.0078309i,-0.062563-0.0075617i,-0.081494-0.0099699i
0.33178+0.3153i,0.30904+0.29868i,0.0010811+0.028152i,-0.31476-0.16737i,-0.38254-0.11271i,-0.29914+0.0046471i,-0.17088+0.090253i,-0.047771+0.10054i,-0.024893+0.054718i,-0.033521+0.048066i,0.0031412+0.038429i,0.016451-0.0072656i,-0.016692-0.021097i,-0.054528+0.0072737i,-0.071359+0.049352i,-0.052199+0.069759i,-0.018009+0.05027i,-0.0006453+0.027732i,0.0088231+0.019751i,0.023309+0.012841i,0.037219+0.0039877i,0.041344-0.005225i,0.032848-0.010015i
-0.59854+0.2027i,-0.72996+0.23946i,-0.47723+0.016313i,-0.17691-0.25068i,-0.10374-0.23941i,-0.089059-0.057161i,-0.051476+0.049058i,-0.016649+0.041734i,0.0049426-0.031526i,-0.014011-0.0817i,-0.024849-0.062666i,-0.016182-0.034371i,-0.021279-0.017917i,-0.024849+0.0057986i,-0.028649+0.022475i,-0.03263+0.027253i,-0.026399+0.019257i,-0.026211+0.0033608i,-0.028534-0.0024463i,-0.01457-0.0036027i,0.0021383-0.015064i,0.0018138-0.02012i,-0.0041329+0.0013536i
0.18311-0.63996i,0.19024-0.90948i,0.28723-0.79523i,0.42283-0.4753i,0.42637-0.23236i,0.34768-0.10098i,0.24782-0.054523i,0.13736-0.022507i,0.095174+0.023525i,0.090218+0.021976i,0.05489-0.00063033i,0.035749-0.0017586i,0.037884-0.0016077i,0.015349-0.012187i,-0.021805-0.028818i,-0.044648-0.036272i,-0.042613-0.026811i,-0.03162-0.0035647i,-0.022036+0.019461i,-0.016004+0.025856i,-0.021361+0.030453i,-0.028691+0.044913i,-0.020372+0.050115i
0.15809+0.0421i,0.23811+0.02421i,0.26318+0.11899i,0.25479+0.18893i,0.20031+0.041863i,0.12045-0.14063i,0.08124-0.18789i,0.057641-0.13912i,0.040002-0.055672i,0.057237-0.0028293i,0.071273+0.0063146i,0.059145+0.00097659i,0.03214-0.016407i,0.0090027-0.019074i,0.012283+0.0033734i,0.029475+0.017401i,0.034103+0.012552i,0.012828-0.0019786i,-0.014028-0.0049222i,-0.011947+0.00022782i,0.0040653-0.012603i,0.0023767-0.025037i,-0.0096749-0.012773i
0.1824+0.031065i,0.35065+0.19754i,0.37783+0.40807i,0.25782+0.48912i,0.13797+0.46119i,0.053801+0.43491i,0.020059+0.37631i,0.014028+0.25795i,-0.011674+0.15286i,-0.050878+0.090471i,-0.087944+0.054666i,-0.10452+0.055818i,-0.079758+0.074588i,-0.048071+0.061079i,-0.048245+0.028695i,-0.056503+0.019866i,-0.038148+0.023371i,-0.0019258+0.0080045i,0.012194-0.015527i,-0.0031465-0.017664i,-0.020011-0.0042697i,-0.034751+0.0048571i,-0.050017+0.014399i
0.4121+0.54028i,0.40701+0.58092i,0.068219+0.39091i,-0.23165+0.2454i,-0.17529+0.2084i,0.061702+0.12875i,0.18554+0.038862i,0.15025-0.0050588i,0.055276-0.0072946i,0.02257+0.0020623i,0.043733-0.030465i,0.044588-0.077872i,0.024096-0.091829i,0.0048274-0.072947i,0.0018745-0.035622i,0.0094094-0.011155i,0.007657-0.005251i,-0.0037617+0.0020554i,-0.014069+0.011335i,-0.0085651+0.012259i,0.0061206+0.0024877i,0.0089867-0.011168i,0.0038942-0.019434i
-0.62777+0.26435i,-0.81605+0.35275i,-0.71739+0.22406i,-0.48718-0.016988i,-0.35601-0.16549i,-0.35942-0.17363i,-0.35452-0.083485i,-0.23921-0.006615i,-0.12986-0.029943i,-0.11131-0.041102i,-0.090281+0.012346i,-0.050302+0.052226i,-0.029654+0.064654i,-0.015751+0.062198i,-0.017494+0.047954i,-0.024169+0.038645i,-0.014434+0.02742i,0.0014049+0.0042541i,0.011151-0.020358i,0.011095-0.029983i,0.0090776-0.021333i,0.010601-0.010738i,0.0072426-0.006016i
-0.063697-0.41044i,-0.11669-0.6087i,-0.13448-0.61311i,-0.10842-0.40702i,-0.049929-0.12494i,0.021783+0.099743i,0.068765+0.17615i,0.067235+0.13475i,0.073526+0.071658i,0.087028+0.0069942i,0.05988-0.042067i,0.02533-0.057538i,0.014648-0.053457i,0.0044106-0.043744i,-0.016555-0.036434i,-0.033368-0.028904i,-0.033159-0.012103i,-0.02381+0.012562i,-0.017849+0.028972i,-0.016408+0.029337i,-0.019724+0.023724i,-0.023589+0.019301i,-0.018856+0.015828i
-0.35018+0.14971i,-0.32485+0.17319i,-0.077122+0.048721i,0.10992-0.12079i,0.10929-0.20722i,0.092495-0.24215i,0.081941-0.23822i,0.049922-0.16275i,0.032174-0.074789i,0.021044-0.030084i,0.016251-0.0044868i,0.017219+0.012691i,0.0024262+0.019152i,-0.0081798+0.028235i,0.0053385+0.024033i,0.018677+0.0017753i,0.017892-0.017596i,0.01175-0.031466i,0.0085307-0.037732i,0.0081998-0.034621i,0.007858-0.031944i,0.006794-0.029495i,0.0067132-0.019204i
0.18005-0.53062i,0.27029-0.66527i,0.28381-0.49048i,0.22454-0.21176i,0.13976-0.030891i,0.04556+0.069222i,-0.030131+0.099589i,-0.051115+0.091269i,-0.01719+0.081388i,0.013012+0.05577i,-0.0018823+0.028666i,-0.018926+0.025158i,-0.0061874+0.024268i,-0.00035557+0.0068674i,-0.019852-0.0021294i,-0.034796+0.012688i,-0.028195+0.030243i,-0.018276+0.036321i,-0.014705+0.036461i,-0.010093+0.033434i,-0.0077871+0.030838i,-0.011516+0.0315i,-0.014918+0.030079i
0.47927+0.27817i,0.67267+0.31446i,0.53597+0.2106i,0.23603+0.13201i,0.09421+0.10406i,0.094985+0.054269i,0.078209+0.022071i,0.019704+0.036311i,-0.022456+0.065263i,-0.011273+0.065042i,0.01825+0.014065i,0.0076855-0.048133i,-0.03507-0.067735i,-0.048273-0.042442i,-0.013694-0.021493i,0.016274-0.034707i,0.015882-0.047426i,0.010121-0.044321i,0.0082141-0.039769i,0.008394-0.036573i,0.010028-0.040536i,0.0038787-0.048275i,-0.0074331-0.041981i
-0.36468-0.027942i,-0.47277+0.20221i,-0.2851+0.37997i,-0.040563+0.27125i,-0.039599+0.10818i,-0.15122+0.1111i,-0.14561+0.13111i,-0.072174+0.064748i,-0.052207-0.0063842i,-0.073062-0.0096899i,-0.066595+0.043765i,-0.014062+0.087782i,0.044142+0.081581i,0.060135+0.041701i,0.030084+0.014918i,0.0064932+0.023847i,0.0075656+0.034767i,0.005614+0.030799i,-0.0025462+0.026006i,-0.0070377+0.02567i,-0.0036733+0.030125i,0.0052308+0.033064i,0.010152+0.026753i
0.30234+0.015724i,0.34489-0.10409i,0.18077-0.2077i,-0.0074995-0.15592i,-0.024206-0.047784i,0.045955-0.026156i,0.045305-0.057436i,-0.023509-0.062242i,-0.054574-0.019349i,-0.0093423+0.0047416i,0.030224-0.037259i,0.013508-0.086761i,-0.023523-0.092189i,-0.039682-0.057181i,-0.025169-0.020378i,-0.010618-0.018022i,-0.012361-0.028502i,-0.01052-0.02691i,-0.00321-0.023294i,0.000406-0.022691i,-0.0013594-0.023312i,-0.0055755-0.024098i,-0.0059071-0.018219i
-0.51653+0.30567i,-0.70129+0.61337i,-0.52081+0.70114i,-0.21637+0.43975i,-0.13578+0.13292i,-0.17638-0.0074291i,-0.1474-0.041886i,-0.064253-0.040805i,-0.0065826-0.059757i,-0.0256-0.066752i,-0.054183+0.0015687i,-0.020933+0.07963i,0.028845+0.091023i,0.044162+0.055577i,0.029652+0.018783i,0.016445+0.00592i,0.013133+0.007747i,0.007949+0.010792i,0.0041692+0.014913i,0.0035743+0.014454i,0.0054179+0.011603i,0.012117+0.0077252i,0.012197-0.0027823i
0.34516-0.53195i,0.27236-0.90424i,0.01476-0.85158i,-0.084259-0.44712i,0.031826-0.18474i,0.097845-0.14042i,0.064877-0.11324i,0.037339-0.079469i,0.031737-0.039945i,0.048601-0.017954i,0.041182-0.049632i,-0.0085387-0.079701i,-0.040909-0.062426i,-0.038777-0.022506i,-0.02236+0.0086951i,-0.010593+0.02392i,-0.0072459+0.024412i,-0.0056389+0.0146i,-0.0056239+0.0043904i,-0.0048762-0.0012188i,-0.010089-0.0039181i,-0.022936-0.00035351i,-0.020318+0.011441i
-0.094364+0.27238i,-0.055755+0.38027i,0.015749+0.30187i,0.027112+0.10666i,-0.024875-0.022966i,-0.055494-0.057077i,-0.038322-0.040616i,-0.0084757-0.0049126i,0.010936-0.00174i,-0.00072911-0.0076318i,-0.0046761+0.02156i,0.017831+0.052318i,0.026589+0.046826i,0.015595+0.01376i,0.0007109-0.015621i,-0.0047807-0.02887i,-0.00037765-0.033762i,0.0013378-0.030117i,0.0023477-0.019659i,0.0065324-0.011024i,0.011271-0.0070021i,0.012823-0.0077651i,0.0023309-0.0096188i
0.25777-0.26613i,0.30033-0.51832i,0.1605-0.56395i,0.035729-0.32003i,0.089269-0.036797i,0.19208+0.080601i,0.20727+0.057137i,0.13802+0.011365i,0.064168+0.034185i,0.053336+0.050889i,0.035935-0.0061502i,-0.015481-0.05901i,-0.035207-0.059771i,-0.023572-0.028238i,-0.0031785+0.006144i,0.011327+0.023187i,0.0081276+0.028775i,-0.00093932+0.026908i,-0.010976+0.022608i,-0.012663+0.022186i,-0.0044085+0.017993i,0.00099773+0.010987i,0.0079194+0.0073666i
-0.10888+0.53931i,0.030914+0.70267i,0.19938+0.52146i,0.1878+0.20159i,0.059831-0.00037715i,-0.0092005-0.090748i,-0.039858-0.088666i,-0.04421-0.023383i,-0.026162+0.0031857i,-0.026529+0.0020958i,-0.0089969+0.027452i,0.027928+0.047348i,0.039375+0.042071i,0.030892+0.016838i,0.0095344-0.0094169i,-0.013896-0.020006i,-0.020037-0.025939i,-0.011138-0.029488i,-0.00069404-0.029878i,0.0012249-0.028339i,0.00037584-0.026417i,6.9004e-05-0.026767i,-0.0070596-0.021554i
0.10499-0.10029i,0.22805-0.1121i,0.25573-0.053001i,0.16275+0.048754i,0.077573+0.16738i,0.060652+0.24856i,0.076185+0.21037i,0.059753+0.10918i,0.020868+0.05281i,0.012753+0.035004i,0.0094263+0.0075223i,-0.0046882-0.02145i,-0.0051871-0.036631i,-0.00026066-0.028621i,0.0062093-0.0026065i,0.023494+0.01639i,0.032924+0.020596i,0.020658+0.020298i,0.0038491+0.020865i,-0.0023831+0.022267i,-0.0012182+0.022911i,0.0019934+0.018023i,0.0054776+0.0059637i
-0.49481+0.34057i,-0.63052+0.58657i,-0.45007+0.54327i,-0.20319+0.22116i,-0.14352-0.061772i,-0.1559-0.14752i,-0.12849-0.10267i,-0.082487-0.047775i,-0.062328-0.042899i,-0.071267-0.038022i,-0.053513-0.0081023i,-0.018722+0.012009i,-0.0051074+0.029645i,0.0032531+0.038794i,0.00043234+0.022038i,-0.020454+0.0059855i,-0.028074+0.0013298i,-0.011128-0.0060673i,0.0034605-0.01627i,0.0014218-0.018074i,-0.001242-0.0067447i,0.0051473+0.0059097i,0.008925+0.011383i
-0.034963-0.6406i,-0.070425-0.7777i,-0.099455-0.51911i,-0.088204-0.1424i,-0.032096+0.074936i,0.0057312+0.16025i,0.016579+0.154i,0.011841+0.098496i,0.012755+0.064467i,0.028172+0.039476i,0.021188+0.013001i,0.0031629+0.008394i,-0.0014849+0.0080564i,-0.0075469+0.004266i,-0.0056926+0.0070336i,0.010781+0.0057134i,0.015352+0.00011557i,0.0014979+0.0015534i,-0.0068934+0.0056179i,-0.0013377+0.00321i,0.00089866-0.0016516i,-0.0038183-0.0031272i,-0.0045157-0.002476i
-0.049121+0.25596i,-0.16265+0.42494i,-0.19516+0.37981i,-0.10818+0.12731i,-0.048951-0.11257i,-0.053109-0.21039i,-0.059328-0.18041i,-0.038435-0.10556i,-0.0089988-0.06583i,-0.0064062-0.050001i,-0.01147-0.027027i,-0.0094239-0.010814i,-0.0061503-0.00045689i,0.0051437+0.0072423i,0.0023145+0.0083722i,-0.014547+0.013532i,-0.012522+0.020331i,0.0066988+0.018838i,0.017633+0.014138i,0.010727+0.0095252i,0.0019636+0.00814i,0.0027128+0.0093748i,0.0093131+0.0084643i
0.15305-0.66482i,0.11616-0.97887i,0.03387-0.83961i,0.028607-0.40327i,0.084619-0.095202i,0.082589-0.0093514i,0.035107+0.0015489i,0.0080322+0.011095i,0.011874+0.014979i,0.024879+0.0030451i,0.023952-0.014563i,0.012271-0.023206i,-0.0088018-0.024343i,-0.032915-0.016194i,-0.030018-0.010796i,-0.009889-0.021725i,-0.0074504-0.03266i,-0.022296-0.02962i,-0.029837-0.019488i,-0.022921-0.013618i,-0.021792-0.013051i,-0.031105-0.0092734i,-0.034813+0.0002761i
0.5219+0.4306i,0.6626+0.55512i,0.50281+0.4207i,0.24251+0.18679i,0.10135+0.049463i,0.074673-0.010918i,0.051489-0.043162i,0.0066784-0.040102i,-0.020089-0.011219i,-0.020525+0.014521i,-0.013799+0.02589i,-0.011447+0.027782i,-0.0042038+0.024774i,0.01001+0.018614i,0.010371+0.016938i,-0.00016253+0.026313i,0.00085661+0.037379i,0.013255+0.035034i,0.020926+0.022956i,0.019372+0.013477i,0.019468+0.0061954i,0.02076-0.0014184i,0.015285-0.0055727i
-0.19769+0.031322i,-0.26284-0.063468i,-0.2193-0.097196i,-0.1062-0.0071833i,-0.010925+0.061896i,0.026779+0.067403i,0.038582+0.05404i,0.04203+0.02849i,0.029695+0.016521i,0.023586+0.01859i,0.030712+0.0036101i,0.03645-0.020369i,0.031928-0.031352i,0.016836-0.028045i,0.0042473-0.024447i,-0.00079887-0.030357i,-0.0083781-0.037053i,-0.019063-0.029516i,-0.023874-0.014394i,-0.020844-0.0068867i,-0.016399-0.0049116i,-0.013377-0.0016759i,-0.0093736+0.0020874i
0.20009+0.32156i,0.37524+0.41217i,0.37722+0.30104i,0.19999+0.15604i,0.084752+0.14032i,0.093815+0.12078i,0.078622+0.050029i,0.021928+0.021385i,-0.010725+0.019437i,-0.02594+0.011182i,-0.035513+0.018814i,-0.031419+0.031306i,-0.024701+0.026677i,-0.019092+0.017064i,-0.0076978+0.016153i,0.0053364+0.020857i,0.016769+0.022665i,0.025417+0.012218i,0.026045-0.003819i,0.022166-0.0097753i,0.02074-0.0092959i,0.018131-0.012268i,0.010225-0.014791i
-0.43052+0.19758i,-0.5558+0.26273i,-0.44583+0.21912i,-0.26906+0.10196i,-0.20169+0.014759i,-0.16663+0.01333i,-0.094864+0.031146i,-0.030798+0.012174i,-0.01503-0.013814i,-0.013987-0.014172i,0.00011511-0.011466i,0.0095805-0.017472i,0.010718-0.015973i,0.010356-0.009061i,0.003227-0.010801i,-0.011211-0.018792i,-0.024766-0.024234i,-0.030928-0.019021i,-0.029028-0.0050522i,-0.02237+0.004853i,-0.013615+0.0089459i,-0.0037886+0.011049i,0.0040632+0.0093452i
-0.17664-0.20269i,-0.16793-0.2307i,-0.090235-0.15214i,-0.030706-0.04927i,-0.0029277+0.011172i,0.014143+0.033254i,0.0088406+0.022255i,-0.0078411+0.01959i,-0.010228+0.019004i,-0.019906+0.0067952i,-0.029876+0.015523i,-0.012996+0.031585i,0.0020647+0.024679i,-0.0034518+0.015496i,-0.0034935+0.018063i,0.011475+0.022722i,0.027722+0.027182i,0.034747+0.026038i,0.028369+0.012142i,0.013751+0.0007058i,0.0016695+0.0017022i,-0.0057971+0.0088044i,-0.0087684+0.014211i
-0.083855-0.16691i,-0.12014-0.1272i,-0.12653-0.050876i,-0.13267-0.042646i,-0.14529-0.055424i,-0.13295-0.025538i,-0.084315-0.001381i,-0.054927-0.017328i,-0.039445-0.03291i,-0.0091804-0.04018i,0.0029999-0.050924i,-0.0090558-0.048053i,-0.011752-0.035822i,-0.0033235-0.029691i,-0.00056091-0.023085i,-0.0076044-0.017589i,-0.017596-0.02126i,-0.020502-0.025538i,-0.012754-0.017118i,-0.0012136-0.0054583i,0.0028039-0.0052793i,0.00054114-0.011618i,0.00095652-0.01383i
0.048108-0.20558i,0.014058-0.27035i,-0.016047-0.25015i,0.001444-0.18887i,0.016609-0.13273i,0.0036305-0.088072i,-0.0049518-0.041596i,0.015236+0.0019113i,0.033171+0.014129i,0.016459+0.0062786i,-0.0084536+0.014639i,-0.0077278+0.026737i,0.00079983+0.021857i,-0.0049167+0.013809i,-0.011452+0.012023i,-0.0066672+0.012825i,0.0045099+0.01945i,0.012426+0.025343i,0.0098338+0.018253i,0.0012416+0.0077235i,-0.0039723+0.0071626i,-0.0085996+0.012918i,-0.013184+0.017267i
0.20929-0.12093i,0.23217-0.14291i,0.16146-0.086131i,0.091871-0.030002i,0.065113-0.025983i,0.066934-0.035874i,0.057339-0.052481i,0.013271-0.064748i,-0.01086-0.04818i,0.0090976-0.030407i,0.020768-0.032924i,0.008641-0.026764i,0.0086716-0.010056i,0.019978-0.0069651i,0.017372-0.011407i,0.0046641-0.0089658i,-0.0064235-0.0092106i,-0.010646-0.011577i,-0.0057882-0.0085061i,-0.00055355-0.0097034i,-0.00051252-0.01865i,-0.0017498-0.028635i,-0.003838-0.030157i
0.21941+0.15794i,0.25383+0.15972i,0.16912+0.063147i,0.066531-0.030265i,-0.0073444-0.064631i,-0.075846-0.047292i,-0.081137-0.0006327i,-0.029243+0.020027i,0.0061666+0.015691i,0.014714+0.01429i,0.01494+0.0091097i,0.014069-0.0043292i,0.012616-0.014914i,0.0060001-0.01422i,0.0026483-0.0054623i,0.0054934-0.0021287i,0.0085062-0.00039744i,0.008068+0.0034481i,0.0037314+0.0051334i,0.0019673+0.0092743i,0.0066183+0.01358i,0.011368+0.014176i,0.012241+0.011805i
-0.033257+0.15381i,-0.00083932+0.16444i,0.081356+0.10211i,0.15206+0.040993i,0.19686+0.014493i,0.20622-0.006743i,0.14632-0.022896i,0.063257-0.014544i,0.02024+0.0063135i,0.014328+0.011589i,0.013286+0.0044396i,0.0028979+0.0096184i,0.0010687+0.028518i,0.013109+0.0313i,0.013808+0.01159i,-0.00152-0.0025124i,-0.01502-0.0035519i,-0.019507-0.0016093i,-0.014302+0.0016553i,-0.0069727+0.0023909i,-0.0060842-0.0028135i,-0.0074904-0.0085301i,-0.0068121-0.011735i
-0.026423+0.10321i,-0.051151+0.13047i,-0.073011+0.11524i,-0.090037+0.084773i,-0.12402+0.071256i,-0.14297+0.069569i,-0.096624+0.066046i,-0.027907+0.042257i,-0.007824+0.016003i,-0.013504+0.014743i,-0.0097501+0.013078i,-0.0051027-0.00096597i,-0.010721-0.0094269i,-0.016409-0.0045496i,-0.0097464+0.0059194i,0.0030023+0.0094615i,0.010746+0.0051992i,0.015456+0.0013626i,0.016-0.0033585i,0.012752-0.0053051i,0.014481+0.0009236i,0.018538+0.0080317i,0.017857+0.0088241i
-0.17767+0.10608i,-0.16316+0.11582i,-0.042684+0.076191i,0.082554+0.036363i,0.16294-0.0076626i,0.17801-0.062198i,0.10762-0.084078i,0.034751-0.04552i,0.018742-0.0071395i,0.018994+0.0022822i,0.020094+0.01i,0.020887+0.017817i,0.01594+0.02601i,0.013377+0.030789i,0.0099568+0.022826i,0.0021533+0.011266i,-0.0045433+0.0025263i,-0.010581-0.0041072i,-0.014655-0.0033026i,-0.01582+0.0019808i,-0.015984+0.0048864i,-0.013434+0.0053647i,-0.0061162+0.0075396i
-0.14-0.12739i,-0.17132-0.094431i,-0.14646+0.032077i,-0.11524+0.12115i,-0.12205+0.13038i,-0.12943+0.12578i,-0.087404+0.10315i,-0.056501+0.048793i,-0.059968+0.014288i,-0.055063+0.0095891i,-0.04275+0.0037263i,-0.03588-0.0089899i,-0.035246-0.021608i,-0.03693-0.022785i,-0.025447-0.012515i,-0.0072438-0.0080305i,0.0022856-0.0084744i,0.0045743-0.0035667i,0.0043014-0.00076091i,0.0028821-0.0032241i,-0.00052286-0.005858i,-0.0054083-0.0063402i,-0.0079523-0.0063872i
0.031619-0.1338i,0.027686-0.19716i,-0.0078641-0.21669i,-0.026652-0.16743i,0.016801-0.10009i,0.055291-0.084756i,0.032787-0.069209i,0.022929-0.022426i,0.042456-0.0027228i,0.039148-0.008638i,0.025661-0.00033844i,0.022732+0.011971i,0.02114+0.017098i,0.018883+0.015903i,0.0074037+0.0082014i,-0.006722+0.006296i,-0.0089139+0.0090681i,-0.0016859+0.0087752i,0.0063258+0.0083089i,0.0061216+0.0071785i,0.00091801+0.0079491i,-0.00064446+0.01158i,0.0016108+0.016091i
0.022977-0.032003i,0.038483+0.036695i,0.046916+0.11583i,0.021449+0.12152i,-0.021203+0.093479i,-0.0069064+0.072504i,0.029984+0.021631i,0.003442-0.02672i,-0.041103-0.022448i,-0.044479-0.0014711i,-0.031792-0.00083668i,-0.026149-0.011337i,-0.02444-0.023902i,-0.027497-0.024924i,-0.021028-0.010483i,-0.0037121-0.0044778i,0.0048764-0.010185i,0.0022122-0.015169i,-0.0022763-0.019349i,-0.004733-0.020915i,-0.0053561-0.020334i,-0.0086145-0.020558i,-0.014191-0.01743i
0.10385-0.086276i,0.051264-0.15482i,-0.064266-0.15539i,-0.10754-0.083407i,-0.078151-0.036277i,-0.072431-0.014366i,-0.066116+0.021162i,-0.012219+0.033723i,0.035447+0.0071167i,0.031794-0.016219i,0.013025-0.01203i,0.010529+0.0023778i,0.015434+0.011532i,0.018896+0.0081267i,0.012807-0.0034122i,0.0011235-0.0035057i,-0.0027773+0.0076326i,-0.0028881+0.018492i,-0.00040784+0.025168i,0.0067478+0.022292i,0.012689+0.012837i,0.015857+0.0058123i,0.017493+0.0030588i
0.13378+0.1409i,0.24021+0.17853i,0.27977+0.096385i,0.20232-0.023876i,0.11824-0.065927i,0.10956-0.068197i,0.093103-0.082456i,0.017751-0.071614i,-0.038334-0.023111i,-0.032113+0.0088099i,-0.012932+0.0022661i,-0.0088776-0.01276i,-0.0083994-0.018908i,-0.0072787-0.015689i,-0.0021655-0.0058167i,0.0051677-0.0051608i,0.0056817-0.013326i,0.0021426-0.018419i,0.00045108-0.017968i,-0.0015731-0.014275i,-0.0067493-0.011162i,-0.015038-0.0072556i,-0.023127-0.0023792i
