-0.00236+0.00093841i,-0.0030745+0.0007342i,-0.0034771+0.0014729i,-0.0023652+0.0012926i,-0.001342+0.0010237i,-0.00092408+0.00082928i,-0.00056151+0.001098i,7.2204e-05+0.0015816i,0.00080944+0.001629i,0.00067813+0.0008565i,0.00055453-0.00040521i,0.0004179-0.0009405i,0.00025286-0.00093746i,0.0003068-0.0010314i,8.1217e-07-0.0014492i,-0.0003747-0.00080536i,-0.00063844+0.00016483i,-0.00056259+0.00043117i,-0.00092934-0.00038543i,-0.001336-0.00018747i,-0.00067744+0.00043404i,0.00034327+0.00046097i,0.00049751+0.00023711i
-0.099406-0.23894i,-0.31818-0.33457i,-0.49529-0.25437i,-0.42721-0.098464i,-0.26726-0.047778i,-0.22751-0.053719i,-0.20554-0.02184i,-0.12766-0.0046084i,-0.06955-0.0084284i,-0.037364-0.0050917i,-0.014844-0.0068879i,-0.0040615-0.0062055i,0.0030311-0.002382i,0.0028764-0.0030716i,0.0011961-0.0025639i,0.0055793+0.00067603i,0.0086675+0.0054873i,0.0063697+0.013309i,0.0031056+0.019808i,0.0018544+0.01802i,0.0024772+0.012115i,0.005401+0.0083066i,0.00681+0.0054527i
0.061877+0.2393i,0.19091+0.22824i,0.2567-0.018283i,0.1545-0.23018i,0.036405-0.18674i,0.042501-0.078261i,0.047531-0.05702i,0.0098072-0.041202i,0.0089528-0.018701i,0.022502-0.023535i,0.018058-0.024254i,0.0060654-0.011332i,-0.0025713-0.00051421i,0.0026359+0.0026451i,0.01231+0.0021391i,0.011003+0.0019161i,0.0014192+0.002921i,-0.0083983+0.0016425i,-0.01494-0.00078903i,-0.015427-0.00059822i,-0.012713+0.0012338i,-0.011642+0.004899i,-0.0088281+0.010582i
0.02336-0.013093i,0.11608+0.044197i,0.21905+0.14732i,0.20975+0.18042i,0.12057+0.11021i,0.064441+0.027949i,0.045168-0.016898i,0.019517-0.024625i,-0.0076853-0.010281i,-0.019473+0.0066582i,-0.020244+0.014324i,-0.016609+0.011591i,-0.0071997+0.010356i,0.0037164+0.012188i,0.0078352+0.0067966i,0.0042422-0.0011598i,-0.00078922-0.0028476i,-0.0041636-0.0015578i,-0.0052693-0.0038055i,-0.0042211-0.0082989i,-0.0032274-0.011641i,-0.0026548-0.012551i,-0.001311-0.012739i
-0.0030998-0.12879i,-0.17328-0.14372i,-0.35298-0.016873i,-0.29851+0.12378i,-0.11975+0.12348i,-0.054711+0.064539i,-0.032976+0.042479i,0.0083196+0.017363i,0.01316-0.0012252i,0.0081239+0.0038192i,0.016171-0.0043444i,0.01498-0.019207i,0.0027105-0.021442i,-0.012019-0.015024i,-0.015249-0.0040516i,-0.0093192+0.0022691i,-0.0070807+0.0010384i,-0.0075157-0.003195i,-0.0060109-0.0036716i,3.3606e-05+0.00014193i,0.0078177+0.0028116i,0.0099436+0.0021148i,0.004249+0.00058429i
-0.12043+0.20015i,-0.09211+0.2034i,0.0066851-0.012i,0.043692-0.24137i,0.024059-0.25783i,0.044032-0.16427i,0.058411-0.0981i,0.044746-0.054799i,0.041363-0.035131i,0.0293-0.02993i,0.014045-0.0074262i,0.010541+0.010502i,0.0036538+0.0054934i,-0.0015803-0.0030309i,-0.0047009-0.0034531i,-0.0069476+0.00018358i,-0.0058922-0.0043815i,-0.0036194-0.014876i,-0.0017359-0.01803i,-0.0033132-0.012052i,-0.0036739-0.0024117i,-0.0017102+0.0029655i,-0.00070495+0.0033219i
0.070773-0.094294i,0.21192-0.13417i,0.33341-0.099776i,0.28489-0.020758i,0.12713+0.042538i,0.024988+0.068422i,-0.010666+0.062041i,-0.030912+0.052539i,-0.037028+0.041159i,-0.035058+0.023024i,-0.037448+0.011969i,-0.033502+0.0098579i,-0.014714+0.0098872i,0.0017075+0.0027365i,0.0053608-0.009795i,0.0055086-0.015414i,0.013661-0.011179i,0.023372-0.0029322i,0.024173-0.0010224i,0.016189-0.0052459i,0.0064339-0.0067592i,0.0054294-0.0042866i,0.012864-0.0053734i
0.050255-0.0093786i,-0.069272+0.043095i,-0.2329+0.18151i,-0.21406+0.29076i,-0.057179+0.22881i,0.0086684+0.090185i,-0.0041192+0.018655i,-0.0010166-0.0046846i,0.013444-0.010594i,0.027776-0.014895i,0.029051-0.029976i,0.022855-0.035658i,0.016079-0.029395i,0.0062571-0.020279i,0.0053143-0.010433i,0.0099792-0.0027269i,0.0099584+0.0060777i,0.0095465+0.014474i,0.011475+0.017257i,0.01273+0.014697i,0.010177+0.011767i,0.004147+0.013077i,-0.0045806+0.015848i
-0.23274+0.057622i,-0.30367+0.09478i,-0.24675+0.032928i,-0.16308-0.098023i,-0.11593-0.16563i,-0.043856-0.15784i,0.023043-0.14526i,0.035765-0.1257i,0.025551-0.082505i,0.012446-0.035275i,0.0045568+0.0033956i,0.0036977+0.025639i,0.0093652+0.027611i,0.020151+0.018386i,0.018189+0.0090702i,0.0014624+0.006348i,-0.013957+0.0067816i,-0.020279+0.0043702i,-0.019912+0.0049218i,-0.015713+0.0080283i,-0.012396+0.0065989i,-0.015319+0.0028175i,-0.017857+0.00098588i
0.12935-0.15227i,0.2772-0.26808i,0.33947-0.31273i,0.24149-0.23344i,0.12997-0.057284i,0.117+0.095878i,0.13503+0.13218i,0.10395+0.10758i,0.041618+0.085121i,0.0051832+0.062841i,-0.0081184+0.027314i,-0.025095+0.0014187i,-0.032537+0.0044389i,-0.02343+0.010514i,-0.011853+0.0022159i,-0.0039178-0.010118i,-0.00047636-0.013079i,-0.0016617-0.00511i,-0.003631-0.00012102i,-0.0039517-0.0041082i,-0.0022636-0.011638i,0.0040493-0.018517i,0.014902-0.023093i
0.050737+0.068535i,-0.029301+0.11265i,-0.12245+0.13416i,-0.08336+0.12616i,0.012186+0.076743i,0.021547+0.038442i,0.00088808+0.063675i,0.017996+0.072643i,0.040531+0.033837i,0.04481-0.00090118i,0.043835-0.013877i,0.041287-0.019918i,0.023371-0.02397i,-0.00036395-0.013972i,-0.0016608+0.0039347i,0.013187+0.010278i,0.016781+0.0047848i,0.0092258-0.0052815i,0.004478-0.012023i,0.0057152-0.0094939i,0.010963-0.0026102i,0.012775+0.0028645i,0.0061969+0.009483i
-0.13523-0.077847i,-0.18591-0.054194i,-0.12646+0.016069i,-0.050134+0.030297i,-0.07896-0.011531i,-0.1541-0.017716i,-0.17379-0.00053872i,-0.14289-0.0026798i,-0.10156-0.014091i,-0.074694-0.0076379i,-0.05887+0.018531i,-0.036096+0.035531i,-0.0069656+0.029355i,0.012478+0.014639i,0.0089974+0.0055928i,-0.0074408+0.005202i,-0.014806+0.00063166i,-0.009588-0.0085391i,-0.0019911-0.0076308i,0.0013027+0.00067963i,0.0018765+0.0071289i,-0.0023097+0.0097764i,-0.009192+0.010096i
0.21-0.12016i,0.34672-0.18607i,0.34408-0.20396i,0.21251-0.12003i,0.1348+0.023789i,0.14481+0.092153i,0.13429+0.05701i,0.069671+0.02314i,0.011093+0.03571i,-0.0039206+0.036896i,-0.0043814+0.0014394i,-0.014455-0.026456i,-0.021499-0.02253i,-0.01875-0.013536i,-0.012663-0.017073i,-0.0060007-0.023993i,0.0050336-0.019657i,0.016244-0.0034258i,0.018698+0.0066832i,0.013255+0.0042519i,0.006571+0.00011295i,0.0079244-0.0014296i,0.01772-0.0062085i
-0.023158+0.17404i,-0.12503+0.20143i,-0.20004+0.15622i,-0.15869+0.089196i,-0.095256-0.0087218i,-0.078416-0.11077i,-0.06036-0.13352i,-0.0094829-0.11203i,0.027674-0.096054i,0.040281-0.06071i,0.055064-0.020669i,0.062244-0.0038583i,0.045889-0.0061581i,0.022741-0.0078016i,0.019659+0.0030407i,0.032265+0.013904i,0.033059+0.017658i,0.020101+0.016057i,0.0099329+0.010664i,0.0043819+0.0067129i,0.00079427+0.0073257i,-0.0029056+0.011319i,-0.0089558+0.01935i
0.0011155-0.087215i,0.03513-0.079915i,0.063707+0.0007124i,0.032903+0.053104i,-0.036723+0.042189i,-0.092662+0.056124i,-0.087021+0.086624i,-0.05019+0.071218i,-0.03978+0.031034i,-0.056885+0.016456i,-0.071534+0.032798i,-0.063919+0.051941i,-0.029446+0.055393i,0.0045723+0.039934i,0.0045916+0.021445i,-0.016605+0.018126i,-0.028771+0.017957i,-0.027019+0.012351i,-0.019193+0.010739i,-0.013053+0.011305i,-0.011444+0.006916i,-0.017535+0.00057037i,-0.028532-0.0027549i
0.20252+0.0067258i,0.27401-0.014339i,0.2051-0.060271i,0.081398-0.071546i,0.073513-0.0016019i,0.17007+0.070654i,0.21793+0.095591i,0.18855+0.10029i,0.12856+0.079624i,0.063896+0.031997i,0.018578-0.01572i,-0.0081104-0.044162i,-0.026217-0.038992i,-0.028096-0.0198i,-0.018184-0.018898i,-0.012767-0.0289i,-0.0090431-0.029601i,-0.0064227-0.019893i,-0.006671-0.0082646i,-0.002385-0.0030747i,0.0044384-0.0059425i,0.012964-0.01425i,0.021474-0.027342i
-0.20568+0.18966i,-0.31677+0.19658i,-0.32852+0.067172i,-0.234-0.062238i,-0.16355-0.12496i,-0.18794-0.14906i,-0.21339-0.12648i,-0.16781-0.087439i,-0.085667-0.073383i,-0.022838-0.05828i,0.019872-0.027152i,0.045953-0.0064817i,0.041868-0.0076101i,0.025268-0.0096817i,0.024485+0.00025914i,0.035906+0.0090563i,0.035388+0.0073183i,0.022172-0.0020463i,0.0083861-0.012237i,-0.0012361-0.01151i,-0.0009325+0.00040334i,0.00689+0.010703i,0.012739+0.016357i
0.076731-0.061795i,0.20626-0.075893i,0.33937-0.047016i,0.34233-0.025505i,0.21121-0.022731i,0.045992-0.026318i,-0.09488-0.019823i,-0.15465+0.016229i,-0.12325+0.044988i,-0.078297+0.031539i,-0.073582+0.01635i,-0.07602+0.025921i,-0.052275+0.034147i,-0.022045+0.02417i,-0.014741+0.01175i,-0.024903+0.014316i,-0.024869+0.019815i,-0.0092625+0.015905i,0.0037274+0.0093989i,0.0030847+0.0046991i,-0.0063039+0.004486i,-0.014173+0.0098805i,-0.015912+0.016026i
0.10207+0.079587i,0.15928+0.1452i,0.13179+0.18389i,0.078735+0.18714i,0.10442+0.1468i,0.19702+0.060682i,0.25219-0.029539i,0.2198-0.056992i,0.15876-0.026006i,0.11614-0.0068709i,0.080222-0.028905i,0.040086-0.054788i,0.004645-0.054086i,-0.011349-0.036651i,-0.0088362-0.02812i,-0.006981-0.033964i,-0.0079841-0.032013i,-0.0064576-0.01531i,-0.00073946+0.0015807i,0.0074508+0.0061794i,0.012213-0.00053113i,0.012645-0.00942i,0.010914-0.017208i
-0.31316+0.08159i,-0.51751+0.14083i,-0.54454+0.16556i,-0.39322+0.14146i,-0.22813+0.084916i,-0.1062+0.026592i,-0.017934-0.033897i,0.0060683-0.096912i,-0.022234-0.099751i,-0.020773-0.043164i,0.018987-0.00051628i,0.048075+0.0096191i,0.055464+0.0035697i,0.050977-0.0024674i,0.045074+0.0029431i,0.043546+0.0075333i,0.032537+0.0033354i,0.01149-6.1465e-05i,-0.0058217+0.00068073i,-0.012522+0.0048228i,-0.0089251+0.0096418i,-0.0033316+0.011669i,-0.001619+0.011388i
0.029306-0.066123i,0.16206-0.14045i,0.23076-0.21493i,0.15055-0.23052i,0.068518-0.14976i,0.05372-0.032459i,0.035321+0.052745i,0.012131+0.10527i,0.0026386+0.09561i,-0.030031+0.046839i,-0.062158+0.025152i,-0.061762+0.028175i,-0.043493+0.032971i,-0.026041+0.028424i,-0.021975+0.017805i,-0.023966+0.016983i,-0.01659+0.019125i,-0.0056059+0.011652i,-0.0027411+0.0011543i,-0.0086857-0.0034434i,-0.016713-0.0018858i,-0.017208+0.0030953i,-0.0095581+0.0075881i
0.07728-0.044262i,0.079481-0.042744i,0.057563-0.06001i,0.026317-0.059298i,-0.019756+0.0092469i,-0.033783+0.095452i,0.0076312+0.12853i,0.051737+0.10342i,0.063376+0.058004i,0.057033+0.025813i,0.050109+0.0090288i,0.038751-0.012147i,0.011016-0.02713i,-0.010614-0.022287i,-0.0084955-0.016308i,-0.0012032-0.018701i,0.0013453-0.020302i,0.0021855-0.016348i,0.0047165-0.010996i,0.010876-0.009714i,0.01786-0.012656i,0.021052-0.017276i,0.017616-0.018401i
-0.18275+0.01658i,-0.28683+0.08698i,-0.23342+0.18596i,-0.067861+0.18859i,0.011222+0.078083i,-0.035466+0.0043671i,-0.091445-0.018639i,-0.13333-0.047222i,-0.13529-0.037121i,-0.07414-0.012449i,-0.025287-0.010237i,-0.0070472+0.0048811i,0.017076+0.018355i,0.031911+0.010196i,0.02751+0.0055309i,0.020287+0.0093011i,0.014747+0.010491i,0.007993+0.0076196i,0.0010367+0.0040948i,-0.0016355+0.0063809i,0.00056627+0.013539i,0.00034179+0.020008i,-0.0027241+0.022263i
-0.021325-0.12739i,0.056139-0.13328i,0.14187-0.099686i,0.13791-0.10021i,0.075774-0.12762i,0.017557-0.15053i,-0.025758-0.13318i,-0.019889-0.070758i,0.010611-0.031843i,0.002012-0.029418i,-0.028313-0.021602i,-0.04075-0.0067391i,-0.039962+0.0041947i,-0.033289+0.0039564i,-0.027949-0.0070727i,-0.030908-0.0094897i,-0.028635+0.0013514i,-0.013523+0.0097807i,0.00092044+0.0071174i,-0.0028998+0.00018461i,-0.018275+0.0012302i,-0.024272+0.0083596i,-0.01541+0.0089805i
0.19028-0.095697i,0.14567-0.18417i,-0.0030268-0.20315i,-0.09336-0.089629i,-0.080471+0.047252i,-0.012424+0.078767i,0.078332+0.017667i,0.11541-0.062174i,0.071735-0.073591i,0.037498-0.018361i,0.049539+0.013767i,0.051552-0.0018433i,0.02949-0.022839i,0.01605-0.025837i,0.020089-0.021886i,0.026855-0.023042i,0.019658-0.023796i,0.004555-0.017107i,-0.0014608-0.0055456i,0.0029237-0.0045992i,0.0083695-0.018933i,0.009805-0.032326i,0.0047605-0.030182i
-0.0027374+0.16959i,-0.020071+0.24051i,0.0022281+0.28268i,0.071859+0.23047i,0.12625+0.078249i,0.13896-0.028346i,0.12651-0.035822i,0.08527-0.021653i,0.02957-0.013446i,-0.0015373-0.009058i,-0.019096-0.008528i,-0.030101+0.0095878i,-0.010987+0.028983i,0.015675+0.026096i,0.026019+0.021363i,0.028481+0.021751i,0.025937+0.014486i,0.013815+0.0058411i,-0.0007552+0.0054238i,-0.00202+0.0092216i,0.0094467+0.012285i,0.014824+0.014514i,0.0070224+0.012367i
-0.10319-0.18273i,-0.10119-0.19329i,-0.077877-0.11305i,-0.079185-0.03834i,-0.07675-0.0059398i,-0.070669+0.055731i,-0.049921+0.15564i,0.020354+0.19907i,0.075226+0.1268i,0.045568+0.031727i,-0.0030541-0.0043869i,-0.023215-0.019688i,-0.034798-0.021734i,-0.033995-0.0032784i,-0.026953+0.0047786i,-0.02585+0.004312i,-0.020711+0.0094276i,-0.011474+0.010198i,-0.0025039+0.00053118i,0.0019438-0.0066483i,-0.001828-0.0023034i,-0.0044565+0.0044474i,0.0022661+0.00082793i
0.29274-0.045632i,0.27304-0.1984i,0.050323-0.33345i,-0.13247-0.27252i,-0.13213-0.08389i,-0.076157+0.030435i,-0.061126+0.050374i,-0.070827+0.040951i,-0.070192+0.041748i,-0.033108+0.047465i,0.019506+0.025121i,0.047848-0.01259i,0.041878-0.030179i,0.019486-0.019729i,0.0060608+0.0007088i,0.0017964+0.0083621i,-0.0041105+0.0028709i,-0.0070112-0.0066295i,-0.0046179-0.013192i,7.1599e-05-0.011907i,0.0055345-0.010623i,0.0090109-0.011304i,0.012686-0.0037235i
-0.055046+0.42386i,0.07003+0.52353i,0.25747+0.36562i,0.32753+0.082717i,0.25599-0.11858i,0.14455-0.21309i,0.02788-0.22473i,-0.042637-0.15858i,-0.036335-0.082964i,-0.015233-0.048849i,-0.017787-0.01662i,-0.015054+0.033022i,-0.0036108+0.052199i,-0.0071414+0.033138i,-0.020449+0.014724i,-0.025509+0.0069902i,-0.017915+0.0006019i,-0.0023527-0.0015887i,0.0067499+0.003088i,0.0052447+0.011607i,0.0049404+0.021853i,0.0054209+0.028731i,-0.001445+0.029819i
-0.21283-0.34i,-0.25893-0.31673i,-0.15584-0.073061i,-0.0051742+0.17075i,0.063186+0.26446i,0.057587+0.2565i,0.033695+0.1886i,0.0032244+0.10484i,-0.0073549+0.054996i,-0.0039587+0.029861i,-0.013061+0.015001i,-0.024279+6.6199e-05i,-0.021365-0.019915i,-0.010772-0.040094i,-0.0060113-0.058609i,-0.003156-0.063112i,0.0053963-0.046087i,0.012286-0.020406i,0.015434-0.0054575i,0.013276-0.0076736i,-0.0014116-0.010836i,-0.016977-0.009312i,-0.024197-0.012706i
0.32881+0.025901i,0.3002-0.052446i,0.026721-0.07516i,-0.19926+0.019122i,-0.19617+0.088224i,-0.090835+0.046124i,-0.0054278-0.027637i,0.015905-0.080936i,-0.028612-0.069126i,-0.040943-0.011024i,-0.0064836-0.0020672i,0.010184-0.023438i,0.015507-0.020689i,0.028692-0.012441i,0.047133-0.010116i,0.055925-0.0098877i,0.041953-0.0082489i,0.020194-0.0040609i,0.0079561-5.4774e-05i,0.0083696+0.00092656i,0.014888-0.0077209i,0.017946-0.016884i,0.016617-0.015667i
-0.2613+0.44251i,-0.16093+0.55803i,0.016445+0.31588i,0.020491-0.042076i,-0.074001-0.17291i,-0.0641-0.13782i,0.024841-0.1033i,0.10606-0.091293i,0.11933-0.10692i,0.054139-0.09422i,0.002182-0.027225i,-0.0097378+0.037501i,-0.012621+0.072271i,-0.0033306+0.074077i,0.003121+0.059426i,0.00078518+0.048845i,-0.0011714+0.039531i,-0.0020817+0.031767i,-0.00030321+0.028088i,0.0023593+0.027009i,0.0077157+0.028588i,0.013353+0.02954i,0.015348+0.021347i
-0.14009-0.53566i,-0.24463-0.63847i,-0.19414-0.45962i,-0.046935-0.20199i,0.041553-0.029004i,0.078601+0.097003i,0.094579+0.167i,0.061119+0.17579i,0.032357+0.15186i,0.027168+0.086167i,-0.00081281+0.011936i,-0.031109-0.036944i,-0.033031-0.058218i,-0.019113-0.045509i,-0.0052188-0.020884i,0.0027322-0.0064899i,0.0049751-0.0022678i,0.00064154-0.0020097i,-0.004389-0.0020212i,-0.0073712-0.0028774i,-0.013534-0.0017021i,-0.019022+0.0013483i,-0.015459+0.0032602i
0.3721+0.018216i,0.43958-0.0087683i,0.27944+0.018682i,0.10261+0.04502i,0.039959-0.018809i,-0.003826-0.070909i,-0.031237-0.015393i,-0.016785+0.026285i,-0.014835+0.012585i,-0.013562-0.0024949i,0.012904-0.021423i,0.028244-0.040506i,0.012109-0.037897i,-0.010266-0.018185i,-0.013967+0.0011023i,-0.0086789+0.012314i,-0.0071534+0.012098i,-0.0069407+0.0027016i,-0.0057835-0.00094523i,0.00015642+0.0072222i,0.01121+0.010207i,0.017815+0.0029229i,0.015886+0.00059363i
-0.17894+0.28449i,-0.10416+0.4507i,0.049579+0.35226i,0.088258+0.12695i,0.018196+0.084337i,-0.048374+0.16869i,-0.078858+0.1838i,-0.04245+0.11837i,0.014323+0.024099i,0.014513-0.01194i,0.0079651+0.035569i,0.032113+0.083444i,0.044055+0.082522i,0.025497+0.04713i,-0.011686+0.013942i,-0.037747+0.005734i,-0.031193+0.0061959i,-0.012018+0.0026537i,-0.0015638+0.0036612i,-0.0018816+0.009902i,-0.0049282+0.017199i,-0.0053333+0.020723i,-0.0086891+0.016335i
0.027266-0.27133i,-0.10456-0.42214i,-0.16357-0.40316i,-0.092671-0.25557i,-0.041682-0.13206i,-0.068723-0.089996i,-0.12781-0.088144i,-0.163-0.040099i,-0.12206+0.050465i,-0.040272+0.067694i,-0.018409+0.013226i,-0.037416-0.029166i,-0.030948-0.046294i,-0.0070273-0.049355i,0.0052426-0.049229i,0.00081727-0.052493i,-0.0074823-0.047012i,-0.010812-0.030613i,-0.013287-0.01612i,-0.017607-0.01209i,-0.024257-0.013577i,-0.029923-0.013031i,-0.025392-0.0082221i
0.25303+0.068347i,0.37966+0.029979i,0.33823+0.047217i,0.21207+0.084356i,0.089318+0.00098342i,-0.021288-0.13177i,-0.038035-0.17298i,-0.0031372-0.15398i,-0.010932-0.12017i,-0.027751-0.064373i,-0.014272-0.025637i,-0.010153-0.0075835i,-0.025943+0.010352i,-0.027945+0.01511i,-0.0050973-0.0051144i,0.013212-0.032528i,0.0159-0.030645i,0.020644-0.0083382i,0.024605+0.0039396i,0.024619+0.0083763i,0.027754+0.0063566i,0.030089-0.0042457i,0.027436-0.014757i
0.046512+0.17404i,0.12519+0.33871i,0.1453+0.391i,0.072231+0.32281i,0.014517+0.21395i,0.0071074+0.11741i,0.025472+0.096408i,0.085505+0.090481i,0.097285+0.02044i,0.021066-0.0084178i,-0.026352+0.038019i,-0.0099803+0.062321i,0.026463+0.044427i,0.054901+0.0063386i,0.064746-0.021805i,0.072995-0.015866i,0.068313-0.0056211i,0.040318-0.0024602i,0.018133+0.0005463i,0.004313+0.0042711i,-1.3835e-05+0.015528i,0.012662+0.019799i,0.019948+0.010521i
-0.23548+0.20724i,-0.40169+0.18223i,-0.50769+0.036962i,-0.46057-0.093581i,-0.24743-0.16682i,-0.038553-0.24866i,-0.015609-0.26053i,-0.057806-0.13023i,-0.0056582-0.0085616i,0.038815-0.015706i,0.0056426-0.054247i,-0.0307-0.060048i,-0.042835-0.051519i,-0.032718-0.026019i,-0.011349+0.017416i,0.003913+0.053652i,0.0057895+0.055601i,-0.0082248+0.03824i,-0.018136+0.032701i,-0.014319+0.030177i,-0.0092033+0.022095i,-0.0027199+0.017626i,0.0059888+0.014227i
-0.092553-0.16697i,-0.019501-0.31666i,0.059888-0.45063i,0.049208-0.43528i,0.021081-0.20785i,0.073327-0.0060583i,0.099525-0.01377i,0.0155-0.043491i,-0.035877+0.01247i,-0.010444+0.029333i,-0.014514-0.00017331i,-0.042952+0.0014689i,-0.057643+0.02598i,-0.053935+0.049469i,-0.036008+0.047057i,-0.035388+0.02064i,-0.037638+0.0045407i,-0.022752+0.0015948i,-0.01261+0.0067211i,-0.013905+0.013236i,-0.027107+0.013531i,-0.047361+0.018647i,-0.045217+0.031734i
0.38148+0.010785i,0.64684+0.015608i,0.79057-0.024997i,0.68918-0.1006i,0.44447-0.14125i,0.3005-0.13079i,0.27654-0.11979i,0.20145-0.11722i,0.060171-0.066061i,-0.015083+0.0068538i,-0.0094725+0.017903i,0.016182-0.014767i,0.053897-0.043972i,0.080863-0.064551i,0.071027-0.062582i,0.051488-0.040601i,0.035635-0.028278i,0.009073-0.022457i,-0.01681-0.0091036i,-0.025503-0.0042689i,-0.018953-0.017466i,-0.0067369-0.031654i,-0.0024571-0.026794i
-0.43723+0.35912i,-0.4811+0.68942i,-0.27554+0.84139i,-0.030405+0.67227i,0.050452+0.38437i,0.11041+0.26486i,0.2751+0.22736i,0.33978+0.070766i,0.20823-0.092914i,0.064276-0.12106i,0.010199-0.086442i,-0.011468-0.050869i,-0.032207-0.026117i,-0.052522-0.027431i,-0.066227-0.035478i,-0.054655-0.021263i,-0.017953+0.0092508i,0.015937+0.022922i,0.022465+0.015985i,0.018282+0.011997i,0.029591+0.0096165i,0.048824-0.0033383i,0.053914-0.029155i
-0.20603-0.51452i,-0.4933-0.54125i,-0.64931-0.2505i,-0.48734+0.03182i,-0.18449+0.055789i,-0.069521+0.065405i,-0.11308+0.24923i,-0.055776+0.37238i,0.058663+0.27668i,0.060809+0.11322i,-0.0015359+0.030314i,-0.04931+0.0052279i,-0.055986+0.0039481i,-0.018119-0.0038148i,0.0067183-0.033743i,-0.0024617-0.034125i,-0.0082517-0.0047257i,-0.0071885+0.004605i,-0.013457-0.010084i,-0.023458-0.019156i,-0.022933-0.010611i,-0.014839+0.0016688i,-0.0086516+0.0084385i
0.56361-0.030232i,0.6605-0.37206i,0.33745-0.66881i,-0.042331-0.54886i,-0.056363-0.14964i,0.082198+0.035411i,0.0097841-0.046892i,-0.16917-0.058918i,-0.18238+0.057563i,-0.061694+0.090423i,0.01314+0.030488i,0.038408-0.010906i,0.059954-0.0090159i,0.080732+0.031653i,0.094181+0.077i,0.072471+0.083292i,0.023077+0.055843i,-0.021547+0.028797i,-0.041431+0.024411i,-0.027749+0.030622i,-0.0037958+0.031037i,0.0033989+0.031665i,-0.0019129+0.040634i
-0.088265+0.48139i,0.18485+0.70042i,0.55055+0.51974i,0.5841+0.11095i,0.27685-0.054679i,0.097296+0.034788i,0.19081+0.047515i,0.21586-0.097997i,0.06696-0.2004i,-0.051199-0.17755i,-0.06456-0.13792i,-0.056016-0.11508i,-0.060243-0.077203i,-0.038064-0.041372i,0.010719-0.049813i,0.020609-0.088978i,-0.0085294-0.081501i,-0.011427-0.035569i,0.0026389-0.01504i,-0.0058843-0.0081762i,-0.021545+0.0010603i,-0.024095+0.0068451i,-0.014476+0.014492i
-0.95982+6.9643i,1.0125+6.8314i,3.8294+6.0284i,4.9409+2.6885i,4.0115-0.79604i,1.6985-2.453i,-0.37836-1.6322i,-1.0129+0.0065678i,-0.22456+0.86352i,0.81932+0.37617i,0.90655-0.58177i,0.37625-1.1607i,-0.23914-1.7854i,-0.97819-2.5819i,-1.2832-2.6642i,-0.80321-1.6198i,-0.20563-0.49162i,-0.2087+0.017301i,-0.62926+0.26838i,-0.67474+0.54322i,-0.16758+0.66145i,0.37641+0.40293i,0.47582-0.059921i
-0.045271-0.10971i,-0.16101-0.20546i,-0.2983-0.15588i,-0.34182-0.021443i,-0.26418-0.011639i,-0.15326-0.11774i,-0.10181-0.24203i,-0.14664-0.25576i,-0.16913-0.10183i,-0.083522+0.023705i,-0.038702+0.034696i,-0.05284+0.058418i,-0.047954+0.0784i,-0.08168+0.074951i,-0.12449+0.11251i,-0.10162+0.1461i,-0.053994+0.1233i,-0.027848+0.078748i,-0.016435+0.044725i,-0.0037756+0.026574i,0.0064379+0.024249i,0.017759+0.028659i,0.037914+0.018605i
0.55734-0.19552i,0.6393-0.36659i,0.29424-0.42975i,-0.047862-0.26825i,0.037876-0.097038i,0.23341-0.19116i,0.12297-0.33707i,-0.08657-0.22277i,-0.10695-0.02045i,-0.062774+0.033575i,-0.081602+0.033698i,-0.070584+0.046489i,-0.02404+0.013752i,-0.021682-0.016195i,-0.036936-0.003009i,-0.035886+0.020138i,-0.021039+0.029i,-0.0082067+0.017042i,-0.0044539+0.0024129i,-0.0051016-0.0096219i,-0.015461-0.028493i,-0.017404-0.047506i,-0.0035104-0.059483i
0.20677+0.54364i,0.46135+0.4916i,0.52505-0.015757i,0.19941-0.50145i,-0.276-0.56955i,-0.58-0.41563i,-0.63191-0.23194i,-0.47103-0.049558i,-0.26468+0.025353i,-0.16278+0.040247i,-0.093488+0.067197i,-0.012903+0.05476i,0.00056407+0.010856i,-0.059968-0.0024084i,-0.11092+0.028889i,-0.091291+0.045425i,-0.045815+0.014495i,-0.036725-0.014976i,-0.043849-0.007198i,-0.040722+0.010139i,-0.028642+0.008585i,-0.011038-0.0097757i,-0.00069872-0.025319i
-0.67526-0.040908i,-0.79427+0.13237i,-0.4141+0.26076i,0.10166+0.2016i,0.27516+0.072491i,0.15331+0.0066597i,0.01295-0.0010279i,-0.0087917-0.00098048i,0.049587-0.046853i,0.07473-0.087743i,0.077497-0.060773i,0.078122-0.029206i,0.040416-0.011522i,0.0031197+0.039634i,-0.0031596+0.10161i,0.0094039+0.11761i,0.024822+0.085704i,0.033696+0.04983i,0.042896+0.028083i,0.043381+0.01137i,0.028747+0.0062509i,0.013975+0.017184i,0.0027638+0.028535i
