-0.00236+0.00093841i,-0.0030745+0.0007342i,-0.0034771+0.0014729i,-0.0023652+0.0012926i,-0.001342+0.0010237i,-0.00092408+0.00082928i,-0.00056151+0.001098i,7.2204e-05+0.0015816i,0.00080944+0.001629i,0.00067813+0.0008565i,0.00055453-0.00040521i,0.0004179-0.0009405i,0.00025286-0.00093746i,0.0003068-0.0010314i,8.1217e-07-0.0014492i,-0.0003747-0.00080536i,-0.00063844+0.00016483i,-0.00056259+0.00043117i,-0.00092934-0.00038543i,-0.001336-0.00018747i,-0.00067744+0.00043404i,0.00034327+0.00046097i,0.00049751+0.00023711i
0.14522-0.48294i,0.080978-0.59779i,0.0076864-0.34149i,-0.014523-0.030682i,-0.078208-0.0025086i,-0.16459-0.077644i,-0.16536-0.073309i,-0.1018-0.028192i,-0.03473+0.030388i,-0.00077079+0.072332i,-0.0066477+0.097304i,-0.0031625+0.11523i,0.0094678+0.10484i,-0.0056+0.078935i,-0.025509+0.061162i,-0.022608+0.05458i,-0.0042617+0.041268i,0.0040765+0.013825i,-0.0036541-0.0063967i,-0.005362-0.014712i,0.00088414-0.023236i,0.0015264-0.030215i,-0.0057926-0.028685i
0.10282-0.10791i,0.095288-0.14995i,-0.062838-0.033654i,-0.14585+0.22277i,0.034193+0.39704i,0.25135+0.3635i,0.2736+0.19752i,0.16018+0.054657i,0.073026+0.014658i,0.076404+0.0044479i,0.097292-0.046511i,0.075428-0.095061i,0.027133-0.094989i,-0.023759-0.040553i,-0.051404+0.031643i,-0.042972+0.057289i,-0.028371+0.036215i,-0.033325+0.021387i,-0.039276+0.032704i,-0.028765+0.04022i,-0.022592+0.024908i,-0.029696+0.0031091i,-0.029288-0.0078771i
0.30166+0.057971i,0.27512+0.14755i,0.075728+0.11833i,-0.11101-0.048766i,-0.17799-0.22584i,-0.1872-0.30939i,-0.17914-0.25754i,-0.14631-0.11891i,-0.10061-0.021836i,-0.095498-0.004941i,-0.12414+0.015703i,-0.11574+0.058491i,-0.060644+0.063702i,-0.021615+0.026379i,-0.022095+0.0025054i,-0.031205+0.0067233i,-0.022415+0.011654i,0.0010116-0.00089089i,0.018316-0.022695i,0.020287-0.032586i,0.013696-0.03232i,-0.0011989-0.029129i,-0.017088-0.018326i
-0.15762+0.40545i,-0.094473+0.41071i,0.018432+0.12849i,-0.039124-0.11364i,-0.23602-0.047982i,-0.33458+0.13305i,-0.2495+0.16954i,-0.11202+0.062381i,-0.056795-0.024384i,-0.022584-0.0091679i,0.053706+0.0077391i,0.091145-0.017177i,0.062106-0.012504i,0.027128+0.020515i,0.0091116+0.037209i,0.0053438+0.029751i,0.0058464+0.0063311i,0.0010482-0.013178i,-0.008636-0.013813i,-0.0095872-0.0039118i,0.0078842+0.00094872i,0.025961-0.0013703i,0.020805-0.0013658i
-0.38283-0.33661i,-0.6354-0.36835i,-0.5714-0.20705i,-0.1694-0.067515i,0.24332-0.082089i,0.43997-0.13745i,0.40099-0.13579i,0.24577-0.086004i,0.14026-0.046586i,0.081463-0.061235i,0.0069625-0.062943i,-0.037285-0.020382i,-0.031396+0.0081023i,-0.023763+0.008984i,-0.036812+0.011266i,-0.042777+0.026077i,-0.024415+0.036044i,-0.0088046+0.031779i,-0.0069584+0.024255i,-0.0051077+0.015755i,-0.0096958+0.0035876i,-0.024164-0.0062875i,-0.029579-0.0093257i
0.52537-0.13084i,0.70239-0.34765i,0.565-0.36717i,0.2666-0.1758i,0.023322-0.077332i,-0.13981-0.10604i,-0.16885-0.071567i,-0.063001-0.0022353i,0.015556+0.016783i,0.011159+0.039056i,0.0030309+0.064147i,0.0070308+0.04663i,-0.0050647+0.020896i,-0.017798+0.019119i,-0.0092123+0.01361i,-0.00061087-0.0085727i,-0.0032054-0.023945i,0.00067917-0.021776i,0.013303-0.014171i,0.018085-0.009475i,0.012974-0.007991i,0.0053328-0.0095149i,-0.0048974-0.011866i
-0.20026+0.12361i,-0.14992+0.21323i,-0.047947+0.16749i,0.011482+0.080432i,0.063321+0.12827i,0.12171+0.22339i,0.12139+0.18948i,0.043049+0.079107i,-0.028327+0.032675i,-0.0096621+0.01792i,0.02901-0.03308i,0.017577-0.069498i,-0.011357-0.068253i,-0.037653-0.049048i,-0.058265-0.0094529i,-0.054111+0.029432i,-0.035363+0.039859i,-0.030473+0.024966i,-0.040391+0.0095494i,-0.036591+0.0086036i,-0.015249+0.0055315i,-0.0042735-0.0067432i,-0.0086036-0.012355i
0.059639+0.14376i,0.056876+0.30084i,0.06047+0.36208i,0.032869+0.27299i,-0.033012+0.13936i,-0.04919+0.044751i,-0.038942+0.023552i,-0.032354+0.072781i,0.0010244+0.093351i,0.0094616+0.053393i,-0.010075+0.044359i,0.0071119+0.068787i,0.041329+0.073525i,0.050722+0.053624i,0.03626+0.014719i,0.012913-0.02233i,0.0037787-0.032321i,0.016082-0.023809i,0.02968-0.018082i,0.024448-0.017451i,0.012424-0.014026i,0.010486-0.011606i,0.0086109-0.013143i
-0.29424+0.22028i,-0.26787+0.22694i,-0.14379+0.087647i,-0.083917-0.041968i,-0.090954-0.05873i,-0.092735-0.02952i,-0.074784-0.036178i,-0.048359-0.078457i,-0.051018-0.1081i,-0.049963-0.073808i,-0.0066431-0.036734i,0.020477-0.046997i,0.0065047-0.065169i,-0.018721-0.06139i,-0.032915-0.025305i,-0.022162+0.013208i,-0.0058802+0.016074i,-0.0058602-0.00075845i,-0.011004-0.0080251i,-0.0057092-0.00098606i,0.0056744+0.0095257i,0.0096781+0.0086415i,0.0020225-0.0015651i
-0.16292-0.52148i,-0.42555-0.46661i,-0.48556-0.13669i,-0.26604+0.058737i,-0.073195+0.00041942i,-0.061141-0.054165i,-0.099839-0.022189i,-0.10201+0.027554i,-0.047329+0.06272i,-0.0043733+0.0512i,-0.02663+0.04577i,-0.053375+0.0746i,-0.052931+0.092718i,-0.041983+0.084673i,-0.031948+0.047904i,-0.027884+0.0071363i,-0.02178-0.00096533i,-0.0088418+0.012446i,0.00029173+0.015261i,-0.0030762+0.0034853i,-0.014978-0.0046644i,-0.019495-0.0017846i,-0.010496+0.003199i
0.46351-0.14023i,0.57383-0.4107i,0.40578-0.52338i,0.15425-0.35476i,0.036733-0.15174i,0.0016119-0.072448i,-0.0027801-0.036931i,0.023443-0.025443i,0.031769-0.040201i,0.025722-0.042404i,0.028564-0.042557i,0.036785-0.050219i,0.042992-0.053456i,0.038885-0.049208i,0.030843-0.030499i,0.026905-0.0039629i,0.023022+0.0048123i,0.010817-0.0019893i,-0.00086015+0.00029424i,0.0022168+0.0067953i,0.0099717+0.00024744i,0.010909-0.010978i,0.0054856-0.0098629i
-0.083625+0.083694i,-0.093465+0.18939i,-0.051734+0.19904i,0.027553+0.0937i,0.10224+0.0032172i,0.13903-0.053579i,0.10109-0.12005i,0.014306-0.11926i,-0.032495-0.03933i,-0.024432+0.013237i,-0.021232+0.011633i,-0.03772+0.0028897i,-0.052823-0.001791i,-0.064182+0.00016427i,-0.065852+0.0080793i,-0.055607+0.0052365i,-0.042286-0.0031812i,-0.026647-0.006654i,-0.011922-0.0091843i,-0.0048851-0.0093064i,-0.0030202-0.0065063i,-0.0043738-0.0047794i,-0.0099312-0.0098845i
0.35445+0.31438i,0.46731+0.25874i,0.36729+0.093261i,0.13981+0.031796i,-0.036205+0.065195i,-0.095325+0.077386i,-0.081882+0.082262i,-0.044324+0.077474i,-0.013696+0.047737i,-0.0011415+0.019662i,0.0095722+0.009535i,0.028417+0.00951i,0.044054+0.0071021i,0.047495-0.0044074i,0.036655-0.015227i,0.021041-0.012627i,0.011893-0.0036394i,0.0059952-0.0031143i,-0.0033812-0.009965i,-0.0086358-0.011729i,-0.00098818-0.008398i,0.00894-0.0093621i,0.0091113-0.0084378i
-0.38201+0.32698i,-0.30902+0.45532i,-0.092822+0.35215i,0.035669+0.16405i,0.084597+0.083875i,0.13074+0.050464i,0.12852-0.013973i,0.083517-0.064312i,0.029034-0.070468i,0.0032088-0.040768i,0.016355-0.020216i,0.018763-0.025044i,-0.0045019-0.025727i,-0.02802-0.01076i,-0.032422+0.0081921i,-0.019174+0.012198i,-0.0037935-0.0032366i,0.0052971-0.015051i,0.0093392-0.011867i,0.010161-0.0026158i,0.0087212+0.0057977i,0.003883+0.0087464i,-0.00065432+0.0025146i
-0.21737-0.35498i,-0.43412-0.30546i,-0.42324-0.061397i,-0.21401+0.036497i,-0.13188-0.074648i,-0.1999-0.12068i,-0.20511-0.046455i,-0.1198+0.020755i,-0.03636+0.025306i,-0.018503+0.001983i,-0.041634+0.01609i,-0.036093+0.052833i,0.00097918+0.0586i,0.028697+0.029054i,0.023697-0.005699i,0.0025665-0.014024i,-0.0027551+0.0036973i,0.0070291+0.020488i,0.01637+0.018089i,0.012303+0.0033719i,0.0010875-0.0021836i,0.00099585+0.0027062i,0.008743+0.0039168i
-0.031665-0.12555i,0.066179-0.25668i,0.094602-0.32013i,0.010475-0.19888i,-0.0070677+0.010082i,0.069533+0.11508i,0.11105+0.096037i,0.083678+0.044234i,0.042608+0.018115i,0.037352+0.017704i,0.054944-0.0012131i,0.045248-0.035195i,0.0084155-0.045329i,-0.019774-0.027273i,-0.016121+0.00018076i,0.0048071+0.0095377i,0.0076383-0.0022551i,-0.0093645-0.014439i,-0.024884-0.014839i,-0.022281-0.0078602i,-0.011298-0.0069369i,-0.01066-0.010757i,-0.01289-0.0040229i
0.068284-0.31251i,-0.093255-0.22082i,-0.19471+0.022824i,-0.09316+0.10292i,0.025209-0.021571i,0.037834-0.14843i,-0.0029508-0.18241i,-0.043788-0.11326i,-0.027678-0.021925i,-0.0062191-0.0020646i,-0.03346+0.0070333i,-0.04525+0.04232i,-0.023739+0.058782i,-0.0052074+0.050554i,-0.0074619+0.026735i,-0.025519+0.0083915i,-0.027928+0.011569i,-0.0057133+0.02263i,0.017944+0.026456i,0.02538+0.018645i,0.016583+0.0083593i,0.0061353+0.004747i,-0.00073832-0.00034144i
0.51725+0.31457i,0.72664+0.14987i,0.57304-0.13325i,0.21017-0.16974i,-0.0093377-0.0080437i,-0.048633+0.095751i,-0.034711+0.10917i,-0.013679+0.065001i,-0.017643+0.018662i,-0.010645+0.019705i,0.027515+0.0052508i,0.04256-0.040759i,0.029431-0.063821i,0.015074-0.055036i,0.013426-0.027785i,0.023397-0.0088467i,0.019152-0.013276i,-0.0028943-0.028776i,-0.021708-0.038544i,-0.025211-0.031947i,-0.014185-0.021776i,-0.0033386-0.020624i,-0.0026561-0.016584i
-0.26603+0.010401i,-0.38738+0.14541i,-0.31844+0.23429i,-0.12809+0.15704i,-0.00093451+0.027765i,0.039672-0.028181i,0.040307-0.042649i,0.01239-0.039742i,-0.003445-0.024083i,-0.012954-0.023399i,-0.034005-0.0094883i,-0.041129+0.024489i,-0.03818+0.039412i,-0.037572+0.037095i,-0.035657+0.025409i,-0.033771+0.011423i,-0.023516+0.0048069i,-0.0063549+0.0052223i,0.0066342+0.010804i,0.013669+0.014292i,0.01428+0.014375i,0.0088472+0.015507i,0.0018395+0.010598i
0.12297+0.29233i,0.24125+0.24572i,0.25395+0.044538i,0.11599-0.090335i,-0.045559-0.072931i,-0.1131+0.010311i,-0.070437+0.066103i,0.0035942+0.042619i,0.0094365+0.0023149i,-0.0036079+0.017231i,0.019551+0.025968i,0.041975-0.00063141i,0.049901-0.023901i,0.042811-0.031452i,0.029481-0.02111i,0.027259-0.0088421i,0.024014-0.0052662i,0.016725-0.0010976i,0.014486-0.0011669i,0.006988-0.0050995i,-0.00064255-0.0058924i,0.0037289-0.0067581i,0.012885-0.0077843i
-0.59173-0.28583i,-0.77001-0.25875i,-0.57656-0.070791i,-0.20315+0.059666i,0.043198+0.045424i,0.11526-0.0046231i,0.072844-0.030175i,0.0070632-0.0021184i,0.0074511+0.022195i,0.018477-0.011696i,-0.0098492-0.027222i,-0.033528-0.0012286i,-0.035762+0.016583i,-0.025843+0.016305i,-0.018701+0.0064801i,-0.018873+0.0022027i,-0.011543+0.0013083i,-0.0023245-0.0079847i,-0.0027605-0.013314i,-0.0039956-0.0081996i,-0.0034938-0.0013589i,-0.0073154+0.0036147i,-0.010397+0.005301i
0.5017+0.042989i,0.68217+0.032537i,0.5384-0.015493i,0.22928-0.051046i,0.020434-0.061804i,-0.078814-0.06534i,-0.084549-0.04077i,-0.028486-0.020829i,-0.0038055-0.015527i,-0.0014377+0.0084618i,0.019254+0.019898i,0.040819+0.0066986i,0.049102-0.0083068i,0.035456-0.011628i,0.01478+0.00035104i,0.0068853+0.0098972i,-7.6749e-05+0.013271i,-0.0075932+0.021641i,-0.0040064+0.025519i,0.0013466+0.01621i,-0.0024221+0.0010823i,-0.00676-0.0095129i,-0.0065601-0.0087564i
-0.37939-0.23171i,-0.56085-0.25646i,-0.47828-0.13326i,-0.20526+0.013686i,0.0073933+0.064455i,0.073538+0.041494i,0.032386+0.0087232i,-0.031936+0.0052571i,-0.032384+0.0055212i,-0.0071884-0.018996i,-0.016254-0.02849i,-0.037315-0.0095592i,-0.041829+0.013541i,-0.025027+0.020097i,-0.0086074+0.0060388i,-0.0052841-0.0037571i,0.001056-0.0047745i,0.008469-0.010501i,0.0052075-0.014219i,0.0013617-0.010815i,0.0042256-0.0046843i,0.007599-0.0013512i,0.0052434-0.0035085i
0.6582+0.10084i,0.86524+0.098031i,0.65219+0.03486i,0.24584-0.011984i,-0.0036744+0.0054451i,-0.061569+0.019223i,-0.044347+0.010497i,-0.023936+0.0025718i,-0.028972+0.019669i,-0.021726+0.052691i,0.014144+0.050364i,0.035705+0.025084i,0.033533+0.012439i,0.019549+0.010443i,0.0047572+0.01474i,-0.0047088+0.014473i,-0.015824+0.0098178i,-0.022863+0.010725i,-0.017286+0.010618i,-0.0073526+0.0055681i,-0.0020094+0.0011839i,-0.0018538+0.00061565i,-0.0044278+0.0021173i
-0.59364+0.20084i,-0.78579+0.2597i,-0.6021+0.20414i,-0.25565+0.092887i,-0.045073+0.010939i,0.037735-0.004302i,0.068896-0.0059899i,0.068528-0.025011i,0.059227-0.040972i,0.039713-0.04541i,0.010891-0.031782i,-0.011873-0.019892i,-0.026817-0.017907i,-0.026649-0.012561i,-0.015685-0.013221i,-0.0041454-0.016719i,0.0095985-0.016301i,0.018781-0.018522i,0.014811-0.018499i,0.00668-0.011686i,0.0066636-0.0034084i,0.014686-0.00030433i,0.021361-0.0038183i
0.41887-0.12338i,0.57581-0.19227i,0.44904-0.16747i,0.19147-0.070378i,0.047532+0.0071007i,0.00023233+0.0085593i,-0.030832-0.015933i,-0.048581-0.010903i,-0.054928+0.009729i,-0.051105+0.025709i,-0.031119+0.028933i,-0.0059566+0.022635i,0.0056187+0.014451i,0.0018247+0.0078683i,-0.0014773+0.0085397i,-0.0033031+0.0093769i,-0.011882+0.0076537i,-0.020729+0.01007i,-0.019503+0.015496i,-0.012488+0.015464i,-0.012596+0.0097159i,-0.019222+0.0087212i,-0.019375+0.009926i
-0.46904+0.22468i,-0.60384+0.32013i,-0.43982+0.25463i,-0.18444+0.078398i,-0.08036-0.046307i,-0.060912-0.054388i,-0.028263-0.019365i,0.0125-0.0057848i,0.031528-0.021735i,0.020209-0.035172i,0.0047042-0.020701i,0.0012638-0.0076503i,-0.0001749-0.013149i,-0.0043756-0.013671i,-0.00793-0.0059608i,-0.0034132-0.0026453i,0.010723-0.005298i,0.025849-0.012602i,0.02942-0.021032i,0.020488-0.021909i,0.011585-0.013825i,0.0088344-0.0090259i,0.0031505-0.0088958i
0.28683-0.44354i,0.36315-0.57181i,0.25012-0.42032i,0.1061-0.1385i,0.067517+0.038956i,0.040321+0.079425i,-0.0054855+0.072716i,-0.030939+0.063472i,-0.027788+0.054902i,-0.010006+0.032957i,-0.0043647+0.006427i,-0.0015141+0.0013371i,0.011608+0.0043048i,0.017866-0.0026974i,0.013493-0.0080778i,0.0068022-0.0013401i,-0.0022714+0.0085315i,-0.015027+0.013043i,-0.023459+0.014922i,-0.018399+0.012659i,-0.010735+0.0043988i,-0.011441+0.0023061i,-0.0099843+0.0094985i
-0.10543+0.34947i,-0.12806+0.46335i,-0.076829+0.34892i,-0.041268+0.11594i,-0.063092-0.035473i,-0.045807-0.082714i,-0.00019808-0.088774i,0.017493-0.072679i,0.022249-0.049888i,0.022073-0.033624i,0.014078-0.021078i,0.0028737-0.012931i,-0.0097705-0.0097396i,-0.019206-0.0016609i,-0.020724+0.0079885i,-0.01581+0.0076707i,-0.0074217+0.0049982i,0.0052865+0.0078286i,0.015551+0.0068402i,0.014386+0.0021492i,0.0096517-0.00024889i,0.010385-0.0057434i,0.0094191-0.013823i
0.072636-0.29947i,0.059183-0.39374i,0.0099671-0.29569i,0.00020985-0.11217i,0.027101+0.0013304i,0.018205+0.041195i,-0.0070828+0.050127i,-0.012796+0.038641i,-0.0095361+0.027276i,3.4494e-06+0.019358i,0.0038273+0.0072434i,-0.00024989+0.0081177i,0.0073665+0.017431i,0.018351+0.0082483i,0.015334-0.008484i,0.0089575-0.011065i,0.0055119-0.010814i,-0.0022224-0.015837i,-0.0080567-0.014366i,-0.0032837-0.0072541i,0.004245-0.005108i,0.004983-0.0059583i,0.0021437-0.0069121i
0.081877+0.33079i,0.12742+0.39995i,0.12605+0.26735i,0.067297+0.068829i,0.015265-0.054598i,0.0073925-0.10576i,0.0014571-0.10448i,-0.012435-0.062879i,-0.012968-0.01577i,-0.0026448+0.013211i,0.010118+0.020282i,0.017233+0.0083546i,0.0068992-0.0053492i,-0.011513-0.00067338i,-0.018344+0.011767i,-0.02+0.015201i,-0.02371+0.017332i,-0.02124+0.022576i,-0.015472+0.019716i,-0.014573+0.01191i,-0.013363+0.0087562i,-0.0094769+0.0077147i,-0.0075455+0.0081984i
-0.16827-0.20352i,-0.23786-0.24859i,-0.19661-0.16748i,-0.08389-0.056376i,-0.024983+0.019182i,-0.028865+0.082723i,-0.017163+0.10608i,0.009979+0.07137i,0.0090166+0.02241i,-0.0059764+0.00040219i,-0.011385-0.0015919i,-0.010959+0.002445i,-0.0032178+0.0045037i,0.0082413-0.0040617i,0.014255-0.013104i,0.021619-0.01743i,0.03036-0.025721i,0.026346-0.033727i,0.013865-0.027914i,0.0076789-0.013151i,0.0068539-0.0039422i,0.0064283-0.00079182i,0.008464-0.00071059i
0.13667+0.093772i,0.20124+0.09848i,0.1935+0.057714i,0.14851+0.023671i,0.1351-0.012149i,0.12132-0.064085i,0.059656-0.082i,-0.0075055-0.04443i,-0.023871-0.0003862i,-0.010096+0.012058i,-0.0011468+0.0082852i,0.0011919+0.0030635i,-0.0026763+0.0025102i,-0.0090949+0.011591i,-0.013517+0.018649i,-0.021496+0.020182i,-0.028219+0.023841i,-0.020143+0.026343i,-0.0042028+0.020891i,0.002263+0.010605i,-0.00079916+0.0040732i,-0.0053804+0.0026394i,-0.0086556+0.0026734i
-0.15682-0.042808i,-0.19998-0.02365i,-0.17562+0.026913i,-0.13585+0.066491i,-0.12543+0.096497i,-0.11773+0.11394i,-0.065719+0.088124i,-0.0084939+0.024284i,0.0025773-0.022046i,-0.012025-0.021457i,-0.019373-0.0040918i,-0.015527+0.0080743i,-0.0067717+0.012669i,-0.00087877+0.0068741i,0.0034361-0.0033831i,0.012937-0.011887i,0.021769-0.019565i,0.017748-0.026389i,0.0036275-0.027864i,-0.0047925-0.022621i,-0.0013208-0.016586i,0.0063428-0.013595i,0.0082338-0.01116i
0.14143-0.044581i,0.163-0.074435i,0.12477-0.078487i,0.09204-0.048893i,0.095125-0.038013i,0.091048-0.070524i,0.033122-0.075981i,-0.022217-0.029171i,-0.021045+0.005575i,0.0010497+0.00040579i,0.010208-0.014101i,0.0068533-0.021915i,-0.0024984-0.021881i,-0.0074077-0.011845i,-0.0082035+0.0038077i,-0.011598+0.018077i,-0.016216+0.028285i,-0.013685+0.033499i,-0.0054667+0.031238i,-0.0024357+0.023361i,-0.0055929+0.014869i,-0.011186+0.008546i,-0.013289+0.0077305i
-0.045856+0.066627i,-0.055842+0.10862i,-0.06697+0.11253i,-0.11744+0.084473i,-0.17643+0.069362i,-0.16268+0.077134i,-0.07083+0.054572i,0.0064549+0.0012675i,0.020725-0.024634i,0.0067674-0.0091363i,0.0020972+0.014157i,0.0052181+0.020702i,0.0012768+0.016286i,-0.0058819+0.012751i,-0.0050671+0.0037814i,0.0044556-0.013342i,0.014241-0.027914i,0.01503-0.031399i,0.0098827-0.024726i,0.0080063-0.015523i,0.010854-0.008756i,0.014259-0.0065501i,0.012683-0.0082742i
0.0005453-0.062216i,-0.024212-0.10251i,-0.040638-0.12054i,-0.0061604-0.11238i,0.058072-0.10477i,0.079707-0.086947i,0.045347-0.043971i,0.0081809-0.00044671i,-0.00082052+0.011177i,0.0038758-0.0092704i,0.0011193-0.028903i,-0.002217-0.032239i,0.0015968-0.032139i,0.0027074-0.029723i,-0.0025849-0.013786i,-0.011732+0.0088529i,-0.020021+0.020856i,-0.020477+0.019188i,-0.011461+0.010478i,-0.0041308+0.0036114i,-0.0058896+0.0025162i,-0.011108+0.0050541i,-0.01176+0.0071794i
0.034936+0.051402i,0.07411+0.062559i,0.086391+0.04128i,0.036944+0.0061387i,-0.028928-0.0052048i,-0.047703-0.0059059i,-0.024838-0.011996i,0.0038491-0.0099362i,0.01877+0.0030909i,0.018073+0.021636i,0.016449+0.037104i,0.020356+0.039046i,0.019484+0.032396i,0.01132+0.026993i,0.0053221+0.01732i,0.0088576+0.0050715i,0.018965-0.0020745i,0.022662-0.0053887i,0.012172-0.0062244i,0.0013659-0.0056026i,0.0025798-0.0060664i,0.0076797-0.0090734i,0.0065708-0.011449i
-0.092436-0.0042762i,-0.15042+0.012149i,-0.13518+0.019751i,-0.043605+0.00461i,0.027045-0.0063221i,0.035725+0.011744i,0.017883+0.029144i,-0.0025797+0.022169i,-0.016181+0.00859i,-0.015159-0.0071528i,-0.015382-0.023475i,-0.019485-0.025555i,-0.011264-0.020349i,9.0952e-06-0.019447i,0.0010074-0.014708i,-0.0061995-0.0057544i,-0.016195-1.0762e-05i,-0.018193+0.0030184i,-0.0082944+0.0058623i,-0.00010044+0.0064881i,-0.002326+0.0045183i,-0.0063225+0.0051597i,-0.0028823+0.0045094i
0.08024-0.064244i,0.14451-0.12132i,0.15136-0.11999i,0.10642-0.066099i,0.070065-0.04699i,0.031021-0.066155i,-0.013611-0.057041i,-0.022146-0.013311i,-0.00036881+0.01832i,0.013977+0.028605i,0.021145+0.032385i,0.027125+0.029343i,0.021353+0.025321i,0.0088215+0.023556i,0.0013439+0.015471i,0.0018409+0.0058542i,0.0083525+0.0016825i,0.011485-0.00056187i,0.0072832-0.0017861i,0.0020517-0.00289i,0.00027006-0.0053489i,-0.00017946-0.006016i,-0.0031892-0.0034923i
-0.038894+0.095581i,-0.070815+0.17931i,-0.08016+0.1963i,-0.068606+0.15438i,-0.063279+0.14111i,-0.041777+0.1383i,0.00011578+0.08164i,0.0016955+0.0020428i,-0.029463-0.028714i,-0.035086-0.021022i,-0.025511-0.0205i,-0.025576-0.021442i,-0.022106-0.015895i,-0.013964-0.011433i,-0.011426-0.0057905i,-0.015614-0.001787i,-0.023219+0.00042555i,-0.025136+0.0011533i,-0.018651-0.0012836i,-0.010546-0.00060301i,-0.0025686+0.0038451i,0.0062713+0.0055207i,0.013337+0.0013833i
-0.014002-0.12908i,-0.020324-0.21647i,-0.0049948-0.22736i,0.023587-0.17478i,0.047947-0.15212i,0.04148-0.16075i,-0.0027959-0.10999i,-0.011217-0.014937i,0.017838+0.02178i,0.019641+0.011231i,0.0090418+0.014102i,0.011301+0.017132i,0.0078107+0.010911i,-0.00064547+0.0072843i,0.001143+0.0059354i,0.012319+0.0043109i,0.023543+7.0078e-05i,0.023961-0.002182i,0.01376+0.00052878i,0.0045461+0.0010551i,0.00014246-0.0023867i,-0.0064512-0.0028758i,-0.01294+0.0021119i
0.077314+0.12808i,0.12277+0.2159i,0.10069+0.23957i,0.022178+0.19915i,-0.047883+0.16809i,-0.046929+0.1611i,0.0080156+0.090543i,0.015923-0.014751i,-0.017244-0.043528i,-0.018054-0.019891i,-0.0054714-0.013011i,-0.0056851-0.013115i,-0.0028403-0.0074931i,0.00047276-0.0053184i,-0.0044152-0.0057015i,-0.014227-0.0062883i,-0.021596-0.0055981i,-0.018574-0.0061612i,-0.0065507-0.0099486i,0.0011008-0.010574i,0.0008904-0.0069263i,0.0031083-0.0046361i,0.0062672-0.0074184i
-0.13706-0.074667i,-0.21524-0.14201i,-0.20403-0.17304i,-0.099392-0.16423i,0.011067-0.16953i,0.032571-0.16304i,-0.0070149-0.071993i,-0.0058749+0.034136i,0.027555+0.049927i,0.023761+0.0182i,0.0064394+0.01251i,0.0072337+0.014068i,0.0065663+0.0046201i,0.00071327-0.0017635i,0.00031161-0.0015013i,0.0078818+0.00083982i,0.016128+0.0020567i,0.014955+0.003972i,0.0067519+0.0067243i,0.0020866+0.0064155i,0.00065684+0.0057797i,-0.001945+0.009054i,-0.0029822+0.013743i
0.16198+0.0080571i,0.25643+0.039902i,0.26251+0.068546i,0.15568+0.081131i,0.035427+0.11916i,0.0017763+0.12609i,0.016203+0.04201i,-0.0021141-0.042212i,-0.031625-0.040363i,-0.016498-0.0081675i,0.005708-0.0089966i,0.0025294-0.012227i,0.00042058-0.00088623i,0.0040644+0.0032852i,-0.0018053-0.0014374i,-0.012744-0.0039134i,-0.017582-0.001079i,-0.013668+0.0014296i,-0.0080899+0.0014267i,-0.0060126+0.00083161i,-0.0036098-0.002177i,-0.00047312-0.011121i,-0.00081248-0.01776i
-0.14481+0.068026i,-0.24937+0.081322i,-0.25948+0.067405i,-0.14563+0.028597i,-0.031851-0.038213i,-0.012021-0.051518i,-0.03226+0.018979i,-0.015733+0.077316i,0.011724+0.058875i,0.001704+0.020745i,-0.012697+0.016525i,-0.0089986+0.014879i,-0.010314+0.0025673i,-0.012232-0.0014587i,-0.0033161+0.00069658i,0.0080047+0.00079199i,0.013856-0.00059205i,0.012227+0.00078231i,0.010802+0.0057582i,0.013226+0.0089814i,0.011595+0.0079525i,0.005514+0.0091407i,0.0026886+0.011563i
0.09442-0.13276i,0.17806-0.20032i,0.18099-0.18922i,0.088333-0.098929i,0.012075-0.0094927i,-0.00058465-0.0080865i,0.005182-0.075711i,-0.015381-0.11127i,-0.033765-0.073635i,-0.016342-0.023938i,0.0031694-0.011804i,0.0052224-0.0078833i,0.0081659+0.0029424i,0.0091203+0.0056306i,0.0016419+0.0020107i,-0.0061805-0.00044967i,-0.0092489-0.0025505i,-0.01059-0.0093999i,-0.01357-0.01737i,-0.015599-0.016535i,-0.012831-0.011234i,-0.0088445-0.0079724i,-0.0091554-0.0041723i
-0.017484+0.16411i,-0.062629+0.26887i,-0.078827+0.2677i,-0.053688+0.16229i,-0.036745+0.088529i,-0.031267+0.087873i,-0.022394+0.11286i,0.00028662+0.10786i,0.016809+0.055453i,0.0050339+0.0068871i,-0.0086433+0.0001746i,-0.0081263+0.0014227i,-0.009852-0.0071946i,-0.010404-0.0069529i,-0.0018141+0.00071206i,0.0073485+0.0031477i,0.0096817+0.0018415i,0.0074059+0.0044291i,0.0039511+0.0083989i,0.002339+0.0070466i,0.0053561+0.0021059i,0.010113-0.0018732i,0.01274-0.0072492i
