-0.0047643-0.00026433i,-0.0043888+0.0013897i,-0.0031147+0.0029912i,-0.0015295+0.0030978i,-2.2944e-05+0.0030159i,0.001059+0.0020785i,0.00089037+0.0014584i,0.00032443+0.001699i,1.1237e-05+0.0013582i,0.001502+0.00039956i,0.0026076-0.00044057i,0.0020617-0.00058777i,0.0017181-0.00060361i,0.001472-0.0016775i,0.0014027-0.0030495i,0.0010001-0.0024898i,-0.00030346-0.0015884i,-0.0011393-0.0010915i,-0.0012697-0.00069498i,-0.000943-0.00019743i,-0.0010824+0.00059455i,-0.0013188+0.00093105i,-0.00067992+0.00080709i
0.0016561-0.00051225i,0.001112-0.0021673i,0.001119-0.003031i,0.00025605-0.002552i,-0.00086921-0.0012088i,-0.00073854-3.0672e-05i,0.00036211+0.00066533i,0.00056607+0.0010289i,4.9364e-05+0.00041877i,-0.00036872-0.00020954i,-0.0007673+8.2284e-05i,-0.00075267-4.86e-05i,-0.00047088-0.00027859i,-0.00052913+0.00050055i,-0.00081228+0.00059688i,-0.00086334+0.00018526i,-0.00081602-0.00034436i,-0.00089316-0.0009112i,-0.00088083-0.00045104i,-0.00039117+7.125e-05i,0.00024608-0.00046622i,5.2997e-05-0.00085292i,-0.00081925-0.00031135i
0.0019589-2.146e-05i,0.0013884-0.0014972i,-0.0001977-0.0024857i,-0.00037107-0.0022022i,0.00064035-0.0013147i,0.0012029-2.8691e-05i,0.00038308+0.00065534i,0.00045019+0.00043103i,0.0013659+8.9036e-05i,-8.5161e-07+0.0003641i,-0.00069064+0.00076637i,-0.00070514+0.00024175i,-0.00073504+0.00029814i,-0.00088098+0.00070825i,-0.0016499+0.0008484i,-0.00072258+0.00054142i,0.00037811+0.00023084i,0.00015857+0.00017025i,-0.00036204-0.00012047i,-0.00070855-0.00045171i,-0.00038412-0.00045855i,0.00044649-0.00012073i,0.0011022-6.4502e-05i
-8.8029e-05-0.00048063i,0.00089244-0.00098425i,0.00099134-0.0010505i,0.00036742-0.00091147i,-2.6435e-05-0.00043061i,0.00027134-0.00021915i,0.00018537-4.6926e-05i,0.00059908-0.00073167i,0.00084285-0.001354i,0.00027364-0.00075302i,-0.00029692-0.00042003i,-0.00029957-0.00063667i,0.00015287+5.743e-05i,0.00076514+0.00069243i,0.00057993+0.00081182i,0.00035511+0.00012377i,-0.00013934+0.00018046i,-0.00056926+0.00083328i,-0.00012679+0.00036976i,0.0001997-0.00034043i,0.00045838+5.2051e-05i,0.00061489+0.00036311i,0.00025243+0.00061965i
0.00018488+0.0021018i,0.00038538+0.00036656i,0.00071901-0.00014018i,3.6091e-05-0.00082283i,-7.4134e-05-0.00091963i,0.00046538-0.0005996i,0.00019804-5.1046e-05i,-0.0006621+0.00053393i,-0.00084304+0.001022i,8.8444e-05+0.00065413i,0.001144+0.00028908i,0.00066923+0.0001534i,-0.00033372-0.00059948i,-0.0003109-6.9668e-05i,-0.00053446-0.00026613i,-0.0006804-0.00098815i,-0.00071251-0.0013139i,-0.00077446-0.0010917i,-0.00073581-2.731e-05i,-0.00065548+0.00011302i,-0.00048699-7.2496e-05i,-0.00017483+6.1957e-05i,0.00016811-0.00017909i
-0.0014286-7.9791e-05i,-0.00073445-0.000392i,0.00017374-0.00088847i,0.00095671-0.0010693i,0.0010376-0.0015427i,0.00048341-0.0011399i,0.00057388+1.9159e-05i,-8.1137e-05+0.00049843i,-0.0011435-1.8909e-05i,-0.00080507-0.00047135i,-4.9233e-05-0.00040012i,-0.00044506-1.7053e-05i,-0.00038685+0.00026739i,-0.00035523+0.0001732i,-0.00050371-0.0005383i,-0.00021634-0.00088228i,0.00025068-0.00032555i,0.00027902+2.2575e-05i,0.00032606+0.00053335i,0.00075879+0.0010686i,0.00068558+0.0007007i,-0.00040739+0.0005095i,-0.00086959+0.00061998i
0.0013124-0.001608i,0.0014315-0.0012798i,0.00066725-0.0013064i,-0.00031009-0.0017084i,-0.00046049-0.0013704i,-0.000595-0.00021128i,-0.00055139+0.00065234i,-0.00042125+0.0010575i,-6.3049e-05+0.00091052i,0.00047961+0.00099934i,0.00098419+0.00074035i,0.001354-0.00042835i,0.00077185-0.0013831i,3.7948e-05-0.00058639i,-0.00019336+0.00022344i,-0.00027369-7.8019e-05i,9.0097e-06+0.00016008i,-0.00059362+0.00077322i,-0.00051769+0.00052835i,4.5106e-05+0.00016558i,0.00020147+0.00040974i,0.00031466+2.8262e-05i,-0.00016016-0.00045194i
-0.00010598-0.00060835i,0.001086-0.00025816i,0.00051491+0.00012942i,-0.00012208+0.00023753i,6.23e-06+0.00079055i,0.00022376+0.00068963i,0.00018154+0.00055922i,0.00036012+0.00080612i,0.00069684+0.00074984i,0.00024947+0.00011702i,-6.989e-05-0.00083088i,0.00054288-0.00055779i,0.00080184-0.00058334i,0.00033027-0.00050634i,0.00040893-0.00060215i,0.00053055-0.00066534i,-4.6292e-05-0.00035561i,0.00030174-2.8896e-05i,0.00034832+0.00018637i,-0.00014788-0.0001102i,-0.00012948-4.9572e-05i,4.062e-05+0.00033661i,-0.00024335+0.00076311i
0.0015595-0.0033309i,-6.5065e-05-0.0044301i,-0.0017894-0.0048476i,-0.0025336-0.0038574i,-0.0019039-0.0019947i,-0.00098648-0.00049007i,0.00014124+5.2778e-05i,0.00062835+1.9366e-05i,1.9409e-05-0.00060223i,0.00014659-0.00075207i,0.0004457-0.00030374i,0.00053222-0.00018694i,0.0016053-0.00013527i,0.0020899+0.00018302i,0.0017523+0.0011805i,0.00086384+0.0014109i,-0.00025082+0.00032627i,-0.00023681-0.00019361i,0.0003752-0.00039748i,0.00059402-0.00094316i,0.0001081-0.00060591i,-0.0007943-8.3818e-05i,-0.00087578+0.00049981i
-0.00060364+0.0010725i,-0.00031861+0.0010738i,0.00030476+0.0006924i,0.0011616+0.00015484i,0.00085845+0.00091284i,0.00029995+0.00059867i,0.00015685-2.8751e-05i,0.00017342+0.00046202i,0.00051619+0.00062579i,0.00043125+0.00037799i,-2.3471e-05+0.00020137i,0.00079466+0.0003404i,0.0014433-0.00010757i,0.00096149-0.00058297i,0.0010212-0.00040896i,0.00074876-0.00048885i,1.4621e-05-0.0011663i,0.00016454-0.0010756i,7.7581e-05-0.00078411i,-0.00050153+0.00022405i,-0.0012817+0.00091775i,-0.00090636+0.00010891i,-0.00070008-0.00021115i
-0.00049142-5.8521e-05i,0.00042131-0.0012368i,0.00093282-0.0019121i,0.00068346-0.0015591i,0.00043693-0.00099441i,0.00058649-0.00071283i,0.0010205-0.00016662i,0.00049284+0.0006586i,-6.3225e-06+0.0011871i,-0.00033993+0.00096096i,1.2816e-05+0.00093931i,6.2617e-05+0.00087437i,-0.00020662-0.00050087i,0.00017601-0.00050049i,0.00015689-0.00047754i,0.0004658-0.00067811i,0.00026957+5.706e-05i,-0.00084376+0.0006284i,-0.0012433+0.00086691i,-0.00016035+0.00094236i,-0.00017477+0.00069259i,-0.00098121+0.00029745i,-0.00047655+9.7977e-06i
0.00056635-0.00036606i,0.00087422-0.00063041i,-0.00021851-0.00095441i,-0.0010922-0.00051011i,-0.00078072-0.00047666i,-3.9727e-05+0.00030987i,-0.00036842+0.0018196i,-0.00048837+0.0021398i,0.00020128+0.00117i,0.00053131+0.00041846i,0.00037701+0.00049223i,0.00018367+0.001127i,-0.00016733+0.00079136i,0.00012281+0.00046095i,0.00064272+0.00052953i,0.00090108+0.00070208i,0.00080953+0.00039594i,-2.4192e-05-0.00058797i,-0.00022473-0.0010791i,-0.00016099-0.00046536i,1.1926e-06-0.00015621i,-0.00014646-0.00037597i,-0.00081688+9.5868e-05i
-5.7613e-05-0.00095097i,0.00017463-0.0014413i,0.00013541-0.0013137i,1.5641e-06-0.00089963i,-0.0004616-0.00016209i,0.00049645+0.00020143i,0.00062893+0.00022883i,-5.9238e-06+0.00032233i,-8.4317e-05+0.00058358i,0.00022332+2.491e-05i,0.00068518-0.00089853i,0.00081928-0.00059456i,0.00026049-0.00023421i,9.7894e-05-0.00052009i,0.00019418-0.00028972i,0.00016471-0.00045592i,0.00024793-0.00082752i,0.00010739-0.00013047i,-0.00064639+0.0003379i,-0.00063056+0.00028908i,0.00019804+0.00029228i,0.00014591+0.00015099i,-0.0006851+0.00041613i
-0.0003997+0.0011633i,0.00073054+0.00061219i,0.0012626-0.00077103i,-0.00020223-0.0016334i,-0.00018391-0.0012502i,0.00071999-0.00046491i,0.00046259+0.00018881i,0.000169+0.00017013i,0.00016666+0.00010101i,1.6527e-05+8.0584e-05i,-7.0446e-05-0.00035159i,0.00015558+2.0391e-05i,0.00050428-0.0001279i,0.00055302-0.00058709i,-9.304e-05-0.00077526i,-0.00032592-0.00045411i,-0.0001921+8.9197e-05i,-0.00043583+0.00037134i,-0.00053895+0.00020007i,-8.3669e-05+0.00018781i,-0.00015625+0.00036517i,-0.00023399-0.00033181i,0.00010102-0.00074936i
0.0014913+0.00044877i,0.0021936-0.00050405i,0.0020036-0.0020092i,0.00069239-0.0023258i,-0.00059457-0.0017274i,-0.00099766-0.0011083i,-0.00067791+0.00019778i,-0.00058327+0.0013789i,0.00028058+0.0012079i,0.0006043+0.00052837i,0.00047669-0.00013006i,0.00015987-0.00025548i,0.0003129+0.00066256i,0.00023653+0.0014962i,0.00038117+0.00098606i,0.00025207+0.00035546i,0.00030708+8.754e-05i,0.00089123-5.9351e-05i,0.00098281-0.00073468i,0.00060894-0.001049i,0.00027205-0.00052822i,2.1768e-05-0.0002327i,7.5653e-05-7.4609e-05i
-0.0014579+0.00011195i,-0.0013035-0.00012918i,-0.00047164-0.00075961i,-0.00080888-0.0016754i,-0.00082092-0.0018025i,0.00047169-0.00093225i,0.00041088+0.00032911i,-5.9448e-05+0.00051835i,-0.00033782+0.00054673i,-0.00049174+0.0011466i,-0.00011036+0.0010856i,0.00047447+5.4131e-05i,0.00089751-0.001017i,0.0010791-0.0020565i,0.00069659-0.0022498i,-3.1502e-05-0.0010328i,-0.00056173-0.00059131i,-0.00074954-0.00043295i,-0.00043235-0.00043697i,-0.00069005-0.00051496i,0.00010094-0.00030386i,0.0014361+0.0003296i,0.00085345-4.8484e-05i
0.00089894-0.00052546i,0.0010791-0.0022725i,0.00075986-0.0035108i,0.00018779-0.0023167i,0.00048564-0.00032474i,0.00084112+0.00048735i,0.0002135+0.0013506i,-0.00090273+0.0016377i,-0.00079448+0.00095038i,-0.0002626+0.00013159i,0.00021701-6.9674e-05i,0.00043935+1.0056e-05i,0.00031706+9.0167e-05i,0.00044426+0.00038655i,0.00032119-3.7663e-05i,0.00036496-0.00067912i,0.00027555-0.00021183i,-0.00011235-8.2229e-05i,3.2116e-05+9.6916e-06i,0.00055155-0.00036634i,0.00065017-0.00056126i,0.00042644-0.00021294i,0.00022535-0.00023107i
0.00020251+0.00029159i,0.0015282-0.0010567i,0.0025059-0.0013907i,0.0020098-0.00060684i,0.00049711+0.0002379i,-0.00026503-9.41e-06i,0.00062254+0.00010554i,0.0009374+0.0010049i,0.00046629+0.00045741i,8.1091e-05-0.00089254i,0.00027797-0.00090923i,0.00054386-0.00068959i,0.00050097-0.00015782i,0.00061602+0.00011425i,0.00097937-0.00051396i,0.00044524-0.0010909i,-8.926e-05-0.0015176i,-2.4361e-05-0.0014122i,0.0001061-0.00063234i,-5.069e-05-8.0451e-05i,-1.8939e-05-0.00013928i,0.00030153-9.2242e-05i,0.00070202+0.00052971i
0.0016435+0.00087212i,0.0034295+0.00045031i,0.0034799-0.00037174i,0.0014194-0.0014776i,-5.1856e-05-0.0013214i,-0.00069598-0.00043496i,-0.00044473-6.0159e-05i,8.9839e-05+0.00045236i,-1.4028e-05+0.00012585i,-0.00029559-0.00073153i,-0.00044565-0.00045057i,-0.00037957+0.00011305i,-0.00038223-0.00032038i,-0.00051974-0.00046954i,-0.00068641+1.4431e-05i,-0.00087477-0.00069395i,-0.00081929-0.0012967i,-0.00055482-0.00024281i,5.9422e-05+0.00044296i,0.00033609+0.00031842i,0.00029213-4.7546e-05i,0.00052663-9.7736e-06i,-3.5206e-05+0.00013983i
-1.3699e-05+0.00015151i,0.00010966-0.00091795i,0.00047065-0.001759i,0.00031981-0.0022152i,0.00038281-0.0016961i,0.0010073-0.00050165i,0.0012124+0.0002822i,0.0008439+0.00037522i,0.00063608+0.00013326i,0.00019041+1.1585e-05i,-0.00047428-6.0893e-05i,-0.00056673-4.4814e-05i,-0.0002025+0.00044902i,0.00066907+0.00018431i,0.0011749-0.00016275i,0.00089629+0.00030177i,0.00015052+0.00015604i,-0.00011456+7.2226e-05i,0.00025011+0.00048879i,0.00060502+0.00016646i,0.00047215-0.0008866i,0.00057891-0.00082694i,0.00011659-0.00013367i
0.00096053+0.0014782i,0.00077168+0.00095393i,0.0012587-0.00056053i,0.0011593-0.001634i,-4.8254e-06-0.0019125i,-0.00043896-0.0011386i,-9.8273e-05+3.843e-05i,0.0001215+0.0010619i,0.00016303+0.0011429i,0.00037192+0.00048373i,-5.8966e-05+0.00025389i,-0.00065217-0.00019106i,2.9487e-05+2.0802e-05i,0.00019382-0.00034162i,0.0002613-0.0009829i,0.00043766-0.00088975i,-4.4716e-05-0.00092918i,-6.1686e-05-5.8389e-05i,0.00017618+0.00027503i,-4.9697e-06+0.00031428i,-0.00028744+0.00054347i,-0.0004585+8.5744e-05i,-0.00044944+0.00016328i
-0.0010983-0.00045214i,0.00017011-0.00065034i,-0.00065585-1.3397e-06i,-0.001165+0.0010314i,-0.00046289+0.0013671i,0.00024341+0.00079122i,0.0005355+0.00030536i,0.00077029+0.00028348i,0.00050323+0.00059543i,0.0002126+0.00052609i,0.00070211+0.0008198i,0.0016564+0.0010054i,0.0016576+0.00049971i,0.0013873-0.0003179i,0.0015198-0.00039538i,0.0010335+3.6279e-05i,-4.0838e-05+0.00045615i,-0.00063176+2.9427e-05i,-0.00011434-0.00016805i,0.00048297-0.00027737i,-0.00024013-0.00051049i,-0.0007596-0.00027656i,-0.00017355+0.00042565i
0.0027184-0.00063703i,0.0021849-0.0012545i,0.0030197-0.0025206i,0.0028485-0.0030571i,0.0017321-0.0021114i,7.7734e-05-0.00033245i,-0.00034736+0.00064787i,-2.5791e-05+0.00034378i,0.00063529-0.00026237i,0.0010247-7.0372e-05i,0.00070862-2.3137e-05i,-0.00047777-0.00048385i,-0.00073877-0.00064533i,-0.00036149-0.00053267i,-6.4947e-05-0.00035171i,0.00053477+0.00031143i,0.00045442-0.00010666i,0.00062366-0.00080292i,0.00084788+0.00033935i,0.00048541+0.00039831i,0.00050304-0.00049442i,0.0002427-0.00037511i,-0.0011271+0.00050881i
-0.00025996-0.0012125i,-0.0004984-0.0012377i,-0.0012484-0.0018844i,-0.002121-0.0017688i,-0.0020525-0.0005893i,-0.00065617+0.00060871i,0.00041443+0.001349i,0.00043757+0.001116i,-0.00021432+0.00046489i,2.5979e-05-2.2385e-05i,-7.2765e-05-0.00032136i,4.1289e-05+2.3834e-05i,0.0012973+0.00057678i,0.0018247+0.00074668i,0.0011029+0.0006608i,0.00034265+0.00073291i,-0.00020316+0.00056898i,0.00032328+0.00039022i,0.0010525-1.5421e-05i,0.00097876+0.00023051i,-0.00018576+0.00022293i,-0.00039825-3.5348e-05i,0.00024014+0.00048332i
0.00047477+0.0013542i,0.001289+0.00011709i,0.0022472-0.00088692i,0.0022005-0.0012331i,0.0016997-0.0012068i,0.00081063-0.00075984i,-0.00040466-0.00017449i,-0.00091217+0.00027017i,-0.00031449-0.00022561i,-0.00011294-0.00061963i,-0.00039104+0.00020772i,0.0003078+0.00055285i,0.00050201-0.0001773i,-0.00083848-0.0005075i,-0.00060725-0.00050354i,-1.5724e-05-0.00024041i,-4.5852e-05-0.00017285i,-0.00033966-6.759e-05i,-0.00074903+0.00040227i,-0.00055688+0.00056211i,0.00025146+0.00010377i,0.00081792+0.00052502i,0.00042325+0.00098211i
0.00022576-0.0013925i,0.00051601-0.0025909i,-4.4747e-05-0.0029618i,-0.0015735-0.0022437i,-0.0020488-0.0011337i,-0.0018024-0.00012515i,-0.00036013+0.00037795i,0.00056898+0.00039712i,0.00059916+0.00093502i,0.00090592+0.0010282i,0.0016342+0.00040461i,0.0023002+0.00012513i,0.001755-0.00049609i,0.00098934-0.00019074i,0.00066748+0.00052243i,-0.00014031+0.00015661i,-3.072e-05+7.6185e-06i,0.0003957+0.0004437i,0.00013524+0.00049759i,-0.00059966-0.0002578i,-0.00059559-6.0521e-05i,-0.00031502+0.0011064i,-0.00071117+0.0012288i
-0.0012242+0.00061089i,-0.0001299+0.00089224i,0.00022721+0.0013112i,0.00054881+0.0014807i,0.00072999+0.0011047i,0.00053557+0.00044772i,-0.00014044+0.0010281i,-0.00059118+0.0016887i,-0.00047121+0.0015548i,0.00043791+0.0012334i,0.00032103+0.00048645i,-0.00035925-0.00035594i,0.00057928-0.00081194i,0.0017513-0.00074232i,0.0010367-0.00097641i,-0.00016085-0.00055072i,-0.00072458-8.788e-05i,-0.00064174-0.00053987i,-0.00056198-0.00048025i,-0.00078456+0.00021236i,0.00012211+0.00095429i,0.00027882+0.00057861i,0.00018306-0.00025916i
0.00091356+0.00094837i,0.0012572-0.00055979i,0.0016069-0.0023893i,0.0010814-0.0030399i,0.00084194-0.0024496i,0.00084268-0.0012848i,0.00072624-0.0003445i,0.00025876+0.00037005i,-1.6873e-05+0.00042213i,0.00056942+0.0002693i,0.00063267+0.00045637i,0.00017533+0.00051348i,-0.00021548+6.2053e-05i,-8.5811e-05-0.00030627i,3.3993e-05-2.9484e-05i,-0.0003603+0.0006093i,3.4691e-05-1.931e-05i,0.00063495-0.0010391i,0.00027552-0.00090514i,0.00051394-4.1816e-05i,0.0010758+0.00046405i,0.00086351+9.6235e-05i,0.00079654+5.5231e-05i
0.0021591+0.0015681i,0.0016709+0.00049204i,0.0012389-0.0014242i,0.00035867-0.0022866i,-0.0010378-0.001949i,-0.0018556-0.0016075i,-0.00070307-0.00032978i,0.0002581+0.0013618i,-0.00043958+0.00097186i,-0.00070941-0.00028711i,-0.00013932-0.00015052i,0.00021675+0.00047677i,0.00038201+0.00039602i,0.00026458+0.00011509i,0.00032709+2.2053e-05i,0.00056203-0.00062517i,8.54e-05-0.0010944i,-0.00025569-0.00065396i,0.00040874-0.00023167i,0.000736+0.00018379i,0.0008268+0.00021536i,2.1444e-05+0.00053948i,-0.00081354+0.0005302i
0.00079816+0.0032076i,0.0010656+0.0019182i,0.0018868+0.00043743i,0.0023944-0.00048112i,0.001886-0.00045114i,0.00031064-0.00060118i,-0.00076367-0.00028327i,-0.00065958+0.00038888i,0.00043025+0.00074044i,0.00088692+0.00040025i,0.00084513-0.00051946i,0.0010521-0.00060146i,0.00051622-0.00059078i,-0.00053748-0.00031721i,-0.00017393-0.00053352i,0.00031807-0.00025354i,0.00016826-0.00042487i,-0.00019212-0.00087128i,-0.00098563-0.00025383i,-0.00073569-6.0341e-05i,0.00022574-5.496e-05i,0.00067786-0.00015764i,-0.00011235-0.00028749i
0.00074195-0.00028368i,-6.5528e-05+0.00016569i,-0.0012472-0.0015363i,-0.001559-0.0018083i,-0.0015696-9.2393e-05i,-0.00098764+0.00085136i,-0.00052829+0.00072064i,-0.00079515+0.00045437i,-0.0005556-0.00026867i,-0.0002337-0.00025629i,0.00028332+0.00033859i,3.5737e-05+0.00055531i,-2.3825e-05+0.00082632i,0.00041974+0.0010951i,1.5511e-06-4.8642e-05i,3.4964e-05-0.00054213i,0.00023859+0.00079666i,-7.4557e-05+0.0014163i,-2.3223e-05+0.00056365i,0.00031909+0.00025874i,0.00063835+0.00088965i,0.0004221+0.00068073i,0.00012689-0.00043287i
-0.00068244+0.000156i,0.00036816-0.00081991i,0.00076918-0.00048977i,0.0011203+0.00037524i,0.0022981+0.00046348i,0.0023214+0.00034878i,0.00071621-8.5221e-05i,-0.0001181+0.00011661i,0.00023612+0.00047651i,0.00047253+2.2817e-05i,0.00010649-9.7482e-05i,-0.00036899-0.00047545i,0.00026246-0.00094202i,0.00070582-0.00057746i,0.00059879-0.0015128i,9.9467e-05-0.0015511i,-0.0002577-0.00049812i,0.00048552-0.0005691i,0.0010218-0.00059514i,0.00055011-0.00023207i,-9.0874e-06+0.0002327i,-0.00019433+0.00036422i,0.00024291+0.0004945i
0.001643-0.00053141i,0.0018933-0.0013823i,0.00097811-0.0021107i,0.00020805-0.0024925i,-0.00013814-0.0020179i,-0.00021792-0.0011842i,-7.0307e-06+0.00019843i,0.00013409+0.00063773i,-0.00063091+0.0007734i,-0.00068468+0.00066871i,-0.00057965+0.00041971i,-0.0004203+0.00059516i,0.00030222+0.00042706i,0.00053634+0.0001646i,0.00045228+0.00073628i,-0.00050768+0.000685i,-0.00065028-0.00011099i,-0.00076629-0.00071495i,-0.00097689-0.00072756i,0.0002999+7.7322e-05i,0.00066301+0.00058907i,-4.8131e-05+0.0002541i,-0.00043257+0.00032413i
0.00075082+0.00056777i,0.0011339+0.00059547i,0.00092155-0.0011659i,-0.0001629-0.0016755i,-0.0014432-0.0012847i,-0.0014675-0.00019557i,-0.00035336+0.0013238i,0.00013194+0.0014125i,0.00017636+0.0010361i,0.00048272+0.00043172i,0.00046496+0.00053794i,6.3615e-05+0.00059325i,-0.00064206+0.00015503i,-0.0004878+0.00019626i,0.00087169+0.00045063i,0.00056612+0.00079888i,-0.00052813+0.00034926i,-0.00034192-7.7987e-05i,7.879e-05+0.00036745i,0.00011654+0.00097743i,-0.00069528+0.00072826i,-0.00081932-5.2442e-05i,-0.00027467+1.9397e-05i
-0.00079876-0.00015257i,-0.00021074-0.0005947i,-0.0011062-0.00057295i,-0.0016395-0.00093154i,-0.0016288-0.00093233i,-0.0010228-0.00013376i,0.00017117+0.00017301i,0.00071389+0.00083412i,0.00055475+0.0014976i,0.00075715+0.0013265i,0.00030345+0.00082595i,-0.00018143+0.00062828i,-0.00013687+0.00031316i,0.00046496-4.259e-05i,0.0015692+0.00024201i,0.0010094+0.00068299i,0.00045607+0.00057326i,0.0005753+0.00015923i,-0.00034503+0.00053706i,-0.0010445+0.00069547i,-0.00042566+0.0002146i,9.8851e-05-2.9881e-05i,-0.00058146+2.5126e-05i
0.0012951-0.0014199i,0.0022429-0.0027032i,0.0011286-0.0030954i,-0.00042457-0.0023026i,-0.0006781-0.00066181i,-0.00022152+5.6332e-05i,-7.5057e-06+0.00024254i,0.00071637+0.0001798i,0.0010395-0.00055213i,0.00036802-0.00038041i,0.00049884+0.00047196i,0.00018043+0.00037548i,-6.1726e-05+0.00050325i,-0.00029203+0.00049794i,-0.00041668-0.00016985i,1.2679e-05-0.00066983i,0.0005391-0.00070208i,0.00086211-0.00033125i,-0.0001833-4.2305e-05i,-0.0003137-0.0002416i,0.00040738+0.00017454i,0.00065768+0.00016676i,0.00027972+2.5695e-05i
0.00072821+0.00093838i,0.00044818+0.00087121i,0.0010633-0.00025148i,0.00063873-0.001589i,-0.00079256-0.0012914i,-0.0011715+0.00023019i,-0.00086611+0.00078772i,-0.00054148+0.0004978i,-0.00028704+0.00047245i,-0.00058803+0.00038006i,-7.6974e-05-0.00010398i,0.00065336+0.00015181i,0.00068208+0.00077809i,0.00053372+0.00039181i,0.00030659-0.0001903i,0.00052033-0.00054223i,-0.00046495-0.00064686i,-0.00083948-0.00017528i,-0.00065967+0.00058249i,-9.1759e-05+0.00070377i,0.00096426-0.00014129i,0.00051801-0.00031258i,0.00049485+0.00045929i
-0.0008445+6.904e-05i,-0.00071051+0.00038138i,-0.00093788-0.00060005i,-0.00070066-0.00040075i,-0.00061093+0.00043517i,1.0549e-05+0.00035147i,0.00016056+0.00013998i,-0.0003712+0.00026789i,-0.00080792-9.9975e-05i,-0.00038233-0.00013933i,0.00057113+0.00046351i,0.00087353+0.00030317i,0.00070453-6.5368e-05i,0.00032526+4.4192e-05i,0.00013438+0.00082466i,0.00022852+0.0012215i,-2.627e-05+0.0001457i,-0.00025254-0.00094473i,0.00052198-0.0011911i,0.00067066-0.00099128i,0.0005154-0.00039749i,4.7912e-05+0.00044367i,-0.00049675+0.00050198i
0.0010001-0.00051795i,0.0018906-0.0012921i,0.00022598-0.0026777i,-0.001172-0.0025696i,-0.0014463-0.0010548i,-0.00026858-3.8587e-05i,0.0012061-2.812e-05i,0.0013043+5.5819e-05i,0.0002686-0.00062292i,-7.1942e-05-0.00060274i,7.6583e-05+0.00057991i,-5.2401e-05+0.00057282i,2.3548e-05+0.00043451i,0.00039519+0.00068284i,0.00027474+0.00098608i,-0.00023933+0.0008445i,-0.00022337+0.00055843i,0.00010712+0.0010764i,0.00061613+0.001092i,0.00061112+0.00069197i,0.0003487+0.00014913i,0.00010784+6.6227e-05i,4.799e-05-0.00022659i
0.0014899-0.00017367i,0.0021003-0.0017439i,0.0015369-0.003405i,0.0006605-0.0040772i,-0.00044168-0.0026519i,-0.0010306-0.00098111i,-0.00087237-0.0004262i,-0.00044446-0.00025114i,0.0003648+0.00026292i,0.0006001+0.00037045i,0.00021084+5.5502e-05i,-0.00022965+5.6579e-05i,-0.0002348+0.00042591i,0.00021871+0.00053221i,-0.00017794+0.00028788i,-0.00055384-0.00016389i,-0.0003232-3.0483e-05i,-0.00021466+7.3755e-06i,-0.00052082+0.00033561i,-0.001019+0.00039501i,-0.00062448+7.7546e-05i,-8.9642e-05-4.6492e-05i,-0.00055729-8.1343e-05i
0.0013063-0.00053396i,0.0013423-0.0015454i,0.0019131-0.0012547i,0.0008779-0.00085683i,-0.00035878-0.0013522i,-0.0001312-2.1782e-05i,0.00044344+0.0018976i,0.00046541+0.0015439i,0.00050509+0.00023171i,0.00047615-0.00036576i,0.00031555-0.00024384i,-0.00046264+0.00035092i,-0.00049995+0.00063542i,-7.099e-05-2.6137e-05i,-0.00018912-0.00033175i,-0.0004178+3.2579e-05i,6.6038e-05-0.00059258i,0.00034208-0.00093531i,-9.9183e-05-0.00038399i,-0.00051168-9.3856e-05i,-0.00038993+0.00036978i,-0.00017816+0.00031427i,-0.00041852-0.00049247i
-0.00014067+0.00045294i,-0.00010245+0.00042691i,-0.00061067-0.00019912i,-0.00076129-0.00071797i,-0.0006874-0.00036896i,-0.00061374-0.00028256i,-0.00059466-2.2977e-05i,-0.00038343-0.00017071i,0.00061184+0.00031006i,8.6363e-05+0.0014016i,-2.1007e-05+0.0013416i,0.00057408+0.00079121i,0.00063804+0.00071786i,0.00067591+0.0006451i,0.00074283-0.00059049i,0.00026966-0.0012803i,-0.00039493-0.0013013i,-0.00029902-0.00096727i,0.00013064-0.00051371i,0.00060937-0.00058098i,0.00069448-0.00040168i,0.0008237-0.00014118i,0.00053334-0.00060433i
0.0017095-0.00078185i,0.001939-0.0018707i,0.0013466-0.0030471i,0.00060817-0.0028097i,3.9088e-05-0.0015859i,-0.00038791-0.00079423i,-0.00028634+0.00028121i,-0.00048521+0.00070098i,-0.00093848+0.00092819i,-0.00038814+0.00081789i,3.5019e-05+8.4427e-05i,-0.00053813+1.5523e-05i,-0.00071622-7.409e-06i,-0.00063282+0.00034396i,-0.00059074-4.1349e-05i,5.7416e-05-4.1372e-05i,0.0005416+5.391e-05i,0.00049317-0.00011607i,-0.00011879+0.0002841i,-0.00016127-6.4839e-05i,-0.00034309-0.00073104i,-0.00021907-0.00053165i,-0.00047302+0.00036513i
