-0.0011347+0.00060208i,0.0001489-0.0010085i,0.00029973-0.0020328i,0.00028236-0.0016099i,7.9546e-05-0.00032438i,-0.00067704+0.0005392i,-0.00030081+0.00080566i,8.2312e-05+0.0012796i,-7.6328e-05+0.000919i,-3.1916e-05+0.00052105i,-0.00086864+0.00027167i,-0.0011231-1.508e-05i,-0.0013279-0.0003958i,-0.0013201-0.00094131i,-0.00077836-0.00071077i,-0.00098917-0.0003166i,-0.00037181-0.0011397i,0.00045665-0.0014371i,1.27e-05-0.00060346i,-0.000435+0.00027434i,0.00032678+3.8868e-05i,0.00086588+0.00021989i,0.00046852+0.00043457i
0.00038188-0.00058525i,0.00066683-0.00056753i,-2.8457e-05-0.00053572i,-0.0004266+0.00034699i,-0.00080169+0.00087257i,-0.00081056-0.00023679i,-0.0004334-0.00036026i,0.0001503-0.00022156i,0.00019521-0.00027688i,-0.00016386+3.9551e-05i,-4.0669e-05+0.00023279i,-0.00020533+0.00024555i,0.00016685+0.00067078i,0.0007723+0.0001199i,0.00073583-0.00048701i,7.9361e-05+0.00031877i,-0.00091911+0.00068394i,-0.00037903+9.6651e-05i,0.00063242+2.4793e-05i,0.00057357+0.00068626i,0.00063088+0.0005201i,0.00087681+0.00040802i,0.00020916-8.5876e-05i
0.00023553-0.001054i,0.00073063-0.00053536i,0.00013047-0.00081273i,-0.0015328-0.00085561i,-0.0016541-0.00096672i,6.6257e-05-0.00036454i,0.00065036+0.0001339i,-9.5521e-05+0.0003886i,-0.00028956+0.00021748i,-0.00017888+0.00045281i,0.00022121+0.00021856i,0.00048321-0.00021596i,0.00042461+0.00052868i,0.00035597+0.00026755i,0.0003938-0.00042813i,0.00026278-0.00026396i,0.00091566-8.5009e-05i,0.0013623-0.0005386i,0.00060277-0.00057513i,3.4388e-05+7.4914e-05i,-0.00035983+0.00029804i,-0.00029555+0.00064255i,0.00014906+0.00058637i
-1.8756e-05-0.00050037i,0.001126-0.00080849i,0.001048-0.00034702i,0.00054592-0.000265i,-0.00065611-0.00056802i,-0.00086026-0.00064285i,-0.00046494-9.1051e-05i,-0.00034508-4.1996e-05i,-0.00045588-0.00031617i,0.00046035+0.00024341i,0.0011526+0.00089038i,0.00096256+0.0013883i,0.00061407+0.0015326i,-2.3117e-05+0.0015154i,0.00024533+0.00081987i,0.00042534+0.00031825i,-0.00026094+0.00020474i,-0.00039977-0.00037285i,-0.00039304-0.00072718i,-0.00080175+0.00015969i,-0.00096916+0.00076745i,-0.00051249+0.00016452i,-0.00042528-0.00035018i
-0.00068155+0.0024353i,0.00044171+0.0015084i,0.0016636+0.0018336i,0.0016992+0.002393i,0.00021362+0.00131i,-0.0012376-0.00044686i,-0.001766-0.00093267i,-0.0017164-0.00010829i,-0.00072771+0.00041913i,0.00015346+0.00015832i,-5.9238e-06+0.00036401i,-0.00022041+0.00038794i,0.00010508+2.1563e-05i,9.1594e-05+0.00069749i,0.0001811+0.0011511i,0.00024293+0.00063142i,0.00019513-7.5767e-05i,0.0002861-0.00073354i,0.00054511-0.00076631i,0.00070112-6.0425e-05i,0.0012203+0.00068983i,0.0010392+0.00033077i,-0.00013458-0.00013027i
8.4109e-05+0.0017558i,0.0011301+0.001372i,0.001508+0.00089369i,0.0010793-0.00044895i,0.00069883-0.0013897i,0.0003779-0.0013947i,0.00025273-0.00054734i,0.00024095+0.00042143i,0.00073882+0.00021959i,0.00094852-0.00057937i,-0.00010842-0.00085847i,-0.0013529-0.00014598i,-0.0011515+0.00042246i,-0.00060174+0.00077302i,0.00043077+0.00018896i,0.0015312-0.00017841i,0.00046179+0.00016217i,-0.00019177-0.00034574i,-8.8861e-06-0.00070269i,-0.00028321-4.3989e-06i,-0.00051063+0.0004331i,-0.00043234-0.00014978i,-0.0002583-4.5031e-05i
0.00056479-0.0016086i,0.00069744-0.0018313i,0.00037905-0.0026847i,0.0001435-0.0021889i,-0.00043019+0.00039657i,-0.0011914+0.00108i,-0.0012226+0.00029536i,-0.0001172-0.00029269i,0.00027431-0.0005164i,0.00040627-0.00061789i,0.00066771-0.00042201i,8.6932e-05+0.00086457i,-0.00026086+0.0014881i,0.00055621+0.00063623i,0.00080102-0.00031108i,-2.6167e-06+8.2119e-05i,-0.00023643+0.00010668i,0.00024888-0.0010649i,0.00031658-0.00096648i,-0.00010091+0.00032563i,0.00012863+6.1541e-05i,0.00074159-0.00062195i,0.0009153-0.00024995i
-0.0016178-0.0013747i,-0.0029541-0.0010893i,-0.0031763-0.0011664i,-0.0026149-0.0010025i,-0.001612-0.0001688i,-0.00068632+0.00042291i,-2.1505e-05+0.0013958i,-0.00034205+0.0011956i,-9.0173e-07+0.00026864i,0.00041336-7.5822e-06i,-2.4314e-05+0.0001143i,-0.00047578-6.0141e-05i,-0.00063747-6.5849e-05i,-0.00013421-6.3711e-05i,5.6065e-05-0.00076936i,-6.6384e-05-0.00079088i,0.00022268-0.00070725i,0.0007658-0.00084183i,0.0011165-0.00059612i,0.00064445+0.00015963i,-0.00045947+0.00020086i,-0.00073451-0.00038388i,-0.00068053-0.00029354i
0.0010472-0.00018738i,0.0010599-0.00049182i,0.0010605+0.00012775i,0.00078282+0.00050512i,-0.00032575+8.1392e-05i,-0.0013069-0.00023139i,-0.001465-0.00051457i,-0.0014019-0.0008833i,-0.0010389-0.00068917i,-0.0003575-0.00059554i,-0.0001795-0.00024334i,-0.0003658+0.00074902i,-0.00043071+0.0010811i,-0.00044198+0.0011021i,-0.00032346+0.00014573i,0.00039542-0.00069689i,0.00071916-0.00030052i,0.00053492+0.00011015i,-8.719e-05+2.6819e-05i,-0.00056172-0.00046455i,-0.00035475-0.00034785i,-0.00042751+5.4729e-05i,-0.00050854+0.00058705i
5.1336e-05-0.001243i,-0.00065241-0.00074584i,-0.0018933-0.00056735i,-0.0027421-0.00039586i,-0.0022952-0.00019624i,-0.0015488+0.00028449i,-0.00061128+0.0010983i,0.00033249+0.001172i,-0.00019864+0.00083264i,-0.0010676+0.00046704i,-0.00034352+0.00029747i,0.00039301+0.00014098i,0.0011726-0.00028183i,0.001391+0.00026921i,0.00022177+0.00017927i,-0.00047042-0.0001378i,-0.00033739-0.00017i,-0.00063687-0.00027916i,-0.00058337-0.00020485i,0.00011973-0.00014236i,0.00027106+0.00017834i,0.00047053+0.00040298i,0.00032841+0.00014827i
-0.00025509+0.00010763i,-5.1374e-05+3.0257e-05i,0.0008457+0.00048014i,0.00070422+0.00049269i,-0.00026505+0.00026511i,-9.4052e-05+0.00022177i,-0.00016589+0.00059983i,-0.00057021+0.00043945i,-0.00047539-8.257e-06i,-0.00022728+9.2712e-05i,-5.2761e-05+0.00047721i,0.00032563+0.0003561i,0.00038693+0.00010575i,0.00025016+0.00035811i,0.00015373+0.00026918i,0.00021796+0.00031871i,0.00049214+0.0005084i,0.00048444+0.00030486i,8.579e-05+7.851e-05i,-0.00022774+0.00035358i,-0.00013164+0.00028214i,-0.00034187-0.00039752i,-0.00051513-0.00010268i
-8.1571e-06+0.00038124i,-0.00035299+0.00040518i,0.00032209+0.0004499i,0.00092902-9.4888e-05i,0.00035094-0.00054802i,-0.00037014-0.0005719i,-0.00034087-0.00030121i,-0.00031114+0.0010054i,-0.00053781+0.0013879i,0.00014509+0.00040606i,-3.179e-05-0.00021434i,-0.00030088+0.00014458i,-0.0009283+0.00034168i,-0.00071996-7.7652e-05i,0.00037397-0.00059504i,0.00016127-0.00056503i,-0.0001435-0.00026402i,0.00014093-0.00032334i,-4.2433e-05-1.6625e-05i,-0.00092974-0.00029866i,-0.0010359-0.00074601i,-0.0005871-0.00042525i,0.00053691-0.00020183i
0.00018057+0.0011594i,0.00039507+0.0010341i,-0.0002194+0.00017903i,-0.00087154-5.4268e-05i,-0.00079213-3.0694e-05i,-0.00010523-9.4309e-05i,-7.9838e-05+0.00060593i,0.00028899+0.00065905i,0.0007656+0.00014879i,0.00021424+0.00026771i,-0.0003582+0.00061702i,-0.000267+0.00076139i,3.4541e-06+0.00088864i,-0.00028721+0.00038872i,6.2604e-05-0.00021862i,0.00015545-0.00030815i,-0.00017545-0.0001099i,4.0323e-05+0.00059848i,9.7711e-05+0.001209i,1.0409e-05+0.0004967i,0.00023485+0.00029843i,-0.00026193+0.00064462i,-0.0009583-0.00019015i
-0.0023351+0.0001725i,-0.00098701+0.0012728i,-0.00083427+0.0020282i,-0.00049576+0.0020825i,-8.9047e-05+0.0011587i,-9.8587e-05+0.0003961i,-0.00056351+7.0584e-05i,-0.00065522-6.6791e-05i,-0.00038906-0.00023096i,0.0007361-0.00037411i,0.0015467-0.00031066i,0.00050514-0.00050317i,-0.00088776-0.00078743i,-0.0013546-0.0010136i,-0.0004151-0.0011971i,0.00036434-0.00053494i,0.00010586-6.1445e-05i,-0.00030227-4.7875e-05i,-0.00034237-0.0002835i,-0.00024723-0.00032259i,-0.00013891+0.00022133i,4.482e-05+0.00024209i,0.00022708-0.00034545i
-0.00022732+0.00072825i,-0.00010903+0.00081839i,0.00022128+0.00082619i,-6.6592e-05-3.8569e-05i,-2.8816e-05-0.0015005i,0.00065913-0.0013303i,0.00087632-9.15e-05i,0.0003184+0.00042881i,0.00015549+0.00011256i,0.00049958-6.8474e-05i,0.00063898-0.00017447i,0.0010309-0.00010877i,0.0013687-0.00020901i,0.00078473-0.00057044i,-0.000137-0.00036365i,-0.0005952+0.00033312i,-0.00033086+0.00096172i,0.00065917+0.0008173i,0.0012723-0.00015063i,0.00072109-0.00074588i,0.00034446-0.00053092i,-0.0002336+3.5637e-05i,-0.0009864+0.00020817i
-0.0001955-0.00058208i,0.00069122-0.00016863i,0.001013-7.8368e-05i,0.00020822+0.00073952i,-0.00088287+0.0013401i,-0.00062503+0.0013438i,-0.00054456+0.00079356i,-0.00035168-0.00023735i,-5.7447e-05-0.00033372i,-0.00022486+8.9982e-05i,-7.793e-05+0.0004203i,-0.00014567+0.0010992i,-0.0006718+0.0010218i,-0.00047443+0.00014537i,2.5665e-05+3.2406e-05i,0.00036245+0.00055196i,0.00032134+6.9946e-05i,-0.00030988-0.00038575i,-8.4783e-05-0.00015077i,-0.00026009+0.00020704i,-0.0011103+0.00046126i,-0.0010075-3.0674e-05i,-0.00035235-0.00050867i
-0.0005902+0.0012095i,-0.00022553+0.0020719i,-0.00048748+0.0025192i,0.00053844+0.0021258i,0.0013826+0.00098461i,0.00051761-0.0011704i,0.00012008-0.0017293i,-0.0001881-0.00098685i,-0.00044428+0.00044466i,0.00046495+0.0013039i,0.0012249+0.00052788i,0.0010214+0.00020985i,0.00069599+0.00032522i,0.0006314+0.00011138i,0.00027049+0.00010893i,-0.0006538+8.5855e-05i,-0.00047707+0.00046794i,0.00067987+0.00012911i,0.00056434-0.00076071i,-0.00013646-0.00049625i,0.00039446-0.00066797i,0.00048244-0.0011886i,-0.00048315-0.00026082i
0.00052276-0.00036993i,-0.00041258-0.0009949i,-0.0011021-0.0021831i,-0.0011504-0.0019927i,-0.0015827-0.00090208i,-0.0015564+0.00024129i,-0.00082493+0.00012134i,-3.7316e-05-5.2212e-05i,0.00091001-3.1303e-05i,0.0011172+0.00020545i,0.00057944-8.8588e-05i,8.2474e-05+3.8114e-05i,-0.0001606+0.00043354i,-0.00021633-2.8156e-05i,6.3411e-05-2.7679e-05i,0.00015207+8.4914e-05i,-9.1699e-05+0.00077552i,0.00071269+0.0013643i,0.0006742+0.00091263i,0.00055124+0.0008918i,0.00076388+0.00059761i,0.00031591-0.00013184i,-0.00056133-0.00059232i
-0.00090651-0.000958i,-0.00095661+0.00040356i,-0.0010796+0.0015633i,-0.0014176+0.0013106i,-0.0011964+0.00086745i,-0.00072097+0.00084241i,-0.00071845+0.00083574i,-0.0002468+0.00094033i,0.00049837+0.00089496i,0.00014869+0.00082652i,9.2662e-06+0.00070623i,0.00028006-0.0001188i,0.00060849-0.00085734i,0.0006997-0.00036613i,8.0223e-05-0.00047301i,0.00040895-0.00062442i,0.00091907+9.2189e-05i,0.00080517+0.00052051i,0.00056708+0.00043085i,0.00066439+0.0003701i,0.00088401+0.00020195i,0.00069974+0.00028303i,-9.335e-05+0.00019413i
0.00078841+0.00050137i,0.00095068+0.00065926i,0.0011536-0.0011029i,0.00075025-0.0026679i,-0.00034945-0.0021489i,-0.0011135-0.00072066i,-0.00061708-4.097e-05i,4.0041e-05+0.00050474i,-0.00010287+0.0002788i,0.00029882-2.5245e-05i,-0.00010083+0.00056056i,-0.00070356+0.00095945i,-0.00073173-0.00036169i,-0.00013368-0.001534i,0.00086223-0.0011316i,0.00036251-0.00046143i,-0.00028618+5.0063e-05i,-0.00035237-0.00023815i,-0.00011464-0.00027813i,0.00035805+0.00027754i,2.2192e-05+0.00053408i,-0.00033778+0.00041923i,-0.00046106+4.7525e-05i
-0.0010549+0.0001007i,-0.00015254+0.00020071i,0.00035461-0.00020142i,8.8852e-05-0.00083529i,-0.00039499-0.00076381i,0.00019419-0.00029597i,0.00063561-7.7555e-05i,-0.00046723+0.00011472i,-0.0012625+0.00013179i,-0.00066095-0.00013208i,0.00010076+0.00082065i,-0.00012011+0.0010952i,-0.0007078+0.00050552i,-0.0010356+0.00021918i,-0.0013241+0.00023978i,-0.0011422+2.7862e-05i,-0.00041105-0.00024742i,0.00022615+0.00013563i,0.00036663+0.00020128i,0.00032951-5.0335e-05i,-9.7061e-05-0.00023431i,-0.00012696-0.00013833i,0.00046584+0.00032693i
-0.0021335-0.0007268i,-0.0022715+0.00030666i,-0.0027663+0.0023401i,-0.0021718+0.0026181i,-0.00057536+0.0014261i,0.00033783+0.0011534i,6.6559e-05+0.00046182i,-0.00057681-0.00048455i,-0.0008177-4.1743e-05i,-0.00066442+0.00032413i,-0.000321-1.9025e-05i,-0.00023412-0.0001414i,-0.00040706+9.9698e-05i,4.518e-05-0.00014416i,0.00094675-0.00034683i,0.00099723-0.00042894i,0.00064035-0.00054346i,6.7291e-05-0.00010771i,-0.00053728+0.00017477i,2.858e-09+9.1936e-05i,0.00096712-0.00036712i,0.00059612-0.00067311i,-6.4504e-05+0.00019755i
0.00089278+0.001014i,0.00091219+0.0012537i,0.00099299+0.0012008i,0.0010785-8.962e-06i,0.00029543-0.00055453i,-6.6959e-06-0.00029589i,-0.00058897-0.00024955i,-0.00092492+4.3625e-05i,-0.00062015+7.3626e-05i,0.00014529-1.0717e-05i,0.0010807+0.00035424i,-0.0001502+0.00024339i,-0.0011269-5.0405e-05i,7.3565e-05+0.000119i,0.00054856+0.00094454i,0.00058341+0.00094765i,0.00065878+6.1919e-05i,-3.3718e-06+0.00066097i,-0.00040231+0.00098153i,-0.00033799+0.00050979i,-0.00013975+0.00046256i,-0.00056489+0.00063399i,-0.0010656+0.00039593i
-0.00011304+0.0004742i,0.00054574+0.00022526i,0.00092845+0.00071467i,0.0011816-0.00018442i,0.001058-0.00065766i,0.00010291-0.00063881i,-7.3278e-05-0.00051312i,-6.1299e-05-0.00017848i,0.00020044+0.0010354i,0.000727+0.0018203i,0.00044529+0.00081576i,-0.00045654+4.5997e-05i,-0.00024688+5.3314e-05i,0.00070532+0.00048709i,0.00059673+0.00076254i,0.00013974+0.0002213i,0.00041835-0.00042622i,0.00038007-0.00029441i,-0.00017821+0.00024412i,-0.0005323+0.0005854i,-0.00030112+0.00019188i,3.2469e-05-2.6397e-05i,-0.00039046+0.0005162i
-0.001428-0.00090102i,-0.0018668-9.4774e-05i,-0.0029316+0.00016889i,-0.0022533+0.00075716i,-0.00063554+0.001819i,0.00012586+0.0018341i,0.00050691+0.00051418i,0.00022467-0.00051611i,2.8757e-05-0.00024312i,0.00050044+0.00056222i,0.0011151+0.00064331i,0.0008983-0.00016555i,-0.00026502-0.0006629i,-0.00029959-0.00040459i,-0.00036675-0.00064097i,-0.00073819-0.00060979i,-0.00083888+0.00021882i,-0.00072206+0.00035683i,4.0246e-06+6.2892e-05i,0.0002351-0.00033306i,0.00037772-1.7628e-05i,0.00016278+8.5416e-05i,-1.3982e-05-0.00039532i
-0.00060393-0.0010868i,-0.00081291-0.00047975i,-0.00075087+0.0005797i,-0.0012383+0.0007708i,-0.0013269+0.0006098i,-1.6802e-05+0.00097706i,-0.00010137+0.00088864i,-0.00057185+0.00034236i,-2.745e-05+0.00030098i,-0.00015709-3.444e-05i,1.4265e-05-7.1858e-05i,0.0005296+8.2198e-05i,0.00023207+0.00024087i,-0.00056822-8.0218e-05i,-0.0011452-0.00027107i,-0.0012771+9.4291e-05i,-0.00069782+0.00035378i,0.0006021+0.00027074i,5.3478e-05+1.1787e-05i,-0.0012323+0.00064645i,-0.0012236+0.00066424i,-0.00044888+0.00020773i,0.00049229+0.00018206i
-0.00032438-0.0020593i,-0.00027467-0.0011718i,-0.00095022-0.00085299i,-0.0020826-0.00091218i,-0.0018006-0.0013668i,-0.0008542-0.0004725i,-0.00035816+0.00047818i,-0.00018737+0.00044193i,-0.0001451+0.00052509i,-0.00036929+0.00047658i,-0.00039386+0.00075912i,-8.5884e-05+0.0010128i,0.00041307+0.00050961i,0.00040954-8.1564e-06i,0.00014919-0.00021543i,-0.00022034-0.00042999i,-0.00070274-0.00039208i,-0.00028397-0.00063551i,-0.00012224-0.00062021i,-4.6229e-06-4.9349e-05i,0.00010998+0.00047904i,2.3605e-05+0.00060601i,-0.00023448+0.00030837i
-0.00058941-0.00046648i,0.00065446-0.0012086i,0.0014591-0.0007834i,0.0011425-0.00041969i,0.00013298-2.0147e-05i,-0.00032341-0.00019958i,1.9043e-06-0.00018545i,0.00033748+0.00018328i,0.00030016+0.0005328i,0.00013719+0.00073773i,0.00015404+0.00076238i,0.00038471+0.0012598i,0.00083278+0.0013518i,0.00074057+0.001167i,0.00026801+0.00062488i,-3.3293e-05-0.00039019i,-0.00032703-0.00093062i,-0.00012119-0.00049804i,0.00069599-0.00047017i,0.0005945-0.00048636i,-0.00010549+0.00015133i,-0.00015974+0.00036516i,0.00043395+2.126e-05i
-0.0014093+0.00011116i,-0.00089218+0.00029349i,-0.00043936+0.00030009i,0.00051744+7.0906e-05i,0.00079908-7.7961e-05i,0.00042001+0.00042677i,-4.1066e-05+0.00073835i,-0.00034736+0.00052811i,-0.0005533+0.00099795i,-0.0011727+0.0013096i,-0.00050282+0.00062386i,0.00033325+0.000628i,0.00067595+0.00070319i,0.00092564+0.00022469i,0.00010909-0.00062114i,-0.00084904-0.00084085i,-0.00033263-0.00018991i,0.00017228+0.00026653i,0.0001795+3.6599e-05i,0.00018347-0.00032624i,0.00041519-0.00056456i,0.00031446-0.00050482i,2.2358e-05-0.00052174i
0.00083397+0.00015611i,-3.5208e-05+0.00058301i,-0.00032986-6.6078e-05i,-0.00074691-0.0012346i,-0.00099352-0.00026018i,-0.00064649-2.7326e-05i,6.93e-05-0.00048269i,-0.00011922+0.0003282i,8.4004e-05+0.00030812i,0.00057265+0.00046188i,0.00066513+0.00047672i,0.00056962+0.00031764i,-3.9129e-05+0.0004277i,-0.00022561+1.2555e-05i,0.00032308-0.00049827i,0.0011173-0.00020429i,0.00088863+0.00040745i,-8.1945e-05-0.0001063i,-0.00027195-0.00068988i,0.00043963-0.00059592i,0.00079449+0.00033229i,-3.8161e-05+0.00088101i,-0.00060783+0.00067521i
-0.00013099-0.00068626i,-0.00083297-0.00021367i,-0.00060025+0.00060782i,0.00050841+0.00065521i,0.00018151-0.00039292i,-0.00072431-0.00097884i,-0.00025019-0.00065482i,0.00094187-8.5946e-05i,0.0008083+0.00011173i,3.8774e-05+0.00018614i,-0.00025367-0.00019276i,-0.00041039-0.00086559i,-0.0012267-0.00074306i,-0.00085265-0.00069493i,0.00028649-0.0011576i,0.00066388+1.5911e-05i,0.00063088+0.00040273i,-0.00022118+2.3208e-05i,-0.00093332-0.00039445i,-0.00059676-0.00053315i,0.00012568-0.00049017i,0.00045778-0.00030096i,0.00022472-0.00027167i
-0.00090579+0.001077i,-0.0011395-4.0725e-05i,0.0005564-0.0008931i,0.0011376-0.00065879i,0.00072849-0.00098986i,-0.00045628-0.0018678i,-0.00028614-0.0010579i,-0.00012903+0.00048333i,-4.047e-05+0.00052498i,0.00058535+0.00065236i,0.00095944+0.00045135i,0.00063066+0.00048255i,-6.7155e-05+0.00087604i,0.00019545+0.00039469i,0.00024187-0.00031623i,6.2429e-05-5.5961e-05i,0.00081102+0.00053004i,0.0018781+0.00076919i,0.0013224+0.00094678i,0.00073557+0.00054548i,0.00057263+0.00022763i,1.3441e-05-0.00034217i,-0.00029305-0.00082413i
0.00068989-0.00096537i,0.00087913-0.00076177i,0.00019769-0.00077609i,-0.0010292-0.00080963i,-0.00097305-0.00014462i,-3.2997e-05+0.00027822i,0.00073972-0.00044433i,0.00044152-0.0014481i,-0.00060563-0.0015406i,-0.00069171-0.0014542i,-0.0003143-0.00042929i,-0.00012111+0.00094691i,2.9749e-05+0.00099518i,-2.3581e-05+0.0007148i,-8.0025e-05+0.00059306i,-0.00022477+0.00050596i,-0.00038848+0.00064526i,0.00018858+0.00060752i,0.0009821+0.00052803i,0.00086518+0.00034163i,0.00027049-0.00028221i,-0.00037195-0.00083991i,-0.00052138-0.00080576i
-0.00071616+0.0003503i,-0.0010717-8.6974e-05i,-0.001175-0.00014541i,-0.00068227-0.00017982i,-0.00084997-0.00074926i,-0.00072016-0.00025967i,-0.000282+0.00049617i,-0.0002318+0.00037186i,-0.00027728+0.00039981i,-0.00073501-7.6374e-05i,4.0708e-05-0.00053409i,9.2969e-05+5.3531e-05i,-0.0005165+0.00015304i,-2.2483e-05-0.00016393i,-1.242e-06-0.00086531i,-0.00028639-0.00028971i,0.00027934+0.00048966i,0.00043255-0.00040816i,0.00024052-0.00040224i,-4.4132e-05-9.3067e-06i,-0.00022088-0.00050159i,-0.00063087+0.00023692i,-0.00047231+0.00089104i
9.2407e-05+0.00095902i,0.0013292+0.00024101i,0.0026915+7.4711e-05i,0.0030267-0.00061173i,0.0019566-0.0011804i,0.000103-0.0013797i,-0.00051122-0.00049276i,-0.00026577+0.00014099i,0.00015163-0.00026671i,0.00048928-0.00092842i,0.00068952-0.00090081i,0.0002374-0.00019977i,-0.00098129+0.00048422i,-0.00092877+0.00064334i,-0.00019616-5.1926e-05i,-5.3807e-06+2.3762e-05i,-0.00013694+0.00080543i,-0.00029133+0.00094689i,-0.00038193+0.00071846i,-0.00020542+0.00050275i,-0.00045271+6.1877e-05i,-0.001356-0.00018349i,-0.0006342-0.00018401i
0.00034258+0.00041697i,0.00027504+0.00074697i,-0.00042115-0.00041783i,-0.0012844-0.00078162i,-0.0015257-0.00018398i,-0.0016023+0.00026462i,-0.0012245+0.00010453i,-0.00026463+0.00020318i,0.0007547-8.7818e-05i,0.00086153-0.00042937i,0.00021917+5.9711e-05i,-0.00020088+0.00072044i,-0.00023395+0.00067899i,0.00042353-2.7984e-05i,0.001124+0.00033639i,0.00067984+0.00031412i,0.00021338-0.00028748i,0.00052882-0.00017431i,0.00070879+0.00014689i,0.00095529+0.00030142i,0.00086555+0.00039347i,0.00037926+0.00068464i,-0.00036737+0.00049879i
0.0010612+0.00012647i,0.00058996-0.00023165i,0.0013963-3.9461e-05i,0.0023478-0.00020142i,0.0019794-0.00024297i,0.00013437+0.00029449i,-0.00054578-0.00070021i,4.9758e-05-0.0015559i,0.00032008-0.0012874i,0.00058759-0.00061161i,0.0011735+4.6471e-05i,0.00092056+0.00026188i,6.258e-05+0.0002654i,-0.00014769+9.5765e-05i,-0.00017216-0.00023108i,0.00069027-0.00012295i,0.00088625+0.00049942i,0.00035026+0.00041425i,0.000468+0.00036718i,0.00042567+0.00058586i,8.9818e-07+3.0407e-06i,0.00042608-0.00018296i,0.00095527+0.00039547i
-0.0011898+0.00016699i,-0.00078732-0.00082571i,-0.00060818-0.00056287i,-0.00066851-0.00095105i,-0.00048582-0.001016i,-0.00094033-0.00028328i,-0.00041027-0.00045582i,7.3522e-05+4.5545e-06i,0.00020052+0.00051957i,-2.0139e-05+0.0003573i,-0.00055052+0.00047471i,-0.00096433+0.00051169i,-0.00084285+0.00029976i,-0.00069485+0.00038513i,-0.0003018+0.00081578i,0.00026094+0.000803i,0.0002292+0.00088277i,0.00045332+0.0002508i,0.00071251-0.00067414i,0.0002148-0.00025684i,0.00028193+0.00058898i,0.00069866+0.00099174i,0.00028385+0.00048102i
0.001721-0.0006009i,0.0011983-0.00010527i,0.0005914-0.0011616i,-0.0014151-0.0019714i,-0.0024953-0.0011137i,-0.001213+0.00017315i,0.00033047-0.00031206i,0.0010172-0.00052395i,0.0011112-0.00011179i,0.00067693+0.00023495i,-0.00012372+0.00041844i,-4.0821e-05+0.00055958i,0.00033684+0.00091177i,0.00047332+0.0012456i,0.00091177+0.00080513i,0.0011978+0.00031744i,0.00084624+0.00032938i,0.0007991-0.00019139i,0.00023783-0.000299i,-0.00027853+0.00013443i,0.00028261-0.00019355i,0.00046794-0.00012385i,0.00028048-0.00035157i
-0.0025781+0.00047872i,-0.0010733+0.0011219i,-0.00080881+0.0014863i,-0.00020567+0.001118i,0.00059777+0.00043931i,0.0010625-0.00043111i,0.00098164-0.00024715i,0.00039734+0.00038639i,-0.00023636+0.00012811i,-5.0215e-05+4.0974e-05i,5.3226e-05+0.0001281i,-9.9102e-05-0.00028931i,-0.00017643-0.00095464i,-0.00066308-0.0011134i,-0.00059047-0.00095122i,-0.00023528-0.0002961i,0.00021055+0.00014548i,0.00021418+6.974e-05i,-0.00066514-0.00022858i,-0.00068532-0.0002428i,-0.00037112-5.8539e-05i,-0.00017345+2.5062e-05i,-0.00028756+0.00034353i
1.8741e-05+0.0019793i,0.00037446+0.0021868i,0.0011435+0.0015182i,0.0010373+0.00066253i,0.00025343+7.2468e-05i,-8.2659e-05-0.00046311i,-0.00034364+5.679e-05i,-0.00031068+0.0010018i,-4.6126e-05+0.0013988i,0.00016324+0.0006343i,-0.00036398-0.00060903i,-0.00089537-0.00040442i,-0.00040923-0.00011662i,0.00017756-6.9636e-05i,8.0802e-05+0.00010695i,0.00010902-0.0006083i,0.000695-0.00058023i,0.000943-0.00043152i,0.0006761-0.00014334i,0.00039988+0.00029067i,0.00043242+4.7974e-05i,0.00099829-0.00014388i,0.0010255-0.00020644i
-0.0013335+0.00086655i,-0.0009098+0.0012818i,-0.00050053+0.0017174i,0.00075319+0.00093173i,0.0014273+0.00051252i,0.00088051+0.00081513i,0.00059109+3.3114e-05i,0.00053949-0.00015406i,0.00011864+0.00019959i,0.00029715-0.0001322i,0.00054659-0.00023234i,7.1324e-05+0.00014826i,0.00035946+0.00037128i,0.00058947+0.00015623i,0.00025624-0.00039378i,0.00054541-0.00031134i,0.00083314-7.9137e-05i,0.00012069-0.00016002i,-0.00063409+0.0004089i,-0.0010224+0.00035599i,-0.0011867+6.2008e-06i,-0.00050857+0.0002274i,-0.00058954-0.00023794i
0.00027858-0.00092611i,0.00088593-0.00097161i,0.00072882-0.00010995i,0.00060669-0.00040353i,0.00044883-0.00037286i,0.00027554-0.00045669i,-0.00017452-0.00081206i,-0.00034391-0.0005341i,-0.00037029+2.8365e-05i,-0.00032858+0.00017005i,0.00022658-6.6151e-05i,0.00039313-0.00027725i,0.00080998-0.00042293i,0.0012696-0.00036488i,0.0012333-0.00048508i,0.0012535-0.00040455i,0.00035948+0.00033113i,-0.00012186+0.00025145i,0.00037209+1.2559e-06i,0.00049438+0.00045723i,0.00021616+0.00098327i,-0.00060672+0.00075184i,-0.00049292-0.00058173i
