-0.0031486-8.783e-05i,-0.0022046-0.00038419i,-0.0011692+5.1269e-05i,-0.0016379+0.00035591i,-0.0018755+0.00025946i,-0.0013258-7.3916e-05i,7.0861e-05+0.00056097i,0.0016149+0.0018441i,0.0014016+0.0013499i,0.00093654+0.00034216i,0.00096912-0.00037422i,0.0011312-0.00058993i,0.0009097+0.00015142i,-0.00016573+0.00038524i,-0.0013051+0.00033273i,-0.00057534-0.00015823i,0.00056236-0.0002826i,-9.9426e-05-0.00043351i,-0.00012332-0.00064132i,2.1941e-05+4.4998e-05i,-0.00021321+0.00028926i,0.00011668+0.00025898i,0.00055037-0.00023236i
0.052808+0.020147i,0.12744+0.075196i,0.1881+0.15903i,0.18074+0.2074i,0.11542+0.19583i,0.051295+0.15928i,0.026179+0.10938i,0.025928+0.049322i,0.026892+0.0055245i,0.023467-0.0036847i,0.019648+0.0044219i,0.015828+0.0035818i,0.0053335-0.0066295i,-0.016598-0.0033989i,-0.042995+0.018265i,-0.056777+0.037249i,-0.05056+0.039126i,-0.030074+0.026635i,-0.01125+0.0080271i,-0.0075867-0.0074983i,-0.011613-0.0131i,-0.012768-0.011474i,-0.010598-0.0065417i
-0.036502-0.037257i,-0.06681-0.11589i,-0.061706-0.21877i,-0.022469-0.27536i,0.0048627-0.25018i,0.01271-0.17736i,0.013121-0.1068i,0.0047612-0.064047i,-0.011288-0.046234i,-0.01949-0.038841i,-0.015608-0.03133i,-0.0086134-0.02186i,-0.002176-0.011461i,0.013729+0.0049091i,0.04132+0.027498i,0.061049+0.043494i,0.060576+0.042442i,0.045306+0.025052i,0.024086+0.0085303i,0.007627+0.0075277i,0.00033262+0.013839i,-0.00080797+0.014162i,-0.00097973+0.0087696i
0.011433+0.047876i,0.00017848+0.11761i,-0.067943+0.18264i,-0.14576+0.1961i,-0.14796+0.15881i,-0.093313+0.091541i,-0.053883+0.0348i,-0.035253+0.019433i,-0.01532+0.023182i,-0.0055742+0.017856i,-0.01299+0.010567i,-0.019807+0.016623i,-0.013692+0.019517i,-0.0035054-0.0052013i,0.001047-0.044251i,0.0030948-0.067118i,0.0029204-0.06376i,-0.00053609-0.041166i,0.0015845-0.017805i,0.01069-0.0093304i,0.015386-0.010631i,0.012993-0.010704i,0.0072319-0.007518i
0.0040343-0.043106i,0.039202-0.086905i,0.12098-0.08645i,0.19844-0.032007i,0.19875+0.013832i,0.13254+0.030203i,0.068123+0.027554i,0.02846+0.0085851i,0.0036628-0.0065718i,0.00020616-0.0016974i,0.0094494+0.010679i,0.015644+0.014214i,0.0090949+0.012267i,-0.015472+0.016924i,-0.045935+0.024257i,-0.065122+0.024912i,-0.064412+0.02167i,-0.046198+0.018198i,-0.028066+0.011091i,-0.023804+0.0011489i,-0.025788-0.0046801i,-0.02473-0.0043315i,-0.016858+0.00073891i
-0.018614+0.039637i,-0.05478+0.051633i,-0.11055-0.0025531i,-0.15762-0.10187i,-0.16411-0.13762i,-0.12646-0.096207i,-0.070578-0.047242i,-0.035363-0.018434i,-0.029892-0.0019392i,-0.025481+0.0067303i,-0.006606+0.003841i,0.0072545-0.01268i,0.007693-0.020254i,0.016474-0.0028715i,0.038043+0.024653i,0.054315+0.044092i,0.056497+0.045288i,0.045102+0.030735i,0.026912+0.019142i,0.014689+0.02075i,0.011147+0.026469i,0.0094776+0.026678i,0.0083864+0.018654i
0.029384-0.023254i,0.053444-0.023342i,0.058316+0.044622i,0.042987+0.14338i,0.034288+0.16232i,0.028923+0.11031i,0.017359+0.063529i,0.019898+0.034198i,0.030038+0.01244i,0.022193-0.0050057i,0.00067874-0.014055i,-0.013236-0.0087382i,-0.010466-0.0050924i,0.00081625-0.019256i,0.013136-0.043172i,0.022828-0.061273i,0.026292-0.061805i,0.023928-0.046303i,0.020304-0.030825i,0.019161-0.024473i,0.020677-0.022068i,0.022535-0.019323i,0.017355-0.016905i
-0.030772+0.012521i,-0.039+0.01097i,0.0055095-0.036762i,0.084343-0.10701i,0.1154-0.12634i,0.09439-0.092986i,0.063363-0.056612i,0.026809-0.031325i,0.0072292-0.013192i,0.0081816-0.0046429i,0.0068376+0.0042526i,0.0076257+0.014894i,0.0070287+0.016681i,-0.010773+0.012269i,-0.039087+0.007784i,-0.061042+0.0025245i,-0.06495-0.0045093i,-0.051682-0.010603i,-0.036649-0.0097304i,-0.029405-0.0047375i,-0.025738-0.0050855i,-0.021636-0.010487i,-0.01626-0.011351i
0.031862-0.0065332i,0.034845-0.014265i,-0.033364-0.018781i,-0.15502-0.0067122i,-0.21476+0.019578i,-0.17645+0.031142i,-0.10982+0.020625i,-0.056467+0.016818i,-0.022704+0.01969i,-0.00081985+0.017423i,0.014443+0.0022462i,0.012624-0.016844i,0.0010845-0.017034i,0.00095129+0.0026457i,0.01113+0.026724i,0.017486+0.044239i,0.011609+0.046674i,-0.00059741+0.036528i,-0.0025598+0.02647i,0.007504+0.020399i,0.011707+0.015705i,0.0033927+0.013653i,-0.0027638+0.012719i
-0.026861-0.0079042i,-0.041406+0.0047075i,-0.0020356+0.052137i,0.088884+0.10319i,0.13852+0.099374i,0.10772+0.064472i,0.065883+0.039644i,0.045065+0.006506i,0.022493-0.022482i,-0.00029453-0.026618i,-0.01783-0.019383i,-0.025524-0.0078896i,-0.015387-0.0020377i,0.0029564-0.011798i,0.01953-0.027325i,0.031543-0.03399i,0.035413-0.026105i,0.029976-0.012773i,0.020155-0.010843i,0.0099739-0.020169i,0.0031451-0.022328i,0.0040363-0.01124i,0.0060027-0.0025025i
0.024895+0.01604i,0.055142+0.0099172i,0.072385-0.056955i,0.047386-0.15735i,0.015251-0.192i,0.019495-0.15361i,0.020385-0.10837i,-0.0027237-0.06648i,-0.011258-0.032192i,-0.0071355-0.016522i,-0.0033394+0.0002736i,0.0063802+0.013821i,0.0077909+0.010336i,-0.0060875-0.00025977i,-0.025553-0.0099904i,-0.0386-0.016993i,-0.035757-0.019757i,-0.022945-0.015157i,-0.01721-0.0037297i,-0.019992+0.0085209i,-0.017616+0.01249i,-0.0085739+0.0032476i,-0.0046696-0.0069701i
-0.018301-0.030794i,-0.059295-0.044767i,-0.12918-0.0043396i,-0.17437+0.097705i,-0.15502+0.15849i,-0.11576+0.13365i,-0.077859+0.090941i,-0.031549+0.060024i,-0.0029169+0.028856i,0.0039083+0.006947i,0.0080624-0.0053993i,0.0059231-0.011693i,-0.0029767-0.0045903i,-0.0095897+0.013237i,-0.011931+0.031977i,-0.012926+0.041436i,-0.015896+0.036375i,-0.013577+0.023437i,-0.00065146+0.015954i,0.014851+0.013333i,0.01885+0.0046175i,0.0058092-0.0041489i,-0.0039059-0.0014363i
-0.0022385+0.031637i,0.026056+0.074251i,0.1026+0.088512i,0.17623+0.033942i,0.16094-0.022527i,0.10298-0.012498i,0.072188+0.0045737i,0.039707-0.010383i,0.001698-0.012596i,-0.014129-0.00023563i,-0.019029+0.0053364i,-0.018833+0.0075841i,-0.0075649+0.0064814i,0.0088118+0.0020378i,0.025802-0.0007758i,0.037853-7.1741e-05i,0.038748+0.0048083i,0.028174+0.0050621i,0.013899-0.0064421i,0.00091132-0.020031i,-0.01134-0.019471i,-0.013509-0.0024324i,-0.0034581+0.008198i
0.0087304-0.02956i,0.010456-0.086368i,-0.037111-0.15614i,-0.11504-0.17482i,-0.12825-0.13773i,-0.080164-0.1109i,-0.056643-0.085461i,-0.048912-0.033006i,-0.022675+0.00013742i,-0.0030081+0.0010974i,0.0052492+0.0030016i,0.012825+0.0066338i,0.014318-0.0003441i,0.0074609-0.014548i,-0.0025581-0.026891i,-0.0062223-0.031344i,-0.00028779-0.029188i,0.0044426-0.020959i,-0.002493-0.0083242i,-0.012119+0.0074386i,-0.0077557+0.022427i,0.0070994+0.021258i,0.010645+0.0062427i
-0.030588+0.019095i,-0.068733+0.072316i,-0.078339+0.16545i,-0.025911+0.23341i,0.023001+0.21396i,0.017479+0.14925i,0.0083273+0.097594i,0.018874+0.050582i,0.015915+0.012415i,0.0079287+9.092e-05i,0.0086529-0.0056229i,0.0049164-0.010646i,-0.0046556-0.0049997i,-0.014997+0.0068562i,-0.024092+0.01696i,-0.028415+0.019614i,-0.027637+0.012368i,-0.020728+0.0036681i,-0.0066523+0.0047227i,0.012502+0.0067908i,0.026402-0.0047543i,0.018932-0.021853i,0.0016575-0.022333i
0.032954-0.00086959i,0.09639-0.023406i,0.16171-0.087445i,0.15386-0.1569i,0.087426-0.14877i,0.049625-0.081703i,0.041966-0.050764i,0.015327-0.046447i,-0.0089028-0.020094i,-0.0071187+0.0049437i,-0.0032048+0.010025i,-0.0041243+0.0085819i,-0.0010693+0.011027i,0.0087237+0.016298i,0.021373+0.018558i,0.02818+0.016484i,0.02284+0.013372i,0.01117+0.0086529i,0.0041837-5.1848e-05i,-0.0013974-0.013463i,-0.016557-0.023114i,-0.030504-0.014637i,-0.025021-4.2384e-05i
-0.028436-0.014555i,-0.093668-0.037243i,-0.18658-0.041231i,-0.23203-0.0094346i,-0.18751+0.0084916i,-0.11797-0.010454i,-0.07814-0.0086419i,-0.037391+0.012046i,0.00088434+0.0044835i,0.0060928-0.012844i,-0.00078438-0.011141i,0.0016108-0.0058885i,0.0067937-0.013242i,0.0092619-0.027123i,0.0099823-0.037302i,0.009985-0.039493i,0.010814-0.032353i,0.0087214-0.020176i,-0.00048533-0.0093221i,-0.012505+0.0028482i,-0.014849+0.023069i,-0.00034736+0.036613i,0.013614+0.028892i
0.015019+0.029197i,0.054561+0.085705i,0.13004+0.14964i,0.19561+0.15312i,0.18441+0.096044i,0.11823+0.056953i,0.074323+0.042865i,0.052587+0.015857i,0.02663-0.0092038i,0.0077203-0.016942i,1.9e-05-0.01702i,-0.0062027-0.012933i,-0.015142-0.0082385i,-0.026501-0.0047147i,-0.035114+0.0014044i,-0.038376+0.0047468i,-0.03464+0.0032743i,-0.024246+0.0018699i,-0.011109+0.0034476i,0.0062869+0.007402i,0.026017+0.0030813i,0.035073-0.013367i,0.025951-0.024551i
0.0049763-0.029666i,0.0074336-0.095062i,-0.0098927-0.19047i,-0.057598-0.22548i,-0.085349-0.15356i,-0.05688-0.07153i,-0.029491-0.045662i,-0.032213-0.024527i,-0.025091+0.0072481i,-0.0039827+0.01572i,0.0034495+0.007308i,-0.00057363+0.0064084i,-0.00026555+0.015944i,0.0051045+0.027017i,0.0086609+0.033862i,0.009001+0.035636i,0.0065212+0.032658i,0.0033112+0.025014i,0.0046536+0.012855i,0.0057306-0.004102i,-0.0041978-0.022788i,-0.023203-0.030945i,-0.032819-0.021686i
-0.023494+0.016736i,-0.068401+0.062856i,-0.12351+0.14216i,-0.13152+0.19341i,-0.090987+0.15832i,-0.060295+0.086785i,-0.044046+0.048407i,-0.01834+0.027033i,-0.0033403+0.0036633i,-0.0074353-0.0026323i,-0.0072579+0.0045583i,0.00073847+0.0051081i,0.0095735-0.004075i,0.016585-0.015968i,0.020341-0.025201i,0.021397-0.026929i,0.019613-0.021333i,0.015925-0.013522i,0.010082-0.0078321i,-0.0024693-0.0027138i,-0.017659+0.010107i,-0.022231+0.029772i,-0.01218+0.039403i
0.023697-0.0036121i,0.086179-0.010677i,0.17756-0.040299i,0.22484-0.085915i,0.18372-0.10399i,0.11455-0.080531i,0.071102-0.05102i,0.036072-0.041097i,0.00055596-0.034407i,-0.015233-0.017986i,-0.011903-0.0039276i,-0.0081674+2.7367e-05i,-0.014729-0.0021882i,-0.025113-0.0055889i,-0.029659-0.0078643i,-0.028578-0.0069441i,-0.023019-0.0048088i,-0.014903-0.0052483i,-0.0090949-0.0052036i,-0.0023376+0.001391i,0.01234+0.010103i,0.029603+0.01127i,0.036302+0.0030234i
-0.023003-0.012492i,-0.071549-0.044545i,-0.15022-0.078084i,-0.20343-0.074003i,-0.17628-0.031583i,-0.10412-0.0003575i,-0.053489+0.0010416i,-0.027265+0.0067003i,-0.0037438+0.016051i,0.011533+0.0084725i,0.0097597-0.0011343i,0.0035292-0.00012766i,0.0023036+0.0099191i,0.0039633+0.02518i,0.0063911+0.036808i,0.0083177+0.038274i,0.0082201+0.02984i,0.0038286+0.017612i,-0.00051348+0.0087816i,0.00054703+0.0012324i,0.0041498-0.013138i,0.0036421-0.03038i,-0.0034541-0.03704i
0.0058976+0.021009i,0.020674+0.073718i,0.045216+0.15245i,0.06765+0.19877i,0.066967+0.17185i,0.041664+0.11203i,0.019584+0.069106i,0.016038+0.036593i,0.017261+0.0094255i,0.013693-0.0012159i,0.010551-0.0013805i,0.0099108-0.0021812i,0.012879-0.0082331i,0.018604-0.016534i,0.023692-0.02003i,0.024604-0.019715i,0.019343-0.015914i,0.012801-0.0089325i,0.010943-0.0044362i,0.005719-0.003181i,-0.0076555-0.0030614i,-0.02285-0.0010161i,-0.028903+0.0044582i
0.004715-0.019074i,0.027819-0.063804i,0.06008-0.14085i,0.070379-0.21016i,0.038365-0.21558i,0.007144-0.15527i,0.0021181-0.085292i,-0.0050777-0.042283i,-0.017242-0.017714i,-0.015456-0.0046479i,-0.0045276-0.003836i,-0.00035182-0.0067795i,-0.0063119-0.0095046i,-0.016114-0.014371i,-0.0243-0.018858i,-0.025544-0.018274i,-0.018235-0.013605i,-0.0094336-0.0097483i,-0.0053859-0.008676i,-0.0028704-0.005152i,-0.00030414+0.006357i,0.0015294+0.021747i,0.0058315+0.029793i
-0.015076+0.006332i,-0.056314+0.01982i,-0.1259+0.047031i,-0.17271+0.08542i,-0.14391+0.10768i,-0.081924+0.083387i,-0.043462+0.03815i,-0.020511+0.017509i,-0.00064306+0.011759i,0.0060504+0.00087843i,-0.0016675-0.0066402i,-0.0094204-0.0037341i,-0.010282+0.0069227i,-0.0069817+0.019198i,-0.0028768+0.026792i,-0.0015143+0.024617i,-0.0034158+0.015269i,-0.0073709+0.0089056i,-0.01046+0.0085753i,-0.0081526+0.0060425i,0.0023789+0.00054491i,0.017937-0.0040295i,0.026977-0.0072374i
0.014384+0.006677i,0.05082+0.025253i,0.11741+0.057513i,0.17822+0.074474i,0.17744+0.058993i,0.12421+0.038257i,0.068401+0.02474i,0.033163+0.0043808i,0.011324-0.012271i,-0.0024633-0.010136i,-0.0053953-0.00068965i,-0.0012332+0.0026711i,0.006422+0.00099603i,0.015055-0.0021975i,0.020189-0.0052914i,0.019629-0.006309i,0.014006-0.0031455i,0.0099678+0.0015659i,0.01072+0.003296i,0.008037+0.0020141i,0.00049567-0.0057948i,-0.0049443-0.021711i,-0.0087783-0.034011i
-0.0027042-0.01558i,-0.013556-0.052509i,-0.044125-0.12293i,-0.093255-0.18423i,-0.12694-0.17929i,-0.10925-0.12086i,-0.057574-0.063529i,-0.026372-0.029991i,-0.020625-0.01158i,-0.014683-0.0013166i,-0.0058638+0.0010669i,-0.00057237-0.0029583i,-0.0031787-0.010593i,-0.013069-0.016466i,-0.020748-0.017997i,-0.020064-0.015993i,-0.011766-0.013781i,-0.0033701-0.01385i,-0.00018277-0.013775i,0.00083003-0.008905i,-0.0024429+0.00044697i,-0.015+0.008534i,-0.027303+0.012371i
-0.003954+0.010207i,-0.025684+0.039298i,-0.053312+0.096278i,-0.061002+0.1541i,-0.035156+0.16327i,-0.008229+0.11603i,-0.0033788+0.057382i,0.0038741+0.025214i,0.015326+0.0082948i,0.012508-0.0059066i,0.00099951-0.0080598i,-0.0063287+0.00042205i,-0.0076583+0.010439i,-0.0071211+0.017023i,-0.0076279+0.020392i,-0.0090502+0.019991i,-0.011783+0.01512i,-0.013543+0.010751i,-0.011873+0.0094628i,-0.005183+0.0071275i,0.0058626+0.0055242i,0.013883+0.012652i,0.01678+0.024045i
0.011852-0.0056493i,0.04747-0.010566i,0.11016-0.024687i,0.16633-0.0521i,0.16818-0.074245i,0.11633-0.059603i,0.059874-0.024254i,0.024979-0.0085088i,0.008731-0.0058368i,0.0060098+0.0003634i,0.0074051+0.0058758i,0.0077339+0.0075351i,0.01099+0.0060074i,0.016485+0.0024038i,0.020468+0.0005304i,0.021288+0.0024415i,0.018874+0.0053982i,0.016845+0.0061033i,0.014414+0.0019738i,0.007322-0.0061262i,0.00015844-0.014705i,0.0028089-0.020419i,0.012212-0.020479i
-0.015608-0.010686i,-0.04471-0.030749i,-0.10437-0.064493i,-0.17655-0.07615i,-0.2045-0.043883i,-0.15386-0.01113i,-0.078144-0.0046858i,-0.03916+0.0010852i,-0.024403+0.013476i,-0.0071369+0.015968i,0.0062356+0.0058897i,0.0074446-0.0050398i,0.00018646-0.010974i,-0.0074848-0.012815i,-0.011113-0.013112i,-0.010468-0.013721i,-0.0077661-0.015331i,-0.0065184-0.017087i,-0.0096121-0.014529i,-0.013902-0.005436i,-0.016361+0.0031681i,-0.018185+0.0016903i,-0.017696-0.0064322i
0.0021053+0.014331i,0.0050726+0.049559i,0.015028+0.10999i,0.045462+0.15217i,0.076242+0.13i,0.062589+0.073014i,0.026023+0.028877i,0.01011+0.0022573i,0.0036102-0.014024i,-0.0081289-0.019204i,-0.014539-0.013917i,-0.012061-0.0067539i,-0.0084517-0.00068101i,-0.0076025+0.0053285i,-0.0080238+0.0095761i,-0.0086597+0.012041i,-0.010427+0.013983i,-0.011694+0.015789i,-0.0061841+0.01727i,0.0062797+0.017317i,0.015588+0.014712i,0.011954+0.012427i,0.00086409+0.010353i
0.0047112-0.012473i,0.031717-0.04081i,0.074472-0.096336i,0.095454-0.15265i,0.072046-0.15842i,0.042832-0.10977i,0.026813-0.054868i,0.011575-0.028629i,0.00062524-0.020896i,-0.0016362-0.012948i,-0.00047658-0.0032446i,0.0011174+0.0039202i,0.0043023+0.0048424i,0.0085881+0.0029394i,0.013004+0.0014244i,0.01651+0.0010708i,0.01913+0.0013933i,0.019747-0.00024381i,0.016915-0.0064256i,0.011341-0.016661i,0.005199-0.022439i,0.0032545-0.016309i,0.0021169-0.00323i
-0.016398+0.0042124i,-0.055715+0.0071551i,-0.12457+0.021835i,-0.17332+0.056816i,-0.15574+0.087234i,-0.096287+0.077285i,-0.039801+0.042579i,-0.0057963+0.024645i,0.011732+0.019351i,0.018104+0.0068744i,0.014835-0.0058128i,0.0088024-0.0099855i,0.0035298-0.0085493i,1.1906e-06-0.0074306i,-0.0027264-0.0073044i,-0.0051429-0.0089813i,-0.0056246-0.012869i,-0.0080686-0.014473i,-0.014912-0.010702i,-0.023728-0.0033578i,-0.026732+0.0035005i,-0.017508+0.0051676i,-0.0029083+0.0038471i
0.013966+0.0080465i,0.04605+0.03348i,0.099808+0.067813i,0.13763+0.074235i,0.12287+0.042378i,0.06885+0.011594i,0.02234+0.0033876i,0.0046228-0.00096863i,-0.003689-0.0036611i,-0.011782+0.0022264i,-0.014593+0.0076256i,-0.013875+0.006402i,-0.011639+0.0023831i,-0.0095682+0.0011921i,-0.0089877+0.0036992i,-0.0093376+0.0074487i,-0.010347+0.010391i,-0.0078153+0.012996i,0.00066952+0.018904i,0.012465+0.024903i,0.018983+0.02348i,0.015787+0.012144i,0.010607-0.0025319i
-0.0058863-0.016016i,-0.01489-0.06028i,-0.025308-0.12908i,-0.038693-0.17279i,-0.047726-0.15315i,-0.035219-0.092253i,-0.016089-0.039294i,-0.01498-0.013937i,-0.01783-0.0020877i,-0.010143+0.0047921i,-0.00011609+0.0072091i,0.0041914+0.0087454i,0.0032829+0.0092333i,0.0014606+0.0073749i,0.0017165+0.0035559i,0.0036472+0.00015219i,0.0057025-0.00047083i,0.0093845-0.0021515i,0.01497-0.0095003i,0.017627-0.020406i,0.014273-0.025169i,0.0049862-0.019565i,-0.0069802-0.012369i
-0.0044751+0.013727i,-0.025609+0.053285i,-0.061117+0.10911i,-0.075768+0.14693i,-0.046804+0.13501i,-0.013207+0.083793i,0.0030934+0.031903i,0.01349+0.0054852i,0.016164-0.0056793i,0.010972-0.014205i,0.0049764-0.017239i,0.0035298-0.015631i,0.0053455-0.01221i,0.0058876-0.0088328i,0.0049192-0.0071517i,0.0024022-0.0074914i,-0.0017494-0.0090913i,-0.0068645-0.010692i,-0.015489-0.0096182i,-0.025314-0.0063868i,-0.02825-0.0027939i,-0.022283+0.0023888i,-0.013625+0.010285i
0.017682-0.01135i,0.056097-0.026559i,0.11533-0.04146i,0.14029-0.048894i,0.09666-0.044708i,0.038081-0.024406i,0.0092326-0.0078034i,-0.0016073-0.0073721i,-0.0056994-0.0073687i,-0.0043927-0.00082144i,-0.0039506+0.003867i,-0.0068171+0.0035252i,-0.0091286-0.00074746i,-0.0095061-0.0031037i,-0.007835-0.00075655i,-0.0063807+0.0040717i,-0.0072574+0.0079748i,-0.0066199+0.010865i,-1.5499e-05+0.015905i,0.0083408+0.02123i,0.012296+0.020886i,0.0131+0.015285i,0.016695+0.0095692i
-0.013998-0.0027475i,-0.05273-0.017319i,-0.10965-0.051892i,-0.1412-0.077849i,-0.11353-0.065631i,-0.0592-0.036367i,-0.021194-0.010856i,-0.0058834+0.0059103i,0.00017274+0.010032i,0.0047127+0.0046646i,0.0067753+0.00059588i,0.0068859+0.0044758i,0.0070146+0.011636i,0.0051343+0.013179i,0.0019776+0.0098206i,0.0018973+0.0080269i,0.0052606+0.0079784i,0.0096311+0.0044029i,0.013069-0.0052819i,0.015614-0.016106i,0.015047-0.020091i,0.011332-0.019274i,0.0067341-0.019011i
0.012695+0.012037i,0.032608+0.045623i,0.055668+0.1012i,0.064421+0.12851i,0.051871+0.094097i,0.031482+0.040908i,0.015578+0.0063044i,0.0098797-0.0077207i,0.006791-0.011327i,0.00083304-0.011292i,-0.0040859-0.010398i,-0.0043883-0.01096i,-0.0008247-0.011624i,0.0025415-0.010565i,0.0017388-0.0076978i,-7.7257e-07-0.0071475i,-0.0005923-0.0096723i,-0.004455-0.010312i,-0.014054-0.0072686i,-0.023748-0.002962i,-0.026197-0.0011419i,-0.023339-0.0026475i,-0.020883-0.0047966i
-0.0022769-0.015183i,0.0037802-0.051537i,0.023452-0.1027i,0.040423-0.11602i,0.033474-0.070992i,0.011182-0.018541i,-0.0049119+0.0049541i,-0.011806+0.0064857i,-0.010994+0.0051613i,-0.0045971+0.0065063i,-0.00095656+0.0060879i,-0.003944+0.003716i,-0.0093564+0.0012977i,-0.011627-0.0001121i,-0.0079778-0.00010073i,-0.0037285+0.0015754i,-0.0038373+0.0043467i,-0.0044887+0.0083169i,-0.00078336+0.012885i,0.0060077+0.01631i,0.0085277+0.018269i,0.00493+0.018679i,0.00011416+0.018682i
-0.0032618+0.015479i,-0.03045+0.037923i,-0.078143+0.058867i,-0.10966+0.049208i,-0.091214+0.017372i,-0.045492-0.0019238i,-0.010277-0.0017525i,0.0030548+0.0027349i,0.003071+0.0035093i,0.00071607+0.0012118i,0.0017283-0.00040222i,0.0058957-0.00028003i,0.0094689+0.0011751i,0.0085196+0.0028434i,0.006664+0.002617i,0.0084713+0.0019262i,0.011459+0.0018304i,0.012551-0.00094403i,0.012132-0.008385i,0.011374-0.01623i,0.011885-0.018232i,0.014956-0.012793i,0.018189-0.0047361i
0.013476-0.0051538i,0.04685-0.0091377i,0.092834+0.00067589i,0.10591+0.018712i,0.069351+0.017925i,0.023573+0.0017999i,0.00063208-0.011485i,-0.0046879-0.018247i,-0.006232-0.017677i,-0.0069758-0.012077i,-0.0059569-0.005547i,-0.0036949-0.0021631i,-0.00061415-0.0028046i,0.0014755-0.0036831i,0.00042422-0.0036354i,-0.0026381-0.0058709i,-0.0049118-0.0087801i,-0.0071732-0.0080503i,-0.011419-0.0034308i,-0.016015+0.0011205i,-0.018334+0.0016555i,-0.015469-0.0040944i,-0.0076538-0.012131i
-0.009128-0.0030419i,-0.034696-0.020537i,-0.056182-0.057339i,-0.045016-0.081996i,-0.010827-0.05694i,0.010093-0.012624i,0.009823+0.0090842i,0.0051337+0.0096115i,0.005737+0.0039149i,0.0074075-0.0014506i,0.0047408-0.0036188i,-0.0005758+0.00032343i,-0.0055056+0.0050516i,-0.0063524+0.005181i,-0.0037574+0.0022838i,-0.0032238+0.0019849i,-0.0048425+0.0057684i,-0.0032209+0.0085012i,0.0029225+0.010089i,0.0098254+0.012959i,0.01115+0.015316i,0.0029605+0.013669i,-0.0090369+0.0075878i
0.01146+0.0088164i,0.018389+0.03391i,0.0099396+0.070187i,-0.020035+0.082241i,-0.040375+0.050025i,-0.029909+0.012757i,-0.0058357-0.0019712i,0.0075636-0.0020217i,0.0091709+0.00064881i,0.0075137+0.00075725i,0.0045899-0.0018228i,0.0027299-0.0043663i,0.002528-0.0045993i,0.0014007-0.0037416i,-0.00040835-0.0027627i,8.1023e-05-0.0024683i,0.002629-0.002966i,0.0045999-0.0035223i,0.0044558-0.0071966i,0.0048871-0.014464i,0.0076074-0.018549i,0.0091912-0.011458i,0.0066785+0.0020899i
-0.0021326-0.011887i,0.0055205-0.033357i,0.03054-0.058577i,0.051683-0.056005i,0.036771-0.024631i,0.0047957-0.0038907i,-0.014293-0.0012994i,-0.017717-0.00073029i,-0.014625+0.0017623i,-0.010985+0.004462i,-0.006153+0.0043221i,-0.0024979+0.0015524i,-0.0022237-0.0014362i,-0.0020335-0.001583i,-0.001531+0.00083514i,-0.0036895+0.0019194i,-0.0061749+8.7704e-05i,-0.0055133-0.0011936i,-0.0048401-0.00029126i,-0.0086834+0.001092i,-0.013455+0.00014167i,-0.009549-0.0034829i,0.0012143-0.0054835i
-0.0065119+0.0047099i,-0.022992+0.015295i,-0.051419+0.012154i,-0.06011-0.010751i,-0.028493-0.027498i,0.0062599-0.01678i,0.014255-0.00047311i,0.0067387+0.0016691i,-0.0015203-0.0037567i,-0.0056557-0.0065087i,-0.0046677-0.003605i,-0.0012166+0.001723i,0.0016978+0.0044184i,0.0025993+0.0034792i,0.0021605+0.0018404i,0.0023775+0.0023824i,0.0032443+0.0032043i,0.0034592+0.0018429i,0.0029635+0.00013393i,0.0037568+0.0025621i,0.0050362+0.007878i,0.0019454+0.0069988i,-0.0027409-0.0014372i
0.0067853-0.0027727i,0.022697+0.00040317i,0.039245+0.018229i,0.029925+0.040704i,-0.001559+0.040747i,-0.017129+0.017i,-0.008965-0.0050804i,0.00097873-0.013263i,0.0039666-0.01364i,0.0027083-0.012103i,2.9138e-05-0.0091685i,-0.0012896-0.0057493i,-0.0015247-0.0037936i,-0.0018949-0.002265i,-0.0018645-0.00076173i,-0.0006029-0.00068335i,0.00066946-0.00077671i,-0.00092949+5.0013e-05i,-0.0029748-0.00023592i,-0.0011794-0.0035649i,0.0031325-0.0068992i,0.0027141-0.0051522i,-0.0029671-0.001376i
-0.0050697-0.00072245i,-0.013438-0.012105i,-0.014783-0.033298i,-0.00020058-0.0432i,0.010654-0.024388i,0.0042024+0.0014453i,-0.0039529+0.010575i,-0.0033796+0.0076987i,0.0025029+0.0047368i,0.0065657+0.0032641i,0.0053263+0.0014982i,0.0015359+0.00090623i,-0.0017389+0.0011106i,-0.0018806+0.0019354i,0.00037072+0.0029683i,0.0010385+0.0031954i,0.00062212+0.0031079i,0.0017006+0.0034222i,0.0037733+0.0034736i,0.00189+0.002085i,-0.0039312+0.00079409i,-0.006025+0.0019962i,-0.0028565+0.0051528i
-0.000313+0.0048085i,-0.0019804+0.01635i,-0.014207+0.028179i,-0.032392+0.019645i,-0.029581-0.0073935i,-0.0049142-0.020908i,0.010471-0.011707i,0.0084651+0.00041577i,0.0027439+0.0051429i,0.00038311+0.0057953i,0.00094307+0.0036912i,0.0022539-0.00065652i,0.0024816-0.0016707i,0.0021624-0.001041i,0.0022615-0.0017726i,0.0022087-0.0022948i,0.0017188-0.0029767i,-0.00053951-0.00497i,-0.0034821-0.0071523i,-0.0029331-0.0041681i,0.00014496+0.0029439i,0.0025182+0.0052719i,0.0053925+0.0025396i
