-0.0022352+0.0024473i,-0.0018043+0.002209i,-0.0016113+0.0014503i,-0.0012043+0.00092212i,-0.0004439+0.0010033i,-0.0010091+0.00089697i,-0.0012373+0.0016478i,-0.00055228+0.0016247i,0.00048423+0.0013914i,0.00069724+0.0012831i,0.00052976+0.00033629i,0.0011736-0.00076644i,0.00085976-0.0019849i,5.6834e-05-0.0021276i,-0.00021478-0.00040863i,-0.00042237+3.1261e-05i,-0.00052958-0.00020174i,-0.00052526-0.00029034i,-7.6197e-06-0.00049517i,0.00034787+0.00018873i,0.00042351+2.3469e-05i,0.00023314-0.00038182i,-0.00026131+0.00022043i
0.228-0.15585i,0.37218-0.29518i,0.34896-0.35198i,0.16592-0.26493i,0.034067-0.1496i,0.0012739-0.11624i,-0.030309-0.10152i,-0.056894-0.049176i,-0.054041-0.012215i,-0.043201-0.0060568i,-0.033736-0.0055742i,-0.024463-0.0030679i,-0.01463+0.0021063i,-0.0030149+0.0058609i,0.0058313+0.0043173i,0.007982-0.00089843i,0.0060946-0.0064863i,0.0051423-0.0079376i,0.0065881-0.0052816i,0.0066726-0.0049453i,0.0011769-0.006447i,-0.0050143-0.0008093i,-0.0047275+0.0084923i
-0.18691+0.11125i,-0.29877+0.25721i,-0.29721+0.35692i,-0.20588+0.31392i,-0.14103+0.19285i,-0.10115+0.11587i,-0.050273+0.073975i,-0.018979+0.046534i,-0.0013249+0.040066i,0.016742+0.020676i,0.015194-0.0051934i,0.0018742-0.01102i,-0.0047513-0.0059136i,-0.0068906-0.00063507i,-0.0076136+0.00069917i,-0.0041128-0.0011135i,0.0025692+0.0018164i,0.0083859+0.0090954i,0.0093153+0.012723i,0.0067474+0.0094031i,0.0039002+0.0013125i,-0.002467-0.0081295i,-0.0093117-0.014599i
-0.072699+0.0023777i,-0.14491-0.01599i,-0.16524-0.049441i,-0.089116-0.076194i,0.014246-0.077517i,0.05675-0.061787i,0.048296-0.046667i,0.040884-0.046048i,0.040072-0.050834i,0.027381-0.04069i,0.013946-0.016292i,0.013362+0.0028043i,0.014148+0.0037368i,0.007251-0.00070565i,0.0024218+0.0026345i,0.0022977+0.0061873i,-0.0019536+0.0046316i,-0.0089286+0.00023016i,-0.011447-0.0047093i,-0.0076273-0.0070588i,-0.0023803-0.0076769i,0.00012211-0.0052991i,0.0005098+0.0011391i
0.28861-0.036434i,0.49367-0.15289i,0.51649-0.29024i,0.32081-0.30978i,0.11964-0.20234i,0.028183-0.10198i,-0.013566-0.049526i,-0.041864-0.01007i,-0.055558+0.010804i,-0.048286+0.018785i,-0.023118+0.016032i,-0.0078261+0.0010265i,-0.0066422-0.0051854i,-0.0041416-0.0018981i,-0.001939+0.0015099i,-0.0021344+0.0026847i,-0.0030215-0.0022683i,-0.0045129-0.0071806i,-0.0020164-0.0061941i,0.003529-0.003106i,0.0061063-0.0016393i,0.0041244-0.00075346i,-0.00068303+0.0035295i
-0.21477-0.0073697i,-0.33886+0.087371i,-0.29416+0.23329i,-0.11831+0.28584i,-0.017545+0.21221i,-0.015237+0.14219i,-0.0089183+0.10861i,0.0026962+0.079792i,0.013453+0.068245i,0.029382+0.053447i,0.027625+0.026263i,0.017246+0.008372i,0.01005-0.0002401i,-0.002328-0.0028202i,-0.012664-0.0028446i,-0.013742-0.0012918i,-0.0065025+0.0045584i,0.003028+0.0087699i,0.0066838+0.0091417i,0.0067586+0.0098115i,0.0093614+0.0071375i,0.01119-0.0051912i,0.0070431-0.02078i
-0.04328+0.012047i,-0.096719+0.036233i,-0.13916+0.084615i,-0.11178+0.10354i,-0.034488+0.046879i,-0.0031545-0.042453i,-0.018464-0.089074i,-0.0093338-0.091984i,0.011701-0.088391i,0.0029417-0.074246i,-0.016576-0.036762i,-0.015436+0.0038757i,-0.0020592+0.019318i,0.0046923+0.014238i,0.0048719+0.0068259i,0.0050104+0.0012784i,0.0029333-0.0027912i,0.00017334-0.0049619i,-0.00042158-0.0062877i,-0.0028309-0.0064482i,-0.0018642-0.0018624i,0.0050668+0.0054706i,0.012334+0.010639i
0.20146+0.10493i,0.3601+0.053159i,0.36311-0.12248i,0.17091-0.23209i,-0.0032799-0.16155i,-0.02617-0.065458i,-0.0078574-0.036635i,-0.033174-0.01891i,-0.064201+0.002414i,-0.059933+0.012698i,-0.031489+0.0082496i,-0.019648-0.0040242i,-0.019903-0.0061559i,-0.0086092-0.0067835i,0.0024881-0.010102i,0.0046775-0.0096959i,0.0032207-0.0087177i,0.0006843-0.0064687i,-0.0012561-0.0005642i,-0.0017188+0.0048244i,-0.0044804+0.0076941i,-0.0088371+0.013429i,-0.010548+0.02006i
-0.14148-0.15162i,-0.25085-0.17141i,-0.24182-0.052275i,-0.10294+0.078327i,0.016159+0.09379i,0.054708+0.071506i,0.063521+0.060301i,0.05847+0.046768i,0.051619+0.050467i,0.055128+0.048198i,0.043184+0.021545i,0.019971-0.0060084i,0.0035848-0.020699i,-0.0067106-0.017434i,-0.0092957-0.0073466i,-0.0048645-0.0012823i,0.0014818+0.0054901i,0.0047729+0.012647i,0.0032069+0.015138i,0.00072877+0.012055i,-0.00093105+0.0054887i,-0.0024606-0.0047249i,-0.0055846-0.015479i
-0.008382+0.039609i,-0.042824+0.11396i,-0.098136+0.17092i,-0.10879+0.13349i,-0.071339+0.034882i,-0.062982-0.031375i,-0.057454-0.039301i,-0.009019-0.042549i,0.025494-0.071007i,0.0094384-0.079849i,-0.0070821-0.048591i,-0.0025337-0.017475i,-4.4634e-05-0.0028005i,-0.0021202+0.0059935i,-0.0018861+0.012349i,0.0012891+0.015083i,0.0025036+0.013044i,-0.0026428+0.006003i,-0.0077792-0.00048722i,-0.0079083-0.0047231i,-0.00444-0.0072163i,-7.5277e-05-0.0052467i,0.0037261+0.00023861i
0.036874+0.13089i,0.13984+0.083834i,0.22327-0.12527i,0.17775-0.27428i,0.063444-0.19131i,0.017434-0.034525i,0.013945+0.043625i,-0.013036+0.065579i,-0.042539+0.063496i,-0.040489+0.05059i,-0.012646+0.033475i,0.0070312+0.013962i,0.011384+0.00064768i,0.01267-0.0083335i,0.0067624-0.011385i,-0.0045101-0.0059305i,-0.012084-0.002367i,-0.013761-0.0038242i,-0.012651-0.0035952i,-0.0099061+0.00056287i,-0.0070658+0.0024948i,-0.0065764+0.0030561i,-0.0062752+0.0043747i
0.048747-0.19603i,0.060961-0.26704i,0.094131-0.1459i,0.14881+0.052117i,0.16316+0.098664i,0.10843+0.040412i,0.034268+0.010391i,-0.0015419+0.021656i,0.014911+0.04619i,0.039334+0.043111i,0.027588+0.021014i,0.014118+0.010535i,0.01911+0.0020208i,0.01579-0.0028078i,0.0057482-0.004725i,-0.0023672-0.010048i,-0.0029095-0.0083091i,0.0035315-0.0039933i,0.0055795-0.0036515i,0.0011212-0.0025451i,-0.000371-0.00098972i,0.0037464-0.003498i,0.0061295-0.0088132i
-0.013821+0.12529i,-0.094364+0.31042i,-0.22091+0.45583i,-0.27049+0.40949i,-0.22562+0.21689i,-0.19517+0.029161i,-0.17658-0.065059i,-0.12074-0.083432i,-0.059489-0.085845i,-0.03449-0.078793i,-0.026003-0.050513i,-0.016651-0.015334i,-0.013382+0.0097672i,-0.0096782+0.018504i,-0.00033194+0.015873i,0.0058309+0.0096212i,0.0042809+0.0047728i,0.00045005+0.0017471i,-0.0016374-0.0012868i,-0.0034447-0.0035327i,-0.003543-0.00092804i,-0.0016974+0.0076469i,0.0020696+0.016789i
-0.11547+0.026553i,-0.13957-0.076678i,-0.09566-0.27662i,-0.054001-0.3612i,-0.018602-0.22957i,0.061784-0.067043i,0.10792-0.012099i,0.061692-0.0035211i,-0.00789+0.023463i,-0.022691+0.049971i,-0.00052393+0.04314i,0.00032973+0.022791i,-0.011563+0.015492i,-0.010388+0.0099546i,-0.0056512+0.0047996i,-0.0019579+0.0021843i,-0.0013894-0.0022198i,-0.0045947+0.00037401i,-0.0059229+0.0057938i,-0.0058179+0.0033389i,-0.011087-0.0023837i,-0.018893-0.0054544i,-0.022435-0.0036645i
0.20115-0.10292i,0.35073-0.20231i,0.41513-0.20673i,0.3484-0.11515i,0.23473-0.040062i,0.15635-0.0021218i,0.11814+0.019294i,0.092997+0.020074i,0.069469+0.013489i,0.045207+0.0098718i,0.02047+0.0012149i,0.0041124-0.015113i,-0.003373-0.023985i,-0.0095983-0.012039i,-0.0077959+0.0026885i,0.0039405+0.0042667i,0.012684+0.0025348i,0.012075+0.0021413i,0.0063564-0.0013903i,0.0021543-0.0067276i,0.0011257-0.013455i,0.0013714-0.020708i,-0.00087001-0.02351i
-0.060431+0.17577i,-0.18255+0.38911i,-0.29026+0.51479i,-0.29293+0.41002i,-0.26862+0.20274i,-0.29129+0.080466i,-0.26516+0.058101i,-0.15688+0.037351i,-0.065895-0.020969i,-0.043532-0.056293i,-0.03047-0.036763i,0.0034209-0.012036i,0.017975-0.0092811i,0.007602-0.010195i,-0.0071652-0.0018961i,-0.017578+0.0128i,-0.019769+0.018888i,-0.018369+0.010058i,-0.014166+0.00034298i,-0.0052798-0.0022042i,0.0074419-0.0010984i,0.017557+0.0019541i,0.017531+0.0042084i
-0.14409-0.14611i,-0.18254-0.32006i,-0.12734-0.44165i,-0.032418-0.37786i,0.049982-0.2144i,0.10139-0.12354i,0.072194-0.10495i,0.001287-0.057906i,-0.020142+0.0067539i,-0.0035756+0.031015i,0.0014447+0.032709i,-0.00084507+0.03693i,0.0045906+0.029124i,0.0071015+0.005231i,-0.003245-0.013837i,-0.016068-0.018631i,-0.020225-0.016933i,-0.015497-0.012846i,-0.0080672-0.0068529i,-0.0022321-0.0014905i,0.0005937+0.0024956i,0.002132+0.0032389i,0.004429-0.00086559i
0.19784+0.061232i,0.40339+0.097721i,0.51873+0.11952i,0.44047+0.10702i,0.2822+0.057469i,0.18093-0.0098247i,0.12285-0.05991i,0.070647-0.060542i,0.04597-0.028998i,0.043024-0.018925i,0.021754-0.03145i,-0.0087754-0.031374i,-0.019702-0.015538i,-0.012048+0.0022364i,0.0076632+0.0064799i,0.025354-0.0053848i,0.032233-0.013557i,0.029338-0.012994i,0.021216-0.012762i,0.012219-0.011756i,0.0033868-0.0072186i,-0.0025265-0.00035989i,-0.0042563+0.0061012i
-0.13848+0.15886i,-0.33153+0.33285i,-0.47371+0.45035i,-0.43708+0.37606i,-0.32875+0.18767i,-0.26144+0.085452i,-0.18259+0.080029i,-0.089296+0.059155i,-0.044444+0.019649i,-0.032052+0.0055623i,-0.014912+0.0083099i,0.0033414+0.013554i,0.012267+0.016269i,0.012145+0.014226i,0.0050147+0.015285i,-0.0039314+0.018584i,-0.010013+0.01586i,-0.0092263+0.010068i,-0.0039985+0.0072069i,-0.001131+0.006159i,-0.0018636+0.0065044i,-0.0077281+0.008092i,-0.013859+0.010908i
-0.024345-0.28287i,-0.042966-0.52633i,-0.082278-0.65099i,-0.10053-0.52242i,-0.0069692-0.27221i,0.12174-0.12555i,0.14235-0.090729i,0.076195-0.060982i,0.023426-0.010423i,0.0085934+0.020637i,-0.00053851+0.016986i,-0.018112+0.004653i,-0.023679-0.00092651i,-0.019122-0.0082503i,-0.020321-0.015383i,-0.019015-0.016282i,-0.010419-0.011927i,-0.0034635-0.00094636i,-0.0010642+0.0087652i,-0.00049972+0.0078351i,-0.0026838-0.0019901i,-0.0042581-0.016346i,-0.0024472-0.02976i
0.083132+0.13748i,0.2297+0.21889i,0.37461+0.19994i,0.38057+0.091942i,0.2416+0.032642i,0.12216+0.049617i,0.081448+0.047021i,0.059865+0.014443i,0.032791-0.015584i,0.019708-0.034744i,0.02429-0.047793i,0.025541-0.061881i,0.0083235-0.061421i,-0.0065555-0.035229i,0.0023076-0.007013i,0.020468+0.008551i,0.027397+0.016193i,0.019354+0.011972i,0.0076904+0.00025883i,0.0030189-0.0070079i,0.0074005-0.0098493i,0.01644-0.0084375i,0.022404-0.0014089i
-0.14671+0.074626i,-0.25101+0.17511i,-0.24482+0.26535i,-0.1328+0.24528i,-0.081984+0.11728i,-0.14859+0.03904i,-0.18675+0.058319i,-0.13577+0.068889i,-0.06676+0.044368i,-0.031572+0.030226i,-0.0090992+0.043098i,0.02378+0.055516i,0.044949+0.043826i,0.037751+0.02115i,0.010574+0.010681i,-0.01905+0.013339i,-0.03655+0.013123i,-0.034808+0.0062763i,-0.019815+0.0026908i,-0.0063352+0.0049981i,0.0027214+0.01078i,0.0062609+0.018434i,0.0034107+0.024937i
0.18647-0.21584i,0.24882-0.37863i,0.16152-0.39087i,0.025723-0.22163i,0.022484-0.058715i,0.091315-0.049295i,0.078844-0.10293i,0.027903-0.089417i,0.0089568-0.031158i,0.01036+0.007177i,3.098e-05+0.011158i,-0.020913+0.0096303i,-0.024504+0.016521i,-0.013533+0.012967i,-0.0049573-0.0074464i,-0.001905-0.032226i,0.00071615-0.04507i,0.0048296-0.034538i,0.0067653-0.012646i,0.0049384+0.0017759i,-0.0015761+0.0064011i,-0.0083937+0.0046391i,-0.011205-0.0028764i
-0.066361+0.1244i,-0.10124+0.25206i,-0.092657+0.27396i,-0.057261+0.18884i,-0.037903+0.13762i,0.0023042+0.15032i,0.085986+0.13315i,0.10498+0.065142i,0.04796+0.01721i,0.011884+0.00058544i,0.01574-0.011355i,0.019565-0.017318i,0.0091897-0.013342i,0.0019281+0.00023975i,0.012876+0.014688i,0.031465+0.019636i,0.038638+0.019357i,0.029163+0.012528i,0.011042+0.0026658i,-0.0028863-0.00028585i,-0.0075046+0.0020726i,-0.009105+0.0056798i,-0.0073749+0.010289i
-0.10458-0.038152i,-0.16644-0.075787i,-0.14466-0.052895i,-0.077931-0.019126i,-0.068049-0.032829i,-0.11305-0.029388i,-0.1402+0.031369i,-0.09667+0.075874i,-0.040903+0.051851i,-0.037911+0.02456i,-0.050014+0.036965i,-0.036401+0.047502i,-0.012616+0.031084i,-0.0048002+0.0082257i,-0.017847+0.0045888i,-0.032231+0.019735i,-0.032323+0.030075i,-0.02259+0.028875i,-0.013361+0.021354i,-0.01137+0.010498i,-0.013651+0.00036601i,-0.01519-0.0070333i,-0.016597-0.0085232i
0.27832-0.010321i,0.43373-0.078579i,0.35351-0.18516i,0.099124-0.21295i,-0.061968-0.13724i,-0.10849-0.085781i,-0.13843-0.079765i,-0.12866-0.059123i,-0.071173-0.039903i,-0.027729-0.039562i,-0.012982-0.049771i,-0.020464-0.062665i,-0.040155-0.051399i,-0.040846-0.023587i,-0.023529-0.013686i,-0.0076507-0.020037i,0.001955-0.023064i,0.004836-0.017982i,0.0057377-0.0094077i,0.0066849-0.0058698i,0.0082594-0.010665i,0.012113-0.020339i,0.013972-0.02901i
-0.084672+0.08401i,-0.20578+0.12339i,-0.18955+0.10303i,-0.040392+0.022961i,0.022819-0.050735i,0.00079303-0.061557i,-0.0058218-0.046338i,-0.015086-0.033119i,-0.021532-0.012531i,0.0027444-0.0081433i,0.029506-0.012658i,0.04792-0.003343i,0.054996+0.0023784i,0.045283+0.0049354i,0.033501+0.014322i,0.021501+0.020201i,0.0061327+0.017977i,-0.0086036+0.0068377i,-0.018705-0.0053887i,-0.015628-0.0063514i,-0.0025318+0.0019518i,0.006984+0.013783i,0.011033+0.025068i
-0.058916-0.06597i,0.035761-0.066222i,0.17468+0.014191i,0.25328+0.066373i,0.26064-0.012757i,0.19884-0.12706i,0.10262-0.14907i,0.049041-0.087988i,0.044497-0.027484i,0.030933-0.0030657i,-0.0016105+0.014185i,-0.013393+0.032112i,0.0022216+0.026013i,0.0083539+0.0034359i,-0.0079055-0.0091131i,-0.027054-0.0089893i,-0.035054-0.0057262i,-0.027419-0.0009209i,-0.012797+0.0016597i,-0.009595-0.0024155i,-0.018174-0.0055319i,-0.024855-0.0019845i,-0.025406+0.0051225i
0.15489+0.16943i,0.20402+0.27449i,0.12236+0.27513i,-0.016594+0.20647i,-0.06946+0.16316i,-0.022272+0.12117i,0.031644+0.054285i,0.039785-0.0016026i,0.01329-0.021317i,-0.0015413-0.0092126i,0.0099801-0.0054496i,0.011052-0.025761i,-0.010995-0.031703i,-0.027122-0.01492i,-0.018769-0.0028929i,0.0052393-0.008653i,0.025109-0.019841i,0.029598-0.020491i,0.023368-0.012412i,0.015765-0.0061078i,0.011855-0.0050533i,0.00782-0.011616i,-0.00081985-0.022796i
-0.17972+0.088897i,-0.34385+0.038i,-0.40881-0.041712i,-0.30377-0.031931i,-0.13137+0.03366i,-0.027811+0.061546i,-0.017389+0.061384i,-0.032781+0.060783i,-0.028301+0.049091i,-0.017625+0.027754i,-0.016062+0.024091i,-0.0080352+0.044422i,0.012691+0.05373i,0.024877+0.0392i,0.017288+0.025197i,0.0063662+0.025839i,0.0038006+0.028586i,0.0014929+0.019142i,-0.0075807+0.0059459i,-0.010928+0.0022068i,-0.0037402+0.0048779i,0.0040629+0.005583i,0.0078527+0.0038545i
-0.0095682-0.197i,0.087088-0.24314i,0.17733-0.19392i,0.15342-0.1134i,0.078085-0.047654i,0.026736-0.023272i,-0.027839-0.033736i,-0.058779-0.015567i,-0.02288+0.0059074i,0.0073366-0.015666i,-0.0081663-0.040461i,-0.025579-0.045297i,-0.028826-0.039706i,-0.024191-0.030834i,-0.019431-0.028073i,-0.023903-0.022841i,-0.030699-0.007576i,-0.027842+0.0083355i,-0.013766+0.011082i,-0.004971-0.0043744i,-0.0096971-0.020478i,-0.011434-0.024479i,-0.0002654-0.017473i
0.065803+0.15374i,0.089795+0.23487i,0.092993+0.18722i,0.026313+0.045045i,-0.10021-0.017373i,-0.12022+0.016624i,-0.022964+0.00788i,0.018456-0.04189i,-0.0086188-0.033591i,-0.0042034+0.0054232i,0.028797+0.01113i,0.041491-0.006693i,0.026365-0.019363i,0.0073556-0.012657i,0.0064664+0.0038038i,0.015001+0.0054353i,0.012261-0.0071813i,0.00070367-0.014929i,-0.0043842-0.011946i,0.003779-0.0058157i,0.017291-0.0044336i,0.021679-0.003553i,0.01072+0.0032202i
-0.25804+0.073917i,-0.32526+0.088587i,-0.23759+0.081259i,-0.079568+0.03869i,0.017181-0.04371i,0.031482-0.092422i,0.02104-0.079238i,0.01364-0.049586i,0.0079762-0.021763i,0.00064588-0.0041919i,-0.022308+0.013872i,-0.03595+0.049623i,-0.013708+0.068909i,0.011144+0.056225i,0.01279+0.03735i,0.003151+0.023233i,-0.0012212+0.010626i,-0.0015732-0.0033282i,-0.0094164-0.010609i,-0.016528-0.0024248i,-0.012989+0.016234i,-0.0065498+0.031197i,-0.0043838+0.029902i
0.10894-0.31016i,0.12159-0.34204i,0.076749-0.18649i,0.051131-0.028588i,0.046725+0.022525i,0.0060746+0.044297i,-0.023552+0.07062i,-0.016968+0.060568i,-0.014545+0.024696i,-0.0052175-0.00021015i,0.020369-0.030823i,0.02451-0.068789i,-0.0048167-0.074971i,-0.034543-0.048911i,-0.038429-0.024134i,-0.022799-0.011268i,-0.0051856-0.005477i,0.0078629-0.0044009i,0.015268-0.0047642i,0.010507-0.0083691i,-0.0040456-0.015794i,-0.013888-0.021926i,-0.0086728-0.022682i
0.133+0.10616i,0.11654+0.085372i,0.037325-0.0094411i,-0.0054179-0.068057i,-0.0028922-0.063467i,-0.0017855-0.038425i,0.0083026+0.008193i,0.025953+0.027467i,0.0098479+0.012302i,-0.013409+0.024174i,0.0034394+0.048837i,0.032492+0.045217i,0.039559+0.020631i,0.021667-0.0024982i,-0.0056439-0.0051041i,-0.018223+0.0034591i,-0.015744+0.0065511i,-0.0077769+0.0073984i,0.0014464+0.0056217i,0.010457-0.00040172i,0.0188-0.0083731i,0.017097-0.017359i,-0.0001344-0.015389i
-0.28756+0.012987i,-0.30474+0.071403i,-0.15294+0.14295i,0.004786+0.1461i,0.06157+0.068251i,0.019998-0.019498i,-0.075485-0.045424i,-0.093676+0.002896i,-0.013416+0.016565i,0.011838-0.026508i,-0.041403-0.026216i,-0.072823+0.014167i,-0.055007+0.032719i,-0.018108+0.019213i,0.0018649-0.010536i,-0.0037434-0.026382i,-0.010789-0.017258i,-0.0098731-0.0014967i,-0.0072313+0.0054962i,-0.0071912+0.005173i,-0.0086216+0.0086274i,-0.0044332+0.016355i,0.0044222+0.014834i
0.34333-0.26351i,0.34434-0.35612i,0.14778-0.27165i,-0.037109-0.084433i,-0.10257+0.058293i,-0.11011+0.080959i,-0.10271+0.028498i,-0.10275-0.011748i,-0.093034+0.0033996i,-0.032491+0.020648i,0.040003-0.0067095i,0.068677-0.050024i,0.05014-0.063085i,0.023342-0.042378i,0.023826-0.020255i,0.035219-0.013197i,0.030365-0.012464i,0.015064-0.0099038i,0.0068748-0.0030706i,0.0071984-0.0012401i,0.0070204-0.0086282i,0.0078849-0.014652i,0.015983-0.011705i
0.19177+0.3438i,0.2676+0.29114i,0.19997+0.037995i,0.068051-0.1349i,0.027795-0.16617i,0.07204-0.18291i,0.087443-0.18471i,0.062154-0.13828i,0.028129-0.074849i,-0.0026949-0.02122i,-0.02173+0.027185i,-0.010518+0.070796i,0.020769+0.07965i,0.034245+0.058501i,0.02764+0.044748i,0.015971+0.03359i,0.0019735+0.01465i,-0.0085948+0.0018587i,-0.014143+0.00083839i,-0.011145+0.0076404i,0.00081658+0.013331i,0.0057462+0.01285i,-0.01081+0.012955i
-0.37298-0.047884i,-0.40736+0.087631i,-0.18854+0.23271i,0.042984+0.19472i,0.085816+0.057059i,0.039169-0.0026376i,0.0085046-0.00061752i,0.0024402+0.02824i,0.029178+0.032566i,0.030024-0.013293i,-0.021644-0.047202i,-0.080527-0.048622i,-0.10927-0.034453i,-0.090905-0.0092687i,-0.051706+0.0095892i,-0.018696+0.014707i,0.0050959+0.0096142i,0.0085221+0.0021618i,-0.00038719+0.0013523i,-0.0060428+0.0019224i,-0.013257+0.0056973i,-0.019982+0.013531i,-0.014034+0.010073i
0.35036-0.076262i,0.41754-0.19144i,0.25425-0.20443i,0.060483-0.061485i,0.02181+0.086118i,0.049104+0.14261i,0.051074+0.13447i,0.0080234+0.077562i,-0.05085+0.046241i,-0.029303+0.060902i,0.058917+0.035186i,0.11453-0.029682i,0.095556-0.06219i,0.02569-0.043113i,-0.029013+0.0010042i,-0.038973+0.032153i,-0.025743+0.038212i,-0.008463+0.023269i,0.0024815+0.0042854i,0.009012-0.003682i,0.014911-0.016815i,0.015864-0.036096i,0.012804-0.035983i
-0.09179+0.47176i,-0.0009272+0.6023i,0.070793+0.42005i,0.024708+0.1618i,-0.023573+0.072281i,-0.01687+0.045445i,-0.04315+0.0037891i,-0.049865-0.0077231i,-0.006938-0.022361i,-0.0054104-0.038035i,-0.033352+0.0052753i,-0.018921+0.069444i,0.024017+0.074514i,0.038933+0.025517i,0.010143-0.021855i,-0.029907-0.038502i,-0.049755-0.028768i,-0.040157-0.0089373i,-0.024857+0.00088434i,-0.023683+0.0055718i,-0.017991+0.013169i,-0.0065176+0.013924i,-0.0057322+0.011631i
-0.31655-0.28434i,-0.51643-0.21862i,-0.45285-0.025601i,-0.25964+0.040045i,-0.23722+0.017367i,-0.28956+0.049863i,-0.24591+0.061091i,-0.16265+0.044174i,-0.081692+0.045475i,-0.025411+0.025949i,-0.024405-0.0057812i,-0.051725-0.018207i,-0.063395-0.021577i,-0.038294-0.029568i,0.0064298-0.046561i,0.037538-0.058863i,0.042407-0.053554i,0.025431-0.03555i,0.0074421-0.016857i,0.00015643-0.012362i,-0.008918-0.0083974i,-0.012349+0.0085175i,-0.0023371+0.018755i
0.25873-0.10624i,0.34833-0.30815i,0.245-0.40604i,0.068322-0.33054i,-0.052837-0.27137i,-0.15759-0.26408i,-0.19843-0.21501i,-0.15496-0.14889i,-0.12349-0.084965i,-0.086412-0.005794i,-0.025646+0.037799i,0.014206+0.040606i,0.025285+0.040551i,0.017347+0.046351i,0.018912+0.054026i,0.03383+0.045687i,0.033239+0.022718i,0.022443+0.0023567i,0.015823-0.0096934i,0.013017-0.0066016i,0.016685-0.0015472i,0.020459-0.0075388i,0.0090415-0.012676i
-0.15428+0.30541i,-0.070865+0.5408i,0.10091+0.51954i,0.20873+0.22513i,0.22447-0.11446i,0.17591-0.37112i,0.067766-0.42178i,0.01546-0.27271i,0.058869-0.15779i,0.046392-0.1459i,-0.019937-0.11481i,-0.048583-0.065599i,-0.046347-0.03926i,-0.032795-0.014502i,-0.025214+0.018183i,-0.02347+0.045128i,-0.022704+0.048421i,-0.027959+0.040174i,-0.031059+0.039654i,-0.027876+0.033394i,-0.024531+0.017552i,-0.024741+0.0030597i,-0.02276-0.010823i
-0.03272-0.13363i,-0.15114-0.157i,-0.14983-0.068085i,-0.0057734+0.055203i,0.15752+0.1418i,0.30745+0.15108i,0.3374+0.073679i,0.19821+0.046798i,0.086409+0.098786i,0.072337+0.088171i,0.057906+0.020785i,0.038602-0.03129i,0.012609-0.056054i,-0.026185-0.04105i,-0.047781-0.0062293i,-0.049436+0.014046i,-0.038574+0.015931i,-0.024999+0.013283i,-0.01512+0.0146i,-0.0068553+0.006884i,-0.0098466-0.0040739i,-0.024036+0.0035112i,-0.024229+0.023153i
0.12887-0.13742i,0.16806-0.23671i,0.084692-0.19754i,-0.0019482-0.057278i,0.0083402-0.00090576i,0.022418-0.037614i,-0.018339-0.082265i,-0.078456-0.082477i,-0.097292-0.026123i,-0.050326+0.017199i,-0.010157+0.020053i,0.0086366+0.027951i,0.031227+0.017276i,0.023785-0.01533i,0.0044618-0.029958i,0.0040277-0.035353i,0.0066394-0.042106i,0.0024665-0.046443i,-0.011259-0.046433i,-0.024625-0.032947i,-0.02012-0.017885i,-0.0058788-0.018689i,-0.0019849-0.01617i
0.10587+0.20364i,0.079302+0.36869i,-0.027773+0.37614i,-0.14174+0.26367i,-0.18011+0.2132i,-0.12396+0.19315i,-0.059115+0.10995i,-0.056404+0.021786i,-0.063668-0.020233i,-0.044941-0.030838i,-0.022883-0.015973i,0.0038854+0.0067392i,0.032121-0.0024943i,0.033966-0.037333i,0.0054469-0.047646i,-0.011096-0.017769i,0.0069378+0.015479i,0.014408+0.020427i,-0.0045486+0.016371i,-0.013581+0.015404i,-0.0077751+0.0056157i,0.0022112-0.011826i,0.006796-0.033396i
-0.23713+0.10328i,-0.259-0.00043551i,-0.13651-0.22685i,-0.045263-0.39224i,-0.062121-0.4221i,-0.080047-0.34935i,-0.046011-0.21537i,0.0018659-0.10482i,0.016022-0.048898i,0.0018768-0.021699i,-0.024606-0.021597i,-0.051552-0.018852i,-0.047321+0.0077661i,-0.026367+0.026916i,-0.029716+0.030516i,-0.046907+0.029725i,-0.054036+0.02772i,-0.039938+0.02041i,-0.016352+0.0036117i,-0.0074833-0.016425i,-0.01177-0.030529i,-0.023515-0.028691i,-0.036473-0.013241i
0.13177-0.27754i,0.14117-0.38649i,0.15027-0.29158i,0.26547-0.099339i,0.48905+0.0098769i,0.64781-0.032499i,0.52432-0.14876i,0.21767-0.15337i,0.05608-0.038386i,0.074574+0.00083058i,0.089445-0.04536i,0.062159-0.070409i,0.042596-0.051759i,0.047619-0.006202i,0.058467+0.024443i,0.045275+0.010005i,0.011551-0.022889i,-0.023357-0.041801i,-0.044311-0.04042i,-0.031513-0.029358i,0.0086704-0.023718i,0.032158-0.034761i,0.023883-0.041258i
0.1327+0.44529i,0.31535+0.67626i,0.4362+0.70309i,0.30917+0.52252i,-0.0062129+0.36365i,-0.1871+0.33619i,-0.11723+0.21513i,-0.082015-0.0065286i,-0.17345-0.071986i,-0.17953+0.0018044i,-0.093383+0.049663i,-0.0042796+0.060041i,0.053406+0.031899i,0.049723-0.018201i,0.027237-0.046237i,0.018085-0.054684i,0.012288-0.036509i,0.010552-0.0069214i,0.013728+0.0019288i,0.010727-0.00053518i,0.0021664+0.0019542i,0.0038333+0.0096268i,0.0094044+0.016376i
