-0.0050226-0.00015381i,-0.0047416+0.0011643i,-0.0057327+0.0034083i,-0.0046391+0.0041783i,-0.0027382+0.0026755i,-0.0011892+0.00095413i,-0.00096999+0.00074173i,-0.00066703+0.0021205i,0.00063078+0.0033598i,0.001528+0.0033023i,0.0013804+0.0018672i,0.0009976+0.00075704i,0.0012287+3.9466e-05i,0.0011783+0.000292i,0.0010461+0.00064894i,0.00057732-1.4055e-05i,0.00021364-0.0001342i,0.00021684-0.00012833i,2.6076e-05-0.00048365i,-1.9866e-05-0.00018443i,0.00023208+0.00078681i,8.3455e-05+0.00070641i,-0.000441+2.3523e-05i
-0.025611+0.0055409i,-0.081345+0.019724i,-0.15216+0.067442i,-0.16412+0.1238i,-0.10342+0.1291i,-0.033257+0.09134i,0.02015+0.051314i,0.039816+0.0049274i,0.0093443-0.034567i,-0.026455-0.033967i,-0.029454-0.020173i,-0.02497-0.029341i,-0.033063-0.043171i,-0.045115-0.0319i,-0.045867-0.0046529i,-0.020807+0.012811i,0.012618+0.015899i,0.031242+0.010686i,0.038693-0.00047163i,0.03777-0.010232i,0.025463-0.014415i,0.0073564-0.014047i,-0.0035185-0.01048i
0.025938+0.010804i,0.085192+0.019954i,0.15798-0.005189i,0.16455-0.064193i,0.0885-0.092117i,0.00027085-0.065624i,-0.042716-0.033172i,-0.043827-0.0074958i,-0.014286+0.033331i,0.02093+0.05237i,0.017597+0.037834i,-0.014402+0.031439i,-0.034432+0.039035i,-0.026358+0.048046i,-0.0034457+0.041218i,0.010642+0.0080803i,0.015127-0.02622i,0.01402-0.045043i,0.0012209-0.053718i,-0.016759-0.049929i,-0.026713-0.031652i,-0.02286-0.0091228i,-0.011453+0.0039516i
-0.024026-0.016359i,-0.080284-0.05055i,-0.17096-0.068642i,-0.22398-0.026905i,-0.17737+0.034543i,-0.089946+0.042784i,-0.062916+0.021629i,-0.065931+0.010609i,-0.048878-0.0099551i,-0.028427-0.019168i,-0.0068766+0.0018592i,0.015824+0.025504i,0.034575+0.03307i,0.052906+0.013356i,0.052748-0.020713i,0.023037-0.038533i,-0.010191-0.038822i,-0.028921-0.027261i,-0.035147-0.00067774i,-0.027398+0.025603i,-0.0085756+0.03249i,0.006159+0.021399i,0.0094331+0.0076604i
0.015705+0.032705i,0.053334+0.093477i,0.12926+0.16808i,0.20192+0.17755i,0.19438+0.102i,0.12288+0.031588i,0.077639+0.0052542i,0.050951-0.0029411i,0.015909+0.0092401i,0.0090439+0.025467i,0.032302+0.019966i,0.051566+0.0043738i,0.051371-0.0097449i,0.027292-0.0228i,0.00060561-0.021187i,-0.010004-0.0026297i,-0.019277+0.01581i,-0.023917+0.024213i,-0.0084748+0.025001i,0.015493+0.016881i,0.023635-0.0023846i,0.011031-0.014139i,-0.0022764-0.010179i
0.00085319-0.035031i,0.0029533-0.10774i,-0.014213-0.21029i,-0.057509-0.2479i,-0.082763-0.16766i,-0.05416-0.065555i,-0.011759-0.034075i,0.024174-0.036084i,0.068801-0.042001i,0.088192-0.063677i,0.05945-0.082206i,0.021974-0.083484i,-0.0024049-0.069928i,-0.018437-0.036491i,-0.026195-0.0060501i,-0.023384+0.0082541i,-0.010393+0.020736i,0.0023426+0.023743i,0.0092034+0.0064682i,0.0041722-0.014901i,-0.01149-0.014759i,-0.017524+0.0020717i,-0.011553+0.012581i
-0.018775+0.030457i,-0.051383+0.094986i,-0.081016+0.18734i,-0.050004+0.23239i,0.0288+0.16978i,0.057637+0.076382i,0.024372+0.060542i,-0.0067406+0.077379i,-0.031075+0.060411i,-0.056051+0.031438i,-0.070834+0.014005i,-0.07968+0.0083692i,-0.071911+0.011539i,-0.043357+0.014829i,-0.017529+0.019344i,-0.0024742+0.018075i,0.010097+0.0063592i,0.014193-0.0061408i,-0.00066351-0.011763i,-0.017827-0.0017511i,-0.012727+0.014052i,0.0038216+0.014772i,0.011235+0.0097112i
0.019724-0.018638i,0.079693-0.059762i,0.15968-0.1306i,0.17764-0.20132i,0.098776-0.20055i,0.022929-0.12347i,0.015821-0.052866i,0.034463-0.012284i,0.046326+0.019793i,0.049506+0.039179i,0.042522+0.048037i,0.037921+0.055601i,0.039498+0.050666i,0.045624+0.028545i,0.058409+0.00045006i,0.059275-0.023343i,0.038581-0.034787i,0.013342-0.028608i,0.0001731-0.0058215i,0.0064654+0.01196i,0.014086+0.0055864i,0.0088692-0.0086997i,0.0066926-0.012831i
-0.028191+0.010789i,-0.095657+0.019581i,-0.19817+0.038934i,-0.2538+0.082793i,-0.19845+0.1143i,-0.10633+0.083459i,-0.064058+0.0148i,-0.043425-0.044153i,-0.014242-0.083632i,0.002395-0.095374i,0.0097711-0.075611i,0.020778-0.0532i,0.026173-0.043469i,0.015023-0.048938i,-0.010861-0.063767i,-0.034865-0.062768i,-0.043847-0.038561i,-0.034325-0.0085787i,-0.0076548+0.0056947i,0.013251-0.00020686i,0.012217-0.0044477i,0.0033549-9.6451e-05i,-0.0042134-0.0015627i
0.029932+0.008401i,0.098296+0.02846i,0.20727+0.053329i,0.28339+0.027552i,0.24504-0.052805i,0.13491-0.090553i,0.063347-0.050857i,0.041375-0.0052075i,0.021573+0.017802i,0.00024921+0.030111i,-0.01345+0.025508i,-0.022304+0.011913i,-0.029301+0.0017218i,-0.047345+0.009281i,-0.068536+0.037052i,-0.064296+0.060267i,-0.033672+0.062469i,-0.0033597+0.0421i,0.0044685+0.0081135i,-0.0025227-0.011891i,-0.0027898-0.012069i,0.00096476-0.0063131i,-0.0021231+0.0042998i
-0.024325-0.014397i,-0.071598-0.067199i,-0.15576-0.15636i,-0.24249-0.20002i,-0.25077-0.13543i,-0.15958-0.044366i,-0.055384-0.017828i,-0.0065146-0.02662i,0.006068-0.028237i,0.011791-0.019571i,0.015047-0.0066516i,0.010385-0.0031686i,0.0026101+0.0016325i,0.020722+0.021762i,0.060474+0.037502i,0.082977+0.026671i,0.078241-0.0032642i,0.054615-0.025625i,0.02364-0.022028i,0.0046744-0.0096116i,-0.0033166-0.0087216i,-0.008276-0.0097643i,-0.004086-0.0033063i
0.012042+0.023422i,0.023229+0.091214i,0.038874+0.21795i,0.074235+0.32633i,0.10758+0.31182i,0.091737+0.20624i,0.034948+0.11417i,-0.0081993+0.063781i,-0.023217+0.032441i,-0.021657+0.010582i,-0.011707-0.0035285i,-0.0072816-0.0059109i,-0.0019857-0.0036455i,0.012676-0.026855i,0.021722-0.069875i,0.0074324-0.095214i,-0.024961-0.090997i,-0.044753-0.064999i,-0.035949-0.034574i,-0.020029-0.014762i,-0.01583-0.0031102i,-0.012536+0.0023018i,-0.0016204-0.0018187i
0.0038429-0.02274i,0.029238-0.083311i,0.085191-0.19437i,0.1158-0.29806i,0.069417-0.30086i,-0.001927-0.20103i,-0.027405-0.091053i,-0.010574-0.02953i,0.023375-0.002963i,0.043016+0.0038667i,0.033924+0.001879i,0.026056+0.0054792i,0.01816+0.0055871i,-0.01952+0.0016952i,-0.069113+0.0072293i,-0.093769+0.026399i,-0.086032+0.050637i,-0.06081+0.056476i,-0.037991+0.039977i,-0.025354+0.024685i,-0.014162+0.021815i,-0.0028887+0.017778i,-0.0010833+0.0067761i
-0.0073619+0.017829i,-0.054083+0.051923i,-0.14825+0.10798i,-0.22107+0.16274i,-0.19146+0.16796i,-0.10341+0.11186i,-0.048979+0.046963i,-0.03699+0.020921i,-0.03493+0.019276i,-0.026227+0.018121i,-0.010891+0.010663i,-0.0034933-0.0029668i,-0.00050402-0.0021263i,0.011016+0.021713i,0.026599+0.04933i,0.045989+0.061913i,0.062968+0.055959i,0.058428+0.040638i,0.038156+0.030829i,0.025798+0.027429i,0.024745+0.017959i,0.017374+0.0062094i,0.0011059+0.0049645i
0.017295-0.009505i,0.075257-0.014181i,0.19223-0.014269i,0.30277-0.013297i,0.31274-0.016118i,0.23066-0.017685i,0.14606-0.016371i,0.099963-0.017177i,0.07293-0.016076i,0.048907-0.015459i,0.023953-0.016342i,0.0024044-0.0090174i,0.0032924-0.0044025i,0.027591-0.01651i,0.049781-0.038305i,0.051487-0.061656i,0.038744-0.07279i,0.0267-0.061378i,0.024425-0.041948i,0.025437-0.032299i,0.015829-0.030653i,0.0034515-0.021226i,0.0010116-0.0038608i
-0.014358+0.00068551i,-0.064566-0.027252i,-0.15754-0.095503i,-0.24377-0.16736i,-0.24837-0.17169i,-0.17289-0.10063i,-0.085075-0.033024i,-0.028036-0.020831i,0.0011474-0.044098i,0.0065545-0.058957i,-0.0023514-0.045152i,-0.0048033-0.026763i,-0.0095959-0.025291i,-0.024887-0.029361i,-0.038994-0.027315i,-0.053055-0.017244i,-0.060889-0.0063134i,-0.050571-0.005698i,-0.03424-0.01243i,-0.02741-0.015917i,-0.023142-0.0069067i,-0.010935+0.0030552i,0.0047274+0.001551i
0.008718+0.0096879i,0.034404+0.054157i,0.068635+0.14573i,0.08472+0.22694i,0.06507+0.21329i,0.029501+0.13101i,0.0047457+0.07791i,-0.0018053+0.075092i,0.0024832+0.080337i,0.007306+0.069627i,0.0089232+0.046626i,0.0040237+0.02631i,-0.0068425+0.020721i,-0.018639+0.024234i,-0.019143+0.030786i,-0.0041239+0.038268i,0.0086864+0.040607i,0.0052687+0.03456i,-0.006606+0.027765i,-0.0085556+0.026345i,0.0027777+0.020625i,0.010127+0.0074111i,0.0078573-0.0030102i
-0.0021988-0.013534i,0.0017357-0.060703i,0.027723-0.1508i,0.074114-0.22563i,0.10073-0.21854i,0.077572-0.15637i,0.030881-0.10782i,0.0045229-0.083086i,0.0024641-0.062897i,0.0061643-0.043593i,0.0095601-0.025138i,0.018483-0.0093398i,0.031618-0.0019207i,0.039728-0.0036051i,0.038028-0.016174i,0.032409-0.035536i,0.028672-0.042799i,0.025494-0.028387i,0.023964-0.0087132i,0.022285-0.0059367i,0.011319-0.017641i,-0.0050573-0.019492i,-0.013148-0.01012i
-0.0043734+0.013407i,-0.031954+0.047966i,-0.098912+0.10327i,-0.17637+0.13754i,-0.19465+0.11966i,-0.13701+0.075426i,-0.069346+0.034879i,-0.042704-0.0024951i,-0.045162-0.026498i,-0.04387-0.028714i,-0.030823-0.021916i,-0.01975-0.020615i,-0.014489-0.024342i,-0.011756-0.027395i,-0.019034-0.02684i,-0.035842-0.020899i,-0.044374-0.014374i,-0.033389-0.013736i,-0.016397-0.018038i,-0.013458-0.016806i,-0.019648-0.003324i,-0.017156+0.0084002i,-0.0097154+0.010253i
0.0085737-0.0014721i,0.046407-0.014365i,0.11839-0.022062i,0.17582-0.006904i,0.15603+0.024377i,0.097584+0.03641i,0.068262+0.028556i,0.071261+0.030327i,0.077993+0.033266i,0.067052+0.025541i,0.038353+0.016069i,0.0051854+0.012577i,-0.018368+0.016716i,-0.026591+0.027541i,-0.018049+0.04292i,0.00012267+0.055009i,0.0085829+0.052486i,0.0023216+0.034219i,-0.0091908+0.016603i,-0.010335+0.014248i,0.003865+0.017091i,0.014727+0.011936i,0.014197+0.0072475i
-0.010146+0.0022534i,-0.041881-0.0062656i,-0.090218-0.037807i,-0.10319-0.090568i,-0.055753-0.12459i,-0.021755-0.10407i,-0.027142-0.048036i,-0.026475-0.011358i,-0.019984-0.0034206i,-0.014516+0.00086495i,-0.0012135+0.0056524i,0.010948+0.0058074i,0.01795+0.0063723i,0.026971+0.003029i,0.037779-0.01037i,0.041459-0.028162i,0.035478-0.035909i,0.023197-0.026905i,0.013962-0.010587i,0.012498-0.0051242i,0.0086968-0.013081i,0.00054323-0.015072i,-0.00062311-0.0087939i
0.0091889+0.010709i,0.034485+0.033256i,0.070394+0.077287i,0.068669+0.11695i,0.018992+0.12227i,-0.012+0.099036i,-0.015994+0.061952i,-0.030086+0.032147i,-0.034392+0.023627i,-0.017711+0.015947i,-0.0051364-0.00064434i,0.0025659-0.011843i,0.010501-0.020419i,0.00581-0.034014i,-0.013856-0.043624i,-0.035574-0.039428i,-0.045291-0.026713i,-0.037893-0.014054i,-0.021559-0.0070858i,-0.013685-0.0045727i,-0.016552+0.0022855i,-0.015354+0.0090536i,-0.0086694+0.0069382i
-0.0021146-0.0084585i,-0.011225-0.042723i,-0.022895-0.093706i,-0.010012-0.10942i,0.028087-0.069833i,0.040021-0.038487i,0.026679-0.036132i,0.030161-0.034579i,0.043868-0.037573i,0.040368-0.039299i,0.021714-0.025508i,0.0051361-0.01017i,-0.0051415-0.0018947i,-0.013289+0.012024i,-0.015156+0.031723i,-0.0071853+0.044717i,0.0023965+0.048446i,0.0068766+0.041785i,0.0068427+0.029493i,0.009344+0.021292i,0.017905+0.016616i,0.021503+0.0086942i,0.012406+0.0017101i
-0.0015922+0.015583i,-0.0098712+0.044151i,-0.020117+0.078106i,-0.037319+0.053761i,-0.061323-0.028491i,-0.064337-0.058416i,-0.036125-0.026296i,-0.0052918-0.0074107i,0.0045213+0.0024758i,0.010653+0.015596i,0.020094+0.013745i,0.015051+0.007073i,0.0062444+0.0090097i,0.014103+0.011472i,0.029923+0.0058897i,0.039382-0.0076206i,0.040085-0.02166i,0.032135-0.026273i,0.019426-0.020974i,0.0096574-0.018205i,0.0031675-0.02402i,-0.0033493-0.025259i,-0.006628-0.013534i
0.010561-0.0087823i,0.031925-0.032633i,0.057575-0.060712i,0.064031-0.042707i,0.054339+0.024799i,0.055238+0.061827i,0.048718+0.04831i,0.021364+0.035671i,0.008256+0.025755i,0.0045048+0.0028857i,-0.0069547-0.012412i,-0.0091988-0.012479i,0.00022586-0.015182i,0.0027769-0.027327i,-0.0059063-0.03873i,-0.019002-0.042166i,-0.031698-0.037695i,-0.035813-0.028194i,-0.029015-0.017404i,-0.023124-0.0078841i,-0.025816+0.000858i,-0.025837+0.0092523i,-0.013532+0.014948i
-0.013094+0.0034595i,-0.04193+0.014783i,-0.071344+0.032476i,-0.056712+0.034288i,-0.004478+0.009902i,0.018615-0.013265i,0.0070731-0.014316i,0.0039789-0.01253i,0.00029273-0.027131i,-0.015533-0.031265i,-0.022525-0.014153i,-0.017186-0.0044222i,-0.016036-0.0070427i,-0.021198-0.0033659i,-0.025147+0.0070888i,-0.025388+0.019809i,-0.020087+0.033882i,-0.0075489+0.036937i,0.0057239+0.024448i,0.012927+0.013051i,0.017057+0.013277i,0.020776+0.015074i,0.022942+0.0072257i
0.012004+0.00013666i,0.042346+0.004616i,0.071155+0.00096316i,0.047994-0.012752i,-0.026226-0.021238i,-0.073206-0.013794i,-0.055948-0.0065555i,-0.021458-0.011094i,0.0050217-0.0050507i,0.028629+0.0054226i,0.036603+0.00028637i,0.023423-0.00041774i,0.010362+0.01234i,0.0112+0.021937i,0.018957+0.022323i,0.029107+0.015152i,0.038115+0.0026491i,0.033519-0.0081022i,0.014776-0.011581i,0.002061-0.010119i,0.0038102-0.011749i,0.0070973-0.018306i,-0.00048513-0.022463i
-0.014005-0.0069755i,-0.037097-0.024586i,-0.064323-0.040662i,-0.051136-0.034049i,0.010185-0.0098103i,0.054317-0.0079229i,0.043455-0.019016i,0.018217-0.0091996i,0.009518+0.0021767i,0.0031216-0.0013007i,-0.0052441-0.0015457i,-0.00014054+0.00089556i,0.011809-0.0061647i,0.014948-0.016737i,0.0089602-0.025203i,-0.0022568-0.033586i,-0.015378-0.037384i,-0.022426-0.026617i,-0.018665-0.0039578i,-0.010979+0.011092i,-0.0098574+0.0089723i,-0.017085+0.0023467i,-0.022086+0.0072485i
0.0077889+0.012007i,0.021511+0.037219i,0.045941+0.065517i,0.064406+0.05705i,0.058357+0.0028008i,0.029082-0.029628i,0.0088809-0.01912i,0.0051192-0.0092305i,-0.0088454-0.0060672i,-0.021527+0.007676i,-0.01438+0.019354i,-0.0066692+0.011113i,-0.010362-0.0040911i,-0.016537-0.009631i,-0.021485-0.0039486i,-0.025268+0.01072i,-0.023321+0.023733i,-0.011773+0.020427i,0.0037547+0.002724i,0.011555-0.011378i,0.0066733-0.0096703i,-0.00024043+0.0026546i,0.0043304+0.013163i
-0.0025704-0.0093905i,-0.0015257-0.037436i,-0.003239-0.075321i,-0.02458-0.080314i,-0.065851-0.027155i,-0.075869+0.037578i,-0.044558+0.052305i,-0.015461+0.026099i,0.0067768+0.0028666i,0.02713-0.012255i,0.025885-0.024039i,0.0075022-0.01601i,-0.0014686+0.0060649i,0.0036456+0.019532i,0.014939+0.020655i,0.029787+0.013764i,0.036623+0.0046793i,0.024641-0.0045222i,0.0017864-0.012577i,-0.013349-0.01335i,-0.011229-0.0060059i,0.0025643+0.0019153i,0.013413+0.00064764i
-0.0060789+0.01224i,-0.020051+0.031885i,-0.041483+0.055671i,-0.044045+0.060313i,-0.0098756+0.034929i,0.022398+0.00023488i,0.016316-0.01052i,0.0021661+0.0040679i,0.0058973+0.0097774i,0.004798-0.00012917i,-0.001968-0.0040815i,0.0027088-0.0026701i,0.013433-0.0047972i,0.018198-0.0097785i,0.013533-0.018991i,-0.0017522-0.032252i,-0.016657-0.036108i,-0.019827-0.019699i,-0.012934+0.0076754i,-0.0022997+0.024333i,0.007949+0.020374i,0.013534+0.0036561i,0.0095522-0.010126i
0.0092339-0.0013443i,0.030294-0.013059i,0.066551-0.02534i,0.089753-0.03519i,0.071194-0.046248i,0.027389-0.054628i,-0.00025697-0.041497i,0.00080179-0.017522i,0.0047297+0.00091225i,0.0066789+0.014074i,0.011696+0.014452i,0.0087657-3.554e-05i,-0.0021445-0.016981i,-0.014209-0.023517i,-0.023963-0.015549i,-0.029291+0.0048223i,-0.027781+0.023332i,-0.016037+0.024295i,0.0010754+0.011346i,0.01217-0.0035647i,0.0092471-0.016386i,-0.0069377-0.022546i,-0.021186-0.015044i
-0.0057479+0.0032396i,-0.023783+3.1459e-05i,-0.052666-0.009631i,-0.076753-0.0085748i,-0.069027+0.025497i,-0.031276+0.065152i,0.0067976+0.055446i,0.016032+0.01377i,0.011672-0.013121i,0.012064-0.026445i,0.0029593-0.027939i,-0.0084918-0.010437i,-0.0094448+0.010381i,-0.0045287+0.019849i,0.0053702+0.019534i,0.021141+0.014659i,0.032868+0.0082738i,0.028122-3.2083e-05i,0.0090025-0.0087386i,-0.010715-0.012821i,-0.024762-0.0061128i,-0.029291+0.011675i,-0.018839+0.026656i
0.010242+0.00086074i,0.021783+0.0085377i,0.032945+0.033586i,0.042336+0.05907i,0.053287+0.044317i,0.052402+0.0026359i,0.035388-0.0092426i,0.025017+0.0036735i,0.019986+0.0051886i,0.0049227+0.0021059i,-0.0051005+0.0071207i,0.00044472+0.0092609i,0.012656+0.0070256i,0.022628+0.00057236i,0.020943-0.011514i,0.0081459-0.024776i,-0.0034622-0.032062i,-0.0078008-0.026271i,-0.0050136-0.0093599i,0.0016026+0.0086877i,0.012489+0.022303i,0.030473+0.026759i,0.04171+0.017402i
-0.0042903-0.0033362i,-0.0071088-0.013783i,0.010585-0.042669i,0.034812-0.091546i,0.019107-0.12349i,-0.025103-0.098556i,-0.037806-0.048003i,-0.019277-0.020237i,-0.0041419-0.0073419i,0.0068539+0.0046923i,0.017539+0.004601i,0.012625-0.0072071i,-0.0049641-0.01693i,-0.019248-0.018247i,-0.02669-0.009239i,-0.028785+0.005791i,-0.02682+0.016919i,-0.018293+0.017709i,-0.0036977+0.010455i,0.010812-1.4044e-05i,0.019912-0.015309i,0.018546-0.034024i,0.0071638-0.042403i
0.0017154+0.0037039i,-0.0022657+0.0074375i,-0.030332+0.013263i,-0.070931+0.036815i,-0.067468+0.077145i,-0.016776+0.081596i,0.0042878+0.037813i,-0.015718+0.004199i,-0.022012-0.0059836i,-0.013963-0.016849i,-0.01254-0.020835i,-0.010496-0.0090678i,-0.0053684+0.0055331i,-0.0011424+0.01508i,0.0071931+0.017764i,0.020041+0.013155i,0.027612+0.0074712i,0.022231+0.0030527i,0.0086948-0.0025339i,-0.0053664-0.0071618i,-0.021449-0.011904i,-0.040109-0.010606i,-0.04811-0.00043023i
-0.0018188-0.0033717i,0.0024392-0.00024149i,0.030881+0.016306i,0.082403+0.027737i,0.1039+0.0033678i,0.069577-0.035575i,0.02964-0.037793i,0.020707-0.01857i,0.021429-0.0099813i,0.017097-0.00084057i,0.011466+0.0080417i,0.012505+0.0099247i,0.021751+0.003674i,0.027511-0.008855i,0.022104-0.02031i,0.0096087-0.02959i,-0.001299-0.034088i,-0.0063241-0.02886i,-0.0069242-0.018167i,-0.0059907-0.0060352i,-0.0039156+0.011037i,0.0014574+0.031463i,0.0089971+0.041704i
0.0019303+0.0024255i,0.0061095-0.0060804i,-0.0054256-0.048913i,-0.050184-0.11009i,-0.101-0.11957i,-0.11058-0.061926i,-0.06764-0.0079893i,-0.018837+0.0040559i,0.0039523+0.0039989i,0.017339+0.004385i,0.021738-0.0041297i,0.01124-0.012844i,-0.003459-0.012456i,-0.014779-0.0079823i,-0.020921-0.0028426i,-0.024209+0.0055548i,-0.026182+0.012614i,-0.021893+0.011661i,-0.01316+0.0066623i,-0.0044548+0.0018125i,0.0088193-0.0020577i,0.027604-0.0064504i,0.038907-0.011875i
-0.0072519+0.00040869i,-0.019762+0.006484i,-0.040069+0.049046i,-0.035516+0.11969i,0.011555+0.15024i,0.052928+0.11575i,0.043341+0.071261i,0.017093+0.050367i,0.0046153+0.032681i,-0.0099026+0.010127i,-0.022724+0.00053939i,-0.023167+0.0020321i,-0.016982+0.0055317i,-0.0086066+0.0089408i,0.00053985+0.0094838i,0.0096489+0.0092198i,0.015333+0.010475i,0.013539+0.011606i,0.0073533+0.011175i,0.0010854+0.0091356i,-0.0067482+8.0499e-05i,-0.015801-0.016813i,-0.020948-0.028187i
0.0057766+0.0079626i,0.025911+0.010052i,0.073854-0.0068219i,0.12043-0.055771i,0.10802-0.096748i,0.05062-0.08843i,0.015097-0.054303i,0.006013-0.032511i,0.0041711-0.023804i,0.0073942-0.014316i,0.012867-0.0037248i,0.016456-0.00041622i,0.016695-0.0062472i,0.01228-0.012589i,0.005252-0.015411i,0.00021776-0.017534i,-0.0010381-0.018474i,-0.00035918-0.014733i,0.0018073-0.0067333i,0.0042955+0.00015628i,-9.4838e-05+0.0061699i,-0.014025+0.014685i,-0.025898+0.021557i
-0.0013955-0.0084806i,-0.019427-0.025151i,-0.072862-0.044556i,-0.14935-0.037802i,-0.18015+0.0035067i,-0.13088+0.032746i,-0.06363+0.018825i,-0.025897-0.0042417i,-0.0050557-0.010722i,0.010457-0.012389i,0.013541-0.017992i,0.0057616-0.016832i,0.00060229-0.0080481i,0.00017919-0.0020276i,-0.0014074+0.0017848i,-0.0066574+0.0059931i,-0.011889+0.0074524i,-0.011177+0.0035614i,-0.0052884-0.002191i,0.00081603-0.0061685i,0.008231-0.0055781i,0.018756+0.004921i,0.024906+0.017569i
-0.00010841+0.012216i,0.0095164+0.038814i,0.048429+0.086024i,0.11902+0.11749i,0.16905+0.091691i,0.15148+0.032155i,0.097621-0.0020102i,0.058584-0.0059129i,0.03336-0.0015848i,0.010001+0.0080207i,-0.0056563+0.017533i,-0.010929+0.020459i,-0.0096933+0.018283i,-0.0048833+0.014368i,0.0029091+0.0088107i,0.00999+0.0050224i,0.013503+0.0042183i,0.010771+0.0028036i,0.0028818+0.00039099i,-0.0032294-0.0016545i,-0.005176-0.0051179i,0.00096749-0.012897i,0.012307-0.019058i
0.0091427-0.0093555i,0.017123-0.041344i,0.018747-0.10677i,-0.0025596-0.17108i,-0.028401-0.17191i,-0.037899-0.1126i,-0.032463-0.050812i,-0.019515-0.015648i,-0.0078394-0.0046905i,0.0010869-0.0053504i,0.0068176-0.0052805i,0.0092979-0.0047732i,0.0076006-0.0040382i,0.0045327-0.0031362i,0.0025265-0.0050934i,0.0016065-0.011622i,0.0011847-0.01658i,0.00060586-0.01251i,0.0010727-0.002078i,0.0012235+0.0070369i,-0.0018802+0.010036i,-0.01123+0.0049588i,-0.01828-0.0050518i
-0.0068635+0.007346i,-0.031834+0.030017i,-0.070809+0.081697i,-0.097312+0.13957i,-0.091183+0.15022i,-0.068611+0.11844i,-0.047005+0.079962i,-0.030101+0.046754i,-0.012905+0.02159i,0.0006621-0.0013559i,0.0023685-0.017546i,0.00087641-0.02206i,0.0033894-0.022144i,0.0038641-0.020535i,-0.00028792-0.01466i,-0.0073928-0.007082i,-0.012304-0.0019795i,-0.0089683-0.00062077i,-0.00021036-0.002559i,0.006867-0.0049853i,0.010827-0.0052827i,0.0070027+0.00021533i,-0.0040173+0.009512i
0.011982-0.0011229i,0.046959-0.010359i,0.10976-0.037615i,0.15882-0.077133i,0.14698-0.098402i,0.093174-0.088506i,0.041308-0.064569i,0.0098997-0.038925i,0.0036257-0.015615i,0.0096679+0.0017977i,0.011612+0.010379i,0.0071461+0.011396i,0.0013964+0.0087887i,-0.0011218+0.0053957i,-0.00086638+0.0030474i,0.00060183+0.0036958i,0.0024329+0.0052152i,0.00058128+0.0027382i,-0.0060613-0.0041385i,-0.010682-0.010762i,-0.010811-0.013211i,-0.0057649-0.0076421i,0.0037195+0.0043844i
-0.010218-0.0062164i,-0.045444-0.017085i,-0.10655-0.032434i,-0.15343-0.041942i,-0.14064-0.042122i,-0.085336-0.030784i,-0.0335-0.014884i,-0.0015826-0.0058235i,0.0068341-0.0074083i,0.0018653-0.0077032i,0.00043369-0.0028236i,0.0024484+0.0019379i,0.0038352+0.0062132i,0.0049493+0.0074409i,0.0041748+0.0024761i,0.0018781-0.0057029i,0.00090868-0.010032i,0.00033633-0.0063286i,-0.0027145+0.0013868i,-0.0067928+0.0087641i,-0.0075296+0.013422i,-0.0015488+0.011333i,0.0090021+0.0035984i
0.0094733+0.011065i,0.034273+0.037282i,0.072877+0.080384i,0.092614+0.12129i,0.074231+0.1358i,0.050094+0.11251i,0.043028+0.070707i,0.039322+0.034022i,0.027572+0.0096276i,0.0098275-0.0051119i,-0.0057766-0.011379i,-0.010868-0.013911i,-0.010626-0.016804i,-0.010602-0.016309i,-0.0093927-0.0099581i,-0.008909-0.0021899i,-0.0095675+0.0014532i,-0.0063298+0.0011294i,0.0012051+0.002505i,0.0086739+0.0066357i,0.013836+0.0058333i,0.011662-0.0039472i,0.0020713-0.01416i
-0.007626-0.012924i,-0.015694-0.04565i,-0.027074-0.096254i,-0.023711-0.13288i,-0.0037243-0.12575i,-0.0024725-0.083243i,-0.020883-0.033884i,-0.021741-0.0018736i,-0.0037621+0.0060744i,0.010352+0.0024404i,0.010905-0.0011141i,0.0041447-0.0012454i,-0.0018633+0.00058748i,-0.0034646+0.0032388i,-0.0011981+0.00473i,0.0035889+0.0051802i,0.0059023+0.0053186i,0.0039741+0.0045122i,0.0027605+0.0024942i,0.0033332-0.0033754i,0.00041256-0.0095467i,-0.0096632-0.0081396i,-0.018272+0.0013744i
-0.0018655+0.013287i,-0.0059923+0.045251i,-0.017838+0.085128i,-0.034291+0.09424i,-0.045794+0.05581i,-0.042259+0.013126i,-0.025916-0.005746i,-0.017179-0.015356i,-0.015985-0.0099182i,-0.0057674+0.0032081i,0.0075642+0.0067875i,0.013107+0.0051936i,0.015382+0.0052807i,0.016206+0.0035448i,0.012346-0.0017955i,0.0068447-0.0078267i,0.003309-0.0098694i,0.0028654-0.0080089i,0.001119-0.006374i,-0.0043524-0.0050149i,-0.0067156+0.00063263i,-0.001734+0.012821i,0.0067105+0.022222i
0.0066224-0.010931i,0.024709-0.03381i,0.053832-0.055421i,0.079097-0.042355i,0.083036+0.0014249i,0.069365+0.018057i,0.044872-0.0064753i,0.018534-0.024229i,0.0045696-0.01974i,-0.0019399-0.0096667i,-0.0071837-0.0019023i,-0.0089275+0.0004261i,-0.0079225-0.0014441i,-0.0052471-0.0027719i,-0.00355-0.0040201i,-0.0045799-0.004229i,-0.0063612-0.0038161i,-0.0072282-0.0039629i,-0.0070609-0.0014001i,-0.0043963+0.0030425i,0.0025808+0.0037595i,0.013126-0.0032663i,0.020508-0.010944i
