-0.00030612+0.0008875i,-0.00040312+0.00076871i,-0.001656-0.00033241i,-0.00053983-0.0011527i,-0.00034844-0.0010372i,-0.0014878+9.7404e-05i,-0.00077193+0.0014341i,0.00067268+0.0017988i,0.0013812+0.00076004i,0.0015086+0.00038234i,0.00078379+0.00067972i,0.00062377+0.00068702i,0.00051262+0.00012575i,-0.00037462-0.0007017i,-0.00074013-0.0002485i,3.089e-05+0.00040558i,0.00059283-0.000113i,-0.00018046-0.00013502i,-0.0008352-6.3056e-05i,1.5558e-05-5.315e-05i,0.00047701+9.8162e-05i,0.00020647+0.00026357i,-0.00054011+0.00015196i
-0.00016813-0.00075024i,-0.00031258-0.00079292i,-0.00093984-0.00059735i,-0.00086948-0.00095053i,-0.00052263-0.00098396i,-7.7122e-05-0.00080514i,-0.00011557-0.00039529i,-0.00039394+2.3035e-05i,-0.0003635+0.00012667i,0.00016276-0.00024452i,0.00072121-0.00052681i,0.00035362-0.00057859i,-0.00054706-2.6472e-05i,-0.00053135-2.6038e-05i,-0.0002762-0.00062607i,-0.00070321-0.00097565i,-0.00020301-0.0011893i,2.4888e-05-0.00076199i,-0.00051849-0.00014657i,-0.00025908+0.00025351i,-0.00013851+0.00021649i,-8.0075e-05-0.00049667i,0.00019424-0.00050575i
0.000499-0.00064562i,0.0014017+0.00043706i,0.00072975+0.00066463i,0.00043106-0.00029205i,0.00043152-0.00080518i,0.00020389-0.00028078i,0.00017471+0.00043175i,-1.6532e-05+2.2105e-05i,-0.00030292-0.00025254i,-0.0003444+0.00025728i,0.00025716+0.00032495i,0.00070754+0.00024862i,0.00018603-0.00010724i,0.00040199-0.0008515i,0.00082576-0.0014156i,0.00055246-0.0012425i,-8.8427e-05-0.00085253i,-0.00062885-0.000275i,-0.00021103+0.00039307i,0.00029588+0.00066448i,0.00033155+0.00059138i,0.00020408-0.00015534i,0.00046861-0.00092537i
-0.00095893-0.00089067i,-0.00093336-0.0016844i,-0.0013182-0.0021447i,-0.0013989-0.0013313i,-0.00092954-0.00045278i,0.00017497-0.00042832i,0.0004056-0.00018559i,0.00034367+8.4244e-05i,0.0001419-0.0001406i,-0.00052109-0.00026076i,-0.00072992-0.00025004i,-0.00011123-0.00076836i,0.00036802-0.00084362i,-0.00012025-0.00057713i,-0.00066577-0.00073984i,-0.00018736-0.00093125i,-6.4112e-05-0.00095466i,-0.00016164-0.00034512i,-0.00048642+0.00014566i,-0.00043394-0.00036188i,0.00019318-0.00015388i,-7.1083e-05+0.00047169i,-0.00027811+0.00092822i
0.00074341-0.00019042i,0.00012639+0.0002482i,-0.00064182+0.00053083i,-0.00013062-0.00090027i,0.00028862-0.0015358i,0.00040044-0.00024655i,0.00067488+0.00032938i,0.00017387-0.00035128i,6.2256e-05-0.0010988i,0.00029518-0.00082621i,0.00032047-0.00026468i,0.00014188+0.00019239i,-0.00029342+6.6344e-05i,-0.00093541-0.00041169i,-0.0008749-0.00038863i,-0.00064446-0.00045805i,-0.00098984+0.00035174i,-0.00033285+0.00061578i,0.00066311+0.00047328i,0.000592-3.1008e-05i,0.00045001-0.0010126i,0.00011643-0.00053204i,-0.00043008-9.3652e-05i
0.00093947-0.00044347i,0.00017028+0.00031304i,1.3955e-05-0.00076311i,0.00051579-0.00027325i,0.00040737+0.00043169i,0.00021002+0.00029907i,0.0010986+0.00046056i,0.0014584+0.00065039i,0.00059333-0.00020539i,-0.00033066-0.00062171i,-0.00025392+4.5176e-06i,-0.00017864+0.0001973i,-0.00032705+0.00034728i,-0.00028312+0.00040506i,-0.00057772+0.00044338i,-0.0011463+0.00013087i,-0.00061039+1.2451e-05i,0.00052344+0.000308i,0.0010516+0.00086346i,0.00030911+0.00092524i,-0.00073241+0.0005948i,-0.00044373-0.00011627i,0.00041626-0.00058542i
-0.00046733-0.0024275i,-0.0013402-0.0016481i,-0.0009089-0.0017653i,-0.00083955-0.0022616i,-0.00083844-0.001519i,-0.00040428-0.0009339i,7.4068e-05-2.643e-05i,6.557e-05+0.00092171i,-0.00036279+0.00087016i,-0.00057727+0.00027801i,-0.00071468-0.00020787i,-0.00079569-0.00028439i,-0.0007673-0.00016496i,-0.00023524+8.2072e-05i,0.00042402+5.0922e-05i,0.00013271-0.00048483i,-0.00034944-0.00042338i,-0.00033434-0.00023324i,-0.00013525-0.00075909i,4.2503e-05-0.00027443i,-0.00028122+0.00028858i,-0.00026173-0.00019139i,-0.00042001-0.00029729i
0.0011325-0.0011339i,0.001378-0.0012024i,0.0018592-0.0016575i,0.001858-0.0018365i,0.0011083-0.0011363i,-6.2667e-05-0.00045693i,4.2458e-06+0.00012048i,0.00032332-2.9065e-05i,-1.7161e-05-0.0007578i,-0.00042316-0.00014944i,-0.00045274+0.00062765i,-0.0002693+0.00042274i,-0.00043757-0.00013926i,-0.00027083+6.1976e-05i,-0.00010519+0.00013798i,-0.00072937-0.0002021i,-0.00098648+0.00062539i,-0.00025109+0.0013072i,0.00064013+0.0012011i,0.0012004+6.2482e-05i,0.00086879-0.0010798i,-7.5382e-05-0.00085837i,-0.001086+0.00011067i
0.00045158-0.00096253i,0.0013076-0.0021101i,0.001001-0.0019579i,0.00012865-0.0020733i,0.00027032-0.0017393i,0.000519+0.00025958i,-8.7121e-05+0.0012861i,-0.00074159+0.00035654i,-0.00081292-0.00069475i,-0.00051133-0.0008494i,-0.00025171-0.00075525i,-1.0567e-05-0.00080835i,-0.00027792-0.00017749i,-0.0011322+0.00050648i,-0.0015906+0.00033236i,-0.0014228+0.00028909i,-0.00098574+0.00079776i,-0.00095685+0.00038471i,-0.0010011-3.792e-05i,-0.00061772-2.0382e-05i,0.00012404-0.00085687i,-4.1229e-05-0.001533i,-0.00058927-0.00080658i
2.7277e-05+0.0015714i,0.00036837+0.0020654i,-0.00020602+0.0016245i,0.00056796+0.00072722i,0.00086207-0.0011769i,0.0010183-0.0019057i,0.0010972-0.00063643i,0.00035058-0.00037049i,-0.00024068-0.00027868i,-0.00037838+6.9961e-05i,-0.00056945-0.00046126i,-0.00012754-0.00049187i,0.00038246+5.5626e-05i,0.00060823-0.00016802i,0.00044176-0.00064216i,7.0369e-05-0.00040802i,-0.00033892+0.00023162i,-0.00047338+7.5993e-05i,0.00016327-0.00059816i,0.00044524-0.00024717i,-0.00011542+0.0006456i,6.6194e-05+0.00058802i,0.0002565-0.00011682i
0.00083956-0.0016313i,0.0013646-0.0016134i,0.0010823-0.0012621i,-0.00057813-0.00068622i,-0.0015468-0.0004245i,-0.0013343-0.00015203i,-0.0002088+0.00054657i,0.00041561+0.00095653i,0.00011149+0.00055515i,-0.00047636+0.00045256i,-0.00029396+0.00058313i,-0.00031899+0.00065445i,-0.00066434-3.7682e-06i,-0.00054519-0.00043639i,-0.00028885-0.00013901i,-0.00068101-0.00053935i,-0.00121-0.00097268i,-0.00067265-0.00034648i,7.0803e-05+0.00021423i,0.00075372-0.00031233i,0.00090307-0.00028914i,-0.00012321+0.00024761i,-0.00069441-3.8984e-06i
-0.00024142-0.0038677i,-0.00089738-0.0036852i,-0.0020509-0.0033496i,-0.0014091-0.0021582i,-0.00057612-0.00047804i,0.00050959+0.00054399i,0.00072517+0.00027236i,0.00056636-0.00064653i,0.00028803-0.0006416i,-0.00016084-0.00032996i,0.00027534+3.0566e-05i,0.00016407+0.00047395i,-0.0010221+2.4241e-05i,-0.00045143-0.00086051i,0.00038269-0.00094575i,-0.00016159-0.00048918i,-0.00011682+0.00011477i,0.00043281+0.00075779i,0.000691+0.001175i,0.00060804+0.0010088i,-4.8423e-05+0.00065739i,-0.0004122+0.00061523i,-2.578e-05+0.00057225i
-0.0019655-0.0012846i,-0.0017866-0.0012161i,-0.0010912-0.0011618i,-9.0587e-05+0.0001096i,0.00045298+0.00077017i,0.00064575+0.0014239i,-3.1855e-06+0.0017501i,-0.00044819+0.00052401i,-0.00031883-0.00020871i,0.00024464-1.4911e-05i,0.00080615+0.00073601i,3.5866e-05+0.00060801i,-0.000314-0.00067545i,-2.7732e-05-0.00070733i,-0.00011381+4.6183e-05i,-2.6826e-05+0.00030485i,-7.9161e-05+0.00069165i,-0.00046637+0.00080351i,-0.00051507+0.00012253i,-0.00028705-0.00070224i,0.00030653-0.00042906i,0.00049957-0.00010809i,0.00032185-9.7048e-05i
-0.0034896-0.0002773i,-0.0031954+0.00042935i,-0.0038784+0.0010305i,-0.0027158+0.0011138i,-9.2654e-05+0.00034103i,0.00069234-0.00055528i,-0.00011356-0.00018451i,-0.00066039+0.00036309i,-0.00057565+0.00039958i,-0.00046124+0.0012454i,-7.6738e-05+0.0017476i,2.0653e-05+0.0013564i,-0.00033206+0.0011152i,-0.0007641+0.00050996i,-0.0010329-0.00024235i,-0.0003338-0.00085635i,0.00065258-0.001149i,0.00036583-0.00097569i,-0.00030493-0.00052788i,-0.00031086-0.00043656i,-0.00069575-0.0007033i,-0.00072789-0.00030534i,0.00010596+0.00040334i
0.0015183+0.0015255i,0.0018492+0.0015469i,0.0019711+0.00058644i,0.0019178-0.0004912i,0.001279-0.00013026i,0.00022351+0.00052458i,-0.000279+0.00031235i,-0.00054987-0.00035329i,-0.00056383-0.00034366i,-0.00081621-0.00060927i,-0.00032803-0.00082331i,0.00020559-0.00045248i,-0.00049189-0.00012169i,-0.0010312-3.2776e-05i,-0.00089807-0.00029645i,0.00014537-0.00026131i,-0.00010558+0.00068522i,-0.0007666+0.0016334i,0.00018417+0.0011745i,0.00084247+0.00025602i,0.00091811+7.4748e-05i,0.00057768+2.8811e-06i,-0.00028328-0.00042136i
7.1994e-05+0.00088576i,0.00053121-0.00029507i,0.0016318-0.00014273i,0.0016431-0.00036914i,0.00077319-0.0011291i,0.00014824-0.0013422i,0.00039353-0.00088412i,0.00063117+0.00050247i,0.00027293+0.00048528i,-0.00012105-0.0001993i,0.00074471+0.00037877i,0.0012869+0.00054004i,0.000873-0.00050021i,0.00080447-0.00094907i,0.00027783-0.0001645i,-0.0003294-0.00010196i,-0.0003537+0.00028896i,0.00012473+0.00098583i,0.00036846+0.00077321i,0.00061005+0.00057908i,0.00069198+0.00079331i,2.3298e-05+0.00038778i,-0.0007929-0.00046268i
0.0011983-0.00053494i,0.00056336+0.0015447i,6.5836e-05+0.0013448i,0.00073785+0.0013388i,0.0010132+0.00085504i,0.00054981-0.00080272i,-0.00036166-0.00094575i,-9.7781e-05-0.00081283i,0.00063592-0.00049724i,-0.00073818+0.00031105i,-0.0009914-5.0478e-05i,-0.00036328-0.00048959i,-0.00050669-0.00051687i,2.8692e-05-0.00063788i,0.000472-0.00025458i,0.00017373-0.0005406i,0.00024297-0.00039166i,0.00021098+0.00046564i,-0.00021399+0.00042838i,8.1298e-05+0.00054878i,0.00084025+8.4062e-05i,0.00060071-0.0010492i,-9.7222e-05-0.00091914i
0.0019315-0.00033865i,0.0003598+9.9361e-05i,0.00026924-0.00054858i,0.0001464-0.00053099i,-0.00070585-1.6357e-05i,-0.00065136+0.00053857i,0.00012474+0.00097035i,0.00029819+0.00036557i,0.0012078-0.00034094i,0.0023785-0.00040572i,0.001743+0.0002315i,0.00078169+8.0127e-05i,0.00017535-0.00071988i,-0.00050137-0.00061167i,-0.00045665-8.5201e-05i,1.0795e-05-2.5125e-06i,-0.00087227+4.7474e-05i,-0.0012998-6.8745e-05i,-7.0148e-05-0.00058521i,0.00083146-0.00067924i,0.00028455+4.1127e-05i,0.00028654+0.00011812i,0.00046519-9.6057e-05i
-5.7895e-05+0.00070634i,-0.00099333+0.00080131i,0.00022576-0.00015297i,0.0013184-0.00067284i,0.0012688-0.00081173i,0.00091688-0.0005307i,0.00029944-0.00042893i,0.00023888-0.00062669i,0.0004718-0.00010029i,0.00043831+0.00045641i,0.00013633+0.0002884i,-0.00015752-0.0004216i,-0.00028688-0.0006253i,-0.00014367-0.00050587i,-0.00015068+0.00027999i,-0.00045927+0.00014861i,-0.00091125-0.00027921i,-0.00078866-0.00067914i,-0.00021975-0.0010042i,0.0003076-5.8315e-05i,0.00069418+0.00014434i,0.00044774+7.5228e-05i,-1.6321e-05-0.00013174i
-0.00012813-0.00083103i,-3.8603e-05+0.00039787i,0.00047722+0.00028342i,-0.00074234-0.00085755i,-0.0018614-0.00079728i,-0.00091091-0.00054977i,0.00021933-0.00039734i,0.00010807-0.00021065i,-0.00029042-0.00011565i,-0.00046587+0.00024543i,-3.1471e-05+0.00027711i,0.00073283-0.00013692i,0.0010948-9.0387e-05i,0.00027018+0.0001235i,-0.00082206-0.00025082i,-0.00096786+0.0001125i,-0.00071024+0.00013194i,-0.00066932-0.00072371i,0.00018934-0.001098i,0.0010295-0.00029118i,0.00091997-1.2866e-05i,0.00049058-0.00085474i,-0.00020433-0.0012672i
0.00064035+0.00031774i,0.00051474-9.892e-05i,-0.00065669-0.00025935i,0.00072721-0.00049479i,0.00057347-0.00024145i,0.00021475+0.00044974i,-0.00014463+0.00083509i,-0.00084918-7.0214e-05i,-0.00041308-7.9346e-05i,0.00056613+0.0011554i,0.00049979+0.0017162i,0.00045565+0.00092596i,0.00041771+0.00014404i,7.9488e-05+0.00017219i,-0.0002362+0.0001061i,-0.0011908+0.0004438i,-0.0012851+0.00032109i,-0.00023864-0.00012054i,0.00046834-0.00034936i,0.00020439-0.00029347i,1.7593e-05+6.9608e-05i,0.00019711+0.00070245i,0.00045099+0.00065684i
-0.00077617+0.0010596i,-0.00064698+0.00086479i,-0.0017483+0.0014041i,-0.0018751+0.001421i,-0.00073474+0.0017587i,0.00080104+0.00053177i,0.0011296-0.00056302i,0.00098094-0.00041144i,0.0008459+0.00026197i,-6.0384e-05+0.0006947i,-0.00013986+0.0012079i,0.00050143+0.00041144i,0.0016778-4.4816e-05i,0.0013127-8.5046e-05i,-5.3763e-05-0.00072612i,-0.00063754-0.0005898i,1.1023e-05-0.00047424i,0.0006308-0.00033997i,-6.634e-05+0.00039778i,-0.00031966+0.0002343i,-0.00052595-0.00016746i,-0.00050251-0.00022887i,-0.00013711-0.00043782i
0.0022922-0.00037735i,0.0012816+0.00021268i,0.0011364-0.0005545i,0.0016145-0.0024427i,0.0010886-0.002349i,4.6028e-05-0.0010373i,-1.3138e-05+0.00015652i,0.00044466+0.0009782i,6.5854e-05+0.00077947i,-0.0010378-0.00037997i,-0.00017244-0.0010764i,0.00042371-0.00025946i,-0.0002107-0.00047902i,-0.00062818-0.00074565i,-0.00065882-0.00045073i,0.00017914-0.00018276i,0.0004943+0.0007009i,-1.7137e-05+0.00074407i,-9.1977e-05+0.00018448i,5.8005e-05+0.00024494i,-7.2421e-05+0.00030557i,-0.00016985-0.00060693i,-0.00048076-0.00081152i
0.0013225-0.0015449i,0.0021662-0.0015234i,0.0019776-0.001244i,0.0007403-0.0012014i,-0.00013496-0.00098378i,0.00038988-0.00014456i,9.2816e-05+0.00088259i,-0.00079217+0.00031811i,-0.00059289-0.00085547i,0.00010377-0.00078219i,0.00042393-2.8749e-05i,-4.3728e-06+5.0168e-05i,9.4857e-05-0.00050011i,1.4933e-05-0.00034736i,-7.8843e-05-0.00029129i,-0.00010936-8.7836e-05i,-0.00013044+0.00042364i,0.0001325+0.00055974i,0.00034335-0.00012697i,0.00055995-0.00012264i,-2.2564e-05+0.00070406i,-0.00018533+0.00071211i,0.00032205+0.00017205i
0.001173-0.0004858i,0.0007857-0.00054884i,0.001385-0.00023451i,0.0017146-2.9491e-05i,0.0012451-0.00034354i,0.00061442+0.00045274i,0.00017037+0.0010863i,0.00065067+0.00073247i,0.0012225+0.0003651i,0.00082452+4.4108e-05i,0.0012169-0.00057022i,0.0016692-0.00073316i,0.00080446-0.00074664i,-0.00025554-0.00043999i,-0.0006248-0.00064192i,-0.00090004-0.00082608i,-0.00097831-0.00024132i,-0.00090359+0.00030476i,-0.00083025+0.00057543i,-0.00054229-0.00062675i,-0.00045978-0.00077903i,-1.3319e-05-0.00063116i,0.00044661-0.00082872i
-0.0020024+0.00037554i,-0.0021787+0.00044569i,-0.0024318-0.00049796i,-0.0017618-0.00046267i,-6.1768e-05-0.00061056i,0.0013612-0.00091025i,0.0014998-0.00054207i,0.00080463+0.00025392i,-0.00022434+0.00051473i,-0.00083529+0.00057126i,-0.00026668+0.0010033i,0.00061571+0.00055372i,0.00050787-0.00018726i,0.00011794-0.00017644i,0.00068818-0.00034074i,0.0011192-0.00039786i,0.00048812-0.00029386i,-0.00037081+0.00068213i,-0.00069357+0.00092745i,-0.00042279+0.00049172i,0.00029931+1.9364e-05i,0.0007943+8.3383e-05i,0.00043376-0.00034294i
0.000377+0.00050984i,0.00021827-2.9623e-05i,-0.00076561-0.00044027i,-0.0011883+0.0002599i,-0.00074676+0.00047106i,-0.00037539-0.00064066i,0.00073259-0.00063421i,0.0010107-0.00043809i,0.00058384-0.0010859i,0.00075805-0.00067735i,0.00034492+0.00036842i,-0.00067415+0.00094063i,-0.00071653+0.00084609i,-0.00031377-1.9256e-05i,-0.00012096-0.00068161i,-0.00012492-0.0011353i,0.00046054-0.00083583i,0.00087162-0.00031215i,0.00081878-3.7759e-05i,0.0007572-0.00027116i,4.0651e-05-0.00086187i,0.00018293-0.00090736i,0.0012446-0.00076845i
-0.00011685+0.00094985i,0.00013635+0.00081207i,0.00014063+0.0015206i,0.00019426+0.0013083i,0.0009828-9.6471e-05i,0.0010015-0.00060221i,0.00029827-0.00028414i,-0.00052542+0.00050677i,-0.00060027+0.0012284i,0.0003488+0.00060732i,0.00051055-0.0005188i,-0.00038868-0.00069789i,4.3132e-05-2.8435e-05i,0.0010029+0.00047045i,0.00034916-0.0001354i,-0.00035949-0.0010824i,-0.00024756-0.0012188i,-7.9326e-05-0.00019043i,-5.4013e-05+0.00089588i,-0.00026714+0.0004355i,-0.00032867-0.0006856i,0.0001925-0.00079849i,0.00036237-0.00035831i
-0.0012593-0.0015085i,-0.0022762-0.0012269i,-0.0034719-0.0010345i,-0.0029432-0.0002475i,-0.0018681+0.00011649i,-0.00048544+4.6219e-05i,0.00013875+9.8669e-05i,1.6311e-05+0.00060245i,-0.00055087+0.00079864i,-0.0012764+0.00077624i,-0.00049217+0.00047866i,0.00075604-0.0007031i,0.00089951-0.00083007i,0.00015948-0.00061702i,2.0938e-05-0.00020372i,-6.3911e-07+0.00068331i,-0.00046875+0.00037511i,-0.00065622-5.2506e-05i,-0.00010699+0.00041302i,0.0010283+0.00068551i,0.00078968-4.7334e-05i,-2.3336e-05-0.00079839i,-5.0068e-06-8.2816e-05i
0.0012832-0.00046546i,0.0015451-0.0010838i,0.0015503-0.0012843i,0.00048875-0.0011235i,-0.00060624-0.0010272i,-0.00067496-0.0003893i,-0.0004644+0.00052092i,-0.00090275+0.00018887i,-0.00039133-0.00015313i,1.6583e-05+0.00052454i,-0.00027605+0.00066168i,-0.00038568+0.00035128i,-0.00013223-0.00028178i,-0.0002046-0.00059427i,-0.00035072+0.00011985i,-0.00033839+0.0006391i,-6.7824e-05+7.086e-05i,-0.000124-3.3407e-06i,-0.00023315+0.00069082i,0.0003006-6.7709e-05i,9.0754e-05-0.00050474i,-0.00075918-0.00039437i,-0.00078679-0.00062559i
0.0022996-0.0016462i,0.0018697-0.0010151i,0.0023754-0.00079071i,0.0018712-0.00034198i,0.00066624-0.00027145i,0.00050935-0.00043197i,0.00063023-9.748e-05i,0.00033629-0.00033249i,-9.9742e-07-0.00018311i,-0.00055303+6.1626e-05i,-0.00068012-0.00024932i,-7.9062e-05-0.00024246i,-0.00037088-0.0003711i,-0.0013105-0.00057686i,-0.0012164+4.711e-05i,-0.00065649+0.00045769i,-0.00036739+0.00021679i,8.5156e-05+0.00010758i,0.00084471+0.00064092i,0.00086425+0.00094825i,0.00037606+0.00069374i,0.0005066+0.00012301i,0.00039343-0.00040806i
0.00079332+0.00048389i,0.0013859-0.00032593i,0.0016834-0.0012977i,0.0004953-0.0021164i,0.00014664-0.0017204i,0.00087817-7.2063e-05i,0.0011337-8.9772e-05i,0.00064137-0.00025635i,0.00017751-0.00016271i,0.00022909-0.00085579i,0.00030539-0.00024072i,-0.00057052+0.00013508i,-0.0010215-0.00035556i,-0.00082469+0.00027993i,-0.00078694+0.00034064i,-0.00072315-0.00028664i,-0.00020094+0.00026465i,-0.00024621+0.00074398i,-7.2781e-05+0.0012747i,0.000119+0.001207i,3.3339e-05+0.00063785i,-0.00072079+0.00015791i,-0.0010959-0.0007745i
-0.00089652-0.0018285i,-0.00055236-0.0012545i,-0.0010589-0.0012737i,-0.00092314-0.00040138i,4.5671e-05+0.0010912i,0.00021887+0.00053323i,6.613e-05-0.00059505i,0.0004982-0.00024207i,0.00010292-0.00026664i,-0.0002944-0.00045999i,-0.00032004-0.00060882i,-0.00031787-0.0011272i,-0.00058454-0.0010075i,-0.00064725-0.00055313i,-0.00036393+1.3828e-05i,-0.00068183+0.00055192i,-0.0008075+0.00061084i,-0.00039188+0.00064907i,-1.7604e-06+0.00053694i,0.00071803-0.00019943i,0.00070331-0.00056424i,-2.629e-05-0.00013517i,-0.00026737-0.00014221i
-0.00038398-0.0014427i,-0.00069311-0.0024363i,-0.0013438-0.0026186i,-0.0011994-0.0021075i,-0.00061363-0.0015452i,-0.00043077-0.00029746i,-0.00057891+0.00051143i,-0.00054259+0.00042399i,-8.7479e-05+7.8237e-05i,2.9543e-05+0.00022836i,0.00029233+0.00019015i,0.0003629-5.0474e-05i,-0.00016427+0.0002404i,-0.00067362+3.5173e-05i,-0.00096684-0.00021517i,-0.000754-0.00016321i,-0.00025281-0.00066667i,0.0001558-0.00045025i,0.00023701+0.00013766i,-8.9985e-05+3.4785e-06i,0.00022621-0.00025319i,9.2361e-05-0.00048358i,0.00013319-8.1467e-05i
0.0015143-0.0014085i,0.0015949-0.0015645i,0.0017413-0.001307i,0.0021932-0.00069387i,0.0018408-0.00050629i,0.0016983-0.00047696i,0.0014889-0.00012162i,0.00051255-0.00052897i,0.00014466-0.0011688i,0.00049145-0.00033426i,0.00070731+0.00014969i,0.0010436-0.00074823i,0.0010114-0.0017275i,0.00026469-0.0018965i,-0.00025603-0.0016516i,0.00029767-0.0011903i,0.00027074-0.00070884i,-0.00013125-0.0001741i,0.00033967-5.2074e-05i,0.00042757-0.00036168i,5.5015e-06-0.00030064i,-0.00093205-0.0006445i,-0.0005026-0.00057999i
0.00054504+0.0026921i,0.001782+0.0028134i,0.0014539+0.0023879i,0.00019159+0.0011027i,0.0011759+0.00018402i,0.00072766-0.00025432i,-0.00038661-0.00071887i,0.00010664-0.00075962i,0.00058398+0.0003141i,9.7338e-05+0.0010779i,0.00015632+0.00087068i,0.00072829+0.00038053i,0.00056891-0.00021047i,0.00020993-0.0010378i,0.00053054-0.0014857i,0.00051635-0.00061237i,0.00069346-0.00017151i,0.00080038-0.00058441i,0.00040797+0.00013069i,0.00055271+0.00034954i,0.0012963-0.00048919i,0.0015451-0.0009686i,0.0012745-0.0010749i
0.0017986-0.00098046i,0.0020733-7.8591e-05i,0.0011533-0.00045903i,0.00047647-0.00044468i,0.0004102-0.00011068i,0.00025026-0.00020982i,2.3594e-05-0.0001267i,-2.2808e-05-0.0001521i,-0.00013042+0.00036594i,-0.00031913+0.00027523i,-0.00044563-0.00045928i,-0.00084203-0.0009465i,-0.0011685-0.0010493i,-0.00085512-0.00054581i,-0.00079025-0.00072623i,-0.00078194-0.00097402i,-6.6846e-05-0.000853i,0.00030217-0.00057893i,0.00014732-0.00018131i,-0.00028009+3.1307e-05i,-0.00085355-3.0884e-05i,-0.00090224-0.00032453i,-0.00052645-0.00091103i
-0.0015178-0.00080336i,-0.0012175-0.00064104i,-0.0011905-0.00079758i,-0.0010289-0.0016325i,-0.00019525-0.0011381i,-0.00030208+0.00022528i,-3.0099e-05+0.00088278i,0.00059665+0.0010705i,0.00082922+0.00099971i,0.00069498+0.00080198i,0.00022634+0.00035027i,-0.00014295-0.00011642i,-0.00058104-0.00022851i,-0.00092109+0.00013669i,-0.00095453+0.00036342i,-0.0007939+0.00040692i,-0.0011484-0.00022904i,-0.00064387-0.00054438i,-0.00031181+0.00038393i,-0.00038692+0.00044191i,-0.00057403-6.234e-05i,-0.00061755+4.1826e-05i,-4.2191e-05+0.0004165i
-0.00020719-0.0010818i,-0.00026913-0.0012319i,0.00079685-0.0014176i,0.0014396-0.0012604i,0.0012161-0.00078971i,-5.2741e-05-0.00024027i,6.1401e-06+0.00011096i,0.00036459-4.687e-05i,0.00056601-9.258e-05i,0.00093206+4.0377e-05i,0.00089982+0.00026108i,0.00079123-0.00082938i,0.00056095-0.0014537i,2.9255e-05-0.00026459i,-0.00065185-0.00014815i,-0.00097625-0.00051473i,-0.00087016-0.0005309i,-0.0007565-0.00081137i,-0.00045106-0.00044978i,-1.8047e-06+0.0004716i,5.3971e-05+0.00015746i,-8.9e-05-0.00041456i,1.9773e-05-0.00032656i
0.00037396+0.00038856i,-0.00058804+0.00064395i,-0.00058612+0.00011833i,0.00023543-2.5037e-06i,0.00039426+0.00051937i,0.00062014+0.00051156i,0.00049771+0.00061564i,0.00013926+0.00062412i,2.7376e-05-1.4013e-05i,0.00035401+0.00045042i,-8.8571e-05+0.0016321i,-0.00070311+0.00084689i,-0.00031436-4.9772e-05i,-0.00010352+0.00017136i,-0.00032772+3.963e-05i,-0.00096281-0.00044683i,-0.00081835-0.00074203i,-8.0547e-05-0.0003444i,-4.5339e-06+4.0795e-05i,0.00016083-0.0005977i,0.00030015-0.00032998i,0.00025351+0.00028697i,-0.00010195+0.0004659i
0.00031312+0.00094332i,0.00032849-0.0003925i,-6.9149e-06-0.00025396i,0.00032247-0.00054164i,0.00046099-0.0011716i,0.00050929-0.00083249i,0.00088256-4.7999e-05i,0.00023077+0.00033353i,-0.00099282+0.0002726i,-0.0015328+0.00024347i,-0.00091007+0.0002774i,-4.4578e-05+7.117e-05i,0.00084369-0.00025879i,0.0012897+0.00029025i,0.00022278+0.00089654i,-0.00015421+0.00040158i,0.00051433-0.00047946i,0.00024007-0.00049237i,-0.00030442+0.00035851i,-0.00027619+0.0010223i,0.00066571+0.00093304i,0.00067456+3.9594e-05i,0.00066197-0.00028266i
-0.00078717-0.00042604i,-0.0003937-3.4642e-05i,-0.00051213+0.00095203i,-0.0010038+0.0014358i,-0.00044574+0.0012192i,0.00018797+0.00098731i,8.3554e-05+0.00069237i,0.00022664+0.00074239i,-0.00019313+0.00062635i,-0.00075594+0.00051987i,-0.00011494+0.00055402i,0.00034091+0.00023102i,-0.00064417-0.00015222i,-0.0015816-0.00088132i,-0.0012027-0.0012224i,-0.00060649-0.0010215i,-0.00037207-0.00079799i,0.00012323-0.00058526i,0.00041257-0.00020928i,0.00063236-0.00032297i,0.00028446+0.00014033i,-0.00040438+0.00023541i,5.7358e-05-0.00069231i
-0.0017357-0.0021373i,-0.0014614-0.0018244i,-0.0019545-0.0015201i,-0.0020369-0.0011771i,-0.00066958-0.00063262i,0.0013419-0.00014751i,0.00076751+0.0004234i,-0.00038725+0.00017256i,-0.00057191-0.00014208i,-0.00016616+0.00090755i,0.0004801+0.00078322i,0.00061595-0.00068009i,3.6928e-05+5.5608e-06i,-0.00023737+0.00067504i,-9.0875e-05+4.1247e-05i,-0.00013126-0.00061693i,0.00020423-0.00071461i,0.00032769-7.6368e-05i,0.00016884+0.00014704i,0.00024634+0.00023815i,5.1245e-05+0.00037393i,-0.0002756+0.00039878i,-0.00088619+1.9436e-05i
