0.0014354-1.603e-05i,0.00071322-0.0019395i,-0.0010692-0.0030053i,-0.0023856-0.0020567i,-0.0027685-9.3016e-05i,-0.002208+0.0015879i,-0.0010397+0.0019766i,0.00016132+0.00089368i,0.00060877-0.00010901i,9.1491e-06-0.00039796i,-0.00022252-0.00053373i,-7.5024e-05-0.00082438i,-0.00012561-0.00041259i,-0.00057481+0.00027729i,-0.0010808+0.00078429i,-0.00012595+0.00098401i,0.00049271+0.00092875i,-0.00046912+0.0013829i,-0.00099483+0.0017722i,-0.001046+0.0002726i,-0.00091187-0.00087162i,-0.0006062-0.00019315i,-0.0004069-4.9001e-05i
-0.0011392-0.0023861i,-0.0013555-0.002332i,-0.0020345-0.0027621i,-0.0018059-0.001948i,-0.00072004+0.00010805i,0.0006467+0.00089909i,0.0017531+0.00095693i,0.0012976+0.00033122i,0.00038651-0.00091134i,0.0003826-0.0016809i,0.00033968-0.0017549i,0.00019654-0.0012937i,0.00052463-0.00064547i,0.00078689-0.0007233i,0.00085307-0.00079171i,0.00031028-0.00029977i,0.00011256+2.0043e-05i,0.00020443-7.539e-05i,0.00029887+9.0301e-05i,0.00016106+0.00032547i,-0.00025231-0.00021407i,0.00018251-5.9136e-05i,0.00028978+0.00042343i
-0.00071824-0.00041056i,-0.00041027-9.6488e-05i,-0.00016585+0.00062241i,-4.2239e-05+0.0010048i,5.2459e-05+0.0010813i,0.00019146+0.00045942i,0.00059118-0.00020129i,0.00061208-0.00041762i,-0.00064069-0.00041926i,-0.0012932-0.0010212i,-0.0012327-0.0016495i,-0.0011524-0.0009412i,5.5076e-05+0.00053917i,0.0011944+0.0010387i,0.00067693+9.2779e-05i,0.00076116-0.00025643i,0.00053556+0.00012881i,-0.00011646+9.4352e-06i,0.00010856-0.00020457i,0.00039339+4.1443e-06i,0.00074306+0.00054898i,0.00039784+0.00050297i,-0.00074601+0.00013911i
-0.0010018-5.7787e-05i,-0.0013475-0.00019923i,-0.001865+0.00031774i,-0.0015105+0.00092065i,-0.00047994+0.0013543i,-0.00013127+0.001039i,4.7143e-06+0.00030477i,0.00034139-0.00022654i,-0.00019417-4.092e-05i,-0.00024055+0.00032858i,0.00048442+0.00027101i,0.00051298+0.00080289i,-0.00020644+0.0011503i,-0.00085904+0.00062466i,-0.00074601-0.0003575i,-0.00029253-0.00072136i,-0.00031594+0.00057617i,-0.00047946+0.0017478i,-0.0012031+0.0017081i,-0.001348+0.00074647i,-0.0005407-4.7587e-05i,-8.4224e-05+9.0951e-05i,-9.9144e-06+0.00043138i
0.00050758-0.0020956i,0.00038076-0.002329i,0.00011566-0.0017925i,4.0288e-05-0.00063135i,0.00014971+0.0011536i,-0.00026807+0.0029954i,-0.00031393+0.0022731i,-0.00015504+0.00020544i,0.00031178-0.00043865i,0.00017935+0.0001095i,-0.00010092+0.0010277i,-7.2907e-05+0.0017885i,0.00014551+0.0019272i,0.00068908+0.0014038i,0.0012478+0.00051712i,0.0014255-0.00018488i,0.0010362-0.00018845i,0.000183+0.00023305i,-0.00034189+0.00047013i,7.3132e-05+0.00056272i,0.00059467+5.8516e-05i,-2.1575e-05-3.9741e-05i,-0.00099136+0.00082218i
-0.00035217+7.3203e-05i,-0.00034069-0.00094079i,0.00034971-0.0011388i,0.00048804-0.00067132i,-7.6447e-05-0.00021466i,-0.00035331+0.00039374i,-0.00069958+0.00071145i,-0.00082355+0.00019729i,0.00010432+0.00045776i,0.00087908+0.0013388i,0.00065086+0.00033999i,0.00099574-0.00054292i,0.0012215-4.4609e-05i,0.00068729+0.0002786i,0.00031562+0.00047928i,-0.00029898+0.00091461i,-0.00049573+0.00061707i,-0.00039768+0.00024192i,-0.00024335-0.00046901i,0.00042138-0.00067034i,0.0002171-0.00011664i,0.00041187-0.00024556i,0.00062809+0.00012962i
-0.0014013+0.00051869i,-0.0010411+0.00090617i,-0.00083417+0.00080497i,6.2029e-05+0.00042145i,0.00032246+0.00014222i,0.00056286+0.00055341i,0.00087622+0.00091413i,0.0009096+0.00067535i,0.00077071+0.0007173i,0.00043533+0.00020576i,0.00057371-0.0005713i,0.00083843-0.00064807i,0.00011043-0.0011801i,-0.00054381-0.0013677i,-0.00048442-0.00075564i,-0.00099344-0.00063448i,-0.0013011-0.00040907i,-0.00043038+0.00050494i,0.00012334+0.00089617i,0.00027147+0.00037127i,0.00034115-0.00022859i,3.066e-05-0.00063452i,-0.00051948-0.0010406i
-0.0011832-0.002765i,-0.0026933-0.0025571i,-0.0034273-0.0015045i,-0.0028207-0.00049667i,-0.0019168+0.00028732i,-0.00066279+0.00047861i,0.001545+0.00027315i,0.0018325-0.00016216i,0.00012385-0.00017699i,-0.00097229-3.7317e-06i,-0.0011115-0.00023878i,-0.00057969-0.00051402i,-4.6045e-05-0.00035146i,0.00025444+0.00035928i,0.00035291+0.00011919i,-2.4448e-05-0.00036979i,0.00016178-0.0002313i,0.00012367-0.0002637i,-0.00054938+6.0101e-05i,-0.00048406+0.00069897i,-0.00061585+0.0011063i,-0.00099873+0.00077464i,-0.00058348-0.00029156i
-0.0012914-0.00022231i,-0.00057124-0.0001507i,0.0001761+0.00035852i,0.00020936+0.0010554i,0.00014228+0.0011466i,-0.00026043+0.00068692i,0.0002127-0.00013284i,0.0011444-0.0010819i,0.00056634-0.00088082i,-0.00018956+0.00070691i,-0.00044507+0.0013704i,-0.00018365+0.00090613i,-5.3982e-05+0.00048219i,-0.00051783-0.00022145i,-0.00021632-0.00063781i,0.00022996-0.00045476i,0.0004881-0.00015084i,0.00046667+0.00017185i,0.00018488+0.00038249i,0.000422+0.00057617i,0.00086772+0.00065607i,0.00043572+0.00093994i,-0.00032367+0.00043904i
0.00043853-0.00040228i,0.00030031-0.00067474i,0.00052782+7.5189e-05i,0.00025337+0.00031695i,-0.00026094+0.00068903i,-0.00096133+0.00079078i,-0.0012709+0.00016887i,-0.0011557-0.00043418i,-0.00072297-0.00057431i,-0.00066698+5.912e-05i,-0.00064853+0.00066819i,-0.00010471+0.00053291i,0.00031813-4.6055e-05i,-0.0002223+0.00049235i,-0.00096268+0.00025223i,-0.00086267-0.00066826i,-0.00015507-0.00011599i,0.0003665+0.00040551i,-0.00022019-0.00040641i,-0.00090331-7.989e-05i,0.00010121+0.00066117i,0.00069324+0.00067259i,-0.00012299+0.00056929i
-0.00019442-0.0017474i,-0.00045026-0.002595i,-0.00099051-0.0029858i,-0.0012585-0.00098177i,-0.00081013+0.0011965i,0.00038566+0.0024861i,0.0016119+0.0026925i,0.00074843+0.0014452i,-0.00042143+0.00033337i,0.00062413+0.0003439i,0.0016438+0.00063798i,0.00054826+0.00011598i,-0.00044194-3.3803e-05i,0.00077725+6.2011e-05i,0.00146+0.00031447i,0.00033867+0.00019697i,-8.4419e-05+0.00036212i,-0.00014375+0.00095937i,-0.00037103+0.00082583i,-0.00062815+0.00024451i,-1.466e-05-0.00037869i,0.00013508-0.00052694i,-0.00024287-0.00085585i
-0.002114+0.0018978i,-0.0013923+0.0015005i,-8.7296e-05+0.0012324i,0.0011351-0.00053359i,0.0016759-0.0016305i,0.00053742-0.00035199i,-0.00020546+0.00076009i,-0.00022327+0.00063994i,-0.00033179+0.00074529i,8.2545e-05+0.0004765i,0.00090345-0.00060919i,0.00024898-0.0010583i,-0.00041334-0.00075771i,-0.00029934-0.00036748i,-0.0002389-0.00061774i,-0.00016231-0.00061491i,0.0001568-0.00059759i,0.00016726-0.0009589i,-0.00051438-0.00056906i,-0.00091934+0.00030327i,-0.00081042+0.00028423i,-0.00017054-0.00024864i,0.00016372-0.00051573i
8.2703e-05-0.0018057i,-0.0004181-0.0017095i,-0.00046739-0.0014793i,-0.00059171-0.00085855i,-0.00015578-0.00071844i,0.0001167-0.00032028i,0.0010346+0.00073345i,0.0022429+0.0014639i,0.0020904+0.00073894i,0.00045432-0.00053156i,-0.00042286-0.0012077i,-0.00017911-0.0015537i,-0.00050028-0.00058735i,-0.0013781+0.00039411i,-0.0014811+0.00063257i,-0.0014306+0.00044736i,-0.00063464-0.00012721i,-0.00041419+0.00010221i,-0.00071437+5.9428e-05i,-0.0003389-9.6377e-05i,0.00021139+0.00021145i,0.0004404+0.00044615i,-2.0254e-05-4.4236e-05i
-0.00092509-0.0002803i,0.00036437+0.00051357i,0.0013308-5.0989e-05i,0.00035672-0.00055105i,-0.0010996-0.00068378i,-0.00056258-0.00085617i,0.0017434-0.00090085i,0.0025029-0.0011893i,0.00065963-0.00078617i,1.3525e-05+0.00020776i,0.00019445+0.0012391i,-0.00049192+0.0010144i,-0.0013439-0.00020145i,-0.0018874-0.00048844i,-0.0013349-0.00084533i,-0.00016646-0.0011935i,-0.00015906-0.0014409i,-0.0010628-0.001116i,-0.00075772-0.00044312i,-0.00014406-1.5692e-05i,-0.00068762+0.00025666i,-0.00067933-0.00020048i,-4.9822e-05-0.0010903i
0.00052038-0.00054897i,0.00098533+0.00020147i,9.8086e-05+0.0011505i,-0.00093034+0.0020138i,-0.00077018+0.0028559i,-0.00094972+0.0019258i,-0.0014093-8.49e-05i,-0.00040732-0.00076119i,0.00062177-0.00055377i,0.00035734+0.00032596i,-0.00027013+0.0011453i,-0.00089595+0.0010743i,-0.00080127+0.00020177i,-0.00013492-0.00029073i,2.6611e-05-4.1091e-05i,-0.00026938+0.0002582i,-0.00039428+0.0005115i,-0.00040917+0.00045826i,-0.00097616-0.00014821i,-0.0009614-0.0010716i,-3.0867e-05-0.0013222i,0.0010604-0.00056201i,0.0010099-5.0253e-05i
-6.6495e-05-0.00085487i,-0.0009778-0.0016875i,-0.0014403-0.0016706i,-0.00045516+0.00032658i,0.00039958+0.0028156i,-9.715e-05+0.0032932i,-0.00059806+0.0026389i,-0.00042745+0.0011312i,-0.00051139-0.00025528i,5.7084e-05-7.3203e-05i,0.00056898+0.00063217i,0.0009614+0.00078071i,0.0010655+0.00068872i,0.00027188+0.00041183i,-9.0556e-05+0.00037761i,0.00025603+0.00024213i,4.9081e-06-0.00038218i,-3.5153e-05-0.00081474i,0.00079167-0.00017383i,0.00089016-0.00013073i,0.00062707-0.00091768i,0.00040309-0.0010569i,-7.1759e-05-0.00025729i
-0.00086768-0.00094364i,-0.0010104-0.0010624i,-0.0019527-0.00095846i,-0.0013269-0.00047115i,-0.00025261+0.00042856i,0.00096532+0.0014671i,0.0016369+0.0020556i,0.00070047+0.0019082i,-0.00017571+0.0010643i,0.00030541-9.1857e-05i,0.00068363-0.0012663i,0.00086359-0.0011445i,0.00058688-0.00012551i,0.00033947-4.7902e-05i,0.00084832-0.00036632i,0.00061854-8.5388e-05i,-0.00020577+0.00053989i,-0.00032165+0.00095774i,0.00023849+0.0014062i,0.00079615+0.0012319i,0.00031562+0.0002309i,0.00023861-0.0003409i,0.00030724-0.00065029i
-0.00095756-0.00035503i,-0.00099699-0.00066979i,-0.00091261-0.00028483i,-0.00088019-0.00033477i,0.00011425-0.0003604i,0.0015282+0.00057489i,0.0023242+0.00097397i,0.0019964+0.00091746i,0.00088223+0.00065804i,-0.00011104+0.00012406i,-0.00023121-0.00014603i,-0.00013543-5.8204e-05i,-0.00032242+9.5214e-05i,-0.00011291+0.00034814i,-0.00068881+1.0371e-07i,-0.001223-0.00019349i,-0.0011779-0.00034287i,-0.00086633-0.0004976i,-0.00029981+0.00024229i,0.00030661+0.00047408i,0.00065172+0.00047713i,0.0011306+0.00026134i,0.00067746+0.00019761i
-7.7799e-05-0.0014743i,-0.00074649-0.0016784i,-0.0013888-0.0020018i,-0.0026094-0.0024541i,-0.0031959-0.0017336i,-0.0018075-0.00066796i,0.00054377-0.00033624i,0.0016309-0.00088961i,0.00083163-0.0012132i,-0.0003426-0.00037101i,-0.00071129+0.00085819i,-0.00013771+0.0013328i,-9.5907e-05+0.001288i,-0.00090924+0.0014009i,-0.00072639+0.00081974i,9.279e-05+7.6647e-05i,0.00035884+0.00060229i,6.3763e-05+0.0010161i,-0.00023445+0.00023979i,-0.00015643-0.0008327i,-0.0001617-0.00084142i,0.00033177+0.00018831i,0.00098739+0.00015689i
0.0023938-0.0014547i,0.0014878-0.001688i,0.0014456-0.0019537i,0.00013876-0.00098228i,-0.00097118+0.00055925i,-0.00083951+0.00084673i,-0.00061301+0.00096097i,0.0003105+7.7318e-05i,0.00063982-0.0013761i,-0.0002566-0.00069983i,-0.00022638+0.00011321i,-0.00016083+3.9343e-05i,2.9632e-05+0.00037724i,-5.1042e-05+0.00072516i,-0.00028558+0.00016906i,-0.00054521+0.00037167i,-0.00075272+0.00046918i,-1.9259e-05-0.00015077i,-0.00010409+0.00011431i,-0.00022294+0.0010193i,0.00045154+0.00070244i,0.00021525-0.00011909i,-0.00031296-0.00039232i
0.00046773-0.00097052i,0.0010629-0.0004523i,0.00041444+0.00010417i,-0.00011993+0.00027252i,0.00026917+0.00098647i,0.00062929+0.0023946i,1.1419e-05+0.0026393i,-0.00092672+0.00056395i,-0.00088147-0.0010252i,2.0044e-05-0.00012235i,0.0006649+0.0008248i,0.00053303+0.00044056i,0.00097484+0.00010724i,0.0012887-0.00039732i,0.00036845-0.00033169i,-0.0008964+0.00014934i,-0.00078129+0.00018732i,-8.7323e-05+9.5348e-05i,-6.5191e-06-0.00014594i,2.4304e-05+0.00020218i,8.2277e-05+0.00068767i,-0.0002528+0.00052147i,-0.00018337-0.00022411i
-0.00030513-0.0020348i,-0.00091316-0.0019701i,-0.0022691-0.00023012i,-0.0021281+0.0016911i,-0.00066928+0.0026592i,-0.00024704+0.0030587i,-0.00036949+0.0031352i,1.2074e-05+0.0024499i,-3.5547e-05+0.0017893i,-0.00056168+0.00044375i,9.0883e-06-0.00094217i,0.0011732-0.0012182i,0.00077885-0.00076779i,5.3888e-05+0.00017547i,0.00012061+0.00041368i,-0.00042035-5.7274e-05i,-0.00076752-0.00057453i,-0.00069741-8.5733e-05i,-0.00076295+0.0006632i,-0.00010458+0.00086002i,-2.9308e-05+0.0006795i,-0.00048169+0.00030494i,0.00019464-3.3731e-05i
5.0843e-05-0.00034355i,0.00026326-0.0012178i,-0.00069521-0.0022822i,0.00025114-0.0012724i,0.0015447+0.00040639i,0.0018367+0.0013881i,0.0016539+0.0017785i,0.001692+0.0013189i,0.0011673+0.0010396i,-0.00021326+0.00044293i,-0.00098457-0.0001616i,-0.00079713+0.00033965i,-0.00031247+0.00063349i,-0.00059669+0.00016723i,-0.00053997-0.00018998i,4.5499e-05+0.00069405i,0.00062+0.00067006i,0.00093188-0.00024152i,0.00062882-9.0957e-05i,0.0001835+0.00017301i,0.00017072+0.00014537i,4.2826e-05+0.00014535i,0.00024308-0.0006104i
0.0036422-0.0013041i,0.0021979-0.0026398i,0.00064506-0.0037341i,-0.00071106-0.0040122i,-0.001327-0.0034971i,-0.0012621-0.0016579i,0.00034232+0.00019044i,0.002107+0.00076166i,0.0016449+0.00033821i,-1.5772e-07-0.0006131i,-0.0010513-0.0010344i,-0.0013208-7.3656e-05i,-0.0010592+0.0016116i,-0.0011393+0.0022569i,-0.00099009+0.0023861i,-0.0010914+0.0018838i,-0.00099795+0.00089303i,-0.0005702+0.00046199i,-0.00044785+8.9458e-05i,-0.00066803+0.00023572i,-0.00034418+0.00035479i,-0.00016319+3.9905e-05i,-0.00042385-0.00018037i
-0.0001512+0.00026489i,-0.00048638+0.00098755i,-0.0012356+0.00036258i,-0.0018126-4.7752e-05i,-0.0014842+0.00039722i,-0.0015553+0.00077013i,-0.00065904-0.00010259i,0.00067984-0.001389i,0.00037755-0.0013091i,5.396e-06-0.00035293i,0.00033739+0.00029356i,7.0012e-05+0.00010233i,-0.00040432-0.00068321i,-0.00039361-0.00058588i,-0.00052066-0.00053693i,8.5244e-05-0.0011931i,0.00077164-0.00041513i,-3.1239e-05+0.00076301i,-0.00088224+0.00068788i,-0.00084555-0.00035547i,-0.00024211-2.2116e-05i,1.3031e-05+0.00032887i,-0.0005066+0.00029797i
-0.001145-0.0013192i,-9.8281e-05+0.0002609i,-2.5284e-05+0.00077882i,-0.0010085+0.00070162i,-0.0015646+0.0016127i,-0.0010522+0.0018959i,-0.0011614+0.00058648i,-0.0011046-0.0010042i,-0.0005846-0.0013594i,0.00020704-0.001354i,0.00056204-0.0016262i,0.00085409-0.00077222i,0.00061348-0.00031034i,-3.4555e-06-0.00099071i,0.00030853-0.00074819i,0.00079334-2.5457e-05i,0.00070678+0.00068703i,0.00019031-6.2236e-05i,0.00060803-0.0013191i,0.00085331-0.00059823i,-8.7752e-05+0.00058191i,-0.00023588+0.000407i,0.00029709-0.00017825i
-0.00037113-0.00044085i,0.00075712-0.00028902i,0.00094434+0.00038311i,0.00081027+0.00086374i,0.00074824+0.0019165i,0.00057227+0.0027689i,-0.00041892+0.0023229i,-0.0015623+0.0015719i,-0.0014857+0.00079841i,-0.0003518+0.00022825i,-6.4063e-05-0.00040718i,-0.00011071-0.0011273i,0.00042203-0.001456i,0.00018667-0.0014074i,-0.0001433-0.00066635i,0.00050828+0.00014923i,0.00056054+0.00078555i,-6.3339e-05+0.0010742i,-6.7256e-05+0.00096764i,-0.00011713+0.00051055i,-9.9902e-05-4.2344e-05i,0.00014841-3.2438e-05i,0.0005693+4.754e-05i
-0.0013766-0.0007958i,-0.0017967-0.00047955i,-0.0011788-0.0013797i,0.00028053-0.0012929i,0.0018773+0.0004471i,0.0025233+0.0016292i,0.0024104+0.0014262i,0.0015323+0.0013184i,0.00036692+0.0010647i,-0.0004534+0.0006327i,-0.00041927+0.00016977i,-0.00016187+1.0749e-05i,-0.00041363+0.00065728i,-0.00012215+0.00087003i,0.00026744+0.00043936i,-0.00015778+0.00042866i,-0.00063001+0.00032723i,-0.00049375-0.0002672i,-0.00063211-0.000771i,-0.00013541-0.00035123i,0.00021625+0.00013781i,-0.00032404-0.0003191i,-0.00062235-0.00093573i
-0.00056225+0.00043682i,0.0006362-0.00053105i,0.0010196+3.4252e-05i,0.00097823+0.00044744i,0.0010392-0.0002035i,0.001238-0.00088319i,0.0019981-0.001058i,0.0022097-0.00050009i,0.001047-9.9733e-05i,0.0004818-6.0069e-07i,0.0006664+6.8019e-05i,0.00059426-0.00058468i,0.00043386-0.00082358i,8.565e-05-3.3865e-05i,-0.00095111+0.00016721i,-0.00067853-0.00056547i,-0.00037668-0.00052992i,-0.00033739-0.000251i,-6.1679e-05-0.00019595i,-8.9247e-05+0.00012957i,0.00041012-0.00052282i,0.00032046-0.0011734i,-0.00070235-0.00069479i
-0.00072811+0.0011842i,0.00018413+0.00072573i,-0.00076004+0.00057551i,-0.0012392+0.00028565i,1.0775e-06-0.00027345i,0.00056202-0.0004178i,-8.5039e-05-0.00065862i,-0.00021557-0.0010531i,0.00022623-0.0011733i,0.00036198-0.00043145i,0.00036151+0.00065112i,0.00068921+0.00073115i,0.00042327+0.00013992i,-0.00036662-3.7949e-05i,-0.00015188-1.598e-05i,0.00019476-0.00022415i,-6.0036e-05-2.0353e-05i,3.4942e-05+0.00053228i,6.6087e-05+7.4249e-05i,7.1632e-05-0.00046956i,4.4832e-05-0.00055725i,-6.5918e-05-0.00077914i,0.00024805-0.00046541i
0.0012354-0.00056492i,0.00033258-0.0017701i,0.0001425-0.0018147i,-0.0017921-0.00054387i,-0.0038254+0.00072525i,-0.003434+0.0014451i,-0.0020237+0.0013476i,-0.0010791+0.00055323i,-0.00098043+0.00038406i,-9.8344e-05+0.00082003i,0.00085991-0.00014754i,0.00033066-0.0004076i,-0.00032924+0.00048554i,-0.00056516+0.00046624i,-0.00078903-1.2367e-05i,-0.00019973-0.00024357i,0.0008494+0.00024404i,0.00074835+0.00051929i,0.00032036+9.3741e-05i,0.00033038+0.00025735i,1.9555e-05+0.00062763i,-0.00038108+0.00049626i,-0.00053045-0.0002965i
-0.002695-0.00054567i,-0.00058773+0.00025681i,0.0014518+0.001295i,0.00097844+0.00069204i,-0.00059419+0.0011544i,-0.0005041+0.0024306i,0.00071013+0.0019945i,0.00041165+0.0013514i,-0.00048406+0.0003183i,-0.00059321-0.00088312i,-0.00013171-0.0005332i,-0.00027148-2.9155e-05i,-0.00019554-0.00055008i,0.00017082-0.00080073i,0.00040778-3.9293e-05i,-5.6099e-06+0.00098025i,-0.00054615+0.0013557i,-0.00077739+0.00078082i,-0.0013884+0.00042735i,-0.00090924+0.00038419i,-0.00044507+0.00046258i,-0.00035615+0.0002862i,-0.00045244+0.00073737i
-0.002339-0.0011788i,-0.0018707-0.00211i,-0.0015175-0.0015899i,-0.00051511-0.00066845i,0.00082209+0.0012893i,0.0016356+0.0020073i,0.001849+0.0017319i,0.0010863+0.0018595i,0.00054892+0.0013827i,0.00030872+6.0159e-05i,-0.00017647-0.00061549i,-0.0010383+9.8773e-05i,-0.0011412+0.0006781i,-0.0004263+0.00026656i,-0.00054051-3.0845e-06i,-0.00086503+0.00053613i,-0.00040081+0.00046421i,5.0456e-05-0.00029754i,-0.00027153-0.00064588i,-0.00088194-0.00047686i,-0.00091452+0.00044184i,-1.4708e-05+0.0005795i,0.00078397+0.00015414i
0.0012443+0.00036973i,0.001723-0.00015638i,0.0018925-0.0010496i,0.00049592-0.00089167i,0.00043447-0.00012345i,0.00054008+0.00053853i,0.0011035+0.00067613i,0.002159+0.00087381i,0.0016446+0.00038803i,0.00033097+0.00029039i,-0.00052487+0.00082255i,-0.00068812+0.00051743i,-0.00063789+0.00025249i,-0.00082319+0.00075001i,-0.00068593+0.0010759i,-0.0010935+0.00070392i,-0.0010283-9.602e-05i,-0.00088905-0.0003142i,-0.00081828-0.00042604i,3.4945e-06-0.00047343i,0.00023009-0.00067482i,0.00063387-0.00082085i,0.00079121-0.0005754i
0.00030161-0.0010585i,0.00069268-0.00010274i,0.00050989-0.00026793i,-0.00055265-0.00079532i,-0.0013907-0.001132i,-0.00096113-0.00087191i,-0.00050717-0.0012758i,0.00029345-0.0022368i,0.00043348-0.0018701i,-9.2296e-05-0.00062145i,-0.00063494-1.4443e-05i,5.7958e-05+0.00044354i,0.00050637+0.0011103i,-0.00025846+0.0011557i,-0.00010911+0.00029826i,0.00027206-0.00058711i,0.00014332-0.00097092i,-0.00022514-0.0010872i,-0.00042719-0.00070975i,2.2565e-05-0.00017853i,0.00057212-1.13e-05i,-0.00025225-0.00024859i,-0.0008995-0.00039687i
0.00017907-0.0012053i,-7.7336e-05-0.0020739i,-0.00034997-0.0024886i,-0.000727-0.0017738i,-0.0014731-0.0009167i,-0.0020446-0.00027229i,-0.0018498+0.0005129i,-0.0012434-6.9071e-05i,-0.00099941-0.00041872i,-0.00030599-5.8855e-05i,-0.00024408-0.00030165i,-0.00016635-0.00055337i,-0.00017573+8.3232e-05i,-0.00021485+0.00073963i,5.1046e-05+0.00037979i,-5.7761e-05+0.00029334i,-0.00016566+0.0008728i,0.00035717+0.00072065i,0.00050145+0.00030859i,-6.4134e-05-0.00057893i,-9.1224e-05-0.00062973i,0.00026211+0.00049628i,0.00022084+0.00026451i
-5.6921e-05-0.00019812i,0.00069864+0.00036562i,0.0011169+0.00041596i,-0.00020057-0.00035732i,-0.0016817+0.00018936i,-0.0021553+0.0018298i,-0.0012246+0.0027255i,-0.0010606+0.0020664i,-0.0017257+0.0010958i,-0.0010403+0.00053459i,-0.00061641+2.8785e-05i,-0.0014763+4.1784e-05i,-0.0011635+0.00020162i,-0.00071574-0.00011195i,-0.0011114-0.00033368i,-0.00047429-0.00047557i,0.00051008-0.00037774i,0.00032394-0.00027693i,-0.00038114-0.00051325i,-0.00073474-0.00021041i,-0.00026571-1.0989e-05i,1.6784e-05-9.3399e-06i,0.00060643+6.2627e-05i
-0.00080679-0.00037578i,-0.0016204+0.0008797i,-0.0025214+0.00076987i,-0.0024147+0.00024801i,-0.0011082+0.00077122i,0.00015952+0.0022361i,0.0010635+0.0027821i,0.0012518+0.0019594i,0.00061364+0.0011916i,0.00062638+0.00055728i,0.0010246+0.0004973i,0.00091768+0.0003117i,0.001087-8.9e-06i,0.00040273+0.00010427i,-0.00095793+0.00041246i,-0.0007031+0.00031864i,0.00047778-0.00019514i,0.00079261-5.5707e-05i,-0.00027564+0.00022631i,-0.00062483-0.00034875i,0.00016709-0.00049751i,0.00057197-0.00047632i,0.00015621+0.00023303i
0.0019648-0.0018921i,0.002699-0.0019951i,0.002461-0.0021966i,0.00019093-0.0014725i,-0.00095874+0.00054402i,0.00034516+0.0015429i,0.0018469+0.0015842i,0.0025406+0.00055602i,0.0019436+2.5821e-05i,0.00094208+0.00083145i,0.00061534+0.001301i,0.00067128+0.0012965i,0.0005491+0.0012637i,0.00017415+0.0012713i,0.00047154+0.00087168i,0.0003142+0.00035899i,-5.0873e-05-0.0001036i,0.00015537-0.00016135i,-0.0008898-7.3579e-05i,-0.0010123-3.3169e-05i,0.00019995-0.00013729i,0.00059077-2.0719e-05i,-0.00036381+2.5742e-05i
0.002028-8.1658e-05i,0.00089156-0.00041827i,0.0010548-0.00036154i,0.0016023-0.00042791i,0.00062778-0.00092461i,-0.00062167-0.0016068i,0.00043463-0.0011665i,0.0018101-0.0010342i,0.0015097-0.0010475i,0.00054818-1.1788e-05i,0.00038817-0.00054934i,0.0005971-0.00071427i,0.00063855+0.00010618i,0.00088563-0.00013437i,0.00081457-0.00082297i,0.00026633-0.0011396i,-0.00025715-0.00078493i,-0.00053686-0.00010433i,-0.00045899-4.4817e-05i,-0.00044352-0.00058633i,-0.00099677-0.0010857i,-0.00055017-0.00095714i,-0.00010792-0.00073236i
-0.0016251-0.00055646i,-0.00085556-0.00052681i,-0.00063743+0.0004501i,-0.0003286+0.00035064i,0.0001637+7.3725e-05i,-0.0013152+0.00013989i,-0.0025189-0.00031i,-0.0015014-0.0006172i,-0.00079773-0.0010858i,-0.00018868-0.0012852i,0.00011874-0.0010908i,-0.00063408-0.0011367i,-0.0014739-0.0011258i,-0.0015112-0.0010596i,-0.00087934-0.0010176i,2.2896e-05-0.00084724i,0.0002102-0.00013783i,-0.00042849+0.00029319i,-0.00063747-5.5188e-06i,-0.00037392-1.6501e-05i,-0.0002455+0.00013429i,-0.00015547-0.00032241i,-0.00022844-0.00046627i
-0.0004474-5.1559e-05i,-0.00068458+0.00041751i,-0.00070725-0.00065845i,-0.00097399-0.0024424i,-0.0017288-0.0017338i,-0.0024454+0.00050869i,-0.0024882+0.0017231i,-0.0020333+0.0017768i,-0.0016845+0.0015441i,-0.00084736+0.0010806i,-0.0005368+0.00021799i,-0.00046052+0.00014645i,-0.00010362-0.00012373i,-0.00023269-0.00065324i,-0.00052926-0.00049685i,-0.00015657-0.00012537i,-0.00036221+0.00024168i,-0.00046134+1.8807e-05i,-0.00068906-0.00056466i,-0.001082-0.00057923i,-0.00026653-0.00010934i,0.00056303-8.2046e-05i,0.00025176+0.0001797i
-0.00095978+0.00011925i,-0.001961+0.00065893i,-0.0019939+0.0012222i,-0.00089012+0.0012851i,-0.00051263+0.0013556i,-0.00036139+0.0018086i,7.5318e-05+0.0026692i,0.00056631+0.0026085i,0.00034076+0.0015262i,0.00024181+0.00082844i,0.00055366+0.00098015i,0.00019791+0.001015i,-0.00083291+5.0315e-05i,-0.00058877-0.00086126i,5.0698e-05-0.00049167i,-0.00057821-0.00033949i,-0.00091567-0.00063811i,-0.00065593-0.0002949i,-0.00087038+0.00015412i,-0.00087389-0.00022311i,-0.0001764-0.00044708i,0.00049188-3.8037e-05i,0.00065025-0.00054873i
