-0.0033344+0.0018625i,-0.0026063+0.0017931i,-0.0045223+0.0040307i,-0.0050422+0.0052549i,-0.0031529+0.0045444i,-0.0010227+0.0025797i,-0.00028268+0.0021641i,0.00034939+0.0033072i,0.00089057+0.0036705i,0.0010416+0.0026069i,0.0016064+0.0011704i,0.0021303+0.00019003i,0.0011864-0.0012464i,0.00024552-0.0017014i,3.8374e-05-0.00067506i,0.00012485+0.00025548i,-0.00021189-1.1715e-05i,-0.00010756-0.00040233i,0.00049911-0.00013505i,0.00042207+0.00019715i,0.00024764-2.3218e-05i,8.3335e-05+0.00015958i,-0.00036782+0.0002601i
0.0012569+0.00086184i,0.0023943+0.00030042i,0.0028229-0.00045294i,0.0013829-0.0019736i,-0.00082559-0.0031598i,-0.0017621-0.0020442i,-0.0013029+0.00076397i,-0.00083175+0.0031071i,-0.00041086+0.0051759i,0.0011145+0.0064047i,0.0033469+0.0059023i,0.0039142+0.0036992i,0.0028161-6.7148e-05i,0.0020342-0.0033896i,0.00088831-0.0036004i,0.00014816-0.0024071i,0.00055569-0.0013445i,0.00020162-0.0011533i,-0.00058577-0.0011863i,-0.0014006-0.00061038i,-0.00083125+9.7838e-05i,-0.00012178-6.2436e-06i,-0.00052017-0.00028657i
-0.00078255+0.00030518i,-0.0013176+0.00036395i,-0.00086853-0.0026719i,-0.0014351-0.0044883i,-0.0025698-0.0026i,-0.0016916+0.0014835i,0.00076459+0.0028463i,0.0025971+0.0020418i,0.003852+0.0019225i,0.0050778+0.0014295i,0.0050517+0.00044745i,0.0038257+0.00053541i,0.0020933+0.00024404i,-9.4102e-05-0.00031631i,-0.0014658+5.9352e-05i,-0.0018118+0.0002208i,-0.00077687-0.00030754i,-0.0001339-0.00038487i,-0.00049786+0.00022065i,-9.08e-06+0.00041156i,0.00064798+0.00016642i,0.00031668+0.00041226i,0.00046042+0.00070316i
0.0043485+9.175e-05i,0.0055803-0.0002487i,0.0074459-0.0046513i,0.0045618-0.007441i,2.6196e-05-0.0080724i,-0.0015165-0.0067315i,0.00065399-0.0036812i,0.0027231-0.0020469i,0.0046583-0.0024841i,0.0053332-0.0040634i,0.0023306-0.0044533i,-0.00078894-0.0023184i,-0.002489-1.0352e-05i,-0.0030187+0.0015421i,-0.0015237+0.0022005i,0.00053885+0.0012298i,0.00034553-0.00022896i,-0.00047529-0.0010381i,-0.00021983-0.00021535i,-0.00014724+0.00050617i,-0.00047357+0.00044756i,-0.00012234+0.0007041i,0.00085505+0.0012537i
-0.010574+0.0019696i,-0.011451+0.0043119i,-0.01855+0.013184i,-0.015671+0.015032i,-0.0068721+0.014573i,0.0035194+0.010712i,0.0050858+0.0018103i,0.00030073-0.002723i,-0.0020613-0.0023202i,-0.0011545+0.00045142i,9.0066e-05+0.0017451i,0.00083917-4.8046e-06i,0.0010575-0.0011455i,0.001038-0.0012432i,-9.4325e-05-0.00098601i,-0.0012959-0.00034213i,-0.00073576+0.00040745i,-2.1745e-05+0.00079193i,0.00029504+0.00044817i,0.00027063-0.00010964i,-0.00075857-0.00029528i,-0.0011397-0.00011293i,0.00049097-0.00024428i
5.5529e-06+6.6788e-05i,0.0022048+0.0013103i,0.0026023+0.0027799i,0.0023425+0.0020377i,0.0029096+0.0019628i,0.0033914+0.0011033i,0.0015541-0.00094429i,-0.0018237-0.0011623i,-0.0040233-0.00080293i,-0.0048806-0.00020484i,-0.0043724+0.00097785i,-0.0025475+0.0018093i,-0.000888+0.0011747i,0.00067011-0.0011078i,0.0011297-0.0028387i,0.00056221-0.0027019i,7.1221e-05-0.00167i,-6.5449e-05-0.00094007i,0.00033913-0.00096605i,0.00020302-0.001085i,-0.00035914-0.00023199i,-0.00047789+0.00055379i,-0.00030524-0.00011299i
-0.0016646+0.00035117i,-0.00078909+0.0031368i,-0.0015421+0.0040373i,-0.0024243+0.0015957i,-0.0020565-0.00054093i,-5.0938e-05-0.00044128i,0.0016398+0.00011298i,0.00097729+0.0011852i,-0.0016225+0.0035574i,-0.0027686+0.0053977i,-0.0021598+0.0056092i,-0.00025958+0.0049576i,0.0018326+0.0021472i,0.0023883-0.0025018i,0.0012204-0.0043768i,-0.00045788-0.0034794i,-0.00052721-0.0023901i,-0.00047652-0.002038i,-0.00088706-0.0014006i,-0.00091658-0.00045384i,-0.00040948-0.00016155i,-0.00021804+0.00020219i,4.7232e-05-0.00020811i
-0.00021521-0.0014537i,0.00018051-0.0015998i,-0.0013045-0.0035856i,-0.0045944-0.0051849i,-0.0050167-0.004859i,-0.002566-0.0029134i,-0.0015364-0.0013778i,-0.00099778+0.0010039i,0.00011709+0.0033901i,0.0015277+0.0043188i,0.002942+0.0036028i,0.0024945+0.0016532i,0.00032039+0.00028751i,-0.0016074-0.00060436i,-0.002555-0.00099125i,-0.0018403-0.00078446i,-0.00052397-0.00030606i,-0.00037371-0.00038871i,-0.00057753-0.00090751i,-0.00062057-0.00062384i,-0.00047952+0.00026516i,0.00026535+0.0010914i,0.00022416+0.0011263i
-0.0017551+0.0012408i,-0.0011872+0.0033555i,-0.00067739+0.0030245i,-0.0010857+0.0015099i,-0.002529+0.0010059i,-0.0015726+0.00099005i,0.00077783+0.00015111i,0.0026665-0.00020239i,0.0039482+0.00075223i,0.0042002+0.00080419i,0.0039561+1.799e-05i,0.0023768-5.522e-07i,-0.00029202-0.00050267i,-0.0025696-0.00018762i,-0.0029693+0.00093584i,-0.0021839+0.0010151i,-0.0021492+0.0001897i,-0.0021035-0.00059175i,-0.00090638-0.00042835i,-3.8203e-05+9.2887e-05i,0.00044198+0.00062589i,0.0012943+0.0010413i,0.0022323+0.0016064i
0.00067891+0.0034189i,0.0032148+0.0020318i,0.0033095+0.00042413i,0.0028005-0.0015123i,0.0034409-0.0019367i,0.0036781-0.0014569i,0.0024887-0.0019141i,0.0024971-0.0012402i,0.0030959-0.0011425i,0.0028329-0.0023635i,0.0013515-0.0027466i,0.00025913-0.0011826i,0.00017137+0.0015646i,-4.8051e-05+0.0041969i,0.00029249+0.0054416i,-0.00031674+0.0034025i,-0.00062151+0.00042909i,-2.8892e-05-0.00042912i,8.9947e-05+0.00021062i,0.00011746+0.00026629i,0.00052704-0.00024752i,0.0011556+6.5183e-05i,0.00060406-0.00029111i
7.6697e-05-0.0013636i,-0.0014126-0.0022508i,-0.0022377-0.004994i,-0.0035914-0.0066961i,-0.0055688-0.006069i,-0.0052033-0.0031799i,-0.0036798-0.0012701i,-0.0020724-0.0014396i,-0.0010267-0.0018164i,-0.0012002-0.0022985i,-0.0015465-0.0018832i,-0.00083709-0.00010502i,0.0016904+0.0014376i,0.0046675+0.0015902i,0.0053151-0.00051303i,0.00376-0.0021661i,0.0016009-0.0016918i,0.00031516-0.0013277i,0.0007379-0.0010838i,0.00059015-0.00048552i,-2.1958e-05-0.00065434i,8.5842e-05-0.001032i,0.00030447-0.0014004i
0.00020224+0.00074205i,0.0023492+0.00034652i,0.0032475-0.00053492i,0.0038845-0.0018884i,0.003666-0.0026402i,0.0025426-0.0021156i,0.00073871-0.0011648i,-0.0013715-0.00080633i,-0.0026824-0.00041185i,-0.0029753+0.00016044i,-0.0023189+0.00077835i,-0.00071963+0.0007003i,0.0016225-0.00091514i,0.0029285-0.0028027i,0.0023057-0.0026333i,0.0011482-0.001045i,0.0012341-0.00034867i,0.0017394-0.00081241i,0.0013355-0.0018679i,0.00048787-0.0015666i,-0.00019847-1.1996e-06i,-0.00032791+0.0012919i,-0.00058402+0.00070208i
0.00021213+0.0014476i,-0.00077985+0.0013628i,-0.0015729+0.0010065i,-0.0037182+0.00027756i,-0.004397-0.0011405i,-0.0021999-0.0019943i,-0.00041912-0.00048555i,-0.0011345+0.0011329i,-0.0021693+0.0019855i,-0.0018039+0.0025348i,-0.00054609+0.0024588i,-0.00054872+0.0014816i,-0.0017035-0.001383i,-0.0026093-0.0032736i,-0.0027881-0.0026833i,-0.002421-0.0024817i,-0.0016586-0.0027476i,-0.0014759-0.0023334i,-0.0016425-0.0018463i,-0.0015133-0.0010192i,-0.0012105-2.611e-05i,-0.00092693-0.00023483i,-0.00021331-0.00012709i
0.0018805+0.0012543i,0.0020767-0.00035666i,0.0010636-0.0025248i,-0.00047728-0.0038463i,-0.0023338-0.0033381i,-0.0027301-0.0014611i,-0.0018388+0.00034206i,-0.0013377+0.0019249i,-0.00097139+0.0023039i,0.00030673+0.0029769i,0.0011355+0.0033105i,0.00093154+0.0033077i,-0.00034781+0.0031608i,-0.0020554+0.0029601i,-0.0030041+0.0022643i,-0.0017462+0.0011435i,-0.00064516+0.0010065i,-0.00070678+0.00076982i,-0.00053542+0.0001844i,5.5878e-05+0.00018853i,0.00053786+0.0010833i,0.00084763+0.0017473i,0.0014574+0.0014107i
6.0635e-05+0.0028031i,0.0031416+0.0025821i,0.0052861+0.0022727i,0.0041818+0.00082816i,0.0015452-0.00065248i,0.0013229-0.0014836i,0.0013242-0.0013745i,0.00063046+3.5407e-05i,0.00098+0.0019215i,0.0025861+0.0026519i,0.0034323+0.0016525i,0.0025587+0.00081911i,-1.6999e-05+0.0030063i,-0.0020614+0.0047736i,-0.0020295+0.0036692i,-0.0014413+0.0017893i,-0.0010085+0.00040197i,-0.0006519-0.00017291i,-0.00023938-4.8814e-05i,-0.00051005+0.00043941i,-0.000424+0.00055413i,0.00030013+6.0191e-05i,0.0010195-0.0007977i
-0.00010219+0.0015208i,0.0012507+0.0006275i,0.00078449+0.00025867i,-0.0012255-0.00047588i,-0.0021308-0.00027382i,-0.0016999-0.00032368i,-0.0004231-0.0010261i,0.00095769-0.0011139i,0.0024598+0.00069545i,0.0028722+0.0018243i,0.0010468+0.0011372i,-0.00016103+0.00070423i,0.0017564+0.0014096i,0.0036864+0.0025767i,0.004302+0.0016786i,0.0039806-0.00052133i,0.0033418-0.0018529i,0.0027454-0.0018255i,0.0019417-0.0010675i,0.0013359-0.00013228i,0.00029119+0.00026425i,-0.00059197-0.00065987i,-0.00061297-0.00056708i
-0.00049644-0.00071915i,-0.00065634-0.0011406i,-0.0019735-0.0028678i,-0.0027162-0.0040399i,-0.0016415-0.0020032i,0.0013109-0.00060832i,0.0024324-0.0016843i,0.0014822-0.0021078i,0.0019403-0.0011096i,0.0021738+0.00011994i,0.0012943+0.00060397i,0.0010318+0.00038818i,0.0019827-0.0012791i,0.0028008-0.0024249i,0.0021456-0.0020598i,0.00081743-0.0013274i,0.00053272-0.00099617i,0.00053502-0.0010847i,-7.2213e-05-0.00097922i,-0.00019234-0.00041632i,-0.00031675+2.9857e-05i,-0.00066006-2.7713e-05i,-0.00092417+0.00027578i
0.0013715-4.03e-05i,0.0021859-0.0009896i,0.002882-0.0016508i,0.0027469-0.0038282i,0.00056064-0.0058604i,-0.0018004-0.0065042i,-0.0038556-0.0049322i,-0.003214-0.0021318i,2.1382e-05-0.00056153i,0.00088473-0.00053445i,-0.00087315-0.00014388i,-0.0024264+0.00068301i,-0.0020054-0.0017134i,-0.00084168-0.004699i,9.7739e-08-0.0044556i,0.00051357-0.0034698i,0.00071091-0.0035317i,0.00021331-0.0033585i,-0.00033166-0.0027349i,-3.0728e-07-0.0014984i,0.00087933-0.00053298i,0.0010897+0.00052244i,0.00076137+0.0014554i
-0.00093331+0.00050609i,-0.00014928+0.0014146i,6.9074e-06+0.00099286i,-0.00056059-0.00079291i,-0.001185-0.001203i,-0.00065801+0.0010613i,-0.00059143+0.0020445i,-0.0014637+0.0014578i,-0.0023256-2.7253e-05i,-0.0026252-6.6377e-05i,-0.0023805+0.0016608i,-0.0019268+0.0028248i,-0.0029299+0.001826i,-0.003675+0.00020528i,-0.0038185-0.00024887i,-0.0030848-5.0894e-05i,-0.0013443-0.00035705i,-0.00065583-0.00057879i,-0.0010578-0.00058323i,-0.0012446+0.00013657i,-0.00087466+0.0010137i,-0.00016376+0.00066695i,0.00086241+8.4212e-05i
-9.8839e-05+0.0012853i,-2.0867e-05-0.00020763i,-0.0016338-0.003997i,-0.0039916-0.0072567i,-0.0042712-0.0066451i,-0.0027472-0.0041428i,-0.0014373-0.0015931i,-0.0017748+0.00059797i,-0.0025125+0.0014013i,-0.0028553+0.0017219i,-0.0012922+0.0022562i,0.00072246+0.0023761i,-0.00023357+0.0031272i,-0.0027558+0.0032456i,-0.0026422+0.0015773i,-0.00048626-0.00025722i,0.00044984-0.0010918i,-0.00064816-0.0012497i,-0.0013009-0.0006412i,-0.00073864-0.00015534i,0.0002083-0.00025897i,0.0010556-0.00033138i,0.0015191-0.0010328i
0.0012911+0.0013164i,0.0032518+0.0034627i,0.003905+0.0045127i,0.002109+0.0034869i,-0.00038532+0.0017373i,0.00091042+0.00066071i,0.00364+0.001111i,0.0030224+0.0021527i,-8.4673e-05+0.0037675i,-0.001172+0.0048103i,-0.00029802+0.0030534i,0.0013581+0.001682i,0.00336+0.002766i,0.0034389+0.0042882i,0.001502+0.0043263i,-3.6288e-05+0.0031068i,0.00051897+0.0019598i,0.0017343+0.0011845i,0.0015414+0.00084568i,2.6086e-06+0.00080752i,-0.00074374+0.00027444i,9.8585e-05-0.00029469i,0.00034368-0.00069753i
-0.0004379+0.0010442i,6.6884e-05-0.0014752i,0.0013648-0.0050216i,0.0016611-0.0068084i,0.00077007-0.0050288i,0.00081874-0.0032582i,0.0011677-0.0035407i,0.0022703-0.0015757i,0.0031092+0.0015965i,0.0029554+0.0031596i,0.0015774+0.0018057i,0.0001888-0.00034801i,0.0012685-0.0015919i,0.0021429-0.0023287i,0.00010965-0.0021892i,-0.0012832-0.00192i,-0.00052533-0.0017205i,0.00026094-0.0017013i,0.00055285-0.0010479i,0.00065742+0.00015513i,0.00010731+0.00049047i,6.6211e-05+0.00089909i,-9.1477e-06+0.0016089i
-0.00067051+0.001803i,0.00050949+0.0016682i,0.00053764+0.0018245i,-0.00072113+0.0015892i,-0.0009697+0.0014851i,0.00044756+0.00043775i,0.00071835-0.0024921i,-8.9787e-06-0.0042665i,0.00067899-0.0017263i,0.0024616+0.00057284i,0.0019942+0.00029687i,0.00042031-0.00084841i,-0.00013789-0.0026736i,0.00022452-0.003103i,0.0013214-0.0011574i,0.003472+0.00026455i,0.0045539-0.00018522i,0.0035047-0.00041859i,0.0019921-0.00051872i,0.0010732-0.00043322i,0.00099731+1.8856e-05i,0.00064766+0.00025965i,0.00042807+0.00030202i
-9.6256e-05+0.00069405i,0.00044812+0.00019787i,0.0012319-0.0022511i,0.000927-0.0042879i,0.00087437-0.0045094i,0.00012609-0.0040772i,-0.0012323-0.00342i,-0.0020302-0.0027369i,-0.00092599-0.0025569i,-0.00010829-0.0021507i,-0.0013386-0.00037575i,-0.0028688+0.0017122i,-0.0049236+0.0018723i,-0.0061566+0.00048197i,-0.0048433-0.00077054i,-0.0027564-0.0016219i,-0.0019725-0.0018894i,-0.00229-0.0014919i,-0.0020369-0.0010737i,-0.0014246-0.0011803i,-0.0018917-0.0005347i,-0.0015084+0.00076938i,-0.00045771+0.0012777i
0.00036475-0.00021961i,0.0015223+0.00077874i,0.00079539-0.0017307i,-0.001313-0.00327i,-0.0027959-0.0026055i,-0.0042714-0.00074318i,-0.0050118+0.0015367i,-0.0040613+0.0030268i,-0.0021152+0.0012997i,-0.0011398-0.00052142i,-0.00040217+0.00079247i,0.00021317+0.0031796i,-4.0395e-05+0.0047006i,-0.00047678+0.0031702i,0.00026641-0.00056324i,0.0013978-0.0030259i,0.0016138-0.0025062i,0.00068805-0.0017117i,-0.00024102-0.0017609i,-0.00070821-0.0012163i,-0.0012897-0.00066348i,-0.0013599-4.2501e-06i,-0.0013561+0.00018444i
0.0005496+0.0014531i,6.7758e-05+0.0010685i,-0.00023645-0.0022848i,-0.0018869-0.0048637i,-0.002765-0.0035793i,-0.001251-0.0003199i,0.0010877+0.0016406i,0.0019901+0.0019719i,0.00016329+0.0013844i,-0.001773+0.0011014i,-0.0010726+0.001233i,0.0018941+0.0024678i,0.004255+0.0047425i,0.0029735+0.0051962i,-0.00063906+0.0032161i,-0.0034072+0.0025665i,-0.0039923+0.0027061i,-0.0031247+0.0023518i,-0.0019533+0.0023186i,-0.0013306+0.0022518i,-0.00091176+0.0023296i,0.00018526+0.002448i,0.00033904+0.0022381i
-0.00072395+0.0022505i,0.00087051+0.0021575i,0.00087087+0.0018091i,-0.0016873+0.00087939i,-0.0025531+0.00091545i,0.0014426+0.0005121i,0.0052596-0.0015317i,0.0046615-0.0019133i,0.0017208+4.8494e-05i,-7.559e-05+0.0012289i,0.00042117+0.001469i,0.0020462+5.9072e-05i,0.0043242-0.0028982i,0.0052515-0.0043557i,0.0034092-0.0032775i,0.0025139-0.0024147i,0.0035271-0.0032487i,0.0035666-0.0030475i,0.0019519-0.00079484i,0.0014338+0.00080189i,0.0021548+0.0010752i,0.0015835+0.0014196i,0.00040232+0.0017725i
0.00071552+0.00055606i,0.00011274+0.0019088i,-0.00092196+0.0011942i,-0.0017796-0.0019362i,-0.0024127-0.0035098i,-0.0019865-0.0032181i,-0.00048074-0.004299i,-0.00096545-0.0051179i,-0.0024083-0.0021583i,-0.0015641+0.001421i,-0.0003731+0.002163i,0.00012651+0.00015395i,0.0005422-0.0024822i,6.9894e-05-0.0027587i,-0.00085932-0.00036516i,-0.00027553+0.00092483i,0.0012871-0.00042797i,0.0012031-0.00052876i,0.0016391+0.0011861i,0.0031323+0.001068i,0.0025493-0.00020789i,0.0013588-0.0004425i,0.0015992-0.00024935i
0.001029+0.00083773i,0.0035509+0.00059938i,0.0067588-0.0011416i,0.0063304-0.0014675i,0.0022198-0.00043491i,-4.077e-05-0.0013671i,-0.0018192-0.0036736i,-0.0037387-0.0033315i,-0.003367+0.00011574i,-0.0015671+0.002808i,-0.00060641+0.00303i,-0.0020095+0.0015811i,-0.0053623-0.0011678i,-0.0071861-0.0033433i,-0.0046622-0.0036805i,-0.0017549-0.0042979i,-0.001451-0.0054752i,-0.0013307-0.0048461i,-0.00075189-0.0035559i,-0.0004211-0.003278i,-0.0011209-0.002948i,-0.0012961-0.0020596i,-0.00014111-0.0017127i
-0.0004251+0.0022937i,-0.0021732+0.003265i,-0.0056206+0.001417i,-0.0066601-0.0034227i,-0.0042008-0.0050076i,-0.002551-0.0030097i,-0.0041487+0.0003349i,-0.0047303+0.0042193i,-0.0016357+0.005996i,0.0014248+0.0043042i,0.00076058+0.0025215i,-0.0015758+0.0033518i,-0.0028031+0.0048755i,-0.0023997+0.00541i,-0.00049914+0.0052799i,0.00055219+0.0038888i,0.00011552+0.0023477i,-4.2455e-05+0.0010224i,-0.00064942-0.00051137i,-0.0011381-0.0010537i,-0.0014454+0.00062804i,-0.0017903+0.0014397i,-0.0020711+0.00057953i
0.00019683-0.0011337i,0.00091595-0.0024758i,0.0022235-0.005364i,0.0012363-0.0066487i,-0.0012513-0.0041211i,-0.00036547-0.00082922i,0.0016262+0.0021972i,0.003066+0.0046469i,0.0052378+0.0038196i,0.0051172+0.0017278i,0.0027792+0.0020718i,0.0016577+0.0040925i,0.0028894+0.0057891i,0.0039606+0.0045763i,0.0023697-7.2978e-05i,-0.0010832-0.0033849i,-0.0027347-0.0033339i,-0.0026675-0.0018047i,-0.0033829-0.00054703i,-0.004138+0.0004911i,-0.0029455+0.0011658i,-0.0011394+0.0015154i,-0.00096778+0.0010091i
0.001801+0.00088918i,0.0016631+0.00056459i,-0.0020286+0.00052713i,-0.0059993+0.0006211i,-0.0060585-0.0021617i,-0.0024757-0.002302i,0.0029087+0.00047368i,0.0058247+0.00061235i,0.0061374-0.0020161i,0.0036274-0.0035258i,0.0013595-0.0024777i,0.0031002+0.00041186i,0.0068586+0.0019703i,0.0077878-0.00032511i,0.0044648-0.0019484i,0.0012817-3.8144e-05i,0.001816+0.0012017i,0.0019457+0.0010198i,0.00086767+0.0016243i,0.0010705+0.0025695i,0.0017475+0.0026116i,0.0022636+0.0019773i,0.0021375+0.00099145i
0.00072743-0.0022543i,0.00067264-0.0034099i,0.0019808-0.0057848i,0.0024984-0.0049275i,-0.00043721-0.0002345i,-0.00062723+0.00026069i,0.0026707-0.0037358i,0.0027257-0.007248i,-0.0012942-0.0082479i,-0.0037533-0.0051087i,-0.0030843-0.00073425i,8.7116e-05-0.0013076i,0.0027636-0.0053129i,0.0015303-0.0071801i,-0.0013848-0.0049851i,-0.0020723-0.0019834i,-0.00036691-0.0014678i,0.00081596-0.001436i,0.0020226+0.0004316i,0.0029012+0.00078962i,0.0013432-0.00018555i,-0.00036495-0.00043897i,0.00012662-0.00041754i
0.003408+0.0021864i,0.0049318+0.0031324i,0.0034009+0.0022008i,-0.001374+0.00053713i,-0.0022262+0.0003464i,-0.0024761-0.0007939i,-0.0029221-0.0033987i,-0.0037709-0.0036074i,-0.0058935-0.0012566i,-0.0059693+0.0013491i,-0.0041165+0.0025453i,-0.0023452+0.00075714i,-0.0032324-0.0025466i,-0.0051456-0.0030436i,-0.0029098-0.00074847i,0.0011878-0.00031646i,0.0028451-0.0022795i,0.0024828-0.0033617i,0.0020425-0.0029139i,0.0012014-0.0013129i,-0.0010183-0.00048541i,-0.0021174-0.00017165i,-0.001066+8.6684e-05i
-0.0030842+0.001478i,-0.003442-0.00080298i,-0.00057214-0.007136i,0.0043422-0.013426i,0.0046448-0.0098553i,0.0019615-0.0028378i,-0.0016455-0.00081247i,-0.0054326+0.0015928i,-0.0066976+0.0063095i,-0.0039282+0.0079336i,-0.0005934+0.006106i,-0.0014104+0.0048419i,-0.0048405+0.0050747i,-0.005411+0.0054965i,-0.0026239+0.0044823i,-0.0016175+0.0011208i,-0.0028846-0.0013775i,-0.0029671-0.0011704i,-0.0022994-0.001287i,-0.0017466-0.0016396i,-0.0014406-0.00074911i,-0.00064013+0.00081359i,0.00063143+0.0015395i
0.0021251+0.0011393i,0.0047955+0.0040486i,0.0034856+0.0063343i,-0.0027914+0.0049995i,-0.0047572-0.00051346i,-0.0022314-0.0025435i,-0.00020458+0.0010516i,0.0017267+0.0067471i,0.0042857+0.0098731i,0.0061821+0.0072952i,0.0056304+0.0041706i,0.002969+0.0047206i,0.0017526+0.0068151i,0.0024744+0.0063137i,0.0036991+0.0026081i,0.0027751-0.00016907i,0.00017491-0.00063318i,-0.00077838-0.0011311i,-0.00078917-0.0020551i,-0.00091799-0.00048677i,0.00014784+0.0019455i,0.0027514+0.0015285i,0.0030673+0.00033595i
-0.0016125+0.0011703i,-0.006345-6.5573e-05i,-0.010307-0.0049922i,-0.0081707-0.0096364i,-0.0054049-0.0092253i,-0.0024554-0.0053098i,0.0011239-0.0022415i,0.0046504-0.00070334i,0.007299-0.00062558i,0.007209-0.0014198i,0.0048326-0.0013559i,0.0036614-0.00022651i,0.0050142+0.0014224i,0.0064826+0.0013373i,0.0047019-0.0015257i,0.00059007-0.0017228i,-0.0011468+0.00079235i,-0.0012593+0.0014508i,-0.0011825+0.0012387i,0.00011663+0.00099256i,0.0013041+7.1536e-05i,0.00093638-0.0015806i,0.00017433-0.0015472i
0.0038944+0.00077167i,0.0089001+0.0015388i,0.013472+0.0036612i,0.0091912+0.0075794i,0.0011446+0.0085602i,-0.0018744+0.0026076i,-6.4299e-05-0.0031459i,0.0014218-0.0061244i,0.0026159-0.0075168i,0.0013672-0.0074434i,-0.0016083-0.0052627i,-0.00031138-0.0032224i,0.0030245-0.0045355i,0.0023178-0.0066042i,-0.00043086-0.0049792i,0.00026505-0.0016805i,0.0023952-0.00090262i,0.0027748-0.0012628i,0.0023937-0.00085471i,0.0015617-0.00029258i,-4.5351e-06-0.00049095i,-0.0013807-0.00069445i,-0.0018616-6.5686e-05i
-0.0031248+0.0026648i,-0.0053816+0.0032305i,-0.0087701+0.00046782i,-0.0070335-0.0039246i,-0.0023282-0.0036174i,-0.00027314+0.00012935i,-0.0023478-0.00049121i,-0.0057875-0.0021405i,-0.0071018-0.0023181i,-0.0071581-0.00079405i,-0.0061969+0.0020239i,-0.0045624+0.0020961i,-0.003868-0.0018522i,-0.0047611-0.0050436i,-0.0055669-0.0032528i,-0.0038625-0.0013342i,-0.0013848-0.0019128i,-6.1578e-06-0.0013603i,-0.00019101-0.00034395i,-0.0017245-8.4959e-05i,-0.0035769+0.00024022i,-0.0036423+0.0012495i,-0.0020461+0.0019049i
0.0022499+0.0002702i,0.0082672-0.0046064i,0.017329-0.010439i,0.018998-0.011016i,0.010381-0.0073378i,0.0015582-0.0032332i,-0.0016579+0.0025308i,-0.0023344+0.0066814i,-0.0027043+0.007424i,-0.0026389+0.0065858i,-0.0028227+0.0068145i,-0.0025079+0.0073729i,-0.0031758+0.0063769i,-0.0044047+0.005431i,-0.0025863+0.0052311i,0.00079037+0.0032078i,0.0022764-0.00044439i,0.0018655-0.0022043i,0.0010664-0.0010883i,0.00032122+0.00069974i,0.00052279+0.0027725i,0.002267+0.003824i,0.0030079+0.0032326i
-0.0013925+0.0037656i,-0.0043322+0.010211i,-0.014787+0.011988i,-0.022279+0.0032645i,-0.014031-0.007806i,-0.0026911-0.0063686i,0.00278+0.0014787i,0.0055574+0.0056641i,0.0058836+0.0068602i,0.0051772+0.0070582i,0.0048504+0.0071947i,0.004119+0.0073255i,0.0026411+0.0069742i,0.0025702+0.0066261i,0.0027956+0.0041334i,0.0013368+0.0004698i,0.00026372-0.00046863i,0.00068156-0.00013347i,0.00095905-0.00013469i,0.00081827+0.00071479i,0.0011118+0.0018466i,0.0022308+0.0011655i,0.0020813-0.00037635i
-0.0031236-0.0033233i,0.00025023-0.009682i,0.0068537-0.017152i,0.0093383-0.015943i,0.0031966-0.0083448i,0.00045273-0.0056616i,0.0039383-0.0071565i,0.0065659-0.0089218i,0.0061034-0.0076526i,0.0054173-0.0040128i,0.0066761-0.0027027i,0.0076496-0.00243i,0.0069116-0.00091104i,0.0070718+0.00024226i,0.0073521-0.00084828i,0.0045056-0.0029154i,0.001274-0.0033201i,-0.00017881-0.0031281i,-0.00037867-0.0029901i,0.00067604-0.0023043i,0.0018819-0.0020343i,0.0021019-0.0026894i,0.0016441-0.0022265i
0.0017562+0.0040437i,0.0036001+0.012351i,-0.0011245+0.021769i,-0.0093483+0.022734i,-0.0097887+0.014936i,-0.004241+0.0050915i,-0.0015061-0.0042523i,-0.0035121-0.0097721i,-0.0057079-0.0090766i,-0.0047775-0.0066872i,-0.0027953-0.0068506i,-0.00051569-0.0071899i,0.002356-0.0076948i,0.0027029-0.0091697i,-3.7993e-05-0.0085057i,-0.0017263-0.0043978i,-0.00059445-0.00049692i,-0.00081444+0.001051i,-0.0015429+0.0011978i,-0.00072242+0.00021555i,-0.00067697-0.0013318i,-0.0010258-0.0012364i,-0.0007666-0.0010519i
0.0016961-0.0011059i,-0.0012157-0.010608i,0.0047485-0.025203i,0.013597-0.030111i,0.011038-0.018465i,0.0033572-0.0072365i,-0.0041848-0.004503i,-0.011222-0.0017645i,-0.012752+0.0023312i,-0.0098589+0.0020956i,-0.0086873-0.00046408i,-0.0090367-0.0014707i,-0.0070746-0.0021078i,-0.004285-0.0027098i,-0.0026839-0.0026505i,-0.00066129-0.0029416i,0.0011806-0.003114i,0.00051558-0.0020266i,-0.00038114-0.00066488i,-0.0014921-0.00037836i,-0.0019471-0.00057878i,-0.0012434-0.00076976i,-0.0001368-0.001399i
0.0033814+0.0030167i,0.010128+0.011202i,0.010201+0.020358i,0.0027757+0.021602i,-0.0011616+0.011351i,-0.0019359+0.0040196i,-0.003666+0.0062771i,-0.0033361+0.012292i,0.00032401+0.015605i,0.0007515+0.01353i,-0.0027236+0.01064i,-0.004527+0.0091421i,-0.0058526+0.0062789i,-0.0080938+0.0041689i,-0.008054+0.0043823i,-0.0048242+0.0033616i,-0.0003854+0.0014781i,0.0024082+0.0011549i,0.0020641+0.0011808i,0.00055864+0.001519i,-0.00085562+0.0025575i,-0.0013366+0.003267i,-0.0013698+0.0026407i
