-0.00023683+0.0004814i,0.00033691-0.00054225i,-0.00035526-0.0016677i,-0.00085713-0.001186i,-0.0011111+0.00056519i,-0.00081738+0.0018344i,0.00010377+0.0026362i,0.00078153+0.0012117i,0.00081307-0.0005117i,0.00088924-0.00061438i,0.00064586-0.00045037i,2.21e-05-0.00078525i,-0.00028948-0.0009621i,-0.00042875-0.0009374i,-0.00065479-0.0010656i,-0.00067565-0.00073083i,-0.00021499-0.00021256i,0.00057978+0.00017124i,0.0010321+0.00043034i,0.0006257+0.00056388i,0.00046601+0.00039091i,0.00034625-7.5649e-05i,-0.00037507-0.00051089i
0.0022733+0.00033083i,0.0019119-0.0016624i,0.0019233-0.0033778i,0.00071599-0.0032593i,-0.00038599-0.0014853i,-0.00048315+0.00025723i,-0.00052097+0.00065848i,-0.00053785+0.00068937i,-9.9287e-05+0.00071475i,-0.00013426+3.6542e-05i,-0.00071451-0.00029108i,-0.00044192-3.9419e-05i,7.5625e-05-0.00037478i,-0.00042566-0.0001353i,-0.00051031+0.00069529i,6.6088e-05+0.00024824i,-0.0003153+2.4123e-05i,-0.00071763+0.00058853i,-0.00015789+0.0005976i,0.00024089+0.00043054i,-0.00023629+2.4473e-07i,-0.00022309-5.6669e-05i,-0.0002267+0.00070403i
0.0017421-7.8536e-06i,0.0013843-0.00034607i,0.0015717-0.00032705i,0.00077605-0.00052293i,-0.00044555-0.00087229i,-0.00070643-0.0002894i,-0.00037384+0.00063483i,0.00045035+0.00045768i,1.4057e-05+0.0001491i,-0.00076307+0.00017924i,-0.00059376-0.00011321i,-0.00023225-0.00023941i,0.00022321-0.00018924i,0.0010629+0.00020316i,0.0014599+0.0010542i,0.0014945+0.00053133i,0.00080211-6.132e-05i,-0.00012664+0.00029239i,-1.6565e-05+0.00030895i,0.00025296+0.00050906i,-0.000205-8.5965e-06i,-0.00078288-0.00067935i,-6.6808e-05-0.00091631i
-0.00070356-0.00087936i,-0.0010693-4.0675e-05i,-0.001886-0.00030881i,-0.0020385+9.4958e-05i,-0.0010156+0.0013843i,-0.00027436+0.001283i,-0.00014517+0.00077994i,0.00032866+0.00068489i,0.00056091+3.5441e-05i,0.00078892-0.00061123i,0.0008667-0.0010303i,0.00031284-0.00082015i,-0.00038046+0.00018617i,0.00043542+0.00055839i,0.001364-6.685e-05i,0.00073421-0.001075i,-4.9854e-05-0.00015486i,-8.8756e-05+0.00081201i,-0.00040121-4.6063e-05i,-0.00025144-0.00070345i,-0.00026943-0.0001776i,-0.00057452-0.00048305i,0.00011248-0.00050589i
0.001785-7.9032e-05i,0.0022255+0.00018592i,0.0017469+0.00075102i,0.00038933+0.0018314i,0.00061516+0.0018276i,0.0014158+0.0015801i,0.00078978+0.0015732i,0.00038072+0.00089485i,-0.00015562-0.00028074i,3.4536e-05-0.00096673i,0.0011701-0.00052782i,0.00090026-0.00029061i,0.00031339-0.00051394i,0.00069219-0.00023787i,0.0013548+0.00062881i,0.0012924+0.00057947i,0.00018505+0.00010081i,-0.00023693-0.00011219i,0.0005659-0.00014069i,0.00048737-0.00031845i,0.00048111-0.00082847i,0.00033367-0.00047359i,-0.00018948-0.00012457i
-0.002645+0.0024841i,-0.0010074+0.0019886i,3.4977e-05+0.0021342i,0.0018556+0.0012852i,0.0021524+0.0003119i,-0.00030784-0.00018833i,-0.0016563+1.8576e-05i,-0.00085081+0.00055571i,-0.00073294+7.253e-05i,-0.00073197-0.00086413i,5.3008e-05-0.0010432i,0.00052708-0.0011076i,0.0011014-0.0011614i,0.0016817-0.001413i,0.0017889-0.0018405i,0.00049212-0.0017809i,-0.00077012-0.0015695i,-0.00046969-0.001022i,-0.00040137+7.9335e-05i,-0.0011628+0.00056018i,-0.0011988+0.00092356i,-0.00035827+0.00086424i,0.00012352+0.00039831i
0.00096522-0.0013352i,0.0013126-0.00085259i,7.3088e-05-0.0002148i,-0.0013712-0.00036243i,-0.0016486-0.00024871i,-0.0014868-0.00028758i,-0.001591+0.00021456i,-0.0010868+0.00018476i,-0.000207+5.93e-05i,0.00031171+0.0001668i,0.00057244+0.00076093i,0.0003375+0.00049626i,6.9215e-05-0.00023598i,0.0007136+3.0223e-05i,0.0013041-0.00011593i,0.0012168-1.9932e-05i,0.00054194-0.00023563i,1.3718e-05-0.00032971i,-0.00056748+0.00053516i,-0.00063554+0.00068652i,-0.00047045+0.00051272i,-0.00095552+0.00063182i,-0.0011287+0.00014874i
0.0003621+0.00070191i,0.001504+0.0022598i,0.0019882+0.0019896i,0.0017067+0.0014215i,-0.00014635+0.00079719i,-0.00102+0.00078229i,-0.00061276+0.001237i,-0.00021798+0.0012601i,0.00040521-0.00021738i,0.0011823-0.00098399i,0.0010161-0.00013027i,0.00089537+0.00086959i,0.00033993+0.0014242i,-0.0002842+0.00069557i,0.00080805+0.00013173i,0.00067475-0.00015195i,-0.00042581-0.00022093i,-0.00071566-5.0375e-05i,-0.00091052-0.00042668i,-0.00087554-0.00036421i,-0.0010079+7.9749e-05i,-0.0014828+0.00031467i,-0.0010542+0.00014682i
-0.00054424+0.0015338i,2.0399e-05+0.0015026i,2.0301e-05+0.0018264i,0.000123+0.0019456i,0.00026594+0.0011112i,0.00015766-7.3586e-05i,0.00040386+0.00027851i,0.00066817+0.00027986i,-0.00024504-0.00068564i,-0.00093889-0.0011736i,-0.00044431-0.0012189i,0.00012881-0.0010095i,6.8876e-05-0.0003393i,-8.9988e-07-0.0010781i,0.00068026-0.0015041i,0.00073537-0.00056483i,-8.5755e-05-0.00046306i,-0.0004953-0.000402i,-0.00039393-0.00076084i,0.00039492-0.00099461i,0.00070745-0.0004068i,-0.0002657-3.3936e-05i,-0.00085155-0.00018973i
-0.0015003-0.0028934i,-0.0018298-0.0033204i,-0.0022463-0.0028334i,-0.0013448-0.00070939i,-9.6157e-05+0.0014813i,0.00045568+0.0017713i,0.00013855+0.0011214i,-0.00034685+0.00030502i,-0.00018031+1.155e-05i,-0.00077795+0.00093974i,-0.0012617+0.0015275i,-0.00065568+0.0013393i,0.00017+0.00056101i,0.0011801+6.211e-05i,0.0020416+0.00049454i,0.0014247+0.00030681i,0.00044027-0.00023172i,-0.00037953-0.00045951i,-0.00078796-0.00044423i,-0.00078034-0.00067741i,-0.00087291-0.00084807i,-0.00079632-0.00068611i,-0.00054564+0.00028584i
-0.001354+0.0010221i,0.00070214+0.00192i,0.0015698+0.0023723i,0.0010529+0.0016053i,-0.00019104+0.00091504i,-0.0003466+0.00087685i,-0.00040126+0.00050487i,-0.00092893-0.00085671i,-0.0011309-0.00076003i,-0.00068636-0.00030228i,0.000341-0.00071207i,0.00081187-0.00046282i,0.00028766-0.00022404i,-6.0349e-05-0.00040382i,-0.00022565-0.00080362i,-0.00022718-0.00059907i,0.00071308-0.00011645i,0.0011236-0.00064917i,0.0002403-0.00083769i,-0.00078498-0.00029411i,-3.7587e-05-7.3527e-05i,0.0014224-0.00017511i,0.00040896+0.00049075i
0.002113-0.00033075i,0.0010326-0.00060553i,0.00014756-0.0013813i,-0.00041558-0.0011345i,-0.0011377-7.9405e-05i,-0.0019264+0.00082516i,-0.0017963+0.0010703i,-0.0011042+0.00085901i,-7.6575e-05-3.4444e-05i,0.00065952-0.001245i,0.00020492-0.0012126i,-0.00054767-0.00015135i,-0.00031874+0.0012972i,3.7711e-05+0.0014587i,0.00016481+0.00051217i,0.0004066+0.00013249i,0.00040646-0.00026949i,1.8825e-05-0.00018515i,-6.2612e-05+0.0003356i,0.00031381+0.00039276i,0.00049016+0.00027533i,-5.1309e-05+0.00028756i,-0.00041292+0.00064245i
0.00062616-0.0025649i,0.00075528-0.0028193i,-0.00016651-0.0025561i,-0.00056398-0.0013757i,0.00039524-7.2882e-05i,-1.294e-05+0.00060132i,2.9438e-05+0.00069196i,0.00052906+1.3597e-05i,-0.00030514-0.0011721i,-0.00081158-0.0010652i,0.000362-0.00060374i,0.001019-0.0004901i,0.00023256+8.0055e-05i,0.00072552+0.00029683i,0.0013616-0.00028865i,0.0014037-0.00036671i,0.00066981+0.00058141i,-0.00044601+0.001261i,6.8316e-05+0.00067584i,0.0013357+9.0733e-05i,0.00097475-6.9316e-05i,-0.00023949-0.00061009i,-0.00046994-0.00070122i
-0.0016435+0.0017242i,-0.0012244+0.0024271i,0.00028752+0.0017711i,0.0012553+0.00062031i,0.00051675+7.9254e-06i,-0.00048764+2.0063e-05i,-0.00049526+6.1669e-05i,0.00022406+0.00016442i,-0.00019307+0.00031684i,-0.0010386+0.00077194i,-0.00032927+0.00087019i,0.0011171+9.9703e-05i,0.0013234-0.00027928i,0.00029577-0.00069963i,0.00018151-0.00067591i,0.0010097+5.6547e-05i,0.0010591+0.00070735i,-9.3307e-05-2.8063e-05i,-0.00094779-0.00044318i,-0.00061061+0.00046155i,0.00048038+0.00054683i,0.00020882+0.00021971i,-0.000167+0.00014292i
0.00065281+0.0015785i,0.00086627+0.001181i,0.00074614+0.001627i,0.00017167+0.0020902i,9.918e-05+0.0018221i,-0.00048962+0.0014399i,-0.00091236+0.0020856i,-1.7789e-05+0.0017164i,0.0008578+0.00064896i,0.0007328+0.00043326i,1.2788e-05+0.00069936i,-0.00099578+0.00072361i,-0.0012708+0.00086755i,-5.5698e-05+0.00019295i,0.0012844-0.00085496i,0.0010185-0.00066743i,-5.4721e-05-0.0002499i,-0.00028714-4.7346e-05i,-0.00017812-0.0002785i,-0.0005198-0.00095048i,-0.0004651-0.00094737i,-0.00058578-0.00019361i,-0.00089661+0.00032663i
0.00078303-0.00068159i,0.0013928-0.0010865i,0.00030985-0.0024548i,-0.00056158-0.0016166i,-0.00028+0.000616i,0.00010967+0.0013752i,-0.00023963+0.0012678i,-0.00018563+0.00099293i,0.00063071-6.6037e-05i,0.00079947-0.00081845i,0.00059793-0.00084444i,0.00060208-0.00023407i,-0.00023629+0.00014262i,2.152e-05-7.1165e-05i,0.00068976-0.00034448i,0.0010134-0.0010578i,0.0012013-0.00069908i,0.00034204-0.0001923i,-0.00068396-0.00025579i,-0.00064991-0.00046361i,-0.00065848-0.00031146i,-0.00035019+0.00032549i,0.00013595+0.00099787i
0.00017104-0.0020448i,0.00095029-0.0016473i,0.00069439-0.0011821i,0.00017429-0.00068672i,-0.00034413-0.00067598i,-0.0015064-0.00098525i,-0.0018318-0.0008757i,-0.0015139-0.00058516i,-0.0014443-0.0012127i,-0.00087584-0.00090882i,-0.00052018-0.0007181i,-0.00026407-0.00078164i,0.00021793-0.000464i,0.00054846-0.0001204i,0.00083361+0.0001718i,0.0012594-0.00027346i,0.00087496-0.00012443i,-0.00010619+0.00072758i,-0.00011066+0.0011037i,0.00031392+0.00068945i,-3.8867e-05+8.1863e-05i,-0.00068675-4.6087e-05i,-0.00078+0.00020327i
-0.0016945+0.0013212i,-0.0013557+0.0029508i,-0.0012003+0.0040231i,-0.00083661+0.0030332i,-0.00074486+0.0019828i,-0.00074255+0.0021026i,5.2787e-05+0.001841i,0.0010473+0.00088867i,0.00072828+1.0712e-05i,-8.5434e-06-0.00019788i,-0.00058815+0.00027613i,-0.00091165+0.0013929i,7.5719e-05+0.0010615i,0.0019048-0.00018466i,0.0022487-0.0002116i,0.0016357+0.00041059i,0.0014853+0.00068272i,0.0012855+0.00059348i,0.00082872+0.00065197i,0.00073463+0.00075867i,0.00040501+0.0008824i,-0.00041487+0.00047127i,-8.3851e-05+0.00015133i
0.0024637+0.00036708i,0.0020355-0.00080008i,0.0016596-0.0021405i,0.001022-0.0021894i,0.00088708-0.0013658i,0.0008602-0.00055986i,0.0004016+0.00083436i,0.00024528+0.0013325i,7.4859e-05+0.00062255i,-0.00037121+0.00032063i,-0.00015254+0.0002352i,-4.7475e-05-0.00058943i,-0.00024577-0.00098465i,-0.0008515-0.00029567i,-0.00056249+0.00030273i,0.00054639+0.00012985i,0.00089421+3.5569e-05i,0.00040663-0.00027626i,-0.0002115+0.00021054i,-0.00047451+0.00070192i,-0.00075805+0.00036354i,-0.00042685+0.00010267i,0.00021254+0.00036276i
-0.00054163-0.001033i,-0.00039395+0.00044608i,-0.00025364+0.0020805i,-7.0797e-07+0.0035902i,0.00012634+0.0022393i,0.00012949-0.00015582i,-0.00054824-0.00026377i,-0.00081964+0.00029626i,-0.00013836-0.00022424i,0.00020978+0.00024565i,0.0001627+0.00067039i,0.00094279-0.00033342i,0.001807-0.00040951i,0.0015821+0.00067173i,0.0014119+0.00057556i,0.0012923-0.0010289i,0.00070419-0.001091i,0.00072183-0.0001812i,0.00070963-0.00032102i,3.8306e-05-0.00039845i,-0.00070943-0.00038499i,-0.00034208-0.00022338i,-0.00066373+0.00019166i
-0.00095601-0.00025414i,-0.00024921+3.5047e-05i,-0.001402+0.00089892i,-0.0017069+0.0011893i,-0.0012383+0.0015945i,-0.0019341+0.0017989i,-0.0023296+0.00065287i,-0.0014112+0.00011235i,-0.00085544+0.00071815i,-0.00098012+0.00061278i,-0.00046869+9.2416e-05i,0.00017594-0.00010656i,0.00022697+0.0003481i,0.00059182+0.00024858i,0.0012458-0.00054331i,0.0011989-0.00018654i,0.00015526+0.00022998i,-0.00046148-0.000328i,-0.00011283-0.00024105i,0.00010847-0.00037735i,9.9466e-05-0.00027183i,-0.00031076-0.00030262i,0.0002958-0.00024243i
0.0028287+0.0015825i,0.0025746-0.00074997i,0.0027629-0.0029633i,0.001697-0.0032238i,-0.000507-0.0016172i,-0.0014223-0.00053093i,-0.00080052-0.00090625i,0.00044049-0.00082559i,0.00095401-0.00092502i,0.00039203-0.0012238i,-0.00083904-0.0013443i,-0.0011076-0.00094752i,-0.00072909+0.00015334i,-0.00028128+0.00059729i,8.3363e-06+0.00079145i,-0.00024164+0.0007906i,-0.00030943+0.00081538i,-0.00016889+0.0012193i,9.7641e-05+0.0012085i,0.00011393+0.0016342i,-0.00032365+0.0012607i,-0.00060886+0.00048133i,-0.00099977+0.00047279i
0.0013531-0.00117i,0.0024585-0.00020832i,0.0015202+0.0003433i,5.0098e-05+0.00086112i,-0.00042544+0.0014481i,-0.00034977+0.00081524i,0.00051101+0.000222i,0.0012996+0.00046444i,0.0011422-0.00034638i,0.00066786-0.00011474i,0.00062586+0.001283i,0.00080076+0.0016604i,0.00076323+0.0017193i,0.0010814+0.0018598i,0.0017393+0.0012168i,0.0016256+0.00056987i,0.00037618+0.00039003i,0.00022211-3.6885e-05i,0.00015938-0.00071796i,7.828e-05+0.00015054i,0.00040028+0.00076019i,-0.00029136+0.00049514i,-0.00084849+0.00028559i
0.0025353-7.0726e-05i,0.0013212+0.00065587i,-0.00092712+0.0016278i,-0.0025786+0.001884i,-0.0021304+0.001987i,-0.0019683+0.0017264i,-0.0020551+0.0016043i,-0.0010124+0.0014128i,-0.00072637+0.0004266i,-0.00025294-0.00072785i,-0.00028243-0.00010767i,-0.00077786+0.00028841i,-0.000883+0.00023876i,-0.00051646+0.00038639i,0.00044758-0.00014948i,0.00060021-8.4051e-05i,8.7132e-05+0.00016645i,3.8306e-05+0.00031673i,9.1803e-05-0.00016524i,7.6169e-05-0.0007378i,0.0001151-0.00074848i,-0.00014394-0.00066896i,-0.0011461-0.00021873i
0.0002841-0.0016106i,-0.00024467-0.0020306i,-0.0012002-0.0037665i,-0.0013246-0.0040086i,-0.0010942-0.0015064i,-0.00073869+0.00078105i,4.4044e-06+0.0012373i,0.00069692+0.0010912i,0.0011556+0.00044831i,4.9544e-05-0.00021817i,-0.00066002-0.00072461i,0.00029298-0.0014033i,0.00094527-0.00064428i,0.0011015+0.00093296i,0.0012768+0.0018256i,0.00083734+0.0016314i,0.00014359+0.00084103i,0.0003327+0.0010385i,0.00063102+0.00092128i,3.9427e-05+0.00041524i,-0.0013167+0.00036972i,-0.0012266+0.00053061i,-0.0004028+0.00031793i
0.00056167+0.00034414i,0.0011744+0.00057055i,0.0014836+0.0012004i,0.0018287+0.0010952i,0.0014813+0.00032101i,-7.4976e-08-0.00082298i,-0.0010176-0.00083692i,-0.0010418-0.00078849i,-0.0003059-0.0011791i,-0.00022474-0.0007724i,-4.6518e-05-0.0013368i,-0.00014763-0.0011726i,-0.00033332+0.00026129i,0.00048154+0.00084069i,0.001659+0.00078747i,0.0012469+0.0009786i,-0.00011017+0.00051308i,-0.00044002-0.00041639i,4.4336e-05-0.00047006i,-0.00033438+0.00012647i,-0.00058152+0.00021665i,-0.000567+0.00015588i,-0.0002576+9.7816e-05i
0.00091624+0.00080147i,0.00038493+0.0011441i,-0.0010423+0.00081234i,-0.0030548+0.0007563i,-0.0039801+0.00080033i,-0.0034867+0.0012514i,-0.002531+0.0011717i,-0.0010959+0.00036996i,-9.0155e-05+0.00033237i,-0.0012995+0.00073133i,-0.0015766+0.0003043i,-0.00069141-0.00085304i,-0.00065127-0.00054991i,-0.00026296+0.00021048i,0.00061469-0.00011793i,0.00080194+0.00015506i,3.1295e-05+0.00026299i,8.2557e-05+3.104e-05i,0.00032011+0.00011229i,0.00032005-0.00059628i,0.0001297-0.00066666i,-0.00064494-7.7955e-05i,-0.00042334+2.3344e-05i
0.0028432+0.00069553i,0.0039775+0.0003718i,0.0043989-0.0009756i,0.0029411-0.0026579i,0.00031582-0.0025233i,-0.0012467-0.0007418i,-0.00053288+0.00041304i,0.00012366+0.00073957i,-0.00016069+0.00098651i,3.6319e-05+0.00094867i,0.00057502+0.00064311i,0.0010328+0.00019511i,0.00053824+0.00045328i,1.4443e-05+0.0011043i,-9.2646e-05+0.0006872i,0.00026127+0.00036395i,0.00041703-8.4722e-05i,0.00026467-0.00061671i,0.0002917-0.00026448i,-0.0002354-0.00040923i,-0.00017603-0.00074678i,-0.0003455-0.00035883i,-0.00042588-7.5433e-05i
0.0032798+0.00053746i,0.0040871-0.00023866i,0.0038626-0.0013123i,0.0021163-0.0011556i,0.00032255+0.0001922i,-0.00096858+0.0016321i,-0.0010524+0.001789i,-0.00049045+0.00070921i,0.00020103-0.00052965i,0.00061393-0.00035984i,0.0014293+0.00021609i,0.001105+0.00069084i,7.3837e-05+0.0010743i,-0.00047937+0.00096634i,-0.00067095+0.00047835i,0.00027999-0.00036802i,0.00093742-0.00081331i,0.00066671-0.0005704i,0.00034319+9.4609e-05i,0.00072414+0.00064704i,0.00088955+0.00054709i,3.024e-06+0.00049259i,-0.00019823+0.00020869i
0.0009519+0.0013502i,-0.0011769+0.0020341i,-0.0025586+0.0016592i,-0.0025231+0.0011336i,-0.0027578+0.0012148i,-0.0038463+9.5581e-05i,-0.0031763-0.0002086i,-0.00071946+0.0011928i,0.00063348+0.0019513i,0.00023843+0.0010032i,-3.3856e-05-0.00040886i,4.3281e-05-0.00047719i,-5.3262e-05+0.00014445i,-0.000548+0.00061183i,-0.00023256+0.00065242i,0.00082841+0.00047239i,0.00067726+0.00064944i,-0.00017018+0.00050384i,0.00031846+0.00020781i,0.0010395-3.5905e-05i,0.00075944+0.00029627i,-0.00012342+0.00036421i,-0.00039447-0.00012774i
0.0028582-0.0011136i,0.0035654-0.0026488i,0.0036502-0.0036554i,0.0012297-0.0035767i,-0.00066195-0.0023942i,-0.00062297-0.00096979i,-0.0001299-0.00017375i,-0.00025675+0.00050181i,-0.00058983-5.0191e-05i,-0.0009065-0.00032833i,-0.00027242-0.00068128i,0.0010015-0.0012521i,0.0015443-0.00021927i,0.0010833+0.0012225i,0.00056211+0.0014824i,0.00066629+0.00080943i,0.00068927+3.1918e-05i,0.0010825+0.00012358i,0.00099547+0.00060545i,0.00048584+0.00053417i,0.00029626+0.00033255i,-0.00016243+0.00011648i,-0.00031504+9.3169e-05i
0.0033867-0.0010193i,0.0027533-0.0010808i,0.0010009-0.00085195i,-0.00017637-0.00089047i,-0.0015287+0.00042692i,-0.0027313+0.0020286i,-0.0013622+0.002075i,0.00057122+0.0018286i,-0.000197+0.000606i,-0.0015192+2.8752e-05i,-0.0019691+0.0016308i,-0.0022382+0.001628i,-0.001504+0.0017652i,-0.0011604+0.0022837i,-0.00023799+0.0015039i,0.00063259+0.00060143i,-0.00014833-0.00032927i,-0.00095477-0.00015036i,-0.00020154+0.00028981i,0.00066634+0.00014423i,0.00067827-0.00011518i,0.00054657-0.00018049i,0.00022398+0.00017673i
0.0010251+0.0001524i,-0.00021088-0.0012216i,0.00056317-0.0027926i,0.00049039-0.0020638i,-0.00021066-0.00072404i,-0.00061483-0.00026883i,-0.0010193-0.00014322i,-0.00052803+0.00048849i,0.00012466+0.0013545i,-1.0749e-07+0.0010926i,-0.00031142-0.0003799i,-0.00088202-0.00098625i,-0.0018191-0.00059713i,-0.001419-0.00020907i,-0.00036673+0.00063865i,-0.00031502+0.00030293i,-9.2697e-05-0.00089439i,0.00062076-0.0012769i,0.0002827-6.2426e-05i,-0.00049971+0.00099416i,-0.00065837+0.0011041i,-7.5068e-05+9.2142e-05i,-9.3018e-06-0.0005754i
0.00059593+0.0054049i,0.002505+0.0050355i,0.004742+0.0044896i,0.0039333+0.0026289i,0.0016049+0.001048i,-0.00084105+0.00075145i,-0.0016538+0.0012681i,-0.00048814+0.0010767i,0.00033055+0.00034885i,0.00067499-0.00050198i,0.0013822-0.00084676i,0.0018893-0.00023191i,0.0015156-0.00036835i,0.00066864-0.0013061i,0.00065282-0.00161i,0.00104-0.00053513i,0.00074224+0.0012675i,0.00057438+0.0016034i,0.0007655+0.00089185i,0.00043487+0.0013769i,-3.8076e-05+0.0012207i,-0.00016809+0.00034811i,-0.00012541+0.00023182i
0.001156+0.0029437i,0.0015992+0.0015229i,0.0010213-0.00090976i,0.00064262-0.0018903i,-0.0003347-0.00108i,-0.0016434-0.00047783i,-0.001634+0.00037717i,-0.00078334+0.0016216i,-1.353e-05+0.0011272i,0.00017221-0.0002169i,-5.6618e-05-0.00030714i,-0.00075197+1.2844e-05i,-0.0013345+0.00040351i,-0.00089087+0.00055421i,0.00074932+0.00028896i,0.0010854+0.00012948i,3.6423e-05+1.5582e-05i,0.00050219+0.00064809i,0.00063572+0.00085248i,-0.00022822-0.00015741i,-0.00050231-0.00093839i,-0.00011893-0.00055226i,-0.00023308+0.00013969i
0.0028683+0.0022114i,0.0041402-0.00015359i,0.0053622-0.0016882i,0.0041838-0.0023261i,0.0021156-0.0023285i,-0.00045754-0.001681i,-0.0017774-0.00062684i,-0.00087342-0.00029123i,-0.00036056-0.00048952i,-0.00062421-0.00088635i,-0.00047031-0.00079446i,-0.0011082-0.00049562i,-0.0013808-0.0003811i,-0.00086929-0.00059453i,-0.00087096-0.0016447i,0.00016346-0.0014265i,0.0011884-0.00094547i,0.00060642-0.00015418i,-0.00034167+0.0018138i,-0.00010589+0.0022291i,0.00051419+0.0013393i,0.00065032+0.00094398i,0.0005904+0.00068395i
0.0013972+0.0020908i,0.0013818+0.0024971i,0.0013129+0.0025553i,0.0015715+0.0012262i,0.0012423+0.00010455i,-0.0003204+0.00039967i,-0.00069605+0.0014633i,-0.00057082+0.0018133i,-0.00064726+0.00088087i,-0.00010769+0.0014022i,0.00086246+0.0015908i,0.0014081+0.00062465i,0.00098514+0.001067i,-0.00018267+0.0014178i,-0.00040305+0.00054135i,-6.215e-06-6.227e-05i,-0.00012572+0.00015596i,-0.00049815+0.00036292i,-0.00048289+0.00033916i,4.9173e-05+0.00049261i,0.00011422+0.00061799i,-2.6015e-05+0.00066345i,0.00032849+0.0005091i
-0.001214-0.00018863i,-0.0005314-0.00015673i,-0.0010968+0.00020426i,-0.0018379+0.00098793i,-0.0019112+0.00111i,-0.00090535+0.00045798i,0.00086562+0.0010409i,0.00095756+0.0014812i,0.00064147+0.00091339i,0.00018762+0.00080784i,0.00032522+0.0012905i,0.00060107+0.0010176i,7.0334e-05+0.00029585i,0.00062403+9.7167e-05i,0.0020687+0.00036141i,0.0006818+0.00022039i,-0.00058958-0.00025552i,-2.2634e-06-0.00031512i,-3.9672e-05-0.00070633i,-0.00014652-0.0011363i,0.00028053-0.0007094i,0.00028564-0.00015885i,0.00011052+7.0812e-05i
0.00090995+0.0020219i,0.0018608+0.0014086i,0.0022629+0.0011593i,0.0012893+0.00043054i,0.0010843-0.00027937i,0.0010881-0.00081298i,0.00054212-0.00036165i,0.00074753+0.00075602i,0.0010715+0.00030769i,0.0010894-0.00075113i,0.00070916-0.0015563i,-0.00043172-0.0020961i,-0.00044775-0.0021421i,0.00050264-0.0013424i,0.00079806-0.00052747i,0.00079307-0.00036745i,0.0003709-0.00038851i,7.4536e-05-0.00055454i,-1.1555e-06-0.00040632i,0.0010594-0.00035699i,0.0018287-0.00038992i,0.0011005-0.00084445i,0.00018543-0.0011156i
0.00090195-0.0022412i,-0.00037409-0.0016141i,-0.0016217+0.00042561i,-0.0014455+0.00092137i,-0.0014063+0.00034107i,-0.0023097+0.00071092i,-0.0014261+0.0014174i,-0.0002142+0.0010249i,0.00021103-0.0003673i,-0.00091993-0.00097101i,-0.0017558+0.00012365i,-0.0017449+0.00056015i,-0.0015598+0.0010644i,-0.00050886+0.0019694i,0.00037389+0.0020337i,-1.3284e-05+0.0013396i,0.00034354+0.00020196i,0.001387-0.00023963i,0.0015315+0.00038472i,0.0009403+0.00054583i,0.000365+0.00013251i,-2.8855e-05-0.00022885i,4.2354e-05+0.00042779i
0.00053793-0.00057981i,0.0014707-0.0016196i,0.0014211-0.0021683i,0.00054101-0.0013384i,-0.00064606-3.893e-05i,-0.0006627+0.00010306i,-0.00010233+0.0002675i,-0.00056411+0.00046549i,-0.0015662+0.00047718i,-0.0019271+0.00058962i,-0.0010542+0.0010928i,-0.00038489+0.0014821i,-0.00087559+0.00057455i,-0.00042726-0.0002421i,0.00085845-3.211e-05i,0.0009008+0.0002309i,0.00034964+0.00026782i,0.00069478+0.00026202i,0.00034137+0.00028029i,0.00013655+0.00025588i,0.00074102+0.00043407i,0.00055444+0.00070007i,0.00033967+0.00078682i
0.0010411+0.0007769i,0.00021213+0.001899i,0.00021616+0.0010605i,0.00039432+0.00065129i,-0.00027972+0.0011691i,8.5235e-05+0.0015704i,0.00019509+0.0013001i,0.0010678+0.00083874i,0.0016156+0.00077927i,0.0015537+0.00017836i,0.0022219-0.00045938i,0.0029886-0.00061715i,0.0030364-0.00049687i,0.0025437+0.00028511i,0.001923+0.00063927i,0.0012032+0.00041458i,0.00036793+0.00030915i,0.00021536+0.00024275i,7.2815e-05+0.00063774i,-0.00014026+0.00097171i,-0.00089778+0.00089849i,-0.0011885+0.00065551i,-0.00099765+0.00010342i
0.0011838-0.001646i,0.0023772-0.001747i,0.0022042-0.0012091i,0.00051188-0.00070267i,-0.0010795-0.00040538i,-0.0016396+0.00031168i,-0.00033055+0.0011889i,0.0010362+0.0010838i,0.0013713-3.3569e-05i,0.00094321-0.00056545i,-2.6816e-05-0.0007432i,-0.00056121+0.00062661i,-0.00066529+0.0026735i,3.9265e-05+0.0029468i,0.0001595+0.0022741i,-0.00043299+0.00088327i,-1.8054e-05-0.00010477i,0.00012283-0.00015139i,-0.00026955-5.0215e-05i,-0.00011558+0.00035888i,-0.00016176+0.00045438i,-0.00058124-2.7451e-05i,-0.00055384-0.00035207i
-0.001199+0.0026592i,-0.00053962+0.0025331i,0.00074419+0.001636i,0.0013481+0.00060741i,9.0478e-05+0.00027023i,-0.00031926+0.00034166i,7.3845e-05+0.00041855i,0.00066553+0.00074284i,0.00022123+0.00034318i,-0.0010107-0.00035504i,-0.0016084-0.00045747i,-0.0016014-0.001579i,-0.0011093-0.0025927i,-0.00021265-0.0022146i,0.0010676-0.0012614i,0.0016789-0.00096332i,0.00092365-0.00065651i,-0.00036436+7.8996e-05i,-0.0011706+0.0009199i,-0.0012162+0.00059504i,-0.00075771-0.00042393i,-0.00061087-0.00010304i,-0.0003279-5.2472e-05i
