-0.001367-0.00026488i,-0.0011526-0.0011932i,-0.0012104-0.0013849i,-0.0012597-0.00087958i,-0.0020274+0.00058213i,-0.0021062+0.0010455i,-0.0018741+0.0010872i,-0.0012737+0.0015739i,3.4507e-05+0.0007633i,0.0012948-0.00011611i,0.0013638-0.00026149i,-0.00025584+0.00018159i,-0.0012591+0.00066719i,-0.00074286+0.00043841i,-0.00030164+0.0002172i,-0.00019997+0.00016143i,6.6886e-05+0.00045764i,-0.00012942+0.00067248i,6.0649e-05+0.00046171i,0.00088327-0.00037035i,0.00056866-0.0013384i,0.00024897-0.0016142i,-0.0001345-0.00084819i
-0.084176+0.20054i,-0.1781+0.36917i,-0.24493+0.46469i,-0.17948+0.41162i,-0.018313+0.26308i,0.093099+0.13078i,0.10859+0.056936i,0.069924+0.021663i,0.021784+0.0089777i,-0.0080467+0.0084816i,-0.014061+0.0056814i,-0.0026673-0.0059691i,0.014684-0.022369i,0.018718-0.030409i,0.009359-0.024924i,0.0045855-0.013695i,0.0098726-0.0046707i,0.016178+0.00036456i,0.015442+0.001409i,0.0080706-4.6733e-05i,0.0021674+0.00030389i,0.00029052+0.0030477i,-0.0032402+0.0094493i
0.033398-0.22861i,0.056928-0.42659i,0.075865-0.53652i,0.060898-0.44167i,0.028127-0.23407i,-0.010658-0.099389i,-0.056224-0.044363i,-0.059999-0.0045959i,-0.014883+0.0048028i,0.023638-0.0070561i,0.027869-0.010418i,0.0078423+0.0018845i,-0.013939+0.027768i,-0.01664+0.042164i,-0.0094091+0.033065i,-0.010578+0.015747i,-0.017088+0.0035657i,-0.018977-0.0016358i,-0.014368-0.0013311i,-0.0084949+0.00081085i,-0.0074973+0.0012618i,-0.007992-0.00012259i,-0.0057629-0.0054283i
0.031054+0.23715i,0.085836+0.43359i,0.13507+0.53846i,0.1282+0.43571i,0.050842+0.2005i,-0.0079635+0.021924i,0.01015-0.051083i,0.0334-0.066628i,0.020406-0.036605i,0.0050189+0.00088858i,0.0021802+0.0079292i,0.0036571-0.0052541i,0.0025298-0.023484i,-0.0029705-0.029035i,-0.00050432-0.019657i,0.011832-0.015932i,0.01607-0.017677i,0.013626-0.012472i,0.013017-0.0033325i,0.01047+0.0028178i,0.0074955+0.0039944i,0.0065276+0.0032227i,0.0078635+0.0042678i
-0.096159-0.21149i,-0.22274-0.36996i,-0.35739-0.42537i,-0.40453-0.32223i,-0.31312-0.1456i,-0.16494+0.0051691i,-0.065441+0.093247i,-0.018462+0.10622i,-0.0095194+0.058853i,-0.022242+0.0041662i,-0.024543-0.015172i,-0.010087-0.0014023i,0.01055+0.016069i,0.025223+0.015585i,0.02195+0.0095932i,0.0069877+0.015191i,-0.004756+0.023048i,-0.014347+0.02345i,-0.021513+0.017849i,-0.018806+0.008086i,-0.011784+0.0019701i,-0.0078811+0.00014771i,-0.0076277-0.0023287i
0.14098+0.18131i,0.29905+0.27282i,0.42812+0.21951i,0.41816+0.045439i,0.27156-0.07859i,0.10441-0.10282i,-0.01278-0.10088i,-0.07762-0.079212i,-0.072989-0.030069i,-0.029405+0.010411i,-0.0011529+0.021631i,0.0044783+0.0014779i,-0.0098789-0.026736i,-0.02578-0.02987i,-0.027315-0.020466i,-0.020199-0.016807i,-0.0085497-0.01566i,0.0047118-0.019369i,0.012211-0.024606i,0.012821-0.022388i,0.01272-0.016663i,0.010729-0.012613i,0.0080879-0.0073672i
-0.16676-0.14879i,-0.31211-0.18908i,-0.347-0.080355i,-0.2051+0.10529i,-0.023949+0.17593i,0.063872+0.11275i,0.097997+0.041471i,0.11761-0.0043507i,0.090797-0.030554i,0.041603-0.022959i,0.012882-0.0029271i,0.0029685+0.013885i,0.009569+0.029393i,0.021297+0.027916i,0.02164+0.015546i,0.016854+0.012339i,0.014356+0.015244i,0.013507+0.018237i,0.01143+0.019773i,0.006419+0.018552i,0.00085292+0.016462i,-0.0029146+0.015543i,-0.0061397+0.013294i
0.19283+0.11619i,0.34387+0.12887i,0.35984+0.032612i,0.21331-0.085088i,0.061367-0.088607i,-0.017374-0.016415i,-0.055206+0.035205i,-0.046416+0.062832i,0.0021418+0.052738i,0.034359+0.0087349i,0.030078-0.027697i,0.0041538-0.038155i,-0.026241-0.023882i,-0.03696+0.0010036i,-0.02324+0.010771i,-0.010392-0.0018438i,-0.012032-0.01767i,-0.017258-0.022532i,-0.01545-0.019018i,-0.0067973-0.01458i,-0.0014777-0.012247i,-0.0028625-0.011472i,-0.0018365-0.011133i
-0.21362-0.079372i,-0.36463-0.063803i,-0.37002+0.018416i,-0.22656+0.072495i,-0.083388+0.025087i,0.0098269-0.048269i,0.046382-0.084369i,0.018032-0.094294i,-0.023256-0.063909i,-0.032618-0.025892i,-0.02126-0.0029483i,0.010076+0.013452i,0.048567-0.0020345i,0.050942-0.035293i,0.027413-0.039721i,0.015064-0.020911i,0.014219-0.004036i,0.013825+0.0085998i,0.011054+0.016218i,0.0060412+0.017332i,0.0049769+0.015952i,0.0088583+0.012849i,0.012298+0.0094293i
0.21345+0.042407i,0.33539+0.007272i,0.24432-0.078957i,-0.022783-0.14263i,-0.19568-0.13107i,-0.1819-0.0704i,-0.1+0.0021763i,-0.040476+0.052137i,-0.017176+0.050494i,-0.021243+0.034436i,-0.027109+0.029296i,-0.032372+0.020075i,-0.037319+0.020789i,-0.024299+0.0274i,-0.010224+0.018417i,-0.013047+0.0092976i,-0.015939+0.0099231i,-0.015003+0.0070853i,-0.016748-0.0037635i,-0.019628-0.014248i,-0.022069-0.016057i,-0.020532-0.010198i,-0.016531-0.0024039i
-0.22765-0.0049161i,-0.34669+0.031562i,-0.23753+0.06277i,0.029467+0.053979i,0.13308+0.040616i,0.027855+0.022085i,-0.073229-0.018887i,-0.093268-0.043341i,-0.071456-0.023627i,-0.033109+0.0093408i,0.0025596+0.019493i,0.019391+0.0059913i,0.0088512-0.011185i,-0.011085-0.011334i,-0.011768+0.0011709i,0.0024804+0.0064314i,0.014887+0.00038982i,0.024832-0.0088531i,0.030002-0.013317i,0.025925-0.0094856i,0.018604-0.0043442i,0.013551-0.0046845i,0.008177-0.0096308i
0.24271-0.045317i,0.41111-0.10998i,0.42997-0.094398i,0.32555+0.035267i,0.26916+0.14217i,0.2442+0.14149i,0.19792+0.082093i,0.16574+0.018517i,0.12743-0.025927i,0.077357-0.042262i,0.035845-0.045693i,0.0014418-0.031282i,-0.0061615+0.0049426i,0.0090897+0.028006i,0.01374+0.02442i,0.0043792+0.012878i,-0.0073813+0.0077437i,-0.014807+0.011154i,-0.014948+0.016569i,-0.010819+0.016179i,-0.0063064+0.012733i,-0.0025767+0.011032i,0.0016405+0.0099913i
-0.22554+0.095675i,-0.36938+0.2149i,-0.38217+0.23606i,-0.2636+0.070746i,-0.13255-0.12207i,-0.038774-0.152i,-0.022394-0.053998i,-0.050741+0.042376i,-0.040489+0.066262i,-0.012557+0.025608i,0.00032456-0.0076974i,0.014866-0.020106i,0.01652-0.035677i,0.00073626-0.039785i,-0.0036489-0.029985i,-0.00019008-0.024161i,-0.0055171-0.021216i,-0.013157-0.013719i,-0.010798-0.0049047i,0.0011621-0.0015112i,0.010467-0.0042595i,0.0078625-0.0080623i,-0.0016708-0.0058119i
0.18423-0.12928i,0.26366-0.26998i,0.16826-0.34344i,-0.064898-0.2738i,-0.22654-0.17159i,-0.22523-0.14503i,-0.14043-0.14637i,-0.082342-0.12515i,-0.065142-0.0818i,-0.051746-0.027115i,-0.039024+0.010436i,-0.029103+0.025716i,-0.0075826+0.017429i,0.011175-0.0082915i,0.0076339-0.015843i,0.00013545-0.0023516i,0.0050069+0.0081802i,0.012501+0.0072554i,0.010787+0.0011418i,0.0015186-0.00032042i,-0.0045589+0.0022763i,-0.0015814+0.0043198i,0.0040127+0.0035324i
-0.17039+0.17554i,-0.2403+0.33272i,-0.18948+0.3907i,-0.089564+0.3103i,-0.089329+0.25127i,-0.11343+0.25272i,-0.041107+0.20537i,0.056492+0.11509i,0.086091+0.050005i,0.060617+0.026224i,0.033705+0.019345i,0.021431+0.0088945i,0.0027237+0.0086894i,-0.01439+0.016969i,-0.014161+0.010983i,-0.0057372+0.00084129i,0.0029891-0.00097089i,0.010061-0.0018077i,0.011032-0.0068284i,0.0030603-0.010768i,-0.006562-0.0072444i,-0.0097209-0.00035764i,-0.008098+0.0014788i
0.11429-0.2136i,0.15398-0.40362i,0.17438-0.44367i,0.25049-0.26088i,0.36358-0.062904i,0.32798-0.0045986i,0.13974-0.014206i,-0.0021529-0.015501i,-0.031858-0.0094569i,-0.012048-0.010793i,0.0028701-0.0091059i,0.0018612+6.3735e-06i,-0.0017305+0.0031913i,0.00038587+0.0045592i,0.0069122+0.0096988i,0.011282+0.0086832i,0.0092944+0.0007553i,0.0024233-0.0055352i,-0.0054389-0.0040587i,-0.0061318+0.0011443i,-0.0018215+0.0021066i,0.002198-0.0021367i,0.006432-0.0077613i
-0.037528+0.19644i,0.032449+0.35284i,0.15082+0.37488i,0.21167+0.18561i,0.19338-0.064416i,0.16013-0.1947i,0.10499-0.19448i,0.031036-0.1372i,-0.01138-0.080614i,-0.015498-0.041322i,0.0005289-0.027312i,0.012786-0.029824i,0.017946-0.020187i,0.020256-0.0030445i,0.010827+0.0022911i,-0.0036378-0.0015476i,-0.013461-0.0032094i,-0.013642+0.0025731i,-0.0039689+0.0078056i,0.003985+0.0048819i,0.0063479+0.00029032i,0.0057406+0.00049026i,0.001177+0.007552i
0.031713-0.17102i,-0.058373-0.28331i,-0.23978-0.29586i,-0.41665-0.22307i,-0.48842-0.1708i,-0.42873-0.12334i,-0.27546-0.019184i,-0.12656+0.078191i,-0.055458+0.10865i,-0.035588+0.090204i,-0.033004+0.057056i,-0.038645+0.037499i,-0.038998+0.027123i,-0.027409+0.010202i,-0.0098546-0.0041129i,0.002015-0.0069109i,0.0032501-0.0037353i,-0.0026868+0.00056402i,-0.0064424+0.003533i,-0.0029447+0.0028332i,-0.0026532-0.00092318i,-0.0089259-0.0034383i,-0.013299-0.0035899i
-0.026679+0.19103i,0.041645+0.32361i,0.10462+0.30301i,0.064248+0.18549i,-0.035026+0.19566i,-0.062008+0.26918i,-0.01125+0.20247i,0.016891+0.069785i,0.029216+0.0060402i,0.034548-0.018998i,0.013987-0.03533i,0.0049922-0.04133i,0.011107-0.049221i,0.0051338-0.043779i,-0.0041305-0.018998i,-0.0043894+0.0020971i,0.0026969+0.0081662i,0.013397+0.00041936i,0.014596-0.010434i,0.0068153-0.0089593i,0.0051401-0.0010294i,0.0075087+0.00046489i,0.0098857-0.0023878i
-0.05434-0.15177i,-0.17789-0.23294i,-0.20563-0.13766i,-0.0080224+0.076972i,0.21896+0.15911i,0.26849+0.079264i,0.1912+0.0022454i,0.13464-0.032427i,0.1077-0.063291i,0.065639-0.064187i,0.036621-0.021493i,0.033492+0.019282i,0.027159+0.03262i,0.012818+0.028556i,-0.00018695+0.013636i,-0.0081277+0.00095194i,-0.0066106-0.0007323i,-0.003059+0.0048579i,-0.0016083+0.0087198i,-0.0005269+0.0047971i,-0.0022496+0.0031029i,-0.0010141+0.0043017i,0.0032258+0.00053229i
0.029448+0.059796i,0.13942+0.053253i,0.22065-0.044638i,0.18621-0.17853i,0.14625-0.26938i,0.11116-0.29529i,0.0104-0.22658i,-0.079173-0.11695i,-0.1098-0.059044i,-0.094228-0.032231i,-0.046977-0.016114i,-0.019409-0.026958i,-0.023622-0.033689i,-0.023036-0.022965i,-0.0085806-0.012641i,0.0018169-0.009076i,-0.0037386-0.010203i,-0.013042-0.010144i,-0.011559-0.0079342i,-0.0034817-0.0063448i,0.0030091-0.0075757i,0.0049356-0.0065781i,0.0040802+0.0019294i
0.064279-0.10861i,0.05197-0.18422i,-0.016318-0.23307i,-0.11123-0.24215i,-0.22667-0.19745i,-0.28588-0.083617i,-0.19964+0.0050665i,-0.088393+0.021644i,-0.041529+0.043785i,-0.0053198+0.067951i,0.020632+0.048515i,0.022182+0.032326i,0.032581+0.035173i,0.043129+0.025538i,0.032984+0.013902i,0.020738+0.0080219i,0.017019+0.0013454i,0.014744-0.00094177i,0.010451+0.00043283i,0.0020196+0.0015272i,-0.0085491+0.003571i,-0.013973+0.0050516i,-0.017364+0.0042147i
-0.019097+0.15966i,0.067446+0.25137i,0.18366+0.25249i,0.16882+0.16967i,0.065147+0.14699i,0.068399+0.17895i,0.11895+0.14556i,0.11073+0.096345i,0.09838+0.081802i,0.084624+0.046361i,0.030235+0.0029742i,-0.023862-0.0068995i,-0.042612-0.0001721i,-0.037422+0.0032103i,-0.022176-0.0022978i,-0.0099062-0.007183i,-0.0040374-0.0016208i,-0.00022982+0.0053206i,-8.7577e-05+0.0064175i,0.00022134+0.0042812i,0.0029085+0.00051688i,0.0056713-0.0025704i,0.0096747-0.0054282i
-0.027213-0.061379i,-0.14111+0.056047i,-0.24259+0.2711i,-0.13862+0.3967i,0.062619+0.3093i,0.10051+0.10959i,0.023928-0.008068i,-0.0084354-0.039036i,0.0047894-0.064173i,0.0030914-0.070867i,0.0023944-0.040039i,0.023125-0.018039i,0.032339-0.027187i,0.027683-0.030451i,0.02568-0.021489i,0.018714-0.017567i,0.0072017-0.017214i,0.0011865-0.01746i,0.00018944-0.014198i,0.001116-0.0074601i,0.0037624-0.0022396i,0.0045054+0.00015249i,0.0019511+0.003903i
-0.12606+0.092027i,-0.19891+0.038478i,-0.22091-0.040394i,-0.17196-0.039143i,-0.084745-0.062962i,-0.052344-0.16313i,-0.10062-0.18998i,-0.12499-0.11772i,-0.11698-0.064823i,-0.10792-0.035325i,-0.069355-0.0089182i,-0.03007-0.0034635i,-0.018396+0.010857i,-0.015471+0.031923i,-0.019786+0.0342i,-0.024199+0.029855i,-0.016472+0.027271i,-0.0055326+0.022771i,0.0031629+0.013669i,0.0082527+0.00019256i,0.0088297-0.0096728i,0.0064808-0.014669i,0.0018216-0.016865i
0.13597-0.31185i,0.202-0.52329i,0.14892-0.62021i,-0.024117-0.54282i,-0.16665-0.29091i,-0.16236+0.010862i,-0.058411+0.14734i,0.0083877+0.12244i,0.0073558+0.097258i,0.01322+0.086975i,0.020955+0.045884i,0.0076663+0.0072063i,-0.0058616-0.017477i,-0.017129-0.038102i,-0.020855-0.03726i,-0.012569-0.023334i,-0.0093457-0.016939i,-0.015425-0.012519i,-0.017966-0.0048343i,-0.015816+0.0037218i,-0.014079+0.011912i,-0.01043+0.017911i,-0.0054344+0.02064i
0.048001+0.31153i,0.20108+0.37569i,0.37889+0.13487i,0.3896-0.2162i,0.24999-0.32578i,0.17053-0.21729i,0.15309-0.11125i,0.11657-0.060572i,0.096446-0.034394i,0.079247-0.030207i,0.037694-0.020017i,0.018456-0.0025295i,0.028509-0.0051781i,0.030448-0.0086228i,0.021751+0.0023305i,0.019145+0.012922i,0.027457+0.015558i,0.035479+0.0051245i,0.029853-0.010823i,0.015049-0.01662i,0.0031144-0.013998i,-0.0030281-0.010393i,-0.0066241-0.0095951i
-0.070386-0.23641i,-0.14952-0.17028i,-0.14971+0.1553i,-0.027147+0.42877i,0.070021+0.3739i,0.050035+0.16617i,0.03394+0.027336i,0.045913-0.056613i,0.03784-0.098505i,0.024971-0.082462i,0.023448-0.041549i,0.017433-0.004519i,-0.0022497+0.023315i,-0.01326+0.030718i,-0.0077771+0.0094348i,-0.010449-0.016661i,-0.024715-0.019071i,-0.029199-0.00030918i,-0.016192+0.016869i,0.00075417+0.017884i,0.0093344+0.010916i,0.013913+0.0047336i,0.020397+0.00030663i
0.020199+0.38719i,-0.011994+0.60194i,-0.12728+0.64636i,-0.22778+0.50506i,-0.24754+0.2745i,-0.25734+0.070507i,-0.27789+0.005743i,-0.23281+0.055759i,-0.15658+0.075564i,-0.10365+0.053139i,-0.051567+0.022671i,-0.018555-0.016906i,-0.0082468-0.029929i,0.0095037-0.014894i,0.022544-0.0051544i,0.022061-0.0047296i,0.017655-0.013698i,0.0069303-0.02278i,-0.0068144-0.017369i,-0.01485-0.0073197i,-0.015281-0.003143i,-0.014206-0.001097i,-0.014526+0.004277i
-0.20394-0.42519i,-0.37393-0.6431i,-0.36054-0.63398i,-0.13846-0.42469i,0.088904-0.17516i,0.17316-0.0074762i,0.12238+0.032183i,0.032006+0.03684i,0.010911+0.08366i,0.043387+0.082966i,0.024112+0.031533i,-0.015444+0.025603i,-0.0084135+0.039268i,0.0085536+0.026381i,0.0099661+0.012952i,0.0061682+0.0086286i,0.00147+0.010993i,0.0035585+0.016015i,0.0088298+0.013122i,0.0096454+0.0069566i,0.00915+0.0027048i,0.0072015-0.00086459i,0.0037031-0.0030891i
0.41915+0.23499i,0.81913+0.15351i,0.94405-0.15412i,0.64814-0.40194i,0.27777-0.4095i,0.11046-0.31056i,0.09342-0.20873i,0.1131-0.12965i,0.10112-0.097279i,0.05151-0.064909i,0.022212-0.030807i,0.011959-0.037202i,-0.0096375-0.058374i,-0.029034-0.053604i,-0.028772-0.024445i,-0.011342+0.0009739i,0.0049535+0.0025621i,0.0053037-0.011098i,0.000141-0.022101i,0.00085671-0.024716i,0.0022623-0.019141i,0.00082606-0.0099509i,-0.0052161-0.002997i
-0.35978-0.12025i,-0.64892+0.011734i,-0.71243+0.23608i,-0.50051+0.329i,-0.26625+0.23822i,-0.12668+0.1123i,-0.027904+0.038138i,0.026746-0.02966i,0.0096623-0.096743i,-0.039893-0.08928i,-0.030178-0.0070686i,0.033364+0.043855i,0.060294+0.035367i,0.047171+0.014798i,0.02222-0.0097467i,-0.010853-0.020562i,-0.022436-0.0052956i,-0.0032156+0.0090807i,0.017012+0.0099818i,0.020829+0.0042764i,0.013505-0.001437i,0.0039795-0.0027793i,-0.0017506-0.0034782i
0.18869+0.086449i,0.17902-0.024167i,-0.088187-0.14348i,-0.41063-0.061024i,-0.46948+0.13626i,-0.33216+0.22087i,-0.2439+0.18956i,-0.22015+0.15474i,-0.18295+0.14059i,-0.11525+0.10016i,-0.068387+0.019078i,-0.071637-0.03908i,-0.074701-0.032546i,-0.052893+0.0029242i,-0.021239+0.025448i,0.0037114+0.017546i,0.003876-0.00086269i,-0.014573+0.0010182i,-0.026985+0.016259i,-0.02544+0.026571i,-0.016452+0.027671i,-0.0065389+0.020484i,0.0029289+0.013439i
-0.21542-0.077285i,-0.24477+0.037034i,-0.034063+0.11796i,0.2302-0.040447i,0.298-0.22676i,0.23485-0.21002i,0.15319-0.15501i,0.057496-0.11897i,0.038509-0.036714i,0.081949-0.0091515i,0.068713-0.029228i,0.036641-0.016621i,0.027712-0.011625i,0.0067463-0.027669i,-0.013532-0.024539i,-0.010159-0.0059756i,0.0042659+0.00086409i,0.012851-0.010682i,0.0089763-0.024627i,-0.0033191-0.026207i,-0.0098463-0.014901i,-0.0020683-0.0017027i,0.010695+0.000857i
0.32258+0.077325i,0.59546-0.028467i,0.78771-0.17616i,0.78681-0.27506i,0.53929-0.34316i,0.18452-0.3091i,0.04892-0.15173i,0.14355-0.058419i,0.19119-0.071548i,0.13579-0.069528i,0.066478-0.038565i,0.018543-0.0040775i,0.0094573+0.018181i,0.022861+0.01944i,0.030653+0.0070291i,0.024329-0.0054343i,0.013833-0.0044937i,0.010806+0.0019491i,0.014268+0.00099899i,0.018244-0.0089669i,0.012662-0.019882i,-0.0015654-0.017285i,-0.013621-0.0040176i
-0.1308-0.020637i,-0.10474+0.10137i,0.011967+0.25915i,0.074457+0.33471i,0.060537+0.31874i,0.056954+0.20928i,0.037519+0.074419i,0.0080791+0.0025606i,-0.016865-0.039333i,-0.045703-0.044213i,-0.022437-0.011i,0.02115+0.0027783i,0.024563+0.0097294i,0.012032+0.013881i,-0.0054693+0.0031657i,-0.021936-0.00056876i,-0.027473+1.4972e-05i,-0.023508+0.0023911i,-0.011532+0.010404i,-0.0028527+0.01472i,-0.0019572+0.0095267i,-0.0057725-0.0035246i,-0.0071315-0.012273i
-0.0065697+0.1354i,-0.22212+0.13525i,-0.58456+0.073545i,-0.76959+0.093705i,-0.60599+0.17386i,-0.321+0.17097i,-0.18276+0.11476i,-0.17419+0.11092i,-0.14902+0.13466i,-0.081397+0.12005i,-0.026461+0.067754i,-0.01581+0.0023821i,-0.02797-0.039883i,-0.019007-0.046512i,0.0061786-0.040115i,0.014695-0.039119i,0.0049185-0.038097i,-0.0090952-0.027244i,-0.017118-0.013179i,-0.014105-0.0052555i,-0.0054253-0.0020766i,0.0020979+0.00097094i,0.0053059+0.0080177i
-0.27856-0.30588i,-0.46127-0.43928i,-0.47741-0.42025i,-0.29561-0.33312i,-0.067774-0.33047i,1.5387e-05-0.37737i,-0.096502-0.3315i,-0.16286-0.17577i,-0.10176-0.03452i,-0.018901-0.0020959i,-0.010499-0.018949i,-0.023067-0.012466i,-0.0094603-0.00026335i,0.0078458+0.0070557i,0.025594+0.013564i,0.040086+0.011807i,0.042445+0.011953i,0.041881+0.011129i,0.04035-0.0041517i,0.030311-0.020836i,0.016849-0.01906i,0.0093431-0.0097934i,0.0031834-0.0099641i
0.41203+0.18595i,0.7543+0.24902i,0.92839+0.23194i,0.80192+0.13379i,0.45631+0.039616i,0.13599+0.0061238i,0.054927-0.014374i,0.10384-0.06574i,0.089899-0.087576i,0.050696-0.038981i,0.057765+0.0047109i,0.075302+0.0038902i,0.064159-0.0077077i,0.033753-0.00080539i,0.0095519+0.019764i,-0.0030838+0.035597i,-0.010031+0.036484i,-0.01399+0.028546i,-0.015008+0.026976i,-0.010683+0.027376i,-0.0030062+0.017325i,0.0059227+0.010713i,0.014457+0.0143i
-0.29294-0.0093931i,-0.4488+0.13568i,-0.41731+0.30092i,-0.24257+0.36732i,-0.042221+0.38214i,0.2058+0.36812i,0.3658+0.23344i,0.29095+0.048599i,0.13538-0.052785i,0.017263-0.070679i,-0.062298-0.015588i,-0.064653+0.065554i,-0.020263+0.083968i,-0.0078792+0.044537i,-0.033806+0.0083843i,-0.051157-0.0032896i,-0.038277-0.0090503i,-0.016135-0.016741i,-0.0078924-0.018696i,-0.0083503-0.011946i,-0.0039096-0.002853i,-0.0030893-0.0024499i,-0.011893-0.0047133i
0.22045-0.032344i,0.29384-0.28109i,0.11076-0.5833i,-0.24073-0.61015i,-0.40491-0.35628i,-0.32984-0.095613i,-0.20785+0.063466i,-0.10735+0.12407i,-0.043253+0.10985i,-0.007004+0.072646i,0.0023047+0.0070276i,-0.05098-0.062224i,-0.1113-0.063282i,-0.099849-0.027901i,-0.048928-0.015759i,-0.011166-0.023455i,-0.00018249-0.02265i,-0.0085472-0.007983i,-0.010981+0.00094991i,-0.0024131+0.0011638i,0.0027758+0.0057416i,0.0047643+0.012484i,0.0074212+0.013337i
-0.19668+0.0026326i,-0.23702+0.12945i,-0.12977+0.12636i,-0.063998-0.13788i,-0.20397-0.36429i,-0.37339-0.33839i,-0.40612-0.2131i,-0.31303-0.10227i,-0.16084-0.03042i,-0.046256-0.036385i,0.0030445-0.075017i,0.030188-0.085278i,0.044318-0.07714i,0.036868-0.059735i,0.023938-0.033783i,0.020394-0.019285i,0.019599-0.02515i,0.016193-0.034058i,0.016146-0.034472i,0.0098958-0.031896i,-0.0063071-0.02484i,-0.016907-0.013157i,-0.018009-0.0059775i
0.19849-0.10246i,0.24346-0.23773i,0.29929-0.26735i,0.44821-0.24202i,0.48353-0.35876i,0.25797-0.44014i,0.075773-0.30268i,0.094855-0.13599i,0.10289-0.069211i,0.054845-0.027288i,0.034991+0.004599i,0.039346+0.010626i,0.039731+0.0026034i,0.02514-0.0055864i,0.0052046-0.0064604i,-0.0061048+0.0007758i,-0.0015363+0.0068351i,0.0070033+0.0037234i,0.0089483+0.00025014i,0.0055242-0.0077057i,-0.0054508-0.015582i,-0.011118-0.0062072i,0.0016706+0.004061i
0.0027223+0.087677i,0.15908+0.22502i,0.32215+0.29284i,0.29026+0.24453i,0.13552+0.20815i,0.01021+0.19561i,-0.094866+0.14244i,-0.12199+0.090982i,-0.040999+0.05886i,0.014992+0.019946i,0.01865-0.0054947i,0.016411-0.030042i,0.01264-0.045916i,0.021895-0.046166i,0.02959-0.056601i,0.009956-0.055963i,-0.010659-0.021497i,-0.0023922+0.011425i,0.015756+0.0099784i,0.018669-0.0043336i,0.014776-0.01674i,0.0055634-0.034723i,-0.0071833-0.035977i
-0.16734+0.12254i,-0.31624+0.17377i,-0.38575+0.082092i,-0.33115-0.20463i,-0.27424-0.56952i,-0.21325-0.80137i,-0.12823-0.77758i,-0.082031-0.56688i,-0.088873-0.33603i,-0.09072-0.18258i,-0.03844-0.08214i,0.033767-0.036836i,0.055579-0.042969i,0.047979-0.042723i,0.053827-0.04055i,0.049815-0.048291i,0.025828-0.035057i,0.0071267-0.008832i,0.010734+0.0053431i,0.018402+0.0049265i,0.0081989+0.0033259i,-0.0044152+0.013422i,-0.0037867+0.030616i
-2.1527+7.3352i,-0.21032+5.3289i,3.0117+4.4424i,4.995+1.6822i,4.5918-1.0764i,2.2993-1.9185i,0.20486-0.5811i,-0.28044+0.94154i,0.41957+1.3732i,1.3913+0.70192i,1.6722-0.51512i,1.2301-1.4065i,0.74147-1.5137i,0.64646-1.0459i,0.8545-0.72136i,0.65025-0.59234i,0.14516-0.2948i,-0.087266-0.097847i,-0.17002-0.17094i,-0.18381-0.18909i,-0.012854-0.17789i,0.15851-0.34748i,0.08287-0.50683i
0.34271+0.26387i,0.7294+0.34917i,0.94527+0.31518i,0.82578+0.19394i,0.55864+0.056075i,0.31486-0.042535i,0.10321-0.055462i,-0.060785+0.018929i,-0.10756+0.092935i,-0.097078+0.079503i,-0.10339+0.04198i,-0.089245+0.031807i,-0.055603+0.026884i,-0.020523+0.037161i,0.033731+0.051608i,0.072223+0.048736i,0.05711+0.045114i,0.01559+0.049378i,-0.018451+0.04995i,-0.029704+0.04784i,-0.020093+0.03639i,-0.0019447+0.014972i,0.012417+0.0020855i
-0.2389+0.064453i,-0.38106+0.25401i,-0.28988+0.32488i,-0.11198+0.086339i,-0.18172-0.22042i,-0.34837-0.2846i,-0.31681-0.14849i,-0.1528-0.032027i,-0.061693-0.020285i,-0.073212-0.0091677i,-0.034369+0.066554i,0.060948+0.087389i,0.064271+0.029399i,0.0015523+0.00010697i,-0.024507+0.019416i,-0.014824+0.057021i,0.0024241+0.071428i,0.0080421+0.04663i,-0.003621+0.02462i,-0.010438+0.026346i,0.0020428+0.028168i,0.018907+0.013692i,0.020313-0.0046973i
-0.1277-0.38065i,-0.33853-0.74229i,-0.55252-0.82468i,-0.60664-0.48729i,-0.50312-0.088494i,-0.33709+0.1614i,-0.14403+0.25527i,-0.003498+0.1517i,-0.0010148+0.0033505i,-0.028298-0.038034i,-0.0034704-0.04967i,0.0077775-0.072563i,0.00094439-0.059016i,-0.00078524-0.030301i,-0.020621-0.016041i,-0.044641+0.0018081i,-0.037356+0.017638i,-0.020094+0.0093763i,-0.023932-0.0050881i,-0.027105-0.0031589i,-0.012299+0.00036883i,0.0049812-0.007903i,0.011718-0.018366i
0.2822+0.083892i,0.55124+0.15841i,0.62612+0.13031i,0.45233+0.043123i,0.32692+0.038205i,0.28946+0.048359i,0.13419+0.0063009i,-0.063977-0.0026742i,-0.12367+0.025568i,-0.097936+0.014878i,-0.087639-0.0051149i,-0.068507+0.018956i,-0.024341+0.042697i,-0.00069049+0.023774i,-0.0019897-0.0063936i,-0.012356-0.023175i,-0.021246-0.016437i,-0.007916+0.0042448i,0.010057+0.010538i,0.0092584+0.0070261i,0.0051529+0.0026104i,0.0044196-0.0061716i,0.0078273-0.011428i
