-0.00028027-0.0012065i,-0.00013239-0.00056151i,-0.0006459-6.8485e-05i,-0.0010057-0.00075297i,-0.0011808-0.00074584i,-0.0013993+0.00046778i,-0.00035858+0.0020015i,0.00097311+0.0020065i,0.0011911-8.8427e-05i,0.00068922-0.001203i,0.00065435-0.0006781i,0.0006662-0.00018845i,0.00035289-0.00037327i,-0.00010865-0.00024424i,-0.00039935-0.00039213i,-0.00043552-0.00052266i,-4.6169e-05-2.8682e-05i,-5.1829e-07-0.00032724i,0.00011154+9.5183e-05i,0.0002261+0.00071541i,-7.2484e-05-0.00048272i,-4.9464e-06-0.0011263i,0.00058545-0.0003292i
0.18066+0.35434i,0.38566+0.47698i,0.42448+0.33716i,0.21093+0.087305i,-0.021212-0.014409i,-0.10349-0.026461i,-0.073573-0.058539i,-0.025008-0.080665i,-5.1674e-06-0.046634i,0.029114+0.030201i,0.063935+0.074191i,0.062222+0.070639i,0.04345+0.04787i,0.025964+0.005174i,0.0070534-0.018688i,0.015742-0.0080061i,0.035934-0.0055575i,0.031611-0.013195i,0.011921-0.010056i,-0.0037127-0.0022278i,-0.0075933-0.0021167i,-0.0043287-0.0051998i,-0.0022107-0.0038276i
-0.098183-0.064676i,-0.30465-0.0014921i,-0.38963+0.18151i,-0.17802+0.26361i,0.10232+0.10137i,0.21466-0.072779i,0.2264-0.099516i,0.19366-0.078087i,0.11638-0.065124i,0.040201-0.066559i,-0.0022051-0.077963i,-0.012227-0.086171i,-0.022548-0.072184i,-0.028308-0.021179i,-0.004959+0.018911i,0.010616+0.017347i,0.0009395+0.011405i,-0.0073733+0.018219i,-0.00083551+0.024508i,0.013701+0.018315i,0.019128+0.0056267i,0.007964-0.00092405i,-0.0035996+0.00037804i
0.16165+0.051204i,0.35367-0.090107i,0.39999-0.3077i,0.18999-0.3385i,-0.02835-0.082477i,-0.096639+0.20728i,-0.115+0.33085i,-0.077146+0.30408i,-0.0061811+0.17731i,0.016368+0.048088i,-0.0052821-0.012718i,-0.037719-0.01213i,-0.037195+0.013584i,-0.0083962+0.021619i,0.0024392+0.015434i,-0.0058534+0.010227i,-0.011073+0.00048177i,-0.0010729-0.011753i,0.0068872-0.027073i,-0.0039498-0.027038i,-0.014445-0.0058721i,-0.012184+0.0075292i,-0.0085658+0.0041383i
-0.021604-0.10692i,0.0015309-0.11071i,0.068505-0.0928i,0.10222-0.094345i,0.052064-0.10459i,0.022309-0.1521i,0.0082247-0.23567i,-0.070119-0.23398i,-0.11974-0.11896i,-0.084543+0.00054644i,-0.019776+0.058078i,0.021702+0.061645i,0.014199+0.051721i,-0.014136+0.044039i,-0.033997+0.026377i,-0.032831+0.018435i,-0.0078325+0.021236i,0.0086462+0.01426i,0.0062924+0.013171i,0.007473+0.01635i,0.01188+0.013136i,0.015526+0.012285i,0.017813+0.01081i
-0.33322-0.0093833i,-0.58974+0.035539i,-0.65385+0.1314i,-0.41299+0.16738i,-0.086953-0.024341i,0.040728-0.2929i,0.022064-0.34394i,0.033812-0.21424i,0.063984-0.10242i,0.049359-0.068566i,-0.0005722-0.057859i,-0.027139-0.034329i,-0.00038873-0.037939i,0.034397-0.062624i,0.047098-0.062444i,0.039673-0.052429i,0.011839-0.044928i,-0.015111-0.024711i,-0.017475+0.0018611i,-0.00078253+0.011656i,0.0085832+0.0017108i,-0.0018419-0.011334i,-0.0091301-0.014459i
0.18946-0.13668i,0.23744-0.13118i,0.20179-0.045106i,0.11786-0.020706i,0.048599-0.0039352i,0.042394+0.1167i,0.080933+0.20257i,0.093068+0.17267i,0.051303+0.12012i,0.024591+0.10601i,0.040827+0.074621i,0.044744+0.0030478i,0.015809-0.038826i,0.0087204-0.025899i,0.033845-0.009577i,0.03659-0.010231i,0.015154-0.0046364i,0.0032198+0.0087075i,0.0022395+0.012646i,-0.0010391+0.0066389i,-0.0025862-0.0010252i,0.0035038-0.0133i,0.0035195-0.025622i
-0.17506+0.50193i,-0.083624+0.7713i,0.16424+0.72582i,0.27873+0.42632i,0.02814+0.25315i,-0.32371+0.29377i,-0.41151+0.32786i,-0.27545+0.24465i,-0.12046+0.13051i,-0.022167+0.083396i,0.040881+0.091216i,0.055854+0.099313i,0.024971+0.08715i,-0.017249+0.049423i,-0.060139+0.014112i,-0.074071+0.017574i,-0.050994+0.033667i,-0.02395+0.026057i,-0.018815+0.007463i,-0.035722+0.0026323i,-0.046204+0.011489i,-0.034894+0.018854i,-0.018953+0.013904i
0.0031826-0.71897i,-0.175-1.1129i,-0.35377-1.0924i,-0.31291-0.8271i,-0.12012-0.86194i,-0.0497-1.0402i,-0.071533-0.87781i,-0.0534-0.52413i,-0.033778-0.24672i,-0.0096804-0.059557i,0.021601-0.0082805i,0.0079712-0.044518i,-0.031078-0.058657i,-0.074539-0.036726i,-0.099921-0.016249i,-0.084255-0.022316i,-0.051069-0.028568i,-0.028788-0.015016i,-0.010719+0.0078849i,0.019365+0.017833i,0.040453+0.012596i,0.038912+0.017928i,0.040917+0.037556i
0.285+0.5606i,0.52827+0.82229i,0.57615+0.74019i,0.44246+0.53648i,0.43461+0.5734i,0.55508+0.63585i,0.56611+0.46595i,0.42981+0.21992i,0.22879+0.05291i,0.081719-0.013533i,0.013447-0.04831i,-0.03309-0.052653i,-0.024061-0.013025i,0.049589+0.026712i,0.11532+0.054436i,0.12416+0.061848i,0.081501+0.048365i,0.034813+0.040164i,0.010929+0.026165i,-0.010799+0.0085135i,-0.019745+0.0044117i,0.0034086-0.0083338i,0.021495-0.034511i
-1.8134+6.4038i,0.36858+6.4255i,3.3619+5.6059i,4.5883+2.2732i,3.6653-1.3845i,1.0609-3.2102i,-1.1505-2.2564i,-1.5675-0.44711i,-0.58263+0.5003i,0.54501+0.1647i,0.69607-0.63658i,0.11356-1.0926i,-0.70283-1.4809i,-1.5824-1.9933i,-1.8925-2.0402i,-1.3059-1.1966i,-0.51626-0.29498i,-0.36027+0.076412i,-0.6705+0.30317i,-0.64931+0.57373i,-0.15053+0.67539i,0.36148+0.41889i,0.43091-0.07028i
0.34103-0.001227i,0.50064-0.29488i,0.27665-0.43635i,-0.15888+0.11768i,-0.18499+1.0276i,0.13802+1.3647i,0.26489+0.99769i,0.13899+0.48817i,0.012987+0.16786i,0.0065706+0.028812i,0.054989-0.026759i,0.090439-0.035184i,0.10007-0.029782i,0.057717-0.036272i,-0.0028595-0.032269i,-0.024837-0.023909i,-0.020447-0.035721i,-0.02712-0.055663i,-0.040103-0.048799i,-0.030003-0.029769i,-0.017269-0.023776i,-0.012347-0.020029i,-0.0068956-0.0077469i
-0.019295+0.13474i,-0.20513+0.19664i,-0.39674+0.22117i,-0.33764+0.24342i,-0.048689+0.3108i,0.26723+0.28133i,0.36045+0.0099659i,0.13678-0.20587i,-0.085436-0.14933i,-0.14363-0.084907i,-0.175-0.08829i,-0.16017-0.042327i,-0.074708+0.0058244i,-0.0085467+0.023011i,0.018822+0.041142i,0.031636+0.046307i,0.032595+0.030669i,0.019389+0.014151i,-0.00055858+0.0038319i,-0.010211-0.0012322i,0.0045553-0.0085382i,0.030884-0.018606i,0.038514-0.019149i
-0.15048+0.33775i,-0.080448+0.67066i,0.23804+0.75089i,0.58491+0.38674i,0.70648-0.11068i,0.65217-0.36438i,0.52433-0.35305i,0.34575-0.24349i,0.14941-0.15907i,-0.040843-0.10529i,-0.15985-0.0018603i,-0.13647+0.11305i,-0.046493+0.13211i,0.0082431+0.085805i,0.018134+0.051057i,0.014327+0.046182i,0.021962+0.0499i,0.043689+0.045515i,0.06695+0.034993i,0.071267+0.017643i,0.052435+0.0055688i,0.027038+0.0047289i,0.0080925-0.0090693i
0.4191-0.49801i,0.62081-0.83399i,0.50323-0.8097i,0.10471-0.31021i,-0.1629+0.25488i,-0.13375+0.48834i,-0.045064+0.41336i,-0.039199+0.23688i,-0.066105+0.088223i,-0.058129-0.0042059i,-0.020684-0.073849i,0.0044069-0.10684i,0.027655-0.066011i,0.061544+0.00085162i,0.077984+0.026486i,0.059445+0.011411i,0.033801-0.0060247i,0.025202-0.015267i,0.017964-0.024724i,0.0025447-0.028202i,-0.011041-0.020133i,-0.013921-0.00074495i,-0.0059205+0.023108i
0.01326+0.5259i,0.030253+0.65036i,-0.11726+0.37275i,-0.34317+0.032151i,-0.36306+0.035454i,-0.18767+0.14753i,-0.090302+0.096559i,-0.10594+0.026761i,-0.073959+0.0074967i,-0.029931-0.037133i,-0.03726-0.049137i,-0.029836+0.0047246i,0.00042552+0.050684i,-0.00010535+0.063026i,-0.020323+0.078515i,-0.016191+0.08732i,-0.0014872+0.065588i,-0.0067903+0.03284i,-0.022428+0.011934i,-0.01903+0.012169i,0.010557+0.016662i,0.039318+0.010647i,0.0385+0.0061396i
-0.075868-0.18696i,-0.24611-0.139i,-0.1858+0.12179i,0.19344+0.27078i,0.46991+0.17687i,0.45825+0.11226i,0.37005+0.088497i,0.24451+0.012206i,0.1043-0.010853i,0.030429+0.0020434i,-0.0084347+0.010659i,-0.023052+0.02969i,-0.023131+0.035407i,-0.027957+0.036812i,-0.024841+0.023637i,-0.02227-0.0018552i,-0.01951-0.0029045i,-0.0081159+0.016416i,0.0046867+0.027888i,0.0092699+0.016343i,-0.00067146-0.00027339i,-0.01552-0.0090168i,-0.021832-0.022049i
0.24032-0.046885i,0.61557-0.14556i,0.81781-0.24189i,0.59572-0.14854i,0.29578+0.044104i,0.17336+0.095543i,0.09065+0.077377i,0.056701+0.10045i,0.060659+0.068428i,0.024373+0.017591i,0.0032015+0.014001i,0.014625+0.016096i,0.02296+0.0020959i,0.0093953-0.025106i,-0.022936-0.037943i,-0.035358-0.022036i,-0.015504-0.0099691i,0.0127-0.017819i,0.030712-0.027846i,0.033763-0.023564i,0.028338-0.011366i,0.016848+0.0002626i,0.007717+0.011061i
-0.035946-0.19421i,-0.27451-0.35858i,-0.63079-0.45259i,-0.79958-0.37447i,-0.67107-0.24319i,-0.47098-0.21305i,-0.36831-0.18221i,-0.29657-0.075408i,-0.17835+0.0066844i,-0.073666+0.007619i,-0.023336-0.027486i,0.00011019-0.055497i,0.013765-0.059053i,0.020433-0.048113i,0.025718-0.045479i,0.016946-0.053059i,-0.011707-0.043887i,-0.040678-0.015689i,-0.05023+0.0040028i,-0.035535+0.0056633i,-0.013493+0.0017643i,0.00065458+0.011029i,0.014484+0.037002i
-0.33613+0.35636i,-0.42011+0.70632i,-0.15795+0.81182i,0.21178+0.47311i,0.27698+0.10205i,0.16201+0.030298i,0.12916+0.022897i,0.095936-0.052337i,0.027064-0.065895i,-0.017492-0.025355i,-0.048149+0.031585i,-0.047353+0.078705i,-0.030797+0.067738i,-0.02234+0.036161i,-0.0067703+0.024886i,0.010764+0.024911i,0.019952+0.023363i,0.026489+0.016569i,0.028189+0.0079857i,0.015949+0.0025337i,0.0012039+0.0028573i,-0.0043232+0.00053305i,-0.014909-0.0098963i
0.62086-0.25182i,0.95823-0.56135i,0.91487-0.60428i,0.56915-0.24461i,0.3257+0.1254i,0.26236+0.23055i,0.22534+0.17558i,0.16589+0.096873i,0.089526+0.043432i,0.043115+0.020839i,0.035962-0.014944i,0.021443-0.050209i,0.0019789-0.044789i,-0.0036513-0.022865i,0.0010211-0.010489i,0.0076665-0.0093285i,0.012071-0.018742i,0.0055517-0.029638i,-0.0066873-0.028244i,-0.0087398-0.019067i,-0.0079411-0.01788i,-0.015288-0.019389i,-0.018572-0.013588i
-0.31543+0.07824i,-0.51112+0.12519i,-0.65256+0.051714i,-0.68808-0.010771i,-0.53615+0.030638i,-0.27746+0.038324i,-0.11599+0.026854i,-0.033419+0.058383i,0.031919+0.043799i,0.035677-0.014428i,0.014183-0.029874i,0.0096492-0.010498i,0.011895+0.0091986i,0.0086703+0.016432i,-0.0065094+0.021746i,-0.012764+0.032281i,-0.0090188+0.035578i,-0.0096301+0.037151i,-0.0070389+0.042638i,0.00013862+0.037491i,0.0089554+0.02713i,0.019158+0.019337i,0.026078+0.0088972i
0.018497+0.052029i,-0.042535+0.13148i,-0.063921+0.13246i,-0.0049437-0.046136i,0.0078233-0.22708i,-0.038422-0.22169i,-0.068475-0.1572i,-0.098138-0.11491i,-0.098265-0.055161i,-0.065118-0.016347i,-0.041922-0.0084583i,-0.021386-0.010604i,-0.010401-0.01232i,-0.0052308+0.004136i,0.006515+0.013242i,-0.0011384+0.00077303i,-0.018291-0.0022476i,-0.014614+0.00095418i,-0.0020782-0.0085994i,0.0038895-0.015297i,0.0079831-0.012417i,0.010642-0.013734i,0.0035478-0.013073i
-0.010126-0.30361i,0.16503-0.43343i,0.4214-0.35067i,0.51208-0.12413i,0.38324+0.044397i,0.18646+0.11013i,0.076386+0.10398i,0.048426+0.046717i,0.021999-0.0046611i,-0.01081-0.0016217i,-0.026046+0.038979i,-0.017819+0.074148i,0.0017465+0.068854i,0.002767+0.030332i,-0.013274+0.0031906i,-0.0057766+0.0025357i,0.02206+0.00031019i,0.030777-0.015894i,0.015851-0.023842i,0.00054835-0.017581i,-0.0061605-0.011446i,-0.0088538-0.0040039i,-0.0083553+0.0022867i
0.14967+0.25118i,0.06129+0.26064i,-0.19076+0.20694i,-0.32058+0.24082i,-0.20922+0.26752i,-0.048209+0.16787i,0.019076+0.089655i,0.033816+0.073902i,0.021135+0.05773i,0.015957+0.034854i,0.027308-0.018767i,0.014302-0.071505i,-0.006425-0.074076i,-0.0087973-0.049277i,0.0031975-0.03342i,0.0081419-0.043868i,-0.0096554-0.054623i,-0.027055-0.035688i,-0.024863-0.0091208i,-0.015593+0.0026022i,-0.011853+0.0056803i,-0.0097207+0.0090247i,0.0011143+0.011473i
-0.31729+0.080234i,-0.42536+0.29017i,-0.34063+0.39924i,-0.18036+0.2082i,-0.096856-0.032161i,-0.054344-0.081915i,-0.0096062-0.061696i,0.00013595-0.041021i,0.0131-0.016292i,0.012753-0.023384i,-0.028399-0.0078208i,-0.050685+0.041999i,-0.037279+0.066778i,-0.013519+0.058122i,-0.0047814+0.045628i,-0.010777+0.056476i,-0.0053349+0.075201i,0.008325+0.070468i,0.016041+0.049582i,0.018281+0.030647i,0.017518+0.017362i,0.014127+0.0077128i,0.0066691-0.00018318i
0.18512+0.039229i,0.36296-0.12851i,0.43449-0.37123i,0.32846-0.39308i,0.2003-0.19388i,0.14172-0.061104i,0.069771-0.060654i,-0.010806-0.075701i,-0.051969-0.057185i,-0.041156-0.017755i,0.01631-0.00052938i,0.070304-0.021705i,0.077344-0.044902i,0.050456-0.044127i,0.024183-0.029622i,0.018452-0.026806i,0.019569-0.040958i,0.017096-0.047826i,0.016664-0.041451i,0.014197-0.03489i,0.006625-0.030049i,-0.00068934-0.025866i,-0.010178-0.016406i
0.11246-0.3008i,0.068271-0.33492i,-0.036916-0.096885i,-0.056578+0.1776i,-0.011481+0.22585i,-0.014634+0.13971i,-0.014911+0.072597i,0.014107+0.035417i,0.036458+0.014856i,0.035608-0.005338i,-0.0030768-0.018715i,-0.044986-0.0038859i,-0.050397+0.010617i,-0.038094+0.0064622i,-0.025046-0.0028992i,-0.02161-0.003139i,-0.025241+0.0091056i,-0.02431+0.01453i,-0.023526+0.0092862i,-0.020221+0.010805i,-0.010141+0.019241i,-0.0018227+0.022887i,0.004065+0.016089i
-0.021967+0.48325i,0.066601+0.70584i,0.16516+0.56319i,0.098258+0.18505i,-0.054554-0.033181i,-0.084844-0.044435i,-0.054239-0.0052266i,-0.03457+0.038005i,-0.011205+0.040279i,-0.018392+0.012826i,-0.021222+0.016786i,0.0063951+0.022428i,0.018276+0.015478i,0.019956+0.01627i,0.026217+0.017649i,0.032501+0.013402i,0.035739+0.0053591i,0.028477+0.0006014i,0.017115+0.00068491i,0.011526-0.0027148i,0.011183-0.0082908i,0.01297-0.0077577i,0.013353-0.0016514i
0.13286-0.51483i,0.096555-0.85074i,-0.057327-0.83421i,-0.12459-0.48431i,-0.025426-0.17648i,0.063475-0.046251i,0.077752-0.0034055i,0.053505-0.0025399i,0.015911-0.00083524i,0.013505+0.0059286i,0.018709-0.013707i,0.0047627-0.027779i,-0.0024473-0.025569i,-0.011012-0.023072i,-0.022021-0.015069i,-0.022438-0.0071301i,-0.019741-0.0046813i,-0.016812-0.0060985i,-0.016579-0.009005i,-0.020116-0.0059242i,-0.021964+0.00021724i,-0.020966+0.0010116i,-0.017489+0.00028727i
-0.4152+0.18568i,-0.54884+0.35128i,-0.38542+0.37511i,-0.090842+0.24368i,0.040801+0.10643i,0.026805+0.037222i,-0.012128+0.011828i,-0.03662+0.0041475i,-0.038461-0.0041383i,-0.037165-0.01464i,-0.03393-0.010145i,-0.020249-0.00080166i,-0.010744+0.001556i,-0.0085143+0.0010721i,-0.011649-0.0046288i,-0.017667-0.012064i,-0.018469-0.012772i,-0.014689-0.0047191i,-0.0057901+0.0073989i,0.0067364+0.011792i,0.013237+0.0094873i,0.012199+0.010024i,0.006894+0.009429i
0.4571+0.0042782i,0.70316+0.0062574i,0.61382-0.00075402i,0.25612+0.017614i,-0.020323+0.080034i,-0.10325+0.12249i,-0.058879+0.11394i,0.023882+0.056948i,0.041113+0.00070178i,0.013055+0.010175i,0.0092463+0.035929i,0.0080631+0.031769i,0.0042957+0.024771i,0.014822+0.015617i,0.026847+0.0080474i,0.031809+0.011037i,0.027173+0.014245i,0.019092+0.011444i,0.01344+0.00058849i,0.0067047-0.0096674i,0.0018454-0.013734i,0.0017858-0.017135i,0.003623-0.019296i
-0.53733-0.095769i,-0.89583-0.15023i,-0.88466-0.11436i,-0.49666-0.030714i,-0.095947-0.022577i,0.12843-0.076569i,0.15794-0.12685i,0.063789-0.10445i,0.01265-0.03527i,0.018062-0.026445i,0.0020498-0.042734i,-0.0088018-0.035776i,-0.0080815-0.028011i,-0.016366-0.0092163i,-0.019014+0.0055755i,-0.01667-0.0010304i,-0.013187-0.0067121i,-0.0081445-0.003739i,-0.0065722+0.0026862i,-0.0044707+0.0065085i,-0.0014528+0.0062497i,-0.0025516+0.0076192i,-0.0057824+0.012757i
0.47123+0.30497i,0.7486+0.44086i,0.69222+0.37905i,0.35802+0.18071i,0.077408+0.047514i,-0.04762-0.0016998i,-0.077906-0.011237i,-0.051075+0.01082i,-0.016091+0.02268i,-0.006275+0.019224i,-0.0048446+0.021232i,0.00011129+0.02973i,0.009219+0.034779i,0.017466+0.023317i,0.012535+0.014405i,0.0028449+0.022132i,-0.00016153+0.027781i,0.0018682+0.021368i,0.006156+0.011949i,0.0088288+0.0064881i,0.0081671+0.0036454i,0.0085938+0.0021038i,0.0076263-0.00084324i
-0.1439-0.23836i,-0.15476-0.39598i,-0.077769-0.38999i,-0.019349-0.2017i,-0.019893+0.013785i,-0.025375+0.15068i,-0.017662+0.16593i,-0.022794+0.090044i,-0.031326+0.031989i,-0.0085909+0.014755i,0.013204-0.0060003i,0.013365-0.01882i,0.011632-0.019628i,0.007446-0.025566i,0.0052-0.034824i,0.0084018-0.044445i,0.0085674-0.045435i,0.0048843-0.032544i,-0.00067378-0.017839i,-0.0040677-0.008673i,-0.0045744-0.0026154i,-0.0047126+0.0018515i,-0.006419+0.0053315i
-0.0081217+0.23051i,-0.057833+0.43897i,-0.059535+0.46954i,0.0094467+0.25851i,0.047548-0.00081313i,0.032781-0.1455i,0.012162-0.14443i,0.014532-0.075701i,0.023499-0.046073i,-0.0026149-0.043867i,-0.025846-0.017194i,-0.023981+0.0028974i,-0.02316+0.0064005i,-0.015928+0.017262i,-0.0062736+0.030492i,-0.0069277+0.03737i,-0.0073816+0.031527i,-0.0025739+0.012157i,0.00086432-0.0049708i,-0.00053589-0.0086987i,-0.0021205-0.007598i,0.00014843-0.0084099i,0.0052578-0.012282i
0.10129-0.4216i,0.12148-0.69069i,0.083423-0.6631i,0.026966-0.36932i,0.0077111-0.11704i,-0.0028695-0.014465i,-0.015176+0.017699i,-0.0062859+0.028869i,0.0017504+0.029061i,0.0044695+0.023865i,0.010206+0.011415i,0.017107-0.001772i,0.018765-0.010435i,0.0047619-0.015368i,-0.0077307-0.015537i,-0.0010719-0.015524i,0.0066606-0.014118i,0.0011728-0.0046532i,-0.0052846+0.005583i,-0.0012535+0.0065076i,0.0048088+0.0039643i,0.00083606+0.0049909i,-0.0080773+0.011498i
0.027146+0.28644i,0.079985+0.37634i,0.087833+0.27884i,0.04647+0.12373i,0.032405+0.090442i,0.07737+0.12563i,0.11455+0.10467i,0.08905+0.04254i,0.042139+0.0069572i,0.017363-0.003177i,0.00080605-0.003902i,-0.013306+0.0048069i,-0.014873+0.010289i,-0.0098925+0.0065245i,-0.0089578+0.00083582i,-0.01487+0.0024981i,-0.018108+0.010662i,-0.011272+0.011678i,-0.0052183+0.0042726i,-0.0056948-0.0012071i,-0.004536-0.0038702i,0.0046051-0.0066728i,0.013959-0.010817i
-0.16512-0.0029133i,-0.21002+0.043678i,-0.18583+0.061205i,-0.13895+0.030194i,-0.11346-0.0048305i,-0.10353-0.033351i,-0.099253-0.052591i,-0.096905-0.050321i,-0.083159-0.029694i,-0.059982-0.0072542i,-0.034744+0.0045647i,-0.013453+0.0068905i,-0.00023965+0.0055478i,0.012821+0.0017031i,0.025203-0.0029048i,0.030612-0.011202i,0.025956-0.019315i,0.011534-0.01679i,-0.00050971-0.0056702i,-0.0033618+0.004775i,-0.0063793+0.010627i,-0.0153+0.014179i,-0.02571+0.013664i
-0.11559-0.054077i,-0.21389-0.018923i,-0.21612+0.064915i,-0.11322+0.093362i,-0.0296+0.031439i,-0.016846-0.01961i,-0.01533-0.017261i,0.007704+0.0037115i,0.031624+0.0095906i,0.036776-0.0028684i,0.028457-0.015845i,0.017329-0.022602i,0.0075353-0.020154i,-0.0019022-0.0047765i,-0.011397+0.011323i,-0.020418+0.018729i,-0.023158+0.020861i,-0.010591+0.019806i,0.0096143+0.011266i,0.01675-0.0026437i,0.01423-0.0089011i,0.017971-0.006088i,0.025926-0.0019888i
0.23907-0.12405i,0.31374-0.28324i,0.22789-0.34203i,0.082827-0.21161i,0.047149-0.036315i,0.090865+0.022759i,0.086975+0.0085541i,0.042463+0.0074443i,0.01986+0.018073i,0.018245+0.014319i,0.0099161+0.0069662i,0.0040625+0.011552i,0.0086867+0.011816i,0.0084131+0.00089146i,0.0061299-0.009035i,0.012445-0.010255i,0.02167-0.0094487i,0.01549-0.013139i,-0.0052545-0.010759i,-0.015768+0.00049416i,-0.012827+0.0045895i,-0.011427-0.0027677i,-0.012172-0.0085907i
0.065134+0.32636i,0.17345+0.52143i,0.24241+0.52285i,0.2006+0.33053i,0.10159+0.15231i,0.041262+0.084287i,0.032776+0.062375i,0.033878+0.03539i,0.017267+0.0054363i,-0.0062491-0.0029877i,-0.010902+0.0044746i,-0.0072677+0.0037965i,-0.01025+0.00060763i,-0.0070122-0.0026022i,-0.0050101-0.0083817i,-0.01526-0.0082755i,-0.024827-0.0043757i,-0.019301-0.00097356i,-0.0051084+0.001384i,0.0057609+0.00032801i,0.012996-0.0011588i,0.017474+0.0031159i,0.016847+0.010081i
-0.21775-0.1251i,-0.29186-0.17953i,-0.23046-0.19064i,-0.12558-0.15625i,-0.096529-0.11338i,-0.11612-0.079771i,-0.11602-0.050387i,-0.089658-0.032185i,-0.060403-0.023181i,-0.039204-0.016012i,-0.029475-0.011935i,-0.027071-0.0065899i,-0.018918+0.00086945i,-0.004998+0.0073166i,0.0080513+0.012636i,0.022263+0.014596i,0.031478+0.012892i,0.028748+0.0082042i,0.01729-0.00035216i,0.0034868-0.0063122i,-0.0078939-0.0075035i,-0.014238-0.0089265i,-0.015815-0.011129i
0.029683-0.16598i,-0.046962-0.19549i,-0.13507-0.10862i,-0.11135-0.0050133i,-0.016501+0.031157i,0.039891+0.044737i,0.066577+0.050832i,0.080997+0.032395i,0.072944+0.0066068i,0.04924-0.010803i,0.028323-0.011885i,0.025209-0.0049019i,0.026126-0.0073073i,0.010459-0.010631i,-0.0096982-0.010333i,-0.023774-0.01623i,-0.031654-0.02259i,-0.028673-0.016415i,-0.014346-0.00080659i,-0.00040756+0.0074657i,0.003246+0.0089248i,0.0014066+0.0092774i,-0.00016728+0.0048624i
0.21441-0.031429i,0.34705-0.1567i,0.3384-0.28012i,0.19634-0.24806i,0.10176-0.11488i,0.096294-0.063914i,0.064379-0.087449i,-0.0044224-0.077886i,-0.043503-0.028495i,-0.03345+0.011429i,-0.0085842+0.021398i,0.0020213+0.017078i,0.001823+0.014887i,0.0023805+0.012028i,0.0048152+0.011572i,0.0091996+0.019454i,0.013225+0.025042i,0.011632+0.01626i,0.0062373-0.00035946i,4.72e-05-0.0093397i,-0.0028518-0.0095202i,-0.0013998-0.0073453i,0.000252-0.0017625i
-0.11165+0.30122i,-0.13394+0.49633i,-0.082846+0.50903i,-0.036609+0.32215i,-0.0835+0.14604i,-0.13989+0.10008i,-0.1208+0.10954i,-0.064095+0.10012i,-0.020948+0.068544i,-0.0050282+0.031614i,-0.0043212+0.0063615i,-0.0047279-0.0036652i,-0.0044058-0.0052807i,-0.00086332-0.003345i,0.006742-0.0056005i,0.010173-0.015725i,0.0071257-0.023534i,0.0027443-0.021361i,-0.002258-0.014401i,-0.0041522-0.0056833i,-0.00074092+0.0029551i,0.0017978+0.00756i,0.0013316+0.0094226i
-0.18946-0.19503i,-0.26574-0.26226i,-0.23918-0.19698i,-0.14238-0.060719i,-0.028332+0.018246i,0.052521+0.023989i,0.073058-0.007788i,0.052695-0.049974i,0.027354-0.066114i,0.0089511-0.055133i,-0.0059941-0.033795i,-0.0098974-0.012686i,-0.0056235-0.0023405i,-0.00317+0.0024025i,-0.0054794+0.008253i,-0.010635+0.017807i,-0.011059+0.028554i,-0.0050802+0.031513i,0.0019772+0.025385i,0.0056853+0.013467i,0.00633+0.0036008i,0.0043599+0.00072465i,-3.5698e-05+0.00058959i
0.15576-0.045351i,0.1428-0.045672i,0.032729-0.014734i,-0.030104-0.0050897i,-0.0012097-0.045274i,0.016934-0.093094i,-0.00952-0.071377i,-0.017061+0.00058212i,0.0030034+0.028274i,0.013975+0.013533i,0.016615-5.2962e-05i,0.015258-0.0090735i,0.0069181-0.010566i,0.00052494-0.0089536i,0.0015013-0.010675i,0.0079307-0.015533i,0.011947-0.023478i,0.0060109-0.023826i,-0.001535-0.013203i,-0.0031194-0.0042014i,-0.0054987-0.002264i,-0.0059587-0.0046883i,0.00032278-0.0077506i
0.14321+0.042842i,0.26579-0.055906i,0.28599-0.19597i,0.16035-0.20228i,0.02518-0.067317i,-0.017277+0.052929i,0.0017081+0.069988i,0.018987+0.036452i,0.014454+0.024412i,0.003915+0.027061i,-0.0092471+0.021558i,-0.020029+0.020728i,-0.01513+0.023896i,-0.0052155+0.01567i,-0.0043675+0.0043604i,-0.01078+9.2802e-05i,-0.015312+0.0012601i,-0.012074+7.0031e-05i,-0.0071392-0.0040268i,-0.004813-0.0031079i,-0.00056825+0.00024493i,0.0032013+0.0019671i,0.0029751+0.0023024i
-0.16313+0.20597i,-0.21537+0.38053i,-0.12918+0.42531i,0.015158+0.28735i,0.066891+0.13056i,0.057944+0.057316i,0.04519+0.026781i,0.017571+0.0040035i,-0.0090692-0.011146i,-0.022497-0.016474i,-0.016874-0.0075627i,0.0067082-0.0051863i,0.018188-0.018424i,0.0095747-0.021204i,0.00078716-0.008239i,0.0029995+0.0028322i,0.0091855+0.0043786i,0.012036+0.0014025i,0.011771-0.0031896i,0.0077813-0.0070762i,0.0024358-0.0080888i,0.0003207-0.0073589i,-0.00075973-0.0039966i
