-0.0023687+0.00018763i,-0.0018116+0.0010837i,-0.00021147+0.0023943i,0.00077511+0.0019713i,0.00078969+0.001041i,-0.00026834+0.0019163i,-0.00040354+0.0019788i,0.00037886+0.0013961i,0.00043471+0.0014304i,0.0013447+0.0010132i,0.0016847+0.00013252i,0.0006128-0.00026737i,-0.00024026-0.00029902i,0.00030971-0.00056461i,0.0014709-0.00098078i,0.0013129-0.00099417i,0.0004859-0.00066195i,-1.1609e-05-0.00096308i,0.00016067-0.00077807i,-7.751e-05+0.00015538i,-0.00095184+0.0010159i,-0.00086997+0.0010915i,-0.0003169+0.00060434i
-0.00062661+0.00065771i,-7.2815e-06+0.0013324i,0.00022027+0.0012917i,-6.6418e-05+0.00068316i,-0.00015909+0.00053769i,0.00022079+0.00079481i,-9.1663e-05+0.00012625i,-0.00069437-6.0063e-05i,-0.001248-0.0002215i,-0.0017358-0.0014592i,-0.0012441-0.0019072i,-0.00044881-0.0014558i,-6.0614e-05-0.00087313i,-0.00022825-0.00020907i,-0.00055514-8.5291e-05i,0.00021656-5.179e-05i,0.00063372-0.00042901i,0.00034678-0.0010347i,0.00029596-0.0011906i,0.00048925-0.0012931i,-0.0001721-0.00032896i,-0.00073586+0.00051006i,-0.00031548+2.241e-05i
0.0010905+0.0011285i,0.0012513+0.0014754i,0.00029134+0.0014174i,-0.00044467+0.0012245i,-0.00034746+0.0013043i,-0.00030461+0.00086231i,-0.00066791+0.00058399i,-0.00029982+0.0014784i,-0.00044374+0.0018684i,-0.0015323+0.0014309i,-0.0022114+0.0009224i,-0.0023387+0.0002108i,-0.0017134+0.00096857i,-0.00075915+0.0014221i,-0.00092803+0.00065699i,-0.00067146+0.0002587i,0.00031863+0.000404i,1.6163e-05+0.00012743i,-0.00036695-0.00094715i,0.00036086-0.00087834i,0.00085544-0.00086733i,0.00014282-0.0011485i,-0.00071242-0.00032495i
0.00057919+0.00083906i,0.00052098+2.7378e-05i,0.0012696+0.00056125i,0.00076826+0.00068422i,0.00053764+0.00029147i,0.00057244+0.00044585i,0.00049258+0.00039898i,0.00038697+0.00076301i,0.00071065+0.0011144i,0.0015117+0.0012913i,0.00075813+0.0014274i,-0.00042787+0.0015039i,-0.00067679+0.0011038i,-0.00060412+8.9996e-05i,-0.0010251-0.00017339i,-0.0012874+8.5369e-05i,-0.0010253+1.8461e-05i,-0.0005088+0.00014166i,-7.744e-05+1.6885e-05i,-0.0002835+0.00026404i,-4.7365e-05+0.0003193i,0.00022478-0.00053067i,0.00025953-0.0013999i
0.0015241-2.5608e-05i,0.0019339-0.00046475i,0.0018341-0.0013968i,0.00061884-0.00057063i,-0.00044019+0.00053978i,1.6138e-05+0.00035024i,0.00043675+0.00055288i,0.0011477+0.00084681i,0.0024578+0.00065871i,0.0027145+0.00027395i,0.0016955+0.00017623i,0.00077994+0.00043224i,0.00010136+0.00030364i,0.00014312+0.00052637i,0.00028432+0.0011177i,-0.00015345+0.0011254i,-0.00037459+0.00049647i,-0.00034968-0.00032967i,-1.0083e-05-0.00031551i,-0.00061452-0.00062168i,-0.00093409-0.001336i,-0.0008979-0.0012262i,-0.00083591-0.00030477i
-0.00025135+0.0014008i,-0.0019641+0.00096165i,-0.00068862+0.00066989i,0.0011085+0.00078702i,0.0011712+0.0009481i,0.00019659+0.00028553i,-0.00032225-0.00048696i,0.00020627-0.0006396i,0.0008228-0.0014167i,0.0014331-0.002028i,0.0017743-0.0017836i,0.0013139-0.00096318i,0.00086817-0.00032042i,0.00063135-0.00018896i,0.00053926+0.00028686i,8.3144e-05+0.00092398i,-6.6191e-05+0.00081209i,6.3917e-05+0.00054712i,0.00010845+0.00044453i,0.00050544+0.00068346i,-0.00016516+0.00026158i,-0.00070282-0.00029297i,-0.00055502-0.00052143i
-0.0014183-0.00213i,-0.0019132-0.00085455i,-0.001948-0.00038277i,-0.0011252+0.00055141i,-0.00085155+0.0012436i,0.00012303+0.0004277i,0.00032798+2.6871e-05i,-0.00028546-0.00020347i,-0.0018886-0.00039843i,-0.002726-0.00079563i,-0.00231-0.0013199i,-0.0016868-0.0011914i,2.1752e-05-0.00060313i,0.0017389-0.00010668i,0.0017082+0.00025623i,0.00020797-6.5558e-05i,-0.00025468+0.00017062i,0.0007634+0.00012024i,0.00072687-0.00041539i,-4.7524e-05+3.3061e-05i,-0.00034045+0.00061635i,-0.0008102+0.00045473i,-0.00021619+0.00025905i
0.00045335+0.00026603i,-0.00022568-0.00068895i,-0.0014683-0.00074195i,-0.0015301+0.00023136i,-0.00055137+0.001414i,-0.00012915+0.0014218i,-0.00015357-0.00037141i,5.4489e-05-0.00077278i,-0.00059378-0.00030744i,-0.0018297-0.00037147i,-0.0026571+0.00022702i,-0.0025444+7.2307e-05i,-0.0013772-0.00035823i,-0.00039422-0.00011589i,-0.00021663+0.0003624i,-0.00044148+1.3471e-06i,-0.0001699-0.00069044i,0.00024792-0.00079617i,-0.00029767-0.00085714i,-0.00030891-0.00052873i,-0.00022336+0.00055628i,-0.00024851+0.00086069i,0.00022+6.0997e-05i
-0.0001772+0.00045212i,0.00086898+0.0014106i,0.0017186+0.0019506i,0.0015171+0.0010715i,0.00037488+0.00051977i,-0.00090234+0.0010346i,-0.00061676+0.0016392i,-9.4951e-05+0.0020656i,0.0003024+0.0025688i,0.00094245+0.003067i,0.00079216+0.0022917i,1.975e-05+0.00096824i,-0.00080443-9.9836e-05i,-0.0011004-1.8425e-05i,-0.00071666-4.2123e-05i,-0.00059366-0.00091005i,-0.00054795-0.0007799i,0.00020219-0.00062751i,-4.9677e-05-0.0004364i,-0.00078792-0.00015755i,-0.0003537-0.00017694i,0.00045763-1.6958e-05i,0.00046457+0.00024324i
0.00024425+0.00058077i,-0.00020038+0.0006344i,-0.00068831+0.0010585i,1.2175e-05+0.0014141i,0.00034868+0.00090975i,0.00014448+0.00061543i,3.3423e-05+0.00035519i,0.00054722+5.856e-05i,0.0016101+0.00024483i,0.0022377+0.00041299i,0.0016563-0.00046287i,0.0010429-0.00085308i,0.001179+0.00010372i,0.0011369+4.2809e-06i,0.00052839+0.00043768i,-3.4544e-05+0.00060904i,0.00058347-0.00016584i,0.00090328+0.00023194i,0.00017984+0.00064478i,-0.00053752+0.00018296i,-0.00079938+6.2602e-05i,-0.00075733-0.00015003i,-0.00044474-0.0006097i
-0.0018202+0.0001246i,-0.0015816+2.4715e-05i,-0.0017965+0.00019282i,-0.0020868+0.00066203i,-0.0012994+0.00078643i,-0.0007145-0.00010821i,-0.0011594-0.00054953i,-0.00093072-0.0010481i,0.00071445-0.0022093i,0.0017122-0.0028999i,0.0011361-0.0029812i,0.00090943-0.0020528i,0.0011123-0.0011411i,0.0010165-0.00094208i,0.00034646-0.00010352i,-0.00011688+0.00052939i,2.8275e-05-0.00032587i,-0.00023493-0.0003924i,-0.00024713+0.00033394i,0.0002855+0.00049926i,5.8111e-05+0.00074291i,-0.00036793+0.00069446i,-0.00028378+0.00035025i
-0.00042035+0.00098961i,0.0011163+0.0010283i,0.0018344+0.0006912i,0.0013042+0.00087953i,0.00047828+0.00146i,0.00063388+0.0010132i,0.00055638+0.00029574i,-0.00028971-0.00042273i,-0.00060668-0.0012893i,-0.0011241-0.0018983i,-0.0021677-0.0020115i,-0.0011798-0.0013926i,-0.00037058-0.00035854i,-0.00071082+0.00024193i,-0.00073003+0.00011515i,-0.00099997-0.00040073i,-0.0010905-0.00046668i,-0.0003924-0.00013019i,0.00048328-0.00071016i,0.00046614-0.00050256i,-0.00038585+0.00029406i,-0.00098738+0.00059875i,-0.00076101+0.00048557i
-0.00063886+0.00089049i,-0.00019102+0.0012577i,-0.00047168+0.0018135i,-0.0014833+0.0019769i,-0.0016871+0.0017077i,-0.0012528+0.00094702i,-0.00054522+0.00028734i,-0.00101+0.00023811i,-0.0020212+0.00088039i,-0.0023507+0.0015541i,-0.0018728+0.0012109i,-0.0018599+0.00044779i,-0.0014613+0.00049862i,-0.001133+0.00012835i,-0.0015399-0.00032472i,-0.0010998-0.00067123i,-0.00034633-0.00030929i,-0.00029416-0.00022338i,-0.00041167-0.00021394i,-0.0006843+0.0006339i,-0.00070916+0.00087292i,-0.00046985+0.00097073i,-0.00033103+0.00089587i
0.0011244+0.00057767i,0.0013039-0.0002966i,0.0017085-0.0010748i,0.0015276-0.00077622i,0.0010677+3.2082e-05i,0.00084051-1.2934e-05i,0.00030424-4.4324e-05i,-0.00042418+0.0011272i,-0.00025815+0.0017623i,0.00085649+0.0019906i,0.0013011+0.0017508i,0.00047328+0.00090151i,-6.5349e-05+0.00026339i,-0.00041659-0.00013237i,-0.00051299+0.00011134i,2.9949e-05-8.7452e-05i,-8.4437e-05-5.0147e-05i,-0.00071632+0.00029447i,-0.00054587+0.00021092i,0.00031584+0.00033932i,0.00027405+0.00021668i,-8.1143e-05-0.0003294i,-0.00012959-0.0008077i
0.002624+0.0021635i,0.0026424+0.00074998i,0.002784-0.00072771i,0.0013555-0.0015557i,0.00064923-0.0020875i,0.00055259-0.0020822i,0.00094456-0.0016423i,0.0013787-0.00065859i,0.0023501+0.00012257i,0.0031595-0.0005088i,0.0026154-0.00092665i,0.0016368-0.00019387i,0.001003+0.0007217i,0.00011506+0.0011802i,-0.00091278+0.00045076i,-0.0016294-0.00024297i,-0.00055698-0.00036027i,0.00016196+0.00010177i,-0.00034744+0.00021003i,5.7781e-05-0.00040458i,0.00055346+5.4781e-06i,0.00061681+0.0006814i,0.00089605+0.000356i
0.00091329-0.00075321i,-0.00044612-0.00029008i,-0.0013865-0.00086489i,-0.001182-0.00034497i,-0.0013105+0.00046285i,-0.00067997-3.0513e-05i,-0.00060978-0.00016432i,-0.001082-0.00084567i,-0.00051348-0.0020786i,3.9919e-05-0.0030222i,-0.00012211-0.0035589i,-0.00030392-0.0025491i,-0.00050183-0.0012283i,-0.000583-0.00014508i,-4.7729e-05+0.00059352i,0.0010246+0.00012837i,0.0017602-0.00013175i,0.0015714-3.865e-05i,0.0010824+0.00091011i,0.00041356+0.0016311i,-0.0001858+0.00077291i,0.00040244-2.2636e-05i,0.00049099+0.0004977i
0.00042896-0.00193i,-0.00027333-0.0013976i,-0.00054596-0.00034232i,-0.00048367+0.00083434i,-0.00052459+0.0020526i,-0.00053774+0.0017436i,-0.00078044+0.00051911i,-0.00081365-0.00048967i,-0.0010565-0.0016204i,-0.0016742-0.0019258i,-0.0014517-0.0017015i,-0.0004751-0.0016925i,9.0824e-06-0.0013434i,0.00063298-0.00039177i,0.001401-0.00020217i,0.001386-0.00062948i,0.0010267-0.00037725i,0.0004913-9.4645e-05i,0.00016225-0.00022573i,0.00028276-4.3713e-05i,-0.00018517-4.949e-05i,-0.00077692+0.00049405i,-0.0006906+0.0014628i
-0.0005941+0.0019502i,-0.00076299+0.0018717i,-0.0017872+0.0019441i,-0.0015354+0.0012885i,-0.00032421+0.00051558i,0.00017514+0.00090243i,-0.00039108+0.0011278i,-0.00099754+0.00063386i,-0.001913+0.00080674i,-0.0020322+0.0015285i,-0.0013811+0.0020135i,-0.0013583+0.0012661i,-0.0013153-0.00017674i,-0.00093486-0.00048631i,-0.00091082-0.00034714i,-0.0016137-0.00010191i,-0.00092405+0.00022531i,-0.00049269+0.00030331i,-0.00094443+0.00024337i,-0.00087185+8.5863e-05i,-0.00075614-0.00016583i,-0.00030838-0.00050743i,-0.00051356-0.00055682i
-0.0022369-0.0012231i,-0.0023148-9.5283e-05i,-0.0024818+9.3165e-05i,-0.002162-2.3338e-05i,-0.00097925+0.00051083i,0.00056047+0.0011353i,0.0011025+0.0002077i,8.7917e-05-0.0003128i,-0.00034094+0.0010556i,0.00050933+0.0030181i,0.0011666+0.0031151i,0.0010767+0.001562i,-0.00013783+0.00073672i,-0.00033883+0.00040408i,-5.0876e-05+0.00015069i,-0.00063001-0.00027833i,-0.00059083-0.00085535i,-0.00010646-0.001299i,0.00022217-0.0011539i,0.00065201-0.000225i,0.00033939+0.00040217i,-0.00024062+0.00047026i,-0.00070751+0.0003072i
-0.0016083+0.00010901i,-0.0011177+0.00071201i,-0.00026156+0.00053265i,0.00059895-2.9068e-05i,0.00060475+0.0002728i,0.00078105-3.1818e-05i,0.0015482-0.00053331i,0.001722-0.00034226i,0.0021183+0.00015953i,0.0026491+0.00029398i,0.0019655-0.00010019i,0.0014646-0.00013858i,0.0011241+0.00011723i,0.00059671+0.00012552i,0.0001874+0.00033139i,-0.00028403+0.00084597i,5.4544e-05+0.00093218i,0.00010849+0.00079534i,-8.8674e-05+0.0006298i,0.00018915-0.00018141i,-6.6094e-05-0.00094594i,-5.4329e-05-0.00028629i,0.00019354+8.9004e-05i
-0.0019041+0.0013721i,-0.001543+0.0026527i,-0.00058696+0.0035641i,-0.00091275+0.0028493i,-0.0010835+0.0014501i,-0.0011511+0.00066485i,-0.0011044-0.00052823i,-0.00045045-0.0013567i,-5.2582e-06-0.0012654i,0.00022696-0.0017279i,-0.0002795-0.0019288i,-0.00046901-0.0019332i,3.8788e-05-0.0020855i,0.00056413-0.0018788i,7.7226e-05-0.0012322i,-0.00081221-0.00054098i,-0.00055802-0.00029478i,0.00026584-0.00038956i,0.00038387-0.00027886i,-0.00028227+0.00071336i,-0.00083052+0.00079342i,8.0391e-05+0.00063002i,0.00092774+0.0002609i
-0.00071961+0.0021674i,-0.00083665+0.0032843i,-0.00066038+0.0035166i,-0.000927+0.0025188i,-0.00011378+0.0021057i,0.00051011+0.0013125i,0.00047506+1.9945e-05i,-0.00069996-0.00053404i,-0.0020829-0.0008305i,-0.0025848-0.00092837i,-0.0026325-0.00078034i,-0.0017722-0.00013855i,-0.00069302+0.00036411i,-0.00013415+0.00080953i,-3.5445e-05+0.00055929i,0.0004372-0.00033316i,0.0010845-0.0015346i,0.0012219-0.0014263i,0.0010041-0.0005332i,0.00029147-0.00017415i,4.0307e-05+0.00046577i,0.00025864+0.00048771i,0.00096897+4.4534e-05i
-0.00024238+0.0015308i,-0.0002624+0.0014291i,0.00070232+0.00097756i,0.0016354+0.0010411i,0.00092639+0.00062745i,-0.0002859+9.4392e-05i,-0.0010811+0.00065943i,-0.0012535+0.00083707i,-0.0015254+0.00032005i,-0.0013349-0.00015023i,-0.00094198+9.5386e-05i,-0.00013733+0.00044274i,0.00046758+0.00024602i,-5.6018e-05-0.00025226i,-0.00059423+6.4371e-05i,-0.00079236+8.9031e-05i,-0.00048894+2.962e-05i,-0.00023527-0.00021611i,0.00015877-0.00021175i,0.0006796+0.00037008i,0.00030622+0.00029885i,0.00042649-0.00034555i,0.00094345-3.9697e-05i
-1.1436e-05+0.00063423i,0.0015603+0.00045389i,0.0023882+0.0010188i,0.0024445+0.00073625i,0.0017129+0.00010375i,0.00045691+0.00028975i,0.00022148+0.00074432i,0.0004131+0.00049608i,0.0013853+0.00047826i,0.0025578+0.00093752i,0.0021537+0.001238i,0.0011618+0.0012031i,0.00041587+0.0009074i,-0.0011274+0.00076787i,-0.0015973+0.00045784i,-0.00084809+0.00046718i,-0.00097289+0.0003857i,-0.0010231-0.00023121i,-0.0006306-0.00053948i,0.00029901-0.00053807i,0.00048676-0.00072777i,-9.5835e-06-0.00064182i,-0.00012719+6.7789e-05i
-0.00017889-0.0004923i,-0.00089897-0.00018054i,-0.0020838-0.00027004i,-0.002409+0.00042711i,-0.0016884+0.00092838i,-0.00076983+9.632e-05i,-0.00024938-0.00080675i,0.0013959-0.00070948i,0.0025243-0.00034968i,0.0020002-0.00034317i,0.0016321-0.00052653i,0.00066245-9.5928e-05i,0.00010341+0.00039922i,0.00097793+0.00085453i,0.0012194+0.0008264i,0.00077446+0.0016737i,0.00051904+0.0021127i,5.2419e-05+0.0009397i,-0.00048035+5.6945e-05i,-0.00048419-0.00036065i,0.0002348-0.00018078i,0.00071178+0.00040848i,0.00042485+0.00010457i
0.00022643-0.00045751i,0.0013391-0.00040911i,0.0017582-0.00076465i,0.00045804+0.00060046i,-0.00081632+0.0017579i,-0.0012751+0.0012962i,-0.00081995+0.00024272i,-0.00013046-0.00073426i,0.00021624-0.0016937i,0.00022106-0.0018207i,-0.00025321-0.00079298i,-0.00088515-0.00036529i,-0.00104+0.00041177i,-0.00048826+0.00034079i,0.00049682-0.00046219i,0.00058182-0.00036166i,0.00033122-0.00023511i,0.00019272-7.5325e-05i,9.2723e-05+0.00051831i,0.0001734+0.00079481i,0.00010215+0.0009361i,-0.00015231+0.0010873i,0.00023076+0.0007977i
-0.00094196+0.00084351i,-0.00060913+0.00094556i,-0.00083076+0.00088084i,-0.00073117+0.00049463i,-0.00033131+0.00057332i,-0.00065893+0.00073331i,-0.0015671+2.5175e-05i,-0.0016358-0.0006939i,-0.0010476-0.00068872i,-0.0012576+0.00011939i,-0.0012296+0.00073855i,-0.00055366+0.00050556i,-0.00032519+0.00030606i,-0.00035482-5.7246e-05i,-0.00069588-0.00054719i,0.00021714-0.0012305i,0.0012252-0.00077834i,0.00088536-0.00017151i,0.00063289-0.00031412i,0.0008818+5.8131e-05i,0.00040322-0.00021006i,-3.8343e-05-0.00095093i,-0.00011619-0.0006168i
0.00080589+0.0013595i,0.0016327+0.00099604i,0.0028319-0.00038986i,0.0035488-9.9865e-05i,0.0019023+0.00094881i,0.00029305+0.00011862i,0.00052742+0.00026698i,0.00023896+0.0014671i,-0.00035574+0.0023469i,-0.00053185+0.0022479i,-0.00032442+0.0015532i,-0.00029985+0.00073782i,-0.0011728-0.00017955i,-0.0013299-0.00049931i,-0.0011641+0.00015538i,-0.0011311+0.00034894i,-0.00059771-0.0001815i,-3.7708e-05-5.7262e-05i,7.8238e-05+9.0064e-06i,-0.00032544-0.00012888i,-0.00011927+0.00045586i,-0.00031136+0.00062081i,-0.00074407+0.00019167i
-0.00089451+0.0027892i,-0.00039079+0.0030296i,-6.6772e-05+0.0041515i,0.00055108+0.0038363i,0.00083041+0.00097829i,0.00077689-0.00076313i,0.00052567-0.00061588i,0.00058127+8.2919e-05i,0.0012539+0.0012861i,0.00097666+0.0014659i,0.0010168+5.4434e-06i,0.0013747-0.00049587i,0.00097978-0.00030258i,0.000449-0.00081413i,-0.0003413-0.00046857i,-0.0015405+0.00012557i,-0.0017583-0.00012914i,-0.0010541+0.00019263i,-0.00079322+0.0015555i,-0.0010111+0.0013759i,-0.00052262+0.00058697i,-0.00015412+0.00056317i,0.00044577+0.00042149i
-0.0018959+6.4017e-05i,-0.0017422+0.0011238i,-0.00091733+0.0015279i,-0.00051003+0.001231i,-0.0013006+0.0012154i,-0.0021994+0.0010831i,-0.00097673+0.00074368i,0.00082491-0.00019028i,0.0010922-0.00064015i,0.00096342-0.00079066i,0.0003825-0.00077603i,-0.00044156-0.00044267i,3.5374e-05+7.0465e-06i,0.00087578-0.00067957i,0.000908-0.00066914i,0.00013001-0.00017492i,-5.9497e-05-4.3984e-05i,0.00025871+0.00041284i,0.00022386+0.0010979i,-0.00020247+0.0013717i,-1.5402e-05+0.00023156i,0.00056525-0.00064294i,0.00062176-0.00022475i
-0.00061905-8.4081e-05i,-0.00097181+7.2268e-05i,-0.00051773+0.0013204i,8.7569e-05+0.0025946i,0.00014456+0.0028721i,0.00010543+0.0023162i,0.00049494+0.0010945i,-0.00056139-0.00057611i,-0.0012685-0.0011173i,-0.00075299-0.00084289i,-0.00065344-0.00074301i,-0.00055858-0.00018502i,-0.00060008-0.00038071i,-0.00076593-0.00060291i,-0.00031529-0.00010846i,5.61e-06-8.9629e-05i,0.0005066-0.00045879i,0.00088385-9.2427e-05i,0.00033225+0.00028205i,-0.00019223-0.000189i,0.00029638-0.00052905i,0.00078571+0.0001157i,-4.4394e-05+0.00069796i
0.00066851-0.0008004i,0.00043654-0.00049144i,0.00071437-9.5529e-05i,0.001621+0.00023851i,0.0013667+0.00046442i,0.00046204+0.00012952i,0.00013161+0.00043393i,0.00012807+0.00059993i,-3.5108e-05+0.00026846i,-0.00059284-0.00016118i,-0.00063049+0.00028926i,-1.1555e-05+0.0011451i,0.00030736+0.0010516i,-5.0397e-05+0.00011408i,-0.0004072+0.00014757i,-0.00043697+0.00040891i,0.00011741-8.7339e-05i,-6.5087e-05-0.00042958i,-0.0001698-0.00047596i,0.00069914-0.00060746i,0.00085651-0.00059818i,0.00058901-0.00049278i,0.00028441-0.0006624i
-0.00081218+0.0021521i,-0.0011795+0.0017358i,-0.00029929+0.00094319i,0.00049893+0.00010638i,0.00014546-9.7325e-05i,-0.0015308-3.7554e-05i,-0.0020312-0.0007328i,-0.0010041-0.0014243i,-0.00070722-0.00047932i,-0.0011277+0.00037485i,-0.00076976+0.00023101i,-9.5914e-05+0.00044013i,0.00035631+0.00062788i,0.00062748-8.5121e-05i,0.00016945-0.00048466i,4.0057e-05-0.00044936i,0.00027115-5.7959e-05i,0.00030396+0.00066032i,-0.00065991-0.00041595i,-0.00095077-0.001701i,-0.00016667-0.00061394i,-0.00048094+0.0006271i,-0.00096007+0.00097774i
0.00036266+0.0015558i,0.0012642+0.0020948i,0.00083878+0.0021128i,-0.00020686+0.00078663i,-4.0414e-05-0.00038373i,-0.000228+0.00017353i,-0.0004514+0.0011625i,-0.00021416+0.0013172i,0.0012109+0.0010548i,0.0025992-9.9717e-06i,0.0018608-0.0012477i,0.00063488-0.00079806i,-6.2363e-05+1.5104e-05i,-8.6591e-05+0.00036179i,-0.00051563+0.00042521i,-0.0010923+4.2115e-05i,-0.0012163-0.00017731i,-0.00034948-0.000127i,0.00023252-0.00022417i,0.00028891-0.00057329i,0.00024543-0.00096873i,-0.0002207-0.00065682i,-0.000409+8.4789e-05i
-0.00063261+0.00022817i,4.8283e-05+0.00068498i,6.1742e-06+0.0005888i,-0.00025505+0.001088i,-9.7278e-05+0.002259i,6.3904e-05+0.00083256i,-0.00046801-0.000682i,-0.00039017-0.00061475i,5.0186e-05-0.00050009i,0.0005604+7.0835e-05i,0.00031268-0.00012059i,0.0003509-0.00061745i,0.00013103-0.00020215i,0.00036098-0.00047005i,0.0014211-0.00089672i,0.00078212-0.00041313i,-0.00011135-0.00011034i,-0.00040291-0.00018018i,-0.00042144-0.00052156i,-0.00034143-0.00055847i,-0.00093553-0.00074187i,-0.00016348-0.00039525i,0.00060496+0.00025122i
0.00098083+0.00022458i,0.0012888+5.6139e-05i,0.0014882-0.00017859i,0.0016829-0.00026603i,0.0017271-0.00098058i,0.0010911-0.00028088i,0.0007939+0.00049091i,0.00094354+0.00041304i,0.00023003+8.9113e-05i,-0.00019695-0.00060245i,4.097e-05-0.00040257i,-0.0003666+0.00010829i,-0.00043067+0.00035833i,0.00075826+0.00086415i,0.0011162+0.0011288i,0.0010566+0.00087069i,0.00111+0.0010257i,0.00081784+0.00098666i,0.00065914+0.00054598i,0.00083095+0.00027356i,0.0012422+0.00013958i,0.00047215+0.00024164i,-0.00031256-5.5281e-05i
-0.0012118-0.00085393i,-0.0013446-0.0014965i,-0.0016457-0.00080634i,-0.0018338+0.00041465i,-0.0013155+3.5437e-05i,-0.00072496-0.00022337i,-0.00053101+0.00038708i,-0.00084501+0.00049877i,-0.0013801+0.00017571i,-0.0012205+0.00011593i,-0.00040002-8.4844e-05i,0.00048435+0.00038787i,0.00087306+9.3218e-05i,0.00049461-0.0006421i,-9.7152e-05-0.00063522i,-0.00032454-0.00056933i,-0.00060347-0.0011767i,-0.00033506-0.0014511i,0.00011213-0.00083975i,-0.00022785-0.00056039i,-0.0006418-3.8683e-05i,-0.00088862+0.00043631i,-0.0010675-0.00012286i
-0.0014514+0.00097666i,-0.00075662+0.0024865i,-0.0015956+0.0032076i,-0.0012409+0.0022141i,0.00032689+0.0011849i,0.00028331-0.00011492i,7.8287e-05-0.0014124i,-1.7796e-05-0.00076025i,-9.2977e-05+0.00080598i,0.00018622+0.00096353i,0.00033808-0.00012166i,-7.3185e-05-0.00063625i,-0.00081692-0.0011676i,-0.00012216-0.0013721i,0.00051236-0.00042823i,-2.2046e-05-6.0419e-05i,-0.0004795-0.00035622i,-0.00043479-0.00053472i,0.00044924-0.00081368i,0.00073764-6.1186e-05i,0.00064304+0.00054281i,0.0008849-0.0004154i,0.00099108-0.001215i
-0.001153+0.0010556i,-0.001387+0.0011393i,-0.00080764+0.00090125i,-0.00033618+0.00084642i,-0.0011006+0.00094876i,-0.00080997+0.00077145i,0.00021357+0.00079282i,0.0010186+0.00045323i,0.0010717+0.00029798i,0.00025237-2.3609e-05i,-0.00077238-0.0013822i,-0.00085124-0.0013852i,-0.0003882-0.00013816i,4.0511e-05-0.00029864i,0.00043501-0.00036676i,1.8019e-05-0.00022347i,9.3165e-05-0.00043291i,0.00042342-0.00056438i,-0.00076398-0.00086995i,-0.00072583-0.00035848i,0.00026084-4.0125e-05i,0.00046656-9.3083e-05i,0.00024753+0.00049108i
-0.00020861-0.001989i,-0.00022325-0.0012793i,-0.00041063-0.001328i,-0.00080134-0.00080568i,-0.0002612+0.00081609i,0.00084025+0.00051807i,0.00057189+8.175e-05i,0.00035903+0.00061766i,0.00057657-0.00041316i,0.0012854-0.0012983i,0.0013343-0.00045224i,0.00039158+0.00045029i,0.00041761+0.00011544i,0.00082156-0.00076683i,0.00036617-0.00093944i,-3.8814e-05-0.00028439i,-0.00011963+0.00042051i,-0.00068895+0.00051824i,-0.00097118-0.00030507i,-0.0010061-0.00069946i,-0.00080183-0.00052515i,-0.00074182-4.7215e-05i,-0.000963+0.00058941i
0.0003113+0.0012342i,0.0018469+0.00062409i,0.0030207+0.00033935i,0.0018867-0.00027214i,-0.00042154-0.00039868i,-0.001724+0.00017066i,-0.00072721+1.0332e-05i,0.00077652-0.00017103i,0.00050452-0.00014541i,-0.00017918+0.00010566i,0.00022497+0.00050756i,0.00046384+0.00085536i,0.00018269+0.00052041i,-0.000155+1.8775e-05i,0.00032833+0.00020085i,0.00091448-0.00017071i,0.00054154-0.00035818i,0.00033794+2.1343e-05i,0.00033157-0.00012259i,0.00047062-0.00039219i,0.00011626-0.00041556i,-0.00065663-0.00013839i,-0.00078134+0.00046122i
-0.00071603-0.0011484i,-0.0020092-0.00045084i,-0.003682+0.00097399i,-0.0044653+0.0027129i,-0.0031494+0.0036956i,-0.0016127+0.0029356i,-0.00059995+0.0014825i,0.00013951+0.00072196i,3.5336e-05+0.00026143i,-0.00055413+8.4881e-05i,-0.00033471-4.406e-05i,8.5048e-05-0.00026955i,0.00039872-0.00032801i,0.00085742-0.00019351i,0.0007287+0.00043302i,-0.00034924+0.0010945i,-0.00089155+0.00094489i,-4.4365e-05-2.3889e-05i,0.00048061-0.0008693i,0.00060033-0.0010152i,0.00038196-5.0215e-05i,-2.4033e-05+0.00086914i,-0.00021989+0.00065271i
-0.00039323-0.00012665i,-0.0006122-5.4711e-05i,0.0002905+0.0015483i,0.00044963+0.001724i,0.00022195+0.00013263i,0.00025162+0.00022761i,-0.00016105+0.0011971i,-0.001015+0.00095867i,-0.00086734+0.001007i,-0.00021569+0.00079074i,0.00048522+0.0002859i,0.00080946+0.00038871i,0.00056172+0.00031346i,-3.2855e-05+0.00019844i,-0.00043132+2.3575e-05i,-0.00074307+3.3858e-05i,-0.00066152+0.00025113i,-0.00020881-0.00072374i,-0.00020009-0.0013924i,-0.00028796-0.00090932i,0.00036134-0.00028082i,0.0007124-0.00067849i,0.00064773-0.00070897i
