-0.0023687+0.00018763i,-0.0018116+0.0010837i,-0.00021147+0.0023943i,0.00077511+0.0019713i,0.00078969+0.001041i,-0.00026834+0.0019163i,-0.00040354+0.0019788i,0.00037886+0.0013961i,0.00043471+0.0014304i,0.0013447+0.0010132i,0.0016847+0.00013252i,0.0006128-0.00026737i,-0.00024026-0.00029902i,0.00030971-0.00056461i,0.0014709-0.00098078i,0.0013129-0.00099417i,0.0004859-0.00066195i,-1.1609e-05-0.00096308i,0.00016067-0.00077807i,-7.751e-05+0.00015538i,-0.00095184+0.0010159i,-0.00086997+0.0010915i,-0.0003169+0.00060434i
-0.019649-0.0057086i,-0.056812+0.061787i,-0.062246+0.20307i,-0.022608+0.28046i,0.011905+0.23199i,0.031673+0.17796i,0.035599+0.13902i,-0.023948+0.081396i,-0.10275+0.064187i,-0.09894+0.080196i,-0.048072+0.055025i,-0.032161+0.02027i,-0.031283+0.021692i,-0.018857+0.021571i,-0.010374+0.0036478i,-0.009682-0.0087297i,-0.012499-0.0098804i,-0.01627-0.0054844i,-0.015849-1.3429e-05i,-0.010779+0.0038065i,-0.0041829+0.0037404i,-0.002279-0.00066587i,-0.0042557-0.0037091i
0.011873-0.012495i,0.061636-0.037049i,0.13588-0.086563i,0.17975-0.13849i,0.15381-0.16787i,0.075737-0.17828i,0.0087989-0.14048i,-0.0032382-0.036133i,0.031876+0.054253i,0.055879+0.063385i,0.029627+0.033579i,-0.0059744+0.023982i,-0.010534+0.021553i,-0.004831+0.0085062i,-0.0036706-0.00099305i,-0.0035574-0.0049078i,-0.0035151-0.0068706i,0.0007787-0.0079379i,0.0044443-0.0074109i,0.0031716-0.0028041i,0.0014336+0.0010997i,0.0016556+0.0032958i,0.0039864+0.0059772i
-0.034577+0.015132i,-0.0060381+0.002571i,0.068917-0.03681i,0.11741-0.060844i,0.081258-0.043798i,0.023394-0.0090267i,0.0032963+0.0072546i,0.023964-0.0085945i,0.057481-0.040789i,0.058314-0.060897i,0.034376-0.042404i,0.027905-0.011457i,0.02932-0.0081711i,0.019462-0.01191i,0.010362-0.0017255i,0.011032+0.0092437i,0.01897+0.012225i,0.024441+0.0085983i,0.019056+0.0048415i,0.008779+0.0028943i,0.0010875+0.0034792i,-0.0026409+0.0064484i,-0.0041405+0.0083285i
0.0053467+0.030184i,-0.026577+0.056965i,-0.12817+0.070957i,-0.21589+0.059867i,-0.17924+0.052963i,-0.079266+0.056418i,-0.013825+0.036819i,-0.010843-0.023092i,-0.0519-0.070019i,-0.068106-0.052257i,-0.028963-0.024917i,0.0051439-0.035919i,-0.00059215-0.042081i,-0.0064931-0.02471i,0.0032561-0.0097807i,0.0097194-0.0048629i,0.0061474-0.0034397i,-0.0036215+0.0012603i,-0.0076705+0.0070258i,-0.0033984+0.0061635i,9.9905e-05+0.0011388i,0.0023399-0.0037119i,0.0022582-0.0092323i
0.0089671+0.0098846i,-0.020122-0.0089259i,-0.063531-0.054349i,-0.06775-0.084489i,-0.020328-0.08204i,0.032518-0.11328i,0.030369-0.14614i,0.00055722-0.089993i,-0.0074138+0.00064494i,-0.0033359+0.038394i,-0.002177+0.02949i,-0.0052304+0.013476i,-0.0040307+0.010636i,0.0050262+0.012633i,0.0067278+0.0054883i,-0.0015069-0.0035827i,-0.012383-0.0064588i,-0.021191-0.0015365i,-0.021043+0.0046601i,-0.014001+0.0044847i,-0.0064479+0.0005427i,-0.0027107-0.0016552i,-0.0013589+0.0001876i
0.023846-0.071974i,0.069204-0.11688i,0.12388-0.071552i,0.13009+0.049815i,0.071774+0.12227i,0.0096136+0.13853i,-0.0014804+0.15064i,0.034641+0.14279i,0.071168+0.10385i,0.068069+0.053114i,0.028567+0.025503i,-0.0039329+0.034794i,-0.0020776+0.043303i,0.0017761+0.027837i,-0.011718+0.011585i,-0.022797+0.010589i,-0.017884+0.013444i,-0.0057632+0.0036394i,-0.0036913-0.010005i,-0.0065352-0.0095206i,-0.0035309-0.0040567i,0.00024575-0.0048145i,-0.001214-0.007474i
-0.033928+0.034571i,-0.080379+0.10742i,-0.12871+0.17373i,-0.11838+0.16013i,-0.062451+0.10609i,-0.035954+0.10718i,-0.026448+0.12843i,-0.012315+0.080693i,-0.008905-0.002623i,-0.0091234-0.041479i,-0.0019904-0.036051i,0.006946-0.024804i,0.004689-0.027261i,-0.0050995-0.029674i,-0.007265-0.019769i,-3.8395e-05-0.0089378i,0.011136-0.0050413i,0.020113-0.0069353i,0.020755-0.010895i,0.013437-0.012282i,0.0071923-0.005503i,0.0087662+0.0030457i,0.012885+0.0038056i
-0.069765-0.0011856i,-0.092949-0.034378i,-0.034444-0.11291i,0.061505-0.17997i,0.10049-0.1929i,0.099499-0.20458i,0.081-0.23349i,0.013388-0.20694i,-0.045949-0.10981i,-0.040901-0.034734i,-0.016134-0.017007i,-0.0047865-0.019663i,-0.0019745-0.019141i,0.0023523-0.0099997i,0.014484-0.001759i,0.024147-0.0045746i,0.020299-0.0083369i,0.0088354-0.0022212i,0.0036154+0.0056896i,0.0041282+0.0049718i,0.0003491+0.00033526i,-0.0069536+0.0014711i,-0.010752+0.0085351i
0.11749+0.027841i,0.27548+0.062641i,0.38865+0.077335i,0.28569+0.046901i,0.055316+0.020353i,-0.075202+0.039204i,-0.078236+0.067683i,-0.037783+0.075992i,-0.01185+0.060157i,-0.011293+0.04027i,-0.0098719+0.02534i,-0.0059581+0.013024i,-0.0049405+0.017742i,-0.0020853+0.025532i,-0.0039301+0.016852i,-0.01065+0.0068387i,-0.013605+0.0056764i,-0.010396+0.0054501i,-0.0049+0.0029986i,-0.0010576+0.0029015i,0.0018437+0.0013834i,0.0025311-0.0041565i,0.0014973-0.0092713i
-0.031313+0.018885i,-0.15682+0.0071947i,-0.33254-0.016734i,-0.39004-0.014909i,-0.29406+0.026171i,-0.19627+0.08331i,-0.14656+0.12942i,-0.070786+0.12478i,0.0096207+0.06382i,0.03248+0.017916i,0.027115+0.015754i,0.022613+0.019492i,0.01299+0.013269i,0.0047569+0.0045776i,-0.0016726-0.0027192i,-0.0082708-0.0042338i,-0.0098537-0.0015692i,-0.0056944+0.00092504i,-0.00035364+0.0035296i,0.0033206+0.0061209i,0.0042501+0.0079101i,0.0050135+0.0085422i,0.0076455+0.0071629i
-0.0022127-0.12732i,-0.037651-0.25826i,-0.075818-0.30142i,-0.034189-0.17964i,0.093049-0.061903i,0.19669-0.091967i,0.19632-0.15783i,0.1186-0.13629i,0.044831-0.055377i,0.016928-0.0024415i,0.0042433+0.0024156i,-0.01131-0.0028505i,-0.014807-0.007546i,-0.012497-0.0070632i,-0.0058025+0.0074409i,0.0060758+0.014374i,0.0082281+0.0048033i,-0.00078726-0.0021691i,-0.0075027-0.00065378i,-0.0069038-0.00061012i,-0.0047472-0.0040566i,-0.0066408-0.0076514i,-0.014102-0.0067359i
0.017099+0.11227i,0.059335+0.32153i,0.11671+0.53836i,0.15502+0.51604i,0.12199+0.27361i,0.008667+0.089968i,-0.083888+0.051165i,-0.098431+0.044239i,-0.073381+0.013299i,-0.049693-0.018781i,-0.034218-0.025027i,-0.016283-0.010269i,-0.002425+0.001171i,-0.0057619-0.0013429i,-0.013804-0.007158i,-0.012011-0.0081547i,-0.0038272-0.0062935i,0.0055328-0.0054955i,0.009888-0.0088651i,0.0051168-0.010892i,0.0015998-0.0067811i,0.0047713-0.0014856i,0.0078574-0.00042103i
-0.090368-0.013435i,-0.1511-0.062596i,-0.14872-0.16582i,-0.098638-0.23625i,-0.085853-0.19072i,-0.11045-0.10305i,-0.11842-0.056863i,-0.084446-0.058902i,-0.035606-0.06485i,-0.0042694-0.044571i,0.0091953-0.016078i,0.011183-0.00060421i,0.0092168+0.003443i,0.016028-0.0028458i,0.018758-0.016428i,0.011772-0.015984i,0.012594-0.0025338i,0.017648+0.006205i,0.014986+0.010044i,0.0096639+0.0098271i,0.0029189+0.0068432i,-0.0041866+0.0069022i,-0.0043885+0.0083227i
0.10381-0.028864i,0.26857-0.14328i,0.38789-0.29834i,0.31064-0.32587i,0.1774-0.17531i,0.23845-0.029328i,0.36812-0.034613i,0.32782-0.08259i,0.1711-0.054525i,0.063868+0.0045321i,0.03518+0.013477i,0.024455-0.021121i,0.014945-0.039952i,0.015747-0.026398i,0.014775-0.0016501i,0.0076913+0.01654i,0.00046304+0.018252i,-0.0094102+0.0098213i,-0.01391+0.0069906i,-0.004771+0.0098007i,0.0055011+0.0036411i,0.0074272-0.010473i,0.0037776-0.020933i
-0.083228+0.079992i,-0.22671+0.16906i,-0.3791+0.2439i,-0.39186+0.24199i,-0.2856+0.17223i,-0.20918+0.12333i,-0.17109+0.14321i,-0.10173+0.17262i,-0.01659+0.13227i,0.012193+0.047016i,-0.0064724+0.0038357i,-0.018562+0.013731i,-0.020215+0.027428i,-0.023914+0.023916i,-0.021647+0.01175i,-0.017243-0.0019885i,-0.019232-0.013109i,-0.015709-0.017079i,-0.0051057-0.015499i,-3.5722e-05-0.010329i,0.0029808-3.121e-05i,0.0088421+0.0088627i,0.014728+0.012671i
0.0088834-0.087631i,0.014338-0.16047i,0.018296-0.16008i,0.025532-0.07832i,0.0098818-0.027312i,-0.087915-0.032434i,-0.21567-0.01418i,-0.23352+0.036731i,-0.13441+0.06145i,-0.038378+0.035252i,-0.015079+0.0089379i,-0.023607+0.01126i,-0.024587+0.014113i,-0.018683+0.010296i,-0.0028106+0.0025522i,0.011403-0.008954i,0.016679-0.0082557i,0.020102+0.0030888i,0.014189+0.0056215i,-0.00066369+8.4667e-05i,-0.011893+0.00059813i,-0.014811+0.0068017i,-0.013616+0.010884i
0.0344+0.03918i,0.12447+0.18588i,0.24199+0.33023i,0.29481+0.32554i,0.26292+0.22061i,0.23102+0.14727i,0.24407+0.077019i,0.18979-0.026958i,0.056274-0.065395i,-0.012404-0.013331i,0.014187+0.019305i,0.053683+0.0064622i,0.071322-0.0052918i,0.063266-0.0057257i,0.033097+0.0017207i,0.0094009+0.013956i,-0.00072649+0.022973i,-0.0092825+0.021234i,-0.014023+0.014982i,-0.011597+0.009759i,-0.0071956+0.0017752i,-0.0024785-0.0057955i,0.0038761-0.014025i
-0.10224-0.11017i,-0.24852-0.22222i,-0.33949-0.27713i,-0.28687-0.22985i,-0.18384-0.15675i,-0.12355-0.12131i,-0.087783-0.079284i,-0.019457-0.035046i,0.025193-0.039507i,0.012503-0.043046i,-0.00057869-0.018185i,-0.008996-0.00097304i,-0.025289+0.0060626i,-0.029125+0.0041823i,-0.023571-0.0035811i,-0.017034-0.0074785i,-0.01116-0.017306i,-0.0072098-0.02521i,-0.0013862-0.017381i,0.0031941-0.0052327i,0.0053999+0.00065658i,0.0040821+0.0035291i,0.00016905+0.0090105i
0.080623+0.0080489i,0.18112+0.039313i,0.21219+0.055128i,0.12534+0.028747i,0.0256-0.026544i,-0.040057-0.068699i,-0.085134-0.072302i,-0.09566-0.041676i,-0.05555-0.0095798i,-0.016988-0.0087317i,-0.016633-0.022273i,-0.028827-0.02906i,-0.036288-0.031521i,-0.036654-0.023741i,-0.022005-0.0085888i,-0.0021779-0.0001162i,0.0096033+0.0061935i,0.016443+0.01187i,0.018155+0.0062257i,0.012246-0.0041488i,0.0034731-0.0073027i,-0.0027255-0.0053586i,-0.0090191-0.0018449i
-0.0053072+0.074159i,-0.11465+0.14163i,-0.24013+0.19883i,-0.25441+0.19241i,-0.1738+0.13006i,-0.073498+0.083141i,0.001893+0.062282i,0.028826+0.041102i,0.01823+0.021254i,0.0015283+0.014179i,-0.0018215+0.018876i,0.009531+0.031087i,0.028761+0.044199i,0.038463+0.041285i,0.026375+0.021579i,0.0042434+0.0069857i,-0.013647+0.0023994i,-0.022331-0.00034345i,-0.021226-0.0022512i,-0.014178-0.0050865i,-0.0072748-0.0077187i,-0.001779-0.0040113i,0.0078576+0.0012208i
0.1201-0.08238i,0.2399-0.29909i,0.27364-0.56557i,0.158-0.58972i,0.054419-0.35446i,0.034633-0.17232i,-0.0024221-0.11241i,-0.035631-0.047138i,-0.0046469+0.0079433i,0.028279+0.0019522i,0.021081-0.014999i,0.00070325-0.015848i,-0.013166-0.01322i,-0.011946-0.011073i,-0.0035897-0.0091826i,0.0070383-0.0088617i,0.023881-0.015217i,0.033905-0.023149i,0.026257-0.021142i,0.012043-0.011045i,0.0024403+1.3637e-06i,-0.0033796+0.003518i,-0.01182+0.0015287i
0.02953+0.10258i,0.03392+0.21195i,0.05403+0.32452i,0.11457+0.31201i,0.13692+0.19902i,0.10077+0.11969i,0.075024+0.058187i,0.050581-0.0096139i,0.011893-0.02869i,0.0024639-0.0054517i,0.013659+0.00061391i,0.022697-0.01313i,0.025221-0.032991i,0.0056735-0.041972i,-0.015461-0.026295i,-0.015513-0.0027476i,-0.010783+0.017551i,-0.010454+0.031892i,-0.0038679+0.030487i,0.0062526+0.01548i,0.0079915-0.0010705i,0.0026158-0.013063i,-0.005159-0.02148i
-0.12434+0.043901i,-0.23986+0.094772i,-0.30604+0.15443i,-0.24456+0.21224i,-0.10491+0.20424i,0.012484+0.13698i,0.084151+0.10703i,0.10921+0.08894i,0.070509+0.049361i,0.0078931+0.029845i,-0.022639+0.036339i,-0.03188+0.046956i,-0.031795+0.05371i,-0.012358+0.049477i,0.0049329+0.025606i,-0.0028242-0.0038997i,-0.022885-0.02199i,-0.03231-0.029682i,-0.028177-0.0242i,-0.013546-0.012235i,0.0065191-0.0074336i,0.019106-0.0068209i,0.025101-0.004046i
-0.026895+0.04154i,0.14408+0.097535i,0.36927+0.11083i,0.36567+0.032412i,0.14734-0.051109i,-0.014966-0.054681i,-0.080176-0.049183i,-0.10905-0.020412i,-0.064739+0.019114i,-0.0027816-0.0015951i,0.0025957-0.034691i,-0.0094901-0.034534i,-0.011392-0.023595i,-0.0079995-0.0086487i,0.0019397+0.0050603i,0.0098263+0.0095973i,0.020667+0.015275i,0.036006+0.01765i,0.037694+0.0074867i,0.020225+0.0011002i,0.0037562+0.011165i,0.00267+0.022252i,0.0065909+0.021897i
-0.059407-0.0060202i,-0.099686-0.019406i,-0.12577-0.084828i,-0.12266-0.16247i,-0.11532-0.15236i,-0.10925-0.087667i,-0.083349-0.059788i,-0.056217-0.085661i,-0.051501-0.088504i,-0.02706-0.048301i,0.019045-0.030554i,0.038181-0.029809i,0.038183-0.016628i,0.029169-0.017338i,0.0089226-0.022481i,0.00045233-0.012584i,-0.0030494-0.0044673i,-0.011563+0.0026167i,-0.005922+0.013183i,0.0055727+0.014966i,-0.00068272+0.0076977i,-0.018028+0.0019737i,-0.028181-0.0019361i
-0.097658-0.013242i,-0.20428-0.03595i,-0.28093-0.06424i,-0.24835-0.045595i,-0.10588-0.0062694i,0.032105-0.012872i,0.095568-0.035098i,0.09459-0.046306i,0.046056-0.047694i,-0.0026581-0.017681i,-0.012028+0.0090379i,-0.013814+0.0031885i,-0.020571-0.0028898i,-0.0074686+0.0020034i,0.014007+0.0035046i,0.027849-0.0029142i,0.038985-0.014969i,0.038491-0.027627i,0.018688-0.027246i,0.0043155-0.012862i,0.007957-0.0070435i,0.013078-0.015767i,0.012007-0.022687i
0.011162-0.16786i,-0.068267-0.14374i,-0.13762+0.078768i,-0.090808+0.25248i,-0.010383+0.17873i,-0.010512+0.072291i,-0.02076+0.081944i,0.011927+0.11904i,0.055053+0.11018i,0.068417+0.062878i,0.049708+0.02735i,0.035082+0.010202i,0.021738-0.01104i,-0.0067499-0.016554i,-0.02516-0.0048729i,-0.032994+0.0064515i,-0.041653+0.02554i,-0.033564+0.046435i,-0.011397+0.044007i,-0.0057281+0.022746i,-0.010125+0.0099912i,-0.0033023+0.011523i,0.0086708+0.012468i
0.17183+0.040907i,0.2854+0.035317i,0.31959-0.041434i,0.23578-0.11242i,0.075824-0.085712i,-0.067723-0.013263i,-0.14487+0.058481i,-0.1277+0.091093i,-0.063793+0.057972i,-0.03618+0.019391i,-0.025514+0.024651i,-0.003155+0.041703i,0.0094291+0.038619i,0.0046905+0.018234i,-0.0093579+0.0001452i,-0.014491-0.0079335i,-0.0077051-0.024601i,-0.014404-0.041222i,-0.02637-0.030846i,-0.019249-0.0081624i,-0.0064389+0.00062471i,-0.0013758-0.00041825i,-0.0011026+0.0030307i
-0.22573-0.060639i,-0.44917-0.067486i,-0.54035-0.012074i,-0.38937+0.072424i,-0.10893+0.1041i,0.12369+0.071771i,0.22913-0.0088672i,0.19026-0.08669i,0.08974-0.085582i,0.039951-0.045544i,0.019264-0.035288i,-0.01211-0.028722i,-0.019981+0.0025789i,0.0043858+0.035058i,0.031862+0.04725i,0.047395+0.044833i,0.054086+0.043736i,0.059323+0.037742i,0.053382+0.018005i,0.034464+0.0055827i,0.019777+0.011653i,0.013382+0.017637i,0.0059184+0.013538i
0.21848-0.11681i,0.31492-0.31595i,0.20389-0.41621i,-0.011091-0.29023i,-0.10527-0.10102i,-0.094884-0.008292i,-0.072929-0.0037584i,-0.045527-0.0081778i,-0.024424+0.02006i,0.0037755+0.050731i,0.03034+0.030339i,0.023781-0.0095717i,0.0046928-0.022574i,-0.0068779-0.021522i,-0.012752-0.015048i,-0.021662-0.011454i,-0.045764-0.012786i,-0.063593+0.0037977i,-0.049562+0.02632i,-0.030126+0.024447i,-0.028669+0.0064521i,-0.030599-0.0043282i,-0.020884-0.006544i
-0.055815+0.38233i,0.14012+0.67326i,0.46731+0.64177i,0.55366+0.27637i,0.29438+0.014446i,0.048121-0.0057992i,-0.025839+0.04077i,-0.039925+0.068649i,-0.026484+0.040501i,-0.036135-0.021698i,-0.063126-0.019742i,-0.039769+0.019094i,-0.002112+0.020248i,0.0054862-0.0045196i,-0.011724-0.027447i,-0.024823-0.030837i,-0.0024713-0.024328i,0.022907-0.029003i,0.013388-0.028617i,-0.00027376-0.015498i,0.007329-0.010433i,0.01773-0.013591i,0.016065-0.015059i
-0.15366-0.40326i,-0.40991-0.71107i,-0.65989-0.71203i,-0.64206-0.34106i,-0.38982+0.00060414i,-0.22396+0.10932i,-0.19873+0.1283i,-0.16225+0.11656i,-0.10438+0.085194i,-0.04595+0.064631i,-0.0069729+0.035166i,-0.0067705+0.0081769i,-0.014803+0.005056i,-0.015252+0.0096574i,-0.011007+0.0044703i,-0.0092495-0.0036511i,-0.014934+0.0048355i,-0.013541+0.014656i,-0.0015829+0.0014364i,0.0042431-0.01476i,0.0002217-0.0085094i,-0.004204+0.010873i,-0.0010216+0.027793i
0.34766+0.12022i,0.59935+0.12164i,0.55509-0.014294i,0.19538-0.16008i,-0.095033-0.21457i,-0.15395-0.28191i,-0.14126-0.33692i,-0.089968-0.27166i,-0.023208-0.1628i,0.011617-0.054729i,0.063368+0.014547i,0.095525+0.00037534i,0.067591-0.026255i,0.041096-0.025619i,0.044635-0.014931i,0.059587-0.010407i,0.05466-0.023613i,0.029899-0.02541i,0.016267-0.0089242i,0.0085634-0.0061053i,-0.0036434-0.016825i,-0.01054-0.025591i,-0.013857-0.023557i
-0.40784+0.068398i,-0.76438+0.39351i,-0.69881+0.79221i,-0.13436+0.78098i,0.27687+0.34859i,0.26349+0.077343i,0.18008+0.099246i,0.16056+0.10551i,0.12988+0.034681i,0.058435-0.035349i,-0.028496-0.041291i,-0.062183+0.014353i,-0.043083+0.051212i,-0.026812+0.061155i,-0.026696+0.073888i,-0.025948+0.093054i,-0.011746+0.10529i,-0.00093452+0.09195i,-0.0090343+0.065629i,-0.017879+0.048484i,-0.018006+0.038971i,-0.014261+0.031673i,-0.0080177+0.020601i
0.33381-0.3701i,0.48293-0.76138i,0.31237-0.8761i,-0.021756-0.48187i,-0.10516-0.034295i,-0.0041908+0.088688i,0.066973+0.086164i,0.0847+0.056018i,0.035353-0.0076032i,-0.0040766-0.021588i,0.011986-0.03883i,-0.00016269-0.075447i,-0.029116-0.065805i,-0.028315-0.040629i,-0.019015-0.04143i,-0.021018-0.064268i,-0.032726-0.084855i,-0.040149-0.08756i,-0.035563-0.070749i,-0.014583-0.04739i,0.011138-0.038473i,0.012415-0.042013i,-0.011802-0.038455i
0.073038+0.46085i,0.23036+0.6202i,0.26813+0.35944i,0.04795-0.06782i,-0.099177-0.11381i,0.07024+0.015615i,0.15358-0.030594i,0.039645-0.027945i,0.0042043+0.059029i,0.03223+0.058705i,0.024439+0.031475i,0.023148+0.025048i,0.036721+0.0068437i,0.037568-0.02769i,0.021666-0.047735i,0.025142-0.027728i,0.05269+0.0018582i,0.063017+0.016258i,0.044133+0.016375i,0.0098934+0.011905i,-0.013265+0.024323i,-0.0023574+0.041511i,0.024212+0.028245i
-0.23014-0.13948i,-0.46406-0.29059i,-0.58445-0.50082i,-0.63-0.68951i,-0.8539-0.69849i,-1.0284-0.4773i,-0.84646-0.23414i,-0.51967-0.12259i,-0.2793-0.069339i,-0.13756-0.03749i,-0.068365-0.03096i,-0.0476-0.028686i,-0.065928-0.027509i,-0.094675-0.01339i,-0.094452-0.0026469i,-0.084962-0.013545i,-0.086614-0.021142i,-0.080058-0.017581i,-0.051091-0.019652i,-0.014508-0.027589i,0.0083995-0.02564i,0.015301-0.01441i,0.01349-0.0039908i
0.19833+0.1169i,0.64647+0.12923i,1.1611+0.099421i,1.4232+0.056723i,1.4406-0.088658i,1.2548-0.34886i,0.83825-0.48724i,0.42573-0.3481i,0.20636-0.15246i,0.074797-0.040012i,0.0020977+0.066239i,0.028036+0.13178i,0.058333+0.1179i,0.038483+0.10741i,0.031762+0.12068i,0.062772+0.10452i,0.090384+0.050199i,0.079515+0.0058482i,0.051734+0.002999i,0.036595+0.0053199i,0.018234-0.019117i,-0.01077-0.051152i,-0.040185-0.062567i
-1.4458+6.5678i,0.94914+6.5344i,3.6901+5.6656i,4.3293+2.6233i,3.1862-0.34254i,0.91217-1.7467i,-0.96468-1.051i,-1.3014+0.2605i,-0.35396+0.84708i,0.75805+0.30719i,0.91464-0.63099i,0.28317-1.1978i,-0.62347-1.6427i,-1.5716-2.1586i,-1.9075-2.1728i,-1.3313-1.2847i,-0.57581-0.34745i,-0.46078+0.06522i,-0.77041+0.33355i,-0.70652+0.62324i,-0.1548+0.72382i,0.40176+0.44961i,0.48998-0.062346i
-0.098032+0.21226i,-0.35627+0.3323i,-0.71773+0.33057i,-0.84962+0.38107i,-0.46428+0.56369i,0.11348+0.50327i,0.22949+0.19169i,0.010922+0.064646i,-0.056611+0.082528i,-0.043629+0.012091i,-0.072458-0.041082i,-0.063221-0.026313i,-0.01694-0.013066i,0.032079-0.0165i,0.057959-0.033826i,0.0425-0.049066i,0.0048921-0.046035i,-0.023699-0.022941i,-0.029528-0.0084224i,-0.032909-0.023255i,-0.043586-0.033579i,-0.040003-0.020482i,-0.014603-0.001698i
-0.039203-0.25436i,-0.1113-0.44156i,0.063939-0.42898i,0.5259-0.37306i,0.81828-0.50694i,0.60739-0.56704i,0.20615-0.40029i,-0.0028627-0.17849i,-0.031032-0.0061666i,-0.020108+0.083168i,-0.010877+0.13201i,0.028957+0.13839i,0.051671+0.089197i,0.03646+0.059942i,0.019598+0.044582i,-0.0093664+0.022935i,-0.031079+0.032702i,-0.019823+0.051996i,-0.006385+0.047084i,-0.010972+0.033727i,-0.018372+0.024903i,-0.025968+0.018715i,-0.033532+0.016654i
0.66507-0.011537i,1.3853-0.27763i,1.7674-0.7835i,1.2763-1.0547i,0.32015-0.73257i,-0.28556-0.18187i,-0.3621+0.12897i,-0.21645+0.16875i,-0.092246+0.11367i,-0.0095404+0.08617i,0.083144+0.059595i,0.1329-0.0083246i,0.10386-0.053105i,0.053984-0.04359i,0.023823-0.024095i,0.0027949-0.025501i,-0.018993-0.042956i,-0.03198-0.054807i,-0.030757-0.041648i,-0.016073-0.012695i,0.00090856-0.0020098i,0.0024754-0.0092416i,-0.015521-0.0071676i
-0.40548+0.33557i,-0.75826+0.75634i,-0.9074+1.1444i,-0.65797+1.2292i,-0.25937+0.94175i,-0.047267+0.45941i,-0.050378+0.11702i,-0.071727+0.032643i,-0.051582+0.0099247i,-0.10192-0.031563i,-0.18534-0.011433i,-0.17686+0.048224i,-0.089754+0.062424i,-0.007781+0.032638i,0.043152+0.014209i,0.067154+0.018383i,0.058856+0.034561i,0.040288+0.055338i,0.029599+0.040926i,0.0082003+0.0015928i,-0.0064499-0.0084655i,0.0062859+0.00046031i,0.021884-0.0028956i
0.025901-0.16302i,-0.063288-0.31422i,-0.19859-0.26521i,-0.10987-0.078316i,0.22155-0.09228i,0.4008-0.27053i,0.30567-0.31157i,0.15402-0.20044i,0.054226-0.070719i,0.011314+0.028663i,0.010917+0.077817i,0.012788+0.08056i,0.0057732+0.073288i,0.013566+0.071243i,0.029916+0.053827i,0.014447+0.018886i,-0.021201-0.0021718i,-0.038311-0.0040807i,-0.043075+0.005234i,-0.044961+0.011704i,-0.043892-0.0043627i,-0.044411-0.022242i,-0.031903-0.013051i
0.18688-0.18855i,0.40972-0.42557i,0.56613-0.76934i,0.37435-0.94489i,0.040701-0.68789i,-0.020843-0.26486i,0.052996-0.073191i,0.028889-0.051057i,0.0052972-0.043368i,0.031054-0.069753i,0.043475-0.10093i,0.037376-0.10258i,0.024506-0.080865i,0.0091972-0.042999i,-0.0010933+0.0020263i,0.010522+0.036723i,0.028628+0.032119i,0.018937+0.0098966i,-0.00061169+0.014034i,-0.0011395+0.031078i,0.0041103+0.03532i,0.0056434+0.037963i,0.0063509+0.042555i
0.092646-0.11349i,-0.057824-0.16771i,-0.38954-0.071261i,-0.4919+0.16134i,-0.28095+0.26887i,-0.16904+0.18229i,-0.18288+0.13369i,-0.11185+0.12206i,-0.046536+0.044185i,-0.064916-0.0023578i,-0.079569+0.00018557i,-0.064448-0.0061497i,-0.041337-0.014805i,-0.02096-0.0055301i,-0.0016253+0.010693i,-0.0016328+0.010335i,-0.028187+0.014622i,-0.030211+0.030755i,0.0035798+0.018455i,0.021833-0.0065833i,0.023161-0.0046321i,0.025977+0.0020572i,0.016679-0.0024097i
-0.28059+0.34225i,-0.35347+0.85547i,-0.068047+1.2767i,0.34879+1.131i,0.41314+0.57984i,0.22061+0.22034i,0.13127+0.13457i,0.11325+0.067658i,0.056694+0.020324i,0.021483+0.032066i,0.035884+0.055473i,0.062606+0.057614i,0.062644+0.03231i,0.036664+0.0095069i,0.0066708+0.0095815i,-0.0032656+0.018962i,0.020901+0.012557i,0.034794-0.0074387i,0.0014877-0.0059868i,-0.033943+0.0086179i,-0.036499+0.0022752i,-0.025972-0.014461i,-0.020666-0.018025i
0.12489-0.41727i,0.13615-0.9452i,-0.026737-1.2812i,-0.29676-1.0623i,-0.37377-0.54919i,-0.20694-0.20705i,-0.075752-0.11724i,-0.05645-0.092891i,-0.040472-0.04627i,-0.00037289-0.029793i,0.0071742-0.053553i,-0.023766-0.050827i,-0.029148-1.3334e-08i,-0.0014445+0.041014i,0.012722+0.042515i,-0.0061881+0.023143i,-0.045446+0.0089332i,-0.066609+0.01565i,-0.038548+0.024263i,-4.7023e-05+0.022726i,0.003692+0.028908i,-0.0024698+0.039421i,0.0088906+0.033531i
-0.010542+0.25078i,-0.016529+0.32135i,-0.17115+0.17146i,-0.38811-0.023916i,-0.39539-0.029639i,-0.23261+0.040699i,-0.10629+0.069341i,-0.02827+0.079551i,0.022825+0.034944i,0.0034247-0.014195i,-0.026644-0.0037035i,-0.017188+0.0095024i,-0.0107-0.007564i,-0.018087-0.026061i,-0.013555-0.031327i,0.010616-0.036926i,0.038405-0.044702i,0.040924-0.045516i,0.015632-0.034668i,0.0038514-0.019421i,0.017399-0.018651i,0.021759-0.032328i,0.0076277-0.038557i
