-0.0010479+0.00219i,0.0014875+0.00036335i,0.00020802+0.00071053i,0.00037911+0.00035361i,0.0012548+0.0006096i,0.00074132+0.0014695i,0.00013279+0.0012477i,0.00012445+0.00097995i,0.00017624+0.00050792i,0.00051051+0.00031331i,0.0007929-0.00031613i,0.0004838-0.00038255i,-0.00033906-0.00018295i,-0.00047347-0.00041004i,-0.00025797-0.00075584i,8.4783e-05-0.00054752i,0.00022893+0.00022136i,0.00010436+0.00022555i,-0.00022414+0.00023727i,-0.00081588+7.3309e-05i,-0.00040961-0.00018259i,0.00049097-0.00026594i,0.00060033+5.6379e-06i
0.0013779-0.00080878i,0.00036274-0.001006i,0.00039802-0.0006354i,0.0011345-0.00099455i,0.0025108-0.001023i,0.0025708-0.00052287i,0.0018362-0.0009258i,0.00073971-0.0013009i,-0.00051001-0.001582i,-0.00091341-0.0019617i,-0.00023141-0.0017026i,0.00018685-0.0013356i,-0.00031085-0.0014082i,-0.00037757-0.00062373i,-0.00030915+0.00055191i,-0.00013507+0.00041745i,-0.00028559+0.00014181i,-0.00046935+0.0004494i,0.0002505+0.00066605i,0.00064165+0.00010466i,0.00069548-0.00054397i,0.00043288-0.00024769i,0.00021121-0.00046706i
-0.00099836+0.0012202i,-0.0011795+0.00049041i,-0.0016174-0.0011309i,-0.00052683-0.0011187i,0.00046731-0.0006311i,0.00071521+7.0461e-05i,0.0002462-4.8087e-05i,0.000359-0.0011023i,0.0011388-0.0015251i,0.0011621-0.00051457i,0.00059416+0.00036584i,-0.00025496+0.00031949i,-0.00041955+0.00083897i,-0.00024379+0.0015765i,0.00022009+0.0010163i,0.00072134+0.00040802i,0.00073228-0.00038063i,0.00045993-0.0010042i,0.00053658-0.00093035i,0.00039152-0.00034477i,-0.00053382-0.00052481i,-0.00059927-0.00041025i,-0.00028895+3.5917e-05i
0.0025127-0.0027946i,0.0036587-0.0024564i,0.0034467-0.0031981i,0.0024015-0.0026513i,0.0010301-0.0011754i,0.00049554-0.00046675i,0.00052157-0.00047965i,3.2679e-05+2.7479e-05i,0.00017024+0.00047591i,-0.00028316+0.00019387i,-0.0014195-0.00062227i,-0.00090548-0.00081024i,-0.00041535-0.00059586i,-0.00086893-0.00046526i,-0.0010458+6.4893e-05i,-0.00064364+8.8251e-05i,-6.7502e-05+0.00028458i,0.00062499-0.0001272i,-2.1502e-05-0.00064477i,-0.00068275-0.00035599i,-0.00041476-0.00029568i,-0.00024278-0.00015626i,-5.3867e-05-0.00013327i
-0.0018471+0.00047723i,-0.0021515+0.001514i,-0.0016404+0.0017167i,-0.00070932+0.0014822i,0.00042747+0.0016718i,0.0017541+0.0010436i,0.0012444-0.00029458i,0.0001602-0.00074553i,0.00052913-0.00015673i,0.00065072-0.00010359i,5.3755e-05+0.00063254i,0.00055503+0.0017949i,0.00037667+0.0012045i,0.00017842+0.00039745i,0.00068762+0.00047713i,0.00043085+0.00062501i,4.7717e-05+0.0003281i,0.00014426-1.4573e-05i,0.00015165-0.00042756i,0.00021751-0.00013749i,0.00077293+0.00024243i,0.0003768+6.3992e-05i,-3.2248e-05-0.00038999i
0.00089276-0.001278i,0.00090167-0.0016777i,-7.1267e-05-0.0010925i,-0.00035064-0.00024016i,9.2999e-05-0.0001997i,0.00060498-0.00066722i,0.0007683-0.0012536i,0.00017328-0.0013559i,-0.00024601-0.0010458i,-0.00047071-0.00068422i,-0.00081891-0.00021215i,-0.00107+0.00028521i,-0.0013374-0.00026647i,-0.001492-0.00084215i,-0.0011853-0.00060745i,-0.00099471-5.2525e-05i,-0.00048375+0.00029055i,0.00070388-0.00011556i,0.00093927-6.882e-05i,-9.7057e-05-2.7787e-05i,-0.0006178+0.00029285i,-8.1977e-05+0.00091504i,0.00041343+0.00058222i
-2.5903e-05-0.00021977i,-0.00050206+0.0010992i,-0.00098075+0.0014597i,0.00023092+0.00042591i,0.002401+0.00083055i,0.0037517+0.0013018i,0.0029016+0.00067663i,0.001697-0.00015094i,0.00029564-0.0011236i,-0.0006341-0.0013574i,-0.0010007-0.00065781i,-0.00022735-0.00077982i,0.00033389-0.00076755i,-0.00020386-0.00091722i,-0.0003648-0.00048869i,-0.00026394+5.5177e-05i,-0.00013114+0.00017608i,-0.00016294+0.00031117i,0.00073574-4.8057e-05i,0.0014977-0.00011767i,0.0013259+0.00055395i,0.00088843+0.0004196i,0.00034303-0.00014122i
-0.001058-6.5355e-05i,0.00035002-0.00056503i,0.00030488-0.00056858i,0.0003754+0.00019913i,0.00082844-0.00018201i,0.00091236-0.0010757i,0.00045394-0.00080006i,-0.00036815-0.00016612i,-0.0001009-0.00035241i,0.00058346-0.00080919i,0.00079779-0.00072502i,0.00059668-0.0002891i,0.00036968-0.00017441i,0.00052787-3.5588e-05i,0.00061039+8.1665e-05i,0.00034014+0.00044999i,0.00014828+0.00059095i,-0.00022405+0.00021771i,-0.00024001+0.00039392i,0.00046758+0.00041783i,0.00031089+0.00042053i,0.00022129-0.00013299i,1.6408e-05+1.6768e-05i
0.0013751+0.0010795i,0.0018037+0.0014979i,0.0020166+0.00066181i,0.0018811+0.0010286i,0.0026094+0.0015755i,0.0022889+0.0015066i,0.001061+0.00071784i,0.00023049-0.00068868i,-0.0002127-0.00081553i,-0.00088138-0.0010909i,-0.00047128-0.00095935i,-5.9029e-05-0.00046444i,-0.00046159-0.00033685i,-0.00041583+0.0010614i,-0.00034712+0.0017431i,-0.0004849+0.00093523i,-0.00033878+9.117e-05i,-0.00025476+3.8455e-06i,-0.00022175+0.00036124i,-0.00062011+0.00044214i,-0.00053453+0.00053839i,0.00018982+0.00094374i,4.1841e-05+0.00077741i
-0.0020088-0.0013607i,-0.0011582-0.0018584i,-0.00078685-0.0010055i,0.00021512+5.2163e-05i,0.00065353+0.00013006i,0.0017318-0.00066597i,0.0018952-0.0011897i,0.00031496-0.0012307i,-0.00075722-0.00050956i,-0.00030576+0.00016695i,-0.00047844+0.00056533i,-0.00085485+0.0004302i,-0.00039532+0.00042542i,0.00035283+0.00066009i,4.9108e-05+0.00025718i,-0.0008777-0.00018709i,-0.0011754+0.00028968i,-0.00086294+0.00047962i,-0.00051987-3.9648e-05i,-0.00046861-0.00094317i,-0.00058756-0.0008322i,-0.00059698+0.00034638i,-0.00032215+0.00061591i
0.00081808-0.0012797i,0.0010963-0.0017994i,0.0018149-0.0020109i,0.0018832-0.0020296i,0.0019283-0.0011122i,0.0023995+0.00011371i,0.0020152+4.1692e-05i,0.00064665-0.00060659i,0.00015472-0.0011094i,5.7758e-05-0.00085866i,-3.3771e-05-0.00017137i,0.0002556-9.2293e-05i,0.00020088+0.0001545i,-0.00019818-0.00015972i,-0.00012415-0.00057936i,-0.0002008-9.1132e-05i,-0.00011645-0.0001711i,-6.2142e-05-0.0007405i,-0.00013778-0.00046044i,-0.00055721-0.00039112i,-0.00047288-0.00048125i,0.00020471-0.0004324i,0.00033988-0.00065816i
-0.0012488-0.0013461i,-0.00078238-0.00056696i,-0.0022071+0.00013179i,-0.0027253-9.7743e-05i,-0.0010767+0.00021923i,0.00085691-0.00022016i,0.00096681-0.0018748i,0.00024474-0.0020989i,0.00041767-0.00095518i,0.00056228-0.00018267i,8.1266e-05+0.00010283i,-0.00023862+0.0013879i,-0.00050091+0.0015191i,-0.00011098+0.00027856i,-0.00035136-1.5777e-05i,-0.00065136+0.00057007i,-0.00073539+0.00088918i,-0.00044504+6.1102e-05i,-0.00032701-0.00093706i,-0.0005535-0.00098966i,-0.00026258-0.00094303i,-0.00057957-0.0008847i,-0.00095184-0.00054676i
3.1978e-05-0.00066541i,0.00011007-0.00074234i,1.8197e-05-0.00017019i,5.688e-05+0.001368i,0.00057536+0.0016465i,0.0022782+0.00081227i,0.0026044+0.00039266i,0.00053645+0.00030105i,-0.00042393+0.00037157i,-0.00034327+0.00026683i,-0.00044582+0.00015244i,-0.00023364-9.4072e-05i,0.00038515-0.00022321i,0.00052891-0.00028418i,-7.503e-06-0.00029691i,8.969e-05-0.00038548i,7.8718e-05-0.00046971i,-0.00012186+0.00086173i,-0.0002575+0.001094i,-0.0001729+0.0005047i,-0.00015252+0.0004976i,-0.00013086+0.00027302i,0.00045293-0.00014217i
-0.00033086-0.00024726i,-0.00015433+5.0784e-05i,0.00028026-0.00041196i,0.00083572+1.2638e-05i,0.0016662+0.0014829i,0.0023435+0.00079032i,0.0019795-0.00033315i,0.00040382-0.00098862i,-3.2051e-05-0.00099246i,6.6272e-05-0.00098463i,-4.0913e-05-0.0011385i,0.00024535-0.0008639i,-5.1841e-05-0.00091408i,-9.9841e-05-0.0011393i,-9.2379e-05-0.0012371i,-0.00055897-0.00047154i,-0.0004045+0.00072318i,-0.00019496+0.00067949i,-0.00019681+0.00032696i,-0.00075921-0.00026877i,-0.0004239-0.00094064i,0.0007025-0.00067436i,0.00073633-0.00045626i
0.0011373-0.00062897i,0.0016941-0.00058771i,0.0018725-0.00034201i,0.0006975+0.00084367i,0.00079982+0.0011134i,0.001657+4.6515e-05i,0.0013689-0.00097833i,0.00016703-0.0012459i,-0.00050471-0.00089379i,-0.00042147-0.00091555i,-0.00056541-0.00072647i,-0.00026069-0.00037688i,3.2276e-05-0.00055104i,2.1765e-05-0.00053486i,-0.00017223-6.7923e-05i,-0.00021368+0.00033149i,0.00039219+0.00026747i,0.00050165-0.00039022i,0.00048787-0.00045217i,0.0006181+0.00024233i,0.00039103+0.0010383i,0.00061929+0.00093392i,0.0011073+0.00034343i
-0.000135-0.00013055i,-0.00042946-0.0008936i,0.00039973-0.00088845i,0.00073012-0.00090273i,0.0012401-0.0013768i,0.0012752+0.00069013i,0.00041786+0.00096709i,-0.00056396-0.00021222i,-0.0008887-0.0006111i,-0.00064438-0.00052827i,-0.00038431+0.00042392i,-0.00074336+0.0010778i,-0.00083772+0.0010386i,-0.00018148+0.00024431i,1.6575e-05+0.00025486i,-0.00079712+0.00070738i,-0.00085811+0.00056676i,-0.0001398+0.00041408i,0.00016229+0.00017391i,0.0001223-3.0497e-05i,0.00012328+0.00027553i,-0.00050471+0.00020644i,-0.00057009+4.4777e-05i
0.0004906+0.0010575i,0.0011966+0.00209i,0.00079788+0.0024823i,0.00020766+0.0019528i,0.00026321+0.0026184i,0.0017233+0.0023171i,0.0023097+7.6314e-05i,0.0010523-0.001279i,0.00018538-0.00096162i,-0.0002938-0.00058652i,-0.00062482-9.9639e-05i,-0.0002269-9.8083e-05i,0.00079626-0.001094i,0.00093899-0.00056001i,0.000962+0.0002733i,0.00069261+1.4818e-05i,0.00010114-0.00016909i,0.00065868+0.00033189i,-4.7782e-05+0.00042023i,-0.00093191-0.0005726i,-0.00023347-0.00069134i,0.00042524+3.6299e-07i,0.00023567+0.00039604i
0.0022849+5.6267e-05i,0.0033365-0.00083212i,0.0031632-0.0012315i,0.0025035-0.001007i,0.0019329-0.00071362i,0.0015661-0.00075332i,0.0017337-0.0016316i,0.0013563-0.0012491i,-3.1519e-05-0.00092869i,-0.00037758-0.001263i,-0.00069515-0.00034749i,-0.00043654+8.1651e-05i,0.0002622-0.00078717i,-0.00030648-0.0009074i,-0.00048831+0.0001419i,-0.00029118+0.0001406i,7.4129e-06-0.00043985i,0.00038833-0.00076914i,0.00013396-0.00064774i,-0.0004739-0.00030292i,-0.00056862-0.0008172i,-0.00019093-0.00059334i,-6.3533e-05+0.00019111i
0.0030939+0.00023063i,0.0029467+0.00040085i,0.0033633+0.00044683i,0.0020431+0.00025959i,0.00086958-0.000269i,0.00069249-0.00088101i,0.0013763-0.0012787i,0.001003-0.0012462i,-0.00026924-0.0010608i,-0.00073184-0.00087929i,-0.00016386-0.00074264i,-0.00015601-0.00040299i,-1.8052e-05-0.00037504i,-0.00016789+0.00034708i,-0.00098389+0.0015932i,-0.00078861+0.00076427i,0.00051408-0.00017359i,0.00074087+0.00040481i,-5.9825e-05+0.0004701i,-0.00022226+0.00052225i,0.00040169+0.00059806i,0.0008081+0.00047996i,-2.0159e-05+9.5304e-05i
0.002043+0.00058295i,0.0023749+0.00090716i,0.0020574-0.00083382i,0.0017995-0.0023299i,0.0023032-0.001662i,0.0025774-0.0006478i,0.0019073-0.00060777i,0.0011078-0.00071413i,0.00088097-0.00074601i,0.00045997-0.0012584i,-7.2576e-05-0.0010616i,5.0312e-05-0.00067823i,0.0006741-0.00028482i,0.00081172+0.00019636i,0.0003941-0.00022293i,0.00020502-0.00015702i,0.00024098-0.00021103i,0.00036851-0.00054412i,0.00030442-0.00022126i,0.00039039-1.3227e-05i,7.968e-05+0.00027759i,3.7062e-05-0.00040431i,0.00078501-0.0006195i
-0.00022883+0.0013639i,-0.00051002+0.00069579i,-0.0014867+0.00078176i,-0.0012796+0.0012054i,-0.0005288+0.0010219i,0.00085609-0.00012449i,0.0012516-0.00047559i,-0.00014119-0.00065677i,-0.0002622-0.00070719i,-0.0002933-0.00064118i,-0.00038993-0.00052735i,-1.1641e-05-0.00037196i,-3.1286e-05-0.0003751i,-0.00068905-0.00038875i,-0.0007257-0.00039106i,0.00023771-0.0001371i,0.00060051+0.00019929i,0.00075407+0.00052888i,0.0006544+0.00042475i,0.00027623+0.00043982i,-3.2193e-05+0.0006691i,-0.00026416+0.00026942i,0.00029281-0.00063132i
5.1487e-05-0.001098i,0.00012573-0.00051804i,0.00015152-0.00061703i,0.00055602-0.00056954i,0.0016066-0.00056934i,0.0026226-0.00042846i,0.0022255-0.00066576i,0.00084958-0.0011215i,-0.00023852-0.00049639i,-0.00045596-0.00026039i,0.00040031-0.00045109i,0.00062392+0.00031412i,-0.00047804+0.00079413i,-0.00047868+0.0001984i,0.00035568-0.00025983i,0.00048531-0.00029638i,-0.00014706-0.00016407i,3.1894e-05+0.00049696i,-5.3225e-05+0.00090103i,-0.00074923+0.00023318i,-0.00061795-0.00036076i,-0.00056642-0.00060319i,-0.00054181-0.00057699i
0.0023173-0.000413i,0.0020485+0.00067547i,0.0015728+0.0012379i,0.0013733+0.0001257i,0.0018449-0.00089455i,0.0018572-0.00083015i,0.00097996-0.0011796i,0.00056203-0.0017739i,0.00037715-0.0016279i,0.00028271-0.00079924i,0.00022244-0.00011497i,0.00024665+0.00029188i,-0.00020831+0.00014825i,-0.00088652-0.00050851i,-0.00073026-0.0006387i,-8.4934e-05-0.0002203i,4.5146e-05-0.00061661i,5.9659e-05-0.0012729i,4.7914e-05-0.00095667i,0.00026016+5.8345e-05i,0.00050904+0.00049471i,-0.00019278+1.7164e-05i,-0.0003439-0.00076266i
0.00053819-0.00024198i,0.00014792-0.00011768i,0.00014384-0.00061965i,0.00046974-0.00045807i,0.00011283+0.00083537i,2.3269e-05+0.00099297i,0.00054783-0.00045288i,-6.6385e-05-0.00078606i,-0.00039055-8.4357e-05i,-0.00026125+0.00062532i,-0.00091737+0.00039005i,-0.00037973-0.00018836i,0.00079324-0.00021828i,0.00074314+8.4433e-05i,0.00045815+0.00066981i,0.00029503+0.00028865i,0.00013496-0.0007424i,-0.00010216-0.00086786i,7.7346e-05-0.0006532i,0.00035574-0.00017725i,0.00037715+0.00086446i,0.00055298+0.00080896i,0.0010218+0.00013411i
0.00017992+1.0052e-05i,-0.00043583+0.0011728i,-0.00040653+0.0020889i,0.00085092+0.001091i,0.0012251+0.00037088i,0.00092736-0.0004279i,0.00091926-0.0010321i,0.00087405-0.00057751i,0.00045913-0.00078497i,0.00021634-0.001163i,0.00055555-0.00022545i,4.5533e-05+0.0001906i,-0.0003258-0.00015545i,-0.00022665-0.00028572i,1.9986e-05-0.00060033i,0.00082278-0.00025534i,0.00077902+3.1025e-05i,0.00067694-0.00027816i,0.00021632-0.00047861i,-0.00038823-0.00082403i,-0.00036401-0.0004859i,-7.406e-05+0.00019477i,0.00028214+0.00038307i
-0.00079532+9.9907e-05i,-0.0006721+0.00040022i,-0.00031141-0.00038806i,-0.00020996-0.00039806i,0.00033959+0.00054538i,0.0018264-0.00013177i,0.001896-0.00063353i,0.00017611-0.00054646i,-0.00099578-0.00012602i,-0.00084517+0.00016274i,0.00054086+0.00096846i,0.00080734+0.001375i,8.5897e-05+0.00060928i,5.2921e-05+0.0001029i,0.0003504-0.00026526i,-2.2454e-05-0.00047705i,-0.00045026-0.00084991i,-0.00043275-0.0012277i,-0.00025246-0.00075221i,-0.00047497-0.00020399i,-0.000645-0.00060165i,7.6933e-05-0.00065784i,0.00064384-1.3136e-06i
0.0019676-0.0015587i,0.0021898-0.001681i,0.00269-0.0020631i,0.0021516-0.0012957i,0.0013222-0.00034161i,0.0015761+0.00020941i,0.001415+0.00039911i,0.00054217-0.00048188i,2.7705e-05-0.0016261i,-5.3178e-05-0.0010822i,0.00041057-0.00015377i,-0.00043572+0.00017974i,-0.0014811+0.00014452i,-0.00086493-4.2303e-05i,5.8292e-05+0.00010614i,-0.00033632+0.00035643i,-0.00080742-8.2477e-05i,-0.00047729-0.00058383i,-6.839e-05-0.00094219i,-0.00048342-0.00066481i,-0.00081098+0.00032813i,-0.00080398+0.00074995i,-0.00028279+9.9176e-05i
0.00034409+0.0018635i,0.00042355+0.0019236i,-0.00034439+0.0014324i,6.944e-05+0.0010004i,0.0017691+0.0001231i,0.0021557-0.0014853i,0.0010988-0.0020989i,-8.7874e-05-0.0014112i,0.00015468-5.2031e-05i,0.00027752+0.00046589i,0.00036079-0.00014215i,0.00084083-0.00040287i,0.00057333-0.0001102i,0.00052+0.00022648i,0.00047607-0.00030455i,-1.3327e-05-0.00079191i,5.4783e-06-0.0002556i,-0.00011444+6.9875e-05i,-0.00027686-0.00059273i,-0.00011894-0.00074917i,-0.00032739+0.00013711i,-0.00054286+0.00027247i,-8.3751e-05-0.00055149i
0.0025301+0.00030686i,0.0022552+0.00024665i,0.0025611+0.0003538i,0.0018947+0.00074531i,0.0011016+0.00052435i,0.0010912-0.00018839i,0.0010611-0.00090571i,0.00013289-0.0015179i,-0.00045272-0.0011071i,-0.0001062-0.00099773i,3.8518e-05-0.0011334i,-0.00033095-0.00057295i,-0.00014469-0.00061386i,0.00063646-0.00068289i,0.00066264-0.00086825i,0.00048029-0.0011564i,0.00054956-0.00058273i,7.4717e-05-0.00034236i,-0.00010739-0.00014623i,-3.6737e-05+0.00028272i,-0.00038701+0.00072891i,-0.0010476+0.00073851i,-0.00069292+0.00018819i
-0.00047948+0.001947i,-0.0004025+0.001731i,0.00026364+0.0017234i,0.00097279+0.0016656i,0.0022076+0.0015261i,0.0033491+0.0010051i,0.0021358-0.00037396i,1.01e-05-0.0010022i,-0.00090998-0.00038428i,-0.00067066-0.0006742i,0.00023211-0.0013077i,0.00076781-0.00051749i,0.00017765+0.00013545i,-0.00067222+0.00064359i,-0.00079661+0.00038547i,-0.00020468-0.00023423i,0.00051643+0.00015536i,0.00079613+0.0005364i,0.00062956+0.00065624i,0.0012268+0.00044698i,0.001411+0.0004356i,0.00019277+0.00060971i,-0.00044597+0.00083884i
0.00092717+0.001463i,0.0023088+0.0017253i,0.0025606+0.00079644i,0.0010943-0.00043374i,0.0011112-0.00080047i,0.0015494-0.00050047i,0.0011868-0.00088133i,-7.3128e-05-0.0011101i,-0.00035155-0.00038327i,0.00035929-0.00020443i,-0.00015326-0.00030189i,-0.00087275-6.9187e-05i,-9.8503e-05-9.421e-05i,0.00036393+0.0002511i,0.0002009+0.00043145i,0.00031124+0.00038306i,0.00035345+0.0002361i,-0.00010889-0.00051153i,-0.00041207-0.00061246i,-0.00038992-0.00014658i,-0.00034144-7.4091e-05i,0.00017384-0.00044341i,0.00039955-0.00084664i
0.0011207+0.00012029i,0.00082675-0.0002683i,0.00019613-0.00052133i,0.0008405-1.5478e-07i,0.0013304+0.00032136i,0.00099194+0.00016783i,0.00066262-0.0004469i,0.00038896-0.0010483i,0.00021439-0.0012823i,-0.00031711-0.00088917i,-0.00089336-0.00014251i,-0.00052192+0.00046913i,9.8917e-05+0.000248i,0.00038331-5.7032e-05i,7.3992e-05+0.00068819i,-0.00048851+0.0012476i,2.8344e-05+0.00061863i,0.00032411+0.000264i,-5.0592e-05+0.00055681i,-0.00030078+0.00016174i,0.000274-0.00087387i,0.00084027-0.00058315i,-0.00010853+8.5121e-05i
0.0026971-0.00093681i,0.0018377-0.0014576i,0.00071223-0.0012353i,-0.00016544-0.0011579i,3.2835e-05-0.0011297i,0.00050965-0.00065363i,0.00021671-0.0012452i,1.4903e-06-0.0010995i,-0.00041739+0.00012324i,-0.0011197-5.7036e-05i,-0.00076345-0.00067353i,-0.00064912-0.00052745i,-0.00070719-0.00055485i,-0.00040301-0.00049485i,-0.00066097-0.00031986i,-0.00028278-0.00046897i,0.00083997-0.00024291i,0.00088983+0.00018224i,0.00044443+0.00015953i,0.00016405+0.00032145i,-0.00032384+0.00059666i,-0.00051058+0.00025417i,-0.00018022+0.00046425i
0.00053334+0.0010394i,0.00077915+0.0018917i,0.0012621+0.001704i,0.001872-4.3033e-05i,0.0022911-0.00035432i,0.0026836-0.00010266i,0.0022133-0.0007073i,0.00049854-9.4955e-05i,-0.0010376+0.00030264i,-0.00083975-0.00051208i,0.00015823-0.00038234i,0.00085516+0.00036864i,4.7489e-05+0.00031115i,-0.00043049+0.00014775i,-2.2113e-05+3.2533e-05i,-0.00047264-0.00048237i,-9.4274e-05+0.00018182i,0.00069886+0.00076117i,0.0005887+8.4589e-05i,-6.9648e-05+2.3816e-05i,0.00022071+0.00028294i,0.00081138-0.00039957i,0.00039438-0.0012494i
0.0034826+0.00014164i,0.003536-0.00036994i,0.0035263-0.00080442i,0.0014336-0.00070596i,0.00018438-0.00053984i,0.00069999+0.00028634i,0.00073878+0.00073087i,0.00097942+9.9157e-05i,0.00055517+3.6264e-05i,-0.0011877+1.2039e-05i,-0.0014322-0.00037899i,-1.7858e-05-0.00027818i,0.0012618-0.00035754i,0.0010094-0.00032596i,0.00042052-0.00036263i,-5.08e-05-0.00023046i,-0.00026236+0.00014297i,-0.00043689+4.826e-05i,-0.00055837-0.00037515i,-0.00025772+0.00019571i,-0.0002561+0.00014696i,-0.00032628-0.00047258i,-8.769e-05-0.000126i
0.0026707-0.0015023i,0.0025992-0.00064485i,0.0008344-0.00066445i,-9.3933e-05-0.0010515i,0.00058874-0.00025188i,0.0013279+0.00045839i,0.0013353-0.00016738i,0.00040503-0.001012i,-0.00017928-0.0010588i,0.00015173-0.0010515i,-0.00021101-0.0011646i,-0.00070604-0.00090626i,-0.00027001-0.00010016i,-0.00072978-2.9071e-07i,-0.00068379-2.3818e-05i,0.0005162+0.00034847i,0.00061204+0.00042187i,0.00020146+0.00033378i,0.00049273+0.00058502i,0.00054433+0.00087693i,0.00014008-4.437e-05i,0.00065587-0.00060361i,0.00082725-0.00081615i
0.00096181+0.00041636i,0.00068856+0.0010758i,0.00028984+0.0007482i,0.00035757+0.00070181i,0.0012759+0.00065861i,0.00084147-0.00020435i,0.00047953-0.0011863i,-4.7305e-05-0.0013812i,-0.00051218-0.00087598i,-0.00022763-0.00069625i,0.00048756-0.00017431i,0.0008195+0.00086714i,-0.00054368+0.0001155i,-0.00093217-0.0005474i,-0.00016331+0.00023403i,0.00042601+0.00020367i,0.00047064-0.00043438i,0.00033966-0.00037598i,0.00075673-0.00044724i,0.00051383-0.00020167i,0.00050528+1.1398e-05i,0.00045121-0.00067144i,-0.00021933-0.0013384i
-2.6418e-05-0.00062118i,0.00032519-0.00099113i,0.0011999-0.0010905i,0.0010874-0.00082314i,0.00054795+0.00053157i,0.0014758+0.001184i,0.0015422-0.00020055i,0.00051765-0.0010496i,-0.00010215-0.00064338i,-0.00016265-4.825e-05i,0.00015838+0.00096424i,0.00032758+0.00098786i,-8.9733e-05+0.00028902i,-0.00023506+0.00051314i,-0.00055554-0.00041013i,-0.00081577-0.0014373i,-0.0010108-0.0010858i,-0.00088589-0.00049529i,0.00073222-0.00017911i,0.0012094-0.00018467i,-0.00015442+0.00051225i,-0.00061406+0.00059282i,4.9573e-05+0.00025295i
-0.00042939+0.0014606i,-0.00065307+0.0011885i,0.00095379+0.0013928i,0.0020155+0.0011453i,0.0022922-0.00029i,0.0019761-0.0017409i,0.00055326-0.0027388i,-0.00079296-0.0023689i,-0.00078278-0.0014132i,-0.00041946-0.0010771i,0.00015448-0.00041308i,0.00038621+0.00084829i,0.00012558+0.0013729i,-9.1503e-05+0.000421i,-0.0001027+0.00022886i,-0.00019412+0.00058386i,-0.0005492+0.00047088i,-0.00033522+0.00090865i,-6.2507e-06+0.00069159i,-0.00031392-8.9664e-05i,-0.00059127-0.00038613i,-0.0004166-0.00014838i,-0.00045476+0.00051565i
0.0039145+7.7586e-05i,0.0039237-0.00060998i,0.0038313-0.00072945i,0.0029294-0.0011331i,0.0018222-0.00058681i,0.0013182-0.00023205i,0.00098497-0.00028429i,0.00063188-0.00064223i,0.0006141-0.00066519i,0.0001896-0.001425i,-0.00031441-0.0020501i,-0.00028013-0.0014038i,0.00017542-0.0003863i,-6.7604e-06-0.00014709i,-0.0011968-0.00085349i,-0.0009019-0.00083419i,0.0006384-0.00055487i,0.0010911-0.00070661i,0.00055572-0.00094823i,0.00021413-4.6003e-05i,-0.00027919+0.00065129i,-0.0005483-8.6953e-05i,-3.0809e-05-0.00065189i
0.0013193+0.0013347i,0.0011643+0.00077314i,0.0016691+0.0010065i,0.0015647+0.0007127i,0.0022082-0.00041526i,0.003181-0.00084192i,0.0022601-0.00061314i,0.0011797+0.00022056i,0.00056244-0.00011624i,0.00021935-0.00028343i,0.00010763+0.00026322i,-2.8587e-05+1.1301e-05i,0.00062493-0.0010511i,0.00093906-0.0008508i,0.00051262-0.00038514i,0.00080132-6.4407e-05i,0.0013608+0.00069758i,0.0011105+0.00074274i,0.00042898-0.0002482i,-7.2032e-06+2.769e-05i,-0.00013823+0.00071875i,-1.142e-06+0.00026512i,8.9093e-05-0.00020599i
0.0011673-0.0013826i,0.0018034-0.0013498i,0.0024171-0.0012931i,0.0017465-0.0012349i,0.0010841-0.0014839i,0.0010827-0.0013056i,0.00095708-0.00021886i,0.00045325-0.00050213i,-8.8219e-05-0.0010326i,-0.00052494-0.00083636i,-0.0011738-0.00098406i,-0.0015813-0.00087124i,-0.0016471-0.00028923i,-0.0012608-0.00047107i,-0.0012629-0.00050097i,-0.001077-3.6642e-05i,2.4057e-05+2.089e-05i,0.00015864-0.00019225i,-0.00029704-0.00077078i,-0.00046624-0.00087267i,-3.9135e-05-8.4487e-05i,0.00029921-3.2562e-05i,0.00025753-0.00017298i
-0.00012152-0.000545i,0.00012191-0.00022632i,-0.00074806+0.0003556i,-0.00064835-0.00025909i,0.00047994-0.00034446i,0.0021902-0.00016439i,0.0025404-0.00079589i,0.0013302-0.0016077i,0.00078622-0.0011351i,2.071e-06-0.00037479i,-0.00097021-0.00026996i,-0.0007731+0.0001856i,-0.00042015+0.0005885i,-0.00046186+0.00030912i,-0.00041552+0.00024282i,-0.00049666+0.00078441i,0.0001931+0.00095318i,0.00031818+0.00028504i,-1.2774e-05-0.00011008i,0.00047644-5.361e-05i,0.00044071-0.00016032i,0.00019417-8.5166e-06i,0.00083947+0.00015562i
-0.00051478-0.00055429i,-7.397e-05-0.00020608i,-0.00015727-0.00061442i,-0.00037244+0.00014835i,-0.00020455+0.00078042i,0.00030464+0.00023012i,0.00069737-0.00068239i,0.00049634-0.001311i,-0.00012453-0.0013162i,-0.00023531-0.0010601i,-6.7645e-05-0.00053397i,1.9138e-05-2.1045e-05i,0.00046149+9.5758e-05i,0.0009655+0.00045412i,1.1137e-05+0.00049045i,-0.0010134+0.00015518i,-0.00063292+1.7835e-05i,-6.138e-05+0.00040566i,0.00038898+0.00063115i,0.00031885+0.00051883i,0.00022271+0.00087726i,4.9495e-05+0.00074705i,-0.00090096-0.00016236i
