7.0385e-05+0.0011341i,0.0010488-0.00031104i,0.00030523-0.001813i,-6.5531e-07-0.0015814i,-0.00036878+5.8354e-06i,-0.00099281+0.0012507i,-0.00046692+0.0016277i,-4.8156e-06+0.0013589i,-0.00013891+0.00048841i,9.3454e-05-8.787e-05i,0.00038213-0.0001997i,0.00025018-0.000183i,0.00015567+6.0907e-06i,7.7125e-05+0.00092273i,-0.00012058+0.0015455i,-0.00039917+0.0011614i,-0.00041323+0.00070783i,-3.4893e-05-7.5729e-05i,0.00060338-0.00090835i,0.0005622-0.00034732i,0.00034782+0.00053989i,0.00056825+0.00036592i,0.00089758+0.00010026i
-0.00094808+0.0013643i,-0.00014101+0.0021391i,0.00061622+0.0024696i,0.00073302+0.0015327i,0.0010503+0.000613i,0.00089099+0.0005621i,0.00056423+0.00049503i,0.00014217+0.00031086i,2.5495e-05+0.0008201i,0.001276+0.0011903i,0.001558+0.0011317i,2.2873e-05+0.00054932i,-0.00048485+0.0003576i,0.00015611+0.00030043i,-0.00039432+0.00034123i,-0.0017878+0.00015623i,-0.0019666+5.0252e-05i,-0.0013902+0.0003106i,-0.00077333-0.00037009i,-0.00037579-0.00041544i,-9.3809e-05+0.00060719i,-0.00044097+7.5146e-05i,-0.00017473-0.00035903i
0.00075994+0.00052666i,0.00089903+9.6117e-05i,0.00073813-0.0001051i,0.00028221-0.00055374i,0.00043377-0.0010837i,-2.6725e-05-4.7814e-05i,9.5407e-05+0.00046287i,0.0001092+0.00016372i,-1.232e-05+3.3545e-05i,0.00073165-0.00030642i,0.0017982-0.00039142i,0.0012286+0.00052208i,0.00035183+0.0018574i,0.00029618+0.0015897i,0.00036481+0.00057841i,0.00036858-2.2331e-05i,0.00010755-1.0548e-05i,-0.00011204+0.00018598i,-0.0002292+0.00024363i,5.9403e-05+0.00015744i,0.00014422+0.00025021i,0.00015792+0.00058993i,0.00041669+0.00060684i
0.0014114+0.00016537i,0.0013187-0.00035334i,0.0021349-0.0010197i,0.001985-0.00095045i,0.0011816-0.00095251i,0.00024225-0.0010414i,-0.00037523+0.00010313i,-0.00044429+0.00069995i,9.523e-05+0.00019518i,0.0005251+0.00038401i,0.00086849+0.00072035i,0.0010981+0.00059464i,0.00086384+0.00033435i,0.00034261+0.00069288i,-4.9686e-05+0.00094373i,-0.00021949+0.00082438i,-0.00067486+0.00051981i,-0.00020364-0.00010539i,0.0002642+0.00069723i,0.00028404+0.00042237i,0.00051988-0.00033551i,0.00028969+2.9804e-05i,5.4146e-05+5.2505e-05i
0.0013596-0.00046085i,0.0009761-0.00076402i,0.00096087-0.00014562i,0.00088802+0.0001999i,0.00027525+0.00027018i,-7.9733e-05+0.00011984i,-0.00026392-0.00021809i,-5.6972e-05-2.0056e-07i,0.00031467+0.00058592i,0.00021111+0.00053789i,-0.00041366-0.00026141i,-0.00080165-0.00029205i,-0.00031887+0.00092806i,0.00023106+0.0015781i,0.00015014+0.00098907i,-0.00036352+0.00066925i,-0.00041869+1.3663e-05i,5.109e-06-0.00089262i,-0.00059013-0.00047177i,-0.00087245-7.1792e-05i,-0.00037069+0.00012633i,-0.001251+0.00024702i,-0.0017839-0.00023769i
0.00022784+0.0019059i,0.00054842+0.0017854i,0.00079587+0.00068042i,0.0015744-0.00075304i,0.0015096-0.0019966i,0.0012418-0.0021366i,0.0010087-0.0013488i,0.0007723-0.0012233i,0.00086852-0.00065808i,0.00081682+0.00018172i,0.00040597+0.00026931i,0.00011862+0.00066006i,-0.00018912+0.00098427i,2.2697e-05+0.00060505i,0.0003084+0.00041528i,4.0033e-05-0.00013516i,1.6976e-05-0.00085962i,-8.07e-05-0.00045704i,-0.00058389+0.00026011i,-0.00077786-4.2061e-05i,-7.5609e-05-0.0003906i,0.00052744+6.4993e-05i,4.702e-05+0.00015456i
0.00086558+0.00099918i,0.0007991+0.00030435i,0.0025742+0.00039777i,0.0039194+2.2697e-05i,0.0027862-0.0014895i,0.0015129-0.002488i,-0.00033376-0.00094856i,-0.001189+0.00020856i,-0.00054434+0.00028693i,2.2993e-05+7.5967e-06i,0.00040619-0.0004497i,0.00020051-0.00048445i,-0.00043603-0.00028437i,-0.00076334-0.000235i,8.8246e-05-3.0634e-05i,0.00067797+0.00019724i,0.00023408-1.1999e-05i,0.00013075-0.00090169i,0.00034905-0.0010126i,-0.00024537-0.00042423i,-0.00015576-0.0002723i,0.00079753-0.00042905i,0.00090511-7.5544e-05i
-0.00016469+0.00061184i,0.00023046+2.3695e-05i,0.0010126+0.00056888i,0.00095926+0.00065265i,0.00027617-0.00031646i,-0.00038206-0.0015531i,-5.6352e-05-0.0011576i,0.00038443+4.4959e-05i,0.00038307+5.2884e-05i,0.00060007+0.00047309i,0.00057969+0.00080401i,0.00033606+0.00040692i,0.00025285+0.00071513i,0.00057907+0.00085062i,0.0002157-0.000102i,-0.00026311-0.00059063i,-0.00045895-0.0001038i,-0.00087263+0.00019589i,-0.00094147-5.2409e-05i,-0.00067277+4.5576e-05i,0.00010226+0.00029758i,-6.674e-05+0.00077828i,-0.00027453+0.0007476i
0.0013224+0.00085367i,0.00088161+0.00053854i,0.00036842+0.00086469i,0.00040365+0.00048863i,0.00066093-0.00060199i,0.0004437-0.00103i,0.00036606-0.00091677i,0.00073705-0.000833i,0.0010088-0.00032457i,0.0015555+0.00060356i,0.0019983+0.00058522i,0.0014201+0.00069603i,0.00066074+0.00080895i,0.00015876+0.00059226i,-9.7867e-05+0.00087603i,-0.00022714+0.00075229i,-2.9877e-05-1.5982e-06i,0.0002647-0.00062865i,-0.00022306-0.00025072i,-0.0012563+0.00032351i,-0.0017548+0.00041323i,-0.0016306+0.00039414i,-0.00082275-3.9384e-05i
-0.00019779-0.0013512i,0.00043225-0.0016761i,0.00052688-0.001634i,-0.00037273-0.00162i,-0.0011161-0.001522i,-0.00082437-0.0008127i,-0.00014914+2.9034e-05i,0.00043419+0.00016466i,0.00084565+0.00039406i,0.00093914+0.0009082i,0.0010899+0.0010426i,0.00096369+0.00055395i,0.00026271-0.00043596i,-0.00027307-0.00093382i,-0.00036-0.00076849i,-1.5452e-05-5.3952e-05i,-0.00062889+0.00038831i,-0.0013821+0.00063338i,-0.00084611+0.001323i,-0.00055849+0.0011049i,-0.00019414+5.5643e-05i,0.00028835-0.00046747i,0.00078907-0.00050324i
0.0008524+0.00024483i,0.00049361+0.00087864i,0.00034302+0.00089663i,0.00066787+0.00057433i,0.00052237+0.00043201i,-0.00034468+0.00040761i,0.00018245+0.00046457i,0.000924+0.00038808i,0.00068291+0.00055364i,0.00019039+0.00082988i,-3.6562e-06+0.00049091i,0.00038363-2.3534e-05i,0.00067323+0.00012817i,0.00016099-1.6365e-05i,0.00017949+7.4999e-05i,0.00051102+0.00013306i,0.00077152-0.0001652i,-0.00022458-0.00049317i,-0.00091029-0.00036361i,-0.00048839-9.6656e-05i,-8.2879e-05-0.00015507i,-7.6997e-05-0.00019138i,-0.00087656+0.0005356i
0.00098126-0.0014567i,0.00015462-0.0013238i,-0.00019817-0.0010854i,-0.0002689-0.0024121i,-0.00053423-0.0018387i,-1.2518e-05+0.00040582i,-0.00016885+0.0012661i,-0.00037366+0.00091807i,6.4277e-05+0.00052802i,0.00022348+0.00061299i,-0.00021371+0.0012613i,-0.00038284+0.0010629i,-0.00033432+0.0002072i,-0.00012539-0.00039512i,0.00056156-0.00036138i,0.00089597-0.00030291i,0.00027065-0.00027081i,-0.00061486-0.00013648i,-0.00061025-0.00026516i,-0.00011459-0.00010533i,0.00023652+0.00010892i,0.00012605+1.3858e-05i,-0.00032059-0.00022038i
-0.0019647+0.00088749i,-0.0015047+0.001995i,-0.0009821+0.0021654i,0.00025788+0.0018244i,0.0014843+0.001053i,0.0013021+0.00042452i,0.00060993+0.00022911i,0.00070986+4.7816e-05i,0.00065366+0.00080543i,0.00098297+0.0013952i,0.0017374+0.00078141i,0.0010596+0.00017884i,-0.00011337+0.00029328i,0.00030438+0.00016646i,0.00077606-5.2609e-05i,0.00048098+0.00060349i,0.0003673+0.00096518i,-6.9609e-05+0.00012227i,-0.00014279+5.4413e-05i,0.00033304+0.00061301i,8.7826e-05+0.00038011i,0.00030452+4.0641e-05i,0.00051919-0.00012899i
0.00029985-0.00065036i,0.00074034-0.00062001i,0.0014534-0.0011827i,0.0018303-0.0016676i,0.0016184-0.0010568i,0.001536+0.00014782i,0.00054283+0.0005924i,0.00023666+0.00089992i,0.0010462+0.00036888i,0.00085337-0.00053726i,0.00019308-0.00033263i,-0.00015671+0.00010506i,8.4184e-06+0.00014994i,-0.0001798+0.00046952i,5.0166e-05+0.00072464i,0.00031801+0.00045983i,-0.00010815+0.00022487i,-0.00020981-5.7796e-05i,-0.0005082+0.00041539i,-0.00046688+0.00062018i,-0.00014901-0.0002009i,-0.00060752-0.0003556i,-0.00091689-0.00025911i
0.0015003-0.00018822i,0.0013854-0.0006784i,0.001012-0.0010271i,0.00060355-0.00054525i,-0.00085466+0.00038314i,-0.0013202+0.00089678i,-0.0005649+0.00099921i,-0.00051577+0.00080872i,-0.0008313+0.00059624i,-0.0011645+0.00095465i,-0.00075502+0.00069489i,0.00032204+0.00043228i,0.00038933+0.00076658i,0.0005851+0.0012561i,2.623e-05+0.00076427i,-0.00062893+2.6924e-05i,-0.00024855+0.00030746i,6.7555e-05+0.0008492i,0.00025+0.00079507i,-0.00054584+0.0008794i,-0.00092568+0.00090854i,0.00012062+0.00042759i,0.00027433+2.2938e-05i
-0.0011414-0.0014941i,-0.0012829+0.00018806i,-0.00015162+0.0018348i,-0.00030063+0.0019222i,-0.00083853+0.0011989i,-0.00076346+0.00016561i,0.00023224+2.6915e-05i,0.00036539+0.00085848i,-0.00014518+0.0013136i,-0.00015402+0.00061568i,0.00034758-6.1638e-05i,0.00059048+8.4156e-05i,0.00017932-9.3294e-05i,-9.7465e-05-0.00026838i,-0.00018346+7.0628e-05i,-0.00034728-0.00036682i,-0.00075209-0.0011254i,-0.00099612-0.0015656i,-4.4455e-05-0.001461i,0.0006965-0.0013742i,0.00023258-0.0013934i,-0.00013661-0.0010225i,0.00026499-0.00071936i
0.0014147+8.6236e-05i,0.0011073-0.00067391i,0.00082938-0.00086675i,0.00067884-0.0016476i,-0.00010406-0.0017756i,-0.00075711-0.00085275i,-0.00081038-8.7016e-05i,0.00012824-0.00041655i,0.0013761-0.0013719i,0.0012734-0.001178i,0.00089702+2.5405e-05i,0.0012415+0.00067612i,0.0013546+0.0005308i,0.0010543+0.00017276i,0.00066487-1.321e-05i,0.00031717-8.2663e-05i,-6.3959e-05+0.00030511i,-0.00062315+0.00076214i,-0.00051767+0.00067073i,-0.00020814+0.00051913i,-0.00058476+1.6503e-05i,-0.00087719-0.00048238i,-0.00038556-0.00031636i
0.00090371-0.00068669i,-0.00018104+0.00054026i,-0.00058384+0.0013886i,0.00026872+0.00086546i,0.00092081-0.00038079i,8.1308e-05-0.00032368i,-0.00027064+0.00037941i,0.00077411+0.00038289i,0.00058677-0.00025149i,0.00016607-0.00013963i,-1.9403e-05-0.00029689i,-0.00014391-0.00063263i,-0.00010813+0.00079748i,-0.00042647+0.0011911i,0.00019537+0.00051691i,0.00025444-0.00015272i,0.00016452-0.0010564i,0.00035633-0.00020378i,0.000446+0.0017619i,0.00014714+0.0022628i,-9.4368e-05+0.00060887i,0.0007598-0.00048988i,0.0014141-0.00051729i
0.00049353+0.00028897i,0.00074022+6.903e-05i,0.00056916-0.00029989i,-0.00033169-0.0012265i,-0.0014393-0.0013661i,-0.0013271-0.00063513i,0.00026784+0.00010056i,0.00082911+0.00050681i,0.00060626+0.00085236i,0.00032176+0.0011286i,5.2946e-05+0.00047427i,-0.0002585+3.2024e-06i,2.6255e-05+0.00026223i,0.00089029+0.0005696i,0.00061741+0.00080896i,-6.8617e-05+0.00061043i,-0.00016832-1.9653e-05i,-0.00045611-0.00084015i,-0.00037736-0.0011163i,-0.00012197-0.00089539i,-0.00056593-0.00084144i,-0.0002934-0.00044353i,0.00038929-0.00058294i
0.00077181-0.0015851i,0.00078635-0.001102i,0.0022207-0.00015842i,0.0016396-0.00020391i,-0.00026897-0.00063624i,-0.0010819-0.0010835i,-0.00080966-0.00082001i,-0.00043622+5.5343e-06i,-0.00020103-0.00010191i,-0.00013996-0.00040225i,-0.00025099-9.738e-06i,-0.00061038+0.00053269i,-0.00058412+0.0010709i,0.00025166+0.00072654i,0.0009126+3.5176e-05i,0.00048233-0.00031642i,4.381e-05-0.00060431i,2.4704e-05-0.00052893i,1.2603e-06-0.00021343i,-0.00058776+0.00018045i,-0.0012321+0.00045828i,-0.00049515+0.00073559i,9.1434e-05+0.00060788i
0.00093208-0.00084077i,0.0013395-0.00045941i,0.002116-0.0014262i,0.001146-0.0011715i,-0.00043722-0.00024845i,-0.00095438+8.5628e-06i,-0.00058698-0.00024236i,0.00014742+0.00048717i,0.00054353+0.0011731i,0.00070743+0.0011804i,0.00047753+0.00065092i,-6.1459e-05+0.00034036i,-6.6851e-05+0.00039612i,0.001104+0.00024093i,0.0011558-0.00032415i,0.00031872-0.00042573i,0.00045826-0.00015204i,0.00033884-0.00052907i,-0.00077781-0.00029912i,-0.0010144-0.00025738i,-0.00058186-0.00050231i,-0.0004375-0.00065843i,-0.00024998-0.00090737i
0.001152+0.0013639i,0.00069923+0.00072175i,0.00075437+0.00053591i,1.1618e-05+0.0003818i,-0.00025446-0.000333i,0.00021048+0.00033413i,0.00041602+0.0012105i,0.00019028+0.00091712i,0.00043995+0.00059532i,0.0014053+0.00096942i,0.0015862+0.00097176i,0.00058505+0.00042274i,0.00045922+0.00059058i,-0.00015076+0.0011733i,-0.00034985+0.00039398i,0.00026611-7.3788e-05i,2.7906e-05-7.8891e-05i,-0.00058778-0.00062708i,-0.00047014-0.00070934i,-0.00036158-0.00015069i,-0.00040957-0.00022432i,-0.00015785-0.00072598i,-0.00022181-0.00085231i
0.001586-0.0015456i,0.001741-0.0011759i,0.0019012-0.00093972i,0.0010158-0.00077829i,-0.000253-0.00022328i,-0.00091297-0.00065779i,-0.0010759-0.0005786i,-0.00026554+0.00059764i,0.00032061+0.00079013i,0.00035153+0.0009956i,0.00055908+0.0010439i,0.00040834+0.00045402i,-0.00052272+0.00054421i,-0.00083711+0.00018688i,-2.6064e-05+2.8417e-05i,9.8837e-05+0.00051124i,-0.00047993+0.00078057i,-0.0011602+0.00066555i,-0.00052334+0.00045006i,0.00062775-0.00034996i,0.00072727-0.00077285i,0.00074397-0.00016014i,0.00068998-0.00018124i
1.728e-05-0.0010251i,-0.001178-0.001393i,-0.0013542-0.00042974i,-0.00057605+3.9895e-05i,-0.00058408-0.00034099i,-0.00094489-0.00013583i,-0.00069482+0.00061328i,-0.00015281+0.00070122i,0.00037252+0.00077324i,0.00061659+0.0016073i,0.00068411+0.0017345i,0.0007297+0.0012126i,0.00091222+0.00065164i,0.0012289+0.00023698i,0.0010414-0.00055091i,0.00046255-0.0012188i,-0.00037819-0.00070571i,-0.00052347-2.2054e-05i,-8.502e-05+9.7118e-05i,0.00012255+0.00015i,0.00019566+0.00029708i,-8.0318e-05+0.00017782i,-0.00046654-0.00032791i
-0.00044582-0.00062396i,-0.0015123-0.00083409i,-0.0014468-0.001049i,-0.00074698-0.001041i,-0.00078021-0.0010245i,-0.0011602-0.00090597i,-0.00057084+0.00052724i,0.00035994+0.0021852i,0.00090376+0.0020915i,0.0001023+0.0015892i,-0.00074844+0.0010025i,0.00012311+3.2704e-05i,0.00066953+0.00040851i,0.00026601+0.0012643i,0.00013796+0.00091835i,-0.00068421-0.00012201i,-0.0010103-0.00053255i,1.434e-06-0.00023305i,4.8898e-05-0.00041829i,-0.0006282+3.2222e-05i,-0.00089507+0.00051638i,-0.00062031-0.00031802i,0.00028483-0.0013047i
-0.0023842+0.0003891i,-0.0030911+0.0020439i,-0.0024702+0.0045784i,-0.00054375+0.0045076i,0.00015773+0.0027626i,-0.001134+0.0019467i,-0.0030348+0.0031257i,-0.0037729+0.0057391i,-0.0023113+0.00773i,0.00078325+0.0077779i,0.0034336+0.0063256i,0.0041628+0.0035678i,0.0043311+7.6937e-05i,0.0034909-0.0018466i,0.0015799-0.0020134i,-8.467e-06-0.0015014i,-0.00071379-0.0015041i,-0.00050999-0.00084585i,-0.00063585+0.00045826i,-0.0012854+0.00062499i,-0.0012665+9.8346e-05i,-0.00049262-0.0001622i,-7.7324e-05-0.00045523i
-0.00055989-3.0516e-05i,-0.0010503+0.00035484i,-0.00084886+0.0013816i,-1.5378e-05+0.0017071i,0.00085278+0.001038i,0.00086442+0.00039505i,0.0013846-0.00033684i,0.0013399-0.0010073i,0.00066584-0.0011665i,0.00050635-0.00061126i,0.00042526-0.00055944i,-0.00026044-0.0011619i,-0.00066482-0.0010757i,-0.00042124-0.00030966i,8.16e-05-6.9549e-05i,-3.6657e-05-0.00020952i,-0.00043174-0.00013715i,0.00029681+3.5088e-05i,0.00060308-0.00027415i,-0.00023758-0.00039455i,3.6298e-05-0.00087592i,0.00021109-0.00084022i,-6.7647e-05-0.00017145i
0.00069641-0.00098498i,-0.00010753-0.0011396i,-0.00038268-0.0016117i,-0.0009673-0.00081954i,-0.0013085+0.00061608i,-0.00029647+0.001305i,0.00068161+0.00064046i,0.00098588-0.00079744i,0.00074105-0.0010236i,0.00020003-0.0004407i,4.409e-05-0.00018744i,-0.00024445-7.4647e-05i,-2.1229e-05+0.00027344i,0.00041836+0.00052347i,0.0004209-9.0803e-06i,4.0689e-05-0.00056685i,-0.00030328-0.00088051i,-0.00052058-0.0008852i,-0.00067643-0.00058201i,-0.00090141-0.00020006i,-0.00072684-0.00061507i,-0.00017355-0.0010055i,0.00018023-0.00062298i
0.0013764+0.00036223i,0.00037082+6.6832e-06i,0.00089962+6.709e-06i,0.0011977+0.00019785i,0.00010967-0.00020537i,-0.00045516+9.1149e-05i,-8.9758e-05+8.3644e-05i,-3.4241e-05-0.00015548i,0.00025677-0.00045118i,0.00040771-0.00062941i,0.00054777+0.00016803i,0.00071054+0.00077343i,0.00021169+0.0015812i,-6.5499e-05+0.0016325i,0.00073768+0.00085718i,0.00076681+0.00014692i,0.00021484-0.00038362i,-0.00027769-0.00013117i,-0.00073358+0.00018286i,-0.00042435-0.00020497i,0.00010629-0.00040858i,0.00023188-0.00011095i,-0.00011606+0.00036705i
0.0010638+0.00027851i,0.0013651-0.0016367i,0.0020139-0.0030594i,0.00047841-0.0031445i,-0.0014562-0.0023611i,-0.0017361-0.0013087i,-0.00085352-0.00059804i,0.00037206-0.0001674i,0.00078774+0.00011715i,6.56e-05+0.00017864i,0.00037959-4.8264e-05i,0.00058491-0.00041931i,-0.00043268-0.00069416i,-0.00037539-0.00035142i,0.00050848+0.00010879i,0.00068299+1.0469e-05i,0.00035764+0.00041409i,-0.00058771+0.00076307i,-0.0016838-0.00013053i,-0.0013713-0.00070797i,-0.00090851-0.00049097i,-0.00071903-0.00031075i,0.00010916-0.00026272i
-0.00076496+7.0247e-05i,-0.00099594-0.00041638i,-0.00012712+0.00069938i,0.00055756+0.0018787i,0.0010484+0.0015991i,0.0014694-0.00041199i,0.0011922-0.00061793i,0.0007977-9.8551e-05i,0.00065771-9.7882e-05i,-3.4269e-05-1.3037e-05i,-0.00033472+0.00067287i,-0.00033045+0.0011419i,-0.00013732+7.4392e-05i,0.00028794-0.0012428i,-5.9196e-05-0.00071181i,-0.00076598-0.00014413i,-0.00037849-0.00040087i,0.00062933-0.00045255i,0.00039857+7.0147e-05i,-0.00014004+0.00027113i,-0.00057488+0.00019555i,-0.00092471+3.6069e-05i,-0.00076395-0.00057098i
0.0019247-0.0011191i,0.0011965-0.0022878i,0.0011467-0.0018685i,0.0012252-0.00099093i,-0.00042426-0.00071742i,-0.000965-0.00022642i,0.00014575+0.0001882i,0.0004648+9.0639e-05i,0.00065006+0.00055561i,0.00057006+0.001633i,-0.00016036+0.0014816i,-0.00057623+4.8278e-05i,-4.2203e-05-1.2854e-05i,0.00031534+0.001247i,-0.00033776+0.0010721i,-0.00070848+0.00048398i,-0.0010008+0.00030097i,-0.00099351-0.00053627i,-0.00051771-0.00086486i,-0.00074022-7.4213e-05i,-0.00078223+0.00038253i,-0.00027863-4.209e-05i,-0.00022303-0.00097904i
0.00054714+0.00048755i,0.00041402+7.8878e-05i,-0.0003353+5.8897e-05i,-0.00084192-0.00041256i,-0.00053888-0.00042656i,-0.00036382+0.00069134i,-0.00041618+0.00080177i,0.00017115+5.666e-05i,0.00060813-5.9433e-05i,0.00044802+0.00048538i,0.00029251+0.00088549i,0.0002842+0.00035352i,0.00031779+0.00038825i,-0.00012715+0.00097336i,0.00023993+0.00042893i,0.00094643-0.00031342i,0.00020171+0.00017031i,-0.00070482+0.00037547i,-0.00053976-6.526e-05i,-0.00035416-0.00038213i,5.5338e-05-0.00049192i,0.00017905-0.00023582i,-4.2325e-06+0.00033639i
0.0011908-0.0013687i,0.00099343-0.0017177i,0.00047612-0.002342i,-0.00036442-0.0014143i,-0.00073881+0.00013103i,-0.0013727+0.00027238i,-0.00096819-0.00021572i,-9.3101e-05+0.00036964i,-0.0003991+0.00013799i,-0.00039377+0.00011794i,0.00016252+0.00057106i,5.5373e-05+0.00048755i,1.9341e-05+0.00071893i,0.0011049+0.00077692i,0.0019114+0.0006182i,0.001112+0.00064584i,0.00052686-0.00067906i,3.9971e-05-0.00098073i,-0.00066454-0.00015957i,-0.00068245-0.00046553i,-0.00035999-0.00095937i,-7.8948e-05-0.00081381i,0.00047936-8.5859e-05i
0.00051832-0.00096227i,-5.4396e-05-0.0010003i,-0.0013145-0.0018287i,-0.0014651-0.0010995i,-0.0010493+0.0012469i,-0.00097996+0.0017269i,-0.00020914+0.00067881i,0.00057247+0.00039926i,0.00093046-8.0625e-06i,0.00045378-0.00035239i,-0.00051707+0.00035508i,-4.5833e-06+0.0007411i,0.00095572+0.00092073i,0.00068157+0.00050926i,0.00049625+0.00015169i,0.0003147+0.00013327i,-0.00053955-0.00044019i,-0.00084782-0.00080372i,-0.00012202-0.00064752i,0.00044341-0.00012682i,-0.00012572+0.00045905i,-0.00059176+0.00077379i,-0.00080697+0.0006892i
0.001131+0.00087183i,0.00086747+0.0011367i,0.0012512+0.0010954i,0.0014656+0.00010984i,0.0011795-0.00054712i,0.00098126+0.0004532i,0.00083287+0.00021087i,0.00086415-0.00078519i,0.0011695-0.00062787i,0.00076042+0.00022849i,-0.00024719+0.00074729i,-0.00040078+0.00036246i,-0.00047439-0.00023516i,-0.00029153+0.00017324i,0.00060076+0.0005127i,0.00064511+3.9734e-05i,0.00014258+0.00021558i,-0.00015648+0.00041969i,7.75e-07-0.00013148i,2.2058e-05-0.00055354i,-0.00031341+6.5943e-05i,-0.00031856+0.00080579i,-0.00081105+0.00073814i
-0.00074063-0.0010208i,2.6203e-05-0.0014437i,-0.00057005-0.0016851i,-0.00024566-0.0018875i,0.00018443-0.0013219i,-0.00081629-0.00053318i,-0.00079867-0.00026842i,0.000617+0.00028765i,0.00057263-3.416e-05i,-0.00078003-0.00084325i,-0.00087046-0.00080353i,-0.00013952-0.00048642i,0.00018773-0.00052666i,0.00033467-0.00082011i,0.00032995-0.00068618i,0.00056459-0.00076142i,0.000346+0.00015311i,-0.00071847+0.0006837i,-0.00061919+0.00052921i,-0.00061522+4.942e-05i,-0.00075618-0.00058916i,-0.00068323-0.00048155i,-0.00054047-1.8233e-05i
-0.00029894+0.00092283i,-0.00095703+0.00098571i,-0.00060241+0.0013949i,-0.00072783+0.0012352i,-0.00076162+0.00055016i,-0.00034807+8.4865e-06i,6.2537e-05-1.7354e-05i,0.00084232+0.00069226i,0.00055769+0.00084189i,-0.0003346+0.00060838i,0.00016514+0.00013451i,0.00022328-0.00034997i,-0.00036177-0.0002825i,-0.00030257+0.00015212i,0.00016459-0.00025674i,-6.0604e-05-0.00053899i,-0.00075335-1.9719e-05i,-0.00066548+9.0731e-05i,-0.00043729-0.00089008i,-0.00054165-0.0015981i,-0.00084198-0.0010964i,-0.00037175-5.5481e-05i,-6.6042e-05+0.00012084i
0.002338-0.0013693i,0.0018292-0.0023982i,0.0014457-0.0028357i,0.0016825-0.0025001i,0.0011546-0.0019813i,-9.2153e-05-0.0011079i,-0.00013132-0.00025615i,0.00042842-0.00020043i,0.00086582-0.00023114i,0.00043157+0.00033558i,0.00011585+0.00011987i,0.00016211+4.4026e-05i,0.0002237+0.00050239i,0.00051084+0.00040633i,0.0011565+0.00061741i,0.0010928+0.00012372i,0.00040562-0.00012122i,-8.7982e-05+1.1553e-05i,-4.0328e-05+0.00028975i,-0.00025217+0.00082288i,-0.00034963+0.00054189i,-0.00048633+0.00016593i,-0.00030248+0.00020361i
-0.0015661-3.065e-05i,-0.001011+0.00061355i,-0.0006638+0.00055236i,-0.00081796-0.00041097i,-0.0007513+0.00053797i,-7.9087e-05+0.0012629i,0.000923+0.00054467i,0.00094389+2.129e-05i,0.00056856+0.00015035i,0.00027883+0.00031299i,0.00045549+0.00028098i,0.00061904+0.00034872i,0.0011176+0.00066362i,0.00074904+0.00057128i,0.00021269+0.00031946i,-0.00021495-0.0001157i,0.00025545-0.00035376i,0.00060731-0.00034066i,0.00045692-0.00031685i,0.00053942+0.00048027i,-0.0002634+0.0012452i,0.00035188+0.0013451i,0.00078399+0.0010924i
-0.0012395+3.923e-05i,-0.00075327+0.0010676i,-0.00061804+0.0011895i,0.00041434+0.00064448i,0.00067419-0.00027031i,0.00027125-0.00078754i,1.7206e-05-0.00093423i,0.00032449-0.00051369i,0.00053071+0.00045099i,0.00034123+0.0009805i,0.00011864+0.0013705i,-5.9833e-06+0.00023685i,-4.1126e-05-0.00064855i,0.00058435-0.00030504i,0.00066041+9.4795e-06i,0.00068693+0.00019017i,0.00098835-0.00015971i,0.0014444-0.00033424i,0.001099+0.00025432i,8.762e-05+0.00019837i,1.1864e-05+0.00056065i,7.4442e-05+0.00049273i,0.00014636-0.00040578i
0.0014579+0.00050224i,0.0017482+0.00098795i,0.0019835+0.0018541i,0.0020684+0.00073524i,0.0012254-0.00044973i,8.8968e-05-0.0001174i,-2.6374e-05+7.5482e-05i,-2.3716e-05-0.00019464i,-4.6762e-05-0.00019787i,0.00042367+0.00030946i,0.00071637+0.00042826i,0.0003997+0.00068832i,-0.00019766+0.00069892i,0.00021687+0.00072897i,0.00018581+0.00050899i,-0.00016565-0.00027226i,0.0001179-0.00019892i,0.00022247-0.0001125i,-0.00029121+8.0269e-05i,-0.00058597+0.00019924i,-0.00050485+0.00026859i,-0.00019585-6.254e-05i,-0.00022003-0.00029512i
0.0020687-8.9052e-05i,0.0012737-0.00057482i,0.0013993-0.0010941i,0.00066972-0.0013979i,-0.0010824-0.0011956i,-0.0013359-0.00043341i,-0.0006653+0.00079879i,-0.00054804+0.00071052i,-0.0002988-0.00035474i,-0.00020637+0.00060253i,-0.00028463+0.00098359i,-0.00030536+0.00037022i,0.0001272+0.00080943i,0.00063422+0.000933i,0.00010822+0.00059546i,-0.0004237-8.5925e-05i,-0.00045747-0.00067872i,-0.00041197-0.00042639i,-0.00037898-0.00014231i,-0.00085935+1.6928e-05i,-0.00064129+1.9434e-05i,0.0002318-5.4879e-05i,-0.00024245+0.00019251i
