-0.002635+0.0012123i,-0.00095264+0.0012073i,-0.0018223+0.0026938i,-0.002067+0.0036535i,-0.0011081+0.0040361i,0.00011292+0.0032537i,-0.00025382+0.0021824i,-0.00058904+0.0016014i,0.00020506+0.0015995i,0.00092944+0.0013949i,0.001513-0.0006088i,0.0014536-0.0019579i,-6.1699e-05-0.0013048i,-0.0012994-0.0010162i,-0.0013215-0.0010237i,-0.00058143-0.00029332i,0.00029292+0.00030867i,0.00064523+0.00019303i,0.0006215+0.00020098i,0.00018651+0.00025866i,-0.00026941-0.00069611i,-5.3602e-05-0.00075099i,-0.000307+0.00012977i
0.00010997-0.0010177i,0.0014198-0.00084125i,0.0015305+0.0013494i,0.0016274+0.0022928i,0.0017146+0.0013636i,0.0016425+0.00051855i,0.0017808-0.00016439i,0.001181-0.00018752i,0.00022649-0.00056119i,-0.00033231-0.0012846i,-0.00022933-0.0020923i,-3.0989e-05-0.0021698i,-0.00025961-0.0013804i,-0.0010487-0.00068522i,-0.0010666-6.6926e-05i,-0.00035543+0.00083167i,-0.00032953+0.001026i,-0.001161+0.00050445i,-0.00068904+0.00012184i,0.00065825+0.00063532i,0.0010077+0.00036328i,0.0013358+3.1554e-05i,0.00065578+0.00053656i
0.0017938-0.0015609i,0.0024618-0.0022379i,0.0010231-0.0037684i,-0.00088815-0.003765i,-0.0022618-0.0022365i,-0.0025493-0.00020439i,-0.0010269+0.0011842i,0.00041693+0.00066147i,0.00042324-0.00047299i,-0.00015072-0.00097902i,-0.00062795-0.0012449i,-0.000912-0.0010255i,-0.0007512-0.00015283i,-0.00022866+0.00051276i,-3.434e-05+0.00072569i,7.9598e-05+0.00072692i,0.00016694+2.0612e-05i,-0.0002029-0.00028119i,-0.00038809-0.00020155i,3.753e-05+8.045e-05i,0.00046494+8.7339e-05i,-5.5353e-05-0.00036596i,-6.0917e-05-0.00034326i
0.0013701-0.0013315i,0.0021228-0.001161i,0.0027295-0.001804i,0.0016849-0.0028492i,-0.0001251-0.0025434i,-0.00099478-0.001695i,-0.00094997-0.0011336i,8.7428e-05-0.00093133i,0.00097262-0.00039336i,0.00061622+1.5291e-05i,-2.8715e-05+0.00020853i,-0.00039889+0.00044527i,-0.00057148+0.00050274i,-0.00065465+0.00088147i,-0.00047166+0.0020226i,-0.00015294+0.0018252i,0.00052924+0.00046132i,0.0008691-0.00010439i,0.00067658-0.00041656i,0.00019375-0.00055298i,0.00024796+0.00062722i,0.00035594+0.001209i,0.00029494+0.00071684i
0.00015232-3.87e-05i,0.0012744-0.00081712i,0.00085392+0.00024667i,0.00025565+0.0017945i,-0.00021805+0.0016159i,-0.00091235-0.00019054i,-0.0005804-0.0012702i,-3.7379e-05-0.0014273i,0.00041204-0.0019959i,0.00032972-0.0017614i,0.00047882-0.00088588i,0.00058208+0.00043961i,0.00052519+0.0010924i,0.0008492+0.0011578i,0.00026828+0.0011502i,-0.00019742+0.00038733i,3.9782e-06-0.00028782i,-0.00010091-0.00059965i,0.00011385-0.00019747i,-0.00013854+8.3782e-05i,-0.00024776-0.0002624i,0.0002832-0.00021753i,0.0008754+0.00010079i
0.0022132+0.00092828i,0.0029213-7.4698e-05i,0.0033299-0.0015614i,0.0021797-0.0022727i,-0.00050515-0.0012892i,-0.0022782+0.00046854i,-0.0018347+0.00077438i,-0.00024054-0.00053802i,0.00028822-0.0016138i,0.00029452-0.0022642i,0.00047643-0.0013582i,8.0324e-05+5.853e-05i,-0.00034099+0.00045209i,-0.00035893+0.00035782i,-0.00026138+0.00031539i,0.00022941+0.00074059i,0.00059501+0.00029134i,0.00084275-0.00036908i,0.0010036+0.00038311i,0.00066297+0.00031847i,0.00042845+2.2502e-05i,0.00043573+0.00019789i,0.00068771-0.00060105i
0.0010652+0.00043939i,0.0020963+0.00044915i,0.0033-0.00029123i,0.0034251+0.0004821i,0.0020721+0.0013611i,0.001004+0.0014941i,0.00063019+0.002202i,0.00024981+0.0022483i,-0.00027734+0.00070741i,0.00040953-0.0005546i,0.001613-0.0012621i,0.0022637-0.0018014i,0.0016174-0.0015171i,0.00012954-0.00088622i,-0.00021372-0.00024336i,-0.00041412+0.00019389i,-0.00024955+1.5756e-05i,0.00026963-0.00027124i,0.00024685+0.0003013i,-0.00040408+0.0006973i,-0.00023611+0.00022261i,0.00018114+8.1363e-05i,-0.00014009+0.00072269i
0.0019686-0.0017836i,0.0017631-0.0021004i,0.0017523-0.0032775i,0.00016133-0.0034948i,-0.0014049-0.0027203i,-0.0012801-0.00039548i,-0.00029354+0.001079i,0.00023644+0.00027402i,0.00066617-0.00019113i,0.00055728-0.00082806i,0.0001069-0.0013222i,-0.00014503-0.00070245i,-0.00035014-6.4269e-05i,-0.00074313+0.00045157i,-0.0011455+0.00060233i,-0.00088586+0.00051234i,-0.00045521+0.00045916i,-0.00045256-0.00013101i,-0.00012308-0.00053828i,1.3327e-05+0.00014799i,-0.00025131+0.00030792i,8.5864e-07-0.00070199i,0.00084649-0.00047072i
0.0012077-0.00025438i,0.0018642-0.00079491i,0.0027779-0.0020565i,0.0031653-0.002371i,0.0017878-0.0013774i,0.00047166-0.001095i,0.00091716-0.00033776i,0.0017775+0.00034195i,0.0018722+0.00010402i,0.0016531-0.00013676i,0.0008161-0.00023624i,-0.00030054-0.00065122i,-0.00094376-0.00016658i,-0.0014345+0.0012648i,-0.00095104+0.00079359i,-0.00014799+0.00011895i,-0.0003638-6.4386e-05i,-0.00039767-0.00035914i,5.5631e-06-0.00047868i,0.00020622+0.00016233i,-8.6633e-05+0.00027521i,0.00014883-0.0002733i,0.00039055-0.0008097i
0.0014284-0.0006644i,0.0014903-0.00081074i,0.00020011-0.00052569i,-0.0018491+0.00059333i,-0.0020104+0.0014665i,-0.001038+0.00052407i,-0.00020827-0.00044895i,0.0011443-0.00072285i,0.0013892-0.0012102i,0.0012711-0.0012324i,0.00067901-0.0001408i,-1.9204e-05+0.0015351i,-0.00012113+0.0011005i,8.623e-05+0.00049552i,0.00011654+0.00029396i,-0.00044265-2.7914e-05i,-0.0009212+1.1456e-05i,-0.00050845-4.8064e-05i,-0.00013464+0.00016853i,9.2323e-05+0.00013493i,0.00051397-0.00013753i,-0.00019265-0.000245i,-0.0007243+0.0001551i
0.0014158+0.0015262i,0.002516-0.00017963i,0.0021778-0.00086274i,0.00036861-0.001517i,-0.00113-0.0015376i,-0.0017872-0.00031134i,-0.00093478-0.00039582i,5.721e-05-0.0012285i,0.00021044-0.0015662i,0.00049055-0.0024727i,4.2045e-05-0.0025913i,0.00026302-0.001141i,0.00074145+0.00073207i,0.00050336+0.001143i,0.00073652+0.00048617i,0.00084163-0.00030322i,0.00058419-2.916e-05i,0.00029681+0.00011942i,-0.00010065-0.00014747i,-0.00027539+0.00097856i,-0.00059874+0.0015201i,-0.0006712+0.00093145i,-6.6631e-05+7.3822e-05i
0.00075819+0.0018403i,0.0017308+0.0011246i,0.0018595+0.00073557i,0.0018081+0.0019054i,0.0022868+0.0020928i,0.0009161+0.0012382i,-0.0013363+0.00049153i,-0.0016884-0.00019684i,-0.0005642-0.0011538i,0.00056149-0.001829i,0.0012615-0.0012517i,0.001987-0.00048373i,0.0016611-0.00031646i,0.0010399-0.00043104i,0.00067703-0.00077364i,-0.00080761-0.0003449i,-0.0014693+0.000223i,-0.00038415-0.00041456i,0.00065515-0.0002831i,0.0010196+0.00046444i,0.0010536+0.00013796i,0.00098912-0.00031907i,0.00044208+8.8802e-05i
0.0011601-0.0010902i,0.0024594-0.0023129i,0.0021079-0.0038952i,-6.3319e-05-0.0031512i,-0.0012371-0.0018274i,-0.00096591-0.00055957i,-0.00028752+0.00080735i,-0.00017474+0.00066588i,-0.0012121-0.00050338i,-0.0021666-0.00088986i,-0.0013619-0.00045899i,0.00033235+6.2782e-05i,0.00012062+0.00034286i,-0.00026071+0.00019418i,0.00069257+1.686e-06i,0.00093788-0.00047837i,0.00012687-0.00013366i,-0.00027081+0.00043162i,-0.0003724+0.00015404i,1.618e-05+0.00033591i,0.00034314+0.00082361i,-1.0997e-05+0.00032273i,6.8858e-05+0.0002077i
0.0012022-0.0001932i,0.0022023-0.00023499i,0.0034139-0.00026382i,0.001603-0.00062193i,-0.00048494-0.00087741i,-0.001331-0.00059344i,-0.00019027-5.8915e-06i,0.00076111+0.0011684i,0.00064237+0.0016526i,0.00060572+0.00084366i,0.00069362-0.00036525i,0.0011996-0.0015128i,0.00088509-0.00073979i,-0.00022021+0.0004092i,-0.00091543+0.0006508i,-0.0012439+0.00082011i,-0.00063439+0.00010263i,9.6984e-05-0.00011095i,0.00051947+1.3259e-05i,0.00076104+0.00017147i,0.00060472+0.00034284i,0.00063047-0.00036715i,0.00044207-0.00058199i
0.0016302+0.00088289i,0.0020587+0.00029451i,0.0021792-0.00057254i,0.0017877-0.0018817i,-7.4306e-05-0.002468i,-0.0013319-0.0017611i,-0.0003119+0.00029979i,0.00045149+0.0017546i,0.0011107+0.0014378i,0.0017629+0.0010052i,0.00072285+0.00011893i,-0.00062768-0.00036202i,-0.0013643+0.00030666i,-0.0015227+0.00049403i,-0.00064784+0.00037534i,-4.8887e-05+0.00027456i,0.00031303+5.456e-05i,2.8036e-05-0.00059779i,-0.00070491-0.00079536i,-0.00014832-0.0002708i,0.00065786+0.00025922i,0.00075095+0.0010497i,0.00089751+0.0010551i
0.0023618+0.00019841i,0.0032276+0.00039831i,0.0028605+0.00044644i,0.0013275+0.00037919i,-0.00078822+0.0013721i,-0.0010541+0.0020991i,0.00051556+0.001166i,0.0020685-0.00039963i,0.0030896-0.0014445i,0.0028179-0.0015123i,0.0017507-0.0012489i,-0.00023083-0.00052599i,-0.0013332+0.00050913i,-0.00035518+0.00098056i,0.00030919+0.0006482i,0.00051981+0.00043682i,0.0010021+0.00022607i,0.0010871+0.00042016i,0.00038714+0.0010376i,-0.00042635+0.0010157i,-0.00085128+3.1768e-05i,-0.00070818-0.00055994i,0.0002919-0.0005467i
0.00015994-9.1673e-05i,-0.00018848-5.9309e-05i,4.6968e-05+0.00025072i,0.00083111+0.00027738i,0.0008563+0.00066903i,0.00047444+0.00078678i,0.00037828-0.00027702i,0.0011896-0.0018748i,0.0021124-0.0023833i,0.0026949-0.0013094i,0.002292-0.00052022i,0.0015342-0.00043457i,0.0011267+0.00017545i,0.00073002+0.00065652i,0.00038761+0.00083766i,-5.8768e-05+0.00061061i,-0.0010989+0.00052867i,-0.00094731+0.00041924i,0.00043607+0.0003368i,0.00062553+0.0012026i,0.000837+0.0016028i,0.0020495+0.0015016i,0.0018699+0.0014128i
0.001028-0.00031012i,0.0018395-0.00089981i,0.0017593-0.0022789i,0.0015616-0.0030958i,0.00096054-0.0019744i,0.00083967-0.00032892i,0.00028285-0.00042223i,-0.0015545-0.00099456i,-0.0016169-0.0020806i,-0.00050057-0.0026327i,0.00024631-0.0018749i,0.00061203-0.00075866i,0.00082399+0.00032036i,0.0010237+0.00050903i,9.3509e-05-4.2868e-05i,0.00011376+0.00010411i,0.00083802+0.00029652i,0.00075531-0.00069206i,0.0011003-0.00080602i,0.0010777-0.00011334i,0.0007621-0.00058161i,0.0007017-0.0006865i,0.00032056-9.722e-05i
0.0016172-0.00085691i,0.0019123-0.0015941i,0.0019424-0.0019674i,0.0013701-0.0028803i,7.2553e-05-0.0030039i,-0.0012782-0.0015922i,-0.0018162+0.00022167i,-0.0017424+0.00074543i,-0.0015828-0.00094701i,-0.0012266-0.0020256i,-0.00097385-0.0011467i,-0.00036218-0.00029496i,0.00076223-9.2963e-06i,0.001447-0.0001068i,0.00090363-6.0936e-05i,-0.00030046+0.00044516i,-0.00072996+0.0009584i,-0.0001609+0.00066815i,0.00044801-0.00025426i,0.00031433-0.00036941i,0.00038355-0.00019819i,0.001087-0.00018349i,0.0012049+0.00028191i
0.0016444-0.0013627i,0.0022252-0.0013943i,0.0015308-0.0012095i,0.00015535-0.0013257i,-0.00044673-0.00026708i,-0.00049129+0.0012486i,-0.00034803+0.002229i,-0.00031916+0.0020342i,-0.00083967+0.0012415i,-0.0012508+0.00078065i,-0.00099208+4.8357e-05i,-0.00022075-0.00076487i,0.00061027-0.00061381i,0.00072165-0.00052718i,0.00054097-0.00014839i,-8.8925e-05+0.00093513i,-0.00082082+0.00063006i,-0.00054434-0.000421i,-0.00061961-0.00067714i,-0.00063085-0.00088623i,-0.00038368-0.00081598i,-0.00029649-0.00049894i,-0.00036681-0.00034045i
0.0021209-0.0006199i,0.0020957-0.0013453i,0.0014918-0.0020888i,-4.6184e-05-0.0014152i,-0.0018359-0.00015308i,-0.0017858+0.00043037i,-0.00013289+0.00019576i,0.0011343+0.00055152i,0.001436+0.00064944i,0.0012976+5.4612e-05i,0.0010903-0.0004538i,0.00061552-0.00090089i,-0.00018539-0.00090478i,-0.00067155-0.00043219i,-0.00025664-0.00019742i,3.2633e-05+0.00023674i,-0.00066395+0.000577i,-0.0010905+0.00064695i,-0.00090708+5.0776e-05i,-0.00033834+0.00050055i,-0.00053572+0.00063012i,-0.00096148-1.6151e-05i,-0.00069925-9.7662e-05i
0.00031776-0.0018504i,0.0017575-0.0016648i,0.0025133-0.00068204i,0.00063127+0.00028368i,-0.00041762+0.00038277i,0.00030187+0.00050656i,0.0012212+0.00035293i,0.001719-0.0001487i,0.0019645-0.00057161i,0.0015706-0.00047888i,0.00065488-2.4591e-05i,0.0003872+0.0003286i,-5.4259e-05+0.00031402i,-0.00081264+0.00058834i,-0.00037043+0.0012929i,0.00043526+0.0013196i,4.4938e-05+0.00044226i,-0.0002229+0.00042582i,6.5806e-05+0.00032508i,5.0724e-05-0.00039338i,0.00023751-6.8233e-05i,0.00063143+0.0003788i,0.0003093+0.00054838i
0.0010948+0.0005055i,0.0018506+0.00032982i,0.0020458-0.00028526i,0.0014701-0.0011127i,0.00046464-0.0011367i,-0.00027823-0.0012321i,-0.00061035-0.0010802i,1.8973e-05-0.0011584i,0.00096952-0.0020329i,0.00078539-0.0020933i,0.00024562-0.00044705i,0.00067689+0.0010236i,0.00061345+0.0012083i,0.00014075+0.00094955i,0.00027086+0.00050063i,-0.00014451+0.00015685i,-0.00017422-0.00055656i,0.00052351-0.00027815i,0.00082471+0.00066037i,0.00095041+0.0009398i,0.00095621+0.0013715i,0.0011889+0.0013099i,0.00062527+0.00034955i
0.0029182-0.00028384i,0.0036863-2.4983e-05i,0.0035807-0.0014282i,0.0019882-0.0025545i,2.2818e-05-0.002252i,-0.0013358-0.00094834i,-0.00060901-5.4028e-05i,0.00095107-0.0011791i,0.00091227-0.0029264i,0.00085642-0.0030906i,0.0014585-0.0018326i,0.00094511-5.6062e-05i,0.00083585+0.00080584i,0.00097022+0.00092662i,0.00040162+0.00035878i,0.00018422-0.00075326i,-0.00020173-0.0011133i,0.00024705-0.00037807i,0.0011661+0.00041616i,0.0010978+0.00049672i,0.0003875+0.00044373i,-4.4746e-05+0.00045929i,-0.00010131+0.00015509i
0.0020754-0.00044005i,0.0015067+0.00034579i,0.00036844-0.00011401i,-0.00090532-0.0013949i,-0.0015748-0.0011383i,-0.0023323+9.9299e-05i,-0.0021108+0.00010934i,-0.00079218-0.00039516i,-9.4618e-05-0.00096151i,0.00039092-0.00093323i,0.0006764-0.00069692i,-0.00033098-0.0001489i,-0.00086827+0.00053066i,-0.00084497+0.00074735i,-0.00094172+0.0010447i,-0.0015216+0.0010538i,-0.0019629+0.00011232i,-0.00088337-0.00096546i,0.00036552-0.00076323i,0.0013313-0.00036274i,0.0014769-0.000374i,0.00094423-0.00066685i,0.00042276-0.00067236i
0.0016167+0.0005169i,0.002795+7.8522e-05i,0.0038234-0.0011003i,0.0025829-0.0011483i,0.00082188-0.0013283i,1.1254e-05-0.00066322i,-0.00039151+0.0010859i,-0.00075072+0.0012962i,-0.00039828+0.00034127i,-8.4262e-05-0.00050097i,-0.00026317-0.00072727i,-0.001049+0.00026531i,-0.0016429+0.00011217i,-0.0010756-0.00051909i,-0.00049606-0.00016342i,-0.00043793-0.00063793i,-0.00081236-0.00098198i,-0.0015753-0.00057792i,-0.0021276-0.00040065i,-0.0012647-4.5052e-05i,-0.00043337-6.1092e-06i,-0.00072427-0.00054238i,-0.0007473-0.00058157i
0.0019974-0.00018173i,0.0027502-0.00012516i,0.0031938-0.0013622i,0.0024505-0.0014225i,3.3756e-05-0.00030441i,-0.0018265+0.00036835i,-0.00082128+0.0012913i,0.0010406+0.0017343i,0.0011133+0.0012843i,1.7299e-05+0.00030015i,-0.0011009-0.00069569i,-0.0012116+3.8601e-05i,-0.00064611+0.0007374i,-0.0007364-0.0001413i,-0.00021966-6.8695e-05i,0.00033191+0.00096394i,0.00028308+0.0013914i,-0.00026018+0.0011786i,-0.00091686+0.00078231i,-0.00085999+0.00062378i,-0.0012074-7.5636e-05i,-0.001206-0.00055708i,-0.00022429-0.00095155i
0.00090805+0.0016843i,0.0027423+0.001893i,0.0043674+0.0027155i,0.003875+0.002556i,0.002797+0.0011096i,0.0013807+0.00094872i,-0.00021655+0.00091534i,-0.00010854+0.00058833i,0.00087555+0.00089354i,0.0012195+0.00040111i,0.00089219-1.4385e-05i,0.00021318-0.00021687i,5.7984e-05-0.0003613i,-5.0121e-05-0.00055008i,0.00015774-0.00052729i,0.00029744-0.00044418i,0.00026633-0.00036662i,0.00019974+0.00041967i,3.9076e-05+0.0010759i,-0.00010231+0.0010858i,0.00037583+0.00088611i,0.0009363+0.00082018i,0.00012077+0.00078058i
0.0016994+0.00059035i,0.0038344-8.1512e-05i,0.005527-0.00108i,0.0046776-0.0012401i,0.0024415-0.0015692i,0.00018898-0.0020345i,-0.00054089-0.0011012i,0.00065976-0.00093774i,0.0016408-0.0010084i,0.0019799-0.0008256i,0.0016079-0.00023773i,-3.8153e-05+0.00039098i,-0.0010145+0.00074057i,-0.00095122+0.0008381i,-0.0012097+0.00054164i,-0.0014411+0.0001698i,-0.00065273+4.9229e-05i,0.00028095-0.00042868i,0.0007308-0.0006745i,0.00059811-2.9244e-05i,0.0010641+0.00040921i,0.0010258+0.00069836i,0.0003803+0.00064402i
0.0015669-0.00068695i,0.0031181-0.00081513i,0.0026645-0.0013951i,0.0012365-0.0014605i,-0.0001912-0.0013177i,-0.00066004-0.0011943i,1.9758e-05-0.00083889i,1.0889e-06-0.0013252i,-0.00021601-0.001403i,-5.425e-05-0.00085354i,0.00056449-7.1023e-05i,0.00047817+0.00056801i,-0.00046303+0.00019566i,-0.0011146+3.31e-05i,-0.00095571+7.3457e-05i,-0.00020184+0.00025262i,-6.4358e-05+0.00072407i,9.3539e-05+0.00060056i,7.9981e-05-0.00012631i,0.00056984-0.0012995i,0.0017946-0.0012009i,0.0018392-0.00059703i,0.0010453-0.00041751i
0.001407-0.00019474i,0.0035378-8.9098e-05i,0.0041754-0.00085476i,0.0023747-0.00089341i,-0.00067386-5.947e-05i,-0.0021773-1.9413e-05i,-0.0012482+8.707e-05i,-0.00013894+0.00059682i,0.00084117-0.00051923i,0.001695-0.0022326i,0.0020791-0.0025292i,0.0012588-0.0015491i,0.00084933-0.00024526i,0.0011607+0.00023907i,0.0011101+0.00012646i,0.00035085+0.00044078i,-0.00029289+0.00096062i,-0.00061965+0.00097096i,-0.00036265+0.00024717i,0.00020097-0.00029283i,0.00044518-0.00069162i,0.00036654-0.00059037i,0.00048773-0.00024118i
0.002681-0.00034499i,0.0029982-0.00081299i,0.002871-0.0013233i,0.0010016-0.0014669i,-0.0018305-0.00057078i,-0.0020764+0.00069227i,-0.0010606+0.0012107i,-0.00077024+0.0011273i,-0.0010314-9.8085e-05i,-6.423e-05-0.0022369i,0.00069952-0.0030512i,0.00082511-0.0019183i,0.0011248-0.00034469i,0.0012009+0.00058157i,0.0010616+0.00045958i,0.0007454+0.00034145i,0.00048705+0.00051762i,0.00073849+0.00078244i,0.00064677+0.00063757i,7.0029e-05+1.5179e-05i,3.5496e-05-0.00020363i,9.7166e-05-0.00072152i,0.00021382-0.00018497i
0.00086088-2.9759e-05i,0.0013245-0.00053436i,0.0023634-0.00047756i,0.003026-0.00017551i,0.0026477-0.00046806i,0.0021338-0.00068068i,0.0015641+0.00021552i,0.0010772+0.00097696i,0.00038276-0.00016094i,-0.0011553-0.0012885i,-0.0020762-0.0016215i,-0.0011438-0.001762i,0.00063753-4.0154e-05i,0.00076873+0.0013891i,-9.2385e-05+0.00079775i,-4.8082e-05+0.00020645i,0.00027447-2.7211e-05i,0.00036872-0.00043106i,-0.00013977-0.00025679i,-6.8485e-05+0.00012028i,3.9741e-05+0.00050647i,-0.00052259+0.00052254i,-0.00048272-5.2292e-07i
0.0013087+0.0010553i,0.0025683-2.3227e-05i,0.0037414-0.0011479i,0.0027566-0.00070572i,0.0010553-0.00045314i,-0.0001354-0.0007654i,0.00041783-0.00082407i,0.001124-0.00070162i,0.00056495-0.00045207i,-0.00093604-0.00034682i,-0.0019202-0.00029902i,-0.001401-0.00028651i,-0.00084231-0.00011106i,-0.00096118-0.00069961i,-0.00051864-0.0011023i,1.3407e-05-0.0010511i,0.00048449-0.0010562i,0.00064763-0.00052221i,0.00011363-1.7037e-05i,-0.00013401+0.00024087i,0.00057278+0.00034105i,0.00086074+0.00036145i,0.00066261+0.00046993i
0.00073232+0.00013109i,0.0015139-0.00047177i,0.0025184-0.0013274i,0.0019794-0.0016293i,-0.00055877-0.00044373i,-0.0024267+0.00021703i,-0.0018083-0.00019903i,-0.00024801-0.00054065i,0.00025693+0.00011127i,-0.00021681+0.00091682i,-0.00052283+0.0006022i,-0.00071319+0.00047577i,-0.00048795-0.00017903i,0.00024955-0.00076073i,0.00058927-0.00060222i,0.00068464-0.00059303i,0.00077065-0.00028131i,0.00026349+0.00015281i,0.00011189+0.00041853i,0.00075295+0.00054278i,0.00076403+0.00046104i,0.00047136+8.4996e-05i,0.00059485-0.00035837i
9.1828e-05+0.00045179i,0.0013143+0.00052656i,0.0020777+0.0015342i,0.0013786+0.0016149i,-0.00039543+0.0016292i,-0.001043+0.0012313i,-0.00094578+2.4259e-05i,-0.00083666-0.00038001i,-0.00045253+0.00066289i,0.00078842+0.0014544i,0.0015544+0.00097036i,0.0006183+0.00049807i,-0.00039492+0.00033883i,-3.4597e-05+0.00025032i,-6.0299e-05+0.00031714i,-7.8521e-05+0.00027574i,0.00010388+0.00062541i,-0.00014607+0.00068118i,-0.00041674+8.1327e-05i,-0.00047821-7.9827e-05i,0.00063302+0.0002099i,0.0013843+0.00013326i,0.0010129+0.00015743i
0.0032133+0.00050926i,0.0040332-0.0015036i,0.0048058-0.00289i,0.0033744-0.0033786i,0.00028705-0.0025404i,-0.0017023-0.00085256i,-0.0011659+0.0010084i,-0.00066321+0.0010692i,0.0007404-0.00023084i,0.0030432-0.00090179i,0.003591-0.0018975i,0.0020276-0.0015347i,0.00086493+0.00072631i,0.00045334+0.0017161i,0.00042071+0.0016209i,0.00078428+0.0014661i,0.0010514+0.0014765i,0.0010079+0.0017012i,0.00041166+0.0011925i,0.00085251+0.00020501i,0.0016053-0.00049741i,0.0013867-0.00083258i,0.00073478-0.00036212i
0.0023712+0.0013586i,0.0032284+0.0012361i,0.0038543+0.0012797i,0.004287+0.0013839i,0.0033112+0.0011869i,0.0011961+0.00061581i,0.00023192+0.0006867i,0.00070217+0.00067448i,0.0015157-4.9842e-05i,0.0028006-0.0022635i,0.0026951-0.0036536i,0.0012632-0.002322i,-6.9145e-05-2.0563e-05i,-0.00017617+0.0011536i,0.00026233+0.0016738i,0.00094094+0.0010235i,0.0012729+7.6826e-05i,0.00034371-0.00025924i,-0.00025244-0.00098823i,-0.00046422-0.00050676i,-0.0003816+2.1988e-05i,0.00019011-0.00046712i,0.00032338-0.00041765i
0.00070895+0.00074745i,0.00084953+0.00075184i,0.00063513+0.0014943i,0.00052215+0.0024061i,0.00017726+0.0014254i,0.00031429+0.00035571i,0.00085799-2.16e-05i,0.00053896-0.00033721i,2.3889e-05-0.00095361i,-0.00050051-0.0026579i,-0.0010278-0.0034985i,-0.00011985-0.0025059i,0.0011534-0.0013001i,0.00037351-0.0013563i,-0.00035487-0.0014633i,-0.00084322-0.0016405i,-0.0012342-0.0019408i,-0.00079484-0.0014266i,-0.00073092-0.0009402i,1.0397e-05-0.00077905i,0.00056985-0.00027137i,-0.00035383+0.00038063i,-0.00034087+0.00012198i
0.0014334+0.00053823i,0.0029303-0.0011373i,0.0033683-0.0017062i,0.0029396-0.0016744i,0.0015611-0.0010546i,8.5824e-06-0.00026501i,0.00049799+0.0005089i,0.0012198+0.00071086i,-7.5706e-05-0.00068206i,-0.0015527-0.0019188i,-0.0019849-0.0017055i,-0.0014768-0.0011165i,-0.00045853-0.00065441i,0.00049008-0.00062502i,0.001192-0.0011383i,0.0007123-0.001417i,-0.00044411-5.1709e-05i,-0.001208+0.001275i,-0.0005248+0.0014785i,-0.00011024+0.0012738i,-0.00012148+0.0005817i,0.00011942+0.0002891i,0.00081177+0.00027331i
0.00056279-0.00041987i,0.00047471-0.00042836i,0.00097164-0.00018095i,-0.00024986-1.8226e-05i,-0.0016355-7.1151e-05i,-0.0011359+0.00042433i,0.0003456+0.00086726i,0.00082631-0.00044835i,-0.00093436-0.0013654i,-0.0016554-0.00094307i,-0.00089113-5.9339e-05i,-0.00090794+0.00062644i,-0.00013584+0.00087967i,0.00030035+0.00085353i,-0.00029727+0.00047156i,-0.0003983+0.0011695i,-0.00040635+0.0021125i,-0.00025869+0.0011669i,-0.00015602-0.00010858i,-0.00014204+0.00018776i,0.0006655+0.00021666i,0.00086409+0.00063657i,0.00011765+0.0009851i
0.00086326+0.00045098i,0.0024967+5.8437e-05i,0.002641+8.311e-05i,0.0012608+0.00042908i,-0.0009411+0.00048982i,-0.0017932-0.00035275i,-0.0020082-0.0011058i,-0.0016518-0.0014803i,-0.00044115-0.00018519i,0.00012495+0.001736i,0.00064381+0.0018669i,0.00093212+0.00054471i,0.00040055-6.0584e-05i,-0.00014494+0.00092785i,-0.00050094+0.0010475i,-0.00031488+0.00058237i,0.00016049+0.00064012i,0.00052679+2.0393e-05i,0.00095551-0.00033118i,0.0012153+0.00024618i,0.00071554+0.00087837i,0.00037976+0.0011328i,0.00047905+0.00058834i
-0.00095582-0.0014437i,0.0011096-0.0012874i,0.0010029-0.00063596i,-0.00077201+0.00044458i,-0.0020079+0.00043465i,-0.0013436+0.00082634i,-0.0011403+0.00067125i,-0.0012354+6.7577e-05i,-0.00050981+0.00031593i,0.0012413+0.00094823i,0.0026404+0.0010898i,0.0022112+0.00064194i,0.00063711+8.4908e-05i,-0.00023392-0.00018057i,0.00013656+1.2612e-05i,0.00017837+0.00060384i,-0.00020309+0.00041349i,1.0577e-05-0.00013386i,0.00022672-0.00021668i,0.00023493-1.8312e-05i,0.00017843-0.00039093i,-5.0085e-05-0.00042662i,2.2883e-05-5.4533e-06i
0.00077042+0.00057797i,0.0018334+0.0012172i,0.0024135+0.0018404i,0.0024869+0.0016742i,0.0019823+0.0011335i,0.00037181+0.0014682i,-0.00078376+0.0014408i,0.00019339+0.00072235i,0.0021338+0.00032416i,0.003897-0.00084145i,0.0040691-0.0018775i,0.0027684-0.0014142i,0.0010636-0.0004389i,0.00038903-0.00014846i,-0.00022542-0.00052018i,-0.00061517-0.00056821i,-0.00046293+8.6106e-05i,-0.00053756+0.00062248i,0.00034801+0.00014571i,0.0010198+0.00062178i,0.00038251+0.00090453i,0.00040846+0.00052199i,0.00076511-4.4864e-05i
