0.0017102+0.00010096i,0.001002-0.0012875i,0.0012652-0.002388i,-0.00026588-0.0018233i,-0.0026798-0.00034547i,-0.0029302+0.0012042i,-0.0014523+0.0019475i,-0.00026052+0.0019905i,0.00013743+0.00049946i,-0.00016194-0.000633i,-0.00074847-0.0011755i,-0.0014966-0.00089452i,-0.0012294+0.00040658i,-0.00077217+0.0010349i,-0.00053444+0.0006348i,0.00039088+0.00030897i,0.00086929-0.00047166i,0.00052272-0.00064367i,0.0009334-1.915e-06i,0.0014201+0.00032196i,0.0010231-0.00040432i,0.00056251-0.0010101i,0.00016799-0.00070177i
0.0002892-0.00040917i,0.00023115-0.00058437i,-3.6197e-05-0.00058356i,-0.00082874-0.00089095i,-0.001326-0.00079999i,-0.00079749-0.00015486i,-0.00046016+0.00055716i,0.00016641+0.0005591i,-0.0004892+0.00085085i,-0.0011842+0.001168i,-0.00086539+0.00078034i,-0.00097041+0.00041982i,1.0048e-05+0.00040919i,0.00033816+0.00045558i,-0.00068179+0.00032442i,-0.00048942-0.00052556i,-3.7473e-05-0.00052431i,-0.00029451-0.0002207i,0.00073207-0.00071432i,0.0014285-0.0008047i,0.00059707-0.0005266i,-4.9707e-05+5.7937e-06i,-4.2977e-05-0.00010409i
-8.4887e-05-0.0013512i,0.00019136-0.0022342i,-0.00027483-0.0035686i,-0.0012989-0.003038i,-0.0011645-0.0016732i,0.00023884-9.2988e-05i,0.0015788+0.001476i,0.0017108+0.0020797i,0.00057207+0.0011374i,7.5214e-05+0.00028405i,0.0004216+0.00027198i,-0.00022377-0.00068021i,-0.0006838-0.0013346i,1.323e-05-0.0010737i,-0.00021735-0.00038659i,-0.00044471+5.6476e-05i,-0.00037854+9.6821e-05i,-0.00042487+0.0004716i,-8.1039e-05+0.00055466i,0.00021798+0.00035948i,-0.00052575+0.00058792i,-0.0013549+0.0001118i,-0.0010566+2.9468e-05i
-0.0010048-0.00025907i,-0.0012782+0.00052649i,-0.0017352+0.00077047i,-0.0026005+0.00061493i,-0.0031796+0.00041154i,-0.0018598-0.00030865i,-0.0011936-0.0008598i,-0.00070411-0.00099026i,5.224e-05-0.00051538i,7.6191e-05-0.00012566i,-0.00010982+0.00041837i,-5.3434e-05-7.0261e-05i,-0.00023334+8.0343e-05i,0.00034473+0.00045868i,0.0012696-0.00060507i,0.0010466-0.00086166i,0.00019125-0.00019936i,-7.4985e-05-0.00053985i,-0.00039764-0.00056953i,-0.00068593+0.00027319i,-0.00057298+0.00074777i,0.00031609+0.00093108i,0.00094443+0.00095017i
-0.00037606-0.0013434i,-0.00040086-0.0030456i,0.00051294-0.0032971i,0.001156-0.0019919i,0.00046103-0.0014717i,-0.00050628-0.00086508i,-0.00023161+9.0345e-05i,0.00020233+0.00026024i,0.00019148+0.00048042i,0.00024544+0.00086293i,8.9955e-05+0.00057573i,0.00048305-3.172e-05i,0.00017997-0.0004647i,-0.00037422+0.00020402i,-0.00063462+0.00083651i,-0.00062153+0.0012565i,-0.00026357+0.00075586i,-1.0606e-05-0.00017288i,-0.00018737-9.3862e-05i,-0.00020444+0.00039687i,0.00019021+0.000407i,0.00063084-0.00034491i,0.00034802-0.00086675i
-0.001075-7.3941e-05i,-0.0012654-0.00018882i,-0.0020872-0.00026777i,-0.0026472-0.0012048i,-0.0018225-0.001848i,-0.00070303-0.0015759i,-0.00099225-0.0011407i,-0.00097703-0.00056857i,-0.00051166-5.6448e-05i,-0.00012306-0.00049875i,4.197e-05-0.0004512i,-0.00018186-0.00034805i,4.0491e-05-0.00078173i,0.0006369-0.00048629i,0.0011643+0.00016641i,0.00083828+0.0002385i,0.0006151+0.00036649i,0.00059804+0.00058561i,-4.3814e-05+0.00021696i,-0.00037424+0.00014868i,-0.00038151+0.00021895i,-0.00044827+1.1966e-05i,-0.00063668-0.00050811i
0.0016386+2.4815e-06i,0.00081509-0.00053972i,0.00096475-0.001131i,0.0003767-0.0017977i,-0.00043465-0.0018207i,-0.00098478-0.0013525i,-0.0007542-0.00041328i,0.00025122-0.00011706i,0.00050045+0.00026414i,-0.00013767+0.00022761i,0.0001896-0.00015488i,0.00020692+0.00071208i,-0.00034794+0.00053996i,-0.00092678+0.00082618i,-0.0013872+0.0014696i,-0.0010916+0.00058661i,-0.00015711-0.00032565i,0.00026142-0.00047229i,0.00038493+0.00035763i,-0.0002316+0.00032289i,-0.00040413+0.000162i,9.0466e-05+0.00060897i,-0.00037028+0.0007537i
-0.00019391-0.0002642i,-0.0007065-0.00025857i,-0.00073688-0.00050417i,-0.0010405-0.0010707i,-0.0015383-0.0011022i,-0.0012006-0.0015621i,-0.00095704-0.0017574i,-0.00071171-0.00058143i,0.00037652+0.00064433i,0.0012952+0.00077921i,0.0012925+0.00027912i,0.00053771+6.5248e-05i,-0.00013249+0.00016899i,-0.00016677+0.00076654i,-0.00049832+0.00060291i,-0.0013033-0.00043128i,-0.00092702-0.00048454i,-0.00019227-0.00064164i,0.00014912-0.0012955i,0.00023332-0.00074657i,-0.00042799-3.4946e-05i,-0.00021625+0.00040175i,0.00061782+0.00081526i
0.0016419+0.00031602i,0.00042596+0.0010679i,-0.00021154+0.00052142i,-0.00046022-0.00048972i,-0.001119-0.00065682i,-0.0011998-0.00049206i,-0.00031651-0.00053363i,4.3366e-05-0.00023451i,0.00063002+0.00053437i,0.0005844+0.00057752i,-6.1242e-05+0.0001457i,0.00049146+0.00026536i,0.00062401-1.3386e-05i,8.6403e-05-0.00035923i,-0.00037417-0.00018323i,-0.00011389-0.00029086i,0.00060713-0.00035608i,0.00064765-0.00021408i,0.00056686-0.00010086i,0.00026683+0.00032484i,0.00030816-0.00016018i,0.00058849-0.00028588i,0.00055755+0.0005054i
-0.00042095+0.0016412i,-7.8807e-05+0.0013336i,-0.00035912+0.00089968i,-0.00070721-0.00019475i,-0.00062176-0.0010854i,-0.00042917-0.0016357i,-0.00052758-0.00083157i,-0.00037398-3.4888e-05i,0.00013389+0.00022139i,0.00045895+0.00032313i,0.00050545-0.00015438i,-0.00022596-0.00013695i,-0.00080223-0.00027043i,-0.00075831-0.00054783i,-0.00057806-0.00077991i,-0.00015598-0.00091382i,0.00068514-0.00065484i,0.00060786-0.00017775i,-5.7417e-05-5.6813e-06i,-0.00026057+0.00016439i,-0.00016478-0.0001803i,0.00044334-2.6057e-05i,0.00029492+0.000123i
0.0015507-0.0020273i,0.00098942-0.0033137i,-0.00028533-0.0035417i,-0.0020408-0.0025442i,-0.0028993-0.00068027i,-0.001679+9.1722e-05i,-2.5407e-05+0.00011722i,0.00016689+0.00048255i,-0.00013644+0.00038802i,0.00053892+0.0001245i,0.00088646-4.7402e-05i,0.00066078+0.00026935i,0.00054136+0.00080879i,0.00040219+0.0011041i,0.00055236+0.00089799i,0.00081761+0.0004097i,0.00069163+0.00074917i,0.00065279+0.00044922i,0.0012636-0.00068813i,0.0017063-0.0004242i,0.00040956+0.00011742i,-0.00071463-2.7994e-05i,-0.00030626+0.00010325i
-0.00042511+0.00087357i,-0.00091809+7.2771e-05i,-0.0010641-0.0014864i,-0.00089028-0.0019489i,-0.00047522-0.0021413i,-0.00049024-0.0017635i,-0.00040294-0.0005967i,0.00011397+6.2273e-05i,0.00058064+4.2424e-05i,4.383e-05+1.9355e-05i,-0.00058891-0.00096905i,-0.00017423-0.0012374i,-0.00031325+0.00018491i,-0.00055912+0.00050114i,9.8675e-05+0.00014693i,0.00054176+6.0432e-05i,0.00013588+0.0007832i,-0.00014618+0.00091755i,-0.00050575+0.000462i,-0.00080331+0.00032025i,-0.00061606-8.523e-05i,-0.00074126-0.0005311i,-0.00029402-7.1583e-05i
-0.0016836-0.0010344i,-0.0010256-0.00029248i,-0.0013613+0.0004357i,-0.0013671-0.00014174i,-0.00094909-0.00039097i,-0.00055008+8.9336e-05i,-0.00085647+0.00042026i,-0.00077217-8.849e-05i,-3.9223e-05-0.00067236i,0.00033703-0.00057842i,0.00068831+0.00029483i,0.00054415+0.00053091i,0.00033384+0.00033738i,0.0007646+0.00019314i,0.0012883-0.00065395i,0.0013911-0.00099161i,0.00090349-0.00042845i,0.00063549-0.0005123i,0.00077909-0.00068151i,0.00011635-0.00028408i,-0.00016135-7.9458e-05i,0.00029548-0.00040442i,-1.9878e-05-0.00017483i
-0.0005025-0.00051759i,-0.00037385-0.00057383i,-0.0013682-0.0016804i,-0.0017721-0.0029129i,-0.00071125-0.0017346i,0.00079525-0.00053626i,0.00049544+2.3801e-05i,-0.00032477+0.00023952i,0.00011277+0.00013031i,0.00017073+0.00021016i,-0.00010939+0.00031282i,-0.00030951+0.0003709i,-6.5749e-06+9.9596e-05i,0.00031151-0.00027461i,-9.6039e-05-0.0003385i,-6.0172e-05-0.00078768i,0.00012846-0.00089396i,0.00070858-2.9697e-05i,0.00041498-5.2239e-05i,-0.0006327-0.0008385i,-0.00017536-0.00083474i,0.00066003-0.00078245i,0.00028023-0.00065014i
-0.00035963-0.00075959i,-0.00010659-0.00023539i,7.5288e-05-3.3461e-06i,-0.00032261-0.0012235i,-0.0006437-0.0020833i,-0.00073928-0.0012612i,2.3302e-05-0.00069299i,0.00070797-0.0012832i,0.00059602-0.00093781i,0.00083891+0.00019032i,0.00063565-1.8214e-05i,0.0004686-0.0003865i,0.00058167-0.00060597i,0.00074776-4.41e-05i,0.0005572+0.00056361i,0.00023394+0.0003389i,0.00041656+0.00032379i,-4.3132e-05-0.00030892i,-0.00041841-0.0010977i,-0.00027571-0.00032888i,-0.00050506+0.00078985i,-4.3597e-05+0.00091926i,0.00043129+0.00072181i
0.0003496-0.0026766i,-0.001871-0.002763i,-0.0036272-0.0020529i,-0.0037066-0.0010846i,-0.0025167-0.00067266i,-0.0010889-3.9441e-05i,-0.00019188+0.00032173i,0.00032615-0.00041714i,0.00074762-0.00030479i,0.00095357-0.00064684i,0.00047474-0.00085248i,-0.00041203-0.00038322i,0.00013595-8.2049e-05i,0.00055825+0.00012474i,0.00014309-0.0003784i,1.0308e-05-0.00041427i,-0.00036304+0.00016453i,-0.00032222-8.0077e-05i,0.00018328-4.7136e-05i,0.00065412-0.00022656i,0.0010449-0.00073763i,4.7113e-05-0.0010103i,-0.00057014-0.00076387i
0.00015485-0.0015494i,-0.00037144-0.0012326i,-0.00082412-0.0010128i,-0.00027293-0.0010211i,-0.00024476-0.0013073i,-0.00067385-0.0013025i,-0.00033891-0.0010894i,-8.8565e-05+6.4717e-05i,4.0228e-05+0.00094186i,0.00036218+0.0011225i,0.00031638+0.00097754i,0.0001311+0.001032i,0.00054094+0.0013114i,0.000817+0.0010325i,0.0008696+0.00089614i,0.0013496+0.0008137i,0.00067899-0.00011699i,7.4765e-05-3.2296e-05i,0.00023997+0.00064956i,-0.00015608+0.000353i,-0.00064062+0.00018222i,-0.00053817+0.00076324i,-3.3356e-05+0.00039449i
-0.001421-0.0013975i,-0.0015059-0.0012551i,-0.0012348-0.00053948i,-0.0012537-0.00030103i,-0.0019365-0.00025689i,-0.0019513-0.00026958i,-0.0015084+0.00063181i,-0.00076401+0.0012044i,-0.00064473+0.00086696i,-0.00084194-0.00015383i,-0.00057254-0.00067002i,-0.0007031-0.00013476i,-0.00049771-0.00055531i,0.00059849-0.00082402i,0.00081967-0.00024769i,2.8848e-05+0.00025138i,-0.00012974+0.00030182i,-8.7796e-05+0.00010992i,-0.0001918-0.00049813i,-6.1174e-05-0.00093279i,3.7109e-05-0.00032143i,-0.0001421+0.00034457i,-0.00047841-0.00010324i
0.00012526-0.00058457i,-0.00054952-0.00074033i,-0.0012751-0.0018634i,-0.0010563-0.0019182i,-0.00091591-0.0011158i,-0.00096842-0.00035203i,-0.00027171-0.00031939i,0.00064539-0.00054506i,-3.8413e-05-0.00026653i,-0.00031114+0.00011946i,-7.9729e-05+0.00045267i,0.00016829+0.00053487i,0.00095616+0.00067803i,0.00064507-2.4508e-06i,-0.00029871-0.00050004i,-0.000866-0.0013682i,-0.00029871-0.0018979i,0.00063476-0.00085808i,0.00050841-0.00031441i,0.00056465-0.00045339i,0.00074574-0.00027323i,-7.2305e-05+0.00024756i,-0.00030681+0.00080075i
0.00087233-0.0015317i,0.00088811-0.0021209i,0.00032598-0.0034975i,-0.00051596-0.0023866i,-0.0013727-0.00057479i,-0.0012391-0.00029741i,-0.00022974-0.00050624i,0.0002434-0.00049759i,-0.0003616-0.00039125i,-0.00046456-0.00038978i,-0.00010505-0.00021098i,0.00044176-0.00048605i,0.00095892-0.00037133i,0.00061047-0.000172i,-3.2201e-06+0.00024244i,-0.00022442+0.00031919i,-0.00059743-0.0003914i,-0.00048562-0.00040508i,-0.00011198+0.00065226i,-0.00019611+0.00084133i,-0.0001004+0.00040208i,-3.2439e-05+0.00042098i,2.2902e-05+0.00019136i
-0.0014731+0.00019785i,-0.00092838-0.00058915i,-0.00072597-0.00075645i,-0.0011957-0.00055616i,-0.0018443-0.00054589i,-0.001509+0.00010955i,-0.00028672+0.00052958i,0.00043195-3.2353e-06i,-3.7597e-05-0.00043466i,-0.00014406-0.0003822i,0.00046494-0.00031733i,0.0011045-0.00031056i,0.00093921-0.00032296i,-1.8673e-05-0.00088896i,-0.00048597-0.0012928i,-0.00028442-0.00029752i,0.00047167+0.00028536i,9.1454e-05-0.00012858i,-0.00010056+6.2071e-06i,0.0005095+0.00022845i,0.00025392-6.9165e-05i,-0.00093171+7.5297e-05i,-0.0007449+0.00016893i
-0.0013941-0.00243i,-0.00054101-0.0019158i,-0.00094057-0.002173i,-0.00097679-0.0020171i,-0.00067765-0.0010281i,-3.5681e-05-0.00087755i,0.00066604-0.00062453i,0.00082543+0.00024766i,0.00042924+0.00025846i,0.00037553+0.00030401i,0.00017585+0.00035943i,8.0705e-05+0.00077417i,0.00061972+0.00090824i,0.0012579+0.00043555i,0.0013144+1.3397e-05i,0.0010724-0.00020985i,0.00066626+0.00011292i,0.00082084+0.00064421i,0.00050518+0.0002724i,0.00043804+4.088e-06i,0.0014611-0.00039307i,0.001672+2.6322e-05i,0.00099626+0.00013701i
-0.00038872+0.00059561i,-3.2372e-05+0.0018028i,0.0002754+0.0021693i,4.8473e-05+0.0011611i,-0.00026857+0.00083458i,-0.00074721+0.00020642i,-0.00032456-0.00044336i,0.00076978-0.00094882i,0.00044849-0.00094852i,-4.7067e-05-0.00033416i,0.00036762-0.00015609i,0.00018851-0.0004384i,-0.00051172-0.00041381i,-0.0004145-0.00066921i,-0.00015935-0.00058514i,-0.00016411+0.00020702i,-0.00012371-0.00036846i,-0.00022085-0.00050562i,-0.00043909+0.00028028i,5.9986e-05+0.00036399i,0.00032014-5.8128e-05i,0.00017023-0.00051068i,-4.1442e-05-0.0003019i
-0.0007317-0.00039533i,-0.00083773-0.0011767i,-0.0010445-0.0020414i,-0.0019555-0.0024716i,-0.002272-0.0017827i,-0.0010419-0.00033504i,-6.5268e-05+0.00062674i,-6.9455e-05+0.00075198i,0.00064093+0.00099626i,0.0006695+0.0010992i,0.00020817+0.0007359i,-0.00039837-0.00016547i,-0.00047138+0.00019063i,-0.00078528+6.5734e-05i,-0.00073914-0.00036726i,2.0893e-05+0.00059922i,0.00085989+0.00070406i,0.00055122+0.00027169i,-0.00057529+3.0839e-05i,6.2e-05+4.8419e-05i,0.001095+0.00048474i,0.00040901+0.0005948i,-0.00026345+0.0002474i
0.00070739-0.0007942i,0.00022832-0.0010165i,5.8714e-05-0.0011689i,-0.00061052-0.00080423i,-0.00091955-0.00046772i,-0.00054665-0.0010849i,0.00023245-0.00059175i,-0.00019766+0.00019738i,-0.00053952+0.00038165i,-3.6064e-05+0.0011509i,-0.00018326+0.0013806i,-0.00095703+0.00042145i,-0.00044213-0.00012015i,0.000644+1.9534e-05i,0.00076126+2.6196e-05i,0.00058198-0.00021495i,-1.5603e-05-0.00023379i,-0.00052575+3.3945e-05i,-0.00047857+0.00018248i,-0.00013087-0.00010336i,0.00023252-0.00044161i,0.0010562-0.00062077i,0.001159+0.00021994i
-0.00042669-0.0011137i,-0.0022098-0.0021467i,-0.0026636-0.0026668i,-0.0018865-0.0016901i,-0.0019037-1.9476e-05i,-0.001602+0.00061123i,-0.00089747+1.9805e-05i,-0.00062488+0.00048042i,-0.00073939+0.00080129i,-0.00092553+0.00088956i,-0.00078924+0.00085712i,-8.6631e-05+0.00031748i,0.00045018+0.00033918i,0.00016718-4.88e-06i,-0.00018782-0.00022272i,-0.00031931-6.4329e-05i,6.3253e-05+6.396e-05i,0.00029824+1.8567e-05i,5.6127e-05+0.00015602i,-0.00014628+0.00015014i,-0.00035309-0.00018812i,-0.000442+0.00041814i,0.00037381+0.0007516i
-0.0015201-0.001216i,-0.001534-0.0013248i,-0.00075322-0.00066903i,-5.9053e-05-0.00030311i,-0.0006066-0.00026865i,-0.00077595-0.00029738i,-0.00022962-0.00019554i,0.00019958-0.00045859i,0.0007585-0.00041288i,0.00061467+0.00045326i,0.00014749+0.00080274i,4.1346e-05+0.00025738i,7.674e-06-0.00038721i,0.00077611-0.00084934i,0.00091349-0.00064619i,-0.00044131-0.00018702i,-0.0011297+0.00014125i,-0.00094654+0.00018326i,-5.5812e-05-9.9323e-05i,2.8378e-05-0.00028445i,0.00049818+1.641e-05i,0.0015867+0.00077812i,0.00095893+0.00099915i
0.00042179-0.00055793i,0.00021924-0.0022441i,7.2205e-05-0.0027158i,-0.00046279-0.0013375i,-0.0009187-0.0014011i,-0.00013711-0.0015378i,0.00037977-0.00030538i,-7.5652e-05+0.00033558i,-0.00051887+0.001052i,-0.00012409+0.001181i,-5.8151e-05+0.00058628i,-0.000302-0.00054065i,8.9904e-05-0.0015203i,7.5075e-05-0.00082722i,3.0126e-05-0.00028656i,0.00030107-0.00046158i,0.00075621-0.00018306i,0.00071478-3.2261e-05i,0.00015135-0.00023937i,0.00033545-0.00018566i,-6.4188e-05-0.00015834i,-1.3917e-05+4.1315e-05i,5.5523e-05+0.00030854i
-0.0012348-0.0010226i,-0.0018448-0.001031i,-0.0024153-9.1219e-05i,-0.0033758+0.00032649i,-0.002931+0.00011579i,-0.00082816-0.0004421i,-9.8342e-05+1.6198e-05i,-0.00046457+0.00013877i,-0.00070829-0.00035279i,2.1152e-05-0.00025805i,0.00038975-0.00018682i,-0.0001142-0.00044319i,-0.00039773-0.00080061i,-0.00023103-0.0007997i,0.00037785-0.00026291i,0.0003898-4.9491e-05i,0.00032627-0.00045807i,0.00019539-0.00091582i,-0.00084026-0.00088667i,-0.0015355-0.000443i,-0.0015378-0.0001381i,-0.001589-0.00029861i,-0.00086881-0.00059271i
0.0011414-0.0028292i,0.00043664-0.0040175i,-0.0014412-0.0042464i,-0.0024076-0.0031792i,-0.0024781-0.0019568i,-0.0012908-0.00035314i,-0.00045475+3.0595e-05i,-0.00053386+0.00045874i,-0.00047676+0.00070902i,-0.00028824+0.00084498i,-0.0003446+0.00087679i,-0.00068296-0.00010245i,-0.00086318-8.5158e-05i,0.00012471+0.00049568i,0.0003215+0.0011663i,-0.00011628+0.0010286i,-4.7487e-05+0.0012396i,-0.00041696+0.001268i,-7.1547e-05+0.00029558i,-3.0888e-05-0.00075956i,-0.00028187-0.00086919i,8.8593e-05+0.00029889i,-0.00010385+0.00086658i
-0.0005918-0.0013816i,-0.00031966-0.0012487i,-0.00098878-0.0012855i,-0.0015921-0.0015473i,-0.0018809-0.0016577i,-0.0013384-0.001104i,-2.7916e-05-0.00092252i,0.0012377-0.00065479i,0.0010642+0.00034377i,0.00019992+0.00060828i,0.00010732+0.00058725i,4.138e-05+0.00052331i,-0.00016631+0.00051629i,-0.00014124+0.00050465i,0.00061705+0.00064124i,0.00044939+0.00093997i,-0.00024909+0.00076505i,0.00032442+0.00083098i,0.00034351+0.000627i,-0.00015589-0.00010288i,-0.00024578-0.0002521i,-0.00084012-9.6295e-05i,-0.00087217+3.7142e-05i
-0.0012881-0.00078056i,-0.00087234-0.0013547i,-0.0011428-0.0021933i,-0.001081-0.0019488i,-0.0006411-0.00093916i,-1.2014e-05-2.9884e-05i,-0.00024021+0.00038087i,-0.0004996+0.0010499i,-0.00034536+0.00053039i,-0.00025063+0.00023883i,-0.00028921+0.00083957i,0.00010515+0.00089759i,0.00053841+0.00019916i,0.00015435-0.0011789i,-0.00011782-0.0017408i,-0.0002743-0.0014783i,-0.00079727-0.00094596i,-0.00064676-0.0006354i,-0.00045781-0.00061906i,0.00013801-0.00048195i,0.00016125+0.00016628i,-9.6773e-05+0.0003234i,0.00013794-5.1873e-06i
-0.00016542+0.0014036i,1.8541e-05+0.0012418i,0.00030602+0.00078201i,-0.00080838-0.00016904i,-0.0019784-0.0019414i,-0.0021327-0.0024234i,-0.0010706-0.0012183i,0.0002759+0.00033658i,0.0004435+0.00040326i,0.00029829+7.5937e-06i,-0.00016571+0.00046053i,-0.00023192+0.00058594i,0.00048646-8.4304e-05i,0.00034787-0.00018258i,0.00037454+0.00013307i,0.00063732+0.00015952i,0.00039525-0.00016237i,0.00062525-0.00066333i,0.00019469-0.00011982i,-0.00019264+0.00039982i,2.2532e-05+0.00023498i,0.00013601-0.00020196i,0.00057149-0.00016631i
-0.00029959-0.00063271i,-0.00017028-0.0018091i,5.7534e-05-0.002758i,-0.0009119-0.0030999i,-0.0010275-0.0023274i,-0.00093877-0.00085777i,-0.0013869+0.00060073i,-0.0013837+0.0012505i,-0.00073442+0.000557i,0.00013165-0.0004275i,0.00056173-0.00045306i,0.0010557-0.00065123i,1.6081e-06-0.0012247i,-0.0008354-0.00056557i,-0.00042624+0.00031648i,-0.00052918+8.9917e-05i,-5.7703e-05-0.00044403i,6.5574e-05-0.00022976i,-0.00061926+0.00037501i,-0.00074343+0.0007223i,-0.0005951+0.00048354i,-3.1331e-05+3.9665e-05i,0.00078703-0.00043558i
0.0004967+7.2144e-05i,-1.7477e-05+0.00051348i,-0.0010135-0.0016906i,-0.0020185-0.0029781i,-0.0030704-0.0023758i,-0.0019997-0.0013064i,-0.00047267-0.00070292i,-0.00015625-0.00022597i,-0.00024855-0.0002515i,-0.00016066-0.00078777i,-0.00022285-0.00069933i,-0.00055292+0.00013063i,-0.00058358+0.00047091i,-0.0004584+0.00066488i,-0.0007895+0.00037789i,-0.00051477-0.00038048i,-0.00030233-0.00085181i,7.6628e-05-0.00036733i,0.0008147+0.00010133i,0.00072341+0.00016688i,-0.00020167+0.0001813i,-0.00036055-0.0001117i,-0.00020578-0.0001687i
0.00061121-0.00019378i,0.001083-0.0013921i,0.0012139-0.00072711i,0.00031257-0.00020738i,-0.00072433-0.0012031i,-0.00083502-0.0009195i,-0.00030674+0.00010957i,-0.0007826-0.00016919i,-0.00073735-0.00051412i,-0.00012834-0.00039291i,0.0003635+0.0002414i,0.00023234+0.00020584i,-0.00057475-0.00034155i,-0.00072943+9.7075e-05i,-0.00044347+0.00066136i,0.00012342+0.00039706i,0.00032254+0.00025202i,-8.4236e-05-0.00058466i,-0.00042885-0.00057399i,-1.6843e-05+7.0015e-06i,0.00035951-0.00018931i,0.0003593-0.00072243i,8.8518e-06-0.0005113i
7.5318e-05-0.00062398i,0.00014053-0.0017369i,-0.00022816-0.0017015i,-0.00096297-0.00076447i,-0.00076724-0.00043788i,-0.00049197-0.00090765i,-0.00070035-5.0561e-05i,-0.00076181+0.00073653i,-0.00065726+0.00023572i,-0.00011071+0.00012887i,-0.00024309-0.00025231i,-0.00045178-0.00055073i,-0.00026616-0.00056411i,3.7218e-05-0.00015331i,0.00031039+0.00032826i,0.00063159-0.00052604i,0.0005906-0.00018783i,-6.2696e-05+0.00069711i,-0.00063219-0.0001184i,-0.00039028-0.00016653i,8.0133e-06+0.00042629i,2.6173e-05+0.00077915i,-0.00045369+0.00076438i
0.00016609-0.000515i,0.00025012-0.0009166i,-0.00073044-0.00096236i,-0.0019547-0.0009721i,-0.0018911-0.0010697i,-0.00095602-0.0011546i,-0.00082835-0.0011103i,-0.00086954-0.000403i,-0.00075838+0.00022002i,-0.00048426+0.00049273i,-0.00021678+0.00066582i,-4.897e-05+0.00016199i,0.00047537-0.00054364i,0.00040524+0.00013653i,0.00025+0.00014404i,0.00023127-0.00047349i,-0.00020373-0.00051206i,-0.00027195-0.00038044i,0.00015717-0.00027413i,0.00052415+0.00014135i,0.0008813+0.00075894i,0.00021935+0.000794i,-0.00020411+0.00037174i
-0.00049643-0.0022289i,-0.0017669-0.0018539i,-0.0030156-0.0017582i,-0.0026064-0.0010757i,-0.0019886+1.8325e-05i,-0.0017577+0.00028631i,-1.7641e-05-0.00029217i,0.0011938-0.00015504i,0.00055875+0.00012127i,0.00056386-0.00016557i,0.00083458-0.00041633i,0.00068359-0.00064555i,0.00036777-0.00061621i,-0.00043777+0.00047369i,-0.00077355+0.0013807i,-0.00019854+0.0012044i,-0.00029171+3.0794e-06i,-0.000696-0.00093316i,-0.00015558-0.00078644i,7.7106e-05-0.00056014i,-0.00032654+0.00010755i,-0.00079412+0.0002965i,0.00018492-0.00017667i
-0.00030879-0.0015763i,-0.00037864-0.0028257i,-0.0011594-0.0019565i,-0.0025386-0.00011482i,-0.002425+0.0005765i,-0.0006966-0.00023811i,0.00049162-0.0010046i,0.00062208-0.00046282i,0.00014361-6.1262e-07i,0.00011879-0.00020354i,0.00033625-7.4423e-05i,0.00082175+0.00046448i,0.00099592+0.0008284i,0.00060243+0.00045764i,0.00033816+9.6796e-05i,0.00055629-3.7817e-05i,0.00081218-0.0001265i,0.00055486-0.00016467i,-6.1624e-05-0.00045854i,0.00027329-0.00044045i,-0.00033562+0.00022745i,-0.0017547+0.00026406i,-0.0011189-0.00038146i
-0.0010044-0.00023173i,-0.0016466-0.00014853i,-0.0014103-0.00069824i,-0.00066051-0.0011053i,-0.0012731-0.0013104i,-0.001224-0.0017493i,-0.00059923-0.0010424i,-0.00075794-0.00054009i,-0.00082835-0.00041052i,-0.00043792-7.494e-05i,-0.00012396-0.00025196i,-0.00015897-0.00015828i,-0.00046561-0.00021812i,-0.00041758-0.00047174i,-0.00010295-0.00070223i,-0.00014288-0.00014658i,0.00054732+0.00040138i,0.00058525+0.00063473i,-0.00016249+5.6153e-05i,-9.2704e-05-4.1718e-05i,-7.1192e-05-1.2375e-05i,-0.00029044-0.0008525i,0.00041202-0.0006374i
0.00053626-0.00023419i,0.00092136-0.00021478i,0.00079718-0.00087484i,-0.0004043-0.00088546i,-0.001477-0.0010159i,-0.0019538-0.0013199i,-0.0012118-0.00072936i,-0.00050363+0.00032371i,-0.00051144+0.00060099i,-0.00070855+3.0955e-05i,-0.00054361-0.00040771i,-0.00078419-0.00056874i,-0.00091456-0.00022976i,-0.000105-0.00017316i,0.00041969-0.00036638i,0.00019148-0.00068933i,-9.3284e-05-0.00039691i,-9.1578e-06+0.00055963i,0.00020203+0.0004381i,-1.9731e-05-0.00011619i,0.00012223+3.4416e-05i,0.00032395-0.00041622i,0.00088422-0.00039422i
0.0013679-0.00074437i,0.00073849-0.00091197i,0.00096892-0.002079i,-0.00072067-0.0026386i,-0.0018508-0.00207i,-0.0012214-0.00063202i,-0.00016154+0.00019879i,0.00088013-0.00037494i,0.00069275-0.00069103i,0.00016588-0.00026796i,0.00010636+7.4967e-05i,-0.00059928+9.6425e-05i,-0.0010607+0.00013711i,-0.00075277+0.000451i,-0.00078128+0.00064431i,3.3126e-05+0.0011666i,0.00074977+0.0012541i,0.00042048+0.00086019i,8.9212e-05+0.00021655i,2.059e-05-0.00028915i,-0.00023454-0.00040896i,-0.00046909-0.00050602i,-0.00033485-0.00052764i
