-0.00051432+0.00071713i,-0.00020986+0.00035285i,-0.00046615+7.1819e-07i,-0.00096465-0.00023542i,-0.0015368+0.00023789i,-0.0020118+0.00043877i,-0.0010923+0.0010339i,0.00030034+0.0020171i,0.001663+0.0013971i,0.0019025+0.0001032i,0.0015119-3.6861e-05i,0.00089807-6.6485e-06i,0.00011989-0.00029558i,0.00019277-0.00015561i,0.00054329+0.00046806i,0.00081794+0.001431i,0.00051224+0.0011957i,0.00010399-0.00035737i,0.00046452-0.001179i,0.00034601-0.00098729i,0.0001943+2.0984e-05i,-0.00042835+0.0010659i,-0.00097768+0.00093534i
-0.00047086-8.2579e-05i,-0.0008317+0.00098481i,-0.0010638+0.0011414i,-0.00084618+0.00041059i,-0.00080189-0.00066889i,-0.00026637-6.4487e-05i,-0.0003848+6.6125e-05i,-0.00084018-0.001066i,-0.00017467-0.00081482i,0.0004993-0.00020798i,0.0007608-0.00022617i,0.00067743-0.00059846i,0.00084934-0.00071226i,0.00017965-0.0004019i,-0.00061103-0.00015049i,4.6034e-06+0.00029138i,-0.00021978+0.00045381i,-0.00078008+0.00056216i,-0.00038791+0.00093046i,-0.0001367+0.00049706i,0.00064887-0.00027139i,0.00089722-0.00046942i,-7.2234e-05-0.00037478i
-0.0032094-0.0020467i,-0.0030071+0.00010775i,-0.0025444+0.0018314i,-0.0017772+0.0024849i,-0.00018963+0.0022134i,0.0013728+0.0010012i,0.00053516-0.00061099i,-0.00074324-0.0010237i,-0.0011679-0.0007673i,-0.0009652-0.0003443i,0.0003655-0.00021777i,0.001486-0.00066934i,0.0014357-0.0012884i,0.0012544-0.0019107i,0.0011882-0.0025136i,0.00021418-0.001706i,-0.00032529-0.00051619i,0.00041398+2.2901e-05i,0.0002165+0.00018841i,0.00039509+9.3744e-05i,0.0010472-9.542e-05i,0.00097552-0.0011609i,0.0011988-0.0013719i
-0.00028665-0.00023627i,-2.1623e-05+0.00069654i,-0.00067147+0.00059917i,-0.00092816+7.5504e-05i,-0.00081656-0.00015405i,-0.0013982-0.00035825i,-0.00065302-0.00020856i,0.001417+6e-05i,0.0017998+0.00011775i,0.00082776-0.00011908i,7.3308e-05-0.00043395i,0.00016754-0.0011417i,0.0010567-0.0011045i,0.00036787-0.000567i,-0.00070227-0.00081406i,-0.00085478-0.00054667i,-0.00033922-0.00037658i,0.0004647-0.00082217i,0.00051499-0.00055353i,0.0005398+0.00025027i,0.00064909+0.00053097i,0.00028392+3.3417e-05i,0.00030872-0.00011641i
0.0011645-0.00085189i,0.0010884-0.0019881i,0.00091755-0.0033124i,0.00027366-0.0029706i,0.00040123-0.0020668i,0.0003053-0.00080748i,-8.1458e-05-0.00029622i,-4.2174e-05-0.00087207i,-0.00019484-0.0011257i,0.00010488-0.00077087i,0.00082964-0.00029521i,0.00054686-0.00024851i,0.00024675-0.00030633i,0.00026579-0.00029801i,0.00050073-0.00042996i,0.0011546+6.5575e-05i,0.00066909+0.00025777i,0.00014175-0.00063015i,0.00022051-0.0010198i,-0.00051478-0.00085271i,-0.00027024-0.00038974i,0.00035567-0.00047057i,-3.5437e-05-0.00027864i
-0.0017607-0.00097139i,-0.002396-0.0010598i,-0.0030292-0.00029811i,-0.0026132+0.000243i,-0.0016562+3.2345e-05i,-0.00048949+0.00012329i,1.1171e-05+0.00040656i,9.9385e-05+7.3851e-05i,-1.1328e-05-7.2663e-05i,0.00069451+0.00015527i,0.00090808-0.00012838i,0.00058583-0.00067169i,0.0010099-0.00089849i,0.00056164-0.0018655i,-8.5152e-05-0.0014204i,-0.00019423-0.00019373i,0.00022969-4.5705e-05i,0.0003796-5.485e-05i,0.00056466-0.00028343i,0.00097365-0.00053615i,0.00096218-0.00065138i,-5.2956e-05-0.00030749i,-0.00066919-0.00017247i
0.00043255+0.001197i,0.00070328+0.0011268i,0.001065+0.00028335i,0.00073596+0.00052577i,0.00030689+0.00045716i,-0.00095499+0.00036142i,-0.0016307+0.00043479i,-0.00098389+8.2549e-05i,0.00039155-0.00036583i,0.001447-0.00090742i,0.0012054-0.001337i,0.0006183-0.0010722i,0.0010386-0.0013152i,0.00096842-0.0012695i,-0.00017179-0.00040567i,3.4606e-05+0.00030274i,0.0012094+0.00025318i,0.0015375-0.00027953i,0.00060352-0.00071543i,-0.00048183-2.828e-05i,-0.00049775+0.00015322i,0.00011962-0.00068817i,0.00088145-0.0008737i
-0.00030002-0.0010704i,-0.00074731-0.0005718i,-0.001092-0.00051744i,-0.0011828-0.0002474i,-0.00030084-0.00049033i,0.00080456-0.0010346i,0.00063082-0.00076934i,0.00037866-0.00025303i,0.00061838-0.00058322i,0.00022261-0.00089962i,-0.00025109-0.0011308i,4.0696e-05-0.0014597i,0.00054355-0.0010246i,0.00043191-0.00060804i,-3.7439e-05-0.0011048i,0.00061088-0.00061099i,0.0012981+0.00017529i,0.00076073-3.339e-05i,0.00045223-0.00024798i,0.00060101-0.00027387i,0.00076692-0.00017994i,0.00042889+0.00016876i,-0.00035633+0.00017207i
0.00035459-0.0020555i,-0.0013752-0.0017731i,-0.0022271-0.0017177i,-0.0027082-0.0014204i,-0.0024995-0.00073935i,-0.0014799+0.00078497i,2.1425e-05+0.001968i,0.0011794+0.0014388i,0.0015209+0.00021711i,0.0018498-0.00057583i,0.0017835-0.00086071i,0.0014334-0.00054871i,0.00097531-0.00051755i,4.5947e-05-0.00078354i,-0.00037285-0.00043682i,-0.00030797+0.00012732i,-2.5879e-05+0.00069502i,-6.3956e-05-0.00021719i,-0.00032255-0.0010446i,-0.0001106-5.7096e-05i,-0.00047003+0.00094662i,-0.00064322+0.00040458i,-8.5909e-06+8.7893e-05i
0.0014882-0.00017464i,0.0019996-0.0023046i,0.001682-0.0041365i,0.00024925-0.0032799i,-0.00076017-0.0018037i,-0.00029682-0.00075643i,0.0028286-0.00068974i,0.0056638-0.0022589i,0.0060086-0.004452i,0.0036595-0.0055914i,0.00086566-0.0051015i,-0.00036484-0.0042328i,-0.0014322-0.0033765i,-0.0020244-0.0018784i,-0.0012573-6.9576e-05i,-4.077e-05+0.00079487i,1.6563e-05+0.001142i,0.00033078+0.0009372i,0.0010714+0.00070592i,0.0006812+0.0011753i,0.00053927+0.0010099i,0.00033529+0.00019184i,-2.3511e-05+5.3313e-05i
-0.00074307-0.00067502i,-0.0013986-0.00053796i,-0.00050228-0.00036408i,0.00070613-0.00038543i,0.00091772-0.00019685i,9.9944e-05-0.00055607i,-0.0010646-0.0012936i,-0.0019112-0.00057688i,-0.0025793+0.0011278i,-0.001701+0.0020357i,-0.00013591+0.0015257i,0.00041308+0.00079343i,0.00071726+0.00014599i,0.0014419-0.00064995i,0.0011582-0.00096427i,-5.671e-05-0.00081534i,-0.00030033-0.00057278i,-5.5295e-05-0.0010066i,-0.00047477-0.00093851i,2.7417e-05-0.00053369i,0.00034118-0.00061495i,0.00041823-1.8954e-05i,0.00088963+0.00033488i
0.00045465+0.0018436i,0.00074723+0.0012899i,-0.0004808+0.0010217i,-0.0015371+0.00060827i,-0.0011243-0.0002152i,-0.00046737-0.00084563i,-0.00079065-0.00019852i,-0.0016489-3.3271e-05i,-0.0014337+0.00036645i,-0.0012075+0.00085035i,-0.0013472+0.00051637i,-0.00090067+0.00068131i,0.00056101+0.00078829i,0.0012985+0.00015634i,0.00098703-0.00042808i,0.00023077-0.00030306i,-0.00042275-0.00051352i,-0.00066549-0.00060902i,-0.00018338+8.5176e-05i,0.00038161+0.00050638i,0.00017682+0.00083651i,0.00034024+0.00074684i,0.0010655+0.00049116i
-7.0327e-05-0.00083169i,0.00050757-0.0017119i,0.0016287-0.0019959i,0.0024497-0.00086634i,0.0016886+5.3149e-05i,0.00072667-0.00034509i,1.5101e-06-0.00044431i,-0.00029444+3.6957e-05i,-0.00039219+0.00063422i,0.0001235+0.00019361i,0.00066769-0.00016235i,0.00083234+0.00029837i,0.00055373+0.00019845i,0.00050204-6.8741e-05i,0.00035568-0.00038413i,0.00011319-0.00023608i,0.00025933+0.00051706i,0.00026779+0.00080988i,0.00032162+0.00018321i,0.00044047-0.00014527i,-0.00027753-0.00026399i,-0.00089187-0.00046401i,-0.00068399-0.00052384i
0.00018027+0.001284i,-0.00016241+0.0009138i,-0.0016285+0.0010191i,-0.0015906+0.0014627i,-0.00072319+0.00072776i,-0.0002022-0.00022266i,0.00045488-0.00027641i,6.207e-05-0.00035185i,-9.8985e-05+0.00016174i,0.00056446+0.00056948i,0.00054404+0.00012907i,5.149e-05+0.00030555i,0.00034901+0.00036652i,0.00012274+0.00061053i,-0.00038298+0.00054382i,-0.00010272-0.00015067i,7.8795e-05-0.00062603i,2.8651e-06-0.00029843i,-0.00030482+0.00053167i,-5.8129e-05+0.00038474i,0.00074851+3.7874e-05i,0.0014825-0.00010628i,0.00088331-0.00054949i
5.8878e-06-0.00054817i,0.00042561-0.0011749i,-0.00038649-0.0015973i,-0.00057626-0.0019582i,6.8734e-05-0.0011959i,0.00035373-0.00083461i,-8.7879e-05+0.00018239i,-0.00027858+0.0015711i,0.00022107+0.0010334i,0.00062955+2.0226e-05i,0.00061659+0.00074387i,-0.00016264+0.00072458i,0.00024308-0.00049502i,0.0013558-0.00098934i,0.00070673-0.00012437i,-0.00036379+0.00044694i,-0.00030076+0.00074778i,0.00019916+0.0009683i,-2.9761e-06+0.00024584i,-8.0859e-05-0.00069421i,0.00028399-1.0506e-05i,0.00057197+0.00093388i,-0.00011614+0.00031131i
-0.00083818+0.0002923i,-0.00064978+0.0012899i,-0.00041185+0.0014482i,-9.8555e-05-2.1728e-05i,0.00055712+0.00079665i,0.00031753+0.0014154i,-0.00037317-0.00053379i,-0.0004872-0.001225i,-0.00021121-0.00034222i,-1.8237e-06+0.00026228i,0.00063262-0.00027866i,0.0011036-0.0004766i,0.00082839-2.2655e-05i,0.00034501-0.00043369i,-0.00020809-0.0011154i,-3.4461e-05-0.00087701i,7.4236e-05+1.5502e-05i,-0.00051277+0.00052067i,0.00016644+0.00072175i,0.00099308+0.00067621i,0.0010661+0.00010467i,0.0008079-8.3928e-06i,0.000608-0.00047723i
-0.0019593-0.00035283i,-0.0015863+0.00029217i,-0.0010604+0.0011097i,-0.00040791+0.0011721i,-2.8862e-05+0.00093714i,0.00034949+0.00057023i,0.00021842-1.6971e-05i,-0.00053481-0.00038238i,-0.0010626-0.00011908i,-0.00095527-0.00038176i,-0.00022491-0.00035258i,0.00030555+0.00071079i,0.00031698+0.00084254i,0.00031447-0.00019183i,0.00072122-0.0014445i,0.00051762-0.0014876i,0.0001502-0.00095869i,0.00023425-0.00077831i,-0.00010264+0.00047319i,-0.00035777+0.00065327i,-0.00011141-0.00053399i,-0.00038048-0.00075461i,0.00014941-0.00016321i
0.00040517-0.00055553i,0.0010109+0.00024799i,0.00045023+0.0009366i,-0.00031391-3.5381e-05i,-0.00032204-0.0012428i,2.5647e-05-0.0010653i,-0.00061431-0.00029797i,-0.00091736-0.00021753i,-0.00030433-0.0010047i,-0.00026871-0.0016702i,0.00030918-0.0011545i,0.0011407-0.00025235i,0.0012109-0.00059679i,0.0004371-0.00030849i,-0.00040758+1.2782e-05i,-0.00012076-0.00031797i,-4.4242e-05-0.00034832i,-0.0012682+2.1181e-05i,-0.0012236+0.00073526i,3.5963e-05+0.0012308i,0.0006916+0.001162i,0.00040437+0.00042076i,0.00033662-0.00025349i
-0.001911+0.0020959i,-0.00053105+0.00090497i,0.0011969+0.0011592i,0.0021542+0.0015203i,0.0022191+0.00077087i,0.0011833-0.0004673i,-0.0005147-0.00075227i,-0.0011057+0.00042171i,-0.00043161+0.0010009i,-0.00017307+0.00034893i,-0.0002491-0.00084673i,0.00029117-0.0012823i,0.00039214-0.00094586i,-4.3607e-07-0.00064554i,-0.00057582-0.00053941i,-0.00047797-0.00025551i,3.7974e-05+0.00011332i,0.00041903-0.0004086i,0.00067118-0.0004646i,0.00099227+0.00034553i,0.00154+0.00038016i,0.0014513-0.00024029i,0.001209-0.00027124i
-0.00015418-0.00023734i,-0.00042876+0.00079636i,-0.0010856+0.002264i,-9.973e-06+0.0017583i,0.00095828+0.0012704i,0.0008383+0.00098293i,0.00029007+0.00017272i,-0.00024488+3.7005e-05i,-0.00030679+0.00045303i,-0.00013058+0.00034653i,-3.1804e-05+7.2898e-06i,0.00011498-0.0003023i,0.00030031-0.00091208i,0.00015521-0.0013255i,0.00011245-0.00073124i,-0.00040604+0.00023305i,-0.00048713+0.00052369i,-0.00029471+0.00071262i,-0.00071132+0.00078639i,-0.00066843+0.0001509i,-0.00027226-0.00016433i,0.00047214-0.00011828i,0.00068389-0.00022666i
0.00038052-0.00077726i,0.00023259-0.0019366i,-0.0002105-0.0030489i,-0.0010959-0.0029446i,-0.0019717-0.0024144i,-0.0023396-0.0011584i,-0.0016682+0.00074731i,-0.00089061+0.0010425i,0.00010104+0.00029462i,0.00068362+4.2105e-05i,-0.00047114+0.00039433i,-0.0010373+0.00079061i,9.6573e-05+0.00089379i,0.00095164+0.00064665i,0.0011843+0.0010154i,0.00059301+0.00089077i,0.00029655-0.00039881i,0.000585-0.0007971i,0.00031303+0.00015306i,-0.00014629+0.00044927i,9.4212e-05+0.00090384i,0.0004867+0.00045652i,-5.0089e-05-0.00076541i
0.0012725+0.0006806i,0.0013205-0.00026147i,0.00081965-0.0011292i,0.00030015-0.00081382i,0.00027344-0.00073817i,-4.8551e-05-0.00073743i,-0.00036389-0.00029431i,-0.001055+0.00037341i,-0.00095018+0.00044544i,0.0005318-0.00058789i,0.0012162-0.00059473i,0.0008592-0.00027328i,0.00080327-0.00015789i,0.00097141-0.00011794i,0.00054109-0.00020981i,0.00026924-0.00076443i,0.00066092-0.0013163i,-0.00019364-0.00010208i,-0.00070949+0.0013689i,0.00044743+0.0014804i,0.00078255+0.00097527i,-0.000112+0.00061745i,-0.00023504+0.0003579i
-0.0010888+0.0022374i,-0.00051236+0.0024765i,0.0011027+0.0030639i,0.0025715+0.0025978i,0.0028445+0.00079086i,0.0016747-0.0012096i,0.0010754-0.0013865i,0.00052998-0.00067558i,0.00045334-3.7926e-06i,0.000891+0.00014676i,0.00099001-4.7877e-05i,-2.5315e-05-0.00074334i,3.2191e-05-0.0014341i,0.0010085-0.00092662i,0.00070021-0.00044623i,-0.00038619+0.00048894i,-0.0008248+0.0015457i,-0.00069398+0.0012111i,-0.00026756+0.00017067i,0.00013453-0.00038567i,-9.6119e-05-0.00032306i,-2.6518e-05-0.00019993i,4.7379e-05-3.7716e-05i
0.0010291+0.0003134i,0.00028272-0.00013621i,0.0012586-0.00072203i,0.0012141-0.001313i,0.00038015-0.0018281i,-0.00034051-0.0011427i,-0.00067311-0.00028578i,-0.00011344+0.00014526i,0.00027129-0.00030629i,0.00053163-0.00031366i,0.00040669-0.00051811i,0.0003278-0.00061531i,0.00026318+0.00036504i,0.00013603+0.00064951i,0.00076488+0.0006233i,0.00039278+0.00076875i,-0.00053808+0.00030825i,-0.00039542+2.6099e-05i,0.00026622+0.00042388i,0.00051501+0.00042869i,0.0002581+0.00022371i,-0.00039992-0.0001771i,-0.0006893-0.00098471i
-0.0022286+9.3757e-05i,-0.0020858+0.0011217i,-0.0021512+0.001479i,-0.0016423+0.0012561i,-0.00097735+0.00056118i,-0.0002135-0.00030908i,1.5118e-05+6.5485e-05i,-0.00047734+0.0004615i,-0.0010919+0.00013163i,-0.00042306-0.00018619i,4.7274e-05-0.00018909i,-0.00015187-0.00022417i,0.0001256-7.6427e-05i,0.00058952+0.00020888i,0.00047705+0.00048537i,7.8269e-05+0.00085732i,0.00015963+0.0011294i,0.00022116+0.00097343i,7.1134e-05-0.00030105i,0.00029614-0.0012449i,0.00078855-0.00016678i,-7.544e-05+0.00037553i,-0.00041078-0.00026898i
0.00035227+0.00050725i,0.00042174-0.00032599i,0.0009403-0.00042675i,0.00091558+8.8021e-05i,9.131e-05+0.00048185i,-0.00043917+0.00019558i,-0.00055121-0.001062i,-0.00089985-0.0018164i,-0.00032119-0.0014088i,1.5682e-05-0.00074537i,4.6312e-06-0.00062337i,4.6307e-05+0.00011393i,-0.00014415+0.00061792i,0.00028561-0.00022754i,0.00012882-0.00087397i,-0.00057797-0.0010032i,0.00034946-0.0008037i,0.00112-8.4851e-05i,0.00085725+0.00040028i,0.00014359+0.00035414i,-0.00051342+0.00035513i,-4.6533e-05+0.00028736i,0.00072648+0.00026789i
3.7702e-05+0.0011846i,0.0010521+0.0015195i,0.0014152+0.001935i,0.0013354+0.00045913i,0.0021877-0.0016915i,0.002192-0.0025025i,0.00096175-0.001643i,-0.00032068-0.00016783i,-0.00013507-6.0628e-05i,0.0002764-0.00028619i,9.2849e-05+6.4496e-05i,0.00066405+0.00051365i,0.0009128+0.00032811i,0.00057271+0.00026771i,0.00027399+0.00019375i,0.00040392-1.9912e-05i,0.0002947-0.00019274i,0.00015588-9.3317e-05i,-0.00067606+7.1198e-05i,-0.0002424-0.00067159i,0.00063687-0.00077726i,-0.0001607-0.00085828i,-0.00025055-0.00081188i
-0.0013714-0.0011307i,-0.00082617+3.6906e-05i,-0.0011123+0.0011698i,-0.0010881+0.00091968i,-0.00022086+0.00090645i,0.00041136+0.00050624i,0.00094066+0.00012338i,0.00021003+0.00010554i,-0.00052198+9.7509e-05i,0.00071184-0.0001592i,0.00088873-0.00027821i,0.00019942-0.00046983i,-0.00010598-0.00059066i,0.00014603-0.00031004i,0.00021067+3.3353e-05i,-0.00019238-0.00015615i,0.00064163-0.00086209i,0.00076855-0.0012659i,0.00024984-0.00090654i,-0.00032094-0.0001703i,-0.00083363+0.00035926i,-0.00096793+0.00027814i,-0.0011132-0.00033426i
-0.00079019-0.0010582i,-0.0017444-0.0011796i,-0.0022155-0.0016676i,-0.0018918-0.0011093i,-0.0012993+0.00032846i,-0.0011665+0.00053917i,-0.00096235+0.00035825i,-0.00044984+0.00082125i,0.00022606+0.00082192i,0.0013127+0.00035601i,0.0016234+0.00013354i,0.0011327-0.00023875i,0.0010502-5.9857e-05i,0.00088884+0.00055518i,0.00018843+0.00053508i,-0.00043278+0.00015748i,0.00012689+0.00030377i,0.00024888+0.0003927i,-0.00024317-0.00015128i,0.00036243-0.00039058i,0.0009421+7.0246e-05i,0.001025+0.00015852i,0.0009814-0.00063764i
-0.0012859+0.0015718i,-0.00035942+0.00065985i,0.00086443-0.00040411i,0.0020243-0.00044024i,0.0022582-2.7275e-05i,0.0012852-0.00048678i,0.00018155-0.0010766i,-0.00067628-0.00088028i,-0.00020102-0.00030941i,0.00050437-0.00034026i,0.00071022-0.0002942i,0.0013185+0.00023448i,0.001439-8.8131e-05i,0.00068443-0.00066933i,-0.00011899-0.00030848i,-9.557e-05+0.00055076i,7.8826e-06+0.00083109i,-0.00010502+0.00025679i,-0.00018874-0.00012015i,-0.00026297+7.2904e-05i,0.00046563-0.00032923i,0.00032762-0.00042813i,-0.00082138-1.1696e-05i
9.1761e-05+0.00015178i,-0.00080113+0.00020469i,-0.0012198+0.00020327i,-0.00095802+0.00035886i,0.00026948+0.00067333i,0.00092946+0.00050002i,1.2432e-05-0.0003495i,-0.00022407-0.00045462i,-0.00026566+9.2833e-05i,-0.00030211+1.6185e-05i,-0.00010535-0.00036487i,-0.0004663-0.00051547i,3.5196e-05-0.00045824i,0.00084327-0.00081767i,0.00031653-0.00078735i,-0.00011024+0.00011385i,0.00016176+0.0006396i,-0.00034846+0.00048356i,-0.0010687+0.00078081i,-0.000549+0.00088429i,0.00021508+0.00075829i,9.3688e-05+0.00092679i,0.00011591+0.00011376i
-0.00047357+0.00192i,0.0003899+0.0027742i,0.0012203+0.0024761i,0.001059+0.0011113i,0.0002992-0.00045875i,-0.00043102-0.0012124i,-0.00086507-0.00014992i,-0.0001762+0.00083247i,0.00020307+0.00052316i,0.000242-0.0001493i,0.00020649-0.00075082i,0.00059483-0.0011774i,0.0015393-0.00066164i,0.0013118-8.9769e-05i,0.001067+5.6359e-05i,0.00087901+0.00033519i,0.00012651+0.00062685i,-0.00033734+0.00025985i,0.0002419-0.00028197i,0.00097836-1.6185e-05i,0.00040244-0.00019733i,-0.0002678-0.00077421i,0.00012395-0.0010016i
-0.00039381+0.00052614i,-0.00013919+0.0015551i,5.7108e-05+0.0017967i,0.00053912+0.0010399i,0.00061845-0.00057704i,0.00058598-0.0022397i,-0.00018014-0.002311i,-0.00064368-0.0013585i,-0.00049495-0.00085424i,0.00019284-0.00051995i,0.00063992-0.00011653i,0.00051689-0.00026812i,0.00059541-0.00086787i,0.00046202-0.0007157i,-0.00037229-0.00038425i,-0.00062958-0.00050301i,0.00014433+0.00014538i,-0.00037868+0.00040075i,-0.000518-0.00029468i,0.00034557-0.00016583i,0.00084123-0.00015375i,0.000689-0.00076118i,0.00040008-0.0010271i
-0.00023528+0.00047297i,-0.0009672+0.00042361i,-0.0014953-7.5248e-05i,-0.00023856+0.00016386i,0.00052078+0.00024034i,0.00099343+3.4132e-05i,0.00085224+0.00032076i,-0.00067797+0.00071267i,-0.0012512+0.0012096i,-0.00069222+0.0013579i,4.7039e-05+0.00071091i,0.0011499-0.00020809i,0.00080235-0.00036436i,-2.8076e-05-0.00017458i,0.00026192-0.00026137i,-4.2532e-05-0.00026651i,-0.00034678+1.8756e-05i,-0.0004356-0.00022136i,8.724e-05-0.00017926i,0.00086785+5.272e-05i,0.00086631+0.00032389i,0.00080726+0.00065547i,0.00044819+0.00040835i
-0.00041317+0.00085118i,-0.00060034+0.00058619i,-0.00014192-0.00031752i,8.6118e-05-0.00062348i,-0.00038723-0.0002516i,7.0165e-05-0.00070386i,0.00070214-0.00075385i,0.00013241-0.00017815i,-0.0004356-2.2192e-05i,-0.00031212-0.00038063i,0.00070179-0.0011463i,0.0012985-0.0017081i,0.00096349-0.0011547i,7.9172e-06+8.8383e-05i,-0.00059983+0.000224i,-0.00065405-0.0005026i,-0.00042467-0.00039952i,-4.5916e-06+0.00036951i,-0.00013827+0.00062664i,-0.00012112+0.00024706i,7.6712e-05-5.6286e-05i,-0.00011524-0.00034403i,-0.00050981-0.00099766i
0.0015085+0.0003734i,6.2822e-05+0.00052923i,-0.00061682+0.001188i,-0.001414+0.00052764i,-0.0015823-0.00051214i,-0.00078379-0.00036755i,-0.00055975+0.00015589i,-0.00051666+0.00016262i,0.00015228+0.00016181i,-0.00017462+7.3916e-05i,-0.00054352+3.2815e-05i,-0.00035605-7.9063e-05i,-0.00017263-0.00021341i,-0.00018039-6.3082e-05i,-5.9526e-05-0.00028104i,0.00014935+0.00014333i,4.6792e-05+3.176e-05i,0.00052793-0.00016893i,0.00069135+0.00053986i,0.00010693+0.0006345i,0.00014255+0.00071013i,-0.00021239+0.00021283i,-0.00032861-0.00019487i
-0.00095474-0.0009221i,-0.0014802-0.0015498i,-0.0018193-0.00086105i,-0.00096954-0.00065598i,9.652e-05-0.0014787i,0.00031707-0.00033534i,-0.00037087+0.00077644i,-0.00085581+0.00059403i,-0.00054949+0.00034355i,0.00020454+0.00017438i,0.0010448-0.00026736i,0.00074835-0.00059335i,0.00021334-0.00080137i,-0.00018649-0.001264i,-0.00016134-0.00077326i,0.00023603+0.00016093i,0.00054246+0.00044767i,0.0007168+0.00020079i,0.00068175-0.00020664i,0.00023313-5.2955e-05i,0.00029563+6.6038e-05i,7.9974e-05+0.00038967i,-0.00042012+0.00055843i
0.00021618+0.00045422i,-0.00031109-0.00024645i,-0.00064058-0.00045307i,-0.00021358-0.00087124i,-0.00042822-0.00056938i,-0.00055221-0.00040243i,-0.000181-0.00026898i,-0.00072587+0.00022116i,-0.00071191-9.032e-05i,-9.7916e-05-0.00018962i,-6.3098e-05+8.6795e-05i,0.00030295-4.4919e-05i,0.00042187+0.00032929i,0.00042709+0.00063158i,0.00022932+0.00041039i,-7.8739e-05+2.6705e-05i,-2.0402e-06-0.00050586i,0.00021978-0.00032843i,0.00071006-0.00026332i,0.00017017-0.00057124i,1.1457e-05-0.00075928i,0.00080439-0.00051905i,0.00069137-0.00046329i
-0.0003033-3.2278e-06i,-0.00039754+0.00025353i,-0.00054639+0.0013402i,0.00020322+0.0003468i,0.00076515-0.0010086i,0.00059027-0.0007168i,-0.00057185+3.1877e-05i,-0.0008245+9.1748e-05i,-0.00076025-0.00039346i,-0.00018123-0.00012844i,0.00027156+0.00019019i,0.00047218-0.00047627i,0.0011121-0.0010908i,0.0010232-0.00095047i,0.00043652-0.00076698i,0.00020461+1.7504e-05i,-9.5083e-05+0.00090784i,1.4857e-05+0.00070462i,-5.5451e-05-7.8857e-06i,9.8724e-05-1.9537e-05i,0.00068115+0.00053862i,0.00055488-9.5485e-05i,-7.2346e-07-0.00042629i
-0.00046372+0.00045303i,-0.00034391-0.00012268i,-0.0004918-0.00047129i,0.00014041-0.00078298i,0.00089299-0.0015593i,0.00066484-0.0015037i,0.00013102-0.0008595i,1.5054e-05-0.00079817i,6.3807e-05-0.0011636i,0.00016648-0.00078432i,1.563e-06-0.0003645i,-0.0002753-0.00012023i,-0.00024289-8.2344e-05i,0.00023818-3.0191e-05i,0.00030474+0.00013801i,-7.3962e-06+0.00043655i,-0.00018516+0.00066401i,-0.00041092+0.00036437i,9.8501e-05-0.00026347i,0.00075343-4.1718e-05i,0.00051247+0.00065282i,0.00079631+0.00015103i,0.00051904+5.7366e-05i
0.00016272+0.00011775i,5.2564e-05-0.0015806i,0.00065615-0.0022486i,0.0016189-0.001409i,0.00091179-0.00015345i,-0.00016925-0.00027656i,1.871e-05-0.00038176i,0.00045663+0.00052622i,0.0010671+0.00067823i,0.0012714-0.00026027i,0.00075397-0.00066561i,0.0011053-0.00086092i,0.0014236-0.00077292i,0.00045706-0.00039814i,0.00011697-0.00031287i,0.00053805-0.00029523i,0.00079466+3.3247e-05i,0.00017078+0.00039481i,-0.00069163+0.0011805i,-0.00079354+0.0018275i,4.2363e-05+0.0013496i,5.9118e-05-0.0002687i,-9.5399e-05-0.0011402i
0.00049679+0.001679i,0.00090286+0.0013196i,-0.00019542+0.0012165i,-0.00084782+0.0010756i,-0.00027906+0.00097382i,-0.00030982+0.00057212i,-0.0003328+0.00026672i,0.00053972+0.00082712i,0.0008052+0.0010033i,0.00063637+0.00049164i,0.00093744-0.00029353i,0.0010067-0.00081542i,0.00062537-0.00026769i,-0.00040906+0.00042283i,-0.00013501+0.00039768i,0.00042264-0.00015155i,-0.00011308-0.00027321i,-0.00017583+0.00040616i,4.4283e-05+0.00082702i,-0.00022848+0.00026649i,-0.00066649-0.00031657i,-0.0005022-0.00045384i,-8.4728e-05-0.00045335i
0.0002044+0.0014176i,0.0020319+0.0013109i,0.002977+0.0008551i,0.0020972-0.00042061i,0.00091906-0.0015367i,9.9211e-05-0.0017037i,-0.00010752-0.00071324i,-7.4264e-05-0.00010423i,-0.00029878-0.00034016i,-0.00054246-0.00052167i,-0.00082565-0.00046632i,-0.00034876-0.00037404i,0.00056054-0.00017485i,-1.6854e-05-0.00041507i,-0.00075216-0.00076185i,-0.00038786-0.00062983i,-0.00017606-0.0006149i,0.00030768-0.00066932i,0.00043965-0.00078848i,0.00040115+0.00024989i,0.00098972+0.00078719i,0.00097013+3.9515e-05i,0.00039257+0.00013776i
-0.001405-6.7716e-05i,-0.0025948+0.00025357i,-0.0039051+0.00038971i,-0.003072+0.0018426i,-0.0010825+0.002883i,0.00080472+0.0012692i,0.0012513-5.4123e-05i,1.6111e-05-5.8823e-05i,-0.00061016+0.00019535i,-0.00012186+0.00034613i,0.00096381+0.00025056i,0.0012734-7.9446e-05i,0.00055075-0.00017831i,0.00085689-0.00023213i,0.00085714-0.00048514i,0.00065371-0.0013925i,0.00074871-0.00099806i,-0.00015886+0.00030121i,-0.00032986+0.00012816i,0.00032467-0.00032826i,0.00057032+0.00016255i,-0.00011971+0.0005042i,-0.00031843-8.7852e-05i
