9.1251e-05-0.00151i,0.00037517-0.0026566i,6.0096e-05-0.0035516i,-0.0010518-0.0029631i,-0.0030689-0.0020885i,-0.0036886-0.00034712i,-0.0018558+0.0011254i,0.00037326+0.00071729i,0.0015568-0.00012723i,0.0011265-0.00062625i,-0.00020433-0.00012244i,-0.00091594-0.00013771i,-0.00098211-0.00010267i,-0.00052533+0.00010792i,-0.00031748-0.00049195i,-0.00075279+2.5984e-05i,-0.00050223+0.00050647i,0.00059681-2.6356e-05i,0.00013936+5.3269e-05i,-0.00082396+0.00037872i,-0.00022796-0.00030147i,-0.00040314-0.0014128i,-0.0010364-0.0014638i
-0.28981-0.22314i,-0.54434-0.26553i,-0.62753-0.15812i,-0.43001+0.0041806i,-0.17146+0.095554i,-0.036862+0.12513i,0.035467+0.12747i,0.073086+0.086841i,0.056281+0.03883i,0.016934+0.027205i,-0.017521+0.047243i,-0.03256+0.07104i,-0.025858+0.066136i,-0.016679+0.032383i,-0.016627+0.0046287i,-0.016281+0.002448i,-0.012223+0.012823i,-0.0063116+0.023632i,0.0057327+0.026964i,0.017677+0.018485i,0.018877+0.0077576i,0.010478+0.0023626i,-0.0023077+0.00032127i
0.3421+0.08917i,0.59429-0.012976i,0.66047-0.21318i,0.48187-0.32321i,0.24853-0.26785i,0.092514-0.16292i,0.00042449-0.081922i,-0.016524-0.02908i,0.0075695-0.023405i,0.0079655-0.033109i,0.0014531-0.031937i,0.0038673-0.039181i,0.006933-0.045006i,0.010928-0.038827i,0.01273-0.028472i,0.012678-0.019618i,0.012949-0.019336i,0.0054664-0.026017i,-0.014033-0.024375i,-0.032407-0.0076509i,-0.033133+0.0070854i,-0.018827+0.0079456i,-0.0021133-0.00045596i
-0.32899+0.033477i,-0.47892+0.21603i,-0.40844+0.38043i,-0.19001+0.29826i,-0.037422+0.055485i,0.020929-0.058495i,0.041405-0.035041i,0.015272-0.010495i,-0.027799+0.0031025i,-0.029037+0.014689i,-0.00038699+0.018982i,0.020757+0.028038i,0.021172+0.036271i,0.014124+0.037061i,0.011609+0.03217i,0.010757+0.026242i,0.013386+0.024041i,0.020705+0.019623i,0.023026+0.0085155i,0.016621-0.0034803i,0.010964-0.0076736i,0.0081856-0.0059742i,0.0044672-0.0014703i
0.27096-0.12108i,0.29243-0.31533i,0.084217-0.4338i,-0.1647-0.32739i,-0.23101-0.13621i,-0.18322-0.045742i,-0.13518-0.0076832i,-0.088903+0.025107i,-0.047501+0.035126i,-0.022905+0.022143i,-0.021865-0.0061969i,-0.033793-0.025295i,-0.029675-0.024287i,-0.014197-0.016116i,-0.0062515-0.009105i,-0.010036-0.0062796i,-0.021691-0.0054681i,-0.032141-0.0017384i,-0.028621+0.0051105i,-0.01155+0.0093304i,0.0016842+0.0082148i,0.0049005+0.0051338i,0.0040043+0.00071935i
-0.21461+0.17701i,-0.15285+0.33698i,0.10067+0.39867i,0.29677+0.33765i,0.25168+0.25866i,0.11973+0.1553i,0.046072+0.014714i,0.029975-0.044467i,0.052486-0.028991i,0.057632-0.015047i,0.03194+0.0027527i,0.021136+0.022689i,0.02644+0.024604i,0.025744+0.010721i,0.017696-0.0041858i,0.0098232-0.0075789i,0.01138-0.003276i,0.02146-0.003571i,0.026149-0.012061i,0.018299-0.018748i,0.0050984-0.016136i,-0.0030029-0.0063282i,-0.0031353+0.003938i
0.17083-0.22734i,0.12185-0.30909i,-0.01863-0.17606i,-0.034763+0.060671i,0.11425+0.15185i,0.20686+0.10546i,0.18821+0.04799i,0.14676-0.017941i,0.080123-0.064187i,0.021727-0.052985i,0.0018844-0.028959i,-0.018011-0.025998i,-0.047605-0.0237i,-0.057121-0.0046826i,-0.039726+0.014008i,-0.020767+0.01759i,-0.016351+0.018476i,-0.015997+0.027602i,-0.0090838+0.034849i,-0.00058827+0.028324i,0.001718+0.013473i,-0.0033775+0.0010018i,-0.011338-0.0051056i
-0.098608+0.27827i,-0.03868+0.35851i,0.017055+0.16883i,-0.024786-0.15994i,-0.07634-0.31279i,-0.049276-0.21911i,-0.017811-0.049228i,-0.028703+0.049772i,-0.04188+0.054125i,-0.038326+0.029268i,-0.0016692+0.015312i,0.043703+0.00059678i,0.056488-0.0097458i,0.039499-0.013575i,0.013475-0.012138i,0.00093421-0.0099349i,0.0010912-0.022253i,-0.0052478-0.038605i,-0.017096-0.035709i,-0.018979-0.016636i,-0.0084963-0.0013817i,0.0039223+0.00084043i,0.011218-0.0038513i
-0.0052634-0.27777i,-0.14202-0.36051i,-0.24996-0.27514i,-0.27389-0.14658i,-0.31181-0.10398i,-0.32468-0.09451i,-0.25526-0.048798i,-0.17654+0.019316i,-0.10703+0.076294i,-0.04674+0.076111i,-0.036851+0.040962i,-0.048331+0.032892i,-0.029907+0.040634i,0.0069264+0.031651i,0.029405+0.0082232i,0.028149-0.0059266i,0.024453-0.0016512i,0.027068+0.0051951i,0.023736+0.0027249i,0.012869-0.0023851i,0.0040314-0.0028183i,0.0028445+0.0017713i,0.0059778+0.006779i
0.046579+0.253i,0.1733+0.27092i,0.21383+0.14398i,0.11761+0.087291i,0.036553+0.18715i,0.039517+0.23138i,0.072279+0.12186i,0.091049-0.0010715i,0.08226-0.048508i,0.061002-0.041843i,0.046701-0.028523i,0.042473-0.029012i,0.033895-0.039546i,0.010568-0.037465i,-0.0075551-0.012905i,-0.009413+0.0082277i,-0.013857+0.014837i,-0.021444+0.015003i,-0.018395+0.011375i,-0.0078621+0.0036374i,-0.0027705-0.0052016i,-0.0043145-0.0075274i,-0.0066756-0.0045443i
-0.11004-0.26269i,-0.1837-0.28349i,-0.039988-0.10649i,0.27945+0.06659i,0.45455+0.085165i,0.37363+0.0485i,0.21242+0.034717i,0.11919+0.012786i,0.079616-0.028033i,0.040277-0.044514i,0.0088583-0.0072419i,9.664e-05+0.037314i,-0.0043671+0.050027i,-0.0075575+0.038417i,-0.0097047+0.01572i,-0.012627+0.0031343i,-0.0031022-0.00053736i,0.011603-0.0046269i,0.017062-0.0030767i,0.011968+0.0018206i,0.0022144+0.0047814i,-0.005321+0.0068267i,-0.0096376+0.0076461i
0.2318+0.19637i,0.41301+0.20941i,0.38956+0.12997i,0.20283+0.030369i,0.10635-0.11667i,0.07985-0.25913i,0.0053157-0.24342i,-0.067076-0.12197i,-0.09195-0.025673i,-0.072729+0.020196i,-0.034165+0.0085257i,-0.027577-0.02764i,-0.038256-0.032353i,-0.027132-0.011838i,-0.0017716+0.004086i,0.014357+0.0038182i,0.012716+0.0010383i,0.0057597+0.0056498i,0.00015187+0.008759i,-0.0033603+0.0078479i,-0.0012173+0.0045732i,0.0032516+0.00015183i,0.0049287-0.00031272i
-0.22707-0.070521i,-0.38435+0.05181i,-0.4609+0.16755i,-0.49107+0.10197i,-0.52329+0.017174i,-0.43221+0.078157i,-0.20366+0.13491i,-0.026467+0.10315i,0.02689+0.060469i,0.025173+0.040824i,0.014573+0.025234i,0.01415+0.015127i,0.030989+0.0097261i,0.039282-0.0002771i,0.022628-0.0046363i,0.0041928-0.00040801i,-0.0041805-0.0041779i,-0.010777-0.013132i,-0.013639-0.01726i,-0.0079415-0.015069i,0.0027784-0.0078388i,0.010517-0.003032i,0.011058-0.0046947i
0.16835+0.091036i,0.14781-0.012953i,-0.01384-0.17997i,-0.15155-0.17992i,-0.15066+0.0056594i,-0.10005+0.13322i,-0.079991+0.13551i,-0.058803+0.10232i,-0.0080894+0.063799i,0.021021+0.011472i,0.0069268-0.011823i,-0.0053382-0.0018097i,-0.011196+0.005701i,-0.017809+0.0082321i,-0.01525+0.0035767i,-0.011243-0.0025238i,-0.006112+0.0019763i,0.0036262+0.003794i,0.0093934-0.0015878i,0.0094789-0.0062226i,0.0036154-0.010679i,-0.0049837-0.014395i,-0.0079361-0.015287i
-0.29442-0.079895i,-0.31403-0.051429i,-0.075804+0.0013572i,0.25115+0.024556i,0.4171+0.0048564i,0.39753-0.060958i,0.24793-0.15484i,0.060185-0.18292i,-0.044344-0.13527i,-0.06339-0.068878i,-0.040975-0.011865i,-0.0090628+0.007592i,-3.6667e-05-0.0038886i,-0.0041732-0.0096969i,0.0010355-0.0028597i,0.0091603+0.0055516i,0.0098673+0.011351i,0.0066949+0.015588i,0.0071126+0.018455i,0.0069852+0.017141i,0.0024984+0.015354i,0.00078657+0.015482i,0.0018514+0.016169i
0.30178-0.1121i,0.36026-0.24213i,0.30274-0.24581i,0.24189-0.14933i,0.16531-0.16489i,0.029443-0.21642i,-0.0234-0.1207i,0.046219-0.010265i,0.065992+0.012458i,0.033103+0.023416i,0.027755+0.014194i,0.023354-0.018473i,0.014603-0.022137i,0.015853-0.005596i,0.011764+0.0049771i,0.0040336+0.0099961i,0.00022547+0.0089506i,-0.0036161+0.0062919i,-0.0085163+0.0053714i,-0.015288+0.0062173i,-0.017797+0.010118i,-0.014405+0.012519i,-0.012088+0.012912i
-0.17245+0.10276i,-0.083164+0.19216i,0.044968+0.18983i,0.0025184+0.1092i,-0.097803+0.072201i,-0.089036+0.10049i,-0.031609+0.11762i,0.0031349+0.10654i,0.033886+0.079971i,0.054098+0.041021i,0.043744+0.024396i,0.032404+0.042794i,0.034513+0.045764i,0.021739+0.017685i,-2.0965e-05-0.0046891i,-0.010343-0.013943i,-0.013237-0.017049i,-0.011175-0.016361i,-0.0043994-0.015821i,0.0050692-0.016925i,0.014165-0.019176i,0.019724-0.019571i,0.021253-0.020629i
0.29978-0.074149i,0.29053-0.086875i,0.056725-0.043389i,-0.20299+0.027725i,-0.26835+0.12502i,-0.13974+0.19448i,0.0050017+0.1327i,0.034376+0.0075683i,0.0079226-0.055379i,-0.015364-0.068022i,-0.048333-0.062299i,-0.069197-0.039076i,-0.055551-0.013885i,-0.022565+0.0013784i,0.0028001+0.0023691i,0.011608-0.0025961i,0.014819-0.0042153i,0.013552-0.00422i,0.0077434-0.0017956i,0.0024563+0.0028403i,-0.0022684+0.0062035i,-0.0062768+0.0088206i,-0.0076587+0.01008i
-0.31792+0.33549i,-0.31884+0.47433i,-0.091885+0.34474i,0.1271+0.026897i,0.14586-0.18556i,0.06454-0.21339i,-0.016595-0.13829i,-0.052949-0.021403i,-0.039682+0.037652i,-0.02701+0.028222i,-0.0033168+0.018808i,0.032246+0.005244i,0.031459-0.0064789i,0.012605+0.0015464i,0.0042434+0.0068199i,-0.0033241+0.010007i,-0.0094332+0.01585i,-0.0085958+0.016453i,-0.0029186+0.010598i,-0.0018812+0.00030054i,-0.009289-0.0073179i,-0.016257-0.009502i,-0.017153-0.011125i
0.070136-0.4022i,-0.029063-0.45561i,-0.053172-0.18779i,0.1583+0.10651i,0.30719+0.12935i,0.15351+0.03475i,-0.02707+0.015515i,-0.069556+0.022508i,-0.055087+0.048489i,-0.0039619+0.078432i,0.021538+0.05837i,-0.015079+0.036164i,-0.038745+0.035283i,-0.023007+0.025594i,-0.0014856+0.012266i,0.0061209-4.9249e-05i,0.0016307-0.010203i,-0.0018162-0.011294i,-0.0018959-0.0034814i,0.0028074+0.0065193i,0.013069+0.0076512i,0.017562+0.0060041i,0.018409+0.012002i
-0.031652+0.32238i,0.0097225+0.34644i,-0.00067269+0.23775i,-0.037569+0.18545i,0.015728+0.13126i,0.10191+0.0078265i,0.12082-0.064603i,0.11328-0.086494i,0.077435-0.10654i,0.030038-0.081363i,0.027174-0.044154i,0.046495-0.038731i,0.051916-0.038851i,0.028734-0.022307i,0.0011851+0.0075315i,0.002656+0.024918i,0.018431+0.020503i,0.020589+0.0089114i,0.0074327-0.0026152i,-0.0062904-0.0081202i,-0.0086004-0.0056937i,-0.0062047-0.0036642i,-0.01126-0.0025302i
0.0024069-0.46453i,-0.089377-0.5562i,-0.2329-0.37373i,-0.33025-0.11097i,-0.24807+0.036526i,-0.046208+0.065475i,0.073409+0.039472i,0.067476+0.018574i,0.031463-0.0034634i,-0.0048629-0.023155i,-0.026736-0.0044738i,-0.018278+0.024339i,-0.0060855+0.031816i,0.0027068+0.022869i,0.0050561+0.0028553i,-0.0033873-0.0086693i,-0.010652-0.0039683i,-0.0096364+0.0021621i,0.00081961+0.00088679i,0.010139-0.0070259i,0.008285-0.011591i,0.0068705-0.0085616i,0.012223-0.0080009i
0.25386+0.51891i,0.38133+0.56101i,0.23108+0.20655i,-0.14229-0.11569i,-0.40026-0.059357i,-0.39442+0.091842i,-0.26686+0.12697i,-0.14495+0.12099i,-0.070533+0.11052i,-0.038981+0.09944i,-0.004095+0.070725i,0.009839+0.010377i,-0.015836-0.029782i,-0.029009-0.028712i,-0.015252-0.014369i,-0.0013709-0.0072312i,0.0010437-0.0094367i,-0.0013173-0.0071109i,-0.00088797+0.0034937i,0.0038913+0.016661i,0.007754+0.023497i,0.0036968+0.020989i,-0.0055854+0.01741i
-0.49512-0.33313i,-0.6653-0.3583i,-0.40833-0.24836i,0.011175-0.19073i,0.18051-0.15371i,0.1549-0.036074i,0.1033+0.014006i,0.056227-0.0043821i,0.059215-0.0070015i,0.063154-0.027653i,0.011066-0.021191i,-0.018006+0.029496i,-0.0011391+0.047297i,0.0067851+0.023557i,-0.0076127-0.00041123i,-0.019612-0.0015089i,-0.011032+0.01006i,0.0009845+0.011458i,-0.0030509+0.0062261i,-0.013294+0.006963i,-0.016465+0.010976i,-0.010287+0.0071673i,-0.0034271-0.0061462i
0.52715+0.079639i,0.73411-0.020282i,0.65706-0.10405i,0.46945-0.10851i,0.32972-0.13782i,0.19627-0.17675i,0.099982-0.14148i,0.055785-0.11019i,0.0093991-0.10191i,-0.020346-0.077264i,-0.021586-0.055386i,-0.0089209-0.041038i,0.0046736-0.028263i,0.010864-0.0075445i,0.021597+0.011447i,0.026301+0.012516i,0.016076+0.007521i,0.0061673+0.0017741i,0.002048-0.0055822i,0.00013542-0.012031i,-0.0030248-0.016236i,-0.0061904-0.010953i,-0.0037683+0.0038868i
-0.45389+0.020441i,-0.54249+0.16561i,-0.31865+0.23795i,-0.05118+0.11625i,-0.002345-0.0899i,-0.058007-0.20232i,-0.077627-0.15792i,-0.071177-0.056884i,-0.076703-0.016257i,-0.091321-0.0039042i,-0.071713+0.026927i,-0.020193+0.043583i,0.021422+0.032957i,0.031428+0.01604i,0.015758+0.011404i,0.003165+0.01275i,-0.00067924+0.0056583i,-0.0024576-0.0010659i,0.0017817-0.001073i,0.0043666+0.0011597i,0.00072991+0.0028299i,-0.0032696+0.0013329i,-0.0053792-0.0038373i
0.52059-0.14806i,0.64637-0.33317i,0.40347-0.35687i,0.028354-0.12183i,-0.14469+0.17646i,-0.13236+0.32378i,-0.051415+0.29424i,0.032369+0.20821i,0.089497+0.16939i,0.13115+0.12405i,0.10898+0.024595i,0.024877-0.034707i,-0.028284-0.022272i,-0.032714-0.013373i,-0.025294-0.026693i,-0.021359-0.028624i,-0.015308-0.010339i,-0.0066541+0.0066135i,-0.0025837+0.0095322i,-0.0025679+0.0041696i,-0.0037521-0.0035051i,-0.003103-0.0058281i,0.0021134-0.00066314i
-0.39044+0.42313i,-0.37041+0.72436i,-0.083805+0.66787i,0.14731+0.24912i,0.14567-0.088881i,0.094004-0.15576i,0.067266-0.11579i,0.044918-0.058951i,0.046407-0.016194i,0.044729-0.013473i,0.029255-0.007428i,0.024467+0.0067457i,0.027842-0.0037258i,0.026056-0.018426i,0.01798-0.0080489i,0.0081923+0.010774i,0.00096532+0.013203i,-0.0023426+0.0046851i,-0.0025607-0.0025865i,-0.001986-0.0067254i,0.0017483-0.0067222i,0.0052384-0.0047542i,0.0010532-0.0043258i
0.057647-0.40534i,-0.15263-0.53626i,-0.29737-0.28828i,-0.083402+0.04813i,0.22303+0.019679i,0.25727-0.18091i,0.1315-0.21441i,0.02019-0.17823i,-0.062053-0.17475i,-0.094635-0.14281i,-0.071326-0.08256i,-0.03592-0.036627i,-0.01534+0.0031539i,0.0039251+0.038949i,0.021988+0.04022i,0.021317+0.012375i,0.011162-0.012582i,0.0047145-0.023706i,0.0027292-0.021158i,0.0063623-0.016239i,0.0059757-0.014656i,0.0010397-0.0083514i,0.0006367-0.00087225i
0.0048203+0.18631i,0.18877+0.18001i,0.26963+0.029634i,0.099692-0.062403i,-0.086029+0.0043196i,-0.1122+0.096909i,-0.06603+0.13465i,-0.035789+0.11628i,-0.052709+0.078179i,-0.055782+0.081253i,-0.0057543+0.078934i,0.023073+0.047234i,0.011245+0.024884i,-0.0029972+0.0047799i,-0.010229-0.0095843i,-0.0080922-0.0084472i,-0.0022432+0.0015633i,0.003008+0.011941i,0.0092934+0.013867i,0.012766+0.013155i,0.014979+0.010088i,0.013164-0.0016955i,0.0027693-0.012139i
0.16439-0.15987i,0.15861-0.13667i,0.13497-0.036848i,0.14733+0.025592i,0.13658+0.069855i,0.089936+0.14353i,0.05911+0.16544i,0.050932+0.13197i,0.071495+0.11157i,0.090437+0.075873i,0.05614+0.01706i,0.014734-0.013013i,0.019225-0.012806i,0.037855-0.011511i,0.033829-0.016943i,0.011881-0.019313i,-0.0027683-0.013794i,-0.0047171-0.0048156i,-0.0068662+0.0051466i,-0.013529+0.015204i,-0.018431+0.020248i,-0.014139+0.020259i,-0.0024809+0.018971i
-0.17404+0.29892i,-0.17551+0.35123i,-0.1012+0.22807i,-0.055493+0.080797i,-0.049449+0.002211i,-0.031577-0.068613i,-0.0087775-0.12479i,0.035386-0.11617i,0.078939-0.086973i,0.07532-0.046785i,0.066315+0.010215i,0.073141+0.031657i,0.04619+0.023352i,0.0042794+0.039613i,0.0043313+0.06731i,0.029152+0.06005i,0.03499+0.02524i,0.017583-0.0010762i,0.0010215-0.0084908i,0.0037037-0.010975i,0.013033-0.016108i,0.0094515-0.018344i,-0.0048687-0.014359i
0.0042305-0.35991i,-0.14445-0.34262i,-0.27859-0.019519i,-0.1874+0.27171i,0.017507+0.22268i,0.068988+0.03184i,0.019263-0.041055i,-0.0016278-0.048884i,-0.032621-0.069516i,-0.081608-0.04221i,-0.082308+0.024778i,-0.059557+0.057047i,-0.045759+0.05458i,-0.032649+0.033488i,-0.027921+0.010418i,-0.021705+0.0068646i,-0.0064819+0.0048834i,0.00026214-0.0045447i,-0.0019608-0.008502i,7.3398e-05-0.0068417i,0.008937-0.0010494i,0.022624+0.0080885i,0.0365+0.011024i
0.020165+0.30769i,0.034867+0.34189i,-0.022086+0.21303i,-0.10468+0.11844i,-0.072575+0.148i,0.047423+0.20133i,0.11082+0.21311i,0.095022+0.17534i,0.053632+0.12076i,0.039781+0.062981i,0.032245-0.012043i,-0.010555-0.045919i,-0.034968-0.01624i,-0.011606+0.0042587i,0.0046256-0.0043019i,-0.0022485+2.1741e-05i,-0.0012561+0.02038i,0.017004+0.029703i,0.025904+0.022446i,0.01263+0.01553i,-0.0063284+0.01368i,-0.022089+0.008959i,-0.033106+0.0086586i
0.052055-0.39399i,0.13553-0.50426i,0.26653-0.46164i,0.28995-0.39294i,0.098898-0.34317i,-0.16551-0.22294i,-0.26639-0.014385i,-0.16096+0.13977i,-0.029704+0.13797i,-0.0061823+0.083699i,-0.029341+0.068148i,-0.014981+0.040942i,0.0038955-0.011265i,-0.0028549-0.026244i,-0.0083538-0.010663i,-0.010585-0.0079549i,-0.013959-0.016115i,-0.016968-0.020459i,-0.024127-0.020036i,-0.026851-0.010824i,-0.016854+0.0026888i,0.0001319+0.0035766i,0.0096237-0.0090589i
0.19679+0.50379i,0.39428+0.58273i,0.42625+0.24907i,0.16457-0.17008i,-0.19637-0.30922i,-0.36322-0.32633i,-0.34458-0.36086i,-0.24307-0.27724i,-0.11392-0.12993i,-0.04632-0.049524i,-0.0091232+0.0010259i,0.055819+0.021921i,0.078225-0.0012803i,0.043559-0.014008i,0.015042+0.0027127i,0.010862+0.021987i,0.018917+0.024182i,0.029869+0.0078566i,0.038754-0.016873i,0.0352-0.037936i,0.018168-0.043013i,0.0014329-0.025587i,-0.0050852-0.0033546i
-0.55726-0.39211i,-0.94398-0.33962i,-0.88837+0.010458i,-0.33561+0.26692i,0.2275+0.1847i,0.45314-0.026751i,0.39327-0.16592i,0.18761-0.17835i,0.010837-0.10138i,-0.065407-0.014498i,-0.073101+0.071816i,-0.040228+0.11507i,-0.010278+0.084843i,0.0067294+0.039758i,0.011846+0.010427i,0.0052242+0.0068211i,0.0008519+0.020638i,-0.0081195+0.03222i,-0.020812+0.048849i,-0.022272+0.061977i,-0.020185+0.061505i,-0.015293+0.053461i,-0.00068123+0.037251i
0.48211-0.09854i,0.48134-0.34733i,0.029757-0.36556i,-0.37336-0.027246i,-0.256+0.16193i,-0.0099357+0.0017657i,-0.011742-0.097767i,-0.054102-0.014517i,0.006809+0.039365i,0.052324-0.02566i,0.0026901-0.10696i,-0.051426-0.10147i,-0.028552-0.032094i,0.024636+0.033306i,0.058361+0.061332i,0.052558+0.066927i,0.031629+0.074964i,0.028669+0.064277i,0.021076+0.029285i,0.0034924+0.0017671i,-0.0073079-0.018874i,-0.019058-0.033884i,-0.027064-0.022815i
-0.068848+0.16657i,0.20364+0.30626i,0.48889+0.12387i,0.44954-0.31798i,0.21965-0.58733i,0.1833-0.58126i,0.24686-0.47053i,0.15979-0.2713i,0.040854-0.079216i,-0.024116+0.0081264i,-0.048636+0.076086i,-0.004008+0.12792i,0.034901+0.099937i,0.0021304+0.04836i,-0.05628+0.01304i,-0.10275-0.020912i,-0.11183-0.024946i,-0.070303-0.0013999i,-0.012505-0.0052151i,0.014044-0.024287i,0.017499-0.018933i,0.026924-0.00065253i,0.029518+0.0075277i
-1.8985+7.6949i,-0.037578+5.8444i,3.1635+4.7998i,5.0785+1.7308i,4.511-1.1177i,2.3224-1.9889i,0.50687-0.89979i,-0.0043168+0.48097i,0.55687+1.1105i,1.483+0.59805i,1.6532-0.61592i,1.1008-1.4665i,0.61717-1.5065i,0.59012-0.99633i,0.86964-0.64161i,0.71593-0.50807i,0.21366-0.23568i,-0.042519-0.070132i,-0.12797-0.17024i,-0.14641-0.21056i,-0.013338-0.19667i,0.118-0.33208i,0.032445-0.45924i
-0.21595-0.49566i,-0.31381-0.79363i,-0.33253-0.74281i,-0.19579-0.4131i,0.13331-0.25398i,0.48125-0.45204i,0.53432-0.70619i,0.27105-0.65075i,0.073646-0.35264i,0.054573-0.16668i,0.00044359-0.10838i,-0.066757-0.032571i,-0.057261+0.012441i,-0.032825+0.02507i,-0.013257+0.044251i,-0.00029009+0.045678i,-0.011253+0.036972i,-0.02408+0.040261i,-0.024299+0.035278i,-0.019373+0.022807i,-0.013747+0.019416i,-0.01303+0.010515i,-0.028499-0.0036463i
0.64241+0.14188i,0.75871+0.03968i,0.30126-0.062374i,-0.2914-0.0064415i,-0.43215+0.024331i,-0.32106-0.18812i,-0.26455-0.32615i,-0.17421-0.1894i,-0.060866-0.049914i,-0.026369-0.0070288i,0.0045617+0.016492i,0.066824-0.0052086i,0.0718-0.044588i,0.026941-0.023316i,0.0098494+0.031197i,0.010124+0.056955i,0.005286+0.054767i,0.0006296+0.030847i,-0.01199-0.00048315i,-0.023908-0.011353i,-0.015674-0.0050393i,0.013002+0.0060155i,0.038098+0.015397i
-0.66867+0.15395i,-0.87288+0.38776i,-0.71399+0.42068i,-0.4282+0.20417i,-0.26095+0.047052i,-0.13053+0.0064503i,-0.058379-0.084359i,-0.11291-0.093914i,-0.14313+0.014494i,-0.11542+0.084227i,-0.072977+0.1114i,-0.014508+0.10854i,0.01927+0.057889i,0.013363+0.014852i,-0.0048935+0.014908i,-0.0011355+0.036342i,0.024177+0.045782i,0.043175+0.032198i,0.042414+0.013601i,0.02753+0.0060201i,0.014241+0.010216i,0.0093727+0.01273i,0.0081437+0.0063544i
0.17339-0.28963i,0.11755-0.52957i,0.0018406-0.61478i,-0.048894-0.52668i,-0.091717-0.42771i,-0.18679-0.35303i,-0.22964-0.25533i,-0.17355-0.13168i,-0.078465-0.0020344i,-0.0076775+0.036973i,0.0077214-0.0028507i,0.00273-0.041692i,-0.010667-0.064233i,-0.033565-0.065334i,-0.047835-0.059989i,-0.057239-0.046803i,-0.053951-0.017211i,-0.032523+0.0065726i,-0.011225+0.0086606i,-0.0032914+0.001949i,-0.0095221+0.0036603i,-0.011439+0.0076184i,-0.00015342+0.002755i
-0.099526+0.052727i,-0.029219+0.087209i,0.00012435+0.15114i,-0.1107+0.29307i,-0.24768+0.45397i,-0.31521+0.50639i,-0.25983+0.45762i,-0.065976+0.31023i,0.076668+0.089238i,0.080564-0.029903i,0.062884-0.035572i,0.036649-0.035769i,-0.0072956-0.027779i,-0.024717-0.012918i,-0.027517-0.015815i,-0.034228-0.024344i,-0.037622-0.025255i,-0.036785-0.019838i,-0.040336-0.015193i,-0.041844-0.0088484i,-0.028462-0.0037941i,-0.014762-0.0078713i,-0.012197-0.010699i
0.30505+0.082821i,0.27614+0.18639i,0.094799+0.34116i,0.013123+0.47355i,0.11231+0.48878i,0.19108+0.36154i,0.13357+0.16017i,0.012006+0.011488i,-0.060163-0.020435i,-0.054962-0.01051i,-0.045741-0.0096529i,-0.04208+0.0076109i,-0.015637+0.021163i,-0.0032858+0.013218i,-0.0037511+0.0093889i,0.0090025-0.0013637i,0.016287-0.01548i,0.013501-0.0090546i,0.018137+0.0035476i,0.027319+0.0057755i,0.032229+0.0047362i,0.031313+0.0051271i,0.03063+0.0068665i
-0.40865+0.034068i,-0.47895+0.072536i,-0.28275+0.033088i,-0.019386-0.15101i,0.1042-0.37165i,0.093325-0.43869i,-0.00114-0.3468i,-0.088-0.18762i,-0.088106-0.048366i,-0.049131+0.0079374i,-0.023183+0.018495i,-0.006813+0.03047i,-0.0028205+0.036588i,-0.00096347+0.025444i,0.0077542+0.0011329i,0.015587-0.017304i,0.020523-0.018248i,0.023452-0.010774i,0.02546-0.0054381i,0.022486-0.006124i,0.011295-0.0080785i,-0.00071351-0.0057821i,-0.0090582-0.0039485i
0.32814-0.16514i,0.40123-0.3144i,0.31518-0.39339i,0.17243-0.35235i,0.045021-0.20903i,-0.035752-0.020799i,0.0089653+0.11603i,0.099767+0.11444i,0.11845+0.038591i,0.092525-0.014659i,0.055056-0.046756i,0.0049379-0.067973i,-0.02646-0.059008i,-0.01519-0.036124i,0.0074149-0.026175i,0.011721-0.014392i,0.002799+0.0032788i,-0.014624+0.012918i,-0.028696+0.017477i,-0.031078+0.017289i,-0.029055+0.013246i,-0.01928+0.0098276i,-0.0031727+0.0046044i
-0.16398+0.1776i,-0.15306+0.17792i,-0.14547+0.01833i,-0.24713-0.074221i,-0.30299+0.059751i,-0.1721+0.17651i,-0.031114+0.10814i,-0.018436+0.004878i,-0.052676-0.026272i,-0.040675-0.01873i,0.0081105-0.017529i,0.04584-0.025055i,0.051437-0.030684i,0.02691-0.027485i,-2.7102e-05-0.0078789i,-0.0099862+0.0022617i,-0.015315-0.0073674i,-0.014785-0.015525i,-0.0088468-0.016507i,-0.0037552-0.014048i,0.0020892-0.012777i,-0.0036126-0.01189i,-0.020202-0.0027051i
0.12308-0.14654i,0.043929-0.13176i,-0.087851+0.058787i,-0.10243+0.28355i,0.013746+0.3434i,0.12779+0.23244i,0.12573+0.08131i,0.041772+0.017096i,-0.0013072+0.038549i,-0.0087089+0.039203i,-0.045633+0.013267i,-0.072375-0.0011177i,-0.069708-0.015649i,-0.069632-0.017789i,-0.059023+0.00098981i,-0.033128+0.021499i,-0.012656+0.030193i,0.00012458+0.024323i,0.010223+0.0088495i,0.016263-0.004611i,0.015405-0.0071181i,0.014881-0.0029988i,0.017734-0.0030935i
