-0.00091819+0.00010433i,-0.0013524-0.00056322i,-0.0015608-0.0014611i,-0.0019954-0.0013147i,-0.0029962+0.00020345i,-0.0033928+0.0018471i,-0.0012351+0.0026226i,0.0010142+0.0016103i,0.00091454+0.00025366i,0.0001884-0.00024688i,-7.0222e-05-0.00039629i,-4.2857e-05-0.0009933i,-3.3709e-05-0.0011276i,-0.00041574-0.00052424i,-0.00061664+0.00023993i,-0.00033904-5.0105e-05i,-0.00021574-0.00019007i,-0.00041177+0.00013618i,-0.00058781+0.00027446i,-0.00035685+0.00031342i,-6.2126e-05+0.00014215i,0.00024743+0.00028383i,0.00066136+0.00043828i
-0.00035501+0.0010621i,8.5774e-05+0.00031193i,0.001016+1.195e-05i,0.0013051-0.00027818i,0.001739-0.00019093i,0.0016331-0.00063534i,0.00087518-0.0012908i,0.00036997-0.0013188i,-0.0003887-0.0014363i,-0.00079317-0.0014778i,-0.00086526-0.00090848i,-0.0010459-0.00034557i,-0.00061164+0.0002524i,-0.00084659+0.00088071i,-0.0015728+0.00095123i,-0.0010589+0.0011957i,-0.00037113+0.00057332i,-0.00043143+0.00025222i,-0.00042469+0.00074667i,0.00035664+0.00033883i,0.00064256+0.00038915i,0.00038045+0.00039729i,0.00047249-0.00051477i
0.0012827+0.0015954i,0.0016336+0.001049i,0.0022301+0.001229i,0.0022313+0.0013431i,0.0014997+0.001329i,0.00092154+0.0010769i,0.00051269+0.00010035i,0.00022672-0.00047838i,7.3862e-05+0.00035832i,-0.00094918+0.00083248i,-0.0014393-0.00017641i,-0.00076364-0.00014836i,-0.00027961+0.00071586i,-0.00053903+0.00054424i,-0.00036787+0.0013143i,0.00011875+0.0012345i,7.128e-05-4.5218e-05i,-0.0004355-0.00049047i,-0.00031673-6.1604e-06i,-0.00011244+0.00050455i,-0.00040328-0.00015105i,-0.00033721-0.0010807i,0.00058221-0.00093809i
-0.00064432+0.0014737i,-0.00021468+0.0017962i,4.0634e-05+0.0029162i,0.00064665+0.0020143i,0.00073979+0.00060111i,0.00017455-0.00028922i,-0.00048829-7.1749e-05i,-0.00092299+0.00033829i,-0.0016671-6.0234e-05i,-0.0022075-0.00034226i,-0.001841-0.00048981i,-0.0010627-0.0007302i,-0.00096851-0.0002047i,-0.0010081+0.00072629i,-0.00028923+0.0011423i,0.00030455+0.0011521i,-0.00030956+0.00086875i,-6.5136e-05+0.00028405i,0.00044504+0.00011438i,-0.00036488+4.7891e-05i,-0.00079155-0.00025843i,-0.00012649-0.00020518i,0.00018881+0.00036095i
-0.0006487+0.00084429i,-0.00024596+0.00082747i,0.0010001+0.0026011i,0.0011667+0.0032511i,0.0013167+0.0020976i,0.00070721+0.0003225i,-0.00038143-0.00045881i,-0.00036584-0.00047496i,-0.00065037-0.00075788i,-0.0017645-0.00068228i,-0.0021144-0.0005198i,-0.0016281-0.00068846i,-0.00093325-0.00020196i,-0.00068858+0.00077849i,-0.00053805+0.00048883i,-6.6515e-05+0.00034496i,-0.00036492+0.00027943i,-0.0013651+0.00030864i,-0.0014864+0.00068992i,-0.00059179+0.00052857i,0.00052912+0.00048995i,0.00029925+0.00072581i,9.5505e-05+0.00061617i
-0.0017777-0.00010919i,-0.0027602+0.00061674i,-0.0018526+0.0025197i,-0.00062991+0.0024788i,0.00043602+0.0015178i,0.00088707+0.00093811i,0.00042807+0.00078228i,0.00017336+0.0006151i,-0.00049426-7.6901e-05i,-0.0012307-0.00062041i,-0.0010275-0.00046858i,-0.00069575-0.0006863i,-0.00054709-0.00067556i,-0.00032311-0.00045378i,0.00017214-0.00013872i,0.00024208+0.00013909i,-4.6549e-06+7.4113e-05i,-0.00019721+0.0010223i,-0.00075188+0.0019936i,-0.00025285+0.0019323i,0.00012059+0.0018061i,-0.0010803+0.00039715i,-0.0010208-0.00052564i
0.0010628+0.0031809i,0.001678+0.0018897i,0.0034835+0.0015121i,0.003435+0.0010683i,0.0021527-0.00015241i,0.0010359-0.0010533i,0.00017567-0.00089156i,-0.00099144-0.0010021i,-0.0012889-0.0013154i,-0.00087572-0.00075245i,-0.0011809+0.00021777i,-0.0013673+0.00028936i,-0.0011516+0.00029824i,-0.00077334+0.00053366i,-0.00039891+0.00089918i,-0.00025303+0.0013154i,6.5157e-05+0.00081054i,-7.691e-05+0.0006385i,-0.00067703+0.00091912i,-0.0010077+9.1403e-05i,-0.00014733+2.5005e-05i,0.00075036+0.00045457i,0.00083479+0.00011043i
0.00073841-0.0012103i,0.00013065-0.00084223i,-0.00074153-0.00052422i,-0.0015367-0.00046439i,-0.0013816-0.00054414i,-0.00048229-0.00024577i,0.00039748-0.00028686i,0.00031687-0.00099544i,-0.0014754-0.0011873i,-0.0021361-0.0004105i,-0.00045156-0.0002308i,0.00044099-9.1125e-05i,0.00016175-0.00019541i,-9.4143e-05-6.1221e-05i,0.00044794+0.00027095i,0.00059275+6.6148e-07i,0.00037129+0.00021591i,0.00035398+0.0011478i,0.00094624+0.0013848i,0.00087346+0.0017812i,0.00035942+0.0014887i,8.7831e-05+0.00011169i,0.00011449+0.00018717i
0.00036686-0.00096232i,-0.00043195-0.0012558i,-0.00059251-0.0010336i,0.00084381+9.3433e-05i,0.0011419+0.00059832i,-2.2973e-05+0.00030543i,-0.00089485-0.0005911i,-0.0015641-0.0010559i,-0.0020821-0.00084759i,-0.0015835-0.00025232i,-0.0008871+0.00030507i,-0.0001516+0.00018918i,6.9711e-05+1.1734e-05i,-2.964e-05-0.00027234i,-2.4051e-05-0.00010933i,0.00060436-4.3814e-05i,7.6401e-06-0.00023263i,-0.00072248+0.00065706i,-0.00027014+0.0017918i,8.1613e-05+0.0018207i,0.00079409+0.00067386i,0.0010399-0.00027035i,0.00091656-0.0007669i
-0.00025383-0.0010368i,-0.00037001-0.00066961i,-0.0014674+0.00055465i,-0.0016154+0.00040904i,-0.00041273+0.00065528i,0.00044521+0.0015198i,0.00055915+0.00091947i,0.00017483-0.00025827i,-0.00086547-0.00066249i,-0.0010734+1.7357e-05i,-0.00055915+0.00070203i,-0.00053558+0.00023223i,-0.00099471+6.5904e-05i,-0.0010283+7.5202e-05i,-0.00082045-5.6556e-05i,-0.00068918+0.00028487i,-0.00073194+0.00087517i,-0.00082914+0.0014353i,-0.00067486+0.0017501i,-0.00023302+0.00098495i,0.00086578-0.00020515i,0.0017305-0.00010925i,0.00108-1.5475e-05i
0.0021831-9.4005e-05i,0.0023917+0.0009028i,0.0021608+0.0010356i,0.0020227-0.000251i,0.00090319-0.0013219i,-0.00025968-0.0016157i,-0.0007608-0.0014834i,-0.00055003-0.00071571i,-0.0010034-0.00017058i,-0.0020226-0.00089428i,-0.001702-0.0011026i,-0.00094336-8.2189e-05i,-0.00092171+0.00058297i,-0.00055105+0.00095941i,9.196e-06+0.00066522i,-0.00029015+0.00092919i,-0.00066188+0.0016515i,-8.8746e-05+0.0014025i,0.00060733+0.0012004i,0.0008546+0.00079733i,0.00065091-0.00065061i,0.00024705-0.0012808i,0.00068942-0.00097726i
0.0028365-0.0001916i,0.0013678-0.0010599i,-6.7587e-05-0.0027392i,-0.00060367-0.0025519i,-0.0013833-0.0011299i,-0.0010524-0.0002007i,-0.00029461-0.00010047i,-0.00012094-0.00019339i,-0.00065575-0.00050753i,-0.0015043-0.00061002i,-0.0015674+0.00013539i,-0.0015206+0.0004694i,-0.0013366+0.00022874i,-0.0002076+0.0005629i,0.00052895+0.001436i,7.3533e-05+0.0013481i,0.00027894+0.00058679i,0.00048236+0.0005002i,-0.00032676+0.00045465i,-0.00086272+0.0003169i,-0.0002099+0.00072729i,0.00061307+0.00031771i,0.00048736-0.00043852i
0.00055273+0.0016506i,0.0019836+0.0002566i,0.0028456-0.00054125i,0.0014054-0.0012169i,0.0011953-0.002037i,0.00082433-0.0015943i,0.00010833-0.00027515i,0.00017024+0.00069597i,7.4718e-06+0.00015895i,-0.00052997+4.413e-05i,-0.00062894+0.00083231i,-0.00081015+0.00083898i,-0.00080687+0.001141i,-0.00027923+0.00068083i,-8.5951e-06+4.9572e-05i,-0.00048879-0.00011391i,-0.00058979+9.2179e-05i,-0.00040611+0.00017151i,-0.00049777+0.00055215i,0.00011784+0.00082426i,0.00088953+0.0005534i,0.0011626-0.00014431i,0.00055496-0.00091824i
0.0010409-0.0010342i,0.00038518-0.00055827i,-0.00039202-0.0015245i,-0.00055769-0.002275i,-0.00057438-0.0012769i,-0.00017818-0.00015247i,0.00035988+0.00043758i,-2.9931e-05+0.00081946i,-0.00052888-0.00010557i,-0.00033851+0.00017591i,-0.00085132+0.00094159i,-0.0012425+0.00088628i,-0.0010625+0.00087009i,-0.00062221+0.00082334i,-0.00055165+2.9476e-05i,-0.00046343+0.00067966i,-0.00018563+0.002264i,-1.3696e-05+0.0017893i,0.00020997+0.00089103i,-0.00015005+0.00061378i,-0.00073301+0.00058195i,-0.00010739+0.0005994i,0.00036625+0.00022435i
-0.00027096-0.0034593i,-0.00031071-0.0025181i,-0.0018875-0.0019469i,-0.0019739-0.00082521i,-0.00096395+0.0012094i,4.524e-05+0.0017586i,0.001349+0.00077379i,0.00073597-0.00014327i,-0.00061308-0.0010718i,-0.0013406-0.0009108i,-0.0015791+0.00036096i,-0.0013753+0.00062255i,-0.0010706+0.000472i,-0.0005536+0.00028708i,0.00095705+3.363e-06i,0.00054183-0.00042036i,-0.00020091-0.00053075i,0.0005853+0.0002857i,0.0011524+0.0010241i,0.00033704+0.0011232i,-0.00032611+2.5541e-05i,0.00035666-0.0010843i,0.00047599-0.00098587i
-0.0021775-0.00091158i,-0.0038342-0.00030074i,-0.001462-9.2405e-05i,-5.4094e-05+0.00062401i,-0.00049621+0.0014487i,-0.00019919+0.001196i,0.00060639+0.00050521i,0.00038811-0.00041649i,-0.0009182-0.00074915i,-0.0012267-0.00046718i,-0.00047935-0.00076856i,-0.00075599-0.0011896i,-0.0005016-0.00062185i,0.00050446-0.00010336i,0.00015705+0.00024176i,-0.00033661+0.0010424i,-0.00034716+0.00062971i,-0.00027678+0.00045859i,-0.00065579+0.0017629i,-0.00029152+0.0015804i,9.5669e-05+0.00048096i,-0.00043801+0.00056249i,-0.00031837+0.0006167i
-9.6983e-05-0.0010617i,-1.6219e-06-0.0011017i,-0.000178-0.00080364i,-0.00070746-0.00035516i,-0.00046133+0.00091214i,0.00077651+0.00053478i,0.00086485-0.00066546i,0.0001257-0.00071836i,-0.00034481-0.00074492i,-0.00066752-0.00053762i,-0.00083109+8.7538e-05i,-0.00080388-0.00012299i,-0.00036601-0.00070371i,-0.00029114-0.0002343i,0.00031204+0.00037895i,0.00062509+0.00063243i,-0.00026225+0.00074865i,-6.2577e-06+0.00094813i,0.00016862+0.0011379i,0.00018834+0.0011018i,0.00062766+0.00024624i,0.00012434-0.00028358i,0.00055555-0.00016279i
0.00025288+0.0014574i,0.00028474+0.0015145i,0.001121+0.0017457i,0.0014313+0.0015992i,0.0013253+0.0012661i,0.0011464+0.00015099i,0.00083061-1.9591e-06i,6.0331e-05+0.00015853i,-0.00057558-0.00053404i,-0.0010552-0.0014211i,-0.0010938-0.0010825i,-0.00054999-2.6576e-05i,-0.00066756+0.00053815i,-0.00085768+0.00043858i,-0.00059238-0.00010981i,1.4893e-05+2.4892e-05i,8.2311e-05+0.0002157i,-0.00041003+0.00032438i,-0.00028613+0.00084273i,-0.00014608+0.0011639i,0.00028528+0.0012425i,0.00074018+0.00090169i,0.0010741+0.00050407i
0.0010897-2.959e-05i,-0.00025559-0.00087652i,-0.00047687-0.0015875i,-2.6297e-05-0.0011794i,-6.4594e-05-0.00066568i,7.4045e-05+0.00012759i,0.00023774+0.00074139i,0.00029255+3.8498e-05i,-0.00014333-0.00093209i,-0.00068705-0.00085881i,-0.00053319-0.00019859i,-0.00030725-0.00013017i,-0.00033617+0.00013946i,-0.00056084+0.00053344i,-0.00043425+0.00063154i,-0.00027391+0.00077519i,-0.00041061+0.0011665i,-0.00021841+0.0011868i,-0.00046123+0.00092844i,-0.0005016+0.0010378i,-0.00043315+0.00081963i,0.00021272+6.4162e-05i,0.0009116-2.2943e-05i
0.0032132-0.00042872i,0.0028317-0.00096687i,0.003328-0.0015898i,0.0018003-0.0023768i,0.00024275-0.0022922i,-0.00012146-0.0005458i,0.0001293+0.00034519i,-8.6321e-05-0.00025066i,-0.00069897-0.0015415i,-0.00097083-0.0019502i,-0.0014764-0.0010966i,-0.0017612-0.00058195i,-0.0015227-0.00018227i,-0.00098095+0.00014925i,-0.00011324+0.00017309i,3.6216e-05+0.00024797i,-0.00040297+0.00017469i,-0.00061869+0.00061931i,-0.00063001+0.00068678i,-0.00018352-5.6285e-05i,-0.00023507-1.4575e-05i,-9.4257e-05-0.00011301i,0.00029652-0.0003277i
-0.00016559-0.00028088i,-0.00051035-0.00068521i,-0.00060854-7.7813e-05i,-0.00042826+0.0005793i,-0.0003894+0.00078897i,-0.00074253+0.00056498i,-0.00069707-7.735e-05i,-0.00046965-0.00042644i,-0.00092919-0.00046071i,-0.0014901-0.00059626i,-0.0014772+0.00028261i,-0.00069883+0.00092451i,-0.00014958+0.00053348i,-0.00013097+0.00092439i,0.00011699+0.0011269i,-0.00012227+0.00062294i,-0.00064243+0.00087151i,-0.00032875+0.001108i,0.00014403+0.00079507i,0.00029646+0.00012374i,0.00032869+0.00018187i,0.00085141+0.00012435i,0.0012445-0.00065621i
0.00031981-0.0028806i,-0.00010237-0.0023345i,-0.00078858-0.0023887i,-0.001205-0.001461i,-0.0012298+0.00047708i,-0.00051687+0.0010858i,0.00033538+0.00024567i,6.0113e-05-0.00023753i,-0.0012021-0.00022423i,-0.0022591-0.00022784i,-0.0025709+0.00035043i,-0.001796+0.00079951i,-0.00019973+0.00085175i,0.00072518+0.00074296i,-8.7182e-05+0.00037163i,-0.00048729+0.00021589i,0.00012905+0.00044673i,9.8079e-06+0.00055452i,-0.00043777+0.00037629i,-0.00076503+0.00039223i,-0.00092431+0.00037676i,-0.0011862-0.00029694i,-0.00061464-0.00049736i
0.0015633-0.0011811i,0.0012057-0.0010341i,0.0011474-0.0017765i,4.8329e-05-0.0013844i,-0.0015064+0.00015072i,-0.00094446+0.0013512i,1.2644e-05+0.00081813i,-0.00011198-0.00055759i,-0.00090101-0.00069767i,-0.0018335-0.00088465i,-0.0016663-0.00061393i,-0.0011872+0.0010998i,-0.00055417+0.0014624i,6.1852e-06+0.00062896i,0.00024012+7.2889e-05i,0.00061128+0.00064019i,0.00022962+0.0012196i,-0.00020125+0.0010938i,-0.00040173+0.0009321i,-0.0003087+0.00013226i,0.00037408+0.0004538i,-5.4301e-05+0.00052448i,-0.00062665-0.00044671i
0.00095023-0.0015362i,0.00067573-0.0018558i,0.0010326-0.0022577i,0.00063652-0.0024454i,0.00052293-0.0025727i,0.00051676-0.0017152i,-0.00059917-0.00069373i,-0.00090517-0.00050532i,-0.00027911-0.0007031i,-0.00017015-0.00052575i,-0.0005979-8.776e-05i,-0.00078306+0.00015177i,9.1814e-05+0.00013938i,0.00041465+0.00042766i,-0.00024446+0.00092323i,-0.0010136+0.0007816i,-0.0011308+0.00095231i,-0.0007995+0.0014244i,-0.00057016+0.0014389i,-4.601e-05+0.0006284i,0.00051602-0.0003483i,4.2796e-05-0.00016056i,-0.00015989-1.7661e-05i
0.00075769-0.00044363i,0.00035949+0.00029214i,0.00064532+0.00049721i,0.0012941+0.00073792i,0.00022431+0.0018379i,-0.00028792+0.0019099i,0.00064165+0.00061941i,0.00081221-0.00066595i,0.00015987-0.001013i,-0.0013343-0.0018676i,-0.0021804-0.0016439i,-0.0022574+3.865e-05i,-0.0014657+0.0010722i,-0.00022354+0.0010405i,0.00021325+0.0009389i,0.00066835+0.0013803i,0.00061654+0.0011149i,0.00035935+0.00080017i,-3.4306e-06+0.0005738i,0.00037057+0.00020026i,0.00049321+0.00016393i,-0.00027913-0.00038091i,-0.00045186-0.0010814i
-0.0019534-0.00064666i,-0.0012122-0.00045984i,-0.001006-0.00032748i,-0.00047326+0.00018183i,-6.9912e-05+0.0005398i,0.00081102+0.0007262i,0.0013984-0.00026857i,0.00054492-0.00068455i,-0.00091233-0.00051648i,-0.0013124-0.00112i,-0.00078493-0.00068349i,-0.00011028+0.00020252i,0.00050894+0.00036048i,-0.00010231+0.00060392i,-0.00045496+0.00071257i,-0.00013214+0.0004418i,4.83e-05+1.6487e-05i,4.6325e-05-0.00022759i,-8.1111e-05+0.00073356i,-0.00031171+0.0012249i,-0.0003297+0.0010922i,-0.00060083+0.00052715i,-0.00035787-0.00023811i
-0.0021834+0.0010301i,-0.0018396+0.00092506i,-0.001737+0.0019838i,-0.0012017+0.002942i,-0.0002143+0.0027504i,0.00030257+0.0013335i,0.00041448+0.00025585i,-0.0001451+4.9149e-05i,-0.00087581+8.5584e-05i,-0.00080909+0.00057388i,-0.00061914-3.6326e-05i,-0.00048369-0.0005512i,-0.00053238-0.00025178i,-0.00024828+0.00020946i,-5.5316e-05+0.00077469i,-0.0010298+0.0012641i,-0.0014395+0.0013938i,-0.00095404+0.00099131i,-0.00086261+0.00065008i,-0.00085227+0.00075306i,-0.000277+0.00096682i,0.0003382-0.00032797i,0.00061416-0.0013729i
0.00078857-0.00040198i,0.00028507-7.0504e-05i,0.0002467-0.0007149i,-0.00023895-0.00071099i,-0.00035886-9.3099e-05i,-0.00088902+0.00038877i,-0.0010049-0.0003013i,-0.00063362-0.0011193i,-0.0010652-0.0012585i,-0.0018228-0.00071983i,-0.0012742-0.00041615i,-0.00024248-0.0001325i,-0.00050413+0.00031843i,-0.00059853+0.00048079i,-0.00010678+0.00032502i,0.00060005+0.0004628i,0.0005375+0.0012882i,4.4059e-05+0.0011994i,-4.9474e-05+0.00079187i,0.00024779+0.00077516i,0.00060124+0.00090177i,0.00070985-0.00010694i,0.00031849-0.00037806i
-0.00075762+0.00026278i,-0.0010155+0.0002454i,-0.00028528+0.0010317i,-0.0001331+0.0015301i,0.00032468+0.00053898i,0.0012127-0.00071644i,0.00044332-0.00098086i,-0.0012824-0.0011039i,-0.0019372-0.00097746i,-0.001883-0.00069894i,-0.0010734-0.0010898i,-0.00068517-0.00043789i,-0.00025144+0.00041739i,-0.00032338+0.0005259i,-0.00053754+0.00045744i,0.00068679+0.00039491i,0.0013791-5.5808e-05i,0.0011079+0.00020049i,0.00036194+0.00059056i,0.00015175+0.00030013i,0.00061254+0.00042664i,0.0010621+0.00033585i,0.00015555-0.00064725i
-0.001423+0.00043905i,-0.0018946+0.00083768i,-0.0020202+0.0014934i,-0.001016+0.0015261i,-0.00052345+0.0013622i,-0.00070074+0.0013853i,1.4818e-05+0.00088903i,0.00020318-0.00045158i,-0.00071362-0.00091526i,-0.0015382+0.0001248i,-0.00081007+0.00055765i,0.00059414+6.1882e-05i,0.00089059-0.00040144i,-5.5715e-05-3.6124e-05i,-0.00010965+0.00088042i,0.00034253+0.0015849i,0.0001883+0.0017773i,-0.00013139+0.0006176i,-0.00013283+0.00035104i,-0.00025879+0.0008139i,-0.00055716+0.00063564i,-0.00048963+0.000886i,6.5598e-05+0.0011541i
-0.0012993+0.0019553i,-0.00092659+0.0012875i,-0.00020312+0.0020495i,0.00014371+0.0022109i,0.00084948+0.0015343i,0.00099425+0.00051207i,0.00051173-0.00050564i,-9.0564e-05-0.0012277i,-0.00089454-0.0013535i,-0.00077605-0.00069016i,-0.00036422-0.00028205i,-0.00030313-0.0003851i,-0.00065719-0.00011155i,-0.0012729+0.00078737i,-0.0015011+0.00030354i,-0.00079695-0.00086341i,0.00011607-0.0003459i,-0.00035912+0.00080471i,-0.00076488+0.00068291i,-0.00011009+0.00038252i,0.00046766+0.00014116i,0.00034263+2.3997e-05i,4.7964e-05-0.000204i
-0.00050672+0.0021589i,-0.00047834+0.0028848i,0.0019982+0.0030014i,0.0029729+0.0023431i,0.002013+0.0014261i,0.0010092+0.0008176i,0.0001118-0.00029718i,-0.00066646-0.00054938i,-0.00103+3.8055e-05i,-0.00086182-0.00031169i,-0.0011331-0.00086683i,-0.0015688-0.0010337i,-0.0015792-0.00023087i,-0.00095513-0.00017806i,-0.00034122-0.00076485i,-0.00033253-0.00046972i,-0.00070483+0.00022018i,-0.00047444+0.00054907i,0.00034099+0.00088529i,-0.00013883+0.00081666i,0.00038148+5.8767e-05i,0.0014351-0.00027562i,0.0011669+0.00010246i
0.001672-0.0011615i,0.00069224-0.0011339i,4.3733e-05-0.0019865i,-0.00048774-0.0021204i,-0.0014621-0.00072248i,-0.0013619+5.9953e-05i,4.2833e-05-0.00076636i,-6.9834e-05-0.0010767i,-0.0012388-0.00075179i,-0.0016406-0.00086586i,-0.0011786-0.00042136i,-0.00073869+0.00030195i,-0.00051585+0.00031172i,5.4866e-05+0.00079207i,0.00046911+0.0012821i,-4.1065e-05+0.0014991i,-0.00021009+0.0012535i,-0.00027346+0.0011125i,-0.00056036+0.00072769i,1.0307e-05+0.00045116i,0.00017662+0.00060958i,-3.7417e-05-0.00043574i,0.00025946-0.0010366i
-0.0010719+0.0002934i,-0.00077669+6.1243e-05i,-0.001445-0.00046204i,-0.00051274-0.00033582i,0.00065519+0.00053512i,0.00022278+0.00092602i,-0.00070443+0.00031749i,-0.00060232+5.7457e-05i,-0.00099474+0.00011198i,-0.0015764-0.00027037i,-0.0015808-0.00065794i,-0.0011933-0.00020601i,-0.00077598+0.00063346i,-0.00040752+0.00032575i,0.00030173-0.00019922i,0.00029054-0.00022022i,0.00040095+4.9941e-05i,0.00071098+0.00042835i,-6.7729e-06+0.00052772i,-0.00015854+0.00037647i,0.00095222+0.00039866i,0.001151+0.00058256i,0.0010883+0.00052526i
-0.00027204-0.0022747i,-0.00021731-0.00099343i,-0.0010119-0.0012725i,-0.0019024-0.00099715i,-0.001163+0.0001237i,0.00020461+0.00042373i,0.00068943+0.00026i,0.00042607+0.00023077i,-0.00039996-0.00041194i,-0.0011437-0.00080104i,-0.0013528-5.8958e-05i,-0.00042879+0.0002276i,-4.6879e-05-0.00042846i,-0.00010652-0.0008201i,8.2467e-05-0.00016167i,-0.00041876+0.0012317i,-0.00049988+0.0016816i,0.00015067+0.0015685i,0.00049527+0.0010784i,0.00044781+0.00055552i,0.00065238+0.00064458i,0.00071276+3.8257e-05i,0.00037899-0.00092027i
-0.0008192-0.00096845i,-0.00060836-0.0006174i,-0.00026318+5.0844e-05i,-6.1143e-05+0.00049366i,0.00025834+0.00071731i,0.00098326+0.00016325i,0.0010063-0.00042117i,8.6632e-05-0.00062502i,-0.0011592-0.0013721i,-0.0011452-0.001194i,-0.00014775-0.00041015i,0.00041513+0.000255i,0.00042674+0.00021489i,0.00041975-7.8661e-05i,0.00098303-0.00021031i,0.00061587-0.0001439i,-2.3774e-05-3.3362e-05i,0.00051902+0.00032973i,-0.00025624+0.00039845i,-0.00066692+0.00065688i,9.8189e-05+0.00019257i,0.00051238-0.00051638i,0.00010371-0.0005725i
-0.00045569-0.00014666i,-0.00098501-0.00037848i,-0.0016518-0.00015002i,-0.0014811+0.00077584i,-0.0006261+0.0013434i,8.7617e-05+0.0013413i,0.00042915+0.00090557i,0.00047785+0.00060378i,-0.0002913+0.0001471i,-0.0016976-0.00068367i,-0.0021451-0.00096851i,-0.0010909-0.00014018i,-0.00048163+0.00028093i,-0.00048632-0.00042132i,-0.00020691-0.00051434i,0.00014992+9.5577e-05i,-0.0007492+0.00038178i,-0.0015302+0.00015005i,-0.00046348+0.00030424i,0.0001213+0.00087903i,0.00017123+0.00067981i,0.00030822-0.0002616i,0.00038888-0.00053483i
0.00026314+0.00051374i,-0.00052329+4.4556e-05i,0.00041637+0.00019576i,0.0005429+0.00071123i,-9.769e-05+0.00083578i,-0.0001491+0.00048728i,0.00077502+0.00023625i,0.00049484+0.00031697i,-0.00059915-0.00054952i,-0.00058668-0.00080871i,-0.00031414-0.00065346i,0.00019828-0.0011157i,6.0957e-05-0.00054959i,-0.00064741+0.00091128i,-0.0006615+0.0013983i,-0.00022578+0.0010475i,-4.0171e-05+0.00066289i,0.00015477+0.0012594i,0.00019498+0.0020155i,0.00080467+0.0017766i,0.0010982+0.00072949i,0.00031005-0.00050171i,-0.00025445-0.00045983i
-1.3706e-05+0.00043824i,-0.00015184+0.0007958i,3.9668e-05+0.0010326i,0.00076038+0.00093778i,0.0011589+0.00012173i,0.0009015-0.00070017i,0.00098886-0.00082947i,0.00073913-0.00051867i,-0.00010843-0.00045977i,-0.0004015-0.00043338i,-0.00049449-0.00034189i,-0.00082098-0.0010666i,-0.00050981-0.0010625i,-0.00030337+0.00010731i,-0.00021489+0.001004i,-2.1611e-05+0.0010012i,-1.104e-05+0.00053301i,0.00013534+3.4344e-05i,0.00053751-0.00031623i,0.00054799-5.3164e-05i,0.00028863-0.00014141i,0.00084525-0.00028829i,0.0010206+0.0002876i
0.0011511+0.00018661i,0.0018297+0.00029112i,0.0023404-0.000252i,0.001562-0.0010061i,0.00081286-0.00028478i,-0.0002066+0.00080749i,-0.00036366+0.00029503i,-0.00056611-0.00066214i,-0.00093999-0.00087855i,-0.0013974-0.001009i,-0.0011902-0.0014607i,-8.3737e-05-0.0012461i,0.00018671-8.3649e-05i,-0.00026385+0.00072043i,1.6127e-05+0.0013349i,3.162e-05+0.00051576i,-0.00050146-3.1213e-05i,-0.00061603+0.00081845i,-0.00091728+0.00095964i,-0.00063055+0.00049187i,0.00019158+0.00026814i,0.00028462+0.00052507i,0.00010415+9.6305e-05i
0.0013829-0.00049436i,0.0023077-0.0010953i,0.0017799-0.00068236i,-0.00012946-0.0007175i,-0.00047985-0.00074636i,0.0010203+4.4773e-05i,0.0016572+0.000869i,-3.4544e-06-5.7963e-05i,-0.00095124-0.0014505i,-0.0012381-0.0016046i,-0.0015416-0.0012468i,-0.00081687-0.00071414i,0.00043579+0.00044898i,0.00080763+0.001011i,-0.00026824+0.00082065i,-0.00065615+0.00042632i,-0.00069537+0.00087343i,-0.00061846+0.0015144i,0.00025908+0.0016125i,0.00048743+0.0012639i,0.00087624+0.00057031i,0.00088092+0.00063702i,-0.00034175+0.00048306i
0.00032216+0.0011023i,0.00046229+0.0010804i,0.0010957+0.001348i,0.0014935+0.00058063i,0.0016155-0.00038297i,0.0004769-0.00089441i,-0.00014211-0.0012544i,1.2693e-05-0.00092206i,-0.00042695-0.00096208i,-0.0015248-0.0013327i,-0.0014808-0.0013839i,-0.00037254-0.001083i,-0.00099299-0.00088185i,-0.0018088-0.00077611i,-0.0010686+0.00031339i,0.0001554+0.0011832i,0.00040168+0.00078649i,-0.00035009+0.00026545i,-0.00023578+0.00044301i,0.00038963+0.00045946i,0.00076223-0.00013745i,0.00069449+0.0001805i,0.00081168+0.00049852i
0.00034318+0.0010752i,-0.00016018+0.0014652i,0.0011848+0.0012067i,0.001688+0.00068497i,0.00085608+0.00023913i,-8.4788e-05-0.00056835i,-0.00077607-0.00031701i,-0.00060157-0.00011901i,-0.00076669-0.00058607i,-0.00094822-0.0006684i,-0.00049784-0.00042913i,0.00031337-4.8705e-05i,0.00062795+0.00050667i,0.00036838+0.0003165i,-8.9046e-05+0.00038559i,-0.00085185+0.00079423i,-0.00038326+0.0014935i,-0.00021744+0.0018563i,-0.0005152+0.0013083i,-0.00035857+0.0011603i,0.00050324+0.00086982i,0.0011464+0.00027488i,0.00064013-0.00026433i
