0.00029174-0.0013055i,0.00048395-0.0013905i,-0.00043651-0.00021419i,-0.00053448+0.00027111i,7.9341e-05+0.00015996i,-0.00027262-0.00070924i,-0.00079411-0.0014751i,-0.0006454-0.00081691i,0.00068685+0.00027528i,0.0015986-0.00019761i,0.00064891-0.0008164i,-0.00057368-0.00039943i,-0.00036035-0.00027143i,-0.00039129-4.3854e-05i,-0.0010237+0.00050689i,-0.001121+0.00040113i,-0.00050928+0.00065264i,-0.0002902+0.00049603i,-0.00055534-0.0002066i,-0.00040898+4.4134e-05i,0.00010807+2.0664e-05i,-0.00028817-0.00016526i,-0.0008627+0.00013117i
-0.001146-0.001041i,-0.0010736+0.00014594i,-0.0014257+0.0022903i,0.0002106+0.0025524i,0.0017272+0.0015866i,0.0027705+0.00075106i,0.0023261-0.00064348i,0.00015721-0.0015674i,-0.0014276-0.0012053i,-0.0015778-0.00036758i,-0.00053713-0.00011841i,0.0002309-0.00043452i,0.00058561-3.8768e-06i,0.00015443-0.00033691i,-0.00035527-0.0011811i,-9.4735e-05-0.00086995i,3.0877e-05-0.00038493i,0.00020279-0.00081027i,0.00040176-0.0012018i,0.00017468-0.00077645i,-0.00029342-0.00075992i,-0.00098838-0.00092336i,-0.000595-0.0007615i
-0.00021545+0.00043275i,-0.00081286+0.0010868i,-0.0011382+0.0017318i,-0.00035107+0.0019661i,0.00037671+0.0015509i,-3.6212e-05-0.00024718i,-0.00034289-0.0022247i,-0.0006256-0.0032124i,-0.0012583-0.0023532i,-0.0015634-0.00069715i,-0.00022589-0.00017904i,-1.4263e-05-0.00033071i,-0.00069091-4.2341e-05i,-0.00028308+0.00029447i,-0.00059149+0.00042162i,-0.0010037-0.00061889i,-0.00053562-0.0014858i,0.00042923-0.00053592i,0.001145-1.8038e-05i,0.00065742+0.00056399i,-4.697e-05+0.00079248i,-0.00011979+0.00051985i,-4.7293e-06+0.0008787i
-0.00072054+0.0013113i,-0.00070357+0.00080847i,-0.00038412+0.0018117i,0.00023544+0.0020953i,0.00049476+5.8512e-05i,0.00046362-0.001278i,5.37e-05-0.0015493i,-0.00054602-0.0022605i,-0.00095035-0.0015568i,-0.0015079-0.0001134i,-0.0014568+0.00037366i,-0.00098128-5.6773e-05i,6.8004e-05-0.0007833i,0.00074064-0.00089252i,0.00064415-0.0012499i,2.1437e-05-0.0010308i,-0.00013228-8.2576e-05i,0.00034337+0.00016931i,-0.00018547+1.6301e-05i,-0.00069374-0.00023575i,-0.00060131-5.7339e-05i,-0.00024516+4.4682e-05i,-0.00059703+0.00039277i
-0.0010798-0.00015864i,-0.00069592+0.00089338i,-0.00030289+0.0014814i,0.0002411+0.0020307i,0.00065599+0.0026518i,0.00044713+0.00077313i,-0.00044457-0.0013144i,-0.0011897-0.0019407i,-0.0014097-0.001432i,-0.00099363-0.00015713i,-0.0005479+0.00070332i,-0.00053242+0.00061343i,-0.00065444+0.00016985i,-0.00059979-4.7097e-05i,-7.757e-05-0.00012911i,0.00041196+0.0003296i,-0.00065978+0.00062748i,-0.0014798+0.00042325i,-0.00033307+0.0006842i,0.00088635+0.001212i,0.00061746+0.00075405i,0.00021249-0.0005161i,-0.00011704-0.00058935i
0.0005533+0.00060596i,-0.00074655+0.0014809i,-0.00087806+0.0029331i,-0.00031983+0.0024436i,3.7077e-05+0.0017473i,0.00036545+0.0012426i,0.00019881-0.00035135i,-0.00067414-0.001306i,-0.0013379-0.00069797i,-0.00066154+0.00043432i,0.00070525+0.00087209i,0.00059218+0.00032743i,-0.00040994+3.5301e-05i,-0.00046049+0.00044265i,5.3901e-05+0.00033246i,-0.00053284+1.1017e-05i,-0.00070056-6.0055e-06i,-5.845e-05-5.5328e-05i,-0.00034543-4.2494e-05i,-0.00062464+5.733e-05i,-0.00024093-0.00024406i,0.00060032-0.00020865i,0.0011635+0.00019218i
-0.00092407+0.00063355i,-0.0016169+0.00094083i,-0.0015765+0.0010151i,-0.00095766+0.0021218i,-0.00049759+0.0013461i,-0.00075655-0.0012577i,-0.00042662-0.002507i,-4.4797e-05-0.0029759i,-0.00043099-0.0026211i,-0.00049936-0.0011181i,0.00047026-0.00071656i,0.00086033-0.00080853i,0.00036463-8.7842e-05i,9.1903e-05+0.00036669i,0.00015278+0.00023947i,0.00030115+0.00026404i,0.00011462-0.00020866i,0.00012932-0.00069329i,7.6616e-05-0.00057799i,-2.9045e-05-8.309e-05i,-0.00042771-0.000151i,-0.00042834-0.00020155i,0.00049659+0.00024501i
-0.0019212+0.00025213i,-0.0014571+0.0010004i,-0.00040241+0.0018462i,0.00053941+0.001572i,0.00063242+0.001439i,0.0008244+0.00021231i,0.00018565-0.0015431i,-0.00099026-0.0021647i,-0.0015356-0.0021156i,-0.00097815-0.001313i,0.00013041-0.00075172i,-0.00014095-0.00077822i,-0.00064499-0.00033037i,-0.0001807-0.00030194i,0.00055272-0.00037885i,0.0014285-0.0005213i,0.00095454-0.00036741i,5.2744e-05-8.2892e-05i,5.0535e-05-0.00042292i,-0.00060155+1.5544e-05i,-0.0012485+0.00065551i,-0.00066203+0.00063751i,0.00041061+0.00034567i
-0.00017628-0.00082783i,0.0001881+6.267e-05i,-0.00012911+0.0013677i,-6.1845e-06+0.0021117i,-0.00010469+0.0015374i,0.00010128+0.00049604i,0.00073139-0.0011992i,0.00028683-0.0030475i,-0.00095067-0.0028339i,-0.001786-0.0011503i,-0.0021016-4.917e-05i,-0.0014366+0.00045664i,-0.00049548+0.00020724i,0.00041747-0.00049239i,0.00076496-0.00051731i,-0.00013812-4.4662e-05i,-0.00086006+0.00077591i,-0.00056813+0.00030238i,-0.00015123-0.00068673i,-9.0293e-05+1.3839e-06i,-0.00026374+0.00026202i,4.9497e-05-0.0002798i,0.00046589-0.00030269i
-0.00083208+0.0011312i,-0.0013704+0.00067303i,-0.00047943+0.00183i,0.00052603+0.0024513i,0.0011342+0.0017944i,0.0013473-0.00021497i,0.00077725-0.002067i,-0.00071844-0.0026784i,-0.00176-0.0017331i,-0.0011658+0.00017877i,-0.001161+0.00083953i,-0.0018537-1.5879e-05i,-0.0013839-0.0008172i,-0.00052749-0.00038051i,1.9888e-05+0.00016662i,0.00024291-3.0312e-05i,4.3176e-05-0.0005397i,9.3848e-05-0.00036777i,-5.4111e-05+0.00028334i,-0.00073716+0.00041759i,-0.00026071-0.00024498i,0.00038937-5.9837e-05i,0.00013009-8.46e-05i
-0.0026436-5.0297e-05i,-0.001946+0.00070854i,-0.0015859+0.0026859i,-0.00063869+0.0025818i,0.0013862+0.00077746i,0.002049-0.00028571i,0.00093466-0.0013324i,-0.00029829-0.0022711i,-0.0010205-0.001899i,-0.00061976+0.00031039i,0.00039778+0.0010497i,0.00022253-0.00013613i,-0.00048382-0.00017639i,-0.00073646+0.00060721i,-0.00060569+8.1081e-05i,5.9363e-05-0.0011232i,2.0611e-05-0.0012195i,-0.00058336-0.00061626i,-0.0010994-0.0001424i,-0.00020473-0.00010556i,0.00089439-0.00065815i,0.00075217-0.00092517i,0.00091937-0.00059717i
-0.00055786+0.00076434i,-0.0013918+0.00078506i,-0.00074696+0.00093806i,-4.6083e-05+0.0003354i,-6.4241e-05-0.00044142i,-0.00036873-0.00069024i,-0.00031542-0.0021332i,-0.00047195-0.0038596i,-0.0012641-0.0026576i,-0.00083462-0.000202i,0.00062886-4.3066e-05i,0.00077196-0.00083935i,0.00043399-3.5802e-05i,0.00013655+0.00078964i,-0.00069642+0.00027038i,-0.0012893-3.5916e-05i,-0.0014527+0.00061127i,-0.00095166+0.0011505i,-0.00035095+0.0004476i,0.00021066-0.0003329i,0.00038935-0.00049016i,0.00026571-0.00049525i,7.5269e-05-0.00032307i
-0.00045224-0.00077915i,-0.0001702+0.00029929i,-0.00097321+0.0018225i,-0.0023069+0.0020167i,-0.0020173+0.00069579i,-0.00032733-0.0008178i,-0.00055889-0.0017707i,-0.002526-0.0024515i,-0.0023582-0.0020667i,-0.00031237-0.001119i,0.0012833-0.00098862i,0.0012712-0.001123i,-0.00014092-0.00094329i,-0.00054961-0.00098008i,-0.00019223-0.00081539i,0.00015203-0.00073405i,-0.00012914-0.00053956i,-0.00084356+0.00062607i,-0.00073087+0.0012525i,-0.00018164+0.00026692i,-0.00019351-0.00051122i,3.5338e-05-0.00049465i,0.00057744-0.00042347i
-0.0013897+6.8889e-05i,-0.0021534+0.0005837i,-0.0023944+0.0017746i,-1.965e-05+0.0022213i,0.0017464+0.00093878i,0.0020197-0.00033686i,0.0011004-0.0016975i,-0.00033999-0.0022291i,-0.0015878-0.001449i,-0.0019853-0.00034523i,-0.00082203-9.0082e-05i,-0.00088063+4.1432e-05i,-0.00072999+0.00045862i,0.00074693+0.00041282i,0.00032483+2.0974e-05i,-0.0006903-0.00051446i,-0.0006707-4.5334e-05i,-0.0004143-9.1686e-05i,-3.9795e-05-0.00066511i,0.00054057-0.00085371i,0.00047042-0.00073918i,0.00039435-0.00033376i,0.00020241+0.00022086i
0.00052902-0.00093596i,-0.00057208+0.00060607i,-0.0014367+0.0018102i,-0.0013476+0.0024437i,-0.0011366+0.0028546i,-0.00057534+0.0024502i,-0.00056978+0.00048039i,-0.0013336-0.0016051i,-0.0018896-0.0017941i,-0.001732-6.5319e-05i,-0.0013471+0.00061091i,-0.0011554-8.8044e-05i,-0.0010712-0.00057316i,-0.00045227-0.00034508i,6.9248e-05+0.00011559i,0.00057186+0.00013415i,0.00085464-0.00018257i,0.00022992-0.00022059i,-0.00010301+0.00039588i,-0.00040136+7.7876e-05i,-0.0005375-0.00051118i,-0.00014337-0.00049167i,0.00022128-0.00035914i
0.0024162+1.0347e-06i,0.00013608+0.00067864i,-0.0015119+0.00072674i,-0.00073694+0.0012766i,0.00024745+0.00060637i,0.00067871-0.00038789i,0.0011354-0.0015535i,0.0010446-0.0026882i,-3.5353e-05-0.0017852i,-0.00076992-1.8006e-05i,-5.5648e-05+0.0011449i,0.00034522+0.0011244i,0.00020028+0.00016594i,0.00062241+8.9086e-05i,0.0010828+0.00044502i,0.00076651+4.9063e-05i,5.2634e-05+0.00090959i,-0.00014526+0.0019865i,-0.0003444+0.00088884i,-0.0006713+0.00017283i,0.00012976+0.00026708i,0.00073166+0.00041427i,-5.3199e-06+0.00076756i
0.00068108+0.0014152i,0.00058675+0.0024534i,0.0011931+0.002666i,0.0007255+0.0021542i,0.00064648+0.0010224i,0.001034+8.3842e-06i,0.0010301-0.0005767i,-0.00018636-0.0019817i,-0.0016394-0.0021308i,-0.0017762-0.00028866i,-0.0009175+0.00024882i,-0.0010581-0.0004724i,-0.0011277-0.00075374i,-0.00035952-0.00069532i,-3.8255e-05-0.001026i,-0.00013578-0.00096354i,8.4471e-06-0.00037814i,6.4096e-05+0.00039047i,-0.00043508+0.00072498i,-0.00027669+0.00024342i,0.00025718+1.2752e-05i,-0.00058048+0.0001503i,-0.00095938+0.00014281i
-9.3952e-05-0.00033682i,-0.0014739+0.00079381i,-0.002873+0.0025605i,-0.0024958+0.0036774i,-0.0007711+0.0032361i,0.0006794+0.00067097i,0.0015497-0.0019977i,0.00023441-0.00309i,-0.0014499-0.0023538i,-0.0010878-0.00096811i,-0.00030956-0.0007521i,-0.00087507-0.0010668i,-0.0014837-0.00090541i,-0.00095214-0.00045142i,-0.00027351-7.5792e-05i,-0.00042842-5.6611e-05i,-0.0010152+0.00046471i,-0.0012887+0.00070158i,-0.00053239-0.00027426i,-1.8352e-05-0.0010944i,0.00070437-0.0010232i,0.00026497-0.00070084i,-0.000839-0.00045697i
0.0011322+0.0006047i,5.578e-05+0.00087881i,-0.00081432+0.00050317i,-0.00025129-0.00019444i,0.00029974-0.00052971i,0.00026785-0.0011323i,0.00044793-0.0024659i,-5.8239e-05-0.0031858i,-0.001645-0.0029033i,-0.002169-0.0020115i,-0.0012764-0.0012038i,-0.0006468-0.0012017i,-0.00012708-0.00075563i,0.00027756+0.00058541i,-0.00026221+0.00062684i,9.2733e-05+0.00041203i,0.00028889+0.00071865i,-0.0002207-0.00016409i,9.1303e-05-0.00064647i,0.00061089-0.00063782i,0.0005605-0.00062196i,0.00015079-0.00070228i,0.00046278-0.00073497i
-0.0020164+0.0013315i,-0.0024364+0.001035i,-0.0027036+0.0027458i,-0.0017694+0.0039397i,0.00034946+0.0020754i,0.0023065+1.6426e-05i,0.0015515-0.0019291i,-0.00010913-0.0032971i,-0.0015945-0.0025395i,-0.0014369-0.00094052i,-0.00025376-0.00033076i,-0.00037977-0.00046874i,-0.00035876+0.0003451i,-5.5337e-05+0.0012829i,-0.00033327+0.0011315i,-0.00063547+0.00083447i,-0.00082781+0.00065266i,-0.0011034+0.00080912i,-0.00075609+0.0012649i,-0.00037611+0.0005289i,-0.00048563-0.00025099i,-0.00060627-0.00064263i,-0.00063597-0.00040915i
-0.00024677+0.0024951i,-0.00034268+0.0010362i,0.0012643+0.00091607i,0.0025089+0.0012145i,0.0022243+0.00019963i,0.0011821-0.0017206i,0.00040718-0.0027076i,-0.00080984-0.0034295i,-0.0017776-0.0021392i,-0.0012037+0.00025697i,-0.0010978+0.00051887i,-0.00077429-0.00011517i,-0.00024637+0.00060638i,-0.00016326+0.00054707i,1.2036e-05-0.0002798i,-0.0009196-2.1307e-05i,-0.00058005+0.00064171i,0.00047626+0.00054438i,0.00044948-0.00025193i,0.00019417-0.00070346i,0.00034724-0.00051053i,0.00077211-0.00011519i,0.00089927-0.00022223i
-0.0017864+0.0019899i,-0.0022678+0.0023978i,-0.0016+0.0035698i,-0.00088879+0.0038273i,-0.0010333+0.0027015i,-0.00092692+0.0005056i,-0.0015777-0.00083667i,-0.0024267-0.0014398i,-0.0022627-0.0011014i,-0.0014303+0.00036937i,-0.00076207+0.00036939i,0.00019662-0.00049777i,0.00069552-0.00038077i,0.00051947-0.00021917i,0.00061286-0.00081479i,0.00058037-0.00078247i,0.00015391-0.00047037i,0.00059329-0.00085128i,0.00057793-0.0011258i,0.00026168-0.00053525i,9.7055e-05-0.00021784i,-0.0004795+0.00011086i,-0.00055303+0.00050302i
-0.0004019+0.0017665i,-0.00056629+0.0016134i,-0.00037305+0.0018548i,0.00011204+0.0014299i,-1.3758e-08+0.00039075i,-0.00057517-0.00054568i,-0.0012983-0.0016128i,-0.001833-0.0020126i,-0.0018674-0.00075695i,-0.0014864+0.00079524i,-0.0015256+0.0007456i,-0.0014506-0.00051468i,-0.0011881-0.00068852i,-0.0003848-6.1262e-05i,9.7342e-05+6.9391e-05i,-0.00064062-0.00010383i,-0.0010414-4.4581e-05i,-0.0012792+0.00036543i,-0.0014347+0.00020975i,-0.001286-0.00023315i,-0.00071114-0.00032214i,0.00015351-0.00034745i,0.00056119-0.00029799i
2.723e-05+0.0015963i,-0.00046113+0.0026315i,-0.00031656+0.0025588i,-1.8112e-05+0.0020106i,5.3693e-05+0.0011047i,-0.00050431+0.00037258i,-0.00031122-0.00086679i,0.00067098-0.0021244i,0.00084524-0.0019188i,0.0013541-0.00092746i,0.00088759+9.2343e-06i,-0.00033461+0.00040626i,-0.00086537+0.00041213i,-0.00096399+0.00015172i,-0.00043565+0.00039837i,-0.00018188+0.00074213i,4.3339e-05+0.00085229i,0.00010452+0.00033051i,8.6757e-05-0.0002196i,2.9272e-05-0.0008222i,0.00020415-0.00048097i,-1.4773e-05-0.00010782i,-5.1252e-05-0.00069195i
0.00012752+0.0022681i,-0.0011046+0.0023025i,-0.00058359+0.0024743i,-0.00020356+0.0030022i,-9.5394e-05+0.0020944i,-4.0562e-05+0.00082998i,0.00039403-0.0008466i,0.00043362-0.0029647i,-0.0002013-0.0027868i,0.00031887-0.0013716i,0.0015079-0.00050824i,0.0015687+0.00031186i,0.00090216+0.00078818i,0.00021727+0.00095354i,-0.00014317+0.0012516i,0.00033525+0.0008236i,0.00077268+0.00040685i,-0.00012085+0.00012734i,-0.00028066-0.00016358i,-9.1803e-05-0.00013823i,-0.00056605-0.0003303i,-0.00018602-0.00080547i,0.00022927-0.00077009i
-0.0004816+0.00090772i,-0.0016132+0.0014112i,-0.0015549+0.0013166i,-0.00065201+0.00079922i,0.00054824-0.00026442i,0.00042797-0.0016556i,9.8935e-05-0.0027059i,-0.00075752-0.003539i,-0.0019017-0.0026066i,-0.0015175-0.00061066i,0.00062166-0.00032918i,0.0017787-0.00086551i,0.0014675-5.9537e-05i,0.00095322+0.00016048i,0.00047732-0.00056587i,-0.00023285-0.00080175i,-0.00020022-0.00034768i,0.00024072+0.00022215i,-3.6966e-06-3.4013e-05i,-0.00048809-0.00022184i,-0.00074149+0.00013897i,-0.00046609+0.00026325i,-0.00047796-0.0003166i
0.0013851-0.001604i,-8.9463e-05+7.7758e-05i,-0.0013356+0.00061358i,-0.001839+0.0010818i,-0.00087626+0.0013814i,-0.00046668+0.00028264i,-0.00043646-0.00097177i,-0.00092903-0.001289i,-0.0017353-0.0018517i,-0.0017116-0.00098942i,-0.0012091-0.00015531i,-0.00063373-0.00042232i,0.000262-0.0007192i,0.00098094-0.00040822i,0.0015581+5.7484e-05i,0.0015028+0.00067767i,0.00082211+0.00088807i,0.00038764+0.00055322i,0.00012647+0.00045714i,0.00024972+0.00016029i,0.00038793+1.2289e-05i,-0.00010632-8.3861e-06i,-0.0001182+0.00018584i
0.0020754+0.00062646i,0.00028538+0.00025246i,-0.0011386+0.0011762i,-0.0011683+0.0019476i,-0.00084574+0.0014708i,-0.00066462-1.0168e-05i,-2.9073e-05-0.0011982i,0.00037034-0.0017395i,-0.00046334-0.00096952i,-0.0014699-0.00023518i,-0.0014258-0.00076516i,-0.001228-0.0007809i,-0.00071926-0.00016057i,-9.8325e-05-0.00024072i,0.00028912-0.0007527i,7.0055e-05-0.00029498i,0.00015995+0.00024534i,-0.0001205+0.0005738i,-0.00085541+0.00066311i,-0.00034705+0.0008929i,6.6848e-05+0.00011239i,-0.00020607-4.1164e-05i,-0.0001317+0.00072262i
-0.0012846+0.001654i,-0.0015784+0.0014154i,-0.0008618+0.0016342i,1.6096e-05+0.0015755i,0.00017165+4.2959e-06i,2.8432e-06-0.0014598i,-0.00043605-0.0021496i,-0.00114-0.0025175i,-0.0010768-0.00058979i,-0.00044919+0.0017948i,-0.00012985+0.0015353i,-0.0011527+0.00025851i,-0.0011851-9.8419e-05i,-0.00081048+0.00024448i,-0.00059839+0.00050153i,-3.3072e-05+0.00041309i,-0.00046842+0.00096297i,-0.00141+0.00082598i,-0.00087394+9.3216e-05i,0.00020599-0.00021705i,6.2929e-05+0.00021114i,0.0004194+0.00043811i,0.0010533+3.5636e-05i
-0.00039674+0.0022428i,-0.0021182+0.0022015i,-0.0024016+0.0018979i,-0.00043849+0.0017898i,0.00056713+0.0025348i,0.00051248+0.0015936i,-0.00016444-5.3986e-05i,-0.0017354-0.00097997i,-0.0017319-0.0012205i,-0.00015865-0.00011943i,0.0013214+0.0011292i,0.0011216+0.0012155i,0.0001203+0.0010287i,-0.00035475+0.00097185i,-0.00067173+0.00075042i,-0.00068502+0.00081013i,-0.00035435+0.00061015i,8.4004e-05+2.4e-05i,4.9762e-05-0.00091905i,-0.00068139-0.0008972i,-0.0010427-0.00075591i,-0.00068839-0.00089943i,0.00021115-0.00092826i
5.4161e-05+0.00073658i,-2.4644e-05+0.001615i,0.000841+0.0020549i,0.0011885+0.0022283i,0.00068315+0.00070437i,0.00036655-0.0011424i,0.0002154-0.0021869i,-0.00063376-0.0027833i,-0.00077084-0.002513i,-0.00013532-0.0017907i,0.0014525-0.00073315i,0.002404+0.00059271i,0.0022349+0.00097874i,0.0017251+0.00075358i,0.001614+0.00034877i,0.0015631-2.1165e-05i,0.00046469+9.0324e-05i,-0.00013921-0.00017175i,0.00019185-0.00011872i,3.8128e-05+0.00067512i,-0.00014596+0.00064482i,0.00017859+0.0001524i,-0.00045192+0.00079366i
-3.6193e-05+0.00011773i,-0.0011918+0.00037978i,-0.0014331+0.00095336i,2.9703e-06+0.00095884i,0.00084579+0.00020999i,0.0010225-0.00061752i,0.0008542-0.001539i,-0.00035424-0.0026095i,-0.0014161-0.001998i,-0.0012352-0.0012684i,-0.00033979-0.0014972i,0.00021041-0.0015831i,0.00039875-0.0011169i,-6.5523e-05-0.0003073i,0.00011291+0.00028982i,8.4977e-05+0.00014724i,-0.00013349-2.5175e-05i,0.00039424+0.0003027i,0.00062734-0.00012805i,0.00017075-0.00090977i,-0.00014659-0.0010691i,0.000119-0.00047986i,0.00045054+0.0002347i
-0.0020375-0.0019333i,-0.0009648+0.00027402i,-0.0014904+0.0027058i,-0.0010007+0.003685i,0.00042661+0.0030255i,0.001189+0.00082728i,0.00098118-0.0018037i,0.00016565-0.0030863i,-0.0015358-0.0020934i,-0.0023566-0.00049045i,-0.0011551-0.00072047i,-0.0004699-0.0015361i,-0.0011388-0.0012685i,-0.00092461-0.0010724i,4.5714e-05-0.0015947i,0.00044843-0.0013692i,0.00042998-0.0009616i,0.00020357-0.0013414i,-5.7815e-05-0.0011959i,0.00010198-0.00034932i,0.00023497-0.0002141i,0.00064673-0.00011629i,0.0011444+0.00043667i
0.00014301+0.0020498i,-0.00039245+0.0013053i,-0.00065156+0.0016239i,-0.00092081+0.0015593i,-1.81e-05+0.00067462i,-6.2827e-06-0.00058589i,-0.00059887-0.0019845i,-0.0018639-0.0024822i,-0.0026439-0.0010185i,-0.0020262+0.00034615i,-0.00095612-0.00034915i,-0.0014969-0.00070881i,-0.0024987-0.0002058i,-0.0022627+0.00047532i,-0.0014388+0.00022166i,-0.00054807+0.0001026i,-0.00028066+0.00040894i,-9.405e-05+0.00029213i,-0.00032933+0.00015629i,-0.00029381-0.00036294i,0.00035825-0.0003862i,0.0010832+0.00026087i,0.0010116+0.00017001i
-0.0011802-0.0014115i,-0.00099553-0.0001014i,-0.001134+0.0011925i,-0.00028491+0.0021602i,0.00027202+0.0024684i,0.00047289+0.00091727i,0.00018558-0.0013508i,-0.0013245-0.0026076i,-0.0021888-0.0017323i,-0.0015276-0.00019644i,-0.00014294+0.00054801i,0.00017318+0.00044972i,-0.00060419+6.658e-06i,-0.0010922+8.8229e-05i,-0.00077579+0.00050158i,-0.00013079+0.00030081i,9.6555e-05-0.00069856i,0.00060657-0.0010306i,0.00049205-0.00030929i,9.7313e-05-3.1058e-06i,0.00023968-0.00014112i,0.00043166-0.00048752i,0.00070724-0.0010935i
-0.0024732+0.0011954i,-0.002283+0.0013083i,-0.0021685+0.0024511i,-0.00085044+0.0027355i,0.00091276+0.00085688i,0.0011834-0.0014437i,0.00043626-0.0029292i,-0.00083077-0.0036672i,-0.0015138-0.002388i,-0.00044028-0.00036753i,0.0014787+0.0002896i,0.0019959+0.0003465i,0.0016112+0.0010127i,0.0017308+0.0015651i,0.0014857+0.0013755i,0.0005076+0.0010974i,-0.00068104+0.00092852i,-0.0009479+0.00058161i,-0.00076787+0.0003148i,-0.0011467+0.00056347i,-0.0014304-3.9759e-05i,-0.0015001-2.5051e-05i,-0.00064181+0.00046521i
0.0012939+0.00096664i,0.00062528+0.0017968i,-0.0004968+0.0011217i,-0.00056312+0.0012273i,-0.00078176+0.0010734i,-0.00089713+0.00079099i,-0.00043206-3.0038e-06i,-0.00083685-0.0014499i,-0.0022019-0.0020782i,-0.0015529-0.0012733i,0.00032797-0.0010065i,0.00084285-0.0010855i,0.00061438-0.00041594i,0.00043977-4.0886e-05i,-0.00031233-0.00040351i,-0.00072771-0.00069063i,-0.00019821-0.0006172i,0.00019711-0.00045871i,-9.7382e-05-0.0009088i,-0.00065207-0.0011105i,-0.00039213-0.00094349i,0.00025017-0.00080896i,-0.00014594-0.00011909i
0.00059856+0.0012765i,-0.0014565+0.00074498i,-0.0019346+0.001961i,-0.0017634+0.0026682i,-0.0010044+0.00077097i,-7.2845e-05-0.00028334i,7.5503e-05-0.00067519i,-0.00029262-0.0018666i,-0.00075697-0.0018297i,-0.001129-0.0013169i,-0.0011356-0.0024128i,-0.0010151-0.0032572i,-0.00084724-0.0016926i,-0.00037722-3.003e-05i,0.00018707-5.3493e-07i,0.00014886-0.00021903i,-0.00019303-1.5295e-05i,3.1988e-05+0.00017994i,0.00014614+2.6236e-06i,-5.6107e-05+2.5816e-05i,-0.00025943-0.00021946i,-0.00033101-0.00022654i,-0.00010577+6.8628e-05i
-0.00085698+0.00029886i,-0.001528+0.0010206i,-0.001344+0.0011037i,-7.7159e-05+0.00031636i,0.0021286+0.00023569i,0.0031564-0.00053073i,0.0017368-0.0018671i,3.9447e-05-0.0025858i,-0.00087957-0.001895i,-0.001593+9.049e-06i,-0.0021737+0.0007817i,-0.0029259+0.00052739i,-0.0029359+0.00021457i,-0.0016615-0.00024425i,-0.0012378-9.9536e-05i,-0.0019157+0.0003747i,-0.0018928+0.00031203i,-0.00057387+0.0011019i,0.00047018+0.0015742i,0.00055559+0.00084415i,0.0010744-0.00021332i,0.0015586-0.00094626i,0.0012808-0.00063924i
0.00097241+0.0010932i,-0.00064276+0.0019606i,-0.0014204+0.0017887i,-0.001749+0.0019081i,-0.0013427+0.0012126i,-0.0015362+0.00036975i,-0.0018001-0.00077409i,-0.0013289-0.0025839i,-0.0013547-0.0021588i,-0.001499-0.00024287i,-0.00049349+0.00076249i,2.192e-05+0.0017228i,-9.0096e-05+0.0017234i,1.4678e-05+0.0010632i,0.00056215+0.00078625i,0.00041487+0.0003285i,-0.0001596-2.4582e-05i,-0.00064604-0.0001599i,-0.00059762+0.00016187i,-0.00033403+9.8015e-05i,-8.251e-05-0.00069211i,0.00028846-0.00052453i,0.00029733+0.00026656i
0.00077157+0.0010658i,5.6185e-06+0.0012001i,-0.00038573+0.0006506i,-0.00049846-0.00011872i,-0.00053848-0.00065879i,-0.00012062-0.0012186i,0.00011541-0.0019776i,0.00056743-0.002945i,-0.0002495-0.0027576i,-0.00020926-0.0007548i,0.001537+0.00050415i,0.0019831+0.00034717i,0.0014813+0.00044019i,0.00080066+0.00078202i,-0.00010141+0.0007239i,-1.9254e-05-2.7966e-05i,-2.5219e-05-0.00054494i,-0.00071775-0.00036108i,-0.0006288-0.00071409i,-0.0004225-0.00055441i,-0.00043609-0.00020234i,-0.00015853-0.00019888i,-0.00013727-0.00010433i
-0.00026704-0.00073237i,-0.00043273+0.00066426i,-0.00061879+0.0025499i,-0.00040811+0.0023235i,8.5574e-05+0.00083497i,0.00021201-0.00063075i,-9.6202e-05-0.0023343i,-0.00053659-0.003786i,-0.00095078-0.0032379i,-0.00012207-0.0024496i,0.00091598-0.003058i,0.0017672-0.0029373i,0.0017576-0.0015247i,0.00039128-0.00070904i,-0.00064671-0.00020776i,-0.00024016-0.00011751i,-0.00016095-0.00021409i,-0.00058602+0.00043473i,-0.00023875+0.00092021i,-0.00017548+0.00011646i,-0.00021882-0.00053937i,-0.000262-0.00057978i,-0.00027385+0.00043186i
0.00023061+4.6318e-05i,-0.00034209+0.0005535i,-0.00095097+0.0014904i,-0.00098195+0.0022551i,0.00019879+0.0019544i,0.00065189+0.001057i,-0.00072305-0.000229i,-0.0017845-0.0020446i,-0.0024854-0.0022994i,-0.0030053-0.0011703i,-0.0023395-0.0014759i,-0.0015057-0.0025078i,-0.0011982-0.0019997i,-0.00063663-0.0005275i,-0.00074241+0.00035638i,-0.00082262+0.00021129i,-0.00026648-8.7776e-05i,-0.00042952-0.00056363i,-0.0011187-0.00054538i,-0.00097937-0.00013282i,-0.00062101+0.00054227i,-0.00021029+0.0010519i,0.00032455+0.0010161i
