0.00029174-0.0013055i,0.00048395-0.0013905i,-0.00043651-0.00021419i,-0.00053448+0.00027111i,7.9341e-05+0.00015996i,-0.00027262-0.00070924i,-0.00079411-0.0014751i,-0.0006454-0.00081691i,0.00068685+0.00027528i,0.0015986-0.00019761i,0.00064891-0.0008164i,-0.00057368-0.00039943i,-0.00036035-0.00027143i,-0.00039129-4.3854e-05i,-0.0010237+0.00050689i,-0.001121+0.00040113i,-0.00050928+0.00065264i,-0.0002902+0.00049603i,-0.00055534-0.0002066i,-0.00040898+4.4134e-05i,0.00010807+2.0664e-05i,-0.00028817-0.00016526i,-0.0008627+0.00013117i
-0.00047647-0.0025325i,-0.0010684-0.00089682i,-0.0020736+0.001955i,-0.0014883+0.0033124i,-0.001489+0.0024708i,-0.00065688+0.0012971i,0.00063197+0.00010682i,2.9038e-05-0.0012162i,-0.0023805-0.00077019i,-0.0035847+0.00077776i,-0.0028492+0.000617i,-0.0018287-0.00052964i,-0.0012363-0.00074942i,-0.00039101-0.00044468i,0.00017515-0.00023838i,-0.00017371+0.0001422i,-0.0005057+0.00050109i,-0.00080435+0.00057818i,-0.00054801+0.00062968i,0.00034011+0.00092191i,0.00092118+0.00090246i,0.00074706+0.00056397i,0.00055706+5.8545e-05i
0.00044704+0.00011002i,-0.00080966+0.0010663i,-0.0022011+0.0017404i,-0.0021636+0.0011215i,-0.00038634+0.00049662i,0.0019328-0.00069942i,0.0029797-0.0021626i,0.001662-0.0029402i,-0.00031746-0.0022011i,-0.00061923-0.00018178i,7.2214e-05+0.0023885i,-0.00027375+0.0034839i,-0.00067805+0.0020918i,0.00042749+0.00078205i,0.0015884+0.00054595i,0.0013101+0.00049491i,0.00055989+0.00017708i,-0.00038169+0.00050565i,-0.0010495+0.0012652i,-0.0011552+0.00030252i,-0.0011388-3.452e-05i,-0.00051196+0.00017304i,0.00079252-8.0187e-05i
0.0017384-0.00080845i,0.0011883+0.00025968i,0.00049105-0.00072434i,0.00044988+0.00020612i,-0.00018158+0.00095552i,-0.00073801-0.0001854i,0.00055012-0.0013276i,0.00095911-0.0023722i,0.00069466-0.001764i,0.00025678+0.00023201i,0.0010202+0.00076239i,0.0016751+0.00057493i,0.00038687+0.00077895i,-0.00033013+0.00023511i,0.00021211-0.00071151i,0.00040095-0.00094388i,0.00045019-0.00060869i,0.00062935-0.00074378i,0.00045679-0.0011363i,0.00019457-0.00048836i,0.00083546-0.00050091i,0.0011654-0.00088928i,0.0003697-0.00081144i
-0.00091111-0.0010647i,-0.0017677+6.4135e-05i,-0.0031228+0.00089023i,-0.0031618+0.0021996i,-0.001326+0.0025518i,0.00040135+0.00062988i,0.0012438-0.0013316i,0.00082997-0.0025375i,9.706e-05-0.0030188i,0.00060239-0.0020699i,0.0020022-0.0013328i,0.0024143-0.0011543i,0.0011366-0.00060971i,0.00032555-0.00058405i,0.0003861-0.00035644i,0.00065921+7.5834e-05i,0.0002512+0.00052644i,-0.0009182+0.00066862i,-0.0012204+0.00056156i,-0.00038265+0.00075754i,0.00036524+0.0001726i,0.0007172-0.00067966i,-0.00019909-0.00047191i
-0.00054843-0.00055917i,-0.0012747+0.00058529i,-0.00060866+0.0013035i,0.0005494+0.0009141i,0.00050632+0.00066161i,-9.4405e-05+0.00080422i,-0.00038326-0.00056121i,-0.00085272-0.0031278i,-0.0017233-0.004178i,-0.0014746-0.003032i,-0.0005442-0.0029037i,-0.00043967-0.0031126i,-0.00087715-0.0013518i,-0.0015332+0.0004945i,-0.001767+0.0011041i,-0.00080886+0.00068668i,8.3271e-05+0.00052916i,2.7232e-05+0.00047056i,0.00040123-0.00024849i,0.00049577-0.00037465i,5.2624e-05-0.00039234i,-0.00057514-0.00053299i,-0.0008909+0.00027147i
0.0012202+0.00043226i,-0.00097497+0.0012876i,-0.0019637+0.0028133i,-0.0016544+0.0029617i,-0.00059484+0.0016273i,-0.00058018+2.2751e-05i,-0.00077204-0.0011324i,-0.0012149-0.0020919i,-0.0019544-0.0024079i,-0.0020054-0.0016445i,-0.0020114-0.0018311i,-0.0021177-0.0021742i,-0.0019397-0.00072957i,-0.0010969+9.6452e-05i,-0.00013072+0.00034844i,0.00017558+0.00053271i,-0.00031657-0.00012622i,-8.9307e-05-0.00065348i,0.00023741-0.00042092i,0.00011696-0.00010874i,0.00048554-0.00011775i,0.00056023+0.00036123i,0.001017+0.0012985i
-0.00097401+0.0011055i,-0.0012331+0.0010664i,-0.0011857+0.0013632i,0.00050422+0.0015601i,0.0023723+0.0017469i,0.0024884+0.00038901i,0.0020409-0.0011318i,0.00045237-0.0019432i,-0.0015481-0.0014942i,-0.0019076+0.00071731i,-0.0013782+0.0022111i,-0.00124+0.0015754i,-0.0011133+0.001434i,-0.00049601+0.0021175i,0.00027956+0.0018714i,0.00029316+0.0011605i,-0.00069155+5.8038e-05i,-0.0013124-0.00074739i,-0.00068188+9.6802e-05i,-0.00053144+0.00032113i,-0.0003376-7.0507e-05i,1.3981e-05+0.00059715i,0.00045442+0.00098522i
-0.0018008+0.0015582i,-0.0029235+0.0017755i,-0.0029322+0.0031143i,-0.0011674+0.0028272i,0.00050861+0.00071284i,0.0012364-0.00076141i,0.00080378-0.0014661i,-0.00093037-0.0020284i,-0.0023125-0.00050683i,-0.0017605+0.0016842i,6.3009e-05+0.0030922i,0.0010953+0.0026241i,0.00048381+0.00089993i,-0.00018504-0.00072607i,-0.00040651-0.00078788i,-0.00028838-0.00022062i,-0.00038641+6.6379e-05i,-0.00023545+0.00016103i,-0.00037473-0.00028109i,-1.8238e-05+0.00038145i,0.00036515+0.0010683i,-5.0218e-05-1.45e-05i,0.00019477-0.00050605i
-0.0018243+0.00089744i,-0.0017636+0.0014623i,-0.0017257+0.0022409i,-0.00037786+0.0028718i,0.0018289+0.0029044i,0.0022006+0.00057026i,0.0010055-0.0026635i,-0.0002729-0.0032493i,-0.00091782-0.0014407i,-0.00069569-0.00078188i,0.00094079-0.0015266i,0.0019876-0.0022364i,0.00088381-0.0016627i,0.00060719-7.7396e-05i,0.00045711+0.00039122i,-0.00037993+7.8157e-06i,0.00017225-0.00037749i,0.0010392-0.00033098i,0.00051916+8.6381e-06i,0.00027708+5.7719e-05i,0.0011552+0.0004448i,0.0010645-5.0786e-05i,0.00028926-0.0008201i
-0.0017852+0.0012113i,-0.0022453+0.0012478i,-0.0022423+0.002959i,-0.0010322+0.0029635i,0.00061239+0.0010162i,0.00094296-0.001134i,0.00090293-0.0026072i,0.00061135-0.0034673i,-0.00086243-0.0026213i,-0.0011994-0.0011159i,0.00026386-0.0011278i,0.00058883-0.0017763i,-0.00065102-0.0010466i,-0.0014556+0.00014198i,-0.0018056+0.00013205i,-0.0022561+0.00050343i,-0.0014424+0.00087356i,-2.1799e-05-0.00020763i,0.00011678-0.00018327i,-0.00018834+0.00049313i,-3.8427e-05-0.00019313i,-0.00025491-0.0011446i,-0.00092895-0.0014978i
0.0011084+0.002249i,8.4514e-05+0.0017897i,-0.00066594+0.0017506i,-0.00053238+0.0011241i,-0.00023322+0.00045261i,-0.00097303-0.00057935i,-0.00069011-0.0015548i,-0.00073932-0.0020244i,-0.0016186-0.0020309i,-0.0016517-0.0011799i,-0.0018553-0.00089644i,-0.0025749-0.00034758i,-0.0022124+0.00080348i,-0.00088406+0.0016277i,-0.00086565+0.00095685i,-0.0011339+0.00033003i,-0.00081081+0.00012491i,-0.00032248-0.00046412i,0.00038911-0.00015557i,0.0003418-0.00031579i,-0.00024066-0.001039i,-0.0004266-0.0011126i,-0.00063463-9.843e-05i
-0.00069461+0.00028088i,-0.00066181+0.00065972i,-0.00097095+0.0024227i,-0.00056382+0.0026872i,-0.00024772+0.0003381i,0.00032885-0.00073118i,0.001199-0.00062686i,8.0417e-08-0.0016055i,-0.0016175-0.0024853i,-0.0019241-0.0012948i,-0.001203+0.00016974i,0.00017817+0.00021162i,0.0012569+0.00016439i,0.0011458+0.00067964i,0.00047481+0.0011154i,7.905e-05+0.00098036i,-0.00059294-0.00022093i,-0.001316-0.00099295i,-0.0011794-0.00052142i,-0.00074502-0.00049762i,-0.00072281-0.00066841i,-0.00034023-0.00013965i,0.00023987+0.00030373i
-0.001153+0.0016677i,-0.0023516+0.0013672i,-0.0022981+0.0025035i,-0.00047769+0.0031965i,0.001683+0.0021153i,0.0023621-2.7849e-05i,0.0002894-0.0016939i,-0.0020288-0.0022815i,-0.0030162-0.0022985i,-0.0021364-0.00070475i,-0.00032182+0.001001i,0.00028476+0.00075159i,0.00024417+0.00032019i,0.0012678-6.3206e-05i,0.0026528-0.00095366i,0.0016286-0.0014507i,2.5426e-05-0.0005133i,-0.00070721-0.00024686i,-0.00093867+0.00025737i,0.00025969+0.0014475i,0.0012667+0.0024374i,0.0010319+0.002631i,0.0011718+0.001795i
0.00073734-0.00092917i,0.00025545-0.00023422i,-0.0010832-0.00035148i,-0.0016917+0.00037767i,-0.0017602+0.0011339i,-0.0016894+0.00099203i,-0.00011187-0.0003554i,0.00031042-0.0021095i,-0.00076378-0.0020188i,1.5842e-05-0.00056164i,0.0016621-8.0789e-05i,0.0018307-0.0012015i,0.00020379-0.0011582i,-0.0007974-0.00087623i,-9.217e-05-0.00042613i,-0.00033662+0.00035224i,-0.00063905+0.00082382i,-7.6161e-05+0.0015847i,0.00038065+0.0012737i,0.00067673+0.00095722i,0.00070817+0.0013096i,0.0007195+0.00094642i,0.00085406-0.00025953i
-0.00028051+0.00090295i,-0.00089496+0.0017114i,-0.0013743+0.0016501i,-0.0014521+0.00093351i,-0.00080321+0.00012313i,0.00051365+0.00046709i,0.0019689+0.00050147i,0.0021313-0.0011271i,0.00062671-0.001874i,-0.00037769-0.0014328i,-0.00027507-0.0011976i,-0.00092407-0.0009972i,-0.0016056-0.0003391i,-0.0014524+0.00035169i,-0.0018-0.00019922i,-0.0018322-0.0010646i,-0.0012889-0.00094443i,0.00017213-0.00058527i,0.0017081-0.00054424i,0.001529-0.0011314i,0.0012277-0.0010218i,0.0005235-0.00026806i,-0.00081686-0.00043186i
-0.0012327+0.0020115i,-0.0020956+0.0011467i,-0.0021808+0.002299i,-0.00048984+0.0031626i,0.0017878+0.0019726i,0.0027044-0.00059911i,0.0016888-0.0024608i,0.00031078-0.0031832i,-0.0015638-0.0026454i,-0.0023473-0.0015629i,-0.0014244-0.0018677i,-0.0011404-0.0015549i,-0.0011807+0.00042232i,0.00012147+0.0016607i,0.00061094+0.0016006i,7.5725e-05+0.0014668i,-0.0008536+0.0010445i,-0.00063608+0.00029236i,0.00039978+0.00069042i,0.00028117+0.00075042i,-0.00055432-0.00011381i,-0.0011733-0.00035074i,-0.0011224-0.000144i
-0.0015942-0.0028115i,-0.0015337-0.00094159i,-0.0021002-0.000285i,-0.0017533+0.00068267i,-0.00085152+0.0020989i,0.0010285+0.0022613i,0.0024257-0.00089074i,0.0022482-0.0040859i,-0.00037374-0.0034904i,-0.0029299-0.0012619i,-0.0023839+4.6e-05i,-0.00057025+0.0009615i,0.001025+0.00077618i,0.0012479-0.00018874i,0.00042562-0.00043073i,-0.00024108-0.00021055i,-0.00099511-2.0122e-05i,-0.0010968-0.00059459i,-0.00083942-0.001705i,-0.0005685-0.0017678i,-0.00055002-0.0010382i,-0.0013917-0.00057855i,-0.0014742+0.000159i
-0.0022226+0.00040008i,-0.0015311+3.0999e-05i,-0.0015159+0.0019439i,-0.0015717+0.0032683i,-0.0010233+0.0017547i,0.00012905-0.0005941i,0.00069148-0.0029919i,0.00050951-0.0052702i,-0.001267-0.0045178i,-0.0021194-0.00057768i,-0.0010866+0.0013714i,-0.00012079+0.00060331i,0.0005611-0.00071254i,0.0013358-0.00078852i,0.0017078+0.00041126i,0.001585+0.001061i,0.0010585+0.00083514i,-2.4684e-06+0.00014665i,-0.00064254+0.00046138i,-0.00057384+4.8863e-06i,-0.00051961+7.9285e-05i,-0.00018001+0.0010076i,0.00013857+0.00077675i
-0.0009286+0.00086498i,-0.00098123+0.0014197i,0.00014202+0.0020676i,0.0018479+0.0015332i,0.0027267-0.00016738i,0.0019407-0.0019317i,-0.00034955-0.0031662i,-0.0020122-0.0033409i,-0.0025818-0.0018523i,-0.0017954+0.001287i,1.5328e-05+0.002776i,0.00056217+0.0015253i,-0.00049369+0.0001808i,-0.0015224-0.00044348i,-0.0014879-0.00075086i,-0.0013841-0.0009112i,-0.0016869-0.00075806i,-0.0013392+0.00020643i,-0.000374+0.00074848i,-0.00025618+0.00059616i,-0.00043357+0.00065023i,0.00094318+0.00052886i,0.0020095-7.6884e-05i
-0.0017282+0.0011056i,-0.0029351+0.001705i,-0.0037327+0.0034164i,-0.0021038+0.0044813i,0.00025201+0.0038906i,0.0010581+0.0026157i,-0.00037581+0.00045381i,-0.0022135-0.0016378i,-0.0029113-0.00099592i,-0.00078261+0.00073453i,0.0013818+0.0009619i,0.00020741+9.3278e-05i,-0.00044227-0.00011712i,0.00040284-0.00030912i,0.00079866-0.0008314i,0.0010946-0.0010026i,0.0010991-0.0014895i,0.00099457-0.0013398i,0.0009348-0.0006193i,0.00096383-0.0010328i,0.00053307-0.00088277i,0.00060681-0.00016124i,0.0011108-0.00031324i
-0.00035649+0.00076621i,-0.0015623+0.0013416i,-0.0024677+0.0020383i,-0.0010698+0.002541i,0.00013713+0.0014015i,0.00020539-0.0010821i,0.0011845-0.0023109i,0.0005662-0.0027863i,-0.0015509-0.0021788i,-0.0014464-0.00090572i,0.00090297-0.00048258i,0.0014952-0.0003167i,1.8129e-05+0.00030284i,-0.00049045+0.00059976i,-0.00053922+0.0012683i,-0.0015301+0.0020043i,-0.0020318+0.0014106i,-0.0016558+0.00044723i,-0.00071366-0.00027959i,-0.00068255-0.0011524i,-0.00062942-0.0014066i,-0.00013547-0.001377i,-0.00059376-0.00052862i
0.00057204+0.00076477i,-0.00049692+0.0019284i,-0.00068954+0.0033342i,-3.7333e-06+0.0030008i,0.0012467+0.0019175i,0.0017811+0.00080437i,0.0017196-8.1353e-05i,0.0013373-0.0012878i,0.00027625-0.0022998i,-0.00015364-0.0019322i,0.00027001-0.0010302i,-6.3068e-05-0.0010599i,-0.00016578-0.0016208i,1.9799e-05-0.001704i,-0.00019166-0.0010932i,0.00017267-0.0003699i,0.00057675-0.00044539i,0.00021445-0.001028i,2.4845e-05-0.0016105i,-5.2127e-05-0.0011464i,-0.00023172-0.00029702i,-0.00024209+0.0002235i,-0.00045645+0.00020598i
-0.00063668+0.0015398i,-0.0013961+0.0012719i,-0.0022172+0.001042i,-0.00081091+0.0015414i,0.00085359+0.0011507i,0.0024342-0.00017682i,0.0028149-0.0022643i,0.0018438-0.0040442i,-0.00022987-0.0038525i,-0.0015719-0.0020295i,-0.001837-0.0011328i,-0.0012058-0.0018682i,-0.00018999-0.0019023i,-0.00020226-0.0012013i,-0.0006365+0.00043995i,-0.00080701+0.0013817i,-0.00041992+0.00095443i,-0.00018652-1.6142e-05i,-6.1981e-05-0.00063332i,-0.00014608-0.0010083i,-0.0011462-0.0010143i,-0.001001-0.00074207i,0.00027966-0.00038068i
0.00084073+0.0026815i,0.00051921+0.0027308i,0.00099704+0.003464i,0.00070507+0.0041572i,0.0011973+0.0017589i,0.0010734-0.00032932i,-0.00032513-0.0017341i,-0.0011396-0.0036805i,-0.0019289-0.003664i,-0.0021223-0.0014709i,-0.0017278+0.00031051i,-0.0015649+0.00029958i,-0.0023244-0.00033077i,-0.0023838-0.0004993i,-0.0011433-0.0002086i,0.00014689-0.00063095i,0.0006302-0.0011668i,0.00055026-0.0012711i,0.00033538-0.0012594i,-0.00054487-0.00029433i,-0.00065352+0.0011625i,-0.00045304+0.0012195i,0.00016628+0.00061256i
-0.0023986+0.00040562i,-0.0041718+0.00085892i,-0.0041392+0.0012906i,-0.0018499+0.00073384i,0.00051919-0.00049465i,0.0025854-0.003058i,0.0022402-0.0044861i,-0.00042748-0.0050122i,-0.0024679-0.0036557i,-0.0021608-0.00037599i,-0.00082652+0.0013786i,-0.00061869+0.0012616i,-0.00044896+0.0016643i,0.00012971+0.0020661i,0.00094987+0.0014095i,0.0018338+0.00085197i,0.0014154+0.0011503i,0.00066877+0.00131i,0.00014314+0.0011347i,-0.00068671+0.00054259i,7.3886e-05-0.00027209i,0.00098958-0.00075785i,0.00077072-0.00044211i
-0.0023276-0.00046149i,-0.0014019+0.00077327i,-0.00019227+0.0022325i,0.0012182+0.0023274i,0.0023602+0.0015928i,0.0029287+0.00016406i,0.0016993-0.0024864i,-0.00082365-0.0031067i,-0.0024017-0.0010944i,-0.0011537+0.00068257i,0.00050044+0.0012996i,0.0014231+0.0013293i,0.0013791+0.0016425i,0.00065152+0.0013103i,-0.0001027+0.00017323i,-0.0010337-0.00084461i,-0.0018735-0.0010011i,-0.0022258-0.00082194i,-0.001153-0.00053935i,-0.00015746+3.0513e-05i,0.00028413+0.00027849i,8.9997e-06+1.8373e-05i,6.7264e-05-0.0003263i
-0.0010036+0.00061725i,-0.0022679+0.0018838i,-0.0035796+0.0025904i,-0.0027182+0.0022532i,-0.0012124+0.0016227i,-0.0010846+0.00077267i,-0.0015814-0.00086346i,-0.0026685-0.00078318i,-0.0032649+0.0011717i,-0.0017154+0.0020887i,0.00042518+0.0014886i,0.00068655-2.7557e-05i,0.00023547-0.0014509i,0.00066818-0.0022462i,0.00057894-0.0023341i,-0.00024281-0.0022697i,-0.00022833-0.0021882i,-7.4585e-05-0.0013139i,-5.6137e-05-0.0010821i,0.00065189-0.00041079i,0.0010341+0.00014458i,0.0010144-0.00057677i,0.00049204-0.0012661i
3.747e-05+0.00017331i,-0.0016648+0.00080849i,-0.0021407+0.0020123i,-0.0006445+0.0020462i,0.00043991+0.0013987i,-0.00058122+0.00012154i,-0.0015304-0.00048978i,-0.0011546-0.00024268i,-0.00045446+8.084e-06i,0.0011487+0.00071118i,0.0020911-0.000114i,0.0011075-0.001312i,-0.00053526-0.0011644i,-0.0019485-0.00078884i,-0.0025336-0.00091455i,-0.0026849-0.00025502i,-0.0024698+0.00045874i,-0.00079297+8.0162e-05i,0.00080842-0.00057228i,0.00070101-0.00076042i,-0.00034133-0.00073548i,-0.00040263-0.0012717i,0.00013247-0.0015726i
-0.00050371-0.0015725i,-0.00074363+5.2342e-05i,-0.0029086+0.0012277i,-0.0035959+0.0026526i,-0.0013026+0.0039124i,0.001051+0.002748i,0.0026156-0.00013463i,0.0029658-0.0026566i,0.0013073-0.0028426i,0.00094903-0.0019524i,0.0016175-0.0014591i,0.00065419-0.001266i,-0.00025553-0.00051943i,-0.00082353-2.2858e-05i,-0.0013168+0.000691i,-1.4735e-05+0.001135i,0.0010404+0.00049172i,0.000879-8.5841e-06i,0.00018487+0.00028494i,-0.00030459+0.00030559i,-0.00069069-0.00045206i,-0.0015991-0.00090292i,-0.0014359-0.001029i
0.00031718-0.0021521i,-0.00048267+0.00029937i,-0.0017952-0.00016822i,-0.0017613+0.00054383i,-0.0015374+0.0013465i,-0.00082366+0.0019519i,0.0024686+0.0006595i,0.0041019-0.0028469i,0.0026467-0.0044199i,0.00067905-0.0042249i,-3.6911e-05-0.0039268i,-0.00016266-0.0022837i,-0.0012073-0.00025785i,-0.0012876+0.0013542i,0.00068853+0.0025575i,0.0014183+0.0026417i,0.00066624+0.0011372i,0.00033818+0.00020185i,0.00084827+4.4472e-05i,0.00086661+0.00021102i,0.00036506+0.0008708i,7.0842e-05+0.00098153i,0.0003099+0.0011434i
-0.00085957+0.00091646i,-0.0023246+0.0018731i,-0.002515+0.0035883i,-0.0019569+0.0035364i,0.00063303+0.0017678i,0.0025861-0.00042683i,0.0026883-0.0029174i,0.00087229-0.0049845i,-0.0027384-0.0055731i,-0.0039176-0.0042059i,-0.0020681-0.0021856i,-0.001042-0.00086384i,-0.00095688-0.00037932i,0.00022211+0.00046972i,0.001337-0.00062091i,0.001227-0.0024394i,0.00076373-0.0029639i,0.00036409-0.0022925i,-0.00067498-0.00059187i,-0.0013343+0.00059233i,-0.00080177+0.001362i,-0.00033794+0.0022663i,-0.00040339+0.0017414i
-0.0014774-0.0022553i,-0.0023941-0.0019848i,-0.0028588-0.0019911i,-0.0013993-0.0010625i,0.00087707+0.00011314i,0.0031986-0.0010726i,0.0028199-0.0044847i,-0.00098006-0.0073609i,-0.0046207-0.0058099i,-0.0058488-0.0019364i,-0.0045488-0.00017979i,-0.0030708-0.00073774i,-0.0020701-0.0011926i,-0.00041797-0.0013162i,0.00071315-0.0016174i,0.00066786-0.0014861i,-9.4196e-06-0.0010522i,0.00062137-0.0010011i,0.0014068-0.00070732i,0.00070474-0.00034161i,0.00075632-0.00099814i,0.0010899-0.001317i,0.00089369-0.00060502i
-0.0012323+0.0014174i,-0.0013538+0.0024922i,-0.00028254+0.0056217i,-8.9665e-05+0.0061906i,2.5652e-05+0.0021205i,5.1645e-05-0.0023949i,-0.0011057-0.0041947i,-0.0033567-0.0044789i,-0.0050094-0.0024922i,-0.0037808+0.00072841i,-0.0015385+0.0021288i,-0.0010483+0.0016425i,-0.0007088+0.0011007i,0.00012404+0.00070871i,-0.00032611+0.00017039i,-0.0015-0.00035736i,-0.0021427-0.00059566i,-0.0021069-4.156e-05i,-0.0013545+0.00048563i,0.00011437+0.00025274i,0.00087851-0.00076718i,0.00059982-0.0012385i,0.00048889-0.0011003i
-0.0016215-0.00049573i,-0.003097-0.00039022i,-0.0047024-0.0013687i,-0.0040785-0.0022362i,-0.0027817-0.0016226i,-0.002231-0.0018202i,-0.0020858-0.0027614i,-0.001428-0.0020555i,-0.00054834+0.00020204i,0.0010563+0.0033369i,0.0031391+0.0050466i,0.0028835+0.004109i,0.0008711+0.0027094i,-0.00028499+0.0015775i,-0.00061803+0.00037986i,-0.00020639+0.00064804i,-4.5476e-05+0.00086525i,1.6491e-05+2.9702e-05i,0.00033975-0.00034436i,0.00011026-0.0011286i,-0.00022433-0.001542i,-0.00061089-0.0017317i,-0.0017212-0.0013834i
-0.0033242+0.0023586i,-0.0020653+0.0031011i,-0.00043092+0.0054732i,0.0011733+0.0061757i,0.0018804+0.0031336i,0.0011458-0.00016418i,-0.00013029-0.00028808i,0.00050236+0.0001852i,0.0022687+0.00086201i,0.0035906+0.0011682i,0.0042699-0.00034721i,0.0035578-0.0028492i,0.0016319-0.0032105i,2.2517e-05-0.0017736i,-0.0003987-0.00058847i,-0.00031681+0.00088748i,0.00018835+0.0018192i,0.0012051+0.0014003i,0.0014117+0.0012356i,0.00012952+0.00066511i,-0.00028713+0.0005733i,1.9685e-05+0.0012695i,-0.00058322+0.0016212i
-0.0024186+0.00022758i,-0.0035459+0.00014606i,-0.0044786+0.0010944i,-0.0035959+0.0023134i,-0.0013924+0.0034652i,3.2985e-05+0.0028434i,0.001307-0.00022844i,0.0022338-0.0026151i,0.0022602-0.0029928i,0.0025964-0.0035491i,0.0026506-0.0048025i,0.0019557-0.0048775i,0.00048509-0.0045115i,-4.0012e-06-0.0031487i,0.00017862-0.0013658i,-0.00027494-0.00072306i,-6.3791e-05-0.0011184i,-2.3636e-05-0.001087i,-0.00083781-0.00082709i,-0.001309-0.00053907i,-0.0012318+0.00021673i,-0.000684+0.00047745i,0.00030146+0.00047374i
-0.00049937-0.00083642i,-0.00010772+0.00094293i,0.0014302+0.0029346i,0.0023672+0.0046735i,0.0015466+0.0035694i,0.0017996+0.0017981i,0.0033414-0.00012122i,0.003142-0.0039365i,0.001216-0.0062585i,-0.0015901-0.0061218i,-0.0043105-0.0054456i,-0.0055258-0.0040956i,-0.0046498-0.0024352i,-0.0021923-0.0013114i,0.0003636-4.5591e-05i,0.00093013+0.00071666i,0.00019034+0.00027945i,-0.00029612-0.00053665i,-0.00020468-0.00049153i,0.00068002+3.7106e-05i,0.0014606+0.00035892i,0.0020277-0.00016846i,0.002881-0.00050447i
-0.00077084+0.00084759i,-0.0039334+0.002271i,-0.0056633+0.0023039i,-0.0037532+0.0014437i,0.0010649+0.00054815i,0.0036767-0.00077203i,0.0025415-0.0033936i,-0.00086124-0.0058802i,-0.0047269-0.0063116i,-0.0057142-0.003158i,-0.0043649+0.00011164i,-0.0036734+0.0015718i,-0.0039235+0.0029196i,-0.0037167+0.0029531i,-0.0024437+0.0013852i,-0.0019965+0.00026086i,-0.0026054+0.00027888i,-0.0021316+0.00087122i,-0.0014291+0.0012455i,-0.0010511+0.0016275i,-0.00047571+0.0010101i,-0.00015233-9.2833e-05i,-0.00087443-0.00054153i
0.0017013+0.00071843i,0.0017151-0.00013077i,0.0027179-0.00010689i,0.0028713+0.00042979i,0.0019868-0.00042844i,0.0005775-0.0020261i,3.2141e-05-0.0030459i,-0.002226-0.0040688i,-0.0060208-0.002945i,-0.006652+0.0011968i,-0.0037269+0.0050151i,-0.00058452+0.0050346i,0.0005894+0.004058i,0.001212+0.0033206i,0.0021696+0.00063685i,0.0017213-0.00064805i,0.0017135+0.00025093i,0.0023266+0.00065033i,0.001612+0.00047343i,0.0016984-4.2564e-05i,0.0017731-0.0009116i,0.00087998-0.00081698i,-0.00015065+0.00017369i
-0.0012989+0.00012595i,-0.0028194+0.002227i,-0.0055388+0.004432i,-0.0060935+0.004323i,-0.0031084+0.0017928i,-0.0014645-0.0010003i,-0.0029621-0.0016177i,-0.0050239-0.00085886i,-0.0049731+0.0013017i,-0.002245+0.0036367i,0.0022748+0.0028854i,0.0049896+0.00027997i,0.0043797-0.00046746i,0.0034632-0.0001095i,0.0021488-0.00032928i,0.00026204-0.0003816i,-0.00012969-0.00055386i,0.0004755-0.0012383i,0.00012982-0.001252i,-0.00024562-0.00075816i,-0.0004456+4.1087e-05i,-0.0012952+0.0007007i,-0.0014456+0.00039511i
-0.00078116-6.0314e-05i,-0.0010186-0.00057668i,0.00010752-0.0015645i,0.0016274-0.0012498i,0.001102-0.00058782i,-0.0006527-0.0015379i,-0.00052949-0.0025669i,-0.00045612-0.0016862i,-0.00033589+0.0007091i,0.0026487+0.0026607i,0.0055839+0.00051959i,0.0051798-0.0022206i,0.0031378-0.0015892i,0.0021048-0.00099272i,0.0014181-0.0020041i,0.00069042-0.0024312i,0.00052215-0.0020901i,-2.7132e-05-0.001735i,0.00010724-0.0014034i,0.00024236-0.0016298i,-0.00065056-0.0013605i,-0.00023457-0.00079896i,0.0019326-0.00047798i
-0.00038362+0.0018464i,-0.0017179+0.0038836i,-0.0020102+0.0066984i,-0.0015644+0.0065302i,-0.00145+0.0038647i,-0.0010369+0.0015862i,0.00032336+0.00027698i,0.0029459-0.00094017i,0.0047363-0.0015409i,0.0044713-0.0028162i,0.0033787-0.0041858i,0.00049535-0.0050616i,-0.0024301-0.0047868i,-0.0033627-0.0033441i,-0.0031438-0.00094898i,-0.001908+0.0014192i,-0.001002+0.0015075i,-0.0015002+0.00095994i,-0.0012012+0.0012705i,-7.2265e-05+0.0012654i,-6.7922e-05+0.0011498i,-0.00019361+0.0011927i,-1.8137e-06+0.00080229i
-0.0012498-0.00089039i,-0.0021564-0.0022176i,-0.003001-0.0042319i,-0.0017278-0.0036476i,0.00026992-0.00021757i,0.0014598+0.0022174i,0.0027256+0.0019247i,0.0035571-0.0014137i,0.0019742-0.0051682i,-0.00052137-0.0060203i,-0.0021595-0.0045172i,-0.0035852-0.0024866i,-0.0033754-0.00049645i,-0.0028958+0.00042655i,-0.0025415+0.00040425i,-0.0015444+0.00035069i,-0.00070289+0.00059094i,-0.0010616+0.00083246i,-0.0016638+0.0010427i,-0.0013806+0.0010947i,-0.00053851+0.00061746i,-0.00038429+0.00034212i,5.9546e-06-0.00095419i
