-0.00012768+0.00023251i,0.00058061-0.00031892i,-0.0010593-0.00055529i,-0.001246-4.0922e-05i,-0.0010099+0.0012318i,-0.0016989+0.0018386i,-0.0014804+0.0022883i,-0.00059932+0.0024312i,0.00082272+0.0014664i,0.0010498+0.00048415i,-2.5294e-05-0.0002827i,-0.00035239-0.00063394i,-0.00070886-0.00040001i,-0.00063185+0.0001344i,0.00039976+0.00050512i,0.0013647+0.0007262i,0.0016994+0.00036713i,0.0011205+0.00041832i,0.00079432-0.00037586i,0.00087534-0.00126i,0.00052485-0.0011295i,0.00031169-0.00036497i,-0.00024883-6.9145e-06i
0.00068087-0.00027319i,-0.00027133-0.00050561i,-0.00093474+3.4261e-05i,-0.00084347+0.00040528i,-0.00092457+0.00027753i,-0.0011718+0.00052737i,-0.000957+0.00059163i,-0.00033827+0.00070799i,-0.00032226+0.00052984i,-0.00069025-0.000103i,-0.00053997-0.00042256i,-0.00068833-0.00037809i,-0.00063468-9.107e-05i,-0.00029348+0.00040223i,3.7598e-05+0.00043645i,0.00035883+0.00019562i,2.6543e-05-0.00054064i,3.9543e-05-0.00071919i,0.0010324-0.00085124i,0.00070909-0.0013762i,0.00016579-0.00088133i,-0.00016141-0.00036139i,3.0138e-05+0.00056418i
-0.00098064-0.0027428i,-0.00095416-0.0030806i,-0.00091968-0.0024681i,-0.0013951-0.00015214i,-0.00096948+0.0018391i,-0.00011549+0.0018686i,-7.665e-05+0.0013756i,-0.00010688+0.00067139i,6.4197e-06+4.9281e-05i,0.00066207-0.00056764i,0.0009683-0.0011406i,0.00035536-0.00086326i,-0.00039627-0.00029802i,-0.00023858-2.1952e-05i,-0.00031337-5.0742e-05i,-0.00086245-6.6217e-05i,-0.00095076-0.00053443i,-0.00016928-5.0972e-05i,0.00071905+0.00053225i,0.00067986+0.00038312i,0.00044882+0.0002082i,0.00067493+0.00014145i,0.00068-8.3702e-05i
0.00058367+0.00027076i,0.0007955-0.00067809i,0.00094773-0.00081171i,0.00060641-0.0012997i,0.001097-0.001741i,0.00030755-0.00078468i,-0.00036133-2.7802e-05i,0.0004408+0.00068252i,0.00093818+0.0013713i,-0.00016563+0.00018362i,-0.00075479-0.0012766i,-0.00034913-0.0014452i,-0.00017961-0.00028375i,-7.1549e-05+0.0007428i,-0.00035289+0.00057216i,0.00037573+0.00063614i,0.00085697+0.00069503i,0.001064+0.00031302i,0.00022201+0.00024408i,-0.00068025-0.00036952i,-0.00047033-0.00052019i,-8.9003e-05-0.00036743i,0.0002495-0.0002909i
0.00070623-0.0020694i,0.00036392-0.0013831i,0.00041881-0.00017783i,-0.00055428+0.00014153i,-0.0018852+0.0003505i,-0.0014087+0.00047462i,-0.00068294+0.00061609i,-0.00039919+0.00089945i,0.00016947+0.00073319i,0.00020596-8.2423e-05i,-0.00028586-0.0011067i,-0.0006105-0.0010248i,-0.00061036-0.00082509i,0.00013996-0.00078578i,0.00047631+6.9283e-05i,0.00061734+0.00044678i,0.00056801-0.00036887i,0.00094396-0.00094144i,0.00070543-8.5192e-05i,-0.00048279+0.00068568i,-0.00084559+0.00010862i,-0.00050035+0.00015649i,-0.00021981+0.00029692i
0.00066166-0.0010296i,0.0010781-0.0016834i,-9.3979e-05-0.0013762i,-0.0013096-0.0010461i,-0.0013306-0.00085393i,-0.0010593+0.00010254i,-0.0003201+0.00073415i,0.00013333+0.00095928i,0.00014472+0.0007387i,0.00010413+0.00048708i,-0.00057824-0.00014254i,-0.00029951-0.00073532i,0.00084061-7.7091e-05i,0.0010032+0.00019643i,0.00096047+0.00044785i,0.00072607+0.0011688i,0.00044194+0.0010073i,0.00056865+0.000561i,0.00059757-1.1273e-06i,0.00064227-8.7653e-05i,0.00039479+0.00014508i,0.00053567-0.00015679i,0.00013278+0.0004605i
0.00088536-0.0015501i,0.0012083-0.00061109i,0.00041368-0.00077982i,-5.7393e-05-0.00070276i,-0.00057584+0.00036295i,0.00027199+0.0008667i,0.00074395+0.00082297i,0.00023357+0.0011531i,-0.00035137+0.00083209i,-0.0013559-0.0002153i,-0.0014851-0.00093198i,-0.00053346-0.00091825i,-0.00028637-0.00073203i,-0.00057848-0.00057462i,0.00016486-0.00048816i,0.00066647-0.00039939i,-0.00035878-0.00034913i,-0.00042608-0.00036393i,-0.00020224-0.00085562i,-0.00045764-0.0010816i,-0.00025299-0.00057446i,0.00011747+0.00020483i,0.00028691+0.00078243i
-0.00074902+0.0010518i,-0.00034896+0.0011699i,-7.3533e-05+0.002086i,0.00065403+0.0015926i,0.00097077+0.00078132i,0.00014941+0.00029925i,-0.00062161+0.0001795i,-0.00071686+0.00095828i,-0.00036073+0.0010737i,0.00056756+3.4305e-05i,0.00031406-0.00044145i,-0.000521-0.0013173i,-0.00059612-0.00087545i,-0.00060628-0.00014582i,-0.0001809-0.00023368i,-1.2537e-05+0.00018161i,-7.8209e-05+0.00048014i,-0.00025052+0.00027014i,-0.00019345-0.00023601i,0.00024629-0.00024019i,0.00016362+1.0846e-05i,-3.8931e-05+0.0001406i,0.00020129-3.939e-05i
0.00034943+0.00046811i,0.00068291+0.00050606i,0.0002966+0.00096715i,0.00033512+0.00076727i,0.001262+0.00089624i,0.00085066+0.0010084i,4.0546e-05+0.00068933i,-0.00079661+0.00093725i,-0.0016792+0.0012742i,-0.00088894+0.00032757i,-0.00029703-0.00056232i,-0.00054652-0.00071454i,-9.2084e-05-0.0011171i,-0.00022474-0.0004755i,-0.00077677+0.00045807i,-0.00063952+0.0011388i,-0.00043257+0.0011269i,-0.00014827+0.0003745i,-0.00011407+0.00014991i,-0.00031692+3.3553e-05i,-6.3803e-05+0.00033568i,-9.6947e-05+0.0009777i,-0.00057689+0.00096476i
-0.00064387+0.0011754i,9.4964e-05+0.0008813i,-0.00038628+0.0012773i,-0.00043933+0.00092024i,0.0003386+0.00056565i,-0.00023432+0.00027872i,-0.0014855+0.00043212i,-0.0011852+0.0012013i,-0.0003425+0.0016856i,-9.9298e-05+0.00097224i,0.00071985+0.00015335i,0.0012885+0.00052372i,0.00081262-4.9649e-08i,-7.4761e-06-0.00021128i,-5.5568e-05+0.00054258i,0.00019772+0.00058262i,0.0003778+0.0008816i,0.00050594+0.001099i,0.00049723+0.00065663i,0.00015747+0.00055779i,9.7454e-05-7.7926e-05i,0.00031869-0.00023545i,0.00030561+0.00030783i
-0.0013257-0.00029809i,-0.00075211-6.6539e-05i,-0.0010973+0.00072665i,-0.0014322+0.0018221i,-0.00042117+0.0014529i,0.00036227+0.00063622i,0.00046751+0.00065468i,4.3984e-05+0.00085612i,-0.00023573+0.0005788i,0.00023384-0.00016072i,0.00013093-0.00097576i,-0.00050184-0.0011837i,-0.00028771-0.00096775i,-7.2897e-06-0.00066643i,0.00056103-0.00014482i,0.00087407+0.00016556i,0.00065546-6.3874e-05i,0.00066939-0.00060448i,0.00065813-0.00092898i,0.00013242-0.00068094i,-0.0004658+0.00012768i,9.6439e-05+0.00065084i,0.00067639+5.3466e-05i
-5.008e-05-4.9916e-05i,2.9505e-05-0.00078032i,1.9734e-05-0.0012639i,0.00011988-0.00026616i,-0.00024366+0.0005631i,-0.0005688+0.00021333i,-0.0011264+0.0010313i,-0.0017802+0.0012176i,-0.0014079+0.00029598i,-0.0004384+7.957e-06i,-0.0002767-0.00025097i,-0.0013418-0.00078053i,-0.0016933-0.00054075i,-0.0010994+0.00014489i,-6.5167e-05+0.00085178i,4.8361e-05+0.0013409i,-5.5745e-05+0.00060741i,0.00036208-0.00066198i,0.00029251-0.0007092i,-0.00024333-0.00041251i,0.00016921-0.00043481i,0.00066979+7.8536e-05i,0.00033967+0.00017054i
0.00034438-0.00031688i,-0.000925+0.00054972i,-0.00065483+0.00099576i,-0.00021148+0.000469i,0.00022505-0.00021072i,0.00024083-5.7963e-05i,-0.00012037+0.00054364i,-0.00070217+0.0012319i,-0.00086057+0.0014903i,-0.00055209+0.00064623i,-9.6323e-06-0.00029395i,-0.00017772-0.00058344i,-0.00080622-0.00039098i,-0.00061697+0.00028382i,0.00024955+0.00059644i,0.0011082-3.4938e-05i,0.00051915+6.0561e-06i,0.0005386+0.00011897i,0.00098046+0.00033428i,0.00014439+0.00067984i,0.00010948+0.00028181i,0.0010169+6.5699e-05i,0.00035273+5.6545e-05i
0.00025152-0.0010332i,0.00030308-0.0012684i,-0.00048051-0.00030213i,-0.0013084+0.00011532i,-0.0011663+5.5016e-05i,-0.00014143-0.00025698i,1.1263e-05+0.00044976i,-6.4333e-05+0.0014593i,-0.0001509+0.0012644i,-0.0004649+0.00093702i,-0.00015908+0.00073748i,0.00016095+0.000237i,-0.0002611-4.9092e-05i,-0.00056457+0.00048393i,-0.00020842+0.00067419i,0.00032689+0.00053022i,-0.00012743+0.00085422i,-9.6689e-05+0.00070474i,0.00021418+0.00021402i,4.7045e-05+0.00026214i,0.00060357+0.00025134i,0.0013108+0.00020099i,0.0014133+0.00035146i
0.00053386+0.00052855i,-7.2746e-05+0.00035011i,-1.8782e-05-0.00094138i,0.0010264-0.0010307i,0.00072179-0.00070492i,-0.001139-0.00037728i,-0.00082338+0.0007443i,-0.00013119+0.0018038i,-0.00017358+0.0016869i,0.00069997+0.0010047i,0.00082674-1.2621e-05i,0.00019368-0.0010222i,-0.00058833-0.0010307i,-0.0010761-0.00037143i,-0.00063542+0.00039079i,-3.4047e-05+0.00083202i,0.00021079+0.00088683i,0.00013527+0.00047571i,0.00013994+0.0001558i,-0.0004483+0.00046196i,-0.00045465+0.00039711i,7.8018e-05-0.00038506i,0.00011097-0.00029315i
-0.001308+0.00088819i,-0.0019875+0.0015662i,-0.0011945+0.0019199i,-0.00085784+0.0015918i,-0.00049905+0.00052613i,-0.00077627-0.00020083i,-0.0012222-3.1862e-05i,-0.0010345+0.00076677i,-7.7787e-05+0.001595i,0.00055374+0.00093654i,0.00047939-0.00015538i,0.00024006-5.2645e-05i,-0.00016265-8.7249e-05i,-4.456e-05+0.00032762i,-0.00013219+0.00042066i,-0.00062123+0.00033135i,-0.0004496+0.00032367i,0.00034955-0.0001825i,0.00071756-0.00047684i,-0.00013886-0.00044884i,-0.00058915-0.00014561i,-0.00054438+0.00043941i,-0.0012882+0.00064475i
-0.0010194-0.00017151i,-0.00055032+0.00049049i,-0.00093123+0.0011604i,-0.0012939+0.0011013i,-0.00097371+0.00085185i,-0.00075879+0.001555i,-0.00033354+0.0014177i,-0.0003835+0.00028769i,-0.00015282+0.00026493i,0.00061079+0.00052913i,0.00078929+0.00037582i,0.00046104+0.0003673i,0.00016032-0.0002568i,-0.0003609-0.00032123i,-0.0005205-4.5464e-05i,0.00028789-0.00015462i,0.00045384+0.00066002i,4.6519e-05+0.0011809i,-0.00054038+0.0003753i,-0.00012031-0.00011293i,0.00052897+0.00076486i,3.6011e-05+0.00063562i,-0.0001953-0.00023022i
0.00049541+0.00053502i,0.00069778+0.00037006i,0.0010498+0.00047479i,0.00091805+0.001108i,-0.00055643+0.0012448i,-0.0013757+0.00026415i,-0.00092963+0.00013219i,-0.00077536+0.0012765i,-0.00048349+0.0012453i,0.00029988-0.00042249i,0.00050283-0.0015362i,0.00016881-0.0013163i,-0.00091434-0.00074772i,-0.00086343+0.00064198i,-0.00034704+0.0017141i,-0.00028424+0.0015755i,0.00050166+0.00102i,0.00093414-5.9911e-05i,0.00086313-0.0011633i,0.00059028-0.0010823i,0.00055681-0.00075354i,0.0003316-0.0010902i,-0.00013603-0.0010334i
-0.0022239+0.0005213i,-0.0014385+0.00052496i,-0.0011381+0.00036049i,-0.0013569+0.00068386i,-0.0002169+0.00052542i,0.00031175-0.00010749i,-0.00045291-0.00061908i,-0.00074262-0.00013068i,-0.00023918+0.00098469i,-0.00025973+0.00091517i,-0.0006695+0.00060497i,-0.00064191+0.00014031i,-0.00063425-0.00070228i,-0.00067559-0.00092664i,-0.00010993-0.00032218i,0.00067438+0.00034112i,0.00084542+0.0005904i,0.00052438-6.633e-05i,0.00061081-0.0009633i,0.00062695-0.001066i,0.0006079-0.00044058i,0.00053769-0.00016637i,0.00068838+6.0296e-05i
0.00024313+0.0016397i,0.00040517+0.0017015i,0.00062373+0.0014742i,0.00087434+0.0010615i,0.00058311-0.00018143i,8.7146e-05-0.00029676i,-0.00032017+0.0013996i,-0.00075054+0.0021524i,-0.00072505+0.00197i,0.00034426+0.00062727i,0.00030899-0.00096948i,-0.00090567-0.0015231i,-0.0015452-0.0013532i,-0.0016703-0.00030431i,-0.0019863+0.00056081i,-0.0010118+0.00065171i,-6.9114e-05+0.00014651i,8.4532e-05+0.00014575i,-0.00023656+5.2223e-05i,-0.00078122-0.00040055i,-4.3213e-07-0.00012624i,0.00061233+0.00037394i,0.00015382+0.00031898i
-0.00087913-0.00088464i,-0.00056961-0.000299i,-0.00097205+0.0005629i,-0.0010856+0.0011903i,-0.001392+0.0013843i,-0.0013117+0.00087228i,-0.00095963+0.00037136i,-1.7616e-05+0.00044652i,0.00079246+0.00084741i,0.0005123+0.00091156i,0.00015028+0.00011427i,6.9685e-05-0.00079766i,0.00045004-0.00077556i,0.00074899-0.00010641i,-6.74e-05+0.00057565i,-0.00089767+0.00067881i,-0.00043473+0.00031881i,0.00026011-0.00040624i,0.00064533-0.00099468i,0.00012855+2.471e-05i,-0.00081039+0.00014308i,-0.00076811-0.00064233i,-0.00018088-4.7927e-06i
0.00038015+0.0022649i,0.00034115+0.0017515i,0.0011573+0.0012236i,0.0012201+0.00044179i,0.00032071-1.9539e-05i,-0.00076806+0.00056014i,-0.0011744+0.001645i,-0.00049936+0.0019852i,0.00050024+0.00085145i,0.0010878-8.9948e-05i,0.00033865-0.00061871i,-0.0003907-0.0012215i,-0.00023078-0.0008938i,9.4132e-05-6.247e-05i,0.0010538+0.00057293i,0.00083099+0.00055282i,-1.088e-05+0.00051016i,0.00010414+0.00051399i,-0.00026491-2.6377e-07i,-0.0003426+5.6193e-06i,-0.00049371+0.00038622i,-0.00059995+0.00045892i,0.00027878+0.00040366i
0.00033596+0.00053226i,0.00047189+0.00054817i,0.00083804+0.00028995i,0.00083624-0.00038177i,0.0001119-0.00029738i,-0.00020772+0.00036381i,0.00024671+0.0007444i,0.00067584+0.0015923i,0.00093015+0.0015883i,0.00052215-0.00026871i,-2.3655e-05-0.0010964i,-0.00023817-0.00074875i,-0.0005082-0.00036593i,-0.00059903+0.00042731i,-0.00038135+0.00068597i,0.00017721+0.00016706i,0.00069361-0.00026285i,-6.017e-05+0.00031322i,-0.0011435+0.00065256i,-0.0012729+0.00042976i,-0.00035158-2.2815e-05i,-0.00029523-7.5772e-05i,-0.00031931+0.00018462i
0.0023592-0.00031968i,0.0011651-0.0009414i,-0.00010403-0.00095571i,-0.00064862-0.0006737i,-0.00075266+0.00027676i,-0.0014475+0.0011845i,-0.0017344+0.00089684i,-0.00080721+0.0006037i,-0.00012092+0.00024277i,-0.00064086+9.2127e-05i,-0.00068404-0.00045287i,-0.00053962-0.00079074i,-0.00044412-8.4765e-05i,0.00037811+0.00028997i,0.0013061+0.00050938i,0.0013679+0.00040598i,0.00036034+0.00033959i,-0.00016862-0.00045056i,0.00014776-0.0004892i,-3.9009e-05+0.00034749i,0.00052655+0.00040077i,0.0010336-5.6816e-05i,0.00036695+0.00034664i
-7.1788e-05+0.00070503i,0.00080004+0.00027864i,0.00096161-1.8325e-05i,0.0002179-0.00083908i,-0.00035944-0.00017436i,-0.00091962+0.00075547i,1.0019e-05+0.00025885i,0.00070955+0.0008158i,0.00046575+0.0014612i,4.6704e-05+0.00088805i,-4.7024e-05-0.00059451i,0.00054883-0.0017737i,0.00021639-0.0010367i,-0.00081421-1.5086e-05i,-0.0011333+0.00052728i,-0.00096586+0.0006333i,-0.000675-0.0002566i,-5.714e-05-0.00065261i,-7.6274e-05-0.00017741i,-0.00051823-3.5888e-05i,-0.00038248-0.0007874i,-0.00035752-0.00096642i,-0.00021452-0.00072114i
-0.0011642-0.00029539i,-0.0010227-0.00038319i,-0.0011528-5.9531e-05i,-0.0003386+0.00082557i,0.0005251+0.0012851i,0.00041623+0.0012051i,0.00034278+0.0013187i,-0.00025661+0.00074885i,-9.6531e-05+0.00064363i,0.00058199+0.0010899i,-6.2336e-05+0.00039118i,-0.0011608-0.00065874i,-0.0011649-0.0008252i,-0.0007944-0.00035463i,-0.00087095+7.0701e-05i,-0.0007013+0.00046739i,-7.6098e-05+0.00013439i,0.00079005-0.00058227i,0.0012641-0.00077926i,0.00056327-0.00013825i,-9.4599e-05+9.2439e-05i,0.0003313-0.00013748i,0.00058191+0.00027092i
0.0013308+0.00025819i,0.0010462+0.00063838i,0.00099718+0.0010544i,0.00073416+0.0011496i,-0.00040295+0.00043884i,-0.0014522-0.00010021i,-0.0022583+0.00023275i,-0.0019033+0.00057945i,-0.0008845+0.00089392i,-0.00054688+0.00028192i,-0.00074208-0.00061945i,-0.00058046-0.00075159i,-3.1286e-05-0.00065187i,-8.3819e-05-0.00048593i,0.00016435-3.859e-05i,0.0004385+0.00078908i,-0.00016385+0.00044455i,-0.00056987-0.00052669i,-0.00042703-0.0010297i,0.00045947-0.00074148i,0.0011043+0.00033101i,0.00040391+0.00043428i,-0.00013787+0.0004295i
-0.0013203-1.8298e-07i,-0.0015138+0.00081228i,-0.0021358+0.0018779i,-0.0026013+0.0029601i,-0.0017102+0.0026048i,-0.0002801+0.0018478i,-0.00016961+0.00092761i,-0.00037417+0.0009463i,-2.2793e-05+0.0010693i,-0.00021085+0.0001216i,0.00049235-0.00065483i,0.00053056-0.00078874i,-0.00016507-0.00083779i,0.00017009-0.00063128i,0.00054843+0.00024093i,-0.0001544+0.0009082i,-0.00060107+0.0004222i,0.00040188-0.00012287i,0.001364-7.0198e-05i,0.00064748+0.00026963i,0.00027518+0.00049872i,0.00072684+0.00024992i,0.000773-0.00056802i
0.001068+0.00081884i,0.0018505+0.00073696i,0.0025536+7.8975e-06i,0.0021766-0.0012646i,0.00041185-0.002237i,-0.0015001-0.001382i,-0.0010499+9.6831e-05i,0.00015757+3.3781e-05i,0.00042506-2.0977e-05i,0.00045917+0.00019874i,0.0011533-0.00044249i,0.0011602-0.0010829i,0.0001833-0.00069056i,-0.00044611+6.8314e-05i,-0.00030429+0.00051477i,-4.4079e-05+0.00050686i,-0.00056529+0.0007283i,-0.00053236+0.00026093i,-0.00041578-0.00040973i,-0.00036258-0.00034016i,-0.00014997-0.00024229i,0.00058361-0.00057439i,0.00058848-0.00051468i
-0.0014804-0.0012526i,-0.0016599-0.00056621i,-0.0021473+0.00015362i,-0.0022436+0.0014741i,-0.0013018+0.0012842i,-0.00087715+0.0011503i,-0.00035697+0.0011839i,-0.00060095+0.0012682i,-0.0011629+0.0012028i,-0.00011664+0.00028143i,0.00035463-0.00092763i,-0.00010621-0.0012111i,-0.00059952-0.00027502i,-0.0010848+0.00021069i,-0.00060864-7.9457e-06i,-0.0001729+1.4494e-05i,-8.748e-05+0.0001314i,0.0011712-0.00045039i,0.0011894-0.00085712i,3.5733e-05-0.00044882i,-0.00054735+0.00026892i,-0.00086665+0.0006018i,-0.0006458+0.00020244i
-0.00030837-0.00062898i,0.00012477-0.00036502i,0.00033011-0.00072381i,0.00020601-0.00022645i,-0.00048729+0.0010659i,-0.00099105+0.0009306i,-0.0013156+0.0014189i,-0.0012183+0.00084143i,-0.00062509-9.4438e-06i,-0.00026809+0.00012221i,0.0004364-0.00036319i,6.3031e-05-0.0010368i,-0.0010426-0.00075955i,-0.0011603-0.00022031i,-5.314e-05-0.00015307i,0.00089296+0.00054138i,0.00094122+0.0011006i,0.00095473+0.00057188i,8.1771e-05-0.00096391i,-0.00029283-0.0011113i,-0.00023473+4.2203e-05i,-0.00041487+9.452e-05i,-0.0002554+5.0852e-06i
-0.00063735+0.0014685i,-0.00025639+0.0012203i,0.00032098+0.0016812i,0.00083886+0.0016866i,0.0012343+0.0011061i,-9.2653e-05+0.00018547i,-0.0011494-0.0006071i,-0.00033675-0.00044711i,0.00076604-0.00022088i,0.0017875-0.00078737i,0.001752-0.00097171i,0.00062362-0.00088507i,-0.00091179-0.0012771i,-0.0013235-0.00094681i,-0.00080214+0.00027998i,-0.00043465+0.00076034i,-0.00028301+0.00027789i,-0.00018933-0.00052196i,0.00036637-0.00087799i,0.00010019-0.00047697i,-0.0006615-0.00013957i,-0.00064262-0.0009848i,-0.0001085-0.0010622i
0.00077934-0.00086481i,-0.00077916-0.001676i,-0.0019982-0.0026035i,-0.0021377-0.0022632i,-0.0022069-0.00092253i,-0.002109+0.00025616i,-0.0012397+0.00068709i,-0.00093354-6.4817e-05i,-0.0011539-0.00017132i,-0.00099801+0.00035787i,5.3955e-06+0.00046451i,0.0002929+7.4397e-05i,-0.00011763-0.00060157i,-0.00041156-0.00048164i,0.00033723+0.000448i,0.001216+0.00075361i,0.0010041+0.00011725i,0.00070168-0.00078545i,0.00049289-0.00091837i,-0.00018668-0.00067291i,-0.00054805-0.00034378i,-0.00013041+2.5206e-05i,0.00016567-0.00016392i
0.002423-0.00050513i,0.0023968-0.00024396i,0.0027568+0.00023427i,0.0016475+0.00034126i,-0.00046809+0.00016983i,-0.0011543+0.00075634i,-0.00076101+0.0016537i,0.00021759+0.0020625i,0.00084844+0.0013306i,0.00045758+0.00033726i,0.00043343+0.00018062i,-6.6658e-05-0.00021641i,-0.00060888-0.00070859i,1.9202e-05-6.5398e-05i,-0.0008334+0.00091i,-0.00096663+0.001298i,-0.00031155+0.00093121i,0.00040374-0.00023048i,0.00029879-0.00045889i,-0.00072866+0.00046457i,-1.6767e-05+0.00099405i,0.00099857+0.00041218i,0.00092346-0.00016889i
0.00014275-0.00078411i,0.00089976-0.00030211i,-3.5981e-05-0.00048518i,-0.00068466-0.0014739i,-0.00085557-0.00076754i,-0.0015685+0.00021961i,-0.0019221+0.00079196i,-0.0012699+0.00080527i,-0.00074634-8.1197e-05i,-0.00019296-0.00064216i,0.00019404-0.00053586i,6.0797e-05-0.00012196i,-0.00016795-0.00022716i,0.00057686-0.00043478i,0.0013851+0.00039931i,0.0012345+0.00043244i,0.00094283+0.00078349i,0.0008396+0.00058185i,0.00074422-0.00024941i,0.00078669-0.0004477i,0.00036418-0.00029782i,4.9745e-05+0.0001147i,-3.4812e-05+0.00051045i
-1.4549e-05+0.00067484i,-0.00028212+2.9724e-05i,0.00082498+0.000433i,0.00096433+0.00086459i,-2.1356e-05-9.8554e-05i,-0.00069412-0.00053471i,-0.00073349-2.8218e-05i,-0.00099218+6.6081e-05i,-0.00092333+0.00027801i,0.00015036+0.00053741i,3.8304e-05+1.8972e-05i,-0.00028291-0.00083512i,0.00014641-0.00068764i,0.00032419-0.0007301i,0.00065963-0.00055722i,0.00027052-0.0001777i,0.00046642+0.00063563i,0.00069596+0.00077498i,0.00063215-0.00023973i,0.00020248-0.00035759i,-0.0004594-1.8489e-07i,-0.00035765+0.00072134i,-5.2096e-05+0.00089706i
-0.0005045-0.000579i,-0.00057007+0.0011279i,-0.00082129+0.001761i,-0.00061328+0.00124i,-0.00032779+0.00036929i,0.00018705+0.00018733i,-0.00033712+0.00099107i,-0.0008565+0.0013937i,-0.00022667+0.0013216i,0.00030652+0.00088021i,0.0003964+0.00022956i,0.00011263-0.00029573i,-0.00016354-0.00049911i,-0.00080066-0.0002586i,-0.00088787-0.00012967i,-3.8749e-05-0.00036233i,0.00043998-0.00058459i,-0.00015499-0.00050079i,-0.00059934-0.00046014i,-0.00039538-0.00034178i,-8.8027e-05+0.00024563i,-3.1977e-05+0.0006102i,-0.00066227-0.00018173i
-0.00066769-2.3803e-05i,-0.001129-0.00038921i,-0.00089146+0.00014999i,-0.00015285+0.0011451i,7.3214e-05+0.0016733i,-0.00064198+0.0019284i,-0.0010465+0.0018833i,-0.0012048+0.0012918i,-0.0015305+0.00029698i,-0.0012372-0.00049664i,-0.0003573-0.00034725i,0.00022994-0.0004042i,-0.00051584-0.00029451i,-0.0007259+0.00032258i,0.00012082+0.00083396i,0.0010633+0.00062253i,0.0013163-3.0393e-05i,-0.00015204+4.2683e-05i,-0.0010895+0.00032329i,-0.00035366+0.00046028i,-2.223e-05+0.00025728i,-0.0006704-0.0004406i,-0.00093309+0.00018702i
0.00079939-0.0012783i,-0.0004637-0.0012378i,-0.0014573-0.0016649i,-0.0012144-0.0010179i,-0.0015091-0.00038117i,-0.0018824-0.00069082i,-0.0016425+0.00043516i,-0.0007457+0.00083324i,0.00036838-0.00014i,0.00052653-0.00062575i,-0.000156-0.0013566i,-0.00048214-0.0016499i,-0.00046866-0.00040084i,-6.1367e-05+0.00053196i,0.00035231+0.00055095i,0.00071846+0.001275i,0.0008243+0.0011517i,0.0012964+0.00045801i,0.0012469-0.00038538i,3.1117e-05-0.00075822i,-0.0007608-0.00011904i,-0.00023869-5.9426e-05i,0.00010385-0.001037i
-0.0010605+0.0016403i,0.00015963+0.0026094i,0.00069415+0.0023344i,0.00082877+0.0022453i,0.00067142+0.002485i,0.00032592+0.001723i,0.00042433+0.0014851i,0.0004979+0.001534i,0.00025077+0.00119i,-0.00085153+0.0011084i,-0.00063791+0.00020611i,0.00054624-0.00053668i,0.00010063-0.00059441i,-7.3509e-06+0.00011461i,0.00054335+0.00087184i,0.00026426+0.00047632i,-0.00025803+0.00080923i,0.0003011+0.00094882i,0.0013534+0.00030054i,0.00055844-0.00046484i,-0.00052399-0.0012919i,3.4949e-05-0.0013343i,0.00076274-0.00086409i
0.0010595+0.0008912i,0.0020488-0.00026998i,0.0021809-0.0013078i,0.0011609-0.00076539i,-0.00070381-0.00085171i,-0.0022024-0.00084898i,-0.0019565+0.00032187i,-0.0013946+0.0010026i,-0.00056629+0.0008734i,-0.00022861+0.00051393i,-0.00079731-0.00057604i,7.8337e-05-0.0014262i,0.00030407-0.00028256i,-0.00028992+0.00072207i,-0.0001705+0.00038362i,-0.00029766+0.00021059i,9.5116e-05+0.00030628i,0.00019323+0.0001685i,-0.00056745+0.00072079i,-0.00058478+0.0013422i,-0.00046691+0.0003524i,-0.00025657-0.00050101i,-0.00021504-0.000626i
-0.00038741-0.0018649i,-0.0012171-0.0015565i,-0.0020138-0.00095959i,-0.0025112+0.00075538i,-0.0029088+0.0012256i,-0.0021876+0.0010915i,-0.00093476+0.0011504i,-0.00044829+0.00024417i,-0.0003398+7.3643e-05i,0.0004305+0.00080525i,0.00075112+9.4905e-05i,0.00066145-0.00069016i,0.00070573-0.0003921i,0.00043107-4.9026e-05i,-0.00093415+3.4169e-06i,-0.0011994-0.00017846i,-5.8924e-05+6.0444e-05i,0.00080928-0.00033024i,0.0013231-0.0010234i,0.001301-0.00079725i,0.00078814-0.00022395i,0.00023893+0.00025681i,-0.00030527+0.00055181i
0.00079257-0.0012135i,0.0008309-0.001562i,0.00048722-0.0016522i,-0.00022914-0.0015093i,-0.00092179-0.00086288i,-0.0014896-5.3627e-05i,-0.0013416+0.00045678i,-0.00042444+0.0006374i,0.00057304+0.00047506i,0.00039736-6.8119e-05i,0.00042651-0.00066157i,0.0003218-0.00067983i,8.0435e-05-0.00049678i,-0.00012719-0.0002908i,-0.00019052-1.8781e-06i,0.0002611+0.00048408i,0.00018912+0.00049632i,-0.00017664+4.3938e-05i,0.00062299+4.2238e-05i,0.00076548+0.00010155i,0.00046684+0.00030252i,0.00069944+0.00056224i,0.0002746-9.5254e-05i
