0.0010836+0.0036047i,0.0013048+0.0022808i,0.00073343+0.00059861i,0.00092935-0.0010165i,-0.00030143-0.0017205i,-0.0026876-0.0011959i,-0.0028529+0.0002081i,-0.0012769+0.00092263i,0.00064169+0.00045683i,0.0016366-0.00017003i,0.0009701+0.00024244i,-0.00052381+0.00026507i,-0.00054882-0.0005622i,-7.3377e-05-0.0010822i,-0.00010518-0.0010241i,-0.00029257-0.00043506i,0.00032483+0.00037149i,0.00084713+0.00080919i,0.00056365+0.00079794i,8.2604e-05+0.00030742i,0.00026051-0.00074186i,0.00043428-0.00068697i,0.00085141+6.9505e-05i
0.029825+0.068761i,0.026662+0.17437i,0.014893+0.25548i,-0.0094623+0.17705i,-0.10605+0.014504i,-0.21116-0.047119i,-0.21409-0.037594i,-0.17415-0.040301i,-0.13244-0.020771i,-0.065739+0.0032458i,-0.019233-0.0047725i,-0.0077304-0.0094784i,0.0012234-0.0050588i,0.009131-0.0051845i,0.011851-0.0071909i,0.01186-0.011211i,0.011931-0.013564i,0.016741-0.015922i,0.021371-0.019292i,0.019059-0.017235i,0.01321-0.012269i,0.011278-0.0097101i,0.013505-0.0085499i
-0.023834-0.036315i,-0.054103-0.14259i,-0.097917-0.24189i,-0.10863-0.18667i,-0.019577-0.034259i,0.097181+0.039271i,0.12488+0.044895i,0.11065+0.052994i,0.090017+0.032942i,0.041225+0.0056287i,0.0075211+0.0094396i,0.0037163+0.012316i,-0.00091159+0.0060173i,-0.0050882+0.0045818i,-0.0038823+0.0055644i,-0.0044548+0.0073362i,-0.0079636+0.0073021i,-0.011435+0.0021591i,-0.012714-0.0046887i,-0.011798-0.0054864i,-0.010057+0.00077256i,-0.0099105+0.0066538i,-0.012271+0.007768i
0.025193+0.032189i,0.074119+0.12916i,0.15157+0.20738i,0.1915+0.12945i,0.12093-0.02351i,-0.001677-0.082383i,-0.05977-0.077594i,-0.07245-0.086081i,-0.07256-0.068804i,-0.037382-0.031339i,-0.0055654-0.017968i,-0.0014026-0.010297i,0.00034051+0.0022923i,0.0044026+0.006733i,0.006089+0.0052704i,0.0068215+8.6006e-05i,0.0065755-0.0050574i,0.0028109-0.0068524i,-0.0039455-0.006048i,-0.0060475-0.0037865i,-0.0018411-0.0036977i,0.0022901-0.0059748i,0.0050072-0.0049949i
-0.025047-0.01848i,-0.083299-0.10662i,-0.17501-0.18884i,-0.22299-0.12149i,-0.16769+0.030103i,-0.0686+0.095084i,-0.010109+0.095237i,0.02775+0.10142i,0.05268+0.073219i,0.031643+0.026961i,0.0046447+0.012456i,0.0013554+0.0064862i,0.0018763-0.0049495i,0.00068449-0.0098936i,-0.0012409-0.0046197i,-0.0035482+0.0049397i,-0.0051068+0.012718i,-0.0050406+0.02073i,-0.00050854+0.025868i,0.0047046+0.02118i,0.0039306+0.013766i,-0.00028185+0.011302i,-0.0020666+0.009522i
0.010704+0.010212i,0.085701+0.083997i,0.2126+0.17574i,0.29859+0.14747i,0.2609+0.022033i,0.15325-0.048869i,0.073891-0.070491i,0.018029-0.09075i,-0.014961-0.070611i,-0.0050207-0.029796i,0.0068068-0.01603i,-0.0006026-0.010358i,-0.0060092+0.00070311i,-0.0064451+0.0064799i,-0.0059799+0.0017802i,-0.0020576-0.0068666i,0.0060581-0.011319i,0.016621-0.01487i,0.020588-0.017771i,0.012535-0.015829i,0.0022812-0.011916i,-0.0010317-0.010605i,-0.00041443-0.010076i
0.006795-0.021141i,-0.06814-0.08152i,-0.22408-0.15189i,-0.35879-0.11072i,-0.3596+0.012569i,-0.26363+0.066445i,-0.16962+0.081568i,-0.082616+0.10945i,-0.016816+0.093051i,-0.002173+0.046795i,-0.0036947+0.021508i,0.0031201+0.0066139i,0.0070357-0.0063593i,0.0084945-0.011553i,0.0082522-0.0082475i,0.0028163-0.00012327i,-0.0061135+0.005267i,-0.014296+0.0042836i,-0.015759+0.0015486i,-0.0095038+0.0024187i,-0.0020737+0.0052942i,0.00028197+0.0052028i,-0.0025123+0.0023937i
-0.002517+0.032512i,0.069282+0.099398i,0.22158+0.16546i,0.3501+0.1257i,0.34828+0.0082273i,0.26163-0.045839i,0.17616-0.069318i,0.090018-0.1063i,0.022459-0.089186i,0.0085054-0.036801i,0.013322-0.010839i,0.0060233-0.0024156i,-0.0029894+0.0085586i,-0.0066877+0.014654i,-0.0052284+0.0081095i,-0.0021748-0.0033941i,0.0010755-0.0082133i,0.0024052-0.0054718i,0.00020931-0.0023082i,-0.0016042-0.0016827i,-0.001294-0.002432i,-0.0014095-0.0016417i,-0.00087504+0.0014664i
0.012237-0.038475i,-0.062961-0.11916i,-0.24793-0.19981i,-0.41582-0.17941i,-0.42914-0.082556i,-0.33953-0.01915i,-0.24093+0.03451i,-0.14111+0.08857i,-0.062929+0.079193i,-0.033413+0.036507i,-0.020394+0.01266i,-0.0037247-0.0017621i,0.0063028-0.014555i,0.0096137-0.017996i,0.010976-0.0096876i,0.011212+0.0011265i,0.0072361+0.0063107i,9.5039e-06+0.007387i,-0.0013836+0.0073158i,0.0019462+0.0048661i,0.0046455+0.0019853i,0.0068092-0.00075858i,0.0062939-0.0048669i
0.0036858+0.06955i,0.091315+0.15129i,0.2919+0.20195i,0.46774+0.14562i,0.47019+0.049947i,0.36038+0.0068332i,0.25095-0.03715i,0.1565-0.091186i,0.076322-0.087798i,0.034219-0.042292i,0.019214-0.0089065i,0.0077425+0.005149i,-0.0038654+0.012247i,-0.010245+0.014502i,-0.010813+0.0084702i,-0.0082704-0.00032034i,-0.0017645-0.005386i,0.0067027-0.0086384i,0.0080637-0.0097332i,0.0013875-0.0068935i,-0.0032856-0.0017817i,-0.0038559+0.00091442i,-0.002012+0.0019978i
-0.019801-0.079668i,-0.11982-0.17488i,-0.31144-0.22613i,-0.45072-0.16863i,-0.42754-0.085485i,-0.33705-0.043378i,-0.25447+0.019675i,-0.15918+0.085954i,-0.072727+0.076465i,-0.036038+0.02735i,-0.026097+0.0018561i,-0.013527-0.0070453i,-0.00089474-0.013561i,0.0056367-0.015901i,0.0071244-0.011174i,0.0073607-0.0023251i,0.004775+0.003291i,-0.0016827+0.0044032i,-0.0047568+0.0045003i,-0.0014072+0.0056138i,0.0011127+0.0056233i,0.00064393+0.0015368i,-0.00078535-0.002554i
0.047642+0.081567i,0.18295+0.17589i,0.38905+0.22567i,0.50919+0.1887i,0.45272+0.13414i,0.33569+0.09196i,0.24747+0.012303i,0.16389-0.060959i,0.090106-0.061105i,0.051734-0.023724i,0.035467-0.00011257i,0.021756+0.0091362i,0.0094237+0.014185i,0.0028411+0.013998i,-0.00076309+0.0081499i,-0.0039944+0.0023091i,-0.0032427+0.00038553i,0.0027522-0.0013228i,0.0070534-0.0036711i,0.0071199-0.0039933i,0.0049488-0.0013092i,0.0015627+0.0044232i,0.0017147+0.0097014i
-0.076558-0.085653i,-0.23734-0.1614i,-0.44689-0.18005i,-0.53864-0.12316i,-0.4551-0.080533i,-0.3305-0.066451i,-0.25109-0.0036337i,-0.17131+0.068681i,-0.089456+0.068043i,-0.046064+0.024861i,-0.032269-0.0024753i,-0.022169-0.010583i,-0.0099671-0.01355i,-0.00035972-0.013109i,0.0044289-0.0082952i,0.0056041-0.0033687i,0.0030686-0.00087811i,-0.0010746+0.002305i,-0.0034929+0.0040107i,-0.0030622+0.00020816i,-0.0022393-0.0032919i,-0.0013251-0.0051926i,-0.0016894-0.0080636i
0.11556+0.067041i,0.29519+0.12221i,0.48051+0.13126i,0.50626+0.097988i,0.37616+0.089047i,0.25692+0.082761i,0.2023+0.01372i,0.14254-0.050377i,0.077117-0.040178i,0.045639-0.0026774i,0.037542+0.012528i,0.0291+0.01316i,0.016025+0.014116i,0.0067938+0.013952i,0.0052014+0.0098394i,0.0052181+0.0041545i,0.0037211-0.00033194i,0.0032442-0.0031491i,0.0016004-0.0041902i,-0.001759-0.0027033i,-0.0025451-0.00091742i,-0.0014678+0.00057987i,-5.5621e-05+0.0028761i
-0.12968-0.027851i,-0.32286-0.050687i,-0.51102-0.057059i,-0.52564-0.064693i,-0.38114-0.097809i,-0.25423-0.098722i,-0.19765-0.022971i,-0.14217+0.042221i,-0.082068+0.037152i,-0.050086+0.0062378i,-0.039844-0.0085278i,-0.031057-0.010289i,-0.019179-0.010564i,-0.010339-0.011137i,-0.0079005-0.0088923i,-0.0069231-0.0059917i,-0.0046166-0.0032909i,-0.0031513+0.0024363i,-0.0012381+0.0087577i,0.0011797+0.011371i,0.00068145+0.0095185i,-0.0011573+0.0044719i,-0.001663-0.0018286i
0.14422-0.0060624i,0.34074-0.028133i,0.51369-0.055409i,0.49885-0.043122i,0.32921+0.023616i,0.20129+0.060738i,0.15995+0.01307i,0.11976-0.03483i,0.067358-0.027257i,0.040947+0.00034968i,0.038371+0.010442i,0.033383+0.0058726i,0.019272+0.0039083i,0.0089896+0.0068576i,0.0089529+0.0081649i,0.010451+0.0074966i,0.0083248+0.0043388i,0.0061875-0.0026414i,0.0058594-0.0097644i,0.0063121-0.011186i,0.0065294-0.0070192i,0.0052165-0.0013341i,0.0043162+0.0041316i
-0.13043+0.047711i,-0.31101+0.10682i,-0.45945+0.14358i,-0.41859+0.095546i,-0.24959-0.011577i,-0.15598-0.053063i,-0.14411+0.0026912i,-0.11144+0.043602i,-0.062403+0.022582i,-0.039993-0.0062742i,-0.036485-0.010139i,-0.030096-0.0043683i,-0.019854-0.0039044i,-0.012766-0.007072i,-0.012658-0.0065038i,-0.014599-0.0038114i,-0.012207-0.0013227i,-0.0088103+0.0022804i,-0.0077784+0.0037023i,-0.0073231+0.0013658i,-0.00604-0.00090681i,-0.0039036-0.0026872i,-0.0016873-0.0047774i
0.119-0.083719i,0.28111-0.17857i,0.41335-0.23276i,0.37358-0.15823i,0.21579-0.015993i,0.12002+0.040071i,0.10186+0.0033994i,0.079372-0.019769i,0.049953-0.0023048i,0.036902+0.015382i,0.034087+0.01301i,0.029893+0.0047058i,0.020943+0.0029095i,0.013768+0.0055588i,0.013483+0.0060828i,0.015095+0.0036892i,0.012566+0.00081226i,0.0075334-0.0018125i,0.0032372-0.0029029i,0.00027423-0.0011181i,-0.00067688+0.0011214i,-0.00059106+0.0024747i,-0.0005424+0.0052834i
-0.085444+0.11357i,-0.20811+0.24295i,-0.30945+0.32315i,-0.2707+0.24516i,-0.15004+0.08028i,-0.098053-0.00045158i,-0.10726+0.015576i,-0.090845+0.027279i,-0.054869+0.0073785i,-0.035884-0.0077915i,-0.029531-0.0042084i,-0.02256+0.0021554i,-0.012404+0.00028565i,-0.0058302-0.0056971i,-0.0080597-0.0099511i,-0.013555-0.0092525i,-0.012123-0.0050497i,-0.004141+0.00083079i,0.0027584+0.0047898i,0.0040931+0.0047272i,0.002028+0.0036324i,0.00045774+0.0015608i,-0.00029674-0.0027147i
0.046422-0.12081i,0.12711-0.26337i,0.19218-0.34303i,0.15785-0.24638i,0.071437-0.080943i,0.043245-0.021256i,0.054494-0.03975i,0.043698-0.03276i,0.025248-0.00032414i,0.021759+0.014721i,0.0224+0.0074034i,0.018296-0.0012404i,0.011252-0.0010013i,0.00665+0.0044894i,0.0092274+0.0065572i,0.014126+0.0031651i,0.012199-0.0011829i,0.0047902-0.0054626i,0.00066784-0.0080084i,0.0027325-0.0070246i,0.0046579-0.0043069i,0.0043254-0.0010863i,0.0036811+0.0031433i
-0.0045261+0.11726i,-0.044777+0.26622i,-0.097134+0.34905i,-0.098304+0.25396i,-0.052398+0.097456i,-0.036794+0.034059i,-0.051001+0.029788i,-0.048993+0.010728i,-0.03648-0.013737i,-0.029698-0.017041i,-0.024879-0.0057144i,-0.018496+0.0022832i,-0.011889+0.0031907i,-0.0074036+0.00051406i,-0.0076027-0.0018355i,-0.010435-0.0012939i,-0.010006+0.0013562i,-0.0050195+0.0034676i,-0.0020253+0.0030688i,-0.0036002+0.00070702i,-0.0050829-0.0011927i,-0.0042869-0.0026152i,-0.0029466-0.0056217i
-0.024293-0.10999i,-0.031244-0.2526i,-0.015611-0.34127i,-0.0048301-0.26403i,-0.013024-0.12616i,0.0038256-0.066416i,0.035298-0.055186i,0.039053-0.031175i,0.026048-0.0043752i,0.018812+0.0041969i,0.015976-0.00049342i,0.011415-0.0059339i,0.0060668-0.0052078i,0.0028958+0.00083738i,0.0058419+0.0046376i,0.011641+0.0028182i,0.011432-0.00081224i,0.0049892-0.0015756i,-8.1623e-05+0.00135i,-0.00033841+0.0037377i,0.00096209+0.003367i,0.00096813+0.0038234i,0.00085527+0.0069214i
0.05777+0.087472i,0.10307+0.20271i,0.10518+0.2733i,0.072481+0.2108i,0.049339+0.10987i,0.019943+0.07539i,-0.0066179+0.060453i,-0.0090231+0.02115i,-0.0058906-0.012713i,-0.0077606-0.015185i,-0.0056552-0.0036647i,-0.0014303+0.0007529i,-0.00084592-0.0014559i,-0.0011011-0.0050788i,-0.0020164-0.006646i,-0.0044893-0.0036354i,-0.0037548+0.00034612i,0.0021021+0.0012329i,0.0068046+0.00073903i,0.0057548+0.0010717i,0.0020868+0.0010937i,-0.001105-0.00025337i,-0.003454-0.002824i
-0.073801-0.055169i,-0.13688-0.1405i,-0.14695-0.20928i,-0.10036-0.1805i,-0.063382-0.1072i,-0.034926-0.074102i,-0.0039359-0.046779i,0.014057-0.0077845i,0.020191+0.012343i,0.017609+0.010259i,0.010921+0.004478i,0.0073515+0.0017072i,0.0056441-0.001105i,0.0027831-0.00080673i,0.0018037+0.0012884i,0.0034722+0.0013218i,0.0023223-0.00046313i,-0.0017161-0.0023827i,-0.0032949-0.0041039i,-0.0012916-0.0046611i,0.0011604-0.0025103i,0.0031583+0.00081125i,0.0042203+0.0027449i
0.080845+0.022679i,0.157+0.077072i,0.18253+0.13772i,0.13441+0.14315i,0.078667+0.1105i,0.035523+0.095564i,0.0054369+0.073438i,-0.0006338+0.033483i,0.0018585+0.0055359i,0.00048074+0.00030649i,-0.00031219+0.0033378i,0.00087011+0.00475i,0.0025002+0.0054492i,0.0035863+0.003917i,0.0022065-0.00016797i,-0.00033601-0.00081376i,-0.00024188+0.0026634i,0.0031542+0.005157i,0.0039758+0.0039208i,0.00088782+0.0016143i,-0.0018272+0.0012276i,-0.0036953+0.00043684i,-0.0047113-0.002391i
-0.066271+0.002174i,-0.13981-0.020711i,-0.17572-0.065785i,-0.14274-0.089846i,-0.09949-0.088707i,-0.072282-0.084463i,-0.047357-0.051492i,-0.024634-0.0014293i,-0.0063697+0.021752i,-0.00040687+0.015941i,-0.0041305+0.0077108i,-0.0053351+0.0047798i,-0.0032849+0.002857i,-0.0020982+0.00195i,-0.001534+0.0022888i,-0.00077509+0.0019053i,-0.0011736-0.00023053i,-0.0024884-0.0012771i,-0.0022275+0.00012259i,-0.00089359+0.00036735i,0.00014914-0.00015924i,0.00055372+3.2937e-06i,0.0016072+0.0010268i
0.060951-0.022359i,0.12436-0.022229i,0.15452+0.012069i,0.12036+0.051829i,0.075084+0.072318i,0.047111+0.072962i,0.020367+0.044027i,-0.00063929+0.010698i,-0.0082193-0.0010252i,-0.0039332-0.0008126i,0.0019291-0.0033954i,0.0015702-0.0058241i,-0.00060829-0.0024887i,-1.15e-05-8.4493e-05i,0.0020399-0.0025635i,0.0026503-0.0057189i,0.002826-0.0050038i,0.0039128-0.0014128i,0.0044029+0.0013146i,0.0042225+0.0030311i,0.0033983+0.0032922i,0.0015277+0.0021027i,-0.0012154+0.0014365i
-0.030142+0.042094i,-0.07667+0.056329i,-0.1079+0.024238i,-0.096571-0.036044i,-0.077614-0.078065i,-0.068544-0.080428i,-0.053537-0.045919i,-0.035416-0.0093008i,-0.02077+0.0042957i,-0.01237+0.0038962i,-0.0078114+0.0029785i,-0.0043719+0.00023277i,-0.00445-0.00416i,-0.0062352-0.0036445i,-0.0054834+0.00093096i,-0.0030314+0.0031182i,-0.0026323+0.00076746i,-0.0053093-0.0013184i,-0.0049491-0.001573i,-0.002187-0.0021759i,-0.00055092-0.0033078i,0.00032243-0.0044791i,0.0013118-0.0039245i
0.016965-0.037232i,0.046663-0.059611i,0.069693-0.038772i,0.067858+0.018757i,0.064203+0.057755i,0.058557+0.05186i,0.040467+0.017724i,0.019618-0.010675i,0.0054223-0.016988i,0.0035252-0.01056i,0.0068387-0.0075763i,0.0068325-0.0073671i,0.0048653-0.0034026i,0.005534-0.00035935i,0.0072288-0.0011395i,0.0068556-0.0023719i,0.0055971-0.001517i,0.0044256+9.9753e-05i,0.0017746+0.0012255i,-9.7344e-05+0.0021627i,-0.00023692+0.003261i,-0.00022084+0.0035893i,-0.0015558+0.0025948i
0.0086241+0.033929i,-0.0017007+0.051642i,-0.017747+0.027317i,-0.030501-0.030433i,-0.047158-0.062424i,-0.056767-0.047477i,-0.044689-0.012805i,-0.023062+0.0062943i,-0.0086106+0.0050841i,-0.0052487+0.0034598i,-0.0027993+0.0080356i,0.0015002+0.0083125i,0.0017186+0.0024048i,-0.0013859+0.00041i,-0.0041379+0.0034389i,-0.003611+0.0058454i,-0.0013407+0.0040097i,-0.00066764+0.0007715i,-0.00071581-0.00065539i,-0.0014529-0.00080482i,-0.0019978-0.00061559i,-0.00048971-0.00099543i,0.00095581-0.0010795i
-0.01343-0.021301i,-0.013748-0.033242i,-0.0026706-0.010186i,0.018609+0.040806i,0.040405+0.059877i,0.04673+0.033691i,0.037777+0.00049906i,0.026915-0.01337i,0.018876-0.01142i,0.01244-0.0068084i,0.0066095-0.0053309i,0.003356-0.0025858i,0.00431+0.0026799i,0.0059681+0.0041741i,0.0051487+0.00019702i,0.0019983-0.0038024i,0.00038909-0.0042085i,0.00096494-0.0027133i,0.0014026-0.0013001i,0.0025634+0.00027748i,0.0025938+0.0015387i,0.0014619+0.0019507i,0.0011626+0.0014481i
0.019389+0.011988i,0.030249+0.014835i,0.020733-0.01046i,-0.0073514-0.048946i,-0.032697-0.051346i,-0.042444-0.018111i,-0.036518+0.014622i,-0.022598+0.026296i,-0.010746+0.02009i,-0.0067426+0.012858i,-0.0041602+0.011189i,-0.0025641+0.0080439i,-0.0052245+0.0025092i,-0.0077201+6.7306e-05i,-0.0066049+0.0013901i,-0.0037863+0.0039319i,-0.0018243+0.0048855i,-0.00017861+0.003046i,0.0016331+5.6742e-05i,0.00085774-0.0021622i,-0.0018233-0.0025396i,-0.0031308-0.0021063i,-0.0027077-0.0016308i
-0.016407+0.0024864i,-0.029556+0.012835i,-0.023008+0.04114i,0.003859+0.067823i,0.023367+0.055006i,0.026475+0.01253i,0.019221-0.017045i,0.0098822-0.019099i,0.0054361-0.0093937i,0.0025529-0.0054325i,-0.0011049-0.0062423i,-0.002534-0.0045344i,-0.0011867-0.00063722i,0.0012602+0.00038205i,0.002178-0.0020264i,0.0014945-0.0041289i,0.0014834-0.004515i,0.0021332-0.0031791i,0.0016167-0.001773i,0.0013463-0.0010742i,0.001468-0.00072969i,0.00031119-0.00020263i,0.00017871+0.0011356i
0.012064-0.015187i,0.017917-0.034154i,0.0051681-0.062647i,-0.018126-0.075684i,-0.027175-0.048922i,-0.023639-0.0014198i,-0.020416+0.025949i,-0.016524+0.026392i,-0.012028+0.016182i,-0.0083813+0.0096936i,-0.0030523+0.00731i,0.00090176+0.0020104i,0.00082621-0.0036405i,-0.00028766-0.0034811i,-4.5822e-05-0.00041159i,0.0010844+0.00016807i,0.001634+0.00022991i,0.0014187+0.00089726i,0.001205+0.0005292i,0.0011331+0.00030039i,0.00097241+0.0013432i,0.00081636+0.0023327i,-0.00023515+0.0023321i
0.0027502+0.017494i,0.0027306+0.042417i,0.013355+0.068027i,0.022947+0.07478i,0.015977+0.046957i,0.0034252+0.0018894i,-0.0016941-0.024964i,-0.0014658-0.026375i,2.0356e-05-0.018549i,-0.00071218-0.01324i,-0.0025152-0.0095419i,-0.001526-0.004659i,0.0020696-0.0005081i,0.0047851+0.00051649i,0.0042806-0.00043588i,0.0022965-0.0018824i,0.0011424-0.0024718i,0.00010412-0.0021988i,-0.00045203-0.00070834i,0.00016314-0.00032051i,0.0014327-0.0020346i,0.002297-0.0033746i,0.0017308-0.0028654i
-0.0013292-0.016313i,-0.012084-0.046515i,-0.030017-0.077071i,-0.03835-0.079843i,-0.026233-0.044478i,-0.0088184+0.0035789i,-0.00066819+0.028125i,0.00060816+0.024472i,0.00093582+0.012248i,0.0023023+0.0059786i,0.0035116+0.0043237i,0.0035704+0.0017739i,0.0027474-0.0014529i,0.00145-0.0015143i,0.00086372+0.0012023i,0.00089822+0.0018691i,0.00050497+0.00057986i,0.0013569-0.00012242i,0.002598+0.00023375i,0.0023007+0.0015157i,0.0007667+0.0038198i,-0.00054606+0.0049304i,-0.00041202+0.0042516i
0.017639+0.018788i,0.0401+0.040803i,0.061798+0.062171i,0.055309+0.064125i,0.018111+0.03615i,-0.015037-0.00058037i,-0.021961-0.018732i,-0.012353-0.017671i,-0.0021768-0.01088i,0.0012581-0.0075937i,0.00034918-0.0056464i,-0.0013541-0.00058917i,-0.00087643+0.0044843i,0.0006337+0.0058263i,0.0011799+0.0044111i,0.0017949+0.0026393i,0.0029061+0.00085607i,0.0023786-1.2916e-05i,0.0012315+0.0001876i,0.00082954-0.00051319i,0.0003162-0.0018105i,-2.7802e-05-0.0014671i,0.00072424-0.00055176i
-0.015855-0.0092657i,-0.043217-0.02526i,-0.070528-0.047056i,-0.06675-0.053554i,-0.030518-0.032402i,0.001114-0.0017105i,0.010614+0.017386i,0.0092671+0.020278i,0.0059954+0.015105i,0.004505+0.011073i,0.0047356+0.0073953i,0.0022502+0.0020715i,-0.0014317-0.001401i,-0.0022933-0.001316i,-0.0019676-0.0011465i,-0.0019582-0.0015557i,-0.0019049-0.00089907i,-0.0014031+0.00062978i,-0.00073094+0.0013918i,7.556e-05+0.0011362i,0.00043714+0.0014068i,-0.0004152+0.002047i,-0.0014937+0.0025018i
0.025321+0.0023603i,0.058066+0.0089482i,0.084343+0.020771i,0.069651+0.026802i,0.017901+0.015924i,-0.02369-0.0014546i,-0.032992-0.0097287i,-0.023896-0.0076662i,-0.012279-0.0033566i,-0.0065757-0.00070281i,-0.0043195+0.0011201i,-0.0021691+0.0023665i,-0.0011551+0.0031388i,-0.00087798+0.0034105i,-0.0005649+0.0037829i,0.00053218+0.0043013i,0.0017204+0.0037851i,0.0013347+0.0021369i,3.3589e-05+0.00059349i,-0.00094649-0.00093409i,-0.0017601-0.0031119i,-0.0026613-0.0046508i,-0.0034816-0.0040515i
-0.014963+0.0077662i,-0.044082+0.0082735i,-0.071287+4.2402e-05i,-0.062168-0.014369i,-0.020273-0.020287i,0.010055-0.012287i,0.01556+0.0001355i,0.010827+0.0056602i,0.0050192+0.0048373i,0.00066995+0.0035029i,-0.00014103+0.0023299i,-0.00038323-0.0021798i,-0.0021654-0.0071565i,-0.0033343-0.0078147i,-0.0035469-0.0060963i,-0.0033745-0.0034381i,-0.0016792-0.0011941i,-0.00051926+5.6051e-05i,-0.00019734+0.0013018i,0.0014776+0.0030509i,0.0025377+0.0036403i,0.0021391+0.002638i,0.0011067+0.0017748i
0.016405-0.010471i,0.044573-0.02252i,0.070729-0.024942i,0.061215-0.0109i,0.019137+0.0030675i,-0.015152+0.00394i,-0.025403-0.00051075i,-0.020217-0.0028488i,-0.011224-0.0038749i,-0.0069988-0.0039071i,-0.0042642-0.0023195i,0.00088677+0.0015826i,0.0046215+0.0052106i,0.0054536+0.0061646i,0.0041316+0.0045529i,0.0026921+0.0023423i,0.0023323+0.00079541i,0.001968-0.00042616i,0.0011233-0.0021727i,0.00015921-0.0033761i,-0.00014328-0.0027482i,0.00059008-0.0021103i,0.0010962-0.0024065i
-0.0061558+0.017951i,-0.022277+0.036007i,-0.041745+0.044349i,-0.037691+0.026299i,-0.0093986+0.0010997i,0.011251-0.0095734i,0.01545-0.0084035i,0.011765-0.0046497i,0.0074816-0.0025685i,0.0051409-0.001736i,0.0032251-0.0012007i,0.00069499-0.0028673i,-0.0022178-0.0064079i,-0.0035679-0.0075065i,-0.0037077-0.0068008i,-0.0038213-0.0057364i,-0.0038351-0.0041632i,-0.002476-0.001964i,-0.001432-0.00056974i,-0.00049351-0.00063996i,0.00038124-0.00049711i,0.0012784+0.00028203i,0.0015991+0.0015158i
0.0022989-0.020147i,0.01158-0.041789i,0.023806-0.051464i,0.023682-0.029915i,0.0062513+0.0020498i,-0.0095407+0.015324i,-0.014501+0.013405i,-0.010692+0.0084905i,-0.0044912+0.0038165i,-0.00093158+0.00024307i,0.00065751+0.00013956i,0.0031292+0.0034299i,0.0052608+0.0080596i,0.005851+0.010508i,0.0052541+0.0082879i,0.0033821+0.00472i,0.0018683+0.0018596i,0.0016583+0.00018765i,0.002292+2.3681e-05i,0.0008657+8.7598e-06i,-0.0017055+0.0005728i,-0.0027669+0.0018047i,-0.0028172+0.0024607i
0.0069143+0.013769i,0.0061999+0.037355i,-0.0042352+0.051406i,-0.012654+0.03765i,-0.0081041+0.010393i,0.00056907-0.0075579i,0.0054265-0.012351i,0.0058756-0.0082332i,0.0044038-0.0034573i,0.0034404-4.4383e-05i,0.0025751+0.0015726i,-0.00079463-0.00042477i,-0.0059693-0.0048836i,-0.0073568-0.0078303i,-0.0049535-0.0072576i,-0.0019438-0.0053922i,-0.00013226-0.0038471i,0.00046144-0.0023779i,0.0010482-0.00057771i,0.0022629+0.00071995i,0.0023507+0.00068679i,0.0010998+0.00052252i,0.0010555+0.00075463i
-0.0068047-0.0077033i,-0.013915-0.027363i,-0.014188-0.04439i,-0.0090358-0.033904i,-0.0083544-0.0058474i,-0.0088996+0.012837i,-0.0073882+0.017061i,-0.0048569+0.012703i,-0.0020125+0.0068859i,-0.0012579+0.004543i,-0.00031997+0.0042699i,0.0036684+0.0038354i,0.0082457+0.0047967i,0.0096458+0.0061941i,0.0077359+0.0064027i,0.0057195+0.0045503i,0.0043317+0.0017754i,0.0028209+0.00031125i,0.0019448-0.00040031i,0.00075811-0.00081573i,-0.00017805-0.00086177i,-0.0001376-0.0010014i,-0.0012317-0.0021182i
0.013032+0.008692i,0.0275+0.02189i,0.03135+0.033243i,0.017539+0.024852i,0.0028038+0.002278i,-0.0041023-0.01223i,-0.0045371-0.013756i,-0.0019105-0.0073761i,0.00022106-0.0016193i,-0.00022931-0.00017652i,-0.0015109+0.00026037i,-0.0029471-0.00069946i,-0.0055879-0.00464i,-0.007651-0.0074729i,-0.0066361-0.0065043i,-0.0036959-0.003888i,-0.0010784-0.0021195i,-0.00031032-0.0015762i,-0.00053525-0.00076972i,-0.00052283-0.00018566i,-0.00072348-0.00048769i,-0.00024589-0.0001808i,-0.00016574+0.00032249i
-0.0092294+0.0015695i,-0.024119-0.0073801i,-0.032594-0.019105i,-0.024254-0.01828i,-0.010851-0.004196i,-0.0040708+0.0086545i,-0.0039039+0.015094i,-0.0034925+0.014178i,-0.0011031+0.0092062i,-0.00053978+0.0035288i,-0.0011239+0.00083425i,0.001724+0.0018424i,0.007039+0.0039679i,0.010258+0.0057317i,0.0084184+0.0057209i,0.0043717+0.0045695i,0.0017447+0.0038803i,0.0010535+0.0038484i,0.0015471+0.003583i,0.00092934+0.003551i,0.00013404+0.0036377i,0.00081929+0.0036571i,0.0015358+0.0031139i
0.016577+0.00071241i,0.032219+0.00061003i,0.040699+0.0023873i,0.027504+0.00033841i,0.0039887-0.0073791i,-0.012498-0.010853i,-0.016125-0.0078638i,-0.011827-0.0027499i,-0.0063377+0.00035489i,-0.0027087+0.00018489i,-0.0015729-0.0018714i,-0.0039879-0.0023108i,-0.0092597-0.0016094i,-0.012309-0.0023583i,-0.010796-0.003006i,-0.0059752-0.0030842i,-0.0020191-0.0030862i,-0.0007694-0.0028556i,-0.00069838-0.0020177i,2.1205e-05-0.00017121i,0.0010154-8.6691e-05i,0.0010573-0.00084711i,0.00099831-0.0011162i
