-0.006809+0.00075237i,-0.0061676+0.00088556i,-0.0073318+0.00354i,-0.0060987+0.0044374i,-0.0032541+0.0046309i,-0.0011035+0.0032136i,0.00017194+0.0023117i,0.00012091+0.0028377i,0.00055894+0.0020124i,0.0016562+0.0019449i,0.0016239+0.0019542i,0.0016684+0.00022873i,0.00049521-0.0012535i,-0.00055368-0.0017946i,-0.00097879-0.00098237i,-0.0020369-0.00075571i,-0.0020644-0.00085327i,-0.0012276+1.3883e-05i,-0.00084796+0.00088171i,-0.00075165+0.00087075i,-0.0011242+0.00048341i,-0.001657+0.00042327i,-0.0011433+0.00041219i
-0.0011051-8.9104e-05i,-0.0011265+0.00029889i,-0.001629+0.0010719i,-0.0016427+0.0013222i,-0.00024691+0.00032476i,1.0239e-05-6.4948e-06i,-0.0012798+3.9523e-05i,-0.0012752-1.5332e-05i,-5.4655e-06+0.00042076i,0.00018818+0.00063389i,2.1924e-06+8.1161e-05i,-0.00018133-0.00083996i,-0.00025804-0.0015812i,-0.00054295-0.0013782i,-0.0011425-0.00051862i,-0.00038371-0.00020958i,-2.5477e-05-0.00090187i,-0.00017263-0.0014611i,-0.00025967-0.0011351i,-8.0765e-05-0.00053249i,-0.00034016-3.3672e-05i,-0.00049934+0.00071936i,-0.00040984+0.00015475i
0.0023732+0.00012145i,0.0015249-0.00029519i,0.00091212+0.00046588i,0.001042-0.0002854i,0.00080784-0.0012875i,-0.00045421-7.9134e-05i,-0.0010975+0.00059898i,-0.0011938+0.00044635i,-0.001475+0.00014132i,-0.0012457-0.0003107i,-0.0014428+0.00023784i,-0.001681+0.0010679i,-0.0010492+0.0006863i,0.00021995+0.0002763i,0.0011967+0.00042375i,0.00093312+2.5092e-05i,-0.00043004-0.00049653i,-0.0015666-0.00070187i,-0.001306-0.00042382i,-0.00084502+3.863e-05i,-0.0011253+0.00028417i,-0.00086008-0.00021911i,0.00024018-0.0004561i
-0.0014819-0.00162i,-0.0009752-0.0015514i,-0.0025274-0.0010139i,-0.0029011-0.00023614i,-0.0016587+0.00070499i,-0.0010991+0.00075867i,-0.0012334+0.00046083i,-0.0013718+0.00017958i,-0.0017399+0.00059935i,-0.0013996+0.0017633i,2.8875e-05+0.0026397i,0.00095285+0.0019238i,0.00086509+0.00035547i,0.00033473-0.00030623i,0.00029763-0.0007346i,-0.00010689-0.0013302i,-0.00095406-0.0017763i,-0.00094156-0.0014632i,-0.0010936-0.00055217i,-0.0019357+9.4414e-05i,-0.0017842+4.4168e-05i,-0.0008455+0.0002117i,-0.00043461+7.2235e-05i
-0.0025809+0.0002988i,-0.0019638+0.00092059i,-0.001757+0.0030674i,-0.0014748+0.0036515i,-0.00041075+0.0029689i,0.0005856+0.0015739i,-0.00060899+0.00023982i,-0.0010015+0.00068451i,-0.00029494+0.0020166i,-0.00064306+0.0023259i,-0.00056069+0.0015989i,-5.1848e-05+0.0011675i,-0.00020233+0.00044725i,-0.00024471-0.00026656i,-0.00042647-0.0005593i,-0.00061675-0.00045273i,-0.00035744-0.00017208i,-0.0005891-0.00094364i,-0.00055658-0.0011387i,-0.00067687+0.0005139i,-0.00049647+0.0014363i,0.00041179+0.00056055i,0.00050488-2.8407e-05i
-0.0015013+0.00024645i,-0.0013637+0.0015319i,-0.00072174+0.0023149i,-9.8153e-05+0.0015883i,3.9741e-05+0.00039127i,4.1248e-05-0.00010369i,-0.00046951-0.00038412i,-0.0010978-0.00026089i,-0.001298+0.00092547i,-0.00060029+0.0014091i,0.00025523+0.00031761i,-4.8427e-06-0.00044488i,-0.00017571-0.00084771i,-0.00034028-0.00089163i,-0.00033192-0.00030231i,-0.0010938-0.00030637i,-0.0018224-0.00042604i,-0.0014616-0.00068848i,-0.00082774-7.6684e-05i,-0.00031819+0.00049358i,-0.00024878+0.00023771i,-0.00025195-1.2959e-06i,0.00041942-0.00072659i
0.0012898-0.00088144i,0.00083105-0.00032155i,-0.0003612+0.00020879i,-0.00014663+0.00043782i,-0.0007204+0.00053513i,-0.0015825+0.00069649i,-0.00095937+0.00047462i,-0.00032485+0.00026716i,-0.00046103+0.00019657i,-0.00052347+0.0010376i,-0.0011914+0.0018807i,-0.00098887+0.0019155i,-0.00022901+0.0012438i,0.00011934+0.0011347i,-9.003e-05+0.00057673i,-0.00035097-0.00025418i,-0.0002503-0.0004875i,-0.0008216-0.00054052i,-0.0013046-0.00052762i,-0.00076935-0.00036055i,5.0821e-05+7.5361e-05i,0.00027678+0.00019467i,0.00025042-0.00069743i
-0.0014813-0.00092731i,-0.0019059-0.00076203i,-0.0027864-0.00081069i,-0.0032149-0.00055248i,-0.0024319-0.000431i,-0.0019174-0.00013695i,-0.0011782+0.00043705i,-0.00079253+0.00084309i,-0.0015637+0.00032418i,-0.0015652+2.4924e-05i,-0.0010297-3.2124e-05i,-0.00021003-0.00037272i,0.00020648-0.0001978i,-0.00043826-0.00028522i,-0.00075762-0.00063752i,-0.00094251-0.00053057i,-0.0013113-0.00025164i,-0.0012848-0.00024433i,-0.0014808+2.2698e-05i,-0.0014059+7.4742e-05i,-0.00093447-0.00063968i,-0.00049606-0.0010342i,-0.00052466-0.00054739i
-0.0026836-0.0029153i,-0.0029062-0.0025967i,-0.0039665-0.0017376i,-0.0029724-0.00027364i,-0.0019299+0.00054297i,-0.0012715+0.00089718i,-0.00028512+0.00063744i,-0.00042209+0.00032041i,-0.0011397+0.00028029i,-0.00096414+0.00047463i,0.00012684+0.00088122i,0.00074458+0.00044895i,0.00064603-0.00064651i,0.00054217-0.00087887i,0.00026316-0.001055i,0.00016734-0.0017449i,-0.00012953-0.0020029i,-0.0004711-0.0016467i,-0.00056206-0.00063615i,-0.00058961-0.00037294i,-0.00046504-0.00053498i,-0.00066785+2.4865e-05i,-0.0012614+0.000361i
-0.0006054-0.00041083i,-0.00092654+0.00033431i,-0.0015816-0.00015757i,-0.0014938-0.00086571i,-0.0009215-0.0010311i,-0.00028213-0.00090561i,-0.00079294-0.00041816i,-0.0011642-0.0002051i,-0.0012819+4.8445e-05i,-0.00047764+0.00058094i,0.00021653+0.000153i,-0.00041817-0.0002841i,-0.0012085-0.00047268i,-0.00081905-0.00088694i,9.3823e-05-0.0011335i,-0.0006517-0.0015417i,-0.0015826-0.0017235i,-0.0010181-0.00068522i,-0.00063296+0.00034133i,-0.00064058+0.00045345i,-0.0006032+0.00041969i,-0.00013854+0.00012988i,-2.7253e-05+5.434e-05i
-0.0025193-0.00081459i,-0.0015039+0.00035682i,-0.0022376+0.0019979i,-0.0013149+0.002475i,0.00035842+0.0019059i,0.00040877+0.00095535i,-0.0012661+0.0003937i,-0.0024151+0.00038717i,-0.0020121-0.00026281i,-0.0014446-0.00060745i,-0.00098946+0.00012896i,-0.00043049-1.087e-05i,-5.154e-05-0.0013288i,-0.00030396-0.0016107i,-0.00022591-0.0014034i,1.1975e-05-0.0011384i,-0.00010387-0.0010623i,-0.00059936-0.0013911i,-0.00089275-0.0010152i,-0.00076728-3.5496e-05i,-0.00073143+0.0003708i,-0.00057325+0.00024283i,-0.00040521+0.00053597i
0.0018763+0.00016166i,0.00093349+7.0482e-05i,0.00096853-0.00082682i,0.00067669-0.0022613i,-0.0007735-0.0017867i,-0.001576-0.00069837i,-0.0010169+0.00022004i,-0.00055842+0.0010038i,-0.0012312+0.00089768i,-0.0021805+0.00027622i,-0.0011172+3.7464e-05i,3.2872e-05+0.0002292i,-5.397e-05+0.00043374i,-0.00016519+0.00029588i,0.00023161-0.00023859i,4.0676e-05-0.00084983i,-0.00046816-0.0018045i,-0.00020494-0.0022404i,-0.00042942-0.0017019i,-0.0013568-0.00039926i,-0.00087095+0.00071134i,-0.00017995+0.0003471i,0.00023649-0.0003596i
0.00012017+0.0011573i,9.551e-05+0.0016339i,0.00023793+0.0016233i,0.00036224+0.00012314i,0.00019612-0.00044234i,-0.00046155+1.0705e-05i,-0.0010725+0.00014602i,-0.0010321+0.00039522i,-0.00073745+0.000267i,-0.00030206-0.00021825i,-0.00019783+0.00022626i,-0.00026224+0.00012281i,-7.0022e-05-0.00072981i,0.00016982-0.00035501i,-5.5505e-05+1.958e-05i,-0.00036749+0.00012245i,-0.00061597+0.0001001i,-0.00028999-0.00024855i,-0.00042021-0.00019575i,-0.00083354-2.5705e-05i,-0.0003547+1.9603e-05i,-0.00045258-0.00019077i,-0.00063049-0.00024451i
0.00039437+0.0014594i,0.00023679+0.00074995i,-0.00026076+0.00033497i,0.00014118-6.9994e-05i,0.00053923-0.00015562i,-0.00070676-0.00089626i,-0.0013232-0.00032749i,-0.0013521+0.00078337i,-0.0012263+0.0010539i,-0.0013973+0.001671i,-0.0016203+0.00099842i,-0.0011234+0.00055708i,-0.0008938+0.0010081i,-0.00080358+0.0005827i,-0.00064435-0.00040819i,-0.0007417-0.00063131i,-0.00073453-0.00058745i,-0.0004781-0.0010752i,-0.00075589-0.00074955i,-0.00082928+0.00058752i,-0.00060407+0.00089348i,0.00013262+0.00034669i,0.00063413-0.00034407i
-0.0011212+3.3303e-06i,-0.00033049+0.0007872i,5.8617e-05+0.0012673i,-3.2817e-05+0.0018515i,-0.00017023+0.0014851i,-0.00029299+0.0004684i,-0.0006941-8.3165e-05i,-0.00028252+0.00027535i,0.00018173+0.0010555i,0.00044845+0.000768i,0.00027826+0.00019083i,0.00013816+0.00027993i,0.00039199-1.4471e-06i,-1.4684e-05-0.00025109i,-0.00066833-0.0002489i,-0.00073182-0.00057391i,-0.00029505-0.0013605i,-0.00048193-0.001303i,-0.0011625-0.00036068i,-0.0010147-8.0489e-05i,-0.00088925-5.3854e-05i,-0.00067191-0.0010869i,-0.00068541-0.0018096i
0.00050184+0.0015956i,0.00064853+0.0022066i,0.00084434+0.0014271i,0.00087269-0.00015715i,0.00076708-0.00098413i,-0.00059866-0.00042973i,-0.0005577-0.00024822i,0.00011408+0.00015051i,0.00045211+0.00036029i,0.00054921+0.00015837i,-0.00022391+2.0619e-05i,-0.00036943-0.00023303i,2.5763e-05-0.00044063i,-0.00010213-0.00059785i,0.0001716-0.0002904i,-9.1684e-05-0.00018781i,-0.00028038-0.00049682i,-0.00018206-0.00065258i,-0.00046879-0.00023648i,-0.00025931-0.00017028i,-0.0002297+2.573e-05i,-0.00039564+5.5654e-05i,-0.00046808-0.00032891i
0.0012757+0.00051297i,0.00086574+0.00012989i,0.0015029+0.00089114i,0.0015557+0.00023287i,0.000374-0.0011945i,-3.0585e-05-0.0014174i,-0.00037041-0.0010929i,-0.00019137-0.0004742i,-0.00024003+7.5098e-05i,-0.00095243+0.00046499i,-0.0010044+0.0016098i,-0.00062152+0.0020359i,-0.00053238+0.00063496i,-0.0011142-0.00025672i,-0.00055602-4.2323e-05i,0.000326+2.6934e-06i,-1.4722e-05-0.00039986i,-4.7354e-05-0.00030028i,-0.00016432+0.00040643i,-0.00083633+0.00028488i,-0.00053018+1.0777e-05i,0.00013891-0.00017682i,0.00063742-0.00010857i
0.00057358+0.00033098i,0.00068645-0.00048248i,0.00061309-0.0011755i,-0.00044663-0.00078109i,-0.00099457-0.0003936i,-0.0012076-0.00058081i,-0.0012112-0.00011616i,-0.001065-0.00026942i,-0.00092254-5.8348e-05i,-0.00076829+0.0010754i,-0.00069579+0.0011608i,-0.0010677+0.00081063i,-0.00092697-5.8446e-05i,-0.00010053-0.0012649i,0.00052635-0.0015532i,0.00057685-0.0013383i,0.0005028-0.00083323i,-9.6343e-05-0.0001702i,-4.7408e-05-0.0005301i,-0.00027917-0.00075078i,-0.00066333-8.8052e-05i,0.00017972+0.00013628i,0.00038118+0.00016382i
-0.00068251-0.00026526i,-0.00034615+0.0003007i,-0.0010419+0.0011226i,-0.00073697+0.001746i,-0.00058517+0.0011765i,-0.0011763-0.00026442i,-0.0015385-0.00048301i,-0.0010381+0.00029932i,-0.00044632+0.00082172i,-0.00036409+0.0013753i,3.5979e-05+0.0010953i,0.00044236+9.8772e-05i,0.00023361-0.00072066i,-0.000776-0.00045026i,-0.00080922+6.5715e-06i,-0.00085595-0.00061369i,-0.00084503-0.00094289i,-0.00072235-0.00058005i,-0.00089442-0.00022599i,-0.00065831+0.00034396i,-0.00015757+0.00018405i,-0.0004106-1.3016e-05i,-8.194e-05+6.415e-05i
-0.0010934-0.0010873i,-0.001308-0.00045701i,-0.0010354+0.00025257i,-0.00022521+0.00047627i,0.00030181+0.0009467i,0.00071175+0.00059005i,0.00038272+0.00038382i,-0.00023064+0.00092648i,-0.00027376+0.00072952i,1.1256e-05+2.2417e-05i,0.00045335-1.5438e-05i,0.00062728-0.0003686i,-0.00039523-0.0013963i,-0.0010382-0.001671i,-0.00063916-0.00082714i,-0.00078105+0.00068626i,-0.00058155+0.00046481i,-0.00051359-0.00036563i,-0.0010933-0.00017564i,-0.0017775+0.00013201i,-0.0013827+0.00012148i,-0.00075073+0.00037123i,-0.00034074+4.9701e-05i
-0.0013411+0.0038746i,-0.00094218+0.003278i,-0.00048362+0.0032001i,0.00050511+0.0022399i,0.00097811+3.1399e-05i,8.9001e-05-0.0017991i,-0.00085656-0.0003538i,-0.0015992+0.0012878i,-0.00088929+0.00057996i,-2.5491e-05-1.2853e-05i,-4.645e-05-0.00036172i,-5.3676e-05-0.00065132i,-0.00036677-0.00069381i,-0.0011128-0.00054336i,-0.00074699-0.00056571i,-0.00033713-0.00064153i,-0.00035827-0.00027464i,-0.00018336-0.00022893i,-0.00038949-0.00031252i,-0.00054962+0.00032637i,-0.00045852+0.0010864i,4.6115e-05+0.00030969i,6.7632e-05-0.00045068i
0.00054821+0.0010465i,0.0013447+0.001235i,0.0018325-9.5758e-05i,0.0019535-0.00085354i,0.0011648-0.0014812i,-0.00017892-0.0016652i,-0.00089427-0.00089937i,-0.00075786-7.0494e-06i,-0.00064298+0.00049391i,-0.0011923+0.00058836i,-0.00137+0.00037877i,-0.00080427-0.00018497i,-0.0008219-0.00078077i,-0.00044458-0.00091831i,0.00051094-0.00086174i,0.00012444-0.0014194i,-0.00051541-0.0013954i,-0.00069571-0.00056453i,-0.00054639-0.0003779i,-0.0002082-0.00030645i,-0.00097338+0.00058617i,-0.000961+0.00098014i,-0.00048033+0.00064242i
0.00029467-0.0028366i,-0.00029865-0.001919i,-0.00084985-0.001107i,-0.0019759-0.0005458i,-0.0025388+9.3629e-05i,-0.0024367+0.0010255i,-0.0019236+0.0012181i,-0.0020672+0.00093405i,-0.0019327+0.00056222i,-0.0011301+0.00036405i,-0.00080989-4.9068e-05i,-0.00016245-0.00082093i,0.00044991-0.001267i,0.0010527-0.0011348i,0.0010214-0.00032162i,0.00034973+0.00018089i,-0.00016414-8.7326e-05i,-0.00044697-0.00041004i,-0.0004416-0.00053978i,-0.00089091-0.0001985i,-0.0012717-2.1765e-05i,-0.00081533-0.00020568i,-0.001047-0.0002639i
-0.0017569+0.0011244i,-0.00061638+0.00108i,0.00046182+0.0011665i,0.0010682+0.00127i,0.00093643+0.00089371i,-6.7512e-06+0.00015591i,-0.00022923+0.0005732i,-4.2199e-05+0.0012198i,-0.00063384+0.0014135i,-0.0015618+0.00097427i,-0.0014887+0.0007691i,-0.00060241+0.0005329i,-0.00032028-0.0010881i,-0.000301-0.0021326i,-0.00095821-0.0012295i,-0.002028-0.0005111i,-0.0017398-0.00079946i,-0.00076603-0.0013492i,-0.00034276-0.001162i,-0.0009019-0.00040834i,-0.0008721-0.00025454i,-0.00022636-0.00049482i,-0.00016684-0.00059517i
0.00093066-0.0010915i,2.3741e-05-0.00096178i,-0.00044438-0.0021268i,-0.00078013-0.0021971i,-0.00069421-0.0014374i,-0.00088052-0.0011095i,-0.00072212-0.0013694i,4.4807e-05-0.0013108i,-0.00035707-0.00036114i,-0.0016303-0.00031413i,-0.0018506-0.00063284i,-0.00066417-1.6857e-05i,-0.00014134+0.00072046i,-0.0009847+0.00042153i,-0.0010252-0.0010927i,-7.7441e-05-0.0015779i,3.9073e-05-0.00098167i,-0.00060444-0.0010785i,-0.0011161-0.0004024i,-0.0007748+0.0011091i,-1.5687e-05+0.001438i,0.0004489+0.00073693i,0.00095647+0.00011436i
-0.0017972+0.0013637i,-0.00040094+0.0021278i,0.00037394+0.0039392i,0.0010305+0.004419i,0.0014081+0.0027758i,0.0010495+0.00095149i,0.00027801+0.00033686i,-9.2706e-05+6.6193e-05i,5.4153e-05+0.00024373i,-0.0010212+0.00093739i,-0.0011117+0.00090756i,-0.00032632+0.00024423i,-0.00026028-0.00073169i,-0.00092938-0.0013993i,-0.00097066-0.00096877i,-0.00077547-0.00085214i,-0.0012369-0.0010457i,-0.00090405-0.00014228i,-0.00037572+0.00012409i,-4.8582e-05+0.00018827i,0.00056386+0.00045657i,0.0003933+0.00070991i,0.00012188+0.0014728i
0.0010046-0.00070846i,0.00059127-0.00081838i,0.0005348-0.0029917i,-8.4965e-06-0.0030517i,-0.0010258-0.0017198i,-0.0016898-0.00092711i,-0.0022588-0.00047099i,-0.0023516+1.0972e-05i,-0.0020061-5.5232e-06i,-0.0016468-0.00044433i,-0.00084974+7.8058e-05i,-0.00047317+0.00024552i,-0.00027949-0.00075784i,0.00024235-0.001038i,0.0003742-0.00042644i,0.00020941-0.00026075i,-8.0165e-05-0.00075766i,-0.00095584-0.0011814i,-0.0014099-0.00076296i,-0.00066025-0.00059104i,8.3773e-05-0.00078622i,-0.00040442-0.00077294i,-0.00080826-0.00028464i
0.002289-0.0017673i,0.00042085-0.0010645i,-0.00085721-0.0010632i,-0.0005253-0.00071699i,-0.00011534-0.00033554i,-0.00089824-0.00016902i,-0.0011412+0.00042656i,-0.0010183+5.398e-05i,-0.00091139-0.00025966i,-0.00070315+0.00042024i,-0.00065875+0.00061053i,-0.00055747+0.00012382i,-0.00029393+0.00046666i,0.00022669+0.00060986i,0.00099054+1.3774e-05i,0.00048679-0.00044869i,-1.3392e-05-0.00089192i,-0.00035339-0.00083612i,-0.00085981-0.00035482i,-0.00093411-0.00020075i,-0.00014672-0.00089892i,7.3874e-05-0.0010993i,-0.00038842-0.0005755i
0.00035941+0.00016901i,0.00053997+5.1332e-05i,0.00013892-0.00040288i,0.00043732-0.0013664i,0.00019849-0.001694i,-0.0010204-0.00057731i,-0.0012447+0.00035723i,-0.0010082+0.00035424i,-0.0012766+0.0003578i,-0.0012281+0.00062217i,-0.00037677+0.00036627i,0.00023151+0.00016255i,-0.00057807+0.00034155i,-0.0010499-0.00024706i,-0.00078159-0.0010128i,-0.0012608-0.0011167i,-0.0012791-0.001105i,-0.00076146-0.0016166i,-0.00061357-0.0015957i,-0.00030565-0.00059847i,-0.0006103-9.6989e-05i,-0.00082591-0.00075454i,8.4718e-05-0.0013863i
-0.0021506+0.0012821i,-0.0023912+0.0028709i,-0.0027403+0.0041288i,-0.00209+0.0029721i,-0.00059193+0.00043398i,0.00029476-0.0010685i,0.00040378+0.00018838i,-2.7198e-05+0.0019771i,-0.0011859+0.0018097i,-0.0007027+0.0010091i,-0.00033212+0.00053136i,-0.00061874+0.00043283i,-0.0013116+0.00040545i,-0.00082832-0.00045475i,-3.173e-05-0.00087303i,-0.00022438-0.0010719i,0.00019318-0.00059405i,0.00034586-3.2744e-05i,-0.00010894+0.00049148i,-9.4858e-05+0.0011244i,-0.00039806+0.0010347i,-0.0003964+0.0003069i,4.0829e-05+0.00019863i
-0.00041829+0.0018835i,0.00017411+0.0020392i,0.0017769+0.0026894i,0.0021226+0.0019371i,0.0013876+0.00040374i,0.00028572+0.00021435i,-0.0007645+0.0001573i,-0.00061058-3.1998e-05i,0.00024225+0.0002342i,0.0004487-0.00025047i,0.00018093-0.00016412i,-0.00035699+0.0001392i,-0.0011472-0.00032424i,-0.001142-0.00047951i,-0.00089305-0.00084955i,-0.00066008-6.1379e-05i,-0.0012196+0.00058602i,-0.0023166+5.6108e-05i,-0.0024718-0.00033591i,-0.0013764+0.00013631i,7.2727e-05+0.00058915i,0.00014786+0.00059809i,-6.2367e-05+0.00014796i
0.00027829-0.001653i,-0.00033684-0.0011918i,-0.0018802-0.0016447i,-0.0025685-0.0019615i,-0.0024128-0.0019829i,-0.0022037-0.0012326i,-0.0012596-0.00011671i,4.67e-05+0.00039609i,-0.00069438-9.0436e-05i,-0.0023953-5.9468e-05i,-0.0020149+0.00012634i,-0.00049612-9.3871e-05i,-0.00047509-0.00038107i,-0.0011447-0.00047089i,-0.00048073-0.00057226i,-6.6822e-06-0.00062989i,-0.00041848-0.00074234i,-0.0006299-0.00048987i,-0.00063108+6.2398e-05i,-0.00046328+0.00015632i,-0.00028553+0.00031821i,-0.00012992+0.000422i,-0.00083283+0.00038572i
0.0014727-0.0008264i,0.0012234-0.00019322i,0.001202+0.0010224i,0.00078621+0.0013095i,0.00059611+0.00063135i,-9.9749e-05+0.00010027i,-0.00046272+0.00034133i,-0.00067197+0.00077116i,-0.0018092+0.00055997i,-0.0025223-0.00024601i,-0.0016879-0.00027588i,-0.0009503-6.1485e-05i,-0.00075035-0.00028955i,-0.00071578-0.0012155i,-0.00064883-0.0017999i,-0.0005585-0.0013688i,-4.8225e-05-0.00088154i,-0.0002227-0.0012911i,-0.001141-0.0016114i,-0.0011214-0.00063084i,-0.00043695+0.00066149i,2.4355e-05+0.00053886i,-0.000375-0.00019268i
0.00059668+0.00072077i,0.00020527-0.00055258i,0.00016045-0.0020203i,-0.00036425-0.0025004i,-0.0011373-0.0012234i,-0.0013388-0.00097487i,-0.0010295-0.0010805i,-0.00075845-0.0009983i,-0.00045557-0.00099653i,-0.00037671-0.00051848i,-0.00012231+0.00025317i,0.000123+0.0001553i,-0.00059861-0.00021195i,-0.00014428-3.064e-05i,0.00060848-0.00060133i,4.2001e-05-0.0010663i,-0.00078764-0.0012675i,-0.00085966-0.0016775i,-0.00041382-0.0011788i,-0.00045557-0.00065707i,-0.00061895+0.0002142i,-0.00050507+0.00068433i,-0.00022569-2.9081e-05i
-0.00037069+0.0020348i,-0.00066119+0.0035083i,-0.0003698+0.0035037i,0.0010822+0.0028226i,0.0025365+0.0017903i,0.0023684+0.00057625i,0.0010855+0.00028769i,-0.00023873+0.00023697i,-0.0010227+0.00051866i,-0.0012922+0.00050692i,-0.00077019+0.00049208i,-0.00033951+9.2645e-05i,-0.00032836-0.00030056i,-0.00054288-0.00058998i,-0.00086376-0.0010227i,-0.00059058-0.001334i,-0.00025717-0.0014592i,-0.00051458-0.00077525i,-0.0010406-6.5428e-05i,-0.00056577-3.9325e-05i,0.00015265-0.00024524i,0.00026984-0.00066701i,0.00024067-0.0010836i
-0.00061632+0.00040475i,0.00022996+0.0002866i,0.0014697+2.3077e-05i,0.0012499-0.00065474i,0.00078818-0.0014957i,0.00011401-0.0011184i,-0.0013956-2.8824e-05i,-0.0019661+0.00084563i,-0.0011361+0.0011106i,-0.00076275+0.00014057i,-0.00025382-5.3044e-05i,0.00056972+0.00062193i,0.00063499+0.00037274i,0.00020404-0.00091014i,-0.00066323-0.0015827i,-0.0010091-0.0012572i,-0.00069633-0.00094379i,3.273e-05-0.00026048i,0.00057739+5.7687e-05i,0.00072357-0.00030652i,1.0436e-05-0.00094274i,-0.00068878-0.0015959i,-0.00067056-0.0014999i
-0.00095878+0.00043369i,-0.00064295+0.00063327i,-0.0018017+0.0024777i,-0.0019868+0.0026013i,-0.0014373+0.0025612i,-0.0011046+0.002041i,-0.0015803+0.00086457i,-0.0018589+0.00062061i,-0.0014459+0.00084203i,-0.00041927+0.00046185i,0.00031912-0.00010208i,0.00034468-0.00041999i,0.00040228-0.00086095i,7.8697e-05-0.0011207i,-7.1344e-05-0.0011866i,-0.00071934-0.00097664i,-0.001802-0.00071354i,-0.0018638-9.6593e-05i,-0.0017743+0.00028538i,-0.0017849+0.00058521i,-0.0013171+0.00040134i,-0.00082542+0.00031475i,-0.00043469+0.00058508i
-0.00010622+0.0022364i,0.00042816+0.0018885i,0.00099177+0.0018727i,0.0016406+0.00074992i,0.0016353-0.0004392i,0.0013023-0.00028232i,0.00076852-0.00010599i,-0.00011615+0.00053449i,-0.00063156+0.00074023i,-0.00092891+0.00032461i,-0.0010178-0.0006918i,-0.00083789-0.0010444i,-0.0011859-0.00087389i,-0.0016509-0.0011417i,-0.0013439-0.00085965i,-0.0011085-5.1808e-05i,-0.001029-0.00016736i,-0.0010402-0.00073838i,-0.0012359-0.00033841i,-0.00051369+8.4726e-05i,-0.00058796-0.00015257i,-0.00030802-0.00022908i,0.00061188+0.00017382i
-0.0010606-0.0002006i,-0.0007535-0.00080414i,-0.0014583-0.00080553i,-0.0023851+0.00058284i,-0.0019495+0.0015863i,-0.0013386+0.00054799i,-0.0007787-0.00035607i,-0.00046875+0.0005707i,-0.00013934+0.00097769i,-0.00053598-7.2311e-05i,-0.0011521-0.00052645i,-0.0011825-0.00031882i,-0.00020685+4.8935e-05i,0.00048945-5.4664e-05i,-0.00021552-0.00075805i,-0.0002308-0.0015226i,-3.3257e-05-0.0018517i,-0.00057429-0.0022239i,-0.00089256-0.0014888i,-0.00073459+0.00011518i,-0.00021397+0.00010125i,-0.00018343+0.00015876i,-0.00050401+3.6315e-05i
-0.00016662+0.002018i,0.0011327+0.0012723i,0.0024955+0.0010193i,0.0026645+0.00093856i,0.0016218-0.00028356i,0.00034476-0.0013434i,-0.00022833-0.0010092i,0.00053726-0.00050194i,0.0005043-0.00090333i,-0.00086049-0.0011546i,-0.0015326-0.00049943i,-0.0017048-0.00016179i,-0.0012416-0.00029396i,-0.00060192-0.00032124i,-0.00048978+0.00028564i,-0.0005658+0.00015106i,-0.00072661+4.4837e-05i,-0.0010982+0.00029333i,-0.00068335+0.0001132i,-0.00041626+0.00047305i,-0.00053047-0.00017019i,-0.00033872-0.0014013i,-0.0001101-0.00080752i
0.00078724+0.0028155i,0.00032117+0.0026696i,0.0013616+0.0026192i,0.0016936+0.0012862i,0.0013479-2.9114e-05i,0.00053566-0.00076087i,-0.00062429-0.00095232i,-0.00097924-0.0006361i,-0.00097802-0.00026508i,-0.00095112+0.00074729i,-0.0013376+0.00097076i,-0.0014125-0.00014671i,-0.001285-0.00057489i,-0.00084181-0.00021306i,-0.0010028-0.00087894i,-0.00078487-0.0022611i,-0.00056566-0.0020111i,-0.00025341-0.000768i,-0.00015631-0.00037043i,-0.00053558+6.2858e-05i,-0.00019918-4.3638e-05i,0.00071836-0.00039675i,0.00058499-0.00075425i
0.00045638-0.00072951i,0.00054064-0.0010464i,0.001167-0.00089202i,0.00085056-0.00067379i,-3.0831e-05-0.00049941i,-0.00070935-0.0003372i,-0.00083295-8.1756e-05i,-0.0013967+3.547e-05i,-0.0014914+0.00030161i,-0.001485+0.00072527i,-0.00044606+0.00087595i,0.00078063+0.0012494i,-0.00020147+0.0013131i,-0.00095114+0.00035287i,-0.00046223-0.00065161i,0.00020771-0.0008426i,0.00017752-0.00046424i,-0.00062575-0.00055262i,-0.0013112-0.00050332i,-0.0010498-0.00059669i,-0.00031846-0.00075434i,-0.00059013-0.00076733i,-0.00039513-0.00054519i
-0.0010818-0.0026498i,-0.0023086-0.0024196i,-0.0020682-0.0022423i,-0.0024863-0.0010933i,-0.0029436+0.00012796i,-0.0013009+0.0010781i,-0.001208+0.0015468i,-0.0019772+0.0013335i,-0.0017525+0.00087434i,-0.0013659+0.001196i,-0.00083493+0.0010968i,0.00015812+0.0010717i,0.00045776+0.00034818i,8.9993e-05-0.00040761i,-1.1223e-05-0.00063528i,8.3183e-05-0.0015195i,0.00027964-0.0019873i,0.00026993-0.0017155i,4.7473e-05-0.0014718i,-0.00046267-0.00096768i,-0.00094326-0.00085228i,-0.00086382-0.00046841i,-0.00042196-0.00019424i
