-0.0032967+0.0009075i,-0.0021857+4.502e-05i,-0.0025073+0.00064835i,-0.002159+0.0014466i,-0.0012053+0.0017893i,-0.00054376+0.0011149i,-0.00058279+0.00072523i,-0.00085468+0.0017337i,0.00036475+0.0016935i,0.0024187+0.00019965i,0.0018923-0.0013062i,6.2392e-05-0.0018017i,0.00035707-0.0018236i,0.0010897-0.0018167i,0.00057194-0.0011142i,0.00015304-0.00069761i,0.00018269-0.00040169i,0.00044561+0.00027084i,0.00069112+0.00059354i,0.00056107+4.2685e-05i,0.00074607-0.00021354i,0.00042573-1.0411e-05i,-0.00045592-0.00016446i
-0.007711-0.0027345i,-0.024+0.0090087i,-0.0541+0.028305i,-0.081468+0.039212i,-0.097249+0.020489i,-0.086381-0.015081i,-0.047826-0.032604i,-0.0095533-0.036104i,0.0092029-0.042257i,0.0096778-0.043598i,-0.0012501-0.03971i,-0.0098966-0.03061i,-0.0053469-0.017388i,0.0050752-0.010676i,0.013526-0.013626i,0.021867-0.021249i,0.032687-0.028909i,0.039007-0.030411i,0.031443-0.021079i,0.017198-0.0069088i,0.004854-0.00057203i,-0.006826-0.0041267i,-0.017713-0.0087601i
0.0082569-0.0029933i,0.023565-0.010316i,0.051281-0.019792i,0.069301-0.01685i,0.065345+0.010333i,0.042114+0.036763i,0.010804+0.02862i,-0.013599+0.0058453i,-0.0213-0.0038205i,-0.0172-0.0034718i,-0.013652+0.0063807i,-0.011013+0.017532i,-0.0076386+0.015532i,-0.0091538+0.0060692i,-0.017136-0.00022072i,-0.028386-0.0037782i,-0.041584-0.0095241i,-0.045702-0.014929i,-0.030419-0.014022i,-0.0072911-0.010996i,0.005853-0.0075923i,0.0078441+0.0026021i,0.0075525+0.016032i
-0.0020213+0.0054658i,-0.017498+0.0064921i,-0.041232+0.0050507i,-0.050365-0.0066831i,-0.02988-0.034366i,-0.0014723-0.051459i,0.0155-0.027824i,0.029445+0.0043687i,0.033217+0.011757i,0.02183+0.0058129i,0.016173-0.0043843i,0.013066-0.015821i,0.0029035-0.018541i,-0.0046147-0.010487i,-0.00381+0.0026816i,0.0029525+0.018141i,0.013475+0.034833i,0.018998+0.041653i,0.013152+0.027944i,0.00037006+0.0080123i,-0.0082262-0.0030918i,-0.0048955-0.0092388i,0.0034528-0.016191i
0.0024317+0.0020687i,0.017348+0.0065262i,0.038266+0.011357i,0.035171+0.01015i,-0.0068472+0.0090974i,-0.041955+0.0091889i,-0.037378-0.0036204i,-0.029739-0.017323i,-0.030726-0.012605i,-0.026832+0.0022293i,-0.023157+0.015357i,-0.017745+0.02303i,-0.0065306+0.02088i,0.0035397+0.012611i,0.010536+0.0003448i,0.016281-0.017474i,0.020178-0.037261i,0.020357-0.046581i,0.014767-0.034355i,0.0097267-0.011208i,0.0073028+0.0022963i,-0.000869+0.0035749i,-0.014164+0.0033626i
-0.0044862+0.003391i,-0.016263-0.0034813i,-0.033774-0.0080523i,-0.032461+0.00041319i,0.00017979+0.01721i,0.016505+0.023792i,-0.0063855+0.026366i,-0.017748+0.032354i,-0.0037861+0.024372i,0.0092536+0.0043192i,0.015513-0.0070988i,0.018423-0.010245i,0.015608-0.012431i,0.0071613-0.014256i,-0.0056412-0.012383i,-0.022231-0.0051288i,-0.040814+0.0047162i,-0.047935+0.010922i,-0.034223+0.0076778i,-0.015421-0.0027201i,-0.0064355-0.0086856i,-0.0017539-0.0029195i,0.0069467+0.0078398i
0.0071911+0.00091542i,0.016758+0.0084086i,0.035318+0.013588i,0.042787-0.0034503i,0.021498-0.036304i,0.0062435-0.044635i,0.023392-0.030776i,0.039179-0.029345i,0.031611-0.032771i,0.012596-0.025753i,-0.0083857-0.017981i,-0.02433-0.0095181i,-0.029202+0.00020844i,-0.026264+0.007973i,-0.016542+0.016519i,0.0031119+0.025144i,0.027761+0.030042i,0.039896+0.028054i,0.029409+0.019234i,0.0098276+0.013364i,-0.002145+0.012779i,-0.0036108+0.0078178i,-0.0015978-0.0038247i
0.002168-0.003009i,-0.0048326-0.014239i,-0.025721-0.026978i,-0.051517-0.014683i,-0.05628+0.019632i,-0.04364+0.026182i,-0.037501+0.0038293i,-0.033814-0.0031535i,-0.018038+0.0023771i,0.00078352+0.0029864i,0.013328+0.0054867i,0.021938+0.0081155i,0.026988+0.0037099i,0.027231-0.0037505i,0.022512-0.013418i,0.013507-0.0284i,0.0030493-0.044397i,-0.003606-0.049267i,-0.00073551-0.03572i,0.0097172-0.017664i,0.016415-0.010272i,0.012002-0.007698i,0.001379-0.00096555i
-0.00062097-0.00067844i,0.0029476+0.010972i,0.019691+0.030655i,0.053611+0.031633i,0.073848+0.0058689i,0.058017-0.0015323i,0.033403+0.021689i,0.022131+0.031063i,0.007664+0.016176i,-0.011303+0.0025821i,-0.018202-0.0033998i,-0.017111-0.0075439i,-0.016242-0.011944i,-0.019106-0.015388i,-0.024093-0.011175i,-0.029451+0.0029554i,-0.033491+0.020887i,-0.030687+0.028454i,-0.020253+0.018588i,-0.013119+0.0028763i,-0.013438-0.0063098i,-0.011001-0.0062896i,-0.0019009-0.0018674i
0.0049983-0.0054793i,0.0050428-0.018682i,-0.010637-0.047302i,-0.05197-0.067355i,-0.085978-0.059544i,-0.071559-0.045733i,-0.033265-0.046892i,-0.018445-0.043164i,-0.014982-0.023212i,-0.0089083-0.002869i,-0.0074288+0.010753i,-0.0055707+0.019542i,-0.0025804+0.024758i,0.0016338+0.029992i,0.011952+0.031872i,0.02553+0.025219i,0.03859+0.012984i,0.041859+0.002342i,0.028053-0.0021769i,0.010649+0.0009376i,0.0037406+0.0082243i,0.0039006+0.011045i,0.0020705+0.0061735i
-0.002755-0.00043309i,-0.0083912+0.011652i,-0.0049644+0.045314i,0.021809+0.084026i,0.048213+0.091858i,0.028051+0.067794i,-0.01116+0.045402i,-0.014618+0.032234i,0.0010038+0.012179i,0.0062212-0.0075818i,0.0044644-0.016731i,0.0041405-0.018991i,0.0056292-0.020339i,0.0065604-0.025656i,0.003092-0.032336i,-0.0064338-0.036653i,-0.018782-0.038533i,-0.024475-0.034033i,-0.017541-0.022464i,-0.0059251-0.013658i,0.000243-0.013697i,-0.00095338-0.014939i,-0.0034562-0.0089005i
0.0036102-0.0028303i,0.01254-0.013632i,0.022298-0.04889i,0.011375-0.098074i,-0.011395-0.11686i,-0.0038278-0.080645i,0.023795-0.03415i,0.031014-0.015747i,0.022837-0.0064931i,0.014841+0.0019733i,0.0082864+0.0044529i,0.0030949+0.0056342i,-0.003196+0.0046507i,-0.013906+0.0039265i,-0.023287+0.010848i,-0.023298+0.025212i,-0.016067+0.037873i,-0.0085066+0.037596i,-0.0033526+0.024136i,-0.0026028+0.011961i,-0.0075818+0.0089267i,-0.011822+0.010627i,-0.0095455+0.0093766i
0.0024981+0.0029133i,-0.010628+0.0088991i,-0.033033+0.037223i,-0.04806+0.085559i,-0.043033+0.10581i,-0.038093+0.066542i,-0.039916+0.01694i,-0.031618+0.00049139i,-0.01373-0.0037088i,-0.0024467-0.0074159i,0.00030026-0.0028365i,0.0020188+0.0042103i,0.0058705+0.0080039i,0.013653+0.0089783i,0.024246+0.0057316i,0.035209-0.0034461i,0.041525-0.014807i,0.036624-0.019875i,0.022398-0.014843i,0.012208-0.0054859i,0.013986+0.00081334i,0.019712+0.0017776i,0.019014+0.00080758i
-0.00081382-0.0013881i,0.014578-0.0041226i,0.047217-0.023571i,0.079736-0.062498i,0.080435-0.083934i,0.05262-0.051658i,0.0263-0.0062448i,0.010844+0.0049809i,-0.0035563-0.0021146i,-0.01499-0.0040448i,-0.016217-0.0010003i,-0.010932-0.00034584i,-0.0061629-0.0048528i,-0.0086218-0.012958i,-0.018429-0.019954i,-0.030049-0.022327i,-0.038708-0.019778i,-0.035438-0.015561i,-0.020442-0.01006i,-0.0069552-0.0065118i,-0.004479-0.0092206i,-0.0096367-0.013251i,-0.011518-0.012488i
-0.0062846-0.0054676i,-0.022056-0.0078829i,-0.062268+0.00041932i,-0.10641+0.024796i,-0.11296+0.036493i,-0.073196+0.015791i,-0.027071-0.0090651i,-0.0054163-0.014531i,0.0027338-0.0084321i,0.0029683-0.006274i,-0.0027522-0.0089337i,-0.0064122-0.0092781i,-0.0082678-0.0045218i,-0.0074365+0.0051202i,-0.0037462+0.017824i,0.0028799+0.029559i,0.0099054+0.035439i,0.012024+0.030776i,0.0085362+0.015827i,0.0029867+0.0019274i,-0.0021291+0.00059894i,-0.0037115+0.0096286i,-0.0040211+0.016088i
-0.00032215+0.0025506i,0.013319+0.011212i,0.05007+0.019356i,0.096995+0.018518i,0.1064+0.01333i,0.062523+0.010357i,0.012994+0.010032i,-0.002642+0.0099626i,0.00020711+0.0039519i,0.0028334-0.0011845i,0.0049714+0.00079786i,0.0076875+0.0055938i,0.011342+0.0076218i,0.014705+0.0027424i,0.016824-0.0093205i,0.018074-0.023993i,0.018003-0.034575i,0.015451-0.032832i,0.0074459-0.019521i,-0.00030997-0.0060035i,0.00099099-0.0026297i,0.0079635-0.0086987i,0.01249-0.012028i
-0.0056756-0.0053531i,-0.015955-0.017738i,-0.046007-0.034813i,-0.084402-0.050604i,-0.09588-0.053065i,-0.065343-0.032309i,-0.025125-0.0079686i,-0.0059876+0.0018477i,-0.002217+0.0073126i,0.0008206+0.009363i,0.0044267+0.0052339i,0.005474-0.00062818i,0.0024027-0.0070296i,-0.0067562-0.010335i,-0.019037-0.0055284i,-0.028641+0.004238i,-0.032715+0.010031i,-0.028887+0.0085255i,-0.01489+0.0045384i,-0.0022554+0.0017458i,-0.0028882+0.00052024i,-0.011964+0.00037125i,-0.016448-0.0017191i
0.0023683+0.0097355i,0.0082013+0.024294i,0.027483+0.051703i,0.053353+0.079096i,0.061143+0.083484i,0.042479+0.049151i,0.018767+0.008728i,0.008484-0.0072546i,0.0092614-0.011566i,0.0058477-0.0094559i,-0.0036421-3.7194e-05i,-0.010224+0.0066551i,-0.011327+0.0080217i,-0.0068447+0.0081101i,0.0028496+0.010103i,0.015139+0.013532i,0.024893+0.015343i,0.024711+0.013549i,0.013403+0.005774i,0.0028694-0.0013553i,0.0020934+3.8394e-05i,0.0068757+0.0073083i,0.0087569+0.013928i
0.00081307-0.0063194i,-2.4176e-05-0.021585i,-0.0040375-0.051414i,-0.012127-0.086282i,-0.019536-0.099465i,-0.022475-0.068972i,-0.019786-0.025898i,-0.014138-0.0076975i,-0.012694-0.0084362i,-0.012336-0.01035i,-0.0069715-0.0096449i,0.0025552-0.0078679i,0.010901-0.0066287i,0.012086-0.0095155i,0.0071221-0.016192i,-0.0012338-0.023657i,-0.0072654-0.029533i,-0.006169-0.028408i,-0.0011445-0.015907i,0.0034361-0.0026461i,0.0047424-0.0020751i,0.0042029-0.0095097i,0.0054883-0.013306i
-0.0034075+0.0071528i,-0.0067894+0.020324i,-0.014458+0.046018i,-0.023893+0.075671i,-0.025863+0.087208i,-0.012375+0.066478i,0.0046201+0.03589i,0.010687+0.018905i,0.011437+0.013456i,0.0088768+0.0064962i,0.00021971-0.0021476i,-0.0073128-0.0052358i,-0.012196-0.0048114i,-0.015942-0.00064907i,-0.016435+0.0082127i,-0.016153+0.015799i,-0.017576+0.018892i,-0.016598+0.014897i,-0.00767+0.004908i,0.00097278-0.0038296i,0.00097301-0.0040315i,-0.0053585+0.0022862i,-0.013002+0.0035359i
0.00011944-0.0073943i,0.0062282-0.016164i,0.020975-0.031702i,0.043491-0.051681i,0.052383-0.063717i,0.032671-0.05929i,0.0046052-0.043223i,-0.0065366-0.027136i,-0.0061213-0.020212i,-0.0044352-0.014378i,-0.001358-0.0043825i,0.00060881+0.0035911i,0.0017215+0.0077439i,0.0039407+0.0076953i,0.0083461+0.0044944i,0.015241+0.001176i,0.023625-0.00013402i,0.024353-0.00021398i,0.011487+0.00027734i,-0.0019259+0.0010559i,-0.003188+0.00011286i,0.0032647+0.0003355i,0.0080404+0.0067856i
-0.0065963+0.00059828i,-0.013673+0.0077765i,-0.032942+0.016067i,-0.062007+0.022584i,-0.078533+0.026405i,-0.06579+0.031453i,-0.03719+0.032254i,-0.016063+0.0238i,-0.0068347+0.01861i,-0.0025462+0.015919i,-0.00069215+0.0092971i,0.00099438+0.0018768i,0.0040284-0.0059095i,0.002862-0.013432i,-0.0034799-0.01733i,-0.010153-0.018013i,-0.014878-0.019762i,-0.013638-0.019937i,-0.005681-0.012975i,0.00069827-0.005183i,-0.0013325-0.0028758i,-0.0054719-0.0055496i,-0.0023135-0.010661i
-0.0020792+0.0073331i,0.0068382+0.0043141i,0.026925+0.0073554i,0.055764+0.013838i,0.074397+0.015567i,0.069631+0.0013404i,0.048121-0.013668i,0.03042-0.014923i,0.023819-0.01515i,0.015492-0.015539i,0.0050329-0.0098151i,-0.00094172-0.0039637i,-0.0045896-0.00092851i,-0.0067569+0.003039i,-0.0063523+0.0085115i,-0.0046252+0.015115i,-0.0036168+0.022058i,-0.0026891+0.021356i,-0.0013156+0.01055i,0.00012199+0.0006602i,0.0020493-9.3653e-05i,0.00065236+0.0042692i,-0.0068025+0.0066613i
-0.007856+0.0022551i,-0.013603+0.0030056i,-0.023138-0.0019906i,-0.03562-0.023796i,-0.049822-0.047233i,-0.058855-0.040653i,-0.050717-0.018103i,-0.03617-0.0068717i,-0.028031-0.0025719i,-0.018521+0.00061785i,-0.0079599+0.00194i,-0.001557+0.0026979i,0.0017885+0.002564i,0.0022363+0.00066505i,0.0042194-0.0025156i,0.010589-0.007809i,0.016912-0.013514i,0.017511-0.012912i,0.012044-0.0058289i,0.00603+0.00028344i,0.001978-0.00058798i,0.0026039-0.002177i,0.0083027+0.0032846i
0.0050403+0.00096273i,0.0086983+0.00086392i,0.0096334+0.0087336i,0.0072931+0.034206i,0.011563+0.063289i,0.024855+0.062864i,0.028019+0.041426i,0.02385+0.02615i,0.023619+0.013865i,0.018904+0.00027445i,0.00889-0.006855i,0.0017354-0.0081336i,-6.4767e-05-0.008181i,-0.0020111-0.0080414i,-0.0090124-0.0076206i,-0.018876-0.0060012i,-0.02614-0.0044066i,-0.023505-0.0049742i,-0.011402-0.0061568i,-0.0021125-0.0042801i,-0.00052689+0.0011469i,-0.0022488+0.0019106i,-0.0036094-0.0067153i
-0.0038769+0.00080527i,-0.0056601+0.00049562i,0.00048256-0.0043671i,0.017447-0.028882i,0.024932-0.064867i,0.0084814-0.074998i,-0.0066347-0.057727i,-0.0080678-0.039898i,-0.010698-0.02725i,-0.014556-0.013742i,-0.013632-0.0034525i,-0.011271+0.00059719i,-0.0090465+0.0017031i,-0.0051932+0.002614i,0.00081489+0.0054268i,0.0087705+0.01022i,0.015179+0.015502i,0.014347+0.015745i,0.0066141+0.008216i,0.0012738-0.00031092i,0.0018575-0.0051362i,0.0014089-0.0035975i,-0.0033324+0.0048018i
0.0040092-0.0023797i,0.0032028-0.0024366i,-0.010388-0.00349i,-0.041782+0.0094906i,-0.06537+0.039138i,-0.057277+0.053747i,-0.036156+0.045222i,-0.019704+0.03531i,-0.0045432+0.027858i,0.0062416+0.016787i,0.0084417+0.0080541i,0.0092824+0.0057737i,0.010269+0.0051046i,0.0083337+0.0034022i,0.0060561-0.0012443i,0.0047414-0.011847i,0.0046107-0.021551i,0.0049603-0.02197i,0.0040512-0.01335i,0.00038635-0.004598i,-0.0046699-0.0011913i,-0.0045183-0.00022091i,0.0046546+0.00026467i
-0.0033292+0.0040868i,-0.0039215+0.0066252i,0.011619+0.015992i,0.049274+0.015637i,0.080102-0.0055202i,0.074861-0.023873i,0.051841-0.024181i,0.03533-0.022058i,0.021243-0.024701i,0.0042718-0.021433i,-0.0056249-0.012307i,-0.0062405-0.0083273i,-0.0057836-0.011188i,-0.0082127-0.012012i,-0.01257-0.0056341i,-0.015345+0.0058513i,-0.016436+0.014357i,-0.013603+0.012964i,-0.0069869+0.0063823i,-4.3802e-05+0.0023035i,0.0048576+0.0025283i,0.0042015+0.0022112i,-0.0019597-0.0022924i
0.0024295+0.0012947i,0.0047381-0.0043852i,-0.0046681-0.02203i,-0.039743-0.042132i,-0.076294-0.041418i,-0.080835-0.026243i,-0.062255-0.014548i,-0.043899-0.005872i,-0.026673+0.0028234i,-0.0083891+0.0070411i,0.0011261+0.0073466i,0.00086373+0.0093687i,-0.0014416+0.012128i,-0.0014833+0.010499i,0.0022467+0.005416i,0.0095902-6.3743e-05i,0.015492-0.0025421i,0.014246-0.0010941i,0.0082205-2.6207e-05i,0.0033682-0.0017169i,-9.9546e-05-0.0042113i,-0.0025779-0.0029434i,-0.002849+0.0037409i
-0.0027234+0.00069604i,-0.0084007+0.0074399i,-0.0058778+0.031394i,0.018926+0.063638i,0.048267+0.075234i,0.053311+0.061672i,0.041277+0.043068i,0.034244+0.027004i,0.027583+0.0079839i,0.013597-0.0071258i,0.0015808-0.011348i,-0.00049694-0.010023i,0.004242-0.009849i,0.0071153-0.010386i,0.0035504-0.010637i,-0.0057074-0.011758i,-0.012904-0.013034i,-0.010347-0.012323i,-0.0034133-0.0081763i,-0.00036337-0.0027337i,-0.001245+0.0017907i,-0.0001974+0.0033811i,0.0034258+9.6935e-05i
0.0035376-0.002158i,0.01231-0.0079771i,0.018089-0.034584i,0.00769-0.075489i,-0.01069-0.098755i,-0.018222-0.088382i,-0.015627-0.063244i,-0.015087-0.041573i,-0.015899-0.021139i,-0.012163-0.0039969i,-0.0083354+0.0035413i,-0.0096726+0.0037308i,-0.014539+0.0018439i,-0.016558+0.0020739i,-0.011573+0.0060691i,-0.0031053+0.011687i,0.0026782+0.015022i,0.001931+0.01213i,-0.00060901+0.0045992i,0.00070614-0.00077582i,0.0032409-0.0027699i,0.0022451-0.0042819i,-0.0031635-0.0044862i
-0.0016554+0.0019358i,-0.014807+0.0053927i,-0.032257+0.028842i,-0.040856+0.068875i,-0.03922+0.09242i,-0.033559+0.080564i,-0.026269+0.057079i,-0.01414+0.041256i,-0.0014834+0.023431i,0.0023494+0.0052641i,0.0021938-0.0016996i,0.0068731+0.0016241i,0.013115+0.005946i,0.014201+0.0049575i,0.011242+0.0016276i,0.0090262-0.0033497i,0.0093976-0.0083955i,0.010275-0.0087445i,0.007009-0.0053727i,0.0023405-0.0024657i,-0.0011917-0.0016493i,-0.00298-0.0013158i,-0.00044101+0.0020851i
0.0028033+0.0034581i,0.018558+0.0017679i,0.046655-0.015781i,0.07186-0.049583i,0.07816-0.07225i,0.063208-0.062699i,0.044033-0.041785i,0.029198-0.032444i,0.014509-0.024812i,0.0019486-0.012596i,-0.0034374-0.0036419i,-0.0041982-0.0028545i,-0.0052244-0.0079549i,-0.0072602-0.011404i,-0.0093605-0.010037i,-0.012202-0.0054971i,-0.014244-0.0029934i,-0.011422-0.0042649i,-0.0055092-0.0047997i,-0.0017464-0.002136i,-0.00065338+0.0010412i,0.0010367+0.0020921i,0.0021554-0.0010097i
-0.004714-0.0049195i,-0.02182-0.0068254i,-0.054768-0.00084261i,-0.088928+0.015951i,-0.10223+0.027438i,-0.086896+0.017093i,-0.062755+0.0059674i,-0.040992+0.0077459i,-0.018979+0.0073054i,-0.0025269+0.0014243i,0.0019294-0.00086588i,-0.00051372+0.0042624i,-0.0030695+0.011589i,-0.0034573+0.013511i,-0.00055585+0.010455i,0.0042424+0.0071298i,0.0060616+0.0061231i,0.00461+0.0064417i,0.0029385+0.0046576i,0.0026107+0.0010645i,0.0040467-0.0017348i,0.0025716-0.0026894i,-0.00084054-0.0011456i
0.0069477+0.0075248i,0.023241+0.015167i,0.058023+0.020702i,0.094453+0.016601i,0.10167+0.012436i,0.075966+0.019151i,0.049744+0.021973i,0.035845+0.014924i,0.022014+0.0063233i,0.0072004+0.0011206i,-0.00039312-0.00080469i,0.00084394-0.0047731i,0.0039246-0.010872i,0.0037093-0.014341i,0.0015699-0.013506i,0.00012443-0.01137i,0.0011643-0.011026i,0.0037156-0.0096382i,0.0051786-0.0059273i,0.0046481-0.004415i,0.00072866-0.0042783i,-0.0027181-0.0013736i,-0.0021691+0.0012323i
-0.0045763-0.0040981i,-0.019656-0.015736i,-0.050086-0.033693i,-0.080755-0.046201i,-0.082826-0.049803i,-0.055923-0.051827i,-0.034673-0.044828i,-0.025692-0.029436i,-0.015898-0.016476i,-0.0073216-0.0095916i,-0.0057363-0.0053753i,-0.0079523-0.0011148i,-0.0095126+0.0021674i,-0.0092641+0.0026995i,-0.0088218+0.0028327i,-0.0089685+0.0051389i,-0.0091164+0.0066372i,-0.0080067+0.0043813i,-0.0062026+0.00048585i,-0.0046213-0.00087281i,-0.0014033+0.0010682i,0.001777+0.0016293i,0.0021285+0.00071168i
0.0051063+0.0071208i,0.016048+0.02464i,0.039794+0.050536i,0.060659+0.068807i,0.051085+0.069237i,0.018356+0.059926i,0.0011894+0.047485i,0.0022773+0.032606i,0.0021708+0.016259i,-0.0018965+0.0035148i,-0.0034545-0.0001638i,0.0014431+0.0027137i,0.0084661+0.0055873i,0.010273+0.0056993i,0.0090938+0.0043971i,0.0091552+0.0021809i,0.01044+0.0011053i,0.010055+0.0011541i,0.0067285+0.0018084i,0.0036711+0.0017368i,0.00237-0.0015544i,0.00106-0.0045145i,0.00038659-0.0042645i
-0.0019436-0.0050806i,-0.0067669-0.02524i,-0.01992-0.05839i,-0.030302-0.082207i,-0.016438-0.078323i,0.0099283-0.058668i,0.018302-0.041804i,0.013586-0.030091i,0.011592-0.019971i,0.0098699-0.01109i,0.0050791-0.0053068i,-0.0011671-0.0049587i,-0.006447-0.0067915i,-0.0085849-0.0068134i,-0.008969-0.0065768i,-0.0092554-0.0079245i,-0.0088346-0.010365i,-0.0056823-0.011416i,-0.0017408-0.0097142i,-0.00069496-0.0054477i,-0.0024661-0.00075271i,-0.0035905+0.0037103i,-0.0035985+0.005388i
0.00033214+0.0051394i,0.00048987+0.023953i,0.003294+0.057116i,0.0029952+0.079424i,-0.013908+0.064843i,-0.036004+0.035135i,-0.037567+0.019363i,-0.026296+0.014298i,-0.016901+0.0078985i,-0.0098494+0.0024611i,-0.0037978+0.0037873i,0.0002678+0.0079944i,0.0013404+0.0074318i,-0.0003248+0.0044597i,-0.0018277+0.0042303i,-0.0013737+0.0066346i,-0.001521+0.0093201i,-0.0028806+0.0098166i,-0.0027245+0.0077404i,-0.00027095+0.0050812i,0.0042124+0.0024211i,0.0067688-0.00077812i,0.0065871-0.001866i
0.0042152-0.00816i,0.010254-0.029306i,0.015769-0.062401i,0.017575-0.076881i,0.024666-0.050283i,0.033258-0.012349i,0.032294+0.0016703i,0.026117+0.0020464i,0.019592+0.0027421i,0.010979+0.0015044i,0.0036472-0.00038291i,0.0017898-0.0026089i,0.0032335-0.004635i,0.0046875-0.0063571i,0.0054975-0.0078381i,0.006036-0.009449i,0.0074126-0.00988i,0.0088389-0.0075785i,0.0093493-0.0051566i,0.0078879-0.0045351i,0.0021599-0.0054741i,-0.0043046-0.0054552i,-0.0061683-0.0045553i
-0.0032206+0.0075405i,-0.013906+0.024213i,-0.027213+0.050854i,-0.033709+0.058558i,-0.034963+0.02538i,-0.034196-0.013345i,-0.030577-0.022199i,-0.023843-0.016758i,-0.016145-0.015178i,-0.0099436-0.012323i,-0.0072497-0.0057883i,-0.0076354-7.8927e-05i,-0.0065496+0.0018387i,-0.0064287+0.0010715i,-0.008762+0.0007383i,-0.011307+0.0010849i,-0.012336+0.00049856i,-0.0090935-0.0016056i,-0.0057639-0.0035745i,-0.0050284-0.0032499i,-0.0030834+0.00051132i,0.00035132+0.00541i,0.0010414+0.0078345i
0.0041951-0.0030867i,0.019834-0.016842i,0.038385-0.037768i,0.04232-0.042744i,0.027172-0.01318i,0.010753+0.02015i,0.0059279+0.027084i,0.0063269+0.021971i,0.0056062+0.01621i,0.0034261+0.0070054i,0.002522+3.6112e-06i,0.0039641-0.0022719i,0.0043327-0.0012514i,0.0026974+0.0022319i,0.0031452+0.0052863i,0.0071683+0.0061577i,0.010692+0.0062068i,0.010318+0.0058277i,0.0073612+0.0043625i,0.0048687+0.0026229i,0.0042587-0.00052447i,0.0037938-0.0049795i,0.0034791-0.0063977i
-0.0066083+0.0057495i,-0.024251+0.014974i,-0.045175+0.029615i,-0.044998+0.0313i,-0.018619+0.0047701i,0.004505-0.024608i,0.0069589-0.030285i,0.0058182-0.025488i,0.0061268-0.021511i,0.0029243-0.013427i,-0.00075848-0.0055589i,-0.0027733-0.0026997i,-0.0027931-0.0039418i,-0.0021415-0.0072549i,-0.0025395-0.0099395i,-0.0035821-0.012024i,-0.0038605-0.013294i,-0.0028883-0.01282i,-0.0012909-0.010287i,-0.0016077-0.0066344i,-0.0041818-0.002293i,-0.0062342+0.002042i,-0.0063761+0.0033356i
0.0069032-0.0044272i,0.024815-0.0094043i,0.046279-0.019018i,0.043386-0.022194i,0.0066686-0.0095408i,-0.025132+0.0081398i,-0.026815+0.016102i,-0.019521+0.017i,-0.01416+0.014426i,-0.0067496+0.0086826i,-0.0002552+0.0052869i,0.0021805+0.0044392i,0.0011817+0.0031362i,-0.0013927+0.0038149i,-0.0029217+0.006953i,-0.0036856+0.010194i,-0.005915+0.011387i,-0.0073096+0.0087498i,-0.0052183+0.0056463i,-0.00112+0.0048563i,0.0023218+0.0044894i,0.0046298+0.0027964i,0.005094+0.0027207i
-0.0086405+0.00054743i,-0.027453+0.0023631i,-0.049488+0.0073547i,-0.04606+0.012644i,-0.0087772+0.012055i,0.022751+0.0045571i,0.026416-0.002864i,0.023435-0.0060177i,0.01943-0.0077724i,0.0082437-0.0073135i,-0.0016959-0.0050485i,-0.0040607-0.0034761i,-0.00019163-0.0031028i,0.0040797-0.0046481i,0.0054022-0.0062154i,0.0065799-0.0072303i,0.0092775-0.0073334i,0.010408-0.0049472i,0.0090224-0.0026865i,0.0066848-0.002926i,0.003116-0.0051363i,-0.0010526-0.0065681i,-0.0018538-0.004927i
0.010002-0.0062975i,0.027946-0.0037731i,0.047535-0.0052965i,0.0426-0.014206i,0.0048711-0.02564i,-0.026652-0.023325i,-0.029436-0.012222i,-0.025886-0.0066477i,-0.0204-0.0049715i,-0.010223-0.002848i,-0.0035041+0.00030623i,-0.0011996+0.0029583i,-0.0014638+0.0020081i,-0.0044455-0.000629i,-0.0087581-0.0019561i,-0.012296-0.0016545i,-0.012509-0.002005i,-0.0093989-0.0028294i,-0.0050271-0.0027033i,-0.0026271-0.0018537i,-0.0019065+0.00084811i,-0.0015766+0.0041138i,-0.0020863+0.0037029i
-0.0069481-0.0035141i,-0.023754-0.0087857i,-0.045601-0.013306i,-0.049919+6.0046e-05i,-0.024473+0.026346i,0.0035106+0.035156i,0.013529+0.024436i,0.016597+0.016442i,0.015968+0.010083i,0.00873+0.00059526i,0.0023496-0.0041605i,0.00052671-0.0023374i,0.0015958+0.0016972i,0.0040579+0.0046448i,0.0069093+0.0049391i,0.0089787+0.0055028i,0.0096095+0.0072209i,0.0082314+0.0063343i,0.005495+0.0020387i,0.0040908-0.0018758i,0.0050953-0.0041299i,0.0056102-0.004136i,0.0033605-0.0011054i
0.0044699+0.0041414i,0.01988+0.013781i,0.04152+0.02265i,0.051107+0.0075736i,0.034259-0.027482i,0.0074858-0.043207i,-0.0067166-0.034572i,-0.0093328-0.026328i,-0.0078108-0.019082i,-0.0055228-0.0078589i,-0.0037875+0.00063459i,-0.0025559+0.0028635i,-0.0022661-0.00052183i,-0.0033956-0.0062427i,-0.0049324-0.0096048i,-0.0046598-0.011433i,-0.0032707-0.013647i,-0.00094792-0.013423i,0.00079275-0.0095933i,-0.0005755-0.0050198i,-0.0040299-0.0020628i,-0.0060297-0.0012255i,-0.0041226-0.00083974i
