-0.001702-0.00014878i,-0.0015351-0.00044137i,-0.0025741+0.00051363i,-0.0021379+0.0017511i,-0.0020535+0.0025298i,-0.0015081+0.0023329i,-0.0009318+0.0010485i,-0.001195+0.0002432i,-0.00075529-4.9574e-05i,-0.00032307+0.00045751i,-0.00055319+0.0012514i,-0.00018692+0.0012823i,0.00060959+0.0006416i,0.00047445+6.1728e-05i,-0.0002313+5.4094e-05i,-5.9079e-05+0.0011396i,0.00030577+0.0018117i,0.00030354+0.00062822i,-0.00034604-0.00045494i,-0.00027177-4.6328e-05i,0.0001228+0.00011251i,0.00045225-6.6248e-05i,0.00013308+0.00030269i
-0.021285+0.010112i,-0.051593+0.049913i,-0.10383+0.099183i,-0.16354+0.17077i,-0.15706+0.20869i,-0.11446+0.089467i,-0.18487-0.063893i,-0.29466-0.065925i,-0.27473+0.014331i,-0.1465+0.057562i,-0.0045003+0.027633i,0.065057-0.046418i,0.048359-0.08389i,0.022093-0.075364i,0.0044954-0.066272i,-0.025904-0.06146i,-0.036167-0.053727i,-0.011252-0.031386i,0.01786+0.0065908i,0.037677+0.03085i,0.056958+0.029492i,0.064579+0.016801i,0.051228+0.011474i
0.019831-0.019387i,0.05664-0.039492i,0.17522-0.11348i,0.31981-0.24687i,0.37174-0.32433i,0.3213-0.23512i,0.26399-0.10317i,0.15663-0.029214i,0.021925+0.045317i,0.00086386+0.087346i,0.0095781+0.041048i,-0.047692+0.0079193i,-0.072974+0.039532i,-0.041875+0.058943i,-0.0082578+0.05477i,0.029164+0.056292i,0.056355+0.047652i,0.052949+0.0063728i,0.036965-0.040697i,0.019088-0.062234i,-0.0057133-0.061024i,-0.03283-0.037167i,-0.046099-7.4328e-05i
0.025638-0.001345i,0.049465+0.00013208i,0.14383-0.020588i,0.25521-0.10813i,0.26508-0.18887i,0.19134-0.16178i,0.15222-0.046564i,0.15475+0.03188i,0.12763+0.010717i,0.066528-0.038847i,0.023349-0.03853i,0.019322-0.00024724i,0.027901+0.026178i,0.034116+0.030921i,0.04738+0.0081474i,0.046976-0.043441i,0.014264-0.076133i,-0.024828-0.062018i,-0.040055-0.028893i,-0.031841-0.0049482i,-0.02321+0.0037797i,-0.019807-0.0030704i,-0.016076-0.01716i
-0.0038013+0.0045253i,-0.079338+0.016785i,-0.23917+0.11237i,-0.38148+0.26796i,-0.38404+0.29246i,-0.32721+0.15785i,-0.31623+0.05647i,-0.23728+0.052802i,-0.087196+0.04483i,-0.041163+0.014202i,-0.057239+0.016674i,-0.028365+0.012775i,-0.0005341-0.01296i,-0.0022599-0.032323i,-0.02696-0.046509i,-0.062997-0.033789i,-0.063536+0.0035841i,-0.025801+0.03432i,0.0071927+0.044631i,0.023379+0.041589i,0.045452+0.044585i,0.074347+0.049076i,0.083291+0.04195i
0.012952+0.011037i,-0.01128+0.02847i,-0.079936+0.096383i,-0.11583+0.22071i,-0.034005+0.28361i,0.084861+0.17937i,0.096263+0.020452i,0.016063-0.044768i,-0.038236-0.019345i,-0.012607+0.032656i,0.030713+0.052471i,0.025188+0.040482i,0.0089466+0.029144i,0.0098648+0.026225i,0.012026+0.047243i,0.042239+0.073922i,0.084772+0.056531i,0.076671+0.0040345i,0.022899-0.034838i,-0.030151-0.04262i,-0.061416-0.039683i,-0.073098-0.035662i,-0.065017-0.025523i
0.049392-0.013086i,0.145-0.089386i,0.32124-0.2872i,0.46483-0.51748i,0.44173-0.56237i,0.31599-0.38658i,0.2257-0.2449i,0.11376-0.2204i,-0.018955-0.15925i,-0.044557-0.066709i,-0.010191-0.030509i,0.0055197-0.013151i,0.023659+0.0022157i,0.044373-0.014411i,0.05426-0.047558i,0.045914-0.082775i,0.0082359-0.095412i,-0.030644-0.062988i,-0.023459-0.0095923i,0.0189+0.015118i,0.035367-0.0048225i,0.011237-0.033429i,-0.011283-0.039056i
0.00095997+0.035468i,0.0087526+0.046112i,0.014306+0.0043132i,-0.013509-0.086318i,-0.069593-0.14055i,-0.1415-0.095148i,-0.20195+0.0041535i,-0.19993+0.064237i,-0.14448+0.055466i,-0.095185+0.039548i,-0.049508+0.059195i,0.010773+0.058666i,0.019296+0.017521i,-0.034535-0.00060472i,-0.075291+0.01135i,-0.086784+0.021684i,-0.07494+0.031135i,-0.025845+0.034406i,0.025157+0.010092i,0.036864-0.021294i,0.033843-0.014319i,0.045781+0.02195i,0.050593+0.040968i
-0.021259+0.035896i,-0.040742+0.11305i,-0.057248+0.27954i,-0.054546+0.4711i,-0.034495+0.51155i,-0.04439+0.38519i,-0.098018+0.30501i,-0.086876+0.31202i,-0.0070544+0.24185i,0.027908+0.10378i,0.038734+0.014137i,0.041088-0.032782i,0.0010074-0.023167i,-0.019081+0.053866i,0.017175+0.11291i,0.064861+0.10951i,0.091156+0.058366i,0.072268-0.012124i,0.0060218-0.047961i,-0.059417-0.024264i,-0.080819+0.015577i,-0.065921+0.023858i,-0.04567+0.0078919i
-0.034766-0.0049997i,-0.1013-0.0032559i,-0.18683+0.026233i,-0.19071+0.095818i,-0.017174+0.15347i,0.24233+0.11755i,0.39612-0.00051129i,0.37011-0.086056i,0.23343-0.084473i,0.10307-0.05512i,0.019225-0.050448i,-0.038252-0.033116i,-0.023062+0.014017i,0.056358+0.011943i,0.094751-0.048075i,0.072371-0.096953i,0.024393-0.10774i,-0.037632-0.075197i,-0.063188-0.0071621i,-0.024063+0.041387i,0.018778+0.033099i,0.016524+0.0062366i,0.0014818+0.0083489i
0.002421-0.032473i,0.047447-0.082761i,0.14567-0.17211i,0.23462-0.27411i,0.22023-0.30508i,0.13671-0.29808i,0.06656-0.3554i,0.0011801-0.40225i,-0.053594-0.307i,-0.049416-0.13998i,-0.029888-0.034593i,-0.017552+0.012044i,0.014762+0.0056298i,0.02064-0.049142i,-0.024964-0.079676i,-0.072519-0.04947i,-0.085818+0.010474i,-0.060069+0.059562i,-0.012504+0.057126i,0.014107+0.0087299i,0.0080041-0.02285i,0.0070001-0.0062767i,0.028037+0.014282i
0.0084815-0.021384i,0.026732-0.062232i,0.047258-0.1396i,0.043734-0.23286i,-0.0365-0.24082i,-0.18909-0.098149i,-0.32076+0.085245i,-0.34726+0.17478i,-0.25171+0.1545i,-0.12978+0.095951i,-0.05555+0.056812i,-0.01093+0.023534i,-0.0085997-0.0046155i,-0.038003+0.0074848i,-0.036765+0.044689i,0.00087666+0.066066i,0.046118+0.063984i,0.082237+0.036706i,0.07776-0.0031425i,0.03265-0.022405i,-0.0033081-0.017795i,-0.011621-0.02507i,-0.019781-0.049279i
0.027079+0.0068295i,0.042295+0.085872i,0.042226+0.2494i,0.043908+0.40633i,0.046719+0.381i,0.029415+0.24086i,0.024905+0.21117i,0.067024+0.25631i,0.090349+0.22094i,0.070509+0.1308i,0.055409+0.07461i,0.041157+0.051965i,0.014606+0.048477i,0.0065968+0.063983i,0.031643+0.067408i,0.065391+0.029057i,0.072341-0.029508i,0.050237-0.060258i,0.026086-0.045023i,0.020241-0.0091284i,0.028133+0.008139i,0.021525+0.0021284i,-0.0040255+0.0043833i
0.021349+0.0052109i,-0.00022312-0.0058048i,-0.046414-0.026295i,-0.066202-0.012478i,-0.0042332+0.013721i,0.094385-0.018708i,0.15626-0.12067i,0.15673-0.19964i,0.10895-0.19251i,0.056051-0.12953i,0.03367-0.062075i,0.0336-0.010835i,0.044125+0.015399i,0.056156+0.0003203i,0.045354-0.038586i,0.011097-0.06274i,-0.022488-0.056973i,-0.048745-0.034746i,-0.054868-0.015398i,-0.03675-0.0054545i,-0.019075+0.006925i,-0.0073454+0.032055i,0.0082779+0.048863i
0.010436+0.028522i,0.0022479+0.0077994i,-0.035088-0.06283i,-0.093791-0.1194i,-0.095115-0.10281i,-0.044743-0.1019i,-0.044277-0.16964i,-0.096286-0.2044i,-0.11878-0.14688i,-0.08911-0.0628i,-0.044706-0.022325i,-0.006844-0.025478i,0.013768-0.046825i,-0.0028095-0.070745i,-0.051322-0.068463i,-0.088077-0.027793i,-0.085872+0.018689i,-0.059553+0.04522i,-0.032653+0.044272i,-0.016979+0.017738i,-0.014412-0.01022i,-0.012718-0.02534i,-0.0056604-0.031366i
-0.0023837+0.01568i,0.028238-0.01681i,0.10477-0.11128i,0.14038-0.21138i,0.065105-0.18429i,-0.048301-0.013063i,-0.10583+0.15563i,-0.10369+0.22308i,-0.055619+0.1945i,-0.010464+0.11i,-0.007972+0.024117i,-0.026011-0.035506i,-0.052847-0.048666i,-0.065474+0.00055419i,-0.032781+0.062105i,0.020291+0.076984i,0.054172+0.050029i,0.069261+0.014329i,0.065175-0.008743i,0.038868-0.016538i,0.0099723-0.019658i,-0.010774-0.020585i,-0.020524-0.0139i
-0.026226+0.016538i,-0.029308+0.076806i,-0.0052989+0.18692i,0.031466+0.27421i,0.066228+0.26224i,0.10576+0.19472i,0.1481+0.16026i,0.15652+0.13826i,0.10354+0.089656i,0.037888+0.045317i,-0.0023117+0.03008i,-0.032741+0.041854i,-0.036184+0.069467i,0.011186+0.075345i,0.068196+0.037519i,0.086156-0.021706i,0.062082-0.064019i,0.022407-0.075238i,-0.0028336-0.060548i,-0.005995-0.03392i,-0.0019155-0.012128i,0.0010023+0.004239i,0.0053537+0.011855i
-0.02316-0.0040926i,-0.029372+0.019615i,0.01299+0.1153i,0.12273+0.2035i,0.1948+0.15278i,0.14246-0.013379i,0.034127-0.15435i,-0.021649-0.1911i,-0.014412-0.15241i,0.0066479-0.086855i,0.031472-0.019294i,0.055562+0.029627i,0.069256+0.039021i,0.056414+0.0039714i,0.009632-0.029706i,-0.030232-0.021979i,-0.036043+0.008234i,-0.032904+0.030849i,-0.036878+0.032997i,-0.036675+0.026967i,-0.025689+0.02636i,-0.0093765+0.019705i,-0.0022906+0.0049124i
-0.0046216-0.032019i,-0.040393-0.067011i,-0.13184-0.11258i,-0.20821-0.1406i,-0.17707-0.12383i,-0.09914-0.084355i,-0.060568-0.062882i,-0.047007-0.066366i,-0.042893-0.0607i,-0.040518-0.038617i,-0.027106-0.030188i,-0.00098991-0.041342i,0.015941-0.04942i,0.0062585-0.036483i,-0.011889-0.0086777i,-0.011024+0.013787i,0.0063317+0.012829i,0.01195+0.0027907i,0.00069386+0.010986i,-0.0018514+0.029666i,0.011465+0.037461i,0.020803+0.030879i,0.016081+0.027612i
0.038424-0.029153i,0.061644-0.071372i,0.064742-0.13947i,0.037812-0.1727i,0.0057358-0.13662i,0.01179-0.07162i,0.030944-0.026131i,0.015607+0.022935i,0.0031905+0.072254i,0.0064469+0.083893i,-0.0068158+0.062169i,-0.028915+0.029005i,-0.042089-0.0025824i,-0.037336-0.013024i,-0.013229-0.010982i,0.001242-0.024552i,-0.014872-0.037815i,-0.027102-0.029324i,-0.0014782-0.016899i,0.030834-0.028497i,0.027153-0.055084i,0.0019501-0.059998i,-0.0062557-0.044222i
0.047384+0.020663i,0.093431+0.034284i,0.15111+0.011829i,0.1716-0.036529i,0.11892-0.061042i,0.011285-0.023269i,-0.067234+0.051771i,-0.081027+0.085164i,-0.057582+0.063449i,-0.018184+0.029651i,0.017205+0.017915i,0.030591+0.032639i,0.020557+0.050877i,0.014085+0.049348i,0.023387+0.026643i,0.027741+0.0041254i,0.025028+0.0030028i,0.023452+0.0094209i,0.018366-0.0047995i,0.00015733-0.0257i,-0.025358-0.023877i,-0.03386-0.0076273i,-0.029052-0.0025695i
0.013188+0.049741i,0.020821+0.097038i,0.054928+0.15933i,0.093963+0.20607i,0.10332+0.18204i,0.074997+0.098158i,0.042539+0.037236i,0.039594+0.015423i,0.031857-0.0047326i,0.011291-0.014089i,0.015421-0.016596i,0.035589-0.01581i,0.063037-0.0043375i,0.07657-0.0082505i,0.053949-0.022085i,0.029833-0.017202i,0.030248-0.0074567i,0.028035-0.0029886i,0.0070529+0.0099231i,-0.0046564+0.032444i,0.014676+0.047247i,0.039957+0.040154i,0.041613+0.025622i
-0.033516+0.035096i,-0.07705+0.046995i,-0.12577+0.043671i,-0.14975+0.030686i,-0.091187+0.021378i,0.017654-0.02457i,0.086521-0.11423i,0.092927-0.16894i,0.069228-0.14678i,0.038653-0.093229i,0.0081304-0.057061i,-0.011188-0.052596i,-0.022563-0.059565i,-0.035001-0.045051i,-0.042704-0.010268i,-0.039184+0.014208i,-0.031074+0.010465i,-0.018128-0.0064974i,-0.00068351-0.01311i,0.0098678-0.010235i,0.0079052-0.015856i,-0.0029862-0.025389i,-0.0073436-0.021714i
-0.038905-0.0067003i,-0.075691-0.041949i,-0.11662-0.077577i,-0.1588-0.081141i,-0.16179-0.025687i,-0.10918+0.034125i,-0.091746+0.048627i,-0.1252+0.062138i,-0.12208+0.07985i,-0.081237+0.067117i,-0.050764+0.042028i,-0.049231+0.022955i,-0.068213+0.018796i,-0.062456+0.035525i,-0.023785+0.046816i,0.001935+0.034181i,-0.0054709+0.016503i,-0.019662+0.0043106i,-0.017852-0.010414i,-0.012908-0.02326i,-0.022614-0.018686i,-0.034645+0.0014755i,-0.031938+0.014398i
-0.0063241-0.02253i,0.020488-0.041018i,0.086532-0.044624i,0.15309-0.053622i,0.12923-0.040491i,0.037116+0.041628i,-0.0025083+0.14536i,0.016763+0.17319i,0.032033+0.12666i,0.033156+0.073857i,0.029013+0.049521i,0.028727+0.049983i,0.032796+0.047841i,0.029739+0.024257i,0.024266-0.0096747i,0.026498-0.030421i,0.036204-0.022301i,0.041182+0.0033697i,0.028693+0.015008i,0.011229+0.0065556i,0.0091966-0.001139i,0.018151-0.00034506i,0.01845+0.001162i
0.021976-0.028488i,0.056372-0.030703i,0.10242+0.0089676i,0.15703+0.049149i,0.16631+0.015836i,0.12357-0.079284i,0.076237-0.17332i,0.035957-0.2051i,0.00021354-0.16436i,-0.013684-0.096927i,-0.0068967-0.048044i,0.013219-0.019704i,0.040871-0.007258i,0.045251-0.011791i,0.019826-0.013917i,0.0017429-0.011813i,0.0065247-0.026947i,0.0066208-0.044788i,-0.0074018-0.027226i,-0.014499+0.01055i,-0.0077724+0.020816i,0.0019515+0.0025397i,0.0069856-0.011782i
0.018637+0.0037803i,0.016308+0.034179i,-0.031668+0.090464i,-0.048955+0.14388i,-0.0010169+0.10426i,0.0097362-0.0015588i,-0.039724-0.046801i,-0.05142-0.019588i,-0.018238+0.011108i,-0.0021653+0.020262i,-0.0086616+0.016468i,-0.015052+0.0075486i,-0.0086484+0.0019371i,0.0098349+6.3415e-05i,0.019887-0.00011361i,0.0059105+0.003257i,-0.033982+0.0066504i,-0.071372+0.008966i,-0.060918+0.014608i,-0.017725+0.019547i,0.0055333+0.020334i,0.0014141+0.018896i,-0.0023222+0.014141i
0.015692+0.014607i,0.017678+0.0063426i,-0.028014-0.044139i,-0.10117-0.062186i,-0.11266+0.010849i,-0.029513+0.12481i,0.061571+0.1891i,0.082757+0.16649i,0.048559+0.091944i,0.012447+0.038985i,0.0075161+0.018391i,0.00040542-0.0012649i,-0.032553-0.0068673i,-0.048051+0.0078434i,-0.031092+0.018504i,-0.0071915+0.020205i,0.013819+0.031959i,0.035161+0.04491i,0.045164+0.02099i,0.029944-0.026065i,0.0083459-0.04415i,4.0416e-05-0.026088i,-0.00087634-0.0045746i
0.0015744+0.021756i,0.0056597+0.021488i,0.03297-0.045674i,0.048931-0.12484i,0.039108-0.13805i,0.0082624-0.10845i,-0.028595-0.08871i,-0.05645-0.060282i,-0.052748-0.018621i,-0.023967-0.0013931i,-0.0044031-0.0039354i,0.0020029-0.00021709i,0.0020022+0.013518i,0.0038564+0.026848i,0.020549+0.027496i,0.050133+0.0072224i,0.079024-0.02735i,0.084643-0.053144i,0.051327-0.050015i,0.0055113-0.027081i,-0.017812-0.01349i,-0.019453-0.013605i,-0.016067-0.011891i
-0.019743+0.010633i,-0.0036383+0.025002i,0.076516+0.015781i,0.13183-0.032156i,0.071814-0.083833i,-0.042897-0.10864i,-0.10519-0.11324i,-0.08708-0.10269i,-0.034165-0.082644i,0.00054268-0.060215i,0.017852-0.030305i,0.046703-0.0098022i,0.072576-0.021875i,0.058519-0.049633i,0.016007-0.067966i,-0.023801-0.06818i,-0.053669-0.058622i,-0.07116-0.037755i,-0.057198+0.0016238i,-0.01491+0.036822i,0.014382+0.045893i,0.014965+0.035217i,0.0079568+0.02035i
-0.027436-0.011522i,-0.066977+0.013544i,-0.080403+0.10029i,-0.034291+0.18992i,0.066395+0.1889i,0.15428+0.11522i,0.18634+0.048427i,0.15036+0.010309i,0.074616+0.013881i,0.028322+0.034155i,0.011724+0.021302i,-0.0085528-0.0052409i,-0.024327-0.013662i,-0.036185-0.0068591i,-0.057212+0.01912i,-0.074292+0.06207i,-0.072509+0.099827i,-0.050679+0.10371i,-0.021116+0.063512i,-0.0016022+0.014572i,0.0094783-0.0066444i,0.017903-0.0058087i,0.019773-0.0036159i
0.013869-0.026834i,-0.011027-0.053962i,-0.060848-0.043922i,-0.11066-0.0033256i,-0.107+0.038619i,-0.044204+0.056616i,0.00070865+0.047098i,-0.0051937+0.038024i,-0.012356+0.037991i,-0.0047731+0.032918i,-0.011229+0.027763i,-0.030986+0.034062i,-0.033086+0.044492i,0.0023062+0.046329i,0.058671+0.034462i,0.10398+0.0085874i,0.12538-0.02011i,0.11484-0.040958i,0.065424-0.048088i,0.0042814-0.039874i,-0.028886-0.029428i,-0.034361-0.022879i,-0.030005-0.013078i
0.032461-0.011234i,0.032963-0.054305i,-0.012125-0.091573i,-0.072397-0.083732i,-0.11071-0.024171i,-0.16362+0.042858i,-0.22175+0.096599i,-0.20749+0.11875i,-0.14023+0.080336i,-0.090251+0.028072i,-0.044866+0.0093927i,-0.0027488-0.0057823i,0.0070303-0.022415i,-0.00056944-0.032661i,-0.0047194-0.05622i,-0.011606-0.097674i,-0.029307-0.13288i,-0.041699-0.12472i,-0.027888-0.074134i,-0.0029839-0.026283i,0.0046313-0.0023461i,-0.0029737+0.012386i,-0.0062852+0.023054i
0.043432+0.034157i,0.1166+0.031437i,0.20611-0.0073521i,0.25102-0.087701i,0.19605-0.1473i,0.10774-0.14916i,0.076608-0.12569i,0.083617-0.10416i,0.074513-0.077995i,0.049504-0.047341i,0.025282-0.029243i,0.013807-0.015252i,0.013644+0.005301i,0.0049945+0.033052i,-0.013453+0.065115i,-0.029517+0.099531i,-0.044487+0.12378i,-0.052413+0.11821i,-0.037498+0.080152i,-0.0082103+0.033706i,0.013949+0.0073998i,0.026994-0.0014106i,0.032739-0.011241i
-0.0034663+0.044931i,0.0030069+0.0873i,0.018924+0.12745i,0.062708+0.14527i,0.13127+0.086007i,0.1755-0.052017i,0.14488-0.16376i,0.069137-0.15908i,0.02469-0.087899i,0.014587-0.035836i,0.011468+0.00097654i,0.020188+0.031291i,0.038843+0.031749i,0.050789+0.0097771i,0.051121-0.0023925i,0.061118+0.0069819i,0.085703+0.024534i,0.087641+0.034633i,0.053483+0.035035i,0.016932+0.029305i,0.00026855+0.017046i,-0.004908-0.0019407i,-0.012501-0.016905i
-0.039163+0.020968i,-0.058293+0.064277i,-0.051246+0.10596i,-0.01642+0.12644i,0.010177+0.13057i,0.018857+0.16191i,0.03296+0.20382i,0.049443+0.18144i,0.042742+0.11535i,0.025325+0.070615i,0.016742+0.039851i,-0.0014887+0.0093957i,-0.031915-0.0094676i,-0.049721-0.020952i,-0.056912-0.032805i,-0.067376-0.050165i,-0.06569-0.073267i,-0.037469-0.083053i,-0.0055168-0.067266i,0.0060477-0.038278i,0.00093507-0.015331i,-0.010272+0.0016171i,-0.014853+0.019793i
-0.045746-0.031876i,-0.099889-0.06847i,-0.17532-0.11186i,-0.23803-0.098198i,-0.2127+0.0043873i,-0.099926+0.10173i,-0.0058471+0.083572i,-0.00139+0.0029705i,-0.035602-0.042617i,-0.039369-0.042157i,-0.027721-0.034121i,-0.030646-0.027244i,-0.031752-0.0052726i,-0.011346+0.015448i,0.017441+0.019487i,0.028704+0.020259i,0.012328+0.026648i,-0.013574+0.024008i,-0.024085+0.0053773i,-0.02109-0.012555i,-0.016961-0.015057i,-0.0090584-0.0052561i,0.0034795+0.003046i
0.012761-0.041473i,0.030532-0.066623i,0.077546-0.087419i,0.10879-0.12197i,0.049616-0.17332i,-0.08568-0.20243i,-0.17732-0.16895i,-0.15745-0.084671i,-0.084307-0.0091324i,-0.030608+0.014977i,8.0363e-05+0.0062425i,0.034236-0.0087203i,0.061494-0.025738i,0.058388-0.03511i,0.04627-0.040023i,0.051384-0.048651i,0.061634-0.043468i,0.053049-0.013268i,0.030143+0.018917i,0.014226+0.031458i,0.0099646+0.026635i,0.0088218+0.010096i,0.003907-0.0095691i
0.042486-0.031248i,0.065063-0.05339i,0.072666-0.066837i,0.051476-0.06001i,0.0090959-0.038752i,-0.024843+0.0071409i,-0.0080103+0.055916i,0.042892+0.051217i,0.062068+0.013741i,0.045385-0.0023007i,0.03111-0.00062283i,0.023008-0.0054334i,0.0068731-0.008163i,-0.012284+0.0052386i,-0.03065+0.023154i,-0.050665+0.027759i,-0.061044+0.0090812i,-0.050088-0.013367i,-0.022134-0.018096i,0.0044919-0.014064i,0.014249-0.013043i,0.0071767-0.012754i,-0.00331-0.0098341i
0.040854+0.033222i,0.056518+0.084139i,0.062439+0.1729i,0.098304+0.24312i,0.18132+0.19986i,0.24207+0.05396i,0.18912-0.049739i,0.056006-0.036352i,-0.028611+0.014656i,-0.039748+0.032571i,-0.034695+0.037012i,-0.036019+0.055946i,-0.028658+0.069881i,-0.012598+0.056858i,-0.00086513+0.040291i,0.0046855+0.040224i,0.0014852+0.044456i,-0.010002+0.03302i,-0.022553+0.0066779i,-0.03222-0.013705i,-0.034028-0.015716i,-0.023221-0.0021554i,-0.0086034+0.012733i
0.0043519+0.041154i,-0.0027773+0.028508i,-0.041981-0.031426i,-0.10253-0.088821i,-0.13319-0.08201i,-0.13311-0.035967i,-0.12652-0.0022725i,-0.087451+0.022044i,-0.018444+0.023079i,0.014071-0.004197i,0.0045629-0.014635i,0.0020124-0.012495i,0.0033877-0.01869i,-0.00016733-0.023237i,0.0030401-0.031677i,0.013025-0.047335i,0.029603-0.053169i,0.041318-0.039628i,0.03338-0.016165i,0.016406+0.0028233i,0.0087096+0.010713i,0.010997+0.0083239i,0.014574+0.0052495i
-0.033617+0.03371i,-0.04473+0.054042i,-0.040039+0.057318i,-0.01935+0.068617i,0.014309+0.11827i,0.05747+0.15272i,0.090671+0.11276i,0.080581+0.021103i,0.026141-0.041884i,-0.0099688-0.035958i,-0.0077596-0.024628i,-0.0099434-0.03167i,-0.014112-0.025i,-0.0053323-0.010497i,0.002105-0.0017894i,4.7561e-06+0.0041764i,-0.010787+0.0041563i,-0.017732-0.0041442i,-0.0083313-0.0095036i,0.0086207-0.0091551i,0.014038-0.0097847i,0.0041285-0.013188i,-0.0077226-0.016614i
-0.02917-0.015981i,-0.0079289-0.035992i,0.073177-0.084342i,0.14703-0.15734i,0.1186-0.20639i,0.035989-0.17595i,0.0036997-0.10929i,0.0012218-0.056779i,0.0025639+0.0037762i,0.021778+0.039133i,0.033046+0.03683i,0.035688+0.035253i,0.041353+0.030493i,0.03565+0.018476i,0.025687+0.016743i,0.027548+0.026139i,0.028314+0.039374i,0.01381+0.046433i,-0.00062519+0.038976i,-0.002598+0.023121i,-2.7157e-05+0.011448i,7.9613e-05+0.0066943i,-0.0045276+0.0016041i
-0.01329-0.027784i,-0.04119-0.004138i,-0.072831+0.082416i,-0.088556+0.18054i,-0.08523+0.18403i,-0.10981+0.099328i,-0.13597+0.053341i,-0.087167+0.046492i,-0.031949+0.0061375i,-0.033096-0.013839i,-0.02554+0.0064333i,-0.0036611+0.0090402i,-0.005094+0.00020827i,-0.011992+0.0010296i,-0.01449+0.0012795i,-0.019076-0.0059256i,-0.011879-0.018249i,0.0066681-0.022792i,0.014655-0.017496i,0.0092074-0.012543i,0.0049373-0.010495i,0.0070457-0.0083342i,0.008692-0.0030119i
0.025005-0.035005i,0.036502-0.058528i,0.041461-0.074799i,0.043275-0.085264i,0.058685-0.083251i,0.094267-0.068998i,0.096298-0.069757i,0.032886-0.069439i,-0.018457-0.04229i,-0.019588-0.016299i,-0.018621-0.012356i,-0.033211-0.0094973i,-0.034863+0.0012571i,-0.019157+0.003471i,-0.004681-0.00072759i,0.00034619-0.0039145i,-0.003483-0.010475i,-0.00936-0.021097i,-0.012789-0.023639i,-0.013898-0.012131i,-0.012244+0.00041208i,-0.0070933+0.0054933i,0.0035519+0.0056133i
0.029926+0.0039542i,0.010688-0.0092272i,-0.071015-0.032469i,-0.15892-0.038872i,-0.13141-0.013804i,-0.014615-0.025258i,0.041332-0.068537i,0.030837-0.05075i,0.037345-0.012766i,0.044336-0.027835i,0.022949-0.041231i,0.016175-0.027261i,0.019747-0.02047i,0.0139-0.019697i,0.014724-0.026665i,0.021814-0.044043i,0.020364-0.042926i,0.0073704-0.016898i,0.0024416+0.0075134i,0.011768+0.014154i,0.016151+0.010664i,0.0074336+0.0062845i,-0.0047467-0.0016498i
0.035575+0.038294i,0.090208+0.044812i,0.19153+0.032896i,0.27868-0.0016784i,0.22834-0.0064336i,0.08735+0.06549i,0.021843+0.13366i,0.02995+0.10947i,0.020436+0.06368i,0.0095697+0.057769i,0.022514+0.040759i,0.022695+0.0068143i,0.010766-0.0051592i,0.0016638+0.0012685i,-0.010754+0.0099911i,-0.022163+0.016573i,-0.021748+0.016401i,-0.0096452+0.012325i,0.00074634+0.0052556i,9.0969e-06-0.0054864i,-0.0080719-0.010534i,-0.012626-0.0033563i,-0.013744+0.010865i
-0.018734+0.041334i,-0.042529+0.057653i,-0.078948+0.071551i,-0.094906+0.087423i,-0.072193+0.092547i,-0.039321+0.092742i,-0.022987+0.081009i,-0.035832+0.047282i,-0.043657+0.028028i,-0.015417+0.023161i,0.0038622+0.018203i,-0.0017415+0.024739i,-0.0037908+0.029678i,0.0015277+0.022371i,0.010224+0.023867i,0.02403+0.033262i,0.026462+0.027607i,0.012606+0.0063905i,-0.006504-0.0057365i,-0.0186-0.00010963i,-0.014503+0.0056712i,0.0014919+0.0014013i,0.020337-0.0020998i
-0.030933+0.013365i,-0.032579+0.036681i,-0.014227+0.088013i,0.027552+0.14034i,0.053424+0.083221i,0.010445-0.078711i,-0.064514-0.15366i,-0.070897-0.092969i,-0.04171-0.048143i,-0.0536-0.032609i,-0.05141-0.002252i,-0.018467+0.004408i,-0.0015717-0.0069247i,0.00055936-0.013035i,-0.001166-0.021035i,-0.0074102-0.027668i,-0.011116-0.024339i,-0.010448-0.013898i,-0.0061605-0.0064746i,0.0027084-0.0067208i,0.0085855-0.010347i,0.0028951-0.015829i,-0.0085214-0.023152i
-0.03702-0.025042i,-0.061158-0.072843i,-0.11641-0.16399i,-0.19667-0.2277i,-0.2085-0.17163i,-0.12424-0.045886i,-0.027311+0.012396i,0.023911-0.0098559i,0.037699-0.026796i,0.036376-0.014361i,0.026416-0.0087849i,0.012008-0.013791i,0.0029761-0.011585i,0.0025845-0.0034892i,5.3409e-05+0.0054963i,-0.0042811+0.016464i,-0.001855+0.023951i,0.0065117+0.020993i,0.012139+0.010718i,0.0093045+0.0010005i,0.001745+0.00087776i,-0.0058559+0.012228i,-0.015053+0.024602i
0.0070179-0.02187i,0.044033-0.0090214i,0.11935+0.017926i,0.17924+0.036069i,0.20086+0.049378i,0.21682+0.046855i,0.19059+0.023515i,0.10014+0.022395i,0.031493+0.032296i,0.01289+0.010282i,0.0068137-0.0043469i,0.015561+0.0080757i,0.027694+0.012597i,0.02736+0.0090877i,0.031069+0.0033596i,0.039132-0.0079146i,0.035585-0.014736i,0.019886-0.01058i,0.0078472+0.00066737i,0.0057801+0.010096i,0.0062883+0.011715i,0.012213+0.008176i,0.023608+0.0041946i
