-0.0010143+0.0016182i,0.00063768+0.00053647i,-5.8046e-05-0.00072845i,-0.0008932-0.00097199i,-0.00031181-0.0002956i,0.00027812+0.00026605i,0.00026741+0.0006678i,-0.00060414+0.00021123i,-0.00043467-0.00046139i,7.8014e-05-0.0001593i,-5.4905e-05-6.4519e-05i,-0.00027661+0.00011188i,-0.00092146-5.8563e-05i,-0.00075041-0.0006917i,0.00040076-0.00069315i,0.0011101-0.00010731i,0.0013212-0.00045024i,0.00082553-0.00056561i,-0.00030131+0.00010192i,-0.0003392+0.00091099i,-4.2579e-05+0.0013917i,-0.00029442+0.00074363i,-0.00050445-7.2963e-05i
0.00066408+0.00031249i,0.0024896-7.1922e-05i,0.0024003+0.00019702i,0.00069922+0.00073803i,-0.00053365+9.1137e-05i,-0.00097164-0.0010055i,-0.00039479-0.00099831i,-0.00033493-7.5288e-05i,-0.00087343+0.00037701i,-0.00092785+0.00019832i,-0.0011235-0.00027041i,-0.00069312-0.00033078i,0.00041032+9.6305e-05i,0.00032992+0.00023363i,-0.00042136+0.00032651i,-0.0003271-0.00010391i,0.0006371-0.00037308i,0.00043003-0.00030927i,-0.00042982-0.00052094i,-9.8791e-05-0.0007122i,0.00016851-4.3353e-05i,-0.00068464+0.00048027i,-0.0010391+0.00063578i
-0.0012574+0.0010319i,0.00029567+0.0013274i,0.0015143+0.00092733i,0.0019762+0.00038964i,0.0028482-0.00051733i,0.0029428-0.0020484i,0.001395-0.002272i,-0.00049097-0.0015977i,-0.00092816-2.1006e-05i,-0.00058583+0.00075515i,-0.00015984+0.00072735i,0.00015016+0.0010738i,-0.00041795+0.00025445i,-0.00046869-0.00010555i,-0.00028568+0.00052865i,-0.00088974+0.00051163i,-0.00052452-0.00048749i,0.00059258-0.0006366i,0.00076262+0.00041839i,0.00054553+0.00045854i,0.00044432+0.00010242i,8.5967e-05+5.2936e-05i,-0.00031167+0.00011655i
7.9783e-05-0.00016687i,0.00054704-1.8427e-05i,-0.00019911-0.00031844i,-0.00022101-0.0010738i,-5.366e-05-0.0013134i,0.00025686-0.0013815i,0.00030578-0.0018421i,-0.00052005-0.0013475i,-0.00051594-0.00048816i,-0.00043655-0.00041955i,-0.00045794-6.5703e-05i,-0.00011122+0.00040194i,0.00029908-0.00034276i,0.00072818-0.00068085i,0.000719+0.00023024i,0.00040785+0.00066397i,-0.00057238+0.00059381i,-0.00039746+0.00029342i,-0.00031571-0.00010477i,-0.0015334-0.00021812i,-0.0017464-0.00014184i,-0.0010476+0.00031938i,0.000223+0.0013559i
-0.00077964-0.0005875i,-0.001339-0.0003068i,-0.0013655-0.00069831i,-0.0015191-0.00033448i,-0.00095358+0.00049282i,6.2899e-05+4.1875e-06i,-0.00060541-0.00081125i,-0.0013874-0.00067584i,-0.00088803+0.0003291i,-0.00047077+0.00026216i,-0.00032023-0.00022047i,0.00020259+0.00052576i,0.00066662+0.0006579i,8.5575e-05+0.00023093i,-0.0008782-0.00018293i,-0.00075289-0.00018299i,-0.00050998+0.0004444i,-0.00076484+0.00033729i,-0.00014926+0.00043869i,0.00047884+0.00067535i,-0.00016642+0.00038142i,-0.00085448-0.00033149i,-0.00051561-0.00054373i
0.00054448-8.2355e-05i,-0.00022405-0.00050555i,-0.00083347-0.0011524i,-0.00024868-0.0010687i,-0.00010897-0.0009987i,0.00058857-0.0015402i,0.0010669-0.000997i,-0.00021045+0.00028188i,-0.0010261+0.0014735i,-0.00064979+0.0015367i,-0.00055453+0.00078094i,-3.5444e-05+0.00024908i,0.0011441-7.4447e-05i,0.0014307-0.0006913i,0.0007337-0.0008791i,0.00044757-0.00079459i,0.00082008-0.0004501i,0.00091333-0.00020691i,-0.00039302+6.6926e-05i,-0.00073419+0.00014043i,1.045e-05-2.4398e-05i,0.00050001-0.00028554i,0.00058084-0.00059482i
0.0010105-0.00014427i,0.0012028-0.0013016i,0.00057139-0.0020831i,-0.00027707-0.0021135i,-0.0010173-0.0011416i,-0.00096897-0.00062986i,-0.00072131-0.00070386i,-0.0012218-0.0006718i,-0.001085-7.4733e-06i,-0.00083932+0.00024639i,-0.00087763-0.00037952i,-0.00081599-0.00034921i,-0.00030931-0.00012352i,0.00015006-0.00021644i,0.0001467-6.4208e-05i,-0.00036138+0.00053532i,-0.00032018+0.00088932i,-0.0002786+0.00068177i,-0.00031953+0.00039192i,-0.00055229-0.00023047i,-9.8131e-05-0.00058399i,0.00035743+0.00010009i,0.00090462+0.0010208i
0.00054029-0.0015125i,-0.0012821-0.0010597i,-0.0029795-0.00095019i,-0.001674-0.0010849i,0.00084528-0.00053472i,0.0016192-0.00031743i,0.00093779-0.00054548i,-0.00023603-0.00049745i,-0.0004656-0.00087058i,-0.00063043-0.00076005i,-0.00033352-0.00018816i,0.00030087+0.00031271i,0.00080598+0.0011654i,0.00086509+0.0011216i,0.0003424-0.00014505i,8.2017e-06-0.00060331i,-9.6139e-05-0.00034209i,0.00012199-4.1629e-05i,0.00084539-0.00036678i,0.0012502-0.00028474i,0.00095968+0.00074843i,0.00066193+0.00038501i,0.00056507+0.00075982i
-8.1653e-05+0.00068407i,0.00070453-0.0001714i,0.0015287-0.00029328i,0.0018787-0.00018211i,0.0010555-0.00092849i,8.8338e-05-0.0022643i,8.1007e-06-0.0017771i,2.1387e-06+0.00026782i,-0.00048478+0.0010737i,-0.00019093+0.0010941i,0.00023231+0.00057132i,-0.00016994-5.1437e-06i,-0.00055619-0.00037906i,-0.00087684-0.0011467i,-0.00067115-0.00087716i,-3.4896e-06-0.00038942i,-5.161e-05-0.00022538i,-0.00063776-5.5553e-05i,-0.0004193+0.00017884i,0.00021364-0.00022037i,-8.2051e-05-0.00036936i,-0.00073386-3.9801e-05i,-0.00069751+8.6133e-05i
0.00032317+0.00042318i,0.0015427-0.00081459i,0.0020524-0.0025962i,0.0013591-0.0034309i,-0.00013899-0.0034145i,-0.00054185-0.0033717i,-0.00078847-0.0025226i,-0.0016343-0.00093397i,-0.0014513+0.00026289i,-0.00076298+6.4323e-05i,-0.00033478-0.00039974i,0.00013445-0.00078308i,0.00047625-0.00062732i,0.00030968+0.00019108i,-0.00016575+0.00066938i,-0.00077727+0.00036697i,-0.0011064-0.00070382i,-0.00052378-0.00081477i,-0.00015194-0.00072447i,0.00027426-4.0392e-05i,0.00039698+0.00095627i,-0.00015442+0.00017786i,-5.9186e-05-0.00061619i
0.00042029+0.0026211i,0.0016434+0.001942i,0.0027381+0.0024486i,0.0029198+0.0023498i,0.0028946+0.00017387i,0.0015965-0.0016332i,-0.00035147-0.00058355i,-0.0011994+0.000396i,-0.00093982+0.00073503i,-0.00036145+0.00056914i,-0.00019846-1.9447e-05i,-1.6747e-05-4.8989e-05i,0.00036463+8.0062e-05i,5.6295e-06-0.00033005i,-0.00053091-0.00051834i,-0.00011269-0.00023372i,0.00017887-0.00016294i,3.6097e-05-0.00052866i,0.00053824-0.00077273i,0.00027883-0.00042692i,-4.5394e-06+0.00037728i,0.00020187+0.00045314i,0.00011558-0.00024357i
0.0012709+0.00068541i,0.0018627+0.00019162i,0.001432-0.00159i,-0.00058433-0.002965i,-0.001291-0.0035532i,-5.7723e-06-0.0028461i,0.00049686-0.0018266i,4.8953e-05-0.00097044i,0.00024164+5.9747e-05i,0.00061489-0.00015207i,0.00055463-0.00048513i,-0.00040159-0.00060751i,-0.0011145+0.00016038i,-0.00068401+0.00068942i,-0.00024809-0.00016491i,-0.0004599-0.00083356i,0.00015265-0.00065181i,0.00095472-0.00017195i,0.00040537+0.00011821i,-0.00014465+0.00011602i,-0.00050784-0.00032864i,-0.00074856-0.00058572i,-0.00030244-0.00028728i
-0.0013887-0.0019279i,-0.00049392-0.00075933i,-0.0012833+0.00041598i,-0.0013495+0.0013969i,-0.00072454+0.0017762i,0.00048421+0.00055065i,0.0005865-0.0003492i,-0.00085505-6.6138e-06i,-0.0019008+6.4707e-05i,-0.0018333-6.9875e-05i,-0.0010204-0.00044139i,0.0001484-5.5913e-05i,0.0004677+0.00065585i,0.0003079+0.00016332i,-0.0002112-0.00041026i,-0.0003533-0.00011119i,5.0965e-05-0.00025816i,0.00065985-0.00031787i,0.00048376-0.00026216i,0.00026872+0.00044248i,3.0558e-05+0.00060253i,-1.2317e-05+0.00049814i,0.00019654+0.00086105i
-0.00081203-0.00019554i,-0.0015937-0.00066459i,-0.0016582+0.00012099i,-0.0010361+0.00098422i,-0.00059912+0.000495i,-0.00054435-0.0010356i,-0.0014499-0.0016408i,-0.0022513-0.00059447i,-0.0012967-0.00018856i,-0.00034407-0.00027334i,0.0002133+1.7386e-05i,0.00040664+0.00054251i,0.00081794+0.00046685i,0.0016073+5.9227e-05i,0.00060385+0.00075865i,-0.00021764+0.00092153i,-0.00051736+0.0010189i,-0.001319+0.00046036i,-0.0005061-0.00031644i,0.00069285-0.00066754i,0.0011246-0.00054413i,0.0009902+0.00026889i,0.00042833+0.00078095i
0.00059295+0.00094102i,0.0002244-0.00049438i,0.00030732-0.00095436i,0.000113-0.0011993i,-0.00031883-0.001767i,-0.00068351-0.0020338i,-0.0010314-0.0016441i,-0.00039752-0.00088881i,0.00027098-0.00027339i,0.00048257+0.00079896i,0.00052483+0.0010908i,9.9487e-05+0.0010083i,-0.00081958+0.0010147i,-0.0012747+0.00068404i,-0.00098668+0.00077233i,-0.00079401+0.0011737i,8.7687e-05+0.0006317i,0.0010512+9.0082e-05i,0.00041028+0.00043538i,-0.00021473+0.00072118i,0.00018527+0.00019313i,0.0003854+9.5324e-05i,0.00015276+0.00015619i
0.00056274-0.00072834i,0.0001337-0.0012512i,0.00024075-0.002088i,0.0011005-0.00116i,0.0010147-0.00024508i,6.1911e-05-0.00014694i,0.00045786+0.0003534i,0.0010114+0.00082026i,0.0002827+0.00082721i,-0.0010156+8.0734e-05i,-0.0011023-0.00039256i,-7.1299e-05+0.00011566i,0.00068561-0.0001424i,0.00062648-0.0011227i,0.00072483-0.0011257i,0.00051333-0.0010126i,-0.00031599-0.0008072i,-0.00035992-0.00033913i,5.9934e-05+0.00041624i,-0.00030895+0.00024512i,-0.00083202-0.00084939i,-0.0005087-0.00058122i,-0.00075081+0.00056335i
-0.00016043-0.00028478i,0.00018839-7.4344e-05i,-0.0001029-0.0011834i,-0.0004406-0.001558i,-0.00052884-0.0021332i,8.7252e-05-0.0030343i,-0.0001821-0.0026582i,-0.0010661-0.0016122i,-0.0014083-0.00057543i,-0.0010619+0.0010139i,-0.00027194+0.0014353i,0.00065955+0.0002322i,-2.0596e-05+1.5615e-05i,-0.0008723+0.00010675i,-0.0007368-6.0363e-06i,-0.00048938+0.00022836i,-0.00021778+0.00022237i,-0.00060513-2.2535e-06i,-0.00019142-5.7661e-05i,0.00055628+0.00012839i,0.00060359-0.00028731i,0.00044452-0.00034791i,2.4804e-05-0.0007097i
0.00060338+0.00015508i,0.0003117-0.0010257i,0.00080984-0.0012377i,0.001739+5.1844e-05i,0.0019246+0.00010929i,0.001522-0.00040863i,-8.4215e-05-0.00049691i,-0.0015104-0.00047551i,-0.0014106-0.00065425i,-0.00076146-0.00066591i,-0.00025493-5.7709e-05i,-0.00061396+0.0011391i,-0.00042086+0.0019036i,0.00049316+0.001141i,0.00027282-0.00029005i,-4.6703e-05-0.00011727i,-4.3439e-05-0.00019485i,-0.00035958-0.00032776i,-0.00043323-0.00013603i,9.4146e-06-0.00021457i,0.00017771-0.0001603i,-1.8871e-05-4.1658e-05i,-0.00023119-0.00021632i
-0.00058716+0.00041661i,-0.00077371+0.0010972i,5.9921e-05+0.0011922i,0.0010228+3.2466e-05i,0.0012851-0.0011222i,0.00124-0.000728i,0.00057083+0.00014992i,-0.00058105-0.00028824i,-0.00071975-0.0011664i,-7.9429e-05-0.0015109i,0.00025681-0.00064861i,-0.00021972+0.00033738i,-0.00099691-6.2955e-05i,-0.0007755+0.00019092i,0.00024883+1.7328e-05i,0.00063685+4.9182e-05i,0.00030371+0.00016822i,-0.00050059+2.6577e-05i,-0.00039679-7.3472e-05i,8.8837e-05+0.00032008i,-0.00015551+0.00027012i,-0.0009395+0.00022856i,-0.0010021-0.00019243i
0.00028765+0.0014031i,0.00037661-0.00032323i,0.00020631-0.00063815i,0.00017489-0.0016794i,0.00093421-0.0024339i,0.00057231-0.0026492i,-0.00021691-0.0023605i,0.00024274-0.0014102i,0.00026736+1.7879e-05i,3.8099e-05+0.00074364i,-0.00010532+0.00066905i,-0.0005535+0.00038145i,-0.0011754+0.00052397i,-0.0012637+0.00066618i,-0.00029719+8.3127e-05i,0.00073338-0.00048987i,0.0002765-0.00064994i,-4.7396e-05-0.00052947i,0.00015216-3.1766e-05i,0.00077099+0.00058661i,0.0010576+0.00010405i,-0.00010203+0.00011129i,-0.00061686+0.00034096i
0.0014776+0.00094872i,0.0013799+0.00035357i,0.0009413-0.00041431i,0.0011015-0.00092906i,0.00086305-0.0016057i,0.00048159-0.0017803i,0.00053392-0.00071906i,-0.0001001+0.00074432i,-0.00089266+0.001009i,-0.00079276+0.00021723i,-0.00068079-0.00039937i,-0.00055453-0.00051476i,-0.00032333-0.00052338i,-0.00052918-0.00025761i,-0.00055318+0.00041371i,-0.00039238+0.00055893i,-0.0003679+0.00016892i,4.7109e-05-0.00028419i,6.4785e-05-0.00023055i,2.1791e-05+4.9496e-05i,0.00044603-0.00018749i,0.00066196-0.00011466i,-0.00018386-0.00025806i
-0.0011122+0.00069562i,-0.001037+0.0013061i,0.0011307+0.0020743i,0.0025455+0.0012372i,0.0024253-0.00059096i,0.0019538-0.0013942i,0.00065369-0.0013589i,-0.0010491-0.0011354i,-0.0014046-0.00052075i,-0.00056701-0.00021663i,-0.00016622-0.00064684i,-0.00017437-0.00025809i,-0.0004937+0.00050005i,-0.00040972+0.00043098i,2.1413e-05+8.7841e-06i,0.00024772-0.00058486i,0.00035067-0.00074661i,0.00046515+0.00015433i,0.000564+0.00092797i,0.00025588+0.00043723i,-0.00059232+0.00032775i,-0.00075495+0.00037122i,-0.00014+0.00018804i
-0.00048751-0.0011212i,-0.00093605-0.00093264i,-0.0016838-0.00067182i,-0.0031042-0.0003155i,-0.0028047+5.6799e-05i,-0.0010382-0.0004479i,-0.00047625-0.0013987i,-0.00061468-0.00058149i,-0.00039293+0.0009026i,-0.00026305+0.00091626i,-0.0003258+4.7406e-05i,-0.00012568-0.0003429i,0.00063397+1.4988e-05i,0.00030287+6.7904e-06i,-3.0278e-05-0.00022459i,0.00015947-0.00028361i,-0.00011695-0.00056328i,6.153e-05-0.00063491i,0.00012953-0.00038241i,0.00022677-0.00040419i,0.00031537-0.00075453i,-6.3653e-05+0.00014539i,-0.00022111+0.00064941i
0.00083229+0.002282i,0.00082139+0.0017823i,0.00094837+0.0013646i,0.001427+0.00036815i,0.002447-0.00023077i,0.0024545-0.00081367i,0.00096388-0.0012338i,-0.00022053-0.00065132i,-0.00037326+0.00044933i,-0.00075516+0.00058857i,-0.00080095+0.0010313i,-0.00015152+0.0012742i,-0.0006064+0.00038563i,-0.0012325-0.00042439i,-0.00096381-0.00024357i,-0.0010436+0.0004247i,-0.00059187+0.00062519i,0.00025541+0.00085165i,0.00044141+0.00081426i,6.6203e-05-0.00016103i,-0.00058441-0.00042591i,-0.0006733-4.2324e-05i,0.00016029+0.00031122i
-0.00023083+0.00045586i,-0.00027871-0.00043492i,0.0011759+0.00054224i,0.0018392+0.0012898i,0.0012457+0.00069943i,0.0010585-0.00080294i,-0.00010921-0.0012972i,-0.001704-0.0004126i,-0.0016807+0.00041177i,-0.0006564+0.00064365i,0.00054239-1.5606e-05i,0.00073434-0.0008607i,0.00027457-0.001323i,-0.00029635-0.00092086i,-0.00049676-0.00072131i,-0.0001192-0.00048493i,-0.00027246-0.00029918i,-0.0005349-0.00058046i,-0.00064354-0.00021791i,-0.00041125+0.00049529i,0.00011363+0.00099311i,0.00090419+0.0009916i,0.0010391+0.001211i
-0.00050896+0.00090983i,-0.00054279+0.0011983i,-9.2818e-05+0.0008997i,0.00032168+0.00052953i,0.0001424+0.00036298i,0.00018032-0.00049901i,1.8864e-05-0.0011767i,-0.0007645-0.0010957i,-0.00094492-0.000684i,-0.0010093+0.00021832i,-0.0011286+0.0003283i,-0.00047519-2.2385e-05i,0.00045511-0.0001237i,4.0233e-05-0.00057583i,-0.00053584-0.00067743i,-0.00054402-0.00010402i,1.5561e-05+0.00088178i,0.00032404+0.0011471i,0.00064078+0.00094138i,0.00070651+0.00042696i,0.00038511-0.00014989i,0.0002463+2.2906e-05i,0.00022966-0.00027224i
-0.00010045-0.0014758i,0.00010859-0.0015951i,0.00040012-0.00189i,0.0014451-0.0017294i,0.0017906-0.0017579i,0.0016619-0.0021146i,0.0016596-0.0017482i,0.00095712-0.0011612i,-0.00024111-0.00041851i,-0.00092869+3.8226e-05i,-0.00079155-0.00039501i,-0.00016256-0.00024042i,-0.00040432+0.00094563i,-0.00039887+0.001209i,-0.00036457+0.00086755i,-0.00046461+0.0012133i,-0.0003304+0.00067849i,-0.00011965-0.00035362i,0.00047057-0.00069767i,0.00036515-0.00078256i,2.9602e-05-0.00039555i,-0.00011829+3.1733e-05i,0.00020338-0.00031709i
0.00015301+0.00091917i,-3.6006e-06-0.00031722i,0.00026966-0.00075085i,0.00015441-0.0014733i,0.00034142-0.0023465i,-0.00018358-0.0027754i,-0.0010026-0.001337i,-0.0015956+0.0010093i,-0.001666+0.0016807i,-0.0012783+0.001423i,-0.00082526+0.00070797i,-0.00018396-0.00055419i,0.00027781-0.00037669i,6.031e-07-0.00016326i,-0.00042244-0.00031423i,-0.00049527+0.00018648i,0.00032887+5.6894e-05i,0.00074542+0.00024945i,0.00017405+0.00049512i,-5.4707e-05+5.0757e-05i,-0.00023977-0.00028586i,-0.00026475-8.9948e-05i,-0.00053939+0.00048047i
0.00055517+0.0012514i,0.00048239+0.0013286i,-0.00082404+0.0018451i,-0.00078048+0.0019175i,0.00024565+0.00063884i,0.00030996-0.00032393i,-0.00037226-0.00081772i,-0.0010083-0.00058713i,-0.00077837+2.1509e-05i,-0.00042154+0.00026008i,-0.00045603+0.00041344i,-0.00036991+0.00042391i,-6.181e-05-0.00019802i,-7.5291e-06-0.00061404i,-0.00057163-0.00055292i,-0.00072083+0.00019331i,-0.00024948+0.0015656i,-0.00021003+0.0013306i,0.00011783+0.00039121i,0.00036273+0.00056218i,0.00024216+0.00046378i,0.00017026+5.4199e-05i,-0.00054995-0.00012924i
-0.00051455+0.00083389i,-0.00091819+6.1034e-05i,-0.00032875-0.00044933i,0.0011819-0.0010742i,0.0014963-0.00050418i,0.00051371-0.0014835i,0.00048848-0.0028535i,0.00061194-0.0015056i,0.00010823+0.00039176i,-0.00013345+0.00067638i,0.00017963+0.0003034i,0.00044228+0.00039683i,0.00048466+0.0001189i,0.0005259+0.00028544i,0.00070387+0.0003102i,0.00038111+0.00010206i,-0.00049646+0.00045129i,-0.00048875+0.00077159i,-2.1114e-05+0.00048422i,0.00038199+4.7576e-05i,3.1823e-05-0.00065731i,-0.00073833-0.0015177i,-0.00096923-0.0014692i
0.00086079+0.00079911i,0.0014371+0.0008354i,0.00093511+0.0013235i,0.00048649+0.00057877i,0.0012276-0.0013877i,0.00073331-0.0019667i,-0.00020317-0.0011564i,-0.00019704-0.00061735i,-0.00085016-0.00061656i,-0.0010134-0.00060418i,-0.00050434-0.00041684i,-0.00048102-0.00055213i,-0.00037115-0.00048432i,-0.00021793-3.8074e-05i,-0.00051353-6.8376e-05i,-0.00041152-0.00088995i,-0.00017572-0.00099003i,-0.00020542-0.00041058i,4.3209e-06+0.00024156i,0.0002854-0.00025438i,0.00018578-0.00083765i,-0.0004529-0.00031078i,-0.00078794+7.8822e-06i
-0.0015351+0.0020601i,0.00016234+0.0014693i,0.001831+0.00222i,0.0021755+0.0013441i,0.002238-0.00065122i,0.0022384-0.0016982i,0.0013145-0.001456i,-0.00047052-0.00026265i,-0.0011893+0.0007997i,-0.00017407+0.00031128i,0.00036891-0.00047224i,-0.00027953-0.00032877i,-0.00032831-0.00043293i,-5.1031e-05+0.00037894i,-0.00043169+0.0015498i,-0.00052167+0.0012157i,-0.00017025+0.00064883i,6.1049e-06-0.00043924i,0.00012623-0.0014819i,0.00052402-0.00083532i,0.0012325-2.677e-05i,0.00057535-6.0892e-05i,-0.00022077+0.00010557i
0.00028908+0.00090483i,0.00051915+0.00060212i,0.00035442-0.00013788i,-0.00022515-0.000754i,-0.00048244-0.00087405i,0.00023629-0.0012198i,0.00032328-0.00064416i,-0.00020509+3.635e-05i,-0.00084939+0.00055883i,-0.00091462+0.00038594i,-0.00016883-0.00017679i,-0.00035347-7.8271e-05i,-0.0007096+0.00069583i,-0.00047957+0.00061141i,-0.00040576+0.00036574i,-5.2856e-05-0.00017625i,0.00028986-0.00046498i,0.00038634+0.00042286i,0.00056875+0.00089347i,0.00066591+0.00085311i,0.00035983+0.0005513i,0.00044985+0.00057379i,0.00076987+8.7273e-06i
0.00072273-0.00073158i,-0.00018034-0.00077794i,-0.0011751-0.0015847i,-0.0011022-0.0012195i,-0.00088299-0.00021947i,9.2278e-05+1.4321e-05i,-7.9106e-05-0.00053308i,-0.0015254-0.00027071i,-0.0013919+0.00022388i,-0.00043988+0.00030018i,-0.00048199+0.00045455i,-0.00046982+0.00067917i,-0.0003244+0.00044317i,0.00011031-0.00029539i,0.00051603-0.00036921i,0.00031487-0.00019507i,-0.00041224-0.0002839i,-0.0011542-0.00039897i,-0.00072664-9.7147e-05i,9.5771e-05+0.0004472i,-0.00028824+0.00043402i,-0.00057264+0.000209i,-0.00014655+0.00069425i
-0.001544-5.1763e-05i,-0.0018608-0.00096493i,-0.0018767-0.00036368i,-0.0023634+0.00028125i,-0.0018088-0.00064295i,-0.0001002-0.0017284i,0.00099261-0.0012462i,0.0010321-6.2174e-05i,0.0004957+0.0011373i,-0.00075609+0.0018187i,-0.0015146+0.00077599i,-0.00040596-0.00029128i,-8.0121e-05-0.000666i,-0.00029405-0.00068761i,-0.00065655+0.00032104i,-0.00073397+0.00043448i,0.00018526-0.00044799i,0.00010961-0.00075432i,-0.00011595-3.697e-05i,0.00033184+0.0013682i,4.4947e-05+0.0020065i,-0.00091075+0.0012094i,-0.0012363-0.00015753i
0.0029244+0.00088701i,0.0036086+6.7656e-05i,0.0022686-0.0019081i,0.001888-0.0028352i,0.0021143-0.0033088i,0.001062-0.0030215i,-9.0739e-06-0.0017421i,-0.00048061-0.001117i,-0.0006079-0.0006327i,-0.00091119+0.00013637i,-0.00097206+0.00045031i,-0.000417+0.0007379i,-0.00040082+0.0015553i,-0.0011943+0.0017772i,-0.0013395+0.001102i,-0.00036837+0.00028219i,0.00065394-9.7547e-05i,0.00022128+0.00039617i,-0.00064091+0.0005488i,-0.00055758+0.00019243i,-0.00038775-2.6372e-05i,-0.00025432-0.00026171i,-1.2666e-05-0.00044149i
0.0012984+0.00095623i,0.002057+7.3103e-06i,0.0026193-0.00066531i,0.0025175-0.00092617i,0.0019462-0.0018137i,0.0019262-0.0024477i,0.0010128-0.0015023i,-0.00043564+0.00025678i,-0.0011375+0.00088518i,-0.0015904-0.00010407i,-0.0011131-0.00084848i,0.00020838-0.00068936i,0.00065771-0.00068167i,0.00024265+1.3749e-05i,-0.00051284+0.0010891i,-1.4004e-05+0.0010829i,0.00062446+0.00012786i,9.7983e-05-0.00038449i,-0.00019679-0.00068239i,-7.0368e-05-0.00053924i,-0.00046101+0.00016078i,-0.00034497-3.1899e-05i,6.4705e-05-0.00042202i
-0.0018057-0.00047713i,-0.0018101-0.00048218i,-0.0018416-0.00033734i,-0.00070544-0.00010721i,0.00021142-0.00073455i,5.3763e-05-0.0018875i,7.7441e-05-0.0011629i,-0.001158-8.8427e-05i,-0.0018679-0.00067374i,-0.0011569-0.00030905i,0.00019459-0.00044128i,0.00056716-0.00071893i,0.00028111-0.00029503i,5.7888e-05-0.00072228i,-0.00024372-0.0011475i,-0.00015428-0.0011112i,-1.1343e-05-0.0012514i,7.4191e-05-0.00074945i,-0.00040977-0.00027977i,-0.00072782-0.00020152i,-0.00030261-0.00060765i,0.00018432-0.00051713i,-7.4178e-05-0.00011349i
0.00050115+0.00020088i,0.00070372-0.00067569i,0.00029059-0.0015796i,-0.00071721-0.00091784i,-0.0011074+0.00012826i,-0.00046496+9.4887e-05i,-4.6429e-05-0.00043447i,-0.0004154-0.00053766i,-0.00051372-1.6786e-05i,-0.00085687+0.00097546i,-0.0010238+0.0006936i,0.00027913+0.00024822i,-8.69e-05+0.00049924i,-0.0011502-0.00015191i,-0.00080319-0.00068167i,-0.00024295-0.00091524i,-0.00032635-0.00086202i,-0.00069451-0.00032082i,-0.00020575-0.00018211i,0.00021912-7.2907e-07i,-0.0004509+0.00015855i,-0.00085108+8.1449e-05i,0.00017384+0.00014889i
-0.00092903+8.4913e-05i,-0.00043472+0.00065404i,-0.00016949+0.00023506i,3.8596e-05+0.0003686i,0.00043685-0.00015834i,0.001019-0.00085737i,0.00075978-0.00092134i,-0.00011917-0.00042734i,-0.00057532+0.00014783i,-3.8054e-05+0.00078967i,0.00040546+0.00058208i,-0.00017573+0.00038449i,-0.00044746+0.0012803i,-0.00030001+0.00059454i,0.00014018-0.00068235i,0.00020018-2.532e-05i,0.00020084+0.00081319i,0.00033972+0.00045917i,0.0005224+0.00034502i,0.00022132+0.00037418i,-0.00053377+0.0001177i,0.00015475+0.00029628i,0.00060331+0.00054663i
0.00061191-0.00053497i,-0.00011642-0.0014373i,-0.00070759-0.0010508i,-0.001205-0.00056688i,-0.00056168-0.00098293i,-1.7441e-05-0.00076847i,-0.00093736-0.00051799i,-0.0014849-0.00062958i,-0.00056288-0.00056423i,-4.8441e-05-0.00046028i,0.00041878-0.00027469i,0.00023818+0.00037591i,-0.00053594+0.00033876i,-0.00085753+0.00036483i,-0.00054781+0.00010442i,-0.00054546-0.00017405i,-0.00059918-0.00029808i,-0.00068843-0.00055039i,-0.00071097-0.00059293i,-0.00029586-0.00041455i,-3.7609e-05-9.0604e-05i,0.00036615+0.00050186i,2.2781e-05-0.00017907i
-0.0028751-0.0024774i,-0.0037907-0.0022765i,-0.0047268-0.0013569i,-0.0039103+0.00011743i,-0.0023653+0.0011492i,0.00014385+0.0003983i,0.0012719-0.0011094i,0.00026997-0.0012607i,-0.00031002-0.00046545i,-0.00037474+0.00035277i,-0.0001561+0.00039192i,0.00043297-0.00027927i,0.00096895-0.00021765i,0.00078208-0.00030784i,0.00024932-0.0013931i,0.00041628-0.0022231i,0.00034998-0.0022281i,-0.00057321-0.0015625i,-0.00011183-0.0004278i,0.0010931+1.5172e-06i,0.00072103-1.2328e-05i,-0.00035932+1.0275e-05i,-0.00067769-0.00022905i
0.0013659+0.0027073i,0.0027272+0.0032147i,0.0036244+0.0032871i,0.0034763+0.0016042i,0.0032431-0.0005634i,0.0020911-0.0022998i,0.00044781-0.0021835i,-0.00020395-0.00095717i,-0.00050197+0.00061702i,-0.00025884+0.0010801i,-0.00041952+9.0403e-05i,-0.0011498-0.00057029i,-0.00099583+0.0001532i,-0.00045958+0.00055793i,-7.0345e-06+0.00028847i,3.9715e-05+0.00072736i,0.00019791+0.0013365i,-0.00020444+0.00083051i,-0.00041764-0.00028648i,0.00026501-0.00060919i,8.5233e-05-0.00054134i,-0.00012677-0.00048809i,-0.00058928-0.00018354i
