-0.0018771+0.00081752i,-7.4442e-05+0.00070496i,-0.00048025-0.00030825i,-0.00085057-0.0017197i,-0.0010957-0.0022926i,-0.00082112-0.0019549i,0.00063678-0.00049421i,0.0021402+0.00029603i,0.0028244-0.00033426i,0.0029307-0.00081639i,0.0017354-0.0010935i,0.00059187-0.0011523i,0.00016144-0.00044589i,-0.00015694-0.00063661i,-0.00039503-0.0011838i,-0.00056862-0.00094311i,-0.00072139-0.00089774i,-0.00071099-0.00045439i,-0.00022063-0.00034313i,0.0006228-0.00043552i,0.00024297+0.00021789i,-0.0005548+0.00028818i,-0.00061421-0.00040596i
0.00032535+0.0061151i,0.012878+0.017556i,0.031284+0.043083i,0.048703+0.068017i,0.052562+0.067257i,0.039597+0.042335i,0.022528+0.025741i,0.014873+0.020907i,0.014455+0.010029i,0.013351+0.00022528i,0.010405-0.0013908i,0.0072925-0.0013223i,0.0051298-0.0020279i,0.0043978-0.0024812i,0.0021271-0.0022447i,-0.00038207-0.0007827i,-9.9655e-06+0.0021267i,0.0010518+0.0037298i,0.0010538+0.0025246i,0.0010831+0.00067432i,0.0017875-0.0010551i,0.0032274-0.0010341i,0.003488+0.00083831i
-0.00341-0.0017276i,-0.0068792-0.015764i,-0.011768-0.04631i,-0.016722-0.08075i,-0.019261-0.08279i,-0.011627-0.048667i,0.0040542-0.017634i,0.010173-0.0061127i,0.0050355-0.00028345i,0.0010149+0.0040588i,0.0019189+0.0040737i,0.0030919+0.0013982i,0.0017621-0.00081693i,0.00068419-0.0013628i,0.0011477-0.00067064i,-0.0002103-0.00067777i,-0.0025341-0.00065527i,-0.0026002-0.00072276i,-0.0018898-0.0014861i,-0.0019808-0.00085289i,-0.0010264+0.00066734i,1.9934e-05+0.00024228i,-0.00014134-0.0010841i
0.0012218+0.0032742i,-0.00048052+0.015678i,-0.0086539+0.043566i,-0.020589+0.072368i,-0.023928+0.073009i,-0.022563+0.046532i,-0.026085+0.020722i,-0.024442+0.0078626i,-0.012927+0.0034128i,-0.0047452+0.0026551i,-0.003098+0.0033009i,-0.0019184+0.0026285i,-0.00044806+0.0019396i,0.0010679+0.00193i,0.001657+0.00059763i,-4.4062e-05-0.0016316i,-0.0019242-0.002861i,-0.0023538-0.0017562i,-0.0017743-2.4834e-05i,-0.00069792+0.00056485i,-6.7273e-05+0.0011329i,0.00037085+0.0022475i,-0.00021719+0.0028181i
-0.002185-0.006092i,0.0049177-0.018271i,0.022553-0.04179i,0.041225-0.0664i,0.040409-0.068637i,0.02592-0.045969i,0.017375-0.024192i,0.012935-0.01529i,0.0036332-0.012896i,-0.0034033-0.0098117i,-0.003135-0.0060285i,-0.0014566-0.0034983i,-0.0013395-0.002189i,-0.001325-0.0012379i,-0.0013776-0.00063636i,-0.0011902-0.0013008i,-0.00014844-0.0019735i,0.00066467-0.0019357i,0.0010521-0.0022813i,0.0013463-0.0021692i,0.0019715-0.0016083i,0.0025325-0.0010358i,0.0022719-0.00085281i
-0.0041842+0.0019242i,-0.01471+0.010875i,-0.04056+0.023104i,-0.069335+0.032432i,-0.071508+0.031007i,-0.043651+0.017344i,-0.014289-0.0015123i,-0.00041922-0.012049i,0.0030117-0.0089194i,0.0031434-0.0049364i,0.0016706-0.0049578i,0.0010803-0.0038964i,0.0011648-0.0027066i,0.00057145-0.0017935i,-0.00084338-0.0013507i,-0.00031762-0.0014421i,0.001225-0.00083811i,0.0009902+0.00046879i,0.0003938+0.00097718i,0.00044856+0.00059636i,0.0006569+2.483e-05i,-9.3173e-05-0.00074792i,-0.0016406-0.0012608i
0.0016852-0.0023463i,0.012831-0.0053344i,0.038786-0.0084031i,0.066162-0.0087609i,0.069209-0.0051606i,0.048256+0.00033501i,0.025648+0.0094796i,0.012369+0.013937i,0.0070647+0.0057788i,0.0050023-0.0016754i,0.0033486-0.0017666i,0.0036535-0.00077109i,0.0035613-0.00099935i,0.001363-0.0016425i,-0.00067151-0.0024033i,-0.0017325-0.001951i,-0.0010756+0.00042226i,0.00051916+0.0020482i,0.0010556+0.0017001i,0.00062324+0.0014571i,0.00076316+0.0024645i,0.0013767+0.002883i,0.00083412+0.0026696i
-0.0015665+0.0019146i,-0.013245-0.0012326i,-0.037549-0.012773i,-0.064281-0.028i,-0.068516-0.030829i,-0.047458-0.016763i,-0.021378-0.0061585i,-0.0071326-0.0037321i,-0.0030333-1.4835e-05i,-0.0008596+0.0018997i,0.0006792+0.00088746i,0.0006359-0.00041442i,0.0010442-0.00061545i,0.00066452+0.00050392i,-0.00024259+0.0011915i,-0.00017007+0.00047604i,-0.0018495+0.00097805i,-0.0037785+0.0014098i,-0.0038141+0.00053771i,-0.0032659-0.00051131i,-0.0022387-0.001103i,0.00027183-0.00047959i,0.0022745+6.3444e-05i
0.0068646+0.0013706i,0.015178+0.0046822i,0.031649+0.018952i,0.046503+0.03822i,0.0438+0.041574i,0.023613+0.024151i,0.00040714+0.0056547i,-0.0082697-0.002461i,-0.0033754-0.0042085i,0.00074156-0.0037942i,0.00070744-0.0011823i,0.00018607+0.00040746i,0.00040578+0.00064566i,0.0013664+0.00037717i,0.0024051-0.00081268i,0.0021453-0.0014364i,0.0012713-0.0012037i,0.0010576-0.0008486i,0.0013028+0.00020674i,0.0017498+0.00024263i,0.0013555-0.0016055i,-0.0008366-0.002177i,-0.0028689-0.0016728i
-0.0012471-0.0042555i,-0.0074661-0.01273i,-0.018023-0.035418i,-0.027147-0.064244i,-0.026533-0.071144i,-0.014403-0.048861i,0.0025862-0.023943i,0.0090893-0.013037i,0.003747-0.0078078i,-0.0010503-0.0035554i,-0.001539-0.0013244i,-0.00092509-0.00083723i,-0.0004479-0.00066841i,-0.00033072+4.5112e-05i,-0.00030083+0.0011275i,-0.00031966+0.0010855i,-0.0012339-0.00035616i,-0.0012969-0.00041984i,-0.00094612+0.00058098i,-0.00017521+0.0012651i,0.0012515+0.0020256i,0.0015392+0.002507i,0.0012185+0.0019974i
2.4366e-05+0.0027095i,0.0012716+0.012378i,-0.00038525+0.033666i,-0.00703+0.057517i,-0.011388+0.060809i,-0.0068246+0.039629i,0.0004964+0.014865i,0.0049021+0.0016569i,0.0062301-0.0010579i,0.0047673-0.00068039i,0.0018771-0.0013578i,0.00028434-0.002202i,5.7595e-05-0.0020083i,-2.5064e-05-0.0011823i,0.00077716-0.0010725i,0.0010128-0.00084447i,0.0010039-0.00015569i,0.00047493+0.00092017i,-0.00046536+0.0019368i,0.00013989+0.0026726i,0.0016743+0.0016585i,0.0024903-0.0010034i,0.0019688-0.0026825i
-0.0012153-0.0016944i,0.0010136-0.010268i,0.011283-0.028991i,0.026472-0.052293i,0.030999-0.055253i,0.020636-0.032716i,0.0083632-0.0079383i,0.0007563+0.0016052i,-0.002603-0.0020063i,-0.0021859-0.0055069i,-0.00027974-0.0050085i,0.001379-0.0033992i,0.00084989-0.0026306i,-0.0014017-0.0031419i,-0.0033786-0.0040629i,-0.0040446-0.0037332i,-0.0035812-0.0023696i,-0.0027368-0.0019946i,-0.0022623-0.0019482i,-0.0021177-0.00083457i,-0.0021782+0.0013435i,-0.0029625+0.0020618i,-0.0024469+0.00087822i
0.0008644+0.0026137i,-0.0036917+0.00884i,-0.020479+0.020682i,-0.044995+0.03064i,-0.052906+0.029256i,-0.037618+0.017961i,-0.017666+0.0048723i,-0.0055829-0.0023974i,0.00065053-0.0013733i,0.0041525-0.00015551i,0.0033484-0.0011649i,0.0010518-0.0012084i,0.00017385-0.0012658i,-0.00041528-0.0010546i,-0.00016505-0.00062706i,0.00057608-0.00021696i,0.00037833+0.00079344i,-0.00012066+0.00071521i,-0.00060635-0.00078269i,-0.00085431-0.00059281i,0.00060644+0.00085411i,0.0018979+0.0015614i,0.0018251+0.0019564i
0.00078065-0.0032852i,0.0078883-0.007759i,0.02509-0.01294i,0.047945-0.014637i,0.053864-0.0093677i,0.035502-0.0050571i,0.014116-0.0057079i,0.0041449-0.0075448i,0.0025512-0.0080433i,0.0026804-0.004906i,0.0028692-0.00029596i,0.0030086+0.0010781i,0.0023911-0.00013966i,0.0024478-0.0013389i,0.0024637-0.0021747i,0.0012913-0.0023022i,0.00062126-0.0018503i,0.0015733-0.0016286i,0.0028822-0.0012101i,0.0025396-0.00139i,0.0010912-0.0024138i,-3.7423e-05-0.0032317i,-0.00042036-0.0031248i
-0.005519-0.0039619i,-0.013743-0.00040651i,-0.03474-0.0020024i,-0.05759-0.011442i,-0.058854-0.020046i,-0.034196-0.016103i,-0.0077715-0.0063992i,0.0016586-0.0002939i,-0.00063281+0.0027082i,-0.0021251+0.0029991i,-0.0011168+0.0023101i,-9.6996e-05+0.0017654i,5.6186e-05+0.0013736i,-0.00083181+0.0019318i,-0.0012568+0.0026952i,-0.0011146+0.002952i,-0.0013795+0.0022697i,-0.0010179+0.0013225i,-0.00023495+0.00088458i,0.00040865+0.0010413i,0.00057594+0.0014919i,-0.00015891+0.001739i,-0.00084061+0.0018401i
0.0011618+0.0018925i,0.0089235+0.0036234i,0.022064+0.011623i,0.034258+0.027211i,0.031758+0.03709i,0.017659+0.029304i,0.0062377+0.013574i,0.0013612+0.0014037i,0.00024615-0.0042635i,-0.00025339-0.0040835i,-0.0014608-0.0017421i,-0.0018051-0.00017986i,-0.00070319-0.0011616i,0.00015306-0.0013351i,9.726e-06-0.00042013i,-0.00067148-0.00096154i,-0.0006215-0.00093143i,-0.00044226+0.0001483i,-0.00029243+0.0010162i,0.00017275+0.0015016i,0.0012978+0.0010185i,0.0023727-0.000125i,0.0023754-0.0003281i
-0.0023697-0.0010467i,-0.0084569-0.006714i,-0.019293-0.022368i,-0.026033-0.045738i,-0.023155-0.055069i,-0.015523-0.037794i,-0.0081355-0.016021i,-0.0040756-0.0078209i,-0.0027201-0.0077755i,-0.0014739-0.0079357i,0.00062578-0.0058487i,0.0019634-0.0038064i,0.00064295-0.002932i,-0.001613-0.0033762i,-0.0026319-0.0027847i,-0.002783-0.00082969i,-0.0024048-0.00027065i,-0.0015149-0.00083109i,-0.00063276-0.00077342i,-0.00065363-0.00066304i,-0.00093324-0.00095865i,-0.0011839-0.0012543i,-0.0012087-0.0014259i
0.00011982-0.0021442i,0.002036+0.004712i,0.0024279+0.019593i,-0.0027665+0.037797i,-0.010656+0.042465i,-0.0098695+0.027083i,-0.0020039+0.0071778i,0.0050065-0.0029675i,0.0075547-0.0046185i,0.0060173-0.0038937i,0.0042278-0.0024402i,0.0036908-0.0014313i,0.0035419-0.00047372i,0.0027749-0.00037773i,0.0019616-0.0016633i,0.0020439-0.0027008i,0.0018891-0.0027897i,0.00090514-0.0024504i,0.00024173-0.0011464i,-0.0001373+0.00013704i,0.00021347+0.00081768i,-6.4165e-06+0.0013302i,-0.00071414+0.0017575i
-0.0024861-0.0034626i,-0.0029148-0.010308i,0.00091247-0.025936i,0.012152-0.043349i,0.021271-0.045917i,0.018155-0.030227i,0.0091452-0.013168i,0.0046023-0.0063842i,0.0031554-0.0044522i,0.0023886-0.00076474i,0.0030313+0.0016682i,0.0036343+0.0014051i,0.0025608+0.00011896i,0.0013137-0.0020573i,0.00056936-0.0026171i,-0.00044057-0.0018562i,-0.0021191-0.0014331i,-0.0022003-0.00050124i,-0.00040062+0.00066578i,0.00043627+0.0011205i,0.00088406+0.0014726i,0.0012594+0.00096356i,0.00067609+0.00078457i
-0.010959-0.015475i,-0.018391-0.0050164i,-0.039417+0.010779i,-0.053828+0.023982i,-0.053265+0.026749i,-0.029625+0.021569i,-0.0049861+0.011294i,0.0021746+0.0043137i,-0.0013557+0.0019354i,-0.0054247+0.0032521i,-0.0035808+0.0047114i,0.00073909+0.0028239i,0.0032034+0.00093292i,0.0043298+0.00055434i,0.0030688-0.00026581i,0.0017751-0.00077768i,0.0016583-0.00016316i,0.0017778-2.1146e-05i,0.0016459-0.00035866i,-9.0642e-05+5.4581e-05i,-0.00042539+0.0001799i,-0.00033107-5.128e-05i,-0.0015631-0.00079869i
0.0023488+0.0038534i,0.0081878-0.00014207i,0.023581-0.0064408i,0.041206-0.010345i,0.044683-0.0050506i,0.028504+0.0010659i,0.010514+0.001478i,0.0018837-0.0028707i,-0.00038294-0.0069429i,-0.0010995-0.0076243i,-0.0028096-0.0052258i,-0.002773-0.0028094i,-0.00085806-0.0022574i,-7.3381e-06-0.0019167i,-0.00072458-0.0011778i,-0.0019691-0.001132i,-0.0020204-0.00095866i,-0.0014507+0.00012623i,-0.0013236+0.00018097i,-0.00087869-0.00023845i,-0.0003695-3.7758e-05i,-0.00057481+0.0002094i,0.0001311+0.00031119i
0.00047021-0.0006425i,-0.0044772-0.00070875i,-0.016252-0.0044575i,-0.032553-0.014553i,-0.03794-0.025352i,-0.02769-0.023045i,-0.013693-0.010419i,-0.0046852-0.0030034i,0.00056601-0.0030885i,0.002407-0.0040502i,0.0023599-0.0041395i,0.0023637-0.0034153i,0.0010413-0.0025187i,-0.00045832-0.0016726i,-0.001427-0.00050756i,-0.002089+8.8594e-05i,-0.00076734+0.00062544i,0.00091584+0.0012832i,0.0018431+0.00098424i,0.0025874+0.000462i,0.0023979+0.00042014i,0.0019868+0.00046619i,0.0012624+4.4993e-05i
0.00094764+0.0033237i,0.0067443+0.0032654i,0.017328+0.008054i,0.026141+0.019257i,0.023838+0.026521i,0.013813+0.018026i,0.0070457+0.0048256i,0.0047362-4.6321e-05i,0.0042233+0.00094982i,0.0051819+0.0011214i,0.0058847-0.0002277i,0.004958-0.0012546i,0.0041526-0.0014029i,0.0029011-0.0013493i,0.0012079-0.0012804i,0.0007408-0.0012993i,4.8383e-05-0.0021646i,-0.001248-0.0022379i,-0.00168-0.00085i,-0.00065129+0.00020227i,0.00050256+0.00078985i,-1.8313e-05+0.0008778i,-0.00048611+0.00072038i
0.0022311+0.0056711i,-0.00059414+0.001079i,-0.0044812-0.011846i,-0.0065755-0.030034i,-0.0035561-0.039186i,-0.00062236-0.028787i,0.00069424-0.012114i,0.0014304-0.0040739i,0.00030325-0.0013621i,-0.00030689+0.00046813i,0.00031068+0.0030291i,6.6197e-05+0.0036672i,-0.00084335+0.002269i,-0.0012526+0.00037229i,-0.0011276-0.00064598i,-0.00099764+0.00019389i,-0.0013353+0.00089183i,-0.0018823+0.00038731i,-0.0015944-0.00044275i,-0.00087988+0.00059355i,-0.00050657+0.0016874i,-0.00046126+0.0017557i,-0.00025401+0.0014538i
0.0012524+0.00070533i,0.002729+0.0033287i,0.0027459+0.0099039i,-0.0039586+0.020008i,-0.014837+0.021842i,-0.015858+0.01337i,-0.0063741+0.0059064i,0.00016669+0.0020399i,0.00019882+5.5935e-05i,-0.0015359+0.00077849i,-0.0024051+0.0013968i,-0.0019931+0.000412i,-0.0010892+5.7244e-05i,-0.0012279+0.00053434i,-0.00016367+0.00072858i,0.0010455+9.1159e-06i,0.00087935-0.0012621i,0.00076614-0.0015621i,0.00063278-0.00090356i,0.00032983-0.0011703i,0.00063118-0.0012584i,-5.647e-05-0.0015318i,5.2377e-05-0.0013197i
-0.00088954+0.00087841i,-0.000943-0.0023257i,0.0023995-0.010245i,0.012399-0.020624i,0.02121-0.020526i,0.018032-0.010673i,0.0080939-0.004266i,0.0021198-0.0056616i,0.00092545-0.0076346i,3.8793e-05-0.006731i,-0.0015143-0.0056623i,-0.0018107-0.0035771i,-0.00058763-0.0018985i,0.00014497-0.0023994i,-0.00048132-0.002764i,-0.0011273-0.0018879i,-0.00077786-0.00088952i,0.00029896-0.000751i,0.00077425-0.00021171i,0.0012158-0.00055234i,0.0010503-0.0016127i,0.00069125-0.0014707i,0.00078609-0.0013004i
0.0003469+0.0022193i,-0.00064841+0.0039261i,-0.0043724+0.0072798i,-0.015294+0.0077656i,-0.024579+0.0011584i,-0.020105-0.0043953i,-0.0075851-0.0037832i,0.0011335-0.0019245i,0.0039739-0.00080498i,0.0042675-0.0013727i,0.0037479-0.0032454i,0.0025493-0.0033071i,0.00051053-0.0020467i,-0.00074976-0.00097076i,-0.0003285+0.00026221i,0.00050737+0.00084347i,0.00091221+0.0010182i,0.00056815+0.0010229i,-0.0001194+0.001317i,6.0216e-05+0.0014189i,0.00070773+0.0017144i,0.0011235+0.001468i,0.0018299+0.00083779i
0.00027263+0.00030936i,0.0022226-0.0028993i,0.0085415-0.006241i,0.017412-0.0058942i,0.020501-0.0001085i,0.013941+0.0035727i,0.0061897+0.00064186i,0.0033026-0.0013906i,0.0031567-0.00070981i,0.003589-0.00051817i,0.0034846-0.00060041i,0.0030539-0.00024616i,0.0018261+0.00017907i,0.0015439-0.00027803i,0.0023232-0.0008356i,0.0016288-0.00089127i,-0.00022183-0.00012951i,-0.0015533+0.0009774i,-0.0010027+0.0011643i,-0.00028188+0.0010232i,0.00038262+0.0010538i,0.0010494+0.0010001i,0.0010726+0.00044855i
0.00078905-0.0010832i,-0.0021054-0.00029416i,-0.0088996-0.0029086i,-0.017858-0.0098609i,-0.018795-0.016831i,-0.010961-0.014066i,-0.0039138-0.0059894i,-0.0020202-0.0017461i,-0.0028478-0.0013014i,-0.0026666-0.00079553i,-0.0011532+0.0017946i,0.00041603+0.0031847i,0.0005068+0.002142i,0.00044946+0.00060013i,0.00022894-0.00022922i,-0.00078585-0.00099229i,-0.0014562-0.0011975i,-0.0023988-0.00079103i,-0.0032284-0.0013076i,-0.0029476-0.0013496i,-0.0024433-0.0008944i,-0.0017064-0.00081598i,-0.0014053-0.00093521i
-4.2487e-05-0.00018896i,0.0017314+0.00011073i,0.0057924+0.0019504i,0.0082076+0.0080613i,0.0024658+0.014107i,-0.002951+0.011941i,-0.0011145+0.004997i,0.0027849-0.0013223i,0.0037805-0.0042726i,0.0017078-0.0039119i,-0.00035188-0.0021712i,-0.00097401-0.0009455i,-0.00022227-0.00043507i,2.4594e-05+0.00020988i,-0.00061271+0.00022538i,-0.00082906-0.00097521i,-0.0013662-0.0013073i,-0.0015579-0.0002522i,-0.00089141+0.0010621i,0.00018349+0.0013596i,0.0010405+0.00082968i,0.00059119+0.00071636i,-0.0003221+0.00038594i
-7.7651e-06-0.0011038i,-0.0019636-0.0017096i,-0.0050496-0.0071441i,-0.0054271-0.017402i,-0.0022451-0.021124i,0.00034851-0.013648i,-6.1452e-05-0.0064729i,-8.2747e-05-0.0046524i,0.0012686-0.003686i,0.0023659-0.0028893i,0.002334-0.0026926i,0.0014059-0.0019248i,0.00093711-0.0014711i,-0.0008043-0.0016699i,-0.0021704-0.0022473i,-0.0018727-0.0024652i,-2.088e-05-0.0021172i,0.0018323-0.0019651i,0.0022285-0.0023679i,0.0018261-0.0020785i,0.0021069-0.0016728i,0.0022313-0.0010005i,0.001974-0.00044913i
0.00063864-0.00036312i,0.0019814+0.00055232i,0.0020906+0.0045794i,-0.0029121+0.0089872i,-0.010019+0.0093274i,-0.01038+0.0052919i,-0.003666+0.0018882i,0.0013727+0.0010697i,0.002104+0.00064557i,0.002288+0.00036568i,0.0026754+0.00046495i,0.0028791-5.0291e-05i,0.0027659-0.00024823i,0.0017186+0.00024131i,0.00061823+0.00049517i,3.9127e-05+8.6021e-05i,-0.00072016+0.00028192i,-0.0016406+0.0009045i,-0.0016008+0.0010238i,-0.00070781+0.0017265i,-0.00096614+0.0016455i,-0.0014992+0.00040106i,-0.0013419-0.00036009i
0.0014153+0.00071685i,0.0015383-0.0015514i,0.0032447-0.0074999i,0.0084477-0.014397i,0.011928-0.014397i,0.0094309-0.0078171i,0.0050963-0.0036762i,0.0027897-0.0028703i,0.0009977-0.0022471i,0.0003447-0.0021333i,0.0010577-0.001145i,0.00079911+7.1888e-05i,0.00043191-0.00061109i,0.00061047-0.0012494i,-0.00013852-0.00067913i,-0.00042386-0.00022184i,-0.00025789+0.00074817i,-0.00013265+0.001908i,0.00088115+0.0019035i,0.0019801+0.0013624i,0.0022296+0.00092098i,0.0015066+0.0002099i,0.00036247-0.00031309i
-0.0019477-0.0016168i,-0.0018589-7.0354e-05i,-0.0064309+0.0006326i,-0.014596-0.00025124i,-0.017893-0.0045563i,-0.011594-0.0068786i,-0.0037861-0.0042779i,-0.00095475-0.0016282i,-0.0008935-0.0025765i,-0.00031006-0.0035808i,-0.0005059-0.002553i,-0.00082752-0.00086057i,-0.0002177-0.0004547i,-0.00012707-0.0005111i,-0.00095473+0.0002203i,-0.0016882+0.00056526i,-0.0019341-0.00040497i,-0.0018446-0.0019074i,-0.0013946-0.0025885i,-0.00082777-0.0022225i,3.2872e-05-0.0013717i,0.00010002-0.0017771i,-0.0005138-0.0021788i
0.00030571-0.0014906i,-0.00022492-0.0018081i,0.0024882-0.0031916i,0.008085-0.0017571i,0.0096131+0.0044924i,0.0058445+0.0071302i,0.0026257+0.0029239i,0.002707-0.0018706i,0.0035297-0.0045744i,0.0033441-0.0054703i,0.0028554-0.0042528i,0.0024617-0.0031984i,0.001623-0.0024747i,0.00083966-0.0015096i,0.0006013-0.0017979i,-0.00026008-0.0017404i,-0.00091846-2.863e-05i,-0.00078229+0.0010197i,-0.00072909+0.0018809i,-0.00085167+0.0034683i,-0.00059512+0.0028682i,-0.00063967+0.0009879i,-0.00055934+0.00075876i
0.0019809-0.0009984i,-0.00060177-0.0013176i,-0.0045176-0.0045182i,-0.0095343-0.010898i,-0.010829-0.016111i,-0.0063634-0.012677i,-0.0022983-0.0052202i,0.00024403-0.0027571i,0.0027994-0.0024426i,0.003519-0.00062019i,0.0031225+0.00085262i,0.0022254+0.00011579i,0.0014848-0.00061467i,0.00058857-0.00049883i,-0.00053488-0.0011521i,-0.00062823-0.0018274i,-0.00016058-0.0017696i,0.0010552-0.0022607i,0.0017027-0.0029007i,0.0014692-0.0020909i,0.0012685-0.00097093i,0.00068955-0.00089904i,0.0006908-0.00046891i
0.0017435+0.00084066i,0.0024136+0.00079521i,0.0040035+0.0013717i,0.0036835+0.003585i,-0.00077456+0.0060838i,-0.0034495+0.0041566i,-0.0011152+0.00074513i,0.001652-0.00066629i,0.001898+0.00023514i,0.0010239+0.0013237i,0.0010573+0.0016397i,0.0010386+0.00096457i,0.0005731+0.00018105i,0.00025186-0.00023097i,-0.00020286-0.0010246i,-0.00021009-0.001679i,-0.00021825-0.0012075i,-0.00049151-0.00039626i,-0.00095416+0.00036492i,-0.0015979+0.00073211i,-0.0011565+0.0003563i,-6.2174e-05-2.6876e-05i,0.00030361-6.3162e-05i
0.000772+0.0021425i,0.00047405+1.4728e-05i,0.00035979-0.0049736i,0.00013842-0.01224i,0.001843-0.014723i,0.0031801-0.0089397i,0.0016554-0.0041257i,-0.00038544-0.0040393i,-0.0014032-0.0034247i,-0.00245-0.0018028i,-0.0038949-0.00057048i,-0.003243+0.00018807i,-0.0018838-0.00038078i,-0.0022672-0.0010335i,-0.0024267-0.0010472i,-0.0015666-0.0003841i,-0.00025017+0.00084439i,0.00065412+0.0013505i,0.00088174+0.0013422i,0.00098515+0.00096244i,0.0018342+0.00040735i,0.0016718+0.00048975i,0.00045729+0.00037002i
0.001542+0.000343i,0.0014007+0.0010215i,0.0001613+0.0019618i,-0.0044444+0.0023128i,-0.009766+0.00091668i,-0.0085502-0.00077037i,-0.0022656-0.0012521i,0.0010177-0.0016657i,0.0017674-0.0033573i,0.0010206-0.0047167i,-0.00096903-0.0044559i,-0.00081662-0.0025259i,0.0012573-0.00050383i,0.0015835-0.00010892i,-5.1443e-06-0.00010001i,-0.0014161-0.00022775i,-0.0021461-0.00033619i,-0.0023036-0.00092527i,-0.0019411-0.0017007i,-0.0011645-0.0014053i,-0.00066917-0.00067494i,-0.00083037-0.00093649i,0.00025238-0.00085106i
-0.0025299+0.00017893i,-0.0023134-0.0011449i,0.0003268-0.0033016i,0.0039473-0.0051308i,0.0062967-0.0032435i,0.0046661+0.00094409i,0.0026345+0.00075357i,0.0036231-0.0017201i,0.0049285-0.0019569i,0.0049177-0.0027438i,0.0044416-0.0032627i,0.0031436-0.002033i,0.0013489-0.001221i,0.00085755-0.0005618i,0.000768-0.00080414i,-0.00092842-0.0017881i,-0.002104-0.0015242i,-0.0015625+8.2017e-06i,-0.00090015+0.0011322i,-0.00045282+0.0020187i,1.4442e-05+0.0028422i,-0.00023365+0.0020035i,-0.00038163+0.00037641i
-0.0030751-0.0020998i,-0.0033121-0.00014544i,-0.0046952-0.00027777i,-0.00923-0.0017596i,-0.011684-0.0040887i,-0.0069364-0.0039281i,-0.0020902-0.0020356i,0.00010806-0.0014218i,0.001032-3.9746e-05i,0.0022614+0.0015285i,0.0032833+0.0012048i,0.0027993+0.0012142i,0.0015268+0.001325i,0.00054901+0.00035676i,0.00028159-0.00018232i,-1.7243e-06-0.00041952i,-0.00040446-0.00075155i,-0.00025581-0.00062858i,0.00056408-0.00041083i,0.0012667-0.00021891i,0.0011232+1.9564e-05i,0.0010647+0.00015253i,0.0011693+0.00020847i
-0.00081134+0.001763i,0.00077886+0.00068909i,0.002391+0.0005425i,0.004413+0.0015544i,0.0032303+0.0035526i,0.00064895+0.0031356i,0.00062647+0.0015146i,0.0011302+0.00024525i,-2.7286e-05+0.00047135i,-0.0014236+0.0025523i,-0.0016015+0.0030052i,-0.00048792+0.0019037i,0.00027752+0.00055808i,0.00023464-0.00020384i,0.00068498-0.00072026i,0.0011646-0.0017434i,0.0010817-0.0017842i,0.00072034-0.0010391i,-4.8758e-05-0.0012835i,-0.00060548-0.0017226i,8.8126e-05-0.0011816i,0.00011895-0.00071595i,-0.00053357-0.0006743i
0.00051921+0.0010558i,0.00040801+0.00070099i,-0.0011405-0.0013714i,-0.0039338-0.006225i,-0.0046615-0.0096293i,-0.0028083-0.0073435i,-0.0011423-0.0037873i,-0.00020545-0.0028708i,-0.00081677-0.0034035i,-0.0023008-0.0038262i,-0.0023937-0.0029524i,-0.0011872-0.0016138i,-0.00079023-0.00092913i,-0.00024323-0.00072276i,0.00039326-0.00018206i,0.00011934-0.00013727i,-0.00033849-0.0001494i,-0.00048303+0.00049308i,0.00011616+0.00098133i,0.00021831+0.00068827i,-0.00038665+0.00037798i,0.00022182+0.00029476i,0.00081289+0.00014172i
-0.00017453+0.00055957i,0.0016186+0.0012016i,0.0028318+0.00069332i,0.003127+0.00095032i,0.0008273+0.0014906i,-0.00045699-0.00026754i,0.00094467-0.0026145i,0.0012605-0.0038895i,0.0010633-0.00407i,0.0014479-0.0050309i,0.0014792-0.0047302i,0.0012098-0.0026287i,0.0011188-0.0015254i,0.00014392-0.0012079i,-0.00071654-0.0012029i,-0.00047096-0.00074353i,5.5784e-05+0.0003531i,0.00013204+0.00017585i,0.00013882-0.00070216i,0.00012291-0.00071525i,0.00019698+0.00016662i,0.00055255-0.00012374i,0.00043669-0.0010474i
0.0014716+0.00034565i,0.00059127-0.00051103i,0.00035685-0.00512i,0.00042472-0.011802i,4.0388e-05-0.012266i,0.00029506-0.0060912i,0.0010422-0.00219i,0.0017512-0.0021012i,0.0027548-0.002765i,0.0037249-0.0029501i,0.0037962-0.0018629i,0.0029371-0.00014052i,0.0018149+0.00020262i,0.00089868-0.00056654i,0.00014444-0.00038782i,-0.0012697-0.00023302i,-0.0026128-0.00091802i,-0.0033226-0.0012909i,-0.0031565-0.0008448i,-0.0022765-0.0005269i,-0.0011905+3.8376e-05i,-0.00055078+0.0012236i,-7.4316e-05+0.0012136i
