-8.4717e-05+0.00089297i,-0.00081636-0.00054797i,-0.00011659-0.0021875i,-0.00098118-0.0023839i,-0.0022113-0.00095161i,-0.0027663+0.0012913i,-0.0018438+0.0022352i,0.00014307+0.0016849i,0.00098682+0.0010234i,0.00096828+7.5237e-05i,0.00034488-9.2244e-05i,-4.1369e-05+0.00021484i,0.00055376+0.00025133i,-0.00021021+0.0001525i,-0.00049594-0.00021962i,0.00017804-0.00068378i,0.00055472-0.00091857i,0.0006158-0.0002505i,0.00014289+0.00044627i,6.2658e-05+0.000697i,0.00040681+0.00025945i,0.00059043-8.892e-05i,0.00041435-0.00041827i
0.0020052-0.0023936i,-0.00089328-0.0042628i,-0.0033214-0.011756i,-0.0011281-0.023434i,0.010004-0.027772i,0.028283-0.015418i,0.046067+0.0054239i,0.057232+0.0084456i,0.048483-0.0019588i,0.028531+0.0040709i,0.02249+0.012056i,0.015818-0.0019046i,-0.00045344-0.017238i,-0.005858-0.018404i,-0.0011013-0.016087i,0.0012114-0.010975i,0.0041322+0.00047077i,0.010686+0.013038i,0.015551+0.019055i,0.015816+0.016474i,0.017584+0.011431i,0.025762+0.0072088i,0.028813+0.002546i
0.00015813-0.0018282i,0.0015154+0.00018139i,0.00068203+0.0053449i,-0.00060041+0.0094763i,0.00090047+0.006221i,0.003659-0.0036364i,0.010368-0.024777i,0.016144-0.041578i,0.022028-0.033106i,0.034907-0.022907i,0.032129-0.024224i,0.012162-0.013792i,-0.00061384+0.003831i,-0.0086179+0.0086656i,-0.016398+0.0074734i,-0.013176+0.0081002i,-0.00026074+0.0039755i,0.012727-0.0070103i,0.018171-0.015555i,0.014824-0.015641i,0.0077999-0.01512i,0.00054354-0.019711i,-0.0041114-0.023823i
-0.0057028-0.0081079i,-0.0060542-0.0071333i,-0.0056645-0.0030466i,-0.0062394+0.0090262i,-0.013217+0.025293i,-0.020304+0.023049i,-0.037421+0.010867i,-0.059326+0.016863i,-0.05682+0.027255i,-0.046664+0.019527i,-0.041317+0.012704i,-0.021875+0.015408i,0.0037038+0.014524i,0.016386+0.01259i,0.018734+0.010806i,0.013877+0.0040978i,0.00060785-0.0036868i,-0.015631-0.0094204i,-0.023698-0.010977i,-0.021274-0.0073102i,-0.019129-0.0011093i,-0.022782+0.004775i,-0.025509+0.0084471i
0.0019045-0.0048091i,9.689e-05-0.0051007i,-0.0070097-0.0078785i,-0.0097732-0.014111i,0.00072047-0.022769i,0.0057151-0.013586i,0.0085485+0.018529i,0.024978+0.032039i,0.028453+0.010239i,0.015316-0.0020859i,0.013856-0.00016457i,0.011948-0.011804i,-0.00058471-0.021191i,-0.0036872-0.018791i,0.00083503-0.016264i,0.00094367-0.012681i,-0.0006552-0.0039862i,-0.00243+0.0086624i,-0.0031449+0.015668i,-0.00096767+0.013665i,0.0035903+0.010629i,0.010996+0.012816i,0.01523+0.016831i
0.0028134-0.0015472i,0.0045499-0.00048771i,0.0083395+0.0023139i,0.0081099+0.007807i,0.0010591+0.016156i,0.010921+0.019455i,0.039452-0.0023006i,0.047435-0.032587i,0.035787-0.031906i,0.029048-0.018495i,0.017853-0.018873i,0.0019812-0.010657i,-0.0036639+0.003356i,-0.0076332+0.0054235i,-0.014733+0.0062556i,-0.013236+0.0095872i,-0.0031818+0.0084958i,0.0087902+0.0045546i,0.016522+0.0014224i,0.016404-0.00050649i,0.013421-0.0041037i,0.012134-0.011022i,0.013228-0.016166i
-0.0021853-0.0030666i,-0.0036099-0.0030292i,-0.0070945-0.004016i,-0.0086914+0.0012476i,-0.00063466+0.0086483i,-0.00076684-0.0068386i,-0.029133-0.028273i,-0.055899-0.014386i,-0.049978+0.015018i,-0.03579+0.025031i,-0.030099+0.029214i,-0.015713+0.031572i,0.0031232+0.021184i,0.012148+0.011879i,0.014584+0.0082972i,0.013594+0.0039842i,0.0079696-0.0015924i,0.0010976-0.0099806i,-0.0038293-0.015592i,-0.006131-0.013441i,-0.0075557-0.0087116i,-0.012783-0.0063052i,-0.018047-0.0060682i
0.0018512+0.001063i,0.00081124+0.0024678i,-0.0014715+0.0034479i,-0.002833-0.0028078i,-0.0084587-0.018036i,-0.02173-0.010195i,-0.027315+0.027333i,-0.012763+0.043113i,0.0042402+0.018279i,0.011029-0.0026998i,0.019444-0.0076244i,0.017559-0.016791i,0.0022664-0.021569i,-0.0029571-0.015422i,0.00090147-0.013162i,0.0016556-0.014496i,-0.0015192-0.010318i,-0.0080731-0.0025484i,-0.012897+0.0038898i,-0.011359+0.0048826i,-0.0080043+0.0036087i,-0.0047582+0.0068715i,-0.0027236+0.011647i
-9.3531e-06-0.0047209i,0.00048968-0.0040144i,0.0020731-0.0042722i,0.0019143+0.0018492i,0.0014297+0.02409i,0.017294+0.042753i,0.053024+0.02981i,0.069365-0.0026886i,0.046674-0.019274i,0.022522-0.017609i,0.0097694-0.018577i,7.8401e-05-0.012549i,-0.0016687-0.00053545i,-0.0043502+0.0027192i,-0.011976+0.005491i,-0.013416+0.010008i,-0.009174+0.010825i,-0.0027687+0.011208i,0.0041306+0.011806i,0.0076293+0.010337i,0.0084469+0.0072379i,0.0095173+0.0032489i,0.010749+0.00093304i
-0.0055185+0.0016292i,-0.0068337+9.0082e-05i,-0.010532+0.0021296i,-0.0099051+0.0062831i,0.0043094+0.00084946i,0.021236-0.026263i,0.0054765-0.060388i,-0.031165-0.051759i,-0.034646-0.0045139i,-0.018836+0.023676i,-0.015506+0.03085i,-0.0082519+0.031141i,0.0039552+0.020548i,0.0085089+0.0099798i,0.01082+0.0057226i,0.011084+0.0046887i,0.0097717+0.0039639i,0.011216-0.00096321i,0.011136-0.0083189i,0.0076046-0.0098157i,0.0046047-0.0069318i,0.0023662-0.0062859i,0.00091078-0.0075894i
-0.00076343-0.0015439i,-0.0018166-0.00017186i,-0.0014328+0.0011864i,0.00081419-0.0036498i,-0.0083955-0.017648i,-0.044673-0.019595i,-0.075561+0.016844i,-0.054338+0.045791i,-0.016044+0.020435i,0.0015199-0.010779i,0.014447-0.018662i,0.016043-0.022257i,0.0036183-0.018524i,-0.00097898-0.010324i,0.001805-0.0099344i,0.0033944-0.011632i,0.0031457-0.011982i,-0.0014963-0.012599i,-0.008884-0.010434i,-0.011339-0.0062546i,-0.009167-0.0033551i,-0.0073895-0.0021665i,-0.006166-0.0014776i
-0.0019307+0.0012991i,0.00065403-2.563e-06i,0.0029399-0.0013948i,-0.00027907+0.0039815i,-0.0055382+0.029162i,0.01637+0.069166i,0.067927+0.071149i,0.082575+0.026394i,0.047604-0.004838i,0.015142-0.0113i,-0.0014894-0.017245i,-0.0073404-0.014962i,-0.0031977-0.0058287i,-0.0034316-0.0018556i,-0.0087923+0.0019202i,-0.010418+0.0045395i,-0.011574+0.0047394i,-0.013229+0.0085425i,-0.0095318+0.012786i,-0.002884+0.012336i,0.0002018+0.0091898i,-0.00018966+0.0069547i,-0.0016344+0.0051554i
0.0017767-0.003383i,-0.0018976-0.0030677i,-0.0083394-0.0021281i,-0.008029+0.0052259i,0.016234+0.0025411i,0.047057-0.0422i,0.034292-0.093193i,-0.0007913-0.077215i,-0.011117-0.017244i,-0.0076767+0.021146i,-0.010182+0.034501i,-0.0090633+0.034297i,-0.00090594+0.021502i,0.0042551+0.0097163i,0.005924+0.004731i,0.0056034+0.0044624i,0.0060672+0.00687i,0.011586+0.00625i,0.014285+0.00076712i,0.011077-0.0023897i,0.0081629-0.0017431i,0.0080521-0.00071901i,0.0078641+0.0020648i
-0.0045101-0.00036402i,-0.0033054+0.0023467i,0.001682+0.0061473i,0.0077692-0.0033032i,-0.012377-0.030068i,-0.071064-0.032404i,-0.11191+0.0081929i,-0.091407+0.035087i,-0.042012+0.016024i,-0.0064457-0.010732i,0.012818-0.017172i,0.015808-0.016906i,0.0068719-0.014303i,0.0020132-0.0094127i,0.002576-0.006283i,0.0042226-0.0051003i,0.0072828-0.0076436i,0.0060353-0.012642i,-0.00028448-0.014243i,-0.0036596-0.011083i,-0.0027972-0.008624i,-0.00050322-0.0081178i,0.0038372-0.0073585i
0.0018734+0.001351i,0.0037301+3.5956e-05i,0.0022312-0.0061397i,-0.0094961-0.0012002i,-0.016713+0.041392i,0.013715+0.097561i,0.068526+0.10633i,0.085402+0.062516i,0.050681+0.017855i,0.014115-0.00095754i,-0.0021961-0.010324i,-0.0065368-0.012089i,-0.0049857-0.0060794i,-0.0048305-0.0015321i,-0.0064481+0.0021784i,-0.0070087+0.0013882i,-0.010481-0.0026971i,-0.016415-0.00086464i,-0.015088+0.0048269i,-0.0084823+0.0067808i,-0.005247+0.0049881i,-0.0057002+0.0027402i,-0.0085103-0.00056129i
0.00057842-0.0039881i,-0.0033388-0.0031713i,-0.010718+0.0047751i,-0.003174+0.01811i,0.036061+0.0039771i,0.074264-0.056093i,0.065818-0.11147i,0.027098-0.097691i,0.0076771-0.034631i,0.0051699+0.010697i,-0.0013685+0.027868i,-0.0034922+0.029197i,0.0013236+0.0203i,0.0033167+0.010587i,0.0031235+0.0037419i,0.00059516+0.0018241i,-0.0015237+0.0071046i,0.00248+0.011628i,0.0072267+0.0094451i,0.0065283+0.0059586i,0.0040465+0.00458i,0.0021413+0.004977i,-0.000753+0.0069662i
-0.00078653+0.0039154i,0.0023001+0.0039674i,0.013681+0.00024109i,0.017568-0.02077i,-0.020564-0.048412i,-0.094529-0.04614i,-0.14142-0.0072141i,-0.11641+0.021127i,-0.058868+0.0090738i,-0.01623-0.01235i,0.0072315-0.019261i,0.012433-0.018145i,0.0062338-0.014082i,0.0031214-0.0079066i,0.003087-0.0039549i,0.0043772-0.00063235i,0.0089995+0.00014646i,0.011574-0.0055974i,0.0087163-0.010974i,0.0048507-0.010707i,0.0038321-0.0082283i,0.0058845-0.0057218i,0.010088-0.0021715i
8.9609e-05-0.0036314i,-0.001693-0.0063581i,-0.013721-0.0094654i,-0.033462+0.0082353i,-0.031236+0.063722i,0.012519+0.12556i,0.067284+0.13725i,0.077985+0.093289i,0.047306+0.040381i,0.015138+0.00874i,-0.0010688-0.0050915i,-0.0045223-0.008409i,-0.0035676-0.0054029i,-0.0033015-0.0015007i,-0.0019127+0.0016407i,0.00025242-0.0011156i,-0.0028046-0.0078669i,-0.0098504-0.0091212i,-0.013091-0.0045693i,-0.0095243-0.0013492i,-0.0047412-0.00037411i,-0.0036763-0.001454i,-0.0036009-0.0051685i
0.00080254+0.0012325i,-0.0014367+0.0055602i,0.0026566+0.018245i,0.025169+0.025691i,0.065264-0.005245i,0.095567-0.072908i,0.087865-0.12217i,0.055548-0.10737i,0.028146-0.048519i,0.012614+0.00073973i,0.00083726+0.019221i,-0.0048215+0.020167i,-0.0024446+0.014389i,6.4769e-05+0.0073351i,-0.00030808+0.0011826i,-0.0041853-0.0014261i,-0.0075222+0.0033375i,-0.0052464+0.010299i,-0.00041319+0.010777i,0.0011078+0.0072663i,0.00054165+0.0054519i,-0.0011189+0.0046662i,-0.0057112+0.0034996i
0.0021523+0.00033668i,0.0063717-0.0022865i,0.01338-0.016267i,0.0021664-0.04324i,-0.046623-0.060788i,-0.11528-0.049143i,-0.15161-0.018382i,-0.12769+0.004407i,-0.071886+0.0034989i,-0.026206-0.010186i,-0.0018971-0.016692i,0.0049882-0.01426i,0.0023545-0.0092897i,0.00079698-0.0054957i,-0.00024222-0.0014673i,0.00066144+0.0038654i,0.0066582+0.0060032i,0.011296+0.0012537i,0.0096059-0.004805i,0.0064966-0.0061362i,0.0059586-0.0038784i,0.0062118-0.0015696i,0.0070396+0.0016607i
-0.001817-0.0001143i,-0.0069032-0.0020312i,-0.020857+0.0039685i,-0.034803+0.034206i,-0.021628+0.087525i,0.021074+0.13575i,0.057936+0.14264i,0.061509+0.10299i,0.039244+0.050649i,0.015016+0.016753i,0.0013422+0.00050082i,-0.00098461-0.0054106i,0.00028104-0.0046733i,-0.00074819-0.0019552i,0.0017623+0.00076096i,0.0057702-0.0013051i,0.0036591-0.008545i,-0.0027031-0.0115i,-0.0057166-0.0085624i,-0.0049193-0.0055951i,-0.0028729-0.0052351i,-0.0013696-0.0052359i,0.0012214-0.0053913i
0.00086039+0.0012122i,0.0021377+0.0067153i,0.015296+0.014454i,0.044456+0.0084561i,0.077011-0.02892i,0.096812-0.085309i,0.094507-0.11531i,0.070629-0.094338i,0.040736-0.045942i,0.019782-0.004982i,0.0080685+0.014246i,0.00040439+0.017013i,-0.0015474+0.011875i,-0.00064001+0.0046693i,-0.0014766-0.001633i,-0.0049352-0.0048564i,-0.009536-0.0016449i,-0.0097758+0.003258i,-0.0057809+0.0056851i,-0.0027472+0.0059167i,-0.0023675+0.0051502i,-0.0034353+0.0039707i,-0.0057807+0.00090358i
0.0027158-0.00055725i,0.0052825-0.007032i,0.0026339-0.024066i,-0.022998-0.046423i,-0.072857-0.053556i,-0.12311-0.039673i,-0.14243-0.024063i,-0.12029-0.014275i,-0.073481-0.0081607i,-0.030019-0.011533i,-0.0081096-0.016392i,-0.0003928-0.013309i,0.0012066-0.0072898i,-0.00023503-0.0022189i,-0.0023622+0.001775i,-0.0024764+0.0068621i,0.0030057+0.010582i,0.0086838+0.0090418i,0.0088242+0.0038855i,0.0073307+0.00021467i,0.0070217-0.00037804i,0.0069633+0.00035502i,0.0042971+0.001853i
-4.1991e-05+0.004815i,-0.0064411+0.0073325i,-0.015363+0.022073i,-0.01589+0.05734i,0.0042362+0.10016i,0.033035+0.12627i,0.044433+0.12735i,0.039301+0.10132i,0.028078+0.054834i,0.01291+0.017242i,0.0028286+0.0013541i,-7.8453e-06-0.0048286i,-0.00034183-0.0057212i,0.00046313-0.0032545i,0.0029445+8.0183e-05i,0.0066148+6.3163e-05i,0.0061704-0.0054612i,0.0021699-0.010035i,-0.0012661-0.0088439i,-0.002035-0.0064502i,-0.0013868-0.0063702i,-0.001638-0.0067459i,-0.00024074-0.0049589i
0.0020568+0.00036529i,0.0088389+0.00335i,0.026951+0.0018155i,0.052181-0.018123i,0.071511-0.057598i,0.079325-0.087734i,0.085326-0.09072i,0.074713-0.073696i,0.044806-0.039333i,0.023204-0.0048018i,0.012066+0.01001i,0.0034882+0.011756i,-0.00053651+0.0072777i,-0.0010758+0.00089527i,-0.0010185-0.0036549i,-0.002535-0.0058028i,-0.0065115-0.0043183i,-0.0095761-0.0005057i,-0.0074516+0.0022712i,-0.0050314+0.0039154i,-0.0052735+0.0045173i,-0.0047591+0.0046955i,-0.0027831+0.0027626i
-0.0011549+0.0011406i,-0.0037848-0.0062218i,-0.018445-0.019085i,-0.052835-0.027699i,-0.0901-0.020791i,-0.10614-0.01714i,-0.10713-0.028181i,-0.092944-0.026739i,-0.057662-0.013876i,-0.025605-0.012821i,-0.010645-0.015581i,-0.0040712-0.011473i,-0.0017185-0.0044205i,-0.0015727+0.00036896i,-0.0031042+0.0031004i,-0.0046075+0.0054691i,-0.00074627+0.0077633i,0.0047845+0.0076482i,0.0061421+0.0046247i,0.0058069+0.0023506i,0.0063403+0.0025385i,0.00757+0.0021767i,0.0064055-0.00013305i
-0.0014836-0.00012349i,-0.0046226+0.0084187i,-0.0054198+0.031023i,0.010884+0.064897i,0.038293+0.087705i,0.04119+0.093556i,0.020886+0.097151i,0.011001+0.082726i,0.009901+0.046104i,0.0034442+0.018177i,-0.0022836+0.0065851i,-0.00092811+0.00014817i,0.0028973-0.0019435i,0.0049431-0.0016691i,0.0057324-0.00036077i,0.0070372+0.0016309i,0.0060004-0.00091475i,0.0022835-0.0046193i,-0.00016843-0.0052873i,-0.00017085-0.0053571i,0.00055609-0.0072879i,4.5372e-05-0.0094638i,-0.0023966-0.0075534i
0.0050582-0.0012266i,0.012078-0.005698i,0.027267-0.022614i,0.037495-0.053512i,0.033173-0.076751i,0.041311-0.06957i,0.06773-0.049975i,0.069558-0.036162i,0.043174-0.018597i,0.024686-0.00012819i,0.0176+0.0066498i,0.0087008+0.0059302i,0.00033587+0.0029696i,-0.0040825-0.00026024i,-0.0038752-0.0030001i,-0.0030232-0.0054494i,-0.0050672-0.0054836i,-0.0069054-0.0034944i,-0.0064903-0.0017604i,-0.0051256-0.00078009i,-0.0060222+0.00061943i,-0.0079119+0.0033128i,-0.0068508+0.0058925i
0.0014608-0.00092504i,-0.0072525-0.004194i,-0.031307-0.0068543i,-0.064128+0.0046895i,-0.077237+0.019182i,-0.068985+0.0035095i,-0.063256-0.032251i,-0.055185-0.04033i,-0.035378-0.024247i,-0.017395-0.016886i,-0.010062-0.016106i,-0.0065569-0.009399i,-0.0026332+0.00055759i,-0.0010003+0.0056199i,-0.0024098+0.004669i,-0.0035629+0.0043866i,-0.0014396+0.0058058i,0.0014209+0.0054366i,0.0019096+0.0033131i,0.0015598+0.0026021i,0.0033946+0.0047022i,0.0070713+0.0056642i,0.0080415+0.0029131i
-0.0048159+0.0020462i,-0.00044383+0.012079i,0.01641+0.03318i,0.047877+0.049836i,0.06186+0.048902i,0.03446+0.048379i,-0.0056536+0.060877i,-0.018112+0.057518i,-0.011073+0.031989i,-0.0083786+0.01463i,-0.0069096+0.010205i,-0.0023059+0.0048008i,0.003504-0.0010222i,0.0077398-0.0035932i,0.0077961-0.0014123i,0.0058523+0.0022669i,0.0038351+0.0019293i,0.0022166-0.0010855i,0.0018194-0.0022494i,0.0025634-0.0022429i,0.0035734-0.004391i,0.0030364-0.0077948i,-0.00013311-0.008964i
0.00026126-0.0045756i,0.0034209-0.01367i,0.0041757-0.037988i,-0.0056681-0.066613i,-0.011707-0.067007i,0.0097984-0.035731i,0.047526-0.0072343i,0.057642+0.0010304i,0.039923+0.0037166i,0.027982+0.0073928i,0.021641+0.0064565i,0.011713+0.0033668i,0.00070934-0.00096217i,-0.0050439-0.0041484i,-0.0031475-0.0043826i,-0.00050323-0.0043287i,-0.00062981-0.0041222i,-0.0016-0.0035425i,-0.0021726-0.0024958i,-0.0031496-0.0015157i,-0.0061343-0.00052604i,-0.0095343+0.0018905i,-0.0088543+0.0050394i
-9.6901e-05-0.0022153i,-0.010267+0.0024391i,-0.030652+0.019007i,-0.047946+0.046404i,-0.043392+0.052299i,-0.023987+0.013554i,-0.015395-0.037231i,-0.01642-0.049223i,-0.01153-0.033147i,-0.0077182-0.023364i,-0.0088812-0.018156i,-0.0057819-0.0087896i,-0.00081132+0.0014753i,0.0011749+0.0050005i,-0.00093349+0.0024077i,-0.0028318+0.00013784i,-0.0013074-0.00019492i,-0.00045974-6.1615e-05i,-0.0010027+0.0008339i,-0.0014171+0.0021416i,0.00073444+0.0046258i,0.0048408+0.0073244i,0.0070788+0.0060254i
0.0014825+0.0019876i,0.010575+0.0051687i,0.035489+0.0080038i,0.066076+0.0031384i,0.065294-0.004858i,0.016311+0.00052077i,-0.034165+0.020761i,-0.042732+0.028467i,-0.028583+0.017457i,-0.017505+0.010774i,-0.0099369+0.010336i,-0.0038172+0.0061285i,0.0021521-0.00027002i,0.0051726-0.0035081i,0.0039353-0.001613i,0.0024482+0.0017688i,0.0016749+0.002868i,0.00094808+0.0026117i,0.001046+0.0018817i,0.0026934+0.0012005i,0.0049019-0.0011084i,0.0054323-0.0050334i,0.0038563-0.0074357i
-0.0026376-0.0050765i,-0.00775-0.013564i,-0.024417-0.032373i,-0.050204-0.047293i,-0.056625-0.033704i,-0.018514+0.0077263i,0.031634+0.036935i,0.044083+0.035279i,0.032166+0.025556i,0.025151+0.016848i,0.020111+0.0078365i,0.0099295+0.0020987i,-0.0011091-0.00044155i,-0.0063219+0.00051228i,-0.0044526+0.0022937i,-4.2331e-05+0.0018458i,0.0021246+0.0009395i,0.0019329-5.8618e-05i,0.0014093-0.0016785i,0.00073265-0.0032853i,-0.0025705-0.004167i,-0.0072627-0.0038783i,-0.0083401-0.0015124i
-0.0050674+0.0040259i,-0.0074242+0.013965i,-0.010861+0.039808i,-0.0049969+0.070266i,0.014263+0.06783i,0.030216+0.012602i,0.027592-0.045579i,0.019225-0.054552i,0.011831-0.037938i,0.0023436-0.026969i,-0.0037434-0.019679i,-0.0020787-0.011117i,0.002472-0.0016483i,0.0035847+0.0027247i,0.00090087+0.00089147i,-0.0019464-0.0018378i,-0.0027621-0.0035812i,-0.0022218-0.004635i,-0.0015971-0.0040257i,-0.0016612-0.0020204i,-0.0013938+0.0013545i,0.00051881+0.0054336i,0.0020932+0.0057868i
0.0019798-0.0018682i,0.010581-0.0065334i,0.030274-0.020461i,0.047859-0.043461i,0.032375-0.05633i,-0.019159-0.036826i,-0.060995-0.0065183i,-0.063641+0.0034186i,-0.044097+0.004315i,-0.025151+0.0086872i,-0.013533+0.012135i,-0.005304+0.0094629i,0.0020523+0.0017369i,0.0051388-0.003339i,0.0028675-0.0023801i,-0.00025057+0.00030684i,-0.0022311+0.002324i,-0.0029237+0.0038678i,-0.0024424+0.0035442i,-0.00069659+0.0029036i,0.003379+0.001361i,0.0060479-0.0018022i,0.0046265-0.0029742i
-0.0046168+0.0001137i,-0.014918-0.0023376i,-0.039629-0.0068352i,-0.06959-0.0024282i,-0.069909+0.020626i,-0.024515+0.050578i,0.021666+0.066709i,0.033847+0.061403i,0.0289+0.042438i,0.024767+0.02281i,0.01955+0.0096456i,0.0093124+0.0034379i,-0.001714+0.0018433i,-0.0055019+0.0031436i,-0.0016366+0.004715i,0.002395+0.0040447i,0.0046841+0.0036378i,0.0047046+0.0031332i,0.0030377+0.00059896i,0.0027244-0.0015181i,0.00087406-0.0035521i,-0.0020991-0.0048311i,-0.0034628-0.0028488i
0.0033954+0.0036192i,0.0088013+0.012412i,0.023266+0.033075i,0.045817+0.052783i,0.06402+0.039458i,0.064122-0.0084614i,0.054816-0.050033i,0.042288-0.05572i,0.025049-0.039949i,0.0082865-0.027133i,-0.0015946-0.019754i,-0.0019475-0.012602i,0.0022875-0.0053646i,0.0036019-0.0020663i,0.0016021-0.003296i,-0.00089018-0.0050377i,-0.0022476-0.0058151i,-0.0020585-0.0056991i,-0.0018189-0.0051619i,-0.0030538-0.0035651i,-0.0037682-0.00021977i,-0.0028729+0.0024467i,-0.00078175+0.0016387i
0.00015846-0.0021978i,0.0012005-0.011701i,0.0047751-0.035495i,0.0038804-0.065069i,-0.015887-0.071775i,-0.04961-0.050221i,-0.07391-0.026665i,-0.068534-0.014146i,-0.045091-0.0052323i,-0.024146+0.0031899i,-0.011271+0.0078575i,-0.0047331+0.0061966i,-0.00066658-0.0008763i,0.00030016-0.0053897i,-0.0012258-0.0036929i,-0.0032237-0.0002619i,-0.0052102+0.0022972i,-0.0050792+0.0032087i,-0.0025404+0.0032765i,-0.00061926+0.0035715i,0.0012371+0.003283i,0.0031878+0.002455i,0.0024345+0.00092974i
-0.0030882+0.002144i,-0.010919+0.0068443i,-0.031651+0.019567i,-0.053508+0.04289i,-0.049234+0.064937i,-0.016708+0.079119i,0.012597+0.083633i,0.019233+0.070885i,0.018269+0.0465i,0.018749+0.024275i,0.015299+0.010771i,0.0071714+0.0056786i,-0.00092967+0.0059666i,-0.0030469+0.0078692i,0.00055412+0.0079563i,0.0041678+0.0058901i,0.0049563+0.0040161i,0.0043592+0.002829i,0.0041215+0.00089713i,0.0040724-0.0014418i,0.0034302-0.0035695i,0.0027547-0.0042827i,0.0020448-0.0015379i
0.0021051-0.00033452i,0.011761+0.002294i,0.034066+0.0081828i,0.062897+0.010713i,0.077648+0.00068125i,0.074315-0.026587i,0.066716-0.051233i,0.0542-0.048534i,0.031072-0.032759i,0.010091-0.021593i,0.00072805-0.015857i,-0.00010232-0.010908i,0.0023596-0.0059379i,0.0023472-0.0038323i,-5.9553e-05-0.003738i,-0.000617-0.004515i,-0.00019853-0.0059394i,-0.00035413-0.0060027i,-0.00074027-0.0050754i,-0.0020154-0.0041097i,-0.0033163-0.0028139i,-0.0027677-0.0020849i,-0.00070897-0.0026636i
0.00018192-0.0006687i,-0.0045988-0.0089408i,-0.0162-0.027327i,-0.035336-0.050591i,-0.052102-0.059254i,-0.067243-0.048075i,-0.077997-0.03395i,-0.069118-0.023878i,-0.043664-0.010371i,-0.021696+0.00078207i,-0.010774+0.0045868i,-0.0052467+0.0027675i,-0.001942-0.0015167i,-0.0014796-0.0038238i,-0.0030468-0.0030922i,-0.0048569-0.0012615i,-0.0076246+0.00073867i,-0.0083783+0.0019003i,-0.0056106+0.002849i,-0.0025707+0.0041145i,-0.00064969+0.0044842i,-0.00054495+0.0042332i,-0.0019483+0.0025922i
0.0015032+0.0051853i,-0.00015939+0.013271i,-0.0051979+0.033086i,-0.012301+0.0604i,-0.014869+0.07896i,-0.0049573+0.084615i,0.0063995+0.084546i,0.010096+0.070415i,0.011155+0.043162i,0.011783+0.021707i,0.010977+0.010011i,0.0062827+0.0054733i,0.0021875+0.0065026i,0.0028066+0.0075984i,0.0047815+0.0067876i,0.0055493+0.0064609i,0.0054519+0.0065777i,0.0043962+0.0049015i,0.0034156+0.0017282i,0.0034248-0.00031327i,0.003579-0.001541i,0.0031129-0.0010317i,0.001662+0.0013282i
-0.0028068+0.0013357i,0.0047808-0.0028989i,0.022473-0.01088i,0.049071-0.02274i,0.067706-0.03107i,0.072308-0.037414i,0.070387-0.043105i,0.054539-0.038222i,0.029501-0.024378i,0.012133-0.015202i,0.0030011-0.01192i,0.0008099-0.0095651i,0.0029118-0.007305i,0.0026234-0.0058547i,0.00057011-0.0045609i,0.00035635-0.0039636i,0.0020188-0.0057754i,0.0030704-0.0062037i,0.0022065-0.0053554i,8.7066e-05-0.0050367i,-0.00076168-0.004155i,0.00017064-0.0035083i,0.0019438-0.0031672i
0.0016898-7.9912e-05i,-0.007177-0.002796i,-0.027516-0.0096322i,-0.052338-0.018645i,-0.067429-0.028101i,-0.070366-0.034229i,-0.069387-0.035872i,-0.055148-0.028351i,-0.030915-0.014508i,-0.014744-0.0044778i,-0.0086751+0.0012542i,-0.0067608+0.001457i,-0.0057121-0.0016803i,-0.0047522-0.0024309i,-0.0051665-0.0021513i,-0.0073223-0.0013655i,-0.0092515-0.00081986i,-0.0082167-0.0017563i,-0.0055607-0.0014215i,-0.0034832+0.0007631i,-0.0021855+0.002424i,-0.0023699+0.0017733i,-0.0023006-0.00024903i
0.0016852+0.0053355i,0.0054189+0.011042i,0.014765+0.027722i,0.021984+0.049553i,0.018524+0.065376i,0.006185+0.073139i,-0.0012129+0.073573i,-0.0019925+0.057163i,0.001312+0.03193i,0.0064439+0.015752i,0.0082177+0.0078464i,0.0060415+0.0045877i,0.0046201+0.0052628i,0.006025+0.0051067i,0.0067488+0.0039218i,0.0054343+0.0048648i,0.0038768+0.0072895i,0.0023629+0.0072839i,0.0014361+0.0048171i,0.0017235+0.0024126i,0.0028058+0.0002548i,0.0029515+0.00063295i,0.00046414+0.0025386i
-0.001006+0.00052364i,-0.00015324-0.0065636i,0.0064259-0.022983i,0.018762-0.040676i,0.035406-0.044991i,0.053408-0.036365i,0.060942-0.029814i,0.048003-0.020637i,0.026081-0.0094389i,0.011113-0.0064528i,0.003247-0.0074645i,0.000118-0.0059956i,-0.0005774-0.004524i,-0.001999-0.0041716i,-0.0024533-0.0036119i,-2.5405e-05-0.0039621i,0.0035654-0.0056979i,0.0053853-0.0053121i,0.0042039-0.0036781i,0.0015545-0.0035473i,0.00042346-0.0035287i,0.0011836-0.0032822i,0.0021602-0.0021266i
