-8.4717e-05+0.00089297i,-0.00081636-0.00054797i,-0.00011659-0.0021875i,-0.00098118-0.0023839i,-0.0022113-0.00095161i,-0.0027663+0.0012913i,-0.0018438+0.0022352i,0.00014307+0.0016849i,0.00098682+0.0010234i,0.00096828+7.5237e-05i,0.00034488-9.2244e-05i,-4.1369e-05+0.00021484i,0.00055376+0.00025133i,-0.00021021+0.0001525i,-0.00049594-0.00021962i,0.00017804-0.00068378i,0.00055472-0.00091857i,0.0006158-0.0002505i,0.00014289+0.00044627i,6.2658e-05+0.000697i,0.00040681+0.00025945i,0.00059043-8.892e-05i,0.00041435-0.00041827i
-0.00032444-0.0013809i,-0.0068033+0.0027629i,-0.022347+0.0094218i,-0.042287+0.013954i,-0.052328+0.0024707i,-0.053189-0.022941i,-0.050466-0.037175i,-0.036704-0.031143i,-0.017529-0.018895i,-0.0086778-0.0094192i,-0.0064846-0.0026622i,-0.0049507-0.00076308i,-0.0045489-0.0017636i,-0.0049955-0.0012719i,-0.0063657-0.00014126i,-0.007786-6.9322e-05i,-0.0084155-0.0013899i,-0.0076396-0.0029034i,-0.0051934-0.0025842i,-0.0027763-0.00111i,-0.0022681+0.00031317i,-0.0025051+0.00023802i,-0.0018139-0.00062881i
0.0016875+0.001212i,0.0086394+0.001685i,0.022565+0.0062668i,0.034393+0.017117i,0.024863+0.034438i,0.00080364+0.054312i,-0.01183+0.060851i,-0.011619+0.043883i,-0.0081494+0.022527i,-0.0017844+0.012181i,0.003642+0.0066023i,0.0042591+0.0030424i,0.0048621+0.0026487i,0.0068188+0.0019809i,0.0075364+0.0015094i,0.0064917+0.0035734i,0.0036385+0.0063054i,-0.00035508+0.00687i,-0.0016965+0.0049003i,-0.0003458+0.0030343i,0.00098844+0.0026724i,0.00051236+0.0029231i,-0.0008809+0.0022263i
-0.0026141-0.0020476i,-0.0066757-0.0054144i,-0.013288-0.016608i,-0.013011-0.028626i,0.0082628-0.026272i,0.041615-0.017134i,0.055004-0.012909i,0.038961-0.0059901i,0.019569+0.001877i,0.0094737+0.00037468i,0.0035967-0.002853i,0.0022492-0.0026768i,0.0010202-0.0031754i,-0.0012008-0.0030255i,-0.00029674-0.0027364i,0.0027487-0.0038512i,0.0063226-0.0045932i,0.0069285-0.0036639i,0.0047809-0.002111i,0.00342-0.001669i,0.0015849-0.0019873i,1.3644e-05-0.0018781i,0.00014399-0.0019283i
0.0016094-0.00010045i,0.00029144+0.0050245i,-0.0037104+0.016176i,-0.011878+0.023506i,-0.023818+0.0056777i,-0.034739-0.026003i,-0.034929-0.039833i,-0.019181-0.031596i,-0.0050468-0.019918i,-0.0032499-0.011172i,-0.0034345-0.0032743i,-0.0024234-0.00063202i,-0.0022928+0.00019989i,-0.0027465+0.0017632i,-0.0049727+0.0023057i,-0.0078583+0.001593i,-0.0079566-0.00099707i,-0.0056637-0.0038509i,-0.002959-0.0049581i,-0.0019163-0.0028567i,-0.002193-0.00038735i,-0.0012174-0.00032703i,-0.00016377-0.00040174i
0.0028795-0.0022197i,0.0054534-0.0064164i,0.014276-0.012404i,0.019561-0.010542i,0.0083692+0.012438i,-0.010621+0.041601i,-0.019157+0.046795i,-0.017869+0.028159i,-0.012708+0.012672i,-0.0042457+0.0079921i,0.0013021+0.004008i,0.0013558+0.00078526i,0.002257-0.00026571i,0.0037974-0.0007394i,0.0036204+0.00028945i,0.0025145+0.0033332i,0.00018062+0.0059759i,-0.0027993+0.005533i,-0.00384+0.0030211i,-0.0018989+0.0016308i,0.00077476+0.0011554i,0.0017196+0.00079232i,0.0020295+0.00077872i
-0.0042644-0.00087628i,-0.0094894-0.00045059i,-0.020657-0.0011846i,-0.022062-0.0013582i,0.0028344-0.0030311i,0.037753-0.0038745i,0.046889-0.00035817i,0.031511+0.0072619i,0.016715+0.010487i,0.0090697+0.0044054i,0.0041369+0.00020902i,0.002477+0.00066435i,0.0010134+0.00087219i,-0.0014527-0.00048i,-0.00026461-0.002183i,0.0039092-0.0026602i,0.0069321-0.0019848i,0.0073115-0.00056939i,0.0055487+0.00090615i,0.0039309-5.7927e-05i,0.0021315-0.0019687i,0.00047412-0.0023847i,5.2948e-05-0.0029739i
0.0024446-0.0016193i,0.0047175+0.0018278i,0.010103+0.0080772i,0.011154+0.010107i,-0.0024183-0.0047808i,-0.019036-0.030316i,-0.018909-0.039895i,-0.0053256-0.031033i,0.0021976-0.02i,-2.704e-05-0.01021i,-0.0010346-0.0035168i,6.2796e-05-0.0012239i,-8.0627e-05+0.00015578i,-0.0010686+0.002153i,-0.0029044+0.002772i,-0.0046648+0.00012363i,-0.0044291-0.0033835i,-0.0022098-0.0052011i,-0.0007648-0.0044421i,-0.00087537-0.0028336i,-0.00081532-0.0016022i,-0.00038563+0.00011125i,-0.0011038+0.0012424i
-0.0034641-0.00060168i,-0.0038625-0.0043613i,-0.003967-0.012267i,-0.0060001-0.013776i,-0.013129+0.0060868i,-0.023975+0.034549i,-0.027778+0.036644i,-0.024139+0.016523i,-0.017252+0.0070582i,-0.0066512+0.0069292i,-0.0012182+0.0037598i,-0.0014226+0.00032344i,-0.00051284-0.0011923i,0.0017348-0.0018842i,0.0022998-0.00071985i,-0.0001632+0.00195i,-0.0041884+0.0035224i,-0.0067416+0.003026i,-0.005682+0.0018838i,-0.0024924+0.0022184i,0.00085236+0.0028016i,0.0020238+0.0021338i,0.0023012+0.0015954i
0.0014755+0.0036522i,-0.0018515+0.0072537i,-0.0058567+0.012956i,-0.0044831+0.018339i,0.015437+0.016177i,0.042717+0.0086502i,0.04385+0.0083651i,0.024023+0.015839i,0.013423+0.015023i,0.0091935+0.0052825i,0.0037947+0.00054893i,0.0012596+0.00050903i,0.00069295+0.00047308i,-0.00021603+0.00032771i,0.00073517-0.00074246i,0.0034813-0.0012452i,0.0050221+0.00031055i,0.0040093+0.0015589i,0.0018962+0.0017237i,0.0011593+0.00026373i,0.0015553-0.0013197i,0.0011888-0.0013906i,0.00036795-0.0028008i
0.0039174-0.0026121i,0.0069023-0.00334i,0.013032-0.005104i,0.016004-0.012162i,0.0026718-0.029067i,-0.017409-0.043284i,-0.015382-0.03989i,0.0035053-0.027882i,0.0078653-0.019662i,0.0019134-0.011149i,0.0020924-0.0044886i,0.0037115-0.0030343i,0.0032099-0.0016261i,0.0018451+0.00012115i,-0.0010606+0.00061455i,-0.0031923-0.0006181i,-0.0024143-0.0023089i,6.5442e-05-0.0038121i,0.001988-0.0041026i,0.0011163-0.0026357i,-0.00071223-0.0010339i,-0.0016346-0.00052567i,-0.0025239-0.00060498i
-0.0034838-0.0035443i,-0.0068789-0.0054122i,-0.015894-0.0074104i,-0.027975-0.0013123i,-0.034609+0.022204i,-0.031344+0.044055i,-0.026245+0.033223i,-0.025128+0.0099545i,-0.018392+0.0045249i,-0.0074575+0.005839i,-0.0040086+0.0023779i,-0.0044087+0.00028698i,-0.0026183-0.00074894i,-0.0011889-0.0013901i,-0.00067991+5.7856e-05i,-0.0011449+0.0011576i,-0.0031717+0.0017866i,-0.0047947+0.0015098i,-0.0038808+0.00027988i,-0.0010158+0.0004605i,0.0017326+0.001269i,0.0025003+0.0016083i,0.001773+0.0021633i
-0.00036045-0.00093692i,-0.00038481+0.0026215i,0.0031844+0.012162i,0.014928+0.021682i,0.036793+0.016376i,0.049442+0.0051071i,0.036781+0.0097897i,0.018718+0.020745i,0.011552+0.017083i,0.0065479+0.0060249i,0.0017334+0.0033186i,0.0015947+0.0038408i,0.0018768+0.002666i,0.0020329+0.0020211i,0.00368+0.00055049i,0.0045762+0.00014234i,0.0041858+0.0024011i,0.0027139+0.0036583i,0.0015093+0.0028573i,0.00055178+0.0012301i,0.00036425-6.4057e-05i,0.00022103-0.00055798i,0.0011154-0.001174i
-0.0015522+0.00169i,0.00051876-0.0014961i,0.0055235-0.010632i,0.0045924-0.027254i,-0.012312-0.042041i,-0.024669-0.04493i,-0.010354-0.036729i,0.007617-0.026864i,0.0077166-0.018057i,0.0038892-0.0083113i,0.0055964-0.0036678i,0.0057977-0.0046024i,0.0035181-0.0049396i,0.00079614-0.0032258i,-0.0015656-0.0014715i,-0.0015374-0.0016118i,0.00072691-0.0026177i,0.0023305-0.0028694i,0.0019537-0.002756i,0.00030279-0.0022767i,-0.00048446-0.0011108i,-0.00081181-0.00024565i,-0.0019937-0.0011762i
-0.0010933+0.00074316i,-0.0037637+0.001531i,-0.013965+0.0071548i,-0.026703+0.021522i,-0.02816+0.041856i,-0.023337+0.048148i,-0.024526+0.02705i,-0.025516+0.0041674i,-0.017531+0.0020305i,-0.0061913+0.003772i,-0.0037733+0.00055412i,-0.0063634-0.00049536i,-0.0063736-8.2182e-05i,-0.0039231+0.00069725i,-0.0017946+0.0016969i,-0.0018531+0.0011009i,-0.0035494-0.00049269i,-0.0040239-0.0019536i,-0.0025201-0.0020071i,-0.00044691-0.0011276i,0.0017192-3.7217e-05i,0.0024063+0.00090052i,0.0010544+0.0015633i
-0.00025356-0.001811i,0.0034369+0.00030386i,0.012124+0.0055303i,0.030556+0.0070793i,0.048384-0.00075758i,0.050468-0.0058787i,0.034119+0.0062397i,0.016715+0.020173i,0.010778+0.016005i,0.0050508+0.0061405i,0.00070187+0.0038277i,0.0017765+0.003768i,0.0032007+0.0031028i,0.0038291+0.0019838i,0.004431+0.00066771i,0.0031302+0.0014953i,0.00092324+0.0042048i,-0.0007819+0.0054102i,-0.0015264+0.0026799i,-0.0009491-0.00017426i,-0.00043313-0.00081662i,0.00018571-0.00037088i,0.0015215+0.00029436i
-0.0014028+0.0005421i,-0.0022874-0.0022669i,-0.0060582-0.012042i,-0.018547-0.027474i,-0.034043-0.037377i,-0.035453-0.034358i,-0.012721-0.025539i,0.0079968-0.020344i,0.0063277-0.014505i,0.0021752-0.0060262i,0.005144-0.0036011i,0.0059833-0.0053942i,0.0039204-0.005547i,0.0014079-0.004496i,-0.0010212-0.0023272i,-0.00027851-0.00063073i,0.0030009-0.00031613i,0.0046822-0.00034005i,0.0032803-0.00029352i,0.00065608+0.00031493i,-0.0007411+0.00098958i,-0.0011635+0.00021681i,-0.00082706-0.0020099i
-0.0021089+0.0030842i,-0.0024265+0.0060277i,-0.0066273+0.018248i,-0.011553+0.039792i,-0.010291+0.057482i,-0.0067622+0.051067i,-0.012437+0.021172i,-0.019565+0.0014938i,-0.013156+0.0022475i,-0.0034154+0.0024771i,-0.0029969+0.00024567i,-0.0049547+0.0017026i,-0.0045509+0.003163i,-0.0037422+0.0027057i,-0.0023696+0.0017182i,-0.0029592-0.00050703i,-0.004276-0.0036308i,-0.0035823-0.0045978i,-0.0018376-0.0028922i,0.00065657-0.00068436i,0.0023437-7.7816e-05i,0.0017873+0.00029512i,-0.00075362+0.00011188i
0.00094026+0.0030452i,0.0039489+0.0020655i,0.01527-0.0020863i,0.03438-0.011731i,0.047664-0.023413i,0.039808-0.021734i,0.019235+0.0010473i,0.0088759+0.017444i,0.0077354+0.011833i,0.0037313+0.0048502i,0.001126+0.0046208i,0.0020762+0.0035863i,0.0021821+0.0014455i,0.0030159+0.0007652i,0.0036063+0.00096409i,0.0014819+0.0018068i,-0.0016868+0.003707i,-0.0034969+0.0038133i,-0.0028392+0.0016909i,-0.0018973+0.00023867i,-0.00095543-0.00052561i,0.00022272+0.00032485i,0.00052929+0.0019769i
0.0074997+0.0064601i,0.0041625+0.0047222i,-0.0021693-0.0030827i,-0.024135-0.016616i,-0.04666-0.023553i,-0.040389-0.019237i,-0.0083349-0.016052i,0.0093465-0.016158i,0.0059458-0.011621i,0.0046756-0.0065069i,0.0061989-0.0073725i,0.0031237-0.0096669i,-0.00094882-0.0085829i,-0.0034382-0.0055035i,-0.0035921-0.002643i,-0.0012328-0.00094982i,0.0020794-0.00022188i,0.0023247+0.00048648i,0.00042106+4.5948e-05i,-0.00015016-0.00016434i,0.00079138-0.00012396i,0.0013398-0.0011952i,0.0022169-0.0019997i
-0.0045628-0.0005347i,-0.0034526+0.0033921i,-0.0018284+0.016947i,0.0050451+0.040433i,0.014524+0.057538i,0.011827+0.046072i,-0.00612+0.014921i,-0.015983-0.00073396i,-0.0096814+0.0014381i,-0.0027092+0.0018206i,-0.0034584+0.00078315i,-0.0047422+0.0020839i,-0.00241+0.0034289i,-0.00088203+0.0039012i,-0.00067505+0.0025145i,-0.0012515-0.00087143i,-0.0021597-0.0040037i,-0.0014468-0.0048699i,-0.00039394-0.0031707i,0.00065889-0.0010078i,0.0017783-0.00017081i,0.0015578-0.00024158i,0.000228-0.0012714i
-0.00080031-0.0010936i,0.00021768-0.0037707i,0.0054275-0.013132i,0.018365-0.030577i,0.026647-0.044829i,0.022002-0.03332i,0.011275-0.0015787i,0.0067875+0.014573i,0.0068098+0.008796i,0.0029541+0.0042621i,0.00098446+0.00516i,0.0025483+0.0033601i,0.0035066+0.00081505i,0.004113-0.00062041i,0.0033247-0.00054786i,0.00056842+0.0011114i,-0.0022503+0.003192i,-0.0029494+0.0026461i,-0.0019887+0.0008655i,-0.0010259-9.645e-05i,-0.00056586-0.00064883i,-0.0011672+0.00014794i,-0.0016563+0.0018669i
-0.0017808+0.00072598i,-0.0056304+0.0015003i,-0.017994+0.0032777i,-0.039614+0.0070733i,-0.052944+0.011449i,-0.038063+0.008932i,-0.0059508-0.0030809i,0.009031-0.012089i,0.0036465-0.0093103i,0.0023594-0.0042082i,0.0049573-0.0052511i,0.0028149-0.0072428i,-0.00037568-0.0061407i,-0.0023776-0.0040283i,-0.0025579-0.002256i,2.9896e-05-0.00021531i,0.0024236+0.0011318i,0.001893+0.0019032i,-7.4237e-05+0.0019024i,-0.00098707+0.00084903i,-0.00012054+0.00029967i,0.0011898-0.00030132i,0.0011857-0.00023058i
-0.00096021+0.0015253i,0.00050974+0.0041025i,0.0092229+0.012253i,0.027052+0.026653i,0.040303+0.035997i,0.030452+0.024843i,0.003429+0.0038359i,-0.012002-0.0020278i,-0.0075519+0.0025145i,-0.0023601+0.00086153i,-0.0034828-0.0008249i,-0.0032016+0.0014577i,-0.001176+0.0025262i,-0.00065366+0.0021947i,-0.00085991+0.0011577i,-0.0011946-0.0016497i,-0.0007998-0.0045539i,-0.00018973-0.0042981i,0.00069734-0.0020603i,0.0010796-0.00096293i,0.0008921-0.0011853i,0.00091049-0.0013301i,0.00080241-0.0016836i
-0.00033807-0.00090819i,-0.0020717-0.0039506i,-0.0031796-0.015337i,-0.0034995-0.035957i,-0.0035509-0.049107i,-0.003986-0.033605i,-0.0026419-0.0011386i,0.0038164+0.013152i,0.006434+0.0077693i,0.0031206+0.0050668i,0.0019543+0.0058076i,0.0028728+0.0033206i,0.0028391-0.00050304i,0.0024915-0.0022334i,0.0013234-0.00073012i,-0.0012959+0.0020083i,-0.0032296+0.0035609i,-0.0031281+0.0026532i,-0.0019848+0.00079617i,-0.00064874+0.00029932i,-1.6946e-05+0.00030057i,-0.00070933+0.00062578i,-0.0013935+0.0002801i
0.00023221-0.00026446i,-0.0022453+0.0024324i,-0.011434+0.010525i,-0.027005+0.025158i,-0.037438+0.035874i,-0.023111+0.028544i,0.0034155+0.0067197i,0.010177-0.0086409i,0.0038104-0.0074342i,0.0037304-0.0027514i,0.0047506-0.0044451i,0.0016324-0.0058981i,-0.0010287-0.0038325i,-0.0021744-0.0013679i,-0.002366+0.00084553i,0.00030579+0.0027949i,0.0025226+0.0035267i,0.001219+0.0020006i,-0.00027607+0.0003612i,-3.5262e-05-0.00010474i,0.00048256-0.00016034i,-4.7125e-06+0.00038468i,-0.00092963+0.0015315i
0.001354-0.00061507i,0.0038673-0.001104i,0.014678+0.00038341i,0.03411+0.0039335i,0.047516+0.0051627i,0.033186-0.0012063i,0.0015046-0.0088506i,-0.011898-0.00512i,-0.0064704+0.0016145i,-0.0028513+0.0012124i,-0.0037012-1.0873e-05i,-0.0030612+0.0017281i,-0.0010383+0.0025409i,0.00088845+0.0014396i,0.0011005+0.00039951i,0.00049679-0.0021119i,0.0007097-0.0039872i,0.0007173-0.0028945i,0.00046825-0.0015325i,0.00069537-0.0010658i,0.001213-0.00075425i,0.00064619-0.00039877i,0.00081485+0.00055159i
-0.001175+0.0017585i,-0.0033226+0.00020306i,-0.01021-0.0087309i,-0.02068-0.024244i,-0.028055-0.034413i,-0.023966-0.020026i,-0.010246+0.0065961i,0.00072027+0.013697i,0.0039093+0.0078346i,0.002929+0.0057607i,0.0034589+0.0047872i,0.0037696+0.00131i,0.0017709-0.0012805i,0.00060131-0.0019088i,0.00016282-0.0016367i,-0.0016548-0.00056439i,-0.0028976-8.0606e-05i,-0.0019947-0.00038581i,-0.0011574-0.0010637i,-0.00055161-0.0015287i,0.00061589-0.0014796i,0.001273-0.0014578i,0.0011785-0.0018925i
-0.0023282+0.0027098i,-0.0020816+0.0057572i,-0.0023804+0.015515i,-0.0066135+0.033437i,-0.0085887+0.046469i,0.0012538+0.034235i,0.013471+0.0067559i,0.011055-0.007678i,0.0038439-0.0061715i,0.004264-0.0031728i,0.0042919-0.0047193i,0.00045224-0.0055311i,-0.0021217-0.0036035i,-0.0023821-0.0013699i,-0.0016663+0.00010366i,0.00030349+0.0019297i,0.0012705+0.0031322i,0.00045225+0.0021222i,-0.0001881+0.00083385i,-0.0002689-0.00030449i,-0.00035308-0.0009154i,-0.00099242-0.00060211i,-0.0022768-0.00066409i
0.00078654-0.00094583i,0.0027377-0.0028477i,0.010812-0.0079347i,0.026575-0.016299i,0.03816-0.023081i,0.025508-0.022352i,-0.00050404-0.01493i,-0.011959-0.0041811i,-0.0075786+0.0021387i,-0.0040275+0.00075198i,-0.0038128+0.00044032i,-0.0015266+0.0018209i,0.0014727+0.0013648i,0.0026672+0.00036762i,0.0019296-0.00078088i,0.0004936-0.0026753i,3.7035e-05-0.0030534i,0.00013358-0.0012257i,3.2151e-05+0.00012853i,-0.00079489+0.00031309i,-0.0013439-0.00014053i,-0.00068975-0.00010275i,0.00014572+0.0022482i
0.0015582+0.0020479i,-0.0010779+0.001081i,-0.010301-0.000721i,-0.028101-0.0057465i,-0.042828-0.0097408i,-0.036943-0.0014789i,-0.015437+0.012381i,0.0012971+0.012691i,0.0052731+0.0057606i,0.0041901+0.0046098i,0.0040376+0.0044122i,0.0030622+0.0017814i,0.00088406-0.00047218i,-0.00030158-0.0010044i,-0.0013633-0.00057596i,-0.0022573-0.00043454i,-0.0021783-0.0014081i,-0.00078992-0.0021119i,0.00010477-0.0020276i,-0.00043101-0.0011039i,-0.00054176-1.8346e-05i,0.00011389-0.00016264i,0.0012823-0.0013317i
0.00057038-0.0013109i,0.0025933+0.001622i,0.0053811+0.010603i,0.010702+0.027846i,0.016669+0.040761i,0.021572+0.031358i,0.021569+0.0068941i,0.011805-0.0073204i,0.0036179-0.0069252i,0.0029666-0.0045743i,0.0019239-0.0043857i,-0.00069324-0.0035013i,-0.0010788-0.0015856i,1.4843e-05+0.00025153i,0.00047531+0.0017348i,0.00014616+0.0026031i,-0.0010131+0.002471i,-0.0016536+0.001124i,-0.00058057-0.0003494i,0.0005039-0.0012802i,0.00041704-0.0013143i,-0.001049-0.00095615i,-0.0028251-0.0017406i
8.7529e-05+0.0037887i,0.00063508+0.0012615i,0.0047797-0.0066724i,0.013084-0.022451i,0.019288-0.036733i,0.010119-0.036255i,-0.0077004-0.022572i,-0.012038-0.0062074i,-0.0064465+0.001928i,-0.003091+0.00098847i,-0.0018315+1.1709e-05i,-0.00013022+0.00026722i,0.0013289-0.00086338i,0.0013153-0.0014557i,0.00097028-0.0013759i,0.0012455-0.0016768i,0.00094736-0.00077348i,0.00036984+0.00093752i,0.00076028+0.0005868i,0.00071715-0.00047579i,3.0669e-05-0.00031858i,-4.8217e-05+0.00025842i,-0.00079176+0.0018954i
-0.00045619-0.00088592i,-0.0024376+0.00075592i,-0.01129+0.0030886i,-0.026734+0.0079126i,-0.040209+0.013198i,-0.034978+0.019249i,-0.01289+0.022448i,0.0037142+0.015264i,0.006311+0.0069419i,0.0037954+0.0051658i,0.0035693+0.0038811i,0.0033791+0.0015044i,0.00083186+6.7186e-05i,-0.0015293-0.0011185i,-0.001746-0.00093066i,-0.0019969-0.0015595i,-0.0014898-0.0024307i,-3.8943e-05-0.0020302i,0.00062912-0.0017644i,0.00045027-0.001249i,0.0010957+0.00014154i,0.0023539+0.0012773i,0.0030394+0.00067196i
0.0022034-0.00072035i,0.0035226-0.00087562i,0.0098544+0.0029403i,0.022205+0.01398i,0.033856+0.024005i,0.035795+0.017756i,0.025562-0.00053413i,0.0099087-0.0097117i,0.001376-0.0081142i,0.00085112-0.0060685i,-7.2932e-05-0.005823i,-0.0014401-0.0033221i,-0.00087544+0.00021496i,0.00033768+0.0016344i,0.00049126+0.0023691i,-0.00036665+0.0029766i,-0.0015839+0.0024677i,-0.0020342+0.0012258i,-0.00117+0.00031305i,-0.00029936-0.00081394i,0.00031989-0.0017084i,-0.00025757-0.0019667i,-0.00071409-0.0029841i
0.0017066+0.0010145i,0.00051128-0.00062302i,-0.0020634-0.008476i,-0.0040263-0.024441i,-0.0052047-0.039984i,-0.0098911-0.038042i,-0.015154-0.019045i,-0.012225-0.0018694i,-0.0060187+0.004229i,-0.0042056+0.0030255i,-0.0030566+0.0015091i,-5.5651e-05+0.0010125i,0.0019947+5.0478e-05i,0.0019579-0.00099081i,0.0015729-0.00096964i,0.0016366-0.00024664i,0.0018955+0.00027399i,0.0017818+0.00023668i,0.0012736-0.00057171i,0.0003-0.00104i,-0.00042149-0.0007544i,-0.00074937+0.00075529i,-0.0018043+0.0024054i
0.0012208+0.00084945i,8.7701e-05+0.0031363i,-0.0044777+0.0086196i,-0.016445+0.019504i,-0.028706+0.031061i,-0.025062+0.034169i,-0.0082504+0.026538i,0.0043753+0.013349i,0.0075309+0.0049712i,0.0060336+0.0036638i,0.0043941+0.0021667i,0.0024504+0.00040224i,-3.8223e-05-1.638e-06i,-0.0018131-0.00015204i,-0.0019932-0.00039447i,-0.001213-0.0014087i,0.00023096-0.0020628i,0.0010132-0.0019824i,0.00011408-0.0011259i,-0.00069284-0.00010183i,-0.0002477+0.00026045i,0.00097426+0.00076659i,0.001031+0.0018133i
0.00057875+0.0010814i,0.0014601+0.00015014i,0.0095391-0.00056073i,0.0249+0.0006856i,0.040923+0.0027787i,0.043221-0.00061997i,0.028161-0.0086676i,0.010383-0.011238i,0.0026944-0.0083987i,0.0023968-0.0060957i,0.0010904-0.0043358i,-0.0011437-0.0017342i,-0.0013276+0.00059389i,-0.00064211+0.0014719i,-0.0013306+0.001691i,-0.0027758+0.0017763i,-0.0034873+0.0015656i,-0.0031503+0.00091563i,-0.001831+5.0501e-05i,-0.00042634-0.00027971i,0.00015575-0.00046287i,0.0010453-0.0019522i,0.002053-0.0029627i
-0.0014437-0.00052724i,-0.0039596-0.00077943i,-0.0090669-0.0052422i,-0.01775-0.016196i,-0.025578-0.02933i,-0.027607-0.02973i,-0.023418-0.014921i,-0.014708+0.00011214i,-0.0075373+0.0054587i,-0.0043304+0.0037662i,-0.0022316+0.0024228i,-0.00058371+0.0022717i,0.0014667+0.000873i,0.003007-0.00067701i,0.0028295-0.0012208i,0.0021464-0.0011945i,0.0013515-0.00029319i,0.00061624+0.00026933i,0.00064431-0.00054061i,0.00054567-0.0020308i,-0.00051191-0.0017654i,-0.0016074+0.00021474i,-0.0024705+0.00085719i
0.0034265+0.00060526i,0.0037233-0.0001916i,0.0023702+0.0046677i,-0.0027499+0.018637i,-0.010084+0.035854i,-0.0096723+0.04092i,8.7762e-05+0.029572i,0.0074872+0.013653i,0.0078537+0.0051907i,0.005594+0.0024922i,0.0035514-9.0325e-05i,0.0013808-0.0019389i,-0.0006592-0.0016675i,-0.0020063-0.00036566i,-0.0021515+0.00012865i,-0.00077032-0.00065782i,0.0011827-0.0020306i,0.0016019-0.0016889i,0.00034689-0.0001679i,8.8642e-05+0.00054259i,0.00053512+0.00061946i,0.00057701+0.0014143i,-0.00025214+0.0019666i
-0.0028592-0.0029008i,-0.0024132-0.00313i,0.0017226-0.0056282i,0.013957-0.0090657i,0.030593-0.011272i,0.0363-0.012853i,0.023329-0.014184i,0.0067561-0.012283i,0.00079254-0.0075731i,0.00062042-0.0039691i,-2.068e-05-0.0021031i,-0.00055741-0.00012245i,0.00048783+0.0012947i,0.0010971+0.0014039i,0.00072866+0.0013546i,-0.00038054+0.0022806i,-0.0018916+0.0016932i,-0.0015439+0.00019535i,-0.00016893-1.0856e-05i,0.00050904+0.00041726i,0.00084884+0.0005918i,0.0019956-0.00038972i,0.0030205-0.00061546i
-0.0041551+0.0031281i,-0.0041691+0.004571i,-0.0087718+0.0051848i,-0.019815-0.00032928i,-0.031796-0.011369i,-0.034129-0.01605i,-0.025238-0.0083265i,-0.013453+0.0022163i,-0.0064975+0.0057347i,-0.0033781+0.0041622i,-0.00096074+0.002601i,0.00071092+0.0012731i,0.0017029-0.00060158i,0.0010956-0.0021638i,0.0010304-0.0013605i,0.0019465-0.0001479i,0.0019628+4.0975e-05i,0.00068443-0.0004817i,-9.7891e-05-0.0015449i,-1.4617e-05-0.0011915i,-0.00049374-0.00084735i,-0.0013955-0.0012554i,-0.00077669-0.0022811i
0.00019033-0.001034i,0.0014734-0.00078104i,0.0037008+0.0043353i,0.0060867+0.017643i,0.0054544+0.034678i,0.004774+0.039141i,0.0065738+0.026467i,0.0082536+0.010662i,0.0069162+0.0031928i,0.0043283+0.0021785i,0.0022638+0.00091073i,0.0011229-0.00036901i,-0.00067417-1.0459e-05i,-0.0020661+0.00023952i,-0.0015799-0.00029711i,-0.00063713-0.0020604i,0.000364-0.0034759i,-2.7352e-05-0.0026263i,-0.00047501-0.001681i,9.1748e-05-0.0003287i,0.00076721+0.00084075i,0.00043408+0.001002i,-0.00079182+0.0012099i
0.0029085-0.00031022i,0.0026136-0.00078715i,0.0038519-0.0062573i,0.010532-0.01655i,0.021031-0.025195i,0.025102-0.025546i,0.01624-0.01876i,0.0034548-0.011094i,-0.0016124-0.0065574i,-0.00041227-0.004048i,-8.8812e-06-0.0024612i,-0.00092305-0.00098617i,-0.001278+0.00067554i,-0.0006584+0.0011356i,-0.0012069+0.001946i,-0.0022571+0.0024204i,-0.0024302+0.0018235i,-0.0014001+0.00059457i,-9.9345e-05-0.00058367i,6.7134e-05-0.0010661i,0.0007051-0.00074902i,0.0013262-0.00050848i,0.0013268-0.00050649i
-0.00041162+0.00055098i,-0.0016689+0.0011867i,-0.0061498+0.0030154i,-0.017594+0.0034919i,-0.032772-0.00018725i,-0.037025-0.003699i,-0.025256-0.0010562i,-0.011608+0.0045119i,-0.0055448+0.0066131i,-0.0027664+0.0053921i,-0.00064978+0.0030453i,0.00024962+0.0012775i,0.00041993-0.00037689i,0.0002086-0.0012136i,0.00088911-0.00031845i,0.0018038+0.00063731i,0.0010577+0.00090081i,-0.00040449+0.00078404i,-0.00034518+5.552e-05i,0.0001856-0.00050399i,0.00057196-0.00080986i,0.00020932-0.0016952i,-0.00050601-0.0019073i
0.00094897-0.00037952i,0.001311+0.00034715i,0.0047012+0.002944i,0.011603+0.012064i,0.017514+0.026155i,0.017265+0.031492i,0.013046+0.021043i,0.0098988+0.0073975i,0.0075018+0.0019662i,0.0047982+0.0014814i,0.0027356+0.00066132i,0.0015022-6.3292e-05i,0.00088292-0.00040467i,0.00067136-0.00034744i,0.00020531-0.0010612i,0.00016641-0.0020457i,0.0012244-0.0020707i,0.0011417-0.0015804i,0.00056927-0.0012515i,0.00053536-0.0012114i,-6.1281e-05-0.00079821i,-0.0015125+0.00019762i,-0.0016494+0.00097226i
