-0.0035126+0.0012978i,-0.0021509+0.00065372i,-0.0016543+0.00074233i,-0.0016571+0.0005539i,-0.0010687+0.00086737i,-0.00071968+0.0017477i,-0.00092969+0.001869i,-0.00097959+0.00074532i,0.00070782-2.1728e-05i,0.0025277+0.00095398i,0.002258+0.0010503i,0.0010852-0.00035734i,0.00050465-0.00054998i,0.00052936-0.00021468i,0.00096595-0.00021941i,0.0012807-0.00013708i,0.0007192-0.00062745i,0.0003956-0.00068502i,-2.2312e-05-0.00027191i,-0.00039449-0.00021455i,0.00042542-0.00042991i,0.00057941-0.00029964i,-0.00018634+9.7936e-05i
0.12195+0.083357i,0.084116+0.040468i,-0.030623-0.032494i,-0.11687-0.059736i,-0.0848-0.054139i,-0.028705-0.047183i,-0.023085-0.024876i,-0.022122+0.0026436i,-0.006673+0.011859i,0.0077986+0.006431i,0.015263-0.001368i,0.012758-0.0033344i,0.0095669-0.0020945i,0.011426-0.0034731i,0.012376-0.0024732i,0.0090853+0.0028147i,0.0015698+0.0060083i,-0.0045525+0.0026868i,-0.0036924-0.0030797i,0.00083134-0.0076065i,0.0039154-0.010564i,0.0035761-0.012157i,0.0014711-0.010989i
-0.16678-0.02041i,-0.13301+0.039812i,-0.030739+0.11858i,0.037706+0.14201i,0.020774+0.113i,-0.010479+0.067826i,-0.003262+0.024701i,0.0095988-0.007688i,0.00072659-0.018357i,-0.015216-0.010292i,-0.02091+0.0016518i,-0.011716+0.0075832i,-0.00086165+0.0065562i,0.0013752+0.0028013i,-0.002073-0.0025904i,-0.0064239-0.0070668i,-0.0056293-0.0096955i,-0.0029034-0.010893i,-0.0051745-0.0073186i,-0.0075267+0.00099258i,-0.0053951+0.0086933i,-0.0010575+0.012697i,0.0012523+0.013714i
0.15433-0.045582i,0.10266-0.093667i,-0.001615-0.15377i,-0.066724-0.17651i,-0.056634-0.14937i,-0.017953-0.10353i,-0.012545-0.06126i,-0.020514-0.024927i,-0.014199-0.011928i,-0.0030809-0.014983i,0.0037322-0.017849i,0.001599-0.015781i,-0.0012468-0.010318i,0.0022461-0.0071095i,0.0054659-0.0020634i,0.0046014+0.0055275i,-0.00026775+0.0096822i,-0.0064901+0.008114i,-0.0086725+0.0017025i,-0.0086054-0.0051316i,-0.0077908-0.008579i,-0.0051724-0.0090335i,-0.0029163-0.0077732i
-0.12739+0.10173i,-0.1034+0.12478i,-0.050448+0.17151i,-0.012229+0.19188i,-0.0026063+0.14212i,-0.0019355+0.080266i,0.014877+0.038459i,0.024703+0.0058768i,0.021638-0.0087418i,0.011588-0.0059i,0.00153+0.0033018i,0.0019851+0.0089502i,0.0062938+0.0090878i,0.0041914+0.0056024i,-0.0047296-0.0022321i,-0.011664-0.0097673i,-0.0080146-0.011418i,-0.00061473-0.0065618i,0.002077+0.0011143i,0.0035048+0.0072765i,0.0055326+0.0093449i,0.0062536+0.010413i,0.0054906+0.010617i
0.074513-0.12726i,0.082162-0.14288i,0.050789-0.20411i,0.0070131-0.24757i,0.00070536-0.19097i,0.01191-0.11055i,0.0037901-0.060551i,-0.0062658-0.032886i,-0.0069169-0.021054i,-0.0017582-0.0197i,0.0033404-0.022592i,-0.00079014-0.01888i,-0.0082995-0.0088022i,-0.0070067-0.0016373i,0.0016355+0.0034913i,0.008156+0.0082647i,0.0091655+0.011493i,0.0088119+0.0092862i,0.0087894+0.00052498i,0.0040247-0.0074089i,-0.0041234-0.0081609i,-0.0089529-0.0064556i,-0.0084549-0.0063011i
-0.033516+0.11945i,-0.085838+0.13565i,-0.090284+0.18798i,-0.044717+0.21196i,-0.0094017+0.15388i,0.0080651+0.086513i,0.018501+0.050688i,0.030309+0.029136i,0.03761+0.012881i,0.030753+0.0063354i,0.018708+0.0095599i,0.013246+0.011897i,0.011843+0.0094658i,0.0091723+0.0049795i,0.0037161-0.0038138i,-0.0037931-0.013491i,-0.0057364-0.016971i,-0.00040777-0.013456i,0.0052356-0.0059118i,0.0091942-0.0010224i,0.010104+5.5233e-05i,0.0073469+0.0020383i,0.002902+0.0045079i
0.0026512-0.10239i,0.076673-0.14749i,0.10095-0.21622i,0.068175-0.23426i,0.040028-0.16415i,0.029494-0.080212i,0.020686-0.042304i,0.0042108-0.024733i,-0.0057959-0.01357i,-0.0052442-0.010765i,-0.0028972-0.012108i,-0.0064242-0.012998i,-0.010649-0.0092246i,-0.006985-0.0023149i,0.0020334+0.00428i,0.010029+0.0082559i,0.010794+0.0089548i,0.0052955+0.0036882i,-0.00093855-0.005137i,-0.0066397-0.0085338i,-0.011015-0.0053022i,-0.011115-0.0020468i,-0.0087869-0.0020301i
0.015004+0.072388i,-0.064063+0.12468i,-0.10777+0.17694i,-0.086903+0.18112i,-0.041026+0.13435i,-0.01393+0.086959i,-0.00075034+0.064118i,0.0128+0.045406i,0.026733+0.030946i,0.030219+0.021549i,0.021902+0.017452i,0.016241+0.01504i,0.012896+0.0076621i,0.0075301+6.5115e-05i,0.0015517-0.0064965i,-0.0056874-0.011428i,-0.010217-0.0089064i,-0.0090782-0.00084103i,-0.0057367+0.0072245i,0.00071123+0.009924i,0.0072166+0.0054045i,0.0077641+0.00048628i,0.0056972-0.00048545i
-0.022063-0.039467i,0.062043-0.089064i,0.13424-0.15349i,0.1279-0.1699i,0.063996-0.10762i,0.024132-0.043267i,0.013268-0.02309i,0.0042179-0.019109i,-0.0091026-0.0098019i,-0.014207-0.0012368i,-0.011386-0.0036833i,-0.012635-0.0098687i,-0.015254-0.010251i,-0.012186-0.005956i,-0.0024044+0.0024693i,0.0083208+0.010054i,0.011994+0.011016i,0.0098149+0.0081098i,0.0067737+0.0044102i,0.0018371+0.0012776i,-0.0026292+0.00032851i,-0.0044982+0.00030697i,-0.0045771+0.00014206i
0.023263-0.0031972i,-0.071733+0.03558i,-0.1496+0.10554i,-0.13444+0.13749i,-0.07398+0.095733i,-0.042997+0.062203i,-0.030322+0.055446i,-0.012642+0.047509i,0.0052518+0.03392i,0.013084+0.02177i,0.014172+0.01699i,0.015742+0.013805i,0.014191+0.0071477i,0.0071832+0.0029715i,-0.00093606+0.00027774i,-0.0080109-0.0030306i,-0.0096529-0.0030627i,-0.0044483+0.0014733i,0.0037008+0.0069399i,0.0095294+0.006603i,0.0098731+0.00046963i,0.0065436-0.003969i,0.003127-0.0043319i
-0.0018732+0.048405i,0.11486+0.0055592i,0.19392-0.072506i,0.15562-0.10227i,0.071197-0.06139i,0.021162-0.029159i,0.0093522-0.02485i,1.4217e-05-0.023132i,-0.014648-0.014349i,-0.020913-0.0056199i,-0.01766-0.006221i,-0.01396-0.011902i,-0.010643-0.013415i,-0.005411-0.0096149i,0.0013705-0.0022835i,0.0081637+0.0036184i,0.01163+0.0031306i,0.0098923-0.0034038i,0.0047526-0.010542i,-0.00066742-0.010742i,-0.0039976-0.004488i,-0.0034402+0.0011907i,-0.00060678+0.0028667i
-0.03874-0.079659i,-0.15731-0.019762i,-0.21257+0.055873i,-0.16062+0.06332i,-0.093976+0.030162i,-0.061942+0.019557i,-0.048472+0.028666i,-0.032888+0.030317i,-0.013735+0.021904i,0.00052914+0.012078i,0.0075514+0.0090216i,0.014586+0.010442i,0.0175+0.0081027i,0.010635+0.0039899i,-0.0006672-0.000161i,-0.010232-0.0031271i,-0.015149-0.0016427i,-0.014037+0.0029856i,-0.0092899+0.0065859i,-0.0029962+0.0067988i,0.0025658+0.0043706i,0.0043377+0.00058339i,0.0030172-0.0010653i
0.092353+0.10019i,0.19484+0.034413i,0.23349-0.02816i,0.17636-0.029169i,0.087264-0.024465i,0.031707-0.035428i,0.016544-0.039576i,0.012599-0.034992i,-0.0011394-0.027818i,-0.013771-0.016891i,-0.015184-0.012892i,-0.012038-0.014973i,-0.0069718-0.014645i,-0.00054923-0.013853i,0.0047221-0.010212i,0.0086401-0.0048923i,0.010088-0.002509i,0.0055215-0.0027007i,-0.00090606-0.0037752i,-0.0034262-0.0025509i,-0.0019219-0.00026181i,0.00058823+0.00044189i,0.00055412+0.00058558i
-0.147-0.085796i,-0.22575-0.024269i,-0.24448+0.02258i,-0.18238+0.0072666i,-0.093034-0.015547i,-0.049964-0.011247i,-0.040511+0.0037486i,-0.029355+0.011684i,-0.012073+0.0078699i,0.0012565+0.0027735i,0.010044+0.0055802i,0.015901+0.011658i,0.015483+0.013898i,0.0075933+0.011967i,-0.0036793+0.007381i,-0.013079+0.0034185i,-0.015142+0.0041668i,-0.010215+0.0098598i,-0.0031302+0.01452i,0.0031143+0.013103i,0.0049253+0.0086538i,0.0029496+0.0042685i,0.0013584+0.0018612i
0.18664+0.057212i,0.25264+0.017224i,0.25193-0.0068253i,0.18378+0.0033202i,0.10206-0.0013856i,0.054409-0.029744i,0.035604-0.038858i,0.027391-0.031871i,0.01674-0.026719i,0.0022253-0.020124i,-0.007711-0.014639i,-0.010394-0.012328i,-0.0074095-0.0093455i,-0.00091785-0.0081573i,0.0061652-0.0082802i,0.011522-0.0073916i,0.013247-0.0064253i,0.011408-0.0071099i,0.0076866-0.0083369i,0.0021203-0.0075555i,-0.0020127-0.0055049i,-0.0021213-0.0024241i,-0.00048651+0.00071719i
-0.20875-0.01071i,-0.27325+0.016932i,-0.25261+0.014787i,-0.16007-0.019434i,-0.070547-0.028893i,-0.026152-0.011797i,-0.020002+9.7164e-05i,-0.021175+0.0075838i,-0.0081995+0.0087824i,0.0072376+0.004748i,0.014039+0.0066524i,0.015556+0.012633i,0.011117+0.015716i,0.0030909+0.016309i,-0.0045034+0.013154i,-0.010546+0.0074966i,-0.012968+0.0045947i,-0.010393+0.0047709i,-0.0052209+0.0051413i,-0.0012344+0.0050805i,0.00039078+0.0063217i,0.0011906+0.006925i,0.001131+0.0048027i
0.2183-0.036397i,0.27212-0.057513i,0.23796-0.022114i,0.1579+0.035875i,0.095592+0.031113i,0.059725-0.005307i,0.041431-0.017372i,0.034703-0.01608i,0.025793-0.015227i,0.009034-0.012044i,-0.0055833-0.0089044i,-0.010669-0.0078842i,-0.0083258-0.0067245i,-0.001988-0.0074528i,0.0065681-0.0092276i,0.012722-0.0099561i,0.012656-0.0089655i,0.0065156-0.0085998i,-0.0016162-0.0088877i,-0.0069108-0.0068031i,-0.0063055-0.0041693i,-0.002592-0.0024564i,-0.0011372-0.00085571i
-0.20351+0.084159i,-0.24613+0.099822i,-0.21129+0.036229i,-0.1337-0.03299i,-0.055307-0.023085i,-0.0087776+0.0050779i,-0.0028154+0.0065866i,-0.010736+0.0083399i,-0.0050978+0.014204i,0.0072912+0.013151i,0.015016+0.011283i,0.014602+0.010292i,0.0079215+0.0092278i,0.00098344+0.010714i,-0.0055445+0.011326i,-0.010059+0.0087333i,-0.012881+0.0070047i,-0.011699+0.0080866i,-0.0070963+0.0097088i,-0.0023414+0.0088828i,0.001977+0.0073215i,0.0029556+0.0047388i,0.00082821+0.0016031i
0.17561-0.13268i,0.20355-0.13283i,0.17313-0.039742i,0.12145+0.048106i,0.07384+0.051831i,0.043673+0.024799i,0.031198+0.014295i,0.028347+0.00854i,0.02228+0.002804i,0.0073118+0.00030876i,-0.0085562-0.00088061i,-0.014796-0.0035932i,-0.013038-0.0064473i,-0.0071659-0.007952i,0.0012008-0.0090884i,0.0078859-0.0086489i,0.010806-0.0062988i,0.0098094-0.0045016i,0.0062272-0.0038523i,0.0025307-0.0037459i,-0.0006118-0.0041677i,-0.0027181-0.0032793i,-0.0022272-0.00084204i
-0.13131+0.16509i,-0.15749+0.15425i,-0.13946+0.049597i,-0.098369-0.025031i,-0.054371-0.0081365i,-0.019316+0.018132i,-0.0089422+0.0092949i,-0.015006+0.0052999i,-0.013487+0.013746i,-0.0014307+0.013839i,0.0094901+0.0074134i,0.012122+0.0045622i,0.0080224+0.0045397i,0.0018809+0.0068334i,-0.0034608+0.0099702i,-0.0068644+0.0093579i,-0.0095246+0.0064838i,-0.0077456+0.0041031i,-0.0013743+0.0010507i,0.0026734-0.0014212i,0.0022644-0.0013423i,0.0007874-0.00019795i,-9.4075e-05+0.0003895i
0.07979-0.18814i,0.098045-0.17118i,0.082907-0.050146i,0.050079+0.045152i,0.022581+0.048299i,0.0049668+0.032446i,0.0048333+0.030688i,0.01179+0.021045i,0.0095831+0.0095833i,-0.00035153+0.0050788i,-0.010505+0.0030677i,-0.013114+0.00093355i,-0.0079807-0.0013522i,-0.0032447-0.0037373i,0.00046795-0.0061488i,0.0049628-0.007313i,0.0082424-0.0071217i,0.0076961-0.006671i,0.0040432-0.0072308i,-0.00020928-0.0063315i,-0.0031265-0.0032179i,-0.0031242-0.00010638i,-0.00090976+0.00015832i
-0.018326+0.19496i,-0.034801+0.17498i,-0.044763+0.047522i,-0.048372-0.03843i,-0.044746-0.019353i,-0.02712+0.0028892i,-0.016352-0.0062663i,-0.020497-0.0072299i,-0.020722+0.0037956i,-0.0087496+0.0078281i,0.0064421+0.001412i,0.012997-0.0029444i,0.01154-0.0012415i,0.0084572+0.0011504i,0.0049745+0.0029307i,0.00046746+0.0038093i,-0.0044343+0.0035697i,-0.0070588+0.0029488i,-0.0064642+0.0021289i,-0.0044585+0.00087998i,-0.0016532+0.00066347i,0.0002459+0.0010213i,-0.00071941+0.0007984i
-0.043192-0.18814i,-0.039437-0.16258i,-0.015001-0.034312i,0.0026119+0.045784i,-0.0056046+0.029025i,-0.018351+0.016906i,-0.010448+0.027159i,0.003685+0.022384i,0.0037098+0.0084555i,-0.0037574+0.0036274i,-0.0097386+0.0059684i,-0.009872+0.0063353i,-0.0051073+0.0035644i,-0.0017286-0.0003529i,-0.00044045-0.0041164i,0.001696-0.0060207i,0.0046486-0.0056929i,0.0053778-0.0027068i,0.0042257+0.0013442i,0.0039045+0.0023951i,0.0026965+0.00070736i,-3.3042e-05-0.00066173i,-0.00092354-0.00019573i
0.10067+0.1568i,0.097099+0.12446i,0.043595+0.0091965i,-0.0065714-0.054224i,-0.021146-0.038124i,-0.016626-0.026035i,-0.015307-0.02961i,-0.019933-0.020659i,-0.020006-0.0059798i,-0.010093-0.000195i,0.0016814-0.0037588i,0.0071563-0.0057696i,0.0064381-0.0026986i,0.0052362+0.00064474i,0.0038298+0.0023813i,0.0015009+0.0032885i,-0.001281+0.0046038i,-0.0031533+0.0040983i,-0.0010117+0.0020025i,0.002103-0.00068537i,0.0030293-0.0024647i,0.001909-0.0019494i,0.00072571-0.0001871i
-0.14955-0.1114i,-0.14591-0.076073i,-0.083482+0.015521i,-0.029231+0.046464i,-0.012559+0.01303i,-0.014557+0.0020531i,-0.0061863+0.016291i,0.0059209+0.014978i,0.0058245+0.0030488i,-0.000829+0.00032236i,-0.0045168+0.0072523i,-0.0053641+0.011446i,-0.0040377+0.0087909i,-0.0026546+0.005024i,-0.0028304+0.0025312i,-0.0013895+0.00011665i,0.0016092-0.0021326i,0.0036479-0.0028932i,0.0048069-0.0024586i,0.0040719-0.0022109i,0.0015941-0.0021212i,0.00019631-0.0018252i,0.0011579-0.0017737i
0.17204+0.055524i,0.16888+0.027049i,0.10036-0.044118i,0.039805-0.071807i,0.012646-0.051585i,0.0082276-0.043644i,0.0010686-0.041146i,-0.0087992-0.026891i,-0.012309-0.01185i,-0.0096668-0.0047948i,-0.0021018-0.0042275i,0.0030609-0.0042725i,0.0031404-0.0001544i,0.0034191+0.0041228i,0.0051271+0.0050867i,0.0036851+0.0058355i,-0.00016567+0.005902i,-0.0026678+0.0028115i,-0.0028323-0.00099861i,-0.0018029-0.0026105i,-0.0009387-0.0022179i,-0.0006328-0.001305i,-0.00048719-0.00034868i
-0.17996+0.0045866i,-0.18359+0.027828i,-0.11088+0.076181i,-0.033869+0.07307i,0.0068821+0.020958i,0.010533+0.0025454i,0.0059855+0.013935i,0.00821+0.01491i,0.0082146+0.0022777i,0.0026542-0.0024373i,-0.00091384+0.0037882i,-0.00085752+0.0073655i,-0.0015957+0.0044071i,-0.0027193+0.001114i,-0.0037566-0.0015347i,-0.0037049-0.0034883i,-0.0013097-0.0031894i,0.00023154-0.0020333i,-0.0011871-4.325e-05i,-0.001196+0.0021201i,0.00097018+0.0028045i,0.001963+0.0019294i,0.00090712+0.0010068i
0.1678-0.049611i,0.18311-0.071978i,0.11639-0.10018i,0.049819-0.083889i,0.033208-0.037953i,0.034276-0.026565i,0.018336-0.029265i,-0.0015612-0.019549i,-0.0071038-0.0084376i,-0.0052455-0.0020572i,-0.0034404-0.0011129i,-0.0023976-0.0027003i,-0.0010706-0.001016i,-5.9609e-05+0.0012455i,0.0011107+0.0013935i,0.00032305+0.0014985i,-0.001904+0.0030836i,-0.001547+0.0040466i,8.7382e-05+0.004058i,0.0016647+0.0042324i,0.0024312+0.0021982i,0.0014969-1.0372e-05i,0.00035004+0.00057824i
-0.15095+0.095399i,-0.17326+0.12914i,-0.10568+0.13877i,-0.023678+0.097957i,0.012311+0.046065i,0.014329+0.029069i,0.0095421+0.028066i,0.0095502+0.020435i,0.0087044+0.0066456i,0.0026682-0.001981i,-0.0020193+0.00035277i,-0.0027162+0.0027754i,-0.003918-0.00082094i,-0.0052458-0.0047661i,-0.0071353-0.0052535i,-0.0083998-0.0040432i,-0.0055564-0.0031345i,-0.00070823-0.0020519i,0.0023084-0.00055268i,0.0032062+0.00071638i,0.0034562+0.00098998i,0.0032707+0.00063236i,0.0022285+0.0011436i
0.1165-0.12473i,0.13602-0.16211i,0.084912-0.14356i,0.034332-0.072712i,0.02703-0.013566i,0.031523-0.0030145i,0.017838-0.011676i,0.00028794-0.011061i,-0.0049232-0.0050142i,-0.003114-0.00088724i,-0.0022373+0.000626i,-0.0030654+0.0011132i,-0.0029227+0.0028107i,-0.00072146+0.0039059i,0.0019533+0.0028211i,0.0018254+0.0024165i,-0.00037021+0.0036598i,-0.00060032+0.0037594i,0.00093422+0.0014806i,0.0014165-0.00094418i,0.00020419-0.00064858i,-0.00046919+0.00098407i,0.00028046+0.0011121i
-0.084933+0.14982i,-0.10019+0.19123i,-0.063428+0.16745i,-0.020826+0.10558i,-0.00048005+0.06184i,-3.7109e-05+0.047274i,-0.0024583+0.035382i,-0.00051334+0.020328i,0.0036575+0.0070141i,0.0023518-0.0012021i,-0.0011984-0.0034245i,-0.0016401-0.003386i,-0.0017912-0.0046348i,-0.0018799-0.0065432i,-0.0026148-0.0073737i,-0.0032048-0.0065667i,-0.0028408-0.0053224i,-0.0025728-0.0038833i,-0.0018075-0.0018796i,-0.00076866-0.00038267i,-0.00017968+0.00058679i,0.00051543+0.0016891i,0.001404+0.0017761i
0.045495-0.15635i,0.0578-0.19231i,0.034673-0.15485i,0.0049128-0.071974i,-0.0038758-0.0039573i,0.0043485+0.01158i,0.0053725+0.0011977i,-0.0029471-0.0039664i,-0.00455-0.00040921i,0.0002644+0.0018492i,0.0013656+0.0012028i,2.2437e-05+0.0024698i,0.00053606+0.0051294i,0.002581+0.0062582i,0.0040343+0.0044115i,0.0027884+0.0012652i,0.00039005+0.0005454i,-0.00048246+0.0017821i,-0.00053527+0.0022779i,-0.001412+0.0027927i,-0.001799+0.0034797i,-0.0017607+0.0030625i,-0.0024204+0.0024226i
-0.011315+0.15511i,-0.0287+0.19539i,-0.025384+0.16638i,-0.012535+0.10206i,-0.017059+0.056096i,-0.027269+0.041557i,-0.022754+0.028618i,-0.00971+0.012336i,-0.0022228+0.0027011i,-0.0019279-0.0011209i,-0.0032397-0.0036516i,-0.0029737-0.0064298i,-0.0032198-0.0083854i,-0.0021107-0.008426i,-0.00038904-0.0070691i,-0.00042533-0.0056084i,-0.0015106-0.0044452i,-0.0023731-0.0030568i,-0.0019958-0.00084807i,-0.00075482+0.0010776i,0.00078015+0.0018717i,0.0017928+0.0014454i,0.0020033+0.00013745i
-0.023905-0.13867i,-0.010809-0.1806i,-0.015547-0.14437i,-0.032751-0.064353i,-0.030002-0.010395i,-0.01431+0.00015476i,-0.0046104-0.0037662i,-0.0048368-0.0034193i,-0.0055075+0.00018538i,6.9404e-05+0.001869i,0.0061534+0.0011699i,0.0057042+0.00074378i,0.0023288+0.0021899i,0.0011781+0.0041022i,0.0018244+0.0038297i,0.00090774+0.0029855i,-0.00039898+0.0023776i,-0.00082153+0.0014378i,-0.00090039+0.0010242i,-0.00035384+0.00075865i,-0.000331+0.0010326i,-0.00049125+0.0022812i,-0.00045316+0.0035584i
0.046308+0.11999i,0.034878+0.1671i,0.019117+0.13519i,0.0005532+0.062945i,-0.027842+0.023876i,-0.041175+0.015092i,-0.029537+0.0084221i,-0.014655-0.00020014i,-0.0070693-0.0032291i,-0.0052548-0.00051235i,-0.0067405+0.0018325i,-0.0063809-0.00084854i,-0.0053305-0.0041796i,-0.0043816-0.0041135i,-0.0028037-0.0028733i,-0.00031965-0.0022258i,0.0008843-0.0013948i,-2.4276e-07-0.0017235i,-0.00041933-0.0026934i,-9.1237e-05-0.0035466i,-0.00020408-0.0044432i,-0.0005136-0.0033231i,-0.00038422-0.0016791i
-0.063904-0.099183i,-0.067188-0.14485i,-0.054722-0.11767i,-0.043005-0.058342i,-0.031358-0.030191i,-0.013958-0.022885i,-0.00026807-0.014426i,0.0025945-0.0072483i,0.00053168-0.0039272i,0.002104-0.003708i,0.0057158-0.0041654i,0.0071761-0.0027858i,0.0045712-0.00037526i,0.00075548+0.0020241i,-0.00045307+0.0027702i,-0.00052198+0.0020348i,-0.00039517+0.001559i,-0.0010103+0.0012699i,-0.0011407+0.00050358i,-0.00088602-0.00029714i,-0.0008851+7.0766e-05i,-0.00072644+0.0009359i,-0.0001204+0.001793i
0.074884+0.077329i,0.0812+0.11827i,0.051736+0.095048i,0.016515+0.036013i,-0.010327-0.0016336i,-0.026149-0.0096641i,-0.023842-0.0076406i,-0.011141-0.0067316i,-0.0047282-0.0060848i,-0.0064437-0.00037649i,-0.0062039+0.0069691i,-0.0030721+0.0067348i,-0.0012283+0.0013501i,1.1224e-05-0.0022248i,0.00079423-0.0033804i,0.0011498-0.0035755i,0.0013393-0.0036138i,0.0012606-0.0035014i,0.00061987-0.0028299i,0.00015278-0.0010279i,-0.00045826-0.00034192i,-0.0015927-0.00089424i,-0.0027086-0.00063177i
-0.086263-0.049502i,-0.097691-0.083563i,-0.07276-0.074568i,-0.042407-0.044173i,-0.014598-0.032291i,0.0081515-0.030914i,0.015011-0.019909i,0.010229-0.0072133i,0.004606-0.0031029i,0.002288-0.0057824i,0.0036538-0.007483i,0.0057882-0.0072893i,0.0051871-0.0062457i,0.0025319-0.0050886i,-0.00059191-0.0042554i,-0.0027808-0.0018361i,-0.0031003+0.00073552i,-0.001628+0.0012998i,0.00021991+0.001389i,0.0010388+0.0020794i,0.0021699+0.0030585i,0.0027729+0.003056i,0.0028892+0.0021684i
0.081908+0.028013i,0.096152+0.05701i,0.073167+0.049431i,0.043422+0.010256i,0.01642-0.013234i,-0.0033108-0.013195i,-0.01028-0.0070873i,-0.0073274-0.0047251i,-0.0025706-0.0044685i,-0.0016382+0.00020152i,-0.0022654+0.0071759i,-0.0007475+0.010013i,0.0015093+0.0058253i,0.0019605-0.0001039i,0.0015609-0.0030572i,0.00082131-0.0033968i,0.0002776-0.0025942i,0.00067349-0.0024364i,0.00068157-0.0017718i,0.00087069-0.00029345i,0.00068539-0.00060925i,-0.0010003-0.0020109i,-0.0028517-0.0016898i
-0.077135-0.0020625i,-0.097009-0.027874i,-0.074357-0.031454i,-0.033675-0.016823i,0.0041695-0.01814i,0.024951-0.021178i,0.024744-0.011446i,0.0168-0.002257i,0.0098011-0.0020212i,0.0029213-0.0074486i,-0.0019364-0.010691i,-0.0021318-0.0097362i,0.00042134-0.0066616i,0.0010846-0.0040443i,0.00019744-0.0034214i,-0.00046667-0.0015729i,-0.0017134+0.00089119i,-0.0015702+0.0010044i,0.0004782+0.00042497i,0.0012563+0.00011018i,0.0012505+0.0010884i,0.0018511+0.0012358i,0.0027904-0.00079959i
0.060156-0.010368i,0.083656+0.0091674i,0.071685+0.013291i,0.046197-0.0020727i,0.02704-0.0049909i,0.0090153-0.00030264i,-0.004418+0.00030707i,-0.0060587+0.00037478i,-0.00090684+0.0007271i,0.0012765+0.0027079i,0.0011956+0.0071785i,0.002074+0.0098137i,0.0035067+0.0089117i,0.0044526+0.0053193i,0.0040884+0.0017883i,0.0031487-0.00040702i,0.0032371-0.0022389i,0.0030086-0.0024316i,0.0015353-0.00074499i,-0.00085723+0.00010657i,-0.0023098+1.2899e-06i,-0.0030989+0.0003515i,-0.0036166+0.00056423i
-0.049171+0.020716i,-0.073181+0.011298i,-0.060162+0.0065122i,-0.02318+0.011309i,0.011616+0.0099289i,0.030572+0.0036925i,0.027807+0.0010573i,0.017351+0.0025641i,0.01075+0.00013543i,0.0048359-0.0057154i,-0.0021093-0.0095363i,-0.0049677-0.0098641i,-0.0035193-0.0064116i,-0.0017323-0.0037084i,-0.00055526-0.0027673i,-0.00054231-0.00098516i,-0.0015747+0.00062886i,-0.0016679+0.0019526i,-0.0008252+0.0026363i,-0.00099193+0.0016252i,-0.00106+0.001847i,-0.00044977+0.0020751i,0.0009803+0.0013699i
0.036721-0.022757i,0.061057-0.020049i,0.058148-0.010828i,0.040075-0.0028872i,0.020676+0.0092045i,0.0021643+0.016118i,-0.0089601+0.011322i,-0.0094663+0.005836i,-0.0034667+0.0045575i,0.0031321+0.0043539i,0.0064214+0.0051517i,0.0053259+0.0066047i,0.0027713+0.0065735i,0.001717+0.0055476i,0.0023245+0.0028899i,0.0025604+0.00014966i,0.00161-0.0016619i,0.0015419-0.0024481i,0.0010483-0.0021851i,0.0007511-0.00076696i,0.00013344+0.0008568i,-0.00072725+0.00092052i,-0.00049634+0.00034058i
-0.030965+0.028996i,-0.053839+0.034516i,-0.051308+0.031194i,-0.027806+0.02874i,-0.0019896+0.021981i,0.012907+0.012709i,0.015214+0.0055856i,0.01165+0.0023885i,0.0072974+0.0013083i,0.002332-0.0021664i,-0.0043163-0.0064324i,-0.0076492-0.008584i,-0.0065775-0.0070273i,-0.0051392-0.00385i,-0.0034039-0.0012202i,-0.0018222+0.00098552i,-0.0017697+0.0024449i,-0.0012257+0.0029686i,0.00041562+0.0023299i,0.00098278+0.001644i,0.00094385+0.0011437i,0.0013883+0.00069899i,0.0011432+0.00037781i
0.021273-0.028277i,0.037631-0.035686i,0.037205-0.029166i,0.020103-0.012294i,-0.00091839+0.010681i,-0.015138+0.019716i,-0.018195+0.012462i,-0.014046+0.0067517i,-0.00587+0.0062951i,0.0016017+0.0056588i,0.0066917+0.0035722i,0.0080435+0.0031908i,0.0046183+0.0043659i,0.0017514+0.0053094i,0.00038836+0.0049065i,5.9639e-05+0.0027435i,0.0012877+0.00034368i,0.00081603-0.0017377i,-5.5109e-05-0.0019876i,-0.00045319-0.0020439i,-0.0010868-0.0030375i,-0.0017336-0.0025459i,-0.0015166-0.0013756i
-0.0092492+0.032205i,-0.023762+0.042278i,-0.028235+0.039209i,-0.021843+0.030351i,-0.013115+0.017991i,-0.0016477+0.008235i,0.0074118+0.0027278i,0.0072679+0.00095864i,0.0032265+0.00022441i,-0.00058543-0.0010672i,-0.004143-0.0023222i,-0.0056388-0.0041797i,-0.0053886-0.0049278i,-0.0048459-0.0035408i,-0.0036253-0.002274i,-0.0019617-0.00086082i,-0.0011527+0.0013997i,-0.0011317+0.0031917i,-0.0014528+0.0030025i,-0.00098636+0.0015186i,-0.00073102+0.0007578i,-0.0014539+0.00095249i,-0.0021698+0.0015083i
