-0.0013559-0.0013926i,0.00023614-0.00074728i,-0.0011063-0.001907i,-0.0033089-0.0015033i,-0.0036679+0.00080533i,-0.0026583+0.0027577i,-0.001987+0.0026312i,-0.00070315+0.0013065i,0.00051125+0.00062955i,0.00075775+0.00032309i,0.001213+0.00056974i,0.0011332+0.00048639i,0.00075834+0.00045481i,0.00046183+0.00032396i,-0.00039967+0.00026828i,-0.0010983+0.0010612i,-0.00071567+0.00087227i,-1.5133e-05+0.00020663i,-9.9611e-05+0.00035543i,6.0822e-05+0.00066859i,0.0003811+0.00066494i,7.4891e-05+0.00017345i,0.0004162+4.9307e-05i
0.0023905-0.0002952i,0.0030829-0.00079962i,0.0010242-0.0017074i,-0.0024894-0.0015538i,-0.0047159+0.00044866i,-0.0042953+0.0024955i,-0.0018787+0.0023497i,-0.0001952+0.00080042i,0.00020464+6.134e-05i,-0.00039349-0.00013161i,-0.0015907-0.00037209i,-0.0014379-0.00021319i,-0.0012612+0.00062082i,-0.0013897+0.0010383i,-0.0010004+9.0458e-06i,-0.0007961-0.00054036i,-0.0010334+0.0002246i,-0.00060071+0.0013348i,0.00011197+0.00090468i,-0.00015682+2.9811e-05i,-0.00044004+3.9727e-05i,-0.00061177+0.00022662i,-0.00056488+0.00024803i
-1.5369e-05+0.0012839i,-0.00029006+0.0013487i,-0.0016586+0.0001227i,-0.0018581-0.00054571i,-0.00083445+0.00028103i,-0.00041821+0.0013254i,-0.00052884+0.0016811i,-0.00098039+0.0013364i,-0.0011077+0.0012364i,-0.00018773+0.0017548i,0.00093959+0.0016176i,0.00075047+0.00075193i,5.5257e-05+0.00044748i,-0.00011309+0.00074136i,0.00016128+0.00062647i,0.00042831+6.125e-06i,0.00034196-0.00030483i,0.00020834-0.00015273i,-0.00027412+9.861e-05i,-0.00062321+0.00059455i,0.00013428+0.00035736i,0.00040293+0.00045647i,0.00033781+0.0013949i
0.00039153+0.0039488i,0.0018919+0.0054402i,0.0024956+0.0037603i,0.0012843+0.00054896i,-0.00050377-0.00040313i,-0.0022145+0.0010247i,-0.0016283+0.001845i,0.00046783+0.0012071i,0.001521+0.00051038i,0.0007486-8.7371e-05i,-0.0005981-0.00023053i,-0.00045262+4.7219e-05i,0.00028894-1.1257e-06i,0.00053801-0.00058401i,0.00042184-0.0010132i,-0.00045253-0.00049874i,-0.00087377+0.00018325i,-0.00063424-8.8694e-05i,0.00025278-0.00057199i,0.00036353-0.0005894i,-0.0002373-0.00066766i,0.00070575-0.00020915i,0.0015086+6.7024e-05i
0.00039401+0.0014743i,0.0016179-8.0972e-05i,0.0021352-0.0015203i,-0.00057033-0.0024258i,-0.0035857-0.0012327i,-0.0037508+0.00094213i,-0.0020229+0.0013497i,-0.00030021+0.00078009i,-3.0378e-05+0.00051163i,-0.00044825+0.00024089i,-0.0010977-0.00053289i,-0.00082124-0.00013031i,-5.7053e-05+0.00021217i,0.00083846-0.00025382i,0.00081355-0.00023167i,0.00011835-1.3018e-05i,0.00050397+0.00058387i,0.00085681+0.0001446i,0.00022028+7.1627e-05i,-0.00025525+0.00063459i,-0.00031152+0.00051122i,0.00019847-0.00017178i,0.00065317-0.00071696i
-0.00025916+0.0023193i,1.9567e-05+0.0033665i,-0.00043919+0.0019237i,-0.00093959-0.00024066i,-0.0015928-3.1365e-05i,-0.002416+0.00074748i,-0.002242-9.293e-06i,-0.0010099-0.00070388i,-0.0005826-7.6092e-05i,-0.00013662+0.00030742i,8.1167e-06-0.00062982i,-0.00016806-0.00069159i,0.00060711-4.5556e-05i,0.00074091-0.00037463i,0.00049581-0.00038006i,-0.00029698+0.00029161i,-0.00087589+0.00077695i,2.6718e-05+0.00020647i,0.00020273-0.0008611i,0.00026747-0.0011072i,0.00097245-0.00070805i,0.00034282-0.00069496i,-0.00020701-0.00093785i
0.0034467+0.0018919i,0.0037093+0.0020935i,0.0026578+0.00057157i,-0.00017106-0.0014619i,-0.0025123-0.0014072i,-0.002421+0.00021399i,-0.0012509+0.00063629i,-0.00018455+0.0011512i,0.00018703+0.00093566i,2.4576e-05-5.5493e-05i,-0.00049867-0.00038426i,-0.0007528-0.00050875i,-0.00086832-0.00085373i,-0.00027359-0.0009622i,0.00031417-0.0004664i,-0.00024028+7.8254e-05i,-0.00021661+0.00045758i,0.00013867+0.00027039i,0.00030804-0.00062429i,0.00035143-0.00081866i,0.00057087-0.00066089i,0.0006295-0.00088694i,0.00096924-0.0010295i
-0.0020346+0.00087041i,-0.0016701+0.0012824i,-0.0024668+0.0020654i,-0.0023553+0.0014968i,-0.001727+0.0014158i,-0.0017976+0.0016881i,-0.0010954+0.0012745i,-0.00045266+0.00064924i,-0.00079921+0.00022715i,-0.0010531-4.7346e-05i,-0.00080011-3.7138e-05i,-5.5478e-06+0.00014706i,0.00038705+0.00060812i,0.00052614+0.0011047i,0.00057296+0.0012229i,3.1007e-05-6.7235e-05i,0.0002148-0.00052652i,0.00011513+7.6067e-05i,-0.00036535+7.9481e-05i,-0.00040033+0.00010419i,-0.00067755+3.9822e-05i,-0.00051425-0.00015996i,-0.00074297-0.00039941i
0.00066191-0.00023628i,0.0020349+0.0017556i,0.0017148+0.0023345i,0.00041704+0.0018407i,-0.0014032+0.0023291i,-0.0019351+0.0026832i,-0.00029059+0.0016544i,-0.00014118+0.00056532i,-0.0013297-0.00020733i,-0.001622-0.00030299i,-0.0011499-2.1978e-05i,0.00014683+0.00015414i,0.00092914+0.00046908i,-0.00015005+0.00047912i,-0.00071656+0.00055341i,-0.00036873+0.0003593i,-7.324e-05-0.00032412i,0.00015391-0.00065688i,0.00025164-0.00023251i,-3.361e-05-0.00016217i,-0.00054593-0.00082466i,-0.00029452-0.000464i,0.00058189+0.00027691i
0.00087586+0.00022095i,0.0015859-0.00068326i,0.0017352-0.0010537i,-4.8232e-05-0.0015388i,-0.0016433-0.0012344i,-0.0023556+3.1068e-05i,-0.0018058+0.00045978i,-0.0011463-0.00036177i,-0.00048748-0.001274i,-0.00019592-0.0011372i,-4.3606e-05-0.00017944i,4.4529e-05+0.00023132i,-0.00013569+0.00040965i,-0.00044909+0.00022087i,-0.00043291-0.00015567i,-0.0004238+0.00024338i,-0.00019376+0.00056199i,-0.00014342+0.00022625i,-0.00044807-0.00029775i,-0.00024797-0.00016545i,0.00046954+5.7604e-06i,0.00058033-0.00032757i,0.0002625+0.00051219i
0.00029095+0.0019603i,0.00057058+0.002579i,0.00079878+0.0014i,-0.00049856+0.00040235i,-0.002548+0.0012809i,-0.0022288+0.0024669i,-0.00055451+0.0029245i,-0.0001069+0.0024293i,-0.00014602+0.0016282i,-0.00028138+0.00047795i,-0.0010637-0.00049373i,-0.00063854-0.00060372i,-0.00017434-0.00038895i,-0.000196-0.00024133i,6.3103e-05+0.00015263i,-0.00032458+0.0011708i,-0.00042039+0.0010975i,6.7431e-05+4.3262e-05i,4.0292e-05+1.0695e-05i,-0.00033733-0.00026568i,-0.00031225-0.00044814i,0.00029171+6.8161e-05i,5.7714e-05+0.00046751i
0.0016204-0.00048352i,0.0032781+0.0013514i,0.0027177+0.0020942i,-0.00022483+0.00043304i,-0.0026968+0.00017898i,-0.00278+0.0014017i,-0.0015149+0.00060335i,-0.0001397-0.00063835i,0.00024181-0.00096718i,-0.0006402-0.00023284i,-0.0010539+0.00065887i,-0.0012231+0.00051106i,-0.00068859+5.9665e-05i,0.00046356+0.00029507i,0.00020995+0.0002154i,-0.00047745+7.081e-05i,-0.00018893+8.6362e-06i,7.5882e-05-6.7518e-05i,-0.0003781-6.8898e-06i,-0.00057749-0.00013257i,-0.00055619+0.00027148i,-0.00034674+8.1476e-05i,-5.5535e-07-0.00084519i
0.00092023+0.0021052i,0.00039324+0.0018718i,0.00078075+0.00053389i,-0.00081429-0.00027501i,-0.0031449+0.00067557i,-0.0031133+0.0016215i,-0.0016428+0.00098758i,-0.0003205+0.00012326i,0.00054208+5.612e-05i,3.1923e-05+0.00026283i,-0.0002262+0.00032101i,-0.00016576+0.00018744i,-2.2533e-05+0.00026998i,0.00039257+0.0011668i,0.00061098+0.00058539i,0.00042485-0.00049178i,0.00010988-0.00033605i,0.00064587-0.00025518i,0.0011628-0.00098498i,0.00019961-0.0010157i,-0.00059166-0.00069478i,-0.00079912+8.4549e-05i,-0.0011776+0.00094415i
0.0013368+0.0014871i,0.0026846+0.00080996i,0.0034269-0.00019331i,0.0014647-0.00071028i,-0.0011163+5.9952e-05i,-0.0017898+0.00099569i,-0.00095006+0.0010083i,0.00018655+0.00086932i,0.00013719+0.0010161i,-0.00048249+0.00080822i,-0.0002579+0.0002465i,-0.0001326+0.00042323i,-0.00074706+0.0004836i,-0.00074481+8.6456e-05i,-0.0002219+2.8202e-05i,0.00018627+0.00035508i,0.00069989+0.00053324i,0.00062669+0.00053335i,0.00047216+3.4039e-05i,0.00040754-0.00090915i,2.2533e-05-0.00067399i,0.00013511-7.1585e-06i,8.8183e-05+0.00013528i
0.0012953+0.00096495i,0.0021544+0.002024i,0.00099814+0.0006279i,-0.0010292-0.0015657i,-0.0016769-0.0011692i,-0.0015308+0.00082619i,-0.0013634+0.0015896i,-0.00074272+0.00066176i,-0.00031336-0.00011013i,0.00011712+0.00017975i,0.00028997+0.0006139i,0.00012393+0.00054234i,2.6212e-05+0.00093021i,-0.00012002+0.00036407i,-4.4527e-05-0.00016526i,-0.00034408+0.00039209i,-0.00018518+0.00017757i,0.00053818-0.00058658i,0.00028516-0.0012013i,-0.00016634-0.0012084i,-0.00030678-0.00038354i,0.00029085+0.00041219i,0.00067318+0.00058529i
0.0010539+0.0033299i,0.0015523+0.0025174i,0.0017454+0.0012105i,0.00059876+0.00098795i,-0.0011647+0.000429i,-0.0024967+0.00012888i,-0.0023417+0.0010957i,-0.00098059+0.0010961i,-0.00015925+0.00041516i,-7.2127e-05+0.00044871i,3.6797e-05+0.00011654i,-0.00025824-0.00064753i,-0.0006778-0.00064082i,-0.0010264-5.6044e-05i,-0.00080047-4.8377e-05i,-0.00028228+0.00012573i,0.00019935+8.426e-05i,0.00028445+1.3142e-05i,8.7971e-05+0.00032841i,0.00014396+0.00031076i,-0.00010279+0.00014487i,-0.00025451+0.00031435i,-0.00013219+0.00054788i
0.00063102+0.0013523i,0.00060096+0.0026688i,0.00097598+0.0022871i,0.00035673-0.00090836i,-0.0016314-0.001648i,-0.0034694-6.994e-05i,-0.0028427+0.00085856i,-0.0010635+0.0009707i,-0.00023627+0.00054105i,0.00031327-0.00043694i,0.00036692-0.0012895i,0.0001242-0.00084854i,-3.1496e-05+0.00034014i,-6.3206e-05+0.00075243i,0.00027507+0.00058399i,0.00040902-0.00022373i,-1.012e-05-0.00068009i,0.0001006-0.0002462i,4.5024e-05-0.00049063i,0.00017618-0.00076114i,0.00076945-0.00045574i,0.00073117+0.00027942i,0.00047923+0.00063691i
-0.0010237+0.001692i,1.3898e-05+0.0019404i,0.001946+0.0020949i,0.0008828+0.0014023i,-0.0010654+0.0010495i,-0.0013973+0.0010852i,-0.0016539+0.0013399i,-0.0015041+0.0014149i,-0.00090707+0.0010785i,-0.0007219+0.00094802i,-0.00068597+0.00060464i,-0.00026324+0.00024962i,0.00028055+0.00032694i,0.00084814-0.00023659i,0.00073948-0.00054592i,0.00025408-0.00076207i,0.00052476-0.00086786i,0.00032959-0.00039826i,0.00022228-4.7034e-05i,0.0009365-5.0718e-05i,0.00035595-0.00029032i,-0.00063819+0.00022707i,-0.00052437+0.00030669i
0.00083116+0.0006923i,0.0024622+0.0022697i,0.0015467+0.0021896i,-5.8222e-05+0.0017088i,-0.001301+0.0014216i,-0.002435+0.00078858i,-0.0012755+0.00043597i,-0.00025921+0.00097992i,-0.00074562+0.0013843i,-0.00046449+0.0010042i,0.0003293+0.00088331i,0.00061998+0.00076965i,0.00040621+0.00044837i,0.00024959-9.2531e-05i,-4.8149e-05-3.4941e-05i,-2.6445e-05+0.00036382i,-4.0521e-05-0.00020537i,5.6651e-05+5.7585e-07i,-0.00040518+0.00050995i,-0.00054547+0.0005827i,-0.00016381+0.00023504i,-0.00014905-0.00052355i,-0.00023402-0.00085892i
-0.001227+0.0024138i,-0.00054987+0.0022289i,0.00030266+0.00063938i,0.00027334-0.00057801i,-0.0003307-0.00090814i,-0.00085523+7.9148e-05i,-0.00031966+0.0005617i,0.00037425+0.00071111i,0.00057546+0.00094402i,0.00066323+0.00094915i,0.00037111+0.00029844i,0.00098637-0.00021122i,0.00060124+9.2624e-05i,-0.00014773+0.00052464i,-0.00013783+0.00038834i,0.00072945+0.00033648i,0.0013449+0.0004067i,0.00091279+0.00050647i,0.00048474+4.0612e-06i,0.00023119-0.0003356i,-8.4623e-05+0.00035094i,-0.00026757+0.00062196i,-0.00076888-2.2487e-05i
0.0010724+0.001228i,0.00076082+0.002185i,0.00045994+0.001679i,-0.0005028+0.00092287i,-0.0017162+0.0005655i,-0.0022753+0.00093737i,-0.001402+0.0014842i,-0.00048475+0.00086312i,-8.2163e-05+0.00067138i,0.0006608+0.00067361i,0.0010314+0.00029639i,0.00050908-0.00012581i,0.00048979-0.00076653i,0.00030842-0.00083057i,-8.4183e-05-0.00039858i,-0.00030604-0.00027776i,-0.00057227-7.0875e-06i,-0.00056023+0.00065381i,0.00012308+0.00074986i,0.00087683+0.00065962i,0.00032187+0.00037937i,-0.00018043-0.00028101i,0.00053171-0.00064543i
0.00023022+0.0017486i,0.0004987+0.0023629i,-0.00066737+0.00070067i,-0.0022462-0.00082123i,-0.0041847-0.00083049i,-0.0038377+0.0008963i,-0.0017414+0.0018102i,-0.00050689+0.00055412i,-0.00017477-0.00036329i,-0.00061479+0.00021664i,-0.00039787+5.3889e-05i,0.0003664-0.00056448i,0.00048262+7.3091e-05i,0.00064877+0.00076821i,0.00071263+0.00068386i,0.00024006+0.00013727i,-0.00013535-0.000374i,0.00044972+0.00031751i,0.00086413+0.00077857i,9.4096e-05+0.0010743i,-0.00087951+0.0012743i,-0.0011786+0.0010504i,-0.00044441+0.0013366i
0.0013088-0.00028418i,0.00085444+0.0012385i,-0.00026469+5.1262e-05i,-0.0015295-0.00099138i,-0.0032046+0.00020265i,-0.0032102+0.0012334i,-0.0020163+0.0012832i,-0.00067458+0.00076856i,0.0001987-0.0004219i,0.00038387-0.00068743i,0.00013523-0.00029828i,-0.00012337-3.5128e-05i,-0.00027666+0.00010613i,-0.00013934+6.7568e-06i,-0.00045319-0.00012485i,-0.0010121-0.00090794i,-0.00090312-0.0010143i,-0.0003086-0.00014596i,-0.0002684+0.0005627i,-0.00047254+0.00026014i,-0.00021155-0.00046736i,0.00017988-0.00018009i,8.7058e-05+0.000397i
-0.0007641+0.002504i,0.00024242+0.003654i,-0.0004449+0.0030893i,-0.00052973+0.0028659i,-0.0018399+0.0034813i,-0.0026191+0.0033917i,-0.0015387+0.002165i,-0.00043363+0.0015901i,0.00049623+0.001155i,0.001006+0.00078947i,0.0010612+0.0004088i,0.0013866+0.00032314i,0.00071753+0.00051022i,-2.0149e-05+0.00039404i,8.0617e-05-0.00017264i,-0.00048547-0.0007511i,-0.0010222-0.00050499i,-0.0010041+0.00020951i,-0.0010397+0.00026718i,-0.00097688-0.000277i,-0.00056614-0.0010027i,1.0409e-05-0.001368i,0.00062073-0.00097189i
0.0015504+0.0017618i,0.0024799+0.0028705i,0.0028935+0.0011184i,0.0023866-0.00060738i,-0.00035515-0.00051203i,-0.0024857+0.00029826i,-0.0024627+0.0013023i,-0.00093045+0.00087791i,0.00062378+2.0458e-05i,0.0015158+0.00025474i,0.0011611+0.00025881i,0.00071006+0.00029099i,0.00083933+0.0001408i,0.00026389+5.8035e-05i,3.4375e-05-0.00026328i,0.00018792-0.00049612i,-9.9366e-05-0.00069849i,0.00012809-0.0008698i,0.00024101-0.0009954i,-8.8465e-05-0.0012771i,-0.00015061-0.0011873i,4.3086e-05-0.00095738i,0.00032685+0.00013994i
-0.00043531+0.0030436i,-0.00014619+0.0030637i,-0.0011988+0.0016159i,-0.0021437+0.00088668i,-0.0025966+0.001357i,-0.0023778+0.0011962i,-0.0017252+0.00037933i,-0.0011539+0.00021145i,-0.00098106+0.00024478i,-6.8584e-06+0.00029111i,0.00086078+0.00092396i,0.00026656+0.00079794i,-8.9268e-05+0.00058547i,0.00010742+0.00017243i,0.0005331+4.0273e-06i,0.00030944+0.00041441i,-2.213e-05+0.00094009i,-0.00025883+0.000706i,-0.00027823+7.9435e-05i,-1.8992e-05-0.00024653i,3.6001e-05-0.00083375i,-0.00010131-0.00046942i,4.481e-06+0.00034784i
0.0029599+0.00077966i,0.0037521+0.00051104i,0.0032417+0.00021944i,0.0010146-7.6225e-05i,-0.0018242+0.00067149i,-0.0025324+0.0017176i,-0.001813+0.001041i,-0.00052193-0.00032129i,-0.00023543-0.00045726i,-0.0012096-9.5167e-05i,-0.0012732-0.00016427i,2.3683e-05-0.00059674i,0.00042439-0.00054268i,0.00057379-0.00019824i,0.00079558+4.3443e-05i,1.6135e-05-0.00024316i,-5.2737e-05-6.3449e-05i,0.0005929+0.00090583i,0.0003068+0.0015785i,-0.00055317+0.0021938i,-0.00053186+0.00129i,3.9208e-05-0.00036823i,0.00011612-9.473e-05i
0.0010732+0.0018469i,0.00081553+0.0014775i,0.0011195+0.00075403i,0.00022756-5.2932e-05i,-0.0019985-5.7244e-05i,-0.0028706+0.00077674i,-0.0015083+0.0011188i,-0.00075266+0.00081219i,-0.001047+0.00080473i,-0.0009591+0.00057857i,-0.00042191-7.9248e-05i,-0.0004534-0.00034373i,-0.00028732-0.00099267i,0.00023292-0.00098128i,4.1928e-05-0.00010739i,-0.00062166+0.00046345i,-0.00085181+0.00054017i,-0.00039755+0.00044236i,-0.00026462-0.0001536i,-0.00035927-0.00048094i,-0.00048792+0.00034348i,-0.00019507+0.00068544i,-0.00015366+0.00086707i
0.0010489+0.0017779i,0.00087616+0.0024394i,0.00020253+0.0024248i,-0.00090295+0.0013995i,-0.0021399+0.00061071i,-0.0025354+0.00098893i,-0.0016245+0.00091877i,0.0001673+0.00072189i,0.00037688+0.0010322i,-0.00032324+0.00082259i,-0.00037386-5.1396e-05i,-0.00038864-0.00055362i,-0.00039561-0.00074309i,-0.0003666-0.00061476i,-0.00018719-0.00032959i,0.00022659-0.00033257i,7.9693e-05+0.00012704i,-0.00026028+0.00015233i,-0.00040303-0.00033866i,-0.00043615-0.00045713i,0.00018149-0.00054121i,0.00066946-0.00041628i,0.00083846-0.00029826i
-8.2585e-05+0.00052667i,0.00055447+0.00059238i,0.0010919+0.00046887i,0.00012777+0.00014629i,-0.001553+0.00056185i,-0.0019653+0.0010604i,-0.0015828+0.00041091i,-0.00053363-0.00032231i,-0.0005085-0.00083283i,-0.00092456-0.00078832i,-0.00027347-0.000361i,0.00071696-0.0003933i,0.00032685-0.00013143i,-0.00042188+0.00033987i,-0.00046675+0.00011085i,0.00014419-0.00016722i,0.00036726-0.000394i,9.234e-05-0.00066692i,-0.00015196-0.0001549i,-0.00013219+7.6213e-05i,-0.00026725-6.6664e-05i,-0.00071489+0.00040156i,-0.00064777+0.00065737i
0.00065111+0.0036186i,0.0017929+0.0031745i,0.0025967+0.0016061i,0.0014428-9.501e-05i,-0.00047542-0.00069278i,-0.002123-0.00035065i,-0.0016045+0.00048592i,-0.00033545+0.00091135i,0.00018906+0.00037625i,-0.0002014-0.00045732i,-0.00062787-0.00087556i,-0.00020797-0.0007745i,0.00021216+0.00010747i,0.00061757+0.00097563i,0.00012608+0.00016765i,-0.00012915+0.00016201i,-4.402e-05+0.0014513i,-0.0003827+0.0015226i,4.8178e-05+0.00063079i,0.0004947-0.00026336i,-0.00019556-0.0010437i,-0.00087057-0.00096099i,-0.00026749-0.00025151i
0.00043203+0.001336i,0.0018399+0.0031056i,0.0019456+0.0025567i,0.00026644+0.00062516i,-0.0014991+0.00023437i,-0.0021086+0.001229i,-0.0016682+0.0015652i,-0.0001983+0.0010505i,8.9099e-05+0.00057593i,-0.0010094+8.2091e-05i,-0.0012039+0.00036548i,-0.001061+0.00095087i,-0.00032537+0.0010222i,0.0010665+0.00020893i,0.0011339-0.0001919i,9.6573e-06+9.693e-05i,-0.00047738+1.0248e-05i,-0.00032325-0.00055448i,-0.00040181-0.00060195i,-0.00032408-0.00028149i,-0.00062576-0.0002593i,-0.00052927+0.00024336i,0.00044619+0.0010842i
0.00061264+0.0014516i,0.0017417+0.0010409i,0.0011878+0.00040818i,-0.00053646-2.1892e-05i,-0.002409+0.00017782i,-0.0026241+0.0018147i,-0.0015984+0.00219i,-0.001128+0.00039154i,-0.00063838-0.0001639i,-0.00057492+0.00047085i,-2.0607e-06+0.00043971i,0.00018495+0.00018982i,-0.00013876-0.00055938i,8.332e-05+2.7326e-05i,-7.0596e-05+0.0010271i,-0.00014317-1.1104e-05i,-6.5251e-05-0.0010276i,0.00015706-0.0013881i,0.00072466-0.0013986i,0.00054491-0.00064004i,0.00040817-0.00024246i,0.0004742-0.00087279i,2.8299e-05-0.0013243i
0.00041416+0.0022137i,0.0012584+0.0034598i,0.00012572+0.0035146i,-0.0024756+0.0020592i,-0.0034792+0.0019204i,-0.0020875+0.0026303i,-0.001073+0.0024276i,-0.00057169+0.0016127i,-0.00019634+0.00080428i,-0.00058747+0.00012332i,-0.00054487-0.00025854i,0.00013925+0.00012905i,0.00063618+0.00022743i,-2.3382e-05+0.00014526i,-0.0009641+0.00068106i,-0.00032878+0.0011901i,0.00033705+0.00062154i,1.6587e-05+4.7296e-05i,4.2003e-05-9.8581e-05i,-5.3429e-05-0.00034034i,-0.00039049-0.00059846i,-8.6611e-05-0.00025464i,0.0003593+0.0003056i
-0.00013974+0.0009144i,0.00015872+0.00073388i,0.00060082-0.00010716i,-0.0015727-0.0014096i,-0.0035803-0.0017037i,-0.0036538+0.0001451i,-0.0022127+0.0014969i,-0.00019943+0.0011909i,0.00057415+0.00038627i,0.0006025-0.00054384i,0.00037281-0.0006392i,0.00013022-1.6498e-05i,0.0003748+4.7164e-05i,0.00055082-0.00024302i,0.00044035-0.00040836i,0.00052348-0.0002954i,0.00035665-0.00099787i,0.00035888-0.0014761i,-3.7966e-05-0.00066881i,-0.00056302+0.00013981i,-0.00033948+0.00021438i,-0.00027494-0.00035455i,0.00026797-0.00038653i
0.0013191+0.0038597i,0.0015065+0.0052536i,0.0024866+0.0038976i,0.0020466+0.0014019i,-0.00073169+0.00061815i,-0.0023369+0.0010253i,-0.0017123+0.0011437i,-0.00054632+0.0010515i,-0.00023826+0.00062284i,-0.00071632-7.4408e-05i,-0.00065204+0.00024257i,-0.00055052+0.00045526i,-0.00020033-0.00027695i,-0.00019362-0.00066304i,0.00038461-0.0010482i,0.0010634-0.00091659i,0.0004834-0.00046786i,-0.00032682-0.00044156i,0.00028121-0.00014429i,0.00031938+0.00031231i,-0.00048865+2.0398e-05i,0.00030887+0.00012601i,0.0011536+0.00082699i
0.0010031-6.9045e-05i,0.0012255+0.00063094i,0.00022625-0.00054747i,-0.0021108-0.0011111i,-0.0038754+0.000424i,-0.0032976+0.0017719i,-0.0015626+0.0018335i,-0.00052722+0.001053i,-0.00065559+0.00017005i,-0.00059616-0.00064367i,-0.00072055-0.00075883i,-0.0011574+0.00082565i,-0.0005913+0.00093891i,-0.00054001+2.5806e-05i,-0.00051901-0.00026805i,0.00063332-0.00037617i,0.0013051-0.00097454i,0.00087151-0.00086447i,-0.00011423-0.00015305i,-0.00025093+0.00027412i,-1.34e-05-5.5268e-05i,-0.00022289-0.00030387i,6.4684e-05+1.1395e-05i
-0.00027321+0.0027257i,-0.00031994+0.0036027i,-0.00031888+0.0033654i,-0.00086019+0.0010939i,-0.0021809-0.00010634i,-0.0025099+0.00078419i,-0.0010343+0.0010838i,-7.1175e-05+0.00086883i,0.0002872+0.0008044i,0.00087267+0.00095891i,0.0004159+0.0010004i,-0.00060253+0.0010804i,-0.00087737+0.00060911i,-0.00030318-0.00046034i,-0.00022492-0.00092619i,-0.00020294-0.00078904i,8.6703e-05-0.0002667i,3.528e-05-0.00011652i,8.2637e-05-0.00034857i,0.0011067+7.6981e-05i,0.0011758+0.0003069i,3.8501e-05-0.00032014i,9.8235e-05-0.0004095i
0.00019956+0.0036667i,0.0011151+0.0032614i,0.00093146+0.00086151i,-0.0014022-0.0016612i,-0.0031656-0.0012494i,-0.0034414+2.2079e-05i,-0.0020552+0.00077299i,-0.00054059+0.0004047i,-0.00026859+0.000149i,-0.00061813+0.00040275i,-0.00048953-5.8982e-05i,0.00025796-0.00015131i,0.0010398+0.00017608i,-0.00016671-8.5871e-05i,-0.0010018-0.00043061i,0.00020059+0.000123i,0.00052969+0.00049596i,-8.2343e-05-2.7414e-05i,-0.00019397-0.00085024i,-2.5692e-05-0.00095192i,-0.00021276-0.00010524i,-0.0002215+0.0006182i,0.00021144+0.00023746i
-0.00062095+0.0027557i,-8.6222e-05+0.0033322i,0.00061548+0.0026702i,0.00093192+0.0012905i,-0.00098103+0.0010805i,-0.002606+0.0008529i,-0.0017683+0.00027964i,-0.00040478+0.000477i,0.00063445+0.00047756i,0.00058129+0.00049653i,0.00041836+0.00058095i,0.0009826+0.00049141i,0.00083243-0.00015321i,8.7472e-05-0.00062009i,-0.00035526+0.00013587i,-0.00047695+0.00010758i,-0.00021656-0.00059231i,0.00021676+4.562e-05i,0.00042288+0.00036002i,0.00032767+5.3307e-05i,8.9991e-05-0.00024018i,0.00023553-0.00087016i,0.00032932-0.00091434i
0.00045605+0.0021186i,0.0016277+0.002996i,0.0023465+0.0013096i,0.00093325-0.00065266i,-0.0010145-0.0004603i,-0.0021032+0.00080471i,-0.0017619+0.0013655i,-0.00078513+0.001359i,-0.00025404+0.00068174i,0.00029141+0.00019442i,0.00035293+5.4585e-05i,0.00028468-2.8698e-05i,0.00021112+0.0002484i,7.5465e-06+0.00023487i,-0.0003896-0.00010848i,-0.00020249-0.00014937i,-0.00022417+0.0005039i,0.00024998+0.00026531i,0.00028544-0.00033497i,-0.00013652-0.00045217i,-0.00046899-0.00065976i,-0.00081167-0.0003125i,-0.00090043+0.000816i
0.001143+0.0031387i,0.00075853+0.0025707i,0.0012592+0.0010046i,-0.00014471-0.00020171i,-0.0023259-8.0547e-05i,-0.0027005+0.00088282i,-0.0019047+0.0013478i,-0.00093449+0.00047159i,-0.0002978+4.6326e-07i,-0.00041751-0.00029548i,4.3998e-05-0.00087954i,0.00093384-0.00079689i,0.0015951-0.00049764i,0.0012871-0.00027462i,2.1043e-05-0.00072567i,-0.00028817-0.00065641i,-0.00072518+0.00023147i,-0.0011414-0.00021199i,-0.00050891-0.0010594i,-0.00024517-0.0011058i,-0.0005369-0.00051615i,-0.00010991+0.00020436i,8.1744e-05+0.00041278i
0.0011794+0.0012018i,0.0027116+0.0011028i,0.0027931-0.00015796i,0.00089533-0.0015549i,-0.0011489-0.0010318i,-0.0024614+0.0014305i,-0.001646+0.0021374i,0.000187+0.0015631i,0.00072376+0.00021033i,0.00041077-0.0009669i,0.00042455-0.0014294i,0.00012796-0.00093956i,1.9566e-05-0.0010157i,9.7637e-05-0.00090492i,-0.00073784-0.00045463i,-0.00056633-0.00061637i,1.5714e-05-0.00031174i,0.00019368+0.00015448i,-0.00015722+0.00056838i,-0.00011138+0.00031399i,0.00020602-0.00014909i,0.00041387-0.0001174i,0.00029617-0.00041032i
