-0.00087133-0.0002102i,0.0011691-0.0019664i,-0.00060471-0.0035207i,-0.0015677-0.003082i,-0.0011467-0.0020865i,-0.0012834-0.0014421i,-0.00049774-0.0001831i,0.00073416+0.00026092i,0.0012445-0.00050288i,0.0010711-0.0014253i,0.00091255-0.001121i,-0.00011291-0.00032564i,-0.00094367+2.3128e-06i,-0.00067588+0.0007104i,-0.00012417+0.00095477i,0.0011741+0.00045202i,0.0013697+0.00022861i,0.00024503+3.3656e-05i,-0.00057584-4.2086e-05i,-0.0003789-0.00060252i,0.00065058-0.0013844i,0.00039782-0.0009059i,-7.1913e-05-5.9107e-05i
-0.0014249-0.00023382i,-0.00073465-0.000613i,-0.00052925-4.6788e-05i,-6.5607e-05-8.9049e-05i,0.0012415-0.00097298i,0.0022621-0.0012857i,0.0022312-0.00081132i,0.0019682-0.00060076i,0.0014998-0.00013114i,0.00080838+0.00034036i,0.00072546+8.9155e-05i,0.00043138-0.00068817i,0.00018081-0.00060824i,-0.00014528-0.00026758i,5.3574e-05-0.0011833i,0.00039655-0.0013512i,0.00078398-0.00048922i,0.00033222+3.9675e-05i,-0.00077321+0.00018616i,-0.00081599+0.00019415i,0.00014492-7.0359e-05i,0.00016552+4.0153e-06i,-0.0001473+0.00058872i
0.0019412+0.00091445i,0.0024591+0.00062217i,0.0032444+0.00041304i,0.0041233-0.0006964i,0.0041164-0.0025871i,0.0024683-0.0031904i,0.0015189-0.0026728i,0.001493-0.0020399i,0.0010277-0.0016107i,0.00079481-0.001218i,0.00094991-0.00039443i,0.00045635+7.7156e-06i,5.6107e-05+2.7892e-05i,0.000428+0.0005045i,0.00052393+0.00072528i,0.00033266+0.00011743i,-2.8458e-05-0.00048922i,-6.9717e-05-0.00048821i,0.00019323-1.0769e-05i,1.8031e-05+0.00014504i,-0.00034469-0.00040368i,-0.00036364-0.00078733i,0.00014482-0.00042597i
-5.5442e-06-0.0012342i,-0.00015486-0.00064395i,-0.00011347-0.0010018i,0.00037472-0.0020236i,0.0014178-0.0024963i,0.0017212-0.0021326i,0.0016226-0.0012933i,0.0014544-0.0001426i,0.001333+0.00048917i,0.0012284+0.00039114i,0.00068434-0.00012662i,-0.0001165-0.00091903i,-0.00015375-0.0011423i,0.00037427-0.00096334i,0.00027619-0.0003196i,-0.00013361-3.5649e-05i,-6.2681e-05+0.0004152i,0.00040024+0.00055446i,0.00089171+0.00011117i,0.0015768+0.00023199i,0.00096569+0.00065289i,-0.00032238+0.00036156i,-0.00099596-0.00021145i
-0.00045926+0.0004108i,-0.00014786-0.00013572i,0.00068561-0.00047096i,0.0011707-0.00048707i,0.0011785-0.0016119i,0.0010846-0.0024775i,0.0010971-0.0021448i,0.001305-0.0017171i,0.001624-0.0010352i,0.0013211-0.00077213i,0.0004822-0.00055012i,-2.4297e-05-0.00036409i,0.00036735-4.7116e-05i,0.0007994+0.00067895i,0.00024996+0.00025965i,2.4469e-05+1.5921e-05i,0.00023762+0.00033345i,0.00052329+0.00037949i,0.00038143+0.00024781i,-0.00010394+8.0392e-05i,-6.1971e-05-0.00057561i,0.00019049-0.00075041i,0.0001122+0.00044314i
0.0010057-0.00064771i,0.00089916-0.0008045i,0.0010392-0.0019634i,0.00085356-0.0029812i,0.0007359-0.0025987i,0.0009014-0.002622i,0.00072196-0.0013801i,0.00084207+7.5349e-05i,0.00042826-0.00040688i,0.00048605-0.0011705i,0.00058409-0.00041565i,0.00037136-8.0239e-05i,3.983e-05-0.0002468i,9.4157e-05-2.2783e-05i,0.00053123-0.00010734i,0.00037785-0.00027491i,0.0011069-0.00053581i,0.0012563-0.00052254i,0.00040111-0.00045139i,-5.4198e-05-0.0007398i,-1.3843e-05-0.00028447i,0.00037533+0.00061093i,0.0007108+0.00058987i
-0.00094966+0.00036379i,0.00040421-0.00041955i,0.00051968-0.00059935i,0.0018521-0.00060048i,0.0021373-0.0018531i,0.00094416-0.0024866i,0.0015663-0.0022778i,0.0020783-0.0021289i,0.0016242-0.0016325i,0.0017585-0.0012392i,0.0014587-0.00099464i,0.00089401-0.00054531i,0.00098471-0.00032436i,0.00085884-0.00056557i,0.00024849-0.00038791i,-2.1697e-05+0.00018085i,-0.0001459-0.00024708i,-6.0134e-05-0.00020362i,0.00032021-0.00016277i,0.00018154-0.00046478i,-0.00026986-0.00036079i,-0.0001732-0.00024056i,3.7728e-05-0.00021326i
-0.00011078+0.00015212i,-0.00087428+0.00025634i,-0.00082849-0.00053771i,0.00075441-0.0023754i,0.0019555-0.0037828i,0.0019941-0.0034458i,0.0012887-0.0022291i,0.0012026-0.00073097i,0.0014032-0.0004732i,0.00060401-0.00064345i,-0.00058646-0.00045905i,-8.3733e-05-0.00038078i,0.0013896+0.0006317i,0.0016366+0.0013176i,0.00065749+0.00064843i,0.00053934+0.00028196i,0.0015696-0.00020664i,0.0014333-0.00076718i,-0.0001365-0.0013881i,-0.0010925-0.0014327i,-0.0010964-0.00039727i,-0.00085182+0.00063665i,-0.0002685+0.00059089i
-0.00080077-0.0017602i,-0.002361-0.0010604i,-0.0028882-0.00049577i,-0.0016565-0.0010139i,0.00023023-0.0019565i,0.0014303-0.0016997i,0.0017418-0.00070961i,0.0019681-0.00022556i,0.0020358+8.9297e-05i,0.0013061+0.00047665i,0.00091637+0.00062369i,0.0014102+2.2598e-05i,0.0019529+4.2178e-05i,0.0011481+0.00019432i,0.00012164-9.5169e-05i,6.3831e-05-0.00017473i,-0.00012533+0.00017219i,-7.7924e-05-0.00011162i,0.00012649-0.00016344i,-5.1931e-05+0.00036811i,-0.00034447+0.00011602i,0.0003815-9.3271e-05i,0.00064585+0.00083766i
-0.0018959-0.001363i,-0.0015515+2.9875e-05i,-0.00035226+0.0012223i,0.0011791+0.00094517i,0.00201-0.0005748i,0.0014835-0.0019625i,0.00084301-0.0020359i,0.00082367-0.0021649i,0.00086372-0.0017618i,0.00020339-0.0010071i,-4.761e-05-0.00061994i,0.00036614+1.4206e-06i,0.00056537+0.00037297i,4.5842e-05+0.00019827i,0.00029992-1.5984e-05i,0.00062101+0.00066677i,0.00019244+0.00015534i,0.00032804-1.4086e-05i,0.00050619+0.00062967i,0.00014278+0.00077827i,-0.00043529+0.00069376i,-0.00018282-1.0072e-05i,0.00056609-0.00054002i
-0.00012033-0.00086806i,-0.00057731-0.0011802i,0.00021332-0.0022403i,0.00013883-0.0035011i,-0.00022816-0.0036823i,0.00084446-0.0026653i,0.0014661-0.0015037i,0.0016661-0.00083597i,0.0015547-0.0006889i,0.00055711-0.00082164i,-5.6908e-05-0.00029249i,5.8657e-06+0.00055054i,0.00080242+0.00037495i,0.0014943+0.00044344i,0.0010973+0.00061464i,0.00068287+0.00049351i,0.00033639-7.7044e-05i,0.00019117-0.00077609i,0.00046804-3.3494e-06i,0.00018064+0.0012349i,-0.0003118+0.00049573i,-0.000273+0.00048478i,-0.00029611+0.0012199i
0.0014059+0.00035033i,0.0002397-0.0010701i,0.00038291-0.0015093i,0.00098036-0.001565i,0.0016258-0.0027969i,0.0018624-0.0026853i,0.0015494-0.0012662i,0.0014755-0.00028934i,0.0017224+0.0001281i,0.0017014-0.00022592i,0.00093001+5.8787e-06i,-0.00037816+0.00066082i,-0.00048345+0.00083063i,0.00035928+0.00075348i,0.00052176+0.00036294i,-0.00045474+0.0001511i,-0.0011755-0.00019586i,-0.00081367-0.00071442i,7.2625e-05-0.00043933i,0.00021228-0.00044742i,0.0001357-0.001016i,0.00021672-3.4282e-05i,0.00052894+0.00015157i
0.0012228-0.00016581i,0.00030685-0.0015425i,5.0399e-05-0.0015887i,0.0012425-0.0024544i,0.0026262-0.0036143i,0.0022704-0.0036934i,0.0015519-0.0024115i,0.0019185-0.00087182i,0.0014505-0.00047276i,0.00065249-0.00026971i,0.00067083+0.00019151i,0.00060137+0.00036335i,0.00048706+0.00030624i,0.00018316+0.00044731i,0.0002492+0.0005661i,0.00052942+0.0004478i,0.00071369+0.00015117i,0.00075484+0.00023375i,0.0010258-0.00010458i,0.0013501-0.00017407i,0.0006126-0.00026718i,-0.00013743-0.00051291i,-0.00027146-0.00088123i
0.0030383+0.00090154i,0.0014779+0.00098892i,0.00091775-0.00053004i,0.0015413-0.0022446i,0.00066822-0.0033009i,-0.00069342-0.0032631i,-0.00080289-0.0021258i,0.00079041-0.0015233i,0.0025552-0.0012689i,0.0024075-0.00090156i,0.001591-0.00058313i,0.00053871-1.9317e-05i,0.00018135+0.00076579i,0.0001832+0.0010231i,-9.7989e-05+0.0011818i,0.00030148+0.0015316i,0.00010259+0.0011319i,-0.00022737+0.00048233i,0.00033972+0.00043444i,8.8358e-05+0.0005174i,-0.00010952+3.6336e-05i,-0.0001995-0.00016528i,3.0072e-05+2.5955e-05i
-0.00095949-0.00023556i,-0.00026174+0.00012635i,0.001136-0.00058681i,0.0016591-0.0020913i,0.0016605-0.0031414i,0.0010364-0.0036796i,0.00048001-0.0027099i,0.00048229-0.0016145i,0.0011456-0.0012081i,0.0010401-0.00073863i,1.8838e-05-0.00021431i,0.00038833+0.00038162i,0.00051885+0.00075625i,0.00015836+0.00044882i,0.00025892-0.00056405i,0.00076079-0.0005551i,0.0010794-0.00021999i,0.00088322-0.00057993i,0.0006212-0.0010847i,0.00020382-0.00065306i,-0.00040537+4.1694e-05i,0.00033147+0.00051761i,0.00067062+0.00026775i
0.00068567-0.0012569i,0.00025771-0.0018112i,0.0002443-0.0023213i,0.00098804-0.002165i,0.0017902-0.002115i,0.0024996-0.001433i,0.0024376-0.00083646i,0.0017329+3.1785e-05i,0.0014995-0.00040127i,0.0010078-0.00036025i,0.00012886+0.00014596i,0.00047522+0.00058606i,0.0007413+0.00050899i,0.00093978+0.00014503i,0.00087824+0.00056046i,0.0006411+0.00092689i,0.00080823+0.00083602i,0.00071216+0.00043729i,0.00028629+0.00026628i,0.00024571-0.00033533i,1.4688e-05-0.00024562i,0.00021529+0.00015593i,0.00044226+0.0001237i
0.00075241-0.00022506i,0.00049011-0.0010281i,0.00057674-0.0020757i,0.00071215-0.0024476i,0.00087348-0.0038279i,0.00086209-0.0033202i,0.0012596-0.001493i,0.0022459-0.0008482i,0.0026247-0.00067778i,0.0016669-0.00068783i,0.00042922-0.00035028i,4.8836e-05+0.00023018i,9.8062e-06+0.00059182i,0.00036427+0.0012355i,0.0010012+0.0008692i,0.00065743+6.4088e-05i,4.7537e-05-0.00026567i,0.00029693-0.00036071i,0.00046735+0.00038434i,0.00015465+0.00095849i,0.00036766+0.00061625i,-6.0161e-05+0.0001786i,-0.00043515+0.0004538i
0.0018617+0.0023069i,0.0020501+0.00038492i,0.0021269-0.00044311i,0.0023797-0.0018048i,0.003288-0.0037926i,0.0033576-0.0048639i,0.0020783-0.0039197i,0.0011161-0.0018592i,0.0010461-0.0005113i,0.0010243-0.00037298i,0.00044693-7.6282e-05i,-0.00016099-0.00030673i,-0.00024076-0.00067848i,-0.000388-0.00060816i,-0.00027452-0.00030785i,0.0002497-0.00032076i,0.00010837-0.0001484i,-0.00012587+0.00047737i,6.0467e-05+0.00012581i,0.00058127-0.0010634i,0.00046486-0.000771i,-7.935e-05-0.00032259i,-0.00016101-2.5319e-05i
-0.00033063+0.001509i,7.1055e-05+0.0010069i,0.0016321+0.00058732i,0.0031546-0.00015327i,0.0032558-0.0017415i,0.0016394-0.0025769i,0.00045732-0.0016552i,0.00074121-0.00064198i,0.0015688-3.4085e-05i,0.0018557-0.00041103i,0.00066149-0.00072782i,6.6809e-05-0.00067745i,6.5201e-05-0.00024773i,-0.00033662+0.00064632i,-0.00055915+0.00036676i,-0.00082569+0.00021058i,-0.00037923+0.0004528i,-7.8837e-05+0.00021039i,-0.00044332-0.00033099i,-0.00025233-0.00058476i,-0.00046889-0.0003552i,-0.00097247-0.00050172i,-0.00083306-0.00088657i
0.001072-0.00015774i,0.0020632+0.00012149i,0.001359-0.00053691i,0.00065883-0.0020392i,0.0015409-0.0023262i,0.0010545-0.0017684i,0.00019385-0.0013397i,0.00078251-0.00089353i,0.00062906-0.00013929i,0.00060234-0.00032375i,0.00086943+8.6548e-05i,0.00047917+0.00092801i,0.0005143+0.00033841i,0.00047715-0.00059838i,0.00058274-0.00036381i,0.00076689+0.00037826i,0.00052706-0.00010849i,0.00040183-0.00049306i,6.0548e-05-0.00045337i,0.00019293-0.00079616i,0.0008925-0.00058758i,0.00085892-0.00047033i,0.00067133-4.6479e-05i
0.00079965+0.00065148i,0.0018613+0.00014072i,0.0031385+0.00057258i,0.0034236-0.00054969i,0.0031746-0.003548i,0.0024101-0.0045855i,0.0019016-0.0023077i,0.0014435-0.0002833i,0.0012718-0.00084546i,0.0012775-0.0015795i,0.00077722-0.00070093i,0.00051266+0.00039687i,-0.00015104+0.00078307i,-0.00054872+0.00044858i,-0.00047226+0.00098655i,-0.00049434+0.0010617i,-0.00024045+0.00013132i,0.0002362-0.00079401i,0.0010279-0.00087777i,0.00088037-0.00040148i,7.3088e-05-0.00010224i,-0.00075136+3.7255e-05i,-0.00042132+0.00050106i
0.00023223-0.0014491i,0.0008218-0.0018621i,0.0013251-0.00096474i,0.001123-0.002059i,0.0012631-0.0034202i,0.0016507-0.0026022i,0.00089111-0.001495i,0.000973-0.00078556i,0.001551-0.00045683i,0.0014221-0.00079461i,0.00038403-0.00026515i,-0.00031365+0.00038003i,0.0003119+0.00048464i,0.00082284+0.00058652i,0.00084293+0.00056485i,0.00045305+0.0011921i,2.3235e-05+0.0014909i,0.0003543+0.00087984i,4.6884e-05-5.2918e-05i,0.00030016-0.00014339i,0.0004033+6.1566e-05i,-0.00036223-0.00034239i,2.1298e-05-0.00046916i
0.0016662-0.00012095i,0.00092572-0.00048187i,0.0010473-0.0011084i,0.0014371-0.001976i,0.0022356-0.0031211i,0.0017411-0.003947i,0.00034838-0.003633i,-0.00019501-0.0016243i,0.00022571-0.00030757i,0.00036996+0.00027656i,0.00057932+0.00024893i,0.00087287-9.1771e-06i,0.00055337-6.8909e-05i,0.00052171-0.00022114i,0.00093384-0.00075013i,0.0002974+5.1341e-06i,-0.00079169+0.0010024i,-0.00081442+0.00017958i,-0.00076341-0.00094238i,-0.00023252-0.0011148i,0.00012095-0.00068747i,-0.00015727-0.00020339i,-0.00047664-0.00010391i
0.00096222-0.00048546i,0.0018947-3.2952e-05i,0.0020087-0.00051945i,0.0019968-0.0021537i,0.0019434-0.0028677i,0.001575-0.0020922i,0.00084291-0.00090798i,0.00073034-0.00099254i,0.0011656-0.0011453i,0.0015703-0.00075768i,0.00095341-0.00047396i,-8.9077e-05-2.3522e-05i,-0.0004831+0.00022318i,-0.00042397+0.00014556i,0.00029319+0.00060442i,0.00046272+0.0010003i,0.00033674+0.00079065i,0.00065314+0.00055599i,0.00018994+2.74e-05i,-0.00059056-0.00052123i,-0.00017672-0.00038679i,-1.7482e-05+0.00022938i,-7.2701e-05+0.00064156i
0.00076739-0.00018771i,7.9205e-05-0.0004441i,-0.00054443-0.0012712i,-0.00016758-0.0017939i,0.00014198-0.0025864i,0.00049923-0.0034068i,0.0011253-0.0024572i,0.0015962-0.0014314i,0.0020037-0.0013941i,0.001177-0.00085056i,-0.00036509-0.00066527i,-0.0006832-0.00025721i,-0.00013849+0.00015551i,0.00048173-0.00060898i,0.0010342-0.00058566i,0.00078071-0.00012564i,0.00035188-0.00054797i,0.00057292-0.0005657i,-1.3336e-05+0.00012298i,-0.00051908+0.0004418i,-6.6856e-05+0.00038516i,4.9849e-05+0.00034873i,0.00010397+0.00036243i
0.0022703-0.0019893i,0.0007751-0.0010679i,-0.00020907-0.0012716i,-0.00013698-0.0021815i,6.9284e-05-0.0029617i,0.00031058-0.0021544i,0.0008905-0.0013268i,0.0015757-0.00099103i,0.0017636-0.00062485i,0.002086-6.4478e-05i,0.000602+0.00052565i,-0.00071642+0.00052833i,-0.000158+0.00053928i,0.00041028+0.00033794i,0.00051902-0.0001104i,0.00066155-1.7194e-05i,-9.0521e-05-5.9572e-05i,-0.00034731-0.00016138i,8.4217e-05+2.5482e-05i,-0.00043135-2.2757e-06i,-0.00014193-4.9118e-05i,-0.00013775+0.00015278i,-0.00037556+0.00047012i
0.00045654-0.00095409i,-0.00010942-0.00020998i,-0.00026509-0.0006689i,-0.00032081-0.0020016i,-0.00042811-0.0032066i,-7.285e-05-0.0023154i,0.00097714-0.00067415i,0.0017282-0.00026931i,0.0014687-0.00077919i,0.00037185-0.00047358i,-0.0006644-0.00037058i,-0.00076488-0.0006501i,-0.00027579-0.00024245i,0.00086341-0.0001244i,0.0012469+0.00010195i,0.0007383-2.649e-05i,0.0011595-0.00048117i,0.0012833-0.00010087i,0.0004536+0.00039062i,0.00011347+0.00024566i,0.00060192-0.00064399i,0.0001566-0.00082834i,-0.00019342-0.0005341i
0.00061993+0.001478i,0.00094792+0.00073547i,0.0021609-0.00074973i,0.0023887-0.0012117i,0.0025367-0.0015348i,0.0017386-0.0023707i,-5.5307e-05-0.0021612i,-0.00011502-0.0012426i,8.464e-05-0.00067663i,0.00013076-0.00033932i,-9.7482e-05+5.3489e-05i,-0.00045911-0.00019478i,-0.00012964-0.00082543i,0.00028715-0.00081189i,0.00020895+0.0003806i,-4.7802e-05+0.00079163i,0.00062222+0.00057824i,0.0012138+4.3928e-05i,0.0010159-0.00078847i,0.0002244-0.00075957i,-5.6427e-05-2.638e-05i,3.7874e-05-0.00014354i,-0.00010121+0.0001275i
-0.0011888-0.00061801i,-0.00056151+0.00035569i,-0.0011145+0.00017589i,-0.00058971+0.00036876i,0.00057265-0.00018633i,0.0018087-0.0007276i,0.0015442-0.00059904i,0.00083815-0.00081663i,0.0008688-0.00058466i,0.00024245+0.0003377i,-0.00027871+0.0002909i,-0.00033333-0.00060007i,-0.000595-0.00094055i,-6.0947e-05-0.00092952i,0.00056114-0.00033695i,0.00026255+0.0001404i,0.00023867+0.00091899i,0.00020592+0.0013988i,-0.00014288+0.00059944i,0.00060302-0.00087221i,0.0011905-0.001238i,0.0012208-0.00020763i,0.00066636+0.00072195i
-0.0014784+0.00036696i,-0.0011558+0.00042632i,0.00048893+0.00084538i,0.0022478+1.3259e-05i,0.0033549-0.0013068i,0.0025133-0.0014598i,0.0017717-0.0012563i,0.0020094-0.00064734i,0.0023543-0.00010558i,0.0014701-0.0002567i,0.00014795-0.00015469i,2.3459e-05+0.00028461i,9.417e-05-3.4194e-05i,5.9147e-05-0.00039283i,-0.00033293+4.8296e-05i,-0.00069024+0.0007577i,5.9221e-05+0.00098484i,0.0011816+0.0009209i,0.00085672+0.00071676i,-5.7243e-07+0.00075537i,-0.0003576+0.00010343i,-0.00037243-0.00096365i,3.4831e-05-0.0010216i
-0.00045405+0.00012108i,1.6878e-05+0.00062889i,0.00049703+0.00075658i,0.0013908+2.2152e-05i,0.0017038-0.00032074i,0.0017294-0.0011486i,0.00076015-0.00099016i,0.00059485-0.00048088i,0.001303-0.00013137i,0.00073358+0.00013586i,8.7328e-06+0.00070662i,-3.4776e-05+0.00088378i,0.00049406+0.00043921i,0.0010864-0.0002303i,0.0011067-0.00075829i,0.0013644-0.00060574i,0.0015033-0.00051488i,0.0005479+0.00010215i,-0.00078139+0.00048196i,-0.00068036+5.0586e-05i,-2.5412e-05-0.00011779i,-2.9312e-05+0.00028859i,-0.00055666+4.2868e-05i
-7.4264e-05+0.00098991i,0.00015987+0.00090965i,0.0016736+0.00066075i,0.0016856+0.00016384i,0.0014786-0.0014625i,0.0017839-0.0021371i,0.0012801-0.0012067i,0.00091061-0.00022608i,0.0013224+0.0003081i,0.0013832+0.00016169i,0.0012758+0.00014015i,0.001271-0.00018609i,0.0011368-0.00026524i,0.00076317-2.8296e-06i,0.00037179-0.00032504i,0.00064378-3.9714e-05i,0.0007496+0.0003292i,0.00012867-0.0001672i,-0.00020878-0.00078564i,-9.4985e-05-0.00021981i,-0.00045911+0.00077878i,-0.00053147+0.00028664i,-0.00030868-0.00018748i
6.9329e-05+0.0019569i,0.00045072+0.00067117i,0.00055476-0.00029304i,0.0017454-0.00046012i,0.0029455-0.0012937i,0.0032971-0.0022211i,0.0030546-0.0021622i,0.0025268-0.0017298i,0.001648-0.0011305i,0.00048215-2.2462e-05i,0.00020017+0.00083584i,0.00042316+0.0003749i,0.00041709-0.00014291i,0.00027238+2.2259e-05i,-0.0002133+0.00046196i,0.00026173+0.0006876i,0.00036497+0.00053043i,0.00023075+0.00052476i,0.00057976+0.00059654i,0.0004284+0.0002114i,0.00012089-0.00025685i,-0.00021334-0.0010743i,-0.00035128-0.0012294i
0.00052885+0.0002872i,0.00072093+0.00041603i,0.0017462+0.0010342i,0.0027819+0.00058305i,0.0030829-0.0008036i,0.0027335-0.0021188i,0.0023651-0.0021626i,0.0021854-0.0012076i,0.001665-0.00065716i,0.0011511-0.00074465i,0.0011137-0.00064925i,0.0012003-0.00034435i,0.00074566-0.00011527i,0.00027198-0.00026713i,-0.00050564-0.0002719i,-0.00020623-9.5152e-05i,0.00050237-6.188e-05i,0.00082018-0.00014806i,0.0011305-0.00023174i,0.00044864-0.00049338i,-0.00034476-0.00039977i,-0.00049188-4.559e-05i,-0.00079799-0.00019629i
0.00037639+0.00055778i,0.00038969-2.1056e-05i,-1.4768e-05-0.0012925i,0.0010841-0.0018677i,0.0018611-0.0025357i,0.0016072-0.0030684i,0.00093948-0.0015828i,0.00078734-0.00026332i,0.00094561+2.1253e-05i,0.00091511+0.00035985i,0.000443+0.00036732i,4.8219e-05+0.00068907i,0.0004225+0.00021871i,0.00069681-0.00077126i,9.4868e-05-0.00065281i,-0.00014888-0.00011239i,-2.0388e-05+0.00026317i,0.00027077+0.00070289i,0.00075944+0.00072513i,0.00035089-0.00012523i,-0.00024095-0.00055402i,-0.00022315-0.00053174i,0.00039207-0.00068622i
0.001357+0.0014575i,0.0017283+0.00053139i,0.0022602-0.00032915i,0.0038925-0.0015779i,0.0043174-0.0018162i,0.0029885-0.0021112i,0.0016047-0.0020962i,0.0010659-0.00098242i,0.0017419-0.00034929i,0.0019968-0.00040447i,0.00075183-9.9778e-05i,-0.00020356-0.00030386i,-6.1276e-05+0.0003616i,-0.0007102+0.00081967i,-0.00029585-4.6098e-05i,0.00093404-9.327e-05i,0.0013567+5.3423e-05i,0.0014692-7.6365e-05i,0.0013234+4.7708e-05i,0.00061534+0.00054469i,-0.00010893+0.00071672i,-0.00017188+0.00069351i,0.00043872+0.00045976i
0.0012402+0.0003482i,0.00097602-0.00041251i,0.00054954-0.001695i,0.0004564-0.0028319i,0.00082597-0.0028497i,7.824e-06-0.0024216i,-0.00072782-0.0019834i,0.00024324-0.00184i,0.0011629-0.0020619i,0.00056516-0.0013439i,-0.00059665-0.00038405i,0.00024086+0.00063885i,0.0017095+0.0014394i,0.001469+0.0008144i,0.00098209-6.8067e-05i,0.00071473+0.00025769i,-7.2985e-05+0.00037363i,-0.0001541-7.0425e-06i,0.00051295-0.0002541i,0.00027156-0.00017013i,-9.5212e-05-4.0666e-05i,-0.00040933-0.00024542i,-0.00031179-0.0002978i
0.0004457+0.00055431i,-0.00069605+0.0010278i,-0.0010814+0.00052653i,0.00041802-0.00010185i,0.0017202-0.0013366i,0.0024877-0.0022776i,0.0023879-0.0013968i,0.0024565-0.0004554i,0.0023045-0.00032475i,0.0010887+0.00012649i,0.00014773+0.00057844i,0.0002974+0.00010317i,0.00064566+6.093e-05i,0.00043787+0.00022784i,0.00053889+0.0002488i,0.00064396+0.00083962i,-0.0005665+0.00025285i,-0.00055082-0.0012003i,0.00085317-0.0012937i,0.00070512-8.9324e-05i,-0.00026999+0.00016177i,-0.00073244-0.00010268i,-0.00081851+0.00012492i
-0.0016304-0.001084i,-0.0015657-0.00084141i,-0.00062312+0.00029782i,0.0012925+0.00045994i,0.0016051-0.00048961i,0.0011621-0.0018351i,0.0014766-0.0023092i,0.0010807-0.00099618i,0.00047375-0.00021386i,0.00043686+5.4188e-05i,0.0010231+0.00092165i,0.0010589+0.00081459i,-8.7395e-05+9.862e-05i,-0.00027163-0.00023658i,0.000466-3.8711e-05i,0.00051065+0.00037356i,0.00054346+0.00050891i,0.0007597+0.0005547i,0.00060459+0.00090857i,-0.00021408+0.00060252i,-0.00076127+0.00017483i,-0.00051433+0.00042585i,-0.00081559+0.00044413i
-0.00059602-0.0003671i,-0.0014357-0.0005769i,-0.0018862-0.0016269i,-0.00054068-0.002514i,0.0012821-0.0023957i,0.0012886-0.0022573i,0.00056913-0.0022926i,0.0011917-0.0018244i,0.0016397-0.00057123i,0.00029824+0.00016759i,-0.00042131+0.00026608i,0.00041777+0.00034459i,0.00065184+0.00051548i,0.00053383+0.00086559i,6.629e-05+0.00081596i,-0.00028417+0.00056182i,-0.00010289+0.0002256i,0.0004432-7.6129e-05i,0.0010059-0.00045014i,0.0011364-0.00048032i,0.00052268-0.00071653i,0.00019991-0.00064365i,2.3981e-05-2.4314e-05i
-0.0008653-6.3016e-05i,-4.6992e-05+0.00056185i,0.00081685+0.0013251i,0.0015412+0.00033087i,0.0024456-0.00088493i,0.0019006-0.00041902i,0.0010227-0.00045323i,0.0013328-0.00071012i,0.00072652-0.00024452i,-0.00018123-0.00019814i,-4.7249e-06-0.0003486i,2.6784e-05-0.00027344i,0.00062221+4.7914e-05i,0.0011096-0.00011416i,0.00083444-0.00099115i,0.00019899-0.0011702i,-4.6098e-05-0.00056922i,0.00045674-0.00015007i,0.0010455+2.8751e-05i,0.00057596-0.00022172i,0.00021568-0.00019682i,0.00063941+0.00022775i,0.0005543+0.00041498i
-0.00019798-0.00065407i,-1.1904e-05-0.00029217i,0.00045174-0.0011491i,0.0017232-0.0018457i,0.0010553-0.0027874i,0.00073944-0.0031324i,0.00091987-0.0020234i,0.00057752-0.0012482i,0.00090814-0.00068819i,0.00056381-4.104e-05i,0.00035733-8.5385e-05i,0.00067277-0.00053221i,0.00014464-0.00016446i,0.00022562+0.00024166i,0.00069523-9.6771e-05i,0.00051858-0.00072949i,0.00043429-0.00019191i,0.00021198-3.1168e-05i,-0.00019714-0.00038493i,-0.00031738-0.00083277i,-0.0005977-0.00076604i,-0.00054364+0.00018693i,-0.00053051+0.00050316i
-0.00018956-0.00057407i,0.00041884-0.00066621i,0.00083925-0.00073657i,0.0011542-0.0010728i,0.0021777-0.0026337i,0.0029601-0.0035003i,0.0023507-0.0022155i,0.0012262-0.00101i,0.0010002-0.00032378i,0.0011785+0.00068111i,0.00080994+0.00043793i,0.00055832-0.00033589i,0.00018317-0.00062786i,0.00018873-0.00059908i,0.0007132-5.9111e-05i,0.00043501+0.00030184i,-2.7798e-05+0.00074177i,0.00015981+0.00095925i,0.00032305+0.00070449i,-8.1186e-05+6.5046e-05i,0.00020033-1.1996e-05i,-6.9686e-05+0.00034567i,-0.00016218+0.00076154i
0.0008216+0.00083515i,-0.00027469+0.00045281i,-7.8025e-05-0.00089986i,0.0011097-0.0022251i,0.0023433-0.0031835i,0.0016835-0.0029626i,0.0012992-0.0015618i,0.0016894-0.00098479i,0.001398-0.00037991i,0.0010032-0.00029044i,0.00053493+0.00041889i,0.00013308+0.001706i,0.00073829+0.0018021i,0.0014235+0.0017353i,0.0013167+0.0013401i,0.0012947+0.00064322i,0.0012763+9.7377e-05i,0.001309-0.00031584i,0.00096118-0.0003159i,0.0004174-0.00041891i,-0.0005304-0.00050013i,-0.0010142-0.00041698i,-0.00049841-0.00069089i
