-0.00031885+0.00024551i,-0.00098549+0.00018973i,-0.0019145+0.00012259i,-0.0025199-0.00024432i,-0.0036203+0.00083838i,-0.0028658+0.0020663i,-0.0015476+0.0014248i,-0.00081171+0.00041818i,-0.00078295-0.00029075i,-0.00054526-0.00073803i,0.00028648-0.00023615i,0.00030867-0.00032373i,0.00036484-0.00071968i,0.00018454-0.00040782i,-0.00025705-0.00017852i,0.00011277-0.0005557i,-7.3468e-05-4.2698e-05i,-0.00014506+0.00056723i,0.00071615+0.00058731i,0.00085994-0.00011351i,0.00041536-0.00083727i,0.00020519-0.00078604i,0.00029196-0.00079604i
0.00070087+0.00086403i,0.001416+0.00093854i,0.00079273+0.0014618i,0.00079743+0.00065882i,0.00152+0.00032255i,0.001226+5.8895e-06i,0.00070808-0.00058764i,-1.3929e-05-0.00074303i,-0.00070177-2.9988e-05i,-0.00077718+0.00085473i,-0.00072059+0.00076542i,-0.00057859+6.6101e-05i,-5.3073e-05-0.00055147i,0.00061477-0.00067735i,0.00061508+0.00046788i,0.00030022+0.0017424i,-0.00016227+0.0015769i,-0.00044424+0.00041512i,0.00038576+0.00018297i,0.00077304+0.0004646i,-0.00010741+0.00035613i,-0.00016804+0.00046752i,0.0002104+0.00099417i
0.00050223-0.0010959i,9.2992e-05-0.0015149i,2.1636e-05-0.0025418i,0.00091949-0.0023413i,0.0013805-0.0014576i,0.0011999-0.0012643i,0.00081308-0.0011087i,0.00016535-0.00060462i,-0.00022505-0.00091554i,-0.00014291-0.00081482i,-0.00032067-0.00027692i,-0.0004813+0.00015764i,-0.00065274+0.00017886i,-0.00088226+0.00029526i,-0.00054254-0.00014577i,0.0002647-0.00014047i,0.00030548-4.1771e-05i,-0.0001151-0.00099243i,0.0006216-0.0013099i,0.0012253-0.00057713i,0.00029633-0.00036903i,-0.00032895-0.00083565i,-6.0477e-05-0.00046278i
-0.00063848-0.00075785i,0.00060814-0.00025234i,-0.00093131-0.00061i,-0.0021207-0.00037013i,-0.0013817-0.00015225i,-0.0008465-0.00057439i,-0.0010719-0.00094081i,-0.0017306-0.0010377i,-0.0017441-0.00062413i,-0.0013724-0.00011243i,-0.00054177-0.00012286i,-0.0001655-0.00059553i,0.00038127-5.6247e-05i,0.00069731+0.0010568i,9.1488e-05+0.00111i,-0.00042112+0.00055791i,-1.3946e-06+5.5451e-05i,0.00026793-1.4234e-06i,0.00053997+0.00039434i,0.00042957+0.00062386i,-0.00015287-0.00045498i,-0.00014273-0.0014605i,-0.00036242-0.00094668i
-0.00047941+0.0014688i,-0.0002803+0.00096587i,-0.00035081+0.0014293i,-0.00076232+0.001184i,-0.0010584+4.3199e-05i,-0.0012918-0.00017327i,-0.0011136-0.00053293i,-0.001427-0.0013418i,-0.0018904-0.00083272i,-0.0016708+0.00034986i,-0.0015658+0.00057937i,-0.0013597+0.000628i,-0.00072578+0.00025812i,-0.00059407+0.00037237i,-0.00049073+0.0008644i,-0.00040263+0.00046842i,-0.00022556-0.00018189i,0.00023894+8.3634e-05i,0.00077662+0.00011921i,0.00030927-0.00032791i,-0.00027832-0.00037242i,-0.00026048+0.00031891i,-0.00069513-0.00038682i
-0.00040952+0.00029306i,-0.00045862-4.6918e-05i,-0.0012732-0.00039606i,-0.0012006-0.00067419i,-0.0002289-0.00098822i,0.0002429-0.0012723i,-0.00046841-0.00091196i,-0.0018797-0.00031346i,-0.0020398-0.00032274i,-0.00094693-0.00023727i,-0.00047716+0.00021434i,-0.00059966+0.00019754i,0.0001076+0.00041i,0.00037439+0.00059763i,0.00017039+0.00037324i,0.00041393+0.00042176i,0.00079351+0.00092612i,0.00032704+0.00057154i,-0.00026334+8.3192e-05i,-0.00033436-9.2445e-05i,-0.00059249-0.00018714i,-0.0002967-0.00030155i,0.00013662-0.00068044i
-0.00059374+0.00032397i,0.00015515+0.00069905i,1.9773e-05-0.00029234i,-0.0007524-1.6104e-05i,-0.00093163+0.0012825i,-0.00017245+0.0015614i,-0.00017568+0.00058808i,-0.00048534-0.0001132i,-0.00036601-0.00024416i,-0.00030599+0.0001669i,7.9689e-05+0.00092394i,-0.00011551+0.0010168i,-0.00018909+0.00077105i,-0.00034461+0.0010764i,-0.00057417+0.00054025i,9.8424e-05+0.00024808i,0.00021578+0.00070736i,0.0004025+0.00052656i,0.00098541+0.00021661i,0.00086886-0.00059242i,-0.00016916-0.00042761i,-0.00086339+0.00024499i,-0.00046715-0.00043794i
0.00022992-0.0024394i,-0.00042906-0.0023714i,-0.0014819-0.0021283i,-0.0020231-0.0012822i,-0.0007019-0.00053641i,0.00028456-0.00051901i,-0.00018296-0.00030768i,-0.00010559-0.00082299i,-6.6143e-05-0.00094962i,-9.8585e-05-0.00054322i,-0.00028289-0.00064718i,-0.00044158-0.0002296i,0.00021076+3.262e-05i,0.00028297-1.1706e-05i,0.00040381-0.00056018i,-0.00028374-0.00049078i,-0.0008784-0.00015463i,-0.00037847-2.4288e-05i,-0.00040538-0.00011622i,0.0001758-0.00079357i,0.00071923-0.0012918i,0.0010053-0.00072561i,0.00099161+4.2669e-05i
-0.0012576+0.0024755i,-0.0011146+0.0025874i,-0.0014093+0.0021184i,-0.001518+0.0015154i,-0.00076526+0.0013472i,0.0004232+0.00053718i,-0.00033703-0.00056062i,-0.0019493-0.00051041i,-0.0022134+7.5385e-05i,-0.0013241+0.0005385i,-0.00038034+0.00089124i,-0.00021109+0.0007609i,-0.000693+0.00031307i,4.364e-05-0.00014241i,0.00026203-0.00027434i,-0.0002807-0.00047982i,-0.00057089-0.00050597i,-0.00094445-9.5512e-05i,-0.0012637-0.0001261i,-0.0012585-0.00056949i,-0.00050514-0.00043949i,0.0003338-0.00033637i,0.00025621+0.00023047i
-0.00079302-0.00053556i,-0.0006192-0.00026401i,-0.00085621-0.00023335i,-0.0007651-0.00050117i,-0.00081457+1.5901e-05i,-0.00070731+7.0889e-05i,-0.00088237-0.00055916i,-0.001443-0.00052071i,-0.00074984+0.00046927i,-4.6321e-05+0.00045852i,-0.00011991+0.00012171i,-4.9905e-05-0.00049193i,-0.00046365-0.00063835i,-0.00095197+0.00014143i,-0.00019663+0.00040946i,0.00062702+0.00021717i,0.0006652-0.00016395i,0.00088647-0.00024399i,0.0009607-0.00010377i,0.00046201-3.773e-05i,-0.00011216-0.00048782i,-8.5246e-07-0.00010675i,0.00031891+0.00086184i
-0.00054952+0.0028003i,-0.00034705+0.0030058i,0.00025447+0.0029458i,0.00068787+0.0016778i,0.0011359+0.00072511i,0.00075973-8.273e-05i,3.1248e-05-0.00059828i,-0.00084671-3.4681e-05i,-0.0013722-0.00020852i,-0.00039956-0.0012075i,0.0010455-0.00057182i,0.0010213+0.00046647i,0.0002253+0.0012464i,-0.0003373+0.00111i,-0.00021672-0.00024657i,0.00063977-0.00099407i,0.00062111-0.00052476i,-0.00013201-0.0002738i,-0.00030712-0.00051397i,-0.00010278-0.0011792i,0.0002962-0.001224i,0.00033731-0.00077947i,0.00023929-0.00068143i
0.0027613-0.00026965i,0.0018014-0.0013412i,0.00091846-0.0017005i,-9.0927e-05-0.0010932i,-0.00068129-0.0010148i,-0.0005209-0.0015516i,0.00041843-0.0011701i,0.00075041-0.00066797i,-0.00058402-0.00035861i,-0.0011119-0.00045988i,-0.00099691-0.0006144i,-0.00093999-0.00028089i,-0.00066618-3.1193e-05i,-0.00057717+0.00048011i,-0.00024875+0.0012744i,0.0001183+0.00065273i,0.00047797-0.00061706i,0.00053278-0.00058729i,0.00034105-0.00014768i,0.00032371-5.012e-05i,0.00085612-0.00050259i,0.00073636-0.00072663i,0.00017134-0.00058562i
-0.00054934+0.0012747i,2.0723e-05+0.00051541i,7.0763e-05+0.00014093i,-6.2407e-05-0.0004417i,0.00028422-0.00058692i,0.00084931-0.00053901i,0.0008528-0.00062082i,0.00038644-0.00025924i,-0.00027318+0.00048419i,-0.00054179+0.00096889i,-0.00028105+0.0014012i,-0.00057286+0.00076215i,-0.00032171+0.00044539i,0.00028805+0.00074527i,0.00031284+0.00080708i,-0.00039573+0.00063311i,-0.00070019-1.4502e-05i,-0.00052871-0.00023104i,-0.0006005-0.00040774i,-0.00022001-0.00066525i,0.00051639-0.00039004i,0.0002066-7.3305e-05i,5.0887e-05+3.8761e-08i
7.7631e-05-2.8391e-05i,-9.2045e-05-0.00022877i,-0.00013336-0.00011677i,-0.00065947-0.00050623i,-0.0012582-0.0012273i,-0.0013261-0.00060228i,-0.00057086+0.00010547i,-8.1185e-05+0.00021177i,-0.00070035-0.0004527i,-0.00080854-0.00056847i,-0.0008865-0.00040828i,-0.00074673-0.00083629i,-0.00036129-0.00037585i,-4.0788e-05+0.0001651i,0.00021716+0.00090832i,0.0005962+0.0013957i,0.00063695+0.00076843i,0.00023602+0.00025161i,0.00079868-0.00016278i,0.00048463-0.00014823i,-0.00014267+0.00017397i,0.00053036-0.00028404i,0.00084398-0.00059538i
-0.0027791+0.0029946i,-0.0017104+0.0025613i,-0.001084+0.0023055i,-0.00052243+0.0022175i,0.00024671+0.0012371i,0.00024186-0.00022494i,-0.0003676-0.00090392i,-0.00075373-0.00089972i,-0.00067666-0.0012318i,-2.3346e-05-0.00096483i,0.00075286-2.089e-05i,0.00059011+0.00047118i,0.00024291+0.00041722i,0.00045118+0.00035287i,0.00085333+0.00028396i,0.00079392-0.0003519i,0.00033539-0.00090891i,-5.3426e-05-0.0002105i,0.00023722+0.00043567i,0.00053971-5.7444e-05i,0.00036827-0.00041279i,0.00059205-0.00013489i,0.0006052-0.00077132i
0.0008879+0.00079788i,0.00041858-0.00077593i,-0.00025982-0.0013119i,-0.0007705-0.00060288i,-0.0010642-0.0002789i,-0.0003501-0.00012919i,0.00074766+6.0168e-05i,0.00042161-0.0002604i,-0.00071527-0.0006616i,-0.001032-0.00042431i,-0.00032792+0.00016858i,-0.00011978+0.0003245i,-0.00074929+0.00058037i,-0.0005341+4.7754e-05i,-0.00061768-0.00078715i,-0.0011168-0.00040952i,-0.00021425+0.0001624i,0.0008272+0.00036992i,0.00092096+0.00023081i,-0.00033803-0.00025718i,3.3803e-05-0.00061157i,0.00081669-5.9985e-05i,0.00023426+0.00055042i
-2.8053e-05-0.0012866i,-0.0010927-0.0010708i,-0.0020327-0.00090881i,-0.0022308-0.00060955i,-0.0010794-0.00052471i,-9.123e-05-0.00042941i,0.00041062-0.00025464i,0.00066129-5.4474e-05i,-0.00054442+6.7979e-05i,-0.0014395+6.4618e-06i,-0.00032416-0.00018125i,0.00013531-0.0010149i,-0.00010665-0.0015457i,0.00016505-0.00071843i,-0.00015933-9.0428e-05i,-0.0006763+0.00020804i,-0.0013289+0.00043811i,-0.0012701-0.00010721i,-0.00060655-0.00060588i,-0.00062829-0.00057119i,-0.0007899-0.00066323i,-0.00076466-0.0012859i,-0.0008145-0.00085169i
0.00030091+0.0017067i,0.00063254+0.0015622i,0.0006316+0.0010421i,0.00088317-0.00017816i,0.0012426-0.00072765i,0.0009964-0.00065991i,0.00055051-0.00042309i,-0.00038765+4.2643e-05i,-0.0015138+0.00014771i,-0.0012256+0.00016766i,-0.00042283+0.00050434i,-0.00016242+0.00057273i,0.00086411-7.1551e-05i,0.0017772-0.00062112i,0.0016871-0.00058529i,0.00076282-0.0002607i,7.7692e-05+0.00042003i,0.00098504-0.00010415i,0.00092537-0.00064756i,-0.00036397-0.00050796i,-0.00071283+0.00017074i,-0.00074718+0.00046579i,-0.0010454+0.00011802i
-0.0021736+0.00035872i,-0.0012994-0.0010567i,-0.00068763-0.0011334i,-0.00093113+6.8722e-05i,-0.0003824+0.00021596i,0.00035744-0.00017747i,0.00023871-0.00093015i,-0.00023716-0.001271i,-0.00073889-0.00068747i,-0.00064516+0.00038113i,9.1618e-05+0.00086551i,-3.2438e-05+0.00059058i,-0.00053272+0.00057623i,2.3351e-07+0.00097069i,0.00056915+0.00046012i,0.00018978-0.00017781i,0.00069714-0.00011499i,0.0011305-0.00035216i,0.00023879-0.00052046i,-0.00062029-1.9995e-06i,-0.00064881+0.00042558i,-0.00031942+0.00079734i,-0.0005945+0.00042099i
0.001547+0.0015105i,0.0019706-0.00068759i,0.0018788-0.0013847i,0.0015281-0.0011271i,0.00078802-0.0012337i,-8.1935e-05-0.0015897i,-0.00036356-0.0015775i,-0.00064082-0.0015306i,-0.00087289-0.0012435i,-0.00032852-0.00062039i,-0.00022182-0.00096247i,-0.000563-0.00061596i,-0.00014318+7.0294e-05i,0.00037248+0.00035861i,0.0003223+0.00059768i,-0.00025971+0.00015794i,-0.00033906+6.2466e-06i,0.00025702+0.00058053i,0.00058894+0.00020293i,0.00070705-0.00061774i,0.00013031-0.00028928i,0.00014857+0.0007131i,0.00021482+0.00032708i
-0.00012203-0.00038371i,0.0008207-0.0010644i,0.00067027-0.0015896i,-0.00017497-0.0013895i,0.00034676-0.00040484i,0.00032019-0.00040287i,0.00025727-0.00080272i,8.5691e-05-0.00036114i,-0.00057795-2.5313e-05i,-0.00040123-4.6446e-06i,-5.9411e-05-4.5295e-05i,-0.00071303-9.7363e-06i,-0.00092346+0.00028028i,-0.00077835+0.00074276i,-0.00038121+0.0010319i,-0.00041075+0.0012571i,-0.00024931+0.00072539i,0.00043529+0.00012189i,2.2897e-05-0.0003043i,5.6192e-05-0.00010966i,7.266e-05+0.00023356i,-0.00028608-0.00065817i,0.00011396-0.00054063i
-0.00060474-0.00022503i,5.9165e-05+0.00032116i,-9.4085e-05+0.00091617i,-0.00047944+0.0008146i,0.0001244+0.00017214i,8.5101e-05-0.0002133i,-0.00049769-0.00070969i,-0.0010585-0.00054138i,-0.00137+8.9616e-05i,-0.00088639+0.0002685i,-0.00026027+0.00042284i,-0.00024472+0.00010454i,-0.0005123-0.00056709i,0.00031365-0.00038975i,0.00059609+0.00013679i,-0.0001645+0.0009254i,-0.00040475+0.00049188i,0.00037195-0.00037599i,0.00063567+0.00015101i,0.00066254+0.00019392i,0.00026468-3.6394e-05i,-0.00024407+0.00064135i,0.00017072+0.00080944i
-3.8762e-05+0.00081427i,0.0010623+0.00070077i,0.0016316-0.00011113i,0.0009257-0.0014014i,0.00072839-0.0018435i,0.00053016-0.0016678i,0.00043946-0.00031254i,-0.00055183+0.00047233i,-0.0015123+0.00011765i,-0.00057153+0.00034759i,8.0638e-05+0.00049805i,-0.00037592+9.9771e-05i,-0.00039036+0.00016051i,-0.00033604-5.6776e-05i,0.00035331-0.0010075i,0.00040193-0.00081076i,0.00040086-0.00041205i,0.00076677-0.00033303i,0.00072882-0.00030119i,-3.8061e-05-1.7936e-05i,-0.00083899-4.0333e-05i,-0.00076481+0.00049734i,0.00019519+0.0010097i
0.00040866-0.0010961i,-0.00026281-0.0013296i,-0.00015021-0.0014867i,-5.5021e-05-0.0014106i,-0.00064714-0.0013551i,0.00066034-0.0013411i,0.0013723-0.0011572i,0.00016781-0.00055917i,0.00017181-0.00034266i,0.00052702-0.00023954i,3.1539e-05-0.00033746i,-0.00045055+0.00013911i,-0.00066499+0.00051764i,-0.00043096+0.00026528i,-3.5673e-05+0.00034585i,-0.00043376+0.00069009i,-0.0011133+0.00051973i,-0.0006515-0.00040464i,0.0004764-0.00075971i,0.00079551-0.00055471i,0.00064762-0.00035313i,0.00055326-0.00055536i,0.00010852-0.00032237i
0.0032674-0.0038971i,0.00012615-0.002136i,-0.0010457-0.0031523i,-0.0017298-0.003567i,-0.0032269-0.0025231i,-0.0026519-0.0023401i,-0.00089255-0.0021337i,-0.0007668-0.0025537i,-0.0010955-0.0020468i,-0.0011168-0.00055499i,-0.00070902+0.00030646i,-0.00052605+0.00088398i,-0.00080033+0.00040897i,-0.0014087+0.00056563i,-0.0012718+0.00078798i,-0.00013519+0.00059394i,0.00021794+0.00071949i,0.00051613+0.0004616i,0.00092967-0.00018812i,0.00080204-0.00080752i,0.00011975-0.0011257i,-0.00029926-0.0010387i,-8.5923e-05-0.00068234i
-0.0017402+0.00040098i,-0.0019068-0.000157i,-0.0019922+0.00011113i,-0.0016786+0.001076i,-0.0012106+0.0015836i,-0.00096979+0.00090904i,-0.0010762-0.00034384i,-0.0014526-0.00064916i,-0.0012976-0.00071684i,-0.0014788-0.00029482i,-0.0012949+0.00047917i,-0.0014772+0.00049792i,-0.0017462+0.00084918i,-0.00027171+0.0011312i,0.00045236+0.0007124i,-9.2652e-05-8.255e-05i,8.9241e-05-0.00014527i,0.00030233+0.0011266i,0.00027041+0.0013784i,0.00065147+4.4747e-05i,0.00090866-0.00041752i,0.00040125-0.00014918i,0.00019607+1.5644e-05i
-0.00071136-0.0017757i,0.00030256-0.0013316i,-0.00019149-0.00065178i,-0.0018035+0.00048426i,-0.0025038+0.0015682i,-0.0015702+0.0014559i,-0.00076459+0.00080646i,-0.00101+0.00021167i,-0.0016791+0.00022064i,-0.0015358+0.00077801i,-2.019e-05+0.0010865i,0.0012047+0.001123i,0.0009078+0.0015839i,0.00034394+0.0015789i,0.0002098+0.0007332i,-0.00028719+0.00031239i,-0.00043073+0.00059554i,-0.00014269+6.5087e-05i,-0.0004136-0.00076837i,-0.00032636-0.00044849i,-0.0001415+0.00034516i,-0.00042588+0.0002027i,-0.00025656+0.00059849i
-0.0018566+0.00033121i,-0.0010235+0.00099171i,-0.0019055+0.00090442i,-0.0016124+0.00094541i,-0.00037732+0.001115i,0.00051278+0.0011469i,0.00085424+0.00077714i,0.00044557+0.00010003i,-0.00025887-2.5661e-05i,-0.00065832+0.00060137i,-0.00064428+0.00070715i,-0.00023074+0.00032356i,0.00060253+0.00070205i,0.00048781+0.00072755i,0.00035339+0.00044794i,0.00029408+0.0003958i,0.00013768-0.00012726i,7.8187e-05-0.00036239i,0.00038265-0.00026849i,0.00061452-0.0003185i,0.00044604-0.00051479i,2.6197e-06-0.00036438i,-0.00027348-0.00013752i
-0.00010309+0.0014407i,0.00036484+0.001435i,0.00055887+0.0010847i,0.00032196+0.00056805i,0.00039826+0.00073011i,0.00088393-0.00012259i,0.0009219-0.00087225i,0.00014002-0.00082288i,-0.00016299-0.00017642i,0.00040594-3.9536e-05i,0.00066196-0.00067198i,0.00047355-0.001037i,0.00052149-0.00053907i,0.00069532-3.9601e-05i,0.00012434+0.00055449i,-0.00012315+0.0005065i,-5.9291e-05+0.00030914i,-0.0003455+0.00015177i,0.00011682+0.00016003i,0.00048835-0.000532i,0.00039541-0.00071234i,0.00036321+0.00037162i,0.00017051+0.00067442i
-0.0018961-0.00099133i,-0.0014173-0.0013625i,-0.0015861-0.001728i,-0.0012588-0.0011097i,-0.0010325-0.00058149i,-0.0012772-0.00019767i,-0.0009169-0.00049284i,-0.00099157-0.0011359i,-0.0016318-0.0015075i,-0.0016225-0.00017631i,-0.00056385+0.00036063i,0.00052127-0.00047089i,0.00039857-0.0001498i,-0.00042757+0.00011695i,-0.00081304+0.00052936i,-0.00031963+0.00086653i,0.00033765+0.00023518i,-0.000145-6.4224e-05i,-0.00050644-0.00037409i,-0.00038093-0.0011371i,-3.8227e-05-0.0011795i,0.00038003-0.00062299i,0.00011056+0.00025986i
-0.0015211-0.0013331i,-0.0014552-0.00035725i,-0.001669+0.00058334i,-0.0018249+0.00059717i,-0.00085045+0.00085797i,9.8044e-05+0.0011458i,-0.00095442+0.00057088i,-0.0014761-0.00046513i,-0.0007237+8.9516e-05i,-0.00013613+0.0010023i,0.00025338+0.00062008i,-7.8115e-05-0.00085178i,-0.00047563-0.00088319i,-0.00042605+2.4502e-05i,0.00036109-0.00024654i,0.000651+0.00012161i,-0.00016177+0.00052649i,0.00017377-0.00041213i,0.00070443-0.00079743i,0.00064915-0.0004401i,0.00075705-0.00071122i,3.9258e-05-0.00097337i,-0.00083639-0.0011723i
-0.00020451-0.0006636i,-0.00076791-0.00046529i,-0.0021094-0.0011395i,-0.0025516-0.00063259i,-0.0019466+0.0005639i,-0.0010484+0.00078406i,-0.00012065+0.00051608i,-0.00015791-4.7072e-05i,-0.00063049-0.00038618i,-0.00035423-0.00014314i,-0.00012919+0.00016574i,0.00017227+0.00073566i,0.00013196+0.0012094i,-0.00020998+0.00094083i,-0.00012583+0.00074795i,-0.00030071+0.00018068i,-0.00012642-0.00047954i,0.00061787-0.00057039i,0.00093505-0.00024109i,0.00031095-0.00020147i,-0.00020134-0.0005614i,-0.00091253-0.00070935i,-0.0015004+3.6273e-05i
-0.00020793+0.00049867i,-0.00011125+0.00089292i,3.3708e-05+0.00021278i,-0.00017278-0.00060936i,-0.00010264+0.00033718i,-0.00010017+0.0005578i,-0.00011321-0.00010708i,-0.00053558-8.5813e-05i,-0.0012503+9.647e-05i,-0.0014408+0.00010907i,-0.00097417-0.00077319i,-5.2851e-05-0.0013105i,0.00024085-0.00048201i,0.00033493+0.00081377i,0.00033503+0.00085752i,-0.00014753+0.00063873i,0.00057542+0.00038124i,0.00068774+0.00034592i,0.00011068+0.00029747i,0.00018437-0.0001585i,-0.00028096-0.00014335i,-0.00081761-0.00062315i,-0.00021026-0.00079861i
0.00073558+0.0018645i,0.002263+0.00080594i,0.0023955-5.7552e-05i,0.0015847-0.00044065i,0.0013663-0.00071957i,0.00035436-0.0015116i,-0.00044128-0.0017319i,-0.00052347-0.001248i,-0.00053941-0.0010957i,-0.00029899-0.00072856i,2.9309e-05-0.00069194i,0.00036262-0.00079001i,0.00084041-0.00038302i,0.00058506+7.6742e-05i,-0.00022476-5.4012e-05i,-0.0003409-0.00023349i,-9.7876e-05+0.00017633i,4.3308e-07+0.00030052i,-0.00017198-2.7911e-06i,4.9453e-05-0.00019296i,-0.00040013-0.00024649i,-0.00079808+0.00036117i,-0.0003619+0.00082417i
-0.0040781-0.001377i,-0.0033786+0.00011304i,-0.0031983+0.0007316i,-0.0029177+0.00071279i,-0.0018862+0.0011163i,-0.00053191+0.00033343i,0.00048426-0.0014065i,0.00020977-0.0015897i,-0.00084218-0.00047184i,-0.0012125+0.00024355i,-0.00056621+2.5667e-06i,0.00035237+0.00019545i,-3.781e-05+0.00051883i,-0.0002993+0.00042242i,0.00060263+0.00029877i,0.00050359-0.00013153i,0.00034802-0.00060454i,0.00029716-0.00040572i,0.00025009-3.3016e-05i,0.00019187-0.00027458i,-0.00051161-0.00077996i,-0.00011512-0.00097039i,-0.00018432-0.00067885i
0.0014699+0.00047288i,0.00099914+0.00066403i,-0.00087909+0.00032984i,-0.0020187+0.00062422i,-0.0013905+0.0016548i,-0.0007104+0.0014985i,-0.0011588+0.00085857i,-0.0014765+0.00017252i,-0.0013938-0.00045544i,-0.00043655-0.00030109i,0.00030447-0.00035876i,-8.6078e-05-0.00091705i,-0.00036935-0.0011329i,-0.00035106-0.00039486i,-0.00024598+0.00048943i,-0.00034481+0.00077927i,-0.0011778+0.00027328i,-0.0012266+0.00035237i,-0.00015631+0.00024966i,0.00052358-9.7193e-06i,-0.00027826-0.00043495i,-0.0011083-0.0002096i,-0.00075746+0.00021157i
-0.0021123+0.0014887i,-0.0012997+0.0018174i,-0.0011709+0.0017257i,0.00062369+0.0011545i,0.0020482+0.0013434i,0.0017647+0.0011086i,0.0018347+0.00096775i,0.0008345+0.001035i,-0.0009153+0.00046841i,-0.0014952+0.00022758i,-0.0007868+0.00031267i,0.00014518+0.00015962i,0.00016182+6.6896e-06i,-0.00088075-1.5605e-05i,-0.00020563+0.0001222i,0.00047491+0.00070704i,0.00049393+0.00073805i,0.00049058-0.00022785i,-0.00010896-0.00049082i,-0.00021562-0.00062512i,0.0001682-0.0016312i,0.00079754-0.0014083i,0.00072021-0.00052151i
0.0013367+0.0029116i,0.0027404+0.0014447i,0.0032148+0.00076754i,0.0029574+0.00022691i,0.0023214-0.00010103i,0.0013971+9.6056e-05i,0.0011663+0.00012055i,0.00090482-0.0001877i,-0.00040297+0.00037823i,-0.0011132+0.00071301i,-0.00046997+0.00024357i,0.00042312-1.494e-05i,-0.00011975+0.00020612i,-0.00083823+0.00035554i,-0.00013792+0.00023703i,0.00048297-0.00021054i,0.00028062-0.00017716i,-9.6194e-05+0.00073943i,2.8621e-05+0.0013534i,0.00051978+0.00077784i,0.0011139+0.00063466i,0.0013272+0.0008513i,0.00055319+0.00015505i
-0.00056825-0.00014676i,-0.0011647-0.00022702i,-0.0014353-0.00057894i,-0.00098056-0.00081208i,-0.00076614-0.0009774i,-4.7934e-05-0.0011727i,0.00025056-0.000582i,-6.2281e-05-0.00067269i,-0.00040567-0.00047062i,-0.00042359-0.00020323i,0.00012432-0.00034336i,9.2213e-05+0.00063375i,0.00012582+0.0012561i,0.00041952+0.0005916i,0.00044033-7.9537e-05i,-4.9323e-05-2.2916e-05i,0.00012194-0.00012839i,0.00032778+0.00083052i,-0.00041371+0.0011108i,-0.00065666-0.00015461i,0.00013705-4.407e-05i,0.00056296+0.00044497i,0.00079588+0.00012887i
0.0020259+0.00048834i,0.0023585-3.1737e-05i,0.001198-0.00018854i,-0.00025291-0.00027258i,-0.00013751-0.00089277i,4.6162e-05-0.001498i,-3.0281e-05-0.0011752i,-9.8468e-05-0.001012i,-0.00019783-0.0014118i,-0.00014552-0.0014123i,0.00035542-0.0012561i,0.00017756-0.00086176i,-0.00075287-0.00062011i,-0.0011334-0.00043453i,-0.00094921-0.00037825i,-0.00030951-0.0002351i,0.00034699-3.7364e-05i,0.00091783-0.00035372i,0.00079844-0.0003511i,0.00032743+4.856e-05i,-4.9188e-05-0.00017529i,-0.00019817-0.00012802i,0.00011999-0.00013659i
-0.0011831-0.0020201i,-0.0024499-0.0027977i,-0.0034443-0.0029718i,-0.0032789-0.0024285i,-0.0022842-0.0013092i,-0.00153-0.0001077i,-0.00065232-0.00041735i,0.00014411-0.0014057i,-0.00070709-0.0012642i,-0.0011136-0.00035842i,-0.00032991-0.00015995i,-0.00086614-0.00047167i,-0.00097643-0.00040326i,-0.00035023+5.1305e-05i,0.00010299+0.00036373i,0.00017799+0.00022518i,0.00033958+0.00026914i,0.00066506+0.00064755i,2.4149e-05+0.00037167i,-0.00073641-0.0011623i,-0.00040576-0.0016937i,-0.00013023-0.00064842i,-0.00054416-0.00054195i
0.0025433+0.003674i,0.0023584+0.0011077i,0.0023609+0.00051882i,0.002146+0.00056604i,0.0020427+0.00044531i,0.0020945+0.00031785i,0.0012145+0.00017965i,7.8242e-05+0.00037279i,-0.00081918+0.00073967i,-0.00046888+0.00079918i,0.00032874+0.00084423i,0.0001286+0.00095454i,3.7278e-05+0.00068005i,0.00017659+0.00039744i,-0.00012521+0.00033694i,-0.00016618+0.00045716i,-4.569e-05+0.0006426i,0.00031474+0.001116i,-0.00019528+0.0012555i,-9.8381e-05+0.00037211i,0.00052241+1.6113e-05i,3.1626e-05-0.00012528i,-0.00029222+3.7288e-05i
-0.00045574+0.00018592i,3.3928e-05-0.00020061i,0.00043989-0.00013945i,0.00039519-0.00052348i,0.00078238-0.00084313i,0.0015772-0.00027107i,0.0014863-0.0001591i,0.00059832-0.00041907i,2.2994e-06-0.00058895i,-0.00011864-4.8953e-05i,-0.00011173+0.00055046i,-0.00085568+0.00032905i,-0.0013327-0.00028776i,-0.00092127-0.00092869i,2.3334e-05-0.00092388i,0.00078214-9.1436e-05i,0.00062108-0.00037163i,0.00056692-0.0011686i,0.00024622-0.00068718i,-3.6935e-05-0.00012362i,0.00028702-0.00031227i,1.2186e-05-0.00044397i,0.00044944-0.0006532i
