0.00091518-0.00020627i,0.0012917-0.002479i,0.0017546-0.0046922i,0.0016693-0.0029616i,-6.9205e-05+0.00031726i,-0.0015515+0.0016698i,-0.00077396+0.001825i,0.00074223+0.00088988i,0.0012226+2.5714e-05i,0.0012961-0.00048932i,0.0013023-0.00093626i,0.00049556-0.00099277i,-0.00053626-0.0010543i,-0.001066-0.00078235i,-0.00033055-0.00042633i,0.00044042+5.2352e-05i,0.00015244-0.00058292i,0.00012803-0.00065741i,0.00039488-0.00042909i,0.00096111-0.0010382i,0.0012493-0.00069668i,0.0012007+0.00034285i,0.0011587+3.8642e-05i
0.017959+0.0010539i,0.044295+0.0035778i,0.062297+0.0040363i,0.055596+0.011834i,0.050023+0.042113i,0.067412+0.070353i,0.080747+0.076746i,0.063045+0.071773i,0.037365+0.062462i,0.028992+0.042968i,0.018267+0.012444i,-0.0032629-0.0079371i,-0.016114-0.011365i,-0.018332-0.0098619i,-0.017916-0.0046541i,-0.016124+0.0037272i,-0.017893+0.013171i,-0.02221+0.019355i,-0.020936+0.015753i,-0.012189+0.0093146i,-0.0016122+0.0072757i,0.0079558+0.0061093i,0.014085-0.0010952i
-0.016576-0.0082399i,-0.038584-0.022186i,-0.052886-0.033251i,-0.050439-0.041981i,-0.056813-0.060197i,-0.067598-0.071102i,-0.050646-0.062512i,-0.0086859-0.044897i,0.023781-0.034755i,0.01826-0.035218i,-0.0031894-0.025115i,-0.0077762-0.0072507i,-0.0051412+0.0024747i,-0.0044897+0.0083224i,0.0026732+0.010732i,0.01176+0.0077246i,0.016949+0.0079282i,0.021073+0.015423i,0.020735+0.017481i,0.015497+0.0063712i,0.010568-0.0067341i,0.0046078-0.015185i,-0.0054455-0.019541i
0.012851+0.013197i,0.027536+0.034239i,0.034528+0.03925i,0.019929+0.024247i,0.0049405+0.020685i,-0.0082468+0.012669i,-0.043006-0.0087426i,-0.0825-0.021368i,-0.094742-0.020482i,-0.067944-0.0049557i,-0.021477+0.0049277i,0.0081136-0.0019996i,0.015731-0.006604i,0.017534-0.0083623i,0.011754-0.015897i,0.0014641-0.021384i,-0.00098997-0.022863i,0.0054264-0.025994i,0.011628-0.025183i,0.010106-0.01932i,0.0017364-0.015627i,-0.008813-0.009941i,-0.01465+0.0024047i
-0.00090866-0.020163i,-0.0056841-0.04928i,-0.005047-0.064587i,0.011645-0.051804i,0.036386-0.038051i,0.055166-0.022571i,0.062762+0.0061386i,0.061135+0.037019i,0.058965+0.053335i,0.0512+0.037625i,0.025683+0.011726i,-0.0026497+0.0048909i,-0.015016+0.0038847i,-0.020977-0.0010994i,-0.027623+0.00062478i,-0.029651+0.0051698i,-0.029862+0.0052323i,-0.029668-4.2255e-05i,-0.027045-0.0056599i,-0.023026-0.0022766i,-0.018098+0.0092242i,-0.0084965+0.019391i,0.0069048+0.020364i
-0.0083668+0.021768i,-0.013679+0.050154i,-0.018315+0.062905i,-0.020216+0.050045i,-0.02017+0.043505i,-0.026132+0.036539i,-0.020118+0.0090655i,0.012094-0.029782i,0.025907-0.057464i,0.0057399-0.049642i,-0.009861-0.01824i,-0.007847+0.0027704i,-0.0057982+0.0075168i,-0.0031076+0.012737i,0.0055276+0.018394i,0.011503+0.021183i,0.011227+0.02442i,0.0064365+0.028672i,0.00089223+0.028884i,0.00087218+0.022038i,0.0067851+0.014812i,0.014998+0.0058588i,0.015898-0.0083601i
0.013075-0.01487i,0.032142-0.038366i,0.04044-0.047969i,0.028295-0.030526i,0.01094-0.021721i,0.0029547-0.023136i,-0.016378-0.019286i,-0.059229-0.0045822i,-0.073293+0.019615i,-0.045421+0.025323i,-0.016868+0.0052705i,-0.0034486-0.011938i,0.0043416-0.012131i,0.011051-0.011079i,0.012271-0.013034i,0.012474-0.011557i,0.017787-0.008367i,0.026774-0.0073067i,0.030092-0.0091748i,0.023067-0.014435i,0.013745-0.023188i,0.0017378-0.029868i,-0.014381-0.025095i
-0.024266+0.014177i,-0.04718+0.026532i,-0.0546+0.029113i,-0.032551+0.0076546i,-0.0093332-0.016272i,-0.0030511-0.029422i,0.0098562-0.024226i,0.036329-0.0074941i,0.048235+0.0028147i,0.038043+0.0010822i,0.01912-0.0013666i,0.0056761+0.0020631i,0.0007249+0.0021201i,-0.0055908+0.0022055i,-0.014262+0.0068282i,-0.016397+0.0078511i,-0.014463-0.0022264i,-0.016297-0.017524i,-0.018908-0.022378i,-0.018408-0.014494i,-0.02007-0.0049063i,-0.022785+0.0068269i,-0.018917+0.019444i
0.023547-0.0010068i,0.053703-0.001845i,0.068943-0.0046101i,0.052271-0.0034416i,0.031373+0.0099664i,0.03573+0.033898i,0.036956+0.034411i,0.017182+0.0069641i,0.00048834-0.0235i,-0.0061419-0.026908i,-0.001357-0.0063381i,0.0041644+0.0042059i,-0.0022057+0.0041026i,-0.003679+0.0055049i,0.0059546+0.0062341i,0.010179+0.0053659i,0.00086416+0.0094669i,-0.012248+0.019265i,-0.015227+0.027223i,-0.0075584+0.029061i,0.0034998+0.03037i,0.015405+0.029868i,0.026097+0.023089i
-0.02302-0.015457i,-0.053305-0.026839i,-0.067467-0.029409i,-0.041403-0.015797i,-0.0059929-0.0023073i,-0.00072578-0.012666i,-0.012449-0.014039i,-0.013452+0.007541i,-0.0083973+0.026845i,-0.0038408+0.022898i,-0.0047254+0.003184i,-0.0065542-0.0069047i,-0.0035415-0.0061488i,-0.0012645-0.0067552i,0.00066564-0.012826i,0.0049835-0.015336i,0.013323-0.0074406i,0.024355+0.0029795i,0.02929+0.0054559i,0.025405-0.00088897i,0.021458-0.011758i,0.01853-0.02325i,0.013218-0.031212i
0.0084736+0.019227i,0.030918+0.047359i,0.044649+0.055476i,0.025908+0.02781i,-0.01616+0.00092885i,-0.053247-0.0045735i,-0.067153-0.014567i,-0.053564-0.024669i,-0.027807-0.017839i,-0.010104-0.0040639i,-0.0041418+0.0025259i,-0.0022896+0.00084151i,0.0010947-0.0046852i,0.0033165-0.0066891i,-0.00044572-0.0023088i,-0.004679-0.0014346i,-0.0032251-0.010935i,-0.00076061-0.023416i,-0.0010067-0.028554i,-0.0052422-0.025407i,-0.014391-0.021231i,-0.025447-0.016765i,-0.033952-0.0095829i
0.000289-0.024304i,-0.008145-0.060613i,-0.02203-0.078342i,-0.020954-0.050192i,0.014595-0.01266i,0.057845-0.0070201i,0.069732-0.010565i,0.043702-0.010405i,0.011428-0.012239i,-0.00020107-0.011964i,0.00073757-0.0082744i,0.0021151-0.0034424i,-0.001469+0.00089796i,-0.0049893+0.0022444i,-0.0040096+0.0014623i,-0.0055306+0.0012678i,-0.013945+0.0039304i,-0.021815+0.0087549i,-0.020422+0.011073i,-0.011854+0.01238i,-0.0071019+0.017204i,-0.0042241+0.025161i,0.0012722+0.031641i
-0.0067428+0.027556i,-0.014319+0.059473i,-0.004174+0.074944i,0.020541+0.040672i,0.026819-0.016455i,0.018364-0.036871i,0.028466-0.031365i,0.046689-0.027426i,0.040658-0.024043i,0.016181-0.018884i,-0.0017309-0.011399i,-0.0068057-0.0046856i,-0.0087419+0.0022472i,-0.0097831+0.0076197i,-0.009319+0.0069373i,-0.0076636+0.0068838i,0.00069643+0.012721i,0.012046+0.01834i,0.017018+0.016033i,0.014804+0.0072568i,0.014644+0.00063553i,0.022491-0.0041354i,0.030766-0.0087304i
0.022939-0.017799i,0.04728-0.048925i,0.046878-0.074086i,0.0076642-0.052642i,-0.027132+0.0094324i,-0.045482+0.055495i,-0.069448+0.069772i,-0.074814+0.068913i,-0.042968+0.05168i,-0.009061+0.02915i,0.0027222+0.015582i,0.0014543+0.0075133i,0.0021018+0.0005214i,0.0046716-0.0026136i,0.0038413+0.00037882i,0.0034947+0.0013968i,0.0062932-0.0057199i,0.0067607-0.014334i,0.0018282-0.016239i,-0.0036807-0.013136i,-0.0064697-0.013403i,-0.0096277-0.018099i,-0.012444-0.024587i
-0.027219+0.0081728i,-0.063582+0.022491i,-0.072196+0.043198i,-0.030472+0.045552i,0.0048798+0.015047i,0.011986-0.0023136i,0.01677-0.00077272i,0.01033-0.0054802i,-0.0045133+0.0012476i,-0.0065351+0.0066759i,-0.0022213-0.001442i,0.00020601-0.00403i,0.00026509-0.0045305i,-0.0016331-0.0067477i,-0.00090006-0.0057729i,-0.00045604-0.004454i,-0.0053459-0.0040175i,-0.010836-0.0039035i,-0.011184-0.0022157i,-0.0089583+0.0019235i,-0.0088363+0.0074889i,-0.013086+0.013451i,-0.020531+0.0167i
0.026534+0.0051468i,0.068145+0.0061178i,0.087873-0.013804i,0.051984-0.043019i,0.0092795-0.04879i,0.00090943-0.07317i,-0.0035661-0.11423i,-0.011755-0.10803i,-0.012604-0.076014i,-0.015697-0.042245i,-0.013253-0.012816i,-0.0049023-0.0029865i,-0.0027411+0.00071936i,-0.0021057+0.0067839i,-0.00096707+0.0082242i,-0.00063994+0.0089355i,0.00072494+0.010632i,0.0013294+0.010679i,0.0026966+0.0089709i,0.0066219+0.0051474i,0.0098068+0.0024197i,0.014224+0.0043858i,0.017631+0.01207i
-0.021633-0.025184i,-0.061945-0.045361i,-0.090521-0.039883i,-0.068246-0.00013221i,-0.022478+0.024993i,0.0050016+0.045552i,0.02422+0.074604i,0.039128+0.067542i,0.037334+0.036843i,0.02978+0.012381i,0.018146-0.0013645i,0.0050319-0.0027226i,0.0013461-0.00094375i,0.0019149-0.00086116i,0.0027677+0.0016354i,0.0069141+0.0044245i,0.010917+0.0049739i,0.011086+0.006557i,0.0086784+0.0064396i,0.0038237+0.0020002i,-0.00038034-0.005738i,-0.0010621-0.01382i,0.0053494-0.018434i
0.011993+0.025009i,0.037943+0.061509i,0.065372+0.066594i,0.066175+0.02744i,0.04918+0.011196i,0.04093+0.02202i,0.03464+0.020292i,0.02219+0.021192i,0.01123+0.023372i,0.0019262+0.015429i,-0.0040781+0.0091236i,-0.0018784+0.0051366i,-0.00039864-0.0011936i,-0.0019599-0.0041062i,-0.00013014-0.0065574i,0.0012576-0.01194i,0.0012914-0.016376i,0.003423-0.016365i,0.005649-0.010946i,0.0053807-0.0042482i,0.00115+0.00080218i,-0.0060247+0.0044039i,-0.013631-0.00018074i
0.00096947-0.035128i,-0.0065836-0.079783i,-0.03023-0.098846i,-0.051236-0.060763i,-0.051508-0.029669i,-0.059453-0.032639i,-0.086316-0.031991i,-0.091487-0.021325i,-0.062998-0.009504i,-0.031411-0.00013693i,-0.013295+0.0026636i,-0.0072825-0.00072657i,-0.0054878-0.00046525i,-0.0025791-0.00089157i,-0.0043433-0.0059163i,-0.01086-0.0068757i,-0.016952-0.0030492i,-0.019787+0.000753i,-0.015189+0.00010699i,-0.0057903-0.0016096i,0.0022957-0.00027885i,0.0072982+0.0019086i,0.0036685+0.0070363i
-0.012328+0.02477i,-0.028321+0.066828i,-0.019981+0.094509i,0.012056+0.067768i,0.020519+0.021334i,0.0093227+0.0015372i,0.031107-0.0055781i,0.054423-0.025034i,0.036175-0.038429i,0.012383-0.033745i,0.0028194-0.024692i,-0.0029424-0.011174i,-0.0028174-0.00056246i,-0.0019438+0.0045914i,-0.0012079+0.0098249i,0.0043192+0.014663i,0.010972+0.018859i,0.013201+0.0212i,0.0092238+0.017372i,0.0023057+0.0085691i,-0.0030479-0.0015896i,-0.004374-0.0084182i,0.00057537-0.0053591i
0.028302-0.013624i,0.064573-0.048003i,0.075197-0.084649i,0.035553-0.083155i,0.0067466-0.041403i,0.036222-0.010327i,0.048178-0.020666i,0.013907-0.020784i,0.0016738+0.0012173i,0.007693+0.010749i,0.0060915+0.011232i,0.0051633+0.006796i,0.0039207+0.00081221i,0.0038501+0.00037981i,0.0069641-0.00042408i,0.0081162-0.0060952i,0.0098908-0.013534i,0.013079-0.019282i,0.012254-0.019264i,0.0058927-0.012967i,-0.0025007-0.0033789i,-0.006309+0.0056166i,-0.0016277+0.0044165i
-0.029672+0.0046862i,-0.075271+0.014116i,-0.10076+0.036387i,-0.059448+0.054172i,-7.0919e-05+0.037544i,-0.010411+0.0089303i,-0.047177+0.035248i,-0.032962+0.06832i,-0.0077893+0.048904i,-8.125e-05+0.022987i,0.0057569+0.011303i,0.004329+0.0028058i,-0.0023905-0.0017205i,-0.0081693-0.0051453i,-0.016671-0.0060089i,-0.024777-0.0022245i,-0.029238+0.00055469i,-0.029299-0.0018733i,-0.022705-0.0040294i,-0.010917-0.0018103i,0.0018463+0.001394i,0.01078+0.00011523i,0.0076251-0.0040342i
0.031624+0.016425i,0.079352+0.028484i,0.12102+0.01435i,0.091305-0.034083i,0.0067013-0.050078i,-0.031624-0.012131i,-0.0020088-0.011124i,0.012872-0.047038i,-0.0043035-0.050274i,-0.017152-0.034735i,-0.021787-0.022997i,-0.019121-0.0092645i,-0.010983+0.0013117i,-0.0066787+0.0085843i,-0.0019188+0.015048i,0.0074227+0.017081i,0.013327+0.019672i,0.011799+0.024327i,0.0077105+0.024456i,0.0053202+0.016459i,0.0031+0.0027285i,-0.0030082-0.008408i,-0.0097095-0.0074691i
-0.021924-0.023095i,-0.054575-0.058049i,-0.097378-0.070429i,-0.098441-0.016731i,-0.024202+0.037435i,0.038248+0.0057439i,0.013628-0.040026i,-0.026042-0.026733i,-0.019156+0.0047692i,0.0021865+0.013687i,0.0084444+0.0079271i,0.0077593+0.0012251i,0.0094356-0.0017506i,0.014887-0.0043231i,0.017996-0.010215i,0.016598-0.015184i,0.016354-0.016951i,0.017364-0.015814i,0.014182-0.011615i,0.0052778-0.0068198i,-0.0048071-0.00093593i,-0.0092909+0.0065018i,-0.0043838+0.011681i
0.0017967+0.032638i,0.015133+0.082226i,0.052438+0.11945i,0.09537+0.071685i,0.077584-0.024089i,0.018108-0.038235i,0.0084932+0.021832i,0.032199+0.046992i,0.033981+0.025254i,0.022146+0.006573i,0.017812+6.1379e-05i,0.012371-0.0043993i,0.0022148-0.0086753i,-0.0080933-0.010786i,-0.015388-0.0063958i,-0.01806+0.00062396i,-0.019751+0.00030919i,-0.02094-0.0059401i,-0.017535-0.0089582i,-0.0092295-0.004151i,0.00060389+0.003381i,0.0096212+0.0049784i,0.014016-0.0015054i
0.015238-0.02774i,0.030403-0.078199i,0.019086-0.13613i,-0.046437-0.12545i,-0.092426-0.028483i,-0.057927+0.041651i,-0.010735+0.012767i,-0.0060382-0.037041i,-0.021844-0.039432i,-0.029267-0.019787i,-0.028387-0.0063241i,-0.023422+0.0016087i,-0.017463+0.0095159i,-0.011813+0.016947i,-0.0032991+0.017193i,0.0036727+0.01247i,0.0037228+0.012627i,0.0010566+0.017043i,0.0016091+0.016291i,0.006364+0.0074749i,0.0075464-0.004378i,0.0012649-0.011898i,-0.0078417-0.01241i
-0.022039+0.01372i,-0.06554+0.047696i,-0.087643+0.10451i,-0.026887+0.13792i,0.064007+0.09197i,0.074241+0.0041576i,0.012431-0.031158i,-0.022393-0.006163i,-0.0056737+0.01264i,0.010572+0.0080344i,0.0078889+0.0054801i,0.0047552+0.0064094i,0.008696+0.00098702i,0.012089-0.0075318i,0.008711-0.013158i,0.0049121-0.013555i,0.010131-0.01023i,0.018913-0.0045336i,0.019243-0.00076692i,0.0093379-0.0017961i,-0.0027216-0.00099799i,-0.0094862+0.0067505i,-0.0085432+0.015162i
0.030317-0.0021408i,0.085265-0.010298i,0.13768-0.053002i,0.11071-0.12553i,0.011672-0.15311i,-0.056474-0.090123i,-0.035515-0.0028556i,0.013041+0.025684i,0.021955+0.010069i,0.015506-0.0037613i,0.017416-0.012708i,0.013922-0.018465i,0.00060839-0.018947i,-0.01015-0.015173i,-0.012174-0.0070251i,-0.010414-0.0019041i,-0.010648-0.0061324i,-0.011611-0.013436i,-0.0096531-0.013719i,-0.0062941-0.0072872i,0.00036268+0.0005904i,0.0091776+0.0034659i,0.013913+0.0014243i
-0.023341-0.013772i,-0.075427-0.03695i,-0.14457-0.034263i,-0.17135+0.036765i,-0.11175+0.12383i,-0.010592+0.12796i,0.035846+0.049219i,0.007497-0.015089i,-0.024243-0.016891i,-0.028684+0.0028839i,-0.02488+0.010954i,-0.019691+0.012979i,-0.0098436+0.017701i,0.00022054+0.020524i,0.003355+0.015527i,-0.00064993+0.0096983i,-0.0077115+0.0099329i,-0.013127+0.012476i,-0.012335+0.0099434i,-0.0061047+0.0033523i,-0.0017256-0.0048024i,-0.0038302-0.012257i,-0.0070589-0.015348i
0.012836+0.023143i,0.045754+0.069249i,0.1089+0.1071i,0.17713+0.070083i,0.18781-0.030535i,0.10988-0.099632i,0.012395-0.085236i,-0.020517-0.038126i,-0.0020501-0.016105i,0.0085195-0.013202i,0.0045925-0.0016905i,0.0059951+0.0086259i,0.010539+0.0048171i,0.008664-0.0018776i,0.0037569-0.0024297i,0.0043573+0.0010546i,0.010901+0.0042724i,0.017515+0.0052672i,0.016447+0.0053529i,0.0087629+0.0041241i,0.00027997+0.0042826i,-0.0047464+0.0083676i,-0.0061099+0.01119i
-0.001171-0.026063i,-0.0030392-0.084047i,-0.030856-0.15392i,-0.10117-0.17419i,-0.16963-0.11372i,-0.15694-0.018368i,-0.071441+0.039297i,-0.0032351+0.04338i,0.011024+0.020742i,0.0063744-0.0025932i,0.0047385-0.021463i,-0.0014991-0.03002i,-0.011201-0.023673i,-0.014044-0.012668i,-0.0080854-0.0051575i,-0.0012847-0.003792i,0.00092593-0.0094301i,0.00029277-0.015011i,-0.00049333-0.013602i,0.00068723-0.0080415i,0.0057781-0.0031442i,0.012895-0.0013627i,0.015535-0.00059928i
-0.01445+0.024135i,-0.041421+0.073467i,-0.060509+0.14586i,-0.022849+0.20543i,0.062351+0.20864i,0.12018+0.13867i,0.10477+0.044901i,0.04875-0.0024829i,0.0084993+0.0066411i,-0.00096391+0.023149i,-0.0031436+0.022065i,-0.0068097+0.017004i,-0.0039876+0.014952i,-0.00056262+0.010627i,-0.0024488+0.0042383i,-0.0073186+0.0035128i,-0.013125+0.0080291i,-0.015878+0.010601i,-0.012648+0.008554i,-0.0069984+0.0043984i,-0.0053449-0.0013974i,-0.0089574-0.0067123i,-0.010976-0.0086007i
0.018277-0.012826i,0.068137-0.037475i,0.13098-0.082693i,0.15361-0.14723i,0.10486-0.19874i,0.011465-0.19i,-0.06368-0.12302i,-0.072916-0.058849i,-0.040149-0.035295i,-0.014142-0.023775i,0.0021158-0.0042529i,0.015863+0.0038752i,0.018325-0.001939i,0.012541-0.0041808i,0.0074789-0.00043247i,0.0067081+0.0035835i,0.01037+0.006808i,0.012576+0.0097206i,0.01065+0.010294i,0.0069665+0.0080864i,0.0020819+0.008644i,-0.0023095+0.012348i,-0.0049566+0.011774i
-0.021011+0.0020907i,-0.073253-0.0031199i,-0.14711-0.0093597i,-0.20764+0.013819i,-0.21548+0.071558i,-0.14912+0.11683i,-0.046631+0.10977i,0.014465+0.06269i,0.014902+0.023393i,-0.0035853+0.003088i,-0.013529-0.011271i,-0.018294-0.015666i,-0.017996-0.0099705i,-0.010912-0.0041456i,-0.0022775-0.0050217i,0.0019337-0.011089i,0.0027806-0.015782i,0.0048271-0.016808i,0.0059433-0.014085i,0.0054692-0.0097784i,0.0082661-0.0076137i,0.012364-0.0076089i,0.0122-0.006438i
0.020281+0.011517i,0.058575+0.041956i,0.11421+0.090262i,0.17517+0.11586i,0.22219+0.088118i,0.21611+0.019203i,0.15234-0.043296i,0.082218-0.047253i,0.04794-0.016328i,0.035937+0.00080556i,0.01836+0.0059734i,0.0038756+0.011164i,0.00086381+0.01228i,-0.0020612+0.0088628i,-0.0080546+0.0052552i,-0.011727+0.0040721i,-0.013688+0.0035687i,-0.01513+0.0021455i,-0.013431+0.0010227i,-0.010072-0.0008523i,-0.008945-0.003826i,-0.00935-0.0059311i,-0.0077656-0.0050339i
-0.013049-0.01804i,-0.02533-0.060873i,-0.036342-0.13321i,-0.054952-0.19955i,-0.09299-0.21284i,-0.12942-0.15617i,-0.13712-0.064875i,-0.11015-0.0086758i,-0.068063-0.0048067i,-0.032102-0.010799i,-0.0034262-0.0086912i,0.010341-0.0090141i,0.0075625-0.0097409i,0.003185-0.0044201i,0.0030654+0.0025684i,0.0046782+0.0078371i,0.0062126+0.012778i,0.0070424+0.015437i,0.0063718+0.013205i,0.0047718+0.0093845i,0.0031404+0.0095659i,0.0019693+0.011511i,0.0010623+0.0098522i
7.6083e-05+0.019409i,-0.013377+0.05834i,-0.049526+0.11961i,-0.082037+0.1816i,-0.076798+0.2161i,-0.035193+0.20229i,0.01531+0.14181i,0.035019+0.075194i,0.017546+0.041025i,-0.0029829+0.027329i,-0.012232+0.01239i,-0.015439+0.0027787i,-0.013274+0.00067112i,-0.0066239-0.0034677i,-0.0014982-0.0088476i,0.0006828-0.010543i,0.0048741-0.010658i,0.0098305-0.010699i,0.00962-0.0094471i,0.005783-0.0076992i,0.0044989-0.006895i,0.0040376-0.0066847i,0.001936-0.0049116i
0.0074802-0.012781i,0.038915-0.034445i,0.10521-0.058616i,0.17588-0.081224i,0.20178-0.10542i,0.16854-0.13061i,0.097887-0.14017i,0.041989-0.11337i,0.027353-0.070001i,0.024969-0.036622i,0.014412-0.013104i,0.0076626+0.00098854i,0.0060487+0.0038313i,0.00079767+0.003242i,-0.0057789+0.0044179i,-0.0099044+0.0043666i,-0.012644+0.00023459i,-0.014125-0.0044656i,-0.013625-0.0053421i,-0.011057-0.0033129i,-0.0088791-0.0024244i,-0.0076781-0.0014816i,-0.0045281+0.00060636i
-0.013505+0.0072357i,-0.046606+0.0045948i,-0.10632-0.018335i,-0.16786-0.054238i,-0.19641-0.06874i,-0.18152-0.037879i,-0.13137+0.014465i,-0.079102+0.035596i,-0.051422+0.018238i,-0.034859-0.00038766i,-0.014784-0.0069362i,-0.0026278-0.0096418i,-0.00074942-0.0078246i,0.002283-0.001748i,0.0063668+0.0035502i,0.0072967+0.0071242i,0.0045757+0.011481i,0.0010206+0.015477i,0.00065025+0.015037i,0.001951+0.010949i,0.0044987+0.0082026i,0.0069552+0.004525i,0.0064907-0.00046378i
0.015132+0.0010783i,0.038252+0.019104i,0.068498+0.068728i,0.088272+0.1355i,0.093906+0.17626i,0.098057+0.15992i,0.095615+0.10289i,0.079582+0.058461i,0.058346+0.041939i,0.035198+0.030561i,0.011362+0.016805i,-0.0024161+0.010212i,-0.004937+0.0074788i,-0.0050412+0.0022647i,-0.0046208-0.0025006i,-0.000193-0.0043922i,0.0073963-0.004307i,0.014001-0.0044492i,0.014399-0.0051554i,0.010223-0.0057436i,0.0050925-0.0075923i,-0.0011851-0.0087131i,-0.0064172-0.0055316i
-0.0072939-0.011034i,-0.013124-0.037247i,-0.0040272-0.093191i,0.028108-0.153i,0.055201-0.18168i,0.038181-0.16886i,-0.0090232-0.13092i,-0.035892-0.09145i,-0.026992-0.058821i,-0.0084097-0.034972i,0.00034022-0.017687i,0.0021159-0.006823i,0.0013444-0.0027124i,-0.0002244-2.4815e-05i,-0.0012221+0.0027144i,-0.0035988+0.0027249i,-0.0068865-0.0021455i,-0.009076-0.0083952i,-0.0096048-0.0087842i,-0.0092919-0.0048825i,-0.0091215-0.00019816i,-0.0072248+0.0059487i,-0.0024371+0.0094029i
0.00074196+0.0079361i,-0.0098143+0.027955i,-0.049935+0.05687i,-0.11465+0.077276i,-0.15631+0.079174i,-0.13765+0.071072i,-0.085866+0.062704i,-0.052533+0.050642i,-0.046525+0.032771i,-0.038096+0.018683i,-0.019777+0.0087818i,-0.0085015+0.00018077i,-0.0056061-0.0030275i,-0.0017402-0.003817i,0.0020488-0.0045908i,0.001344-0.0016029i,-0.0033217+0.005788i,-0.0062724+0.012578i,-0.003129+0.013131i,0.0027047+0.0098127i,0.0081367+0.0063944i,0.010955+0.0011471i,0.0099637-0.0041717i
0.0025435-0.007389i,0.020744-0.0141i,0.066688-0.0082887i,0.12764+0.019703i,0.15979+0.047641i,0.14369+0.044266i,0.11293+0.013843i,0.090165-0.013302i,0.07009-0.019461i,0.044869-0.011976i,0.020657-0.0024666i,0.0091091+0.003779i,0.0056629+0.0046644i,0.0017169+0.0034342i,-0.0022446+0.0023831i,-0.0019771+0.00054608i,0.0047142-0.00037795i,0.011717+0.0002233i,0.011746-0.0016848i,0.0073416-0.005981i,0.0024773-0.0089454i,-0.0045361-0.0095575i,-0.010083-0.0074206i
-0.0034624+0.001459i,-0.017831-0.0053128i,-0.043987-0.041751i,-0.068376-0.10374i,-0.0721-0.13901i,-0.05852-0.11523i,-0.05186-0.066665i,-0.046755-0.033038i,-0.029092-0.021315i,-0.011864-0.019974i,-0.0054531-0.015458i,-0.0028729-0.0089532i,-0.00042815-0.0055946i,0.0011855-0.0030037i,0.0032633+0.00024543i,0.0038363-0.00014013i,0.0011268-0.0064488i,-0.003092-0.012087i,-0.0057973-0.010288i,-0.006439-0.0042532i,-0.0070002+0.0026683i,-0.0053645+0.0091063i,-0.0019827+0.012466i
0.0030687-0.0014476i,0.0063864+0.010363i,-0.00028869+0.052364i,-0.02016+0.11327i,-0.037076+0.13669i,-0.036032+0.10323i,-0.022361+0.066195i,-0.012711+0.059355i,-0.012768+0.057692i,-0.010029+0.041623i,-0.0046438+0.020605i,-0.0052009+0.0091023i,-0.0062907+0.0061517i,-0.0053351+0.0027602i,-0.0044272-0.0013558i,-0.0053157-0.00053531i,-0.0072452+0.0055079i,-0.0078289+0.010783i,-0.0045648+0.010166i,0.00049753+0.0057121i,0.0062245+0.0017652i,0.011658-0.0032867i,0.013252-0.0071587i
-0.0031929-0.0004946i,0.0043051-0.0081034i,0.038602-0.034074i,0.091672-0.067803i,0.11375-0.071912i,0.089152-0.047117i,0.054016-0.039198i,0.030272-0.051494i,0.014666-0.049291i,0.0085266-0.027838i,0.0076234-0.010087i,0.0064862-0.0038181i,0.0053632-0.0011362i,0.003693+0.0023554i,0.0013536+0.0055716i,0.0015427+0.0065152i,0.0064767+0.0067548i,0.012268+0.0054136i,0.012398+0.0019413i,0.0079586-0.0011878i,0.0013364-0.0040082i,-0.0055291-0.0065216i,-0.0087093-0.0073543i
0.0041269-0.0013415i,-0.0074576-0.0046421i,-0.050922-0.011835i,-0.10914-0.018456i,-0.11757-0.021957i,-0.073826-0.017695i,-0.039179-0.0054492i,-0.028753+0.0015785i,-0.021256-0.0055623i,-0.015901-0.013792i,-0.013444-0.010992i,-0.0089456-0.0071578i,-0.0053739-0.0077597i,-0.0016387-0.0075745i,0.0027834-0.006937i,0.0036294-0.0083966i,0.0013349-0.012478i,-0.0021064-0.014475i,-0.0041092-0.0095178i,-0.0041589-0.0022108i,-0.0044089+0.0035455i,-0.0036945+0.0090975i,-0.0028234+0.012117i
-0.00078656+0.0011046i,0.0046837+0.011075i,0.033556+0.042904i,0.073016+0.080635i,0.073439+0.082729i,0.038016+0.049542i,0.019685+0.025136i,0.025986+0.023533i,0.028283+0.025907i,0.019652+0.020418i,0.0088554+0.01082i,0.0019236+0.0077392i,-0.00018656+0.0080277i,-0.0028581+0.0038514i,-0.0075242+0.00019847i,-0.010427+0.00047088i,-0.012281+0.0040921i,-0.011914+0.0078224i,-0.0084148+0.0077235i,-0.0048708+0.0040284i,0.00010198-0.00010495i,0.0057588-0.0026364i,0.007517-0.0034683i
0.0099832-0.00081575i,0.015149-0.018341i,0.015285-0.067418i,0.004192-0.12107i,-0.004067-0.11738i,-0.0084825-0.062518i,-0.014683-0.030313i,-0.019555-0.029785i,-0.017318-0.023758i,-0.0054006-0.013129i,0.0041314-0.0066894i,0.0067692-0.0033384i,0.0066961-0.00052928i,0.0061504+0.0034854i,0.006456+0.0073675i,0.0082003+0.0088639i,0.011215+0.0078824i,0.012268+0.0060211i,0.0097646+0.0027636i,0.0068445-0.00024731i,0.0024748-0.002082i,-0.0034279-0.0053429i,-0.0054677-0.0081825i
