-0.00074492+0.00035023i,-0.00073863-0.00092391i,-0.00017644-0.0016574i,0.00042484-0.0021708i,-7.514e-05-0.0031806i,-0.0012026-0.0022661i,-0.001965-0.00043295i,-0.0016023+0.001082i,-0.0001503+0.0011505i,0.00096042+6.0039e-05i,0.00077247+0.0002281i,-0.00022449-1.6981e-05i,-0.00013032-5.0277e-05i,0.00024297+0.00014718i,0.00010845-0.00026551i,-0.00014908-0.00062187i,-0.00010186-0.00098187i,-0.00030302-0.00044201i,-0.00087774+8.267e-05i,-0.0012099-0.00035133i,-0.0007898-0.00060711i,2.7486e-05-0.00038081i,0.00047936-6.8136e-05i
-0.0029285-0.0058187i,-0.01161+0.0054129i,-0.019674+0.0559i,0.014643+0.1418i,0.093626+0.18748i,0.14365+0.14771i,0.13031+0.068786i,0.09158+0.020017i,0.058644+0.0071687i,0.03119-0.0030114i,0.0087852-0.0089129i,-0.0011172-0.0007656i,-0.0013712+0.0069781i,-0.0032376+0.0071509i,-0.0071762+0.0038144i,-0.0074198-0.0018077i,-0.0051649-0.0055474i,-0.0027095-0.0029748i,0.00084837+0.0024774i,0.0026473+0.0035035i,0.0018049-0.0022514i,0.00042789-0.0096075i,0.00092552-0.012224i
0.0012725+0.0034579i,0.015653+0.0018657i,0.053128-0.031658i,0.084294-0.10491i,0.081628-0.15009i,0.074341-0.11892i,0.055284-0.071447i,0.0048798-0.061993i,-0.031955-0.057361i,-0.030845-0.036953i,-0.017959-0.023483i,-0.010199-0.0174i,-0.0049396-0.0092884i,0.00056688-0.0017214i,0.0041462+0.0033034i,0.004038+0.0042466i,0.001517+0.0018597i,0.00058922+0.00032457i,-0.00015883-0.00062665i,-0.0035838-0.0013267i,-0.0091616+0.0014341i,-0.012891+0.0037448i,-0.011487+0.0026201i
-0.000537-0.004351i,-0.015476-0.016563i,-0.074569-0.024175i,-0.16537+0.00073073i,-0.22646+0.04027i,-0.22545+0.053964i,-0.16547+0.055733i,-0.079945+0.064813i,-0.020815+0.061065i,0.0049239+0.046903i,0.016777+0.033761i,0.016102+0.019665i,0.0087246+0.0088601i,0.006251-0.00039011i,0.0084516-0.0080384i,0.010435-0.0073094i,0.011627-0.0022347i,0.0094482+0.00020909i,0.0040698-0.00011517i,0.0021651+0.00092115i,0.0057733+0.0040384i,0.01037+0.0080936i,0.010211+0.010851i
-0.0024651+0.0057513i,0.0022563+0.028436i,0.046165+0.066651i,0.12935+0.087957i,0.18419+0.068865i,0.15741+0.022552i,0.094302-0.011449i,0.061298-0.019939i,0.045332-0.020648i,0.020861-0.01957i,0.0031073-0.0085575i,0.0013714+0.0040613i,0.0041498+0.0050603i,0.00082989+0.0015119i,-0.0060187+0.0004535i,-0.0095895-0.0022839i,-0.0081967-0.0048096i,-0.0040175-0.004149i,0.0010771-0.0014939i,0.0047615-0.00031543i,0.0049778-0.005508i,0.0032069-0.011287i,0.0019446-0.011714i
0.0071194-6.3624e-05i,0.020283-0.024758i,0.017521-0.08028i,-0.01129-0.13911i,-0.021138-0.14861i,0.012299-0.097421i,0.029335-0.047381i,-0.010866-0.029376i,-0.045775-0.011126i,-0.03724+0.0017172i,-0.021023-0.0050907i,-0.014496-0.012509i,-0.0094167-0.010577i,-0.0037182-0.0046923i,0.000331-0.00033582i,-0.0015206-0.00085287i,-0.0074559-0.0028463i,-0.0084392-0.0029209i,-0.0056853-0.0022351i,-0.004866-0.0012211i,-0.0074001+0.0010204i,-0.010171+0.0020296i,-0.01021-0.00013046i
-0.0074922-0.0016016i,-0.035786+0.0098494i,-0.079131+0.052641i,-0.11501+0.11923i,-0.13127+0.1591i,-0.12057+0.13694i,-0.077676+0.094304i,-0.018436+0.066872i,0.021268+0.041371i,0.031644+0.018875i,0.027379+0.0049725i,0.015581-0.0020739i,0.0056423-0.0032622i,0.0012226-0.0055205i,-0.0024205-0.0082522i,-0.0035225-0.0045151i,-0.0017994+0.0026779i,-0.00074731+0.0055265i,-0.0014617+0.0032812i,-0.001965+0.00188i,0.0017931+0.0047878i,0.0073154+0.0091647i,0.0083877+0.010651i
0.0079535+0.0083658i,0.039571+0.013709i,0.099494+0.0022918i,0.15345-0.040396i,0.14783-0.083698i,0.081766-0.081214i,0.026078-0.058644i,0.013221-0.051091i,0.009638-0.048271i,-0.0033894-0.03498i,-0.0088499-0.011431i,-0.0020969+0.0032695i,-0.00019762+0.0026931i,-0.0059864+0.0033242i,-0.0077428+0.0089597i,-0.0036261+0.010826i,0.0011822+0.008586i,0.0016744+0.0042188i,0.00035542+0.001491i,0.0011581-0.00051476i,0.0014601-0.0048174i,0.0017829-0.0077039i,0.0028326-0.0066182i
-0.0049472-0.011259i,-0.026318-0.035899i,-0.072112-0.072304i,-0.11859-0.087911i,-0.10372-0.069657i,-0.024097-0.050373i,0.01708-0.032296i,-0.0071167-0.0025599i,-0.02502+0.022196i,-0.017137+0.025059i,-0.012452+0.013298i,-0.014597+0.0057395i,-0.012094+0.0056273i,-0.0030286+0.0061288i,0.0039821+0.0034633i,0.0020397-0.00079086i,-0.0035168-0.002857i,-0.0037783-0.0026267i,-0.00084531-0.0014906i,-0.00012926-0.00011203i,-0.0019395+0.00083534i,-0.0058292-0.0006338i,-0.0095861-0.0027358i
-0.0045766+0.01263i,-0.0039922+0.047058i,0.0068332+0.11108i,0.029837+0.17327i,0.037403+0.18376i,0.017156+0.14366i,0.0097472+0.089837i,0.02258+0.044263i,0.02831+0.014118i,0.023934-0.0015411i,0.01595-0.0072981i,0.0076299-0.0067139i,0.0047257-0.0044175i,0.0027602-0.006055i,-0.0011441-0.0062178i,-0.0028207-0.0003599i,-0.0014733+0.0063408i,-0.00025795+0.010028i,-0.00026866+0.0092186i,-1.9365e-05+0.006888i,0.0028454+0.0057411i,0.0064869+0.0060953i,0.0069418+0.0064929i
0.011097-0.0089582i,0.029324-0.038156i,0.054204-0.09902i,0.050932-0.16094i,0.0064843-0.16132i,-0.041471-0.10059i,-0.059602-0.04964i,-0.049071-0.040152i,-0.042239-0.036645i,-0.038441-0.016933i,-0.019908+0.0020665i,-0.0021009+0.0082109i,0.00082681+0.0070111i,-0.00028984+0.0082766i,0.0031684+0.0096037i,0.0088793+0.0051221i,0.011806-0.000971i,0.0091127-0.0026324i,0.0041671-0.00070462i,0.0013524+0.00072789i,0.0011953-0.00032249i,0.0024098-0.0026072i,0.0039494-0.0031751i
-0.015942+0.0023154i,-0.04801+0.011472i,-0.10309+0.033208i,-0.13294+0.054535i,-0.093916+0.037366i,-0.018728-0.0075704i,0.021401-0.021913i,0.013376+0.0052061i,0.010683+0.027703i,0.018134+0.021419i,0.011807+0.0067411i,0.0035838+0.0021476i,0.0052245+0.0023898i,0.0084284-0.0021412i,0.0067126-0.009114i,-0.0010747-0.013639i,-0.0080017-0.014088i,-0.0077486-0.011024i,-0.0041726-0.0069049i,-0.0011732-0.0043025i,-5.638e-05-0.0034025i,-0.0039507-0.0025319i,-0.0077725-0.0020417i
0.012881+0.0030141i,0.043471+0.016841i,0.10247+0.03635i,0.15219+0.050588i,0.14773+0.059366i,0.10565+0.054252i,0.068721+0.034208i,0.049063+0.013977i,0.037068-0.00098171i,0.025925-0.010536i,0.011907-0.013532i,0.0012775-0.013155i,-0.0032607-0.012335i,-0.0066979-0.011357i,-0.010922-0.0070128i,-0.01162+0.0010441i,-0.0071285+0.0086397i,0.00035478+0.01037i,0.0049045+0.0062279i,0.0042766+0.0018107i,0.0036375+1.687e-05i,0.0027021+0.00033216i,0.0011237+0.0014757i
-0.0046193-0.013116i,-0.023393-0.044733i,-0.062421-0.092028i,-0.1046-0.11772i,-0.12234-0.088536i,-0.11954-0.024704i,-0.10308+0.013953i,-0.076386+0.013912i,-0.058796+0.0097651i,-0.044979+0.017304i,-0.019372+0.021936i,-0.0001992+0.014777i,0.001019+0.0082386i,-0.00068563+0.0094748i,0.0031219+0.011664i,0.0078127+0.0082601i,0.0085601+0.0022885i,0.0045088+0.0002772i,0.00030891+0.00087881i,-0.00053332+0.0010952i,0.00029189+0.00124i,0.0025763+0.0019208i,0.0054125+0.00184i
-0.0031104+0.014382i,-0.008923+0.048157i,-0.014693+0.096285i,-0.0224+0.11599i,-0.026933+0.077124i,-0.01206+0.012169i,0.0083461-0.019912i,0.015188-0.016329i,0.016839-0.0090578i,0.014331-0.010936i,0.0033684-0.012535i,-0.0045879-0.009213i,-0.0032383-0.007525i,0.00035758-0.0095589i,-0.00088265-0.011226i,-0.0061889-0.010702i,-0.011128-0.0092883i,-0.011804-0.0063431i,-0.0089833-0.0027845i,-0.0056374-0.00082272i,-0.0037295-0.00034291i,-0.0036665-0.00067236i,-0.004779-0.00010778i
0.0080639-0.012443i,0.033014-0.038596i,0.07091-0.072086i,0.1098-0.085589i,0.13021-0.069071i,0.11494-0.047434i,0.081885-0.035799i,0.056053-0.02765i,0.038475-0.026181i,0.021891-0.026567i,0.0055271-0.019314i,-0.0066854-0.0083267i,-0.01162-0.0017757i,-0.013177+0.00083761i,-0.013028+0.0043744i,-0.009383+0.0090841i,-0.0032417+0.011178i,0.0015424+0.0081594i,0.003378+0.002393i,0.0024461-0.0010999i,0.00042402-0.0020725i,-0.0013882-0.0019309i,-0.0019092-0.00042166i
-0.01652+0.003022i,-0.049614+0.010579i,-0.096463+0.015227i,-0.13027+0.012952i,-0.13066+0.02379i,-0.10156+0.060362i,-0.068369+0.079769i,-0.049159+0.061381i,-0.038876+0.048085i,-0.01942+0.047117i,0.0043805+0.034359i,0.014327+0.017647i,0.013464+0.01197i,0.014293+0.013156i,0.017101+0.0121i,0.017313+0.0069471i,0.015185+0.0029359i,0.010082+0.0024536i,0.0046418+0.0028076i,0.003076+0.003676i,0.003572+0.005053i,0.0051127+0.0045599i,0.0058918+0.00099794i
0.013604+0.0027035i,0.041021+0.015936i,0.067399+0.041204i,0.061842+0.069379i,0.027997+0.07004i,-0.00092561+0.03077i,-0.014716-0.0086936i,-0.021207-0.014157i,-0.018383-0.0081679i,-0.015192-0.0083778i,-0.016315-0.0049346i,-0.011964-0.00040972i,-0.0054193-0.003253i,-0.0035679-0.0084257i,-0.0034642-0.011633i,-0.0053415-0.012126i,-0.0093594-0.009619i,-0.010249-0.0034698i,-0.007311+0.0032011i,-0.003379+0.0053651i,-0.00053517+0.0037216i,0.00033122+0.001461i,-0.0010058+0.00054788i
-0.010019-0.010887i,-0.024089-0.03701i,-0.026567-0.078906i,0.0020584-0.11779i,0.040084-0.13241i,0.051751-0.12243i,0.041436-0.095031i,0.032923-0.065097i,0.023125-0.050846i,0.005976-0.04175i,-0.005389-0.023406i,-0.0076496-0.0054362i,-0.0065019+0.0023896i,-0.0065101+0.0030164i,-0.0096137+0.0029402i,-0.010345+0.0051697i,-0.0072089+0.0064205i,-0.0027791+0.0030065i,0.00036551-0.0017964i,-0.00020303-0.0040474i,-0.0019214-0.0036786i,-0.0034481-0.001686i,-0.0039421+0.00032024i
0.0012527+0.012409i,-0.0011205+0.038976i,-0.01833+0.068126i,-0.049949+0.077332i,-0.062603+0.075339i,-0.039321+0.086196i,-0.0061289+0.08728i,0.0089162+0.065981i,0.011092+0.05132i,0.019239+0.039518i,0.02788+0.01689i,0.025339-0.00079561i,0.019708-0.0045734i,0.018485-0.0032634i,0.018093-0.0020407i,0.016039-0.0013481i,0.013372-0.001326i,0.0092267-0.0012485i,0.0057678-0.0016755i,0.0038939-0.0025704i,0.0036367-0.0030025i,0.0042968-0.0028003i,0.0032744-0.0025654i
0.0067323-0.011755i,0.020101-0.030683i,0.042776-0.037028i,0.056811-0.0050453i,0.041507+0.040533i,0.011157+0.048078i,-0.017414+0.029805i,-0.031804+0.024506i,-0.02567+0.023592i,-0.016671+0.016659i,-0.013455+0.012037i,-0.011212+0.0083512i,-0.011868+0.0030084i,-0.012542-0.0019125i,-0.009761-0.0054315i,-0.007867-0.0076075i,-0.0077548-0.0053946i,-0.0055022+0.0012894i,-0.0011308+0.0049277i,0.0021964+0.0050991i,0.0033177+0.0040961i,0.0027928+0.0022662i,0.0011186+0.0014486i
-0.010315+0.0070997i,-0.030895+0.012516i,-0.052825-0.00083808i,-0.051445-0.050213i,-0.030132-0.11018i,-0.025536-0.12766i,-0.02484-0.10295i,-0.012824-0.080259i,-0.012476-0.066813i,-0.020585-0.044405i,-0.021089-0.017321i,-0.013824+1.4778e-05i,-0.0073468+0.0055769i,-0.0087794+0.0069624i,-0.013221+0.0090262i,-0.013135+0.01119i,-0.0099839+0.0094435i,-0.0064814+0.0045684i,-0.004174+1.7225e-05i,-0.0046654-0.0018884i,-0.0050435-0.00041024i,-0.0034212+0.0015323i,-0.0014903+0.0028732i
0.011809-1.5481e-05i,0.031277+0.0034803i,0.039061+0.014302i,0.0089684+0.033469i,-0.02457+0.056178i,-0.0039158+0.064826i,0.031616+0.04643i,0.032625+0.025035i,0.026975+0.017873i,0.029673+0.0081705i,0.024015-0.0064693i,0.012531-0.013885i,0.0071772-0.012968i,0.0090659-0.0087326i,0.012203-0.0043412i,0.012869-0.0019458i,0.011034-0.0014196i,0.0060843-0.0018925i,0.00075739-0.0024725i,-0.0019789-0.0027096i,-0.00257-0.0028473i,-0.0018102-0.0029741i,-0.0016444-0.0032929i
-0.0092624-0.007641i,-0.02191-0.020242i,-0.021693-0.024224i,0.017347+0.0013804i,0.063949+0.040253i,0.054686+0.056391i,0.015338+0.058998i,0.0008613+0.061067i,0.0033687+0.048927i,0.0038971+0.031314i,0.0040841+0.022369i,0.0027537+0.017063i,-0.00094627+0.012289i,-0.0015525+0.0063472i,0.00090502-0.0028126i,0.0009724-0.0093582i,-0.00014094-0.0074441i,0.00091673-0.001476i,0.0033345+0.001992i,0.0048066+0.0024724i,0.0043936+0.0014577i,0.0025513+0.00046414i,-0.00021475+0.0012851i
0.0054703+0.010703i,0.0087165+0.025861i,0.0044218+0.023745i,-0.023653-0.025144i,-0.065313-0.082952i,-0.080745-0.090932i,-0.064188-0.068011i,-0.049062-0.053643i,-0.047425-0.041159i,-0.041096-0.020366i,-0.025933-0.0037397i,-0.011209+0.003257i,-0.0033492+0.0047135i,-0.0040885+0.0060993i,-0.0077884+0.0090901i,-0.0086686+0.0098439i,-0.0080985+0.0083643i,-0.0063971+0.006575i,-0.003823+0.0045532i,-0.0025664+0.0035296i,-0.0002142+0.0035486i,0.002667+0.0027097i,0.0041723+0.0019554i
0.0012395-0.010986i,0.0040314-0.026384i,-0.0034915-0.028727i,-0.020348+0.0084471i,-0.02011+0.048415i,0.0050309+0.040662i,0.022663+0.0078865i,0.020946-0.0084922i,0.021671-0.0082217i,0.021504-0.010944i,0.011386-0.015815i,0.0031598-0.015817i,0.0016613-0.013386i,0.0039058-0.011228i,0.006564-0.0077311i,0.0074787-0.0039276i,0.006014-0.0016422i,0.0018509-0.00095901i,-0.0007345-0.00082156i,-0.001769-0.00070187i,-0.0024848-0.0014395i,-0.0026922-0.0024356i,-0.0026608-0.002702i
-0.0061489+0.0080813i,-0.014951+0.021507i,-0.0027852+0.028548i,0.048164+0.015781i,0.095734+0.0047927i,0.092798+0.016814i,0.064297+0.037173i,0.049766+0.04277i,0.040643+0.030775i,0.026596+0.01753i,0.017137+0.010125i,0.012197+0.0069333i,0.0082271+0.0045939i,0.0042207-0.0014598i,-3.1974e-05-0.0095214i,-0.0019093-0.012921i,-0.00038008-0.010587i,0.0024983-0.0062443i,0.0039003-0.0039638i,0.0043001-0.0043986i,0.0032774-0.0037733i,0.00016274-0.00052017i,-0.0015007+0.0023537i
0.012756-0.0050004i,0.027223-0.014241i,0.020853-0.032443i,-0.032521-0.0509i,-0.094192-0.055164i,-0.10517-0.039519i,-0.077356-0.025309i,-0.060408-0.018901i,-0.055634-0.0060306i,-0.041135+0.0070349i,-0.022514+0.012717i,-0.01027+0.011587i,-0.005673+0.0078872i,-0.0064018+0.0082335i,-0.007754+0.011299i,-0.0079346+0.011222i,-0.0071952+0.0084153i,-0.0049001+0.0050937i,-0.0015868+0.0032168i,0.0010034+0.0034562i,0.0028826+0.002614i,0.0035527-0.00019217i,0.002542-0.0023746i
-0.011115-0.0021275i,-0.029777-0.0018586i,-0.044934+0.014335i,-0.036047+0.053309i,-0.014018+0.075538i,-0.0039516+0.041605i,-0.010541-0.00033005i,-0.013268-0.0098712i,-0.003488-0.013707i,0.0014798-0.01886i,-0.0026746-0.015724i,-0.0058145-0.0093369i,-0.0049564-0.0052288i,-0.0012705-0.0031708i,0.0036093-0.00071735i,0.0064103+0.0026101i,0.004718+0.0044882i,0.00069987+0.0043239i,-0.0015069+0.0031698i,-0.0016219+0.0020427i,-0.001665+0.0012476i,-0.0019875-0.00047642i,-0.0015074-0.0020719i
0.0056811+0.0070513i,0.02482+0.016469i,0.053898+0.010236i,0.083417-0.030764i,0.099863-0.066872i,0.089697-0.044257i,0.072701-0.0043385i,0.060699+0.0017281i,0.043159-0.0036989i,0.027052-0.002909i,0.018059-0.0038249i,0.011989-0.0059647i,0.0072736-0.0065619i,0.0021405-0.0087393i,-0.0029233-0.011979i,-0.0048363-0.012918i,-0.0020097-0.011216i,0.00094369-0.0078595i,0.00074773-0.0055733i,-0.0016903-0.0050211i,-0.0032806-0.0029358i,-0.0025119+0.0012882i,-0.0014063+0.0033364i
-0.0033306-0.010691i,-0.013833-0.029578i,-0.042836-0.046221i,-0.090272-0.030985i,-0.11934+0.0061549i,-0.097713+0.020403i,-0.063457+0.013053i,-0.04774+0.016i,-0.035416+0.026428i,-0.019764+0.026421i,-0.0083743+0.020195i,-0.0015865+0.01631i,0.0010589+0.014141i,0.00020996+0.014346i,-0.00073946+0.013453i,-0.0028732+0.009784i,-0.0051095+0.0063894i,-0.0044744+0.0033529i,-0.0017444+0.0014845i,0.00089648+0.0015803i,0.0016753+0.0018265i,0.0018554+0.00094794i,0.00049033+0.00060044i
-0.0035359+0.01191i,-0.004065+0.033442i,0.0061497+0.06777i,0.036662+0.089528i,0.050358+0.076834i,0.017228+0.043786i,-0.013952+0.022598i,-0.015794+0.012239i,-0.010912-0.0023539i,-0.010113-0.01056i,-0.0089752-0.0077581i,-0.0066766-0.0040523i,-0.0022944-0.0031977i,0.0032654-0.0036442i,0.0075437-0.0027136i,0.009681+0.0012852i,0.0083379+0.0059869i,0.0046968+0.0083858i,0.0018469+0.0074773i,0.0015789+0.004887i,0.0024486+0.0021984i,0.0020109-0.00034714i,0.00065183-0.0012699i
0.0070866-0.0081134i,0.02147-0.027148i,0.035517-0.066984i,0.029167-0.11285i,0.022077-0.12042i,0.041557-0.081447i,0.05544-0.045178i,0.042664-0.033011i,0.023861-0.023661i,0.014342-0.013272i,0.0081627-0.010094i,0.0012521-0.0096327i,-0.0035465-0.00912i,-0.0070978-0.0093695i,-0.0097245-0.010702i,-0.0083343-0.012446i,-0.0039807-0.011988i,-0.0010182-0.0081567i,-0.0010494-0.0043525i,-0.002527-0.0021426i,-0.0037998-3.9192e-05i,-0.0026517+0.0012498i,-0.0012457+0.0012118i
-0.010833+0.0022805i,-0.035589+0.0077514i,-0.071326+0.028071i,-0.091025+0.064851i,-0.077861+0.080237i,-0.050459+0.054289i,-0.032673+0.026363i,-0.021332+0.020965i,-0.0069134+0.022379i,0.0021948+0.019358i,0.0047999+0.013787i,0.0070772+0.010184i,0.0072779+0.010147i,0.0054+0.011269i,0.0021432+0.010425i,-0.003281+0.0086778i,-0.0066684+0.0065679i,-0.0065463+0.0035551i,-0.0039219+0.0013332i,-0.00021415+0.0003942i,0.0017729+8.2598e-05i,0.0015222+0.00019864i,0.00067263+0.00080073i
0.0090685+0.0042376i,0.033204+0.012206i,0.074548+0.019055i,0.10417+0.012823i,0.084303+0.010288i,0.027345+0.022062i,-0.0050172+0.028143i,-0.0034605+0.018474i,-0.0060834+0.0031395i,-0.011811-0.0036432i,-0.0095053-0.0032362i,-0.0056851-0.0024916i,-0.0028529-0.004702i,-0.00010473-0.0069769i,0.0034472-0.0056222i,0.0080697-0.0014253i,0.0094249+0.0040737i,0.0067187+0.00649i,0.0050572+0.0046854i,0.0055932+0.0017671i,0.0055464-0.00089138i,0.0037364-0.0017212i,0.0019942-0.001389i
-0.0039538-0.0097491i,-0.018383-0.032811i,-0.049094-0.066482i,-0.080648-0.089082i,-0.07124-0.089595i,-0.020499-0.074585i,0.01157-0.056888i,0.0070133-0.038675i,0.0022277-0.019292i,0.0049435-0.0095797i,0.0022487-0.0069529i,-0.0038764-0.0033128i,-0.0083848-0.0004481i,-0.010031-0.00011359i,-0.010901-0.0021349i,-0.010273-0.0058978i,-0.0072267-0.0082543i,-0.0036516-0.006981i,-0.0020895-0.0035831i,-0.0026285-0.0013029i,-0.0023791-0.00096842i,-0.0015892-0.0011854i,-0.00078609-0.0013127i
-0.00051942+0.0098827i,-0.0034046+0.035586i,-0.0032001+0.076635i,0.0056051+0.10403i,0.0091692+0.089183i,-0.0035318+0.047855i,-0.017322+0.022547i,-0.015655+0.01567i,-0.0047751+0.0097878i,0.0016416+0.0076377i,0.0047583+0.008743i,0.0084574+0.0068737i,0.010759+0.0050828i,0.01091+0.0058652i,0.0075684+0.0065441i,0.0017483+0.0069053i,-0.0026715+0.0057697i,-0.0041168+0.0033257i,-0.0044733+0.0012157i,-0.0038046+0.00037075i,-0.0024802+0.00051505i,-0.0010295+0.0011267i,0.00015591+0.0014766i
0.0050087-0.011595i,0.022854-0.030036i,0.048032-0.060433i,0.058964-0.07843i,0.043162-0.048806i,0.020165+0.0104i,0.013885+0.031818i,0.011708+0.015515i,-0.002405+0.0034503i,-0.013406+0.0020256i,-0.011665+0.0015935i,-0.0070798+0.00032756i,-0.0049208-0.0019293i,-0.0030852-0.0042883i,0.0015798-0.0055332i,0.0076107-0.004633i,0.010187-0.00094044i,0.0090472+0.0026663i,0.0066971+0.0031324i,0.0047203+0.0014836i,0.0031787-0.00034198i,0.0019442-0.0015057i,0.00077102-0.0014346i
-0.0097006+0.0029444i,-0.035545+0.0070495i,-0.078372+0.012264i,-0.10578+0.015596i,-0.086268+0.0014381i,-0.040696-0.028151i,-0.015291-0.03682i,-0.0065844-0.018911i,0.004329-0.0065942i,0.0092852-0.0084452i,0.0046723-0.0087867i,-0.00062449-0.0026451i,-0.0024567+0.0025603i,-0.0028257+0.002862i,-0.0045801+0.00062137i,-0.0067526-0.0027661i,-0.0065654-0.004138i,-0.0046161-0.0033472i,-0.0024396-0.0021272i,-0.0014782-0.00081349i,-0.00092526+4.2954e-05i,-1.4882e-06-0.00044846i,-0.00025529-0.00054422i
0.011488+0.0039308i,0.034462+0.014371i,0.068264+0.031376i,0.086255+0.038017i,0.060162+0.024768i,0.011462+0.012045i,-0.014158+0.015868i,-0.016292+0.019673i,-0.0097963+0.014608i,0.0013451+0.010279i,0.0084399+0.0064991i,0.0087017+0.0011539i,0.0084015-0.0025094i,0.0081341-0.0031882i,0.0057096-0.00090918i,0.0010222+0.0031064i,-0.0041177+0.0054095i,-0.0059197+0.0051177i,-0.0051986+0.0044656i,-0.004065+0.0036956i,-0.0025818+0.0039111i,-0.0010967+0.003821i,0.00035419+0.0019612i
-0.006417-0.0082926i,-0.017033-0.031303i,-0.030718-0.067307i,-0.036081-0.083409i,-0.01581-0.048289i,0.01845+0.0020482i,0.030537+0.011876i,0.017152-0.0037623i,-0.0012357-0.0037718i,-0.010279+0.0050014i,-0.010621+0.0072247i,-0.0084797+0.0051217i,-0.0076392+0.0018649i,-0.0067104-0.00026031i,-0.0026622-0.0021159i,0.0036245-0.0042399i,0.0069363-0.0039539i,0.0065248-0.0015435i,0.005595+0.00046569i,0.0047551+0.00032288i,0.0029899-0.00088013i,0.0019128-0.00052491i,0.0018522+0.0009935i
0.0017547+0.010522i,-0.0042273+0.033404i,-0.016613+0.068381i,-0.027268+0.084664i,-0.029895+0.053924i,-0.02755+0.0032279i,-0.019082-0.017954i,-0.0027418-0.015149i,0.0095378-0.016101i,0.0053222-0.01987i,-0.0026991-0.015244i,-0.0037544-0.0061994i,-0.0020234-0.0012377i,-0.0018613+7.2686e-05i,-0.0037503+0.00056405i,-0.0062327+0.00027785i,-0.0060906-0.00054297i,-0.0032732-0.00041681i,-0.0010912-0.00052139i,-3.8275e-05-0.00082947i,0.00099011-0.0013977i,0.00066295-0.0023683i,-0.00013393-0.0017438i
0.0040974-0.0069645i,0.022127-0.022189i,0.051256-0.044334i,0.062179-0.056343i,0.034787-0.041257i,-0.00062032-0.010533i,-0.0082947+0.014304i,-0.0037084+0.024942i,-0.00063864+0.020206i,0.0073487+0.010101i,0.011712+0.0023411i,0.0080857-0.0022519i,0.0044571-0.0032556i,0.0033284-0.002741i,0.00208-0.00058338i,-0.00021746+0.0037169i,-0.0026037+0.0062039i,-0.0034593+0.0051939i,-0.0023207+0.0038727i,-0.001034+0.0033907i,-0.00068484+0.0027377i,-0.00033711+0.0017754i,-0.00065363+0.00024377i
-0.0081075+0.0026599i,-0.030227+0.0032348i,-0.06591-0.0003912i,-0.079646-0.0023037i,-0.040361+0.0037006i,0.013435+0.0065329i,0.023674-0.0054267i,0.0018232-0.011472i,-0.010962+0.0018231i,-0.0089403+0.014822i,-0.0041535+0.015326i,-0.0017426+0.010895i,-0.0015331+0.0081865i,-0.00091036+0.0066704i,0.00095976+0.0028548i,0.0023073-0.002955i,0.0031077-0.0062122i,0.0030165-0.0050082i,0.0024937-0.0021486i,0.0020156-0.00043522i,0.0013334+0.00046423i,0.00062115+0.001266i,0.00015333+0.0013598i
0.0087062+0.0015391i,0.025878+0.012379i,0.050909+0.032526i,0.058159+0.042238i,0.031509+0.02358i,-0.0066588-0.0029456i,-0.022442-0.011232i,-0.014361-0.015243i,-0.0089001-0.022869i,-0.013559-0.019655i,-0.014437-0.0089346i,-0.0088751-0.0016169i,-0.0033232-0.00040832i,-0.0014729-0.0010242i,-0.0021727-5.0426e-05i,-0.0026788+0.00065098i,-0.002153+0.00049042i,-0.0013554+0.0003274i,-0.0015064-0.00074924i,-0.0011162-0.0020856i,-0.00015146-0.0033798i,0.00042357-0.0035882i,0.00036949-0.0025203i
-0.0039133-0.0067529i,-0.011801-0.025769i,-0.021834-0.056557i,-0.028922-0.070195i,-0.032006-0.041055i,-0.024742+0.0020367i,-0.0031877+0.022007i,0.013272+0.023821i,0.016857+0.015941i,0.016648+0.0016477i,0.012117-0.0072132i,0.0056582-0.0075554i,0.0026727-0.0058126i,0.0015341-0.0046112i,0.0007356-0.0024887i,0.00053211+0.00090167i,0.00079056+0.0036347i,1.4894e-05+0.0035602i,-0.0012357+0.0026248i,-0.00086386+0.0027104i,-0.00017935+0.0025346i,-0.0010408+0.0014383i,-0.002371+0.0010882i
-0.00024011+0.006464i,-0.0068532+0.025133i,-0.019899+0.052752i,-0.023538+0.063702i,-0.00186+0.037634i,0.021467+0.0008343i,0.013084-0.014104i,-0.0063253-0.0049945i,-0.0061831+0.010634i,0.003765+0.016616i,0.0081422+0.013363i,0.0066613+0.0079494i,0.004697+0.0046248i,0.004578+0.0016322i,0.00365-0.0023835i,0.0014684-0.0050916i,-0.0011768-0.0045118i,-0.0019975-0.0024619i,-0.00051284-0.00012236i,0.00082794+0.0015401i,0.001685+0.0030342i,0.0016321+0.0034713i,0.00092323+0.0030422i
0.0046445-0.0059977i,0.018337-0.017774i,0.04234-0.033135i,0.051908-0.03955i,0.027383-0.029812i,-0.0058696-0.010598i,-0.017202+0.00064853i,-0.017066-0.0057295i,-0.020235-0.011807i,-0.022459-0.004039i,-0.016838+0.0046326i,-0.0087953+0.005532i,-0.0061921+0.0031269i,-0.0062801+0.00099543i,-0.004626+0.00089274i,-0.0022585+0.0013669i,-0.00035519+0.00050274i,0.0010463-0.0003645i,0.00060966-0.00030818i,-0.00077838-2.3509e-05i,-0.0002305-0.0013761i,0.001153-0.003005i,0.0019874-0.0036539i
