0.00029915-0.00022973i,0.0007882-0.0011733i,0.00059351-0.0012145i,0.00038048-0.0013015i,-0.00037027-0.0022438i,-0.00065764-0.0015286i,-0.00024437-5.1514e-05i,-4.9772e-05+0.00097206i,0.0012081+0.00091962i,0.0020442-0.00012575i,0.0012896-0.00049763i,8.364e-05-0.00065018i,-0.00082275-0.00063616i,-0.00073505-0.00082207i,-1.1382e-05-0.00038348i,0.00019123+0.00052361i,-0.00025579+0.00019751i,-0.00076424-0.00042984i,-0.00057393+0.00029753i,7.779e-05+0.00057856i,0.001156-0.00018636i,0.0013117-0.00047291i,0.00025951-3.2299e-05i
0.030851-0.0065102i,-0.0065817+0.042011i,-0.042697+0.1836i,0.022799+0.28819i,0.058909+0.18562i,-0.082939+0.029789i,-0.18802+0.043346i,-0.095046+0.072521i,-0.0022938-0.0041908i,-0.010226-0.04665i,-0.013039-0.031314i,0.00026459-0.025805i,-3.7708e-05-0.026884i,-0.0036988-0.026479i,-0.010222-0.020604i,-0.01342-0.0083392i,-0.01345-0.00016178i,-0.010779+0.0055954i,0.00051662+0.0099233i,0.0082715+0.0067175i,0.0026274+0.0022826i,-0.0069341+0.0064856i,-0.0060136+0.015541i
-0.032612+0.011371i,-0.0051436-0.044753i,0.0069346-0.21493i,-0.088387-0.39141i,-0.15096-0.38228i,-0.010655-0.24589i,0.12834-0.16553i,0.06964-0.09559i,-0.0090364+0.012589i,0.01422+0.049907i,0.033209+0.022852i,0.01627+0.0093564i,0.0085399+0.011875i,0.010282+0.01494i,0.011691+0.017012i,0.0068572+0.019699i,-0.0021777+0.024936i,-0.0088798+0.023404i,-0.014355+0.015089i,-0.01534+0.0096854i,-0.0099622+0.00474i,-0.0054806-0.0037569i,-0.0073171-0.010394i
0.036766-0.01174i,0.016173+0.022354i,0.00081356+0.13498i,0.047673+0.25092i,0.070143+0.28144i,0.014663+0.26753i,0.00018998+0.21226i,0.026878+0.08136i,0.0053232-0.01559i,-0.024638-0.012499i,-0.027745+0.010037i,-0.017941+0.0093992i,-0.0054484+0.00025888i,0.0010037-0.0062266i,0.0012629-0.011368i,-0.0015926-0.02172i,-0.0025114-0.028619i,-0.0025239-0.022168i,-0.0045338-0.014319i,-0.0054064-0.01274i,-0.00064361-0.0090254i,0.0058192-0.0052742i,0.0059036-0.004572i
-0.039952+0.01786i,-0.038528-0.0021609i,-0.083957-0.060462i,-0.2223-0.067003i,-0.31914-0.0031114i,-0.29289-0.0082973i,-0.24124-0.065153i,-0.15507-0.033011i,-0.032137+0.016178i,0.015835+0.0037054i,0.006679-0.003827i,0.0036297+0.00562i,-0.0013437+0.011433i,-0.0022098+0.015751i,0.010615+0.0085155i,0.026415-0.0079247i,0.032088-0.024668i,0.025277-0.035541i,0.01404-0.034088i,0.004694-0.02286i,-0.0017261-0.012146i,-0.003641-0.0062184i,0.0015043-0.0047985i
0.032908-0.019847i,0.035387-0.0019205i,0.088728+0.060286i,0.26307+0.083609i,0.4321+0.013579i,0.45056-0.046464i,0.35405-0.038137i,0.20102-0.031326i,0.061584-0.026284i,0.0090651+0.0023698i,0.010842+0.0091494i,0.0058045-0.0070802i,-0.0072758-0.012277i,-0.017543-0.0061323i,-0.025297+0.0055003i,-0.032081+0.018494i,-0.034582+0.027075i,-0.022327+0.029628i,-0.0016737+0.028233i,0.0099801+0.022621i,0.0083135+0.015725i,0.0014358+0.016804i,0.00051209+0.025051i
-0.031549+0.023239i,-0.022996+0.025045i,-0.025281+0.01296i,-0.08312+0.041442i,-0.13055+0.11821i,-0.11273+0.15421i,-0.087189+0.12112i,-0.062275+0.067246i,-0.026979+0.015489i,-0.016477-0.024065i,-0.023396-0.029427i,-0.014121-0.0081911i,0.0052897+0.0039428i,0.011756-0.0028963i,0.0087114-0.0070139i,0.014034-0.0040986i,0.021252+6.7942e-05i,0.014749+0.0031766i,0.00025463+0.0032784i,-0.0065198+0.0027254i,-0.0019406-0.0005293i,0.00087706-0.0092285i,-0.0084813-0.017402i
0.02852-0.032129i,0.022112-0.048376i,0.022267-0.08273i,0.044116-0.19772i,0.0044985-0.35202i,-0.093948-0.38764i,-0.09564-0.26631i,-0.0099665-0.10662i,0.036593-0.01827i,0.03828-0.0029635i,0.033529-0.0026928i,0.031341-0.0011715i,0.032717-0.010342i,0.029892-0.015092i,0.021076-0.0049809i,0.010892+0.014615i,0.0089029+0.033127i,0.012142+0.03803i,0.01168+0.029472i,0.011802+0.019085i,0.015575+0.014702i,0.020279+0.0090621i,0.020403-0.0026054i
-0.029187+0.027061i,-0.01872+0.039591i,-0.011792+0.05868i,-0.040366+0.13578i,-0.030608+0.24977i,0.045843+0.27886i,0.044673+0.19102i,-0.041241+0.08985i,-0.07543+0.046743i,-0.050201+0.044318i,-0.028003+0.048083i,-0.015562+0.042196i,-0.0086717+0.034167i,-0.0048657+0.026829i,-0.0033032+0.0015486i,-0.012791-0.041902i,-0.033495-0.074649i,-0.046333-0.077134i,-0.043351-0.056395i,-0.036669-0.032172i,-0.030366-0.015379i,-0.022728-0.0044829i,-0.0099803+0.0032525i
0.024628-0.031649i,-0.0082251-0.048144i,-0.074791-0.059296i,-0.13441-0.060407i,-0.16486-0.011332i,-0.13183+0.072027i,-0.009193+0.056641i,0.085493-0.061863i,0.072765-0.11027i,0.036041-0.070616i,0.01983-0.056498i,-0.0088947-0.060855i,-0.036864-0.03789i,-0.032011-0.010732i,-0.0076105+0.0040052i,0.015808+0.011685i,0.032712+0.0091349i,0.040636-0.0023465i,0.038968-0.010281i,0.028733-0.012051i,0.012048-0.014142i,-0.0035594-0.0097753i,-0.0067384+0.0038532i
-0.017087+0.030591i,0.016328+0.046987i,0.081805+0.074206i,0.14602+0.10461i,0.18273+0.061324i,0.13143-0.057488i,-0.014702-0.067997i,-0.096051+0.06382i,-0.053781+0.12183i,-0.0081394+0.070912i,0.0030155+0.043053i,0.018738+0.040315i,0.028777+0.021691i,0.018113+0.0063662i,0.0026081+0.0099839i,-0.0056259+0.028115i,-0.0060837+0.04904i,-0.0030254+0.057557i,-0.00116+0.044214i,-0.0011526+0.021288i,0.0022274+0.00846i,0.006987+0.0026385i,0.00025938-0.0010993i
0.01918-0.03379i,-0.017407-0.038457i,-0.072666-0.028382i,-0.082259-0.02269i,-0.033862-0.02644i,0.042369-0.034008i,0.088924-0.073089i,0.052777-0.12744i,-0.017132-0.1147i,-0.051905-0.055712i,-0.054307-0.014334i,-0.035568+0.0040197i,-0.0065033-0.00096844i,0.011479-0.014427i,0.017928-0.02025i,0.018069-0.021265i,0.01479-0.019965i,0.0082674-0.015794i,0.0022274-0.0056519i,0.0036523+0.0068396i,0.0062008+0.013892i,0.0066892+0.012856i,0.005856+0.0017315i
-0.017672+0.033618i,0.031873+0.030524i,0.1101-0.0071574i,0.12987-0.058253i,0.04283-0.040384i,-0.070799+0.095393i,-0.06034+0.24117i,0.054366+0.24496i,0.10631+0.12455i,0.077629+0.0316i,0.061535+0.0031299i,0.057494-0.00993i,0.037915-0.0085803i,0.01766+0.0055117i,0.0040799+0.0099732i,-0.00051294-0.002351i,-0.0036353-0.019488i,-0.0093991-0.024707i,-0.014366-0.016454i,-0.016725-0.0069004i,-0.014889-0.0061828i,-0.014132-0.0099201i,-0.0074614-0.009353i
0.020132-0.026615i,-0.01616-0.025256i,-0.07018+0.0075837i,-0.082531+0.038711i,-0.044343-0.012293i,0.00060682-0.17196i,-0.014046-0.2986i,-0.071307-0.24753i,-0.061405-0.091749i,-0.0021978-0.0057422i,0.0081868+0.0025579i,-0.014244+0.0083794i,-0.024257+0.019655i,-0.027356+0.020073i,-0.027581+0.010354i,-0.033771+0.00095585i,-0.043862-0.0032044i,-0.03938-0.0082027i,-0.020746-0.009778i,-0.0010772-0.0039462i,0.011246-0.00075975i,0.01544-0.0044241i,0.013004-0.0047943i
-0.016929+0.029162i,0.0084831+0.016569i,0.022711-0.036229i,-0.0078685-0.066966i,0.01545+0.0072814i,0.13664+0.12188i,0.20945+0.1223i,0.15044+0.044591i,0.051044+0.003368i,-0.001894-0.010372i,-0.025236-0.025128i,-0.035047-0.024865i,-0.025525-0.017726i,-0.012716-0.013027i,-0.0019662-0.0054584i,0.015515+0.00057754i,0.034155+0.0067689i,0.040445+0.013397i,0.03145+0.010396i,0.014181+0.0020813i,0.0016856+0.0035731i,0.0028059+0.013065i,0.0060677+0.019229i
0.015652-0.027779i,-0.0094617-0.012402i,-0.023133+0.063835i,0.0065417+0.15881i,-0.040915+0.17647i,-0.22002+0.12819i,-0.32443+0.12944i,-0.22723+0.13002i,-0.086719+0.060423i,-0.031298+0.011625i,-0.0028453+0.01588i,0.020917+0.013425i,0.022399-0.00099926i,0.024881-0.011158i,0.028099-0.0091735i,0.025669+0.011585i,0.024468+0.028354i,0.017775+0.02689i,0.0080081+0.018641i,0.0057861+0.010632i,0.0033381+0.0036305i,-0.0062499+0.0017471i,-0.017886+0.0044478i
-0.022198+0.03082i,-0.013957+0.027707i,-0.053223-0.017955i,-0.15368-0.086266i,-0.15757-0.14091i,-0.0057753-0.16603i,0.091695-0.17069i,0.033183-0.12375i,-0.039289-0.041304i,-0.045411+0.014865i,-0.022787+0.037948i,0.001812+0.033844i,0.016779+0.012521i,0.014097-0.00061129i,0.003345-0.0098521i,-0.010858-0.031711i,-0.023623-0.051743i,-0.023608-0.052479i,-0.016011-0.038396i,-0.011594-0.025195i,-0.0082887-0.020108i,-0.0020979-0.02028i,0.0074122-0.023809i
0.022388-0.032595i,0.028574-0.040477i,0.11433-0.025187i,0.28265-0.017251i,0.35242-0.0020269i,0.27699+0.048498i,0.23832+0.07173i,0.23392-0.0085441i,0.14979-0.085477i,0.063428-0.080602i,0.027221-0.061664i,0.0070357-0.037352i,0.0044778+0.0015724i,0.015792+0.020939i,0.02582+0.01502i,0.028264+0.0044959i,0.018-0.00044522i,0.0033106-0.0017566i,-0.0046292+0.0012393i,-0.0045494+0.010871i,-0.0015803+0.018686i,-0.0019113+0.019632i,-0.0012112+0.018214i
-0.021387+0.032068i,-0.022686+0.045515i,-0.10489+0.043705i,-0.27884+0.051668i,-0.3826+0.054096i,-0.35924+0.029956i,-0.30655+0.021199i,-0.20052+0.076509i,-0.029835+0.10515i,0.057464+0.061551i,0.046123+0.030909i,0.02406+0.017998i,-0.0086779+0.0010327i,-0.043054+0.0072787i,-0.050752+0.024781i,-0.043831+0.033974i,-0.034271+0.043905i,-0.018746+0.046319i,-0.0079239+0.026259i,-0.013188+0.0041792i,-0.01731-0.0013582i,-0.010435-0.0029377i,-0.0082706-0.0083121i
0.019842-0.043526i,0.033069-0.078518i,0.14618-0.12377i,0.36049-0.1934i,0.46742-0.23275i,0.37746-0.22691i,0.22509-0.20884i,0.093784-0.16746i,-0.0029489-0.087592i,-0.048362-0.0066009i,-0.057672+0.029042i,-0.041795+0.024046i,-0.013-0.0063909i,0.0072752-0.035719i,0.027418-0.038948i,0.049381-0.043705i,0.05254-0.062737i,0.037219-0.063576i,0.025964-0.036333i,0.026648-0.013007i,0.021726-0.012366i,0.0064938-0.014131i,-0.0010213-0.0058182i
-0.021026+0.047357i,-0.036409+0.1035i,-0.1534+0.21945i,-0.32504+0.43744i,-0.30908+0.62547i,-0.10242+0.62108i,0.017615+0.47433i,-0.025069+0.31804i,-0.061956+0.18753i,-0.032125+0.063488i,0.00075347-0.021633i,0.013403-0.038141i,0.024421-0.012352i,0.020143+0.011131i,-0.012937+0.032989i,-0.026185+0.065439i,0.0027072+0.084931i,0.026113+0.074166i,0.021579+0.05133i,0.018167+0.032628i,0.030525+0.013625i,0.038841-0.0043768i,0.02931-0.011498i
0.02108-0.050666i,0.011389-0.1088i,0.051321-0.20348i,0.10203-0.36068i,0.0057101-0.48166i,-0.14224-0.44506i,-0.14859-0.33346i,-0.075822-0.23807i,-0.04678-0.12933i,-0.02511-0.026549i,0.0061295+0.021652i,0.0091827+0.038821i,0.0069594+0.044745i,0.022132+0.022083i,0.024624-0.029874i,-0.018589-0.069824i,-0.077719-0.069015i,-0.096032-0.052632i,-0.074903-0.046249i,-0.054029-0.034926i,-0.044857-0.002001i,-0.031669+0.032388i,-0.0099757+0.042837i
-0.02165+0.047764i,-0.026242+0.11229i,-0.088969+0.202i,-0.18632+0.31707i,-0.14151+0.35556i,0.02804+0.21926i,0.13003+0.080132i,0.14129+0.040173i,0.10613-0.0099098i,0.031392-0.057608i,-0.01453-0.045309i,-0.0067057-0.024928i,-0.0030469-0.020163i,-0.015658-0.010962i,-0.015137-0.00189i,0.0051707-0.00024911i,0.023517-0.0013618i,0.027715+0.0045811i,0.028624+0.015622i,0.026753+0.017899i,0.017523+0.0063438i,0.0021885-0.0069205i,-0.011638-0.011498i
0.021972-0.042975i,0.032423-0.12008i,0.077202-0.25127i,0.11048-0.43577i,-0.001549-0.505i,-0.1687-0.28392i,-0.15211-0.063981i,-0.031514-0.11608i,0.020605-0.1989i,0.037932-0.13456i,0.043865-0.05111i,0.01226-0.023862i,-0.028389-0.017376i,-0.025268-0.002035i,0.02699+0.01372i,0.07775+0.00020366i,0.091016-0.036071i,0.065683-0.060138i,0.01586-0.052205i,-0.021391-0.025896i,-0.029422-0.011548i,-0.021573-0.013041i,-0.0086871-0.012903i
-0.020005+0.041131i,-0.0056429+0.093487i,0.030173+0.1589i,0.10452+0.21552i,0.20589+0.18483i,0.18091+0.033443i,0.00011951-0.039525i,-0.088659+0.066028i,-0.01688+0.14606i,0.035339+0.11642i,0.031213+0.066427i,0.035894+0.0074303i,0.038356-0.051541i,0.0045388-0.062524i,-0.051884-0.017217i,-0.079377+0.048999i,-0.057739+0.094359i,-0.012532+0.10046i,0.029106+0.071758i,0.052061+0.029118i,0.059326-0.00027886i,0.054503-0.012623i,0.034062-0.018388i
0.022149-0.040237i,0.034689-0.077287i,0.083999-0.087057i,0.19631-0.066758i,0.28194-0.047077i,0.27885-0.062007i,0.183-0.078867i,0.029958+0.0064191i,-0.051627+0.11998i,-0.054597+0.11066i,-0.068417+0.061155i,-0.047221+0.08587i,0.029809+0.11685i,0.087961+0.090985i,0.10277+0.019696i,0.07022-0.053673i,0.010204-0.080022i,-0.02938-0.066638i,-0.041578-0.043344i,-0.04142-0.015728i,-0.046103+0.011485i,-0.052457+0.035205i,-0.039743+0.044784i
-0.031182+0.034581i,-0.05945+0.089041i,-0.14263+0.17409i,-0.26208+0.33787i,-0.24485+0.52996i,-0.047813+0.54455i,0.10537+0.38362i,0.13176+0.20394i,0.091215+0.089319i,0.038262+0.042911i,0.016766+0.015513i,-0.0075359-0.0054054i,-0.048363+0.0015456i,-0.065502+0.015379i,-0.054727+0.018271i,-0.034826+0.017451i,-0.023117+0.013751i,-0.015142+0.011347i,-0.0058523+0.012094i,0.0018141+0.011468i,0.015106-0.0052824i,0.020162-0.0353i,0.0074161-0.041207i
0.022925-0.027881i,0.022376-0.061382i,-0.006017-0.096713i,-0.063469-0.13114i,-0.14577-0.15671i,-0.19072-0.13081i,-0.096683-0.12454i,-0.013833-0.1822i,-0.040701-0.17411i,-0.046488-0.088656i,-0.0029066-0.039918i,0.024352-0.051744i,0.010351-0.076134i,-0.019395-0.05872i,-0.01082-0.0039303i,0.04818+0.020993i,0.10148-0.0054726i,0.095142-0.035278i,0.048755-0.036879i,0.0089153-0.022431i,-0.0058207+0.00047303i,0.0048217+0.022501i,0.021072+0.026338i
-0.019311+0.02417i,-0.033086+0.035311i,-0.090433+0.047222i,-0.21636+0.054209i,-0.30052+0.03659i,-0.19133-0.0049071i,-0.069659-0.083424i,-0.10554-0.13672i,-0.14954-0.11817i,-0.099065-0.086509i,-0.039096-0.063114i,-0.0016531-0.026042i,0.047676-0.0038368i,0.061946-0.031999i,-0.009073-0.05081i,-0.095027+0.004617i,-0.11702+0.083659i,-0.082625+0.11526i,-0.033267+0.093506i,-0.0014718+0.049233i,0.0075341+0.018662i,0.0049302+0.0065133i,-0.002892-0.0046689i
0.0092266-0.028808i,0.023117-0.058055i,0.11349-0.16763i,0.237-0.38837i,0.20339-0.49768i,0.003868-0.27851i,-0.080015+0.070827i,0.028505+0.18164i,0.10451+0.070883i,0.085729-0.015001i,0.050539-0.019844i,1.152e-05+0.0026749i,-0.053111+0.039462i,-0.04759+0.067342i,0.0038317+0.038958i,0.00704-0.032985i,-0.048302-0.072588i,-0.080865-0.071705i,-0.062672-0.062175i,-0.03118-0.049258i,-0.019824-0.037828i,-0.020783-0.023241i,-0.0078576-0.010385i
-0.0072328+0.026139i,0.043463+0.049902i,0.11883+0.11281i,0.21106+0.23348i,0.25569+0.26769i,0.10217+0.099214i,-0.12157-0.014148i,-0.10942+0.051403i,0.033552+0.049984i,0.020968+0.0056616i,-0.036732+0.04644i,-0.0080147+0.053315i,0.018803-0.0059357i,0.026255-0.039206i,0.052685-0.045748i,0.090588-0.068864i,0.11816-0.10511i,0.10952-0.10602i,0.071497-0.052584i,0.045144+0.0030141i,0.042454+0.013915i,0.038419+0.0015513i,0.020945+0.005868i
0.0087864-0.026039i,-0.068141-0.035891i,-0.1737-0.021787i,-0.21992-0.038829i,-0.11198-0.12492i,0.13178-0.22506i,0.28581-0.31851i,0.21054-0.32474i,0.10138-0.1637i,0.10984-0.018191i,0.10791-0.0078794i,0.050347-0.016807i,0.012106+0.0023629i,-0.0037598+0.028557i,-0.0105+0.06332i,0.0021196+0.099623i,0.025524+0.11625i,0.032889+0.087752i,0.01165+0.032202i,-0.010709+0.0033018i,-0.015276+0.0089355i,-0.020064+0.017618i,-0.027473+0.021761i
0.010775+0.018459i,0.090591+0.029034i,0.20841+0.042562i,0.29666+0.14283i,0.33267+0.3165i,0.29633+0.35459i,0.17988+0.24607i,0.059813+0.15866i,-0.010232+0.10993i,-0.042981+0.066661i,-0.041051+0.030931i,-0.0043612-0.002383i,0.036674-0.025458i,0.045866-0.040633i,0.012362-0.05458i,-0.03302-0.063661i,-0.062842-0.057882i,-0.057035-0.031064i,-0.020892+0.00043709i,0.0042119+0.013681i,0.0065996+0.010197i,0.006958-0.00090771i,0.0087891-0.018159i
-0.013167-0.017024i,-0.13909-0.015367i,-0.40504+0.056785i,-0.68778+0.17627i,-0.78314+0.2099i,-0.64125+0.15832i,-0.43327+0.12656i,-0.27498+0.17025i,-0.12128+0.20732i,-0.018074+0.13875i,-0.0069259+0.072605i,-7.3018e-06+0.073805i,0.014683+0.066286i,0.0039921+0.043171i,0.0050421+0.021048i,0.012933-0.0089758i,0.0014365-0.033657i,-0.017247-0.040226i,-0.031713-0.031021i,-0.038916-0.015116i,-0.036184+0.00012672i,-0.024618+0.013181i,-0.0036357+0.023852i
0.024508+0.024667i,0.17363+0.0052467i,0.46649-0.14012i,0.70743-0.40965i,0.70234-0.53044i,0.56808-0.35656i,0.43312-0.18835i,0.23718-0.18294i,0.040054-0.16156i,-0.036446-0.095597i,-0.064415-0.068968i,-0.099671-0.045005i,-0.10259-0.012718i,-0.079884+0.023415i,-0.017218+0.085189i,0.089356+0.12106i,0.17208+0.10558i,0.18192+0.074673i,0.12578+0.037369i,0.060551+0.0074935i,0.033465-0.01177i,0.016454-0.031304i,-0.020609-0.039114i
-0.020772-0.03084i,-0.15176-0.021193i,-0.32443+0.13728i,-0.33918+0.4733i,-0.14796+0.72021i,0.029835+0.62168i,0.068439+0.36061i,0.015777+0.14903i,-0.078783+0.043485i,-0.10236+0.054783i,-0.0068978+0.053373i,0.066217-0.021623i,0.06984-0.0629i,0.044065-0.066436i,-0.050973-0.065401i,-0.17176-0.018952i,-0.22106+0.047221i,-0.1838+0.075406i,-0.09904+0.064752i,-0.040238+0.044275i,-0.025253+0.043214i,-0.0036885+0.04318i,0.026338+0.010743i
0.01307+0.03331i,0.10698+0.044981i,0.17323-0.058913i,-0.0086415-0.30181i,-0.39226-0.42605i,-0.58493-0.2608i,-0.41639-0.10194i,-0.15808-0.134i,-0.023119-0.19477i,0.010746-0.17757i,0.01186-0.093871i,0.02474+0.0099508i,0.03862+0.067938i,0.052295+0.057112i,0.081795-0.01138i,0.084143-0.087042i,0.048543-0.11758i,0.011694-0.10554i,-0.010093-0.073128i,-0.01143-0.055317i,-0.011153-0.061846i,-0.021004-0.045363i,-0.014638+0.003509i
-0.016387-0.048105i,-0.097045-0.11473i,-0.1522-0.096927i,-0.004545+0.045749i,0.2871+0.097511i,0.44328-0.071973i,0.3972-0.15826i,0.33912-0.053773i,0.2848-0.003186i,0.15663-0.025239i,0.047857-0.023047i,-0.0086723-0.029879i,-0.053281-0.044532i,-0.055173-0.031243i,-0.017062-0.0065751i,0.016186-0.0013842i,0.020482-0.0080968i,0.0012763-0.0037994i,-0.0073476+0.0080742i,0.011411+0.016526i,0.039421+0.016139i,0.051082+0.0024134i,0.040549-0.018937i
0.029214+0.059998i,0.089458+0.15033i,0.045227+0.16276i,-0.26758+0.04894i,-0.66665+0.0085268i,-0.76299+0.20326i,-0.54605+0.35885i,-0.33406+0.28204i,-0.17341+0.16936i,-0.008467+0.086896i,0.057192+0.012617i,0.054557-0.013103i,0.047965-0.039889i,0.0074024-0.06894i,-0.035273-0.051628i,-0.0396-0.016684i,-0.02365-0.002841i,-0.0089793-0.015622i,-0.0056121-0.029426i,-0.010329-0.019459i,-0.020193+0.0046823i,-0.026547+0.02224i,-0.019062+0.027796i
0.021769-0.083733i,0.02163-0.2029i,0.11689-0.29652i,0.39674-0.32193i,0.61664-0.40634i,0.41463-0.5542i,-0.038599-0.55755i,-0.26392-0.38573i,-0.25293-0.2057i,-0.19988-0.05793i,-0.11995+0.062295i,-0.028471+0.11412i,0.048577+0.11892i,0.097512+0.08335i,0.090486-0.0021522i,0.038151-0.085398i,-0.013022-0.11452i,-0.034843-0.084661i,-0.02811-0.026331i,-0.0063314+0.0029794i,-0.0011793-0.010289i,-0.017411-0.013226i,-0.018787+0.014014i
-0.029935+0.091159i,-0.025981+0.27046i,-0.031663+0.43323i,-0.05607+0.47224i,0.00011455+0.3743i,0.18431+0.16637i,0.34651+0.012394i,0.39715+0.033743i,0.37424+0.059457i,0.24615-0.014406i,0.069588-0.056878i,-0.035229-0.047409i,-0.070296-0.041943i,-0.050787-0.0077115i,0.022725+0.044587i,0.090992+0.04692i,0.11433+0.0076232i,0.10433-0.035825i,0.068477-0.056067i,0.029127-0.031823i,0.015754-0.0033708i,0.0033196-0.0012107i,-0.025224+0.0035956i
-0.022079-0.088169i,-0.057443-0.21894i,-0.051507-0.24389i,0.065033-0.061945i,0.25255+0.2225i,0.41043+0.43759i,0.42434+0.43567i,0.27979+0.23347i,0.12889+0.047524i,0.063847+0.0089588i,0.058337+0.051519i,0.088536+0.05709i,0.09631+0.022217i,0.048393+0.040997i,-0.0053395+0.12459i,-0.0026857+0.20207i,0.044875+0.21384i,0.07478+0.15933i,0.060216+0.083202i,0.032947+0.028091i,0.03483+0.00086214i,0.050485-0.022801i,0.041587-0.043442i
-0.097726+0.01702i,-0.16939+0.1047i,-0.19785+0.29001i,-0.05356+0.41031i,0.18377+0.28566i,0.21369-0.069609i,-0.0041444-0.37239i,-0.15798-0.36205i,-0.075763-0.16125i,0.052585-0.054927i,0.051095-0.052458i,0.010576-0.043132i,0.0092917-0.020437i,0.029816-0.021959i,0.047613-0.085182i,0.022498-0.1775i,-0.021863-0.20577i,-0.036062-0.14795i,-0.023505-0.048533i,0.0005171+0.031325i,0.01933+0.046613i,0.023917+0.015893i,0.017916-0.020401i
0.12589-0.058962i,0.20474-0.22075i,0.10538-0.47003i,-0.28381-0.55156i,-0.65639-0.34838i,-0.58016-0.11307i,-0.19643-0.12159i,0.014233-0.23021i,-0.010078-0.20078i,-0.049801-0.12277i,-0.096537-0.086621i,-0.14908-0.029609i,-0.1557+0.018698i,-0.1489+0.041833i,-0.10783+0.086848i,-0.017053+0.11864i,0.065183+0.10159i,0.092368+0.04631i,0.059799-0.011646i,0.018948-0.022137i,0.025631+0.00084167i,0.038015+0.0057427i,0.012044+0.00050047i
0.056581+0.035206i,0.13801+0.15815i,0.29898+0.23635i,0.5866+0.24614i,0.81483+0.18136i,0.69086+0.16472i,0.36273+0.33801i,0.22497+0.52872i,0.26381+0.4425i,0.26235+0.19421i,0.24701+0.0075167i,0.23394-0.13545i,0.16333-0.22972i,0.061807-0.2553i,-0.047354-0.27568i,-0.1651-0.26125i,-0.2451-0.14563i,-0.23788+0.0048685i,-0.15219+0.078384i,-0.068756+0.078946i,-0.038509+0.097144i,-0.011859+0.13135i,0.035887+0.12217i
-2.0049+7.0456i,0.70151+7.351i,3.9403+7.4097i,5.3459+4.7609i,5.2618+1.469i,3.4323-1.3348i,0.47579-1.7368i,-1.164-0.18101i,-0.71428+1.2549i,0.43362+1.305i,0.6486+0.39118i,0.097738-0.28348i,-0.56441-0.45765i,-1.1461-0.15229i,-1.1641+0.39693i,-0.70013+0.65778i,-0.24901+0.52086i,-0.040024+0.13819i,-0.1078-0.22867i,-0.26225-0.33344i,-0.29351-0.30352i,-0.22007-0.24866i,-0.089102-0.18021i
0.087766-0.070118i,0.19106-0.1563i,0.26261-0.39064i,0.29789-0.60387i,0.22605-0.60923i,-0.0095831-0.44783i,-0.23085-0.23953i,-0.27919-0.05159i,-0.25386+0.017882i,-0.24887+0.0022541i,-0.21568-0.0014373i,-0.14867+0.017556i,-0.097058+0.054394i,-0.097313+0.088864i,-0.1423+0.10143i,-0.18596+0.12053i,-0.16648+0.14209i,-0.10579+0.12144i,-0.064492+0.062555i,-0.025021+0.016265i,0.030188+0.01385i,0.07526+0.028062i,0.093581+0.021515i
0.053886-0.034832i,0.11276-0.050366i,0.14985+0.066238i,0.27467+0.27889i,0.37421+0.30928i,0.20068+0.22804i,-0.006169+0.35184i,0.078401+0.46882i,0.20789+0.2836i,0.171+0.044385i,0.11037-0.061687i,0.048566-0.095147i,-0.028272-0.040792i,-0.053439+0.026917i,-0.075293+0.029182i,-0.11599+0.048938i,-0.11211+0.10286i,-0.072305+0.11151i,-0.035353+0.064212i,-0.0013225+0.002857i,0.023918-0.039787i,0.025863-0.054633i,0.011611-0.044254i
-0.12761+0.065648i,-0.25455+0.10527i,-0.39035-0.027858i,-0.76342-0.38467i,-1.2548-0.52718i,-1.2832-0.17458i,-0.77385+0.13887i,-0.32933+0.0086273i,-0.20355-0.1683i,-0.14883-0.1503i,-0.068843-0.10922i,-0.048149-0.10929i,-0.082034-0.099876i,-0.10393-0.063863i,-0.11947-0.0080375i,-0.13928+0.060196i,-0.13245+0.096884i,-0.10218+0.096246i,-0.054551+0.08552i,-0.0079147+0.048815i,0.0030151+0.006484i,-8.3142e-05-0.0032766i,0.002005+0.0030177i
0.064597-0.018483i,0.14635-0.1619i,0.1836-0.39029i,0.17966-0.57279i,0.13083-0.62483i,-0.060164-0.58125i,-0.27794-0.45449i,-0.31017-0.30523i,-0.26489-0.24318i,-0.2312-0.16244i,-0.13225-0.040767i,-0.044362+0.012642i,-0.032858+0.03022i,-0.015986+0.042063i,0.028927+0.022663i,0.067994-0.010823i,0.083446-0.051726i,0.058752-0.087135i,0.018951-0.088484i,-0.0068509-0.065635i,-0.022218-0.024832i,-0.013064+0.026793i,0.018041+0.043691i
-0.096383+0.060698i,-0.19247+0.27912i,-0.14043+0.62498i,0.18395+0.8101i,0.47916+0.58829i,0.43562+0.20583i,0.24335+0.090823i,0.14514+0.15409i,0.087056+0.11423i,0.013596+0.021359i,-0.021743-0.023897i,-0.053539-0.030505i,-0.10062+0.0093915i,-0.11255+0.055704i,-0.10622+0.087348i,-0.093802+0.13005i,-0.060521+0.17199i,-0.012039+0.17015i,0.02853+0.10112i,0.031261+0.0080306i,0.010777-0.041565i,-0.0096563-0.045058i,-0.031126-0.032409i
