-0.0023137+0.00041588i,-0.0013006-0.0002653i,-0.00092321-6.6501e-05i,-0.0011056+0.00065122i,-0.0012671+0.0013086i,-0.0016661+0.0012047i,-0.00106+0.0009612i,-0.00041484+0.00065556i,0.00020697+0.0011016i,0.0011466+0.0012998i,0.0014659+0.00095563i,0.0005893+0.00039916i,0.00069401-0.00047172i,0.0016878-0.00056163i,0.0012766-0.00027548i,0.00031491-0.00012137i,-0.00023309-0.001309i,-0.00044646-0.0020769i,-0.00053816-0.001223i,-0.00014313+0.0001061i,5.2857e-05+0.00038794i,0.00035307+3.5943e-05i,0.00038418-0.00039077i
-0.00031917+0.0017251i,-0.001849+0.007461i,-0.0079079+0.011356i,-0.024986-0.0005224i,-0.060709-0.029874i,-0.1046-0.041372i,-0.12624-0.0057295i,-0.10437+0.035511i,-0.065463+0.031156i,-0.042648+0.0083459i,-0.022034+0.0014356i,-9.6203e-05+0.0013488i,0.0073636+0.00084218i,0.0044558+0.00056938i,0.00182+0.0015125i,0.0043639+0.0017554i,0.010267-0.0028383i,0.012748-0.0085415i,0.0080472-0.0081466i,0.00059338-0.0023393i,-0.0026043+0.005371i,-0.001341+0.011676i,0.00017665+0.013887i
0.00043789-0.0034591i,0.0033621-0.0070055i,0.0060541-0.0038835i,0.0042616+0.019955i,0.0010029+0.069417i,0.018382+0.12036i,0.062106+0.12298i,0.083054+0.072759i,0.058613+0.028677i,0.030605+0.014812i,0.01597+0.0054414i,0.004556-0.0037012i,-0.0022456-0.0045064i,-0.0029455-0.0012763i,0.00042452-5.2725e-05i,0.0025555-0.003029i,-0.0030449-0.0075785i,-0.01069-0.0081215i,-0.011032-0.0044542i,-0.0051174-0.00021216i,0.0030088+0.00094463i,0.0092119-0.0020839i,0.010358-0.0034676i
-0.003765+0.0031335i,-0.0061551+0.0033094i,-0.0052794+0.00045046i,0.015093-0.01242i,0.059205-0.041024i,0.094277-0.088935i,0.076154-0.1303i,0.029643-0.12012i,0.012231-0.073519i,0.016759-0.037882i,0.01155-0.016014i,-0.00014927+0.0015633i,-0.0046777+0.00878i,-0.0031038+0.0050223i,-0.0022516-0.001242i,-0.0048239-0.0022168i,-0.0070622+0.0038424i,-0.0052058+0.0092954i,-0.00203+0.0072823i,0.00027508+0.00080924i,-0.00045179-0.0056771i,-0.004934-0.0092146i,-0.0075929-0.0093076i
0.0052949-0.001533i,0.0059525-0.00041731i,0.002756-0.001362i,-0.018943-0.0092699i,-0.069024-0.026884i,-0.13134-0.028547i,-0.1575+0.0089155i,-0.12375+0.045309i,-0.069613+0.04407i,-0.036836+0.027015i,-0.017478+0.015937i,-0.00032619+0.0061505i,0.0078529-0.0033828i,0.0060213-0.0052882i,-0.00043091-0.00064889i,-0.0026657+0.0044193i,0.00094088+0.0041487i,0.0047094+0.00042178i,0.0037104-0.0019416i,-0.0023487-0.0014327i,-0.0075013+0.0032815i,-0.0070242+0.0091176i,-0.0046804+0.0092303i
-0.00099441-0.0013991i,-0.0018493-0.00078994i,-0.0003902+0.0046778i,0.0068174+0.027562i,0.021952+0.079938i,0.053009+0.13444i,0.092906+0.13813i,0.10097+0.089789i,0.063454+0.042483i,0.02553+0.021757i,0.010797+0.0061432i,0.0019053-0.0078438i,-0.0057443-0.0095328i,-0.0052108-0.0069131i,0.0019389-0.0042043i,0.0071998-0.0041345i,0.0047947-0.0064994i,-0.00029525-0.0071648i,-0.0016378-0.0029362i,0.00012818+0.0044231i,0.004677+0.0066409i,0.010525+0.0040475i,0.011768+0.0022203i
0.00068822-0.00097303i,0.0020422-0.0013423i,0.0046382-0.0069287i,0.015421-0.025752i,0.044235-0.066462i,0.073125-0.121i,0.062693-0.15804i,0.020552-0.14244i,-0.00037501-0.090339i,0.0036619-0.050437i,0.0012634-0.024753i,-0.0036032-0.0025336i,-0.0021744+0.0091515i,-0.00095481+0.0082746i,-0.00181-7.0399e-05i,-0.0047316-0.0069553i,-0.0072192-0.0066662i,-0.0070952-0.0035116i,-0.0032334-0.0022916i,0.001241-0.0043005i,0.0014375-0.0089277i,-0.0021329-0.010864i,-0.003337-0.0078012i
-7.9488e-05-0.0011901i,-0.0018624-0.0010162i,-0.0092966+0.00079086i,-0.031381+0.0046912i,-0.078527+0.0061696i,-0.14068+0.0094483i,-0.16815+0.032781i,-0.12757+0.055055i,-0.063418+0.043914i,-0.02565+0.022578i,-0.0056101+0.014333i,0.0069308+0.0099915i,0.0094355+0.0029239i,0.0054687-0.00077545i,-0.00045673+0.0028702i,-0.0048114+0.0091553i,-0.0053582+0.011711i,-0.0044013+0.0099529i,-0.0050113+0.0059911i,-0.007765+0.0027946i,-0.011402+0.0036222i,-0.011871+0.0066424i,-0.0081538+0.0063189i
-0.00303-0.0027993i,-0.00053381-0.0018097i,0.0070512+0.0022912i,0.024455+0.017714i,0.049014+0.056261i,0.083883+0.11144i,0.11944+0.12795i,0.11619+0.085645i,0.073105+0.043679i,0.036099+0.0278i,0.018617+0.012528i,0.0057408-0.0034487i,-0.004465-0.0082793i,-0.0050871-0.0054881i,0.0025372-0.0023947i,0.010404-0.0017963i,0.012395-0.0031292i,0.0089122-0.0031734i,0.0046876+6.6987e-08i,0.0032894+0.0057161i,0.0070377+0.0098055i,0.010985+0.0083107i,0.0096282+0.0044518i
0.00018149+0.0030296i,-0.0026614-0.0013813i,-0.0075475-0.010245i,-0.0075026-0.027319i,0.013955-0.061885i,0.046411-0.12077i,0.042953-0.1643i,0.0067806-0.14112i,-0.011326-0.080293i,-0.0088732-0.039284i,-0.011746-0.018134i,-0.013622-0.0015524i,-0.0080614+0.0056126i,-0.0030245+0.003756i,-0.0032233-0.0028845i,-0.0073213-0.010173i,-0.01002-0.012302i,-0.0089431-0.010586i,-0.0045033-0.007935i,0.0013723-0.0071458i,0.0043892-0.01002i,0.0032267-0.010954i,0.0014314-0.0068585i
-0.0028546-0.00050576i,-0.0036891+0.0043432i,-0.0056587+0.016345i,-0.013759+0.028817i,-0.054286+0.028536i,-0.1256+0.031134i,-0.16058+0.054311i,-0.12246+0.065033i,-0.064416+0.040772i,-0.030831+0.015698i,-0.008971+0.01006i,0.0073714+0.0068302i,0.012164+0.00061064i,0.0085473-0.0013079i,0.0014485+0.0028182i,-0.0039356+0.0090553i,-0.0062162+0.012458i,-0.0063649+0.01102i,-0.0065768+0.0053908i,-0.009738+0.00034933i,-0.013098+0.00088933i,-0.01282+0.0045886i,-0.0078757+0.0051847i
0.00033456-0.003684i,0.0038163-0.008075i,0.010813-0.017607i,0.020449-0.018009i,0.040552+0.021284i,0.083328+0.084283i,0.12273+0.10232i,0.11413+0.064618i,0.072495+0.029072i,0.043075+0.015098i,0.026654+0.001063i,0.011365-0.0096941i,0.00085952-0.0097014i,-0.0013324-0.0063997i,0.0040058-0.0033837i,0.011055-0.0018804i,0.013478-0.0017498i,0.011346-0.00099639i,0.0067557+0.0020773i,0.0033485+0.0069428i,0.0037423+0.0098404i,0.0057036+0.0095282i,0.0040583+0.0062046i
-0.0038974-0.004416i,-0.01123-0.0019718i,-0.026242+0.0029919i,-0.031161+0.0017759i,-0.0074187-0.033844i,0.024778-0.10438i,0.024211-0.1481i,0.0024507-0.12099i,-0.0045919-0.065331i,-0.0044118-0.02961i,-0.0098049-0.0091349i,-0.012711+0.0045441i,-0.010301+0.0093547i,-0.006669+0.0059351i,-0.0053435-0.0020485i,-0.0072122-0.0083229i,-0.0095214-0.010836i,-0.0086987-0.010022i,-0.0041278-0.0069844i,0.0016709-0.0055439i,0.0054271-0.0072766i,0.0059027-0.0088907i,0.0036811-0.0070002i
0.0063627+0.002586i,0.012231+0.0060702i,0.027241+0.0094767i,0.030036+0.0091945i,-0.015262+0.010493i,-0.097191+0.026241i,-0.13825+0.052235i,-0.10768+0.058129i,-0.062995+0.038121i,-0.035293+0.021548i,-0.012832+0.015883i,0.0035903+0.010519i,0.0083218+0.0042775i,0.0046769+0.0018576i,-0.0007782+0.0052555i,-0.0046561+0.010377i,-0.0058684+0.012908i,-0.0061929+0.010168i,-0.0072937+0.0035811i,-0.009156-0.0016417i,-0.010667-0.0027019i,-0.009893-0.00071517i,-0.0066046+0.00058278i
-0.004064-0.0035975i,-0.0084734-0.010443i,-0.018622-0.023731i,-0.025258-0.023336i,-0.0014158+0.016862i,0.061439+0.076678i,0.10917+0.093163i,0.095378+0.059872i,0.055695+0.027577i,0.032307+0.0079741i,0.018978-0.0089162i,0.005952-0.017613i,-0.0010325-0.016004i,0.00011292-0.0096964i,0.0056001-0.0048197i,0.010134-0.0044639i,0.011366-0.004661i,0.0089472-0.0025608i,0.0039699+0.0012072i,0.00047387+0.0063583i,0.0011739+0.010739i,0.002246+0.011363i,0.0017061+0.0086921i
0.0005076+0.0023232i,0.00060789+0.010908i,0.00051786+0.031195i,0.01026+0.0413i,0.031427-0.00081757i,0.040487-0.088007i,0.024177-0.13523i,0.0072952-0.10751i,0.0043029-0.062419i,0.0012689-0.032757i,-0.0062228-0.011419i,-0.009539+0.0024101i,-0.0082194+0.0075496i,-0.0062147+0.0056743i,-0.0063258-0.00049843i,-0.0090128-0.0064777i,-0.010232-0.008803i,-0.0070098-0.0073074i,-0.00079906-0.0041469i,0.0052698-0.0028837i,0.0080881-0.0033755i,0.0084027-0.0036907i,0.0069493-0.0028039i
-0.00075628-0.0021512i,0.0053818-0.0089342i,0.017367-0.025074i,0.016389-0.044059i,-0.030796-0.037599i,-0.10017+0.0060566i,-0.12333+0.043922i,-0.093646+0.042345i,-0.054257+0.029418i,-0.023878+0.0255i,-0.0015527+0.020452i,0.01115+0.012626i,0.013663+0.0063991i,0.0090213+0.0044008i,0.0028569+0.006849i,-0.00047912+0.010026i,-0.0015581+0.0089091i,-0.0026332+0.0043996i,-0.004139+0.0005829i,-0.0059677-0.0023553i,-0.0079664-0.0042299i,-0.0078608-0.004741i,-0.005228-0.0047462i
-0.001341-0.0041233i,-0.012229-0.003122i,-0.036156+0.003138i,-0.052048+0.027188i,-0.017724+0.067089i,0.054778+0.094219i,0.094235+0.08872i,0.079023+0.063055i,0.048112+0.034803i,0.025216+0.010314i,0.0098755-0.0054774i,9.0325e-05-0.01085i,-0.004804-0.010647i,-0.003121-0.0081664i,0.002473-0.00583i,0.0067665-0.0051842i,0.0062951-0.0042987i,0.0021004-0.0020745i,-0.0016076+0.0017108i,-0.0031742+0.0056674i,-0.0033911+0.0085385i,-0.0031711+0.0094349i,-0.002633+0.0079649i
-0.00044168+3.8463e-05i,0.0092438+0.0057153i,0.033148+0.015913i,0.065076+0.011208i,0.074429-0.036106i,0.054555-0.10162i,0.030981-0.126i,0.014408-0.10111i,0.0019011-0.062917i,-0.0069437-0.031984i,-0.010999-0.010157i,-0.01127+0.0021164i,-0.0082837+0.0057301i,-0.0061269+0.0030295i,-0.0071344-0.0017039i,-0.0082563-0.0042167i,-0.0058924-0.0036821i,-0.0011543-0.0017476i,0.0024005-0.0013785i,0.0040375-0.00082478i,0.0062618-0.00060845i,0.0083645-0.00059582i,0.0089195+0.00041072i
0.0019632-0.0023803i,-0.0026572-0.013471i,-0.016545-0.038516i,-0.04766-0.059937i,-0.091414-0.041065i,-0.12873+0.0088848i,-0.13138+0.038263i,-0.09528+0.035131i,-0.050216+0.02556i,-0.014979+0.019367i,0.0050326+0.012267i,0.011454+0.0047317i,0.011574+0.00061653i,0.007967+0.0011203i,0.0040355+0.0031956i,0.0019295+0.0039567i,-0.00020735+0.002156i,-0.001912-0.0020074i,-0.003087-0.0045727i,-0.0039068-0.0045376i,-0.0047989-0.005368i,-0.0048836-0.0069345i,-0.0035821-0.007707i
-0.0030549+0.0033265i,-0.0060791+0.013752i,-0.012656+0.044401i,-0.004783+0.085758i,0.03416+0.11058i,0.08829+0.10927i,0.10621+0.091298i,0.079714+0.064328i,0.049549+0.033957i,0.026727+0.009168i,0.010124-0.0034394i,0.001849-0.0080598i,-0.0014169-0.0084767i,-8.5656e-06-0.0060423i,0.0029086-0.004544i,0.0032332-0.0047409i,0.00073231-0.0039951i,-0.0031218-0.00079377i,-0.0049096+0.0033341i,-0.0043327+0.0059925i,-0.0044172+0.0072491i,-0.0047019+0.0081594i,-0.0052364+0.0072231i
0.0014984+0.00115i,0.012285-0.0049185i,0.037135-0.022838i,0.064585-0.058836i,0.067076-0.10404i,0.039405-0.13745i,0.01787-0.13346i,0.011595-0.097556i,-0.00085334-0.055498i,-0.010134-0.020681i,-0.008901-0.00167i,-0.0063634+0.0054764i,-0.0051994+0.0071113i,-0.005654+0.0040629i,-0.0070652+0.0014978i,-0.0055181+0.00091573i,-0.0012581+0.0006069i,0.0018048-1.1789e-05i,0.0030988-0.00059348i,0.0038602-0.00017991i,0.0048317+0.0014304i,0.0060674+0.0030428i,0.0067961+0.0034707i
-7.3968e-05-1.7209e-06i,-0.012819-0.0015398i,-0.043989-0.003054i,-0.091971+0.002283i,-0.13039+0.025222i,-0.1367+0.053463i,-0.11963+0.055903i,-0.089062+0.040142i,-0.046476+0.027758i,-0.012101+0.015234i,0.0016869+0.0049233i,0.0057538+0.00091943i,0.0057697-0.00122i,0.0037892-0.0015535i,0.0030178+0.0004604i,0.002069+0.00080206i,6.8632e-06-0.0017221i,-0.0015231-0.0057179i,-0.002929-0.0069116i,-0.0038699-0.0050125i,-0.0031389-0.0045088i,-0.0013049-0.0055187i,0.00064164-0.0062811i
0.0020102+0.0033149i,0.010341+0.011517i,0.032729+0.033675i,0.072478+0.065579i,0.11313+0.082721i,0.12648+0.077954i,0.10793+0.069923i,0.07831+0.050265i,0.047447+0.018752i,0.021489-0.00036017i,0.0077733-0.0057884i,0.0020579-0.0078593i,-0.0011705-0.0077617i,-0.0011896-0.0074116i,-0.00039811-0.0073387i,-0.00083519-0.005111i,-0.0032566-0.0006165i,-0.0055804+0.0039379i,-0.004836+0.0051768i,-0.0026623+0.0035576i,-0.002983+0.0027536i,-0.0055288+0.0019091i,-0.0073099+0.00043968i
-0.0028359+0.00097943i,-0.0037731-0.011377i,-0.0033929-0.042937i,-0.0047916-0.094238i,-0.013701-0.1355i,-0.014533-0.14483i,-0.0025223-0.12858i,-0.001168-0.089805i,-0.0078265-0.042025i,-0.0060088-0.0095575i,-0.0018262+0.0024981i,-0.0013757+0.0048719i,-0.0017385+0.0040505i,-0.0025908+0.0033159i,-0.0026958+0.0027394i,-0.00091949+0.00084523i,0.0018883-0.00064488i,0.0041302-0.00045034i,0.0036362-0.00065704i,0.0021282-0.00089143i,0.0017307+0.00091737i,0.0018606+0.0042542i,0.0018867+0.0060624i
-0.0003041+0.0030854i,-0.0070886+0.012712i,-0.027065+0.03768i,-0.059576+0.077084i,-0.085774+0.10689i,-0.10068+0.10456i,-0.099952+0.078479i,-0.070056+0.050729i,-0.030588+0.030222i,-0.0073264+0.013998i,0.00023943+0.0049232i,0.003367+0.00095397i,0.0050991-0.0003888i,0.0044966+0.00070905i,0.0034627+0.0015073i,0.00053839+0.00022658i,-0.0031732-0.0031842i,-0.0049797-0.0054881i,-0.0062709-0.0041076i,-0.0057411-0.001186i,-0.001794-0.00025153i,0.0032385-0.00082917i,0.0060546-0.0014966i
-0.0027041+0.0026364i,0.0097712+0.00060795i,0.044058-0.0012752i,0.097025-0.0052496i,0.1335-0.0012858i,0.13578+0.015953i,0.11197+0.032246i,0.072781+0.027042i,0.034759+0.0067103i,0.01071-0.0036966i,0.003009-0.0036836i,0.00015267-0.0046433i,-0.0019605-0.0062703i,-0.0023993-0.0068376i,-0.0025283-0.0065937i,-0.0019585-0.0033059i,-0.0017241+0.0014452i,-0.0016823+0.0041147i,-0.00087435+0.0044987i,0.0010398+0.0029066i,0.0011063-0.00018232i,-0.00065643-0.0035378i,-0.0025007-0.0053902i
0.00061247-0.00021006i,-0.0096397-0.0062204i,-0.035442-0.024263i,-0.071694-0.056208i,-0.086986-0.089703i,-0.0671-0.1077i,-0.033751-0.10135i,-0.015286-0.070287i,-0.009412-0.029477i,-0.0020625-0.0057135i,0.00056315-0.00078616i,-0.00064363+0.0011611i,-0.001092+0.0029555i,-0.0014262+0.0027179i,-0.00017004+0.0017348i,0.00094307-0.0012586i,0.0019941-0.0041548i,0.0031714-0.0045298i,0.0021373-0.0047368i,-0.0010906-0.0036746i,-0.0040856+8.0473e-05i,-0.0053029+0.0035513i,-0.0058952+0.0048786i
0.0040704+0.0032491i,0.0087469+0.012581i,0.017842+0.041347i,0.020416+0.086987i,-0.0010619+0.11837i,-0.037003+0.11026i,-0.057638+0.077107i,-0.042665+0.046656i,-0.013555+0.021951i,-0.00032063+0.0057131i,0.0023389+0.0016451i,0.0040207+0.00044988i,0.0045986-0.0010499i,0.004727-0.00099652i,0.0038241-0.00038203i,0.0005703-0.00080402i,-0.0047011-0.0015901i,-0.00875-0.0014743i,-0.0090829+0.00015289i,-0.0058689+0.0020788i,-0.0011528+0.0033547i,0.0033339+0.0045125i,0.0060651+0.0045048i
-0.001418+0.00090629i,0.0017387-0.0093834i,0.015793-0.03477i,0.04511-0.066696i,0.081468-0.071322i,0.098024-0.034596i,0.085661+0.0045078i,0.052366+0.0087718i,0.017189+0.0010498i,0.0018385+0.00075387i,0.0007972+0.00016529i,-0.00083742-0.0018608i,-0.0037066-0.0025721i,-0.0045516-0.0029208i,-0.0037712-0.0016917i,-0.0011544+0.0010252i,0.00054696+0.0031833i,0.001437+0.0039935i,0.0025011+0.0037162i,0.0033358+0.0014i,0.003042-0.0021535i,0.001893-0.0060222i,0.0015485-0.0084534i
-0.0037973+0.0014188i,-0.011084+0.0076042i,-0.036256+0.020065i,-0.073577+0.0242i,-0.094594+6.8e-05i,-0.07557-0.043604i,-0.040867-0.065271i,-0.020364-0.042843i,-0.0075122-0.012384i,0.00070114-0.0023048i,0.00082906-0.0020057i,-0.00077978+0.00050191i,-0.00058525+0.0023199i,-0.00091557+0.0028204i,-0.0019233+0.0015362i,-0.0019577-0.0021731i,-0.00055023-0.0056819i,0.00055316-0.0070232i,1.2718e-05-0.0071117i,-0.0021002-0.0051373i,-0.0053516-0.0017697i,-0.0087163+0.00053622i,-0.010097+0.0018053i
0.0011918-0.0040147i,0.0095557-0.0020534i,0.031423+0.0062568i,0.057574+0.028994i,0.053706+0.059931i,0.0075183+0.075973i,-0.028974+0.064651i,-0.021841+0.033812i,-0.004027+0.0072803i,0.0015082-0.00069601i,0.0010959+0.0014926i,0.0015173+0.0010666i,0.0025598-0.0025615i,0.0038401-0.0041021i,0.0028711-0.0031704i,-0.0014268-0.0010731i,-0.0052055+0.0010504i,-0.0063504+0.0024068i,-0.0058987+0.0042001i,-0.0044139+0.0057253i,-0.0011873+0.0076153i,0.0027083+0.0099268i,0.0047118+0.010475i
-0.0021971-0.0026254i,-0.0073202-0.0080695i,-0.019716-0.027261i,-0.023501-0.056221i,0.0010695-0.06612i,0.042341-0.040659i,0.056447-0.0091975i,0.031398+0.0011726i,0.0044988+0.0022355i,-0.00091571+0.0036432i,0.0020892+0.00057952i,0.00091438-0.00099193i,-0.0011399+0.00035466i,-0.0018886+0.00047013i,-0.00041605+0.00011147i,0.0030091+0.00038647i,0.0049363+0.00075844i,0.0036592+0.00093228i,0.0023544+0.0017172i,0.0032355+0.0015914i,0.0047457-0.0018797i,0.0050759-0.0057503i,0.0055041-0.0076193i
0.0012719+0.00063722i,0.0026305+0.0087227i,-0.001066+0.028469i,-0.016767+0.049184i,-0.039282+0.037846i,-0.04838-0.0081223i,-0.033787-0.035659i,-0.012643-0.022903i,0.00092163-0.0035019i,0.0030094-6.1335e-05i,-0.0002816-0.0014189i,0.00066127+0.00093347i,0.0021296+0.0032263i,0.00076088+0.0044757i,-0.00079202+0.0031813i,-0.0013033-0.00079601i,-0.0020579-0.0046721i,-0.0038352-0.0063628i,-0.0052703-0.0063585i,-0.0053397-0.006007i,-0.0067889-0.0048374i,-0.010091-0.0035083i,-0.010056-0.0029556i
0.0027261+0.0013406i,0.0074796-0.0051219i,0.023299-0.017517i,0.043918-0.024015i,0.045523-0.0020767i,0.014751+0.033862i,-0.013596+0.040394i,-0.012108+0.016824i,-0.0039014-0.0031793i,-0.0017026-0.004295i,0.00095504-0.00011288i,0.001302-0.0007626i,-4.6371e-05-0.0037127i,-0.00060853-0.005269i,-0.0021605-0.0032012i,-0.0039376+0.00094198i,-0.0045679+0.0036694i,-0.0040864+0.0047781i,-0.0036051+0.0052327i,-0.0031024+0.0059665i,-0.0012094+0.0073785i,0.0010782+0.0093532i,0.0016833+0.0093683i
-0.0001897-0.0012972i,-0.0059851+0.00098156i,-0.024079+0.00027161i,-0.041622-0.0067023i,-0.027588-0.01979i,0.015312-0.019619i,0.035217-0.0058349i,0.016071+0.002881i,-0.0010093+0.0065528i,-0.00062745+0.0037175i,0.0010014-0.0011899i,-0.0010204-0.0015221i,-0.0025314-0.00063918i,-0.0024969-0.0010119i,-0.00018205-0.001927i,0.0021217-0.0023179i,0.0027088-0.0020386i,0.0034754-0.0011419i,0.0047788-5.8625e-06i,0.0056579+0.00024498i,0.0064859-0.0013815i,0.0073879-0.0031826i,0.0073853-0.0026408i
0.0011867+0.00061175i,0.0067736+0.0042045i,0.019489+0.014337i,0.026941+0.027315i,0.010655+0.024721i,-0.015881-0.0048598i,-0.019412-0.024455i,-0.0024702-0.012869i,0.0081534-0.0016791i,0.0053797-0.0011252i,0.0010587-0.00046754i,0.0015588+0.00041765i,0.0037292+5.4691e-05i,0.0044034+0.00071672i,0.0035735+0.00014949i,0.00078173-0.0024811i,-0.002371-0.0045165i,-0.0042581-0.0049921i,-0.004314-0.0043239i,-0.0044407-0.0041527i,-0.0059578-0.0041232i,-0.0074542-0.0044695i,-0.0066118-0.0044044i
-0.0012101-0.0054166i,-0.0044922-0.0099118i,-0.0081144-0.022852i,-0.0073087-0.03342i,-0.0018552-0.018216i,-0.0048668+0.018933i,-0.011993+0.029737i,-0.010881+0.0071811i,-0.0084336-0.0061214i,-0.0046703-0.0017192i,0.00044484+0.0011674i,0.0006398-0.00020172i,-0.0011982+0.0003325i,-0.0014005+0.00076134i,-0.00079195+0.001602i,-0.00064642+0.0031609i,-0.00095184+0.0028106i,-0.0013437+0.0013108i,-0.0025652+0.0012089i,-0.0032212+0.0028485i,-0.0029271+0.0060902i,-0.0024927+0.0089148i,-0.0019843+0.0078083i
0.00064454+0.0042275i,-2.7453e-05+0.0083317i,-0.004706+0.019294i,-0.010724+0.027893i,-0.0031163+0.017847i,0.020289-0.00085489i,0.026408-0.003301i,0.0089761+0.0062967i,-0.001118+0.0096651i,0.0011405+0.0032563i,0.0017801-0.0019247i,-0.00072507-0.00050411i,-0.0029446+0.0016614i,-0.0039868+0.0011942i,-0.0032784-0.00036264i,-0.001106-0.0011559i,0.00097167-0.0014972i,0.0013052-0.0015351i,0.001479-0.00042881i,0.004019-0.00070887i,0.0062385-0.0020435i,0.0074138-0.0021168i,0.0069436-0.0011222i
0.0020401-0.00055263i,0.0058115-0.0034824i,0.01596-0.0096157i,0.024492-0.014809i,0.012862-0.017356i,-0.013429-0.020853i,-0.015517-0.020379i,0.0034537-0.010343i,0.010905-0.0027769i,0.0057341-0.00097799i,0.00094802+0.00052921i,0.00076113+0.00062427i,0.0018879-0.00095891i,0.0016531-0.0024504i,0.00053546-0.0035184i,-0.00083699-0.0041737i,-0.0023869-0.0033813i,-0.003254-0.0019386i,-0.0028764-0.0020063i,-0.0036427-0.003205i,-0.0049595-0.0034461i,-0.0041847-0.0038622i,-0.0018347-0.0043863i
0.0002753-0.00075064i,-0.0036096-0.00064552i,-0.013272-8.299e-05i,-0.023836+0.00023495i,-0.021264+0.010103i,-0.011802+0.029262i,-0.01049+0.026925i,-0.01184+0.0041081i,-0.0087555-0.0050481i,-0.0017336-0.00070835i,0.001701+0.00022413i,0.00029244-0.0021062i,-0.0010454-0.0027132i,0.00022728-0.0013395i,0.0016085+0.00053951i,0.001126+0.0015492i,-3.284e-05+0.00066505i,-0.001338-0.00069208i,-0.0023922+0.00028165i,-0.0027694+0.003087i,-0.0025758+0.0045282i,-0.003921+0.0045995i,-0.0043625+0.0034603i
-0.0012341-0.00030962i,0.0032919+0.0019168i,0.01021+0.009166i,0.018714+0.017051i,0.025143+0.0095052i,0.029146-0.006754i,0.021904-0.0046019i,0.0045717+0.0086025i,-0.0023299+0.010218i,-0.00068826+0.0023532i,-0.00039019-0.0014854i,0.00019044+0.00068821i,0.00074314+0.00309i,0.00023827+0.0040718i,0.00088423+0.0028341i,0.0016268+0.001292i,0.00058959+0.00023333i,0.00062268-0.00013676i,0.00097619+0.00016756i,0.0015238-2.0696e-05i,0.0033285+0.00088215i,0.0041617+0.0022666i,0.0028158+0.0024923i
0.0006949-0.0048678i,-0.002258-0.0081145i,-0.0063272-0.017557i,-0.011798-0.027696i,-0.021467-0.02671i,-0.030673-0.019219i,-0.019698-0.014865i,0.0025137-0.01041i,0.0075534-0.0049814i,0.0018367-0.00035549i,0.00055016+0.0022014i,0.0024754+0.0015408i,0.0019277+0.00010203i,-0.0007531-0.00087293i,-0.002016-0.0014725i,-0.0017747-0.00071252i,-0.0012283+0.00064344i,-0.0013021+0.00038851i,-0.0014798-0.00068134i,-0.0015758-0.00077456i,-0.001618-0.00112i,-0.00040761-0.0021959i,0.0015161-0.0017622i
0.00084508-0.00061924i,0.00078931+0.0027061i,-0.003743+0.00973i,-0.0085995+0.022001i,-0.0051089+0.032418i,0.0024599+0.03618i,-0.00085493+0.024326i,-0.0088997+0.0038077i,-0.0072576-0.0046045i,-0.00055518-0.0030582i,0.0011299-0.002257i,-0.0011643-0.0019507i,-0.0023015-0.00089392i,-0.0023291-0.0012172i,-0.0011506-0.0019984i,-0.00022643-0.0020005i,-0.0010295-0.0020053i,-0.0017008-0.0015606i,-0.0020623+8.4885e-05i,-0.0023811+0.0022096i,-0.0023206+0.0028105i,-0.0020047+0.0025827i,-0.00092806+0.0010317i
0.00080487+0.00072516i,0.0032266-0.0010765i,0.010052-0.0053785i,0.023408-0.013513i,0.031092-0.02323i,0.027283-0.02805i,0.01762-0.014534i,0.0063738+0.004555i,0.00020782+0.0076728i,-0.0012906+0.0017295i,-0.0021069+2.2737e-05i,-0.0013223+0.0013951i,0.0011765+0.0015576i,0.0032334+0.00016978i,0.0041379-0.001223i,0.003465-0.0018028i,0.0007694-0.0014409i,-0.0015235-0.0011173i,-0.0013603-0.0012831i,0.00014493-0.00044803i,0.0010048+0.0010443i,0.00084632+0.0019535i,-0.00018198+0.0012032i
0.0039259+0.00044744i,0.0013427-0.00033011i,-0.0077464-0.0019354i,-0.024083-0.0047115i,-0.038954-0.0037044i,-0.04055-0.00010909i,-0.021427-0.0029638i,0.00075794-0.0062941i,0.005414-0.0032871i,0.0016059+0.0010545i,0.00050661+0.0017465i,0.0010452-1.0174e-05i,0.00076166-0.00035816i,-0.00047159+0.00019309i,0.00026943+0.00098154i,0.0023239+0.0010296i,0.0025385+0.00027603i,0.00079686-0.00018437i,-0.00063313-2.8436e-05i,-0.0011155+0.0003285i,-0.0014037-0.00057i,-0.00028941-0.00064149i,0.00037278+0.00078513i
0.00015178+0.0018858i,0.0035418+0.00255i,0.0082675+0.0089772i,0.018488+0.020174i,0.02933+0.030635i,0.027588+0.030259i,0.0087807+0.017676i,-0.0077892+0.0029581i,-0.0074675-0.0039352i,-0.00066033-0.0043045i,0.0017233-0.0028142i,0.00030989-0.0016099i,-0.0012389-0.00065565i,-0.0025926+0.00041683i,-0.0032064+0.00064692i,-0.0034858-0.00043666i,-0.0035638-0.0019136i,-0.0028243-0.0020774i,-0.0021318-0.00050964i,-0.0014232+0.0014125i,-0.00094734+0.0019006i,-0.00028617+0.0010177i,0.001532+0.00021152i
