-0.0023137+0.00041588i,-0.0013006-0.0002653i,-0.00092321-6.6501e-05i,-0.0011056+0.00065122i,-0.0012671+0.0013086i,-0.0016661+0.0012047i,-0.00106+0.0009612i,-0.00041484+0.00065556i,0.00020697+0.0011016i,0.0011466+0.0012998i,0.0014659+0.00095563i,0.0005893+0.00039916i,0.00069401-0.00047172i,0.0016878-0.00056163i,0.0012766-0.00027548i,0.00031491-0.00012137i,-0.00023309-0.001309i,-0.00044646-0.0020769i,-0.00053816-0.001223i,-0.00014313+0.0001061i,5.2857e-05+0.00038794i,0.00035307+3.5943e-05i,0.00038418-0.00039077i
0.010336-0.0021354i,0.022423-0.025572i,0.011281-0.08992i,-0.044634-0.18389i,-0.10546-0.24545i,-0.1409-0.21161i,-0.13489-0.11933i,-0.071728-0.047015i,0.0031655-0.0019563i,0.034986+0.02496i,0.025473+0.029321i,0.0057353+0.024766i,-0.0014203+0.019928i,0.0054078+0.01448i,0.016713+0.0092094i,0.027644+0.0012231i,0.036128-0.0043168i,0.038163+0.0016606i,0.031246+0.0030916i,0.011737-0.011285i,-0.01242-0.020783i,-0.025711-0.012122i,-0.02903+0.0033219i
-0.0082214+0.0010657i,-0.031085+0.014727i,-0.043281+0.064106i,-0.016585+0.13224i,0.035955+0.14384i,0.08181+0.075566i,0.075076+0.01386i,0.021403-0.0048125i,-0.013813-0.022702i,-0.020804-0.035909i,-0.013426-0.021691i,0.0023537+0.0018043i,0.010669+0.0085177i,0.0079241-0.0035622i,-0.0032737-0.016699i,-0.015215-0.023399i,-0.017287-0.029973i,-0.010094-0.039542i,-0.010764-0.037427i,-0.020403-0.010203i,-0.017947+0.019663i,-0.0020829+0.029462i,0.011576+0.027684i
0.0094393+0.0044613i,0.040544+0.01294i,0.088719+0.017507i,0.13512+0.025339i,0.15648+0.058027i,0.1282+0.072338i,0.076155+0.029738i,0.021032-0.0030519i,-0.02307+0.0086178i,-0.028062+0.018819i,-0.015875+0.0072232i,-0.010394-0.012442i,-0.012548-0.021484i,-0.018887-0.01095i,-0.019891+0.0060014i,-0.020008+0.015284i,-0.028396+0.014468i,-0.040814+0.0061418i,-0.039429+0.0046979i,-0.014075+0.01156i,0.014157+0.01098i,0.024023+0.0025269i,0.023136-0.0069218i
-0.0099063-0.014078i,-0.037042-0.03966i,-0.095145-0.072199i,-0.17331-0.089507i,-0.22547-0.068784i,-0.19617-0.0010686i,-0.1119+0.062838i,-0.020953+0.073504i,0.040049+0.046749i,0.051524+0.022045i,0.035464+0.0099124i,0.010488+0.0047498i,-0.0041172+0.0077553i,0.005137+0.010375i,0.020324+0.0060127i,0.0238+0.0025154i,0.017274+0.014563i,0.0091965+0.037206i,0.0094438+0.040761i,0.011496+0.015281i,0.0006296-0.010254i,-0.011514-0.015839i,-0.013526-0.01487i
-0.0018738+0.015026i,0.0047642+0.048491i,0.020477+0.089305i,0.038649+0.089832i,0.039482+0.024897i,0.017386-0.052579i,0.012349-0.071528i,0.024762-0.062508i,0.018929-0.056153i,0.0058953-0.037208i,0.0072087-0.016307i,0.018306-0.0025057i,0.02241-0.00082253i,0.012537-0.010441i,0.0015476-0.018008i,0.00092597-0.0195i,0.015085-0.018231i,0.036771-0.015969i,0.039349-0.015913i,0.01574-0.013164i,-0.0051056-0.0015986i,-0.0089829+0.0062927i,-0.0091516+0.0075898i
0.0064012-0.0096002i,0.025836-0.040791i,0.066437-0.08118i,0.12101-0.099201i,0.15605-0.077418i,0.13076-0.049244i,0.037658-0.045222i,-0.049785-0.027605i,-0.065693-0.0015223i,-0.039384-0.0035871i,-0.019-0.016863i,-0.01377-0.019899i,-0.015154-0.013502i,-0.01799-0.0027024i,-0.017807+0.0087285i,-0.013725+0.0080417i,-0.012689-0.012465i,-0.019795-0.038733i,-0.028453-0.041014i,-0.022899-0.015772i,-0.0033626+0.0041855i,0.0080082+0.0069659i,0.0085511+0.0082933i
-0.012983+0.0053815i,-0.044366+0.023722i,-0.094905+0.055728i,-0.12602+0.092136i,-0.099502+0.12023i,-0.039208+0.12574i,0.015575+0.11014i,0.03648+0.078693i,0.023273+0.048326i,0.0010352+0.026564i,-0.017687+0.016173i,-0.02082+0.01538i,-0.0096876+0.014683i,0.0061711+0.011177i,0.015332+0.0038344i,0.008547-0.00095451i,-0.013069+0.0067398i,-0.036469+0.023025i,-0.037692+0.033398i,-0.015681+0.0263i,3.0046e-05+0.0091937i,0.0024694+0.0014097i,0.0063179-0.0018982i
0.0051048-0.0054072i,0.035154-2.3037e-05i,0.064979+0.0095452i,0.045724+0.018404i,-0.038307+0.017021i,-0.081754+0.0034355i,-0.036452-0.028346i,0.017903-0.052892i,0.034161-0.037348i,0.032937+0.0051958i,0.034753+0.025836i,0.031518+0.014672i,0.021018-0.0025914i,0.008565-0.015524i,-0.0027596-0.019728i,-0.0074396-0.01117i,0.0034378+0.0073174i,0.024998+0.026256i,0.037533+0.024703i,0.028333+0.005362i,0.0087482-0.0028735i,-0.0010111-0.0022172i,-0.0056019-0.0090727i
-0.014607-0.012002i,-0.036844-0.032748i,-0.06164-0.070765i,-0.045909-0.10775i,0.013958-0.12247i,0.023124-0.10988i,-0.035846-0.056803i,-0.065246-0.0025436i,-0.038977-0.0060809i,-0.0069548-0.034731i,0.0036754-0.039654i,0.0011973-0.027914i,-0.0068182-0.012149i,-0.014427+0.0053167i,-0.011111+0.016316i,4.6928e-05+0.011397i,0.011326-0.008781i,0.01837-0.035063i,0.010084-0.045294i,-0.005453-0.028553i,-0.0075465-0.0076961i,-0.0038381+0.00015423i,-0.0065815+0.0052757i
0.0076823+0.012779i,0.020229+0.040919i,0.040658+0.079682i,0.057501+0.088139i,0.061614+0.057358i,0.069778+0.045751i,0.072353+0.048882i,0.04383+0.041615i,-0.0045462+0.03927i,-0.038759+0.032702i,-0.041479+0.022886i,-0.024545+0.02129i,-0.0053087+0.015462i,0.0080179+0.0067333i,0.014536-0.00080053i,0.010531-0.011091i,-0.010708-0.018893i,-0.040434-0.017042i,-0.050811-0.0022081i,-0.03228+0.01399i,-0.011099+0.015355i,-0.0017198+0.013605i,0.0087151+0.016441i
0.005893-0.015025i,0.011428-0.040019i,0.011112-0.062171i,-0.00048988-0.022229i,-0.011338+0.068148i,-0.015938+0.084326i,-0.012424+0.020185i,0.0060332-0.019225i,0.033052-0.006442i,0.052882+0.018567i,0.053201+0.021294i,0.036295+0.005974i,0.017164-0.0061183i,0.0046575-0.013709i,-0.0081451-0.016796i,-0.01987-0.0067808i,-0.021707+0.016924i,-0.011843+0.04265i,0.0070904+0.045809i,0.018332+0.02287i,0.012381+0.004538i,0.0063498+0.00019005i,0.0057524-0.0053106i
-0.014605+0.0090944i,-0.035458+0.030008i,-0.059701+0.052575i,-0.066505+0.028829i,-0.071256-0.036972i,-0.074619-0.051162i,-0.052938-0.016118i,-0.029786-0.015623i,-0.013894-0.044122i,0.0018325-0.060191i,0.0021229-0.057096i,-0.0074297-0.036875i,-0.0092275-0.013481i,-0.0068121+0.0013172i,-0.0030817+0.012671i,0.0087132+0.022165i,0.028129+0.021092i,0.045799+0.0046273i,0.040516-0.017557i,0.014756-0.025116i,0.00064336-0.016874i,-0.0013554-0.012835i,-0.0093647-0.013249i
0.0088481-0.006846i,0.035025-0.016278i,0.060974-0.038568i,0.052419-0.056312i,0.03009-0.050134i,0.032614-0.043802i,0.029908-0.0328i,0.0088753+0.0019208i,-0.022437+0.023157i,-0.052069+0.022588i,-0.050426+0.026191i,-0.024318+0.024879i,-0.0054941+0.013982i,0.0036324+0.0078157i,0.014183-0.00035671i,0.021107-0.019801i,0.015021-0.040703i,-0.0060745-0.051874i,-0.027071-0.037309i,-0.026299-0.0054044i,-0.012645+0.0087785i,-0.0066726+0.0076751i,-0.0042544+0.01024i
-0.014043-0.0040785i,-0.039264-0.0088996i,-0.059157+0.0028558i,-0.021131+0.03347i,0.051186+0.052048i,0.066346+0.049906i,0.031432+0.036937i,0.015085+0.026645i,0.026469+0.029088i,0.036396+0.033077i,0.036117+0.023236i,0.027699+0.0043745i,0.015483-0.0083972i,0.0041821-0.014019i,-0.010544-0.016564i,-0.030944-0.016154i,-0.052007-0.0072091i,-0.057795+0.013704i,-0.03502+0.029694i,-0.0058911+0.026393i,0.0044983+0.018937i,0.0073905+0.019251i,0.015898+0.016724i
0.013444+0.0043347i,0.033758+0.024683i,0.0566+0.036254i,0.036667+0.026808i,-0.021445+0.025497i,-0.045284+0.031934i,-0.020596+0.016024i,0.00052608-0.014467i,0.0028039-0.029771i,0.0070011-0.031089i,0.0014189-0.030492i,-0.012678-0.019177i,-0.014616-0.0073046i,-0.013394-0.0015716i,-0.01239+0.010305i,-0.0026023+0.032047i,0.013884+0.050231i,0.029537+0.049077i,0.031949+0.024758i,0.018366-0.0019202i,0.0062824-0.011212i,0.0034162-0.012395i,0.00056955-0.014557i
-0.00042857-0.015179i,-0.011695-0.043457i,-0.042274-0.069618i,-0.070364-0.056607i,-0.072281-0.032232i,-0.055637-0.029399i,-0.04367-0.026515i,-0.041295-0.0097303i,-0.034102+0.0010127i,-0.025274+0.0039149i,-0.014346+0.014237i,-0.0018483+0.020243i,0.0034975+0.018947i,0.0093737+0.015032i,0.020946+0.0042314i,0.035052-0.013548i,0.046748-0.033352i,0.042621-0.047042i,0.019848-0.041741i,-0.0029176-0.022444i,-0.010602-0.011474i,-0.014682-0.011783i,-0.020778-0.0089026i
-0.0097085+0.01349i,-0.012157+0.043209i,0.0034609+0.071651i,0.044789+0.050167i,0.073839-0.0030897i,0.062798-0.021516i,0.036967+0.002944i,0.02268+0.019536i,0.010715+0.016177i,0.0044673+0.011932i,0.009817+0.0025105i,0.01446-0.0097639i,0.011477-0.014105i,0.006016-0.013771i,-0.0045379-0.018233i,-0.027025-0.028699i,-0.052818-0.037201i,-0.0642-0.03293i,-0.050859-0.011566i,-0.021726+0.0087103i,-0.0010674+0.014781i,0.005212+0.016096i,0.009534+0.016539i
0.0051191-0.0063687i,0.02628-0.029178i,0.041287-0.056518i,0.029406-0.051992i,0.01376-0.0085028i,0.020432+0.023481i,0.031224+0.0072764i,0.030585-0.011938i,0.029321-0.0054848i,0.02386-0.0013869i,0.0078615-0.0034167i,-0.0082113-0.0035613i,-0.013528-0.0038434i,-0.015251+0.00055594i,-0.017724+0.014131i,-0.020256+0.036637i,-0.023592+0.0614i,-0.019328+0.070828i,-0.0050567+0.051549i,0.0048474+0.020188i,0.0075053+0.0053479i,0.011864+0.00381i,0.016592-0.00093033i
-0.016728+0.0020808i,-0.047439+0.014764i,-0.081325+0.046175i,-0.07585+0.078818i,-0.047829+0.08046i,-0.042043+0.042832i,-0.048799+0.01137i,-0.036059-0.0017187i,-0.01174-0.01472i,0.0055383-0.017478i,0.012477-0.0072399i,0.013821+0.0074345i,0.013105+0.013054i,0.013896+0.0083762i,0.023321+0.003899i,0.045784+0.0006032i,0.070355-0.0037245i,0.075053-0.0086523i,0.049284-0.013641i,0.013099-0.013023i,-0.0080265-0.0084056i,-0.014653-0.0066492i,-0.016787-0.0043178i
0.01646+0.0034543i,0.046951+0.0092348i,0.082296-0.00050131i,0.076421-0.037076i,0.025703-0.065893i,-0.0082843-0.039205i,-0.0012822+0.0056571i,-0.0063069+0.018826i,-0.031468+0.019644i,-0.038975+0.014334i,-0.024818-0.0020133i,-0.0081974-0.01524i,-5.4187e-05-0.018267i,0.00059776-0.018107i,-0.0052214-0.026799i,-0.015858-0.045859i,-0.025784-0.067284i,-0.032073-0.073959i,-0.030997-0.04933i,-0.019918-0.01398i,-0.0076009+0.0018826i,-0.003765+0.0033247i,-0.0042651+0.0045777i
-0.0085294-0.016655i,-0.032917-0.038642i,-0.069528-0.059827i,-0.078195-0.04506i,-0.03351-0.010419i,0.019012-0.010286i,0.025231-0.025476i,0.018529-0.010722i,0.022789+0.011384i,0.014574+0.021617i,-0.002877+0.024029i,-0.01427+0.015439i,-0.017553+0.0073586i,-0.016104+0.0086197i,-0.019911+0.016333i,-0.035407+0.02997i,-0.055761+0.045711i,-0.061794+0.052718i,-0.040339+0.04237i,-0.0089228+0.02218i,0.0080098+0.0071853i,0.011144+0.0013913i,0.010983-0.00083894i
0.0044909+0.017533i,0.015242+0.050702i,0.041573+0.090883i,0.07072+0.092146i,0.063779+0.052795i,0.01675+0.028672i,-0.0093486+0.018392i,-0.0013882-0.014219i,0.015688-0.040074i,0.032086-0.038962i,0.034323-0.023717i,0.025026-0.004069i,0.01698+0.0042453i,0.013322+0.0030851i,0.020598+0.0057722i,0.040259+0.016628i,0.061641+0.033225i,0.070629+0.039696i,0.053938+0.02409i,0.023333+0.004178i,0.0047494-0.0012839i,0.0023488+0.0015719i,0.0051001+0.0026754i
0.0030513-0.011675i,0.012711-0.042838i,0.012566-0.083363i,-0.016436-0.087618i,-0.045921-0.034991i,-0.032036+0.0092649i,-0.0097987+0.012945i,-0.014323+0.018687i,-0.026995+0.020856i,-0.030357+0.0049209i,-0.02049-0.010152i,-0.0060184-0.016138i,-0.00049938-0.015296i,-0.0025371-0.014138i,-0.002343-0.022198i,0.0017067-0.045242i,0.0083919-0.075046i,0.01111-0.085075i,0.0037423-0.061654i,-0.0058145-0.025186i,-0.0090523-0.0032907i,-0.0073754+0.00059302i,-0.0053912-0.0015445i
-0.011483+0.014404i,-0.0367+0.035486i,-0.061849+0.0711i,-0.04854+0.082812i,-0.0052789+0.038162i,0.010735-0.013932i,0.0030741-0.013895i,0.0042665+0.010788i,0.0077034+0.03424i,0.0041601+0.049138i,-0.0019249+0.041947i,-0.0077393+0.022064i,-0.0095703+0.011514i,-0.0092739+0.010708i,-0.018105+0.012096i,-0.040792+0.015972i,-0.070727+0.017865i,-0.083831+0.014893i,-0.062274+0.012373i,-0.025687+0.00923i,-0.0044762+0.0023076i,-0.0037703-0.0033725i,-0.0097058-0.0041222i
0.012599-0.0010118i,0.045667-0.0067968i,0.089799-0.024675i,0.097667-0.050669i,0.05344-0.049483i,0.013628-0.015401i,0.0061607-0.0010491i,0.0099784-0.01928i,0.012792-0.034618i,0.019322-0.033204i,0.022589-0.022873i,0.017123-0.0082755i,0.012219-0.00073346i,0.011338+0.00022867i,0.016205+0.0082016i,0.026619+0.027906i,0.036525+0.054483i,0.03668+0.06796i,0.025483+0.050749i,0.011849+0.020154i,0.0028784+0.0038722i,0.0015622+0.0041744i,0.00564+0.0092006i
-0.013894-0.0043554i,-0.041985-0.018511i,-0.08467-0.023418i,-0.097924+0.0045904i,-0.05206+0.043048i,-0.0015795+0.041123i,0.003332+0.010607i,-0.014723-0.0082472i,-0.018653-0.020676i,-0.016926-0.033195i,-0.017615-0.02996i,-0.0082581-0.020529i,-0.0012831-0.015679i,-0.0024065-0.015732i,0.0010452-0.023156i,0.013156-0.038928i,0.03096-0.054851i,0.044358-0.057349i,0.036049-0.041524i,0.013954-0.01721i,0.0032238+0.0013916i,0.0076722+0.0060737i,0.013312+0.00016763i
0.0017296+0.012167i,0.018615+0.040055i,0.051543+0.075345i,0.076197+0.070487i,0.052837+0.019339i,0.0042121-0.013301i,-0.012969-0.00048368i,-0.00081335+0.022486i,0.0027244+0.042001i,0.0019483+0.052678i,0.0041448+0.037773i,-0.00034682+0.014866i,-0.0049166+0.0046955i,-0.0082128+0.0042559i,-0.016167+0.0042905i,-0.032922+4.5849e-05i,-0.055121-0.013033i,-0.065059-0.025835i,-0.050274-0.021922i,-0.023241-0.0080127i,-0.0034417-0.0019023i,-0.0012248-0.004766i,-0.0076819-0.0064576i
9.9053e-05-0.010735i,-0.00021538-0.042088i,-0.0093245-0.090524i,-0.036281-0.10554i,-0.050821-0.062652i,-0.027488-0.012794i,0.0012365+0.0026235i,0.012094+0.0068524i,0.021555+0.013343i,0.027737+0.0099804i,0.021805+0.0053421i,0.011664+0.0052155i,0.0057546+0.0060137i,0.0081379+0.007509i,0.013027+0.013929i,0.014329+0.029147i,0.0077884+0.050293i,-0.0047109+0.062726i,-0.0079746+0.051898i,-0.0035561+0.02525i,-0.0058646+0.0059377i,-0.010087+0.0038509i,-0.008242+0.008665i
-0.0041378+0.0063095i,-0.022343+0.032005i,-0.040344+0.077182i,-0.022472+0.10596i,0.022866+0.081041i,0.036452+0.028643i,0.012054-0.0074624i,-0.010562-0.032509i,-0.024942-0.050821i,-0.031182-0.046844i,-0.022832-0.028677i,-0.0063265-0.014119i,0.002774-0.010211i,0.0017272-0.012782i,0.0032672-0.016724i,0.015015-0.021988i,0.037242-0.021418i,0.054345-0.015134i,0.045753-0.010864i,0.021396-0.0057647i,0.0069738+0.0035239i,0.0089823+0.0088455i,0.014875+0.006402i
0.011766-0.004468i,0.041004-0.01547i,0.082068-0.042873i,0.087509-0.072749i,0.038666-0.069338i,-0.0101-0.030076i,-0.021899+0.0027313i,-0.0215+0.016963i,-0.02122+0.022373i,-0.012608+0.017179i,-0.0049486+0.007585i,-0.0051606-0.00084728i,-0.0090471-0.0037147i,-0.012796-0.00018042i,-0.016913+0.00072021i,-0.022915-0.0095686i,-0.030359-0.031478i,-0.032738-0.049976i,-0.026401-0.044551i,-0.01366-0.022271i,0.00027619-0.0091592i,0.0064873-0.011373i,0.0042342-0.015666i
-0.008937-0.0012839i,-0.038409-0.0070932i,-0.088643-0.0079108i,-0.11914+0.013181i,-0.091062+0.039525i,-0.03178+0.036064i,0.0095501+0.020983i,0.034838+0.022956i,0.057088+0.028405i,0.056243+0.022694i,0.033132+0.014277i,0.013265+0.01293i,0.0078498+0.014642i,0.011928+0.012773i,0.013595+0.012032i,0.0035976+0.018527i,-0.017879+0.03076i,-0.037046+0.039755i,-0.033977+0.035503i,-0.017079+0.020121i,-0.010799+0.005952i,-0.0162+0.0018371i,-0.019605+0.0027735i
0.011548+0.014071i,0.033031+0.034896i,0.075259+0.060603i,0.11394+0.055642i,0.10552+0.011947i,0.053408-0.021889i,0.011428-0.027887i,-0.0023917-0.036575i,-0.015236-0.041749i,-0.019745-0.025955i,-0.0068232-0.010234i,0.0042006-0.0084283i,0.0064472-0.012366i,0.0033427-0.01577i,0.0030668-0.014266i,0.012347-0.0060863i,0.030773+0.0082451i,0.045919+0.020762i,0.040535+0.018222i,0.020762+0.0090688i,0.0061589+0.0092614i,0.0038226+0.015684i,0.0062547+0.018628i
-0.0077255-0.010579i,-0.011602-0.03936i,-0.026209-0.084776i,-0.050185-0.10432i,-0.059933-0.065621i,-0.039499-0.011681i,-0.02711+0.0086048i,-0.046085+0.015084i,-0.055314+0.021685i,-0.041495+0.01074i,-0.027398-0.0035395i,-0.019249-0.0065532i,-0.017467-0.0043372i,-0.017731+0.0010744i,-0.014113+0.001468i,-0.0094961-0.010558i,-0.00513-0.033393i,-0.0017648-0.050926i,-0.0034229-0.043737i,-0.0044579-0.02186i,0.0028561-0.0088942i,0.0112-0.0092479i,0.015569-0.011795i
-0.0045745+0.0094884i,-0.016605+0.035203i,-0.030811+0.08304i,-0.023261+0.12205i,0.0043022+0.10725i,0.017043+0.055472i,0.019494+0.025764i,0.041096+0.019793i,0.057079+0.0091605i,0.042152+0.00010467i,0.020055+0.00090445i,0.011427+0.0062775i,0.011801+0.010115i,0.012306+0.0085579i,0.0078979+0.0055464i,-0.0046035+0.0069221i,-0.026968+0.011004i,-0.04561+0.013741i,-0.040647+0.013367i,-0.021164+0.0090798i,-0.010298+0.0018927i,-0.01115-0.0045281i,-0.01442-0.0086876i
0.0059716-0.0082788i,0.02844-0.021183i,0.065143-0.0505i,0.081244-0.082158i,0.049051-0.082976i,0.0099609-0.050549i,0.004077-0.028513i,0.0082778-0.033537i,0.0087064-0.033638i,0.016649-0.016739i,0.022664-0.0059655i,0.017444-0.0083419i,0.010427-0.013653i,0.0058134-0.015347i,0.003576-0.010659i,0.0083511+0.00089982i,0.019249+0.018346i,0.025993+0.032148i,0.021039+0.027864i,0.010901+0.013251i,0.0023035+0.0073909i,-0.0024439+0.010738i,-0.0045504+0.014936i
-0.0057869-0.0011153i,-0.032436-0.0032669i,-0.078581-0.0029153i,-0.1094+0.0079029i,-0.085473+0.021494i,-0.036164+0.019713i,-0.022191+0.0096491i,-0.040451+0.014638i,-0.045901+0.029289i,-0.032387+0.024853i,-0.021871+0.010361i,-0.017792+0.0074172i,-0.015757+0.0093721i,-0.012808+0.0088383i,-0.0074688+0.0042276i,-0.0016996-0.0063242i,0.0061176-0.022832i,0.01454-0.033645i,0.013542-0.028i,0.0048848-0.013998i,0.0012277-0.0032518i,0.0049429+0.0012907i,0.011365+0.0017263i
0.0093837+0.010693i,0.030561+0.026044i,0.070148+0.050478i,0.10233+0.061023i,0.091842+0.041846i,0.046543+0.014753i,0.013371+0.011126i,0.012615+0.020502i,0.014301+0.014246i,-0.0010552+0.0055231i,-0.0075438+0.0071276i,8.9554e-05+0.0059832i,0.0054635+0.0035212i,0.00621+0.003997i,0.0024789+0.0033155i,-0.0073322+0.0019951i,-0.023352-0.00017754i,-0.034945-0.0041008i,-0.029594-0.0039535i,-0.01534+0.00090372i,-0.003694+0.0011738i,0.0017789-0.0047166i,0.0019826-0.010515i
0.0003008-0.0090577i,-0.0062144-0.033432i,-0.020573-0.074927i,-0.038037-0.10152i,-0.045957-0.079769i,-0.034766-0.030184i,-0.0051067-0.0068926i,0.018142-0.023699i,0.020456-0.037752i,0.020443-0.030463i,0.017254-0.023031i,0.005801-0.019023i,-0.00084777-0.014792i,-0.001064-0.012228i,-0.00035239-0.0072753i,0.0023734+0.00069009i,0.0046657+0.012367i,0.0026747+0.023314i,0.0012193+0.021659i,0.0028056+0.0096908i,0.0012185-0.00088389i,-0.0049742-0.0027763i,-0.010332+0.00010307i
-0.0067825+0.0064375i,-0.014525+0.029707i,-0.028915+0.069458i,-0.035421+0.099605i,-0.021887+0.089673i,0.0030237+0.043862i,0.0069248-0.0003147i,-0.011218-0.010577i,-0.012725+0.0018044i,0.00061699+0.0044308i,0.0037993+0.00044418i,0.00153+0.0038984i,0.0022842+0.00498i,0.0011176+0.0010281i,-0.00067938-0.0015233i,0.00022976-0.0046737i,0.006818-0.0090175i,0.016405-0.0099024i,0.016077-0.0085389i,0.0054521-0.0045461i,-0.0027295+0.0034412i,-0.0027984+0.011093i,0.00051715+0.014645i
0.0067344-0.0041568i,0.024215-0.017174i,0.058104-0.036822i,0.087034-0.054054i,0.07904-0.057469i,0.029599-0.041678i,-0.016194-0.0044179i,-0.019204+0.033395i,-0.0062249+0.040602i,-0.0059897+0.030249i,-0.0036051+0.021823i,0.0061001+0.0093923i,0.0075507+0.00020074i,0.0036393+0.00029875i,0.0016752+0.0011722i,-0.00033397+0.00044642i,-0.0053761-0.004787i,-0.011038-0.014338i,-0.011909-0.014629i,-0.0065842-0.0043199i,0.0027355+0.0028894i,0.010832+0.0014377i,0.014073-0.0028244i
-0.0033201-0.00030103i,-0.021761-0.0011244i,-0.056667-0.0053859i,-0.089252-0.0090744i,-0.090229+0.00091367i,-0.050915+0.0258i,0.0054341+0.032025i,0.031064+0.0043576i,0.015237-0.015009i,-0.00070026-0.0090962i,-0.0037073-0.0053126i,-0.0085866-0.0040504i,-0.0093453+0.0018909i,-0.0052079+0.0035657i,-0.0021731+0.00077157i,-0.0013756-0.002401i,-0.0070618-0.0011793i,-0.01525+0.0064591i,-0.014385+0.010997i,-0.0059022+0.0053797i,-0.0016741-0.0055226i,-0.0050633-0.01329i,-0.008897-0.015772i
0.010769+0.0037239i,0.024723+0.013657i,0.048973+0.036069i,0.066188+0.05925i,0.066362+0.057319i,0.0531+0.017271i,0.024468-0.03355i,-0.0075432-0.050277i,-0.011368-0.038462i,0.0021881-0.030362i,0.0023519-0.019246i,-0.0013362-0.0041458i,-0.00097821-0.00073986i,-0.0019088-0.0022898i,-0.0036267-0.0010444i,-0.0048679+0.00254i,-0.00060053+0.007672i,0.0088344+0.011305i,0.011539+0.0090135i,0.0034737+0.0021164i,-0.0070612+0.0018093i,-0.012316+0.0085249i,-0.012976+0.013115i
-0.0012953-0.0061915i,-0.0067835-0.02149i,-0.0097517-0.052332i,-0.0076893-0.081622i,-0.010007-0.087212i,-0.029535-0.062149i,-0.050984-0.010412i,-0.04047+0.032946i,-0.01013+0.03513i,0.0029477+0.018867i,0.0055179+0.0068598i,0.0067068-0.0025641i,0.0023545-0.0063483i,-0.0019659-0.0047105i,-0.0009372-0.0020189i,0.0043698-0.00042281i,0.0089013-0.0055943i,0.009053-0.014869i,0.0045982-0.014851i,0.0013747-0.0034048i,0.0060185+0.0075801i,0.014644+0.010848i,0.018981+0.0095779i
0.00053741+0.0041255i,-0.003775+0.017225i,-0.017217+0.039355i,-0.036232+0.058312i,-0.046899+0.063844i,-0.028526+0.071145i,0.022109+0.068124i,0.055519+0.039329i,0.037778+0.019567i,0.013272+0.021569i,0.0060799+0.01619i,0.0018316+0.003655i,0.0021276+0.00070047i,0.0046931+0.0018632i,0.0035349-0.00071103i,-0.00096634-0.0071527i,-0.01086-0.010215i,-0.021207-0.0059808i,-0.019398+0.00023832i,-0.007273+0.0006315i,0.00059094-0.0053308i,0.00086682-0.012213i,0.00026833-0.015994i
0.0019714-0.0050121i,0.011299-0.011648i,0.032391-0.017789i,0.05751-0.010649i,0.074794+0.0047921i,0.079577-0.012364i,0.049082-0.06053i,-0.00364-0.074331i,-0.02147-0.046188i,-0.010162-0.024069i,-0.0041582-0.010756i,-0.00027782+0.0018095i,0.0035846+0.0033711i,0.0039707-0.00060824i,0.0013121-0.0010223i,-0.0027926+0.0045585i,-0.0031953+0.015i,0.001345+0.021247i,0.0036069+0.016828i,-0.0013483+0.0071029i,-0.0097791+0.0025412i,-0.015222+0.0036845i,-0.01682+0.0052913i
0.00036307-0.0010505i,-0.0098731-0.0011851i,-0.029141-0.0079962i,-0.043211-0.029355i,-0.049794-0.059535i,-0.073587-0.060452i,-0.094724-0.0123i,-0.071908+0.027983i,-0.035725+0.017739i,-0.020657-0.0047885i,-0.010174-0.0086711i,-0.001776-0.0047562i,-0.0029183-0.00087041i,-0.0060248+0.0015461i,-0.0037952+0.0023438i,0.0049599+0.0015652i,0.01522-0.0045579i,0.017451-0.013155i,0.011046-0.013987i,0.0037807-0.0055836i,0.0029015+0.0038997i,0.0071419+0.010216i,0.010458+0.012483i
0.00605+0.001809i,0.013206+0.0061017i,0.021299+0.017061i,0.01157+0.035935i,-0.014951+0.066936i,-0.0068652+0.09744i,0.045374+0.092368i,0.074875+0.053615i,0.058988+0.025481i,0.036058+0.020524i,0.018175+0.012388i,0.0020136+0.00042895i,-0.0037176-0.003923i,-0.0021441-0.0038098i,-0.0017261-0.0038674i,-0.0044015-0.0074503i,-0.012976-0.011094i,-0.020157-0.0099777i,-0.016339-0.0050358i,-0.0051707-0.0015815i,0.0034853-0.0036122i,0.008156-0.009246i,0.0092326-0.012102i
-0.0033701-0.0035154i,-0.0053062-0.010634i,-0.0028551-0.020624i,0.020723-0.024241i,0.067332-0.027854i,0.093596-0.053824i,0.065051-0.090575i,0.016473-0.090386i,-0.0023377-0.050896i,0.0029887-0.019526i,0.0030713-0.0068252i,-0.00054094+0.00063787i,-6.5953e-05+0.002157i,0.00099718-0.00057333i,4.8332e-06-0.0023054i,-0.0039821+0.0010889i,-0.0061623+0.010241i,-0.003792+0.01843i,-0.0013477+0.016741i,-0.00174+0.0077209i,-0.0056793+0.00070475i,-0.011586-0.0014666i,-0.014061-0.0023246i
