-0.0021657-0.0011082i,-0.00091208-0.0018091i,-0.0017384-0.0018095i,-0.0029469-0.0011192i,-0.0026929+0.0013121i,-0.0012478+0.0024407i,-0.00053384+0.0017938i,-0.000633+0.0021685i,-0.00033686+0.0027429i,0.00022556+0.0017889i,0.00013434+0.00079987i,-0.00028268+0.00049686i,-0.00031834-4.1794e-05i,-0.00029407+0.00054897i,0.00027973+0.0008797i,0.00075242+0.00020878i,-0.00041371+0.00054216i,-0.0012473+0.00099685i,-0.00056014+0.001012i,-0.00014436+0.00064232i,-4.9493e-05-0.00035101i,0.00012114-0.00094593i,-0.00023333-0.00068163i
0.00031804-0.0013618i,0.0041502-0.0023901i,0.011219-0.00056342i,0.015817+0.0058764i,0.011801+0.01185i,0.0054693+0.0087925i,0.0053595+0.0013677i,0.0070304-0.0010845i,0.0056054+0.00099695i,0.0026663+0.0016571i,0.00018906-0.0013754i,-0.0017557-0.0031721i,-0.0027534-0.0017421i,-0.0029867+0.00012954i,-0.0027165+0.00013223i,-0.0026293-0.00071403i,-0.0020451-0.00083461i,-0.00046471-8.5624e-05i,0.00073761+0.00073775i,-0.00028283+0.00092231i,-0.0029149+0.0012481i,-0.0035974+0.001122i,-0.0018504-0.00040522i
-0.00015622-0.002093i,-0.0057712-0.004322i,-0.013912-0.010019i,-0.014784-0.016723i,-0.0043717-0.01554i,0.004455-0.0036781i,0.0027693+0.0080182i,-0.0029814+0.010944i,-0.0040686+0.0079429i,-0.00098175+0.0030777i,0.0015038-0.0011811i,0.0016665-0.0044225i,-0.0012849-0.0048686i,-0.0038499-0.0027913i,-0.00334-6.4073e-05i,-0.0023038+0.0024923i,-0.0019662+0.0037918i,-0.0022348+0.0036684i,-0.0012523+0.0027283i,0.001231+0.0023866i,0.0023575+0.0021174i,0.00098899+0.001257i,-0.0015433+0.00037072i
-0.0015071-0.0010536i,-2.5314e-05+0.0013628i,-8.0474e-05+0.0087058i,-0.0043804+0.016298i,-0.010494+0.015383i,-0.01116+0.0058119i,-0.0088794-0.0026357i,-0.0062211-0.0059233i,-0.0030076-0.0055523i,-0.0011785-0.0028267i,0.00048282-6.29e-05i,0.0022866+0.00068386i,0.0037082-0.00030995i,0.0035903-0.0017609i,0.0019936-0.0027314i,0.00065421-0.0029185i,0.00051496-0.002524i,-2.6704e-05-0.0021393i,-0.00091095-0.0012904i,-0.0011047-0.00098416i,-0.00080827-0.001553i,-0.00014971-0.0013142i,0.0014063+0.00012932i
-0.0044379-0.0011958i,-0.0058063-0.0040768i,-0.0057291-0.0090951i,0.00019178-0.012781i,0.007791-0.010361i,0.0062664-0.0073012i,0.00011595-0.0091424i,0.00026394-0.011004i,0.00436-0.008486i,0.0048674-0.0039218i,0.0026915-9.8484e-05i,0.0019688+0.0023274i,0.0028686+0.002885i,0.0034267+0.0018675i,0.00297+0.0011145i,0.0019525+0.00097512i,0.0010708+0.00061874i,0.0011051-3.3005e-05i,0.00025733-0.0011559i,-0.0012502-0.0011019i,-0.0014086+0.00018825i,-0.00023248-3.4958e-05i,0.00073708-0.00097311i
-0.00037344-0.001031i,-0.0030411+0.001568i,-0.0077527+0.0058842i,-0.01452+0.0061623i,-0.014869+0.0010633i,-0.0041476-0.0025638i,0.0084362-0.00074035i,0.014377+0.0044198i,0.012349+0.0070395i,0.0071399+0.0048103i,0.0013282+0.0019005i,-0.0026513+0.0017586i,-0.0029972+0.0038803i,-0.0011908+0.0047902i,0.00098988+0.0035319i,0.0030104+0.00093462i,0.0036048-0.00083901i,0.00274-0.00066874i,0.0012894-0.00042279i,-0.00024163-0.00092765i,-0.00050458-0.00065889i,-0.000506+0.00070821i,-0.00061647+0.0018736i
-0.004869-0.0027829i,-0.0032761-0.0038464i,0.0024343-0.0028228i,0.0098365-0.0018454i,0.012209+0.0016242i,0.0082537+0.0041973i,0.0028317+0.0068858i,-0.0011253+0.010377i,-0.0019533+0.012168i,-0.00066555+0.010464i,-0.00060319+0.0053106i,-0.0010824+0.0011846i,-0.0019485+0.00030598i,-0.0032321+0.0011565i,-0.0032666+0.0031503i,-0.0020944+0.0048165i,-0.0014235+0.004828i,-0.00096408+0.0045048i,0.00059566+0.0026179i,0.001687-0.00019085i,0.0011959-0.0011694i,0.00060956-0.0013983i,0.00056453-0.0014821i
-0.0136-0.003343i,-0.015851+0.0023538i,-0.01946+0.016215i,-0.016108+0.016515i,-0.0034567+0.011724i,0.0065281+0.0045128i,-0.001628+0.00022746i,-0.015416+0.00063062i,-0.018685+0.0012286i,-0.011296+0.0029588i,-0.0025398+0.0025784i,0.002177+0.00050549i,0.0026527-0.0012314i,0.00022122-0.0019433i,-0.0014768-0.0012635i,-0.00073616-0.00011866i,0.00040265+0.0010425i,0.00098271+0.0010901i,0.00085641+0.0014875i,0.00020559+0.0018598i,-0.00025654+0.0016397i,-0.0015414+0.0020564i,-0.0029719+0.0019819i
0.0013341+0.00059144i,0.0031319-0.001422i,0.0050837-0.0043957i,0.0032773-0.00081178i,-0.0031481+0.002379i,-0.0098092+0.0002662i,-0.0093741-0.0080327i,-0.0046948-0.015616i,-0.00096774-0.015221i,0.00031409-0.011418i,0.0012982-0.006507i,0.0014227-0.0022276i,0.0011558-0.0021994i,0.00074182-0.0028649i,-0.0008294-0.0028645i,-0.0034434-0.0030437i,-0.0047333-0.0023807i,-0.0037064-0.00069958i,-0.0023136+0.00035868i,-0.0020309+0.0006508i,-0.0014973+0.00064509i,-0.0004842+0.00042181i,0.00067478+0.00061118i
0.0014246+0.0035251i,-0.00037101-0.0011436i,-0.0029838-0.010212i,-0.00314-0.016643i,0.0015079-0.016472i,0.0043586-0.011426i,0.0069463-0.0069733i,0.011312-0.0033085i,0.014085-0.0017413i,0.01165-0.0029386i,0.0061519-0.0019426i,0.0030276-0.00012545i,0.0029833-0.00026601i,0.0031115+0.00017731i,0.0027921+0.00062883i,0.0031075+0.00030863i,0.0034104+0.00095254i,0.0026345+0.00052197i,0.0012656-0.00093606i,2.2946e-06-0.0020503i,-0.00042391-0.0029564i,-0.00083205-0.0030807i,-0.00090135-0.0023059i
0.0012942+5.8817e-05i,-0.00041066-0.0018237i,-0.0017958-0.001383i,-0.0026628+0.0010378i,-0.0017662+0.001811i,0.00317+0.0026844i,0.0095821+0.0073874i,0.011626+0.014464i,0.0092593+0.016246i,0.0064672+0.0098615i,0.0023027+0.0031387i,-0.0025416+0.0020738i,-0.0022035+0.0031643i,0.00082117+0.0032184i,0.0014055+0.001992i,0.00071532+0.00027421i,0.00088075-7.6062e-05i,0.0010614-0.00041341i,0.00048813-0.00077902i,-0.00058578-0.00032285i,-0.00084861+0.00012828i,-0.00032884+0.0012335i,-3.0284e-05+0.0016776i
0.00090461+0.00052017i,-0.0024397-0.0024696i,-0.0060921-0.010331i,-0.0066609-0.01284i,-0.0050877-0.0061377i,-0.0034077+0.0018694i,-0.0062968+0.0071616i,-0.011449+0.0099771i,-0.0096474+0.011064i,-0.0038064+0.0081604i,-0.00098559+0.0029103i,-0.0019288-0.00020508i,-0.0038447-8.637e-05i,-0.0039919+0.0020532i,-0.0028737+0.0033196i,-0.0017628+0.0040765i,-0.0013841+0.0051312i,-0.0012984+0.0044344i,0.00052337+0.0021265i,0.0023759+6.5564e-05i,0.0020911-0.00070163i,0.0011712-0.0011694i,0.00030229-0.001402i
0.0018098+0.00050587i,-0.00033243-0.00082095i,-0.0047696-0.00014656i,-0.0086051+0.00044165i,-0.0068831-0.0013646i,-0.0031256-0.0016571i,-0.0062549-0.0011611i,-0.010568-0.0018699i,-0.0099642-0.0019604i,-0.0061913-0.0015749i,-0.0020256-0.0022473i,-8.4832e-05-0.0036809i,-0.0016167-0.0042612i,-0.0036353-0.003557i,-0.0032796-0.0024067i,-0.0012567-0.0014521i,0.00058271-0.00055888i,0.0016347-0.0010873i,0.0014613-0.0015761i,-5.293e-05-0.00089426i,-0.00093585-0.00026451i,-0.00094825-0.00011075i,-0.0015968+0.00058288i
0.00034042-4.0333e-05i,-0.00082661-0.0028678i,-0.00051338-0.0061542i,0.0016865-0.0046703i,0.00098667-0.0016777i,-0.001298-0.0033772i,-0.00060443-0.008154i,0.0019533-0.011425i,0.0031439-0.010566i,0.0018102-0.0070811i,0.00059733-0.0030844i,0.0010702-0.00087529i,0.0019418-0.0011629i,0.0011904-0.0022142i,-0.00093035-0.0016823i,-0.002378-0.00051749i,-0.0020385-0.000301i,-0.0012837+0.00069578i,-0.0010263+0.00129i,-0.0014352+0.00064417i,-0.001483+0.00051995i,-0.00071726+0.00049868i,0.00020699+1.6162e-05i
-0.00053444+9.7879e-05i,-0.0032032-0.00084972i,-0.0068031-0.0025502i,-0.0080575-0.004134i,-0.0026758-0.0048855i,0.0048087-0.0031681i,0.007482-0.00097996i,0.0084658+0.0003037i,0.0094768+0.00055076i,0.0073393-0.0010875i,0.0023521-0.0015973i,-0.00053441+0.00024604i,0.00051794+0.0012773i,0.0022756+0.0002871i,0.0023709-0.00097086i,0.0017172-0.0014909i,0.0011384-0.0011722i,0.00080804-0.00072441i,0.00089638-0.000983i,0.00026136-0.0020956i,-0.0010802-0.0020924i,-0.0020048-0.0010253i,-0.00059892-0.00052518i
0.00087025-0.00051267i,3.0288e-05-0.0014617i,-0.0018775-0.0023337i,-0.0034081-0.00071799i,-0.0025591+0.0011229i,0.0002781+0.0021776i,0.0025349+0.0049447i,0.0041432+0.0090102i,0.0052108+0.0097213i,0.0049529+0.0054344i,0.0032619+0.00082998i,0.00027239-0.00057723i,-0.00071714+0.00084615i,-3.0737e-05+0.0014596i,4.614e-05+0.0011621i,2.2485e-05+0.0006853i,0.00037322-9.5721e-05i,-0.00047414-0.0010231i,-0.0014589-0.001131i,-0.0013599-0.0011121i,-0.0014166-0.0017568i,-0.00045242-0.0014219i,0.00068701+8.9977e-05i
-0.0003453-0.0017369i,-0.0017747-0.0029503i,-0.0040163-0.003397i,-0.0047398-0.0034222i,-0.0020717-0.0019909i,-0.00060339+0.00053731i,-0.0050116+0.0026855i,-0.007848+0.0043725i,-0.0051769+0.0061476i,-0.0021789+0.005388i,-0.00095542+0.0026038i,-0.0002527+0.0012864i,-0.00074724+0.0016118i,-0.0012109+0.0026161i,-5.0512e-05+0.0027441i,0.0010923+0.0020311i,0.00171+0.002135i,0.0024885+0.0021539i,0.003349+0.001057i,0.0036499+6.7038e-05i,0.0030159+0.00036793i,0.0019483+0.00080922i,0.00021569+0.00061748i
-0.00062587-0.0012503i,-0.0012828-0.002635i,-0.0026839-0.0025778i,-0.0032756-0.0010103i,-0.0032036-0.00053328i,-0.0018234-0.0015647i,-0.0015833-0.0037789i,-0.0031095-0.004481i,-0.0045209-0.0025818i,-0.0041782-0.00051894i,-0.0024463+0.0011572i,-0.0017623+0.0010853i,-0.0024762-0.00020757i,-0.0036014-0.0014223i,-0.0037752-0.001697i,-0.0030661-0.00047283i,-0.0013343+0.00045095i,-0.0007384+0.00012789i,-0.0015884-0.00017532i,-0.0019707-7.0609e-05i,-0.0016705+0.0010017i,-0.00089142+0.0010893i,-6.5133e-05+0.00096797i
-0.00048093-0.001072i,-0.0019806-0.0020864i,-0.0057922-0.0039083i,-0.0079541-0.0037014i,-0.0063655-0.0030127i,-0.0021726-0.0032116i,0.0019787-0.0027985i,0.003586-0.0020468i,0.0035447-0.0023708i,0.0018847-0.0025677i,-0.0011183-0.0010688i,-0.0025373+0.00012579i,-0.0017709-0.0012599i,-0.00055324-0.0022483i,4.4112e-05-0.0020153i,0.00011787-0.0012476i,-0.00013598+0.00054845i,-0.00032454+0.002289i,-0.00046269+0.0024446i,-0.0010998+0.0018636i,-0.0016222+0.0011589i,-0.0015542+0.00013136i,-0.0012088+0.00036848i
-4.7268e-05-0.00056577i,-0.0010014-0.00068399i,-0.0020862-0.0011411i,-0.0018653-0.00065513i,-5.5497e-05+0.0012257i,0.00084431+0.0029865i,0.00082439+0.0039274i,0.00086653+0.0040336i,0.0026575+0.0018768i,0.003317-0.0018852i,0.0011415-0.0033404i,-0.0005863-0.0024123i,0.00015962-0.0017771i,0.001558-0.0018975i,0.0014036-0.0022287i,0.0010485-0.0020299i,0.00056372-0.0012912i,0.00032837-0.00090333i,0.00062018-0.0021915i,4.0874e-05-0.0034983i,-0.0012437-0.0037733i,-0.0014666-0.0031727i,-0.0005108-0.0015611i
-0.00039768+0.00060747i,-0.0012286-0.0019365i,-0.0022148-0.0046125i,-0.0031525-0.0050591i,-0.0023824-0.0033198i,-0.0011484-0.002328i,-0.0018153-0.00047519i,-0.0025322+0.0022203i,-5.0464e-05+0.0045073i,0.0035241+0.0037698i,0.0036268+0.00080683i,0.0013289-0.00050351i,-5.4542e-05+0.00079916i,-1.73e-05+0.0022991i,0.00043422+0.0022488i,0.00059648+0.001853i,-3.5048e-05+0.0014062i,-0.0015606+0.00022998i,-0.0022717-0.0010558i,-0.001527-0.00087452i,-0.0010155+9.1577e-05i,-0.00045418+0.00087419i,0.00028642+0.00024358i
-0.0014603-0.0012076i,-0.0021075-0.0018862i,-0.0042939-0.0016963i,-0.0033124-0.0011414i,0.00089007-0.00026658i,0.0019642-0.00063314i,0.00043331-0.0025732i,-0.00023392-0.0032175i,0.00026823-0.00012121i,0.0011438+0.0030679i,0.0019534+0.0030111i,0.0013561+0.001969i,0.00060445+0.0022216i,0.0004387+0.0027044i,-0.00078522+0.0020108i,-0.0010739+0.0011279i,0.00019021+0.00068663i,0.0021394+0.00028096i,0.003322+0.00053429i,0.0034312+0.00085117i,0.0040399+0.00021233i,0.0031688-6.856e-05i,0.0013272+0.00086337i
0.0016802-0.00054183i,-0.00082531-0.0047469i,-0.0037718-0.0089153i,-0.0064805-0.0067365i,-0.0074614-0.0023628i,-0.0036005-0.00039783i,0.0013393+0.00045339i,0.0031909+0.001459i,0.00252+0.0016375i,0.00012598+0.00067918i,-0.0016827+0.001107i,-0.0022867+0.0022084i,-0.0032363+0.0021276i,-0.0041082+0.0010776i,-0.0033434+0.00014968i,-0.0021766+0.0011865i,-0.0014626+0.0018441i,-0.00059427+0.0013715i,-0.0001988+0.00028217i,-0.0016163-0.0011905i,-0.0033957-0.0016766i,-0.002275-0.0010188i,-0.00093621-0.00055788i
0.00024549+0.00068573i,-0.0010192-0.00074118i,-0.0032272-0.0029314i,-0.0020045-0.003464i,0.0008046-0.0016309i,0.0012118-0.00061572i,0.00090684+0.0014941i,-6.3596e-05+0.0031907i,-0.0004641+0.0023833i,-0.00061691-0.00054283i,-0.001936-0.001807i,-0.0033016-0.0011427i,-0.0028971-0.0016505i,-0.00072327-0.0018465i,0.00084544-0.0015198i,0.0011565-0.0013036i,0.0010378+6.7202e-06i,0.00050076+0.0021701i,0.00043692+0.0030579i,0.00038887+0.0026315i,-0.0001133+0.0033279i,-0.00070727+0.0036862i,-0.0011489+0.0025164i
0.00088662-0.0013768i,-0.0013866-0.0031878i,-0.0023114-0.0051908i,-0.0034623-0.003996i,-0.0034373-0.0012214i,-0.0014761+0.00093787i,-0.0023799+0.0013156i,-0.0042477+0.0011267i,-0.0011766+0.00029295i,0.0020455-0.0026652i,0.0013359-0.0056632i,0.00010327-0.0056483i,0.0004036-0.0029735i,0.00096627-0.0016509i,0.0007006-0.0012885i,-0.00038429-0.00012544i,-0.0010799+0.0002566i,-0.00061129-0.0015625i,0.00060144-0.0034165i,0.0010835-0.0047529i,6.9115e-05-0.0053674i,-0.00023058-0.0041831i,0.0006954-0.0025447i
-0.0013672-0.0004026i,-0.0032141-0.0012066i,-0.0049846-0.0019974i,-0.0046499-0.0024152i,-0.0021051-0.0013875i,-0.00052453-0.0011965i,-0.00050156-0.0024575i,-5.4311e-05-0.0021677i,0.0020567-0.00022678i,0.0041305+0.0010629i,0.004949+0.0011448i,0.0036002+0.0011225i,0.0010845+0.0018806i,0.00040252+0.0032972i,0.00052829+0.0032919i,0.0011631+0.001634i,0.0013363+0.00091953i,0.00090882-0.00076988i,-9.9304e-05-0.0017635i,-0.001335+0.0002534i,-0.0016222+0.0018013i,-0.0014003+0.0014351i,-0.0013385+0.0013866i
-0.0020817-0.0037199i,-0.002779-0.0037253i,-0.0051108-0.003789i,-0.0052559-0.002237i,-0.0024814+0.00075911i,0.00074135+0.00076853i,0.0026841-0.0021219i,0.0030647-0.0014586i,0.0023947+0.0021766i,0.0017751+0.004559i,0.0016271+0.0049508i,0.0014235+0.0046677i,0.00054455+0.0042501i,-0.00084443+0.0025951i,-0.002192+0.0010249i,-0.0029794+9.6893e-05i,-0.0017521-0.00038558i,0.00092182-0.00041326i,0.0028143+4.1887e-05i,0.0032443+0.000359i,0.0036379+0.00016059i,0.0033191+0.00085143i,0.0024057+0.0018724i
-0.00068602+0.001408i,-0.0017053+0.00044945i,-0.0027802-0.0010987i,-0.0031902-0.0025312i,-0.0027497-0.0035295i,-0.0016303-0.0020914i,-0.00078376+0.001034i,-0.0007203+0.0029264i,-0.00093587+0.0032506i,-0.0020052+0.0033952i,-0.0032544+0.0025926i,-0.003757+0.0011454i,-0.0040438+0.00038931i,-0.0038144+0.00021068i,-0.0028504-0.0004431i,-0.0012174-0.0003055i,5.8005e-05+0.0012765i,-1.4302e-05+0.0017177i,-0.00087519+0.00049394i,-0.002227-0.00064951i,-0.0031959-0.00046871i,-0.0027305-0.00081595i,-0.0020057-0.0015289i
-0.0015787-0.0012186i,-0.0010799-0.0023511i,-0.0011526-0.0018274i,-4.3834e-06-0.00039337i,0.0017867+0.00081039i,0.0023427+0.0014007i,0.00051719+0.002086i,-0.0017142+0.0016657i,-0.0025043+8.1649e-05i,-0.0030477-0.0021949i,-0.0032273-0.0027182i,-0.0029058-0.0022242i,-0.0021793-0.0024415i,-0.00093881-0.0019292i,0.0005865-0.0015557i,0.0007628-0.0013297i,-0.00085027-0.00034604i,-0.0018499+0.00029803i,-0.0019454+0.0013383i,-0.0017178+0.0022804i,-0.0009022+0.0020518i,-0.00042492+0.0015539i,0.00023566+0.0015701i
0.0012985-0.00083033i,-0.00065174-0.0027905i,-0.0030629-0.0047821i,-0.0044588-0.0066696i,-0.0037003-0.0055832i,-0.0017923-0.0022043i,-0.002172-0.0010226i,-0.0023585-0.0012374i,0.00095622-0.0012545i,0.0046788-0.0028791i,0.0045794-0.0046458i,0.0027521-0.0047185i,0.0028572-0.0037431i,0.0025268-0.0025488i,0.00094102-0.0015137i,0.00015078-0.00074702i,0.0001796+0.00024448i,0.00052195-4.7915e-05i,0.0013433-0.0017885i,0.001418-0.0034302i,0.00032693-0.0044624i,-0.0006074-0.0036288i,-0.00036534-0.002148i
-0.0011995-0.001433i,-0.0017753-0.0017447i,-0.003805-0.001837i,-0.0047722-0.00086055i,-0.0022357+0.00068685i,0.00064505+0.0005055i,0.001421-0.0013759i,0.0015709-0.0014753i,0.003327+0.0018068i,0.0049732+0.0035642i,0.0048308+0.0023845i,0.0037875+0.0017528i,0.002825+0.002725i,0.0016104+0.0033457i,0.00071382+0.0021427i,-0.00029371+0.0002054i,-0.00062188-0.0006287i,0.00034212-0.00061968i,0.00025015-0.00042721i,-0.00066882+0.00028319i,-0.00073454+0.0015779i,7.1608e-05+0.0017473i,0.00049861+0.00082959i
-0.0012644-0.00029932i,-0.0025791-0.0014221i,-0.003408-0.003249i,-0.0036314-0.0047396i,-0.0023656-0.00455i,-0.00014786-0.0031315i,0.0012911-0.00095955i,0.0010871+0.0022828i,0.0001451+0.0054623i,0.00078269+0.0062719i,0.00082783+0.0049817i,-0.00072193+0.0034735i,-0.0017714+0.0029305i,-0.001457+0.0030123i,-0.00061901+0.0020492i,-0.00042087+0.0019703i,-0.00026491+0.0031982i,0.00047036+0.0035298i,0.0022589+0.0030069i,0.0037187+0.001844i,0.0027394-0.00013247i,0.0013379-0.00073364i,0.0010307-0.00015235i
0.00023571-0.0004933i,-0.0007045-0.0018758i,-0.0036922-0.0019141i,-0.0056762+6.772e-05i,-0.0040881+0.0017568i,-0.0018048+0.0024017i,-0.0010513+0.0020948i,-0.0015357+0.0017336i,-0.0027066+0.0014062i,-0.0040816+0.0010958i,-0.0046665+0.0010651i,-0.0043868+0.00068426i,-0.0033253-0.00038736i,-0.0024298-0.0010695i,-0.0016976-0.0012909i,-0.00045307-0.0013629i,0.00067092-0.00084962i,0.0015591-0.00010637i,0.0005773-0.00019125i,-0.0018509-0.00092314i,-0.0031234-0.0009118i,-0.0024696-0.00034833i,-0.0011186+0.0003314i
-7.3148e-05-0.00030302i,-0.00062165-0.0028333i,-0.001477-0.0049446i,-0.00070139-0.0046374i,0.00040346-0.0034389i,0.00085585-0.0015074i,0.000133+0.00019156i,-0.00015722+0.00040707i,-0.00016021-0.00080897i,-0.0011396-0.003262i,-0.0016045-0.0042269i,-0.00066549-0.0036989i,0.00019791-0.0035295i,0.00083041-0.0038609i,0.00045655-0.0035381i,-0.00091356-0.0028433i,-0.0025174-0.0019779i,-0.0035936-0.00050891i,-0.0028744+0.00090309i,-0.0010959+0.0016925i,-0.00032689+0.0013704i,-0.00064745-7.7416e-06i,-0.00035402-0.00027253i
-0.00035359-0.0016055i,-0.002618-0.0027157i,-0.0060865-0.0038376i,-0.0069452-0.0033142i,-0.0043389-0.0014677i,-0.001026-0.00041087i,0.00093288-0.00061597i,0.0021801-0.00064313i,0.0036327-0.00098503i,0.0043339-0.002834i,0.0026687-0.0033483i,0.0011613-0.00090626i,0.0014276+0.0002866i,0.0012387+5.5791e-05i,0.00036266+0.0006552i,-7.9995e-05+0.00088145i,0.00070443+0.00060455i,0.0016879-0.00017952i,0.0022141-0.0014649i,0.0018715-0.0022772i,0.00060067-0.0019049i,-0.00027641-0.00041672i,0.0001419+0.00053854i
-0.00079949-0.00089616i,-0.001906-0.0020976i,-0.0033692-0.0027027i,-0.0041418-0.0018713i,-0.0037122-0.00043364i,-0.0014029-0.0004392i,9.5463e-05-0.00072384i,0.00021194+0.00013536i,0.0021731+0.0021456i,0.0046204+0.0030837i,0.0040853+0.0022607i,0.0021231+0.0023568i,0.00066394+0.0035771i,0.00036698+0.0032235i,0.00071288+0.0018799i,0.00070094+0.00086042i,0.0012014-0.00056959i,0.0012833-0.0016908i,0.00063465-0.0010139i,0.00031588+5.267e-05i,0.00060642+0.00017986i,0.00087895-0.0004018i,0.00097122-0.00054649i
4.3371e-05+0.00012327i,-0.0008975-0.0005917i,-0.0017138-0.0019965i,-0.0012295-0.0037998i,-0.00067665-0.0038834i,0.00015643-0.0016907i,5.3685e-05+0.0004563i,-0.00038413+0.0023807i,-0.00023561+0.0048778i,-0.00022586+0.004955i,-0.00087999+0.0026294i,-0.0018348+0.0006493i,-0.0033354+0.00066724i,-0.0036029+0.0011147i,-0.0014514+0.00077655i,-0.00024103+0.00038033i,0.00026803+0.0012836i,0.0017272+0.0028507i,0.0023073+0.0027433i,0.001858+0.0018613i,0.00071165+0.0010437i,-0.0006478+0.00041087i,-0.00133+0.00057145i
-0.00035174-0.0015394i,-0.0013889-0.0021066i,-0.0023418-0.0016467i,-0.0025757+0.00022038i,-0.0026214+0.0016845i,-0.0015591+0.0011029i,-0.00096101+0.000476i,-0.0014212+0.0008404i,-0.002338+0.00072714i,-0.0034512+0.00096051i,-0.0028797+0.00060938i,-0.0011225-0.00059235i,-0.00050785-0.0010341i,-0.00069713-0.0019377i,-0.0007964-0.0025284i,-0.0012141-0.0016701i,-0.0015798-0.0014213i,-0.0011954-0.0011308i,-0.0011856-0.00044725i,-0.0012853+0.00011584i,-0.0016019+0.00026729i,-0.001279+0.0001261i,-0.00045784+0.00040451i
-0.0010769+0.00091408i,-0.00090099-0.00099204i,-0.00076472-0.0038737i,-0.00073756-0.0039492i,-0.00011806-0.0030506i,0.00077057-0.0018094i,0.00096443-0.00061614i,0.00036925-0.0010438i,0.00065441-0.0023027i,0.00065263-0.0032124i,-6.2501e-05-0.0030701i,0.00036099-0.0026585i,0.00086056-0.0029063i,0.00064059-0.0025649i,4.3069e-05-0.0014625i,-0.00080547-0.00053386i,-0.001938-0.00046236i,-0.0026813-0.00060142i,-0.0018906-0.00042257i,-0.00092795-0.0005793i,-0.00096658-0.00070432i,-0.00036157-0.0011075i,-0.00012044-0.0019337i
-0.00027476-0.0020779i,-0.0012797-0.0027613i,-0.003352-0.0024277i,-0.0040515-0.00088743i,-0.0022017+0.0012237i,0.00027772+0.0020542i,0.00059367+0.0017165i,0.00095878+0.001456i,0.0028748+0.00085263i,0.0035778-0.00046748i,0.0026794+0.00021869i,0.0013395+0.001324i,0.0013804+0.0012228i,0.002371+0.00048293i,0.0020612+0.00012427i,0.0012574-0.00012879i,0.00099706-0.00053604i,0.0011299-0.0012166i,0.0014081-0.0019497i,0.001801-0.0015752i,0.0018153-0.00094441i,0.0014855+0.00024409i,0.00044305+0.0016861i
0.0016337-0.00051037i,0.00064077-0.0022843i,-0.0013646-0.003794i,-0.0027362-0.004792i,-0.002641-0.0038856i,-0.0020144-0.0021199i,-0.0011979-0.00025513i,-9.1134e-05+0.0012523i,0.0021114+0.0030569i,0.0038996+0.0037419i,0.002893+0.0024394i,0.0011401+0.0015101i,-0.00024311+0.001962i,-0.0013294+0.0016934i,-0.0013069+0.0012745i,-8.778e-05+0.00096098i,0.00048251+0.0006448i,0.0005651+0.0001092i,0.00092036-9.5253e-05i,0.00073771-0.00024131i,0.00073709-0.00088118i,0.0010093-0.00073738i,0.0012142-0.00084099i
0.00062919-0.00017169i,-0.0006623-0.0021279i,-0.0011915-0.002989i,-0.0015949-0.0025529i,-0.0010382-0.0017712i,0.00027978-0.0016344i,0.00021921-0.001159i,-0.00083104+0.0012166i,-0.00061325+0.0033153i,-0.00040155+0.0036066i,-0.0013075+0.0018329i,-0.0025781-0.00022944i,-0.0033877-0.00094714i,-0.0037973-0.00054443i,-0.0023152-0.00053295i,-0.00036621+0.00037479i,-6.0457e-05+0.0020737i,-0.00025372+0.0028982i,-0.00019182+0.0030463i,-0.00038864+0.0025173i,-0.00098068+0.0012118i,-0.00074766+7.0562e-05i,-0.0010155-0.00010698i
7.2426e-06-0.0010641i,-0.0016574-0.0037024i,-0.0032485-0.0050127i,-0.0039882-0.0036848i,-0.0034224-0.0019233i,-0.0011872-0.00052396i,0.00031773-0.00054031i,-0.00021513-0.0002127i,-0.0018783+0.00033325i,-0.003107-0.00025506i,-0.0025959-0.00086984i,-0.0013395-0.0014349i,-0.0010902-0.0021177i,-0.00050977-0.002523i,-0.00034267-0.0016107i,-0.00028246-0.00024556i,-2.2402e-05+0.00033654i,-0.0013473-0.00014223i,-0.001194-0.00056508i,0.00090021-0.00036941i,0.0010662-0.00075985i,-0.00023946-0.00095867i,-0.0011764-0.00048377i
0.0005157-0.00070129i,-0.00060122-0.0013432i,-0.0011669-0.0017762i,-0.0015324-0.0018132i,-0.00050175-0.001899i,0.001232-0.0013418i,0.0013843-0.00032049i,0.00068972+0.00025089i,0.00059407-0.0016268i,0.0010021-0.0038197i,0.00027435-0.0033411i,0.00028431-0.0018232i,0.0011525-0.0014104i,0.00073042-0.00091726i,0.00073745-0.00022875i,0.00087739-0.00084598i,-3.0816e-05-0.0011597i,-0.00026042-0.00036253i,-0.0004196-0.00045554i,-0.0010929-0.0012803i,-0.0014926-0.0013953i,-0.0010527-0.00073046i,-0.00076576-0.00028965i
