-0.0017925+0.00094392i,-0.00083319-0.00021638i,-0.0017631-0.00038621i,-0.0016866+0.00096428i,-0.00093188+0.0025884i,2.0184e-05+0.0028873i,0.00058583+0.0017632i,0.00096263+0.00063459i,0.001132-0.00044701i,0.00098056-0.0002674i,0.0011889-0.00022295i,0.0011023-0.00094122i,0.00067631-0.00010481i,8.7495e-05+0.00062495i,-3.2818e-05+0.00036455i,-0.00021357+0.00027878i,-9.8747e-05+0.00034081i,9.1739e-05+0.0001817i,0.00041428-0.00015497i,0.00058888-0.00052606i,-0.00015821-0.00097815i,-0.00052763-0.00099925i,-7.1727e-05-0.00025329i
0.25661-0.46346i,0.324-0.27393i,0.45848-0.086027i,0.45998-0.18473i,0.27857-0.30556i,0.062279-0.22431i,-0.090667-0.044399i,-0.11167+0.10225i,-0.041461+0.1412i,6.8578e-05+0.1097i,0.012285+0.079555i,0.025036+0.042179i,0.017646-0.0057219i,-0.01014-0.037244i,-0.031946-0.035116i,-0.028395-0.014681i,-0.013379-0.0086352i,-0.011601-0.015087i,-0.021508-0.014517i,-0.027014-0.0025128i,-0.024131+0.01708i,-0.020242+0.036005i,-0.01334+0.045947i
0.35415+0.68547i,0.48644+0.60534i,0.42443+0.43186i,0.34155+0.29605i,0.30002+0.14903i,0.19405+0.0089584i,0.048885-0.059697i,-0.048136-0.056863i,-0.07912-0.02339i,-0.060952-0.00011194i,-0.02859-0.010565i,-0.016387-0.03603i,-0.022832-0.045238i,-0.021509-0.035384i,-0.0063576-0.022018i,0.0074217-0.012172i,0.0062948-0.0013475i,-0.0051301+0.014088i,-0.012454+0.023677i,-0.015382+0.015641i,-0.023208+0.0015088i,-0.033577+0.0010886i,-0.031388+0.012721i
-0.66109-0.32743i,-0.79106-0.0083004i,-0.61669+0.29206i,-0.31412+0.3786i,-0.11918+0.38338i,-0.057748+0.37138i,-0.017198+0.29352i,0.012979+0.14955i,-0.0024982+0.019726i,-0.028364-0.028378i,-0.014155-0.025151i,0.020376-0.021913i,0.042486-0.03062i,0.054694-0.044398i,0.054232-0.053674i,0.037701-0.042197i,0.025672-0.014515i,0.028052-0.0012613i,0.029465-0.010974i,0.024631-0.0267i,0.025755-0.043706i,0.03225-0.061512i,0.025214-0.070089i
0.54964-0.2087i,0.2415-0.29584i,-0.089937-0.14212i,-0.082908+0.050591i,0.084426+0.0297i,0.15733-0.15057i,0.097958-0.2624i,0.013161-0.21749i,-0.0010127-0.12446i,-0.0066614-0.081673i,-0.03895-0.025745i,-0.024903+0.046366i,0.018622+0.04929i,0.016933+0.0017554i,-0.017856-0.021152i,-0.03505-0.008122i,-0.027493-0.00059425i,-0.021033-0.0064749i,-0.018207-0.0014825i,-0.0062728+0.012998i,-0.0021684+0.018023i,-0.012121+0.013015i,-0.017458+0.0092043i
-0.3611+0.21567i,-0.10468-0.090725i,-0.052903-0.48215i,-0.35873-0.43918i,-0.60589-0.065504i,-0.53075+0.17433i,-0.27589+0.14245i,-0.073033+0.0043475i,-0.01401-0.055529i,0.0053385-0.02239i,0.019457-0.0094362i,-0.017693-0.0077064i,-0.04881+0.040936i,-0.028825+0.10251i,0.018616+0.12604i,0.048541+0.091435i,0.032242+0.039656i,0.0025284+0.020238i,-0.0027291+0.01509i,0.009468-0.0030541i,0.025212-0.020182i,0.043304-0.021527i,0.048873-0.017966i
0.24533-0.62433i,0.19193-0.51358i,0.18847-0.33576i,0.17372-0.34605i,0.15822-0.40986i,0.1874-0.34556i,0.16196-0.13702i,0.13524+0.085208i,0.16546+0.11516i,0.13707+0.0088829i,0.062615-0.039555i,0.029404-0.038284i,0.025589-0.035907i,0.033781-0.025385i,0.034942-0.01582i,0.015264+0.0058328i,0.012264+0.033103i,0.031093+0.034142i,0.039771+0.023036i,0.031489+0.026734i,0.020111+0.042511i,0.014344+0.053092i,0.018377+0.04536i
0.67644+0.62259i,0.84986+0.41385i,0.70282+0.19623i,0.43672+0.043763i,0.10448-0.087972i,-0.2588-0.025835i,-0.33702+0.13589i,-0.16301+0.12706i,-0.07395+0.052427i,-0.062517+0.064103i,-0.03795+0.064788i,-0.048907+0.014955i,-0.086405-0.014227i,-0.095316-0.023047i,-0.068816-0.042332i,-0.03799-0.066419i,-0.024514-0.071553i,-0.023132-0.056195i,-0.026619-0.041297i,-0.031425-0.026457i,-0.031157-0.0070206i,-0.029152+0.012887i,-0.020856+0.02998i
-0.59329-0.33556i,-0.5167-0.084694i,-0.22397+0.15481i,0.14301+0.17417i,0.51476-0.041603i,0.70618-0.35092i,0.59362-0.447i,0.33466-0.28604i,0.13072-0.14113i,-0.013548-0.095304i,-0.088773-0.058667i,-0.064529-0.033332i,-0.020529-0.041909i,-0.032621-0.033581i,-0.061537+0.022834i,-0.046302+0.082333i,-0.0015741+0.086818i,0.023289+0.052204i,0.03011+0.038615i,0.044906+0.04284i,0.049721+0.032517i,0.026767+0.019274i,0.001814+0.016926i
-0.49035+6.5477i,1.0425+6.3573i,3.248+5.6029i,4.1155+2.5084i,3.2525-0.74494i,0.87887-2.3481i,-1.2965-1.5848i,-1.7938+0.0066513i,-0.71197+0.84484i,0.56652+0.37736i,0.84529-0.53964i,0.41187-1.1655i,-0.36208-1.7921i,-1.2983-2.4242i,-1.6406-2.4439i,-1.1182-1.5185i,-0.42291-0.50799i,-0.3063-0.046036i,-0.62085+0.21782i,-0.59483+0.48719i,-0.10711+0.56384i,0.36917+0.29057i,0.42785-0.16377i
-0.54783+0.40215i,-0.37396+0.19503i,-0.27643-0.049244i,-0.2578+0.020252i,-0.10439+0.099459i,0.044241-0.12954i,-0.0044027-0.34678i,-0.098394-0.29058i,-0.094184-0.15943i,-0.086949-0.073046i,-0.065948+0.014627i,0.0019786+0.041827i,0.025183+0.010413i,0.012884+0.014377i,0.030934+0.037832i,0.050655+0.032111i,0.035227+0.01885i,0.0066091+0.013284i,-0.010788-0.0049974i,-0.025479-0.029124i,-0.03788-0.041303i,-0.039596-0.055454i,-0.046569-0.059758i
0.053457-0.87173i,-0.20299-0.81467i,-0.37135-0.51114i,-0.43177-0.28267i,-0.52777-0.28138i,-0.60178-0.41333i,-0.50228-0.4274i,-0.24877-0.28604i,-0.050027-0.15518i,-0.0066136-0.062619i,-0.0070141+0.02385i,0.011279+0.057361i,0.027982+0.056385i,0.052413+0.058573i,0.064097+0.045481i,0.052295+0.028182i,0.048592+0.020918i,0.058012+0.020327i,0.064275+0.02349i,0.06272+0.029316i,0.061322+0.039027i,0.054551+0.048492i,0.031923+0.052843i
0.54095+0.59681i,0.59855+0.31985i,0.41279+0.037906i,0.16851-0.033247i,-0.02303+0.092981i,-0.077001+0.41113i,0.042194+0.64707i,0.17714+0.54938i,0.19773+0.29218i,0.1678+0.11721i,0.15375+0.047164i,0.12926+0.013734i,0.08052+0.010699i,0.042009+0.033927i,0.018569+0.046398i,-0.0097435+0.041209i,-0.024645+0.031346i,-0.012649+0.012821i,-0.0010711-0.010798i,-0.0049951-0.016686i,-0.017536+0.00014336i,-0.028846+0.026292i,-0.020801+0.049353i
-0.70075-0.37955i,-0.45404-0.2009i,-0.055118-0.14789i,0.078241-0.20709i,0.093139-0.16464i,0.16564-0.03413i,0.17127+0.073255i,0.11547+0.11921i,0.071067+0.081538i,0.027642+0.015584i,-0.00038414-0.01907i,-0.0031254-0.030424i,0.0083185-0.021023i,0.035361-0.0098075i,0.051533-0.022329i,0.03243-0.028923i,0.0090976-0.0068975i,0.0085439+0.0039762i,0.0048727-0.017729i,-0.013978-0.026443i,-0.018403-0.0044394i,-0.009244+0.0094431i,-0.011964+0.005948i
0.78206+0.0094611i,0.53091-0.00095635i,0.24242+0.047487i,0.19444-0.045012i,0.1538-0.21344i,-0.0057705-0.22483i,-0.14644-0.1378i,-0.20279-0.054008i,-0.15473+0.031613i,-0.064677+0.051261i,-0.040425+0.022793i,-0.046578+0.02001i,-0.029492+0.013476i,-0.0072429-0.021863i,0.0065152-0.058927i,0.010024-0.067726i,0.0094374-0.043455i,0.0071956-0.015502i,-0.001339-0.00089563i,-0.011404+0.011857i,-0.017727+0.027031i,-0.016379+0.03833i,-0.0044226+0.035899i
-0.54207+0.76454i,-0.2062+0.77165i,0.099644+0.52793i,0.22793+0.37187i,0.34071+0.31379i,0.34634+0.1568i,0.18759-0.01829i,0.038761-0.071085i,-0.021086-0.058339i,-0.032809-0.040226i,-0.022231-0.024034i,0.010947-0.017827i,0.039068-0.037578i,0.037105-0.059894i,0.026638-0.058928i,0.020727-0.047943i,0.012461-0.033222i,0.010104-0.026774i,0.0089281-0.034029i,0.0026268-0.040282i,0.0020808-0.037483i,0.008365-0.030176i,0.012281-0.02303i
0.23238-0.83595i,-0.047622-0.66457i,-0.22641-0.2847i,-0.18695+0.0098225i,-0.073232+0.18i,0.030468+0.19343i,0.060855+0.084178i,0.0046754+0.0092055i,-0.030826+0.014574i,-0.016093+0.0097367i,-0.018879-0.022383i,-0.040889-0.026697i,-0.033318-0.014296i,-0.0075544-0.033771i,-0.0017213-0.071218i,-0.012023-0.073916i,-0.010589-0.039543i,0.0017322-0.0088028i,0.0060157+0.0062839i,0.0077752+0.014288i,0.010755+0.0090175i,0.0068012-0.0066876i,-0.00018384-0.019543i
0.34531+0.81187i,0.30722+0.55432i,0.086565+0.27645i,-0.047695+0.23549i,-0.05777+0.21657i,-0.064898+0.12041i,-0.081317+0.048551i,-0.075833+0.0081757i,-0.052447-0.012676i,-0.021289-0.017183i,0.0001552-0.014957i,0.012732-0.0017991i,0.030936-0.00046309i,0.035491-0.022689i,0.022632-0.040295i,0.015045-0.043874i,0.013452-0.040307i,0.011587-0.02658i,0.0098502-0.0086197i,0.0080772+0.0015729i,0.00015893+0.0025797i,-0.010712+0.0066422i,-0.0055919+0.013692i
-0.70335-0.61094i,-0.52914-0.5006i,-0.27474-0.38293i,-0.31427-0.23306i,-0.41543+0.0067937i,-0.27645+0.1289i,-0.060827+0.046227i,0.029141-0.063964i,0.025563-0.087483i,0.015891-0.052008i,0.025285-0.031824i,0.018536-0.038751i,0.0024157-0.030265i,0.015781-0.020238i,0.0363-0.034951i,0.034426-0.046451i,0.024129-0.033958i,0.01715-0.014457i,0.010258-0.0047629i,0.0085623-0.0021434i,0.016237-0.0045549i,0.02242-0.013849i,0.014797-0.023712i
0.8399+0.070404i,0.57474-0.16041i,0.13151-0.29675i,-0.13705-0.31565i,-0.21096-0.29735i,-0.13883-0.20417i,-0.0087568-0.13423i,0.032816-0.13672i,0.008785-0.09117i,0.016523-0.040354i,0.010913-0.04779i,-0.031208-0.04412i,-0.049669-0.0052094i,-0.032143+0.018253i,-0.015263+0.0081039i,-0.014852-0.006203i,-0.015651-0.0012035i,-0.0047123+0.015814i,0.014277+0.026522i,0.02533+0.026119i,0.019087+0.021959i,0.0042207+0.017128i,-0.0093312+0.0099794i
-0.7171+0.59698i,-0.31793+0.61619i,0.095081+0.33429i,0.16614+0.027805i,0.10622-0.10315i,0.088535-0.089409i,0.10975-0.0062637i,0.14663+0.040339i,0.12238+0.018744i,0.055494+0.026368i,0.044347+0.059601i,0.068988+0.048888i,0.062611+0.014997i,0.037855+0.0068454i,0.032166+0.01937i,0.044452+0.023922i,0.047558+0.012614i,0.030301-0.0096777i,0.0026779-0.028064i,-0.012578-0.028788i,-0.0094003-0.023886i,-0.005238-0.021019i,-0.0056125-0.014094i
0.45322-0.75627i,0.2972-0.57515i,0.19991-0.29993i,0.17537-0.24663i,0.098927-0.20617i,0.063706-0.013626i,0.13369+0.11769i,0.16099+0.09216i,0.08997+0.051643i,0.038301+0.045773i,0.03347+0.011766i,0.011038-0.035983i,-0.021106-0.041663i,-0.028295-0.025082i,-0.026914-0.02404i,-0.031132-0.02745i,-0.030788-0.019823i,-0.022359-0.0042262i,-0.0087261+0.011635i,0.0032926+0.019563i,0.0084414+0.019678i,0.0088991+0.015566i,0.0024525+0.0015094i
-0.085879+0.97253i,-0.0054012+0.87066i,0.12952+0.56442i,0.33004+0.26302i,0.43743+0.0073012i,0.31957-0.12422i,0.10832-0.090145i,-0.004679+0.0053492i,-0.018107+0.042417i,-0.019204+0.022495i,-0.023888+0.010928i,-0.0036149+0.01267i,0.017546-0.0056601i,0.0092722-0.023411i,-0.0033723-0.013066i,-0.0058083+0.0014824i,-0.0091127+0.0085644i,-0.0042329+0.014054i,0.0080128+0.007232i,0.011195-0.0076275i,0.0096772-0.015569i,0.007909-0.016461i,0.0033662-0.011595i
-0.5414-0.62596i,-0.44275-0.33259i,-0.18308+0.00045442i,-0.050522+0.16882i,-0.066336+0.27025i,-0.096795+0.29933i,-0.098088+0.25761i,-0.060612+0.21395i,-0.0096696+0.13472i,-0.0072444+0.059529i,-0.011065+0.039099i,0.006362+0.025112i,0.013458+0.0026203i,0.013542-0.017246i,0.0099606-0.031733i,0.0061447-0.030124i,0.011728-0.025078i,0.013146-0.025413i,0.005154-0.020798i,0.00031925-0.011462i,0.0030926-0.0039509i,0.01208-0.0026474i,0.019852-0.006636i
0.62032+0.30074i,0.34849+0.06857i,-0.027055-0.049534i,-0.089293+0.072159i,0.054752+0.15746i,0.10639+0.11728i,0.058917+0.067525i,-0.002178+0.031108i,-0.031067+0.0090022i,-0.015676-0.018416i,-0.0063455-0.040498i,-0.0028589-0.021734i,0.01287+0.003791i,0.015451+0.010445i,0.0020538+0.0045043i,-0.017705-0.0054478i,-0.033355+0.0020754i,-0.027591+0.022932i,-0.0048908+0.032598i,0.013062+0.025959i,0.01457+0.01366i,0.0030733+0.0030356i,-0.009686-0.0040714i
-0.78864+0.052652i,-0.62428+0.15786i,-0.32497+0.22747i,-0.17992+0.25105i,-0.13141+0.21177i,-0.083228+0.074042i,-0.069338-0.050218i,-0.067177-0.065534i,-0.034221-0.037942i,-0.0063793-0.018045i,0.0066646+0.0012329i,0.019126+0.0088365i,0.026983+0.0019003i,0.030132-0.0067788i,0.031355-0.008758i,0.037464-0.012682i,0.036756-0.028227i,0.017261-0.034852i,-3.124e-05-0.019126i,-0.0043574-0.0062453i,-0.0060867-0.0028236i,-0.0026614+0.0079469i,0.0092431+0.021051i
0.60204-0.61148i,0.43588-0.67782i,0.11918-0.56837i,-0.19249-0.38064i,-0.39435-0.16381i,-0.36679+0.01292i,-0.20722+0.051349i,-0.11957+0.0015834i,-0.086493-0.0031566i,-0.024633+0.0068177i,0.0041003-0.0078559i,-0.020083+0.0053946i,-0.036815+0.039794i,-0.034011+0.05436i,-0.025479+0.042132i,-0.025994+0.026314i,-0.028797+0.028695i,-0.014319+0.033593i,0.0035821+0.02671i,0.0094928+0.022805i,0.010225+0.023114i,0.010258+0.014206i,0.0030684-0.00032095i
-0.43114+0.55608i,-0.35591+0.51343i,-0.14081+0.30891i,0.013918+0.067315i,0.07123-0.096519i,0.10487-0.13615i,0.095814-0.11816i,0.050649-0.084782i,0.022329-0.042866i,0.01743-0.0095531i,0.020838+0.0029283i,0.022343+0.0029152i,0.017552+0.00090235i,0.0078954+0.00088382i,0.0045827+0.0058009i,0.016366+0.002949i,0.023346-0.014447i,0.008631-0.025344i,-0.010898-0.019518i,-0.017559-0.011594i,-0.016437-0.0093815i,-0.01535-0.00063061i,-0.0095152+0.01478i
0.10619-0.50497i,0.27207-0.39899i,0.29832-0.27639i,0.08226-0.27586i,-0.15575-0.25119i,-0.17849-0.1344i,-0.055906-0.059817i,0.020307-0.050081i,0.022143-0.030196i,0.013413+0.011958i,0.016277+0.035349i,0.006203+0.028196i,-0.0163+0.02114i,-0.022835+0.023441i,-0.015366+0.025784i,-0.0094575+0.025518i,-0.0056582+0.019251i,-0.0057068+0.0065159i,-0.0083083-0.0014191i,-0.0045806+0.00051338i,0.0026599+0.00059646i,0.0018594-0.0088687i,-0.0081129-0.019954i
0.1496+0.39182i,0.021873+0.34463i,-0.0018127+0.1704i,0.15266-0.037923i,0.27978-0.19144i,0.21309-0.20185i,0.083137-0.11576i,0.012629-0.067974i,-0.030731-0.047911i,-0.042099-0.023696i,-0.030428-0.024797i,-0.030764-0.033924i,-0.032637-0.035054i,-0.034504-0.038072i,-0.039046-0.032643i,-0.035038-0.016213i,-0.022752+0.001648i,-0.0078169+0.01146i,0.0011055+0.007506i,-0.003802-0.001884i,-0.01393-0.0057989i,-0.017474+0.0017896i,-0.012309+0.01478i
-0.11346-0.16409i,-0.01306-0.049606i,0.10386+0.15609i,0.22692+0.19791i,0.26471+0.078144i,0.17614+0.0088047i,0.09217+0.036209i,0.080561+0.062109i,0.074796+0.045668i,0.035819+0.038585i,0.015209+0.059537i,0.025986+0.050013i,0.02399+0.011658i,0.013375-0.0051985i,0.013686-0.00046407i,0.01971+4.6969e-05i,0.019845-0.01399i,0.010974-0.025696i,0.00641-0.020572i,0.01062-0.012644i,0.015152-0.012639i,0.014614-0.018578i,0.010487-0.027225i
0.12856-0.21463i,-0.031771-0.23745i,-0.13054-0.20433i,-0.056575-0.11617i,0.04211-0.050542i,0.043175-0.012212i,0.035953+0.013988i,0.042452-0.0082876i,0.0028081-0.044694i,-0.032295-0.054514i,-0.0395-0.055554i,-0.041779-0.037028i,-0.027992-0.011659i,-0.015354-0.011044i,-0.025271-0.018797i,-0.044211-0.0070462i,-0.043835+0.020862i,-0.017754+0.03421i,0.002412+0.022372i,0.001396+0.0080754i,-0.0039929+0.0031581i,-0.001975+0.0002815i,0.003344-0.002099i
-0.14223+0.00316i,-0.25811+0.039684i,-0.21756+0.23306i,0.024946+0.38768i,0.25595+0.36865i,0.29004+0.20589i,0.17052+0.042979i,0.061816-0.003839i,0.035832+0.0020145i,0.025108+0.0043302i,0.019671+0.019144i,0.041529+0.014539i,0.051375-0.009053i,0.044367-0.0096186i,0.045208+0.00063741i,0.052964-0.0066106i,0.044838-0.024263i,0.020244-0.023861i,0.0096574-0.0041896i,0.015737+0.0023623i,0.01706-0.006631i,0.0089567-0.011662i,0.00076676-0.009657i
0.03142-0.0032396i,0.19142-0.12034i,0.11402-0.27029i,-0.1418-0.16594i,-0.24114+0.040513i,-0.15642+0.080056i,-0.067504+0.036226i,-0.036954+0.016661i,-0.028449+0.010046i,-0.013582-0.010315i,-0.020562-0.031972i,-0.042677-0.0090676i,-0.031384+0.027365i,-0.0080994+0.028018i,-0.0097673+0.015041i,-0.026785+0.016717i,-0.030007+0.028719i,-0.011792+0.028878i,0.0011022+0.014124i,-0.00079454+0.0088658i,-0.0033024+0.015408i,0.00017309+0.020087i,0.0081937+0.018712i
0.086892-0.20197i,-0.17273-0.16721i,-0.25513+0.025329i,-0.10227+0.17416i,0.040899+0.20973i,0.084587+0.16207i,0.05997+0.078408i,0.029096+0.034889i,0.037659+0.016099i,0.039968+0.00033835i,0.033124+0.004745i,0.03544-0.0026128i,0.0259-0.010884i,0.019871+0.0055671i,0.033782+0.015412i,0.048451+0.0010845i,0.04054-0.020275i,0.014197-0.023964i,-0.0039665-0.012213i,-0.0056827-0.0072727i,-0.00058419-0.010505i,0.0044506-0.0099829i,0.0059476-0.0031048i
0.4022+0.40939i,0.73335+0.18631i,0.57369-0.12437i,0.092712-0.14745i,-0.16881+0.00054695i,-0.12682+0.074576i,-0.020509+0.075303i,0.022548+0.045897i,0.010472+0.029209i,0.0093954+0.027142i,0.0029441+0.012347i,-0.020304+0.022705i,-0.01806+0.042654i,-0.01335+0.030659i,-0.024198+0.019058i,-0.033039+0.023928i,-0.03543+0.028095i,-0.032095+0.024433i,-0.023961+0.020895i,-0.011647+0.02128i,-0.0029369+0.019133i,-0.0051705+0.014712i,-0.0096046+0.010651i
-0.31932-0.60517i,-0.568-0.42482i,-0.49801-0.14505i,-0.2902-0.091405i,-0.21265-0.12548i,-0.17292-0.044953i,-0.067967+0.01906i,0.0081076-0.0040619i,0.020428-0.029774i,0.0072608-0.022715i,0.010643-0.0080491i,0.021992-0.015751i,0.0087533-0.020339i,-0.0046488-0.0013143i,0.0039518+0.011963i,0.019223+0.0094972i,0.028215+0.0049893i,0.024647+0.00069508i,0.012219-0.0075467i,-0.0011343-0.019269i,-0.012383-0.026589i,-0.015508-0.023621i,-0.013039-0.011185i
0.67175+0.67701i,0.92333+0.52331i,0.71756+0.20074i,0.30042+0.046185i,0.077801+0.098978i,0.042635+0.15348i,0.029211+0.12628i,-0.0099274+0.076522i,-0.03707+0.070336i,-0.015429+0.071173i,-0.00072233+0.037124i,-0.020247+0.01497i,-0.031604+0.010587i,-0.035617-0.0034291i,-0.042588-0.0068951i,-0.041664+0.0023851i,-0.035994+0.0030725i,-0.026112-0.0013407i,-0.011229+0.0023358i,0.0027133+0.012162i,0.0069951+0.016075i,0.0011782+0.014356i,-0.0078887+0.010046i
-0.93742-0.36665i,-1.0741-0.17199i,-0.7472-0.02998i,-0.34878-0.12936i,-0.20134-0.27171i,-0.16949-0.25311i,-0.10188-0.12415i,-0.011806-0.027634i,0.029061-0.024109i,0.0021076-0.042747i,-0.019471-0.025877i,-0.0087426-0.010195i,-0.0028624-0.0082275i,0.003015+0.0025385i,0.014411+0.0088318i,0.014698+0.0085931i,0.012537+0.0095958i,0.013616+0.00035649i,0.0065526-0.019082i,-0.0052581-0.032069i,-0.0098956-0.03352i,-0.0064555-0.031113i,-0.0025019-0.026968i
0.97656+0.42564i,1.0214+0.32545i,0.6833+0.15248i,0.34489+0.087631i,0.16746+0.11606i,0.038232+0.14273i,-0.04854+0.11817i,-0.067241+0.066663i,-0.052355+0.04114i,-0.025383+0.040333i,-0.007235+0.028647i,-0.0057115+0.012064i,-0.00044321+0.0016591i,0.0013743-0.013911i,-0.0077547-0.020556i,-0.01615-0.013749i,-0.022354-0.0072793i,-0.021861+0.00052664i,-0.0097172+0.01384i,0.0049145+0.023635i,0.012595+0.021874i,0.0075937+0.014238i,-0.0024561+0.0052788i
-0.93157-0.012506i,-0.9539-0.045241i,-0.64927-0.095085i,-0.2974-0.14308i,-0.088935-0.21261i,-0.027146-0.23903i,-0.017746-0.15359i,0.0023401-0.055313i,0.010368-0.036255i,-0.0073671-0.052714i,-0.013433-0.045583i,0.001655-0.022045i,0.017029-0.0073726i,0.027474+0.0019381i,0.031572+0.0062616i,0.026049+0.0018813i,0.020488-0.00047951i,0.018728+0.0015366i,0.01648-0.0023852i,0.012952-0.014065i,0.0068347-0.020848i,0.0031427-0.020206i,0.0044228-0.016822i
0.69292-0.22894i,0.66226-0.15996i,0.43701-0.085685i,0.20657-0.033332i,0.040821+0.042514i,-0.062383+0.080675i,-0.097585+0.055775i,-0.074582+0.020427i,-0.034569+0.018087i,0.0051342+0.034301i,0.027148+0.027229i,0.020768+0.0037192i,0.010009-0.0079794i,0.0071093-0.011429i,0.0031811-0.010863i,-0.0038145-0.010384i,-0.012858-0.013555i,-0.014694-0.011535i,-0.0081714-0.0012166i,-0.00074683+0.011379i,0.0063993+0.018412i,0.010468+0.019054i,0.011883+0.014634i
-0.49052+0.23978i,-0.47518+0.015886i,-0.3055-0.13199i,-0.11518-0.087184i,0.045983-0.039013i,0.13514-0.057784i,0.11164-0.074296i,0.033031-0.043717i,-0.003428-0.0084183i,0.0010114-0.02229i,-0.0051469-0.043725i,-0.015931-0.030418i,-0.014982-0.0061354i,-0.0092823+0.012647i,0.00052117+0.020836i,0.0088171+0.014137i,0.0093784+0.0071246i,0.0013846+0.00843i,-0.0049893+0.0077456i,-0.0019609-0.00052388i,0.00083651-0.011978i,0.0013729-0.02098i,0.0028808-0.021134i
0.067433-0.19129i,0.23994+0.012466i,0.31358+0.048524i,0.16987-0.059358i,-0.010142-0.088307i,-0.06397-0.080423i,-0.050626-0.068563i,-0.011148-0.022226i,0.035881+0.007354i,0.050994+0.023443i,0.050561+0.039599i,0.043822+0.035506i,0.028078+0.021472i,0.013508+0.01481i,0.0052655+0.015743i,0.0042285+0.016964i,0.0063692+0.011417i,0.0038922+0.0014298i,-0.0056981-0.0013101i,-0.015547+0.0071685i,-0.016872+0.016195i,-0.01204+0.021336i,-0.0056196+0.019615i
0.10701+0.07643i,-0.0062679-0.080002i,-0.015248-0.10118i,0.054306-0.030509i,0.071102+0.025377i,0.0764+0.071688i,0.078332+0.044439i,0.018233-0.019931i,-0.043207-0.020538i,-0.044826-0.0016627i,-0.031-0.0067503i,-0.026301-0.0071238i,-0.018142+0.0062604i,-0.012895+0.014193i,-0.010232+0.013421i,-0.00096879+0.0068488i,0.0058087-0.0054008i,0.0051052-0.010139i,0.006787-0.0057715i,0.0080445-0.0044577i,0.0054084-0.0069647i,0.0021732-0.010494i,-0.0010913-0.0087832i
-0.20049+0.22925i,0.055587+0.39427i,0.22497+0.29773i,0.16538+0.043992i,0.051721-0.12261i,-0.0012837-0.14617i,-0.01326-0.081864i,0.00077209-0.011305i,0.021536+0.01889i,0.032642+0.033956i,0.045988+0.04331i,0.049824+0.032544i,0.034597+0.016033i,0.01852+0.008813i,0.0068492+0.010581i,0.00083047+0.015106i,0.00045745+0.014102i,0.00023463+0.0040095i,-0.0036151-0.0078445i,-0.00867-0.0088958i,-0.0082704+0.00051136i,-0.0049651+0.011108i,-0.0012429+0.015276i
0.079574-0.46811i,-0.13649-0.40571i,-0.15308-0.14449i,-0.023048+0.0034953i,0.0027964+0.040307i,-0.035747+0.10563i,-0.019442+0.097774i,-0.020265+0.012826i,-0.058339-0.011798i,-0.067414+0.013473i,-0.05354+0.018641i,-0.040479+0.0063094i,-0.027351-0.0051193i,-0.018605-0.013065i,-0.017188-0.013199i,-0.015995-0.0053761i,-0.010806-0.0013121i,-0.0061005-0.0034885i,-0.0022126-0.0059715i,0.0011339-0.0092477i,0.0026042-0.015737i,0.0028834-0.021638i,0.002356-0.019552i
-0.044804+0.50686i,0.066113+0.50506i,0.11758+0.34733i,0.15713+0.15602i,0.18272-0.0023694i,0.1278-0.068663i,0.044697-0.033495i,0.0059821+0.016299i,0.0026971+0.029598i,0.01047+0.017923i,0.014746+0.0064183i,0.0096125+0.0062268i,0.0031195+0.0091972i,0.00032443+0.011502i,-0.00037399+0.011127i,0.00074065+0.0094409i,0.0054236+0.011544i,0.010761+0.01607i,0.013897+0.016901i,0.01209+0.011229i,0.0054211+0.0050749i,-0.00046767+0.0041462i,-0.0025351+0.0033717i
-0.33391-0.64371i,-0.47761-0.51967i,-0.35001-0.21549i,-0.115-0.050935i,-0.027001-0.039484i,-0.053125-0.031443i,-0.041964-0.014246i,0.00292-0.023104i,0.0071507-0.038042i,-0.024043-0.020202i,-0.036672+0.01552i,-0.021057+0.027154i,-0.0052435+0.013258i,-0.00045129-0.00083832i,-0.0047851-0.0055214i,-0.010159-0.0033543i,-0.0086515-0.0037942i,-0.0016378-0.011021i,0.0030485-0.015301i,0.0012607-0.014588i,-0.0015719-0.012405i,0.00010663-0.0088012i,0.0027766-0.0064412i
0.47065+0.32696i,0.4017+0.18685i,0.18223+0.099614i,0.12465+0.13438i,0.16791+0.1187i,0.10563+0.033862i,0.004897-0.016445i,-0.037385-0.025718i,-0.041207-0.022642i,-0.025741-0.023693i,-0.015838-0.030721i,-0.019513-0.021949i,-0.017449+0.0048422i,-0.0070251+0.02327i,0.0019185+0.017518i,0.0024064+0.0011768i,-0.0029261-0.0014853i,-0.0031966+0.011097i,0.0050819+0.019778i,0.013253+0.015724i,0.01394+0.0089446i,0.0093165+0.0056525i,0.0050344+0.0054502i
-0.47538-0.3125i,-0.42115-0.29306i,-0.2383-0.181i,-0.086453-0.058734i,0.0028063-0.043743i,0.029414-0.094409i,0.020556-0.086095i,0.028745-0.042834i,0.037943-0.028545i,0.01825-0.017039i,0.0043672+0.0096651i,0.013739+0.020322i,0.022096+0.0069264i,0.015131-0.0033422i,0.0044545+0.0022592i,0.0019128+0.0094451i,0.0051192+0.006347i,0.0011721-0.0018322i,-0.011528-0.003537i,-0.016986+0.00082962i,-0.012494+0.0014037i,-0.0060136+0.0004897i,0.0010867+0.0019048i
