-0.0018976-0.00050922i,-0.0016282+0.00042938i,-0.0019875+0.00099265i,-0.0019794+0.0013764i,-0.0020621+0.0021465i,-0.0017475+0.0021981i,-0.00054493+0.0017092i,0.00048268+0.0013121i,0.00073595+0.0012005i,0.00079971+0.0010483i,0.00022469+6.5692e-06i,-0.00012179-0.00087488i,-0.00011982-0.0010626i,-0.000429-0.00073283i,6.9971e-05-0.000257i,0.00079449+0.00017665i,0.0001415+8.2032e-05i,-0.00045427-0.00058115i,-0.00042126-0.0003i,-0.00039188-0.00045319i,5.5317e-05-0.00045322i,-0.00032315+0.00086348i,-0.00049417+0.00079529i
0.0069112-0.031499i,-0.018809-0.028825i,-0.020295-0.024362i,-0.0055803-0.022228i,0.00047522-0.017877i,-0.00077835-0.0076558i,0.00064981+0.0003487i,0.0021664+0.00063221i,0.0023087-0.0013181i,0.0025388-0.00034089i,0.0035671+0.0014299i,0.0037261-0.00021068i,0.0027187-0.0024126i,0.0022479-0.0020134i,0.0023239-0.00085649i,0.0023703-0.0010011i,0.00086141-0.0015758i,-0.0012586-0.002503i,-0.001777-0.0025415i,-0.0010351-0.00079441i,0.00011167+0.0012565i,0.00049014+0.0030911i,2.4884e-05+0.0030371i
0.037217+0.0066606i,0.035905-0.014259i,0.034361-0.013326i,0.032312-0.00289i,0.023391-4.1547e-05i,0.0095202-0.0013474i,0.0017095+0.00013073i,0.0015723+0.0013211i,0.00064701-0.0015834i,-0.0044593-0.0047487i,-0.0078712-0.0055248i,-0.0062946-0.0039213i,-0.003712-0.001577i,-0.0024655-0.0010555i,-0.0019278-0.0013346i,-0.00045537-0.0019366i,0.0013358-0.004006i,0.00087906-0.004545i,0.00064132-0.0032659i,0.0011738-0.0023726i,0.0013947-0.0013071i,0.0019374-0.0014261i,0.0032566-0.0019952i
0.0025004+0.037493i,0.017049+0.034035i,0.016045+0.029432i,0.0061384+0.025425i,0.0013099+0.018916i,0.00048066+0.0086867i,0.0010888+0.0024949i,0.0027005+0.0034376i,0.0061011+0.005848i,0.0096945+0.0048012i,0.0096974+0.0023069i,0.0068643+0.0015768i,0.0046273+0.00083078i,0.0028847-0.00012382i,0.0005939-0.00013022i,-0.0002997+0.00086927i,0.0005741+0.0020082i,0.0010983+0.00075353i,0.00030017-0.00044328i,-0.0017525+0.0003589i,-0.0032039+0.00019836i,-0.0034142+0.00043176i,-0.0041214+0.0020328i
-0.044742+0.0077752i,-0.039301+0.021338i,-0.031701+0.016689i,-0.02482+0.0036509i,-0.016918-0.0011108i,-0.0070548+0.0010489i,-0.00058203+0.0027673i,-0.000996+0.0014421i,-0.0041694+0.00024447i,-0.0034543+0.00087073i,-0.00034649+0.0014444i,-0.00060982+0.0011038i,-0.0018827+0.00035876i,-0.0010158+0.00062333i,-8.8699e-05+0.00053407i,-0.00025027+0.00020039i,-0.00010399+0.00069038i,-0.00025455+0.0020875i,0.00014868+0.0029843i,0.0017557+0.0018674i,0.002937+0.00044332i,0.0037348-0.00016137i,0.0045335-0.0010567i
-0.0098778-0.045295i,-0.015838-0.039188i,-0.0071648-0.029i,0.0054008-0.020918i,0.0074104-0.015046i,0.0033512-0.0072337i,0.0019075-0.001995i,0.0028027-0.002479i,0.0010472-0.0030212i,-0.0030857+0.00025563i,-0.0046589+0.0038196i,-0.0031221+0.0043265i,-0.0014135+0.0036044i,-0.0011998+0.003656i,-0.0016177+0.0034378i,-0.0019969+0.0021083i,-0.0025292+0.0003588i,-0.0028579-0.0009786i,-0.00142-0.0013437i,0.00026992-0.0012886i,0.00021808-0.001119i,-0.00038613-0.0005172i,-0.0011344-0.00027384i
0.044583-0.013302i,0.040102-0.01571i,0.031787-0.0039574i,0.025686+0.0073141i,0.018189+0.0057039i,0.0084552+0.00026382i,0.0044302-0.00054861i,0.0065609-0.001057i,0.0093456-0.0053981i,0.0080792-0.010623i,0.0040168-0.011352i,0.0012212-0.0076488i,0.00060135-0.0044665i,1.0755e-05-0.0030951i,-0.00084452-0.0016744i,-0.00050177-0.0012479i,0.0004096-0.0023256i,0.00019163-0.0017398i,-0.0011439+0.0012507i,-0.0013873+0.0038085i,-0.0012269+0.0046534i,-0.0010476+0.0043776i,0.00027127+0.0037785i
0.017132+0.045499i,0.017924+0.041088i,0.007849+0.032843i,-0.0018369+0.023371i,-0.0026594+0.015027i,0.00057001+0.0073883i,0.0023976+0.003417i,0.0023537+0.0048i,0.0025186+0.0079667i,0.0036485+0.007786i,0.0034673+0.0048067i,0.002364+0.0025925i,0.0014253+0.0010211i,0.0017754-0.00034948i,0.0016688-0.0010689i,0.00056604-0.0017727i,0.0004795-0.0027574i,0.0015931-0.0037369i,0.0023507-0.0034695i,0.0021241-0.0026568i,0.0011034-0.0017829i,-0.00020962-0.0015841i,-0.0020801-0.0019377i
-0.037558+0.016068i,-0.03635+0.013199i,-0.027916+0.00016134i,-0.020262-0.0091547i,-0.015708-0.0073557i,-0.0086924-0.0010606i,-0.0030445+0.0024362i,-0.0022584+0.0032577i,-0.003075+0.0038339i,-0.0022514+0.0038354i,0.00029923+0.0024214i,0.0018695+0.0011763i,0.0024263+0.0014149i,0.0023268+0.0020468i,0.0018573+0.0021101i,0.0018002+0.0012342i,0.001843+0.0010492i,0.0010761+0.0012498i,-0.001004-0.0011908i,-0.00253-0.0037646i,-0.0019019-0.0034788i,-0.00035593-0.0017079i,0.00030364-0.0015613i
-0.022174-0.03798i,-0.018866-0.033931i,-0.0034323-0.024114i,0.0089209-0.016325i,0.0079718-0.011941i,0.0020889-0.0060402i,-0.0016706-0.0016797i,-0.0022156-0.0024333i,-0.0043473-0.0047657i,-0.0079453-0.0038518i,-0.0071022-0.0011385i,-0.0049545-5.3644e-05i,-0.0047821+0.00025842i,-0.005266+0.00076245i,-0.0043197+0.00081547i,-0.0032369+0.0011222i,-0.0027343+0.0014397i,-0.0018877+0.0023519i,0.00052572+0.0033213i,0.0034222+0.0035161i,0.0037045+0.0029265i,0.0026577+0.0019016i,0.0021825+0.0011519i
0.040644-0.023056i,0.038029-0.018702i,0.029318-0.00467i,0.021976+0.0057369i,0.014916+0.0046543i,0.0068587+0.00044819i,0.0038922-0.00048346i,0.0057998-0.00080835i,0.007065-0.0024015i,0.0062505-0.0032362i,0.0045713-0.0019922i,0.0028411-0.00062218i,0.0016966-0.00075287i,4.7674e-05-0.00095384i,-0.0017521-0.00072276i,-0.0020164-0.0014667i,-0.0022041-0.0019456i,-0.002626-0.0019342i,-0.0020139-0.0019434i,-0.0017821-0.00097722i,-0.00086851+0.00055075i,0.00036344+0.0015066i,0.00070811+0.001956i
0.020661+0.03158i,0.014354+0.033108i,0.00076154+0.026972i,-0.006825+0.019726i,-0.0040048+0.013201i,0.001142+0.0074455i,0.0040264+0.0030591i,0.0053986+0.0014261i,0.0047066+0.001299i,0.0030228+0.0013093i,0.00045973+0.0010251i,-0.0017937-0.00029506i,-0.0010185-0.0029045i,0.00096734-0.0045004i,0.0019744-0.0036113i,0.0022901-0.0024393i,0.0022052-0.002575i,0.00048285-0.0027656i,-0.002073-0.00091524i,-0.0030541+0.0014144i,-0.0027783+0.0020681i,-0.0027839+0.0010965i,-0.0024292-0.00013835i
-0.030245+0.025222i,-0.026929+0.019132i,-0.01764+0.0047625i,-0.010398-0.0045084i,-0.0055937-0.0028594i,-0.0022801+0.001473i,-0.00016524+0.0033442i,3.2565e-05+0.0033131i,-0.00057069+0.0038087i,-0.00037389+0.0047941i,0.00087058+0.0030347i,0.0018548+0.0016937i,0.002148+0.0030765i,0.0014846+0.0044386i,0.00044841+0.0043645i,0.0002475+0.0029962i,0.001151+0.0010829i,0.0030898-0.00044282i,0.0044546-0.0016275i,0.0031188-0.0022122i,0.00096098-0.0024711i,-0.000101-0.0028448i,-0.00075309-0.0023512i
-0.024381-0.028999i,-0.017601-0.026733i,-0.0029016-0.01724i,0.0058864-0.0094669i,0.0032821-0.0063572i,-0.0014388-0.0032838i,-0.0015629-7.2316e-05i,-0.00049641+0.0001667i,-0.0001311-0.0016857i,0.00035573-0.0029159i,0.00081764-0.0033367i,0.00056033-0.0032358i,-0.00088873-0.0015693i,-0.0014843-0.00046906i,-0.00089706-0.00051712i,-0.00063243+0.00014111i,-0.0004432+0.0016037i,-0.00073544+0.0026096i,-0.00020804+0.0018371i,0.00053055-8.4724e-05i,0.00046789-0.0011262i,0.00049167-0.0016479i,0.00029282-0.0024472i
0.026603-0.02064i,0.026464-0.017321i,0.017823-0.0027269i,0.011248+0.0069493i,0.0075221+0.0035712i,0.0041437-0.00088176i,0.0013772-0.0014395i,0.00032908-0.0016003i,9.6181e-06-0.0011634i,-0.0005216+0.0013255i,-0.00013733+0.004815i,0.00027571+0.0052369i,-0.00078906+0.0017822i,-0.0014901-0.0010041i,-0.0013287-0.0016949i,-0.0014625-0.0019412i,-0.002518-0.0016836i,-0.0040442-0.00029091i,-0.0034447+0.0016648i,-0.0012662+0.0022395i,0.00059504+0.002361i,0.0015536+0.0034801i,0.0015302+0.0036705i
0.024386+0.022269i,0.019238+0.02089i,0.0060331+0.012341i,-0.0021505+0.0061433i,-0.0023646+0.0043705i,0.0010474+0.0029295i,0.0032943+0.00053861i,0.0036411-0.0019115i,0.0032682-0.0027792i,0.0020032-0.0030114i,-0.00030573-0.0033681i,-0.00060236-0.003343i,0.0014391-0.0026945i,0.0034158-0.0015163i,0.0041082-0.00038588i,0.0030563-6.8001e-05i,0.0010606-0.0023022i,-0.00067801-0.0047363i,-0.0020082-0.0033987i,-0.0022472-0.00040586i,-0.0019+0.0014173i,-0.0017795+0.0020074i,-0.0011885+0.0011916i
-0.023175+0.023549i,-0.021625+0.022101i,-0.0099216+0.0098735i,-0.0013476-0.0009743i,-5.4363e-05-0.0019729i,6.5266e-07+0.0011841i,0.00082901+0.0023143i,0.0026858+0.0015029i,0.0030221+0.00013953i,0.0014377-0.00092517i,-0.00013421-0.0011253i,-0.00099452-0.00032087i,-0.00072845+0.00057945i,-0.0017059+0.0015148i,-0.0029959+0.001085i,-0.0018651+0.00060565i,0.00047363+0.0011012i,0.0024771-7.5846e-05i,0.0021177-0.0015327i,0.0010204-0.00099293i,0.00042562-0.00075216i,-0.0007162-0.00095812i,-0.0028484-0.00094295i
-0.022617-0.020794i,-0.017285-0.016087i,-0.0027013-0.0057143i,0.0064546+0.00019739i,0.0052557-0.00042881i,0.00067159-0.00083974i,-0.00076242+0.0027036i,0.00056497+0.0047018i,0.0023106+0.0040224i,0.0030419+0.0028192i,0.004114+0.0017926i,0.0039201+0.0013967i,0.0011693+0.00085956i,-0.001214-0.00041406i,-0.002378-0.0011272i,-0.002462+0.00033085i,-0.0011934+0.0017535i,0.00080115+0.0019473i,0.0015028+0.0022543i,0.00084742+0.001167i,0.0010381-0.00025472i,0.0018026-0.00096147i,0.0020958-0.0021088i
0.01447-0.021507i,0.013488-0.015093i,0.003672+0.00098462i,-0.0019469+0.010932i,0.00064+0.0087692i,0.0024475+0.003077i,0.0011295-0.00018344i,-0.00056183-2.9923e-05i,-0.0007701+0.00071341i,-0.0019933+0.0010583i,-0.0029744+0.0021614i,-0.0021622+0.0018482i,-0.0011422-0.00052978i,0.00032571-0.0031699i,0.001356-0.0035198i,1.5964e-05-0.0025086i,-0.0023652-0.0011345i,-0.0036037+0.00082288i,-0.0026584+0.001126i,-0.00059054+0.00029629i,0.00069592+0.001059i,0.0014163+0.0023147i,0.0017485+0.0024498i
0.023973+0.016203i,0.01872+0.01152i,0.0054053+0.0031421i,-0.0016967-0.00095817i,-0.0012164-0.00091466i,0.0010937+0.0011342i,0.0028033+0.00029502i,0.001863-0.002505i,0.0002394-0.003032i,0.00067407-0.0020839i,0.0010472-0.0015572i,0.0012668-0.00082501i,0.0013028+0.0002225i,0.0011903+0.00099741i,0.001015+0.0014052i,0.00045725+0.00066269i,-0.00076962-0.0015512i,-0.0021912-0.003017i,-0.0027368-0.0024459i,-0.0020428-0.00050248i,-0.0012224+0.0010739i,-0.00063956+0.0023457i,0.00022376+0.0034032i
-0.0072956+0.025062i,-0.0047554+0.018154i,0.0043714+0.002184i,0.0080032-0.0083959i,0.003148-0.0085333i,-0.00061995-0.0032609i,0.0020573+0.00057768i,0.0052633+0.00012657i,0.0053303-0.001406i,0.004269-0.0019645i,0.0026094-0.0025006i,0.001002-0.0023765i,-4.6729e-05-0.001263i,-0.0010692-8.5062e-06i,-0.0017444+0.00062657i,-0.00060562-0.00055599i,0.0014473-0.0021202i,0.0016481-0.0029382i,0.00076956-0.0021458i,-0.00040079-0.001083i,-0.0014898-0.00077673i,-0.0021877-0.00036717i,-0.0033831-0.00032333i
-0.026624-0.0099647i,-0.019811-0.0020685i,-0.0016184+0.0070317i,0.010147+0.0070896i,0.0099312+0.0024166i,0.0041556+0.00073908i,0.00044166+0.0014515i,0.0021393+0.0023853i,0.0027232+0.0026317i,0.00061541+0.001986i,-0.00058949+0.0014204i,-0.001306+0.001533i,-0.0012575+0.0010779i,-0.0010281-0.00046235i,-0.0017383-0.00068892i,-0.0017047+1.051e-05i,3.9151e-05+0.00087902i,0.0012421+0.0010188i,0.0016083-0.00052533i,0.0014473-0.0015324i,0.0012268-0.0017606i,0.0012232-0.0024939i,0.0014684-0.0029279i
0.0062328-0.024362i,0.0039668-0.014994i,-0.0034782+0.0042304i,-0.0045013+0.014124i,0.00049879+0.011166i,0.002643+0.0043327i,0.00034486+0.00014052i,-0.001586+9.9002e-05i,-0.00061114+0.00084526i,0.00068853-0.00062578i,0.0013689-0.0022173i,0.0017216-0.0020373i,0.0025013-0.00085993i,0.0024611-0.00064205i,0.0017085-0.00052551i,0.00068948-0.00042524i,-0.0006812-0.00024176i,-0.0015189+0.0010078i,-0.00076741+0.0026954i,9.4208e-05+0.0034011i,3.5789e-05+0.0032939i,-2.3826e-06+0.0024195i,0.00087262+0.0011638i
0.022369+0.0065688i,0.015274+0.0032517i,-0.0018781-0.0010608i,-0.010334-0.0010973i,-0.0081428+0.0012807i,-0.0023341+0.002372i,0.0014621-2.6899e-05i,-0.00015556-0.0027538i,-0.0012005-0.001964i,0.00027113-0.00023241i,0.0017897+0.00068361i,0.0027225+0.0011436i,0.0013476+0.0012934i,1.6481e-05+0.0015269i,0.00026504+0.00057634i,0.0004524-0.00068037i,-0.0011604-0.0011984i,-0.0031653-0.0005636i,-0.0033718+0.00078107i,-0.0020667+0.00092518i,-0.00047957+0.0019289i,0.00036128+0.0029749i,5.6886e-05+0.0031435i
0.0035867+0.028483i,0.0057224+0.015967i,0.0094867-0.0043611i,0.0082171-0.013229i,0.003202-0.011713i,0.0005487-0.0060258i,0.0025243-0.00035644i,0.0047974+0.0011787i,0.0036044+0.0001593i,0.0015894+0.00036728i,-9.5689e-05+0.0019969i,-0.0014092+0.0024212i,-0.001141+0.00058409i,-0.00063939-0.0010614i,8.5356e-05-0.00079683i,0.00088946-0.0009777i,0.00044923-0.0026843i,-0.00098541-0.0034543i,-0.002536-0.0035357i,-0.003279-0.0027674i,-0.003187-0.0018668i,-0.0025921-0.001778i,-0.0023662-0.0012772i
-0.027968-0.0020672i,-0.017033+0.0011126i,0.0033956+0.0044995i,0.012427+0.0043588i,0.008648+0.0027986i,0.0017837+0.0030555i,-0.0013672+0.0047208i,0.00088144+0.0050724i,0.0025088+0.0022397i,0.0005217-0.0012255i,-0.0029978-0.0017041i,-0.0037672-0.0010189i,-0.0022166-0.0011737i,-0.0011223-0.0010263i,-0.00058947-0.00051362i,-0.00031669-1.4754e-05i,0.0010567+6.7322e-06i,0.002304-0.0011225i,0.0023884-0.0024705i,0.0025117-0.0024418i,0.0018548-0.0019399i,0.001001-0.0011117i,0.00056609+8.7762e-05i
0.0047247-0.019533i,0.0028756-0.0074817i,0.0026348+0.010115i,0.0047716+0.013411i,0.0054463+0.0067679i,0.0018883-0.00062587i,-0.002427-0.0021299i,-0.0035313+0.0012969i,-0.00121+0.0023808i,0.0028171+0.00046104i,0.0043748-0.0024467i,0.0025902-0.0034827i,0.0013661-0.0016695i,0.0015705-0.00063428i,-0.00015042-0.0001872i,-0.0030322+0.00056652i,-0.0020346+0.0015313i,0.0014127+0.0028225i,0.0037349+0.0031003i,0.0045359+0.0028077i,0.0041708+0.0020633i,0.0033066+0.00064142i,0.0033698-0.00072781i
0.015893-0.0038264i,0.0070155-0.0012381i,-0.0092806+0.0040268i,-0.01262+0.0074973i,-0.0050982+0.0070026i,0.0020844+0.0025968i,0.0041568-0.0023834i,0.0032136-0.0039966i,0.0024056-0.0017295i,0.0029872+0.00084361i,0.0052157+0.0031432i,0.004304+0.0030406i,0.00026356+0.001307i,-0.0017075+0.0002434i,-0.00080491-0.0003543i,-0.00083351-0.00056523i,-0.002201-0.00029657i,-0.0029395+0.0003563i,-0.0027521+0.0011804i,-0.0025916+0.0022348i,-0.0022802+0.0026252i,-0.001834+0.0025114i,-0.0017093+0.0020614i
0.0063972+0.020524i,0.0042465+0.0076629i,0.00024512-0.0089565i,-0.0021078-0.011068i,-0.0027047-0.0058755i,-0.00024732+0.0017924i,0.0044775+0.0057415i,0.0060269+0.0033795i,0.0024907+0.0011298i,-0.0015163+0.0010102i,-0.0026024+0.0021964i,-0.0014872+0.0032089i,1.5274e-06+0.0017934i,0.00055469+7.6269e-05i,0.0010962+0.00026845i,0.001736-2.9666e-05i,0.00035142-0.0021429i,-0.0013286-0.0036542i,-0.0018864-0.0029785i,-0.0025997-0.001787i,-0.0023304-0.00048354i,-0.0012319-0.00016831i,0.00018043-0.00080953i
-0.020567+0.0061982i,-0.0074921+0.0034973i,0.0091042-0.0015725i,0.012847-0.0047765i,0.0070599-0.0055664i,0.00031925-0.0023251i,-0.0022418+0.0032792i,-0.00030406+0.0045967i,0.0018876+0.0015987i,0.0011883-0.0018511i,-0.001199-0.0030913i,-0.001711-0.0021736i,0.00014589-0.0018391i,0.001483-0.0016458i,0.00073597-0.00041959i,0.00070223+0.00030524i,0.0022152-0.00059309i,0.00299-0.0023971i,0.0024729-0.0033313i,0.00077514-0.0030982i,-0.00052701-0.0029828i,-0.00081758-0.0023993i,-0.0010089-0.0014114i
-0.0030198-0.015759i,-0.00077336-0.0040108i,0.007692+0.010011i,0.011248+0.011325i,0.0078397+0.0050518i,0.001322-0.00052722i,-0.0033281-0.0030046i,-0.0035532-0.0020955i,-0.0012698-0.00049129i,0.0013689-0.0011453i,0.0022511-0.0025204i,0.0014598-0.0018219i,7.5676e-05+0.00032641i,-0.001436+0.0011328i,-0.002202+0.00097475i,-0.0018449+0.0016967i,-0.00060653+0.0027501i,0.0013399+0.0032784i,0.0024678+0.0029371i,0.0020321+0.0019412i,0.0017855+0.0012978i,0.00093642+0.00097081i,-0.00039136+0.00054151i
0.025389+0.00030089i,0.016703+0.0018021i,0.012638+0.0053843i,0.010233+0.0032373i,0.0082918-0.0028348i,0.0046013-0.0079957i,0.0018819-0.0077236i,0.001144-0.0038751i,0.0012988+4.6036e-05i,0.0028605+0.0013827i,0.0032958-0.0001542i,0.0010343-0.0013965i,-0.0016264-0.00109i,-0.00071734-0.0014002i,0.00097125-0.0022465i,-1.8878e-05-0.0021343i,-0.0018905-0.00036929i,-0.0019273+0.0018876i,-0.00057803+0.0033023i,0.00042+0.0033049i,0.0007414+0.0028649i,0.00089609+0.0018597i,0.00021568-0.00014745i
0.0087367+0.010589i,-0.00028323+0.0026773i,-0.012218-0.0029055i,-0.01254-0.001113i,-0.0062923+0.0025082i,-0.0003423+0.0061074i,0.0045243+0.0063273i,0.0066433+0.0030664i,0.00446-1.7797e-05i,0.00082899-0.00066337i,-0.0015892+0.0010922i,-0.0013964+0.0018257i,-0.00049402-0.00013085i,-0.0012842-0.0015512i,-0.0019291-0.0018809i,-0.0016239-0.0022435i,-0.0017653-0.0023972i,-0.0027535-0.0020645i,-0.0035016-0.0020349i,-0.002679-0.0016083i,-0.0015611-0.0006911i,-0.0012296-0.00051452i,-0.00092817-0.00061187i
-0.017405+0.011127i,-0.0068239+0.0048667i,0.0026946-0.003111i,0.0049976-0.0034607i,0.0025901-0.0009627i,-0.0010691+0.0027448i,-0.0021195+0.0070805i,0.00023154+0.008009i,0.0015481+0.0049851i,0.00041224+0.0019535i,0.00027614+0.00031246i,0.0014756-0.00034203i,0.0020684-0.00044731i,0.0016319-0.00060152i,0.0010103+0.00022943i,0.0015836+0.0013085i,0.0022046-0.00057542i,0.00118-0.0022619i,0.00032637-0.0013401i,-0.00016219-0.00041647i,-0.00079531-4.4197e-05i,0.00022869+0.00064477i,0.0006796+0.0019842i
-0.0058025-0.011482i,0.0021073-0.0042414i,0.011301-0.00039827i,0.0099545-0.00057995i,0.0036127-0.001898i,-0.0016465-0.0035285i,-0.0045605-0.0030062i,-0.0042911-0.0012222i,-0.0019078+0.00022531i,0.00016678+0.00025149i,0.00016826+0.00059346i,-0.0011055+0.00072821i,-0.00056205+0.00013606i,-0.00011141-7.6458e-05i,-0.00013517-0.000259i,0.00032701+0.00021502i,0.0018986+0.00034604i,0.0031688-0.00015602i,0.002753-0.0011082i,0.0017875-0.0012226i,0.0008267+0.0003569i,-0.00024539+0.0014665i,-0.001029+0.00047131i
0.00592-0.014599i,-0.00012749-0.0012327i,-0.00020686+0.010506i,0.0025341+0.0091184i,0.0039563+0.003939i,0.0057141-0.00057403i,0.0061338-0.0043771i,0.0038265-0.0053787i,0.0019112-0.0040026i,0.00067982-0.0027537i,-0.00024205-0.002612i,-0.0013237-0.0018215i,-0.0013317-1.305e-05i,-0.00057579+0.00072678i,-0.0010288+0.00070922i,-0.0015277+0.0012305i,-0.0015314+0.0026457i,-0.00069355+0.0024492i,-0.0005062+0.0014082i,-0.0014674+0.00064069i,-0.0011479+9.4119e-05i,-0.00046492+0.00010076i,-0.00098132-0.00037688i
0.016567+0.010845i,0.0058863+0.0058324i,-0.0034541+0.0040336i,-0.0026237+0.0023503i,0.001334+0.0024802i,0.0044215+0.0047977i,0.0073252+0.0041695i,0.0079926+0.001646i,0.0062733+0.0007102i,0.0050855+0.0010388i,0.0043365+0.00011315i,0.0035941-0.0014623i,0.0013432-0.0018782i,-0.00083226-0.0014099i,-0.0013094-0.00069323i,-0.0015578-0.00057619i,-0.0020586-0.00034696i,-0.0017902+0.00046598i,-0.00097852+0.0010333i,-0.00046477+0.00052485i,-0.00058012-0.00015618i,-0.00027505+0.00038839i,0.00090036+0.00082342i
-0.011699+0.018354i,-0.0038513+0.0090855i,-0.0027201+0.0045375i,-0.00024066+0.0067221i,0.0022018+0.0067099i,-9.9871e-05+0.0052859i,-0.0014882+0.0054461i,-7.9795e-05+0.005296i,0.00038748+0.0039422i,0.00024245+0.0040723i,0.0015503+0.0042833i,0.0020018+0.0025609i,0.00045841+7.4853e-05i,-0.00024567-0.0013193i,-0.00055467-0.001312i,-0.0015463-0.0015487i,-0.0022481-0.0025722i,-0.0026496-0.0029777i,-0.0023604-0.001881i,-0.0011864-0.00074083i,-0.00015525-0.0001115i,-0.00023628+0.00068157i,-7.6913e-05+0.0015448i
-0.016329+0.00084822i,-0.0047294+0.0032877i,0.0025746+0.0025003i,0.0015938+0.0022325i,-0.00063557+8.4942e-05i,-0.0025192-0.0026729i,-0.0046449-0.0029627i,-0.0038461-0.00061488i,-0.0019766+0.00041518i,-0.0033169-7.614e-05i,-0.004675+0.00079269i,-0.0026918+0.0012532i,-0.00020683+0.00029484i,0.00054339-0.00029834i,0.0008138+8.7309e-05i,0.0012679+0.00034724i,0.0018229+0.00054476i,0.0018212+0.00011897i,0.00028355-0.00036104i,-0.00073787+0.00013074i,-0.00012616+0.00023959i,-0.00014495+0.00075205i,-0.00052933+0.0012968i
-0.00098586-0.022957i,-0.0019716-0.0093223i,0.0014569-0.0019619i,0.0017862-0.004065i,0.00093244-0.0047401i,0.0027747-0.0032237i,0.0036455-0.0034236i,0.0026193-0.00394i,0.0028931-0.0042112i,0.0035511-0.0057572i,0.002592-0.0063868i,0.00021848-0.0037927i,-0.00071132-9.6902e-05i,-0.00028013+0.0016933i,-0.00054766+0.00099252i,-0.00058015+0.00058954i,0.0014134+0.00057993i,0.003119+0.00017622i,0.0030021+0.00019497i,0.0015418+0.00021812i,0.00029038+0.00035911i,-0.0010783-1.0841e-05i,-0.0012018-0.0011416i
0.016333-0.0018949i,0.0052874+0.0012627i,0.0025168+0.0066087i,0.0058161+0.0056606i,0.0060707+0.0045922i,0.0057685+0.0055351i,0.0071104+0.0043416i,0.006932+0.0016975i,0.0056875+0.0021014i,0.0053818+0.0037013i,0.005542+0.0029662i,0.0046612+0.0013475i,0.0024337+9.3794e-06i,-0.00017651-0.00066323i,-0.0014-0.00064098i,-0.0018572-0.00021192i,-0.0017624+0.00055979i,-0.00070689+0.0017333i,-0.00027387+0.0014139i,-0.00032734+0.00044691i,-0.00044318+0.00042582i,-2.2955e-05+0.00061396i,0.00073006+0.00030622i
0.0056174+0.014449i,0.0019027+0.0058052i,-0.0032018+0.0043268i,-0.0019542+0.0066882i,-0.0013016+0.0060003i,-0.0033676+0.0062552i,-0.0026597+0.0070102i,-0.00059048+0.00479i,-0.001563+0.0025165i,-0.0031464+0.0036998i,-0.002064+0.0056466i,-0.00062594+0.0042359i,-0.0002095+0.0014449i,-0.00063137+1.1932e-05i,-0.00079423-0.00068773i,-0.0011463-0.0014527i,-0.0021689-0.001658i,-0.0033378-0.0010487i,-0.0030175+3.8434e-05i,-0.0016539-0.00017974i,-0.0014241-0.00068922i,-0.0014729-0.00022343i,-0.00044665-9.9449e-05i
-0.016834+0.013245i,-0.0071884+0.0080667i,-0.0061767+0.004618i,-0.0072498+0.00582i,-0.0044179+0.0031899i,-0.0035614-0.001154i,-0.0041611-0.0012831i,-0.0026265-0.00046219i,-0.001356-0.003187i,-0.0027987-0.0053526i,-0.004458-0.0039534i,-0.0034412-0.0020491i,-0.0012982-0.0011937i,-0.00012229-0.0002127i,0.00038908-0.00041801i,0.001214-0.0018418i,0.0010534-0.0033213i,-0.00030093-0.0036926i,-0.00068276-0.0028707i,-0.00035187-0.0015421i,-0.00017227-0.00018679i,-0.00032914+0.0002076i,-0.00065785-2.7415e-05i
-0.012965-0.019508i,-0.0074604-0.0095748i,-0.0034606-0.0085645i,-0.0037067-0.009401i,-0.0028866-0.0070744i,0.00082571-0.005029i,0.0034548-0.0041214i,0.0040276-0.0027269i,0.0046831-0.0020806i,0.0048745-0.0028793i,0.0041562-0.002515i,0.0026524-0.0010777i,0.00081422-0.0012185i,-0.00039447-0.0015533i,-0.00038128-0.0010384i,7.5347e-05-0.0005039i,0.0023396-3.7783e-05i,0.0045182-0.00046637i,0.0033345-0.0011171i,0.001396-0.0014379i,3.1299e-05-0.00095875i,-0.0001643-0.00042315i,0.00043992-0.0011661i
0.015072-0.013154i,0.0074076-0.0051923i,0.010771-0.0011346i,0.01362-0.002412i,0.010461-0.0014539i,0.0074043+0.0019045i,0.0058605+0.0035203i,0.0042908+0.0027841i,0.0027273+0.0035293i,0.0034969+0.0044667i,0.0042551+0.0032203i,0.0028253+0.0012772i,0.0019843+0.00047162i,0.0012437-3.8882e-05i,-0.00022508-0.00038226i,-0.00080373+0.0011771i,-0.00016558+0.0023855i,0.0013733+0.00202i,0.0024114+0.0016377i,0.0015313+0.0011939i,0.0007776+0.00069979i,0.00090458+0.0005042i,0.00038777-0.0001054i
