-0.0032565+0.0002325i,-0.002368+0.0001057i,-0.0031872+0.00095495i,-0.0031824+0.0015039i,-0.0018758+0.0025052i,-0.00082877+0.0031607i,0.00019953+0.0027459i,0.001058+0.0027348i,0.00078727+0.001538i,0.00050855+0.00021015i,0.0009451+0.00021449i,0.0010524-0.00034851i,0.00042552-0.00089158i,7.4094e-05-0.00057518i,0.00038136-0.00014235i,-0.00012103+0.00027399i,-0.00021681+0.00068057i,0.00012047+0.00042016i,-0.00046181+0.00046092i,-0.00063752+0.00025358i,0.00041251-0.00056624i,0.00092816-0.0010916i,0.00054828-0.0010627i
0.019333+0.056882i,0.070465-0.014445i,0.11274-0.074932i,0.12957-0.032699i,0.10925+0.051933i,0.067847+0.075933i,0.040302+0.046246i,0.031929+0.013384i,0.023213+0.0016799i,0.014294+0.0084215i,0.0069854+0.015649i,0.0024492+0.013097i,0.00025734+0.0076394i,-0.0046459+0.0090218i,-0.010123+0.014885i,-0.010413+0.016237i,-0.0065036+0.011788i,-0.0032258+0.0061478i,-0.0014812+0.0028945i,0.00088101+0.0031512i,0.0049064+0.0056434i,0.0084152+0.0055288i,0.0081266+0.00028932i
-0.0771+0.086307i,-0.053554+0.18302i,-0.010859+0.16266i,0.02227+0.054925i,0.052247-0.014983i,0.065582-0.026567i,0.042761-0.023718i,0.012791-0.018392i,-0.0025854-0.017653i,-0.013167-0.019301i,-0.0166-0.015012i,-0.01285-0.0090496i,-0.0076884-0.0047467i,-0.0032211-0.00012842i,0.00078898+0.0045691i,0.0042676+0.0087245i,0.0075192+0.0085529i,0.0092303+0.00072433i,0.0046138-0.011442i,-0.0044348-0.020093i,-0.0096157-0.019887i,-0.010549-0.01349i,-0.010062-0.0077666i
0.0089865-0.17622i,-0.073788-0.1845i,-0.13142-0.085214i,-0.16102-0.0063369i,-0.17108-0.0084973i,-0.13825-0.020852i,-0.075839-0.005552i,-0.027653+0.011178i,-0.0034388+0.014466i,0.0090211+0.0070147i,0.013546-0.0033756i,0.011362-0.0076747i,0.0068812-0.0078935i,0.0048495-0.0131i,0.0031951-0.022385i,-0.00029441-0.023948i,-0.0034559-0.016033i,-0.0034437-0.0053421i,-0.00024959+0.0043512i,0.002868+0.0085931i,0.0027608+0.0063419i,-0.00015799+0.0041782i,-0.0017017+0.0061192i
0.11151+0.069043i,0.13455-0.012899i,0.12523-0.075363i,0.13072-0.046172i,0.12903+0.017246i,0.088746+0.040492i,0.045834+0.021775i,0.02477-0.0024377i,0.012793-0.009455i,0.0070838+0.00023936i,0.0049489+0.012517i,0.0022166+0.014954i,0.00091599+0.011656i,0.00044539+0.013324i,0.0017139+0.016048i,0.0032236+0.011569i,0.0023387+0.0041369i,0.0002803+0.0025078i,0.0022637+0.0060212i,0.0088818+0.010273i,0.013796+0.010837i,0.013936+0.0052661i,0.008928-0.00086075i
-0.056842+0.12844i,0.0069555+0.18096i,0.046184+0.12576i,0.039162+0.01796i,0.038631-0.040002i,0.047434-0.043014i,0.030664-0.02661i,0.0038327-0.01241i,-0.012703-0.0073166i,-0.022181-0.0057809i,-0.023144-0.0044039i,-0.017736-0.0024179i,-0.011352+0.001526i,-0.0047134+0.0042626i,-0.00069367+0.0059863i,0.0013215+0.0079363i,0.0026917+0.0057025i,0.0017238-0.0018056i,-0.0044541-0.011751i,-0.012346-0.018333i,-0.014956-0.015764i,-0.011777-0.0076199i,-0.0069165-0.0019899i
-0.10974-0.16792i,-0.18452-0.12707i,-0.18599-0.019233i,-0.16506+0.056229i,-0.15414+0.057911i,-0.12143+0.035896i,-0.061488+0.02474i,-0.013261+0.020247i,0.0083409+0.013101i,0.01346+0.0019621i,0.011745-0.0098549i,0.0097646-0.01516i,0.0061743-0.015537i,-0.0013802-0.016964i,-0.0094215-0.018588i,-0.012369-0.014717i,-0.009545-0.0063048i,-0.004788+0.00090718i,-0.0015615+0.0046612i,-0.0010892+0.0054563i,-0.00312+0.0038992i,-0.0043848+0.0022846i,-0.002117+0.0015108i
0.17919-0.011185i,0.16029-0.077797i,0.1187-0.10532i,0.12036-0.078708i,0.12009-0.029193i,0.084772+0.00030484i,0.043993-0.00017634i,0.020523-0.0093637i,0.011361-0.0085644i,0.010576+0.0011657i,0.011327+0.011218i,0.0085712+0.014212i,0.005898+0.011696i,0.0077143+0.0092504i,0.011533+0.00614i,0.011516+0.0006974i,0.0075773-0.0028425i,0.0057857-0.0011257i,0.0099864+0.0033053i,0.016106+0.0067624i,0.018346+0.0063933i,0.015013+0.0032503i,0.0079105+0.0012694i
0.0078246+0.16241i,0.079575+0.15157i,0.080481+0.070907i,0.029174-0.010164i,0.013358-0.049704i,0.021989-0.052269i,0.013333-0.033198i,-0.00235-0.014037i,-0.011517-0.0057818i,-0.017637-0.0020963i,-0.019862+0.0017302i,-0.01642+0.0052316i,-0.010808+0.0075973i,-0.0050897+0.0094096i,0.00052657+0.010589i,0.0046422+0.0098618i,0.0041937+0.0054942i,0.00022589-0.0014332i,-0.0059313-0.0073695i,-0.011121-0.010455i,-0.0099164-0.010182i,-0.0067582-0.0063223i,-0.0074247-0.0036964i
-0.19943-0.072604i,-0.2353-0.0022179i,-0.17919+0.071842i,-0.12002+0.10463i,-0.1035+0.097213i,-0.079358+0.072091i,-0.034994+0.043373i,-0.0041332+0.019195i,0.0044494+0.0027806i,0.0033664-0.0089451i,0.0010556-0.017843i,-0.0014455-0.021299i,-0.005735-0.019163i,-0.012394-0.013991i,-0.017471-0.0090874i,-0.015403-0.0029839i,-0.0087716+0.0023521i,-0.004029+0.0039041i,-0.0038996+0.0037893i,-0.0062007+0.004556i,-0.0072358+0.0051006i,-0.004385+0.0034663i,0.00083162+0.00081428i
0.15895-0.12871i,0.12673-0.15687i,0.087782-0.13527i,0.088998-0.098673i,0.093824-0.060692i,0.065446-0.029071i,0.030425-0.013246i,0.014315-0.0076937i,0.010305-0.0010548i,0.011257+0.0063754i,0.014698+0.010715i,0.015092+0.011039i,0.013856+0.0072871i,0.013402+0.00026076i,0.010905-0.0072954i,0.0049219-0.011801i,0.00015811-0.0092401i,0.0024116-0.0028389i,0.0088491+0.00082129i,0.01354+0.0017726i,0.013247+0.0014378i,0.0087598+0.00048603i,0.0046915+0.00068888i
0.093478+0.1448i,0.11647+0.093166i,0.067418+0.025592i,0.0050543-0.013428i,-0.012396-0.035525i,-0.0031776-0.042509i,-0.0010447-0.026803i,-0.0048883-0.0074734i,-0.0073584+0.001808i,-0.010295+0.0072389i,-0.011674+0.011916i,-0.0082629+0.013589i,-0.0030469+0.014447i,0.0031166+0.013982i,0.0080159+0.011456i,0.010045+0.0077708i,0.0073094+0.0021198i,0.001282-0.0031177i,-0.0031375-0.0069519i,-0.0045288-0.0084342i,-0.003712-0.0065497i,-0.0033736-0.0036802i,-0.0052763-0.0027351i
-0.20638+0.067894i,-0.18712+0.12577i,-0.1161+0.13371i,-0.06765+0.11596i,-0.049233+0.10135i,-0.030467+0.075054i,-0.0078653+0.037268i,0.0045162+0.0096612i,0.0036749-0.0049923i,-0.0031286-0.013873i,-0.0094466-0.018886i,-0.013092-0.018905i,-0.01588-0.012991i,-0.017379-0.0041901i,-0.01479+0.003977i,-0.0078378+0.00837i,-0.0017553+0.0073248i,-0.00012144+0.0040383i,-0.0022733+0.0026593i,-0.0056151+0.0019854i,-0.0059684+0.0018133i,-0.0040366+0.0013113i,-0.0022167-0.00071524i
0.052349-0.21052i,0.035593-0.20807i,0.037506-0.15901i,0.053975-0.11559i,0.054324-0.078625i,0.036157-0.039618i,0.019688-0.015315i,0.012155-0.010954i,0.010639-0.0098552i,0.01362-0.0059905i,0.017156-0.0028337i,0.015803-0.0037489i,0.012278-0.0086065i,0.0083812-0.01452i,0.001003-0.016506i,-0.0065938-0.012242i,-0.0069912-0.0052627i,-0.0016593-0.00084016i,0.0040115+0.0020912i,0.0073939+0.0054995i,0.006248+0.0055801i,0.0031439+0.0025728i,0.0021766+0.00092067i
0.15609+0.070973i,0.12607+0.038366i,0.050761+0.016393i,-0.0026803+0.0079078i,-0.016496-0.0081378i,-0.014851-0.020155i,-0.010889-0.010327i,-0.0068803+0.0050787i,-0.0051279+0.011426i,-0.0045892+0.015405i,-0.0015055+0.019734i,0.0038923+0.019833i,0.0093023+0.016413i,0.012975+0.011135i,0.013064+0.004402i,0.0093687-0.001361i,0.0034253-0.0030594i,-0.00083872-0.0030534i,-0.0022869-0.0048682i,-0.0023552-0.0071297i,-0.00034121-0.0059928i,0.00094354-0.0010669i,-0.00020654+0.0033995i
-0.11128+0.17036i,-0.081774+0.18031i,-0.048831+0.14058i,-0.032073+0.1039i,-0.015368+0.081393i,0.00029191+0.053672i,0.0050857+0.023074i,0.0026866+0.0054774i,-0.0030915+0.00037585i,-0.011211-0.0023468i,-0.018643-0.0044569i,-0.022174-0.0029526i,-0.020591+0.0037521i,-0.014555+0.011951i,-0.0062391+0.014898i,0.0013929+0.011396i,0.004159+0.0061031i,0.0027626+0.0013301i,0.00066826-0.0012685i,-0.0021768-0.0024356i,-0.0047781-0.0041778i,-0.0044824-0.0051668i,-0.0030126-0.0054393i
-0.089313-0.17944i,-0.069341-0.17699i,-0.016991-0.1469i,0.017367-0.11578i,0.024022-0.076174i,0.019426-0.039547i,0.012044-0.021668i,0.0077526-0.017591i,0.0083704-0.017211i,0.011371-0.016885i,0.012471-0.017767i,0.0080676-0.018261i,0.00093441-0.019099i,-0.0058762-0.019021i,-0.010078-0.013268i,-0.0093409-0.0045051i,-0.0034939-0.00012242i,0.0015068+0.00033638i,0.0030914+0.0039379i,0.0043082+0.0085696i,0.0038696+0.0090375i,0.0023214+0.0061739i,0.0015761+0.0027516i
0.16173-0.027674i,0.12159-0.012944i,0.059044+0.014901i,0.01956+0.021027i,-0.0015868+0.0043071i,-0.01016-0.004588i,-0.0035739+0.0027063i,0.0044333+0.0081763i,0.0059394+0.0085082i,0.0078569+0.0095025i,0.01211+0.010751i,0.016007+0.0079291i,0.018425+0.0024412i,0.018175-0.0029668i,0.013361-0.0079574i,0.0048245-0.0087982i,-0.0027132-0.0049182i,-0.0035776-0.0020209i,-0.001425-0.0027662i,-0.0010658-0.0040969i,0.00032873-0.0041708i,0.0018693-0.0021268i,0.0015802+0.001243i
0.016514+0.17147i,0.014533+0.15928i,-0.006063+0.11836i,-0.015319+0.08872i,-0.0037962+0.065031i,0.0061616+0.038855i,0.0044557+0.018271i,-0.00027187+0.0098859i,-0.0048497+0.0084559i,-0.01171+0.010018i,-0.015893+0.011975i,-0.012934+0.013475i,-0.005958+0.016745i,0.0014599+0.018981i,0.0060075+0.015199i,0.0060466+0.0078627i,0.0028924+0.0034746i,-0.00013557+0.0022303i,-0.0018753-0.00088174i,-0.0045956-0.0055563i,-0.0064224-0.0065819i,-0.00486-0.0053462i,-0.0034235-0.0044664i
-0.16494-0.068708i,-0.13665-0.099227i,-0.075733-0.11806i,-0.030583-0.10435i,-0.0064102-0.06538i,0.0016451-0.033682i,-0.0003434-0.020097i,-0.0040898-0.015629i,-0.0057381-0.014329i,-0.0058553-0.015983i,-0.0084118-0.017404i,-0.014829-0.014807i,-0.021296-0.01001i,-0.02383-0.0046122i,-0.018956+0.00030083i,-0.0080237+0.0027305i,0.00067378+0.0018505i,0.0032762+0.0013756i,0.0052439+0.0046498i,0.0081149+0.0071349i,0.0074376+0.005478i,0.0033215+0.0033628i,0.00071039+0.0017691i
0.094634-0.10671i,0.092307-0.05894i,0.073748-0.0063864i,0.044999+0.0069347i,0.013743+0.0029622i,0.0012735+0.0017112i,0.006873+0.00041725i,0.011968-6.4859e-05i,0.012035+0.00040635i,0.013344-3.0817e-05i,0.016892-0.0031812i,0.016999-0.0076812i,0.014114-0.01232i,0.010127-0.01563i,0.0045479-0.013605i,-0.00032514-0.0076971i,-0.00066406-0.0027292i,0.001111-0.0018344i,0.00063722-0.0022531i,0.0012393-0.0010763i,0.0023634-0.0015687i,0.0017881-0.0028399i,0.00055631-0.0016945i
0.10312+0.10685i,0.07336+0.1082i,0.02856+0.10239i,0.0080172+0.084609i,0.010962+0.051027i,0.012417+0.024796i,0.0084666+0.014856i,0.007159+0.010149i,0.0060037+0.0080447i,0.0030142+0.011334i,0.0033094+0.015202i,0.0085624+0.01374i,0.015254+0.0096565i,0.018377+0.0062446i,0.015058+0.0024229i,0.0083012-0.00052734i,0.0034271-0.00064314i,0.00065093-0.00049807i,-0.0038726-0.0039152i,-0.0081429-0.0070276i,-0.0077033-0.0050381i,-0.0045123-0.0021713i,-0.0024269-0.0015629i
-0.13404+0.043625i,-0.13424-0.012297i,-0.10816-0.066709i,-0.066928-0.069739i,-0.028964-0.041932i,-0.011907-0.021371i,-0.0092563-0.011864i,-0.0098178-0.0058325i,-0.012039-0.0039601i,-0.015653-0.005093i,-0.019579-0.0023639i,-0.021925+0.0054706i,-0.021525+0.014087i,-0.017658+0.018528i,-0.010539+0.014396i,-0.0047344+0.0064633i,-0.0039845+0.00063994i,-0.0038271-0.00023332i,0.00062844+0.0024886i,0.0049248+0.0037432i,0.0036996+0.0031725i,0.0010871+0.0025419i,-0.00030157+0.00087839i
-0.0041712-0.11017i,0.039093-0.079198i,0.063458-0.041588i,0.046741-0.021966i,0.019815-0.0090516i,0.0080364-0.0021339i,0.0070439-0.0032819i,0.0060722-0.0059923i,0.0046676-0.0063635i,0.0059052-0.0082024i,0.0070485-0.012305i,0.0038634-0.016039i,-0.0021827-0.019007i,-0.0068744-0.01745i,-0.0082776-0.011183i,-0.0056375-0.0043586i,-0.0012255-0.001448i,0.0006136-0.00092432i,0.001033+0.0014104i,0.0029809+0.0033923i,0.0036457+0.0027124i,0.0017569+0.0016445i,0.00058428+0.0019606i
0.11624+0.013117i,0.092234+0.04796i,0.059067+0.076218i,0.033303+0.069687i,0.01627+0.038952i,0.012163+0.017116i,0.013119+0.0085919i,0.011402+0.0041643i,0.0093665+0.002384i,0.0093435+0.0043382i,0.011586+0.0041449i,0.013511-0.0013962i,0.013211-0.0081535i,0.012177-0.010936i,0.0097888-0.0092751i,0.0067103-0.004843i,0.0050822-0.00034202i,0.0041288-0.00036332i,-9.3827e-05-0.0035694i,-0.0044398-0.0044577i,-0.0031737-0.0028472i,0.00033368-0.0025477i,0.0012001-0.003469i
-0.048656+0.087213i,-0.092881+0.041028i,-0.1103-0.0068147i,-0.076927-0.022617i,-0.030964-0.016629i,-0.011234-0.0074905i,-0.0073156-0.0015742i,-0.0038632+0.0012917i,-0.0043442+0.0025531i,-0.0093647+0.005317i,-0.011966+0.012593i,-0.0074567+0.020545i,0.0014097+0.02422i,0.0073041+0.021933i,0.0071509+0.015649i,0.0037562+0.0086698i,8.3676e-05+0.0038637i,-0.00097754+0.0033683i,-0.00024615+0.0019355i,-0.00060333-0.0015191i,-0.0012604-0.0022923i,-0.00096439-0.00044035i,-0.00106+0.0007322i
-0.051405-0.049403i,0.004072-0.063389i,0.036231-0.063116i,0.027953-0.043672i,0.012146-0.017951i,0.0062801-0.004763i,0.0044089-0.0033965i,0.0016674-0.0039486i,0.00059569-0.0053027i,0.00034581-0.0083602i,-0.0024757-0.011967i,-0.0081893-0.011578i,-0.013654-0.0068598i,-0.015581-0.0022435i,-0.012887-0.00082807i,-0.0081921-0.0018812i,-0.005171-0.0043703i,-0.003987-0.0039964i,-0.00040822+0.00025537i,0.0034726+0.0021457i,0.0016486+0.0026473i,-0.0023408+0.0033069i,-0.0025207+0.0036157i
0.063999-0.044829i,0.07271-8.4186e-05i,0.071792+0.035961i,0.049508+0.039582i,0.021974+0.021681i,0.0094211+0.0059979i,0.0064017+0.0016808i,0.0044493+0.00020378i,0.0031317-0.0013583i,0.0048882-0.0016919i,0.0080199-0.0046191i,0.0060268-0.011017i,0.00031903-0.015309i,-0.002392-0.015495i,-0.0015158-0.012543i,-7.787e-05-0.0065736i,0.0012173-0.0018377i,0.0002664-0.00098739i,-0.0030364-0.0010543i,-0.0032104-0.00097832i,-0.00088404-0.0029756i,0.0013367-0.0058002i,0.0016676-0.0062898i
0.017893+0.064027i,-0.045701+0.057456i,-0.076936+0.041747i,-0.052928+0.018361i,-0.018873+0.0008845i,-0.0050031-0.00095332i,-0.0016236+0.001573i,0.00053521+0.001619i,0.00063068+0.0020692i,-0.0014186+0.0060964i,-0.00021063+0.012242i,0.0062174+0.013899i,0.013089+0.0092725i,0.015697+0.0041739i,0.01373+0.0027116i,0.010088+0.0041353i,0.0064819+0.0059766i,0.0041441+0.0048868i,0.0018265+0.0015347i,-0.0016207-0.00028659i,-0.0025798+0.00073275i,-0.00016872+0.0022626i,0.0016474+0.0020863i
-0.035129+0.0061754i,-0.0089737-0.042792i,0.0017054-0.062226i,9.3478e-07-0.041874i,0.0034646-0.014249i,0.0071013-0.0017559i,0.0061527-0.0011565i,0.0048869-0.0022062i,0.0034247-0.0040759i,-0.00040488-0.0064952i,-0.0055709-0.0053209i,-0.0085444+0.00063122i,-0.0086923+0.0079976i,-0.0080483+0.010772i,-0.0074776+0.0073734i,-0.0072265+0.0030149i,-0.007028+3.0237e-05i,-0.0048351-0.00024282i,-0.00015236+0.00093518i,0.0030471+0.0024073i,0.0012482+0.0035902i,-0.00088046+0.0046086i,-0.00091409+0.004794i
-0.0020985-0.034595i,0.037006-0.0084896i,0.05284+0.0077063i,0.034905+0.014322i,0.0098924+0.012076i,0.002423+0.0062385i,0.0047606+0.002133i,0.0034767+0.00093572i,0.0011897+0.0012868i,0.0023113+0.00020447i,0.0029984-0.0038739i,-0.0020918-0.0079553i,-0.0082696-0.0077712i,-0.0091114-0.0061021i,-0.0069175-0.0055517i,-0.0038036-0.0048448i,-0.0010274-0.0044612i,-0.00063823-0.0037549i,-0.0012598-0.001666i,-0.00050407-0.0015959i,0.00085205-0.004327i,-0.00026097-0.0058832i,-0.0022652-0.0042535i
0.028696+0.010432i,-0.015388+0.043911i,-0.034106+0.049065i,-0.022355+0.021085i,-0.0073271-0.0013748i,-0.0039177-0.0031753i,-0.0047365+0.00028889i,-0.003164+7.0214e-05i,-0.0027177-0.0016257i,-0.0025818+0.00054033i,0.001233+0.0045073i,0.0070415+0.0017228i,0.0093669-0.0071429i,0.0081005-0.011478i,0.0072059-0.009343i,0.0073073-0.0060431i,0.0069584-0.0038011i,0.0046077-0.0030999i,-8.2812e-05-0.0027485i,-0.0022941-0.0015784i,3.6024e-05-0.0014733i,0.0026485-0.0024384i,0.0021877-0.0022069i
0.0065054+0.0062592i,-0.011104-0.041042i,-0.017673-0.04939i,-0.0069746-0.027697i,0.0055707-0.010682i,0.0090893-0.005873i,0.00636-0.0058156i,0.0042033-0.0042217i,0.0037256-0.0040352i,0.0010113-0.0055015i,-0.0036491-0.0033887i,-0.0039477+0.0031579i,0.00047608+0.0095446i,0.0034382+0.011364i,0.00219+0.010148i,-0.001483+0.0092061i,-0.0044199+0.0090486i,-0.0030359+0.0079887i,0.00071248+0.0044643i,0.0013783+0.0019171i,-0.00026158+0.0035048i,-0.0001748+0.0050835i,0.00094528+0.005135i
-0.010391+0.01209i,0.029984+0.0020039i,0.036467-0.00050174i,0.017517+0.011146i,0.0022776+0.018437i,0.0026136+0.013666i,0.008327+0.0066073i,0.0086857+0.00451i,0.0067634+0.0047061i,0.0079306+0.0033322i,0.0076837-0.00049837i,0.0019721-0.0022269i,-0.0040728+0.0014884i,-0.005997+0.0033166i,-0.0051384+0.00080669i,-0.0027867-0.00077223i,-0.00038301-0.00094606i,0.00037888-0.00055964i,0.00093494-0.00011366i,0.00099493-0.00081216i,-0.0009085-0.0019485i,-0.0030095-0.0016622i,-0.003988-0.00020504i
-0.011164-0.0077998i,-0.012723+0.037544i,-0.015081+0.04128i,-0.017702+0.014149i,-0.014462-0.0035493i,-0.0088678-0.00077139i,-0.0039196+0.0047029i,-0.0021738+0.001993i,-0.0050783-0.00083912i,-0.0065825+0.0022993i,-0.0032745+0.004885i,-0.0010218-3.0847e-05i,-0.0028779-0.0076581i,-0.0046005-0.0098572i,-0.0032244-0.0092185i,-0.00014315-0.0086946i,0.0010371-0.0074517i,0.00034534-0.0064474i,-0.0019682-0.0052527i,-0.0024262-0.0036808i,5.629e-05-0.0032327i,0.0011893-0.003969i,0.00017893-0.0044818i
0.01785-0.026165i,-0.019188-0.041259i,-0.018324-0.039306i,0.0019765-0.028425i,0.011893-0.018897i,0.0091794-0.012673i,0.0032474-0.0083433i,0.0019827-0.00614i,0.0011612-0.0071966i,-0.0039485-0.0080288i,-0.0076766-0.0043942i,-0.0030771+0.0015204i,0.0056401+0.0029047i,0.0097298+0.0015998i,0.0091355+0.0023204i,0.0062196+0.0042461i,0.0029555+0.0048763i,0.0012562+0.0036341i,0.0010846+0.0014459i,0.0016275+0.0016305i,0.0025265+0.0032259i,0.0028939+0.0037327i,0.0026698+0.0027027i
0.027145+0.02465i,0.038198-0.0042409i,0.027856-0.0012006i,0.01522+0.018519i,0.008484+0.024977i,0.0073647+0.015493i,0.00857+0.0047587i,0.0087122+0.0018886i,0.010089+0.0023062i,0.012211-0.0013403i,0.010492-0.0056861i,0.0059162-0.0039186i,0.0028453+0.001309i,0.00098193+0.0038511i,-0.0015898+0.003108i,-0.0024955+0.00098553i,-0.0015541-0.00054653i,-2.1373e-05-7.0969e-05i,0.0013733+0.00084304i,0.0012912+8.8741e-05i,-0.0004101-0.00016407i,-0.0006753+0.0011552i,-0.00076067+0.001956i
-0.026636+0.02767i,-0.0021333+0.044559i,-0.0060615+0.03271i,-0.021179+0.011133i,-0.022067+0.00049827i,-0.011941+0.0023666i,-0.0027964+0.0060647i,-0.00086511+0.0059134i,-0.0029685+0.0058923i,-0.0019697+0.0090481i,0.0011892+0.01035i,-0.0013574+0.0067384i,-0.0084281+0.0030667i,-0.011032+0.001296i,-0.0081241+9.6143e-05i,-0.0051333-0.00023606i,-0.002993+0.00010792i,-0.00177+0.00066023i,-0.0023914+0.00015563i,-0.0032855-0.0016728i,-0.0022681-0.003797i,-0.00098297-0.0042383i,-0.0015407-0.003359i
-0.016542-0.04579i,-0.036388-0.032294i,-0.023105-0.034426i,-0.0022261-0.038127i,0.005568-0.03037i,0.003067-0.017623i,0.00084276-0.0076628i,0.00079808-0.0051958i,-0.0036601-0.0076259i,-0.010445-0.0061019i,-0.011488-0.0012432i,-0.0044618+0.00021817i,0.0030619-0.0030322i,0.0055988-0.0054217i,0.0055032-0.0049509i,0.0049415-0.003821i,0.0043755-0.0029665i,0.0034418-0.0016694i,0.0025644-0.00089455i,0.0020448+7.0874e-05i,0.0019137+0.0014845i,0.0019458+0.001827i,0.0013208+0.00086451i
0.052316-0.012811i,0.036436-0.02452i,0.030008-0.0039864i,0.028489+0.017631i,0.020474+0.021099i,0.013233+0.012426i,0.0098001+0.00306i,0.0092911-0.00085244i,0.010397-0.0046563i,0.0089087-0.011081i,0.0046713-0.014206i,0.0016258-0.010667i,0.0026887-0.004333i,0.0043467-0.00039785i,0.0033515+0.00097607i,0.00025361+0.00042421i,-0.0020666-0.0018452i,-0.0011009-0.0028042i,0.0019758-0.0014053i,0.0028593+0.00035396i,0.0020046+0.00095257i,0.00099761+0.00069801i,0.00036315+0.00022944i
0.0071411+0.061026i,0.019969+0.04733i,-0.0022027+0.037558i,-0.021355+0.028165i,-0.019088+0.015226i,-0.0072759+0.0097437i,0.00099072+0.0083809i,0.0018758+0.0071655i,0.0021125+0.0095635i,0.0063367+0.011095i,0.0092828+0.0084778i,0.0043357+0.0063739i,-0.0025979+0.0076845i,-0.0039467+0.0087562i,-0.0020674+0.0074593i,0.00032862+0.0057588i,0.0020802+0.003837i,0.0012195+0.0025597i,-0.0013326+0.0010744i,-0.0020675-0.0009726i,-0.0012235-0.0015266i,-0.0012317-0.00072157i,-0.0017609+0.00081586i
-0.059348-0.01311i,-0.050534-0.0074202i,-0.036215-0.030199i,-0.021811-0.04223i,-0.0091948-0.031756i,-0.0035808-0.016813i,-0.0031121-0.0072586i,-0.0040418-0.0038925i,-0.0074046-0.0021832i,-0.01097+0.0029052i,-0.0096589+0.0073532i,-0.0046195+0.0042682i,-0.0033057-0.0032711i,-0.0049522-0.0068962i,-0.0051529-0.005895i,-0.0043285-0.0036539i,-0.003253-0.0014348i,-0.0020303-0.00016888i,-0.0011314-0.00046422i,-0.0011253-0.001194i,-0.00017545-0.0015119i,0.00083614-0.0015746i,0.00042882-0.001633i
0.027443-0.055729i,0.019587-0.038277i,0.034593-0.013917i,0.039605+0.0018912i,0.027048+0.0086806i,0.015441+0.0064179i,0.0093017+8.9915e-05i,0.0068213-0.0042336i,0.0052368-0.0091075i,0.00032271-0.013369i,-0.0052676-0.013295i,-0.0050662-0.0086417i,-4.8184e-05-0.0038523i,0.0032046-0.0027413i,0.0025631-0.0031718i,0.00032013-0.0023473i,-0.0021368-0.000685i,-0.0016567+4.7636e-05i,0.0020178+0.00017644i,0.0037649+0.00028692i,0.0008305+0.00038424i,-0.0029238-0.00081975i,-0.0034732-0.00092154i
0.059863+0.033938i,0.038189+0.025427i,0.0069195+0.039245i,-0.010301+0.040857i,-0.012851+0.025524i,-0.0054479+0.014473i,0.0032053+0.009107i,0.0063361+0.0059861i,0.0087897+0.0048312i,0.012128+0.0027202i,0.012781+0.00021445i,0.0084422+0.001567i,0.0045872+0.0053518i,0.0050387+0.0068967i,0.0068679+0.0052265i,0.0086972+0.0021915i,0.0092514-0.0015236i,0.0067166-0.0039129i,0.0025261-0.0024515i,-0.00015758+0.00014405i,-0.00020168+0.0011894i,8.6934e-05+0.00093782i,-0.00052116+0.00035324i
-0.045043+0.045434i,-0.038909+0.019768i,-0.046977-0.01562i,-0.039868-0.029634i,-0.021095-0.026347i,-0.010523-0.014542i,-0.006367-0.003599i,-0.0041702+8.7986e-06i,-0.0052302+0.002722i,-0.0055974+0.0075889i,-0.0035262+0.0094578i,-0.003266+0.0054621i,-0.0063725+0.00058473i,-0.0083163+0.00051405i,-0.0075661+0.0029443i,-0.0057351+0.0041748i,-0.0038346+0.0048771i,-0.0033858+0.0040787i,-0.0041885+0.0018068i,-0.0035447-0.00027755i,-0.0010059-0.0013636i,0.00070706-0.0013268i,0.00037665-0.00063238i
-0.026753-0.053827i,-0.00080395-0.040665i,0.030811-0.038578i,0.037852-0.025752i,0.02866-0.0075336i,0.016988-0.0026778i,0.0081919-0.0050792i,0.0043271-0.0058624i,-0.00048505-0.0073776i,-0.006884-0.0080448i,-0.0096074-0.0062424i,-0.0067822-0.0042986i,-0.0015781-0.0049896i,-3.5101e-06-0.0073611i,-0.0023794-0.007011i,-0.0052256-0.0036205i,-0.0053037+0.00043121i,-0.0022392+0.0022774i,0.0018334+0.00049554i,0.0031019-0.0012367i,0.00032895-0.0017038i,-0.0023421-0.0015624i,-0.0023985-0.00078312i
0.059179-0.022945i,0.037077+0.0047785i,0.026472+0.040152i,0.014481+0.046014i,0.0015643+0.031968i,0.0021907+0.018978i,0.0072523+0.009049i,0.0075256+0.0023169i,0.0080888-0.0014254i,0.0093854-0.0039755i,0.0091555-0.0052288i,0.0076743-0.0031958i,0.0063418+0.00037588i,0.0066367+0.00087072i,0.0071576-0.0021141i,0.0056518-0.0056923i,0.0037129-0.0074912i,0.0019699-0.0060652i,0.00069717-0.0031836i,0.0012338-0.0011699i,0.0027939-0.0006353i,0.0031528-0.0014571i,0.0023376-0.0011612i
