-0.0032565+0.0002325i,-0.002368+0.0001057i,-0.0031872+0.00095495i,-0.0031824+0.0015039i,-0.0018758+0.0025052i,-0.00082877+0.0031607i,0.00019953+0.0027459i,0.001058+0.0027348i,0.00078727+0.001538i,0.00050855+0.00021015i,0.0009451+0.00021449i,0.0010524-0.00034851i,0.00042552-0.00089158i,7.4094e-05-0.00057518i,0.00038136-0.00014235i,-0.00012103+0.00027399i,-0.00021681+0.00068057i,0.00012047+0.00042016i,-0.00046181+0.00046092i,-0.00063752+0.00025358i,0.00041251-0.00056624i,0.00092816-0.0010916i,0.00054828-0.0010627i
-0.00077168+0.0027029i,0.00027894+0.00096014i,0.0014512+2.1606e-05i,0.0010581-0.00053209i,0.00070859+6.0037e-06i,0.00062836+0.00027955i,0.00031844+0.00073939i,0.00012136+0.001732i,0.00052259+0.0016781i,0.00075889+0.00067083i,0.00013007-0.0007122i,-0.00010322-0.0005158i,0.00068869-0.00032005i,0.0012083-0.00033123i,0.00040399+0.00056193i,9.0157e-06+0.0011492i,-1.2815e-05+0.00054552i,-0.00010606+0.00018912i,-0.00013857+0.00016765i,0.00034293+0.00014134i,0.00058482+0.00063405i,0.00045062+0.00087607i,0.0006113+0.00075165i
-0.0023135+0.0021528i,-0.0013103+0.0029709i,-0.0011874+0.0018278i,-0.0013886+0.0010187i,-0.00041356+0.0018827i,-0.000382+0.0012452i,-0.0001704+3.4621e-05i,0.00049463+0.00038426i,0.00043243+0.00074049i,0.00057464-0.00011838i,0.00052083-0.00048543i,0.00044982-0.00023127i,0.00082382-0.00046341i,0.00055224-0.0006821i,-0.00041956+0.00033464i,-0.00083187+0.00061707i,-0.00075768-8.9591e-05i,-0.00025764-0.00039755i,0.00023553-6.2172e-05i,0.00017088+0.00027149i,-6.7255e-05+0.00035798i,9.8394e-06-0.00034341i,0.00041677-0.0011001i
-0.0027917+0.0036549i,-0.0013973+0.0028007i,9.4771e-05+0.0019065i,0.00010688+0.0014509i,-2.7842e-05+0.0006604i,0.00052842+1.0593e-05i,0.00021177+0.00038728i,0.00012907+0.001474i,0.00064843+0.00050659i,0.0011251-0.00065917i,0.0013682-0.00010608i,0.00050369-6.5994e-06i,-0.00041839-0.00076638i,-0.00073232-0.00072204i,-0.0004503+0.00022212i,-1.1984e-05+0.00079797i,0.00023967+0.0012i,0.00035502+0.0014i,-0.00047216+0.00094794i,-0.00045106+0.00036224i,1.3516e-05+0.00031584i,0.00064681-0.00073256i,0.00071294-0.00087298i
0.00089005+0.0047329i,0.0021331+0.0026052i,0.0029076-9.4552e-05i,0.0024306-0.0010785i,0.0012788-3.8274e-05i,0.00072597+0.00054735i,0.00035043+0.00074211i,0.00046205+0.00081693i,0.00093305+6.8819e-05i,0.00073532-0.00046109i,0.00034532+0.0001751i,0.00032129+3.7783e-05i,-0.00019579-0.00097024i,-0.00056175-0.00091078i,-0.0004674+0.00027083i,0.00070455+0.0013051i,0.0011889+0.00063569i,0.00061053-0.00028594i,-0.00024796-0.00069293i,-0.00026384-0.00090281i,0.00030345-0.00032157i,0.00039375-9.0383e-05i,0.00056584-0.00014457i
-0.00084567+0.0021256i,0.00043131+0.0018574i,0.00044364+0.0013985i,0.00014927+0.00098274i,0.00061234+0.0012483i,0.00059487+0.0017232i,-2.0891e-05+0.0014468i,4.5763e-05+0.0018254i,0.00074458+0.0020705i,0.00098259+0.0011848i,0.00073426+0.00073583i,0.00057698+0.00041543i,-0.00014227-0.00077174i,-4.5322e-06-0.0007869i,0.00021063-0.00047339i,0.00072002-0.00060182i,0.00037503-0.00030816i,-0.00016379-0.00027606i,0.0002624-0.00056261i,0.00047379-0.00060654i,0.0003084-0.00022123i,-6.4843e-05-0.00030753i,-3.3925e-05-0.00025149i
-4.5562e-05+0.0038828i,-1.316e-05+0.0024183i,0.00077023+0.00013085i,0.00027229-0.00055857i,-0.00036021-0.00024842i,0.00056547+8.6268e-05i,0.00087845+0.0010745i,0.00019126+0.0012494i,-0.00027662+0.00036137i,-0.00030607-0.00029677i,-0.00028629-0.00033448i,-0.00012896+0.00045524i,0.0003934+0.0012409i,0.00047684+0.0008616i,0.00048473-0.00017806i,0.000929-0.00040316i,0.00055729+2.2705e-05i,-0.0002841-3.8087e-05i,-9.9493e-05-0.00036741i,0.00034126+0.0003955i,0.00025329+0.00095382i,0.00027547+0.00030448i,-0.00014411+0.00025727i
-0.00082053+0.0015019i,-0.00070524+0.00046396i,-0.0015336-0.00021401i,-0.0016235-6.4308e-05i,-0.00093189+0.00047514i,-0.00039635+0.00154i,-0.00043009+0.0013738i,-4.8185e-05+0.00066294i,0.00066098+0.0006121i,0.0011212+0.00058758i,0.0010612+0.00052577i,0.000934-0.000227i,0.00072087-0.00063535i,0.00012763-5.0311e-05i,0.00046922+6.4233e-05i,0.00034155+0.00022627i,-0.0001969+0.00039967i,-0.00051687+0.00027917i,-0.00067591+0.00035172i,-1.801e-05-0.00014718i,0.00041644-0.00053071i,0.0004685+9.6554e-05i,0.00023879-0.00046285i
-0.00071208+0.0025034i,-0.0011669+0.0030557i,-0.00074136+0.0024376i,0.00040289+0.0014301i,0.00057414+0.0013181i,0.00012635+0.001453i,-0.00012598+0.0015533i,-0.00010909+0.0014695i,7.0904e-05+0.00041252i,0.00035834-0.00054912i,0.0006115-0.00029018i,0.00037576-6.5072e-05i,0.00032021+0.0002507i,0.0011005+0.00025934i,0.0013002+0.0002i,0.00097936+0.000667i,0.00071078+0.00032043i,0.00020598-0.0002119i,0.00055873+0.00021626i,0.0012675+0.00021022i,0.0011139-0.00026245i,0.00052628-0.00042981i,0.00011855+0.00021021i
-0.0004837+0.0023832i,0.0014944+0.0020733i,0.0020489+0.00039007i,0.0010407-0.00037968i,-0.00034603-0.00064032i,-0.00098109-0.00028772i,-0.00012487+0.00086869i,0.00096121+0.0013206i,0.00085487+0.00055464i,0.00012926-0.00046405i,-0.00062881-0.00020166i,-0.00070499+0.0004903i,0.00010318-0.00039047i,0.00046901-0.00041777i,0.0002124+0.0011892i,-0.00018991+0.0011982i,-0.00010031-0.00027096i,0.00039739-0.001553i,0.00074357-0.00095456i,0.00068462+0.00030133i,0.00057828-0.00019075i,0.00033915+0.00022499i,0.00011119+0.001031i
0.0014498+0.0014938i,0.001878+5.7398e-05i,0.0011133-0.0013328i,0.00012072-0.0018811i,-0.00078357-0.0010162i,-0.00074801+0.00032026i,-0.00034687+0.0011064i,8.0551e-05+0.0008936i,0.0012615-8.5199e-05i,0.0013803-0.0002999i,0.00074456+0.00020748i,-0.0002802-0.00014614i,-0.00065293-0.00091389i,0.00049944-0.00043568i,0.00080583+0.00052466i,0.00023726+0.00024724i,-1.59e-05-0.0004878i,-0.00035643-0.0004308i,0.00032341-5.1592e-05i,0.00016339-7.5425e-05i,1.1016e-05+7.1572e-06i,0.00033719+0.00029972i,-0.00022809+0.00062848i
-0.00049506+0.0015671i,0.00081243+0.0017349i,0.00083588-4.805e-05i,-0.00056086-0.0011887i,-0.0006648-0.00046366i,-0.00049568+0.0002962i,-0.0010938+0.00093766i,-0.00079761+0.0009202i,0.00050004-0.00027089i,0.00080471-0.00077123i,0.00010673-0.00067822i,-0.00049799-0.00031407i,6.4955e-05+0.0005744i,0.00058877+0.0011241i,0.00040577+0.00061535i,0.00029757-8.6097e-07i,0.00042485+3.4447e-05i,3.825e-05-8.512e-05i,-0.00022816-0.00025773i,7.6911e-05-0.00050824i,0.00042425-0.00057215i,0.00040944-0.0005352i,0.00065222-0.00061298i
-0.002477+0.0023079i,-0.0011059+0.00099925i,5.1675e-06-0.00021082i,0.00094107-0.00021755i,0.00065191+0.0012984i,-0.00044666+0.0025076i,-0.00030076+0.0020885i,0.00049877+0.0019771i,0.00073727+0.0013024i,0.00085846-0.00014014i,0.00076237-0.00041028i,0.00037923+0.0003619i,9.2033e-05+0.00094223i,0.00028165+0.00068486i,0.00071739-6.7601e-05i,0.00077281-0.00036275i,0.00074741+0.00021671i,0.00077487+0.00023341i,0.00079986+0.00053359i,0.0011773+0.0010165i,0.0012719+0.00019216i,0.00077047-3.7673e-05i,0.00015515+0.00041245i
-0.0024357+0.0039682i,-0.0016547+0.0038849i,-0.00048955+0.0019843i,-7.599e-05-1.4943e-05i,-0.00079926+0.00023819i,-0.00081818+0.00095264i,-0.00098288+0.0013452i,-0.0010106+0.0020364i,-0.00053492+0.0015969i,-0.00028079+0.00036333i,0.0003491-0.00053278i,0.00083262-0.0010457i,0.00050154-0.0004583i,5.5521e-05+0.00019149i,-0.0001923+0.00086609i,-8.7536e-05+0.00056328i,-0.0005156-0.0003425i,-0.0016588-0.00083652i,-0.000988-0.00047671i,0.00038126+0.00071436i,0.00035365+0.0011913i,0.00054243+0.0010242i,0.00017+0.0010758i
0.0013107+0.00151i,0.0021386-0.00047961i,0.0020188-0.0012185i,0.0010505-0.00060285i,-3.4762e-05-1.0203e-05i,-0.00098454+0.00070741i,-0.00077256+0.00093765i,-8.5766e-05+0.00051944i,-0.00066486+7.2903e-05i,-0.00074661+0.00012492i,-0.0003462+0.00014792i,3.7105e-06-0.00040607i,-0.00014416-0.00082609i,-0.0010312-0.00089869i,-0.0010315-0.00068196i,-0.00011964-0.00047731i,0.00055327-0.00038441i,0.00093505+0.00011543i,0.00099946+0.00090708i,0.0014029+0.00049265i,0.0016763-0.00062422i,0.0012487-0.00073432i,0.00056084-0.0011527i
-0.0034479-0.00023971i,-0.00244+0.00019978i,-0.0016341-0.00064167i,-0.0016347-0.0013829i,-0.00088534-0.00062639i,0.00037743+0.00052503i,-0.00011015+0.0011406i,-0.00069569+0.0011789i,-0.0001332+0.00067217i,0.00063104+4.2501e-05i,0.00015531-0.00033751i,-0.00020282-0.00033115i,8.5635e-05-0.00076436i,2.0285e-05-0.00054068i,3.9583e-06-0.00030001i,-0.00022745-0.00027334i,-0.00078472-2.3467e-05i,-0.00041124-0.00027014i,0.00040655-0.00014108i,0.00038412+0.00042942i,-0.00039043+0.00073344i,-0.00038327+0.00041703i,-0.00038951-0.00038609i
-0.0015935+0.0022543i,-0.00023719+0.0022403i,0.00049503+0.00086228i,-0.00018282+0.00057495i,-0.00039011+0.0015216i,-0.00054859+0.0017761i,-0.00065118+0.0017288i,-0.00056832+0.0012399i,0.0001747+0.00069641i,0.00051189+0.00031897i,8.6928e-05+0.00039632i,3.1704e-05+0.00064218i,0.00043957+0.00065651i,0.00082883+0.0009097i,0.00059321+0.00094603i,-0.00033089+0.00075707i,-0.00031443+0.00065009i,0.00024427+0.00030919i,0.00066878-5.1723e-05i,0.0013211+0.00015553i,0.0013823-3.2158e-05i,0.00079209-0.00043172i,0.00012144-0.00079255i
-0.00065881+0.0024103i,0.00059621+0.0010531i,0.00096186-3.0375e-05i,0.00045223+0.00022134i,-0.00031521+0.0003897i,-0.0013156+0.00094679i,-0.00095581+0.001544i,-0.00010686+0.0016275i,4.0017e-05+0.0010458i,0.00043808-0.00018571i,0.00065367-0.000337i,0.00015113-0.00049355i,-0.00051246-0.00080181i,-0.00056941-0.00021951i,-0.00040796+0.00045884i,-0.00037703+0.00021839i,-0.00042377-0.0010007i,-0.0003029-0.00087001i,0.00067487+0.00021986i,0.0014649+0.00075062i,0.0010381+2.4835e-05i,0.0001909-0.00037382i,-0.0001949-0.00048219i
-0.00018906+0.003357i,0.00043024+0.001523i,0.0012954-0.00090466i,0.00061791-0.0015697i,0.00022581-0.00091364i,-0.0001258+0.00080972i,-0.0001477+0.001746i,0.00016848+0.0022194i,0.00015472+0.0015931i,0.00024307+0.00079597i,0.00016746+0.00022912i,0.00020321-0.00051166i,0.00076341-1.3051e-05i,0.00070871+0.00053293i,0.00094343+0.00023883i,0.0014926-0.00062099i,0.00064443-0.00061892i,-0.00029462-2.8128e-05i,-0.00018365-0.00059688i,8.4009e-05-0.00093585i,0.00045936-0.00045534i,0.00076828+0.0001321i,0.00040061+0.00029835i
-0.0017021+0.0021351i,0.000494+0.001775i,0.00086961+0.00025833i,-0.00048061-0.00066582i,-0.00068721+0.00023432i,-0.00082046+0.00033336i,-0.0013359+0.00026457i,-0.00088699+0.00092376i,3.0523e-05+0.0011604i,0.00045573+0.00091613i,0.00095583+0.00047158i,0.001266-2.5165e-05i,0.00059725-3.2837e-05i,4.9215e-05+0.00056497i,-0.00017217+0.00090124i,-0.00085109+0.00056176i,-0.00079402-0.00028667i,-0.00022996-0.000348i,0.00085209+0.00071171i,0.00068585+0.0012309i,0.00030189+0.00013664i,0.00091554-0.00069011i,0.00068165-0.0007719i
-0.0031331+0.0022027i,-0.0033851+0.0016895i,-0.0023864+0.00043741i,-0.0004586+0.00030748i,7.7161e-05+0.00024609i,-0.00046489-0.00014746i,-0.00098798+0.00036945i,1.3278e-05+0.00079796i,0.0015841+0.00055188i,0.0016088-4.3396e-05i,0.00085647-0.00033453i,0.00055308-0.00017282i,0.00060584-0.00029725i,0.00087563-4.2059e-05i,0.00092977-0.00028191i,0.00012317-0.00082865i,-0.0003446-0.00030586i,-0.00023699+0.00011985i,-9.1827e-05+0.00031181i,-0.00016184+0.00061353i,-0.0003434+0.00078911i,0.00010157+0.00040213i,0.00080569-0.00055493i
-0.00045634+0.0031534i,0.00059565+0.0027461i,0.00068638+0.00085761i,0.00058872-0.00016277i,-0.00021527-0.00010348i,-0.00096423+0.00067755i,-0.0008483+0.0019773i,-0.00041634+0.00221i,0.00018885+0.0013892i,0.00043913-0.00032809i,0.00027266-0.00098966i,-0.00030058+0.00025957i,-0.00092708+0.00079869i,-0.00083965+0.00054595i,-4.5421e-05+0.00054381i,0.00050236+0.00036101i,0.00054408+0.00015691i,0.0010458-7.9258e-05i,0.00091806+8.5274e-05i,-0.00042575+0.00036576i,-0.00096188+0.00045859i,-0.00053249+0.00067272i,-1.2838e-05+0.00022398i
0.0002864-3.4355e-05i,0.0010998-0.00018081i,0.00046589-0.0015232i,-0.0011932-0.0014874i,-0.0018387+0.00022724i,-0.0016831+0.0012232i,-0.00030116+0.00086261i,0.00079537+0.00075258i,2.5478e-05+0.00013895i,-0.00032482-0.00049678i,-0.00066377-0.00057163i,-0.00049633-0.00016429i,-0.00036133-2.894e-05i,-0.0006568+0.00011367i,-0.00047962+0.00025456i,-0.0003794+0.00013872i,-0.00033672-9.6285e-05i,-0.00039062-0.00043997i,-0.00012488-0.0003278i,0.0010286-7.4229e-05i,0.0016649+0.00016265i,0.00041949+9.2969e-05i,-0.0010348-8.548e-05i
-0.0020537+0.0043311i,-0.00041565+0.0038124i,0.00034138+0.0019259i,-0.0001275+0.00026929i,0.00014097+0.00074579i,5.4493e-05+0.00051766i,-0.00028167+0.00034899i,-0.00030015+0.0011756i,0.00042035+0.0010606i,0.0006613+0.00060313i,8.3911e-06+0.00023385i,-5.3881e-05-0.00017842i,0.0001034-6.7913e-05i,0.00019498+0.00039175i,0.00037097+0.00075349i,0.00018589+0.00024659i,0.00046238-6.3686e-05i,0.0002006+6.5025e-06i,9.214e-05-1.8865e-05i,0.0002628+6.586e-05i,-0.00054748+0.00026045i,-0.00096857+0.00062163i,-0.0002283-0.00014761i
-0.00078329+0.0042483i,0.0017111+0.0014604i,0.0026204+0.00052244i,0.0020555+0.00020753i,0.00099806+0.000561i,0.0001903+0.00090043i,-0.00031033+0.00066849i,5.2135e-05+0.00055887i,0.00058382+0.00037029i,0.00064442+0.00037694i,0.00018095+0.00024386i,0.00028036-0.00055567i,0.00078797-0.0012211i,0.00077281-0.0011904i,0.00075864-0.00080294i,0.00076206-0.00045201i,0.00031562-4.8795e-05i,-0.00034169+0.00026682i,-0.00048627+0.00084221i,-0.00024994+0.00054774i,-0.00013781+0.00014488i,-0.00010317+0.00047546i,0.00022524+0.00070513i
-0.0022981+0.0035928i,-5.2829e-05+0.0031914i,0.0019765+0.001181i,0.0012374+0.00042836i,0.00071599+0.00056655i,0.00083578+0.0011266i,0.00071889+0.0015974i,-0.00020162+0.0017371i,-0.00010028+0.00073569i,0.00063581-0.00029628i,0.00039957-0.00062827i,-0.00055684-0.00044393i,-0.00046582-0.00032284i,-0.00029501-0.0001826i,-0.00025211+0.00027786i,8.0049e-05-2.4998e-05i,0.00015593-0.00041716i,1.3507e-05+3.0182e-05i,-0.00014946+0.00069768i,-0.00040605+0.00081037i,0.00014895+0.00042726i,0.0007273+0.00042391i,0.00028124+0.00037601i
-0.0010323+0.00015737i,-0.00011413-6.808e-05i,-0.00030636-0.0013618i,-0.00098024-0.0011406i,-0.00025134-1.7641e-05i,0.00059842+0.00072086i,0.00085504+0.0006457i,0.00039142+0.0005182i,0.00019177+0.00099511i,0.00041014+0.0010366i,0.00078968-0.00030038i,0.0012385-0.00048313i,0.00045672+0.00035152i,-0.00019333+7.8554e-05i,-8.5723e-05+0.00018857i,-0.00043895+0.00036906i,-0.00046276+0.00038002i,0.00012693+0.00018304i,0.0011724+2.5396e-05i,0.0011221+8.9384e-05i,6.9941e-05+0.00037725i,0.00015491+0.00099392i,0.00048563+0.00057271i
-0.00022186+0.0017866i,-5.2872e-05+0.0016136i,0.0011692+0.00028965i,0.0017739-0.00073323i,0.0003973+0.00013669i,-0.00033212+0.0013932i,-0.00049611+0.0019828i,-0.00028129+0.0025806i,0.00077792+0.0012104i,0.0008476-7.7344e-05i,-0.00055719+0.00031902i,-0.00041034+0.00063122i,0.00061445+0.00053527i,0.00029418+0.00079331i,-0.00042439+0.00090019i,-0.00050286+0.00057317i,0.00053642+5.0733e-06i,0.0015276-0.00045172i,0.001202+0.00014784i,0.00035333+0.00070154i,0.00012923+0.00021622i,-0.00046567-0.00034689i,-0.00091644-0.00046541i
0.00054516+0.0053338i,0.00099383+0.0020426i,0.00048117-0.00095423i,0.0011371-0.00088655i,0.00057963-0.00051327i,-0.0009294+7.9918e-05i,-0.0011232+0.0010604i,-0.001512+0.0016255i,-0.0015177+0.0012261i,-0.00047152+0.00021079i,5.1307e-05-0.00047738i,0.00080378-0.0012105i,0.00052225-0.0015812i,-0.00018459-0.0012994i,6.5239e-05-0.00066478i,0.00014471-0.00016081i,-0.00045715-0.00018216i,0.00010387+0.00014328i,0.00072681+9.893e-05i,0.00078071+0.00033481i,0.00066223+0.0011376i,-5.8664e-05+0.00097188i,-2.3101e-05+0.00028693i
-0.0012125+0.0019074i,-0.0004393+0.0004796i,1.1347e-05-0.0014083i,-8.544e-06-0.0014504i,-0.00011577-0.00010981i,-0.0004527+0.00075595i,-0.00074322+0.0016395i,-0.00071823+0.0020493i,2.3499e-05+0.001717i,0.00039977+0.00072327i,0.00020614-0.00021325i,0.00040277-7.4709e-05i,0.00049962+0.00074005i,2.3153e-05+0.00062757i,-0.00036037+0.00044149i,0.00025493+0.00011097i,0.00083671-0.00088007i,0.0008049-0.00096574i,0.00023187-0.00048302i,0.00032429-0.00063992i,0.0010496-0.0011368i,0.0011735-0.00069169i,4.8776e-05-0.00031201i
-0.0037803+0.002201i,-0.0033598+0.0019358i,-0.0019813-0.00017601i,-0.00081724-0.0012545i,-6.7396e-05+0.0002887i,0.00039501+0.00097486i,0.00025589+0.0011555i,0.00071622+0.0014633i,0.00043971+0.0010383i,-0.00012495+0.00095546i,0.00061119+0.00036406i,0.00083307-5.561e-05i,7.8124e-05+0.00038635i,-0.00091598+0.00014505i,-0.0012653+0.00012714i,-0.00070593+0.0007972i,-0.00056144+0.00094808i,-0.00026217+0.00044374i,-9.0459e-06-9.011e-05i,0.00010688+7.208e-05i,-5.2882e-06-2.1854e-05i,-0.00013515-0.00060225i,-0.00026052-0.00083604i
-0.00030328+0.0033961i,0.001218+0.0029798i,0.00072218+0.0015246i,0.00011465-0.00043126i,-0.00082544-0.00066185i,-0.0010262+0.00031823i,-0.0012163+0.00068633i,-0.0014805+0.00091865i,-8.9642e-05+0.00024302i,0.0005502-0.00052317i,0.00061702-5.4788e-05i,0.0012177+0.00058458i,0.0020611+0.00041727i,0.0011453+0.0006429i,0.00038621+0.0003703i,0.00058153-0.00025298i,0.00031752-2.0337e-05i,0.00020301+0.00012612i,-3.8499e-05-6.1124e-05i,-0.00011921-0.00049683i,-0.00014357-0.00066562i,-0.00051231-0.00070157i,-0.00078695-0.0008385i
-0.0034104+0.0031031i,-0.0011661+0.0014082i,0.00057594+0.00059864i,0.0010859+0.00048714i,0.0013657+0.00077548i,0.00048233+0.0012551i,-0.00052765+0.0021823i,-0.00096255+0.0022297i,-0.0008138+0.0012207i,-0.00012736-0.00018753i,0.00077534-0.00033246i,0.00045375+0.00032062i,-0.00013117+0.00016296i,0.000362+0.00034516i,0.00077527+0.00070871i,0.00062139+0.00080843i,-0.00059984+0.00023325i,-0.0015368-0.0003368i,-0.00027281-0.00030989i,0.00085733-0.00049364i,0.00098012-0.00067912i,0.0012502-3.7629e-05i,0.00057001+0.00019036i
-0.0017568+0.002391i,-0.001016+0.0019757i,-0.0011525+0.0004419i,-0.0018446-0.00080318i,-0.0016207-0.00086038i,-0.00086403-0.0007599i,-0.0010436-0.00030943i,-0.00081562+0.00096582i,0.00010029+0.0012126i,0.00024023+0.00042514i,0.00049799+0.00022956i,0.00080259+0.00012857i,0.0001726-0.00055539i,-0.00053536-0.00026043i,-0.00034243-0.00053895i,0.00012299-0.00092174i,-0.00019181-0.00048994i,-0.00054522+0.00035607i,0.00012426+0.001189i,6.8506e-05+0.0012223i,0.00030296+6.4524e-05i,0.00052536-0.00071796i,0.00052618-0.00088753i
0.00065234+0.00038884i,0.0015186-0.0013028i,0.0014198-0.0030278i,0.00022533-0.0032557i,-0.0014074-0.0018438i,-0.0011559+1.0292e-05i,0.00029164+0.00083122i,0.00085204+0.0011952i,0.00036956+0.0010755i,-0.00025186+0.00037297i,-9.9704e-05+0.00031793i,0.0001269+0.00036006i,-0.0008012+1.7382e-05i,-0.0010724-0.00068288i,0.00016049-0.00067718i,0.0010171-0.00032639i,0.0006418-0.0004201i,0.00026212+0.00018974i,-0.00051866+0.00047868i,-0.00066003-0.00046175i,9.6261e-05-0.00092917i,0.00070814-0.00093101i,0.00056109-0.0011868i
-0.0015617+0.004509i,-0.00013532+0.0028363i,0.0011073+0.0015832i,0.0014717+0.00093211i,0.00063979+0.00043344i,-0.00031945+0.00024811i,-0.0009354+0.00068484i,-0.00068557+0.00085339i,9.1368e-05+0.00056726i,-6.785e-05+0.00068645i,-0.00058219+0.00041234i,-0.000482-0.0003983i,-0.00011908-0.00019485i,-2.8543e-05-0.00047009i,-0.00038175-6.4429e-05i,-0.00014362-2.7566e-06i,0.00037226-0.00058382i,0.00030197+0.00012838i,3.9578e-05+0.00010662i,-0.00052479-0.00019468i,-0.0012896-0.00013343i,-0.00089698-7.91e-05i,0.00060607-0.00029188i
-0.0018624+0.0023401i,-0.00027503+0.0011046i,0.00024235-0.00098245i,-0.00081149-0.0019769i,-0.00060633-0.00081158i,0.00053155+0.00045928i,0.00050203+0.0011863i,0.0001879+0.0014412i,0.00066959+0.0015341i,0.00024829+0.0009264i,-0.00031656-0.00037128i,-1.6596e-05-0.00058162i,-0.00015556-0.00069656i,-0.00011035-0.00039453i,0.00047459+0.0011207i,-3.4597e-05+0.0011405i,-2.7375e-05+0.00039901i,0.00053645-7.5056e-05i,-5.4308e-05-0.00046903i,-0.00077269+0.00022895i,-0.00060882+0.00036345i,-4.3907e-05-4.4808e-05i,9.4759e-05+0.00027286i
-0.0025382+0.00035972i,-0.0030283-0.00051575i,-0.0030502-0.0020152i,-0.0020498-0.0019704i,-0.00088851-0.00068297i,-0.00068277+0.00026684i,-0.00063678+0.0004064i,0.00039012+0.0014551i,0.0012213+0.0010405i,0.00048839-8.426e-05i,5.078e-05-0.0001934i,0.00040048-0.00029341i,0.00022998-8.2263e-05i,0.00031937+0.00014771i,3.4622e-05+0.00011796i,-0.00053167+0.00044085i,0.00015477+0.00017184i,0.00096297-0.00055489i,0.00084859+1.545e-05i,0.00027251+9.3559e-05i,9.0684e-05-0.00069532i,-0.00017949-0.00032277i,-0.00055748+0.0002591i
-0.0017862+0.0011032i,3.4696e-06+0.001328i,-0.00022211+0.00086895i,-0.0015107+0.00097622i,-0.0019468+0.0011813i,-0.0012262+0.0018498i,-0.0014004+0.0025475i,-0.001893+0.0026405i,-0.0010718+0.0016431i,0.00012232+0.00051526i,-1.9425e-05+0.00020486i,-0.00036631+0.00028803i,1.9482e-05+0.00016851i,0.00088037-0.00013647i,0.0012501+0.00011619i,0.00050038+0.0003469i,0.00036989+0.00046497i,0.00015064+0.00038315i,-0.0003411+6.4851e-05i,-0.00018628+0.00059268i,0.00015519+0.00083285i,-0.00030876+0.00019352i,-0.0010525+0.00015113i
-0.0017248+0.0016308i,-0.00066609+0.0011297i,-7.6252e-05+0.00067191i,0.00029189+1.4174e-05i,-0.0001386+0.00036398i,-0.0012978+0.001164i,-0.0014085+0.0014226i,-0.00097823+0.0011123i,-0.00028941+0.0010703i,-8.4431e-05+0.00031263i,-0.00028308+6.5715e-05i,0.00047293+0.00069045i,0.00089114+0.00062174i,5.3593e-05-0.00023046i,-0.00036133-0.00020357i,8.767e-05+0.00054582i,0.00033167+0.00061607i,-0.00014741-0.00060906i,0.00016949-0.0011857i,0.00079948-0.00047514i,0.00017075-6.4818e-05i,-0.00016777-0.00068894i,0.00064028-0.00028811i
0.00010748+0.0042362i,0.0012776+0.002252i,0.0019818-0.0007167i,0.0012255-0.0021424i,0.00085658-0.0014644i,0.00043717-3.7731e-06i,0.00014629+0.0014082i,-4.4736e-05+0.0022377i,0.00026958+0.0018635i,0.00046004+0.0011263i,8.3329e-05+0.00081022i,-0.00012986-0.00037948i,-0.00076125-0.00083413i,-0.0013969-0.0001327i,-0.0007793-6.9462e-05i,0.00075765-0.00072323i,0.0011352-0.00045216i,0.00022168+0.00027797i,-2.9278e-05-6.503e-05i,0.00029171-0.00011604i,0.00037765+0.00031431i,0.00032409+0.00032375i,0.0003209+0.00062172i
-0.00066027+0.00054367i,0.00024051-0.00032879i,7.433e-05-0.0018417i,-0.00072971-0.0022113i,-0.0019478-0.00063653i,-0.0021767+0.00043818i,-0.0015093+0.00073046i,-9.3714e-05+0.00081621i,0.00085084+0.00016953i,0.00061166+0.00011194i,-0.0002134+0.00022341i,-0.00038712-0.00013788i,-0.00048535-2.0215e-05i,-0.00058584+0.0003597i,7.4005e-05+0.00030444i,0.00055804+5.1554e-05i,-4.8302e-05+0.00028829i,-0.00045613+0.00048749i,-0.0004605+0.00013669i,0.00016761-0.00028161i,0.0010679-8.7746e-05i,0.0006936-0.00021509i,-4.692e-05-0.00042147i
-0.0020972+0.002483i,-0.00083227+0.0014175i,-0.00078348+9.8206e-05i,-0.00066197+0.00050349i,-0.00081656+0.00099714i,-0.00088355+0.0012002i,-0.00085289+0.00061977i,-0.0012746+0.00053592i,-0.00056796+0.0010568i,8.9887e-05+0.00070831i,-4.6566e-05-0.00028233i,5.7189e-05-0.0011792i,1.4267e-05-0.00062407i,-0.00054497+0.00038246i,-0.00029597+0.00020426i,0.00022373+0.00038713i,0.00035623+0.00050244i,4.5366e-05-3.2802e-05i,-0.00032522-0.00014927i,0.00030188-0.00016296i,0.0011263-0.0002044i,0.00088398+0.0003346i,-0.00032751+0.00052027i
-0.0010386+0.0043589i,0.00028188+0.002991i,0.00028441+0.00055117i,0.00022025-0.00055915i,0.00011007-0.00053337i,-0.0010392-5.0586e-05i,-0.00083232+0.00084082i,-0.00010497+0.00091564i,0.00021768+0.00029097i,0.00053824-0.00015408i,0.00039041+0.00045662i,-0.00022943+0.00065771i,-0.00068793-0.00058186i,-0.00010338-0.00042813i,0.0006668+0.00068838i,0.00077594+0.0010582i,0.0011382+0.00032712i,0.00063098+0.00053097i,0.0003668+0.00085104i,0.0013144+0.00052666i,0.0011079+0.00033763i,0.00092017-0.00040837i,0.0012254-0.0013894i
