-0.0010084+0.00051344i,0.00033685+0.00037875i,-0.00090601+0.00063711i,-0.0017557+0.0018024i,-0.0014809+0.0034225i,-0.00017586+0.0045028i,0.00062059+0.0031938i,0.00039906+0.0016889i,0.00084642+0.0013498i,0.00063434-4.3682e-05i,0.00067253-0.00062086i,0.0011292-0.00029557i,0.00031052-0.00029137i,-0.00057559-0.00014097i,-0.00026539+0.0001676i,0.00017795+0.00043633i,0.00015989+5.0384e-05i,-0.00032196-0.0003354i,-0.00045623-0.00021834i,-0.0001241-0.00012147i,4.5543e-05-0.00012246i,0.00050208-0.00045396i,0.00052139-0.00050028i
0.00045493-0.00083422i,0.00088355-4.372e-05i,0.00028752+0.0014111i,0.00085527+0.0028545i,0.0023262+0.0032053i,0.0023534+0.0025214i,0.0016107+0.0016262i,0.00064654+0.00068787i,0.0001731-8.7109e-05i,0.00033693-0.00016998i,0.00020387-0.00012551i,-0.00016497-6.2453e-05i,-0.00014802+0.00040877i,0.00031678+0.0001537i,0.0010668-0.0001009i,0.00091343+3.6785e-05i,0.00056352-4.3952e-05i,0.00069037-0.00047548i,0.00028274-0.00066719i,-0.0001734-0.00038744i,6.1204e-05-0.00029162i,0.00014029-0.00022047i,-0.00046844+8.1496e-05i
-0.0029803+0.0017509i,-0.0014429+0.0017952i,-0.0016014+0.0039006i,-0.0012054+0.005979i,0.0012711+0.0060879i,0.0031176+0.0036048i,0.0020728+0.00072137i,0.0007343-0.00043483i,0.00029448-0.00020146i,0.00059791+0.00010931i,0.0013215+0.00015759i,0.0013789+0.00033804i,-3.9132e-05+0.0001522i,-0.0011415-1.6899e-05i,0.00013112+2.4477e-05i,0.001047-0.00052575i,0.00063848-0.00087175i,-1.7828e-05-0.00033893i,-0.00073564+0.00010706i,-0.0011441+8.4688e-05i,-0.00080452+0.00024208i,-0.00011662+0.00028693i,0.00018888+0.00055616i
-0.0013467-0.00087404i,-0.0016759+0.0011091i,-0.0010589+0.0029841i,-3.0093e-05+0.0044205i,0.0011354+0.0046284i,0.0018482+0.0044701i,0.0015119+0.0032071i,0.0006197+0.0014328i,0.00077105+8.1578e-05i,0.0012203-0.00056994i,0.00075353-0.00030136i,-3.3685e-05-0.00026924i,-0.00051864-0.00079835i,-0.0003887-0.0010006i,0.00061463-0.00076216i,0.00086255-0.000422i,0.00016655-0.0006892i,-0.00033651-0.00042675i,-0.00021148+0.0010022i,0.00037639+0.00079514i,0.0010065-0.00083296i,0.00033828-0.0014932i,-0.00043553-0.00093914i
-0.0012416+0.00046822i,-0.00026528+6.4246e-05i,-0.00035177+0.0015118i,-0.001066+0.0030623i,-0.0002075+0.0035991i,0.0014101+0.0022814i,0.0014065+3.9797e-05i,0.00082171-0.00010435i,0.00098003+0.00075422i,0.0012276+0.00027522i,0.0011064-0.00057293i,0.00075916-0.00056516i,-0.00024739-0.00036699i,-0.0010845-0.00070612i,-0.0011996-0.00076459i,-0.00086441-0.00063649i,0.00023211-0.00074939i,0.00083064-0.00077371i,5.8135e-05-0.00091908i,-0.00023376-0.00077712i,0.00016896-0.00041801i,0.00060575-0.00043593i,0.0012126-0.0004815i
-0.00054983-0.00080924i,-0.0018472+0.00057566i,-0.0020382+0.0010944i,-0.001774+0.0021179i,-0.00063367+0.0047063i,0.0007629+0.00449i,0.00085397+0.0020386i,-3.7314e-05+0.0017448i,2.0957e-05+0.0009511i,0.00074013+0.0001638i,0.00054284+0.00048594i,-0.00013816+0.00066035i,0.0005636+0.00075243i,0.00056843+0.0002868i,-0.00028692-0.00012023i,-0.00027837-0.00012948i,0.00023507+0.00034809i,6.8188e-05+0.00076773i,-0.00059202+0.00047412i,-0.00059665+0.00038683i,-0.00015178+0.00026983i,-0.00027988-0.0006255i,-8.4402e-05-0.0012001i
0.0016011-0.002173i,0.00034735-0.0018491i,-0.0011881-0.00096897i,-0.001406+0.0016884i,-0.00099826+0.0040095i,-0.00015578+0.0042203i,0.0010967+0.0039882i,0.0014165+0.0026056i,0.00096659+0.00097269i,0.00025525+2.7022e-05i,3.0861e-05-0.00020296i,0.00054515+0.00065397i,0.00043767+0.00086617i,-1.6745e-05+0.00019258i,3.2337e-05-0.00045781i,0.00038949-0.00087546i,0.00077688-0.00019552i,0.00050294+5.528e-05i,-0.0010226-1.737e-05i,-0.0017173+0.00061841i,-0.00052201+0.00071248i,0.00081583+0.00047633i,0.00067922+0.00011859i
-8.3866e-06+0.0011955i,1.9378e-06+0.00086245i,-4.4696e-05+0.00052348i,-0.00021442+0.00085926i,3.5115e-05+0.0019936i,0.00024309+0.0022362i,3.3106e-05+0.0010405i,-0.00033782-0.00011567i,0.00045815+0.00015951i,0.0011978+0.00045226i,0.00026313+0.00048354i,-0.00042308-0.000209i,-0.00023205-0.0011456i,-0.0006292-0.00054707i,-0.00077113-9.4348e-05i,-0.00029947-0.00037877i,0.00014028-0.00068554i,-0.00031245-0.00081313i,-0.00075328-0.0010575i,-0.00023659-0.0010099i,-0.00092538-0.00078881i,-0.0011482-0.00063817i,-8.207e-05-0.00042773i
0.0004963-0.0010964i,-0.00027791+0.00049162i,-0.0012865+0.0032826i,-0.00083317+0.0062596i,0.00071632+0.0066593i,0.0016165+0.0039262i,0.0012903+0.0014575i,0.00024934+0.00044423i,-0.0010616+9.8521e-05i,-0.00027442-0.00034305i,0.00027108-0.00014575i,-0.00014159-4.8693e-05i,-0.00072336-0.00025191i,-0.00066835-0.00059045i,6.4933e-05-0.00082869i,0.0006774-0.0010203i,0.00071597-0.00015496i,0.00043474+0.00093662i,0.00025836+0.00072514i,-7.5475e-05+0.00031039i,-0.0002359+0.00045888i,0.0002928+0.00015755i,0.00069646-0.00010169i
-0.0022384-0.00036768i,-0.0026856+6.8882e-05i,-0.0025929+0.00030311i,-0.001282+0.0011103i,-0.00063448+0.0022123i,0.00071017+0.0027331i,0.0017014+0.0023488i,0.00070744+0.0012115i,3.0841e-05-0.00024777i,0.00071066-4.3994e-05i,0.0011146+0.00014249i,0.001449-6.7429e-05i,0.0013053-0.00014485i,2.6427e-06-0.00014129i,-0.0011649-0.00022041i,-0.0012942-0.00028207i,-0.00081913+0.00013184i,-0.00043085-0.00014462i,-0.00028203-0.00082095i,6.2282e-05-0.00066029i,-0.00013777-0.00086937i,-2.52e-05-0.00082476i,0.00040763-0.00027911i
-0.0015614+0.0022264i,-0.0010497+0.0029083i,-0.00088306+0.0042602i,-0.00068711+0.0059469i,0.0010987+0.0073469i,0.0024266+0.0054195i,0.001218+0.0023343i,0.0004339+0.0012446i,0.00040051+0.00064956i,-4.3691e-05+0.00025038i,-0.00015987+0.00022889i,0.00023849+0.00012112i,0.0001118-0.0008243i,0.00044805-0.0013961i,0.0012049-0.00077826i,0.00092574-0.00023558i,0.00048549-0.00030386i,0.00092988-0.00063481i,0.00048573-0.00047258i,-6.1894e-05+0.00060532i,0.00047132+0.0010542i,0.00056859+0.00047514i,0.00052349-0.00049418i
0.00015261+0.00063195i,0.00014448-4.8078e-06i,-0.00032714+4.4789e-06i,-0.00068478+0.001593i,-0.00026555+0.0028935i,0.00048851+0.0024003i,0.00030726+0.0018832i,0.00037154+0.0012419i,0.00056915+0.00042502i,0.00089517+0.00026204i,0.0010396-0.00026953i,-0.00010918-0.0005084i,-0.0013182-0.00051064i,-0.0011507-0.00081703i,-0.00024774-0.00037105i,5.9665e-05+0.00062864i,-0.00027042-3.4005e-05i,0.00030698-0.00097597i,0.0002851-0.00065798i,-0.00011545-0.00044907i,0.00015556-0.00037726i,-8.8072e-05-0.00066179i,-0.00028724-0.00062851i
-5.9539e-06+0.0029378i,0.00013906+0.001981i,0.0015242+0.0028429i,0.0015865+0.0033817i,0.001388+0.0023261i,0.0015504+0.001489i,0.00089804+0.0010211i,-5.4845e-05+0.00057603i,8.3971e-05+0.0010964i,0.00067078+0.00061551i,0.00053346-0.00060557i,4.1158e-05-0.00079963i,6.9037e-05-0.00043476i,-0.0003924-9.1429e-05i,-0.00055453+9.0433e-05i,-0.0001588+0.00054654i,-0.00031156+0.00034774i,-0.00060929-0.00026539i,9.1275e-05-0.00032049i,0.000823-0.00011746i,0.00045672-6.9485e-05i,1.5443e-05-0.0003028i,0.00011952-0.0004483i
0.0011607-0.00085144i,0.00020812-0.00065959i,-0.00057566-0.00044263i,-0.00054376+0.0005757i,-0.00021837+0.0022879i,0.0003651+0.0029494i,0.001188+0.0017569i,0.0012312+0.00078833i,0.00080629+0.00033488i,0.00055966-0.00026162i,0.00051141-0.0005411i,-9.8627e-06-0.00057759i,9.09e-05-5.2808e-05i,0.00082906+4.4511e-05i,0.0002848-0.00075445i,-3.8799e-05-0.0013498i,0.00063763-0.00041775i,0.00060691+0.00020237i,-7.6904e-05-0.00033958i,-0.00058547+0.0001833i,-0.0011464+0.00099574i,-0.00091388+0.00059728i,0.00019173-0.00039672i
-0.00021393-0.00016053i,-0.0014358+0.00054638i,-0.0011689+0.0023144i,-0.00047714+0.0035863i,0.00037029+0.0037432i,0.0011945+0.0036652i,0.00062068+0.002296i,-0.0003457+0.00075844i,-0.00028979+0.00017017i,-5.7421e-05-0.00049239i,-8.9045e-05-0.0015871i,0.00079146-0.0018386i,0.0010009-0.0010994i,0.00023804-0.00054017i,0.00020256-0.0008869i,0.00099528-0.0012117i,0.00083466-0.0012087i,-5.217e-05-0.0014394i,-0.00012315-0.0010961i,0.00018537-0.00061811i,0.00099499-0.00027878i,0.00072136-0.00025852i,4.3911e-05+0.00013501i
0.0010699-0.0012587i,0.001509-0.0012659i,-0.00013731-0.00054234i,-0.0007306+0.00059164i,0.00016573+0.0029295i,0.0010151+0.0036007i,0.00053628+0.0019094i,-0.00081774+0.00076032i,-0.0010177+0.00050239i,6.1388e-05+0.00051375i,0.0012532+0.00023823i,0.00024018+0.00026839i,-0.0004088-0.00030263i,0.00075823-0.00070497i,0.0008189-0.00050104i,0.00030268-0.00089044i,0.00036172-0.00058929i,-3.2279e-05+0.00018365i,-0.00028368+0.00029846i,0.00031484-8.2077e-05i,0.00051555-0.00041248i,-4.9646e-05+6.7446e-05i,0.00022351-6.1677e-06i
0.0010141+0.0010947i,0.00063353+0.00035994i,-7.7415e-05-0.00011254i,2.8986e-05+0.00098986i,0.0004251+0.00252i,0.00070875+0.0029294i,0.00081051+0.0024096i,0.00056324+0.0019417i,0.00019315+0.0014988i,0.00040297+0.00088297i,0.00074142+0.00057912i,0.00033168+0.00017219i,-4.7787e-06+3.8052e-05i,-0.00013286+0.00080913i,0.00052555+0.0011008i,0.00082934+5.2404e-05i,0.00082404-0.00063562i,0.00099912-0.00044103i,0.0002127-0.00064866i,-0.00055878-0.00036982i,-0.00056272+0.00011849i,-0.00022512+4.3605e-05i,-0.00052469-0.00024125i
-0.00071462-0.0015865i,-0.00077421-0.00056628i,-0.0021781+0.0011907i,-0.0018583+0.0037118i,0.00017719+0.0048382i,0.0022668+0.0040172i,0.0023547+0.002312i,0.00093515+0.00088162i,0.00037806+0.00020578i,0.00038755+0.00020285i,0.00063634+0.00063089i,0.00091792+0.00067269i,0.00072466+0.0003159i,0.00050076+0.00033895i,0.00066783+0.00052434i,0.00096424-3.568e-05i,0.00069725-0.00031819i,-0.00029134+2.156e-05i,-0.00030659+0.00063163i,0.00023423+0.00044159i,0.00051802-0.00060006i,0.00092898-0.0011867i,0.00076521-0.0011399i
-0.0015438-0.00022777i,-0.0024885-0.00019489i,-0.0020514+0.0014198i,-0.0011614+0.0034037i,6.1578e-05+0.0053407i,0.0011828+0.0048959i,0.0010135+0.0020447i,0.00092636+0.00060924i,0.0010279+0.00041215i,0.00085953+0.0003764i,0.00064884+0.00073741i,-1.0325e-05+0.00064177i,0.00029332+0.0001308i,0.00059078+0.0001643i,0.00014448+0.0001781i,9.5409e-05+0.00035616i,5.7915e-05+0.00050885i,-0.00043347-0.00029806i,-0.00071493-0.00055446i,-0.00049965-8.6308e-05i,-0.00019074+8.627e-07i,-0.00035567-0.00046159i,-0.00022022-0.00055147i
0.00039646+0.0015063i,0.0007114+0.0015695i,0.0012377+0.0019245i,0.0018603+0.0018993i,0.0026629+0.0028023i,0.001824+0.0022039i,0.0012759+0.0010965i,0.00063889+0.00053913i,0.00022717-0.000374i,0.0005593-0.00079199i,0.00064336-0.0009499i,0.00055097-0.00037118i,0.00057244-0.00025175i,0.00023167+0.00020811i,-0.00012976+0.00044007i,0.00026883-8.5254e-05i,0.00042352+6.4993e-05i,-0.00031568+0.00010081i,-0.00020951-0.00034421i,-0.00023663-2.6707e-05i,-0.00077137+0.00034114i,-0.00036223+3.7661e-05i,0.00024035-0.00044917i
0.0020391+0.00071557i,0.00056924+0.0006881i,-0.00039002+0.00011234i,-0.00050868+0.0012566i,5.0191e-05+0.002839i,3.9658e-05+0.0028369i,0.00013911+0.001962i,1.5737e-05+0.00091721i,0.00013533+0.00043026i,0.00045052+0.00059359i,0.00026263+0.00091724i,-0.00040919+0.0013609i,0.00014384+0.0014384i,0.00058496+0.0003424i,0.00024513-0.00022455i,4.1357e-06-9.5563e-05i,-0.00020487-0.00026143i,-0.00026671-0.00019089i,-9.2099e-05+0.00013331i,2.5218e-05-0.00015763i,9.6002e-05-3.0564e-05i,-1.091e-05+0.00044856i,0.00015168+0.00016398i
0.001925+0.00023663i,-0.00030032+0.00049059i,-0.0014673+0.00054409i,-0.0020108+0.0021131i,-0.00083314+0.0036085i,0.00097316+0.0040454i,0.0008221+0.0030777i,-0.00061366+0.0016826i,-0.00074363+0.00062382i,0.00031857-0.0001426i,-0.00030474-9.8665e-05i,-0.0009004+0.00018193i,-0.00069776-0.00030644i,-0.00030287-0.00076004i,0.0003148-0.00020828i,0.00087889+0.00043029i,0.00059195+2.8654e-05i,-0.00023251-0.00010477i,0.00012545-0.00053421i,0.0005006-0.00051941i,-0.00026386+0.00031021i,-0.00030844+0.00040373i,1.4571e-05-0.00058843i
0.0011624+0.00094433i,0.00076341-0.00039041i,0.0010863-0.00028128i,0.00091123+0.00070404i,0.00042514+0.0016191i,-0.00011764+0.0021929i,-0.00085414+0.0026471i,-0.00073892+0.0019163i,-3.5903e-05+0.00098489i,0.00061937+7.2334e-05i,0.00047396-0.0002035i,-1.1179e-05-0.00026214i,-0.00063092-0.0002565i,-0.00073324-0.00046551i,-0.00022149-0.00051444i,0.0004093+0.0002048i,0.0003095+0.00015886i,-1.6068e-05-0.00052075i,-0.00046343+3.1724e-05i,-0.00046642+0.0002159i,-0.00015948+0.00038927i,-0.00069472+0.00071784i,-0.00071891+0.00022649i
-4.4387e-05+0.0011293i,0.00058322+0.001131i,0.001062+0.0013025i,0.00069557+0.0024651i,0.00069144+0.0033475i,0.001215+0.0020017i,0.00088991+0.0011565i,0.00012461+0.0015282i,0.00034014+0.00090699i,-0.00034369-0.00055034i,-0.00073879-8.484e-05i,-0.00045951+0.00096573i,-0.00099645+0.00043201i,-0.00099338-9.7198e-05i,-0.00024373+0.00035166i,-6.1284e-05+0.00012285i,-0.00018092-0.00041856i,-0.00028059-5.9503e-06i,-0.00025529-9.1932e-05i,0.00024577-0.0006923i,4.5088e-05-0.0012954i,2.9096e-05-0.0011975i,0.00062446-0.00050939i
-0.0013156+0.00053378i,-0.00032928+0.001275i,0.00010768+0.0025786i,0.00044561+0.0047585i,0.00092683+0.0053897i,0.0019845+0.0038973i,0.0025587+0.0021518i,0.0015497+0.001325i,0.00062692+0.00052769i,0.0004601-0.00020984i,-0.00012038+0.00021226i,-0.0005357+0.0011796i,-0.00040807+0.0010749i,-6.3866e-05-0.00032488i,-0.00039033-0.0011972i,-4.4704e-05-0.00067316i,-4.8163e-05-0.00053619i,-0.00053409-0.00075047i,3.6599e-06-0.00059973i,0.00042003-0.00070802i,0.00097984-0.00043288i,0.0015508+1.1333e-05i,0.0011737+0.00037643i
-0.00024452-0.00054703i,-0.00079106-0.00054653i,-0.001669+0.00041679i,-0.0015629+0.0014364i,-0.00096578+0.0025595i,0.00025585+0.0027025i,0.0010289+0.00079913i,-0.00055609+3.9078e-05i,-0.00080246+0.0011537i,0.001279+0.00088388i,0.0014805-3.4537e-05i,0.00091812-6.9145e-05i,0.00084291+0.00044065i,0.00022917+0.00084049i,-0.00018293+0.00020163i,-7.1519e-05-0.00042226i,-0.00025868+0.00037684i,-0.00028643+0.00025224i,-0.00063503-0.00050035i,-0.0017931-0.00040418i,-0.0013384-0.00021492i,0.00026584+0.00026024i,0.0006996+7.2937e-05i
0.00043013-0.00023098i,0.00063505-0.00035587i,0.0010765+0.00027517i,-0.0001503+0.0023005i,-0.000409+0.00313i,0.00078287+0.0017879i,0.0010765+0.00078755i,0.00037869+0.00092061i,-6.9035e-05+0.0012154i,0.00019427+0.00029415i,9.6651e-05-0.00014649i,-0.00049496+0.00015667i,0.00012361+0.00029362i,0.00026957-0.00013966i,-2.233e-05-0.00056866i,-0.00016973-2.9781e-05i,-0.00036152-0.00054344i,-0.00023415-0.0010209i,-0.00021152-0.00031954i,0.00017465+0.00037839i,0.00063302+0.00091417i,0.00015532+0.00089605i,-0.00058277+0.00023411i
-4.9889e-05+0.00026304i,-0.0005272+0.00027564i,-4.4014e-05+0.00036387i,0.00056224+0.0010216i,0.0014087+0.0012761i,0.00067578+0.0020445i,-0.00068069+0.00156i,-0.00098869+0.0011141i,-0.00017026+0.00093885i,0.00073971+0.00052117i,0.00029898+8.1083e-05i,-0.00013623-0.00039158i,0.00016798-8.8035e-05i,3.3241e-05+0.00017921i,-0.00094976-0.00028576i,-0.0010416-0.00045183i,-0.00019997+0.00043608i,-5.5909e-05+0.00067837i,0.00031729+0.00038829i,0.00096812+6.5729e-05i,0.00092875-0.00019772i,0.00065719-0.00014374i,0.00030287+0.00028782i
0.00029862+0.00088024i,0.00078933+0.00081132i,0.0012276+0.0029329i,0.0012498+0.0048032i,0.0017708+0.0049147i,0.0019548+0.0033638i,0.0007442+0.0011301i,0.0004004+0.00043793i,0.0012879+0.00058267i,0.0013934-0.00069738i,0.0010244-0.0011565i,0.00056058-0.00048282i,0.0010624-7.9362e-05i,0.0012114+0.00055144i,0.0011074+0.0010211i,0.0010034+0.00096272i,0.00058527+0.00028701i,1.37e-05-0.00032177i,-1.5808e-05-0.0010888i,9.0186e-06-0.0013519i,1.5151e-05-0.00084194i,5.1905e-05+0.00031771i,-2.3715e-05+0.0011983i
-0.00082893-0.00088268i,-0.00063284+0.00091843i,0.00055902+0.0022136i,0.0018686+0.0029512i,0.0015456+0.0038098i,0.00089419+0.003172i,0.0010857+0.00095173i,0.0011281-8.2287e-05i,0.00016024-0.00019764i,-0.00058456-0.00064503i,-0.00037158-0.00044229i,-3.87e-05+0.00018735i,0.00038314+0.0006154i,0.00044431+0.00092507i,0.00033767+0.00080804i,0.00018288+0.00020141i,0.00054429-0.00053218i,0.00060634-0.0010051i,-6.0758e-05-0.00091289i,0.0002075-0.00046956i,0.0013009-5.7344e-05i,0.00079892-1.0052e-05i,0.00028192-0.00014348i
-0.0014317+0.0010101i,-0.0016657+0.002295i,-0.001213+0.0039328i,-0.00066567+0.0041056i,0.00039669+0.0046628i,0.0012795+0.0033263i,0.0007448+0.00029347i,-0.00011185-0.00064502i,-0.00019258-0.00037495i,-9.2583e-05-9.8915e-05i,-0.0002004-2.2748e-05i,0.00042392-0.00020866i,-7.6234e-06-0.00035209i,-0.00055906-0.00021825i,9.7892e-05+0.00019219i,0.0006223+0.00026399i,-9.6877e-05-0.00046159i,-0.00065445-0.001241i,6.3423e-05-0.0010737i,0.00029684-0.00020665i,-9.7774e-05+0.00024181i,0.00016176+0.00010268i,0.00048449-0.00021509i
-0.0012093-0.0022278i,-0.0011885-0.0021065i,-0.0018162-0.00039828i,-0.0017268+0.0018845i,-0.00017655+0.0030333i,0.00060602+0.0024069i,0.00058558+0.0014798i,0.00032214+0.00033501i,0.00025449-0.00035575i,0.00013154-0.00064192i,-0.0004853-0.00053452i,-0.00034032-0.00051069i,0.00064358-0.00036779i,0.0007437-3.0476e-05i,9.227e-05+0.00022923i,0.00032144+0.00028349i,0.00054679+0.00017394i,-6.9375e-05-0.00010743i,-0.00056811+0.000176i,-0.0003119+0.00016432i,-0.00062133+0.00023213i,-0.0004296-0.00015414i,0.00072769-0.0011023i
0.0018219-0.00058293i,0.00078342-0.00086102i,-0.00027065-0.00084149i,-0.00098386+0.00084933i,-0.00082727+0.0029652i,0.00012369+0.0028997i,0.0010997+0.0013554i,0.0014501+0.00039984i,0.0015223+0.00051692i,0.00074354+0.00067627i,0.00024837+0.00055036i,0.00037996+0.00013328i,6.3718e-06+3.647e-05i,-0.00043581-0.00046577i,0.00012611-0.00033238i,0.00010963+0.00070907i,-0.00011949+0.00061141i,-0.00051408-9.5738e-05i,-0.00065524-0.00036204i,0.00050264-5.511e-05i,0.00076902+0.00017286i,0.0002231+0.0002543i,-0.00029045+7.8196e-05i
-0.00015405+0.00055986i,-0.00010531+0.00022215i,-0.0011247+0.00067844i,-0.0016622+0.0025523i,-0.00022767+0.0045172i,0.001549+0.0036765i,0.0014529+0.0019117i,5.1812e-05+0.0012593i,-0.00065334+0.0013846i,-0.00019428+0.00081557i,0.00026496-0.00030834i,0.00041737-0.00057632i,0.00035573-0.00075709i,0.00031019-0.00091615i,0.00084902-0.00054297i,0.00070829-0.00035648i,0.00015431+6.577e-05i,-0.00027789+0.00062111i,1.386e-05+0.00019175i,8.7722e-05-0.00043219i,4.7535e-05-0.00054666i,-0.00016688-0.00044359i,-0.00079904-0.00050488i
0.00052276-0.00069825i,-0.00032141-0.00077574i,-0.00043478+0.00071082i,-0.00085533+0.0033522i,-0.0014256+0.004826i,-0.00042934+0.0037917i,0.0006591+0.0017898i,0.00019743+0.00038465i,0.0003723-0.00028553i,0.00049737-0.00030397i,-0.00017283-0.00028204i,-0.00056663-0.00026077i,0.00011448-0.00028624i,0.00089185-5.5345e-05i,0.00097704+0.00022147i,3.6022e-05+0.0007169i,-0.00099307+0.00048495i,-0.00082568-0.00027857i,-3.646e-05-0.00095166i,0.00053259-0.00083761i,0.00033734+0.00020038i,-0.00012171+0.00035361i,-0.00034232+0.0003368i
0.00086968-0.00040972i,0.0011046+0.00043453i,0.001273+0.00090497i,0.00036897+0.0014764i,-0.00044887+0.0024183i,0.00020716+0.0024384i,0.0011774+0.0020975i,0.0011985+0.0011005i,0.00099004+0.00079681i,0.00081794+1.8084e-07i,0.00053519-0.00081761i,0.0006476-0.00037586i,0.00065768-4.9925e-05i,0.0006518+0.0005661i,1.2744e-05+0.0010112i,-0.00048063+0.00055021i,4.0045e-05+0.00015771i,-8.345e-05+6.1385e-05i,-0.0001722-0.00028167i,0.00046006+2.3399e-05i,0.00013125+0.00032112i,-0.00021118-2.9458e-06i,0.00025077-8.4054e-05i
-0.0003774+0.00019005i,-0.00059312+0.0012969i,-0.00024945+0.0015707i,0.00014658+0.0016534i,0.0010067+0.0024214i,0.0009572+0.0019921i,0.00019391+0.00090869i,0.00039098+0.00059142i,0.001432+0.00061674i,0.0015013+0.0007928i,0.00028242+0.0005841i,-0.0001382+0.0002048i,0.00022736-0.00035954i,0.00085934-0.00097234i,0.00075563-0.00092066i,0.00043847-0.00064849i,0.00025579-0.00016831i,-0.00058663+0.00047958i,-0.00032115+0.00054118i,0.00042534-0.00021497i,0.00083357-0.00067747i,0.0012192-0.00046168i,0.00076087+4.7986e-05i
-1.4369e-05+2.4733e-05i,-0.0006721-0.00055598i,-0.0012206+7.0412e-05i,-0.00074216+0.0018511i,-0.00079166+0.0032005i,-0.00062509+0.0029182i,5.8652e-05+0.0015003i,5.3935e-05+0.00017096i,4.7252e-07-0.00059652i,0.00091641-0.00023151i,0.00083397+0.00075453i,-0.00025976+0.0014735i,-0.00020042+0.0013222i,0.00053971+0.00044032i,0.0014943+0.00036i,0.0015677+0.00032796i,0.00065645-0.00055233i,0.00018179-0.00062446i,-0.00019359-0.0003183i,-0.00095225-0.0006862i,-0.0010441-0.00022711i,4.8767e-05+0.00033521i,0.0010531+7.3595e-05i
0.0006997+0.0019323i,0.001009+0.0019137i,0.0011887+0.0026914i,0.00089478+0.003767i,0.00056335+0.0038501i,0.0012424+0.0029729i,0.00094038+0.00096005i,-1.3538e-06-7.9925e-05i,-0.00039033+0.00064593i,-0.00065649+0.00077289i,-0.00090134-8.0104e-05i,-0.00020963-0.0009013i,0.00047344-0.00078803i,-0.00011538-0.0001185i,-0.00113-0.00048993i,-0.00075693-0.00051398i,0.00027136-0.00010543i,0.0002428-0.00062639i,-1.7403e-05-0.00052425i,0.00014674+7.74e-05i,-0.00011907+0.00010974i,-0.00054185+0.0002044i,-0.00035914-0.00039433i
1.1747e-05+0.0010506i,7.1035e-06+0.0015008i,-0.00041362+0.0020951i,-0.0010155+0.0033269i,4.292e-05+0.0044497i,0.00065102+0.002993i,-0.00011532+0.00091048i,-0.00050405+0.00013857i,-2.2123e-05-0.00031356i,0.00038512-0.00066173i,-0.00025761+0.00041679i,-0.00016423+0.00076754i,0.0005797+0.00016318i,0.0009581+0.00024076i,-6.2325e-05+0.00030146i,-0.0012119+0.00019518i,-0.00062625-0.00015532i,0.00020381-0.00056271i,0.00044338-0.00029518i,0.00055713+0.00056032i,0.00041405+0.00072888i,0.00026717+0.00015206i,0.00026144-0.00060503i
0.00037934-0.0022021i,-0.00034621-0.0022583i,-0.00051601-0.0009584i,-0.00013792+0.0020187i,4.5444e-05+0.0030451i,-4.8916e-05+0.0024136i,0.00020194+0.0016362i,0.00048707+0.00074789i,0.00064166+0.0004835i,-3.1548e-05+0.00026874i,-0.00098384-0.00020491i,-0.0003393+0.00015252i,0.00032309+5.0066e-07i,0.00033145-0.00017493i,0.00054525-0.00017745i,0.00042783-0.00032203i,0.00015258+0.0001251i,0.00012901-0.00061958i,-0.00011596-0.00051499i,-0.00018638+0.0010675i,-0.00074833+0.0014478i,-0.00011348+0.00060567i,0.0001712-0.00041862i
0.0011558-0.0021269i,0.0010627-0.0019551i,-0.00057408-0.001148i,-0.0018379+0.00043351i,-0.00074059+0.0023577i,0.0012798+0.0026545i,0.0014883+0.0016915i,0.00063882+0.0009667i,0.00012262+0.00077393i,-0.00011546+0.0003244i,-7.8892e-05+0.00038963i,-0.00063345+0.0011163i,-0.00015413+0.0012663i,0.0016059+0.00053873i,0.0017527+0.00017215i,4.1095e-05+0.00061848i,-0.00064139+0.0012348i,-0.00054402+0.00086444i,-0.00093111+0.00036238i,-0.00091507+0.00024009i,-0.0003196-0.00041136i,0.00070879-0.00023184i,0.00098852+0.00030456i
0.0010504-0.00070626i,-0.00052006+0.00057922i,-0.002262+0.0010861i,-0.0027052+0.0018807i,-0.002184+0.0038373i,-0.0017777+0.0038483i,-0.00074668+0.0024751i,-0.00011847+0.001083i,-8.5112e-05+0.00021219i,-0.00033107+0.00012316i,-0.00011367-0.00027336i,0.00031618-0.0004126i,0.00036466+0.00037294i,0.00017391+0.00081706i,-0.00029256+8.1656e-05i,-8.2567e-05+2.5892e-05i,0.00065104+0.00041781i,0.00049254+0.00028401i,0.00045356-0.00018606i,0.00095819+0.00019573i,0.00069824+0.0004693i,0.00061217+8.5027e-05i,7.1941e-05-0.00023527i
-0.00075501-0.00033596i,-0.00024583-0.00049487i,0.0002156+0.00066008i,-1.7491e-05+0.0012806i,-8.9984e-05+0.002245i,0.0002172+0.0027743i,0.00033683+0.0019394i,0.00038742+0.00074183i,0.0003689-7.7397e-05i,0.00037024+0.00020158i,0.00095691+0.00021347i,0.001368+6.1349e-05i,0.0008532-9.9489e-05i,-0.0002252-0.00071222i,-7.5011e-05-0.00085519i,8.9952e-05-0.00047624i,-0.00021663+0.00016566i,-0.00052249+0.00029739i,-0.00070067+3.4623e-05i,-0.00046362-0.00054768i,-2.2019e-05-0.00060157i,0.00056019+0.00019725i,0.0011832+0.00097467i
