-0.0010673+0.001175i,0.0003909+0.0017477i,0.00099049+0.001014i,0.0013366-0.0004509i,0.00040137-0.0015184i,-0.00042618-8.8984e-05i,-0.00021608+0.0016421i,-0.0001032+0.0017149i,0.00016538+0.0011207i,4.7711e-05+0.00030762i,-0.00018686-0.00017132i,3.9932e-05-0.00017526i,-0.00018571-0.00069064i,-0.00025903-0.0014031i,0.0004501-0.00044991i,0.00010908+0.00083447i,1.5955e-06+0.00025973i,0.00011079-0.00023669i,0.00043509+0.00026238i,0.00056378-4.8908e-05i,6.8484e-06-0.00091441i,-0.00041278-0.00064645i,-0.00045272-0.00022119i
-0.017958+0.021608i,-0.066376+0.055729i,-0.13518+0.094906i,-0.15407+0.11293i,-0.11303+0.092617i,-0.098785+0.048408i,-0.12519+0.0054251i,-0.12512-0.021543i,-0.081647-0.024046i,-0.042429-0.00073811i,-0.023701+0.017276i,-0.018667+0.013918i,-0.020041+0.010552i,-0.013643+0.012105i,-0.006257+0.0099558i,-0.010033+0.0081351i,-0.021891+0.0069628i,-0.03083-0.00068043i,-0.02679-0.01175i,-0.013926-0.016799i,-0.0036312-0.01074i,0.0030713+0.0035125i,0.003173+0.01406i
0.023063-0.022375i,0.082399-0.043698i,0.16901-0.058364i,0.20961-0.0506i,0.16776-0.042208i,0.094471-0.060279i,0.028481-0.071494i,-0.020007-0.046251i,-0.03425-0.013874i,-0.010451-0.0081737i,0.015495-0.015368i,0.020793-0.013421i,0.017779-0.0063837i,0.014956-0.0016918i,0.014933+0.0022469i,0.018743+0.0079628i,0.022856+0.016659i,0.022046+0.023071i,0.012141+0.017935i,0.00074172+0.0069824i,-0.00092769-0.00075701i,0.0050193-0.010195i,0.011303-0.013464i
-0.022007+0.017089i,-0.077535+0.033346i,-0.16529+0.04354i,-0.21281+0.037246i,-0.16088+0.008141i,-0.052035-0.036405i,0.03524-0.069447i,0.067298-0.064145i,0.048828-0.03338i,0.0040928-0.0057845i,-0.020273+0.014116i,-0.010137+0.013549i,0.00050735-0.00047766i,-0.0007516-0.003197i,-0.0023562-0.0010949i,-0.0037594-0.0075733i,-0.0056019-0.020184i,-0.0034813-0.026694i,0.0018866-0.016776i,0.0076914-0.0033825i,0.0068191-0.0017864i,-0.0060637-0.005644i,-0.017098-0.0087019i
0.021938-0.01159i,0.076275-0.022986i,0.15157-0.024448i,0.17904-0.013341i,0.13479+0.0097834i,0.085622+0.044715i,0.061464+0.054948i,0.036644+0.021879i,0.019871-0.00017023i,0.023869+0.0051375i,0.022249+0.0071756i,0.0058063+0.0079938i,-0.0022347+0.009122i,0.0003539+0.0051534i,0.0027353+0.003249i,0.0025369+0.0063854i,-0.0043677+0.010117i,-0.012955+0.008868i,-0.011447+0.0025298i,-0.0068539-0.0017172i,-0.0070557+0.003078i,-0.0052921+0.016021i,-0.0021848+0.023464i
-0.020702+0.0083011i,-0.06601+0.0063835i,-0.13049-0.016816i,-0.15387-0.046231i,-0.10932-0.03521i,-0.042147+0.012176i,-0.0037753+0.055634i,-0.0028836+0.074301i,-0.014327+0.048788i,-0.028015+0.0046126i,-0.03402-0.011904i,-0.022229-0.0040516i,-0.0069906+0.0034846i,-0.0032585+0.002609i,-0.0031819-0.0026179i,0.0014239-0.0077737i,0.009785-0.0083385i,0.013566-0.0034889i,0.0031954+0.0011774i,-0.006433+0.0069462i,0.0014274+0.010183i,0.016841+0.0010451i,0.020461-0.0091557i
0.022263-0.0044458i,0.071144-0.00061415i,0.13388+0.024216i,0.14877+0.053822i,0.087008+0.044498i,-0.0081434-0.003508i,-0.05507-0.040152i,-0.026708-0.045247i,0.0084958-0.024521i,0.021943+0.0049341i,0.025107+0.0075545i,0.014462-0.0079563i,0.0022757-0.0099172i,0.00024335-0.0028431i,-0.0020863+0.0018093i,-0.0064123+0.005986i,-0.0058025+0.0043503i,-0.0018031-0.0013054i,0.0034056-0.0017041i,0.0067397-0.004311i,0.0015588-0.01564i,-0.013814-0.024247i,-0.023573-0.019834i
-0.01877+0.0028098i,-0.056158-0.0062925i,-0.10005-0.033823i,-0.10795-0.064354i,-0.077214-0.066443i,-0.04981-0.041918i,-0.047782-0.023173i,-0.059551-0.028259i,-0.055037-0.038506i,-0.031126-0.039181i,-0.012946-0.026878i,-0.0092925-0.0094624i,-0.011067-0.0019869i,-0.011477-0.0033135i,-0.0059323-0.0062722i,0.00061851-0.0089675i,0.00019486-0.0065819i,-0.0034799-0.0032794i,-0.007006-0.0078469i,-0.012783-0.011772i,-0.018973-0.0008636i,-0.014848+0.020329i,-0.0026194+0.029537i
0.016794+0.00014705i,0.052195+0.0096465i,0.087178+0.037843i,0.083303+0.059846i,0.057759+0.037054i,0.066924+4.7432e-05i,0.089748+0.00040901i,0.079521+0.029877i,0.046302+0.054622i,0.013652+0.058139i,0.0051568+0.048322i,0.013612+0.026262i,0.014094+0.0074933i,0.0091318+0.0040926i,0.0027741+0.0051073i,-0.0052089+0.0056823i,-0.0058379+0.0043582i,-0.001741+0.0023817i,-0.0012446+0.0055114i,0.0018846+0.012295i,0.016801+0.013632i,0.033612+0.0020225i,0.033398-0.013542i
-0.016117+0.00016059i,-0.043527-0.015296i,-0.064238-0.046064i,-0.046417-0.073395i,-0.011447-0.062203i,-0.0087022-0.037806i,-0.023125-0.036973i,-0.014119-0.045578i,0.0086469-0.047589i,0.017552-0.038569i,0.0045457-0.028673i,-0.0092526-0.01881i,-0.0061757-0.014326i,0.0029125-0.012757i,0.012503-0.0080175i,0.020047-0.0044516i,0.017867-0.0052344i,0.010528-0.00947i,0.0089459-0.011812i,0.011952-0.015045i,0.0044309-0.023801i,-0.016135-0.027565i,-0.029502-0.01818i
0.017387-0.00019435i,0.04545+0.012302i,0.061528+0.032295i,0.030678+0.053297i,-0.013715+0.073003i,-0.02308+0.086241i,-0.032767+0.082402i,-0.061793+0.073464i,-0.068908+0.060269i,-0.051313+0.036796i,-0.029045+0.024283i,-0.0080721+0.021912i,0.0011543+0.018059i,0.00011032+0.01292i,-0.0021916+0.0039384i,-0.0050761-0.0055335i,-0.0058338-0.007277i,-0.0052315-0.004072i,-0.0091428-0.0027115i,-0.016951+0.00089695i,-0.021984+0.01322i,-0.017005+0.029878i,-0.0050877+0.036506i
-0.012857-0.0049121i,-0.0329-0.015789i,-0.038827-0.026115i,-0.0028717-0.03002i,0.039715-0.049188i,0.031095-0.085498i,0.022954-0.097795i,0.050289-0.080111i,0.055217-0.047933i,0.040234-0.018976i,0.027698-0.011713i,0.015265-0.013038i,0.0088703-0.0083871i,0.0071841-0.0024224i,0.0032395+0.0040051i,0.00053373+0.010982i,0.0011861+0.012901i,0.0039572+0.010844i,0.0064033+0.010747i,0.0094117+0.012416i,0.018132+0.0082945i,0.026692-0.0062978i,0.024473-0.018913i
0.015212+0.00075484i,0.038276+0.01086i,0.042588+0.011048i,-0.010812-0.0089604i,-0.089547-0.022893i,-0.10238-0.0113i,-0.069445-0.018652i,-0.065506-0.047722i,-0.066277-0.05072i,-0.049259-0.028705i,-0.03342-0.0064499i,-0.026076+0.0070273i,-0.021583+0.010051i,-0.01589+0.0065626i,-0.0060518+0.00075018i,0.0029273-0.005627i,0.0048918-0.0086737i,0.0019132-0.00862i,0.00010744-0.0094806i,-0.0010945-0.013106i,-0.0067947-0.018322i,-0.018519-0.020732i,-0.027151-0.017629i
-0.010486-0.0056002i,-0.029967-0.013192i,-0.036621-0.010088i,0.009335+0.016977i,0.094737+0.03651i,0.15214+0.031112i,0.1441+0.042002i,0.1045+0.065714i,0.067789+0.057565i,0.033374+0.029304i,0.012673+0.0090081i,0.0070309-0.0024488i,0.0044692-0.0054293i,0.0021995-0.0047853i,-0.0041532-0.0047449i,-0.011658-0.0042247i,-0.01312-0.004641i,-0.012012-0.0045319i,-0.012437-0.0019079i,-0.012726+0.0017011i,-0.010463+0.0092523i,-0.003212+0.020246i,0.0041814+0.027034i
0.013356+0.0092854i,0.035387+0.013083i,0.055229-0.0024789i,0.033107-0.057072i,-0.024364-0.097161i,-0.067268-0.082224i,-0.055579-0.050912i,-0.0098203-0.039608i,0.01216-0.034356i,0.011007-0.020583i,0.0065365-0.014307i,0.00019605-0.014975i,-0.0058065-0.013454i,-0.007655-0.0069818i,-0.0018966+0.0025776i,0.0064289+0.011421i,0.0098529+0.01305i,0.0082145+0.0064139i,0.0044344+0.00088106i,0.0038792+0.0012386i,0.0091468+0.0011753i,0.018052-0.0053754i,0.024917-0.013284i
-0.010641-0.0066266i,-0.030874-0.013603i,-0.051698-8.6853e-06i,-0.050265+0.069842i,-0.019121+0.15757i,0.0053602+0.18286i,-0.019052+0.14289i,-0.054684+0.098686i,-0.043951+0.068654i,-0.013892+0.035642i,0.0030195+0.016858i,0.012874+0.010752i,0.016567+0.0051902i,0.016744+0.00013287i,0.016365-0.0079703i,0.014431-0.016712i,0.012169-0.017517i,0.0085544-0.012895i,0.0060101-0.0086756i,0.0044957-0.0066002i,-0.00070877-0.0064556i,-0.013203-0.0082027i,-0.024903-0.010836i
0.01378+0.0046936i,0.039547+0.014175i,0.073523+0.0065021i,0.093293-0.0549i,0.070951-0.15141i,0.0090685-0.18953i,-0.017663-0.13874i,0.003765-0.07172i,0.011628-0.029171i,0.0025375+0.0017576i,-0.00075829+0.017706i,0.00022348+0.014915i,-0.00086701+0.0048364i,-0.0044404-0.0019983i,-0.0092266-0.0026273i,-0.01368+0.00057597i,-0.014368+0.0034409i,-0.008391+0.0042374i,-0.0040676+0.0027926i,-0.0039948+0.0004678i,-0.0026005+0.0029295i,-0.0001588+0.012992i,-0.00036418+0.02466i
-0.009072-0.0063695i,-0.030667-0.01869i,-0.07549-0.024882i,-0.14113+0.011231i,-0.1863+0.079791i,-0.14804+0.09406i,-0.084412+0.026036i,-0.067195-0.034112i,-0.057299-0.037836i,-0.035106-0.022689i,-0.023407-0.011527i,-0.017667+0.0014068i,-0.0069183+0.012785i,0.0028511+0.017294i,0.010197+0.016882i,0.015679+0.012333i,0.014639+0.0062841i,0.0060206+0.0020968i,-0.0018336+0.0031872i,-0.003185+0.0065451i,0.00085509+0.0028801i,0.0069387-0.0090525i,0.012835-0.017963i
0.0095645+0.0042065i,0.033959+0.01944i,0.082999+0.033149i,0.16279+0.0083264i,0.23703-0.064076i,0.2284-0.11354i,0.14781-0.083971i,0.076596-0.025834i,0.031269-0.0014738i,-0.0033671-0.00097531i,-0.019188-0.0013617i,-0.017064-0.0043068i,-0.010733-0.0096367i,-0.0057036-0.01376i,-0.0053577-0.015419i,-0.0070101-0.016422i,-0.0052735-0.015852i,-0.0012686-0.009917i,0.0013513-0.0051315i,0.00077172-0.0045431i,-0.0044506-0.001892i,-0.013903+0.00050421i,-0.021258-0.0014556i
-0.0059226-0.0080412i,-0.024278-0.028046i,-0.066415-0.064475i,-0.13981-0.084185i,-0.19809-0.048272i,-0.16978+0.010514i,-0.071136+0.027532i,0.0042642-0.00061552i,0.023441-0.020241i,0.028239-0.015792i,0.029808-0.015537i,0.016811-0.013442i,-0.00034805-0.0015367i,-0.008902+0.0093601i,-0.010462+0.015291i,-0.0084815+0.018138i,-0.0063546+0.013081i,-0.0067205+5.1496e-05i,-0.0092178-0.0083739i,-0.0093468-0.0069223i,-0.0013427-0.00033465i,0.010339+0.0079882i,0.01474+0.014319i
0.0086978+0.0077012i,0.026121+0.029668i,0.065995+0.07774i,0.13304+0.13483i,0.19467+0.16099i,0.19367+0.14225i,0.12157+0.094952i,0.041477+0.058873i,0.0064823+0.038751i,-0.0036394+0.017883i,-0.0076142+0.0067058i,-0.0019111+0.0021154i,0.0070651-0.0042809i,0.013645-0.0083888i,0.016974-0.0092887i,0.018135-0.0068734i,0.016288+0.00072889i,0.011079+0.0083648i,0.0070483+0.010188i,0.0058211+0.0056355i,0.0048321-0.0040808i,0.002765-0.01488i,0.0026102-0.018234i
-0.0046964-0.012037i,-0.014309-0.034312i,-0.0395-0.085847i,-0.085541-0.15227i,-0.14092-0.18772i,-0.17491-0.15444i,-0.14311-0.067351i,-0.059114-0.004666i,-0.0015441+0.0089174i,0.012634+0.017478i,0.015898+0.024452i,0.012487+0.015921i,0.00045131+0.0035305i,-0.0090876-0.0034355i,-0.01148-0.007897i,-0.0109-0.011587i,-0.0063047-0.014659i,0.0026886-0.014854i,0.0078647-0.012341i,0.0058683-0.0069721i,-0.0016886+0.00077465i,-0.010236+0.006685i,-0.012699+0.0060233i
0.0024864+0.0091606i,0.011306+0.032814i,0.018979+0.085729i,0.014282+0.15299i,-0.003034+0.19633i,0.0029984+0.16819i,0.0097827+0.077351i,-0.017879+0.010009i,-0.037172-0.0066299i,-0.031229-0.014253i,-0.025353-0.018765i,-0.01523-0.009922i,0.00034502+0.00088634i,0.00689+0.0076261i,0.0055814+0.01262i,0.0022054+0.015629i,-0.0037127+0.015458i,-0.011484+0.011884i,-0.015259+0.008758i,-0.0097722+0.0079085i,0.0033108+0.0064339i,0.012415+0.0058444i,0.008978+0.0060538i
-0.0016461-0.0094612i,-0.0025084-0.03529i,0.0044052-0.086064i,0.036341-0.15634i,0.081838-0.22777i,0.071057-0.25021i,0.011097-0.18509i,-0.013069-0.085599i,-0.0059852-0.019702i,-0.0072843+0.0084397i,-0.0075325+0.018419i,-0.0016181+0.014187i,0.00089636+0.0022059i,0.0015577-0.00643i,0.0050821-0.0094484i,0.010459-0.011298i,0.014579-0.011008i,0.01472-0.0071754i,0.010385-0.0031929i,0.0032211-0.0018449i,-0.0038528-0.0050731i,-0.0065673-0.01041i,-0.0036176-0.010321i
0.0021381+0.007182i,0.0033408+0.029885i,-0.0096739+0.06369i,-0.054227+0.092544i,-0.10867+0.11829i,-0.094347+0.13015i,-0.02452+0.094244i,0.0036012+0.026536i,-0.0064207-0.014508i,-0.0020778-0.020085i,0.0053261-0.019095i,0.0018205-0.011108i,-0.0021112+0.0002193i,-0.0070469+0.0040856i,-0.013823+0.0039465i,-0.019891+0.0028308i,-0.022748-0.0017965i,-0.019275-0.0085961i,-0.013868-0.01149i,-0.010193-0.0070358i,-0.0079912+0.0025252i,-0.0083449+0.0097859i,-0.0078573+0.0085274i
0.0013125-0.0062975i,0.0075922-0.028363i,0.030047-0.051044i,0.088658-0.04492i,0.17279-0.019055i,0.20548-0.018788i,0.15121-0.037678i,0.073346-0.026974i,0.027965+0.00058848i,0.0032047+0.011278i,-0.012978+0.013943i,-0.013994+0.013265i,-0.0052477+0.0090984i,0.0050113+0.0066794i,0.014198+0.0076719i,0.020838+0.011051i,0.021006+0.014135i,0.014511+0.014132i,0.0084542+0.0098806i,0.0063881+0.0026543i,0.0085265-0.0026824i,0.013928-0.003681i,0.014218-0.0016746i
0.0022659+0.0087023i,-0.00093719+0.028356i,-0.013973+0.0394i,-0.058679+0.008486i,-0.13691-0.042441i,-0.19005-0.038093i,-0.15257+0.013104i,-0.059564+0.020281i,-0.0023681-0.0063844i,0.012941-0.011008i,0.016913-0.0093826i,0.0091717-0.012901i,-0.00079731-0.011512i,-0.0030404-0.010441i,-0.0037223-0.015326i,-0.0037677-0.020318i,-0.0007704-0.021798i,0.0033545-0.018375i,0.0035301-0.012693i,0.00028813-0.0072756i,-0.0044505-0.0061448i,-0.0094762-0.010661i,-0.0097305-0.012822i
0.0029671-0.008812i,0.0096725-0.0273i,0.015427-0.036439i,0.017239+0.010077i,0.031536+0.10158i,0.067958+0.13807i,0.080461+0.089409i,0.043207+0.046425i,0.0080923+0.029557i,-0.0046132+0.0088682i,-0.010677-0.0044896i,-0.0094384-0.0053883i,-0.0059431-0.00014203i,-0.0052491+0.0084639i,-0.0044035+0.017164i,-0.0038764+0.022383i,-0.0042126+0.020442i,-0.0059629+0.013058i,-0.0060008+0.0081168i,-0.0023001+0.0083183i,0.0015544+0.011067i,0.0010508+0.015779i,-0.0030354+0.015632i
-0.0030431+0.0071858i,-0.0064536+0.02401i,-0.0030963+0.031873i,0.020353-0.02204i,0.03993-0.14213i,0.0047622-0.2133i,-0.047458-0.16235i,-0.041336-0.076413i,-0.010472-0.025196i,0.0013549+0.0012794i,0.010471+0.012892i,0.018436+0.0081075i,0.017372-0.0030223i,0.013043-0.0091597i,0.011331-0.012315i,0.011678-0.015186i,0.010878-0.013633i,0.0082762-0.0084597i,0.003864-0.004257i,-0.00077591-0.0030141i,9.5674e-05-0.0065632i,0.0069555-0.010451i,0.010887-0.0086102i
0.003791-0.008589i,0.013473-0.026602i,0.0092368-0.04768i,-0.040154-0.025801i,-0.10561+0.063181i,-0.10075+0.13744i,-0.045388+0.12173i,-0.029483+0.06337i,-0.035236+0.024582i,-0.025126+0.0084707i,-0.016718+0.0036501i,-0.011405+0.005882i,-0.0075594+0.0041015i,-0.011691+0.00013398i,-0.017773+0.0019325i,-0.02021+0.0046825i,-0.018678+0.0034368i,-0.013096-0.0003049i,-0.0070801-0.0016921i,-0.0051052+0.00066551i,-0.008757+0.0026226i,-0.014836+0.001858i,-0.01512-0.00061875i
-0.0026339+0.0063798i,-0.011337+0.02335i,-0.0024086+0.052473i,0.067556+0.063862i,0.17872+0.016749i,0.21468-0.060575i,0.14499-0.095188i,0.067632-0.067299i,0.027728-0.026478i,0.0043883-0.0053659i,-0.0067642+0.0071458i,-0.0049045+0.014002i,0.0044068+0.014058i,0.013454+0.0096484i,0.019092+0.0044164i,0.021058+0.0017732i,0.017082+0.0015316i,0.0096465+0.0016486i,0.0038587-0.00092023i,0.0038197-0.003536i,0.008421-0.0011152i,0.01187+0.0064443i,0.0094896+0.010869i
0.0044204-0.0079114i,0.020335-0.024691i,0.023293-0.065469i,-0.040696-0.11273i,-0.16675-0.11371i,-0.23344-0.053674i,-0.17708+0.0021133i,-0.086619+0.001029i,-0.035116-0.014865i,-0.010315-0.013693i,-0.0014629-0.015215i,-0.0061988-0.016697i,-0.0092768-0.013732i,-0.0079224-0.011107i,-0.0071887-0.010954i,-0.0076381-0.0119i,-0.0059809-0.01011i,-0.0021418-0.0062248i,-0.0011828-0.0024418i,-0.0034457-0.0020514i,-0.0039222-0.0080135i,-0.0011927-0.0158i,0.002039-0.015783i
-0.0059107+0.0052112i,-0.021561+0.020778i,-0.038503+0.067673i,-0.0094566+0.146i,0.088228+0.20414i,0.17129+0.175i,0.16284+0.090289i,0.099217+0.038755i,0.047827+0.020914i,0.020792+0.0069177i,0.0061101+0.0007079i,-0.00078858+0.0019975i,-0.0033604+0.0074409i,-0.0007863+0.013046i,0.0059276+0.015976i,0.010462+0.015462i,0.0097592+0.01022i,0.0059367+0.0033422i,0.0029449+0.00085028i,0.0023159+0.0035188i,4.1029e-05+0.0084633i,-0.0064091+0.011105i,-0.010594+0.0070622i
0.0064813-0.0023316i,0.029636-0.014841i,0.069678-0.062185i,0.078288-0.16262i,0.015278-0.268i,-0.064717-0.27485i,-0.084364-0.17772i,-0.049674-0.084766i,-0.017384-0.035882i,-0.0037403-0.0091114i,0.0055305-0.00048616i,0.01018-0.0054129i,0.0082523-0.011234i,0.0044116-0.012292i,0.00044226-0.011301i,-0.00098522-0.010513i,1.4188e-05-0.0088089i,0.00049675-0.0072671i,-0.0013575-0.0067896i,-0.0032306-0.0066748i,0.0014137-0.0067235i,0.0102-0.0048139i,0.010917+0.00074776i
-0.0062899+0.0019338i,-0.030244+0.007118i,-0.08288+0.038461i,-0.13288+0.12396i,-0.1239+0.23567i,-0.060494+0.27194i,-0.0079941+0.20298i,0.0003829+0.11187i,-0.0080306+0.051198i,-0.012078+0.020974i,-0.012379+0.011029i,-0.0087739+0.0077361i,-0.0063411+0.0060974i,-0.0077176+0.008126i,-0.0094198+0.012026i,-0.0088471+0.014073i,-0.0065854+0.01125i,-0.0045171+0.005963i,-0.003355+0.0039945i,-0.0042174+0.0039526i,-0.0096299+0.0012954i,-0.01329-0.0036928i,-0.0096544-0.0060344i
0.0091051-0.0010676i,0.037516-0.00053011i,0.10423-0.017271i,0.19155-0.078161i,0.2345-0.17017i,0.18942-0.21297i,0.098999-0.16854i,0.038334-0.092105i,0.014331-0.037799i,0.0023383-0.012601i,-3.3248e-05-0.00076569i,0.0055957+0.0043672i,0.010696+0.0022677i,0.010511-0.0042657i,0.0084439-0.0099942i,0.0072358-0.010311i,0.0064885-0.006676i,0.0046684-0.0045218i,0.0028314-0.0056201i,0.0030047-0.0042714i,0.0051858+0.0032504i,0.0058239+0.011847i,0.0021063+0.01273i
-0.0061278-0.0021558i,-0.029112-0.0099512i,-0.09711-0.01711i,-0.207+0.0031738i,-0.29178+0.058918i,-0.27856+0.10044i,-0.18585+0.087085i,-0.095819+0.045573i,-0.040201+0.017074i,-0.010975+0.0055384i,-0.0031243-0.00018505i,-0.0049357-0.0012346i,-0.0074021-0.00070514i,-0.0085155+0.00033634i,-0.0085587+0.0010157i,-0.0076077-0.00028481i,-0.0063052-0.0013199i,-0.0060194-0.0019822i,-0.0063135-0.0011759i,-0.0051107-0.0020375i,-0.00079143-0.0078893i,0.0033191-0.012963i,0.0037633-0.011309i
0.0078251+0.0015426i,0.033015+0.015802i,0.09703+0.044029i,0.19835+0.067918i,0.28344+0.056532i,0.2811+0.014066i,0.19448-0.020425i,0.096932-0.023272i,0.037432-0.010639i,0.012708-0.0021179i,0.0036631+0.0028462i,0.00087449+0.0062688i,0.0032468+0.0067146i,0.009162+0.003627i,0.015484+0.0008788i,0.017061-0.00048166i,0.01337-0.0010546i,0.0095284-0.000386i,0.007231+4.9753e-05i,0.0045929+0.00090497i,-0.0014788+0.0032316i,-0.008423+0.0046927i,-0.0095282+0.0031485i
-0.0037192-0.0040867i,-0.021619-0.024501i,-0.068014-0.074841i,-0.15043-0.14348i,-0.22448-0.18239i,-0.22231-0.15736i,-0.14993-0.094844i,-0.07547-0.047307i,-0.034903-0.021832i,-0.018693-0.006913i,-0.011593-0.0042651i,-0.0087149-0.0072321i,-0.0077608-0.0076989i,-0.0070003-0.0051417i,-0.0063784-0.0023508i,-0.0050394-0.0026431i,-0.002228-0.0059055i,-0.00089031-0.0086812i,-0.0025239-0.0070551i,-0.0021885-0.0032932i,0.0041339-0.00065355i,0.011477+0.00078161i,0.011239+0.00087084i
0.005734+0.0054233i,0.017318+0.027008i,0.045467+0.086672i,0.092861+0.17547i,0.13656+0.23873i,0.14337+0.22242i,0.11096+0.1423i,0.064353+0.063724i,0.026099+0.019614i,0.0051998+0.0035665i,-0.0027417-0.00057092i,-0.0038181-0.00083499i,-0.00075619+0.0027749i,0.0026511+0.0066453i,0.0032577+0.010691i,0.0027549+0.012973i,0.0016315+0.011202i,-0.00022135+0.0085613i,-0.001194+0.0064541i,-0.0017623+0.0034759i,-0.0039147-0.0022079i,-0.0063875-0.00681i,-0.0074081-0.0059124i
0.0015236-0.0056943i,-0.00053297-0.029449i,-0.0030462-0.094087i,-0.0084852-0.19114i,-0.015384-0.25593i,-0.024107-0.22891i,-0.02711-0.13874i,-0.014551-0.060971i,-0.0014295-0.02446i,0.0015689-0.013135i,0.0048859-0.0080126i,0.0085016-0.0063448i,0.0057051-0.008495i,-0.00079381-0.0098417i,-0.0052339-0.0098602i,-0.005005-0.0088611i,-0.0013475-0.0070767i,0.0012376-0.005352i,0.00093059-0.0045485i,-0.00071866-0.0020314i,-0.0020422+0.0043925i,-0.0021054+0.010039i,-0.001421+0.010098i
0.0029445+0.0063989i,-0.00069055+0.026926i,-0.016905+0.08107i,-0.052284+0.1632i,-0.086931+0.21779i,-0.08702+0.19674i,-0.054672+0.12793i,-0.023533+0.067866i,-0.0044832+0.033922i,0.0050664+0.019325i,0.0061418+0.013694i,0.0042002+0.010314i,0.001097+0.0078732i,-0.0016212+0.0074118i,-0.0019836+0.0064684i,-0.0029889+0.0046831i,-0.0057289+0.0036488i,-0.0067237+0.0023648i,-0.006018+0.0010746i,-0.00363-0.00026077i,0.0016996-0.0031047i,0.0053562-0.006758i,0.004589-0.0073877i
0.00099384-0.0076285i,0.01327-0.025074i,0.046586-0.067787i,0.10331-0.12476i,0.14595-0.15713i,0.13154-0.14079i,0.072188-0.095916i,0.020791-0.050182i,0.00032558-0.017459i,-0.0033118-0.002139i,-0.0031436+0.0050417i,0.00022868+0.0070966i,0.0044708+0.00091994i,0.0072152-0.0066183i,0.0096153-0.0095316i,0.011535-0.008824i,0.01184-0.0060634i,0.0092267-0.003629i,0.0057642-0.0032734i,0.0017704-0.0033676i,-0.0032732-0.0035003i,-0.0072147-0.0034615i,-0.007817-0.0021895i
-0.0010451+0.0052621i,-0.013724+0.016547i,-0.054085+0.039854i,-0.12232+0.062871i,-0.17163+0.05968i,-0.15071+0.034296i,-0.087629+0.014738i,-0.04302+0.0046311i,-0.025464-0.00027216i,-0.019017+0.0003541i,-0.016427+7.5755e-05i,-0.014468-5.9131e-05i,-0.010549+0.001967i,-0.006089+0.0039827i,-0.0037937+0.0046477i,-0.00258+0.0022005i,-0.001258-0.0018078i,-4.2641e-05-0.004413i,-0.00069113-0.0041752i,-0.00088013-0.00075261i,0.0024731+0.003645i,0.0058922+0.0052227i,0.0056973+0.0041412i
0.0027747-0.0032686i,0.019492-0.010507i,0.064268-0.018586i,0.12855-0.01668i,0.16554+0.0040105i,0.14525+0.01792i,0.093325+0.0023572i,0.045166-0.016819i,0.015705-0.017896i,0.0055436-0.013899i,0.0018792-0.012463i,-0.0010411-0.0085272i,0.00044184-0.0026052i,0.0047054+0.00063195i,0.0064383+0.0032848i,0.0062356+0.0054023i,0.0047548+0.0047073i,0.0026325+0.003481i,0.0018129+0.0018032i,0.0013709-0.00016396i,0.0017225-0.0028602i,0.0026624-0.0055748i,0.0021033-0.0058395i
-0.0030597+0.0021899i,-0.015899+0.0024655i,-0.051174-0.0041519i,-0.098065-0.030174i,-0.11386-0.062678i,-0.086925-0.062394i,-0.047745-0.027744i,-0.01541-0.0023079i,-0.0011839+0.00055325i,-0.00059823-0.00011317i,0.0017368-0.00093912i,0.0029192-0.0039749i,-0.0022661-0.0049426i,-0.0072664-0.0038965i,-0.009597-0.0027294i,-0.0084952-0.0019476i,-0.0043284-0.001266i,-0.0010669-0.00077695i,-0.00017157-0.00010935i,-0.001881+0.00066572i,-0.0051103+0.0023826i,-0.0077507+0.0043497i,-0.0066682+0.0052528i
0.0042801-0.0015417i,0.017212+0.0018755i,0.044405+0.017413i,0.068886+0.052035i,0.06052+0.086233i,0.034442+0.080758i,0.023435+0.043328i,0.018424+0.01697i,0.01267+0.0092122i,0.010159+0.008008i,0.0095612+0.0088497i,0.0091912+0.0078658i,0.0075543+0.0049613i,0.0059566+0.0034491i,0.0044679+0.0028886i,0.0022239+0.002434i,-0.00055935+0.0013003i,-0.002758-0.00070614i,-0.0034351-0.0010029i,-0.0024005+0.00051188i,0.0012338+0.0018471i,0.004923+0.0020391i,0.0054814+0.0017574i
-0.0024625-0.00064049i,-0.0094391-0.0079826i,-0.022413-0.027023i,-0.028386-0.061627i,-0.013119-0.088292i,-0.0024075-0.073596i,-0.013814-0.034854i,-0.020552-0.0090608i,-0.015134+0.00051049i,-0.0118+0.0021556i,-0.010393+0.0039031i,-0.0052927+0.0038354i,-0.00099762-0.0015642i,-9.6115e-05-0.0062759i,6.8961e-05-0.0080622i,0.0010965-0.0078608i,0.0019658-0.005322i,0.000693-0.0021155i,-0.0013229-0.00010957i,-0.0021896-0.0012061i,-0.0019677-0.0041066i,-0.0025468-0.007317i,-0.0035043-0.0077916i
