-0.0010673+0.001175i,0.0003909+0.0017477i,0.00099049+0.001014i,0.0013366-0.0004509i,0.00040137-0.0015184i,-0.00042618-8.8984e-05i,-0.00021608+0.0016421i,-0.0001032+0.0017149i,0.00016538+0.0011207i,4.7711e-05+0.00030762i,-0.00018686-0.00017132i,3.9932e-05-0.00017526i,-0.00018571-0.00069064i,-0.00025903-0.0014031i,0.0004501-0.00044991i,0.00010908+0.00083447i,1.5955e-06+0.00025973i,0.00011079-0.00023669i,0.00043509+0.00026238i,0.00056378-4.8908e-05i,6.8484e-06-0.00091441i,-0.00041278-0.00064645i,-0.00045272-0.00022119i
-0.00025237-0.0021971i,-0.0004961-0.00070476i,-0.0024685+0.0010688i,-0.0017436+0.00063126i,0.0013883-0.00039747i,0.0030762-0.0002078i,0.0025974-1.8028e-06i,0.0013158-0.00092197i,-0.00067061-0.0018283i,-0.0014853-0.0021887i,-0.0011696-0.0019369i,-0.0011989-0.0011081i,-0.00065292+6.9397e-05i,-0.0004015+0.00099957i,-0.0010897+0.00094787i,-0.00099869+0.00064539i,5.4957e-05+0.00050018i,0.0012193-0.0001058i,0.0016744-0.0010338i,0.00088826-0.00095471i,0.00020215-0.00051153i,0.00077506-8.5014e-05i,0.00027718+0.00040837i
0.0002846-0.0033273i,0.00065766-0.00096735i,-0.00059395+0.0020999i,-0.00063985+0.0047448i,0.00037631+0.0054024i,0.0018048+0.0043187i,0.0029404+0.0029368i,0.0017838+0.0011092i,-0.00034182-0.00052984i,-0.0019069-0.0015078i,-0.0010592-0.0019385i,0.00084592-0.00096681i,0.0013337-6.5735e-05i,0.0013222-0.00052379i,0.0012127-0.00037602i,0.00091278-0.00022211i,0.00095412+0.00010781i,0.001215+0.0010619i,0.0015254+0.00076253i,0.0012702-0.0004804i,0.00031256-0.00068402i,0.00021367+0.00021109i,0.00053321-1.2257e-07i
-0.0028999+0.00056827i,-0.0032306+0.0004107i,-0.0021571+0.0019372i,0.00041614+0.0024109i,0.0026531+0.0017462i,0.0035987+0.00039284i,0.0026455-0.00034255i,0.0012226+0.00059812i,-0.00028614+0.0017685i,-0.0014191+0.001501i,-0.00092079+0.00053942i,0.00029633-5.4891e-05i,0.00050564-6.4401e-05i,3.6124e-05+0.00079438i,-0.00069119+0.00097802i,-0.001136+0.00038776i,-0.0010477+0.00063745i,-0.0013855+0.00072555i,-0.00068021+0.00023158i,0.00057312-0.0004112i,0.00040971-0.00067359i,0.00046704-0.000238i,0.00093991-7.594e-05i
-8.6616e-05+0.0014332i,0.00061233+0.0012298i,0.0017444+0.0010624i,0.0016962+0.0011442i,0.00043274+0.000694i,-0.00075044+0.00067048i,0.00066255+0.0013719i,0.0028251+0.0015554i,0.0028216+0.00094279i,0.0017514+7.9945e-05i,0.0008701-0.00048518i,0.00049603-0.001115i,-0.0002068-0.0017835i,-0.00054613-0.0019841i,-0.0002943-0.0013533i,-0.00054178-0.00092058i,0.00034235-0.00045783i,0.00055992+0.00019908i,8.6348e-05+0.00036196i,-0.00024543-0.00010503i,1.0275e-05-0.00047371i,0.00067564-0.00014919i,0.0013009+0.00045058i
-5.0099e-06+0.00025367i,-0.00051578+0.0003887i,-0.0014502+0.00087046i,-0.0013944+0.00089296i,3.0121e-05+0.00048887i,0.0011458+0.00083107i,0.0023289+0.0018012i,0.0037086+0.0013495i,0.0036787-0.00028224i,0.0025276-0.00094428i,0.0014323-0.00057497i,0.00047241-0.00058569i,0.00014414-0.00066896i,0.00013439-0.00056076i,-0.00027157+0.00031684i,-0.00040894+0.001893i,-0.00033066+0.0020567i,0.00032505+0.0013619i,0.0009687+0.001229i,0.00073097+0.00090506i,0.000569+0.00016119i,8.6324e-05-9.2774e-06i,7.3801e-05+5.1918e-05i
-0.0021336+0.0023013i,-0.002229+0.002383i,-0.0010738+0.0042111i,0.0014958+0.0049313i,0.0038859+0.0033627i,0.0047034+0.0013164i,0.0028935-0.00054577i,0.0012641-0.0023524i,0.0016486-0.0028526i,0.0016164-0.0023758i,0.00085646-0.0018312i,-0.00017689-0.0012141i,-0.0010312-0.00057137i,-0.0013115-0.00024118i,-0.0010756+0.00032785i,-0.00030606+0.00092873i,-0.00015621+0.00052871i,0.00064596+0.00069714i,0.0015987+0.00058592i,0.0009864-4.6081e-06i,0.00063362-0.00036225i,0.00070229-0.00011817i,0.00055412-0.0003965i
0.0020993+0.0016317i,0.0017554+0.0017988i,0.0021908+0.001086i,0.0022537+0.0003215i,0.0025298-0.00015841i,0.0023936+0.00011561i,0.0022099+0.00039257i,0.0019947+9.2337e-05i,0.00084366-0.0010921i,0.0002193-0.0021174i,0.00033171-0.0012094i,0.00031816-0.00067304i,0.00046719-0.00041952i,0.00089305+0.00065358i,0.00061167+0.00056673i,0.00023608+0.00064668i,0.00086853+0.0016848i,0.0014024+0.0013929i,0.001585-0.00046494i,0.0012757-0.0011211i,0.00058183-0.00020907i,7.2746e-05+0.00032954i,0.00022922+1.2076e-05i
0.0004853-7.7412e-05i,0.00019592+0.00012168i,0.0001751+0.001073i,0.00097759+0.001797i,0.0025805+0.0018712i,0.0031783+0.0017091i,0.0022439+0.0021543i,0.00064603+0.0019007i,-0.00063404+0.0010454i,-0.0019126+1.8305e-05i,-0.0023528-0.00029796i,-0.0011633-4.3767e-05i,0.0001416+0.00031942i,0.0010803+0.00071311i,0.00056628-0.00011094i,-0.00030972-0.00089943i,-0.00012548-0.0002627i,0.00059609+0.000548i,0.0015364+0.00018928i,0.0012961-0.00068532i,0.00015375-0.00066212i,-0.00017186-0.00019582i,0.00061176-0.0007155i
-0.0013652+0.0017449i,-0.0019418+0.0016756i,-0.0015286+0.0033661i,-0.00078216+0.0049428i,0.00062815+0.0042744i,0.00091253+0.001753i,0.00031778+0.00053693i,0.00038105+0.001306i,-9.8096e-05+0.0018837i,-0.00090763+0.0010272i,-0.00049575-0.00028422i,0.0005173-0.0010565i,0.00034626-0.0011248i,-0.00058586-0.00091277i,-0.00020077-0.0011825i,0.0013182-0.00083146i,0.0014594+1.7104e-05i,0.0011503+0.0001298i,0.00089543-0.00056184i,0.00029114-0.0010492i,0.00014215-0.00057349i,-1.8846e-05+3.4141e-05i,-7.114e-05-7.5555e-05i
0.0020707-0.00029586i,0.0020355+0.00039992i,0.0012973-0.00095828i,0.00078106-0.0015628i,0.00060808-0.00067027i,0.00090743+0.00082252i,0.0026451+0.001901i,0.0029545+0.0019372i,0.0027695+0.0013488i,0.0026544+0.00019008i,0.0014443-0.00087131i,0.00040201-0.0004981i,0.00034125-0.00015233i,0.0008294+0.00038056i,0.00053062+0.0006758i,-0.00039738+0.00097148i,-0.0013669+0.0013359i,-0.0015981+0.0011297i,-0.00068986+0.00040389i,-6.6726e-05-0.00032695i,-3.6714e-05-0.00024422i,-0.00024289-0.00045552i,-0.00036761-0.00054972i
-0.0022688+0.0016673i,-0.0019916+0.0018078i,-0.0016638+0.0043048i,-0.00026321+0.0051815i,0.0018234+0.0034444i,0.0020291+0.0014929i,0.00094446+0.0009156i,0.0010757+0.0013565i,0.0018647+0.0011354i,0.0021609+0.00056264i,0.0011425+0.00040357i,-0.00015543-0.00043546i,-0.0012357-0.0007932i,-0.0022809-0.00013917i,-0.0015506+0.00014765i,0.00013366+2.0783e-05i,0.00068827+0.00058228i,0.00038413+0.0014942i,0.00038751+0.0010712i,0.00048055+0.00025808i,0.00076619+0.0004821i,0.0008874+0.0010199i,0.0007745+0.00079811i
0.00044213-0.0026324i,0.00079031-0.00051116i,0.0010692-0.0010016i,0.0013978-0.0019234i,0.0011726-0.00067223i,0.00037454+0.0010461i,0.0009233+0.001782i,0.0024706+0.0010655i,0.0029411-1.1073e-05i,0.0018709-0.00091813i,0.00082002-0.00093809i,0.00041722-0.00038423i,0.00057752-7.1048e-05i,0.00049785-0.00027005i,-0.00014101-0.00011219i,-0.00049845+0.00057755i,0.00010837+0.00102i,0.00071404+0.0011828i,0.00081193+0.00077186i,0.00065957+0.00063847i,0.00032551+0.0013285i,0.00058144+0.0018329i,0.0012863+0.00085678i
-0.00078999-0.0010944i,-0.0020949-0.00041285i,-0.002104+0.0010692i,-0.0014409+0.0023786i,0.00035048+0.0035304i,0.0022148+0.0036988i,0.0028152+0.0027031i,0.002733+0.00052719i,0.0013996-0.0010912i,-0.00028248-0.0020903i,-0.00072082-0.0018896i,-1.203e-05-0.00048973i,0.00092126-0.00013978i,0.0011615-7.6612e-05i,0.00049949-0.00046581i,-0.00030868-0.0014626i,-0.00039926-0.0017929i,0.00088774-0.001316i,0.0015228-0.00016245i,0.00062977-0.00029919i,0.00041151-0.0004756i,0.00086717-0.00034628i,0.0007407-0.00067174i
-0.0028224+0.001062i,-0.0037389+0.0019647i,-0.0033714+0.0046171i,0.00025035+0.005735i,0.0036274+0.0039687i,0.0042146+0.0019773i,0.003034+0.00057217i,0.0014652-0.0003151i,0.0002012-0.00039739i,0.0001415-0.00096055i,0.00077611-0.00091888i,0.00098733-0.00015229i,4.6917e-05-0.00012816i,-0.0011637-0.00028954i,-0.0012035-0.00015638i,-0.00046487+0.00069166i,7.0669e-05+0.0012917i,0.00037186+0.00087389i,0.00073077-6.5888e-06i,0.00023055-0.00050537i,-0.00048165+6.688e-05i,-0.00028844+0.0011505i,-0.0002741+0.0011051i
-0.00069369-0.00011527i,0.00017647+0.00011458i,0.00024547-0.00016301i,0.00045769+1.1316e-06i,0.0020943+0.0013123i,0.0032053+0.0022195i,0.0021204+0.0019056i,0.00022408+0.0013068i,-0.0011681+0.00060137i,-0.0013654+0.00037853i,-0.0008351+0.00032585i,-0.00041652-0.00019401i,-4.7525e-05-0.00066341i,-0.00027286-0.00010275i,-0.00069333+0.0008702i,-0.0012017+0.0014143i,-0.0022173+0.0015755i,-0.0018091+0.0010603i,-3.5747e-07+0.00037535i,0.0011634+8.2796e-06i,0.00061055-0.0002805i,-0.00046173-0.0002579i,-0.00074727-0.00051446i
-0.0013028+0.00068919i,-0.0017654+0.0019394i,-0.0029202+0.0037349i,-0.00281+0.004082i,-0.00067776+0.0028997i,0.0010004+0.0014936i,0.0018123+0.0015852i,0.0022641+0.0021096i,0.00144+0.0020708i,-1.8365e-05+0.0011025i,-0.00083642+0.00025581i,-0.00089035+0.00065257i,-0.00078203+0.0011725i,-0.00068202+0.00079364i,-0.00025642-9.2238e-05i,0.0001662+4.2726e-05i,0.00046954+0.00055533i,0.0012084+0.00043028i,0.001254-9.4964e-06i,0.00087935-0.00044736i,-0.00013-0.00038907i,-0.00031266-0.00017157i,0.00084741-0.00029247i
-0.00149+0.00067503i,0.00010426+0.00132i,0.0017896+0.0014761i,0.0032917+0.0015139i,0.003598+0.00098123i,0.0029471+1.5965e-05i,0.0031862-0.00027644i,0.0045091+0.00022927i,0.0041277+0.0008401i,0.0020747+0.00046993i,0.00096088-0.0002978i,0.00082028-0.00027011i,0.00074042-7.6602e-05i,0.00037426+0.00038303i,-8.7519e-05+0.001162i,-0.00049881+0.0026369i,-0.00021043+0.0035755i,-6.5825e-05+0.0020784i,0.00029238+4.3651e-05i,-6.1598e-05+0.00010954i,-0.00046686+0.00034037i,-0.00028977+0.00016721i,-0.000237-0.00022361i
-0.0009962+0.0013832i,-0.0019229+0.0012171i,-0.0023142+0.0020189i,-0.0010705+0.0030797i,0.0010662+0.0032125i,0.001524+0.0027075i,0.0011159+0.002208i,0.002099+0.00061397i,0.0035214-0.00078658i,0.0030732-0.0013051i,0.0014972-0.0011085i,0.00040866-0.00051807i,3.0329e-05-7.6655e-05i,0.00053354+0.00045154i,0.00094922+0.00040011i,0.00043608-0.00075955i,4.7449e-05-0.0018525i,0.0010403-0.0016373i,0.0018292-0.0010336i,0.0013277-0.00023674i,0.00071621+0.00070349i,0.00058121+8.4554e-05i,0.00098661-0.00071828i
0.0006186+0.00029881i,0.0016963+0.0014095i,0.0021887+0.0023472i,0.002499+0.0028454i,0.0033302+0.0021889i,0.0026205+0.001282i,0.0017119+0.00052892i,0.0024204-0.001777i,0.0019847-0.0029591i,0.00081014-0.0030358i,0.00041772-0.0023771i,-0.00016244-0.0015486i,-0.00083888-0.0013267i,-0.00094521-0.0012616i,-0.00025113-0.0012921i,0.0010687-0.00076708i,0.0013119+5.1967e-05i,0.00096917+0.00025891i,0.00073621-0.00052314i,0.0010867-0.00094485i,0.0017858-0.00057898i,0.00068285+0.00039347i,-0.00028328+0.00070357i
0.00083496+0.00023933i,-1.4421e-05+0.0017563i,-0.0011603+0.0025767i,-0.0011103+0.0023914i,-0.00014821+0.0021725i,0.00097908+0.0029226i,0.0012824+0.0028503i,0.0004084+0.00086676i,-0.00078157-0.00088707i,-0.00016453-0.0016066i,0.0006844-0.0014939i,9.4538e-05-0.0012336i,-9.5824e-05-0.0014821i,0.00032702-0.0011854i,-0.00036735-0.0007972i,-0.001525-0.00071139i,-0.0021076-0.00097181i,-0.0017862-0.0015831i,-0.0010002-0.0011411i,-0.00030418-0.0003646i,0.00011416-0.00042576i,0.00012871-0.00063508i,0.0001972-0.00065548i
0.00052856-0.0018491i,0.00022519-9.0748e-05i,0.000196+8.8875e-05i,0.0010805+0.0010741i,0.0016079+0.002454i,0.0010874+0.003024i,0.000977+0.0024626i,0.00071741+0.0014464i,-0.0013595+0.0005726i,-0.0021672-0.00018358i,-0.0010974-0.00079696i,-0.001094-0.0017264i,-0.0010093-0.00099629i,-0.00030293+0.00043869i,6.4021e-05+0.00098376i,0.00055375+0.0017523i,0.00083657+0.0023922i,0.0010757+0.0021608i,0.0013702+0.0010941i,0.0010083+0.00018015i,0.00039246-4.0058e-05i,1.4557e-05+0.00046166i,-0.00066121+0.0011634i
-0.0027306-0.00066469i,-0.0022017+3.2485e-06i,-0.0031514+0.0015453i,-0.0021002+0.002912i,0.00064013+0.0024141i,0.0028655+0.0013138i,0.0037023+0.00018659i,0.0027082+0.00034514i,0.0013237+0.0018363i,0.00067734+0.0026117i,0.00038503+0.00082172i,-7.491e-05-0.00041547i,-0.00016611-4.2244e-05i,3.3984e-05+0.0008655i,-0.00075658+0.0016668i,-0.0012884+0.0020578i,-0.0010163+0.0020919i,-0.00022977+0.001545i,0.00064195+0.0012732i,0.00058227+0.0013256i,-0.00036256+0.0010004i,-0.0008974+0.00082325i,-0.00070176+0.00043438i
-0.0013047+0.00085685i,-0.00096999+0.0013911i,-9.0437e-06+0.0020146i,0.0016134+0.0017777i,0.0028511+0.00070783i,0.003478+0.00041153i,0.0037229+0.0011544i,0.0033975+0.0013933i,0.0026054+0.0013809i,0.0019174+0.00081516i,0.00073543-0.000162i,-5.7628e-05+0.00030429i,-4.7515e-05+0.00066705i,7.1697e-05-0.00040857i,0.00082444-0.00062479i,0.0014349-0.00033987i,0.0014037-0.00053679i,0.0016998-0.00017083i,0.0016193+1.5052e-05i,0.00069917-0.00017916i,0.00029624-0.00038579i,-3.3149e-06-0.00041208i,-1.3931e-05-0.0004507i
0.00030814+0.0011462i,-8.6733e-05+0.00086449i,-0.0014167+0.00094918i,-0.001651+0.0017001i,-0.0012497+0.0022866i,-0.00091609+0.002159i,0.00026179+0.0012848i,0.0019306-0.00051851i,0.0032995-0.0022129i,0.0025018-0.0022741i,0.00075285-0.0013963i,0.00020059-0.00049749i,-7.7222e-05-0.00011063i,0.00028903+0.00047865i,0.00061799+0.001441i,0.00042859+0.0017704i,0.00039589+0.0014546i,0.00087506+0.0011141i,0.0017177+0.0010262i,0.00198+5.236e-05i,0.0013718-0.0007277i,0.00058452-0.00028462i,5.9113e-05-0.00018852i
-0.0007368+0.0017119i,-0.00029334+0.0027974i,0.00033688+0.0037852i,0.0014705+0.0042627i,0.0030997+0.003403i,0.0031948+0.0025319i,0.0023579+0.0021793i,0.0018236+0.00042392i,0.0014441-0.0020654i,0.00069271-0.0031799i,0.00050261-0.0025724i,0.0015587-0.0019161i,0.0017153-0.0021333i,0.00060775-0.0019798i,-0.00054006-0.0016688i,-0.0018876-0.0019755i,-0.0026625-0.0020503i,-0.0021976-0.0012116i,-0.0010503-0.00061764i,-1.3786e-05-0.00028935i,-0.00010035-0.00044475i,-0.00040933-0.00081607i,-0.00034457-0.00064787i
-4.9655e-05-0.00018075i,-1.777e-05+0.00034443i,-0.00076364+0.0018038i,-0.0003545+0.0020013i,0.001924+0.0011301i,0.002926+0.0020682i,0.0023041+0.0026551i,0.00069159+0.001042i,-0.00099601-0.00095917i,-0.0014254-0.001651i,-2.8939e-05-0.0015963i,0.00066288-0.0012857i,-0.00041312-0.00038245i,-0.00034122+0.00016261i,0.00042636+0.00023449i,0.00052852+0.00092766i,0.00084718+0.0017101i,0.0014307+0.0015575i,0.0015543+0.0016272i,0.0016956+0.00089658i,0.0017873-0.00094774i,0.0014969-0.00092233i,0.00066007-6.9642e-06i
-0.0012157+0.00036875i,-0.00082911+0.00107i,-0.00078093+0.001575i,5.8637e-05+0.001395i,0.0016082+0.0015997i,0.0022869+0.0020716i,0.0018016+0.001608i,0.00082445+0.0016646i,-0.00022785+0.0018926i,-0.0010362+0.00044078i,-0.00063863-0.0016843i,-8.7009e-05-0.0017862i,-0.0012835-0.00049709i,-0.0025899-2.4864e-05i,-0.0025696+0.00026536i,-0.0023914+0.00076692i,-0.0024457+0.0015838i,-0.0017145+0.002387i,1.0644e-05+0.0018246i,0.0010556+0.00082558i,0.00045782+0.00030235i,-0.00033007+7.8381e-05i,-0.00047059-8.2331e-06i
-0.000558+0.0015856i,-0.0014463+0.0025286i,-0.00052616+0.0027415i,0.0010418+0.0015595i,0.002463-0.00024884i,0.003049-0.00039485i,0.003055+0.001279i,0.002672+0.0027606i,0.0020924+0.0025902i,0.00071521+0.00089191i,-0.00014298-0.00022103i,0.00013119+0.00029377i,0.00079831+0.0016358i,0.00098938+0.0020999i,0.001047+0.0015426i,0.0017279+0.00098461i,0.0015373+1.8681e-05i,0.0012605-0.00083922i,0.0013713-0.00084876i,0.00023841-0.00089518i,-0.00051694-0.0012757i,-0.00024915-0.0015672i,0.00049163-0.00082566i
-0.0013576+0.00097069i,-0.0015202+0.0016295i,-0.0011082+0.0023136i,-0.00028286+0.003274i,0.0010228+0.0038291i,0.0019635+0.0033442i,0.0025189+0.0027842i,0.0033214+0.0019056i,0.0043737+0.0011033i,0.0031871+0.00065597i,0.00067368+0.00075873i,-0.00026429+0.0013384i,-0.0005016+0.0014741i,-0.00027498+0.0011435i,-5.7386e-05+0.0014318i,-0.0006648+0.0019909i,-6.1272e-05+0.0023423i,0.0010679+0.0027103i,0.00089471+0.0017339i,-0.00041026+0.0003101i,-0.00058679+0.00072388i,-0.00022837+0.0010441i,-0.00027368-0.00011346i
-0.00011759-0.00029402i,-0.00044335+0.00090852i,-0.0017099+0.0026747i,2.0013e-05+0.0036127i,0.0018575+0.0027558i,0.0012767+0.001452i,0.0010544+0.00021244i,0.002281-0.00098145i,0.0031571-0.002257i,0.0026079-0.0020463i,0.0014906-0.00034547i,0.0014975+0.00025498i,0.0021641-0.00018455i,0.0026151-0.00096761i,0.0016316-0.0018399i,7.3061e-05-0.0015426i,-0.0013512-0.0012753i,-0.0013275-0.0008053i,-0.0001408-0.00031853i,6.6238e-05-0.00045668i,-0.00060776+5.4247e-05i,-0.00061276+0.00025251i,-0.00035083+0.00026467i
0.00018179+0.00062357i,0.00027032+0.0024287i,0.0016176+0.0021735i,0.0023222+0.0020557i,0.0018065+0.0014143i,0.00065041+0.0020227i,-0.00033839+0.0019063i,0.00023125-0.0013554i,0.00052479-0.0029381i,-6.3903e-06-0.002542i,0.00060673-0.0018563i,0.00127-0.00057293i,0.00050533+7.8692e-05i,-0.00013922-3.8779e-05i,-0.00012394-0.00012967i,0.00012005+0.000244i,0.0011691+0.00048252i,0.002182+0.00058123i,0.0018904+0.0010926i,0.0021157+0.00093229i,0.002517+5.3534e-05i,0.0019606+8.4382e-07i,0.0011029+0.00064389i
2.0374e-05+0.0014828i,-0.00096713+0.0024178i,-0.0019774+0.0023926i,-0.0015445+0.0020979i,-0.00038498+0.0015174i,0.00031064+0.001432i,0.0012898+0.0020458i,0.00069692+0.0017382i,-0.00064061-9.708e-05i,-0.00056958-0.0012698i,0.0008376-0.0027305i,0.0013194-0.0035218i,0.00032416-0.0028766i,-0.0017063-0.0018016i,-0.0027088-0.0010491i,-0.0023285-0.00047946i,-0.0014664+0.00019784i,-0.00043548+0.00034629i,0.00072561-0.0006815i,0.0011899-0.00055785i,0.00095947+0.00028933i,5.4656e-05-0.00014561i,-0.0010173+0.00013986i
-0.002029-0.002133i,-0.0013054-0.0012238i,-0.0016383+0.00069388i,0.00078912+0.0029188i,0.0037125+0.0039851i,0.0053966+0.0033589i,0.0042118+0.0027047i,0.0014934+0.0027389i,-0.00058791+0.0022691i,-0.001482+0.00079757i,-0.00094937-0.00072447i,-0.00029242-0.0012961i,-0.0001255-0.00092906i,-0.00037725+5.7222e-05i,-0.0009527+0.00091627i,-0.00095623+0.0011093i,-0.00081936+0.00073688i,-0.00024172+9.3352e-05i,0.00027009+0.00026296i,-0.0005245-0.00088934i,-0.0014304-0.0021889i,-0.00097778-0.0013393i,-0.000158-0.0004532i
-0.0022306+0.00088216i,-0.0019153+0.0012076i,-0.00055592+0.0027844i,0.0018072+0.0032855i,0.0029823+0.0020969i,0.0026762+3.4271e-05i,0.0030995-0.0001828i,0.0033035+0.0011127i,0.0028316+0.0017762i,0.0018211+0.00085464i,-0.00015424-0.0002237i,-0.0020973-4.839e-05i,-0.0024327+0.00099344i,-0.0017587+0.0016692i,-0.00076702+0.0017245i,7.6989e-05+0.0015795i,0.00014666+0.0016595i,-0.00021424+0.0023i,-0.0003351+0.0021485i,-0.00079396+0.001619i,-0.00041565+0.0015713i,4.0723e-05+0.0022555i,-6.4217e-05+0.0023289i
0.00090724-0.0017478i,0.0002921+0.00022787i,-0.0012586+0.00083921i,0.00017019+0.00084853i,0.002625+0.0013723i,0.003287+0.0026391i,0.0036723+0.0022976i,0.004887+0.00049543i,0.0050209-0.00039983i,0.0024265-0.00090741i,-3.8907e-05-0.00053016i,0.00034711+0.00065068i,0.0014029+0.001169i,0.0012573+0.00047355i,0.0010762-0.00059801i,0.0011361-4.6635e-05i,0.001129+0.0010388i,0.0015384+0.0011418i,0.0024436+0.00070962i,0.0020339+0.00061912i,0.00027108+0.0008882i,-0.00080896+0.00072598i,-0.00087497+0.00032948i
-0.0020472+0.0020938i,-0.0019785+0.0030248i,-0.0016992+0.0045275i,-0.0006543+0.0045819i,3.0262e-05+0.0037867i,0.0012661+0.0025981i,0.0013383+0.0015513i,0.00071073+7.0521e-05i,0.00080935-0.0012428i,0.00065361-0.00050909i,0.0010879+0.00037323i,0.0017217+0.00022361i,0.0012359+0.00032677i,0.00038049+0.00054922i,-0.00062384+0.00046567i,-0.00054081-0.00041632i,0.00021976-0.0011645i,0.0012953-0.00091263i,0.0018755-0.00068659i,0.0018134-0.0012273i,0.0019236-0.0017371i,0.0018551-0.0016757i,0.0019247-0.0012343i
-0.00059808+0.00078057i,-0.00079107+0.0020348i,-0.00047726+0.0034234i,0.00063745+0.0039977i,0.0016323+0.0032009i,0.0013272+0.0022514i,0.0017991+0.0016608i,0.0018147+0.00067878i,0.00047763-0.001219i,0.00058004-0.0026309i,0.0020205-0.003005i,0.0015404-0.0026622i,0.00029263-0.001928i,-0.00025152-0.0011223i,-0.00056461-0.00028098i,-0.00010793-0.0003526i,0.00019432-0.00091698i,-0.00049647-0.0009131i,-0.0007608-0.0003345i,0.00014065+0.00011191i,2.9419e-06+0.00027137i,-0.0011637+0.00041099i,-0.00096424-3.1282e-05i
-0.0020037+0.0024215i,-0.00163+0.0025481i,-0.00054711+0.0039716i,0.001595+0.0039014i,0.0030709+0.0027801i,0.0020778+0.0021844i,0.0007632+0.0017963i,0.0010214+0.0016672i,0.0012017+0.0016854i,0.0011716-7.04e-05i,0.00087571-0.0020344i,0.00037868-0.0021171i,8.1752e-05-0.0016846i,-0.000332-0.00094904i,-0.0015963+0.00017647i,-0.0020436+0.0014256i,-0.0016656+0.001142i,-0.0013168+0.00045913i,-0.00039694+0.00014909i,0.000216-0.00053253i,-0.00032228-0.001118i,-0.00058771-0.0014289i,-0.00011487-0.0013417i
-0.0012094+0.0016683i,-0.0011503+0.0011343i,-0.00051954+0.002149i,0.0012764+0.0025194i,0.0037074+0.0017646i,0.004128+0.0014386i,0.0034858+0.0010767i,0.0024445+0.00082884i,0.0010626+0.0014766i,7.1306e-05+0.00086963i,-0.0015365-0.0004278i,-0.0034933-0.00056898i,-0.0034091-0.0002398i,-0.002178+0.00062727i,-0.0017032+0.0011838i,-0.00096654+0.00079197i,-0.00010134+0.0013321i,0.00082171+0.0018064i,0.0016524+0.0010314i,0.0013069+0.00049022i,0.001357+0.00056307i,0.0012728+0.0010177i,3.0091e-05+0.0013815i
0.00062333+0.0027318i,0.00022208+0.0031834i,0.0020048+0.0030737i,0.0032467+0.0020794i,0.0041469+0.0013869i,0.0036931+0.00021652i,0.0022567-0.00070379i,0.0022572-0.00057718i,0.0025864-0.0013032i,0.0015669-0.0019575i,-0.00047416-0.0012426i,-0.0011402+6.3354e-05i,-0.0012345+0.0010249i,-0.00090967+0.00054766i,9.2258e-05+0.00028792i,-0.00058353+0.0016409i,-0.00090565+0.0024742i,0.00054452+0.0016661i,0.0010452+0.00026254i,0.0011098-0.00028026i,-1.9134e-05+0.00016716i,-0.0011046+0.00019711i,-0.0012509-0.00027569i
-0.0014418+0.0012056i,-0.0022797+0.0013445i,-0.0021849+0.0020801i,-0.0015788+0.0021793i,-0.001411+0.0012296i,-0.0021486+0.00045687i,-0.001582+0.00016667i,0.00043531-0.00029748i,0.0020563-0.0014403i,0.0021869-0.0017452i,0.0014709-1.3821e-05i,0.00068296+0.0018863i,0.00042803+0.0021672i,0.0010133+0.0016854i,0.0016488+0.0008756i,0.0020041-0.00076451i,0.0017639-0.0017276i,0.00056025-0.0019649i,-0.00031509-0.0014179i,-0.00059942-0.00072152i,0.00043901-0.0002359i,0.0017956+1.2921e-05i,0.0023456+0.00015185i
0.0020094+0.0003356i,0.0029033+0.0016581i,0.0041756+0.001878i,0.0042462+0.0017099i,0.0034228+0.0018394i,0.0015149+0.0024563i,0.0010036+0.0022849i,0.0010614+0.00057571i,0.00035162-0.0011876i,-0.00037626-0.0017326i,0.00040427-0.0013195i,0.0017398-0.00046353i,0.0015944+0.0003487i,0.00060121+7.5777e-05i,-0.00055056-0.00037718i,-0.0003111+1.7886e-05i,3.2002e-05+0.00057266i,0.00017337+0.00043286i,0.00096609+0.00011537i,0.00048038+0.00019187i,-0.00048808+9.9742e-05i,-0.00071032+0.00062412i,-0.00053366+0.00080585i
0.00037634+0.0025748i,-0.0015941+0.0025781i,-0.0015193+0.0015062i,-0.0012287+0.0002575i,-0.0013389+0.00014784i,2.4014e-05+0.0016314i,0.00081444+0.0027345i,0.00070888+0.0021144i,4.1348e-05+0.0011542i,-0.0004016-0.00035027i,0.00050614-0.0020541i,0.0013453-0.0030704i,0.001042-0.0025054i,0.00030522-0.0012809i,-0.00079587-0.00090689i,-0.0018417-0.00098303i,-0.0017653-0.0003764i,-0.0010304+0.00085884i,-0.00041704+0.00098356i,0.00056395+0.00021643i,0.0013208-0.00043739i,0.00070043-0.0013543i,0.00013858-0.002648i
