-0.00010872-0.00047942i,-0.00043961-0.00013004i,-0.00016997-0.00070833i,0.0010247-0.0023195i,0.00038239-0.0019838i,-0.00021823-0.00063709i,-0.0013811-0.00047446i,-0.0017814+0.00086809i,-0.00067018+0.0019247i,6.8588e-05+0.00081985i,0.00052053-0.00040769i,0.00094243-0.0001759i,0.00084564+0.00032415i,0.00043296+0.00023437i,-0.00014295-0.00025538i,-0.00091313-0.0009892i,-0.0010705-0.00077295i,0.0001334-0.00021646i,0.00038117+3.7991e-05i,-0.00036319-0.00024048i,-0.00011934-0.00061648i,0.00014433-0.00024457i,0.00036044+0.00020542i
0.00014018+0.002174i,0.00089362+0.0012354i,0.0028514+0.00047581i,0.0033625-0.0010868i,0.0027088-0.0022375i,0.00099524-0.0025119i,-0.002612-0.0028307i,-0.0061156-0.0022038i,-0.0070674+0.0002305i,-0.0053864+0.0023248i,-0.0019402+0.0023821i,-4.8131e-06+0.000963i,-0.00092292+0.00019625i,-0.0021918+0.0010482i,-0.0027303+0.0013551i,-0.0020366+0.00016866i,-0.0012697-0.00055671i,-0.0016856-0.00075378i,-0.0016122-0.0006583i,-0.00084647-0.00021688i,-0.00047318+0.00014625i,-9.8323e-05+0.00056504i,0.00016463+0.0013268i
-0.0015514-0.0018163i,-0.0019556-0.0014483i,-0.0029998-0.00045458i,-0.0021708+0.00046466i,-0.00032693+0.00053582i,0.00040761+0.0022244i,-0.0012652+0.0045494i,-0.0038793+0.006278i,-0.0039589+0.0071823i,-0.0016201+0.0061718i,-0.0003548+0.0036565i,-0.0011431+0.0022148i,-0.0022317+0.0028268i,-0.002116+0.0034809i,-0.001287+0.0023004i,-0.00113+0.00018537i,-0.00068739-0.0015202i,0.00019813-0.0016648i,0.0003708-0.00053347i,-0.00030084+0.00019376i,-0.0007865-8.1105e-06i,-0.0009492+0.00038368i,-0.00069927+0.0015157i
-8.0317e-05+0.00018952i,0.00021391-0.00022732i,0.0010188+0.0007272i,0.0031168+0.00096258i,0.0045728+0.00057766i,0.0026991+0.00099687i,0.0011465+0.0022907i,0.0022644+0.0050067i,0.0051298+0.0067201i,0.0067981+0.004599i,0.0057226+0.0016598i,0.0037065+0.0014018i,0.0028589+0.0010921i,0.0028155+0.00087364i,0.0027645+0.0010603i,0.0013336+0.00044787i,-0.00069363+0.0004647i,-0.0015348+0.00045964i,-0.0013291+0.00085158i,-0.0011698+0.0008359i,-0.0016228+5.9244e-05i,-0.000357+6.0608e-05i,0.0016012+0.00040354i
0.00060241+0.00096247i,0.0006316+0.00095843i,0.00026717-0.00032374i,0.00030364-0.00090248i,0.00068738-0.0012684i,0.002285-0.00077021i,0.0052492+0.00051854i,0.0079058+0.00043078i,0.0085276-0.0016253i,0.0066513-0.0036631i,0.0031884-0.0027068i,0.0018025-0.00033763i,0.0030681+0.0006257i,0.003454+0.00035189i,0.0011319-0.00020237i,-0.00065165-0.00087579i,-7.2121e-05-0.00021977i,0.0013016+0.00023573i,0.0015104+0.00051272i,0.00032651+0.00060437i,-0.0002516-4.2738e-05i,-0.00041021-9.7986e-05i,-0.00021871-0.0001888i
-0.00042748+0.0007622i,0.00013204+0.0012129i,0.0013492+0.0009283i,0.0016915+0.00029131i,0.0013523+4.7195e-05i,0.0013476-0.00093533i,0.0028952-0.0029486i,0.0045605-0.0060027i,0.0034823-0.0078853i,0.00087832-0.0070892i,-0.00015504-0.0040583i,0.0010137-0.0020312i,0.0018499-0.003159i,0.0013195-0.0050102i,0.0015299-0.0045308i,0.001552-0.0020331i,0.00033938+2.9782e-05i,-0.00030849+9.1081e-05i,-0.00052329-0.0012519i,-4.0549e-05-0.0014412i,0.0005441-0.0011036i,0.00012409-0.0013273i,-0.00014846-0.0013322i
-0.00073799+0.0025671i,-0.00080878+0.0024152i,0.00021946+0.0022283i,0.00099321+0.0018441i,0.0019825+0.00010159i,0.0024686-0.0024267i,-0.00016508-0.0052823i,-0.0034299-0.0069761i,-0.0062137-0.005522i,-0.0065193-0.00184i,-0.0041666+0.00088539i,-0.0023697+0.00033055i,-0.0018869-0.0017313i,-0.002386-0.0018532i,-0.0023312-0.0010751i,-0.001503-0.00098925i,-0.00049107-0.0014714i,0.00043377-0.0014775i,0.00041083+8.2689e-05i,-0.00022649+0.00077163i,-0.00012224+0.00052337i,0.00015001+0.00026626i,-0.00044896+0.00054283i
-0.0014024-0.0014087i,-0.0017073-0.0007072i,-0.0021561+0.0008218i,-0.0015875+0.0018934i,-0.00034588+0.0031162i,-0.00015179+0.0025708i,-0.0023922+0.00069812i,-0.005678+0.0011256i,-0.0077818+0.0033723i,-0.0057914+0.0051452i,-0.0017629+0.0035452i,-0.0015291+0.00021764i,-0.0033465-0.00076079i,-0.0036483-0.00046096i,-0.0031117-0.00048114i,-0.0023725-0.00048477i,-0.0017444-0.00045601i,-0.0012911-0.00055404i,-0.00083766-0.00068652i,-0.0005611-0.00056693i,-0.00039785+4.7221e-07i,-0.0010333+0.00038133i,-0.00092842-0.00032565i
0.00076883+0.0012173i,0.0010537+0.00083982i,0.0016757+0.00040382i,0.0017172-0.0008727i,0.0013659-0.0017449i,-0.00014166-0.0010019i,-0.0024721+0.0021099i,-0.003644+0.0069333i,-0.0016328+0.010131i,0.00090873+0.0081413i,0.00076108+0.0034067i,-0.00094261+0.0017641i,-0.0013898+0.0025216i,-0.0010226+0.0031774i,-0.00094794+0.002771i,-0.0016668+0.00178i,-0.001844+0.001072i,-0.0011328+0.00038633i,-0.00087505+0.00015853i,-0.00078254+0.0011136i,-0.00086065+0.0015442i,-0.00043694+0.0012262i,-8.3644e-05+0.0015105i
0.0024424+0.0018541i,0.0033957+0.0014469i,0.0049465+0.0010933i,0.0056693+0.0001073i,0.0036643-0.00042679i,0.0018773+0.0010103i,0.0030785+0.0041688i,0.0063203+0.0067638i,0.0093846+0.0061725i,0.0082862+0.0020662i,0.0041121-0.00057776i,0.001537+0.0016093i,0.0010688+0.0036444i,0.00133+0.0029169i,0.0012036+0.0021101i,0.00040727+0.0018255i,0.00050333+0.0014584i,0.00054998+0.0010348i,-0.00063759+0.00011095i,-0.0011581-0.00079045i,-0.00078941+0.0001019i,-0.00030874+0.0010261i,0.00017045-4.0446e-05i
-0.0012836+0.00054044i,-0.00092331+0.00038946i,0.00073147-0.00029363i,0.0013365+7.3745e-05i,0.0013556+0.00087417i,0.0032893+0.001372i,0.0069243+0.00097292i,0.010248-0.0022128i,0.0099116-0.0053652i,0.0054673-0.0059293i,0.0020551-0.0037586i,0.0026352-0.00066255i,0.0038249+0.0012638i,0.0036249+0.00094904i,0.002654+0.00042785i,0.0013728+0.00057088i,0.00090455+6.0453e-05i,0.00073291-0.00058242i,0.00070424-0.00015188i,0.00099191+0.00066461i,0.00086952+0.0013264i,0.0014272+0.0016195i,0.0018452+0.00087228i
0.00015136-0.00018322i,-7.8273e-05+0.00016583i,0.00056337+0.00036062i,0.001627-0.00012072i,0.0023538-0.0010835i,0.0030862-0.0026098i,0.003946-0.0059991i,0.0030282-0.0096299i,0.00086257-0.010552i,-0.0011713-0.0076364i,-0.0015059-0.0030555i,0.00048756-0.0011832i,0.002394-0.0020371i,0.0019247-0.0031361i,0.00054723-0.0035593i,0.00013751-0.0028012i,0.00042878-0.0014806i,0.00036704-0.0007784i,-0.00064429-0.00079277i,-0.0010484-0.0012523i,-0.0012432-0.0009459i,-0.001532-0.00074283i,-0.0016526-0.000525i
0.0011784+0.0014168i,0.00061429+0.0016281i,0.0010103+0.00081841i,0.0016074+0.00028542i,0.0011622-0.00084782i,0.00021824-0.0037943i,-0.0013817-0.0058892i,-0.0055567-0.0061955i,-0.0090769-0.0042487i,-0.0078295-0.0017143i,-0.0038169-0.00070161i,-0.00097119-0.0015551i,7.3498e-05-0.0024689i,-5.3216e-05-0.0014305i,-0.00034762-0.00092726i,-0.00055504-0.00066006i,-0.0005625-0.00095052i,-0.00042944-0.00208i,0.00012957-0.0020433i,0.0011722-1.1583e-05i,0.0019124+0.0015856i,0.0020884+0.0010304i,0.0014762+0.00053349i
0.0012376-4.4948e-05i,0.0007036+0.00039363i,0.0012236-0.00013594i,0.00201-0.00035663i,0.0012089-0.00049698i,-0.001998+8.9891e-05i,-0.0063728+0.0021008i,-0.0086295+0.004682i,-0.0080214+0.0060259i,-0.004642+0.0053514i,-0.0016259+0.0026557i,-0.0017659-0.00045408i,-0.0036885-0.0015911i,-0.0043927-0.0014401i,-0.0041503-0.0016202i,-0.004108-0.0011995i,-0.0032844-9.6239e-05i,-0.0016609+0.00069815i,-0.0014119+0.00098958i,-0.0018323+0.00072311i,-0.0024614+0.00055783i,-0.0029239+0.00062928i,-0.0029651+0.00067058i
0.00071319-0.00043387i,0.00092218-0.0010316i,0.0019112-0.0013546i,0.0026074-0.0014896i,0.0020651-0.00019003i,0.0011884+0.0023364i,-0.00010406+0.0060671i,-0.00020513+0.009599i,0.0017478+0.0097079i,0.0031617+0.0057494i,0.0010634+0.0024894i,-0.00241+0.0024352i,-0.0033319+0.0033451i,-0.0016499+0.0040901i,-5.6723e-05+0.0032068i,-0.00015905+0.0017653i,-0.00050402+0.001102i,-0.00017068+0.00060769i,0.00089692+0.00026177i,0.0013587-0.00023496i,0.0012496-0.00082815i,0.0010949-0.00021495i,0.00094532+0.0006284i
0.0012506-0.00063908i,0.00068681-0.0007197i,0.00017812-1.3762e-05i,6.6484e-05-0.00030071i,0.0011833-0.00021031i,0.003847+0.0018287i,0.0069587+0.0047555i,0.010221+0.0050004i,0.011636+0.002358i,0.0079767-0.00027801i,0.0029991-8.9283e-05i,0.00116+0.0024097i,0.0010063+0.0036599i,0.0007623+0.0030528i,2.3909e-05+0.0017432i,-0.00048197+0.00064105i,1.8976e-05+0.0007732i,-0.00016391+0.0013052i,-0.0012582+0.0014578i,-0.0023319+0.001458i,-0.0027676+0.0015732i,-0.0026487+0.0016886i,-0.002459+0.00093522i
0.0015088-0.00077964i,0.0017797-0.0014701i,0.0021195-0.0033116i,0.0018061-0.0033156i,0.0021822-0.0020215i,0.004014-0.0011576i,0.007203-0.0019515i,0.0089776-0.0050622i,0.0078399-0.0077261i,0.0033277-0.0062928i,0.00037172-0.0018465i,0.0019277+0.00094762i,0.004802+0.0014786i,0.0063042+0.0016887i,0.0061722+0.00077481i,0.0052202-0.00068274i,0.0037297-0.0013063i,0.0022764-0.001472i,0.001676-0.0017337i,0.0017735-0.0019578i,0.0028764-0.0017317i,0.0030494-0.0015391i,0.0019714-0.0014696i
0.0016191+0.0022233i,0.00028762+0.0027688i,0.0003322+0.0032785i,0.00058308+0.002321i,0.0009017-0.00016728i,0.0012372-0.0038518i,0.0018917-0.0077685i,0.00069429-0.010477i,-0.0028447-0.0092154i,-0.0038084-0.0055981i,-0.00068058-0.0030793i,0.0014719-0.0025235i,0.0011858-0.0041368i,-0.0002121-0.0045365i,-0.0012285-0.0036882i,-0.0011842-0.0029123i,-0.00099408-0.0017678i,-0.00098509-0.00053044i,-0.0012896+0.00081093i,-0.0013543+0.0015051i,-0.0021098+0.0016067i,-0.0023741+0.001498i,-0.0016633+0.0010932i
9.4116e-05-0.00071768i,0.00063183-0.00017744i,0.0024309-0.00063342i,0.0049829-0.0012241i,0.0063388-0.00075329i,0.002821-0.0014686i,-0.0030326-0.0035345i,-0.0077143-0.0032678i,-0.0088581-0.0004477i,-0.0064097+0.0014256i,-0.003256+0.00065959i,-0.0019137-0.0019467i,-0.0021078-0.0031074i,-0.0006444-0.0023405i,0.0012379-0.0018233i,0.0016649-0.0010745i,0.0011455-0.0008965i,-0.0003965-0.0014413i,-0.001026-0.0016142i,0.00018047-0.0015762i,0.001109-0.001219i,0.00052449-0.0011175i,4.052e-05-0.00063814i
0.0016348+0.0006037i,0.00037337+0.00081011i,-0.00056309+0.001631i,-0.0023284+0.0026765i,-0.0036621+0.0026747i,-0.0037426+0.0016353i,-0.0053496+0.0023382i,-0.0067826+0.0054369i,-0.0045392+0.0078683i,-0.0007578+0.0055902i,0.00030158+0.0010861i,-0.0017431-0.00080652i,-0.0044398-0.00063868i,-0.0058779+0.00023377i,-0.0056992+0.0010012i,-0.0052907+0.00098049i,-0.0036673+0.0011505i,-0.0019919+0.0017561i,-0.0018145+0.002729i,-0.0018658+0.0022842i,-0.0020812+0.0012495i,-0.0020174+0.0012878i,-0.00076309+0.0016458i
0.0007893-0.00022799i,0.0009034-0.00046854i,0.0017314-0.00062848i,0.0032017-0.0021926i,0.0038089-0.0023759i,0.0023647+0.0012842i,0.0015141+0.0053605i,0.0036376+0.008091i,0.0069186+0.0078039i,0.0054093+0.0039508i,0.0013266+0.0011743i,-2.6112e-06+0.0024064i,0.00097899+0.0045654i,0.0020912+0.0046752i,0.0026195+0.0029545i,0.0024139+0.0010494i,0.0021151+0.00015894i,0.0014599-0.00026188i,0.0007816-0.00092083i,-7.4117e-05-0.00089348i,-0.00084099-0.00076593i,-0.0011123-0.0011358i,-0.00081699-0.0010493i
0.00094071+0.0012748i,7.8296e-05+0.00057649i,-0.00065799+0.0014164i,-0.0016387+0.002408i,-0.0018238+0.0021344i,0.00020804+0.0028566i,0.0043917+0.0031013i,0.0089277+0.0016101i,0.009532-0.00099135i,0.005313-0.0021111i,0.00080742-0.0012025i,1.6669e-05+5.2659e-05i,0.00091268+1.6475e-06i,0.00020423+0.00059093i,-0.0010936+0.0022207i,-0.0019955+0.003095i,-0.0019132+0.0027968i,-0.00033788+0.0028475i,0.00081139+0.0035397i,0.00098595+0.0035604i,0.0005664+0.0030272i,0.00024388+0.0024746i,0.00036711+0.0017593i
0.0017955+3.6073e-05i,0.0020537+0.00021084i,0.0042111+0.0001317i,0.006111-0.0009889i,0.0065132-0.0020124i,0.0061833-0.002555i,0.0065428-0.0046383i,0.0054603-0.007825i,0.0017272-0.0092819i,-0.00099723-0.0066698i,-0.0012666-0.0026834i,0.00041995-0.0014013i,0.0035787-0.0012234i,0.0057331-0.0013207i,0.0057911-0.0023755i,0.0049388-0.0036006i,0.0033427-0.0039032i,0.0020343-0.0035544i,0.0022054-0.0038848i,0.0016649-0.0034354i,0.00048662-0.0027145i,-0.00030531-0.0022383i,-0.00087751-0.0015193i
0.0016586-0.001678i,5.3117e-05-0.0017814i,-0.0011761-0.0014353i,-0.001699+0.00033888i,-0.0010849+0.001958i,0.00060177+0.0012428i,0.0011086-0.0028488i,-0.0028487-0.0062868i,-0.0062151-0.0048314i,-0.0049712-0.0013757i,-0.0015116+0.00012538i,-0.00076142-0.000851i,-0.0028674-0.0020227i,-0.0040716-0.0020416i,-0.0036926-0.001039i,-0.0031882+5.9228e-05i,-0.0030173-0.0001139i,-0.0014886+0.00012405i,-0.00046016+0.0010291i,-0.00036298+0.00078148i,0.00033249+0.00023478i,0.00089566-0.00034335i,0.00064818-0.0010505i
0.00013947+0.00095996i,0.00028158+0.001288i,0.0014445+0.0014927i,0.0018086-0.00093381i,0.0021798-0.0056982i,0.0010985-0.0065182i,-0.002765-0.0039462i,-0.0067607-0.00050815i,-0.0070162+0.0040929i,-0.0034707+0.0055918i,-0.00062506+0.0027449i,-0.00021018+0.00098153i,-4.269e-05+0.00098301i,0.0014771-0.00047732i,0.0024835-0.0024415i,0.0016099-0.0033225i,-0.00033095-0.0025741i,-0.0018797-0.0017364i,-0.0011503-0.0014716i,-0.00083112-0.0010563i,-0.0015691-0.0014047i,-0.0017874-0.00070146i,-0.0013848+9.1035e-05i
0.00017633+0.00053257i,0.00040448+0.00042846i,-0.00010372-0.00026403i,0.00096815+0.0003873i,0.0020779+0.0024243i,0.0011853+0.0019895i,-0.00082286+0.0021897i,-0.0010563+0.0059233i,0.0018422+0.0077279i,0.0037498+0.0049187i,0.002371+0.0020961i,-0.00025858+0.0021473i,-0.0023303+0.0028593i,-0.0039888+0.0029889i,-0.0049208+0.0031375i,-0.0041369+0.0039007i,-0.0023575+0.00464i,-0.00072473+0.0048309i,-5.2749e-05+0.0040832i,0.00045568+0.002845i,0.00031501+0.0021387i,9.313e-05+0.0011829i,8.6325e-05+0.00056091i
0.00076756+0.0016248i,0.00090186+0.0026308i,0.0024558+0.0035989i,0.0017392+0.0017759i,-0.00082303-0.0012354i,-0.0011212-0.00094289i,0.00095066+0.0034018i,0.0041615+0.0055968i,0.0072299+0.0026845i,0.0059291-0.0014555i,0.0028861-0.0025165i,0.0027817-0.00089211i,0.0049-0.00052771i,0.0062769-0.0018904i,0.0047072-0.0029636i,0.0025347-0.0040102i,0.0016743-0.0039526i,0.0019758-0.0032198i,0.0018849-0.0028222i,0.00070337-0.0019274i,-0.00027243-0.00064412i,-0.00070886-0.00018385i,-0.00076549-0.00055061i
0.0028962-0.00081108i,0.0036437-0.0027564i,0.0041163-0.0044345i,0.0057018-0.003271i,0.0051638+0.00065479i,0.0031262+0.002825i,0.0051404+0.0011966i,0.0075878-0.0024819i,0.0051848-0.0069978i,0.0011507-0.0076841i,-0.00077433-0.004259i,-0.00063326-0.002035i,-0.00087831-0.001442i,-0.0019394+0.00019489i,-0.0017832+0.0028715i,-0.00066963+0.0037977i,0.00048789+0.002402i,0.0013842+0.0010006i,0.0015094+0.00096824i,0.00080404+0.0012702i,0.00096739+0.001261i,0.00067254+0.0011953i,-0.00068706+0.00060443i
0.00042137-7.3413e-05i,-0.00019916+0.0014593i,-0.0017696+0.00093356i,-0.003558-0.00069519i,-0.0036132-0.00075164i,-0.0010763+0.00029452i,0.0010263-0.0012395i,0.00061468-0.0051659i,-0.0036675-0.0056337i,-0.0062707-0.0024855i,-0.0038185-0.0006469i,-0.0016164-0.0014076i,-0.00058831-0.003087i,0.0012402-0.0048136i,0.0028146-0.0059649i,0.0017611-0.0066484i,-0.00089256-0.006557i,-0.0025832-0.0053564i,-0.0027098-0.0034518i,-0.0021546-0.0016743i,-0.0011386-0.00052169i,0.00076315-0.00031376i,0.0012648-0.00027507i
0.0019874-0.00033289i,0.0016457-0.0015269i,0.0030695-0.0031216i,0.0067153-0.0035939i,0.0097076-0.0023664i,0.0077352-0.001218i,0.0027459-0.0030631i,-0.00096274-0.0033147i,-0.0040414+0.00044592i,-0.0050661+0.003222i,-0.0031+0.0026347i,-0.0029116+0.0016103i,-0.0048859+0.0021709i,-0.0046437+0.0039765i,-0.0024737+0.0054507i,-0.00073511+0.0052806i,0.00025287+0.0039382i,0.00052088+0.0029409i,0.00026799+0.0025888i,0.00026195+0.002397i,8.0449e-06+0.0014467i,-0.0002108+0.00039275i,7.6439e-05+0.00021787i
0.0015781-0.00014529i,0.0010641+0.0001456i,0.00049629+0.0018156i,-0.001918+0.0029147i,-0.004466+0.0013336i,-0.0037173-0.0018867i,-0.002716-0.0015563i,-0.0031834+0.0018476i,-0.0010608+0.0059744i,0.0014731+0.0067174i,0.0013101+0.0035838i,0.00041008+0.0020724i,0.0017265+0.0020045i,0.0027036-0.00094397i,0.0013054-0.0044502i,-0.0010713-0.0051317i,-0.0020443-0.0031683i,-0.0014803-0.0006336i,-0.00042803-0.00029399i,-0.00012589-0.0007805i,-0.00075128-0.00073971i,-0.00062761-0.00045381i,0.0003717-0.00040777i
-0.00076774-0.00038747i,-0.00086479-0.0010873i,-7.9738e-05-0.0019105i,0.00264-0.0028559i,0.0052171-0.0027283i,0.0029305-0.0019915i,-0.0009646-0.00056651i,-0.00078045+0.0015907i,0.0026739+0.0014565i,0.0053637-0.00024553i,0.0039515+0.00029368i,0.0027875+0.0024004i,0.0019895+0.0033102i,0.00012686+0.0039763i,0.0001468+0.0052456i,0.0016603+0.0057047i,0.0024417+0.0040689i,0.002302+0.0010268i,0.0017316-0.00020845i,0.0015124+0.00057733i,0.00060068+0.0015038i,-0.00078372+0.001204i,-0.0012698+0.00024978i
-0.00057663-0.00056453i,-0.00067667+0.00086351i,-0.00056175+0.0034945i,-7.3744e-05+0.0063343i,-0.0014795+0.0063775i,-0.0033262+0.0043947i,-0.0019555+0.0040772i,0.00034183+0.0041998i,0.0018611+0.00083741i,0.0013331-0.0023068i,0.00020128-0.002804i,0.0013029-0.0023364i,0.0033742-0.0036585i,0.0031487-0.0058692i,0.00050544-0.0064209i,-0.0016236-0.0057446i,-0.0025652-0.0047429i,-0.0030866-0.0036276i,-0.0035094-0.003286i,-0.0029783-0.002033i,-0.0016402-0.00078174i,-0.0009498-0.00064411i,-0.0007542-0.00050307i
0.00022001-0.00068191i,-9.2838e-05-0.00080269i,0.00085913-0.0022381i,0.0029804-0.0041719i,0.0043895-0.0038048i,0.0040249-0.00081559i,0.0018393+0.0013074i,0.0029477+0.00058923i,0.0011962-0.0017862i,-0.0028068-0.0033077i,-0.0027159-0.0024939i,-0.0024472-0.0013272i,-0.0035517-0.00083876i,-0.0028785+0.00022599i,0.00011292+0.0022096i,0.0027703+0.0022035i,0.0030187+0.00094217i,0.0017+0.0012169i,0.00024881+0.0018338i,-0.00024688+0.001653i,-0.00020058+0.0011519i,-0.00013923+0.00087874i,-0.00023736+0.0015188i
0.0015303-7.2548e-05i,0.0010026+0.0004296i,0.0013682+0.0018683i,0.0036358+0.0048611i,0.0054511+0.0077412i,0.005693+0.0069573i,0.00699+0.0035968i,0.006524+0.001393i,0.0014352+0.0019575i,-0.0035133+0.0026373i,-0.0039894+0.0013678i,-0.0023616+3.5866e-05i,-0.0010419-0.0014482i,-0.00099477-0.0036794i,-0.0023291-0.0050766i,-0.0041957-0.00426i,-0.004628-0.0013513i,-0.0032275+0.0014505i,-0.0020684+0.002104i,-0.0018276+0.0011577i,-0.0015953+0.00026357i,-0.00039211-2.4902e-05i,9.9663e-05+1.4665e-05i
0.0006197+0.0014379i,0.00011584-0.00013375i,-0.00098847-0.0014453i,-0.0026849-0.0064046i,-0.0019319-0.011912i,0.0021192-0.011113i,0.0026304-0.0086196i,-0.00012355-0.0083079i,7.2114e-05-0.0042363i,0.0014383+0.0017228i,0.0011295+0.0032989i,-0.00055075+0.0027299i,-0.0015732+0.0038178i,-0.0011703+0.0054503i,0.00053859+0.0054086i,0.0025212+0.003704i,0.0034255+0.0019369i,0.0034727+0.0014344i,0.0027598+0.0011007i,0.0011902+0.00055204i,-3.5866e-05-6.9683e-05i,-0.00016502+0.00049492i,0.00057378+0.0010754i
0.00059192-0.00014097i,-0.00037268+0.00087912i,6.7541e-06+0.0010427i,0.0022492+0.0038219i,0.0043731+0.0067482i,0.0028078+0.0026702i,-0.00059853-0.002864i,-0.003088-0.0042478i,-0.0015053-0.0032804i,0.0016635-0.0022466i,0.0014214-0.0010235i,0.00085398-0.0004427i,0.0013492-0.00064836i,0.0009738-0.0012451i,-0.001854-0.0019213i,-0.0038074-0.0012088i,-0.0032317-0.00013889i,-0.0016581-0.00091735i,-0.00038685-0.0021188i,4.0988e-05-0.0010911i,-0.0002057+0.00044053i,-0.0012522+0.00060183i,-0.0016031-0.0008753i
0.00032846+0.00073549i,0.00057471+0.0015135i,0.00049696+0.0034937i,-0.0035821+0.0034334i,-0.0084003-0.0010427i,-0.0089266-0.0028458i,-0.0094141+1.4212e-05i,-0.0097162+0.0031757i,-0.0068801+0.0020365i,-0.0017519-0.0014557i,0.0012235-0.0019565i,0.00075187-0.0001826i,0.00010966+0.00062771i,0.00016955+0.0015236i,0.0021847+0.0022173i,0.0032658+0.0011122i,0.0021355-0.0012044i,0.0012664-0.0016897i,0.00058397-0.00076153i,-0.00028807-0.00034197i,-0.00076486-0.00020108i,-0.00097323-0.00020494i,-0.0019678+0.00043921i
0.00079275+0.0016413i,0.0026754+0.00087575i,0.0079767-0.0019865i,0.014353-0.0025089i,0.015877+0.0024895i,0.008886+0.0052772i,0.0028168+0.0058436i,0.0020374+0.0082875i,0.00055894+0.0068908i,-0.0019049+0.0014432i,-0.002368-0.0015833i,-0.0010792-0.0018686i,0.00051834-0.0023218i,0.00015579-0.0037083i,-0.0024604-0.0037491i,-0.0041326-0.0018232i,-0.0031882+0.00029256i,-0.0026416-3.4952e-05i,-0.0031756-0.001003i,-0.0018706+0.00061013i,-2.4772e-05+0.0017187i,0.001109+0.0015962i,0.0015347+0.00122i
-0.0013846+0.0027154i,-0.0007464+0.0032637i,-0.0013916+0.005858i,-0.0025932+0.0059624i,-0.0009894+0.0017884i,0.0039128+0.0018348i,0.0069343+0.004627i,0.0082297+0.0047121i,0.0069893+0.0052207i,0.0029245+0.0042403i,0.00018148+0.0023279i,-0.00047498+0.0012353i,-0.0013347+0.0009401i,-0.0013099+0.00061753i,0.00088566-7.7297e-05i,0.0030286-0.0013407i,0.003859-0.0013712i,0.0027476+0.00077562i,0.0012796+0.0023213i,0.00056749+0.0016703i,-0.00021201+0.0008045i,-0.0002273+0.00081969i,0.00034933+0.001048i
0.011263-0.011075i,0.0079008-0.017074i,0.0025232-0.029537i,-0.00072037-0.029471i,-0.0037336-0.019214i,-0.005127-0.0050939i,0.0022787-0.0013816i,0.0096646-0.0075429i,0.01023-0.010453i,0.0049404-0.0063717i,0.0011809-0.0012718i,0.0023551+0.00065459i,0.002901+0.00066414i,0.0019052+0.0011108i,0.00058356+0.00034404i,-0.001322-0.00089053i,-0.0019045-0.0006893i,-0.0013773-4.742e-05i,-0.00089348+0.0014227i,-3.4269e-05+0.0022782i,0.00036192+0.001123i,0.00031458+3.6692e-05i,0.00040979-0.00016841i
0.000208-0.0012432i,0.00018196+0.00092055i,-0.0013915+0.0051533i,-0.0046205+0.010903i,-0.0082014+0.0087238i,-0.0051477-0.00034741i,-0.0022692-0.0059186i,-0.0044019-0.008603i,-0.0047448-0.0097985i,-0.0023788-0.0061596i,-0.00076982-0.00089894i,-0.0018156+0.0011639i,-0.0020764+0.0011241i,-6.9564e-05+0.0023375i,0.0022753+0.001642i,0.0030113-0.0019257i,0.0023573-0.0040117i,0.0017964-0.002395i,0.0019546-0.00037164i,0.0019583-0.00025176i,0.00023158-0.00045665i,-0.0013828-0.00034228i,-0.0015374+0.00021814i
0.00018527+0.00076416i,-0.00024809-0.00041217i,0.0013828-0.0044517i,0.0069313-0.010493i,0.010098-0.010674i,0.0050851-0.004398i,-0.0011323-0.0030108i,-0.0074643-0.0018526i,-0.01065+0.0003801i,-0.007636-0.00068249i,-0.0036801-0.0012116i,-0.00084955-0.001591i,0.00073704-0.001511i,0.00072703-0.0010584i,-0.0015438+0.00032425i,-0.0038767+0.0026325i,-0.0040121+0.0031252i,-0.0024616+0.0016721i,-0.001391+0.00011444i,-0.0011762-0.00060113i,-0.00036014-0.00087776i,0.0005031-0.00061941i,-6.7902e-05-0.00043875i
-6.7268e-05-0.001828i,0.0011188-0.00051863i,0.0013481+0.0037455i,-0.0011236+0.014131i,-0.008208+0.021478i,-0.010202+0.016272i,-0.0053154+0.011323i,-0.0030453+0.012433i,-0.0039002+0.011368i,-0.0037089+0.0056352i,-0.0026262+0.0018468i,-0.0024528+0.0019767i,-0.0024865+0.0019694i,-3.7925e-05+6.4116e-05i,0.0034657-0.0024635i,0.0039717-0.0035515i,0.0020259-0.0022188i,0.0013347-0.00070572i,0.0011737+0.00038437i,0.00015349+0.00060167i,-0.0006089+0.00062809i,-0.00064982+0.002141i,-0.00029767+0.0037673i
-0.0010607-0.0012302i,-0.0026812-0.0022004i,-0.0040681-0.0052298i,0.0013848-0.013727i,0.013534-0.016997i,0.015717-0.0064733i,0.010643-0.00054426i,0.012065-0.001194i,0.012591+0.0019118i,0.0069403+0.0035244i,0.0025565+0.0021351i,0.0028657+0.001106i,0.0048871+6.7267e-05i,0.0035344-0.0014356i,-0.00030886-0.001693i,-0.0011358-0.00024238i,0.000338+0.00083456i,0.00049822+0.00047068i,-0.00093918+0.00037154i,-0.0013297+0.00024124i,-0.00078285-0.00080685i,-5.4996e-05-0.0019517i,0.0011826-0.0018564i
