0.0018385-0.00030666i,0.0010809-0.0017392i,0.00070999-0.0027689i,-0.00058606-0.0024059i,-0.0016518-0.00085546i,-0.0016093+0.00020609i,-0.00085315+0.00016752i,0.00049648+0.00048767i,0.00053067+9.1818e-05i,-0.00014251-0.00025145i,-7.3719e-05+9.215e-05i,5.097e-05-0.00043178i,-9.9332e-05-0.0012641i,0.00020752-0.00063014i,0.00043968-0.00012813i,-0.00023665-0.00026635i,-0.00061043-0.00076882i,-0.0004226-0.00063913i,-0.00052829+0.0003027i,-0.00057696+0.00059437i,-0.00011266-6.5317e-05i,0.00033823+0.00028974i,0.00034738+0.00075033i
-0.0011376-0.0022017i,-0.0010224-0.0016596i,-0.0013775-6.1881e-05i,-0.001121+0.00051632i,-0.00034378-0.000303i,-9.0837e-05-0.0010985i,2.794e-05-0.001392i,0.00025617-0.0010588i,-0.00048781-0.0010834i,-0.00059736-0.001004i,-0.00059263+0.00047174i,-0.000331+0.00097645i,0.00031118+0.00017061i,-8.1551e-05-0.00045379i,-9.9019e-05-0.00084752i,0.00055616-0.00099097i,0.00052143-0.00064664i,-0.00043293-0.00042191i,-0.0015032+9.1843e-05i,-0.0010665+0.00080568i,-0.00050785+0.00081926i,-0.00066895+0.00076893i,-0.0002716+0.001479i
9.6887e-05+0.0012303i,0.00024579+0.00090927i,0.0012451+0.00054516i,0.0022153+0.0002552i,0.0012725-0.00055013i,0.00032315-0.0014909i,5.8446e-05-0.0019813i,0.00034361-0.0017633i,0.0012136-0.0021327i,0.00093406-0.0025286i,0.00043293-0.001917i,9.6425e-05-0.00098561i,-7.552e-05-0.00045106i,0.00040585-0.00015185i,0.0010299+1.709e-05i,0.00045042-0.00019038i,0.00048046-8.6853e-05i,0.00031867-0.00013973i,0.00040082-0.00014863i,0.0005934+0.0003482i,0.00014382+0.00055951i,0.00029762+0.00092855i,-0.00014387+0.0006111i
-9.1147e-05-0.0022918i,0.00019806-0.0020597i,-0.00024554-0.0017369i,-0.00094544-0.0012067i,-0.00059293-0.0010531i,0.00018657-0.0013076i,0.00030094-0.0016111i,4.3149e-05-0.0012177i,0.00023235-0.0011666i,0.0006402-0.0010364i,0.00036945-8.8012e-05i,0.00021686+0.00046896i,0.0002638+0.00014701i,0.00014194-0.00014253i,0.00050656-0.00057839i,0.0010621-0.00041i,0.00053579-3.5168e-05i,-0.00043565+0.00014947i,-0.0013871+0.00028568i,-0.0015795+0.00053317i,-0.00036946+0.00031516i,0.00010696-0.00018289i,-0.00040347+0.00013563i
0.0014189+0.0002789i,0.0013204-0.00032299i,0.0016728-0.0019124i,0.00037003-0.003595i,1.6338e-05-0.0026079i,0.00033662-0.00056451i,-9.441e-05-0.00051961i,8.0918e-05-0.0018446i,0.00039011-0.0025286i,-0.00032316-0.0024565i,-0.00041352-0.0020723i,0.00063378-0.00027689i,0.0011723+0.00072403i,0.0010355+0.00029359i,0.00086319-0.00053102i,0.00057335-0.00047224i,-0.0008743-0.00019286i,-0.0015142-0.00012719i,-0.0014003+0.00039595i,-0.0015073+0.0010746i,-0.0012202+0.00088522i,-0.00033203+0.00059869i,0.00013463+0.00077365i
-0.00058887-0.00032249i,-0.0018503+0.00010255i,-0.0010859+0.00086436i,-0.001124+1.6176e-05i,-0.00065381-0.0013798i,6.5612e-05-0.0014252i,-0.0004237-0.001222i,-0.00068004-0.00091892i,-0.00037419-0.00087477i,8.5709e-05-0.00083922i,0.00026473-0.000197i,-2.0457e-05+0.00053482i,0.00064417+0.00037044i,0.00064453-4.5664e-05i,0.00011566+0.00027686i,0.00036695+0.0010056i,4.0284e-05+0.001183i,-0.00075914+0.00055262i,-0.00058194+0.00032553i,0.00015321+0.00041511i,-5.3065e-05+0.00020028i,-0.00029188+0.0005422i,0.00018854+0.00094158i
-0.00018141-0.00093085i,-1.6651e-05+0.00014428i,0.0013764-0.00065511i,0.00049886-0.0020186i,-0.00079376-0.0036785i,-0.00053606-0.0042433i,-7.1247e-05-0.0038168i,3.277e-05-0.0030839i,0.00021227-0.0015441i,0.00059779-0.0010642i,0.00057645-0.00098114i,0.0001509+5.8355e-05i,0.00011867+0.0010556i,0.00026397+0.0012574i,0.00050654+0.00024243i,0.00036314-0.00065885i,-0.00019669-0.00068199i,-0.00078783-0.00091848i,-0.00088197-0.00095765i,-6.2024e-06-4.4617e-05i,0.00042163+0.00046025i,-0.00014619-2.1619e-05i,-0.00039885-0.00069843i
-0.00086724-0.0013368i,-0.00074719-0.00093482i,-0.0014827-0.00028904i,-0.00084616-0.00011642i,-4.6572e-05-2.7537e-05i,0.00045263-0.00040482i,0.00087194-0.0018244i,0.00024235-0.0029672i,-0.00077286-0.0028708i,-0.00082298-0.0013813i,4.8949e-05+0.00018673i,0.00053066+0.00096027i,0.00016209+0.0012733i,0.0004092+0.00097193i,0.00061085+0.00040191i,0.0010265-2.3041e-05i,0.001382-0.00041426i,0.00024124+2.6022e-05i,-0.00091558+0.00037557i,-0.00099793+0.00052713i,-0.00024377+0.00055537i,0.0002507+0.00033376i,0.00056883+0.00019519i
0.00060169-0.0020086i,0.00052038-0.00196i,0.0007096-0.0024333i,0.00017636-0.0029674i,-0.00085166-0.0022793i,-0.001268-0.0002179i,-0.00063773+0.00029561i,0.00087747-0.00077791i,0.0011092-0.0019019i,0.00076501-0.0019213i,0.00099985-9.7797e-05i,0.00098707+0.00050251i,0.00040436+5.2201e-05i,-0.00010779+0.00080662i,-0.00023043+0.00075737i,0.00048375-0.00030425i,0.00067308-0.00014111i,-0.00029793+0.00060686i,-0.00054164+0.00068941i,-0.00028307+0.00039537i,-0.0010346+0.00032695i,-0.0011404+0.00058592i,-0.00010973+0.00055875i
0.0011071+0.0013087i,0.0011543+0.0014656i,0.0020498+0.00012294i,0.0023609-0.0013644i,0.00086543-0.0020057i,-0.0004025-0.0019309i,-0.00075755-0.0013828i,0.00012127-0.0016934i,0.00068333-0.0014944i,-0.00011009-0.0014864i,-0.00039896-0.0018093i,0.00036427-0.00085399i,0.00036548-0.0002734i,-0.00034004-0.00040001i,-0.00055065-0.00026343i,-0.00069062-8.036e-05i,-0.0010482+1.9324e-05i,-0.0012711-0.00020215i,-0.001015-2.7887e-05i,-0.00077749+0.00022304i,-0.00077131+8.0069e-05i,-8.9057e-05-0.000279i,0.00033471-0.00058777i
-0.0028964+0.00066922i,-0.0021008+0.00092514i,-0.0027047+0.0024902i,-0.0019767+0.0019783i,0.00058201+0.00054217i,0.0022302-0.00095314i,0.0015951-0.0023976i,0.00012856-0.0023615i,-0.00027695-0.0017875i,-8.0444e-05-0.0012746i,0.00089321-0.00046076i,0.0019154+0.0001698i,0.0020314-0.00032486i,0.0017046-0.00092091i,0.001142-0.00092598i,0.00066991-0.00074641i,0.00011889-0.0007019i,-0.00015485-0.00095515i,-0.0006094-0.00083116i,-0.00020246-5.4819e-05i,0.00077764+0.00035218i,0.00065675+0.00092377i,0.00065692+0.0012162i
-0.00013811-0.0021407i,7.6438e-05-0.0019505i,-0.00040567-0.0024235i,-0.00023261-0.0019991i,0.00014272-0.00028347i,-0.00018909+0.00016468i,-0.00031045-0.00040645i,9.7662e-05-0.0017102i,-9.9995e-06-0.0026269i,-0.0001832-0.0019605i,0.00038149-0.0010653i,0.00090927-0.00030127i,0.0013879+0.00044007i,0.00090183+0.00074687i,0.00048258-0.00034771i,0.0006158-0.00058067i,-0.00011589-0.00010321i,-0.00043179+4.1147e-05i,-0.00053125+0.00023983i,-0.00079021+0.0010053i,2.9795e-05+0.0013533i,0.00089044+0.00088449i,0.00023082+0.00022725i
0.0011668-0.00038474i,0.0022111-0.00091601i,0.0017849-0.001365i,0.00055101-0.0017766i,-0.00029047-0.0021766i,-0.00023804-0.0019837i,0.00029055-0.0012734i,0.00058397-0.001244i,0.0010627-0.0014518i,0.00087998-0.0010808i,0.00060618-0.00025675i,0.00035333+0.0006061i,0.00041214+0.00083048i,0.00034808+0.00058552i,-0.00014965+0.00066318i,4.1243e-05+0.00042478i,0.00031946-0.00040178i,-0.00058376-0.0012754i,-0.0011195-0.0011074i,-9.6526e-05-0.00034696i,-7.0789e-05+0.00010234i,-0.00078628+0.0002018i,-0.00066643+0.00012045i
-0.0004214+0.0005381i,-0.00011986+0.00078609i,0.00056291-0.00051572i,0.001263-0.001317i,0.00073079-0.0019241i,-0.00021002-0.0029589i,-5.3169e-05-0.0027785i,-2.3378e-05-0.0020926i,0.00027229-0.0014642i,0.00094207-0.00143i,0.00086938-0.0012919i,0.00071454-0.00044648i,0.00031096+0.0001313i,0.00041716-0.00054063i,0.00090386-0.00076449i,0.0013744-0.00054715i,0.00053118+5.6015e-05i,-0.0007455+0.00046945i,-0.00075767+0.0002444i,-0.00039874+0.00018624i,-0.00038617+0.0004653i,-0.00033706+0.00091301i,-0.00024577+0.0011777i
-0.00028544+0.00050958i,-0.00013996+0.0004379i,-0.00012519+6.7613e-05i,0.00049556-0.00021225i,0.00030945-0.00079929i,-2.7472e-05-0.0014042i,0.00045916-0.0016354i,0.00026131-0.001882i,0.00029741-0.0020288i,0.00059943-0.0021956i,0.00042283-0.0013718i,0.00027539+0.00047422i,0.00033444+0.0012179i,0.00030078+0.00038841i,0.00023309-5.8767e-06i,0.00039147+0.00016355i,7.9974e-05-0.00061289i,-0.0010438-0.0014724i,-0.0010146-0.00080454i,-0.00026565+0.00038879i,-8.6533e-05+0.0011278i,3.4127e-05+0.0016907i,0.00039926+0.001496i
0.0017481+0.0019197i,0.001958+0.0013721i,0.002241-0.00044256i,0.0025128-0.0013066i,0.001846-0.0016671i,0.0010701-0.0018837i,0.0008704-0.0021902i,0.00080727-0.0025094i,0.00087893-0.0026619i,0.00077692-0.0021444i,5.7968e-05-0.0010308i,-0.00023267-0.00014794i,-0.00018908+0.0007446i,6.6116e-05+0.00051155i,0.00044006+4.2555e-05i,0.00074112+0.00047351i,0.00070537+0.00065779i,0.00015998+0.00036717i,0.0001466+0.00088558i,0.00022179+0.001244i,0.00059188+0.0001426i,0.00042519-0.00011028i,1.6641e-05+0.00095711i
0.00013439-0.001566i,-0.00011848-0.0016186i,-6.5886e-05-0.0018097i,7.8284e-05-0.0015234i,-6.5736e-05-0.0013911i,4.8625e-05-0.002041i,0.00015736-0.0025592i,2.9308e-05-0.0027768i,0.0004554-0.0029046i,0.00083577-0.002494i,0.00048048-0.0011146i,0.00019547-0.00010095i,-0.00033686+0.0008673i,-0.00051818+0.00030889i,0.00021348-0.00033129i,-0.00013864-4.8934e-05i,-0.00028259-0.00013071i,-0.00068835-2.6227e-05i,-0.00080513+6.0773e-05i,-7.9355e-05+1.4694e-05i,0.00011827-0.0002902i,2.756e-05-0.00046076i,-0.00094415+0.00029129i
0.0024869-0.000816i,0.0027556-0.00040431i,0.002672-0.0016746i,0.0017379-0.0026727i,0.00024351-0.0030509i,-0.00056755-0.0024286i,-0.00041463-0.0015508i,0.00036382-0.0018533i,0.00070096-0.0030837i,0.00034363-0.0028133i,-0.00013767-0.001062i,-0.00025995-0.00013973i,-0.0001183+0.00035997i,-0.00012936+0.00037787i,0.00025124+0.00082503i,0.0012453+0.0012658i,0.00092883+0.00086629i,-0.00053871+0.00010567i,-0.0015818-0.00031828i,-0.0015289+2.8979e-06i,-0.00073604+0.00040772i,-0.00022993+0.00069935i,0.00037851+0.0008884i
-0.0018864+0.00095965i,-0.0010839+0.0013167i,-0.0009808+0.0018275i,-0.00079571+0.00026369i,0.0010956-0.0016958i,0.0020315-0.0027892i,0.00041023-0.0031757i,-0.00052669-0.002696i,0.00024079-0.0013651i,0.0008845-0.00099506i,0.00056677-0.0011201i,0.00059978-0.00098598i,0.0010879-0.00092339i,0.00030033-0.00033496i,0.00011146-0.00014837i,-0.00021625-0.00068166i,-0.0013394-0.00045305i,-0.0012451-1.4135e-05i,-0.00096435+0.00051437i,-0.00054283+0.00046003i,0.0006383-0.0002798i,0.0006463-0.00047484i,-7.7178e-05-0.00033231i
0.00086917+0.00020303i,0.00073703+0.0012311i,0.00013983+0.0010557i,4.0914e-05-0.00047401i,5.6846e-05-0.0011469i,-0.00022344-0.0012604i,-0.00046491-0.0021208i,3.8678e-05-0.0026167i,0.0011726-0.0028739i,0.0020107-0.0025702i,0.0016713-0.001414i,0.0008759-0.00095552i,0.00041629-0.00089255i,0.00010943-0.000813i,-0.00038461-0.00051789i,-0.00033041-0.00030259i,-0.00034859-0.0006796i,-0.00015808-0.0011637i,-2.2733e-05-0.00058491i,0.00046815+0.00032342i,0.0012222+0.00029903i,0.00090734+5.8816e-05i,0.00051316+0.00035531i
0.0027247-0.0012755i,0.0025063-0.0017695i,0.002229-0.002135i,0.00091621-0.0031455i,0.00065041-0.0034494i,0.00035726-0.0029049i,0.00087495-0.0023359i,0.0014474-0.0019413i,0.0012952-0.0022123i,0.00057102-0.0022518i,-0.00032141-0.0012854i,-0.00059254-0.00012123i,-0.00019715+0.00030731i,0.00075237+0.00052936i,0.00093573+0.00068565i,0.00075192+0.00073276i,0.0010109+0.00021319i,0.0010457+0.00038421i,0.00046246+0.00091167i,-0.00041344+0.00073434i,-0.00046678+0.0011037i,0.00029102+0.0010065i,0.00060641+0.00036384i
0.0021506-0.00038759i,0.0013547-0.0012387i,0.00097536-0.0026864i,-0.00040101-0.0037738i,-0.0010918-0.0043193i,-0.000401-0.0032397i,0.00047291-0.0006803i,0.00078052+0.00030659i,0.00090296-0.00028809i,-3.6982e-05-0.0012976i,-0.00041793-0.00070757i,-4.6482e-05+0.0006237i,0.00012199+0.00044482i,0.00069987+0.00017314i,0.00033555+0.00039705i,-0.00025354+0.00063482i,-0.00025261+0.00083293i,-0.0002768+0.00052867i,-0.0008436-3.5299e-05i,-0.0013236-0.00037238i,-0.0011238-0.00028535i,-0.0010608+0.0001883i,-0.00057661+0.00067732i
0.00042928+0.00018794i,0.00013964+0.00025545i,0.00099255-8.4493e-05i,0.00076712-0.00099312i,1.7598e-05-0.00086253i,-0.00040071-0.00061185i,-0.00037371-0.00086037i,-0.00089064-0.0009111i,-0.00056987-0.0014117i,-0.0001326-0.0014735i,-0.00042023-0.00073482i,-0.00010818-0.00061786i,0.00087025-0.00075127i,0.0011427-0.00033749i,0.00054413-0.00048941i,0.00042232-0.00082346i,0.00038594-0.00072486i,2.5571e-05+3.4103e-06i,-0.00074283+0.00073212i,-0.00094267+0.00040153i,-0.00010445+0.00012434i,-0.0001367-0.00021062i,-0.00025249+9.9752e-05i
-0.0016324+0.0016884i,-0.0014818+0.0012054i,-0.00021303+0.0016737i,0.0010408+0.001434i,0.0020994+0.00017887i,0.0014727-0.0016331i,-0.00039823-0.0027469i,-0.00059158-0.0026257i,-0.00010207-0.002147i,-0.00011813-0.0014088i,6.2995e-05-0.0006848i,-0.00019088+9.8377e-05i,-0.00031125+0.00038139i,-0.00047583+0.00033833i,-0.00043116+0.00047535i,1.4402e-05+0.0006776i,-9.9056e-05-5.9685e-05i,-0.00031003-0.0009529i,-3.2738e-05-0.00029108i,0.00011014+0.0003194i,0.00017715+0.00075367i,0.00075242+0.0010441i,0.00044915+0.0010741i
0.00031191+0.00039622i,8.0949e-05+0.00031606i,0.0012331-0.00072123i,0.00079649-0.0016015i,0.00025463-0.002466i,0.00077338-0.0020621i,0.0014231-0.0011725i,0.0018572-0.0019261i,0.0014603-0.0023228i,0.00034905-0.0015664i,-0.00024586-0.0012106i,-4.103e-05-0.00016078i,-0.00018617+0.00041095i,-0.00079464-8.3869e-05i,-0.00065816-0.0009678i,2.6556e-05-0.00149i,0.00022167-0.00078473i,-0.00020065-0.00080174i,-0.00073311-0.0010563i,-0.00078888-0.00068977i,-8.1357e-05-0.00015503i,0.00075779+0.00034671i,9.3334e-05+0.0009116i
-0.00089714+0.00064156i,3.5361e-05+0.00072687i,0.00092588+0.00011493i,0.00084109-2.1737e-05i,0.00047496-0.0005138i,-0.00026846-0.0015226i,-0.00035499-0.0011919i,6.007e-05-0.0011517i,0.00038844-0.0018504i,0.00067694-0.0019829i,0.00065463-0.0011389i,0.00046516+1.0418e-06i,0.0013646+0.00019631i,0.0013352-0.00010132i,0.00011677-0.00048463i,-0.00025165-0.00062014i,5.8255e-05-0.0010524i,0.00011601-0.0014086i,0.00023826-0.00019657i,0.00016986+0.00081137i,-0.00012868+0.0012672i,0.00014897+0.0010081i,0.00072041+0.00013781i
0.00026624+0.0017872i,0.00018708+0.0015315i,0.00016302+0.0001113i,0.00069442-0.00048793i,0.00091536-0.0014561i,0.00037008-0.0020641i,-0.00060748-0.0023188i,-0.00034087-0.0024783i,-0.00014783-0.0017661i,-0.00062605-0.0010461i,-0.00055201-0.00068231i,0.00052232-0.00035186i,0.00072089-0.00015776i,0.00028965+0.00031041i,-1.5113e-06+0.00038711i,-0.00048795+0.00045408i,-0.00081846+0.00029257i,-0.00038263-0.00043842i,-0.00011826-2.0752e-05i,-0.00010691+2.7029e-05i,0.00021139-0.00033792i,-0.00022796-0.000162i,-0.00036747+0.00016392i
-0.00018859-9.5496e-05i,-0.00072155+0.00015208i,-0.00058373-7.6644e-05i,-2.7938e-05-0.00035747i,-5.3157e-05-0.0011114i,-4.2277e-05-0.0012096i,0.00012531-0.00075952i,0.00017911-0.0014047i,0.00016105-0.0019979i,0.00013915-0.00059283i,-0.00014647+3.651e-05i,0.00050296-0.00033671i,0.0013504+0.0003159i,0.00019269+7.2645e-05i,-0.00070958-0.00079905i,-0.00045721-0.00050936i,-0.00068142-0.00039624i,-0.00069303-0.00055148i,-0.00074479+0.00019297i,-0.0011598+0.0012413i,-0.0010313+0.00099799i,-0.000124+0.0005536i,8.5855e-05+0.00071663i
0.00089915+0.00043955i,0.00019621+0.0017356i,0.0011536+0.00057302i,0.0010746-0.0009672i,-0.00090442-0.0015282i,-0.00090748-0.001625i,-0.00011678-0.0017132i,0.00030048-0.0019944i,0.00026122-0.0027374i,-0.00031251-0.0026044i,-0.0003794-0.0015085i,-1.0708e-05+9.2149e-06i,0.00029354+0.00021923i,0.00097511-0.0010957i,0.0014974-0.0015474i,0.00062456-0.00091742i,-0.00041322-0.00010994i,-0.0011233+0.0002859i,-0.00092456+0.00056854i,0.00029791+0.00069115i,0.00030075+0.00090969i,-0.00019686+0.00070939i,-0.00028079+0.00044994i
0.0022891-0.0010882i,0.0030464-0.0016526i,0.002493-0.0029168i,0.0012661-0.0036439i,0.00037095-0.0040097i,5.8931e-06-0.003977i,0.00015665-0.0026202i,0.00061951-0.0014262i,0.0001691-0.0018092i,-0.00076738-0.0017622i,-0.0007867-0.00078175i,-0.00089653+0.00042106i,-0.0011747+0.0014935i,-0.00019604+0.0012352i,0.00021378+0.00037629i,-0.00039178+0.00038185i,1.0165e-06+0.00035326i,0.00059335+0.00054219i,0.0006389+0.00059625i,0.00032521+0.00036626i,-0.00016923+0.00040756i,-0.0004355+0.00095776i,-0.00035937+0.0015455i
-0.00076951-0.00042657i,-0.0013707-0.00038513i,-0.0016281-0.0012471i,-0.0011586-0.0017301i,-0.00059078-0.0016244i,1.9134e-05-0.00206i,-7.6038e-05-0.0015663i,0.00023865-0.00074191i,0.00045802-0.000616i,0.00044556-0.00099377i,0.00096736-0.00075046i,0.0016412+0.00016195i,0.0015466+0.00039025i,0.00061043+8.4932e-05i,-7.1293e-05-0.00074152i,-0.0004705-0.00037064i,-0.00059154+0.00024425i,-0.00053376-0.00013237i,-0.00086082+0.00016335i,-0.0016118+0.00024948i,-0.0011039-0.00031949i,0.00054828-0.00019125i,0.00092301+0.00048733i
0.0016654-0.0042159i,0.0018126-0.0043193i,0.0010273-0.0032735i,0.00014943-0.0025878i,-0.00048001-0.0023104i,-0.00074095-0.0020093i,-0.00034707-0.0015144i,-0.00079089-0.001808i,-0.00079577-0.0025769i,-0.00024907-0.0022429i,-0.0002566-0.00061566i,-0.00010686+0.00069835i,0.00049231+0.00071559i,0.00074235+0.00034445i,0.00066484-0.00015107i,0.0011004-0.00037908i,0.0011681+0.00018585i,0.00062161+0.00063115i,0.00031353+0.00068625i,-0.00048177+0.00017187i,-0.00083717+0.00043943i,-0.00064165+0.00044269i,4.2175e-05+1.777e-05i
-0.0030995+0.0011892i,-0.0029599+0.0026505i,-0.0013582+0.0036753i,0.00058688+0.0015262i,0.0014159-0.0010909i,0.0011017-0.0013245i,0.00023916-0.00088932i,0.00021237-0.0015906i,0.00062209-0.0020281i,0.0013202-0.0016283i,0.0018408-0.00095338i,0.0011705-0.00064988i,0.00041219-0.00034149i,-0.0004544+7.9253e-05i,-0.00029373+5.9033e-05i,0.00022602-0.00038513i,6.0129e-06-8.148e-05i,-0.00046145-0.00025999i,-0.00023234-0.00076196i,-0.00012964+0.0004213i,-4.2192e-05+0.0009979i,0.00037508+0.00068224i,-0.00030037+0.00018829i
-2.0608e-06-0.0015879i,-0.00045785-0.0021634i,-0.00029356-0.0019276i,-0.00030283-0.0018542i,-0.00014362-0.0015496i,-0.00040592-0.0017369i,-0.00022057-0.0026364i,0.00049143-0.0034844i,0.00067223-0.0035873i,0.00027169-0.0029332i,0.00041266-0.0020364i,0.00097023-0.0011797i,0.00054805-0.00097699i,-0.00024915-0.00087843i,-3.895e-05-0.00039579i,8.4622e-05-0.00046642i,-0.00016402-0.0008537i,0.00016218-0.0003635i,-0.0001195+0.00038484i,-0.00086231+0.00028084i,-0.00092217+0.00029715i,-0.00010037+0.00064382i,-0.00016784+0.00088487i
-0.00043526+0.0023105i,0.00066638+0.0016153i,0.0023341+0.0025705i,0.0028406+0.00099749i,0.002234-0.00089036i,0.0018065-0.0011877i,0.0012958-0.0010053i,0.00033043-0.0011102i,0.00021632-0.0014311i,0.00070307-0.0016484i,0.00064409-0.0013153i,0.00072207-0.00039992i,0.0010827-5.2024e-05i,0.001351+2.0767e-05i,0.001386+0.0002492i,0.00070455-0.000145i,-0.00012874+0.00014182i,-0.00074028+0.00045769i,-0.00060126+0.00055316i,-0.00063259+0.0011203i,-0.00086395+0.00081748i,-0.00062509+0.00046887i,-0.00044809+0.00064688i
0.0013297-0.0011684i,0.00020317-0.00084406i,-0.00059746-0.00060331i,-0.00041772-0.00064987i,-0.00014026-0.0010302i,-0.0001607-0.0012633i,0.0003683-0.001401i,0.00082703-0.0019685i,0.00087887-0.0027973i,0.00082164-0.0019867i,0.00075483-5.3661e-05i,0.0014207+0.00090383i,0.0017456+0.00084749i,0.00099557+0.00041367i,0.00057455+0.00081779i,0.00033252+0.0010423i,-0.00018498+0.00074342i,-0.00094601+0.00069401i,-0.0011574+0.00034511i,-0.00063641-0.00016812i,-0.00014387-0.00015436i,0.00010738+0.00037202i,0.00039931+0.00069288i
0.0010596+0.0023777i,0.0005369+0.002064i,0.0013729+0.00091448i,0.0036609-0.00086926i,0.004198-0.0022402i,0.002158-0.0028367i,8.7926e-05-0.002329i,0.00050824-0.0020882i,0.0016718-0.0020557i,0.0011497-0.001756i,0.00097597-0.0012178i,0.00056793-1.3504e-06i,-4.7534e-05+0.00026394i,-2.6512e-05+0.00043554i,0.00033325+0.0011324i,-9.4597e-05+0.0011683i,-0.00091879+0.00030917i,-0.0010364-0.00032839i,-0.00046746-0.00050759i,0.00023277+2.8373e-05i,0.00020187+0.00027261i,-0.00050716-0.00021896i,-0.000429+0.0001723i
-0.00054144-0.0026662i,-0.0015069-0.0024874i,-0.0026916-0.0026732i,-0.0020907-0.0023222i,-0.0010847-0.0015415i,-0.00084127-0.00074067i,-0.00039787-0.00022741i,-0.00019909-0.00086645i,-0.0001683-0.0014608i,2.7773e-05-0.0012941i,0.00015181-0.00098995i,0.00031752-0.00065309i,3.9848e-05-0.00062653i,0.0003338-0.00058135i,0.00084561+0.00018196i,0.00075576+0.00069669i,0.00056634+0.00085216i,-9.7301e-05+0.00020938i,-0.0012274-0.00037208i,-0.0011876+0.00032817i,5.2272e-05+1.6738e-05i,0.00052496+1.7535e-06i,0.0004798+0.00064779i
-0.0015114+0.001614i,-0.0006524+0.00083897i,0.00050039+0.00088438i,0.00084256+0.00021645i,0.00055485-0.0010892i,-0.0004537-0.0020615i,-0.0015027-0.0022548i,-0.0010837-0.0020944i,-1.595e-05-0.0019208i,5.745e-06-0.001281i,-4.167e-05+0.00027783i,0.00038626+0.00046441i,0.0001006-0.00049179i,-9.54e-05-0.00092232i,-0.00039456-0.00087404i,-0.00013459-6.7766e-06i,0.00045549+0.00077605i,-4.6377e-05+0.0013743i,-9.8657e-05+0.0014552i,0.00045211+0.0010448i,0.00069001+0.00010252i,0.0007979-9.1143e-05i,-5.9856e-05+0.00053294i
-0.0020639-0.00070271i,-0.0013678-0.0013811i,-0.00069982-0.00037211i,-0.00066776-0.00011783i,2.734e-06-0.0013793i,0.00075819-0.0020848i,0.0011848-0.0021995i,0.00083662-0.0024778i,0.0003748-0.0018934i,-0.0001415-0.00086106i,-0.00045979-0.00045166i,0.00082139-2.2223e-05i,0.0018838+0.00064099i,0.00077154+0.0007723i,-0.00061137+0.00070457i,-0.00044166+0.0004461i,0.000694-0.00030054i,0.00081449+1.6353e-05i,0.00043243+0.00043619i,0.00053907+0.0005628i,0.00042498+0.00094166i,-0.00014063+0.00041894i,-0.00064266-0.00015892i
-0.00063215-0.0018265i,-0.00069927-0.0010318i,-0.0012857-0.00081158i,-0.0015601-0.0018448i,-1.1345e-05-0.0025973i,0.0017067-0.0010026i,0.0018253-0.0004815i,0.0011041-0.0027949i,0.00070577-0.0038875i,0.00059758-0.0018136i,5.3046e-05+6.3667e-05i,-0.00035015+0.00092194i,-0.00025701+0.0011607i,0.0003514+0.00078661i,0.00063636+4.116e-05i,0.00028058-0.00040943i,0.00035388-0.00021581i,0.00063449+0.00024895i,0.00019313+0.00018862i,-0.00093279-0.00024702i,-0.0006976+0.00020147i,6.9999e-05+0.0013859i,6.2618e-06+0.0016413i
9.198e-05+0.0015703i,-3.7488e-05+0.00016297i,0.0010971-0.0011933i,0.0014705-0.0012304i,0.00022753-0.0015964i,-0.001179-0.0020186i,-0.0011925-0.0024519i,-0.00088541-0.0025292i,-0.00074855-0.0022689i,0.00020053-0.0021893i,0.00049221-0.0018284i,0.00034274-0.0011226i,0.00096045-4.795e-06i,0.00054791+0.00052808i,-0.00049046-4.0929e-05i,-5.0957e-05-0.0003139i,0.00095859-8.6603e-05i,0.0006922-0.00040011i,4.5933e-05-0.00025259i,-0.00022398+0.00032059i,-0.00085927+0.00020603i,-0.00097922+0.00014747i,-0.00075074-0.00024705i
-0.0012903+0.00050639i,-0.00089+0.00064633i,-0.0003515+0.0011424i,0.0011006+0.00074063i,0.0014677-0.0010802i,0.0011237-0.0019288i,0.0013797-0.0021536i,0.00083427-0.0020366i,0.00025362-0.0014993i,0.0010297-0.0016289i,0.0015939-0.0017717i,0.001484-0.00077003i,0.0013892+0.00012485i,0.001575-5.0628e-05i,0.0013022-0.00025507i,0.00078239-0.0002537i,0.00055857-0.00093239i,1.552e-05-0.0011642i,-0.00069501-0.00051567i,-0.00035872+0.00065962i,0.00039513+0.00096558i,0.00085433+6.7065e-05i,0.00054767-0.00010899i
-0.0014326-0.00086259i,-0.0015974-0.00075861i,-0.0025059+0.00010687i,-0.001326-0.00013079i,0.0011634+0.00015646i,0.0013916+0.00041611i,0.00065187-0.00085062i,0.00049369-0.0020513i,0.0004819-0.0023833i,8.8695e-05-0.0019579i,0.00036388-0.00089661i,0.00099459-0.00040161i,0.0012717+0.00031889i,0.0011127+0.00068026i,0.00089543+0.00024702i,0.0013362+0.00040352i,0.0022004-0.00037313i,0.0012178-0.00097433i,-0.00017527+0.00010646i,-0.00054334+0.00078724i,-0.00037243+3.1804e-05i,4.7674e-05-0.00027485i,9.1848e-05-0.00055009i
