-0.0001505+0.00087666i,0.0013719+0.0015368i,0.0018737+0.0019999i,0.0023833+0.0023973i,0.0020436+0.0025631i,-0.00049895+0.0023937i,-0.0013396+0.0016787i,0.00012089+0.0018987i,0.0013995+0.0023783i,0.0013803+0.0016748i,0.0011264+0.00030689i,0.0017134+0.00058727i,0.0012848+0.0011908i,0.00071452+0.00079834i,0.00047629+0.00078363i,0.0004823+0.00087045i,0.00022058+0.00074362i,0.0001665+2.433e-06i,0.00057042-0.0003767i,0.00067797-0.00023009i,5.3921e-05-0.00037101i,0.0001813-0.00079864i,0.00032359-0.0015891i
0.00082581+0.0004318i,-0.00048512+0.0013797i,-0.00067506+0.0020915i,0.00055015+0.0025726i,0.0020486+0.0019238i,0.0022478+0.00024587i,0.0014598-0.0001128i,0.0019296+0.00038611i,0.0016603+0.00067907i,0.0002925+0.0012587i,-6.335e-05+0.0010087i,0.0013893+0.00041332i,0.001621+0.00046749i,0.0009705+0.00049036i,0.00095434+0.00053792i,0.00055723+0.0015209i,0.00066363+0.0018655i,0.0011637+0.00067754i,0.00099551-2.8169e-05i,0.00013955+0.00039493i,-9.4509e-05-0.000123i,-0.00035727-0.00040221i,-0.00064669-0.00016486i
0.00046254+0.00020865i,-0.00038006+0.0011993i,-0.00093195+0.0019602i,0.00075271+0.0039732i,0.0029909+0.0043025i,0.002296+0.0023585i,0.00050607+0.00092967i,0.00091125+0.00012469i,0.0011936-0.00054714i,0.00090786+2.594e-06i,0.001296+0.0011256i,0.001645+0.0016661i,0.0019465+0.0019771i,0.001684+0.0019918i,0.001015+0.0014452i,0.00047677+0.00092572i,0.0005107+0.00032164i,0.00088414+0.00042102i,0.0005116+0.0012213i,0.00018892+0.0011618i,0.00031195+0.0010954i,0.0009393+0.00091748i,0.00097821+0.00033754i
0.00055601+0.00024823i,0.00050087+0.00047805i,0.00098401+0.0013109i,0.0022166+0.0032117i,0.0028612+0.002629i,0.0017974+0.0010652i,0.00030291+0.00040226i,0.0006637+0.0005857i,0.0022504+0.00072214i,0.0022663+0.00080413i,0.0010536+0.00063921i,0.00044659+0.00065732i,0.0006879+0.00050103i,0.00025876+0.0005558i,-0.00022446+0.00051298i,0.00039357+0.00062399i,0.00089698+0.0015062i,0.00070361+0.0012713i,0.00038885+0.0001618i,0.00042483-0.00043321i,0.0001414-0.0007796i,-0.0003957-0.00043639i,-0.00045184-5.2979e-05i
0.00033702+0.0012574i,0.00014684+0.0017065i,0.0012491+0.0032351i,0.0017861+0.0047664i,0.0020308+0.0040344i,0.0015887+0.0014811i,0.00078604+0.00095287i,0.0015093+0.0018183i,0.0022324+0.0010256i,0.0016811+0.0004014i,0.00039402+0.000657i,0.00086626+0.00058317i,0.0012553+0.00061659i,0.00076483+0.00101i,0.00059564+0.0020268i,0.00085782+0.0029052i,0.00032131+0.0019393i,-0.0009249+0.00073587i,-0.00072183+0.00042413i,0.00051815+0.00058774i,0.00071911+0.00047166i,-0.0002661-0.00039893i,-0.00088407-0.0013524i
0.0014263+0.00051468i,0.0012035+0.00066925i,0.0016202+0.0011584i,0.0022229+0.0024982i,0.001795+0.0027004i,7.7213e-05+0.0016659i,-0.00040751+0.0013311i,0.00062394+0.0011139i,0.0016188+0.00050606i,0.0020008-0.00027803i,0.0010741-0.00084249i,-7.857e-05-0.00051634i,-7.8217e-05+0.00062564i,-0.00021435+0.0010669i,0.00014808+0.00040147i,0.00072425-0.000204i,0.0011447+0.00032363i,0.0013342+0.001066i,0.00089267+0.00086678i,0.00052402+0.0005418i,0.00010756+0.00054109i,-0.00041383+0.00020871i,-0.00040471-0.00028377i
-0.00046426-0.00057836i,-0.00085495+0.00064784i,7.0022e-05+0.0027325i,0.00162+0.0048044i,0.0022633+0.0043042i,0.0022203+0.0019843i,0.0013846+0.0011933i,0.0015246+0.0016271i,0.0027363+0.0010726i,0.0024895+0.00038959i,0.0013389+0.00038769i,0.00087893+0.00066061i,0.00058018+0.00082282i,0.00041334+0.00055666i,0.00034845+0.00098056i,0.00018504+0.00091019i,0.0001578+1.9556e-05i,0.00068976+0.00016543i,0.00084955+0.00060098i,0.00019361+0.00051544i,-0.00033404+0.00045174i,-0.00045037+0.00016183i,-0.00073-0.00016805i
-0.001267-0.000552i,-0.0018925+0.00099073i,-0.0013131+0.0040125i,0.0002005+0.0054817i,0.0018455+0.0052754i,0.0016881+0.0032443i,0.0005755+0.0016569i,0.00062808+0.0011954i,0.00087388+0.00070973i,0.00080154+0.00056965i,0.00076432+0.00071658i,0.00046528+0.0012049i,-0.00013998+0.0016315i,0.00020612+0.00075124i,0.00035614-5.2606e-05i,0.00021401+0.00050964i,-0.00021884+0.00071287i,-0.00095624+0.0004433i,-0.00048461+0.00046957i,-8.3108e-05+0.00076267i,0.00025407+0.00027107i,0.00052915-0.00071894i,7.5875e-05-0.00082511i
0.00064286-0.00033246i,0.00040648+0.00091777i,-0.00032269+0.0031138i,0.00076234+0.0046041i,0.002255+0.0039989i,0.0024858+0.002341i,0.0015391+0.0013482i,0.0010851+0.00025073i,0.0015998-0.00017433i,0.0016203+0.00075706i,0.00077418+0.0015732i,0.0002241+0.00051789i,0.000251-0.000521i,-0.00032027+0.00016269i,-0.00072915+0.00092664i,-0.000228+0.0013035i,0.00058005+0.0010564i,0.00073944+0.00072166i,0.00025441+0.00060145i,-0.00019551-0.00028753i,-0.00032133-0.00068342i,-0.00031519-0.00049818i,-0.00023476-0.00096034i
0.00032123+0.0016678i,0.0014305+0.0018667i,0.0031423+0.0021214i,0.0052999+0.0025032i,0.0047597+0.0020706i,0.0032171-9.3422e-05i,0.00253-0.00047199i,0.002122+0.00053797i,0.0019518+0.00073348i,0.0017514+0.0004982i,0.0018433+0.00099229i,0.0011884+0.00089065i,0.00050066+0.00013679i,0.00024163-0.00065189i,0.00039962+0.0001306i,0.00059059+0.0011168i,0.00043227+0.00066844i,8.7945e-05+2.749e-05i,1.7177e-05-0.00022224i,-0.00017826-0.00041181i,-8.7666e-05-0.0012756i,0.0005455-0.0013486i,0.0006022-0.00049145i
-0.00091389-0.00030912i,-0.0010847+0.00035124i,-0.0010742+0.0024846i,0.00049019+0.0034537i,0.0021234+0.002686i,0.002062+0.0009861i,0.0014594+0.00093031i,0.0016347+0.0015272i,0.0020111+0.00098455i,0.0015378+0.00044883i,0.00098181+0.00094138i,0.00033934+0.00097455i,-9.6301e-05-1.9103e-05i,0.00051384-0.00027212i,0.0010372+0.00018523i,0.0014098+0.00092116i,0.0016867+0.00081944i,0.00082618+0.00059662i,4.8586e-05+0.00055312i,0.00052024+0.00013926i,0.0011486-0.00044749i,0.00086231-0.00072599i,-5.8598e-07-0.00098836i
-0.00091725-0.0001739i,-0.0012549+0.00077326i,-0.0014954+0.0030999i,-0.00046397+0.0056007i,0.00065519+0.0058088i,0.0013814+0.0025211i,0.00083627+0.00098096i,0.00071288+0.0015529i,0.00051412+0.00069347i,5.5007e-05+0.00055243i,0.00065296+0.0016063i,0.0011781+0.0011229i,0.0004649-0.00045838i,-0.00024774-0.0007102i,0.00030053+2.5581e-05i,0.00055178+0.0001178i,-0.0003693-1.4904e-05i,-0.00057021+0.00024926i,-0.00066107+0.00032699i,-0.00040937-0.00037361i,-0.00011866-0.00046878i,-0.00029354-4.8517e-05i,0.00019613+0.0001531i
-0.00065282+0.00026839i,0.00055269+0.00065375i,0.0013319+0.0023735i,0.0018855+0.0037222i,0.0024455+0.00293i,0.0022317+0.00049176i,0.0012523+3.6276e-05i,0.00046417+0.00093393i,0.00023064+0.00041335i,0.00067738+0.00035948i,0.0011142+0.00084816i,0.0011078+0.00048832i,0.00062998+4.6103e-05i,0.00022566-0.00023643i,0.00036705+0.00041639i,0.00085975+0.0013032i,0.00084012+0.001021i,0.00038826+0.00020287i,0.00030747-0.00046955i,0.00023631-0.00069387i,-5.5691e-05-0.00017269i,-9.9188e-05+0.0002218i,0.00031658-0.00045395i
-0.0014631+0.00074654i,-0.00047376+0.001865i,0.00015921+0.0040984i,0.00065944+0.0049346i,0.0011183+0.0046481i,0.0021277+0.0022289i,0.0021064-0.00029429i,0.0010962+0.00028971i,0.00072252+0.0011739i,0.00072345+0.00043293i,0.00050205+0.00030942i,0.00087767+0.0012623i,0.0012284+0.0013941i,0.00051374+0.00052494i,0.00010647+6.1675e-05i,0.00012678-0.00018324i,0.00025336-0.00029995i,-0.00012321-0.00055346i,-0.00041253-0.00057887i,-0.00033489-0.0012826i,0.00032836-0.0014727i,0.00088459-0.00077327i,0.00077177-0.00042104i
0.00023116-0.00084233i,0.00023224+0.00090213i,0.00036592+0.0041906i,0.0011698+0.0058833i,0.0023232+0.0042126i,0.0021755+0.001348i,0.00096703+0.00026992i,0.00040361+0.00022368i,0.0010704+0.00034562i,0.00063463+0.00074169i,0.00017091+0.00081169i,0.00066142+0.0010363i,0.00091329+0.00089915i,0.00022266-3.7284e-05i,-0.00013109-0.00019246i,0.0002453+0.00036067i,0.00075907+0.0001821i,0.00066299+3.3194e-05i,2.0376e-05+0.00022672i,-0.00032828-8.7813e-05i,-0.00012581-0.0001929i,0.00020822-4.0678e-05i,0.00056336+0.00041522i
-0.00068074-0.00031827i,-0.00074264+0.00074987i,-0.0017371+0.003894i,-0.00143+0.005781i,-3.3083e-05+0.0048832i,0.0013713+0.0020489i,0.0014726+0.0011569i,0.00065607+0.001896i,0.0014262+0.00088256i,0.0014827-0.00031759i,0.000103+0.00043917i,-0.00031754+0.00061636i,-1.1786e-05-5.1762e-05i,-0.00015934+0.00023479i,2.4672e-05+0.0009898i,-0.00051792+0.001113i,-0.00044276+0.0008304i,0.00050883+0.00023879i,0.00040838-0.00029997i,0.00057078-0.00052922i,0.00056118-0.00056814i,0.00025274-0.00051709i,0.00041339-0.00083853i
-3.4517e-05+0.00041351i,0.00079348+0.0026682i,0.0011908+0.0046024i,0.0021822+0.0060186i,0.0032755+0.0052823i,0.0031514+0.0027484i,0.002568+0.001497i,0.0023382+0.0011847i,0.0020026+0.00076653i,0.00086181+0.00021068i,-3.0676e-05+0.00022583i,0.00069672+0.00054523i,0.0010819+0.00029804i,2.3774e-05+0.0004299i,-0.00024412+0.00013281i,-2.1364e-05-0.00036282i,0.00019617-0.00027246i,0.00090378-0.00041492i,0.0006286-0.00079988i,-0.00030459+0.00013659i,-0.00092894+0.0003398i,0.00011069-0.00044066i,0.00047412-0.00031133i
-0.00081642+0.00084034i,8.5156e-06+0.00093086i,0.0010569+0.002537i,0.0015094+0.0044768i,0.0018965+0.0029723i,0.0012665-7.5595e-05i,-1.7429e-05+0.00010009i,0.00016374+0.0015254i,0.001084+0.0019562i,0.0010168+0.0010277i,0.00067509+0.00051157i,0.00076364+0.001168i,0.001006+0.0010537i,0.00096353+0.00039834i,0.00068433+0.0010345i,0.00038185+0.0010597i,0.00090948+7.5777e-05i,0.0012581-0.00025509i,0.00021687+6.279e-05i,-0.00067073-0.00012446i,-0.00012664-0.00054243i,0.00067311-0.0009992i,0.00080372-0.00039765i
-0.0013646+6.6382e-05i,-0.00023346+0.0025026i,0.00052216+0.0061884i,0.0014631+0.0081205i,0.0031922+0.006091i,0.0033996+0.0014625i,0.0015808-5.2197e-05i,0.00074097+0.00092205i,0.0012206+0.00090053i,0.00072089+0.00043329i,0.0008654+0.00071375i,0.0013455+0.0011369i,0.0012187+0.001355i,0.00080884+0.0010964i,9.9014e-06+0.0001663i,-0.00026305-0.00061902i,-1.2529e-05-0.00057918i,-0.00041953-0.00057088i,-0.00060976-0.00022409i,-0.00034618+0.00038435i,-0.00055787-0.00023031i,-0.00015746-0.00098685i,0.00020081-0.00088796i
0.00046024-0.00024431i,-4.628e-05+0.00088323i,-0.0003427+0.0029461i,0.00039494+0.0053073i,0.0011175+0.005577i,0.00041964+0.0028203i,-0.00021787+0.0012229i,0.00084001+0.0012876i,0.0013452+0.00094183i,0.0006719+0.00039908i,-4.8899e-05+0.00074644i,-0.00023953+0.00096506i,0.00026213+0.00061095i,9.1482e-05+0.0011215i,-0.00017021+0.0012177i,0.00026944+0.0001296i,0.00098152+0.00036687i,0.0012661+0.00099852i,0.00073371+0.0010865i,0.00047268+9.0412e-06i,7.1587e-05-0.00075654i,-0.00066518-0.00084083i,-0.00078354-0.00062303i
-0.00051488-0.0011699i,-0.00063239+0.00042164i,-0.00044627+0.0041781i,0.0010637+0.0060836i,0.0029626+0.005114i,0.0030437+0.0018285i,0.001832+9.9235e-05i,0.0010998+0.00076107i,0.0013623+0.00057145i,0.0012354-5.0017e-05i,0.00044172+0.00054204i,0.0010904+0.00081978i,0.0010932+0.00074781i,0.00093843+0.0013908i,0.0013599+0.0014141i,0.0011337+0.0015657i,0.00074685+0.0014844i,0.00047813+0.00022401i,-0.00023246-0.0011954i,-0.00093158-0.00064357i,-0.0010978+0.00019002i,-0.00099093-0.00022705i,-0.00037826-0.00049925i
-0.00053501+0.00024888i,-0.00030463+0.00096098i,-3.0485e-05+0.0030593i,0.00088248+0.0049348i,0.0010638+0.0052721i,0.0010417+0.0031822i,0.001183+0.0013546i,0.0008139+0.0010562i,0.0010418+0.00081213i,0.00068167+0.00037342i,0.000484+0.00081697i,0.00039629+0.00080963i,0.00029685+4.1815e-05i,0.000571+0.00044472i,0.00049758+0.00079572i,0.00049701+0.00065749i,0.00073198+0.00037354i,0.00032792+0.00052973i,-0.00037517+0.00060135i,-0.00082+8.8551e-05i,-0.00074268-0.0010875i,-0.00045706-0.0012785i,0.00014157-0.00048994i
-0.00087643+0.0004031i,0.00015738+0.0017282i,0.00087208+0.0038662i,0.0015757+0.0050399i,0.0036167+0.0045089i,0.0034837+0.0018757i,0.00093952-0.00018629i,0.0011081+2.4694e-05i,0.0026423+0.0005463i,0.0019015+0.00063727i,0.00082215+0.0011669i,0.0012562+0.00063314i,0.0015501-0.00017502i,0.0011385+0.00019424i,0.0006226+0.00072944i,0.000697+0.00050899i,0.0010697-0.00039197i,0.0003654-0.00017398i,-0.00026925+0.00020382i,0.00060504-0.00023154i,0.00034939-0.0011203i,-0.00081919-0.0013093i,-0.00073676-0.0011367i
-6.7928e-05+0.0013574i,0.00053593+0.0019856i,0.0012347+0.0035357i,0.0020938+0.0054091i,0.0021247+0.0049438i,0.0016074+0.0021383i,0.0010371+0.00079773i,0.001639+0.0011069i,0.0016467+0.00088723i,0.00014282+0.00093343i,-0.00014573+0.0012139i,0.00091231+0.00094508i,0.00087615+0.00049938i,0.00027826+0.00038122i,3.4297e-05+0.0013044i,-0.00030246+0.0013456i,0.00041281+0.00062571i,0.00032461-0.00058546i,-0.00019884-0.00051281i,0.00052928+0.00023455i,0.00092245-0.00058353i,0.00013768-0.00073425i,-0.00011926-0.00051878i
-0.0005096+0.00065241i,-0.0001066+0.0021146i,0.0011587+0.0031777i,0.0019715+0.0037717i,0.0028928+0.0031713i,0.0024914+0.0015306i,0.0011116+0.00045675i,0.001116+0.00051701i,0.0014407+0.00074481i,0.001595+0.00036626i,0.0021114-0.00046358i,0.0021168-0.00058189i,0.0015759+0.00025506i,0.0011057+0.00028885i,0.00093301+0.00010676i,0.00066079+0.00069613i,0.00021996+0.0010156i,-2.4543e-06+0.0012393i,-5.5458e-05+0.00043256i,-0.00044012+1.7084e-05i,-0.0012563+0.00073713i,-0.0010947+0.00069641i,-0.00036519+0.00070793i
-0.00015206+0.0010347i,0.00054757+0.0018597i,0.0013014+0.0029237i,0.00093971+0.0042657i,0.00084538+0.0034521i,0.0011512+0.0015947i,0.00073928+0.0011367i,0.0012517+0.00090454i,0.0019709+0.00047451i,0.0020344+0.0004821i,0.001754+0.00042252i,0.00099814-8.2717e-05i,0.00081221-0.00040583i,0.00097458-0.00017953i,0.00104+0.00064953i,0.000862+0.00073391i,0.00036622+0.00035295i,0.00049325+0.00051008i,0.0010696+0.00053879i,0.00049337+0.00046706i,-0.00049604+0.0001369i,-0.00074766-0.00048873i,5.2444e-05+0.00012291i
-0.00019023-0.0012604i,0.00012032+2.8109e-05i,0.00019365+0.0031274i,0.0012502+0.0056881i,0.0033937+0.0052911i,0.003827+0.0016842i,0.0024364+0.00014067i,0.0019272+0.0010563i,0.0022062+0.0010052i,0.0018738+0.00076836i,0.0011321+0.00075737i,0.0012105+0.00038919i,0.0014291+5.895e-05i,0.0010519-3.0482e-05i,5.0183e-05+0.00054103i,-0.00055219+0.0014496i,-0.00064132+0.001232i,-0.00091634-0.00016894i,-0.0010632-0.0010157i,-0.00035251-0.0010334i,-9.5654e-05-0.00057091i,-0.0001871-0.00059607i,8.2865e-05-0.00069685i
0.00024871-0.00023505i,-0.0001336+2.8048e-05i,0.00046219+0.0010587i,0.0012511+0.0040562i,0.0020421+0.0046097i,0.0017119+0.0017547i,0.00066147+0.00033573i,0.00068847+0.0012696i,0.0010797+0.0012205i,0.00099449+0.0003324i,0.00069679+0.00027842i,9.7032e-05+0.00071496i,-0.00055421+0.00082326i,-0.00033234+0.0010058i,-7.0287e-05+0.00080842i,-0.00029133+0.00065496i,-0.00015569+0.00066612i,-0.00050529+7.4451e-05i,-0.00028555-0.00033509i,0.00029181+1.5334e-05i,-2.9255e-06+0.00059939i,-0.00031308+0.00012743i,-0.00018909-0.00072308i
-0.00095822+0.00063506i,-0.0012424+0.001922i,-0.0002497+0.003976i,0.0010545+0.0046982i,0.0016946+0.0035644i,0.0015016+0.0014422i,0.001368+0.00046707i,0.0018369+0.0016163i,0.001462+0.0014568i,0.00045017-0.00014646i,0.00061042-0.00030871i,0.00097569+0.00015071i,0.00061533+0.0005823i,5.6764e-05+0.0008408i,8.5251e-05+0.00025411i,0.0010706+0.00058974i,0.0010057+0.0009405i,7.5704e-05-0.00060489i,-2.2416e-06-0.00090592i,0.00016973-7.8857e-05i,0.00073927-0.00022321i,0.00052657-0.00037076i,-0.00074509-0.00019592i
-0.0011393+0.0014529i,-0.00030828+0.0018334i,0.002563+0.0038199i,0.0047268+0.0063477i,0.0041943+0.0051304i,0.0030126+0.00087301i,0.0021214-0.0005706i,0.0022223+0.00084032i,0.0022825+0.0018702i,0.0014054+0.0018791i,0.0012885+0.0016175i,0.0019605+0.0012131i,0.0014661+0.00095402i,0.0003551+0.00066814i,0.00038293+0.0002576i,0.00046309+0.00055072i,-0.00050194+0.0016692i,-0.00099545+0.0020934i,-0.00063627+0.0012179i,9.9741e-05+0.00051213i,-5.3478e-05-3.479e-06i,-0.0003072-0.00025827i,-3.2016e-05-6.5575e-05i
-0.00059305+0.0003672i,0.00092742+0.0022562i,0.0010505+0.0036842i,0.0018801+0.0047702i,0.0026975+0.0039862i,0.0016885+0.0022047i,0.0013563+0.0016933i,0.002485+0.0016828i,0.0025901+0.0011218i,0.0012854+0.00081218i,3.6911e-05+0.001225i,-7.1033e-05+0.0011074i,0.00022852+0.0012904i,0.00083871+0.0012297i,0.0010034+0.00078499i,0.00060693+0.0011133i,0.00069453+0.0016066i,0.00047699+0.0009447i,0.00025742+0.00026771i,-0.00022057+0.00012433i,-0.00030383-3.2781e-05i,-1.8859e-05-8.8365e-05i,-0.00053256-0.00038009i
0.0011691+0.00035412i,0.0011621+0.00085344i,0.00085985+0.0023844i,0.00087994+0.0035304i,0.0018829+0.0030112i,0.001626+0.0012617i,0.0011598+0.00057055i,0.0012619+0.0008203i,0.0010917+0.00030971i,0.00057361-0.00061335i,0.00038528-0.00030273i,0.00023265-0.00010537i,-5.7678e-05+0.00034956i,-0.00028007+0.00051726i,-5.6063e-05+0.00034458i,0.00076097-1.5007e-05i,0.00063787-0.0001192i,-6.576e-05-4.5705e-05i,0.00011669+8.5408e-06i,0.00068192+0.00035301i,0.00090944+0.00012301i,0.00044102-0.00013965i,-0.00020992-0.00020816i
-0.00058701-0.0011147i,-0.000353+0.00052243i,-0.00043902+0.0020607i,0.00089943+0.0033545i,0.0030493+0.0036478i,0.0036253+0.0017876i,0.002349+0.0003141i,0.0014367+0.00040044i,0.0016139+7.2336e-05i,0.0013135-0.00049714i,0.00058197-0.00068527i,1.5022e-05-0.00010069i,-0.00022881+0.0011836i,-0.00025282+0.0019893i,-0.00095322+0.0024381i,-0.00083493+0.0021775i,0.00010548+0.0011982i,0.0006067+0.0008753i,-1.2215e-05+0.0010942i,-0.00028606+0.00063349i,-0.0002071+0.00022514i,-0.00019629+0.00032676i,2.4641e-05+6.0201e-05i
-0.00036354-0.00092758i,-0.00066665+0.00047481i,-0.0013559+0.0023806i,-0.00061433+0.0040541i,0.0013741+0.0045814i,0.0028021+0.002744i,0.0020864+0.0014519i,0.0010944+0.0014541i,0.001095+0.0010188i,0.00049008+0.00061955i,2.5068e-06+0.00076615i,0.00078247+0.00094686i,0.00072229+0.00095193i,4.4233e-05+0.0012717i,-0.00054712+0.0013194i,-0.000752+0.00066843i,-6.1055e-05+0.0001524i,0.00062617+8.5736e-05i,0.00090132+0.000192i,0.00091926-5.6743e-05i,0.00051808-0.00049951i,0.00016535-0.00063202i,0.00054438-0.00036869i
-0.00074132+0.00093683i,0.00050798+0.0014922i,0.00052008+0.003667i,0.001194+0.0057585i,0.0020573+0.0040307i,0.0017019+0.00050444i,0.00078277+6.0777e-05i,0.00083735+0.0013171i,0.00078273+0.0013604i,1.1238e-05+0.00084089i,-0.00013452+0.00093279i,6.1268e-05+0.00079889i,0.00019731+0.00072566i,0.0004354+0.00057521i,0.0008016+0.00038662i,0.00070363+0.00085791i,0.00040999+0.0012698i,0.00059907+0.00042204i,0.00099754+0.00018866i,0.0012639+0.00064722i,0.00098462+5.0172e-05i,0.0003493-0.00029579i,3.4725e-05-0.0005169i
-0.0004186+0.00079617i,-0.00072999+0.0011974i,-0.00071057+0.0022353i,0.00019262+0.0037323i,0.001667+0.0039492i,0.0009494+0.0030244i,0.00053674+0.0014442i,0.0010945+0.00114i,0.00076216+0.0010222i,0.0002801+0.0004804i,0.00028596+0.00067399i,-0.00022264+0.00086345i,-0.0008628+0.00089065i,-0.00070211+0.00066691i,0.00012914+0.0014703i,0.00073927+0.0020375i,0.00028127+0.0010752i,-0.00024724+0.00050851i,-0.00025467+8.9009e-05i,9.2161e-05+6.0357e-05i,0.00057165-0.0003302i,0.00024361-0.00048643i,-0.00019827+0.00052923i
-0.0013279+0.00058298i,-0.00044407+0.0021419i,0.00052986+0.0038297i,0.0026812+0.0046644i,0.0045496+0.0051925i,0.0036394+0.0032036i,0.0020446+0.00099576i,0.0020439+0.0014352i,0.0019472+0.0013534i,0.0015808+0.0010222i,0.0013199+0.0010895i,0.00055883+0.0011526i,0.00070457+0.00096184i,0.001161+0.00078198i,0.0010317+0.00031206i,0.00058035+0.00025824i,0.00050049+0.0006089i,0.00037405+0.00065926i,-3.105e-05+0.00044681i,0.00036388+0.00036949i,0.00086607+0.00063787i,0.00033264+0.00030881i,-0.00041613-0.00050983i
-0.001898+0.00060681i,-0.0010697+0.0019261i,-0.00040494+0.0045163i,0.00087292+0.0050936i,0.0028172+0.0036139i,0.0026567+0.0017308i,0.0010304+0.00068082i,0.00080432+0.00080246i,0.0014596+0.00094185i,0.0011732+0.0011037i,0.00047241+0.0012935i,0.00077417+0.00084176i,0.00089739+0.0011685i,-0.00013989+0.00093452i,2.8586e-05+0.00023037i,0.00069409+0.00052867i,0.0007261+0.0007249i,0.00026254+0.00047143i,-0.0002097+0.00048601i,-3.4652e-05+0.00021957i,0.00030446-0.00024791i,0.00031417-0.00025345i,0.00010753-2.7098e-05i
-0.0013468+0.00033448i,-0.00061331+0.0015192i,-0.00028021+0.0041218i,0.00066547+0.0061052i,0.0021274+0.0056786i,0.0017904+0.0021816i,0.0006044-0.00029487i,0.0016296-0.00019419i,0.0030296+7.1284e-05i,0.0020392+0.00023401i,0.00097392+0.0008395i,0.00043328+0.00099512i,0.00018658+0.0010656i,0.0005637+0.0013087i,0.00047441+0.00084451i,0.00010642+0.00040475i,0.00015883+0.00034801i,0.00035067+0.0003866i,0.00074587+0.001155i,0.00058098+0.00075942i,0.00014159-0.00022613i,-0.00016556-6.7193e-05i,0.0003161+0.00029853i
0.0016249-0.00046605i,0.0016084+0.00098589i,0.0007722+0.0022231i,0.001501+0.0030659i,0.0025653+0.0039787i,0.0022127+0.0030804i,0.0012757+0.002074i,0.00082474+0.0018718i,0.00079973+0.00096537i,0.00042448+0.00096218i,0.00015489+0.00093922i,0.00046873+0.00069148i,0.00011126+0.0005924i,2.4435e-05+0.00037878i,0.00041166+0.00018591i,0.00030605+0.00018428i,0.0006757+0.00089842i,0.00044119+0.0015678i,1.0586e-05+0.0005147i,-0.00047509-0.00061984i,-0.0011531-0.0006814i,-0.00038844-0.00080261i,0.00084117-0.00062355i
0.00077345+0.001219i,0.00066306+0.0016394i,0.00047836+0.0029451i,0.00044142+0.0046445i,0.0010099+0.0040359i,0.0012741+0.0023831i,0.00066196+0.0020386i,0.0008365+0.0019694i,0.0015675+0.0014492i,0.001057+0.00081557i,-5.1578e-05+0.00014951i,-0.00047709-0.00075931i,-0.00065008-0.00062226i,-0.00067974+0.00068748i,0.00013365+0.00089702i,0.00089054+0.00057604i,0.0012628+0.00041904i,0.0016199+0.00059844i,0.0012321+0.0010007i,0.00033637+0.00042596i,0.00036965-0.00027132i,0.0010898+1.7887e-05i,0.00114+0.00044197i
-0.00012724-0.00042013i,0.00094152+0.00017725i,0.0015823+0.0025817i,0.0027909+0.0044175i,0.0035199+0.004683i,0.0025387+0.0023392i,0.001108+0.00093837i,0.00094207+0.0010456i,0.001266+0.0010743i,0.00079477+0.00066437i,0.00063223-7.7771e-05i,0.00074993-0.00034404i,0.00014571+0.00016153i,-0.0002389+0.00066524i,0.00014753+0.0008077i,0.00053444+0.00071039i,0.00091628-0.000257i,0.0010198-0.00033648i,0.00036142-0.00024311i,0.00099942-0.00080669i,0.0015144-0.00052988i,0.00072393+0.00039536i,-0.00050742-7.0727e-05i
-0.00019708-2.835e-05i,-5.593e-05+0.00068736i,-0.0008181+0.0019664i,-0.0009822+0.002462i,0.00046224+0.0019486i,0.0014925+0.00081823i,0.0014107+0.00038734i,0.0012507+0.0012418i,0.0010378+0.0010665i,0.00059177+0.00063421i,9.1924e-07+0.0011349i,-0.00011658+0.00067583i,0.00037667-0.0001836i,0.00017159+0.00041849i,-0.00062389+0.00066676i,-0.00053604+0.00038393i,0.00010146+0.00056342i,0.00078066+0.00019941i,0.00061905-0.00040922i,0.00049071-0.00031276i,0.00029497-0.00092769i,-0.00031332-0.0011094i,-0.00025483-0.0002573i
0.0013751-0.00096302i,-0.00054576+0.00040681i,-0.00104+0.0033624i,0.00066582+0.0060594i,0.0029671+0.0061728i,0.0031909+0.0026477i,0.0016728-0.0003376i,0.0012387-0.00012529i,0.00084454+0.00077829i,0.00036496+0.00072231i,0.00069106+0.00095781i,0.00093253+0.00081175i,0.00031743+6.207e-05i,-0.00030648+8.5318e-05i,0.00028588+0.00058108i,0.00016092+0.00071808i,-0.00017402+0.00042516i,-0.0001648+0.00029628i,0.0001225+0.00023892i,0.00078747+0.00033042i,0.00084472+0.00026995i,0.00046876-0.00016215i,0.0002304-0.0010211i
