2.1875e-05+6.8978e-06i,-0.00062752+1.4062e-05i,-0.0017547+0.00090251i,-0.0010964+0.0015697i,-0.00043728+0.0022015i,-8.3331e-05+0.0023419i,-0.00084879+0.0020881i,-0.0004232+0.0020591i,0.0011401+0.0013363i,0.0016416+0.0006724i,0.00091845-0.00030569i,-0.00024462-0.00094535i,-0.0010237-0.00081078i,-0.000741-0.00059872i,-0.00032015-0.00034267i,-0.00061375-0.00014944i,-0.0011955+0.00037572i,-0.001678+4.7611e-06i,-0.00072718-0.00073028i,0.00014833-0.00063038i,-0.00017724-0.0001713i,0.00023793+0.00062858i,-9.1034e-05+0.00069342i
-0.00097117-0.00034844i,-0.0014682-2.3578e-06i,-0.00020234+0.00047192i,0.0014213+0.0010453i,0.00074262+0.0022152i,-4.8818e-05+0.0018988i,0.00062957+0.0012386i,0.0011374+0.00060051i,0.00088828-0.0010124i,0.00022907-0.001137i,0.00018332-0.00063874i,0.00083586+2.7394e-05i,0.00057082+0.0005403i,0.00032527+7.2838e-05i,0.00048131+0.00019794i,-0.00015601+0.00047746i,-0.0006909-0.00027562i,-0.00019061-0.0009242i,0.00039739-0.00096128i,0.00038564-0.00055049i,-0.00012769-0.00019218i,0.0003381-2.6625e-05i,0.00052548+6.6222e-05i
0.00066271+0.0010791i,0.0010508+0.00095895i,0.0021265+0.001756i,0.0031845+0.00099794i,0.0024928+0.00021163i,0.00094544+0.00070939i,0.00050765+0.0007552i,0.0011601+0.00067375i,0.0016936+0.00058661i,0.0010924-0.00037314i,-0.00026821-0.0010329i,-0.00081393-0.00056144i,0.00018124+0.00034018i,0.00098146+0.00068672i,0.0010888+0.00049222i,0.00095167+2.8253e-05i,0.0004319-0.00057905i,-0.00019677-0.00065604i,-0.00071837-0.00032259i,-0.0005149-0.00032975i,0.00021069-0.00034117i,0.00039215-0.00036147i,0.00017984+7.7987e-05i
-0.00027211+0.0010905i,-7.1361e-05+0.0012316i,0.0014037+0.00017329i,0.0017855-0.00029033i,0.0015104-0.000357i,0.0014498-7.9094e-05i,0.0016742+0.0002842i,0.0019241+0.00018567i,0.0016293-0.0001561i,0.00062843-0.00069478i,0.00023687-0.00063291i,0.00019021-0.00019831i,0.00036096-0.00016724i,0.00060326-0.00052884i,0.00062995-0.00062723i,-1.917e-05+0.0004139i,-0.00071321+0.00072625i,-0.00019933+0.00016977i,-0.00018493-4.0114e-05i,-0.00041218-5.7087e-05i,0.00037734-0.00016349i,-0.00030669-4.1079e-05i,-0.00087167+0.00078816i
0.00061878+0.0012907i,0.00081165+0.0015881i,0.0015546+0.0015607i,0.0025084+0.00074463i,0.002634+0.00019799i,0.0019929+0.00050958i,0.0016336+0.0010875i,0.0015091+0.00066799i,0.0019208-0.00023581i,0.0019152-0.00071587i,0.00098558-0.00031367i,9.6808e-05+0.00022041i,0.00010952-0.00040285i,-4.0466e-05-0.00086407i,-0.00033295-0.00097665i,-7.7655e-05-0.00061555i,-0.00034458+0.00072098i,-0.0008738+0.0012627i,-0.0010816+0.00081052i,-0.0005699+0.00065613i,0.0001061+0.00035994i,0.00052652+0.0001422i,0.00061085+0.00066298i
0.00062626+0.00037048i,0.00035874-0.00038396i,0.0016204-6.494e-05i,0.0013018+0.00012961i,0.00067352-0.0006989i,0.00044261+0.00028708i,0.0003914+0.00056339i,0.0014896-0.00011503i,0.0015004-2.9187e-05i,0.00029237-0.00054718i,-0.0005928-0.00097491i,-0.00037724-0.0003855i,-3.7039e-06+0.00015911i,-0.00059959-2.9255e-05i,-0.00060392-0.00014436i,-0.00043478-0.0004495i,-0.00030586-0.00091484i,0.00022729-0.00045858i,4.5194e-05+0.00041182i,-0.00020766+0.00058516i,-0.00012196+0.00048086i,-0.00020355+0.00063767i,0.00023253+0.00044489i
-0.00085472+0.00082126i,-0.00032509+0.00025416i,0.0012337+7.1053e-05i,0.0030935+0.00079454i,0.0034096+0.00090256i,0.002245+0.00051463i,0.0012423+0.00068255i,0.00090633+0.00039716i,0.0013174-7.1081e-05i,0.001522-0.00048154i,0.0011155-0.00073908i,0.00088549-0.00073422i,0.00058846-0.0010447i,-0.00012297-0.00081283i,-0.00076293-0.0011109i,-0.0010429-0.0014116i,-0.00071641-0.0011054i,-0.0002247-0.0005509i,-0.00023734+5.5464e-05i,0.00010433+0.00037337i,-2.3793e-06+0.00077565i,-0.00045865+0.00092562i,5.0173e-05+0.00060137i
-0.00019001-0.0011578i,0.00079151+0.00053944i,0.00053463+0.0013941i,0.00048518+0.0010398i,0.00085988+0.0010306i,0.00090503+0.0016784i,7.1072e-05+0.0011802i,6.7829e-05+8.2456e-05i,0.00093901-0.0006134i,0.0013708-0.00064468i,0.00075775-7.7586e-05i,0.0001558-0.00023744i,-0.00019085-0.0010439i,-0.00031682-0.0013227i,-0.00013906-0.0010761i,-0.00057223-0.0011941i,-0.00084395-0.00064657i,-0.000831-0.00019747i,-0.00090957-0.0003i,-0.00035236+0.00022677i,0.00055903+0.00019694i,0.00076929-0.00062855i,0.00033187-0.00024162i
-0.00068145+0.00091881i,0.00023253+0.0010305i,0.0019791+0.0017648i,0.0034073+0.00088751i,0.0041305+6.0678e-05i,0.0036562-4.2543e-05i,0.0025891-0.00032424i,0.0013567-3.6965e-05i,0.00071028-6.9299e-05i,0.0009153-0.00054128i,0.00040535-0.00043697i,-0.00065851+0.00018286i,-0.0013834+0.00049713i,-0.0013582-0.0002828i,-0.00056972-0.00097039i,-0.00020199-0.00039044i,-0.00062541-0.00027531i,-0.000939-0.00066076i,-0.00029471-4.7833e-05i,0.00030793+0.00050201i,0.00012543+0.00032241i,-0.00010229-0.00010963i,0.00038378-0.00028222i
0.0010728+0.00077608i,0.0012558-0.00041838i,0.0017592-0.00097402i,0.0015122-0.0009349i,0.0013296-0.0013654i,0.00046971-0.00055734i,0.00039037+0.00041323i,0.00094801+0.00018177i,0.00031105-0.00035298i,0.00066885-0.0010455i,0.0008535-0.0015082i,0.00022994-0.00068195i,-0.00039278+0.00011983i,-0.00030781+6.6739e-05i,0.00030925+3.7302e-05i,-2.2347e-05+0.00016898i,-0.00033615-0.00012459i,-9.4432e-05+1.4125e-05i,0.00014113+0.00017322i,-0.00015331-3.8493e-05i,9.5247e-06-0.000186i,2.5697e-05+7.5942e-05i,-2.0943e-05-5.6794e-05i
-0.0003331-0.00015941i,-0.00039601+0.00025679i,0.00071156+0.00144i,0.0018337+0.0019768i,0.0023987+0.00080307i,0.0021736-0.00021663i,0.00095389+0.00014079i,0.00094039-0.00046514i,0.001686-0.0013897i,0.0016218-0.0012583i,0.0011459-0.0012128i,0.0011967-0.001395i,0.0014116-0.00091858i,0.00056536-0.00028463i,-0.00020567-0.00012892i,-0.0001963-0.00044498i,-0.00036498-0.00023012i,-0.00075927-1.001e-05i,-0.00072923+0.00041429i,-0.00046335+0.00075409i,-0.00037293+0.00086731i,-0.00075136+0.00071501i,-0.00064462+0.00022613i
8.2864e-05-0.00046769i,-0.0002535+0.00034594i,0.00018812+0.0012642i,0.0016619+0.0016858i,0.0021296+0.0016109i,0.0014078+0.0018204i,0.00090458+0.0015466i,0.001371+0.00029181i,0.0010718+0.00019415i,0.00070508+0.00025998i,0.00083204-0.00050734i,0.00070572-0.00074349i,0.00065669-0.00012142i,0.00038646-0.00050459i,0.00025884-0.0011366i,0.00041208-0.00096899i,0.00041316-0.0011005i,0.00011237-0.00098913i,-0.00031205-0.00061299i,-0.00024285-0.00040728i,-0.00031195-0.00010875i,-0.00044363-0.00010414i,-0.0002224+4.772e-05i
-0.0012487+0.0015489i,-0.0010266+0.002193i,3.1206e-05+0.0018953i,0.0017677+0.0016342i,0.0026536+0.00076959i,0.0018943-0.00061817i,0.0012894-0.00023563i,0.0014079+0.00014849i,0.0012008-0.00078632i,0.00050184-0.0014047i,0.00063184-0.00099638i,0.00068674-0.00052317i,-3.139e-05-7.8754e-06i,-0.00030741+0.00053732i,-0.00035729-0.00013266i,-0.0008465+0.00012734i,-0.00083719+0.00079807i,-0.00062745+6.1966e-06i,-0.00060693-0.00035003i,-5.1707e-05-6.9275e-05i,3.4327e-06+0.00048913i,-0.00095855+0.00063039i,-0.00022666-0.00015874i
0.00081605+0.0019529i,0.00083832+0.0013212i,0.0011728+0.00079998i,0.0025428+0.00075091i,0.0034214+0.00029581i,0.0027429+3.2507e-05i,0.001605-0.00032442i,0.001105-0.00032857i,0.00078462+0.00037996i,0.00022679+0.00052313i,-0.00024821-2.2899e-05i,0.00012722-0.0010252i,0.00059154-0.0009686i,5.7077e-05-0.00013116i,-0.0007548-0.00031316i,-0.00036305-0.0010301i,-0.00035164-6.3282e-05i,-0.00094759+0.00055015i,-0.00089859+0.00017139i,1.4726e-06+0.00033638i,0.00025637+0.0002678i,-0.00063208+6.586e-05i,-0.00066588-0.00018277i
-0.0018037-0.0003067i,-0.0012694+0.00053308i,-0.00033159+0.0014711i,0.0011452+0.0015236i,0.0020441+0.001522i,0.0016236+0.0013349i,0.0009674+0.00014924i,0.000809-0.00059355i,0.00011302-0.001016i,-0.000665-0.00069811i,-0.00034662-0.00060056i,0.0001082-0.00074218i,0.00026509-0.00098231i,9.5159e-05-0.00075261i,-0.0004303-0.00043313i,-0.00073725-0.00056952i,-0.00050628-0.00033001i,-0.00083165-0.00020523i,-0.0013276-0.00010552i,-0.0009842+0.0011059i,-0.00070888+0.0017399i,-0.00041468+0.0014408i,0.00016461+0.0009604i
-0.00052532+0.00064407i,4.2331e-05+0.0016144i,0.00096287+0.0023478i,0.0022863+0.0017146i,0.003333+0.0018612i,0.0026411+0.0020198i,0.0018113+0.0011128i,0.0018875-0.00041664i,0.001891-0.0015951i,0.0015316-0.0016357i,0.00072928-0.0010142i,9.293e-05-0.0002172i,-0.00070614+6.7529e-05i,-0.00073882-0.00065847i,-0.0002732-0.0010263i,0.00018177-0.0010508i,0.00012304-0.0011587i,-0.00046576-0.0010482i,-0.00022008-0.00047231i,0.00026114-0.00010111i,-0.00058117-0.00016463i,-0.00095454+0.00035486i,-0.00081163+0.00016478i
0.0024511-0.00042378i,0.0015499-0.00073274i,0.0011915-0.0012538i,0.0011128-0.0012241i,0.0012107-0.0012483i,0.0013439-8.4445e-05i,0.0012828+0.0010347i,0.0011563+0.00030547i,0.00094147-8.8975e-05i,0.00024759-0.00046849i,-0.00095402-0.0010423i,-0.0013692-0.00014036i,-0.00064451+0.00083695i,0.00032612-0.00013962i,0.00016541-0.0011743i,-0.00038758-0.00034695i,-0.00052202+0.00021044i,-0.00013712-0.00020978i,0.000185-0.00031248i,-0.00010608+0.00071756i,0.00043645+0.00088132i,0.00069348+6.4955e-05i,8.3022e-05-0.0001866i
-5.1991e-05+0.0002625i,0.00059771+0.00072012i,0.0017854+0.0014757i,0.0020632+0.0016806i,0.0019046+0.0012754i,0.0013348+0.00028035i,0.001098-0.00064913i,0.0011609-0.001284i,0.0010444-0.0014835i,0.00014675-0.0010562i,-0.0005764-0.0002788i,-0.00083131+0.00018151i,-0.0009669-0.00025374i,-0.00040702-0.00057329i,-0.00054703+3.892e-05i,-0.0009715+0.00051198i,-0.0010917+8.6596e-05i,-0.00082903-0.00071747i,-0.00045206-0.00061605i,-0.00021136-0.00033739i,-0.00011759-0.00042387i,2.027e-05-0.00049496i,4.1124e-05-0.00074789i
0.0010107+0.00029494i,0.0019213+0.00012662i,0.002391+0.00035713i,0.0024356+0.00024828i,0.0018159-0.00084309i,0.0010725-0.0015316i,0.0012716-0.00023399i,0.0014124+0.00051762i,0.0013597-0.00030657i,0.00065714-0.00060271i,0.00016902-0.001124i,0.00023942-0.00065056i,0.00026376+0.00043295i,-0.00012567+0.00015142i,-0.00026084-0.00040301i,0.00051438-0.00047336i,-0.00016723-0.00047775i,-0.0015137-0.00089647i,-0.00022217-0.00074915i,0.00075962+0.00018432i,7.0003e-05+0.00019964i,0.00022891-0.00055974i,-0.00021665-0.00052707i
0.0014597+0.00068045i,0.00015769+0.00018876i,0.00030719+0.00025163i,0.0012315+0.00086099i,0.00095817+0.00089839i,-0.00011157+0.0012339i,-3.427e-05+0.0013876i,0.00053541+0.0013907i,0.00048781+0.00062503i,0.00010815+0.0001005i,-1.1877e-06-0.00037721i,0.0003926-0.0010088i,0.00054538-0.00080286i,0.0002628-0.00032534i,0.00019717-0.00026767i,0.00041722-0.00026073i,0.00041885-0.00021822i,-0.00067417-0.00024944i,-0.0015354-0.00030152i,-0.0004718-0.00039871i,-0.00019892-0.00023881i,-0.00082901-0.0005224i,-0.00039721-0.00075232i
-0.00018147+0.00070182i,-8.3277e-05+0.00068187i,0.00040602+0.00070888i,0.0021363+0.00093034i,0.0033822+0.0002157i,0.0031385-0.00026886i,0.0020875-8.7884e-05i,0.0010636+0.00021159i,0.00031371+0.00013128i,0.00045172-0.00075475i,0.00077459-0.00046763i,0.00060187+0.00011795i,0.00072881-0.0004742i,0.00075177-0.00072423i,-0.00064741-0.00043439i,-0.0020324-0.00048313i,-0.0012801-0.00093684i,-0.00066691-0.00060356i,-0.0007669-0.00010411i,-0.00018441+0.00011297i,0.00021058-0.00014461i,0.00033317-0.00080143i,0.00021547-0.00061723i
-0.0014775+0.00034633i,-0.0010817+0.0014509i,0.00083158+0.0017373i,0.0032657+0.0017113i,0.0037684+0.0021589i,0.0034769+0.0018098i,0.0027398+0.00036746i,0.0016263-0.00027392i,0.00035143-0.0006073i,-0.00035717-0.0017234i,-0.00012447-0.0016753i,0.00020595-0.00081579i,0.00060898-0.0012189i,0.0005136-0.00076525i,-0.00065636-0.00012928i,-0.0012385-0.00066287i,-0.00060762-0.00085051i,0.00026227-0.000425i,0.00085531+6.0235e-05i,0.00013102+0.00031335i,-0.0011164-8.511e-05i,-0.0010221-0.00036138i,-0.00043938+0.00011305i
0.0011846-0.00024269i,0.0014194+0.00021463i,0.0010026+0.00051736i,0.00066669-0.00040203i,0.00051265-0.0011306i,0.00037784-0.0014496i,0.00020767-0.00075003i,0.00073249-0.00046762i,0.0011525-0.0014731i,0.00037851-0.0022542i,-0.00062546-0.0015435i,-0.00084231-0.00030715i,-0.00010714+0.00089403i,5.5365e-05+0.00096725i,-0.00033178+0.00052353i,-0.00015199+0.00015917i,0.00024863+3.1371e-05i,-0.00095869+0.00071797i,-0.0017583+0.00020075i,-0.00053628-0.00075791i,1.8217e-05-0.0002777i,-0.00024811-0.0001227i,0.00024877-0.00044236i
0.00034775-0.00069092i,0.0001973-0.00080535i,0.00085579-0.0005559i,0.00087057-7.4925e-06i,0.00016651+0.00080536i,0.00030517+0.0010755i,0.0011578+0.0015233i,0.0019143+0.0013345i,0.001468+2.051e-05i,0.0010686-0.00041859i,4.0714e-05-0.00065084i,-0.00010237-0.00038237i,4.1869e-05+0.00024335i,-0.00030447-0.00012365i,0.00045728-2.4703e-05i,0.00065351+0.00018011i,-0.00025123-0.00023527i,-0.00096032-0.0010359i,-0.00071295-0.00099679i,-0.00056236-0.00018897i,0.00017785+0.0006515i,0.00078796+0.00094956i,0.00045139+0.00053383i
0.001226+0.00079772i,0.0012312-0.00010812i,0.0019261+0.00031107i,0.0025816+8.5199e-05i,0.0026038-0.00043207i,0.002179+1.4963e-05i,0.0014607+0.00028489i,0.0011848-5.7105e-05i,0.00052689-0.00086419i,0.00016258-0.0014129i,0.00017813-0.00083068i,0.0003889-0.00018122i,0.00051334-0.0003901i,0.00015027-0.00047745i,-0.00024351-0.00038089i,-0.00069483-0.0010335i,-5.7206e-06-0.00074857i,8.8491e-05-0.00011593i,-0.00035166-0.0003384i,8.8814e-06-0.00017229i,0.00040706+0.00012341i,0.00056393-4.9393e-06i,-0.0002344+9.6613e-05i
-0.00090997+0.00069295i,-0.00073728+0.0012133i,0.00064578+0.0011751i,0.0026269+0.0013903i,0.0029177+0.0011563i,0.0020759+1.6731e-05i,0.0013346-0.0011787i,0.0010351-0.0012638i,0.0013531-0.00076099i,0.0010149-0.0013937i,0.00030466-0.0017817i,-0.00036456-0.0011515i,-0.00031703-0.0012722i,-0.00016781-0.00079888i,-0.00038062-0.0010576i,-0.00062133-0.0021523i,-0.0011438-0.0019149i,-0.00068115-0.00097106i,-9.4021e-05+0.0002048i,-0.00075671+0.00050938i,-0.00090092-0.00013138i,-0.00042211+0.00014735i,-0.00038009+0.00057229i
0.00031374-0.00020167i,-0.0001192-0.00031683i,0.00011057+0.00011279i,0.0004435+0.00060682i,0.00052988+0.00078176i,0.00026886+0.00035426i,0.00062573+0.00035924i,0.0010279+0.00062973i,0.0014474-0.00028515i,0.00060928-0.0007139i,-0.00084131-0.00047194i,-0.0008639-0.00044993i,-2.0328e-05-0.00010789i,0.00050217-0.00064182i,0.00014347-0.00087099i,-9.2396e-05-0.00017463i,0.00020004-0.00014523i,0.00046506-0.00075166i,0.00029686-0.0010313i,0.00035418-0.00028764i,2.6785e-05+0.00033793i,6.1563e-06+1.2454e-05i,0.00051298-0.00026103i
0.00087894+0.00026595i,0.0011925+0.00014987i,0.0014991-4.4392e-06i,0.0016175-0.00020454i,0.0014697+0.00011117i,0.0016593+0.00041142i,0.0016894+0.00064991i,0.001579+0.00069699i,0.0016354-0.00014123i,0.00060894-0.0011612i,-0.00023101-0.001784i,-0.0001475-0.00099215i,-5.8199e-05-0.00072098i,-7.1625e-05-0.0010446i,-5.3301e-05-0.0010629i,0.00053091-0.00079733i,0.00028503-0.00067013i,-0.00030811+0.00023786i,-0.00087669+0.0010181i,-0.0016248+0.00085855i,-0.0010573+0.00040538i,0.00030982-7.8628e-05i,0.00056927-0.00032742i
0.00040847+0.00027879i,-0.00012782+0.00039717i,0.00067356+0.00045379i,0.0016515+0.00044533i,0.0020265+0.00062983i,0.0018518+0.0015542i,0.0018174+0.0014733i,0.001299+0.00065479i,0.0011207+0.00012069i,0.00088698+0.00025882i,-2.5246e-06+0.00010505i,0.00022266-0.00054994i,0.00072193-0.00063741i,0.00097842-0.00012298i,0.00091424+0.00065132i,-0.0001421+0.00012444i,-0.00097847-0.00013076i,-0.00099957+0.00034783i,-0.0011546+0.00021393i,-0.0006511+0.00029724i,0.00024115+0.00022162i,-4.0779e-05-0.00012596i,-0.00086263+0.0007103i
-0.0020293+0.0014659i,-0.0022187+0.0012862i,-0.0014626+0.0016894i,-6.3625e-06+0.001208i,0.0016783+0.00099902i,0.0019702+0.00059374i,0.0014864-0.00043563i,0.001163-0.00015248i,0.00079148-7.7816e-05i,0.00038698-0.0004016i,0.00034251-0.0010326i,0.0010245-0.00077338i,0.0011117-0.00019859i,0.000391-0.00010547i,-0.00045686-4.6252e-05i,-0.00040094-0.00032582i,-0.00032369-0.00011316i,-0.00051076+0.0002603i,0.000327+0.0001589i,0.00071724-0.00019366i,0.00093384+0.00011719i,0.00083178+0.00035258i,0.00050433+0.000292i
-0.00019359-0.0004603i,0.00037878+0.00037258i,0.00043344+0.00095939i,0.00068967+0.0019675i,0.0010625+0.001949i,0.00084693+0.001153i,0.00056147+0.0006774i,0.0014222+0.00018528i,0.0020675-0.001015i,0.0015717-0.0015896i,0.00080895-0.0011903i,0.00021681-0.00059481i,-0.00052243-0.00021782i,-0.00072605-0.00035519i,-0.00042989-0.00049706i,-0.00092108-0.00020498i,-0.00090007+1.3912e-05i,-0.00050927+9.8008e-06i,-0.00063417+0.00055909i,-0.00064653+0.00059768i,2.0616e-05+0.00061035i,0.00053744+0.00035386i,0.00076026-0.00038956i
-0.00054523-0.00034196i,-0.00011253+0.00025191i,0.0011317+0.00017929i,0.0019431+0.00043405i,0.0012988+3.226e-05i,0.00049822-0.00039024i,0.00049729+0.00062695i,0.00091602+0.0010667i,0.00081646-0.00039487i,-0.00011993-0.001297i,-0.0012564-0.0010964i,-0.0010096-0.00060945i,4.6493e-05-0.00056423i,0.00064955-0.0010173i,0.00089011-0.0010193i,0.00090116-0.00032131i,0.00012742+0.00037338i,-0.0010651+0.00015658i,-0.0015861-8.6853e-05i,-0.00088006-0.00038892i,0.00011696+6.4693e-05i,-2.257e-06+0.00035217i,-0.00011366+0.00020017i
-0.00091764+0.00014922i,-0.00089426-3.0294e-05i,-0.00037884+0.001562i,0.00066559+0.0030822i,0.0013184+0.001931i,0.00071847+0.0013603i,0.00063264+0.0015134i,0.00065219+0.00071644i,0.00089405-0.00066205i,0.00087556-0.0012403i,0.00039314-0.00062672i,9.8913e-05-0.00016596i,-0.00010262-0.00012685i,0.00020083-0.00040294i,0.00026467-0.0008613i,-0.00015612-0.00096363i,-0.00087973-0.00070259i,-0.00089376-0.00090895i,0.00052853-0.00091011i,0.00083681-0.00015549i,-0.00011691+1.6847e-05i,-0.0002258+0.00019782i,6.4396e-05+0.00026648i
-3.4862e-05-0.0019294i,-0.00028923-0.00097584i,4.1468e-05+0.00017652i,0.0010243+0.00045371i,0.0020099-3.8715e-05i,0.0025204-8.426e-05i,0.0019829+0.00030848i,0.0012337-8.9639e-05i,0.0010005-0.00097353i,0.00073228-0.00081039i,0.00070451-0.00017375i,0.00093426-0.00036636i,0.00027229-0.00097967i,0.00019107-0.00068307i,3.798e-05+4.8024e-05i,-0.00037515+0.00037577i,-0.00022653+0.00049921i,-0.00023093+0.0003987i,-6.105e-05+0.00030269i,-0.00027535+0.00060647i,-0.00055626+0.00053546i,-0.00013616-5.6707e-05i,0.00055128-6.3106e-05i
0.00056383+0.00051599i,0.0004091+0.00025604i,3.3239e-05+0.00023359i,0.0013207+0.00011953i,0.0022457+0.0001038i,0.0017041+0.00064434i,0.0011899+0.00033787i,0.0013015-0.00041874i,0.0011268-0.0014126i,0.00068418-0.0013132i,0.00064239-0.00066655i,0.00017503-0.0006553i,-0.00029484-0.00076835i,-0.00041086-0.00081337i,-5.9763e-05-0.00079175i,-0.0003613-0.00094192i,-0.00067147-0.00014272i,-0.00051856+0.0010367i,-0.00026525+0.00074547i,-0.00033793+0.00056447i,-0.00019299+0.0012643i,-2.021e-05+0.0015049i,-0.00022077+0.0010591i
-5.3701e-05-0.0006502i,0.00057752-0.00060135i,0.0010572-0.00032835i,0.0018094+0.00089827i,0.0015041+0.0010858i,0.00025412+0.0006031i,0.00011443+0.00029366i,0.0011646-0.00041049i,0.0014005-0.00062517i,0.00049652-0.00041955i,0.00028433+2.5236e-05i,0.00064798+0.00050901i,0.00040429+0.00047063i,-0.00021768+0.00020752i,-0.00094403+2.3461e-05i,-0.00083516-0.00016272i,-0.00020715+0.00030718i,-4.5694e-05+0.00084729i,-0.00019288+0.00026897i,-0.00058589-1.4527e-05i,-0.00016925+0.00012128i,0.00023589-0.00033184i,-0.00023832-0.00088775i
-0.00048296-0.00083332i,-0.00073234+2.8426e-05i,-0.00019583+1.4429e-06i,0.00093968+0.00034323i,0.0007509+0.00145i,0.00025333+0.00073131i,0.0010836-0.00050597i,0.0017541-0.0002183i,0.001318-0.00078035i,9.5778e-05-0.0013476i,-0.00070871-0.00053626i,-0.00020467+0.00014298i,-5.401e-06+0.00060735i,0.00011412+0.00033652i,0.00010552-0.00053771i,6.1785e-05-0.00063048i,0.00039887-0.0001755i,0.00010788+0.00028241i,-0.00042732+0.00034815i,-2.3803e-05+0.00047757i,0.00049242+0.0001533i,0.00057064-0.00062043i,0.00044455-0.0011639i
0.00061506-0.0014874i,0.00072826-0.0014646i,-0.00015047-0.0013601i,0.00013759-0.00054309i,0.0015709-0.00026184i,0.0018093+7.0943e-05i,0.0020243+0.00042976i,0.0020102+0.00035663i,0.0012918-0.0010987i,0.00074662-0.001986i,0.00036286-0.0013954i,0.00019473-0.00017461i,4.0078e-05+0.00039364i,-0.0003981-0.00016251i,-0.00028811-0.00094815i,0.0003302-0.0010764i,-1.324e-05-0.00089233i,-0.00090967-0.00094581i,-0.00091319-0.00083228i,-0.0011817-0.00088727i,-0.00017967-0.00073425i,0.00068179-0.00012078i,-0.00017499-9.6031e-05i
0.00014243+0.0015767i,-4.0102e-05+0.0013035i,0.00074094+0.0012992i,0.001234+0.0022386i,0.0017318+0.0022204i,0.0018092+0.0017173i,0.00094171+0.0015449i,0.00081434+0.00055142i,0.0010323-0.00034037i,0.00085538-0.0006537i,0.00038869-0.00052778i,0.00016749-0.00047107i,0.00025557-0.00054474i,2.0113e-05-0.00021713i,0.00010369-0.00013339i,0.0001189-0.00050021i,-2.028e-05-0.00048418i,3.4276e-05-0.00013585i,-0.00069266+3.3758e-05i,-0.0016281-0.00040508i,-0.0010575-0.0007073i,-0.00011595-0.0006481i,0.00016283+0.00023865i
-0.0009015-0.0004136i,-0.00086944-0.00096788i,-0.00039137+0.00029839i,-7.4708e-06+0.0011158i,0.0008235+0.00080536i,0.00042855+0.00063149i,-0.00068467-0.00013746i,-0.00075884-0.00071897i,-0.00023246-0.00092538i,6.3055e-05-0.00070514i,0.00027088-0.00031165i,-7.9553e-05-0.00074245i,-0.00037317-0.00050333i,-9.925e-05+0.00022298i,0.00027654-0.00023871i,-3.1359e-05-0.0009915i,0.00010373-0.0015768i,0.00043113-0.0011242i,-0.00014322-0.00028214i,-0.00038665-0.00039982i,-0.00033238-0.00038004i,0.0002294+2.5361e-05i,0.00079433+0.00090717i
-0.00049601-0.00031051i,-0.0011729-5.5305e-05i,0.00044683+0.00010308i,0.0020063+0.0007197i,0.0010021+0.001439i,0.00031086+0.0012496i,0.0011275+0.00083331i,0.001878+2.1951e-06i,0.0013671-0.0009515i,0.00056395-0.0020457i,-0.00014705-0.0014618i,-0.00052931+0.0003637i,-0.0003297+0.00033837i,0.00028327+8.828e-05i,0.00023006+5.4432e-05i,-7.7629e-06-0.00087174i,-0.0001915-0.00098226i,-0.00039458-0.00034994i,-0.00057223+0.00021836i,-0.00062461-3.716e-05i,-0.00020702-0.00062327i,0.00019241-0.00027967i,6.0078e-05+0.0007096i
-2.7574e-05+0.00099267i,-0.00053491+0.0020057i,0.00038344+0.0024058i,0.0023461+0.0019559i,0.0030364+0.001182i,0.002935+0.0005226i,0.0025717+0.00056781i,0.002053+0.0010237i,0.0018116+0.00031986i,0.0019642-0.00057229i,0.0013147-0.00051635i,0.00074802-0.0004706i,0.0010561-0.00069043i,0.00047363-0.00076552i,0.00026923-0.00068709i,0.00029137-0.00090278i,-0.0011278-0.00075982i,-0.0017181-0.00061181i,-0.00092749-0.00058898i,0.0003386+0.00031977i,-0.00011512+0.00071139i,-0.00083445+0.0004174i,-0.00019307+0.00057439i
0.00049374+0.00061326i,0.001446+0.0005993i,0.0019231+0.00045926i,0.0025303+0.00052601i,0.0021728+0.00022992i,0.00087518-6.8612e-05i,0.001101-0.00022612i,0.001693-0.00058508i,0.0010031-0.00048101i,0.00081918-0.00090781i,0.00024704-0.001259i,-8.9781e-05-0.0007305i,0.00043463+0.00044357i,0.00074042+0.00077014i,0.00080299+4.4593e-05i,0.00061667-0.00051146i,0.00062846-0.0006946i,0.00050263-0.00030998i,-0.00017862+0.00080438i,7.3543e-05+0.0014561i,0.00014527+0.0012192i,-6.2966e-05+0.0010472i,-0.00015105+0.00033358i
0.00092264+0.0011702i,0.00093242+0.0011832i,0.0018553+0.00069815i,0.0026778-9.7801e-05i,0.0020599-0.00021699i,0.00093172-0.00048947i,0.0011196-0.00056828i,0.0020376+0.00056696i,0.0025188-0.00033714i,0.002064-0.0019536i,0.00067985-0.0016144i,-0.00045801-0.0004475i,-1.3979e-05-0.00012513i,0.00088787+2.0277e-05i,0.00041327-0.00014764i,-4.3532e-05-0.00030952i,-0.00028466+7.2363e-05i,-0.0007712+1.3509e-05i,-0.0011687-2.3446e-05i,-0.00040712+0.00024149i,6.3759e-05+6.7584e-05i,-0.00042102+2.363e-05i,-0.00050706-0.00035979i
