-0.0045691-0.00059405i,-0.0050556-8.012e-05i,-0.0046594+0.0017855i,-0.0021216+0.0019075i,-0.00018794+0.0028596i,6.8521e-05+0.003608i,-0.0002996+0.0027979i,-2.1115e-05+0.0018325i,0.00054883+0.0012121i,0.00042359+0.00030959i,0.0010342-1.4361e-05i,0.00098273-0.0010922i,-0.00015615-0.0022095i,-0.0013226-0.0013164i,-0.0020316-0.00095355i,-0.0011193-0.0016152i,0.000202-0.0017168i,0.00057029-0.001305i,0.00034394-0.00033512i,0.00013288+0.0001732i,0.00084742-0.00020361i,0.00091166-0.0011023i,0.00018365-0.0016745i
0.00097918+0.00025016i,-0.00045525-9.5877e-05i,-0.00075067+0.00051649i,-0.00030479+0.00047056i,-0.00024267-8.1338e-05i,-0.00083203-4.7448e-05i,-0.00095955+0.0005784i,-0.00035125+0.00011776i,-0.00046903-0.00065869i,-0.00051239-0.00048202i,-0.00017788-0.00058027i,-0.00094151-0.00034869i,-0.0011933-8.4863e-05i,-0.00024122+0.0002387i,3.722e-05+0.00049018i,-0.00052574+0.00022086i,-0.00028452+0.00018839i,4.6151e-05+5.6982e-05i,0.00017905-0.00066287i,0.00017623-0.00094158i,0.00023909+6.0169e-05i,0.00058199+0.00040476i,0.00045251-0.00037182i
-0.00024628-0.00031736i,-0.00021765-0.00050487i,-0.00024737+1.4591e-05i,0.00065277+2.5073e-06i,0.0010869+0.00015592i,0.00042341+0.0005645i,-0.00016291+0.00050741i,-0.00041868+8.6369e-05i,-0.00017441-1.743e-05i,0.00023955+0.0003446i,4.0199e-07-0.00026422i,-0.00049558-0.0003585i,-0.0008656+0.00023434i,-0.00042603+0.00026879i,-0.0001961+7.3915e-05i,-0.00017169+0.00022237i,-0.00022816+0.00038455i,-0.00014444+0.00045978i,0.00025898+0.00022838i,0.00037576+0.00025031i,0.00021205+0.00023398i,-0.00015153+0.0006543i,-1.4244e-05+0.0010628i
-0.00041617+0.0004927i,-0.00025486-0.00036585i,-0.00023479-0.00085595i,0.00032047-0.0008972i,0.00045311-0.00019336i,-0.00034045+0.00050086i,-0.0007896+0.00023537i,-1.557e-05-0.00055544i,-0.00014459-0.00078739i,-0.0010932-0.0009693i,-0.00063299-0.0011864i,-0.00054778-0.00054482i,-0.00063429+0.00016233i,3.9443e-06+0.00037058i,0.00037431+0.00046656i,0.00075665+0.00065252i,4.3872e-05+0.00047083i,-0.00089497+0.00047738i,-0.00095861+0.00011555i,-0.00027319-0.00058051i,0.00046791-0.00012539i,8.6046e-05+0.00067057i,0.00046674+0.00059392i
-0.00031784-0.00037364i,-0.00074008-0.00093803i,-0.00060799-0.001124i,-0.00031424-0.0011433i,0.00012483-0.00014227i,0.00086732+0.00089456i,0.00045607+0.0010911i,-0.00090105+0.00071841i,-0.00086869+1.8428e-05i,-0.00059568-0.00046667i,-0.00096817-0.00051443i,-0.00066896-0.00050674i,-0.00023278-3.0002e-05i,0.00042821-0.00023585i,0.00067003-0.00088037i,0.00017232-0.00051094i,-0.00010105+0.00012675i,5.3256e-06-3.8149e-05i,-8.3563e-06-0.00012526i,-2.9339e-05+0.00014748i,-0.00039117-0.00017069i,-0.0006154-0.0005116i,-0.00096201-0.00043741i
-0.0012917-0.0010066i,-0.00072661-0.00012774i,-0.00036599+0.00021473i,0.00012725+0.00093774i,0.00011266+0.00043459i,-0.00061322+7.6167e-05i,-0.00071816+8.3116e-05i,-0.00044851+0.00018522i,-0.00040368+0.00038897i,-0.00050709+0.0005385i,-0.00072671+0.00074539i,0.00032954+0.00072083i,0.00060219-0.00011582i,-0.0004273-0.0012345i,-0.00081425-0.0010794i,-0.0002087-0.00039502i,0.00017768-8.8189e-05i,-0.00016034+0.00048984i,-7.196e-05+0.00052632i,0.00076021+0.00024614i,0.00098611+3.0315e-05i,0.001188-0.00022998i,0.00053698-0.00011401i
-0.0010754-0.0010814i,-0.0014339-0.0013223i,-0.0023444-0.00011492i,-0.0013051+0.0017781i,0.00014718+0.0017674i,0.00030402+0.0015594i,-0.0003089+0.0020505i,-0.00052335+0.0015608i,-0.00074465+0.00082545i,-0.00082935+0.00035959i,-0.00039172-0.0003669i,-0.00014347-0.00066417i,-0.00072563-0.00053116i,-0.00048118+0.00028837i,0.00026222+0.00092565i,0.00038796+0.00023965i,0.00018861-0.0004712i,-0.00016446-0.00053602i,-1.4255e-05-1.3446e-05i,0.00013195+0.00019807i,0.00031472-3.0538e-05i,0.00051968-0.00060612i,0.00014903-0.00048099i
0.00087621-0.00027641i,0.0006267-0.0010658i,0.00066513-0.001378i,0.00067831-0.0017195i,-0.00018641-0.0017537i,-0.0007553-0.0014927i,-0.00033441-0.00045891i,0.00024318-0.00010668i,0.0008018-9.0346e-05i,0.0014024+0.00017419i,0.00097725-0.00018181i,0.00039069-0.00064169i,0.00048769-0.00083442i,0.00025287-8.3817e-05i,-0.00026491-0.00029321i,-0.00048429-0.0012687i,-0.00085008-0.00073076i,-0.00045161+0.00031823i,0.000204+0.00069315i,0.00043073+0.0013217i,0.0003237+0.0015327i,-0.00046919+0.00088703i,-0.0006809-3.1592e-06i
5.9013e-05+0.00079817i,0.00011973+5.0977e-05i,-0.00050179-0.00079985i,-0.00046869-0.00069757i,-0.00021215-0.00084324i,8.6419e-05-0.00040361i,-0.00019132+0.00075944i,-0.00039302+0.0012196i,-0.00052746+0.0010031i,-0.00025748-3.8647e-05i,0.00025975-0.00088599i,0.00015692-0.00034884i,-8.4731e-05-7.5978e-05i,-8.1902e-05-0.00059326i,0.00031951-0.00066849i,0.00032538-0.00083435i,-0.00012391-0.001077i,-0.0002759-0.00046794i,-7.0274e-05-0.00052094i,-0.00014059-0.00037482i,-0.00036903+0.00061855i,-0.00084096+0.00066633i,-0.001172+0.00012763i
0.0019308-0.0013767i,0.0015736-0.0024537i,0.00072333-0.0023815i,0.00046823-0.00097694i,0.00074109+9.74e-05i,-0.00017217-0.00030707i,-0.0008175-0.00067232i,-0.00029944-6.0835e-05i,5.8499e-06+0.00020327i,-0.00037258-0.00049484i,-0.0003129-0.0004941i,-0.00061157-0.00037788i,-0.0003516-6.4622e-05i,0.00052365+0.00042758i,0.00058226+0.00045578i,0.0003974-0.00018417i,-1.7802e-05-8.3147e-05i,-0.00013308+0.00071801i,-2.9422e-05+0.00085617i,-0.00025804+0.00052319i,-1.9794e-05+0.00029096i,0.0010995-0.00081984i,0.0010812-0.00075064i
-0.00022749+0.0016824i,-0.0012184+0.0020376i,-0.001109+0.001552i,0.00042092+0.0009013i,0.0017708+0.00040072i,0.0011414+0.00064847i,-0.00029856+0.00038739i,-0.00095971-0.00020701i,-0.00086879-0.00043333i,-0.00032796-0.00027829i,0.00024895-0.00010687i,-8.7631e-05-0.00034885i,-0.00026471-0.00030906i,-6.8453e-05+0.00032774i,-0.00056922+0.00014626i,-0.00089231-0.00075512i,-0.00092715-0.00068155i,-0.00062435-7.5453e-05i,-4.1878e-05+0.00059404i,-0.00060384+0.00075078i,-0.00097897+0.00049716i,-0.00084876-0.00014295i,-0.00056786-0.00066171i
0.0014675-0.0020393i,-8.7969e-05-0.0021798i,-0.0014917-0.0018658i,-0.00064177-0.00078189i,0.0009495+0.00063061i,0.00095897+0.0010567i,0.00057779+0.00073623i,0.00022959+9.4218e-05i,-0.00056552-0.0002426i,-0.00029436-0.00019193i,0.00020093-0.00036985i,0.00028363-0.0002332i,-0.00017246-0.00048671i,-0.0010444-0.0007323i,-0.00073995+0.00014424i,-0.00021233+0.00059064i,-0.00034455-0.0002005i,-0.00054124-0.00071864i,-0.00033124-0.001165i,-3.2105e-05-0.00096478i,-0.00071322-0.00011721i,-0.00062054-0.00024047i,0.00035715+9.4249e-06i
-0.00028757-0.0001681i,-0.00059998-2.5232e-05i,0.0006335-5.0023e-05i,0.0016712-0.00013274i,0.0018842-0.00027572i,0.0012509-0.0010249i,6.7245e-05-0.00072441i,-0.00099219+0.00012135i,-0.00095287+0.00026915i,-0.00028887+0.00040362i,-0.00077066+4.1697e-05i,-0.00083749+4.0425e-05i,-6.9352e-05+6.2361e-05i,0.00064535-0.00037594i,0.00058779-0.00049664i,0.00054011+0.0002233i,0.0004182+0.00036558i,0.0001339-0.00012557i,-1.2554e-05-0.0003028i,0.00032274-0.00029015i,0.00040539-0.00019763i,-0.00028035+0.00069326i,-0.0005098+0.00097286i
-0.001531+0.00014811i,-0.0031701+0.00020348i,-0.0025597+0.00078672i,-0.0011632+0.00084206i,-0.00012503+0.0007531i,-0.00027925+0.00087185i,-0.00057114+0.00080038i,-0.00046697+0.00073434i,-0.00038827+0.00043815i,-0.00013026+0.00090838i,4.2546e-05+0.00049491i,7.5701e-05-3.7903e-05i,0.00055605+0.00052125i,0.00028707+0.0008526i,-4.9733e-05+0.00054091i,0.00029191-7.8262e-05i,0.00011921-6.2336e-05i,-0.00033952+1.2873e-05i,-0.00053134+0.00040258i,-2.337e-05+0.00095199i,0.00090569+0.00053857i,0.00085744-0.00043422i,-3.8545e-05-0.00033951i
-0.0010683-0.0011096i,-0.0010518-0.0011465i,-0.00070626+0.00023635i,0.0009049+0.0016188i,0.0011575+0.0018987i,0.00089985+0.0014532i,0.00099096+0.0013736i,0.00067714+0.00082493i,-0.00011944+4.1272e-05i,-0.00068387-0.00038519i,-1.94e-05-0.00027815i,0.00052993+5.3226e-05i,0.00032695+0.00019737i,0.00013222-4.3005e-05i,0.00013485-0.00044175i,-0.00021987-0.00038495i,-0.00028419+0.00044097i,-3.0698e-05+0.0011052i,0.00027834+0.0012335i,0.00034627+0.00099167i,-0.00017821-0.00022414i,-0.00055183-0.0011063i,-3.7084e-05-0.00035469i
-0.00070679-0.00073778i,-0.00085511-0.00010376i,-0.0013716+0.00048446i,-0.00084482+0.0010742i,-0.00019268+0.0013124i,-0.00069627+0.00077385i,-0.00086841+0.00038617i,-0.00054543+0.00038386i,-0.00019972-0.00018831i,0.00076493+0.00016942i,0.00041777+0.00037973i,-0.00017034-0.00052785i,3.4534e-05-3.4417e-05i,0.00043577+0.00044248i,0.00061162+0.00014234i,0.00093441-0.00025887i,0.00057696-0.00052635i,0.00025824+0.00046609i,-0.00025689+0.0011511i,-0.0013015+0.00033286i,-0.001054+0.00012019i,-9.5629e-05+0.00050622i,0.00060147+0.00032839i
0.00053639-0.0012467i,-0.00092463-0.0021416i,-0.001894-0.0015969i,-0.00133-0.00163i,-0.00021585-0.0017914i,0.00033938-0.00065654i,0.000588+0.00023203i,0.00068103+0.00016848i,0.00042446+0.00027648i,-0.00050175+0.00063513i,-0.0011904+0.00027956i,-0.00065515+0.00039961i,4.7073e-05+0.00072563i,0.00028188+0.00051531i,-0.00020988+0.00048705i,-1.1803e-05+2.5807e-05i,0.00038019-0.00041971i,0.00016871-0.00035435i,0.00069916-0.00011158i,0.0007631-0.00010733i,0.00035991-0.00051266i,0.0011177+7.0007e-05i,0.00091499+0.00087365i
-6.4873e-05+2.7535e-05i,0.00071414-0.00031238i,0.00091675+0.00054785i,0.00098338+0.0011735i,0.00088571+0.00058584i,0.00044075+0.00034351i,-0.00023001+0.00094492i,-0.00032125+0.0016647i,-0.00032633+0.0011923i,-0.00082685-0.00018724i,-0.00045923-0.00024077i,0.00035022-0.00051603i,-7.6123e-07-0.0012778i,-0.00054438-0.00060548i,-0.00036433-2.0396e-05i,0.00023913-0.00022795i,-0.00072976-0.00037001i,-0.0013142+0.00021511i,-0.00013846+0.00068149i,0.00011261+0.00010089i,-0.00010127-0.00070724i,-0.0001061-0.00079364i,-0.000255+0.00042934i
-0.0016833-0.00026928i,-0.0017636+0.00015124i,-0.0015586-0.0002833i,-0.001299-0.00051011i,-0.00074551+0.00014666i,-0.00041714+0.00077126i,-0.00041483+0.00088129i,-0.00051094+0.00017341i,-0.00054791-0.00036175i,-0.0010125-0.00043575i,-0.00092289-0.00081385i,-0.00014233-0.00063046i,0.00043355+0.00067407i,-5.5274e-06+0.00078297i,-0.00011876+0.00030095i,0.00057037-8.1028e-05i,0.00083374-0.00086688i,0.0005973-0.00030459i,0.00075978+0.00045001i,0.0010187+0.0002483i,0.00049353+7.2635e-05i,-0.00016248+0.00035441i,-0.0003422-0.00011082i
-0.00032485+0.0001475i,-0.00036073-0.0010291i,-0.00026663-0.0017344i,0.00068133-0.00073931i,0.0012783-6.1607e-05i,0.00094056-2.6881e-05i,0.0012086+0.00011599i,0.0010763+1.7159e-05i,0.00079092-0.00012182i,0.00014376-0.00028492i,-6.7843e-05-0.00079696i,0.00019747-0.0012425i,-0.00028438-0.0010257i,-0.00059257-0.00064511i,-0.00022959-0.00023658i,0.00037792-7.7525e-05i,0.00034111+0.0001804i,-0.00022672+0.00017974i,-4.8151e-05+6.3031e-05i,-0.00010974-0.00056877i,-0.00030897-0.0006495i,-0.00015312-7.6166e-05i,1.0204e-05-0.00017608i
-0.00019922-0.0017481i,-0.0020562-0.0015375i,-0.0019626-0.00096015i,2.4836e-05-0.0002807i,0.00058907+0.000397i,0.00047953+0.00091577i,0.00020724+0.0010457i,-7.0479e-05+0.00083193i,1.0703e-05+0.00028664i,-0.00051273+0.0005642i,-0.00063161-0.00014689i,-2.9458e-05-0.0012932i,0.00067615-0.00069429i,0.00093173-0.00050534i,4.7939e-05-0.00030103i,-2.3436e-05+0.0005072i,9.5813e-05+0.0010699i,0.00011319+0.00090982i,0.00019587-4.8363e-05i,-0.00044984+0.00013663i,-0.00093166+0.00018239i,-0.00019649-0.00028114i,0.00079218+8.1972e-06i
0.00058643+0.00025399i,-0.00090856-0.00034452i,-0.00073764+0.00010854i,-0.00044555+0.00077839i,-0.00067144-0.000378i,-0.0012937-0.0006196i,-0.0013304-7.0133e-05i,-0.00034548+0.00023448i,-0.00035088+5.4859e-06i,-0.00018651-0.00081133i,-0.00021243-0.0012429i,-0.0012569-0.0009196i,-0.0010783-0.00091419i,-0.00014128-0.0011538i,2.0724e-05-0.00053753i,-0.00031716+0.00030668i,8.5738e-05+0.00017448i,0.00012961-0.00020207i,-5.6288e-05-0.00048547i,0.00013913-0.00071783i,-0.00020041-0.00023596i,-0.00028276+0.0002789i,-0.00020744+0.00019434i
-0.0012055+0.00020702i,-0.0019569-0.0012349i,-0.0023938-0.0019777i,-0.00074342-0.00087332i,0.00064625+0.00016638i,0.00082121+0.00018143i,0.00061332-0.00034489i,0.00028917+0.00015982i,-0.00087704+0.00038487i,-0.000952-0.00017876i,0.00021328-0.0003605i,0.0004931-6.0335e-05i,0.00021334+0.00042993i,-0.00025815+0.00073634i,5.1922e-05+0.00047899i,0.00030538-0.00037697i,-0.0002912-0.00070819i,-0.00071648+0.00033252i,-0.00035004+0.00034419i,6.0161e-05-0.00054058i,7.7167e-05-0.0004477i,0.00021307-0.00024329i,-0.00041856-8.4061e-05i
-0.0007448-0.0042265i,-0.00084-0.00266i,-0.00199-0.0015803i,-0.0013606-0.00056687i,0.00064501+0.00039384i,0.0012527+0.00080247i,0.0005516-0.00030046i,0.0003278-0.00095633i,-3.8517e-05-0.00012661i,-0.00032679+0.00018105i,-0.00031922+0.00029651i,-0.00026398+0.00057737i,0.00059345-1.716e-05i,0.00097818-0.00089581i,7.4869e-05-0.0012733i,-0.00015081-0.0010569i,-0.00053265+0.00086064i,-0.00059966+0.0016286i,1.2339e-05+0.0014347i,-4.6233e-05+0.0003804i,-0.00045165-0.00044199i,-0.00099341+0.00015556i,-0.00090442+0.00061374i
-0.00026062+0.00096059i,-0.00052008+0.0006998i,-0.00077707-9.6622e-05i,-0.0012569-0.00059702i,-0.00071573-0.0007179i,-0.00049608-0.00013527i,0.00029071+0.00065225i,0.0010013+0.00031672i,0.00057549-0.00037851i,-0.00024753-0.00035484i,-0.00075401-0.00030152i,-0.0010159-7.8749e-05i,-0.00084792-0.00016904i,0.00041002-0.00067197i,0.00090492-0.0004931i,0.00065663-0.00024237i,0.00046432+1.1655e-05i,-0.00016356-5.2466e-05i,-4.0222e-06-0.00047377i,0.00010862+0.00064364i,0.00021458+0.0019479i,0.00054125+0.00083763i,0.00074245-0.000364i
-0.00051629-0.00092404i,-0.00065072-0.002507i,-3.8198e-06-0.0018778i,0.0009392-0.0016357i,0.0012252-0.0013458i,0.00040429+1.18e-05i,-0.00022718+0.00031534i,-0.00020378+4.5771e-05i,-0.00044349-0.00023415i,-0.0005187-0.00027501i,-9.724e-05+0.00017901i,0.00035175+0.00030103i,6.2675e-05+0.00022711i,-8.947e-05-0.0001169i,0.00029657-0.00012151i,0.00045771+6.1087e-05i,0.00031483+0.00037476i,-0.00028116+0.0003358i,-0.00092976+6.2193e-05i,-0.00088347-5.3793e-05i,-0.00038093+0.00034539i,-0.00013447+0.0013888i,0.0004815+0.00094942i
-0.00112-0.00020459i,-0.0013114-0.00018464i,-0.0013253+0.0022564i,-0.0016795+0.0024322i,-0.0012493+0.0012996i,-0.0001371+0.0007368i,0.00018968+0.00061888i,-0.00029196+0.0010233i,-0.0010632+0.00080069i,-0.00088503+0.000323i,-0.00085225+0.00012702i,-0.0010402-0.00023916i,-0.00040443-9.5963e-05i,-3.3763e-05+0.00019511i,0.00044568-0.00011777i,0.0010573+0.00047874i,0.0011358+0.00099203i,0.00080356+0.00069304i,0.00055159+0.00065948i,0.00011365+0.00043801i,-0.00031685+4.5671e-05i,-0.00063248-2.0375e-05i,-0.00057185+0.00020568i
-0.00083548+0.00089052i,-0.00086469-0.00022192i,-0.00020829-0.00040469i,0.00084075+0.00016366i,0.0015185+0.00050546i,0.00052121+0.00018067i,-0.0006154+8.3268e-05i,-0.00094371-0.00017043i,-0.0009736-0.00016415i,-0.00033509+0.00091532i,0.00020347+0.00078756i,6.3234e-06-0.00010898i,-0.00059136-0.00025158i,-0.00080882+0.0003764i,0.00014219+0.00016606i,0.00077118-0.00078487i,0.00034703-0.00089129i,-0.00038399-6.9659e-05i,-0.00036916+0.00056218i,0.00073444+0.00035311i,0.00067925-8.3221e-05i,-7.9619e-05-0.00038798i,-1.7811e-05-0.00048442i
-0.0012612+0.00089955i,-0.00068863+0.0005088i,0.00016788+0.00041311i,0.0016755+0.00022192i,0.0028747-0.00037663i,0.0012743-0.00054022i,-9.1842e-05+0.00024121i,-0.00043393+0.00017375i,-0.00049738-0.0002787i,5.792e-05-0.00026884i,0.00084873+8.7696e-05i,0.0010062-3.007e-05i,0.00028736-0.00012559i,0.00025545-5.1103e-05i,0.00021874-0.00019635i,-0.00029062-0.00041474i,-1.7257e-05-0.00024006i,0.00065377+3.408e-06i,-0.00022219+0.00028395i,-0.0013457+0.00024881i,-0.0013882-0.00040443i,-0.0004265-0.00047418i,-0.00042816+5.1712e-05i
-0.0011528-0.0009363i,-0.0011338-0.0010207i,-0.00064172-3.8686e-05i,-0.00052809+0.0004917i,-0.0009859+0.00070011i,-0.00025041+0.0010772i,-0.00038031+0.00054464i,-0.00050998-0.00013671i,5.5705e-05+0.00010526i,0.00011586+0.00010105i,0.00065561-0.00011515i,0.00085924-0.00015265i,0.00046278-0.00056072i,0.00011067-0.0013515i,-0.00011137-0.0013419i,-0.00016353-0.00068822i,0.00023912-0.00035615i,0.00012076+6.0113e-05i,6.5658e-05+0.00037565i,0.00056494+0.00010495i,0.00099435+0.00051637i,0.0012905+0.00084011i,0.00031517+0.00066627i
-0.00064864-0.0018939i,0.00023933-0.0016551i,6.6295e-06-0.0012326i,6.5972e-05-0.00040556i,0.00077306+0.00022206i,0.00067319+0.00010658i,0.00017988+6.2092e-05i,-0.00057055+0.00033116i,-0.0010281+0.0002791i,-0.00011088+0.0002399i,-4.5815e-05+1.8663e-05i,-0.00061117-0.00082954i,-0.00086763-0.00041361i,-0.00124+0.00049317i,-0.00052168+3.1544e-05i,0.00082645-0.0004152i,0.00070645-0.00016286i,0.00019707+0.00012848i,-0.00021616+0.00022924i,-0.00021346+0.00024598i,0.00022696+0.00017742i,9.1477e-05+0.0003754i,3.8255e-05+0.00046332i
-0.0011964-0.0029364i,-0.0024254-0.0010392i,-0.0033005+0.00046271i,-0.0024041+0.00080553i,-7.9444e-05+0.00098294i,0.0016148+0.0013034i,0.0010992+0.00098308i,0.00017117-0.00040451i,-0.00082731-0.00080373i,-0.0015191-0.00014821i,-0.0009989+0.00042294i,1.0171e-05+0.00021176i,0.0003372-0.00045877i,0.00057793-0.00089403i,0.00042651-0.0017501i,-0.00039956-0.0024689i,-0.00027867-0.002032i,-0.00026985-0.0012354i,-0.0010306-0.00016004i,-0.0010728+0.00033373i,-0.00065369+0.00013234i,-0.00055036-4.5965e-05i,-0.00053327-0.00041458i
0.0014665-0.0014114i,0.0011686-0.0018823i,0.0006348-0.0019934i,-0.00021493-0.0010962i,-0.00067284-0.00047971i,-0.00013031-0.00015889i,0.00066262-1.4464e-05i,5.1596e-05+0.0008965i,-0.0011396+0.0012944i,-0.00079738+0.0014474i,-8.6632e-05+0.0012432i,0.00059939+0.00010273i,0.00099428-0.00059017i,0.00082194-0.0006742i,0.00087491-0.0005813i,0.00094236-5.1153e-05i,0.00060664+8.5803e-05i,0.0002633-0.00040368i,-0.00036322-0.00029938i,-0.00074048+3.9927e-05i,-2.6092e-05+0.00010083i,-0.00019471-7.3609e-05i,-0.00064799-5.746e-05i
-0.0026567+0.00014423i,-0.0032444+5.4462e-05i,-0.0028744+0.0012549i,-0.00082966+0.0027934i,0.00073063+0.0024557i,0.00065316+0.001092i,0.00042936+0.00031699i,0.00027717-0.00019536i,0.00057847-0.0005389i,0.0010301-0.00069756i,0.00031056-0.0010154i,-0.00064949-0.00053289i,-0.00099566+0.00039378i,-0.0014925-0.00020741i,-0.0012994-0.00077496i,-0.00065384+0.00011535i,-0.00056383-9.8964e-05i,-0.00064577-0.0003109i,-0.0008949+0.00076605i,-0.00022804+0.00021446i,0.00074846-0.00061696i,0.00069371-0.00046129i,4.0189e-05-0.00063017i
6.1114e-05-0.0012852i,-0.0011644-0.0017989i,-0.00081599-0.0012058i,-2.5981e-05-0.00020205i,0.00045646+0.00094744i,9.8767e-05+0.00095i,-7.4724e-05+0.00036096i,0.00075757+0.00067523i,0.00027185+0.00056855i,-0.0003686+0.00036613i,6.2871e-05-3.8183e-05i,0.00070539-0.00095522i,0.00086624-0.00058221i,0.00050663-0.00084667i,1.2737e-05-0.0017138i,-0.00027788-0.0012109i,-0.00059491-0.00050519i,-0.00076646-0.00076222i,-0.00070091-0.00064587i,-0.0007043-3.5094e-05i,4.0221e-05+0.00031717i,7.0219e-06+0.00081707i,-0.00077128-0.00030851i
-0.00066059-0.0023093i,-0.00037166-0.0017332i,-0.00070103-0.00050504i,-0.0005569+0.0003961i,4.0281e-05+0.00037807i,-0.00018092+0.00042841i,-0.00049956+0.00035965i,-6.269e-05+0.00011852i,-0.00020261-0.00018605i,-0.00057545+0.00022659i,-0.00083382+0.00087392i,-0.00082012+0.00095607i,-0.0005426+0.00039977i,-0.00023877-0.0005182i,-0.00013189-0.00098129i,0.00033546-0.00095415i,0.00078523-0.00070676i,0.00062349-0.00037888i,-0.00020291-0.00015198i,-0.00062586-0.00047622i,0.00011208-6.4538e-05i,0.00037218+0.00036143i,9.8936e-05-0.00066348i
-0.00018708-0.0013193i,-0.00075959-0.0026221i,-0.00092167-0.00081733i,-0.00029236-6.1758e-05i,0.00036139-0.0007193i,0.00051647-0.0007303i,-0.00010466-0.00021176i,-0.00096079+0.000246i,-0.0013406+0.00071732i,-0.0012179+0.0005069i,-0.00099207-5.0981e-05i,-0.0006523-0.00033173i,-0.0006896+0.00025545i,-0.0005088+0.00096847i,-0.00013518+0.00091402i,9.4759e-05+0.00089799i,1.9879e-05+0.00043833i,-0.00044263-8.36e-05i,-0.00088341-8.2598e-05i,-0.00083952+0.00024831i,-0.00040374-0.00011662i,0.00018598-0.00058705i,0.00052865+0.00025156i
-0.00054608-7.218e-05i,-8.3115e-05+0.0003215i,0.0005964+0.0008019i,0.0012282+0.00020673i,0.0016484-8.1946e-05i,0.00050998-0.00045849i,-9.8831e-05-0.00083163i,8.0446e-05-0.0011535i,0.00035866-0.0012912i,7.7977e-05-0.00088776i,-0.00013096-3.8e-05i,1.6457e-05+0.00079348i,0.00010846+0.0014937i,0.00046641+0.0015199i,0.00117+0.0011177i,0.00090636+0.00057277i,0.00067878+0.00043057i,5.5732e-05+0.00075553i,-9.1643e-05+0.00048918i,0.00012377+8.2315e-05i,0.00011183-0.00032651i,0.00020065-2.9835e-05i,-0.00049665+0.00040002i
-0.002048-0.0033505i,-0.0029555-0.0018322i,-0.0030249+0.00018358i,-0.001677+0.0014516i,-0.00011978+0.0011499i,0.00016535-0.00036713i,-0.00039398-0.0010308i,-0.00054912-0.00098277i,-0.00056597-1.4506e-05i,-0.00084187+0.00070005i,-0.00083508+0.00050317i,-0.0010656+0.00059074i,-0.00059901+0.00017383i,-6.8802e-05-0.00050939i,-0.00016901-0.0007547i,-0.00018437-0.00028432i,0.00018104+0.00010819i,0.00057914-0.00016711i,0.0001457-0.00027622i,-0.00092906+0.00011927i,-0.00077922+0.00040508i,0.0004915+0.00041312i,0.00078479+8.9439e-05i
0.00052081-0.0013738i,0.0014404-0.0028157i,0.0025151-0.0021193i,0.0018173-0.00021397i,0.00066809+0.00045466i,0.00061433+0.00066774i,0.00093544+0.0007363i,0.0012721+7.637e-05i,0.0005923-0.00024607i,-0.00025195-0.00039448i,4.274e-06-0.00061704i,1.349e-05-0.00062013i,-5.1621e-05-7.9092e-05i,0.00024206+0.00013907i,0.00031029-0.00057038i,0.00024852-0.0014095i,0.00063483-0.00068107i,0.00091626+0.00082025i,0.00028509+0.0010329i,7.339e-05+0.00070378i,0.0004084+0.00078091i,0.00033021+0.00034916i,-0.00031067-6.0711e-05i
-0.00093483+0.00068133i,-0.001215+0.0011948i,-0.0012218+0.0022232i,-0.00072597+0.0020368i,0.00058404+0.00094472i,0.00061264+0.00043301i,0.00054574+0.00053847i,0.0007896-5.4956e-05i,-1.6778e-07-0.0005775i,-2.2806e-05+0.00022528i,1.5701e-05+0.00095913i,-0.00075019+0.00072779i,-0.0015378+0.00071717i,-0.0015764+0.00039954i,-0.0010553-0.0006693i,-0.00068461-0.0016268i,-0.00037725-0.0016483i,-0.00043327-0.00079132i,-0.00052016+0.00013825i,-0.00059093+0.00072477i,-0.00038144+0.00065i,-0.00040775+0.00040531i,-0.00062889+0.00027477i
0.0015415-0.0014986i,0.0016337-0.0019532i,0.0016875-0.0016114i,0.0010633-0.0015232i,9.0647e-05-0.0019214i,-0.0012281-0.0010529i,-0.0014015+0.00087023i,-0.00061902+0.0012824i,-0.00081444+0.00030647i,-0.0005989-0.00025187i,-0.00062553+0.00017267i,-0.001178+0.00025078i,-0.0011946+9.5634e-05i,-0.00073879+0.00062233i,-3.3505e-05+0.0012219i,0.0003799+0.00052533i,0.00027779+0.00039737i,0.00024235-6.2451e-05i,0.0011242-0.00065589i,0.0014587-0.00044128i,0.0011954+0.00014812i,0.00089581+0.0012445i,6.7265e-05+0.0012244i
0.00018431-0.0017945i,-0.00035906-0.0008442i,-0.00144-0.00015347i,-0.00085532-1.1984e-05i,0.00056247+0.00020657i,0.00039342+0.00089975i,9.3092e-05+0.001223i,0.0007349+0.0011714i,0.00049781+0.00024658i,-0.00073012-0.00057052i,-0.0010146-0.00020757i,-0.00055559+0.00060972i,-0.00049412+0.00030327i,-0.00027028-0.00029427i,9.9906e-05-0.00017752i,0.00081808-0.00059446i,0.001017-0.00057673i,0.00060179+5.7955e-05i,0.00042189+0.00057854i,0.00066223-6.3726e-05i,0.00084633+4.6818e-05i,0.00092088+0.00011527i,0.00051707-0.00025187i
