-0.0020103+0.0018809i,-0.0020644+0.0012153i,-0.001588+0.001773i,-0.00022589+0.0020113i,0.0004721+0.0020373i,0.00081346+0.00046753i,0.00096982+2.5716e-05i,0.00056801+0.00014501i,0.00067722+0.00012484i,0.00052287+0.00088607i,0.00048837+0.00080947i,0.00084979+0.00032242i,0.00091416-9.7525e-05i,0.00060927+0.00019106i,0.00016188+0.00024044i,0.0001213+0.00023817i,-0.00049126+0.00048618i,-0.00047875-0.0004182i,0.00033132-0.00061091i,0.00045413-0.00039543i,-0.00034373-0.00028232i,-0.0011911-0.00031327i,-0.00022036-3.7671e-05i
0.25039+0.036545i,0.43195-0.12795i,0.40932-0.36333i,0.22914-0.37525i,0.13741-0.16256i,0.12119-0.054053i,0.058466-0.084001i,0.022092-0.075837i,0.031836-0.047799i,0.020098-0.018365i,0.02044+0.012159i,0.047363-0.010202i,0.048817-0.05816i,0.030279-0.066454i,0.020513-0.039261i,0.02285-0.014871i,0.026283-0.0092605i,0.017372-0.011777i,0.0026447-0.0090249i,-0.0014747-0.00041564i,0.0027831+0.0035919i,0.0049681-0.001441i,0.0047419-0.0045775i
-0.24686+0.095073i,-0.38388+0.27464i,-0.30974+0.39602i,-0.14283+0.28199i,-0.098739+0.10848i,-0.068999+0.065987i,-0.0075975+0.00097205i,-0.060625-0.10471i,-0.12945-0.098631i,-0.08166-0.055277i,-0.026308-0.051958i,-0.024926-0.031027i,-0.027747+0.013151i,-0.017612+0.039529i,-0.0076041+0.040347i,-0.0025271+0.033833i,0.0025067+0.025322i,0.0050553+0.012266i,0.00051957+0.0020027i,-0.0049112-0.0016823i,-0.0023416-0.0025115i,0.0078831-0.0047275i,0.016167-0.0084002i
0.26978-0.066505i,0.32847-0.18339i,0.091315-0.24698i,-0.22527-0.1964i,-0.29848-0.17106i,-0.23909-0.18552i,-0.19681-0.066537i,-0.11604+0.09927i,-0.033208+0.13225i,-0.019561+0.083571i,-0.027475+0.037857i,-0.034547+0.0034271i,-0.039719-0.014805i,-0.028833-0.018209i,-0.01296-0.018497i,-0.010134-0.021481i,-0.022345-0.016589i,-0.033933+0.0011085i,-0.030883+0.015568i,-0.017896+0.015402i,-0.0074764+0.009553i,-0.0057511+0.0066832i,-0.0076896+0.0052044i
-0.18659+0.01311i,-0.19946+0.054738i,-0.018028+0.086269i,0.17817+0.13022i,0.22432+0.21339i,0.22391+0.2461i,0.21923+0.15642i,0.19247+0.057573i,0.16558+0.012329i,0.11101-0.0056421i,0.048497+0.019689i,0.044768+0.052343i,0.069578+0.044703i,0.064194+0.022389i,0.036867+0.011055i,0.018243+0.0119i,0.015033+0.0093089i,0.013569-0.0013273i,0.011094-0.0085474i,0.0097116-0.0090145i,0.0053016-0.0037329i,0.0014034+0.0025374i,-0.0037809+0.00594i
0.11154-0.11883i,0.10892-0.13282i,0.056834+0.029366i,0.089621+0.25149i,0.16798+0.30793i,0.13885+0.21014i,0.092559+0.093421i,0.087813-0.023703i,0.04748-0.07039i,0.019091-0.028914i,0.022074-0.017688i,-0.004364-0.043769i,-0.046681-0.043028i,-0.062526-0.023068i,-0.05047-0.0051554i,-0.026793+0.005594i,-0.0052689+0.0083833i,0.0097163+0.0042488i,0.012691-0.0012154i,0.0088876+0.00096352i,0.0083891+0.004064i,0.0075375+0.00126i,0.0082503-0.0015629i
-0.2372+0.20836i,-0.29966+0.30766i,-0.22618+0.15666i,-0.12551-0.19615i,-0.10353-0.41452i,-0.099839-0.36831i,-0.11787-0.23117i,-0.19341-0.11397i,-0.22-0.037922i,-0.14497-0.01902i,-0.05629-0.029181i,-0.0041961-0.022919i,0.026647-0.007471i,0.039536-0.0062374i,0.03404-0.01362i,0.019218-0.021721i,0.0047696-0.025343i,-0.0018088-0.021641i,-0.0014833-0.017006i,-0.0057689-0.014055i,-0.012508-0.0085311i,-0.010162-0.001963i,-0.0019657+0.0039211i
0.23484-0.15524i,0.3908-0.28898i,0.42099-0.33963i,0.26087-0.29483i,0.041773-0.20921i,-0.089001-0.10177i,-0.096464+0.022461i,-0.010038+0.10622i,0.0613+0.095255i,0.038187+0.040189i,-0.02068+0.025117i,-0.042467+0.039677i,-0.031461+0.041859i,-0.006544+0.03357i,0.013086+0.020739i,0.012066+0.0094123i,0.00058393+0.0060487i,-0.0095712+0.0078482i,-0.011558+0.012508i,-0.0054177+0.012004i,-0.0021416+0.0039536i,-0.0053008-0.0020451i,-0.01019-0.0057975i
-0.10566+0.22221i,-0.17105+0.35701i,-0.2486+0.40327i,-0.26921+0.44144i,-0.14128+0.48316i,0.049903+0.38642i,0.14333+0.19011i,0.15219+0.055341i,0.14546-0.0099064i,0.10434-0.028158i,0.068919-0.0060464i,0.067895-0.0055587i,0.051641-0.026714i,0.016199-0.031077i,-0.0072577-0.017409i,-0.0088113+0.005137i,0.0039085+0.017788i,0.014535+0.010871i,0.012623+0.00056334i,0.0062966-0.00017946i,0.0085224+0.003246i,0.016777+0.0019863i,0.018831-0.0048538i
0.047244-0.31426i,-0.068304-0.50353i,-0.2023-0.45384i,-0.17159-0.22862i,-0.051117-0.10691i,-0.011099-0.094048i,-0.018388-0.065546i,-0.013762-0.049714i,-0.019-0.019819i,-0.0011767+0.042216i,0.024445+0.050334i,0.0039955+0.020212i,-0.025904+0.014396i,-0.030621+0.015347i,-0.025023+0.008667i,-0.01545+0.0037691i,-0.0067644+0.006561i,-0.0021589+0.019106i,0.0026819+0.023836i,0.0053348+0.013274i,0.0013728+0.0034703i,-0.0072757+0.0045587i,-0.013294+0.012757i
-0.004992+0.29683i,0.15115+0.5318i,0.40439+0.5298i,0.50585+0.22868i,0.35156-0.069355i,0.13562-0.15848i,-0.013431-0.11878i,-0.12026-0.034264i,-0.15358+0.0321i,-0.11742+0.011355i,-0.081581-0.038362i,-0.039764-0.042698i,0.015834-0.03257i,0.041173-0.027852i,0.031227-0.013902i,0.017222-0.0052006i,0.005856-0.015501i,-0.0086098-0.029671i,-0.020857-0.029368i,-0.021921-0.017272i,-0.013559-0.0084219i,-0.004298-0.0097333i,0.0011969-0.013058i
-0.042164-0.25738i,-0.12762-0.36112i,-0.20505-0.2632i,-0.21-0.031935i,-0.15448+0.15698i,-0.10088+0.24871i,-0.027379+0.23677i,0.052347+0.1472i,0.075091+0.052504i,0.046139+0.0040478i,0.011373+0.0062848i,-0.0038952+0.023607i,-0.01293+0.02896i,-0.012518+0.030322i,0.0037955+0.023884i,0.0060235+0.012026i,-0.0038837+0.0093223i,-0.002271+0.0074232i,0.0041431-0.0014279i,0.003865-0.006498i,0.0016551-0.00029292i,0.0058718+0.011193i,0.014873+0.013695i
0.014064+0.21771i,0.061831+0.16991i,0.013542-0.13842i,-0.15128-0.3702i,-0.21658-0.27584i,-0.079067-0.10888i,0.046259-0.062352i,0.062109-0.064938i,0.038025-0.063191i,0.013877-0.032233i,0.021151-0.0030222i,0.021594-0.017155i,-0.013649-0.025842i,-0.032168-0.012175i,-0.019716-0.0093044i,-0.0031363-0.017823i,0.00057598-0.023279i,-0.0060302-0.015115i,-0.0059163+0.0035295i,0.0012202+0.015583i,0.0046713+0.011659i,-0.00042729-0.00096094i,-0.011698-0.0051772i
-0.073471-0.14755i,-0.14573-0.10251i,-0.088925+0.10525i,0.082948+0.18081i,0.14058-0.020223i,0.041744-0.18754i,-0.022301-0.17888i,-0.024799-0.1348i,-0.030303-0.07225i,-0.010007-0.0011859i,0.013181+0.019378i,0.015477+0.02521i,0.031677+0.030306i,0.042255+0.015266i,0.022717+0.0049464i,0.0085182+0.016784i,0.018215+0.030435i,0.026315+0.028405i,0.016461+0.017956i,0.003356+0.0084633i,-0.0016457+0.002853i,-0.0013618+0.00018906i,-0.00057154-0.0041989i
0.1331+0.29671i,0.21114+0.45315i,0.15019+0.50709i,0.042168+0.51399i,0.0655+0.47352i,0.12272+0.29303i,0.085724+0.090342i,0.040913+0.015314i,0.041831-0.019664i,0.0087646-0.071191i,-0.041505-0.070079i,-0.036295-0.034653i,0.0026567-0.022685i,0.021731-0.024351i,0.015248-0.015702i,-0.002442-0.001517i,-0.020846+0.0074053i,-0.023861+0.0051589i,-0.010512-0.010182i,3.9016e-05-0.022306i,0.0025041-0.017064i,0.0049786-0.0048082i,0.011477+0.0019149i
-0.089054-0.35851i,-0.13445-0.60642i,-0.07083-0.68793i,0.00040287-0.53765i,-0.058403-0.26213i,-0.15081+0.0031613i,-0.17368+0.159i,-0.14149+0.19554i,-0.069306+0.16463i,0.00094974+0.11122i,0.027394+0.070651i,0.019835+0.038439i,-0.012805+0.011972i,-0.040885+0.012531i,-0.034294+0.01879i,-0.015237+0.0029022i,-0.0046527-0.019689i,-0.0017706-0.026112i,-0.00272-0.014488i,-0.0044182+0.001436i,-0.0059339+0.010446i,-0.0054418+0.014726i,-0.0053488+0.017752i
0.11333+0.20982i,0.20328+0.33558i,0.28485+0.31216i,0.35449+0.087926i,0.37299-0.18416i,0.30185-0.28163i,0.21586-0.16508i,0.17098-0.039606i,0.10369+0.0012411i,0.033729+0.015673i,0.013352+0.0080688i,0.007511-0.0018919i,0.0085834+0.0072568i,0.013145+0.0028475i,0.00097357-0.0095853i,-0.0043891-0.0076337i,0.005697-0.005359i,0.010477-0.008668i,0.0041104-0.0077627i,-0.004528-0.0031182i,-0.0093878-0.0013952i,-0.010203-0.00342i,-0.0070642-0.0041293i
-0.29047-0.17111i,-0.5327-0.12578i,-0.64105+0.10238i,-0.51617+0.3317i,-0.28025+0.42674i,-0.096843+0.40702i,-0.0043473+0.28421i,0.0075428+0.16316i,0.0096742+0.11276i,0.036716+0.070423i,0.040583+0.020746i,0.022349-0.0014343i,0.016976+0.0046302i,0.033768+0.016597i,0.048556+0.019403i,0.041544+0.024784i,0.027361+0.034381i,0.018436+0.037198i,0.016177+0.032612i,0.02254+0.019523i,0.028144+0.0032323i,0.025211-0.0071482i,0.017771-0.010533i
0.27766+0.17951i,0.51655+0.08979i,0.50521-0.19421i,0.14416-0.32306i,-0.17536-0.11916i,-0.14467+0.039841i,-0.0039223-0.065339i,-0.0083142-0.20793i,-0.082468-0.22546i,-0.109-0.14937i,-0.070623-0.069529i,-0.023829-0.056177i,-0.028824-0.070042i,-0.051396-0.050051i,-0.040454-0.013415i,-0.012921+0.0034437i,-0.010466+0.0032937i,-0.028959+0.0044802i,-0.037589+0.010454i,-0.028797+0.016382i,-0.0127+0.014548i,-0.0038557+0.0039939i,-0.0072674-0.0048723i
-0.20093-0.14716i,-0.29957-0.15578i,-0.22301-0.052565i,-0.059798-0.056363i,-0.063855-0.27832i,-0.1975-0.39807i,-0.21457-0.26669i,-0.12176-0.12628i,-0.050308-0.049838i,0.0089063+0.003395i,0.03996+0.0016631i,0.020297-0.0079353i,0.011346+0.0019805i,0.020813-0.006993i,0.0089236-0.026981i,-0.011219-0.029661i,-0.0079976-0.023397i,0.0085184-0.026574i,0.010065-0.028419i,-0.0088116-0.020418i,-0.028057-0.0084685i,-0.03173+0.0037756i,-0.02645+0.011303i
0.24371+0.22506i,0.2648+0.33178i,0.11754+0.36405i,0.091711+0.29993i,0.30097+0.12182i,0.38292-0.052096i,0.27239-0.016305i,0.25215+0.099128i,0.24211+0.077119i,0.10783+0.014797i,-0.0019268+0.020414i,-0.01336+0.045084i,0.018461+0.048018i,0.03624+0.029618i,0.024562+0.010386i,0.0093255+0.0016067i,0.0048513+0.00039289i,0.01084+0.00088545i,0.014552-0.009222i,0.0089957-0.018333i,0.0095531-0.015793i,0.017576-0.015688i,0.027046-0.019115i
-0.14666-0.1671i,-0.13454-0.25716i,0.017936-0.27018i,0.1255-0.090136i,0.080286+0.29651i,0.018259+0.53653i,-0.063055+0.40077i,-0.15657+0.23622i,-0.098952+0.18949i,0.005115+0.10304i,0.012009+0.046252i,0.016129+0.041409i,0.021323+0.0060518i,-0.0048822-0.02061i,-0.024382-0.021262i,-0.033389-0.016475i,-0.03429-0.0099235i,-0.031754+0.0026566i,-0.024064+0.024364i,0.00050276+0.033773i,0.024019+0.024111i,0.026004+0.014238i,0.012311+0.01467i
0.26761+0.12945i,0.46327+0.132i,0.49126+0.011094i,0.29048-0.12545i,0.037797-0.16663i,-0.057669-0.085949i,-0.014287+0.022912i,-0.036294+0.0038614i,-0.15401-0.027781i,-0.16122+0.044491i,-0.040101+0.0749i,0.02524+0.026304i,0.016264+0.011506i,0.018566+0.032294i,0.035379+0.044256i,0.045472+0.03578i,0.037053+0.01045i,0.014414-0.015012i,-0.0091657-0.026409i,-0.026308-0.020713i,-0.030065-0.008528i,-0.020636+0.00083269i,-0.0066125+0.00034401i
-0.42031-0.037855i,-0.71427+0.085146i,-0.79356+0.27604i,-0.56309+0.31953i,-0.22091+0.14255i,0.035834-0.031395i,0.16832-0.086387i,0.17264-0.09746i,0.11405-0.081896i,0.085797-0.057572i,0.076951-0.06745i,0.052163-0.065797i,0.04174-0.021561i,0.0658+0.017787i,0.089013+0.039201i,0.086882+0.060062i,0.063821+0.060443i,0.035891+0.03349i,0.015017+0.005627i,-0.0033122-0.0046875i,-0.014887+0.0040304i,-0.0093634+0.015867i,0.00041045+0.017289i
0.18153+0.12972i,0.31217+0.15253i,0.3263+0.11045i,0.24806+0.10389i,0.21705+0.16557i,0.19267+0.096943i,0.09384-0.054048i,0.094141-0.066426i,0.16029-0.06518i,0.075323-0.10466i,-0.063268-0.065958i,-0.10254-0.010577i,-0.0773+0.00069902i,-0.048225-0.010088i,-0.049401-0.032879i,-0.06534-0.038704i,-0.055604-0.02302i,-0.030148-0.0062352i,-0.0066115+0.00068316i,0.014063+0.001227i,0.027604+0.00095952i,0.026792+0.00020153i,0.017314-0.0028926i
-0.26682-0.062943i,-0.28068-0.076458i,-0.067673-0.062472i,0.057837-0.04005i,-0.12199+0.068203i,-0.25627+0.29566i,-0.14937+0.44484i,-0.059173+0.45425i,-0.015159+0.38774i,0.052992+0.2339i,0.063402+0.076057i,0.045482-0.012069i,0.02079-0.064022i,-0.026556-0.067013i,-0.049203-0.032697i,-0.041961-0.012322i,-0.02888-0.015185i,-0.014864-0.028046i,-0.0043541-0.026836i,-0.0018754-0.013124i,-0.0056034-0.0069802i,-0.0097443-0.0072936i,-0.015348+0.001063i
-1.3279+9.0376i,0.29645+9.2747i,4.2708+7.8033i,6.1462+3.2573i,5.0995-1.0441i,2.1312-2.9173i,-0.040051-1.9513i,-0.1922-0.54109i,0.58009+0.082815i,1.253-0.043068i,1.0977-0.58301i,0.37105-0.85905i,-0.28818-0.87099i,-0.85192-0.90262i,-1-0.6964i,-0.34241-0.080038i,0.44565+0.27685i,0.50488+0.20354i,0.1682+0.19163i,0.014494+0.17492i,-0.12734+0.047584i,-0.26206+0.076388i,-0.13934+0.16638i
-0.33616-0.30769i,-0.58842-0.32707i,-0.57223-0.19509i,-0.24481-0.13755i,0.036085-0.1976i,0.015104-0.11838i,-0.066583+0.071738i,0.03008+0.10377i,0.098297+0.0023409i,0.04097+0.016692i,0.030606+0.14104i,0.070687+0.18223i,0.061422+0.12954i,0.016109+0.093163i,0.0040141+0.099229i,0.040617+0.096232i,0.062416+0.047906i,0.040755-0.0030585i,0.023345-0.02269i,0.025818-0.027966i,0.027091-0.024441i,0.020971-0.018757i,0.014969-0.0053168i
0.27936-0.15602i,0.41534-0.25864i,0.41098-0.27259i,0.31627-0.080738i,0.24942+0.25035i,0.1841+0.44387i,0.061292+0.4227i,-0.020844+0.33054i,-0.0069446+0.19924i,0.014631+0.065156i,0.017069+0.004809i,0.010057-0.027457i,-0.040675-0.042907i,-0.080865-0.010103i,-0.066198+0.014713i,-0.048471+0.003827i,-0.04011-0.0020596i,-0.027923+0.0042352i,-0.017729+0.012445i,-0.010496+0.017877i,-0.0093778+0.017519i,-0.006451+0.014406i,-0.0011834+0.0089495i
-0.28283-0.23988i,-0.46095-0.27279i,-0.47389-0.076464i,-0.30532+0.14634i,-0.16574+0.14987i,-0.13935+0.03278i,-0.085169-0.048534i,-0.014241-0.08109i,0.0087901-0.069987i,-0.0075718-0.065234i,-0.064059-0.061682i,-0.095364-0.01416i,-0.07331+0.017054i,-0.059542-0.0035024i,-0.05972-0.031211i,-0.052372-0.034583i,-0.030701-0.0123i,-0.0032052+0.00305i,0.0084303-0.00050116i,0.0059863-0.0022336i,0.002921-9.3709e-05i,0.0020641-0.0033399i,-0.00062544-0.0048978i
0.16155+0.088303i,0.1735+0.17766i,0.022541+0.23654i,-0.17757+0.13564i,-0.30876-0.11724i,-0.36905-0.2691i,-0.29154-0.16478i,-0.068007-0.028474i,0.091618-0.018393i,0.085067-0.028659i,0.023994+0.001191i,-0.015948+0.03009i,-0.026813+0.029529i,-0.028125+0.014699i,-0.035846+0.0036179i,-0.044506-0.0018289i,-0.042587-7.5046e-06i,-0.022913+6.4367e-05i,-0.0068852-0.013461i,-0.0081661-0.026407i,-0.015712-0.032152i,-0.027422-0.03276i,-0.030346-0.024224i
-0.20841-0.075767i,-0.23194-0.17588i,-0.09754-0.27645i,0.06393-0.31208i,0.12938-0.23928i,0.096656-0.10999i,-0.012991-0.027256i,-0.08892+0.0049519i,-0.068013+0.018107i,0.0013787+0.032282i,0.060411+0.052004i,0.077117+0.05915i,0.046636+0.047884i,0.0012434+0.035689i,-0.017563+0.019271i,-0.016266-0.009262i,-0.015903-0.020542i,-0.0097834-0.0041791i,0.0039657+0.0034985i,0.0096742-0.00754i,0.0045205-0.016187i,0.0014452-0.013147i,0.00049558-0.0065759i
0.18179+0.11622i,0.30386+0.10507i,0.32807-0.040498i,0.23188-0.19024i,0.091581-0.20291i,-0.027833-0.15014i,-0.12395-0.10493i,-0.19063-0.038476i,-0.18093+0.026933i,-0.11623+0.027064i,-0.079493-0.014587i,-0.076435-0.025491i,-0.055033-0.013521i,-0.022355-0.0214i,-0.0059609-0.038213i,-0.00081943-0.045187i,0.0040933-0.035838i,0.0099468-0.017751i,0.011928-0.0028719i,0.011002+0.0079699i,0.0091713+0.014667i,0.0077487+0.017397i,0.0078597+0.016866i
-0.19753-0.055636i,-0.31024+0.0069956i,-0.3116+0.16127i,-0.22542+0.23372i,-0.19824+0.16494i,-0.21238+0.13159i,-0.13456+0.14632i,-0.025439+0.10102i,0.015494+0.033299i,0.00057434-0.0013326i,-0.029905+0.013442i,-0.027844+0.051621i,-0.0037102+0.05241i,0.0030902+0.023169i,0.0081956+0.0023682i,0.02142-0.010617i,0.023098-0.019151i,0.014803-0.015366i,0.010085-0.0057613i,0.0077726-0.0043927i,0.0038181-0.0092125i,-0.0020179-0.011874i,-0.0021684-0.010678i
0.15513+0.030776i,0.19859+0.025976i,0.12028-0.028818i,0.009587-0.078527i,0.011271-0.099244i,0.06314-0.1249i,0.054862-0.11526i,0.052245-0.089367i,0.045402-0.099736i,0.0028973-0.084088i,-0.0031488-0.050915i,-0.0017936-0.057009i,-0.028987-0.049749i,-0.030395-0.014853i,-0.010688+0.0037793i,-0.0010408+0.0091164i,-0.0017477+0.014193i,-0.004629+0.019111i,0.00050726+0.014011i,0.0064978-0.0010588i,0.0022254-0.0079888i,-0.0036949-0.0054357i,-0.0043318-0.0049382i
-0.085078-0.23429i,-0.20064-0.40953i,-0.30029-0.40808i,-0.25674-0.18122i,-0.076467+0.03643i,0.07242+0.061944i,0.11239-0.021891i,0.089623-0.067493i,0.058234-0.041855i,0.050757-0.0036574i,0.039653+0.0058471i,0.01301+0.011441i,-0.0035309+0.023225i,-0.01833+0.031765i,-0.02426+0.043027i,-0.006748+0.046095i,0.012941+0.033214i,0.017053+0.016793i,0.0094953+0.0069563i,0.002012+0.0047472i,0.0037161+0.0056607i,0.010384+0.0023255i,0.0090595+0.00094249i
0.1319+0.11539i,0.20908+0.2799i,0.25078+0.40817i,0.21161+0.39385i,0.08523+0.29054i,-0.019159+0.16659i,-0.050678+0.040464i,-0.069869-0.017412i,-0.056221-0.00051999i,-0.021292+0.0074933i,-0.016872-0.0035964i,-0.017496-0.018619i,-0.009091-0.047014i,-0.0051835-0.063685i,-0.0061226-0.056429i,-0.01428-0.041681i,-0.019674-0.0256i,-0.015619-0.016435i,-0.01127-0.009006i,-0.0061036+0.0011906i,-0.0040317+0.0045593i,-0.0093137+0.0058371i,-0.012073+0.0051195i
0.060345-0.14268i,0.094047-0.26481i,0.077927-0.27074i,0.030703-0.16198i,0.0014022-0.07814i,-0.013457-0.005372i,-0.030955+0.083384i,-0.037789+0.11822i,-0.044175+0.090773i,-0.035265+0.061625i,0.0011513+0.042731i,0.029815+0.022556i,0.028921+0.0070534i,0.0089645-0.0047356i,-0.0068219-0.010324i,-0.0058948-0.005314i,0.0011188+0.0038738i,0.002047+0.011189i,-0.0011811+0.01082i,-0.0094838+0.0047269i,-0.016909+0.0043908i,-0.012207+0.0090379i,-0.0028424+0.0081769i
-0.063573+0.07244i,-0.14987+0.072457i,-0.22942-0.076054i,-0.23005-0.2943i,-0.15952-0.41393i,-0.099197-0.38407i,-0.05169-0.22297i,0.0206-0.066951i,0.057172-0.024324i,0.031842-0.033493i,0.0041355-0.035492i,-0.0076455-0.025593i,-0.0072801-0.0045977i,0.0047787+0.010986i,0.01552+0.0080983i,0.013345-0.0066347i,0.0052476-0.011795i,0.0035053-0.0074723i,0.0038529-0.0088964i,0.0077143-0.011509i,0.017346-0.014308i,0.019404-0.02205i,0.013606-0.023843i
0.055485-0.011389i,0.14293-0.033079i,0.22043-0.061791i,0.20303-0.087892i,0.099939-0.060916i,0.0038302+0.01066i,-0.028773+0.028952i,-0.014901-0.0027376i,0.024406-0.016862i,0.051544-0.0094801i,0.041295+0.021671i,0.035478+0.056026i,0.040299+0.048681i,0.026846+0.017839i,0.005944+0.0011114i,-0.006261-0.0030677i,-0.012562-0.0078935i,-0.015506-0.012163i,-0.014365-0.0091217i,-0.010957-0.0040718i,-0.0099328-0.0041746i,-0.011598-0.0034656i,-0.01148-0.00045307i
-0.052987+0.067643i,-0.012244+0.13479i,0.11274+0.16136i,0.22511+0.14157i,0.27225+0.097914i,0.26115+0.017761i,0.15746-0.075895i,0.023178-0.097733i,-0.034582-0.066111i,-0.034294-0.051312i,-0.027948-0.055495i,-0.037429-0.061585i,-0.055166-0.045434i,-0.045784-0.014595i,-0.017173+0.0013943i,-0.00089982+0.00347i,-0.00016292+0.0098838i,0.0040104+0.019915i,0.019326+0.015698i,0.027031+0.00041705i,0.019876-0.0067703i,0.0087431-0.0041359i,0.00014174-0.0012006i
0.024497-0.085529i,-0.098178-0.14942i,-0.33011-0.054687i,-0.43187+0.17376i,-0.31864+0.27708i,-0.19096+0.19319i,-0.12659+0.1045i,-0.089701+0.072628i,-0.081469+0.069247i,-0.064216+0.071399i,-0.047617+0.047526i,-0.046241+0.041013i,-0.015186+0.057434i,0.022202+0.044878i,0.025053+0.016549i,0.015123-0.00013864i,0.015413-0.011012i,0.015535-0.020237i,0.0034814-0.022223i,-0.01252-0.015716i,-0.022376-0.0046953i,-0.021351+0.0080547i,-0.010272+0.01817i
-0.075265+0.045201i,-0.10001+0.15567i,-0.05001+0.20878i,-0.045853+0.14144i,-0.14086+0.11306i,-0.14682+0.15752i,-0.025323+0.1311i,0.055426+0.046331i,0.065731-0.0038464i,0.049145-0.027135i,0.029378-0.034412i,0.014437-0.045543i,-0.025399-0.065025i,-0.064955-0.043443i,-0.053124+0.0009747i,-0.019825+0.015437i,-0.012784+0.01089i,-0.019396+0.016251i,-0.0098602+0.029886i,0.011246+0.034236i,0.027888+0.026069i,0.032707+0.009336i,0.026211-0.0087682i
0.26168-0.084454i,0.43835-0.32254i,0.426-0.56391i,0.2317-0.57737i,0.065966-0.42266i,-0.016158-0.26858i,-0.064113-0.14308i,-0.053932-0.074083i,-0.033604-0.063769i,-0.030972-0.03252i,-0.0049018+0.010648i,0.020087+0.028654i,0.02711+0.041513i,0.030804+0.034673i,0.020926+0.0047706i,0.0060669-0.013138i,0.008147-0.014329i,0.01393-0.014854i,0.0075184-0.016016i,-0.0021037-0.012191i,-0.0080294-0.0079653i,-0.011684-0.0045528i,-0.014682-0.00035467i
-0.22316+0.0073495i,-0.40701+0.1532i,-0.39186+0.30594i,-0.13027+0.20482i,0.079982-0.09555i,0.088016-0.23814i,0.068662-0.15411i,0.069401-0.058296i,0.044249-0.014902i,0.028646+0.001861i,0.026168-0.0011242i,0.037355-0.01691i,0.048638-0.059982i,0.020122-0.086193i,-0.017378-0.054846i,-0.021077-0.010079i,-0.0093986+0.00715i,-0.0077406+0.0071742i,-0.011747+0.00874i,-0.011694+0.010837i,-0.0087058+0.0076852i,-0.0039593+0.0028885i,0.0034028-0.0039365i
0.20876+0.16896i,0.42381+0.20889i,0.47793+0.13949i,0.29269+0.093823i,0.12761+0.15386i,0.098059+0.1448i,0.046092+0.038503i,-0.0075145+0.0063399i,0.0037139+0.017069i,0.0054734+0.0116i,-0.011457+0.025678i,-0.0227+0.04963i,-0.026552+0.074143i,-0.00039639+0.077301i,0.027364+0.040935i,0.022249+0.0032867i,0.010617-0.0078932i,0.014831-0.0087703i,0.02097-0.016913i,0.014951-0.025182i,0.00085838-0.020887i,-0.011496-0.0060304i,-0.015707+0.0073957i
-0.19446-0.25252i,-0.40333-0.41492i,-0.50744-0.37875i,-0.34876-0.10798i,-0.06622+0.14294i,0.086459+0.21974i,0.088083+0.18995i,0.055261+0.11781i,0.035453+0.049769i,0.025108+0.0052062i,0.012747-0.023481i,-0.0022406-0.032222i,-0.0039597-0.026009i,-0.0076703-0.018581i,-0.018364-0.0081201i,-0.020431+0.0066849i,-0.018531+0.017771i,-0.016535+0.021645i,-0.012474+0.014805i,-0.0067845+0.0049093i,0.0049017-0.00051035i,0.01682-0.0064279i,0.020754-0.0075907i
0.011759+0.25112i,0.10302+0.46187i,0.2062+0.47673i,0.15769+0.22387i,-0.053767-0.026772i,-0.18223-0.11162i,-0.15655-0.1194i,-0.12522-0.090424i,-0.101-0.028748i,-0.059342+0.0064623i,-0.044559+0.0063779i,-0.053944+0.0070907i,-0.062952+0.014428i,-0.048973+0.022933i,-0.01142+0.016987i,0.013811-0.0078018i,0.016795-0.02584i,0.01106-0.024586i,0.0032315-0.0098552i,-0.00016756+0.0080461i,-0.0018448+0.013665i,-0.011209+0.0077673i,-0.021558+0.002242i
0.12233-0.2442i,0.18383-0.42136i,0.15134-0.42485i,0.029897-0.25764i,-0.087128-0.10912i,-0.15433-0.030101i,-0.14573+0.037415i,-0.067715+0.076216i,0.0038461+0.058421i,0.03877+0.025165i,0.054297+0.00097111i,0.059741-0.018744i,0.053823-0.03768i,0.03134-0.049043i,0.0045317-0.039975i,-0.01001-0.01738i,-0.016825-0.00012189i,-0.022326+0.008005i,-0.019083+0.011563i,-0.0070695+0.0089426i,0.0032082+0.0041062i,0.011731+0.0035336i,0.01742+0.0031369i
-0.17959+0.11377i,-0.37002+0.1882i,-0.44218+0.19394i,-0.24258+0.091423i,0.057712-0.073251i,0.20772-0.17059i,0.19911-0.16203i,0.13448-0.14257i,0.04384-0.13008i,-0.03037-0.086801i,-0.043278-0.034882i,-0.022894-0.0087875i,-0.0054535-0.0004724i,0.0039605+0.0053631i,0.0081645+0.0088694i,0.010387+0.0081593i,0.01606+0.0032115i,0.021982-0.0039041i,0.020791-0.01095i,0.011821-0.017506i,-0.002057-0.02077i,-0.014297-0.020833i,-0.016065-0.018646i
