-0.0013873-4.5492e-05i,-0.0017262+0.00045286i,8.5397e-05+0.00051245i,-0.00030778+0.00043905i,-0.0010855+0.00062873i,-0.0015757+0.0016915i,-0.0017105+0.0022884i,-0.00061326+0.0017973i,0.00033632+0.0010068i,0.00067256-9.3945e-05i,0.00092213-0.00061526i,0.00061704-0.00058122i,0.00040455-0.00091217i,0.00055462-0.0012916i,0.00057345-0.00062612i,0.00043386-0.00029147i,0.00039479+0.00012678i,3.3389e-05-0.00035829i,-0.00064659-0.00079455i,3.8375e-05-0.00021176i,0.00047284-0.00061139i,-8.8299e-06-0.00073056i,-6.9186e-05+5.6886e-05i
-0.00048757-0.0015373i,-0.0004234-0.00046384i,-0.001267+0.00093061i,-0.00050148+0.0018135i,0.00092993+0.0015028i,0.00088819+0.00085415i,0.0007662+0.00032457i,0.00029952-0.00023792i,-0.00042732-0.00056187i,-0.00075274-0.00072114i,-0.0010241-0.00052642i,-0.0012894-0.00037156i,-0.00067556-7.5312e-05i,-7.1793e-05+0.00019145i,-6.5168e-05+1.2025e-05i,0.00013561-0.00012642i,3.6792e-05-0.00011041i,-0.00018456+0.0003919i,3.7916e-05+0.00047801i,-0.00019892+0.00035673i,-0.00035246+0.00035242i,-5.4247e-05+0.00045923i,-0.0002362-0.00011954i
0.0014239+0.0010725i,3.8537e-05+0.00089649i,0.001065+0.00010256i,0.00085263-0.00064357i,0.00034202-0.0010661i,0.0002113-0.00084849i,-0.00056927+7.108e-05i,-0.00098311+0.00071152i,-0.00021092+0.0010773i,0.00096817+0.00062191i,0.00072104-0.00048585i,-0.0011517-0.0016562i,-0.0010843-0.0018937i,0.00021195-0.0015251i,0.00043611-0.0010906i,0.00044483-0.00043508i,0.00059165+0.00043182i,-0.00018463+0.0012438i,-0.00051218+0.0019266i,-0.00032919+0.00099025i,-0.00056023-0.00072585i,-0.00071789-0.001085i,-0.00011955-0.0014399i
-0.001827+0.00014048i,-0.0010879+0.0010822i,-0.00017258+0.0031885i,0.001247+0.0027421i,0.0019286+0.0013824i,0.0014174+0.00051459i,0.00025761-6.4009e-05i,-0.00072793+0.00056211i,-0.0012811+0.0012049i,-0.00075836+0.0008247i,1.441e-06-0.00026653i,0.00014234-0.00045681i,0.0001669+0.00016642i,0.00010414+0.0011924i,0.00024613+0.00067717i,-0.00012398-0.00039474i,-0.00019253-0.00013124i,2.425e-05+0.00016387i,-0.00074513+0.00036418i,-0.00062508+0.00075721i,-0.00021195+0.00056352i,-0.00023916+0.000352i,9.2527e-05+0.00015619i
-0.00028133+0.00085276i,-2.0712e-05-6.1334e-05i,-0.00013682+0.00014043i,0.0011058-0.00010595i,0.0023894-0.0004584i,0.0020547+7.4071e-06i,0.00033579-0.00015998i,-0.00075374-0.00027731i,-0.00052447-0.00075893i,-0.00031783-0.000535i,-3.4798e-05+0.00039047i,-0.00012308+0.00068702i,-0.00087079+0.00079791i,-0.00071975+0.00050067i,-0.00017314-0.00026471i,-4.5391e-05-0.00013492i,-0.0003049+0.00026394i,-0.0007313+0.0002082i,-0.00011818+0.00090896i,0.00058172+0.0020077i,4.1445e-05+0.0013233i,-0.00043565+0.00014042i,-0.00024091-0.00011741i
0.00010064+0.00069429i,-0.00093904-0.00048787i,0.00053551-0.00070524i,0.0011339+3.026e-05i,0.0016492-0.0003295i,0.0016233-0.0011476i,0.00020387-0.00056724i,-0.00048565+0.00062542i,-0.00038811+0.00056121i,-1.6434e-05+0.00010917i,-0.00019425-0.00046063i,-0.00072262-8.6517e-05i,-0.0006945+8.2534e-05i,-0.00080705-0.00040375i,-0.00093107+8.862e-06i,-1.7249e-05+0.00044289i,-3.1903e-06+0.0010423i,-0.00035861+0.0012181i,0.00033779+0.00053779i,0.00083507-5.1455e-05i,0.00094567+3.0364e-05i,0.00094893+0.00026647i,0.00050369+6.0043e-07i
-0.0018794+0.0012778i,-0.00057255+0.0019952i,-0.00019857+0.002136i,0.00056725+0.0016854i,0.002254+0.00066152i,0.0025768+0.00019043i,0.0013392+0.00057171i,-0.00011693+0.00052958i,-0.00083947+0.00050718i,-0.00055522+0.00018373i,5.7975e-05+0.00026555i,-0.0002876-5.6332e-05i,-0.00099495-0.00064271i,-0.00096743-6.3058e-06i,-0.0002816-2.9233e-06i,-3.631e-05-0.00073702i,0.00075643-0.00018046i,0.0013307+0.00094286i,0.00017656+0.0011883i,-0.00095534+0.00052853i,-0.00060625-0.00010251i,0.0002021+0.0002545i,0.0006039+0.00085455i
-0.00038792-0.00036872i,0.0004314+0.00022924i,0.0005407+0.00023964i,0.00034072+0.00031657i,0.0013346-0.00061522i,0.0014569-0.00024538i,0.00048842+0.0011066i,0.0001629+0.0011195i,-0.00034251+0.00093498i,-0.0012652+0.00097252i,-0.001203+0.0011519i,-0.00067735+0.00048323i,-0.00012761+0.00051906i,0.0004943+0.0011931i,5.011e-05+0.001034i,-0.00014578+0.00060896i,-3.463e-05+0.00036803i,-0.00044488-0.00085617i,-0.00026258-0.00044796i,-0.00029829+0.00037476i,-0.00060864+0.00011316i,-0.00026817-1.1211e-05i,-1.8019e-05+5.7699e-05i
0.0002995+0.0024224i,0.0013093+0.0011768i,0.0026824+0.0019512i,0.0028045+0.0019044i,0.0030231+0.00057538i,0.002137-0.00045102i,0.0001737-0.00072099i,-0.00012756-0.00031842i,-0.00011183-0.0009224i,-0.00054251-0.0013766i,-0.00097026-0.00079508i,-0.0011891-0.0011104i,-0.0010334-0.0014459i,-0.00078062-0.00087331i,-0.00057922-0.00057419i,-0.00051583-0.00037276i,-0.00024476+0.00031302i,-0.00051664+0.00096311i,-4.1272e-05+0.00054842i,0.0010132+0.00043616i,0.0013848+0.00091926i,0.001539+0.00075582i,0.00072632+7.8912e-05i
0.00085871+0.0014296i,0.00096418+0.00069719i,0.0021976+0.0010161i,0.0025516+0.001354i,0.0017069+0.00072488i,0.001272+5.2387e-06i,0.0012504+0.00037344i,0.00076616+0.00071566i,-1.9852e-05-4.1676e-05i,-0.00016367-0.00079186i,-0.00023168-0.00083034i,-0.00046482-0.00044376i,-0.0003281-0.00019655i,-0.00025248-0.00022235i,-0.00056705+0.00012257i,-3.9912e-05+0.00042529i,-0.00042586+0.00080272i,-0.0013535+0.00088306i,-0.0016431+0.00064726i,-0.0014759+0.0003503i,-0.00095878-0.00021594i,-0.00039155-0.00088203i,-0.00023162-0.00096971i
0.0012701+0.00063532i,0.0017001-2.5033e-05i,0.0012166-0.00036011i,0.0014334-0.00081134i,0.0015441-0.00026114i,0.00064735+0.00043909i,-0.00012373+0.00046139i,-0.00032076+0.00043806i,-0.00036015-4.9921e-05i,-0.00073218-0.00096609i,-0.00082735-0.0012655i,-0.00039032-0.000497i,-0.00034313+0.00041885i,2.9391e-05+0.00058303i,0.00030422+0.00051196i,-0.00038913+3.1006e-05i,-0.00090919+7.0233e-05i,-0.0010485+0.00094587i,-0.00092628+0.00070039i,-0.00040199-1.843e-05i,-0.00010211-0.00061862i,6.8505e-05-0.00020415i,0.00029568+0.00062462i
4.1552e-05+0.00012658i,0.00037846+0.00013016i,-0.00075628-0.00040971i,-0.00093682-0.00018413i,-0.00071954+0.001117i,-0.0010964+0.00052999i,-0.0011953-0.00013079i,-0.00085298+0.00013187i,-0.0002539-0.00018599i,-0.00024085-2.5721e-05i,-0.00043235+0.00055087i,-0.000592-9.1508e-05i,-0.00051166-0.00018162i,-0.00028973+0.00026153i,3.5088e-05-0.00025934i,-0.0001434-0.00029315i,-0.00072228+0.00019708i,-0.0013148+0.0007213i,-0.0010312+0.00069129i,-0.00018127+0.0004079i,0.00023736+0.00059813i,7.4485e-05+0.00069102i,-0.00017769+0.00048806i
0.00025736-0.0010955i,0.000194-0.0013434i,0.0010043-0.00093643i,0.0017436-8.2235e-05i,0.0021311+0.00094863i,0.0015613+0.0016022i,0.00041325+0.00056841i,-0.00029421-0.00015249i,-0.00032353-0.00015592i,-0.00063026+9.9872e-05i,-0.00047069+0.00046434i,-7.1648e-05+0.00041322i,-0.00045883+0.00031742i,-0.00033641+6.129e-06i,0.000462+0.00018149i,0.00042906+0.00031022i,-4.4509e-05+0.00029984i,-0.00081072+0.00018248i,-0.0005282-0.00015372i,0.00031931+8.2781e-05i,-4.4594e-05+0.00086437i,-0.00049661+0.00055739i,-0.00023672+8.5576e-05i
-0.00080929-5.953e-05i,-0.00018237+0.0012902i,-0.00046622+0.001988i,1.8841e-05+0.0016812i,0.0012159+0.00085972i,0.0019524+6.7979e-05i,0.0016897-0.00016836i,0.00049908+0.00044445i,-0.00056953+0.00018985i,-0.00048702+0.00021031i,-0.00016201+0.00052103i,-0.00060743+0.0005441i,-0.00071129-4.3527e-05i,-0.00026673-0.00073436i,-0.00020702-0.0010486i,0.00023467-0.001512i,0.00071713-0.0013141i,0.00085984-0.00067118i,0.00072492+0.00025913i,0.00035483+0.00029152i,0.00020358-0.00031765i,0.00075448+8.9902e-05i,0.00071158+0.00031028i
-0.00061458-0.0010771i,0.00081146-0.0014518i,0.00030217-0.0012185i,6.055e-05-0.00090001i,0.0014256-0.00018522i,0.0018028-0.00052664i,0.00054418-0.0015362i,-0.00047397-0.0013855i,-0.00096895-0.0011396i,-0.0015554-0.0011617i,-0.001557-0.0004478i,-0.00070648+0.00051121i,-0.0001609+0.00077157i,-0.00025962+0.00067431i,-0.00022948+0.00064293i,0.00021878+0.00034772i,0.00013638+0.00057276i,0.00015144+0.00079238i,1.7663e-05+0.00031272i,5.6058e-05+0.00016193i,-7.4114e-05+0.00065367i,-0.00039831+0.00087521i,-0.00062925+0.00068264i
-0.0010004+0.0011285i,-0.0015518+0.0012012i,-0.00088881+0.0014274i,0.00059211+0.0013036i,0.0011093+0.00075049i,0.00082549-0.00057611i,0.00047989-0.00058524i,-9.6235e-05+0.00066223i,-0.00041854+0.0006727i,-0.00015531-0.0001195i,0.00015011-0.00032836i,0.00076527-0.00018975i,0.00034908-0.000447i,-0.00068103-0.00080113i,-0.00053516+3.3597e-05i,0.00018721+0.00057304i,-0.00015158+0.00033063i,-0.00059881+0.00062669i,-0.00048598+0.00047725i,-3.2443e-05+0.00012077i,-0.00013236-6.2833e-05i,-0.00072924-0.00022551i,-0.00041498-0.00027955i
-0.00098801-0.00011057i,-0.0010823-0.00042002i,-0.0013224+0.00052511i,-8.2871e-05+0.0010756i,0.00088002+0.00077449i,0.0014101+0.0001239i,0.0011246+3.2445e-05i,0.0002137+0.00047033i,-0.0011619+0.00036855i,-0.0011827+0.00024626i,-0.0003307+0.00034498i,-5.5707e-05+0.00016788i,0.00029643-0.0001775i,0.00048899+0.00010479i,0.00047315+8.1962e-05i,0.00054533-0.00050723i,0.00062344-0.00078411i,0.00054755-5.054e-05i,0.00037445+0.00089113i,-0.00010469+0.00090743i,-0.00062148+0.00083755i,-0.00084852+0.00071579i,-0.00041387+0.00026738i
0.00061266+0.0015856i,0.0014093+0.0018862i,0.0026081+0.0011645i,0.0019664+0.00034885i,0.0011356-0.00024004i,0.00068988-0.00071287i,-1.6501e-05-0.00038847i,-5.3023e-05+0.0007589i,-0.00016626+0.00078978i,-0.00092542-0.00037258i,-0.00046425-0.00077984i,0.00087514-0.00013169i,0.0013576+0.00098456i,0.00041835+0.0012432i,-0.00029085+0.00094873i,0.00026897+0.00082214i,0.0004698+0.00099635i,0.00018819+0.0010923i,-0.00038844+0.00064442i,-0.00027424+0.00034249i,0.00010205+0.00035059i,-0.00021661+0.00018125i,-0.00053205+0.00014596i
0.0018896+0.00073969i,0.0017197+4.75e-05i,0.0019311-0.0016396i,0.0017897-0.0019452i,0.0014721-0.001884i,0.00095357-0.0015298i,-0.0002069-0.00088369i,-0.0010781+2.7157e-05i,-0.00049786+0.0010395i,8.4197e-05+0.00011765i,-0.00098879-0.0013926i,-0.0013893-0.0012891i,-0.00085809-0.0012061i,-0.00067552-0.00092942i,-0.00021779-0.00027423i,0.00051872+0.0001569i,-3.7416e-06+7.5242e-05i,-0.00072858-7.4266e-05i,-0.00061574+0.00066881i,-7.1222e-05+0.0011482i,8.5346e-05+0.00062159i,0.00012244-0.00033993i,0.00020738-0.0008054i
0.001612-0.0001273i,0.001108-0.00042085i,0.0011915-0.00039983i,0.0015892-0.00039852i,0.0017845-0.00049728i,0.001925-0.00074655i,0.0015258-0.0010121i,0.0008751-0.0015517i,0.00026589-0.0015714i,-0.00032198-0.001153i,-0.00053148-0.0010556i,-0.00044604-0.00073763i,0.00019528-0.00036664i,0.00067437-0.00052872i,0.00058187-0.00049882i,0.00050227-0.00011164i,2.6653e-05-0.00021532i,-0.0002147-2.7475e-05i,0.00018599+0.00049971i,6.3522e-05+0.0004674i,-3.9625e-05+0.00021058i,-0.00027013-0.0004229i,-5.8242e-05-0.00037141i
-0.0002558+0.0017556i,0.00028476+0.0018326i,0.0013897+0.0012628i,0.0031732-0.00022892i,0.0030877-0.00061019i,0.0014064+4.2569e-05i,0.00030884-1.5902e-05i,-0.00038491-9.1694e-06i,-0.00076176+0.00075062i,0.00016598+0.0012018i,0.00069551+0.00029518i,-0.00017621-0.001455i,1.7732e-05-0.0012879i,-2.1657e-05-0.00083527i,0.00014939-0.00088067i,0.0001346-6.8728e-05i,-0.00092722+0.00030834i,-0.0013171+0.00071251i,-0.0010397+0.00089202i,-0.00050275+0.00052766i,0.00012452-0.00012536i,-0.00011452+0.00035312i,-0.00039112+0.0012349i
0.00018507-0.0010453i,0.00020325-0.00018802i,0.001493+0.00031226i,0.0014842+0.0017795i,0.0015037+0.0027335i,0.00081861+0.0018672i,-0.00090143+0.0012121i,-0.0016097+0.00096344i,-0.00089776+0.0001007i,-6.417e-05-0.0005181i,5.2597e-05-0.00030378i,-1.0386e-05+0.00011834i,0.00041151-0.00025841i,0.00066003-0.00094444i,0.00049496-0.0015067i,0.00042728-0.0010695i,0.00056517-0.00029422i,0.0004006+0.00073261i,-0.00032404+0.001851i,-9.1927e-05+0.0020295i,0.0004343+0.0013211i,-0.00023433+0.00066759i,-0.00042518+0.00030935i
0.0010181+0.0014101i,0.00059745+0.0016828i,0.0016899+0.00049534i,0.0025111-0.00082541i,0.0030341-0.00095808i,0.0023367-0.0012659i,0.0014483-0.00056186i,0.00091124+0.0006752i,0.00031289+0.00088623i,-0.00020432+8.8513e-05i,-0.00084693-0.00091267i,-0.00090536-0.00097216i,0.00038474-0.00099735i,0.0019726-0.00082656i,0.001642-0.00050807i,-0.00019459-0.00085171i,-0.00047007-0.0012695i,-0.00081264-0.00053527i,-0.0014308+0.00084291i,-0.0004557+0.00066493i,0.00070324-0.00037439i,0.00047006-0.00010704i,0.00036794+0.00058453i
-0.00040185+0.0010063i,-0.00055048+0.00019994i,0.0002994-0.0002568i,0.00094075+0.000281i,0.00097162+0.0010888i,0.00021062+0.00048259i,0.00025643-0.000754i,0.00065984+9.9609e-05i,-0.00025049+0.0010619i,-0.00034462+0.00075308i,0.00013533+5.2357e-05i,0.00029903-0.00053509i,0.00055886-0.00041351i,0.00051229-0.00033395i,0.00051712-0.00045095i,0.00037598-0.00090644i,7.5293e-05-0.00082852i,-0.00062784-0.00045091i,-0.00094466+0.00036968i,-0.000304+0.00082914i,0.00021818+0.00078971i,4.3973e-05+0.00054826i,-2.3798e-06+0.00097372i
-0.0018209+0.0012306i,-0.0015757+0.0012882i,0.0012899+0.0027598i,0.0022654+0.0025599i,0.0019412+0.0012037i,0.001565+0.00078479i,0.0006266+0.00082911i,-0.0003394+0.00072197i,-0.00098849+0.00026493i,-0.00031959+2.9762e-05i,0.00099893-0.00029691i,0.00096914-0.00091573i,0.00032557-0.0011246i,-0.0001754+0.00016042i,-0.00012458+0.00035184i,5.4613e-05-0.00084624i,-7.8461e-05-0.00016976i,-0.00044299+0.0004809i,-0.0007996+0.00020693i,-0.00064247+0.00016035i,-0.00014888+0.0005154i,-0.00033227+0.00052725i,-0.0005582+0.00015865i
0.0036601-0.0053839i,0.0032728-0.0034069i,-0.00062859-0.0037129i,-0.0016734-0.0026573i,-0.00088238-0.00084116i,-0.00062921+0.00053827i,-0.00085345+0.00095871i,-0.00011715+0.00022749i,0.00035092-0.00047028i,-0.0012908-0.0013492i,-0.0025524-0.00089237i,-0.0016591+0.00010041i,-0.0011118+0.00065483i,-0.00086134+0.00054027i,-0.00036958-5.0939e-05i,-0.00082882+0.00040473i,-0.00047404+5.1383e-05i,0.00076452-0.00088595i,0.00080598-0.00052577i,-0.0004707+0.00022556i,-0.0012025-0.00028626i,-0.00041264-0.00074283i,-0.00013231-0.00074269i
-0.0001205-0.0011838i,0.00074477-0.00020447i,0.00014386+0.0014031i,0.00017707+0.0020331i,0.0017812+0.0014745i,0.0025761+0.0010099i,0.0010727+0.0008904i,-0.00069534+0.0006838i,-0.0009964+0.00024279i,-0.00070382+0.00010475i,-0.00021121-0.00034966i,-0.0002461-0.00072501i,-0.00075673-0.0002959i,-0.0010795-0.00045635i,-0.0010119-0.00079354i,-0.0010715-0.00050007i,-0.00042918+0.00036727i,0.0003156+0.00081777i,0.00046826+0.00069951i,-0.00038607+0.0006776i,-0.00055287+0.00042534i,0.00043009+0.00066301i,0.00037011+0.00018236i
0.00076376+0.00043637i,0.0014822-0.00037425i,0.0012346-0.00013885i,0.0012872-0.00024687i,0.002193-0.0010408i,0.0024275-0.0014624i,0.0011497-0.00091706i,-0.00061483-0.00035989i,-0.0016263-0.00068556i,-0.00050709-0.00064591i,-1.4881e-05-0.00013223i,-0.001016-0.00027695i,-0.00095848-0.00053772i,-0.00046452-0.00035619i,-0.00062023-0.00021198i,-0.00066612-0.00044135i,-0.00055834+5.258e-05i,-6.8058e-05+0.00053723i,0.00076936+0.00073632i,0.00094677+0.00091254i,0.0014916+0.00067031i,0.0013715+0.00011955i,0.00091871+0.00016243i
0.00084426+0.00011448i,0.0011643+0.00021759i,0.0016138-0.00011379i,0.0016633+0.0008769i,0.0018297+0.0018905i,0.0010438+0.001478i,-0.00026743+0.00076358i,-0.00040033+0.00057543i,-0.0008888-0.0002791i,-0.00077183-0.0014195i,-0.00031587-0.00088511i,-0.00048333-0.00024097i,-0.00048922-0.0006299i,-0.00066789-0.00080096i,-0.0010342-0.00072906i,-0.00040513-0.0003547i,0.0006238+0.00022815i,0.00078908+0.0003152i,0.00025279+0.00024668i,0.00010979+0.00056335i,0.00065475+0.0005069i,0.0006653-0.00010917i,0.00035377-0.00061366i
0.0013713+0.0014442i,0.0014448+0.0015003i,0.0016933+0.0015293i,0.0015013+0.0014478i,0.00050302+0.00073491i,0.00022068+0.0002011i,0.00013749+0.00072606i,-0.00041856+0.00032437i,-0.00038915-0.00036023i,0.00011656-0.00066363i,-8.7445e-05-0.0012478i,-0.00052671-0.00068054i,-0.00057372-8.7096e-05i,-0.00010762-0.0001959i,-0.00044685-0.00027348i,-0.0013337+0.00015414i,-0.0017792+0.00030586i,-0.0018523-9.157e-05i,-0.0010184+0.00015385i,0.00056807+0.00023059i,0.0011235+0.00018984i,0.00043617-7.1245e-05i,0.00035761-0.00040452i
-1.0299e-05-0.0014991i,-8.8843e-05-0.0010972i,-1.0386e-05-0.0017104i,4.4809e-05-0.0010763i,0.0004822+0.00066732i,0.00022365+0.0012113i,-0.00038657+0.00036125i,-0.00071146+0.00021997i,-0.00088401+5.9419e-05i,-0.001023+0.00038591i,-0.0010672+0.00081648i,-0.00086793+0.00050254i,-0.00080616+0.00060541i,-0.00093964+0.00092394i,0.00024298+0.0011298i,0.00082707+0.001286i,3.1522e-05+0.0011347i,-0.00099798+0.0013269i,-0.0012793+0.0014443i,-0.00019764+0.00055095i,-0.0003955-0.00015592i,-0.0011188+0.00019027i,-0.00050813+0.00024938i
1.0296e-07-0.00057028i,-0.00061372-0.00018431i,-0.001295-0.00040995i,7.1922e-06-0.0001213i,0.0019301+0.0008821i,0.0015338+0.00088842i,4.7627e-05+0.00073257i,-0.00078438+0.00016619i,-0.00096986-0.0008088i,-0.0010729-0.00096105i,-0.0014566-0.00078987i,-0.00079789-0.00015598i,-0.00026572+0.00030587i,-0.00047545-8.0989e-06i,-0.00054836-6.2835e-05i,-0.00050943-0.00049212i,-0.00058449-0.00056771i,-0.0010933+0.00052933i,-0.00094468+0.0010231i,-0.00013344+0.0004382i,1.5985e-05-1.7651e-05i,-0.00012327-0.00071407i,2.7694e-05-0.0011035i
0.0029558+0.00096118i,0.0029276+0.0010261i,0.0044053+0.00035706i,0.003976-0.00088116i,0.0020298-0.0014063i,0.00099861-0.0011828i,-6.7418e-05-0.0007888i,-0.00072422-0.00014785i,9.6786e-05+0.00037597i,0.00022453-0.00017973i,7.2281e-06-0.0013687i,-0.00034838-0.0016514i,-0.00096896-0.00097111i,-0.0010546-0.0010582i,-0.00091537-0.00032177i,-0.00071561+0.00014761i,-0.00052898-0.00012712i,-0.00038486+0.00012343i,-0.00029207+0.00011827i,-0.00018242-0.00033833i,-0.0010446-0.00039865i,-0.00078446-0.00020273i,0.00063111+7.3551e-05i
0.00091808-0.002838i,-0.00043698-0.0028349i,-0.0022887-0.0025238i,-0.0015806-0.001456i,0.00045682-0.001326i,0.0013501-0.00065424i,0.00074475+0.00018862i,-0.00062801+0.00047983i,-0.0015488+0.0005766i,-0.0023615+3.1396e-05i,-0.0019488-0.00081052i,-0.00037257-0.00015402i,-8.0128e-05+0.00050053i,0.00012152+0.0003843i,-0.00043789+0.00084458i,-0.00084103+0.0010658i,-0.00024799+0.00051224i,0.00013044+5.0139e-05i,0.00047524+0.00053696i,-0.00030944+0.0011992i,-0.00051207+0.0004483i,-0.00012368-0.00026116i,-0.0003534-2.1113e-05i
0.0007919+0.0014602i,-0.00049391+0.0014472i,-0.00022414+0.0012588i,0.0010544+0.00015998i,0.0019191+0.00048334i,0.0019239+0.0010752i,0.00076351+0.000921i,-0.0002796+0.00036208i,-0.0004918-2.9596e-05i,-0.00030422-6.1259e-05i,0.00072541-0.00020201i,0.00083037-0.0011723i,-0.0006326-0.0015509i,-0.00071423-0.00043803i,0.00024028+0.0003012i,0.00080011+6.8005e-05i,0.00055629+0.00027694i,0.00016479+0.00023776i,0.00083122+9.9747e-05i,0.0010485+0.00073048i,0.00065379+0.0009647i,-0.00018206+0.00047653i,-0.00089494+0.00027507i
-3.2604e-05+0.0013449i,-0.0012109+0.00094188i,-0.0010411+0.0022879i,0.0003365+0.0030166i,0.00045157+0.0014298i,0.00028519+0.00075261i,-0.00031187+0.0012483i,-0.001211+0.0011687i,-0.0011813-0.0002258i,-0.00039451-0.00080904i,0.00041512-0.00023761i,0.00017901+0.00011383i,-0.00045366+0.0002725i,-8.9518e-05+0.00020299i,0.00039401-0.00089746i,0.00046379-0.001359i,0.00036998-0.00044404i,-0.00015201-7.6125e-06i,6.5372e-05+0.00082493i,0.00060988+0.00067183i,0.00035816-0.00014106i,0.00019327-0.00056935i,-0.0002061-0.00059205i
-0.00081183+0.00096045i,-0.0014905+0.0016479i,-0.0013297+0.0020443i,0.00091418+0.0015273i,0.0026423+0.0017736i,0.0024352+0.001302i,0.00075367+0.0010564i,-0.00022299+0.0012526i,-0.00058164-0.00011894i,-8.6144e-05-0.0010151i,0.00032169-0.00090524i,2.1384e-05-0.001125i,4.6429e-05-0.00091165i,0.00052999+6.9706e-05i,0.00078386-2.019e-05i,0.00024894+0.00033693i,-0.00015104+0.0010054i,4.0711e-05+0.00083174i,0.00013741+0.00090413i,0.00012214+0.0011484i,0.00022185+0.00085406i,0.00039434+5.527e-05i,0.00052252-0.00054694i
-2.93e-05-0.0012606i,-0.00094441-0.00058534i,-0.001479-0.0003461i,-0.00043194-0.00023253i,0.0008494+0.00035398i,0.0014579+0.001313i,0.0012149+0.0012406i,0.00059594+0.0013542i,0.00010104+0.00090153i,-0.00094382-0.00036185i,-0.0007666-0.00035573i,8.8839e-05+0.00093161i,7.5152e-05+0.00094776i,0.00043016+0.00026492i,0.00047103-0.00049497i,0.00052178-0.00040931i,0.0010659+0.0001146i,0.00070065+0.0002343i,-0.00028596+0.00060126i,-0.00037363+0.00017891i,0.0002474-9.1854e-06i,4.5272e-06+0.00081938i,-0.00051245+0.00069484i
-0.0017725-0.00078904i,-0.00087553+0.00084351i,-0.00056056+0.0022026i,-0.00014822+0.0013851i,0.00033696+0.00043291i,0.00051656+0.00035735i,4.5847e-05+0.00048114i,-0.00059679-0.0003756i,-0.00099852-0.00043142i,-0.0009243-0.00010147i,-0.0001732+0.00014084i,0.00057534+0.00051335i,0.00085511-8.5631e-05i,3.4262e-05-0.00072011i,-0.00056409-0.00066326i,-0.00036372-0.0004264i,-0.00019933-0.00018202i,-0.00040731+0.00023685i,-0.0002791+0.00071807i,-0.00036382+0.00092376i,-0.000733+0.0004949i,0.00024934-0.00025891i,0.0011011-0.0005253i
0.0020283+0.00053703i,0.0017105+0.00042784i,0.0025505-0.00037858i,0.0033018-0.00035312i,0.0027841-0.0003127i,0.00065013-0.0008204i,-0.0005294-2.9449e-06i,-0.00017351+0.0012238i,-0.00065958+0.0012642i,-0.001176+3.7591e-05i,-0.00096733-0.00095521i,-0.0010497-0.0010018i,-0.00045133-0.00061425i,0.0005742+0.00017097i,0.00051838+0.00028033i,0.00028635+0.0005159i,-8.8411e-06+0.00059047i,-0.00035225+0.00067367i,-0.00011733+0.00091621i,0.00040151+0.0006871i,0.0006188-7.2608e-05i,-3.3749e-05-0.0005269i,-0.00056761-0.00065653i
7.5077e-05-0.0016265i,-0.00026626-0.00090913i,-0.00054045-0.00018135i,3.4358e-05+0.00037328i,0.00093202+0.00063381i,0.0010994+0.00072644i,0.00053581+0.00033086i,-0.00079434-0.00017246i,-0.0017672-8.7924e-05i,-0.0011221-0.00036985i,-0.00027931-0.0009723i,0.00020884-0.00090873i,0.00029708-0.00018382i,0.00033958-0.00048932i,0.0011309-0.00037734i,0.0010271+0.0001035i,-0.00022866+0.00020588i,-0.00024795+0.0005746i,3.2157e-05+0.00058468i,0.00016821-0.00019349i,1.1975e-05-0.00027495i,-0.00031919+0.00018995i,-0.00040016+0.00032212i
-3.7577e-05+0.0012804i,2.396e-05+0.0021708i,0.0012964+0.0025634i,0.0017217+0.0010559i,0.0015585-0.00022154i,0.0015633-0.00028582i,0.00060413-0.00038952i,-0.00050363-0.00074981i,-0.00010851-0.00066025i,0.00011832-0.00022449i,-0.00053374-0.00044423i,-0.00079069-0.0009779i,-0.00068665-0.0002737i,-0.000674+0.00012678i,-0.00034479-5.0987e-05i,0.00014173+0.00010236i,0.00056091+0.00071265i,0.00029246+0.0007912i,-0.00044996+0.00098344i,-5.4728e-05+0.0015598i,0.00036051+0.0011617i,0.00077461-0.00045175i,0.00071882-0.00070408i
0.0015916+0.00075582i,0.0016673+0.0009646i,0.0013498+4.0014e-05i,0.001156-0.00043604i,0.0012125+0.00014473i,0.0010631+0.0004473i,0.00076355+0.00078007i,0.00039832+0.00090482i,-2.0583e-05+0.00044207i,-0.0006921+5.7723e-05i,-0.001207-0.00024333i,-0.00060827-0.0007152i,-0.00023463-0.00067624i,-0.00023711-0.00042474i,-5.323e-05-1.2528e-05i,-0.00017671+0.00055765i,-0.00084281+0.00028543i,-0.0009602-8.322e-05i,-0.00062662+0.00021229i,0.00018073-3.4185e-05i,0.0013929-0.00048819i,0.0013078-0.00028643i,0.00075684+0.00020776i
