-0.0011575+0.00049643i,-0.0020011-0.00088208i,-0.0015025-0.002224i,-0.0015779-0.0019604i,-0.0026399-0.0008338i,-0.002742+0.0010201i,-0.0017095+0.0020661i,-0.00022616+0.001304i,0.0010517+1.0956e-05i,0.0014555-0.00095448i,0.00063092-0.00075946i,5.4082e-05-0.00031037i,0.0004924-0.00090528i,0.00092191-0.0011638i,0.00061858-0.0009593i,0.00073077-0.00044352i,0.00039069-0.00023865i,-6.3176e-05-0.00067207i,-0.00026531-0.00067413i,-2.7659e-05-0.00041505i,0.00050452-5.0262e-06i,0.00018652+0.00010623i,-0.0002511-0.00014308i
-0.028104+0.020038i,-0.093332+0.092078i,-0.1515+0.20132i,-0.12463+0.20855i,-0.057223+0.012888i,-0.030807-0.20224i,-0.029707-0.23182i,-0.039097-0.14988i,-0.053517-0.074268i,-0.044282-0.013271i,-0.015147+0.027056i,0.0043358+0.027893i,0.0082437-0.011266i,-0.014116-0.049551i,-0.04288-0.031012i,-0.032681+0.020567i,0.0075894+0.036012i,0.028829+0.0087137i,0.023872-0.023376i,0.022581-0.035236i,0.028813-0.027474i,0.029336-0.014022i,0.025751-0.0068486i
0.03608-0.023493i,0.098128-0.097906i,0.13124-0.20508i,0.048973-0.1906i,-0.049032+0.030745i,-0.0055027+0.21758i,0.079169+0.14204i,0.041369-0.016717i,-0.023594-0.046289i,-0.0018405-0.017655i,0.020757-0.010803i,-0.0095563+0.0036893i,-0.051881+0.034506i,-0.062152+0.061357i,-0.017709+0.061889i,0.035829+0.023434i,0.039258-0.015599i,0.016718-0.01795i,0.0069032-0.0019465i,0.0040788+0.00071443i,-0.003146-0.0085323i,-0.0088597-0.0068887i,-0.0052237+0.0002965i
-0.035529+0.020537i,-0.11133+0.10005i,-0.16657+0.23632i,-0.073684+0.31203i,0.13157+0.22049i,0.23762+0.075049i,0.17165+0.013981i,0.075018-0.0034368i,0.034111-0.019605i,0.019666-0.018982i,0.0020801-0.010112i,0.0013565+0.0088225i,0.036587+0.03056i,0.068182+0.022693i,0.052283-0.012398i,0.0058688-0.026958i,-0.023418-0.0027597i,-0.012095+0.023162i,0.012118+0.021231i,0.010565+0.0070267i,-0.0063899+0.0066511i,-0.0091908+0.011037i,-0.00051383+0.0066693i
0.036787-0.019589i,0.10988-0.10705i,0.15454-0.27105i,0.026482-0.38785i,-0.22234-0.30984i,-0.31951-0.10478i,-0.18998+0.020019i,-0.031651+0.0066095i,0.02838-0.027473i,0.023316-0.018431i,0.0096174-0.012436i,-0.010044-0.034646i,-0.034167-0.061209i,-0.048073-0.061082i,-0.048167-0.020794i,-0.027811+0.023466i,0.0030311+0.030924i,0.012397+0.016684i,0.0017937+0.010577i,-0.00034485+0.018701i,0.0086493+0.028394i,0.012172+0.024676i,0.010372+0.014312i
-0.044093+0.027611i,-0.1359+0.11381i,-0.23274+0.28346i,-0.21004+0.4347i,-0.081066+0.42975i,-0.015721+0.28309i,-0.039228+0.12679i,-0.043614+0.043879i,-0.033609+0.018773i,-0.034606+0.010038i,-0.022918+0.0042984i,-0.017285+0.0056524i,-0.024501+0.023317i,-0.01413+0.037631i,0.01125+0.02764i,0.022924+0.006473i,0.011086-0.0066163i,-0.0059013-0.0036197i,-0.0069846+0.0027374i,0.0044749-0.0069997i,0.01005-0.024646i,0.0053063-0.027112i,0.0024514-0.019121i
0.046965-0.022638i,0.14529-0.11607i,0.25757-0.30504i,0.25535-0.49335i,0.13637-0.53312i,0.038031-0.41862i,0.0085678-0.24706i,0.022579-0.088683i,0.049738-0.0034934i,0.04184+0.0039167i,0.016263-0.0072852i,0.020138-0.013106i,0.030311-0.022098i,0.019416-0.026768i,0.0017571-0.028921i,-0.014151-0.029333i,-0.021825-0.016234i,-0.012598-0.0022599i,-0.0022411-0.0019924i,-0.010145-0.0041519i,-0.022361-0.0010001i,-0.020598+0.0018918i,-0.016464+0.0032864i
-0.049362+0.025053i,-0.15949+0.10827i,-0.30267+0.25922i,-0.36032+0.36875i,-0.28593+0.31323i,-0.15165+0.13919i,-0.034833-0.0095263i,-0.0075189-0.073504i,-0.045069-0.070922i,-0.045677-0.034939i,-0.011552-0.0029766i,0.0038133-0.00091058i,-0.0016583-0.015902i,-0.0090058-0.017873i,-0.016218-0.0018899i,-0.019804+0.014248i,-0.013148+0.014383i,-0.0074472+0.002111i,-0.0046501-0.0063648i,0.0086787-0.0042683i,0.020979-0.0014521i,0.018215-0.0058587i,0.011694-0.0050144i
0.055171-0.018228i,0.17682-0.10397i,0.34783-0.25407i,0.44348-0.35555i,0.42597-0.28271i,0.35668-0.11742i,0.24217-0.02803i,0.10336+0.0073339i,0.025976+0.046287i,0.027731+0.041943i,0.037455+0.011684i,0.01975+0.0091103i,-0.0031083+0.017556i,-0.010161+0.018026i,0.005386+0.014524i,0.022958+0.0037863i,0.018126-0.0066404i,0.0043186-0.0040553i,0.000227+0.00074551i,0.00053116-0.0086581i,-0.0044791-0.017997i,-0.0080775-0.01055i,-0.0011438-0.0038005i
-0.051741+0.022837i,-0.17666+0.094776i,-0.3321+0.20817i,-0.38006+0.24522i,-0.28258+0.13263i,-0.14213+0.022544i,-0.024073+0.025161i,0.042044+0.012632i,0.029102-0.046321i,-0.01146-0.043664i,-0.017444-0.0014831i,0.004326+0.014295i,0.030342+0.009961i,0.036021-0.0040877i,0.019462-0.020139i,0.0012192-0.024907i,-0.0032871-0.017768i,0.0095444-0.014711i,0.018041-0.017535i,0.0062268-0.0084188i,-0.0031894+0.0079974i,0.0036962+0.012179i,0.0097786+0.0048913i
0.055836-0.022454i,0.18847-0.09167i,0.35893-0.1995i,0.39624-0.22228i,0.2424-0.050174i,0.080007+0.15499i,0.012733+0.17406i,-0.028919+0.089272i,-0.041489+0.054334i,-0.0087343+0.054187i,0.0050646+0.033797i,-0.011657+0.0018356i,-0.026257-0.017283i,-0.029086-0.01703i,-0.024577+0.0020838i,-0.0098428+0.015i,0.0028519+0.0037075i,-0.0054321-0.010473i,-0.018683-0.0061929i,-0.012113+0.01064i,0.006355+0.017144i,0.013954+0.0082024i,0.01006+0.0049991i
-0.063965+0.017695i,-0.19478+0.084436i,-0.34925+0.19519i,-0.33792+0.24063i,-0.14533+0.11639i,-0.035938-0.031567i,-0.05409-0.020577i,-0.013308+0.036544i,0.041579+0.01331i,0.015003-0.021883i,-0.021352-0.013776i,-0.021+0.01373i,-0.0033889+0.034875i,0.016305+0.035049i,0.027097+0.019421i,0.022387+0.0063107i,0.010704+0.0065705i,0.0088757+0.017666i,0.019812+0.024733i,0.029041+0.013524i,0.020988-0.0037875i,0.006838-0.0049923i,0.0060485+0.0021069i
0.066073-0.019682i,0.20567-0.077782i,0.37628-0.18139i,0.36594-0.25448i,0.11092-0.20281i,-0.10726-0.09808i,-0.11008-0.070062i,-0.039696-0.092085i,-0.017844-0.08511i,-0.028127-0.048102i,-0.0236-0.020689i,0.0026335-0.024237i,0.014448-0.038757i,0.0028255-0.035149i,-0.0089043-0.022067i,-0.0066222-0.008903i,0.010009-0.00045749i,0.029981-0.0083636i,0.030667-0.027105i,0.0031382-0.033576i,-0.017767-0.019478i,-0.011128-0.0057655i,-0.0046037-0.0041164i
-0.064886+0.015608i,-0.20816+0.074247i,-0.38757+0.19748i,-0.37736+0.32253i,-0.10542+0.29639i,0.1171+0.10603i,0.091341-0.041706i,-0.0087929-0.033084i,-0.038332+0.0096071i,-0.02923+0.0023683i,-0.018016-0.0087677i,-0.019421-0.0023031i,-0.022863+0.010318i,-0.014412+0.018068i,-0.0064668+0.021226i,-0.0057825+0.01657i,-0.0065112+0.0035108i,-0.012254-0.0065862i,-0.01955-0.0040911i,-0.017291+0.010704i,-0.0095636+0.0169i,-0.010114+0.0083408i,-0.014318+0.0071825i
0.066987-0.018135i,0.21495-0.063157i,0.42037-0.16081i,0.47529-0.28522i,0.28767-0.33432i,0.10721-0.24858i,0.093195-0.11839i,0.11936-0.036448i,0.11143+0.0007637i,0.089154+0.0011592i,0.060198-0.0062389i,0.045456+0.0042797i,0.034573+0.0079728i,0.015562+0.00082353i,0.0074815-0.0040348i,0.0042765-0.0001969i,-0.0030907+0.017803i,-0.0008861+0.037608i,0.013514+0.037629i,0.025093+0.014089i,0.019307-0.0038424i,0.0084434+0.0047759i,0.0092361+0.013019i
-0.068097+0.016333i,-0.22521+0.054419i,-0.46603+0.1511i,-0.57454+0.31709i,-0.37372+0.44118i,-0.059674+0.37042i,0.077425+0.1698i,0.039515+0.020336i,-0.020461-0.033752i,-0.031256-0.027803i,-0.016174-0.010361i,-0.010235-0.0061448i,-0.009807+0.0033296i,-0.0070145+0.015968i,-0.0084931+0.017474i,-0.0038419+0.014362i,0.016444+0.0087968i,0.03627-0.0030266i,0.035307-0.017197i,0.011646-0.02103i,-0.0041761-0.013402i,0.0011031-0.010718i,0.0050677-0.013947i
0.066182-0.013467i,0.22024-0.034405i,0.46512-0.082019i,0.61101-0.1687i,0.48761-0.22005i,0.23718-0.12187i,0.081155+0.049339i,0.031158+0.13444i,0.016062+0.14018i,0.021354+0.11122i,0.023213+0.071543i,0.0077692+0.049225i,0.0038055+0.030652i,0.0090606+0.010157i,0.013695+0.0019461i,0.011908-0.0058727i,-0.0079085-0.017399i,-0.035591-0.015968i,-0.045868+0.0019914i,-0.029144+0.018459i,-0.0090295+0.018361i,-0.0060654+0.0094071i,-0.0082602+0.0026431i
-0.069857+0.0096958i,-0.23014+0.015732i,-0.51073+0.023118i,-0.74224+0.082395i,-0.7013+0.19184i,-0.43012+0.23964i,-0.15628+0.17297i,-0.00021186+0.058578i,0.044766-0.034382i,0.016723-0.063237i,-0.012581-0.040873i,-0.014535-0.021158i,-0.016256-0.0089535i,-0.016113-0.0029699i,-0.017597-0.0055573i,-0.022787+0.0041064i,-0.018639+0.029818i,-0.0050451+0.056785i,0.016705+0.064293i,0.033763+0.039278i,0.0301+0.008273i,0.016743+0.00054895i,0.0074855+0.0065618i
0.064388-0.0096496i,0.2112-0.00041754i,0.45769+0.035672i,0.64167+0.048573i,0.55806-0.0013564i,0.2595-0.058161i,-0.010074-0.063131i,-0.12854-0.035576i,-0.1402-0.0082648i,-0.1077+0.010181i,-0.075525+0.011025i,-0.052443+0.0033597i,-0.031584-0.0019512i,-0.01969+0.0012883i,-0.0089327+0.012456i,0.013052+0.013451i,0.032807-0.002228i,0.039945-0.023857i,0.029098-0.040284i,0.0037792-0.039984i,-0.01202-0.027188i,-0.0094732-0.017047i,0.0027984-0.0084009i
-0.062596+0.0065084i,-0.20116-0.023263i,-0.44071-0.12126i,-0.65229-0.23454i,-0.64567-0.24849i,-0.42914-0.14812i,-0.19042-0.031072i,-0.038038+0.034857i,0.026358+0.039834i,0.024421+0.0087773i,0.0091279-0.0083183i,0.001298-0.0072708i,-0.010489-0.0042785i,-0.011475-0.0011209i,-0.0069318-0.0074422i,-0.021047-0.016807i,-0.04295-0.018835i,-0.061002-0.015392i,-0.066752+0.00010727i,-0.047727+0.022418i,-0.0217+0.030387i,-0.012922+0.020404i,-0.016569+0.0046214i
0.05876-0.0040602i,0.18044+0.030399i,0.37614+0.13996i,0.52829+0.25783i,0.49643+0.2367i,0.32147+0.067666i,0.15175-0.092656i,0.053237-0.14939i,0.013736-0.13286i,0.0076496-0.096004i,0.0096045-0.064262i,0.012375-0.040911i,0.011531-0.025336i,-0.0016387-0.012175i,-0.012377+0.0075735i,-0.0090544+0.031848i,-0.0025639+0.053059i,0.0043216+0.062374i,0.016517+0.049621i,0.02726+0.02155i,0.02934+0.0016791i,0.021756+0.0019081i,0.0081129+0.014051i
-0.051314+0.0046879i,-0.15071-0.043472i,-0.29026-0.19602i,-0.3724-0.3913i,-0.30762-0.427i,-0.16111-0.25081i,-0.067056-0.046555i,-0.049924+0.061757i,-0.034762+0.076485i,-0.0023393+0.044335i,0.010774+0.020318i,0.0060815+0.0022785i,-0.0017347-0.012214i,-0.00029522-0.0068398i,0.011889-0.0037516i,0.020916-0.017654i,0.03122-0.032661i,0.040091-0.045095i,0.026194-0.051732i,-0.0042083-0.043195i,-0.020441-0.027978i,-0.012768-0.017909i,0.0042649-0.012645i
0.047537-0.002832i,0.13178+0.043704i,0.24071+0.18731i,0.29724+0.36305i,0.25974+0.39277i,0.20182+0.2585i,0.18995+0.10958i,0.18576+0.016136i,0.15124-0.0083865i,0.11456+0.004881i,0.084954+0.0048789i,0.052095+0.010055i,0.032239+0.015414i,0.016996-0.0017816i,-0.0056087-0.015193i,-0.027122-0.015181i,-0.050139-0.018923i,-0.068767-0.02126i,-0.064573-0.0084833i,-0.038708+0.014706i,-0.014207+0.028795i,-0.0061286+0.023408i,-0.0099573+0.0057113i
-0.043106+0.0047477i,-0.10133-0.037394i,-0.14797-0.17193i,-0.11854-0.33507i,-0.043588-0.34509i,-0.044044-0.18648i,-0.10595-0.038829i,-0.12259+0.0089816i,-0.091959-7.4742e-05i,-0.06477-0.0064857i,-0.046231-0.0010324i,-0.020996-0.0062519i,-0.0034078-0.017674i,-0.0022338-0.012691i,-0.0035931+0.0036152i,-4.1392e-05+0.020593i,0.0099884+0.043107i,0.025359+0.061059i,0.0405+0.051681i,0.046556+0.016664i,0.038305-0.012637i,0.022105-0.016604i,0.0067704-0.005142i
0.037389-0.010089i,0.083895+0.029657i,0.11242+0.15503i,0.077358+0.30269i,0.0023501+0.31199i,-0.025386+0.20415i,0.010424+0.12747i,0.047911+0.10397i,0.041429+0.091606i,0.013138+0.081154i,-0.0041853+0.066341i,-0.018106+0.050203i,-0.021672+0.041375i,-0.010786+0.023876i,0.00065072+0.00086273i,0.014057-0.019969i,0.031734-0.044003i,0.043407-0.063037i,0.03412-0.065992i,0.00016512-0.051136i,-0.031189-0.026233i,-0.033703-0.0063601i,-0.014895+2.4331e-05i
-0.025656+0.007593i,-0.057896-0.017088i,-0.058957-0.10572i,0.0049897-0.19807i,0.063923-0.19484i,0.02063-0.15801i,-0.081617-0.1482i,-0.12142-0.10861i,-0.080111-0.061284i,-0.043867-0.049487i,-0.034552-0.037945i,-0.012276-0.016294i,0.0091333-0.0041697i,0.0071112-0.0010744i,-0.010591-0.00095519i,-0.033725+0.0016963i,-0.055471+0.0072641i,-0.064679+0.014394i,-0.053868+0.025786i,-0.023043+0.040348i,0.0097569+0.042698i,0.021077+0.026876i,0.014618+0.0072977i
0.023597-0.011666i,0.044972+0.0091936i,0.03199+0.094073i,-0.021157+0.18412i,-0.044947+0.16356i,-0.0080613+0.076873i,0.032246+0.045233i,0.033862+0.050428i,-0.0031851+0.042438i,-0.035547+0.030607i,-0.034084+0.014079i,-0.033301-0.0068325i,-0.041628-0.011192i,-0.031465+0.0021589i,-0.0036179+0.015082i,0.024784+0.027354i,0.04565+0.04285i,0.052545+0.053399i,0.049465+0.042853i,0.040888+0.0065598i,0.022461-0.027161i,0.0016819-0.032676i,-0.011004-0.019631i
-0.021401+0.020693i,-0.038423+0.012845i,-0.033673-0.037318i,0.0015198-0.073005i,0.045844-0.035198i,0.081745-0.029185i,0.07106-0.098752i,0.011763-0.11878i,-0.0092093-0.070197i,0.017321-0.044052i,0.025902-0.035662i,0.016902-0.011339i,0.014164+0.010127i,0.015813+0.0079838i,0.01324-0.015104i,0.0042572-0.039512i,0.00083599-0.052487i,0.0047024-0.05411i,-0.0017723-0.041502i,-0.021961-0.014615i,-0.032202+0.011133i,-0.0217+0.022107i,-0.0064023+0.021311i
0.013536-0.014395i,0.021363-0.011564i,0.0043497+0.039381i,-0.026362+0.099296i,-0.016573+0.10299i,0.031275+0.10759i,0.066522+0.13498i,0.064772+0.11596i,0.040386+0.050568i,0.022875+0.0013877i,0.021227-0.015942i,0.021013-0.033564i,0.0057429-0.048333i,-0.015196-0.038383i,-0.024751-0.0099371i,-0.027035+0.015568i,-0.037097+0.026358i,-0.052219+0.026933i,-0.049502+0.026235i,-0.020178+0.025305i,0.011461+0.015179i,0.021509-0.0016047i,0.018841-0.013522i
-0.014785+0.01894i,-0.024759+0.019934i,-0.032921-0.02753i,-0.064188-0.067505i,-0.10613-0.01095i,-0.065824+0.052141i,0.021168+0.0065972i,0.033359-0.069259i,0.0083926-0.066005i,0.011442-0.024224i,0.011205-0.0052491i,-0.005086+0.0055523i,-0.012667+0.017731i,-0.00155+0.020798i,0.016676+0.011792i,0.026368+0.0026979i,0.028208+0.010991i,0.026739+0.030183i,0.022+0.032698i,0.012214+0.011332i,-0.0038562-0.0085374i,-0.015183-0.011383i,-0.019054-0.010855i
0.0076552-0.024147i,0.0067023-0.031556i,-0.0025942+0.0051682i,-0.0093549+0.053362i,-0.021781+0.0606i,-0.07534+0.093266i,-0.11186+0.16032i,-0.070101+0.15526i,-0.028572+0.086383i,-0.01806+0.047339i,0.0012285+0.03728i,0.025338+0.018657i,0.034708-0.010495i,0.017909-0.0325i,-0.0085558-0.031284i,-0.019593-0.021369i,-0.01329-0.026187i,0.0019034-0.042337i,0.0068589-0.051276i,-0.0058763-0.037838i,-0.010952-0.011385i,-0.0016584+0.0043017i,0.0061145+0.011003i
-0.0046845+0.022153i,-0.0028701+0.023384i,-0.0066873-0.04112i,-0.052483-0.14038i,-0.12709-0.16873i,-0.13983-0.1273i,-0.064683-0.093344i,0.0067697-0.076913i,0.023572-0.052276i,0.010317-0.022798i,-0.0076858-0.0061767i,-0.019188-0.0020618i,-0.027273+0.0042522i,-0.027431+0.021199i,-0.013794+0.035053i,-0.0050859+0.031553i,-0.017472+0.019709i,-0.042006+0.0095842i,-0.053578+0.0087225i,-0.03601+0.015595i,-0.010625+0.01137i,0.00031593-0.00010641i,0.0082511-0.0091019i
0.0048178-0.028827i,-0.00062392-0.036303i,-0.001389+0.0079015i,0.026156+0.063387i,0.039015+0.033029i,-0.036084-0.028662i,-0.13411-0.015788i,-0.14058+0.03027i,-0.081365+0.033637i,-0.047003+0.020092i,-0.0349+0.024581i,-0.009506+0.03379i,0.020959+0.028023i,0.036779+0.0034625i,0.030317-0.017173i,0.019481-0.01404i,0.021765+0.0047416i,0.032464+0.023907i,0.041344+0.023267i,0.039534+0.00032061i,0.025065-0.012272i,0.012484-0.0075612i,0.00038652-0.0033066i
-0.0014108+0.026408i,0.014619+0.030778i,0.039446-0.032229i,0.051706-0.15323i,0.055053-0.23124i,0.0738-0.21944i,0.10063-0.15602i,0.10263-0.080437i,0.070297-0.025i,0.035097-0.0092007i,0.01725-0.013467i,0.0028115-0.019505i,-0.013765-0.020508i,-0.02909-0.009033i,-0.033868+0.002606i,-0.023736-0.0011933i,-0.0078398-0.020864i,0.005178-0.047494i,9.3832e-05-0.06046i,-0.020762-0.044272i,-0.025994-0.019254i,-0.015612-0.0064303i,-0.0039214+0.0057725i
-0.0030635-0.024282i,-0.018574-0.029996i,-0.031189+0.03148i,0.0058178+0.13351i,0.080766+0.15201i,0.096124+0.051278i,0.020119-0.035894i,-0.03575-0.035572i,-0.027063-0.026244i,-0.020631-0.0367i,-0.026703-0.028005i,-0.023233-0.00074605i,-0.0081552+0.01897i,0.015503+0.018849i,0.027067+0.0076669i,0.012825+0.0014928i,-0.013529+0.0029737i,-0.039396+0.011234i,-0.043011+0.025714i,-0.015569+0.033293i,0.006773+0.027677i,0.009852+0.020245i,0.010559+0.0093251i
0.0096635+0.027275i,0.036091+0.034623i,0.079215-0.010736i,0.11755-0.084162i,0.15301-0.088605i,0.1943-0.01869i,0.19875+0.02261i,0.12315+0.018919i,0.04307+0.025094i,0.020257+0.028601i,0.015478+0.012802i,0.009417-0.0063814i,0.0027505-0.019874i,-0.012127-0.02754i,-0.024144-0.025618i,-0.018985-0.013202i,0.0011791+0.0075684i,0.031626+0.027375i,0.053043+0.019613i,0.044569-0.010258i,0.021447-0.024708i,0.0083042-0.021616i,-0.0015064-0.014911i
-0.0095591-0.028149i,-0.040163-0.033917i,-0.086771+0.027391i,-0.10647+0.15588i,-0.069104+0.23851i,-0.024157+0.1952i,-0.024+0.094819i,-0.032785+0.027489i,-0.018168+0.0011037i,-0.00059258-0.015106i,-0.0020092-0.021247i,-0.014925-0.011567i,-0.020988+0.0040474i,-0.01251+0.021166i,0.0026848+0.027145i,0.010959+0.015354i,0.014807-0.010649i,0.014625-0.043459i,-0.000794-0.056288i,-0.021634-0.036043i,-0.028901-0.0095016i,-0.026562+0.00473i,-0.018544+0.012668i
0.012809+0.027367i,0.046641+0.039939i,0.091615+0.010053i,0.099885-0.035898i,0.052486+0.0016564i,0.020952+0.10919i,0.039301+0.14907i,0.039757+0.097043i,0.0041633+0.038913i,-0.019328+0.018147i,-0.012933+0.011707i,0.0028286+0.0017128i,0.012367-0.0058533i,0.012785-0.014972i,0.0080305-0.024453i,-0.0034408-0.023832i,-0.024511-0.0089711i,-0.042558+0.018004i,-0.03385+0.042306i,-0.0018885+0.044057i,0.017932+0.027108i,0.019863+0.012132i,0.017936+0.00085872i
-0.016137-0.021834i,-0.056452-0.035397i,-0.12421-0.0029278i,-0.18974+0.068028i,-0.2183+0.095042i,-0.21086+0.054511i,-0.1737+0.010754i,-0.11027-0.0046253i,-0.045917-0.0033114i,-0.0041596-0.0034029i,0.00462-0.0075501i,-0.0048175-0.013002i,-0.013584-0.013867i,-0.018666-0.0032394i,-0.016806+0.012489i,-0.0040846+0.025346i,0.019798+0.035642i,0.051599+0.035057i,0.066972+0.0095756i,0.049031-0.023267i,0.020543-0.034217i,0.00058497-0.030568i,-0.011791-0.024257i
0.016744+0.025025i,0.053097+0.041931i,0.099339+0.017471i,0.096145-0.045703i,0.014654-0.063587i,-0.060141-0.012967i,-0.053459+0.040857i,-0.016271+0.044153i,-0.0039509+0.0099486i,-0.0094725-0.014069i,-0.0077892-0.014497i,0.0030524-0.00045363i,0.0088446+0.01i,0.01354+0.0078248i,0.021922-0.0030958i,0.028427-0.019724i,0.023694-0.041912i,-0.0012121-0.058442i,-0.034135-0.044254i,-0.046537-0.0072389i,-0.035292+0.013083i,-0.020663+0.014368i,-0.0089772+0.016709i
-0.021813-0.022691i,-0.063274-0.044359i,-0.1234-0.042393i,-0.15821-0.038161i,-0.13965-0.093288i,-0.10311-0.16806i,-0.07857-0.17354i,-0.047968-0.12054i,-0.017613-0.061612i,-0.003012-0.022029i,0.0039818-0.0081035i,0.0056772-0.01416i,0.0032106-0.022416i,-0.0055315-0.022905i,-0.019541-0.016788i,-0.036625-0.0064965i,-0.053276+0.012494i,-0.051112+0.041425i,-0.015835+0.058323i,0.027088+0.044013i,0.041057+0.019261i,0.033968+0.0034828i,0.026754-0.0097472i
0.017936+0.022008i,0.058953+0.04353i,0.11349+0.030869i,0.1386-0.025406i,0.10972-0.069713i,0.056126-0.063451i,0.010941-0.019406i,-0.0083447+0.021456i,0.0047644+0.018837i,0.020389-0.0052453i,0.016355-0.0092368i,0.0046283+0.0033741i,-0.0053592+0.013359i,-0.0081752+0.019645i,0.00079509+0.026741i,0.019628+0.035674i,0.043062+0.04062i,0.057118+0.02541i,0.040792-0.0095736i,0.0042368-0.034911i,-0.014759-0.034831i,-0.012785-0.025166i,-0.013436-0.01586i
-0.021469-0.028829i,-0.060815-0.055021i,-0.10383-0.061681i,-0.086138-0.047425i,0.012667-0.057449i,0.10961-0.095033i,0.12178-0.1157i,0.076402-0.096018i,0.033795-0.049681i,0.0078056-0.013579i,0.0025102-0.0038712i,0.010405-0.0058577i,0.017088-0.01163i,0.017763-0.018239i,0.014078-0.026006i,0.0081415-0.043814i,-0.0027378-0.064807i,-0.021131-0.064383i,-0.034343-0.028847i,-0.027505+0.016306i,-0.012107+0.034197i,-0.0031476+0.029379i,0.0051053+0.023824i
0.019485+0.023213i,0.059428+0.047875i,0.11379+0.05503i,0.139+0.037676i,0.11686+0.036138i,0.066937+0.062861i,0.010373+0.070857i,-0.024354+0.050646i,-0.01738+0.037868i,0.0058889+0.028446i,0.0067354+0.015185i,-0.0070475+0.0056119i,-0.016384+0.0018234i,-0.022485+0.004072i,-0.030955+0.012652i,-0.045416+0.030972i,-0.05811+0.053671i,-0.048785+0.061507i,-0.014846+0.0394i,0.014671+0.0036164i,0.022889-0.011324i,0.02324-0.0063131i,0.02146-0.0056564i
-0.019716-0.024895i,-0.057392-0.050783i,-0.096354-0.049764i,-0.076732+0.0027789i,0.012965+0.067587i,0.092806+0.080005i,0.11391+0.046347i,0.096025+0.019316i,0.053443+0.00077095i,0.012779-0.012109i,-0.0012798-0.0089434i,0.004051+0.0016132i,0.0161+0.0030869i,0.025336-0.0013311i,0.036968+0.00016217i,0.061124+0.0014329i,0.089173-0.00096778i,0.092203-0.0076027i,0.053268-0.01718i,0.0032548-0.016025i,-0.018046-0.0074978i,-0.016603-0.0068508i,-0.01668-0.005924i
0.023239+0.024218i,0.059712+0.052072i,0.10032+0.060906i,0.084444+0.047354i,-0.0037465+0.050001i,-0.076316+0.070598i,-0.088242+0.054277i,-0.077768+0.018186i,-0.053641+0.015189i,-0.025967+0.019598i,-0.013368+0.0076129i,-0.010881-0.0066388i,-0.013998-0.011766i,-0.02069-0.015903i,-0.031423-0.028771i,-0.049713-0.04928i,-0.069039-0.071655i,-0.072682-0.072869i,-0.04936-0.04047i,-0.014901-0.0045159i,0.0011136+0.010345i,-0.0020262+0.01677i,-0.0021886+0.02334i
-0.02328-0.022059i,-0.060835-0.048143i,-0.10789-0.042648i,-0.11285+0.011712i,-0.065056+0.064088i,-0.024472+0.07206i,0.0066979+0.063591i,0.037473+0.04864i,0.035738+0.020569i,0.021355-0.00072012i,0.01052-0.0048636i,0.0039733+0.0058794i,0.009805+0.01765i,0.016006+0.023486i,0.013454+0.036439i,0.008148+0.065386i,0.0024539+0.099681i,0.0014019+0.11004i,0.0096399+0.073832i,0.013156+0.020534i,0.0077959-0.0055353i,0.01047-0.0075356i,0.015547-0.010454i
0.021198+0.020894i,0.056736+0.047764i,0.08918+0.044013i,0.056088-0.0042463i,-0.043517-0.048837i,-0.10356-0.066781i,-0.09336-0.072013i,-0.069214-0.058168i,-0.051328-0.0321i,-0.031395-0.013026i,-0.0043911-0.0073803i,0.0088365-0.011798i,0.0027485-0.016379i,-5.5277e-05-0.020171i,0.011621-0.032007i,0.035117-0.054183i,0.064926-0.075756i,0.077559-0.079979i,0.052832-0.058608i,0.014461-0.026373i,-0.003561-0.0085174i,-0.011357-0.0097083i,-0.022463-0.010459i
-0.019825-0.019934i,-0.058988-0.044997i,-0.1028-0.045732i,-0.1037-0.013384i,-0.054949-0.0012108i,-0.013271-0.0092462i,0.0015695+0.0097889i,0.0053651+0.035715i,0.012303+0.03311i,0.017079+0.017954i,0.0081718+0.0084051i,-0.0050426+0.0048028i,-0.009319+0.012654i,-0.0090165+0.022038i,-0.021619+0.023028i,-0.054815+0.020143i,-0.094477+0.014402i,-0.10862+0.0096953i,-0.076614+0.011761i,-0.027025+0.011472i,-0.0039847+0.0076197i,-0.0023429+0.012086i,0.0023284+0.01867i
0.020313+0.019128i,0.057652+0.042138i,0.095287+0.031888i,0.087256-0.027796i,0.043357-0.083676i,0.020257-0.099984i,0.016767-0.090949i,0.0055794-0.075642i,-0.0079041-0.050396i,-0.0069383-0.021211i,0.0056247-0.0032018i,0.01255+0.00089673i,0.011415-0.0059125i,0.014457-0.010323i,0.029667-0.0015129i,0.051411+0.022504i,0.072534+0.05709i,0.079852+0.074805i,0.060568+0.052191i,0.028912+0.018482i,0.012933+0.0045474i,0.016752-0.0026284i,0.019373-0.015921i
