0.00042181-3.8736e-05i,0.0012188-0.00018011i,0.00034571-0.001928i,0.00045395-0.0025888i,-0.0004321-0.0015494i,-0.0010438-5.6652e-05i,-0.00087674+0.00074391i,8.202e-05+0.00077073i,0.001114-7.9119e-06i,0.00080368-0.0012565i,0.00018182-0.0018453i,0.00018074-0.0015657i,0.00019388-0.0010667i,7.896e-05-0.00074803i,0.00081165-0.00030919i,0.0013269+0.00038535i,0.0004344+0.00037942i,-6.186e-05+0.00094974i,-8.5077e-05+0.0010811i,-0.00042964-0.00028954i,-0.00083355-0.00057469i,-0.0013443-0.00015374i,-0.00088272+6.6939e-05i
0.0018269+0.0017492i,0.0018956+0.00057637i,0.0017852-0.00033579i,0.002107-0.00083197i,0.0025348-0.0013407i,0.0015879-0.0015711i,0.00014-0.0014938i,-0.0014504-0.0017094i,-0.0020947-0.0019189i,-0.00058464-0.001075i,0.00086601-0.00085588i,0.00071628-0.00047191i,-0.00028136-0.00015928i,-0.00039097+0.00017564i,-0.00023491+0.00056145i,-0.00029941+9.7479e-05i,-0.00065221+0.00020825i,-0.0014085+0.00062504i,-0.0013879+0.00048368i,-0.00046264+0.00047088i,0.00025681+0.0002567i,0.00046363-0.00012235i,0.00018812-0.00023022i
7.5968e-05-0.00043735i,-2.738e-05+0.00035043i,-0.00052684+0.00093315i,-0.00023128+0.00092042i,0.0010671+0.00047789i,0.001457+0.0010725i,-1.2912e-06+0.0023022i,-0.00097487+0.0015971i,-0.00065455+0.00020322i,-0.00026208-1.8865e-05i,-9.4579e-05-0.00054092i,0.00037545-0.0013814i,-0.00014649-0.00087735i,-0.0010811-8.3861e-05i,-0.0011093+0.00015729i,-0.00071641-0.00015733i,-0.0011248-0.00052668i,-0.0011835-0.00043446i,-0.00032249-0.00026122i,-9.2725e-05-0.00073179i,-0.00050329-0.00065571i,-0.00057745-0.00063769i,-2.89e-05-0.00055486i
0.00023771+0.0010468i,0.0010508+0.0011572i,0.0025112+0.0022075i,0.0048154+0.0013503i,0.0054531-0.001364i,0.0029794-0.0024709i,0.00039851-0.0017086i,-0.00040998-0.0017098i,-0.0010326-0.0017382i,-0.00031122-0.0012544i,0.00031325-0.0011813i,-0.00069397-0.00088885i,-0.001169-0.0011675i,-0.0013476-0.00111i,-0.0015358-0.0007225i,-0.0013662-0.00083797i,-0.001019-0.00044627i,-0.00094824-0.00012856i,-0.0010813-0.00035224i,-0.00073689-0.00042315i,-0.00015178-0.000118i,-0.000718+6.074e-05i,-0.0010626+4.0449e-05i
0.00076661+0.002308i,0.0014189+0.001644i,0.0014953+0.00054928i,0.0018787-0.0010591i,0.0019446-0.0015033i,0.001247-0.0011739i,0.00021347-0.00088816i,-0.0009628-0.00035367i,-0.0015526-2.6324e-05i,-0.001466+9.9655e-05i,-0.0011439+0.00061367i,-0.0008346+0.00050268i,-0.00069165+0.00020578i,-0.00082181+0.00061178i,-0.00042173+0.00062413i,-0.00039844+0.00042952i,-0.00081929-0.00032789i,-0.00086256-0.00050011i,-0.00018457-0.00058974i,0.00044099-0.00062948i,0.00014218-8.246e-05i,-0.00064026+3.8911e-05i,-0.00020175-0.00030331i
0.001171-3.2285e-05i,0.0022636+0.0010061i,0.0017738+0.0017461i,0.0016181+0.0021016i,0.0010007+0.0012061i,0.00032625+0.00083575i,0.00034671+0.0013608i,-0.00036011+0.0010217i,-0.0011478+0.00057261i,-0.00083009+0.00083418i,-0.00030218+0.0002871i,-0.00028906-0.00017446i,-0.00066284+0.00026792i,-0.0011127-7.3688e-05i,-0.0011206-0.00048335i,-0.00076533-0.00011515i,-0.00054348+1.7938e-05i,-0.00056164+0.00022881i,-0.00013609-2.9893e-05i,-1.8194e-05-0.00037029i,-0.00055063-0.00032567i,-0.00040805+4.958e-05i,-0.00039742+0.00038522i
-0.0016046-0.0021572i,-0.0016461-0.00073497i,-0.00061483-0.00032672i,0.00074283+0.00023092i,0.00081773+0.00122i,0.0012851+0.00042247i,0.0017695-0.00040549i,0.00019134-0.00041626i,-0.0018044-0.00019434i,-0.0019094+0.00034201i,-0.00090074+0.00027154i,-0.00017244+2.4325e-05i,1.0704e-05+0.00047559i,-0.00049175+0.00084632i,-0.00049367+0.00048155i,-0.00027743-4.5776e-05i,-0.0004696+0.00010951i,-4.6714e-05+0.00034305i,0.00015315+0.00023715i,-0.00069318-2.1787e-05i,-0.0012528-0.00050727i,-0.00088896-0.00024563i,-0.00027143+0.00014546i
0.00066905-0.0011658i,0.0030142-0.00069569i,0.0038651-0.00046553i,0.0030296-0.00059457i,0.0017735-0.0013796i,0.0010637-0.00093299i,0.00035967-0.00083326i,-7.4981e-05-0.001409i,-0.00022415-0.00065998i,-0.00025581+0.00052921i,-9.3989e-05+0.00039086i,-0.00021216+0.00052724i,-0.00022041+0.0011017i,-0.00043394+0.0013424i,-0.0010355+0.0011243i,-0.00091832+0.0003979i,-0.00025156-0.00062737i,-0.00061294-0.00064557i,-0.0011547+0.00059691i,-0.00075225+0.00096278i,1.1182e-05+0.00030987i,-3.3813e-05+0.0002356i,-0.00016045+0.00040716i
-0.0011832+0.00070784i,0.00070164+0.00088747i,0.0030058+0.0016951i,0.0044176+0.00040667i,0.0040209-0.00073449i,0.0024325-0.0011288i,0.0007818-0.0012714i,0.00017853-0.00049971i,0.00030351-0.00023341i,0.00030082-0.00091264i,0.0002146-0.0018711i,0.00019577-0.0017629i,0.00021924-0.00077798i,0.00030883-0.00092687i,0.0002261-0.00077327i,-6.6184e-05+0.00035614i,-6.111e-05-0.00019958i,-0.0003639-0.0013279i,-0.00055987-0.00090726i,-0.00016008-0.00041944i,8.0813e-05-0.00072029i,-0.00073412-0.00067847i,-0.0010112+0.00020526i
0.00091402+0.0014971i,0.0015711+0.0009685i,0.0028887+0.00056331i,0.0038318+0.0005803i,0.0041924+0.00053547i,0.0030416+0.00064083i,0.0014926+0.00042476i,0.00014176+5.6239e-05i,-0.00067521-0.00030477i,-0.00035946-0.00026231i,-0.00092194-0.00093149i,-0.0013147-0.0010517i,-0.00060628-0.00016612i,4.9927e-05+0.00021546i,-0.00016177+3.2904e-05i,-0.00042847-0.00074689i,-6.6306e-05-0.00087234i,-0.0001047-0.00064438i,-0.00033132-7.2581e-05i,0.00023179+0.00030105i,0.00048426-0.00023722i,-4.0473e-05-0.0005244i,-0.00041453-0.00033317i
0.00023078-1.2582e-05i,0.00027251+0.00068139i,0.001281+0.0017658i,0.0020197+0.0014915i,0.0021183+0.00016858i,0.0024107-0.00074297i,0.0014881-0.0004187i,0.00019026+0.00041572i,-0.00021699+0.00054808i,-0.00028381+0.00018651i,-0.00066602-0.00089476i,-0.00071959-0.0011716i,-0.00044599-0.00015317i,-0.0006848+0.00016855i,-0.00091158+0.00012793i,-0.00014254-9.1663e-05i,0.00077538+1.5177e-05i,0.00064777+0.00038485i,-3.8557e-05+3.9077e-05i,0.00015181-0.00031253i,0.00050002-0.00041848i,0.00017722-0.00041702i,-0.00025467-0.00041756i
-0.00062472+0.0011941i,0.00085038+0.0027599i,0.0026496+0.0027763i,0.0034943-3.9804e-05i,0.0032113-0.0015064i,0.0029381-0.0011524i,0.0016313-0.00091198i,-0.00073576-0.00063261i,-0.0017484-0.00076805i,-0.0011203-0.00054266i,7.9115e-05-0.00013227i,0.000631-4.3102e-05i,3.3694e-05+0.00010428i,-0.00043687+0.00081109i,-0.00052669+0.0012092i,-0.00043421+0.00055196i,-0.00063733-0.00026494i,-0.00064409-0.00053238i,6.0795e-05-0.00020257i,0.00050174-0.00037807i,0.00080999-0.00056687i,0.00052754-0.00015302i,-0.0003115+0.00013783i
0.00028542+0.0018669i,0.0015843+0.0021082i,0.0025557+0.001709i,0.0024316+0.00022554i,0.0011572-0.0012735i,-0.00020206-0.0014196i,-0.00085808+5.3708e-05i,-0.001016+0.0010007i,-0.00082464+0.0011932i,-0.00077614+0.0012041i,-0.0006102+0.00040037i,-0.00089383-0.00023i,-0.0012114+0.00035096i,-0.00070182+0.00085564i,-0.00081049+0.00039523i,-0.00066762+0.00014884i,0.00019903+0.00036213i,0.00010913+0.00022927i,9.5887e-05-5.3747e-05i,-5.6429e-05-6.2245e-05i,-0.00058767+0.0001094i,-0.00060955-0.00029563i,-0.0002195-0.00035856i
0.00020056+0.0013002i,0.0020644+0.0015574i,0.0046456+0.0020694i,0.0060605+0.0014056i,0.004876-8.4876e-05i,0.0032052-0.0011949i,0.0018904-0.00071153i,0.00089367+0.00030798i,-0.00029207+0.00042592i,-0.00041341+2.7146e-07i,0.00019608-0.00046103i,-0.00020831-0.00011126i,-0.00071068+0.00016797i,-7.0572e-05+3.2488e-05i,0.00014626-9.2258e-05i,-0.00042324-0.00024321i,-0.00080001-4.5598e-05i,-0.0009137+0.00068061i,-0.00053446+0.00073044i,-8.7923e-05+0.00026398i,-0.00040902+0.00025009i,-0.0013341-4.4951e-05i,-0.00131-0.00014693i
0.0013007-0.0021984i,0.0015108-0.0014967i,7.141e-05-0.0025517i,-0.00047126-0.0044245i,0.00021805-0.0037968i,0.00085664-0.0012408i,0.0010542+0.00011728i,0.00029958+0.00017761i,-0.00014773+0.00041915i,2.744e-05+0.00010743i,-0.00018724-0.00046267i,-0.00035822-0.0003007i,-0.00023308-0.00034699i,0.00026578-0.00028962i,0.00041994+0.00086801i,-8.7452e-05+0.00085943i,-0.00025039+3.0454e-05i,-0.00042496-8.554e-05i,-2.31e-05-0.00025981i,0.00069256+0.00015352i,0.00015851+0.00065577i,-0.00058873+0.00065803i,-0.00018709+0.0008476i
0.0014489-0.00020193i,0.0017585+0.00052166i,0.0021725+0.00086249i,0.0030141-0.00025103i,0.0028066-0.0012307i,0.00089152-0.00076516i,-6.1673e-05-0.0010456i,7.4439e-05-0.00096827i,0.00017185-0.00045218i,0.00029125+1.0957e-05i,-0.00036759+7.2076e-05i,-0.0011548+6.1106e-05i,-0.0011909+0.00011598i,-4.2346e-05+0.00018575i,0.00078412+0.00015342i,0.00053983-0.0003586i,0.00025843-0.0002417i,-0.00021074+0.00063948i,-0.0001707+0.00044835i,-0.0004544+2.3455e-05i,-0.00038038-0.00016441i,3.1684e-05-0.00038391i,0.00011545-0.0004761i
-0.00018431-0.00056029i,0.00068591-2.3669e-05i,0.0013589-0.00060217i,0.0020503-0.0013645i,0.0025054-0.0014631i,0.0019975-7.283e-06i,-3.2215e-05+0.0012306i,-0.0018998+0.00083119i,-0.0012992-0.00035176i,8.8991e-05-0.0011857i,0.00017446-0.00053896i,-0.00057541+2.6215e-05i,-0.00027977+0.00046991i,0.00050952+0.0011234i,0.00046178+0.0010591i,0.00025878+9.633e-05i,0.00053373+0.00027581i,0.00034233+0.00061623i,0.00015583-0.00018489i,5.9722e-05-0.00080545i,-0.00014317-0.0003754i,-0.0002637-4.0884e-05i,-0.00042462-0.00055877i
0.0012592+0.00014967i,0.0018412+0.0006936i,0.0019851+0.00021976i,0.0020067-0.0004549i,0.0024865-0.00084779i,0.0025007-0.00083008i,0.0010919-0.00071406i,-0.00036256-0.00071408i,-0.001306-0.00030308i,-0.0014243+0.00038078i,-0.00089198+0.00091214i,-0.00072238+0.00053742i,-0.00029989+0.00012731i,-1.8398e-05+3.4475e-05i,-0.00017522-0.00029544i,-0.000511-0.00052059i,-0.0010075+0.00027337i,-0.00061376+0.00040325i,0.00052052-4.3349e-05i,0.0010276+0.0002497i,0.00018206+0.00046913i,-0.00031734+0.00069643i,-0.0002717+4.1683e-05i
0.0012652-0.00021606i,0.0013369+0.00086184i,0.0016992+0.0014405i,0.0027048+0.00086205i,0.0031553+0.00021703i,0.0024467+0.00061441i,0.001122+8.1512e-05i,-0.00019391-0.0010712i,-0.00087592-0.00056786i,-0.0007815-4.3907e-06i,-0.00097506+1.4871e-05i,-0.0010597+0.00020722i,-0.00091571+0.00071102i,-0.00072002+0.00095515i,-0.00028298+0.0003965i,0.00020626-0.00019724i,4.0578e-05-0.00019987i,-0.00047291+0.00030505i,-0.00094837+4.4849e-05i,-0.00083015-0.00034323i,-2.34e-05-9.6915e-05i,0.00035152+0.00010002i,-0.00032203-0.00019718i
-0.00090593+0.0017762i,-7.3913e-05+0.00226i,0.0014993+0.0028357i,0.0020395+0.0010303i,0.0022989-0.0012926i,0.0022935-0.001734i,0.00044283+8.3362e-06i,-0.00027786+0.0015211i,-0.00017171+0.0014025i,0.0002463+0.0011993i,0.00091359+0.00068356i,0.00086973+2.6728e-05i,0.00013073-0.00041144i,-0.00040026-3.6469e-05i,-0.00035752+0.00070741i,-6.0789e-05+0.00039363i,0.00043659+0.00022653i,0.00024708-1.9829e-05i,-9.4599e-05+0.00037599i,-5.6013e-05+0.0011158i,-0.0008457+0.00028655i,-0.00069085-0.0007709i,4.5687e-05-0.0010572i
-0.00063922+0.00063035i,0.0011822+0.0012878i,0.0029967+0.0028851i,0.0050155+0.0018048i,0.0048582-0.0002478i,0.0029267-0.00060791i,0.00113+1.117e-05i,-0.00031242+0.00078661i,-0.00091708+0.0012989i,0.00034528+0.00073462i,0.00083252+0.00013421i,0.00032562-0.00057354i,0.00057524-0.00083561i,0.00050936-0.00053152i,0.0002849-0.00045603i,0.00023328-0.00066676i,-9.8491e-05-0.00053554i,0.00010716+0.00030732i,0.00038391+0.00098688i,0.00074119+0.0011122i,0.00045368+0.00066289i,-2.8749e-05+0.00077372i,-0.00031145+0.00042502i
0.00092539+0.0026461i,0.0017284+0.00169i,0.0025241+0.00036085i,0.0024713-0.0015677i,0.0023437-0.0027743i,0.0011278-0.0023153i,-0.00080996-0.0014073i,-0.0016561-0.0011781i,-0.000697-0.0009918i,0.00034026-0.0010501i,9.9853e-05-0.00073325i,1.865e-05-0.00065717i,-7.4921e-05-0.000276i,-0.00030812+0.00047349i,-9.5239e-05+0.00042805i,-0.00043578+0.00035777i,-0.00086851-0.00039098i,-0.00014533-0.00075525i,0.00029232-0.00066159i,0.00014016-0.00045867i,0.00010429-2.345e-05i,0.0002436+7.4471e-05i,-0.00055926-0.00028355i
0.0028264+0.00040665i,0.0016819+0.00088995i,0.0017045+0.0016833i,0.0025068+0.00070544i,0.0027981-0.0011842i,0.0017345-0.0013515i,0.00094638-0.00036076i,-7.1562e-05+1.6538e-05i,-0.0005983-0.00014748i,-0.0001315-0.00069086i,-0.00029095-0.0010485i,-0.00086254-0.00034486i,-0.00075664+0.0001779i,-8.3875e-05+0.00044124i,-0.00020958+0.00077788i,-1.8266e-05+0.00048586i,-3.6019e-05-0.00018499i,-0.00025858-0.00073276i,-0.00037747-0.00075284i,-0.0001247-0.0002015i,-0.00072912-0.00015853i,-0.0016587-0.00021932i,-0.0012655-0.00019905i
-0.0020396+0.00043309i,-0.0012384+0.0018147i,-0.00025599+0.0025522i,0.0012086+0.001803i,0.0020985+3.9378e-05i,0.001987-8.3977e-05i,0.00070662+0.00056843i,-0.0010129+2.5819e-05i,-0.0017165-8.0296e-05i,-0.001151-0.00041456i,-0.0010551-0.000535i,-0.0013596-0.00023565i,-0.0011223-0.00010552i,-0.00051239+7.0244e-05i,-0.00019056-0.00019112i,-1.8234e-05+0.00033996i,-0.00025092+0.00045891i,-0.00044682+2.6067e-05i,-0.00030707-0.00056758i,-0.00038863-0.00092406i,-0.00047766-0.000255i,-0.00049581+0.00031053i,-0.00025616+0.00016579i
0.0019251+0.0015608i,0.0021748+0.0019539i,0.0032371+0.0013456i,0.0033347-0.00052278i,0.0028664-0.0020578i,0.0010834-0.0022466i,-0.00061195-0.0014154i,-0.00036527-0.00018118i,0.00017395-0.00012777i,0.00056394-0.00074578i,0.00040874-0.00077507i,-0.00022734-0.00042533i,-0.00011634-0.00036806i,-0.00027682-0.0002576i,-0.00092936-0.00055124i,-0.00018916-0.00039634i,-0.0001412-0.00023641i,-0.0011164-0.00011163i,-0.00092251+0.00059564i,-0.00048868+0.00030849i,-0.00047825-5.7085e-05i,-0.00028568-0.00081767i,-0.00027267-0.0008639i
0.00023383+0.00020055i,0.00090318+3.9104e-05i,0.0026915+0.0011138i,0.0036574+0.0014565i,0.0040975+0.00020128i,0.0031611-0.00043549i,0.00084225+0.00023223i,-0.00043585+0.00027311i,-0.00026566-0.00065406i,0.00012849-0.00030385i,-0.00017932+0.00055897i,-0.00084579+0.0003468i,-0.001053+0.00029384i,-0.00052721+0.00084549i,0.00021861-5.7138e-05i,0.00076664-0.00048981i,0.00052769-5.1364e-05i,0.0001766+0.00059596i,0.00010465+0.0010381i,-0.00018306+0.00035968i,-0.0010926-0.00031093i,-0.00055102-0.00029153i,0.00065053-0.00050549i
0.0020246+0.00079565i,0.0023623+0.00059179i,0.0034975-0.00023803i,0.0047003-0.00097031i,0.0043204-0.00090206i,0.0027809-0.00047574i,0.0013287-0.00015356i,0.0002705+0.00045803i,-5.2759e-05+0.00075419i,-0.0001216+9.348e-05i,-0.00066168-0.00039127i,-0.0004493-0.00013366i,-8.9258e-05+0.00023218i,-7.3918e-06-0.00011468i,-9.1603e-07-0.00031291i,0.00043608+0.00013432i,0.00070538+0.00098989i,5.7426e-05+0.00082771i,-0.00023993-0.00047362i,0.00057579-0.00088689i,0.0004995-0.00093567i,-0.00014097-0.00020633i,-0.00058454+0.00057944i
0.0013146-0.00026726i,0.0021639+0.0010457i,0.0023213+0.00072216i,0.0033641-0.00039565i,0.00416-0.0018294i,0.0030964-0.0013374i,0.00086052+0.00049399i,-0.00057499+0.0007193i,-0.00039801+0.00033199i,-0.00027852-6.6168e-05i,-0.00045895-0.00079566i,-0.00051325-0.00054764i,-0.00079908-0.00027375i,-0.00083365-0.00010112i,-0.00047723-0.00018529i,-0.00099546-0.00018262i,-0.0008975-2.9092e-05i,-0.00063503-0.00075458i,-0.00040134-0.00074477i,-4.4557e-05-0.00023881i,-3.7354e-05-0.00019632i,0.0001097-7.2313e-06i,0.00026167+9.8561e-05i
-0.0003984+0.00022348i,9.1816e-05+0.0010473i,0.0014479+0.00058539i,0.0023794-0.00085875i,0.0021722-0.0013038i,0.0023228-0.0020048i,0.0015253-0.0018896i,-0.00011611-0.0014541i,-0.0008172-0.0011732i,-0.00053838-0.00059207i,1.0765e-05-0.00058708i,0.00028363-0.0007581i,-0.00048668-0.00053959i,-0.00074221-0.00015518i,2.6681e-05-0.0006905i,0.00056196-0.001134i,0.00055652-0.0006873i,0.00037798+0.00041311i,0.00011194+2.163e-05i,-0.00041011-0.00050537i,-0.00054603-0.00075429i,2.834e-05-0.00070453i,0.00017004+0.00026218i
0.0020627-0.00068572i,0.0019096-0.0013052i,0.0022116-0.0014811i,0.0020978-0.0028228i,0.0012086-0.0040007i,0.0006556-0.0034129i,0.00030164-0.0016027i,0.00095925-0.00080643i,0.00069508-0.00093277i,-0.00049939-0.00064339i,-0.00094041-3.6629e-05i,-0.00093586-8.2e-05i,-0.00036057-0.00060447i,0.00045084-0.0012457i,0.00045002-0.00080446i,2.685e-05+0.00025535i,-0.00044395+0.00057587i,-0.00092707+0.00028079i,-0.0013009+0.0001761i,-0.0017015-0.00017062i,-0.00092913-0.0008625i,-0.00030695-0.00062688i,-0.00067108-0.00010439i
0.0002213+0.0003487i,0.00036085-0.00010962i,0.00077177+0.00068802i,0.001576+0.0015891i,0.0019102+0.0012482i,0.0013601+0.00071234i,0.00030723+8.6936e-05i,-0.00064501-0.00018189i,-0.0015694+4.3817e-05i,-0.001971+0.0005649i,-0.0010081-0.00014903i,-0.00036365-0.00062889i,-0.00050642-0.0006099i,-0.00071484-0.00018144i,-0.00046472+3.4828e-05i,-0.00010757-0.00085809i,-0.00019341-0.00056159i,-0.00067398+0.00027338i,-0.0013165+0.00034077i,-0.00093219-0.00016258i,-0.00062955-0.00067562i,6.634e-05-0.00030779i,0.00077181+0.00032114i
0.0012989+0.0015793i,0.0024893+0.00010872i,0.0038452-0.00033382i,0.0037359-0.0011926i,0.0032324-0.0030632i,0.0016862-0.002493i,-0.00087074-0.0008129i,-0.0017568-0.00074955i,-0.0013912-0.00080499i,-0.00082946-0.00074055i,-0.00019425-0.00032693i,-0.00047704+0.00012392i,-0.00066536+0.00015363i,-0.00069428+0.00076889i,-0.00035064+0.00011053i,-3.5615e-05-0.00040297i,-0.00033483+0.00032754i,-0.00057615+0.00015459i,-0.00057457-0.00035916i,-0.0008003-0.00016515i,-0.00035108+0.00043206i,-0.00023041+0.00019813i,-0.00071448-0.0002077i
0.0010452-0.00015031i,0.0025252+0.00041321i,0.0046557+0.0011725i,0.0046224+0.00016534i,0.0030125-0.0021551i,0.001213-0.0024781i,2.0217e-05-0.00090507i,-0.0008331+0.00023226i,-0.0012373+0.00084928i,-0.00028876+0.00055309i,0.0003854-0.00021781i,-0.00010105-0.00047997i,-0.0007528-0.00041972i,-0.00072613-0.0003914i,-0.0006622-2.0994e-05i,-0.0006017+1.1257e-05i,-0.00034703-0.00017201i,0.00013461+0.00047071i,0.00032329+0.00044235i,0.00041721-0.00026208i,0.00030393-0.00036555i,2.6737e-05-0.00032689i,-0.00022018-0.00044777i
0.00091039+0.0008025i,0.0020959-0.00011199i,0.0030177-0.00074266i,0.0027826-0.0017494i,0.0017053-0.0020927i,0.001129-0.0012495i,0.00064656-8.7721e-07i,-0.0007989+0.00046039i,-0.0010251+0.00068474i,0.00034648+0.00044443i,0.00025607-0.00016165i,-0.00054478-6.0197e-05i,-0.00053569-6.0542e-05i,4.1104e-05-5.765e-05i,0.0002948+0.00034248i,0.00019159+9.6378e-06i,0.00030448-0.00065191i,0.00038447-0.00093268i,0.00039811-0.00097912i,-0.00024603-0.00098645i,6.199e-05-0.00072623i,0.00017138+0.00048767i,-0.00029294+0.0013485i
4.6306e-05+0.00036961i,0.0015502+0.00066893i,0.0027821+0.0011546i,0.003191+0.0015062i,0.0028076+0.0014137i,0.0018648+0.00020302i,0.00037218-0.00064146i,-0.00087519-0.00048728i,-0.0012471-0.00016378i,-0.00064232-0.00069182i,-0.00027842-0.0012411i,-0.00060041-0.00073542i,-0.00070119-1.2832e-05i,-0.00028464+0.0005299i,0.00069592+0.00080963i,0.00070925+0.00057475i,-0.00050898+0.00022652i,-0.0008333-0.00013747i,-0.00044592-0.00025898i,-0.00032394-0.00025548i,-0.00063604+0.00030171i,-0.0010447+0.00042012i,-0.0011466-0.00047603i
4.2575e-05+0.00086363i,-0.0011087-0.00046387i,-0.0005872-0.00082347i,0.00031522-0.0010443i,0.00067269-0.0017853i,0.00020514-0.0016003i,6.5507e-05-0.0015077i,0.00032476-0.0014869i,0.00067551-0.0012011i,0.00054519-0.00049492i,5.3334e-05-3.2482e-05i,-0.00035349-0.00028682i,-0.0010045-0.00029242i,-0.0007775+0.00022036i,-0.00053665-0.00036611i,-0.000934-0.001433i,-0.0010326-0.0011881i,-0.00056986-0.00034521i,-0.00031832+0.00018156i,-0.00045295+2.8268e-06i,-0.00016449-0.00067403i,0.0002081-0.00086067i,1.5765e-06-8.3804e-05i
0.0019729+0.00043702i,0.002513+0.0010738i,0.0026816+0.0023219i,0.0043567+0.0020742i,0.0054525+0.0010033i,0.0040341+0.00065895i,0.0022305+0.00039172i,0.00094539-0.00011121i,7.1497e-05-0.0003821i,-0.00015269-0.00047375i,-0.00010196+0.00020495i,-0.0001898+0.00068101i,-0.00054218+0.00057336i,-0.00051361+0.00018324i,-0.00072145-0.00018863i,-0.00071108+0.00036825i,-0.00080616+0.00032758i,-0.00074543-0.00035035i,-0.00071929+0.00012703i,-0.00077632+0.00069919i,-0.00045514+5.8163e-05i,-0.00029383-0.00065778i,-9.9406e-05-9.0318e-05i
0.0015024-0.0005132i,0.0010484-0.00085918i,0.0018902-0.0023136i,0.0026215-0.0037166i,0.0014812-0.0040812i,4.3963e-05-0.0033149i,-0.00072409-0.0023872i,-0.0022098-0.0016673i,-0.0017295-0.00056107i,-0.0012579+0.0004524i,-0.00071983+0.00047395i,2.9306e-05-0.0002873i,-0.00038487-0.00044634i,-0.00072294-0.00033072i,-0.00067497+0.00016729i,-0.00066746+0.0011711i,-0.00021578+0.0013714i,0.00023716+0.0012282i,0.00024804+0.00068274i,-3.7492e-05-0.0003785i,-0.00041733-0.00040352i,0.00033543+0.00010104i,0.0005167+0.00050369i
0.0013884+0.0023683i,0.00068241+0.0028814i,0.0020901+0.0027943i,0.0030643+0.0013846i,0.0023194+0.00012876i,0.00072085-0.000357i,-0.0004982-0.00028967i,-0.00095211-7.4915e-05i,-0.0011213-7.5885e-05i,-0.00080662-0.00026218i,-6.5053e-05-0.0007257i,0.00024005-0.00071972i,-0.00050509-0.00045054i,-0.00090261+6.5351e-05i,-0.00065391-3.3333e-05i,-0.00059522-0.0001904i,-0.00074598+0.00017056i,-0.00087817+0.0010274i,-0.00069303+0.0014072i,-0.00028309+0.00094857i,-0.00072591-1.0257e-05i,-0.00051479+0.00010456i,0.00042835-0.00021884i
0.00095933-0.0018637i,0.0014319-0.0015777i,0.0031865-0.0030672i,0.0037795-0.0036489i,0.0028152-0.0022374i,0.0013721-0.0014839i,0.00054989-0.0004304i,0.00013917+0.00059219i,-0.00023066+0.00059729i,0.00013741+0.00036765i,0.00038823+0.00073198i,0.00020533+0.00097921i,-5.4841e-06+0.0010262i,0.00033371+0.0012073i,0.00087587+0.00085448i,0.00051608+0.00044821i,0.00054333+0.00038937i,0.00065579+0.00025254i,0.00015816-0.00024808i,-9.5282e-05-0.00077647i,0.00040808-0.00048925i,8.9894e-05+0.00021995i,0.00012754+0.00019996i
0.0028593+0.00024592i,0.0019003+0.00047405i,0.0017475-0.00049848i,0.0028018-0.00049794i,0.0016056-4.0949e-05i,4.6379e-06-0.00012611i,-0.00050755+0.00014008i,-0.00048664+0.00037194i,-0.00033195+0.00018389i,-0.0007617-0.00025746i,-0.0010001-0.00038509i,-0.00089387+0.00011391i,-0.00011658+0.00084186i,7.443e-05+0.00086807i,0.00037843+1.4048e-06i,0.0014656-0.0002652i,0.0012546+0.00039364i,-2.6708e-05+0.00018089i,-0.00053589-0.00025671i,0.00015247-0.0001464i,0.00016788-0.00055208i,-6.7732e-05-0.00032528i,-0.00035821+0.00041257i
0.00062818-8.4983e-06i,0.0015639+0.0007197i,0.0035861+0.00048553i,0.005104-0.00077546i,0.0042034-0.0015199i,0.0026135-0.0010631i,0.0016808-4.0967e-05i,0.00070455+0.00021673i,-6.436e-05-0.00013946i,-7.2561e-06-0.0004809i,-0.00012347-0.00016103i,-0.00068435-0.00039006i,-0.0013336+8.1847e-05i,-0.00093388+0.00030536i,-0.00045598-0.00032578i,-0.00033957-0.00086265i,-0.00033981-0.0012777i,-1.2925e-05-0.0014993i,0.00034087-0.00089107i,0.00066157-0.00025024i,0.00054607-0.00066635i,-0.00054071-0.0011816i,-0.00050402-0.00035529i
0.00098427+0.0011377i,-5.669e-05+0.00091732i,-0.00071357+0.0002874i,0.00088629-0.0015551i,0.0031569-0.0028382i,0.0031057-0.0024032i,0.001184-0.0018174i,-0.00010583-0.0013121i,-0.00059974-0.00097317i,-0.00032216-0.00069379i,0.00013294-5.4763e-05i,0.00027894+0.00042719i,-1.2274e-06+9.4389e-05i,-0.00014264+8.9785e-05i,-0.00030245+0.00022233i,6.6108e-05+0.00022497i,-5.8357e-05+0.00039137i,-0.00087052-0.0001047i,-0.0010825-0.00036447i,-0.00093082-0.00072403i,-0.001463-0.0011593i,-0.0012857-0.00069482i,-0.00031724+0.00019731i
